Malayalam,Hindi
ചെസ്റ്റ്നട്ട് മണ്ണ്,चैस्टनट मृदा
ചിമ്മിനി ഗട്ടർ,धुआरा पनाली
ചിപ്പ് ബോർഡ്,अपखण्ड फलक
ചിപ്പിംഗ്,छीलना
ചിപ്സ്,दाना
ചട്ടി,ढलवा नाली
ക്ലാസ് (കോൺക്രീറ്റ്),श्रेणी (कंक्रीट की)
കളിമണ്ണ്,मृत्तिका
കളിമൺ ഉള്ളടക്കം,मृत्तिका अंश
കളിമൺ പാൻ,मृत्तिका दृढ़ पटल
പൂർണമായി കാലിയാക്കുക,सफाई द्वार
ക്ലീനപ്പ്,निर्वात सुधार
ക്ലീറ്റ്,गुटका
ക്ലിങ്കർ,क्लिंकर
ക്ലിപ്പ്,क्लिप
കട്ടപിടിക്കൽ,स्कंदन
നാടൻ മൊത്തത്തിലുള്ളത്,स्थूल समुच्चय/मोटा मिलावा
പരുക്കൻ ധാന്യമുള്ള മണ്ണ്,स्थूल कणीय मृदा
കോട്ട്,कोट
കോഫർ ഡാം,कॉफर बाँध
ഒത്തുചേരൽ,ससंजन
കൊളോയിഡ്,कोलाइड
കൊളോയ്ഡൽ ഈർപ്പം തുല്യ അനുപാതം,कोलाइडी-आर्द्रता तुल्यांक अनुपात
കൊളോയ്ഡൽ സിസ്റ്റം,कोलाइडी प्रणाली या कोलाइडी सम्मिश्रण
കൊളുവിയൽ മണ്ണ്,मिश्रोढ़ मृदा
കോളം,स्तम्भ/टेक/संपीडांग
കോമ്പഡ് ഫിനിഷ്,कंकतित परिष्कृति
സംയോജിത കാൽപ്പാദം,संयुक्त पाद
സംയോജിത വെള്ളം,संयुक्त जल
പൊതു മുറി,सामान्य कक्ष
പൂർത്തീകരണ സർട്ടിഫിക്കറ്റ്,पूर्णावस्था प्रमाण पत्र
ഘടകം ചതുരം,अंग वर्ग
കോൺക്രീറ്റ്,कंक्रीट
കോൺക്രീഷൻ,कंकड़ स्तरन
ഏകീകൃത നിരക്ക്/ഫ്ലാറ്റ് നിരക്ക്,समेकित दर या एक समान दर
മലിനീകരണം,दूषणकारक
ആൽക്കോട്ട് പാചകം ചെയ്യുന്നു,खाना रखने स्थान
നേരിടുകയാണ്,मुंडेर/कोपिंग
കോർബെൽ,टोड़ा
കോർണിസ്,कॉनिस
കപ്ലർ,युग्मक
"കപ്ലർ, ഇരട്ട",द्वि-युग्मक
"കപ്ലർ, പുട്ട്ലോഗ്",कड़ी युग्मक
"കപ്ലർ, സ്വിവൽ",भ्रामी युग्मक
കോഴ്സ്,रद्दा
ക്രമരഹിതമായ അവശിഷ്ടങ്ങൾ കൊത്തുപണികൾ,बेतरतीब रद्देदार ढोका चिनाई
മൂടിയ പ്രദേശം,आच्छादित क्षत्र
ഇഴയുക,विसर्पण
ക്രീപ്പ് കോഫിഫിഷ്യന്റ്,विसर्पण गुणांक
ക്രോട്ടോവിൻ,क्रोटोवाइन
കാക്ക കാൽ,काक पाद
നുറുക്കിന്റെ ഘടന,आचूर्ण संरचना
കർബ്,कर्ब
നിലവിലുള്ളത്,धारा
വക്ര പ്രതിരോധം,वक्र-प्रतिरोध (रेल)
ഈർപ്പം പ്രൂഫ് കോഴ്സ്,आर्द्रतारोधी स्तर
പൂർത്തിയാക്കിയ തീയതി,पूर्ण होने की तिथि
ഡെഡ് ലോഡ്,अचल भार
ചത്ത വെള്ളം,धीर जल
ഡെസിബെൽ,डेसीबल
ഡിഫ്ലോക്കുലേഷൻ,अनूर्पान
വായുസഞ്ചാരത്തിന്റെ ഡിഗ്രി അല്ലെങ്കിൽ എയർ സ്പേസ് അനുപാതം,वातन कोटि या वायु अवकाश अनुपात
അഗ്രഗേഷൻ ബിരുദം,समुच्चयन कोटि
വ്യാപനത്തിന്റെ അളവ്,प्रकीर्णन कोटि
സാച്ചുറേഷൻ ഡിഗ്രി,संतृप्ति कोटि
സാന്ദ്രത,घनता (आवासीय)
മരുഭൂമിയിലെ നടപ്പാത,भरू कुट्टिम
മരുഭൂമിയിലെ മണ്ണ്,मरू मृदा
വിശദാംശങ്ങൾ,विस्तृत विवरण
വികസന കാലയളവ്,विकास अवधि
ഡി-ചക്രവാളം,Dसंस्तर/Dहोराइजन
ഡയഗണൽ ബോണ്ട്,विकर्ण चाल
ഡയഗ്രം,आरेख
ഡിജിറ്റൽ ഡോക്ക്,आंगुलिक गोदी
വ്യത്യസ്ത ജലനിരക്ക്,अन्तरात्मक जल दर
ഡില്യൂഷൻ വെന്റിലേഷൻ,तनुता संवातन
ഡിലുവിയം,पूरोढक
ഡൈനിംഗ് റൂം,भोजन कक्ष
ദിശ കുറ്റി,दिशा निर्धारक खूँटी
വിസരണം,प्रकीर्णन
ഡിസ്റ്റെമ്പർ,डिस्टेम्पर
മുറിവാല്,गोदी
വാതിൽ,1. द्वार 2. कपाट
ഡോർമർ,छत वातायन
ഡോർമർ പരിശോധന,छत वातायन पृष्ठ
ഇരട്ട ഫ്ലെമിഷ് ബോണ്ട്,दोहरी फ्लेमिश चाल
ഇരട്ട പാളി,दोहरी परत
ഡോവൽ,गुज्झी
വരക്കാനുള്ള ബോർഡ്,आरेखन पट्ट/ड्राइंग बोर्ड
സന്ദര്ശകമുറി,बैठक
ഡ്രിഫ്റ്റ്,1. प्रक्षेप 2. ड्रिफ्ट 3. गुल्ली
ഉണങ്ങിയ ബൾബ് താപനില,शुष्क बल्ब तापक्रम
ഡ്രൈ ഡോക്ക്,शुष्क गोदी
ഉണങ്ങിയ റബ്ബർ കൊത്തുപണി,शुष्क ढोका चिनाई
ഡച്ച് ബോണ്ട്,डच चाल
കുള്ളൻ മതിൽ,बौनी दीवार
പാർപ്പിട യൂണിറ്റ്,आवासीय यूनिट
ഈവ്,ओलती
ഈവ്സ് ഗട്ടർ,ओलती नाली
സാമ്പത്തിക സാധ്യത,आर्थिक संभाव्यता या आर्थिक औचित्य समर्थन
എക്ടോഡൈനാമോർഫിക് മണ്ണ്,एक्टोडाइनेमोर्फिक मृदा
എഡ്ഡി,भँवर
ഫലപ്രദമായ വലിപ്പം,कण का प्रभावी आमाप
പുഷ്പം,उत्फुल्लन
മലിനജലം,सहायक सरित
ഉയരത്തിലുമുള്ള,उद्विक्षेप
എലുവിയേഷൻ,अवक्षालन
എലൂവിയം,अवक्षाल
എൻഡോഡൈനാമോർഫിക് മണ്ണ്,अंतर्गतिज मृदा
എഞ്ചിനീയറിംഗ് സാധ്യത,इंजीनियरी संभाव्यता
ഇംഗ്ലീഷ് ബോണ്ട്,इंग्लिश चाल
ഇംഗ്ലീഷ് ഗാർഡൻ വാൾ ബോണ്ട്,इंग्लिश गार्डन वाल चाल
"EPM (ഒരു ദശലക്ഷത്തിന് തുല്യം),&quot;",ईं.पी.एम. (प्रतिमिलियन तुल्य)
തുല്യ ഭാരം,समतुल्य भार
ഉദാ,अर्ग
കൈമാറ്റം ചെയ്യാവുന്നത്,विनिमययोग्य
കൈമാറ്റം ചെയ്യാവുന്ന അസിഡിറ്റി,विनिमेय अम्लता
കൈമാറ്റം ചെയ്യാവുന്ന സോഡിയം ശതമാനം (ESP),विनिमेय सोडियम प्रतिशतता
ഇ.എസ്.പി.,धनायन विनिमय क्षमता
അസിഡിറ്റി കൈമാറ്റം ചെയ്യുക,विनिमय अम्लता
എക്സ്ചേഞ്ച് കോംപ്ലക്സ്,विनिमय सम्मिश्र
എക്സോസ്റ്റ്,निर्वात/रेचन
തുറന്ന ഫിനിഷ്,अनावरित परिष्कृति
കണ്ണ്,गवाक्ष
കണ് പുരികം,आई ब्रो
അഭിമുഖീകരിക്കുന്നു,मोहरा/अग्रभाग
ഫേസിംഗ് ബോണ്ട്,पार्श्व चाल
സുരക്ഷാ ഘടകം,सुरक्षा गुणांक
വീഴ്ച,प्रवणता
ഫേഷ്യ,मुख पट्टी
ഫേഷ്യൽ ബോർഡ്,मुख पट्टी बोर्ड
തെറ്റ്,भ्रंश
വയലിലെ ഈർപ്പം,क्षेत्रीय नमी
അന്തിമ ഈർപ്പം തുല്യമാണ്,क्षेत्रीय आर्द्रता तुल्यांक
ഫില്ലറ്റ് (മോർട്ടാർ),मसाले की चपती/फिलेट
ഫൈനൽ,कलश
അന്തിമ അളവ്,अंतिम मापन
അന്തിമ പേയ്മെന്റ്q,अंतिम भुगतान
ഫൈനൽ പ്രീ-സ്ട്രെസ്,अंतिम पूर्व प्रतिबल
അവസാന പിരിമുറുക്കം,अंतिम तनाव
സാമ്പത്തിക സാധ്യത,वित्तीय संभाव्यता
ഫൈൻ അഗ്രഗേറ്റ്,महीन समुच्चय/बारीक मिलावा
പിളർന്ന പാറ,विदीर्ण शैल
പതാക കല്ല്,पटिया पत्थर
ഫ്ലെമിഷ് ബോണ്ട്,फ्लेमिश चाल
മിന്നുന്നു,फ्लैशिंग/जल रोधी झिल्ली
മിന്നുന്ന പ്രവാഹം,सद्योवेगी सरिता
പരന്ന മേൽക്കൂര,सपाट छत
ഫ്ലെഷെ,फलीके
ഫ്ലെമിഷ് ഗാർഡൻ വാൾ ബോണ്ട്,फ्लेमिश गार्डन वाल चाल
ഫ്ലിന്റ്,चकमक प्रस्तर
ഫ്ലിന്റ് മതിൽ,फ्लिंट दीवार
ഫ്ലോട്ടിംഗ് ഫ്ലോർ,प्लवमान फर्श
ഫ്ലോക്കുലേഷൻ,उर्णन
ഫ്ലോക്കുലേഷൻ പരിധി,ऊर्णन सीमा
ഫ്ലോക്കുലേഷൻ അനുപാതം,ऊर्णन अनुपात
ഫ്ലോക്കുളുകൾ,ऊर्णिका
തറ,फर्श
ഫ്ലോർ സീൽ,फर्शरुद्धक/फर्श सील
ഒഴുക്ക്,प्रवाह
ഏറ്റക്കുറച്ചിലുകൾ,उच्चावचन
കാൽനടയായി,पाद
ഫൗണ്ടേഷൻ,नींव
ഫ്രീ ഫാൾ ബാരോ ടോപ്പിംഗ് മിക്സർ,मुक्त प्रपात बैरो उद्वर्ती मिश्रक
ഫ്രീ ഫാൾ മിക്സർ (ഡ്രം തരം),मुक्त प्रपात मिश्रक (ढोल के आकार का)
സ്വതന്ത്ര കല്ല്,मुक्त पत्थर
ഫ്രെഷെറ്റ്,नदीपूर
ഘർഷണ കൂമ്പാരം,घर्षण पाइल
തവള,किश्ती/फॉग
ഗേബിൾ,त्रयंकी
ഗബ്ലെറ്റ്,लघु त्रयंकी
ഗാംബ്രൽ മേൽക്കൂര,गैमबरेल छत
ഗേജ്,गेज (रेल पथ)
അളക്കൽ വിഭാഗം,प्रमापन परिच्छेद
ഗേജിംഗ് സ്റ്റേഷൻ,प्रमापन स्थल
പൊതുവായ ലൊക്കേഷൻ പ്ലാൻ,सामान्य अवस्थापन अनुविक्षेप
പൊതു വെന്റിലേഷൻ,सामान्य संवातन
ജി ചക്രവാളം അല്ലെങ്കിൽ ഗ്ലേ ചക്രവാളം,संस्तर या ग्ले संस्तर
വരെ ഗ്ലേഷ്യൽ,हिमगोलाश्म मृत्तिका
ഗ്നീസ്,नाइस
ഗുഡ്സ് യാർഡ്,माल यार्ड
ഗ്രേഡിയന്റ് പ്രതിരോധം,प्रवणता प्रतिरोध
ഗ്രാനൈറ്റ്,ग्रेनाइट
ഗ്രാനുലാർ ഘടന,दानेदार संरचना
ഗ്രാനുലേഷൻ,कणनन
ഗ്രാനുൾ,दाना
ഗുരുത്വാകർഷണ ജല രഹിത ജലം,गृरूत्व जल या मुक्त जल
ഗുരുത്വാകർഷണ മുറ്റം,मार्शलिंग गुरुत्वीय यार्ड
വലിയ മണ്ണ് ഗ്രൂപ്പ്,बृहत् मृदा समूह
ഗ്രില്ലേജ് അടിസ്ഥാനം,झंझरी/ग्रिलेज नींव
ഗ്രൗണ്ട് ഹാൻഡ് മോൾഡിംഗ്,भूहस्त पथाई
ഗ്രൂപ്പുചെയ്ത ഡോക്ക്,समूहित गोदी
ഗ്രൂപ്പ് ഭവനം,सामूहिक आवासन
അതിഥി മുറി,अतिथि कक्ष
ഗട്ടർ,नाली
ഗട്ടർ വഹിക്കുന്നയാൾ,नाली धारक
ഗട്ടർ പരിശോധന,नाली रोधक
ചുറ്റിക ഡ്രസ്സിംഗ്,हथौड़ा गढ़ाई
തുറമുഖം,पोताश्रय
അഭയകേന്ദ്രം,आश्रय देने वाले पोताश्रय
ഹാർഡ് പാൻ,कठोर तल
തലക്കെട്ട്,तोड़ा/हैडर
തലക്കെട്ട് ബോണ്ട്,तोड़ा/हैडर चाल
ഹെഡ്ഡർ കോഴ്സ്,तोड़ा रद्दा
ഹെഡ് ഗേറ്റ് ഘടന,मुख फाटक संरचना
കനാലിന്റെ തലവൻ,नहर का शीर्ष
ഹെഡ് റെഗുലേറ്റർ,मुख नियंत्रक
മത്തി അസ്ഥിബന്ധം,लहरिया चाल
ഹൃദയം,भरत
നനവിന്റെ ചൂട്,सिक्तन उष्मा
ഉയർന്ന അലുമിന സിമന്റ്,अक्षि-एल्यूमिना सीमेन्ट
ഹിപ്,पुट्ठा
ഹിപ് ക്യാപ്പിംഗ്,पुट्ठा मुंडेरी
ഇടുങ്ങിയ അറ്റം,कूट सिरा
ഹുഡ്,छत्रक
ഹുഡ് മോൾഡിംഗ്,गढ़ा छत्रक
ഹുക്കിന്റെ നിയമം,हुक का नियम
വളയം ഇരുമ്പ്,पत्ती लोहा
ചക്രവാളം,संस्तर/होराइजन
ഹ്യുമിഡിഫിക്കേഷൻ,आद्रीकरण
"ഈർപ്പം, കേവല",निरपेक्ष आद्रता
"ഈർപ്പം, ആപേക്ഷികം",आपेक्षिक आद्रता
ഹമ്പ് യാർഡ്,हम्प यार्ड
ഹൈഡ്രോളിക് മർദ്ദം,द्रवचालित दाब
ജലാംശം,जलयोजन
ജലവിശ്ലേഷണം,जल अपघटन
ഹൈഡ്രോലൈറ്റിക് അസിഡിറ്റി,चल अपघटनी अम्लता
