Kannada,Gujarati
ಅಮೇರಿಕನ್ ನ್ಯಾಷನಲ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ಸ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ (ANSI),અમેરિકન નેશનલ સ્ટાન્ડર્ડ ઇન્સ્ટિટ્યૂટ (ANSI)
ಮಾಹಿತಿ ವಿನಿಮಯಕ್ಕಾಗಿ ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್ (ASCII),અમેરિકન સ્ટાન્ડર્ડ કોડ ફોર ઇન્ફોર્મેશન ઇન્ટરચેન્જ (ASCII)
ಅನಲಾಗ್,એનાલોગ
ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್,એનાલોગ કમ્પ્યુટર
ಅನಲಾಗ್ ಸಾಧನ,એનાલોગ ઉપકરણ
ಅನಲಾಗ್ ಮೋಡೆಮ್,એનાલોગ મોડેમ
ಅನಲಾಗ್ ಟು ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕ (ADC),એનાલોગ થી ડિજિટલ કન્વર્ટર (ADC)
ಮತ್ತು,અને
ಮತ್ತು ಸರ್ಕ್ಯೂಟ್,અને સર્કિટ
ಮತ್ತು ಗೇಟ್,અને દરવાજો
ಮತ್ತು ಕಾರ್ಯಾಚರಣೆಯಲ್ಲ (ಹೊರಗಿಡುವಿಕೆ),અને ઓપરેશન નહીં (બાકાત)
ಅನಿಮೇಷನ್,એનિમેશન
ಟಿಪ್ಪಣಿ,ટીકા
ಅಸಂಗತತೆ,વિસંગતતા
ಪೂರ್ವಭಾವಿ,પૂર્વવર્તી
ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್,આગોતરી પેજીંગ
ವಿರೋಧಿ ಸಮ್ಮಿತೀಯ,વિરોધી સપ્રમાણ
ಆಂಟಿವೈರಸ್ ಪ್ರೋಗ್ರಾಂ,એન્ટિવાયરસ પ્રોગ્રામ
ಆಪ್ಲೆಟ್,એપ્લેટ
ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್,એપ્લિકેશન ડેવલપર
ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,એપ્લિકેશન પ્રોગ્રામિંગ
ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್ (API),એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API)
ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್ವೇರ್,એપ્લિકેશન સોફ્ટવેર
ಅನ್ವಯಿಕ ಭಾಷೆ,લાગુ પડતી ભાષા
ಅಂದಾಜು ಸಿದ್ಧಾಂತ,અંદાજ સિદ્ધાંત
ವಾಸ್ತುಶಿಲ್ಪ,સ્થાપત્ય
ಪ್ರದೇಶ ವರ್ಗಾವಣೆ,વિસ્તાર ટ્રાન્સફર
ವಾದ,દલીલ
ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ,અંકિત અને તર્ક એકમ
ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ,અંકિત તપાસ
ಅಂಕಗಣಿತ ಸ್ಥಿರ,અંકિત સ્થિરાંક
ಅಂಕಗಣಿತದ ಡೇಟಾ,અંકિત માહિતી
ಅಂಕಗಣಿತದ ಸೂಚನೆ,અંકગણિત સૂચના
ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ (ALU),અંકગણિત અને તર્ક એકમ (ALU)
ಅರ್ಪಾನೆಟ್,અર્પાનેટ
ಶ್ರೇಣಿ,એરે
ರಚನೆಯ ಸಂಗ್ರಹ,એરે કેશ
ಅರೇ ಕಂಪ್ಯೂಟರ್,એરે કમ્પ્યુટર
ರಚನೆಯ ಅಂಶ,એરે તત્વ
ರಚನೆಯ ಹೆಸರು,એરે નામ
ರಚನೆಯ ಪ್ರೊಸೆಸರ್,એરે પ્રોસેસર
ಬಾಣದ ಕೀಲಿಗಳು,તીર કીઓ
ಉಚ್ಚಾರಣೆ,ઉચ્ચારણ
ಉಚ್ಚಾರಣಾ ಬಿಂದು,ઉચ્ચારણ બિંદુ
ಕೃತಕ ಸಂಕೋಚನ,કૃત્રિમ કોમ્પેક્શન
ಕೃತಕ ನಿಯಂತ್ರಣ,કૃત્રિમ નિયંત્રણ
ಕೃತಕ ಬುದ್ಧಿವಂತಿಕೆ,કૃત્રિમ બુદ્ધિ
ಆರೋಹಣ,ચડતા
ಆರೋಹಣ ರೀತಿಯ,ચડતા સૉર્ટ
ASCII ಬೆಟಿಕಲ್ ಆರ್ಡರ್,ASCII બેટીકલ ઓર્ડર
ASCII ನಿಯಂತ್ರಣ ಪಾತ್ರ,ASCII નિયંત્રણ પાત્ર
ASCII ಫೈಲ್,ASCII ફાઇલ
ASCII ಫಾಂಟ್,ASCII ફોન્ટ
ASCII ವರ್ಗಾವಣೆ,ASCII ટ્રાન્સફર
ಆಕಾರ ಅನುಪಾತ,પાસા ગુણોત્તર
ASPI,ASPI
ASR ಟೈಮರ್,ASR ટાઈમર
ಜೋಡಿಸು,ભેગા
ಅಸೆಂಬ್ಲರ್,એસેમ્બલર
ಸಭೆ,એસેમ્બલી
ಅಸೆಂಬ್ಲಿ ಭಾಷೆ,એસેમ્બલી ભાષા
ಪ್ರತಿಪಾದನೆ,નિવેદન
ನಿಯೋಜನೆ,સોંપણી
ಸಂಘ,સંગઠન
ಸಹಾಯಕ ವಿಳಾಸ,સહયોગી સરનામું
ಸಹಾಯಕ ಸ್ಮರಣೆ,સહયોગી મેમરી
ಆಸ್ಟರಿಕ್,એસ્ટરીક
ಅಸಮ್ಮಿತ,અસમપ્રમાણ
ಅಸಮಕಾಲಿಕ,અસુમેળ
ಅಸಮಕಾಲಿಕ ಡಿಜಿಟಲ್ ಚಂದಾದಾರರ ಸಾಲು (ADSL),અસુમેળ ડિજિટલ સબસ્ક્રાઇબર લાઇન (ADSL)
ಅಸಮಕಾಲಿಕ ಸಮಯ ವಿಭಾಗ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (ATDM),અસુમેળ સમય વિભાગ મલ્ટિપ્લેક્સીંગ (ATDM)
ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ,અસુમેળ ટ્રાન્સફર
ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM),અસુમેળ ટ્રાન્સફર મોડ (ATM)
ಪರಮಾಣು,અણુ
ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್,જોડાયેલ દસ્તાવેજ
ಲಗತ್ತಿಸಲಾದ ಕಡತ,જોડેલી ફાઈલ
ಬಾಂಧವ್ಯ,જોડાણ
ಗುಣಲಕ್ಷಣ,લક્ષણ
ಆಡಿಯೋ,ઓડિયો
ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ઓડિટ પ્રોગ્રામિંગ
ಆಡಿಟ್ ಟ್ರಯಲ್,વિષ્લેષણ
ವರ್ಧನೆ,વૃદ્ધિ
ದೃಢೀಕರಣ ಪ್ರೋಟೋಕಾಲ್,પ્રમાણીકરણ પ્રોટોકોલ
ಲೇಖಕ ವ್ಯವಸ್ಥೆ,ઓથરિંગ સિસ્ટમ
ಅಧಿಕಾರ,અધિકૃતતા
ಸ್ವಯಂ ಅಮೂರ್ತ,સ્વતઃ અમૂર્ત
ಸ್ವಯಂಬೂಟ್ ಮಾಡುವಿಕೆ,ઓટોબૂટિંગ
ಆಟೋಕ್ಯಾಡ್,ઓટોકેડ
ಸ್ವಯಂ ಲಾಗ್ ಆನ್,ઓટોલોગ ચાલુ
ಸ್ವಯಂಚಾಲಿತ,ઓટોમેટા
ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ,ઓટોમેટા સિદ્ધાંત
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟಿಂಗ್,આપોઆપ કમ્પ્યુટિંગ
ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ,સ્વચાલિત ડેટા પ્રોસેસિંગ
ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ,આપોઆપ ભૂલ સુધારણા
ಸ್ವಯಂಚಾಲಿತ ಕಾರ್ಯ,સ્વચાલિત કાર્ય
ಸ್ವಯಂಚಾಲಿತ ಸೂಚ್ಯಂಕ,આપોઆપ અનુક્રમણિકા
ಸ್ವಯಂಚಾಲಿತ ಲೈಬ್ರರಿ ಕರೆ,સ્વચાલિત પુસ્તકાલય કૉલ
ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್,આપોઆપ પ્રોગ્રામિંગ
ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ,સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ
ಸ್ವಯಂಚಾಲಿತ ದಿನಚರಿ,આપોઆપ નિયમિત
ಸ್ವಯಂಚಾಲಿತ ಸಿಸ್ಟಮ್ ಚೇತರಿಕೆ,આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ
ಸ್ವಯಂಚಾಲಿತ ಟೆಲ್ಲರ್ ಯಂತ್ರ (ATM),ઓટોમેટિક ટેલર મશીન (ATM)
ಯಾಂತ್ರೀಕೃತಗೊಂಡ,ઓટોમેશન
ಸ್ವಚಾಲಿತ,ઑટોપ્લે
ಸ್ವಯಂ ಉಳಿಸಿ,સ્વતઃ સાચવો
ಸಹಾಯಕ,સહાયક
ಸಹಾಯಕ ಸ್ಮರಣೆ,સહાયક મેમરી
ಸಹಾಯಕ ಸಂಗ್ರಹಣೆ,સહાયક સંગ્રહ
ಲಭ್ಯವಿರುವ ಪಟ್ಟಿ,ઉપલબ્ધ યાદી
ಲಭ್ಯವಿರುವ ಸಮಯ,ઉપલબ્ધ સમય
ಸರಾಸರಿ,સરેરાશ
awk (ಭಾಷೆ),awk (ભાષા)
ಬ್ಯಾಕೆಂಡ್,બેકએન્ડ
ಬ್ಯಾಕೆಂಡ್ ಪ್ರೊಸೆಸರ್,બેકએન્ડ પ્રોસેસર
ಹಿಂಬದಿ ತೆಗೆಯುವಿಕೆ,બેકફેસ દૂર કરવું
ಹಿನ್ನೆಲೆ ಸಂಸ್ಕರಣೆ,પૃષ્ઠભૂમિ પ્રક્રિયા
ಬ್ಯಾಕಿಂಗ್ ಅಂಗಡಿ,બેકિંગ સ્ટોર
ಬ್ಯಾಕ್‌ಪ್ಯಾಚಿಂಗ್,બેકપેચિંગ
ಬ್ಯಾಕ್‌ಸ್ಪೇಸ್,બેકસ્પેસ
ಬ್ಯಾಕ್‌ಟ್ರ್ಯಾಕಿಂಗ್,બેકટ્રેકિંગ
ಬ್ಯಾಕ್ ಅಪ್,બેકઅપ
ಬ್ಯಾಕ್-ಅಪ್ ಮೆಮೊರಿ,બેકઅપ મેમરી
ಹಿಂದುಳಿದ ದೋಷ ಚೇತರಿಕೆ,પછાત ભૂલ પુનઃપ્રાપ્તિ
ಆಯವ್ಯಯ ಪಟ್ಟಿ,સરવૈયા
ಬ್ಯಾಂಡ್,બેન્ડ
ಬ್ಯಾಂಡ್ ಅಗಲ,બેન્ડ પહોળાઈ
ಬ್ಯಾಂಕರ್ ಅಲ್ಗಾರಿದಮ್,બેંકરનું અલ્ગોરિધમ
ಬಾರ್ ಕೋಡ್,બાર કોડ
ಬಾರ್ ಕೋಡ್ ಸ್ಕ್ಯಾನರ್,બાર કોડ સ્કેનર
ಬಾರ್ ಗ್ರಾಫ್,બાર ગ્રાફ
ಮೂಲ ವಿಳಾಸ,આધાર સરનામું
ಬೇಸ್ ಬ್ಯಾಂಡ್,આધાર બેન્ડ
ಮೂಲ ಸಂಖ್ಯೆ,આધાર નંબર
ಬೇಸ್ ಟೇಬಲ್,આધાર ટેબલ
ಬೇಸಿಕ್,પાયાની
ಮೂಲ ನಿಯಂತ್ರಣ,મૂળભૂત નિયંત્રણ
ಮೂಲ ಇನ್ಪುಟ್,મૂળભૂત ઇનપુટ
ಮೂಲ ಸೂಚನೆ,મૂળભૂત સૂચના
ಮೂಲ ಔಟ್ಪುಟ್,મૂળભૂત આઉટપુટ
ಮೂಲ ಹಂತ,મૂળભૂત પગલું
ಬ್ಯಾಚ್,બેચ
ಬ್ಯಾಚ್ ಫೈಲ್,બેચ ફાઇલ
ಬ್ಯಾಚ್ ಸ್ಥಾನ,બેચ સ્થિતિ
ಬ್ಯಾಚ್ ಸಂಸ್ಕರಣೆ,બેચ પ્રક્રિયા
ಬ್ಯಾಚ್ ವ್ಯವಸ್ಥೆ,બેચ સિસ્ટમ
ಬಾಡ್,બાઉડ
ಬೌಡ್ ದರ,બાઉડ દર
ಕಿರಣ,બીમ
ಮಾನದಂಡ,બેન્ચમાર્ક
ದ್ವಿಮುಖ ಸಂವಹನ,દ્વિદિશ સંચાર
ದ್ವಿಮುಖ ಲಿಂಕ್,દ્વિદિશ લિંક
ಬೈನರಿ ಕೋಡ್,દ્વિસંગી કોડ
ದ್ವಿಮಾನ ಅಂಕಿ,દ્વિસંગી અંક
ಬೈನರಿ ಇನ್‌ಪುಟ್ ಔಟ್‌ಪುಟ್ ಸಿಸ್ಟಮ್ (BIOS),બાઈનરી ઇનપુટ આઉટપુટ સિસ્ટમ (BIOS)
ಬೈನರಿ ಸಂಖ್ಯೆ,દ્વિસંગી સંખ્યા
ಬೈನರಿ ಆಪರೇಟರ್,બાઈનરી ઓપરેટર
ದ್ವಿಮಾನ ಸಂಬಂಧ,દ્વિસંગી સંબંધ
ಬೈನರಿ ಹುಡುಕಾಟ,દ્વિસંગી શોધ
ಬೈನರಿ ಸರ್ಚ್ ಟ್ರೀ (BST),દ્વિસંગી શોધ વૃક્ષ (BST)
ಬೈನರಿ ವರ್ಗಾವಣೆ,બાઈનરી ટ્રાન્સફર
ಅವಳಿ ಮರ,દ્વિસંગી વૃક્ષ
ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ,બાયપોલર મેમરી
ಜನನ ಮರಣ ಮಾದರಿ,જન્મ મૃત્યુ મોડેલ
ಜನನ ಮರಣ ಪ್ರಕ್ರಿಯೆ,જન્મ મૃત્યુ પ્રક્રિયા
ಸ್ವಲ್ಪ,બીટ
ಸ್ವಲ್ಪ ತಪ್ಪು,થોડી ખામી
ಬಿಟ್ ನಕ್ಷೆ,બીટ નકશો
ಬಿಟ್ ಮ್ಯಾಪ್ ಪಿಕ್ಸೆಲ್ (BMP),બીટ મેપ પિક્સેલ (BMP)
ಬಿಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್,બીટ મેટ્રિક્સ
ಬಿಟ್ ಮಾದರಿ,બીટ પેટર્ન
ಬಿಟ್ ಸ್ಥಾನ,બીટ સ્થિતિ
ಬಿಟ್ ದರ,બીટ દર
ಕಪ್ಪು ಪೆಟ್ಟಿಗೆ ಪರೀಕ್ಷೆ,બ્લેક બોક્સ પરીક્ષણ
ಮಿಟುಕಿಸುವುದು,ઝબકવું
ಬ್ಲಾಕ್,બ્લોક
ಬ್ಲಾಕ್ ಸಂಗ್ರಹ,બ્લોક કેશ
ಬ್ಲಾಕ್ ಚೆಕ್,બ્લોક ચેક
ಬ್ಲಾಕ್ ನಕಲು,બ્લોક નકલ
ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ,રેખાક્રુતિ
ನಿರ್ಬಂಧಿಸುವ ನೆಟ್ವರ್ಕ್,બ્લોકીંગ નેટવર્ક
ಬೋರ್ಡ್,પાટીયું
ಪುಸ್ತಕ ಗುರುತು,પુસ્તક ચિહ્ન
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ,બુલિયન બીજગણિત
ಬೂಲಿಯನ್ ಸಂಬಂಧ,બુલિયન સંબંધ
ಬೂಟ್ ವಿಭಾಗ,બુટ પાર્ટીશન
ಬೂಟ್ ಸ್ಟ್ರಾಪಿಂಗ್,બુટ strapping
ಬೂಟ್-ಸ್ಟ್ರಾಪ್ ಲೋಡರ್,બુટ-સ્ટ્રેપ લોડર
ಸೇತುವೆ,પુલ
ಬ್ರಾಡ್‌ಬ್ಯಾಂಡ್ ನೆಟ್‌ವರ್ಕಿಂಗ್,બ્રોડબેન્ડ નેટવર્કિંગ
ಪ್ರಸಾರ,પ્રસારણ
ರೇಡಿಯೋ ಪ್ರಸಾರ,પ્રસારણ રેડિયો
ಬ್ರೌಸ್,બ્રાઉઝ કરો
ಬ್ರೌಸರ್,બ્રાઉઝર
ಬಿ-ಟ್ರೀ,બી-ટ્રી
ಬಬಲ್ ಮೆಮೊರಿ,બબલ મેમરી
ಬಬಲ್ ರೀತಿಯ,બબલ સૉર્ટ
ಬಕೆಟ್,ડોલ
ಸ್ನೇಹಿತರ ವ್ಯವಸ್ಥೆ,મિત્ર સિસ્ટમ
ಬಜೆಟ್ ಪರಿಣಾಮಕಾರಿ ನಿಯಂತ್ರಣ,બજેટ અસરકારક નિયંત્રણ
ಬಫರ್,બફર
ದೋಷ,ભૂલ
ಬಸ್,બસ
ಬೈಟ್,બાઈટ
ಬೈಟ್ ಕೋಡ್,બાઈટ કોડ
ಸಿ,c
C++,C++
ಸಂಗ್ರಹ,કેશ
ಸಂಗ್ರಹ ಬಫರ್,કેશ બફર
ಸಂಗ್ರಹ ಮೆಮೊರಿ,કેશ મેમરી
ಲೆಕ್ಕಾಚಾರ,ગણતરી
ಕ್ಯಾಲ್ಕುಲೇಟರ್,કેલ્ક્યુલેટર
ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಚಿಪ್,કેલ્ક્યુલેટર ચિપ
ಕರೆ,કૉલ
ಹೆಸರಿನಿಂದ ಕರೆ ಮಾಡಿ,નામથી બોલાવો
ಉಲ್ಲೇಖದ ಮೂಲಕ ಕರೆ ಮಾಡಿ,સંદર્ભ દ્વારા કૉલ કરો
ಮೌಲ್ಯದಿಂದ ಕರೆ ಮಾಡಿ,મૂલ્ય દ્વારા કૉલ કરો
ವೇರಿಯಬಲ್ ಮೂಲಕ ಕರೆ ಮಾಡಿ,ચલ દ્વારા કૉલ કરો
ಕರೆ ಗೇಟ್,કૉલ ગેટ
ರದ್ದುಮಾಡು,રદ કરો
ರದ್ದು ಬಟನ್,રદ કરો બટન
ಅಂಗೀಕೃತ,પ્રમાણભૂત
ಅಂಗೀಕೃತ ರೂಪ,પ્રમાણભૂત સ્વરૂપ
ಸಾಮರ್ಥ್ಯ,ક્ષમતા
ಸಾಮರ್ಥ್ಯ ಪಟ್ಟಿ,ક્ષમતા યાદી
ಸಾಮರ್ಥ್ಯ,ક્ષમતા
ಕ್ಯಾಪ್ಸ್ ಲಾಕ್ ಕೀ,કેપ્સ લોક કી
ಕಾರ್ಡ್,કાર્ડ
ಕಾರ್ಡ್ ರೀಡರ್,કાર્ડ રીડર
ಕಾರ್ಡಿನಲಿಟಿ,મુખ્યત્વ
ವಾಹಕ,વાહક
ವಾಹಕ ಬ್ಯಾಂಡ್,વાહક બેન્ડ
ವಾಹಕ ಲೋಡ್,વાહક લોડ
ವಾಹಕ ಸಂಕೇತ,વાહક સંકેત
ವಾಹಕ ತರಂಗ,વાહક તરંગ
ಒಯ್ಯುತ್ತಾರೆ,વહન
ಅಂಕೆ ಸಾಗಿಸಿ,વહન અંક
ಧ್ವಜವನ್ನು ಒಯ್ಯುತ್ತಾರೆ,ધ્વજ વહન કરો
