Tamil,Bengali
ஆக்டினோமைசீட்கள்,অ্যাক্টিনোমাইসেটস
செயல்பாட்டு திறன்,কর্ম সম্ভাব্য
செயல்படுத்தப்பட்ட கசடு,সক্রিয় কর্দম
செயல்படுத்தப்பட்ட கசடு மிதவை,সক্রিয় স্ল্যাজ ফ্লক
செயல்படுத்தும் ஆற்றல்,অ্যাক্টিভেশন শক্তি
செயலில் உறிஞ்சுதல்,সক্রিয় শোষণ
செயலில் நோய் எதிர்ப்பு சக்தி,সক্রিয় অনাক্রম্যতা
செயலில் கதிர்வீச்சு,সক্রিয় বিকিরণ
செயலில் உள்ள தளம்,সক্রিয় সাইট
ஆக்டிவின்,অ্যাক্টিভিন
அக்யூமினேட்,একুমিনেট
ஆடம்ஸியா,অ্যাডামসিয়া
தகவமைப்பு,অভিযোজনযোগ্যতা
தழுவல்,অভিযোজন
ஒளி ஆட்சிக்கு தழுவல்,হালকা শাসনের সাথে অভিযোজন
நீர் பற்றாக்குறைக்கு தழுவல்,জলের ঘাটতির সাথে অভিযোজন
தகவமைப்பு பண்புகள்,অভিযোজিত বৈশিষ্ট্য
தகவமைப்பு நோய் எதிர்ப்பு சக்தி,অভিযোজিত অনাক্রম্যতা
தகவமைப்பு கதிர்வீச்சு,অভিযোজিত বিকিরণ
தகவமைப்பு பண்பு,অভিযোজিত বৈশিষ্ট্য
அடாக்ஸியல் மேற்பரப்பு,অ্যাড্যাক্সিয়াল পৃষ্ঠ
போதை கோளாறு,আসক্তিজনিত ব্যাধি
அடினின்,অ্যাডেনিন
அடினோகார்டிகோட்ரோபின்,অ্যাডেনোকোর্টিকোট্রপিন
அடினோஹைபோஃபிசிஸ்,অ্যাডেনোহাইপোফাইসিস
அடினோசின் டைபாஸ்பேட்,অ্যাডেনোসিন ডিফোসফেট
அடினோசின் டீமினேஸ்,অ্যাডেনোসিন ডায়ামিনেজ
அடினோசின் மோனோபாஸ்பேட்,অ্যাডেনোসিন মনোফসফেট
அடினோசின் ட்ரைபாஸ்பேட் (ஏடிபி),অ্যাডেনোসিন ট্রাইফোসফেট (এটিপি)
அடினிலேட் சைக்லேஸ்,অ্যাডিনলেট সাইক্লাস
பிசின் சக்தி,আঠালো শক্তি
கொழுப்பு,Adipate
அடிபோசைட் (கொழுப்பு செல்),অ্যাডিপোকাইট (ফ্যাট সেল)
கொழுப்பு திசு,মেদ কলা
Adnate,অ্যাডনেট
அருகிலுள்ள சமூகம்,সংলগ্ন সম্প্রদায়
அட்ரீனல்,অ্যাড্রিনাল
அட்ரினல் சுரப்பி,অ্যাড্রিনাল গ্রন্থি
அட்ரினோகார்டிகோட்ரோபிக் ஹார்மோன் (ACTH),অ্যাড্রেনোকোর্টিকোট্রপিক হরমোন (এসিটিএইচ)
அட்ரினோகார்டிகோட்ரோபிக் வெளியீட்டு ஹார்மோன் (ACTRH),অ্যাড্রেনোকোর্টিকোট্রপিক রিলিজিং হরমোন (ACTRH)
Adsorbent,Adsorbent
உறிஞ்சுதல்,শোষণ
மேம்பட்ட சோர்டேட்,উন্নত কর্ডেট
சாதகமான பிறழ்வு,সুবিধাজনক মিউটেশন
சாகச,অ্যাডভেন্টিয়াল
சாகச வேர்,অ্যাডভেনটিয়াস রুট
பாதகமான விளைவு,বিরূপ প্রভাব
Aedes,এডেস
கலாச்சாரத்தின் காற்றோட்டம்,সংস্কৃতি বায়ুচালনা
ஏரென்கிமா,এরিচাইমা
வான்வழி,এরিয়াল
வான்வழி வேர்,বায়বীয় মূল
வான்வழி படப்பிடிப்பு,এরিয়াল শ্যুট
ஏரோபிக் சுவாசம்,বায়ুজীবী শ্বসন
ஏரோபிக் சுவாசம்,বায়ুজীবী শ্বসন
அழகியல்,নান্দনিকতা
அவதூறு,এ্যাস্টিভেশন
அவதூறு,এ্যাস্টিভেশন
Afferent,Afferent
இணைப்பு நிறமூர்த்தம்,অ্যাফিনিটি ক্রোমাটোগ্রাফি
பாதிக்கப்பட்ட உறுப்பு,ক্ষতিগ্রস্থ অঙ্গ
காடு வளர்ப்பு,Afforastation
அகமோஸ்பெர்மி,আগামোস্পার্মি
அகர்,আগর
அகரோஸ்,আগারোজ
அகரோஸ் ஜெல் எலெட்ரோபோரேசிஸ்,আগারোজ জেল এ্যালেট্রোফোরেসিস
அகரோஸ் பாலிமர் ஜெல்,আগারোজ পলিমার জেল
அகாஸ்ட்,আগস্ট
நீலக்கத்தாழை,আগাভা
வயது விநியோகம்,বয়স বিতরণ
வயது பிரமிட்,বয়স পিরামিড
திரட்டுதல்,আগ্রাসন
மதிப்பீட்டு,সমষ্টি
நுண்ணறைகளின் மொத்தம்,ফলিকেলের সমষ্টি
நுண்ணறைகளின் மொத்தம்,ফলিকেলের সমষ্টি
திரட்டுதல்,সমষ্টি
ஆக்கிரமிப்பு,আগ্রাসন
கிளர்ச்சி அமைப்பு,আন্দোলনকারী সিস্টেম
அக்னாதா,অগ্নিথা
அகூட்டி,আগৌটি
அக்ரானல் குளோரோபிளாஸ்ட்,অ্যাগ্রানাল ক্লোরোপ্লাস্ট
வேளாண்,অ্যাগ্রানুলার
அக்ரானுலோசைட்,অ্যাগ্রানুলোকাইট
வேளாண்மை,কৃষি
வளர்ப்பு,কৃষি
அக்ரோபாக்டீரியம் மத்தியஸ்தம்,অ্যাগ্রোব্যাক্টেরিয়াম মধ্যস্থতা
அக்ரோபாக்டீரியம் டூம்ஃபேசியன்ஸ்,অ্যাগ্রোব্যাক্টেরিয়াম টিউফেসিয়েনস
வேளாண் வேதியியல்,এগ্রোকেমিক্যাল
வேளாண் வேதியியல்,এগ্রোকেমিক্যাল
வேளாண் மண்டலம்,অ্যাগ্রোক্লিম্যাটিক জোন
வேளாண் பண்பு,কৃষি বৈশিষ্ট্য
வேளாண்,কৃষি
எய்ட்ஸ்,এইডস
காற்று சிறுநீர்ப்பை,বায়ুকোষ
ஏர் கண்டிஷனர்,এয়ার কন্ডিশনার
விமானப் பாதை,বাতাস চলাচলের স্থান বা গলি
காற்று மாசுபாடு,বায়ু দূষণ
ஏர் சாக்,এয়ার স্যাক
காற்று வெற்றிடம்,এয়ার ভ্যাকুওল
காற்று சுவாசம்,বায়ু শ্বাস প্রশ্বাস
அலைன்,আলাইন
அலரி தசை,অ্যালারি পেশী
அலாஸ்கன் பிரவுன் கரடி,আলাস্কান ব্রাউন বিয়ার
இயற்கை நிறத்தை இழந்தவர்,আলবিনো
அல்புகோ,আলবুগো
ஆல்புமின்,অ্যালবামিন
ஆல்புமினஸ் விதை,অ্যালবামিনাস বীজ
அல்புமினூரியா,অ্যালবামিনুরিয়া
ஆல்பர்னம்,অ্যালবার্নাম
அல்செடே,আলসিডে
ஆல்டிஹீட்,আলডিহেড
ஆல்டோஸ்டிரோன் அமைப்பு,অ্যালডোস্টেরন সিস্টেম
ஆல்டோஸ்டிரோன்,অ্যালডোস্টেরন
அலியுரோன் அடுக்கு,আলেউরোন স্তর
அலூரோபிளாஸ்ட்,আলেউরোপ্লাস্ট
அல்பால்ஃபா,আলফালফা
பாசி பூக்கும்,অ্যালগাল ব্লুম
ஆல்ஜின்,অ্যালগিন
ஏலியன் டி.என்.ஏ.,এলিয়েন ডিএনএ
அன்னிய இனங்கள்,এলিয়েন প্রজাতি
சீரமைப்பு,প্রান্তিককরণ
சீரமைப்பு,প্রান্তিককরণ
உணவுக்குழாய்,খাদ্যনালী
ஆன்டிமென்டரி சிஸ்டம்,অ্যালিমেন্টারি সিস্টেম
அலிஸ்மேசீஸ்,আলিসম্যাসেস
காராய்டு,ক্ষারীয়
கார,ক্ষারীয়
அல்காப்டோனூரியா,অ্যালকাপ্টোনুরিয়া
அலன்டோயிஸ்,অ্যালান্টোইস
அலீல் அதிர்வெண்,অ্যালিল ফ্রিকোয়েন্সি
அல்லீல்,অ্যালিল
அல்லீலோமார்பிக் ஜோடி,Allelomorphic জুটি
ஒவ்வாமை,অ্যালার্জেন
முதலை,অলিগেটর
அல்லியம் செபா,অ্যালিয়াম সিইপিএ
Allocamy,অ্যালোগ্যামি
அலோகிராஃப்ட்,অলোগ্রাফ্ট
அலோபாட்ரிக் விவரக்குறிப்பு,অ্যালোপ্যাট্রিক স্পেসিফিকেশন
அலோபோலிப்ளோயிட்,অ্যালোপলিপ্লয়েড
அலோஸ்டெரிக் விளைவு,অ্যালোস্টেরিক প্রভাব
அலோஸ்டெரிக் என்சைம்,অ্যালোস্টেরিক এনজাইম
அலோஸ்டெரிக் இன்ஹிபிட்டர்,অ্যালোস্টেরিক ইনহিবিটার
அலோஸ்டெரிக் பண்பேற்றம்,অ্যালোস্টেরিক মড্যুলেশন
அலோஸ்டெரிக் தளம்,অ্যালোস্টেরিক সাইট
அலோஸ்டெரிக் தடுப்பு,অ্যালোস্টেরিক বাধা
அலோடெட்ராப்ளோயிட்,Allotetraploid
அல்னஸ்,অ্যালাস
கற்றாழை,অ্যালো
அச்சுடன்,অ্যাক্সন বরাবর
ஆல்பா-ஆன்டிட்ரிப்சின்,আলফা-অ্যান্টিট্রিপসিন
ஆல்பா-லாக்டல்புமின்,আলফা-ল্যাকটালবুমিন
ஆல்பைன் காலநிலை நிலை,আলপাইন জলবায়ু অবস্থা
ஆல்பைன் புல்வெளி,আল্পাইন মেডো
ஆல்பைன் மண்டலம்,আলপাইন জোন
ஆல்ஸ்டோனியா,অ্যালস্টোনিয়া
ஆல்டர்னேரியா,বিকল্প
மாற்று,বিকল্প
தலைமுறையின் மாற்று,প্রজন্মের বিকল্প
உயர நோய்,উচ্চতায় অসুস্থতা
உயரம்,উচ্চতা
அல்வியோலர் குழாய்,অ্যালভোলার নালী
Alytes,অ্যালাইটেস
அல்சீமர் நோய்,আলঝেইমার রোগ
AMACRINE CELL,আমাক্রাইন সেল
அமராந்தேசி,অমরান্থেসি
அமராந்தஸ்,অমরান্থাস
சுற்றுப்புற ஆஸ்மோடிக் செறிவு,পরিবেষ্টিত ওসমোটিক ঘনত্ব
அம்ப்ஸ்டோமா,অ্যাম্বিস্টোমা
அமைடு,অ্যামাইড
அமினோ அமிலம்,অ্যামিনো অ্যাসিড
அமினோ அமில ஏற்பி,অ্যামিনো অ্যাসিড গ্রহণকারী
அமினோஅசில் டி ஆர்.என்.ஏ சின்தேடேஸ்,অ্যামিনোসিল টি আরএনএ সিনথেটিজ
அமினோஅசிலேஷன்,অ্যামিনোসিলেশন
அமிடோசிஸ்,অ্যামিটোসিস
அம்மோனியா,অ্যামোনিয়া
அம்மோனிகேஃபிகேஷன்,অ্যামোনিফিকেশন
அம்மோனோடெலிசம்,অ্যামোনোটেলিজম
அம்னோசென்டெசிஸ்,অ্যামনিওসেন্টেসিস
அம்னோசென்டெசிஸ் நுட்பம்,অ্যামনিওসেন্টেসিস কৌশল
அம்னியோசைட்,অ্যামনিওসাইট
அம்னியன்,অ্যামনিয়ন
அம்னோடிக் திரவம்,অ্যামনিয়োটিক তরল
அம்னோடிக் சவ்வு,অ্যামনিয়োটিক ঝিল্লি
அம்னோடிக் சாக்,Amniotic কোষ
அமீபா,অ্যামিবা
அமீபோசைட்,অ্যামিবোসাইট
அமீபாய்டு,অ্যামোবয়েড
அமீபாய்டு லிம்போசைட்,অ্যামোবয়েড লিম্ফোসাইট
அமீபாய்டு இயக்கம்,অ্যামোবয়েড আন্দোলন
உருவமற்ற,নিরাকার
தொகை,পরিমাণ
ஆம்பெடமைன்,অ্যাম্ফিটামিন
ஆம்பிபியா,উভচর
ஆம்பிபியன்,উভচর
ஆம்பிபியன்,উভচর
ஆம்பியோக்ஸஸ்,অ্যাম্ফিওক্সাস
ஆம்பியோக்ஸஸ் லான்சியோலட்டஸ்,অ্যাম্ফিওক্সাস ল্যানসোল্যাটাস
ஆம்பிபாதிக்,অ্যাম্পিপ্যাথিক
ஆம்பிபாதிக் லிப்பிட்,অ্যাম্পিপ্যাথিক লিপিড
ஆம்பிசர்கா,অ্যাম্ফিসারকা
ஆம்பிசிலின்,অ্যাম্পিসিলিন
ஆம்புல்லா,আম্পুল্লা
ஆம்பல்லரி சுரப்பி,অ্যাম্পুলারি গ্রন্থি
அமிக்டால்,অ্যামিগডাল
அமிக்டேல்,অ্যামিগডেল
அமிக்டலின்,অ্যামিগডালিন
அமிலேஸ்,অ্যামাইলেস
அமிலோபிளாஸ்ட்,অ্যামাইলোপ্লাস্ট
அனபீனா,আনাবেনা
அனபாஸ்,আনাবাস
அனபோலிக் பாதைகள்,অ্যানাবোলিক পথ
அனபோலிசம்,অ্যানাবোলিজম
அனகார்டியாசி,Anacardiaceae
இரத்த சோகை,রক্তাল্পতা
காற்றில்லா,অ্যানেরোব
காற்றில்லா எரிபொருள்,অ্যানেরোবিক জ্বালানী
காற்றில்லா சுவாசம்,অ্যানেরোবিক শ্বাস প্রশ্বাস
காற்றில்லா கசடு டைஜெஸ்டர்,অ্যানেরোবিক স্ল্যাজ ডাইজেস্টর
காற்றில்லா,অ্যানেরোবিক
அனைமா,আনাইমা
குத,মলদ্বার
குத,মলদ্বার
குத துளை,মলদ্বার অ্যাপারচার
குத செர்சி,মলদ্বার সেরসি
குத லூப்,মলদ্বার লুপ
குத பாணி,মলদ্বার শৈলী
ஒப்பீட்டு,সাদৃশ্য
ஒப்பீட்டு,সাদৃশ্য
ஒப்புமை,উপমা
ஒப்புமை,উপমা
பகுப்பாய்வு,বিশ্লেষণ
அனாபேஸ்,অ্যানাফেজ
உடற்கூறியல் தடை,শারীরবৃত্তীয় বাধা
உடற்கூறியல் அம்சம்,শারীরবৃত্তীয় দিক
உடற்கூறியல் நிபுணர்,অ্যানাটোমিস্ট
உடற்கூறியல்,অ্যানাটমি
மூதாதையர் வழித்தோன்றல் வரிசை,পূর্বপুরুষ বংশোদ্ভূত ক্রম
மூதாதையர் பரம்பரை,পৈতৃক বংশ
மூதாதையர் வரிசை,পৈতৃক ক্রম
அன்சிலோஸ்டோமா,অ্যান্সিলোস্টোমা
ஆண்ட்ரோசியம்,অ্যান্ড্রোসিয়াম
ஆண்ட்ரோஜன்,অ্যান্ড্রোজেন
இரத்த சோகை,রক্তাল্পতা
அனிமோன்,অ্যানিমোন
அனூப்ளோயிட்,অ্যানিউপ্লয়েড
அனூப்ளோயிடி,Aneuploidy
ஆஞ்சினா,এনজিনা
ஆஞ்சியோகிராம்,অ্যাঞ্জিওগ্রাম
ஆஞ்சியோகிராஃப்,অ্যাঞ্জিওগ্রাফ
ஆஞ்சியோகிராஃபி,অ্যাঞ্জিওগ্রাফি
ஆஞ்சியோபிளாஸ்டி,অ্যাঞ্জিওপ্লাস্টি
ஆஞ்சியோஸ்பெர்ம்,সপুষ্পক
ஆஞ்சியோடென்சின்,অ্যাঞ্জিওটেনসিন
ஆஞ்சியோடென்சினோஜென்,অ্যাঞ্জিওটেনসিনোজেন
ஆங்லர் மீன்,অ্যাংলার ফিশ
அங்குயினா,অ্যাঙ্গুইনা
ஆங்குயிஸ்,অ্যাঙ্গুইস
விலங்கு,প্রাণী
விலங்கு,প্রাণী
விலங்கு சாணம்,প্রাণী গোবর
கால்நடை வளர்ப்பு,পশুপালন
விலங்கு காரியோடைப்பிங்,প্রাণী ক্যারিওটাইপিং
விலங்கு இராச்சியம்,প্রাণী কিংডম
விலங்கு திசு,প্রাণী টিস্যু
விலங்கு,অ্যানিমালিয়া
அனியன்,অ্যানিয়ন
அனிசோட்ரோபிக் பேண்ட்,অ্যানিসোট্রপিক ব্যান্ড
அனீலிங்,অ্যানিলিং
Annelid,অ্যানেলিড
அன்னெலிடா,অ্যানেলিডা
ஆண்டு வளையம்,বার্ষিক রিং
வருடாந்திர,কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায়
Annule,অ্যানুল
ஒழுங்கற்ற வகை,অসাধারণ প্রকার
அனோபீல்ஸ்,অ্যানোফিলস
எறும்பு உண்பவர்,পিঁপড়া ইটার
விரோதமான,বিরোধী
அண்டார்டிக்,অ্যান্টার্কটিক
ஆண்டெனா,অ্যান্টেনা
ஆண்டெனா காம்ப்ளக்ஸ்,অ্যান্টেনা কমপ্লেক্স
ஆண்டெனல் சுரப்பி,অ্যান্টেনাল গ্রন্থি
முன்புற (வென்ட்ரல்) சாம்பல் கொம்பு,পূর্ববর্তী (ভেন্ট্রাল) ধূসর শিং
முன்புற ஹைப்போபிஸிஸ்,পূর্ববর্তী হাইপোফাইসিস
முன்புற தலையீட்டு சல்கஸ்,পূর্ববর্তী ইন্টারভেন্ট্রিকুলার সালকাস
மகரந்தம்,অ্যান্থার
மகரந்த கலாச்சாரம்,অ্যান্থার সংস্কৃতি
Anteridium,অ্যানথেরিডিয়াম
ஆந்தமாசி,অ্যানথেরোজয়েড
அந்தோசெரோஸ்,অ্যান্থোসেরোস
அந்தோசெரோடோப்சிடா,অ্যান্থোসারোটোপিডিডা
ஆந்த்ராக்ஸ்,অ্যানথ্রাক্স
மானுடவியல் அழிவு,অ্যানথ্রোপোজেনিক বিলুপ্তি
மானுடவியல்,নৃবিজ্ঞান
பாக்டீரியா எதிர்ப்பு,অ্যান্টিব্যাকটেরিয়াল
ஆண்டிபயாடிக் பென்சிலின்,অ্যান্টিবায়োটিক পেনিসিলিন
ஆண்டிபயாடிக் எதிர்ப்பு,অ্যান্টিবায়োটিক প্রতিরোধী
நுண்மணி,অ্যান্টিবায়োটিক (গুলি)
ஆன்டிபாடி,অ্যান্টিবডি
ஆன்டிபாடி ஜோடி,অ্যান্টিবডি দম্পতি
ஆன்டிபாடி மத்தியஸ்த நோய் எதிர்ப்பு சக்தி,অ্যান্টিবডি মধ্যস্থতা অনাক্রম্যতা
ஆன்டிகோகுலண்ட்,অ্যান্টিকোয়ুল্যান্ট
ஆன்டிகோடன் லூப்,অ্যান্টিকোডন লুপ
ஆண்டிடிரஸன்,এন্টিডিপ্রেসেন্ট
ஆண்டிடியூரிடிக் ஹார்மோன் (ADH),অ্যান্টিডিউরেটিক হরমোন (এডিএইচ)
ஆன்டிஜென் மரபணு,অ্যান্টিজেন জিন
ஆன்டிஜென்-ஆன்டிபாடி வளாகம்,অ্যান্টিজেন-অ্যান্টিবডি কমপ্লেক্স
ஆன்டிஜெனிக் தீர்மானிப்பான்,অ্যান্টিজেনিক নির্ধারক
முரண்பாடு காரணி,অ্যান্টিনিউট্রিশনাল ফ্যাক্টর
ஆக்ஸிஜனேற்ற,অ্যান্টিঅক্সিড্যান্ট
ஆன்டிபோடல் கரு,অ্যান্টিপোডাল নিউক্লিয়াস
எதிர்ப்பு சென்ஸ் ஆர்.என்.ஏ,অ্যান্টি-সেন্স আরএনএ
ஆன்டிவைரல் புரதம்,অ্যান্টিভাইরাল প্রোটিন
Antrum,অ্যান্ট্রাম
அனுக்ளீட்,Nucleate
ஆசனவாய்,মলদ্বার
கவலைக் கோளாறு,উদ্বেগ ব্যাধি
பெருநாடி வளைவு,মহাধমনীর খিলান
பெருநாடி கேங்க்லியன்,অর্টিক গ্যাংলিওন
பெருநாடி செமிலுனர் வால்வு,অর্টিক সেমিলুনার ভালভ
பெருநாடி வால்வு,মহাধমনীর ভালভ
APC (ANAPHASE ஐ ஊக்குவிக்கும் சிக்கலானது),এপিসি (অ্যানাফেজ প্রচার জটিল)
அப்பெலிக் மூதாதையர்,অ্যাপেলাইক পূর্বপুরুষ
அஃபிட்,এফিড
அப்ரோடைட்,এফ্রোডাইট
நுனி ஆதிக்கம்,অ্যাপিকাল আধিপত্য
அபிகல் பேட்,অ্যাপিকাল প্যাড
பொருள்,অ্যাপিক্যালচার
Apis indica,এপিস ইন্ডিকা
Applanospore,Aplanopore
அப்லிசியா,অ্যাপলিসিয়া
அப்போகார்பே,অ্যাপোকার্পে
அப்போகார்பஸ்,অ্যাপোকার্পাস
அப்போகார்பஸ் கருப்பை,অ্যাপোকার্পাস ডিম্বাশয়
அபோக்ரைன் சுரப்பி,অ্যাপোক্রাইন গ্রন্থি
அப்போஎன்சைம்,অ্যাপোয়েনজাইম
Apomict,অ্যাপোমিক্ট
Apomixis,অ্যাপোমিক্সিস
அபோபிளாசம்,অ্যাপোপ্লাজম
அப்போபிளாஸ்டிக் பாதை,অ্যাপোপ্লাস্টিক পথ
அப்போப்டொசிஸ்,অ্যাপোপটোসিস
கருவி,যন্ত্রপাতি
Appendicular எலும்புக்கூட்டை,খিল কঙ্কাল
சீக்கத்தின் பின் இணைப்பு,কেকুমের পরিশিষ্ট
ஆப்பிள் நத்தை,অ্যাপল শামুক
மீன்வளர்ப்பு,জলজ চাষ
அக்வாபோரின்,অ্যাকোয়াপুরিন
நீர்வாழ் ஆம்பிபியன்,জলজ উভচর
நீர்வாழ் வடிவம்,জলজ ফর্ম
நீர்வாழ் வாழ்விடம்,জলজ আবাস
நீர்வாழ் உயிரினம்,জলজ জীব
நீர்வாழ் ஆலை,জলজ উদ্ভিদ
நீர்வாழ் சுவாசம்,জলজ শ্বাস প্রশ্বাস
நீர்வாழ் திரவம்,জলীয় তরল
அக்வஸ் முமல்,জলীয় হুমুর
நீர்வாழ் உள்-செல்லுலார் திரவம்,জলীয় আন্তঃকোষীয় তরল
அக்வஸ் மாதிரி,জলীয় নমুনা
நீர் பத திரவம்,জলীয় দ্রবণ
அக்விலா,অ্যাকিলা
அரபிடோப்சிஸ்,আরবিডোপসিস
அராக்னிடா,আরাচনিদা
அராக்னாய்டு,আরাকনয়েড
அரேனியஸ்,আরেনিয়াস
ஆர்பெசண்ட்,আরবোরসেন্ট
ஆர்போரசென்ட் லைகோபாட்,আরবোরসেন্ট লাইকোপড
தொல்பொருள்,প্রত্নতাত্ত্বিক
ஆர்க்கிகோனியம்,আর্কেগনিয়াম
தீவுக்கூட்டம்,দ্বীপপুঞ্জ
ஆர்க்டிக்,আর্কটিক
ஆர்க்டிக் டெர்ன்,সুমেরু ত্রয়ী
ஆர்க்டிக் டன்ட்ரா,আর্কটিক তুন্দ্রা
ஆர்டியா,আর্ডিয়া
அரியாலர் திசு,Areolar টিস্যু
ஆர்கேமோன் (முட்கள் நிறைந்த பாப்பி),আর্গমোন (প্রিকলি পোস্ত)
ஆர்கேமோன் மெக்ஸிகானா,আর্গমোন মেক্সিকান
அர்ஜினைன்,আর্গিনাইন
வறண்ட பகுதி,শুকনো অঞ্চল
அரிஸ்டோலோச்சியாசி,অ্যারিস্টোলোচিয়া
கை உணவு,বাহু খাওয়ানো
இராணுவப்புழு,আর্মিওয়ার্ম
Rioid,অ্যারয়েড
நறுமணம்,সুগন্ধ
கைது செய்பவர்,অ্যারেস্টার
ஆர்ட்டெமிசியா,আর্টেমিসিয়া
தமனி சிஸ்டாலிக்,ধমনী সিস্টোলিক
தமனி கிளரோடிக்,আর্টেরিওস্লেরোটিক
ஆர்த்ரோபாட்,আর্থ্রোপড
கீல்வாதம்,বাত
ஆர்த்ரோபோடா,আর্থ্রোপোডা
குருத்தெலும்பு மூட்டு,আর্টিকুলার কারটিলেজ
வெளிப்படுத்துங்கள்,স্পষ্ট
வெளிப்படுத்தப்பட்டது,স্পষ্ট
செயற்கை இதயமுடுக்கி,কৃত্রিম পেসমেকার
செயற்கை தேர்வு,কৃত্রিম নির্বাচন
ஆர்டோகார்பஸ் ஹீட்டோரோபில்லஸ்,আর্টোকার্পাস হেটেরোফিলাস
அஸ்பெஸ்டாஸ் ஃபைபர்,অ্যাসবেস্টস ফাইবার
அஸ்பெஸ்டோசிஸ்,অ্যাসবেস্টোসিস
அஸ்காரிஸ்,এসকারিস
ஏறும் குரோமடோகிராபி,আরোহী ক্রোমাটোগ্রাফি
ஆஸ்கிடியா,অ্যাসিডিয়া
ஆஸ்கிடியன்,এসিডিয়ান
அஸ்கோகார்ப்,অ্যাসোকার্প
அஸ்கோமைசீட்ஸ்,অ্যাসকোমাইসেটস
அஸ்கார்பிக் அமிலம்,অ্যাসকরবিক অ্যাসিড
அஸ்கோஸ்போர்,অ্যাসোস্পোর
அஸ்கஸ்,এস্কাস
அசெப்டேட்,Aspetate
ஓரினச்சேர்க்கை இனப்பெருக்கம்,অস্ত্রোপচার
