Punjabi,Gujarati
ਅਮਰੀਕਨ ਨੈਸ਼ਨਲ ਸਟੈਂਡਰਡ ਇੰਸਟੀਚਿਊਟ (ANSI),અમેરિકન નેશનલ સ્ટાન્ડર્ડ ઇન્સ્ટિટ્યૂટ (ANSI)
ਜਾਣਕਾਰੀ ਇੰਟਰਚੇਂਜ ਲਈ ਅਮਰੀਕੀ ਸਟੈਂਡਰਡ ਕੋਡ (ASCII),અમેરિકન સ્ટાન્ડર્ડ કોડ ફોર ઇન્ફોર્મેશન ઇન્ટરચેન્જ (ASCII)
ਐਨਾਲਾਗ,એનાલોગ
ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ,એનાલોગ કમ્પ્યુટર
ਐਨਾਲਾਗ ਜੰਤਰ,એનાલોગ ઉપકરણ
ਐਨਾਲਾਗ ਮਾਡਮ,એનાલોગ મોડેમ
ਐਨਾਲਾਗ ਟੂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ (ADC),એનાલોગ થી ડિજિટલ કન્વર્ટર (ADC)
ਅਤੇ,અને
ਅਤੇ ਸਰਕਟ,અને સર્કિટ
ਅਤੇ ਗੇਟ,અને દરવાજો
ਅਤੇ ਕਾਰਵਾਈ ਨਹੀਂ (ਬੇਹੱਦ),અને ઓપરેશન નહીં (બાકાત)
ਐਨੀਮੇਸ਼ਨ,એનિમેશન
ਐਨੋਟੇਸ਼ਨ,ટીકા
ਅਸੰਗਤਤਾ,વિસંગતતા
ਪੂਰਵ,પૂર્વવર્તી
ਅਗਾਊਂ ਪੇਜਿੰਗ,આગોતરી પેજીંગ
ਵਿਰੋਧੀ ਸਮਰੂਪ,વિરોધી સપ્રમાણ
ਐਂਟੀਵਾਇਰਸ ਪ੍ਰੋਗਰਾਮ,એન્ટિવાયરસ પ્રોગ્રામ
ਐਪਲਿਟ,એપ્લેટ
ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ,એપ્લિકેશન ડેવલપર
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ,એપ્લિકેશન પ્રોગ્રામિંગ
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API),એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API)
ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ,એપ્લિકેશન સોફ્ટવેર
ਲਾਗੂ ਕਰਨ ਵਾਲੀ ਭਾਸ਼ਾ,લાગુ પડતી ભાષા
ਅਨੁਮਾਨ ਥਿਊਰੀ,અંદાજ સિદ્ધાંત
ਆਰਕੀਟੈਕਚਰ,સ્થાપત્ય
ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ,વિસ્તાર ટ્રાન્સફર
ਦਲੀਲ,દલીલ
ਹਿਸਾਬ ਅਤੇ ਤਰਕ ਇਕਾਈ,અંકિત અને તર્ક એકમ
ਹਿਸਾਬ ਦੀ ਜਾਂਚ,અંકિત તપાસ
ਅੰਕਿਤ ਸਥਿਰ,અંકિત સ્થિરાંક
ਅੰਕਿਤ ਡੇਟਾ,અંકિત માહિતી
ਗਣਿਤ ਸੰਬੰਧੀ ਹਦਾਇਤ,અંકગણિત સૂચના
ਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ (ALU),અંકગણિત અને તર્ક એકમ (ALU)
ਅਰਪਨੇਟ,અર્પાનેટ
ਐਰੇ,એરે
ਐਰੇ ਕੈਸ਼,એરે કેશ
ਐਰੇ ਕੰਪਿਊਟਰ,એરે કમ્પ્યુટર
ਐਰੇ ਤੱਤ,એરે તત્વ
ਐਰੇ ਨਾਮ,એરે નામ
ਐਰੇ ਪ੍ਰੋਸੈਸਰ,એરે પ્રોસેસર
ਤੀਰ ਕੁੰਜੀਆਂ,તીર કીઓ
ਉਚਾਰਨ,ઉચ્ચારણ
ਬਿਆਨ ਬਿੰਦੂ,ઉચ્ચારણ બિંદુ
ਨਕਲੀ ਸੰਕੁਚਿਤ,કૃત્રિમ કોમ્પેક્શન
ਨਕਲੀ ਕੰਟਰੋਲ,કૃત્રિમ નિયંત્રણ
ਬਣਾਵਟੀ ਗਿਆਨ,કૃત્રિમ બુદ્ધિ
ਚੜ੍ਹਦਾ,ચડતા
ਵਧਦੀ ਲੜੀ,ચડતા સૉર્ટ
ASCII ਬੇਟਿਕਲ ਆਰਡਰ,ASCII બેટીકલ ઓર્ડર
ASCII ਕੰਟਰੋਲ ਅੱਖਰ,ASCII નિયંત્રણ પાત્ર
ASCII ਫਾਈਲ,ASCII ફાઇલ
ASCII ਫੌਂਟ,ASCII ફોન્ટ
ASCII ਟ੍ਰਾਂਸਫਰ,ASCII ટ્રાન્સફર
ਆਕਾਰ ਅਨੁਪਾਤ,પાસા ગુણોત્તર
ਏ.ਐਸ.ਪੀ.ਆਈ,ASPI
ASR ਟਾਈਮਰ,ASR ટાઈમર
ਇਕੱਠਾ ਕਰਨਾ,ભેગા
ਅਸੈਂਬਲਰ,એસેમ્બલર
ਅਸੈਂਬਲੀ,એસેમ્બલી
ਅਸੈਂਬਲੀ ਭਾਸ਼ਾ,એસેમ્બલી ભાષા
ਦਾਅਵਾ,નિવેદન
ਅਸਾਈਨਮੈਂਟ,સોંપણી
ਐਸੋਸੀਏਸ਼ਨ,સંગઠન
ਸਹਿਯੋਗੀ ਪਤਾ,સહયોગી સરનામું
ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ,સહયોગી મેમરી
ਤਾਰਾ,એસ્ટરીક
ਅਸਮਿਤ,અસમપ્રમાણ
ਅਸਿੰਕ੍ਰੋਨਸ,અસુમેળ
ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL),અસુમેળ ડિજિટલ સબસ્ક્રાઇબર લાઇન (ADSL)
ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM),અસુમેળ સમય વિભાગ મલ્ટિપ્લેક્સીંગ (ATDM)
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ,અસુમેળ ટ્રાન્સફર
ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM),અસુમેળ ટ્રાન્સફર મોડ (ATM)
ਪਰਮਾਣੂ,અણુ
ਨੱਥੀ ਦਸਤਾਵੇਜ਼,જોડાયેલ દસ્તાવેજ
ਨੱਥੀ ਫ਼ਾਈਲ,જોડેલી ફાઈલ
ਲਗਾਵ,જોડાણ
ਵਿਸ਼ੇਸ਼ਤਾ,લક્ષણ
ਆਡੀਓ,ઓડિયો
ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ,ઓડિટ પ્રોગ્રામિંગ
ਆਡਿਟ ਟ੍ਰੇਲ,વિષ્લેષણ
ਵਾਧਾ,વૃદ્ધિ
ਪ੍ਰਮਾਣਿਕਤਾ ਪ੍ਰੋਟੋਕੋਲ,પ્રમાણીકરણ પ્રોટોકોલ
ਲੇਖਕ ਪ੍ਰਣਾਲੀ,ઓથરિંગ સિસ્ટમ
ਅਧਿਕਾਰ,અધિકૃતતા
ਆਟੋ ਐਬਸਟਰੈਕਟ,સ્વતઃ અમૂર્ત
ਆਟੋਬੂਟਿੰਗ,ઓટોબૂટિંગ
ਆਟੋਕੈਡ,ઓટોકેડ
ਆਟੋਲੌਗ ਚਾਲੂ,ઓટોલોગ ચાલુ
ਆਟੋਮੇਟਾ,ઓટોમેટા
ਆਟੋਮੈਟਾ ਥਿਊਰੀ,ઓટોમેટા સિદ્ધાંત
ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਿੰਗ,આપોઆપ કમ્પ્યુટિંગ
ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,સ્વચાલિત ડેટા પ્રોસેસિંગ
ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ,આપોઆપ ભૂલ સુધારણા
ਆਟੋਮੈਟਿਕ ਫੰਕਸ਼ਨ,સ્વચાલિત કાર્ય
ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ,આપોઆપ અનુક્રમણિકા
ਆਟੋਮੈਟਿਕ ਲਾਇਬ੍ਰੇਰੀ ਕਾਲ,સ્વચાલિત પુસ્તકાલય કૉલ
ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,આપોઆપ પ્રોગ્રામિંગ
ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ,સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ
ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ,આપોઆપ નિયમિત
ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ ਰਿਕਵਰੀ,આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ
ਆਟੋਮੈਟਿਕ ਟੈਲਰ ਮਸ਼ੀਨ (ATM),ઓટોમેટિક ટેલર મશીન (ATM)
ਆਟੋਮੇਸ਼ਨ,ઓટોમેશન
ਸਵੈ ਚਾਲ,ઑટોપ્લે
ਸਵੈ-ਸੰਭਾਲ,સ્વતઃ સાચવો
ਸਹਾਇਕ,સહાયક
ਸਹਾਇਕ ਮੈਮੋਰੀ,સહાયક મેમરી
ਸਹਾਇਕ ਸਟੋਰੇਜ਼,સહાયક સંગ્રહ
ਉਪਲਬਧ ਸੂਚੀ,ઉપલબ્ધ યાદી
ਉਪਲਬਧ ਸਮਾਂ,ઉપલબ્ધ સમય
ਔਸਤ,સરેરાશ
awk (ਭਾਸ਼ਾ),awk (ભાષા)
ਬੈਕਐਂਡ,બેકએન્ડ
ਬੈਕਐਂਡ ਪ੍ਰੋਸੈਸਰ,બેકએન્ડ પ્રોસેસર
ਬੈਕਫੇਸ ਹਟਾਉਣਾ,બેકફેસ દૂર કરવું
ਪਿਛੋਕੜ ਦੀ ਕਾਰਵਾਈ,પૃષ્ઠભૂમિ પ્રક્રિયા
ਬੈਕਿੰਗ ਸਟੋਰ,બેકિંગ સ્ટોર
ਬੈਕਪੈਚਿੰਗ,બેકપેચિંગ
ਬੈਕਸਪੇਸ,બેકસ્પેસ
ਬੈਕਟਰੈਕਿੰਗ,બેકટ્રેકિંગ
ਬੈਕ-ਅੱਪ,બેકઅપ
ਬੈਕਅੱਪ ਮੈਮੋਰੀ,બેકઅપ મેમરી
ਪਿੱਛੇ ਗਲਤੀ ਰਿਕਵਰੀ,પછાત ભૂલ પુનઃપ્રાપ્તિ
ਸੰਤੁਲਨ ਸ਼ੀਟ,સરવૈયા
ਜਥਾ,બેન્ડ
ਬੈਂਡ ਚੌੜਾਈ,બેન્ડ પહોળાઈ
ਬੈਂਕਰ ਦਾ ਐਲਗੋਰਿਦਮ,બેંકરનું અલ્ગોરિધમ
ਬਾਰ ਕੋਡ,બાર કોડ
ਬਾਰ ਕੋਡ ਸਕੈਨਰ,બાર કોડ સ્કેનર
ਬਾਰ ਗ੍ਰਾਫ,બાર ગ્રાફ
ਅਧਾਰ ਪਤਾ,આધાર સરનામું
ਅਧਾਰ ਬੈਂਡ,આધાર બેન્ડ
ਅਧਾਰ ਨੰਬਰ,આધાર નંબર
ਅਧਾਰ ਸਾਰਣੀ,આધાર ટેબલ
ਬੇਸਿਕ,પાયાની
ਬੁਨਿਆਦੀ ਕੰਟਰੋਲ,મૂળભૂત નિયંત્રણ
ਬੁਨਿਆਦੀ ਇੰਪੁੱਟ,મૂળભૂત ઇનપુટ
ਬੁਨਿਆਦੀ ਹਦਾਇਤ,મૂળભૂત સૂચના
ਬੁਨਿਆਦੀ ਆਉਟਪੁੱਟ,મૂળભૂત આઉટપુટ
ਬੁਨਿਆਦੀ ਕਦਮ,મૂળભૂત પગલું
ਬੈਚ,બેચ
ਬੈਚ ਫਾਈਲ,બેચ ફાઇલ
ਬੈਚ ਸਥਿਤੀ,બેચ સ્થિતિ
ਬੈਚ ਪ੍ਰੋਸੈਸਿੰਗ,બેચ પ્રક્રિયા
ਬੈਚ ਸਿਸਟਮ,બેચ સિસ્ટમ
ਬੌਡ,બાઉડ
ਬੌਡ ਦਰ,બાઉડ દર
ਬੀਮ,બીમ
ਬੇਂਚਮਾਰਕ,બેન્ચમાર્ક
ਦੋ-ਦਿਸ਼ਾ ਸੰਚਾਰ,દ્વિદિશ સંચાર
ਦੋ-ਦਿਸ਼ਾਵੀ ਲਿੰਕ,દ્વિદિશ લિંક
ਬਾਈਨਰੀ ਕੋਡ,દ્વિસંગી કોડ
ਬਾਈਨਰੀ ਅੰਕ,દ્વિસંગી અંક
ਬਾਈਨਰੀ ਇਨਪੁਟ ਆਉਟਪੁੱਟ ਸਿਸਟਮ (BIOS),બાઈનરી ઇનપુટ આઉટપુટ સિસ્ટમ (BIOS)
ਬਾਈਨਰੀ ਨੰਬਰ,દ્વિસંગી સંખ્યા
ਬਾਈਨਰੀ ਆਪਰੇਟਰ,બાઈનરી ઓપરેટર
ਬਾਈਨਰੀ ਸਬੰਧ,દ્વિસંગી સંબંધ
ਬਾਈਨਰੀ ਖੋਜ,દ્વિસંગી શોધ
ਬਾਈਨਰੀ ਸਰਚ ਟ੍ਰੀ (BST),દ્વિસંગી શોધ વૃક્ષ (BST)
ਬਾਈਨਰੀ ਟ੍ਰਾਂਸਫਰ,બાઈનરી ટ્રાન્સફર
ਬਾਈਨਰੀ ਰੁੱਖ,દ્વિસંગી વૃક્ષ
ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ,બાયપોલર મેમરી
ਜਨਮ ਮੌਤ ਮਾਡਲ,જન્મ મૃત્યુ મોડેલ
ਜਨਮ ਮੌਤ ਦੀ ਪ੍ਰਕਿਰਿਆ,જન્મ મૃત્યુ પ્રક્રિયા
ਬਿੱਟ,બીટ
ਬਿੱਟ ਨੁਕਸ,થોડી ખામી
ਬਿੱਟ ਨਕਸ਼ਾ,બીટ નકશો
ਬਿੱਟ ਮੈਪ ਪਿਕਸਲ (BMP),બીટ મેપ પિક્સેલ (BMP)
ਬਿੱਟ ਮੈਟ੍ਰਿਕਸ,બીટ મેટ્રિક્સ
ਬਿੱਟ ਪੈਟਰਨ,બીટ પેટર્ન
ਬਿੱਟ ਸਥਿਤੀ,બીટ સ્થિતિ
ਬਿੱਟ ਰੇਟ,બીટ દર
ਬਲੈਕ ਬਾਕਸ ਟੈਸਟਿੰਗ,બ્લેક બોક્સ પરીક્ષણ
ਝਪਕਣਾ,ઝબકવું
ਬਲਾਕ,બ્લોક
ਬਲਾਕ ਕੈਸ਼,બ્લોક કેશ
ਬਲਾਕ ਚੈੱਕ,બ્લોક ચેક
ਬਲਾਕ ਕਾਪੀ,બ્લોક નકલ
ਬਲਾਕ ਚਿੱਤਰ,રેખાક્રુતિ
ਬਲਾਕਿੰਗ ਨੈੱਟਵਰਕ,બ્લોકીંગ નેટવર્ક
ਫੱਟੀ,પાટીયું
ਕਿਤਾਬ ਦਾ ਨਿਸ਼ਾਨ,પુસ્તક ચિહ્ન
ਬੂਲੀਅਨ ਅਲਜਬਰਾ,બુલિયન બીજગણિત
ਬੂਲੀਅਨ ਸਬੰਧ,બુલિયન સંબંધ
ਬੂਟ ਭਾਗ,બુટ પાર્ટીશન
ਬੂਟ ਸਟ੍ਰੈਪਿੰਗ,બુટ strapping
ਬੂਟ-ਸਟੈਪ ਲੋਡਰ,બુટ-સ્ટ્રેપ લોડર
ਪੁਲ,પુલ
ਬਰਾਡਬੈਂਡ ਨੈੱਟਵਰਕਿੰਗ,બ્રોડબેન્ડ નેટવર્કિંગ
ਪ੍ਰਸਾਰਣ,પ્રસારણ
ਪ੍ਰਸਾਰਣ ਰੇਡੀਓ,પ્રસારણ રેડિયો
ਬਰਾਊਜ਼ ਕਰੋ,બ્રાઉઝ કરો
ਬਰਾਊਜ਼ਰ,બ્રાઉઝર
ਬੀ-ਰੁੱਖ,બી-ટ્રી
ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ,બબલ મેમરી
ਬੁਲਬੁਲਾ ਲੜੀਬੱਧ,બબલ સૉર્ટ
ਬਾਲਟੀ,ડોલ
ਦੋਸਤ ਸਿਸਟਮ,મિત્ર સિસ્ટમ
ਬਜਟ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਨਿਯੰਤਰਣ,બજેટ અસરકારક નિયંત્રણ
ਬਫਰ,બફર
ਬੱਗ,ભૂલ
ਬੱਸ,બસ
ਬਾਈਟ,બાઈટ
ਬਾਈਟ ਕੋਡ,બાઈટ કોડ
c,c
C++,C++
ਕੈਸ਼,કેશ
ਕੈਸ਼ ਬਫਰ,કેશ બફર
ਕੈਸ਼ ਮੈਮੋਰੀ,કેશ મેમરી
ਗਣਨਾ,ગણતરી
ਕੈਲਕੁਲੇਟਰ,કેલ્ક્યુલેટર
ਕੈਲਕੁਲੇਟਰ ਚਿੱਪ,કેલ્ક્યુલેટર ચિપ
ਕਾਲ ਕਰੋ,કૉલ
ਨਾਮ ਨਾਲ ਕਾਲ ਕਰੋ,નામથી બોલાવો
ਹਵਾਲੇ ਦੁਆਰਾ ਕਾਲ ਕਰੋ,સંદર્ભ દ્વારા કૉલ કરો
ਮੁੱਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ,મૂલ્ય દ્વારા કૉલ કરો
ਵੇਰੀਏਬਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ,ચલ દ્વારા કૉલ કરો
ਕਾਲ ਗੇਟ,કૉલ ગેટ
ਰੱਦ ਕਰੋ,રદ કરો
ਰੱਦ ਕਰੋ ਬਟਨ,રદ કરો બટન
ਕੈਨੋਨੀਕਲ,પ્રમાણભૂત
ਕੈਨੋਨੀਕਲ ਰੂਪ,પ્રમાણભૂત સ્વરૂપ
ਸਮਰੱਥਾ,ક્ષમતા
ਸਮਰੱਥਾ ਸੂਚੀ,ક્ષમતા યાદી
ਸਮਰੱਥਾ,ક્ષમતા
ਕੈਪਸ ਲਾਕ ਕੁੰਜੀ,કેપ્સ લોક કી
ਕਾਰਡ,કાર્ડ
ਕਾਰਡ ਰੀਡਰ,કાર્ડ રીડર
ਮੁੱਖਤਾ,મુખ્યત્વ
ਕੈਰੀਅਰ,વાહક
ਕੈਰੀਅਰ ਬੈਂਡ,વાહક બેન્ડ
ਕੈਰੀਅਰ ਲੋਡ,વાહક લોડ
ਕੈਰੀਅਰ ਸਿਗਨਲ,વાહક સંકેત
ਕੈਰੀਅਰ ਲਹਿਰ,વાહક તરંગ
ਲੈ ਜਾਣਾ,વહન
ਕੈਰੀ ਅੰਕ,વહન અંક
ਝੰਡਾ ਚੁੱਕੋ,ધ્વજ વહન કરો
ਕਾਰਤੂਸ ਡਿਸਕ,કારતૂસ ડિસ્ક
ਕੈਸਕੇਡ,કાસ્કેડ
ਕੇਸ,કેસ
ਕੈਥੋਡ ਰੇ ਟਿਊਬ (ਸੀਆਰਟੀ),કેથોડ રે ટ્યુબ (CRT)
ਕੈਥੋਡ ਰੇ ਟਿਊਬ (ਸੀਆਰਟੀ),કેથોડ રે ટ્યુબ (CRT)
CD ROM ਡਿਸਕ ਡਰਾਈਵ,CD ROM ડિસ્ક ડ્રાઇવ
ਸੈੱਲ,કોષ
ਸੈੱਲ ਐਨੀਮੇਸ਼ਨ,સેલ એનિમેશન
ਸੈਲੂਲਰ ਫ਼ੋਨ,સેલ્યુલર ફોન
ਕੇਂਦਰੀ ਮੈਮੋਰੀ,કેન્દ્રીય મેમરી
ਕੇਂਦਰੀ ਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ (CPU),સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU)
ਕੇਂਦਰੀ ਸਿਸਟਮ,કેન્દ્રિય સિસ્ટમ
