Tamil,Bengali
அமிலமாக்கப்பட்ட ராக் பாஸ்பேட்,অম্লীয় রক ফসফেট
அமிலமாக்கப்பட்ட,অ্যাসিডযুক্ত
நீர்நிலை,aquifer
கையகப்படுத்தல்,অধিগ্রহণ
ஏக்கர்,একর
1. பகுதி 2. பகுதி,1. এলাকা 2. এলাকা
இறுதி புள்ளி குரோமோசோம்,শেষ বিন্দু ক্রোমোজোম
முன்னோக்கு,দূরদর্শী
குரோசோம்,acrosome
ஆக்டினோமைசீட்ஸ்,actinomycetes
செயலில் உள்ள மைய,সক্রিয় কোর
1. சீற்றம் 2. தீவிரம்,1. উগ্র 2. তীব্র
தழுவல்,অভিযোজনযোগ্যতা
தனிப்பயனாக்கம்,কাস্টমাইজেশন
1. ஒட்டுதல் 2. ஒட்டுதல்,1. আনুগত্য 2. আনুগত্য
செபாசியஸ்,sebaceous
சரிசெய்தல் சமன்பாடு,সমন্বয় সমীকরণ
அடோப் மண்,adobe মাটি
கலப்படம்,ভেজাল
எக்டோபிக்,ectopic
இசிடியோஸ்போர் இசிடியம் ஸ்போர்,ইসিডিওস্পোর ইসিডিয়াম স্পোর
ஏரோடைனமிக் செயல்முறை,এরোডাইনামিক প্রক্রিয়া
வென்ட்ரல்,ventral
காற்றோட்டம் செய்ய,বায়ু করা
1. காற்று 2. ஆகாஷி,1. বায়ু 2. আকাশী
1. ஏரோமீட்டர் 2. ஏரோமீட்டர் 3. ஏரோமீட்டர்,1. অ্যারোমিটার 2. অ্যারোমিটার 3. অ্যারোমিটার
ஏரோசல்,এরোসল
1. மஞ்சரி 2. கோடை உறக்கம்,1. পুষ্পমঞ্জরী 2. গ্রীষ্মকালীন সুপ্ততা
நோய் அறிவியல்,রোগের বিজ্ঞান
காடு வளர்ப்பு,বনায়ন
1. கிளர்ச்சி 2. கொந்தளிப்பு,1. আন্দোলন 2. অশান্তি
அக்மார்க்,এগমার্ক
1. நிலம் தொடர்பான 2. விவசாயம்,1. জমি সংক্রান্ত 2. কৃষি
விவசாய மருத்துவமனை,কৃষি ক্লিনিক
1. விவசாயத் தொழிலாளர்கள் 2. விவசாயத் தொழிலாளர்கள்,1. কৃষি শ্রম 2. কৃষি শ্রম
விவசாய சந்தைப்படுத்தல்,কৃষি বিপণন
விவசாய தொழில்நுட்பம்,কৃষি প্রযুক্তি
1. விவசாயம் 2. விவசாயம் 3. விவசாய அறிவியல்,1. কৃষি 2. চাষাবাদ 3. কৃষি বিজ্ঞান
விவசாய காடுகள்,কৃষি বনায়ন
விவசாய பல்லுயிர்,কৃষি জীববৈচিত্র্য
விவசாய கரிம குறைபாடுகள்,কৃষি জৈব ত্রুটি
விவசாய உயிரியல்,কৃষি জীববিজ্ঞান
விவசாய காலநிலை பன்முகத்தன்மை,কৃষি-জলবায়ু বৈচিত্র্য
வேளாண் காலநிலை மண்டலத்தை உருவாக்குதல்,কৃষি জলবায়ু অঞ্চল সৃষ্টি
வளர்ப்பு,কৃষি বনবিদ্যা
வேளாண்மை,কৃষিবিদ্যা
வேளாண்மை,কৃষিবিজ্ঞান
விவசாய மேய்ச்சல்,কৃষি যাজক
பயிர் செயலாக்கம்,ফসল প্রক্রিয়াকরণ
புல் அறிவியல்,ঘাস বিজ্ঞান
பயிர் வகை,ফসলের ধরন
எபிஃபைட்,এপিফাইট
aikiochi மண்,aikiochi মাটি
வண்ண குருட்டுத்தன்மை,বর্ণান্ধতা
அல்பிசோல்,আলফিসল
பாசி,শৈবাল
பாசி நோய்,শেওলা রোগ
காரம் நீர்,ক্ষার জল
காரமானது,ক্ষারীয়
மாற்று,বিকল্প
அலெலோ வேதியியல்,অ্যালেলো রসায়ন
அலீல்,অ্যালিল
அலெலோபதி,অ্যালিলোপ্যাথি
வேத்தி பயிர்,ভেথি ফসল
நிறைவு,পরিপূর্ণতা
கருத்தரித்தல்,নিষিক্তকরণ
1. சார்பியல் 2. அலோமெட்ரி,1. আপেক্ষিকতা 2. অ্যালোমেট্রি
பலவகை,multiploidy
1. Parazygosity,1. প্যারাজিগোসিটি
1. மாற்று ஆண்டு செயல்பாடு 2. மாற்று செயல்பாடு,1. বিকল্প বছরের ফাংশন 2. বিকল্প ফাংশন
மாற்று நில பயன்பாடு,বিকল্প ভূমি ব্যবহার
சூழல்,পরিবেশ
சீர்திருத்தவாதி,সংস্কারক
மைடோசிஸ்,মাইটোসিস
அமீனன்,আমীনান
அம்மோனியன்,ammonion
அம்னிஃபெரஸ்,amniferous
1. பயனற்ற வடிவம் 2. அரூபி,1. অকার্যকর রূপ 2. অরূপী
நீர்வீழ்ச்சி கலவை,উভচর মিশ্রণ
ஆம்போடெரிக்,amphoteric
கையிருப்பு,মজুদ
1. காற்றில்லா 2. காற்றில்லா உயிரினங்கள்,1. অ্যানেরোবিক 2. অ্যানেরোবিক জীব
ஹாப்ளாய்டு,হ্যাপ্লয়েড
கோண நடவு,কৌণিক রোপণ
கால்நடை வளர்ப்பு,পশুপালন
விலங்கு மலம்,প্রাণীর মলমূত্র
வாழ்க்கை ஆற்றல்,জীবন্ত শক্তি
முரண்பாடான,অস্বাভাবিক
ஒரு வருடம் பழமையான ஆலை,এক বছর বয়সী উদ্ভিদ
ஆண்டு,বার্ষিক
1. பரவசம் 2. பிரகாசம்,1. পরমানন্দ 2. উচ্ছ্বাস
ஆந்த்ராக்ஸ்,অ্যানথ্রাক্স
மானுடவியல் காரணிகள்,নৃতাত্ত্বিক কারণ
உயிர்வாழ்தல்,বেঁচে থাকা
1. ஆன்டிபயாடிக் 2. நுண்ணுயிர்க்கொல்லி,1. অ্যান্টিবায়োটিক 2. অ্যান্টিবায়োটিক
விரட்டும்,বিকর্ষণকারী
ஆக்ஸிஜனேற்ற,অ্যান্টিঅক্সিডেন্ট
ஆன்டிடாக்சின்,অ্যান্টিটক্সিন
மோதிர விரல்,অনামিকা আঙুল
1. அசுவினி 2. மஹு 3. செபா,1. এফিড 2. মাহু 3. চেপা
மேல் மொட்டு,শীর্ষ কুঁড়ি
உச்ச செயல்திறன்,সর্বোচ্চ কার্যকারিতা
தேனீ வளர்ப்பு,মৌমাছি পালন
ஓரினச்சேர்க்கை,অযৌনতা
அப்போப்டொசிஸ்,apoptosis
பிற்சேர்க்கைகள்,পরিশিষ্ট
பசியை உண்டாக்கும்,ক্ষুধার্ত
விண்ணப்பித்தார்,প্রয়োগ করা
நீர்வாழ் களை,জলজ আগাছা
1. மரம் 2. மரத்தில் வசிப்பவர்,1. গাছ 2. গাছের বাসিন্দা
கிளைகள்,শাখা
புரோட்டோபோட்டானிக்கல் பதிவுகள்,প্রোটোবোটানিকাল রেকর্ড
மண்டல எண்,জোন নম্বর
1. பகுதி 2. பகுதி,1. এলাকা 2. এলাকা
உலர் சுற்றுச்சூழல்,শুষ্ক বাস্তুতন্ত্র
கோட்டிலிடன்,cotyledon
சௌரப்,সৌরভ
நறுமண ஆலை,সুগন্ধি উদ্ভিদ
வாசனை அரிசி,সুগন্ধি চাল
இக்ஷு புஷ்பன்,ইক্ষু পুষ্পন
அசெப்டிக்,অ্যাসেপটিক
1. அசெப்டிக் 2. அசெப்டிக்,1. অ্যাসেপটিক 2. অ্যাসেপটিক
பாலின இனப்பெருக்கம்,অস্ত্রোপচার
அளவு,আকার
சொத்து,সম্পদ
1. ஒருங்கிணைப்பு 2. ஒருங்கிணைப்பு,1. আত্তীকরণ 2. আত্তীকরণ
1. சங்கம் 2. சங்கம்,1. সমিতি 2. সমিতি
1. நெடுவரிசை 2. துவர்ப்பு,1. কলাম 2. কৃপণতা
பன்முகத்தன்மை,হেটেরোজাইগোসিটি
1. முன்னோர் 2. அடவிசம்,1. পূর্বপুরুষ 2. অ্যাটাভিজম
துகள்,কণা
1. உறுதிப்படுத்தல் 2. குறைபாடு,1. অনিশ্চয়তা 2. দুর্বলতা
சுய இணைத்தல்,স্ব জোড়া
தன்னியக்கம்,অটোলাইসিস
1. தன்னிச்சையான ஆக்சிஜனேற்றம் 2. தன்னிச்சையான ஆக்சிஜனேற்றம்,1. স্বতঃস্ফূর্ত জারণ 2. স্বতঃস্ফূর্ত জারণ
சுய மல்டிபிளக்ஸ்,স্বয়ং মাল্টিপ্লেক্সড
ஆக்சின்,অক্সিন
1. குலுக்கல் 2. தேரை,1. কাঁপানো 2. টোড
தண்டனை வைரஸ்,পেনাল ভাইরাস
1. பேசிலஸ் 2. பேசிலஸ்,1. ব্যাসিলাস 2. ব্যাসিলাস
1. பாக்டீரியா 2. பாக்டீரியா,1. ব্যাকটেরিয়া 2. ব্যাকটেরিয়া
பாக்டீரியா நச்சு,ব্যাকটেরিয়াল টক্সিন
கரும்பு சக்கை,ব্যাগাস
இருப்பு தாள்,ব্যালেন্স শীট
சீரான உர பயன்பாடு,সুষম সার ব্যবহার
சட்ட வரைபடம்,বার গ্রাফ
பட்டை,বাকল
1. காற்றழுத்தமானி 2. காற்றழுத்தமானி,1. ব্যারোমিটার 2. ব্যারোমিটার
1. buzzer 2. inert 3. barren,1. গুঞ্জন 2. অদৃশ্য 3. অনুর্বর
1. அடிப்படை 2. அடிப்படை 3. குபாங்,1. বেস 2. বেস 3. কাপং
1. தாலா 2. பேசின்,1. টালা 2. বেসিন
தலபிசாரி,তালাবিসারি
1. பாசிஸ்டர்னம் 2. ரூட் ஹோல்டர்,1. বেসিস্টেরনাম 2. রুট ধারক
வளைகுடா பருவமழை,উপসাগরীয় বর্ষা
பழ செடி,ফলের উদ্ভিদ
படுக்கை,বিছানা
படுக்கை ஆலை,বিছানা উদ্ভিদ
படுக்கை,বিছানাপত্র
பீற்று வெல்லப்பாகு,বীট গুড়
பெல்லோஸ்,বেল
1. கீற்று 2. நிலப்பரப்பு,1. স্ট্রিপ 2. ভূখণ্ড
இலாப-செலவு பகுப்பாய்வு,লাভ-খরচ বিশ্লেষণ
ஆர்வலர் (மாதிரி),উচ্চাকাঙ্ক্ষী (স্যাম্পলিং)
இரு ஆண்டு தாவரங்கள்,দ্বিবার্ষিক গাছপালা
இருவகை,দ্বিপদ
உயிர் காரணி,বায়োফ্যাক্টর
உயிரியல் காலநிலை,জৈবিক জলবায়ু
உயிர் ஆற்றல்,জৈব শক্তি
விலங்கு சூழலியல்,প্রাণীজগতের বাস্তুসংস্থান
1. உயிர் செயலி 2. உயிர் உலை,1. বায়ো-প্রসেসর 2. বায়ো-চুল্লি
உயிர்க்கோளம்,জীবজগৎ
உயிரியல்,জৈবিক
விலங்கினங்கள்,প্রাণীজগত
திவிலிங்கி,ডিভিলিঙ্গি
தவலன்,ধওলান
1. பிரத்வாசன் (நோய்) 2. குடல் நோய்,1. প্রধবাসন (রোগ) 2. দমকা রোগ
கலத்தல்,মিশ্রন
1. அங்கமாரி (நோய்) 2. ப்ளைட் (நோய்),1. আংমারী (রোগ) 2. ব্লাইট (রোগ)
1. கொப்புளம் 2. கொப்புளம் 3. வெடிப்பு 4. கொப்புளம்,1. ফোস্কা 2. ফোস্কা 3. বিস্ফোরণ 4. ফোস্কা
நீல புரட்சி,নীল বিপ্লব
பிளானர் வெப்பமூட்டும் அறை,প্ল্যানার হিটিং চেম্বার
பிளானர் வெப்பமாக்கல் தொழில்நுட்பம்,প্ল্যানার হিটিং প্রযুক্তি
தவிடு,তুষ
கிளைகள்,শাখা
1. கிளை 2. துணைக் கிளை,1. ডালপালা 2. উপশাখা
இனம்,বংশবৃদ্ধি
இனப்பெருக்கம்,প্রজনন
ஆரம்ப முளைப்பு சிகிச்சை,প্রাথমিক অঙ্কুর চিকিত্সা
1. குட்டி 2. முட்டை 3. கரு,1. বাচ্চা 2. ডিম 3. ভ্রূণ
துளிர்க்கிறது,উদীয়মান
பட்ஜெட்,বাজেট
1.ஆம்போடெரிக் 2. தாங்கல்,1.অ্যাম্ফোটেরিক 2. বাফার
இனிப்பு உருளைக்கிழங்கு,মিষ্টি আলু
பன்ட் (நோய்),বান্ট (রোগ)
1. துணை தயாரிப்பு 2. துணை தயாரிப்பு,1. উপজাত 2. উপজাত
c ஈரப்பதம் விவரக்குறிப்பு வளைவு,c আর্দ্রতা স্পেসিফিকেশন বক্ররেখা
எண்ணெய் கேக்,তেল পিষ্টক
1. சுண்ணாம்பு 2. கால்சியம்,1. চুন 2. ক্যালসিয়াম
கால்சியன்,ক্যালসিয়ন
பாஸ்பேட் நீக்கம்,ফসফেট অপসারণ
1. கினாட்டா 2. கலாட்டா,1. কিনাটা 2. কালটা
1.காலஸ் 2. கதிர்,1.ক্যালাস 2. রশ্মি
1. செப்பல்ஸ் 2. கேலிக்ஸ்,1. সেপালস 2. ক্যালিক্স
வெளிப்புற முடிவு,বহির্মুখী শেষ
எதா,এধা
புற்றுநோய் (பாக்டீரியா நோய்),ক্যানকার (ব্যাকটেরিয়াজনিত রোগ)
பதப்படுத்தல்,ক্যানিং
வானம்,আকাশ
நிதி,অর্থায়ন
மகரந்தச் சேர்க்கை (அத்திப்பழங்கள்),পরাগায়ন (ডুমুরের)
1. காப்ஸ்யூல் 2. காப்ஸ்யூல் 3. கேப்சூல்,1. ক্যাপসুল 2. ক্যাপসুল 3. ক্যাপসুল
கார்பனேற்றப்பட்டது,কার্বনাইজড
கார்பனான்,কার্বনান
கார்பேஸ்,ক্যারাপেস
வளையல்,ব্রেসলেট
1. வார்ப்பு (இரும்பு) 2. க்ஷிப்தி (பூச்சி),1. ঢালাই (লোহা) 2. ক্ষিপ্তি (পোকা)
வினையூக்கம்,catabolism
தூண்டுதல்,প্ররোচনা
1. கம்பளிப்பூச்சி 2. கம்பளிப்பூச்சி,1. শুঁয়োপোকা 2. শুঁয়োপোকা
c d. என். அ. சேகரிப்பு,গ d. এন. ক সংগ্রহ
சரகம்,পরিসীমা
1. செல் 2. செல்,1. কোষ 2. কোষ
மத்திய முன் அமைப்பு,কেন্দ্রীয় ফ্রন্ট সিস্টেম
1. புள்ளி 2. கவனம்,1. পয়েন্ট 2. ফোকাস
மையவிலக்கு,কেন্দ্রীকরণ
மையவிலக்கு,সেন্ট্রিফিউজ
நட்சத்திர மையம்,তারকা কেন্দ্র
எபிஜெனெடிக்,এপিজেনেটিক
கேந்திரராஜா,কেন্দ্রজা
தறி,তাঁত
1. தானியம் 2. தொடர்,1. সিরিয়াল 2. সিরিয়াল
1. சான்றிதழ் 2. சான்றிதழ்,1. সার্টিফিকেশন 2. সার্টিফিকেশন
சான்றளிக்கப்பட்ட விதை,প্রত্যয়িত বীজ
1. வைக்கோல் 2. குட்டி 3. ஷலாக் சஹாபத்ரா,1. খড় 2. কুট্টি 3. শলক সহপাত্র
1. நிபாக் 2. கைலாஜா,1. নিভাগ 2. কৈলাজা
கைமோகிராபி,কাইমোগ্রাফি
1. கியாஸ்மா 2. பிஸி,1. কিয়াজমা 2. ব্যস্ত
supercooling மணி,সুপার কুলিং ঘন্টা
உறைபனி சேதம்,তুষারপাত ক্ষতি
1. விசிரோடகி 2. சிமேரா,1. ভিচিরোটাকি 2. কাইমেরা
பச்சை கஞ்சி,সবুজ porridge
1. தழை 2. பச்சை,1. পাতা 2. সবুজ
சயனோசிஸ்,সায়ানোসিস
உயிரியல் விநியோக அறிவியல்,জৈবিক বিতরণ বিজ্ঞান
1. குரோமாடிட்ஸ் 2. அரை குரோமோசோம்கள்,1. ক্রোমাটিডস 2. অর্ধেক ক্রোমোজোম
குரோமடின்,ক্রোমাটিন
குரோமடோகிராபி,ক্রোমাটোগ্রাফি
நிறமாற்றம்,ক্রোমাটিনলেশন
ஏட்ரியல் புள்ளி,অলিন্দ বিন্দু
நிறமூர்த்தம்,ক্রোমাটোজেনেসিস
1. குரோமோபுரோட்டீன் 2. நிறமி புரதம்,1. ক্রোমোপ্রোটিন 2. পিগমেন্টপ্রোটিন
1. குரோமோசோம்கள் 2. குரோமோசோம்கள்,1. ক্রোমোজোম 2. ক্রোমোজোম
1. நாள்பட்ட 2. நாள்பட்ட 3. நாள்பட்ட 4. வழக்கற்று,1. দীর্ঘস্থায়ী 2. দীর্ঘস্থায়ী 3. দীর্ঘস্থায়ী 4. অপ্রচলিত
சிட்ரேஞ்ச்,citrange
இலையுதிர் திருவிழா,শরৎ উৎসব
வகைப்பாடு,শ্রেণীবিভাগ
1. களிமண் 2. களிமண்,1. কাদামাটি 2. কাদামাটি
1. சுத்தம் செய்தல் 2. ஸ்க்ரப்பிங் 3. சுத்தம் செய்தல் 4. சுத்திகரிப்பு,1. পরিষ্কার করা 2. স্ক্রাবিং 3. পরিষ্কার করা 4. পরিশোধন
தொடர்ந்து மகரந்த சேர்க்கை,অবিরাম পরাগায়ন
சிலுவை பழம்,ক্রুসিফেরাস ফল
காலநிலை,জলবায়ু
காலநிலையியல்,জলবায়ুবিদ্যা
வெட்டு,শিয়ার
கட்டி (களிமண்),পিণ্ড (কাদামাটি)
குளோன்,ক্লোন
1.மேகங்கள் 2.மேகங்கள்,1.মেঘ 2.মেঘ
கொத்து,clump
கொத்து,গুচ্ছ
1. கரடுமுரடான 2. கரடுமுரடான 3. கச்சா 4. கரடுமுரடான,1. মোটা 2. রুক্ষ 3. কাঁচা 4. রুক্ষ
1. கவர் 2. leatherette,1. কভার 2. লেদারেট
கோயா,কোয়া
1. கோஎன்சைம் 2. கோ-என்சைம்,1. কোএনজাইম 2. কো-এনজাইম
ஒற்றுமை,সংহতি
1. நார்ச்சத்து (சணல் சணல்) 2. தேங்காய் கரடுமுரடானது,1. ফাইবার (পাট পাট) 2. নারকেল মোটা
மூலங்கூர் சோழன்,মুলাঙ্কুর চোলা
,
கொலாய்டு (மண்),কলয়েড (মাটি)
1.நெடுவரிசை 2.கொலுமல்லா,1.কলাম 2.columella
1. தண்டனை 2. நெடுவரிசை 3. நெடுவரிசை,1. শাস্তি 2. কলাম 3. কলাম
ஒற்றுமை,যোগাযোগ
வணிக வங்கி,বাণিজ্যিক ব্যাংক
1. சரக்கு 2. வணிகப் பொருட்கள்,1. পণ্য 2. পণ্যদ্রব্য
சமூக,সম্প্রদায়
சுருக்கம் (மண்),কম্প্যাকশন (মাটির)
1. இணக்கம் 2. இணக்கம்,1. সামঞ্জস্যতা 2. সামঞ্জস্য
பொருந்தக்கூடிய தன்மை,সামঞ্জস্য
1. இழப்பீடு 2. இழப்பீடு,1. ক্ষতিপূরণ 2. ক্ষতিপূরণ
போட்டி தொடர்பு,প্রতিযোগিতামূলক মিথস্ক্রিয়া
துணை பயிர்,সম্পূরক ফসল
1.கலவை 2. சிக்கலானது,1. যৌগিক 2. জটিল
தொகுதி,গঠনকারী
கலவை,গঠন
உரம்,কম্পোস্ট
கூட்டு வட்டி,চক্রবৃদ্ধিহারে সুদ
கணக்கீடு,গণনা
1. கணினி 2. கணினி,1. কম্পিউটার 2. কম্পিউটার
1. செறிவு 2. செறிவு,1. একাগ্রতা 2. একাগ্রতা
1. Optimizer 2. Revitalizer,1. অপ্টিমাইজার 2. পুনরুজ্জীবিতকারী
கடத்துத்திறன்,পরিবাহিতা
1. கட்டமைப்பு 2. கட்டமைப்பு,1. কনফিগারেশন 2. কনফিগারেশন
1. இணக்கம் 2. கட்டமைப்பு 3. இணக்கம்,1. সামঞ্জস্য 2. কনফিগারেশন 3. সামঞ্জস্য
1. ஒருங்கிணைப்பு 2. கலப்பு,1. ইন্টিগ্রেশন 2. হাইব্রিডাইজেশন
இணைத்தல்,সংযোজন
1. சேர்க்கை 2. இணைப்பு,1. সংযোজক 2. সংযোগকারী
பாதுகாப்பு,সুরক্ষা
ஒருங்கிணைப்பு,একত্রীকরণের
1. மூலப்பொருள் 2. தேவையான பொருட்கள்,1. উপাদান 2. উপাদান
நுகர்வோர்,ভোক্তা
நுகர்வு,খরচ
மாசுபடுதல்,দূষণ
விளிம்பு நடவு,কনট্যুর রোপণ
விளிம்பு கோடு,কনট্যুর লাইন
1. ஒப்பந்த விவசாயம் 2. ஒப்பந்த விவசாயம் 3. ஒப்பந்த விவசாயம்,1. কন্ট্রাক্ট ফার্মিং 2. কন্ট্রাক্ট ফার্মিং 3. কন্ট্রাক্ট ফার্মিং
கட்டுப்படுத்தப்பட்ட வளிமண்டல சேமிப்பு,নিয়ন্ত্রিত বায়ুমণ্ডলীয় স্টোরেজ
கூட்டுறவு வங்கி,সমবায় ব্যাংক
கூட்டுறவு சங்க உறுப்பினர்,সমবায় সমিতির সদস্য
குல்மவன்,গুলমাভান
க்யூப்ஸ்,cubed
1. தல்புஞ்ச் 2. கொரோலா,1. ডালপুঞ্জ 2. করোলা
1. கோர்டெக்ஸ் 2. கார்டெக்ஸ்,1. কর্টেক্স 2. কর্টেক্স
செலவு,খরচ
கோட்டிலிடன்,cotyledon
கடன் குழு,ক্রেডিট কমিটি
1. கடன் கொடுத்தல் 2. கடன்,1. ঋণ 2. ক্রেডিট
1. கடன் கொடுத்தவர் 2. கடன் கொடுத்தவர்,1. ঋণদাতা 2. পাওনাদার
1. முகடு 2. உச்சி 3. கோபுரம்,1. ক্রেস্ট 2. শীর্ষবিন্দু 3. স্পায়ার
திரும்பப் பெறுதல்,প্রত্যাহার
பிரச்சனை,সমস্যা
சோதனை,পরীক্ষা
முக்கியமான,সমালোচনামূলক
பயிர் காப்பீடு,শস্য বীমা
பயிர் கடன்,ফসল ঋণ
1. பயிர் 2. பயிர்,1. ফসল 2. ফসল
சாகுபடி பகுதி,চাষ এলাকা
குறுக்கு இணக்கமற்ற,ক্রস বেমানান
1. கிரீடம் 2. உச்சம் (தாவரம்),1. মুকুট 2. চূড়া (উদ্ভিদ)
மென்மையான துகள்கள்,নরম কণা
மேல் ஓடு,ভূত্বক
1. கிரிப்டோகம் 2. புளோரிஃபார்ம் அல்லாதது,1. ক্রিপ্টোগাম 2. নন-ফ্লোরিফর্ম
கொடிமுந்திரி (பழம்),ছাঁটাই (ফল)
பேனா,কলম
சாகுபடி வகை,চাষের বৈচিত্র্য
1. இழுவை 2. விவசாயம் 3. விவசாயம்,1. ট্র্যাকশন 2. কৃষি 3. কৃষিকাজ
1. விவசாயி 2. உழவர்,1. কৃষক 2. চাষী
1. சாகுபடி 2. சாகுபடி 3. வளர்ப்பு,1. চাষ 2. চাষ 3. লালনপালন
1.வளம் 2.தயாரிப்பு,1.সম্পদ 2.প্রস্তুতি
1.குந்தலன் 2.குஞ்சன்,1.কুন্তালন 2.কুঞ্চন
தோரணை,ভঙ্গি
1. மேல்தோல் 2. க்யூட்டிகல்,1. এপিডার্মিস 2. কিউটিকল
1. பேனா 2. வெட்டுதல் 3. வெட்டுதல் 4. வெட்டுதல் 5. வெட்டுதல்,1. কলম 2. কাটিং 3. কাটিং 4. কাটিং 5. কাটিং
1. புழு கார்பஸ் 2. நீர்க்கட்டி 3. நீர்க்கட்டி 4. சிதைந்த கட்டி 5. நியோபிளாசம்,1. কৃমি কর্পাস 2. সিস্ট 3. সিস্ট 4. বিকৃত পিণ্ড 5. নিওপ্লাজম
சைட்டோக்ரோம்,সাইটোক্রোম
செல் இணைப்பு,সেল কাপলিং
செல் இனப்பெருக்கம்,কোষের প্রজনন
செல் மரபியல்,কোষ জেনেটিক্স
சைட்டோபிளாஸ்மிக் பிரிவு,সাইটোপ্লাজমিক বিভাগ
உயிரணு உயிரியல்,কোষ বিদ্যা
செல் சிதைவு,কোষের লাইসিস
1. சைட்டோமியர் 2. செல் பிரிவு,1. সাইটোমের 2. কোষ বিভাজন
சைட்டோபிளாசம்,সাইটোপ্লাজম
1. பால்பண்ணை 2. பால்பண்ணை,1. ডেইরি 2. ডেইরি
பால் தொழில்,দুগ্ধ শিল্প
1. அணை 2. வளர்ப்பவர்,1. বাঁধ 2. ব্রিডার
நாள் முழுமையான தாவரம்,দিন পরম উদ্ভিদ
பூக்கும் மறுநாள்,ফুল ফোটার পর দিন
முழு பூக்கும் மறுநாள்,ফুল ফোটার পর দিন
திறமையின்மை,অদক্ষতা
சுண்ணாம்பு நீக்கம்,decalcification
1. அப்புறப்படுத்து 2. அப்புறப்படுத்து,1. অপসারণ 2. অপসারণ
சிதைவு,ক্ষয়
இலையுதிர்,পর্ণমোচী
1. தசமம் 2. தசம,1. দশমিক 2. দশমিক
தாழ்வு மனப்பான்மை,হীনমন্যতা
அனுரன் (மண்),অনুরান (মাটি)
விபுஷ்பன்,বিপুষ্পন
பில்லிங்,বিলিং
காடழிப்பு,বন নিধন
அவமானம்,অসম্মান
சீரழிவு,অধঃপতন
பகுதி நாள்,অংশ দিন
1. அளவு 2. பகுதி,1. পরিমাণ 2. অংশ
விலகல்,dehiscence
உமி அகற்றுதல்,ভুসি অপসারণ
உமி அகற்றுதல்,ভুসি অপসারণ
நீரிழப்பு,পানিশূন্যতা
நீரற்ற,নির্জল
கோரிக்கை,চাহিদা
1. டினாட்டரேஷன் 2. பெருக்கல்,1. বিকৃতকরণ 2. গুণ
கண்டனம்,বর্জন
1. வைப்பு (மண்) 2. வைப்பு (பொருளாதாரம்),1. জমা (মাটি) 2. জমা (অর্থনীতি)
வைப்பு,আমানত
1. தேய்மானம் 2. தேய்மானம்,1. অবচয় 2. অবচয়
உப்புநீக்கம்,বিশুদ্ধকরণ
1. நீர் உலர்த்துதல் 2. நீரிழப்பு,1. জল শুকিয়ে যাওয়া 2. ডিহাইড্রেশন
1. வடிவமைப்பு 2. வடிவமைப்பு,1. ডিজাইন 2. ডিজাইন
உலர்,শুষ্ক
கர்னல் அகற்றுதல்,কার্নেল অপসারণ
இடைக்கணிப்பு,de-intercalation
இணைத்தல்,সংযোজন
1. ஆண் மஞ்சரி பிரித்தெடுத்தல் (சோளம்) 2. பல்லார் பிரித்தெடுத்தல்,1. পুরুষ মঞ্জরি নিষ্কাশন (ভুট্টা) 2. বলর নিষ্কাশন
பல்லார் அல்லது குந்தன் வெட்டுதல்,বল্লার বা কুন্দন কাটিং
