Punjabi,Malayalam
ਪਿਛਲਾ ਕਿਰਨ,പിൻഭാഗത്തെ വികിരണം
ਬੈਕਵਰਡ ਡਾਇਡ / ਬੈਕਵਰਡ ਡਾਇਡ,ബാക്ക്വേർഡ് ഡയോഡ് / ബാക്ക്വേർഡ് ഡയോഡ്
ਬੈਕਵਰਡ ਵੇਵ ਔਸਿਲੇਟਰ,ബാക്ക്വേർഡ് വേവ് ഓസിലേറ്റർ
"ਰੁਕਾਵਟ, ਰੁਕਾਵਟ","തടസ്സം, തടസ്സം"
ਰੁਕਾਵਟ,തടസ്സം
ਸੰਤੁਲਿਤ ਪੁਲ,സമതുലിതമായ പാലം
ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ,സമതുലിതമായ മോഡുലേറ്റർ
ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ,സമതുലിതമായ മോഡുലേറ്റർ
ਸੰਤੁਲਿਤ ਸਰਕਟ,സമതുലിതമായ സർക്യൂട്ട്
ਸੰਤੁਲਿਤ ਗਰੇਡੀਐਂਟ ਡਿਟੈਕਟਰ,സമതുലിതമായ ഗ്രേഡിയന്റ് ഡിറ്റക്ടർ
ਮੌਜੂਦਾ ਸਟੈਬੀਲਾਈਜ਼ਰ ਪ੍ਰਤੀਰੋਧ,നിലവിലെ സ്റ്റെബിലൈസർ പ്രതിരോധം
ਬੋਲੋਮੀਟਰ,ബൊലോമീറ്റർ
ਬੋਲੋਮੀਟਰ ਪੁਲ,ബോലോമീറ്റർ പാലം
ਗੁਬਾਰਾ,ബലൂണ്
ਕੇਲਾ ਜੈਕ,ബനാന ജാക്ക്
ਕੇਲੇ ਦਾ ਪਲੱਗ,ബനാന പ്ലഗ്
"ਪੱਟੀ, ਪੱਟੀ","ബാൻഡ്, ബാൻഡേജ്"
ਬੈਂਡ ਡਰਾਈਵਰ,ബാൻഡ് ഡ്രൈവർ
ਬੈਂਡ ਊਰਜਾ,ബാൻഡ് ഊർജ്ജം
ਬੈਂਡ ਗੈਪ,ബാൻഡ് വിടവ്
ਬੈਡਪਾਰਕ ਐਂਪਲੀਫਾਇਰ,ബാഡ്പാർക്ക് ആംപ്ലിഫയർ
ਬੈਂਡ ਪਾਸ ਫਿਲਟਰ,ബാൻഡ് പാസ് ഫിൽട്ടർ
ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ,ബോഡ് റേറ്റ് ജനറേറ്റർ
banddispersion,ബാൻഡ് ഡിസ്പെർഷൻ
ਬੈਂਡ ਰੋਧਕ,ബാൻഡ് റെസിസ്റ്റർ
ਬੈਂਡ ਤੋੜਨ ਵਾਲਾ ਫਿਲਟਰ,ബാൻഡ് ബ്രേക്കർ ഫിൽട്ടർ
ਬੈਂਡ ਦਾ ਵਿਸਥਾਰ,ബാൻഡ് വിപുലീകരണം
ਬੈਂਡ ਰੀਮੂਵਰ ਫਿਲਟਰ,ബാൻഡ് റിമൂവർ ഫിൽട്ടർ
ਬੈਂਡ ਐਕਸਪੈਂਸ਼ਨ ਡਿਫਲੈਕਸ਼ਨ ਗੁਣਕ,ബാൻഡ് എക്സ്പാൻഷൻ ഡിഫ്ലെക്ഷൻ മൾട്ടിപ്ലയർ
ਬੈਂਡ ਐਕਸਟੈਂਸ਼ਨ ਦੂਰੀ ਗੁਣਕ,ബാൻഡ് എക്സ്റ്റൻഷൻ ഡിസ്റ്റൻസ് മൾട്ടിപ്ലയർ
"ਬੀਮ ਕੈਪਸੀਟਰ, ਬੈਂਕ ਕੈਪਸੀਟਰ","ബീം കപ്പാസിറ്റർ, ബാങ്ക് കപ്പാസിറ്റർ"
"ਬਾਰਕਰ ਕੋਡ, ਬਾਰਕਰ ਕੋਡ","ബാർക്കർ കോഡ്, ബാർക്കർ കോഡ്"
barravaugen ਮਾਪਦੰਡ,barravaugen മാനദണ്ഡം
ਬੈਰਟਰ,ബാരേറ്റർ
ਰੁਕਾਵਟ,തടസ്സം
ਇਨਸੂਲੇਟਿੰਗ ਕੈਪਸੀਟਰ,ഇൻസുലേറ്റിംഗ് കപ്പാസിറ്റർ
ਰੁਕਾਵਟ ਊਰਜਾ,തടസ്സം ഊർജ്ജം
ਰੋਧਕ ਵੋਲਟੇਜ,റെസിസ്റ്റർ വോൾട്ടേജ്
ਬਾਰਟਲੇਟ ਵਿੰਡੋ,ബാർട്ട്ലെറ്റ് വിൻഡോ
"ਅਧਾਰ, ਅਧਾਰ","അടിസ്ഥാനം, അടിസ്ഥാനം"
ਅਧਾਰ ਬੈਂਡ,അടിസ്ഥാന ബാൻഡ്
ਬੇਸ ਬੈਂਡ ਪ੍ਰਸਾਰਣ,അടിസ്ഥാന ബാൻഡ് ട്രാൻസ്മിഷൻ
ਬੇਸ ਚਾਰਜ,അടിസ്ഥാന ചാർജ്
ਅਧਾਰ ਮੌਜੂਦਾ,അടിസ്ഥാന കറന്റ്
ਅਧਾਰ ਮੌਜੂਦਾ ਸਰੋਤ,അടിസ്ഥാന നിലവിലെ ഉറവിടം
ਅਧਾਰ ਕੱਟਣਾ,അടിസ്ഥാന കത്രിക
ਆਧਾਰ ਮਦਨ,ആധാർ മദൻ
ਬੇਸ ਐਮੀਟਰ ਫੀਡ,അടിസ്ഥാന എമിറ്റർ ഫീഡ്
ਬੇਸ ਐਮੀਟਰ ਜੰਕਸ਼ਨ,അടിസ്ഥാന എമിറ്റർ ജംഗ്ഷൻ
ਅਧਾਰ ਟੀਕਾ,അടിസ്ഥാന കുത്തിവയ്പ്പ്
ਜ਼ਮੀਨੀ ਲਾਈਨ,ഗ്രൗണ്ട് ലൈൻ
ਅਧਾਰ ਪ੍ਰਤੀਰੋਧ,അടിസ്ഥാന പ്രതിരോധം
ਅਧਾਰ ਸਰੋਤ,അടിസ്ഥാന ഉറവിടം
ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ,അടിസ്ഥാന വിപുലീകരണ പ്രതിരോധം
ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ,അടിസ്ഥാന വിപുലീകരണ പ്രതിരോധം
ਅਧਾਰ ਮੋਟਾਈ,അടിസ്ഥാന കനം
ਅਧਾਰ ਪਹੁੰਚ,അടിസ്ഥാന പ്രവേശനം
"ਬੇਸ ਵਿਡਥ ਮੋਡੂਲੇਸ਼ਨ, ਬੇਸ ਐਕਸਪੈਂਸ਼ਨ ਮੋਡੂਲੇਸ਼ਨ","ബേസ് വിഡ്ത്ത് മോഡുലേഷൻ, ബേസ് എക്സ്പാൻഷൻ മോഡുലേഷൻ"
ਆਧਾਰ ਕੁਲੈਕਟਰ ਸੰਧੀ,അടിസ്ഥാന കളക്ടർ ഉടമ്പടി
ਗੰਧ,മണം
ਬਾਸ ਬਾਰੰਬਾਰਤਾ,ബാസ് ആവൃത്തി
ਬੈਟਰੀ,ബാറ്ററി
ਬੌਡ,ബൗഡ്
ਬੌਡ ਦਰ,ബാഡ് നിരക്ക്
ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ,ബോഡ് റേറ്റ് ജനറേറ്റർ
ਬੋਡੋ ਕੋਡ,ബോഡോ കോഡ്
"ਸੰਕੇਤ, ਬੀਕਨ","സിഗ്നൽ, ബീക്കൺ"
"ਮਨਿਕਾ, ਬੀਡ","മാണിക, ബീഡ്"
manic capacitor,മാനിക് കപ്പാസിറ്റർ
ਮਾਨਿਕਰ੍ਤਾਪਿ ਪ੍ਰਤਿਰੋਧਕਃ,മണികർത്താപി റെസിസ്റ്ററുകൾ
"ਬੀਮ ਐਂਟੀਨਾ, ਬੀਮ ਐਂਟੀਨਾ","ബീം ആന്റിന, ബീം ആന്റിന"
ਬੀਮ ਡਿਟੈਕਟਰ,ബീം ഡിറ്റക്ടർ
ਬੀਮ ਪਾਵਰ ਹੋਜ਼,ബീം പവർ ഹോസ്
ਬੀਮ ਸਵਿਚਿੰਗ ਨੋਜ਼ਲ,ബീം സ്വിച്ചിംഗ് നോസിലുകൾ
ਬੀਮ ਦਾ ਵਿਸਥਾਰ,ബീം വികാസം
ਬੀਟ ਬਾਰੰਬਾਰਤਾ,അടി ആവൃത്തി
ਬੀਟ-ਫ੍ਰੀਕੁਐਂਸੀ ਔਸਿਲੇਟਰ,ബീറ്റ്-ഫ്രീക്വൻസി ഓസിലേറ്റർ
ਪਲਸ ਔਸਿਲੇਟਰ,പൾസ് ഓസിലേറ്റർ
ਘੰਟੀ,മണി
ਝੁਕਣ ਦਾ ਨੁਕਸਾਨ,വളയുന്ന നഷ്ടം
ਬੇਸਲ ਫਿਲਟਰ,ബെസൽ ഫിൽട്ടർ
ਬੀਟਾ,ബീറ്റ
b-h ਵਕਰ,b-h വക്രം
"ਪੱਖਪਾਤ, ਪੱਖਪਾਤ","പക്ഷപാതം, പക്ഷപാതം"
ਪੱਖਪਾਤ ਮੌਜੂਦਾ,ബയസ് കറന്റ്
ਪੱਖਪਾਤ ਪ੍ਰਤੀਰੋਧ,പക്ഷപാത പ്രതിരോധം
ਡਬਲ ਐਂਟੀਨਾ,ഇരട്ട ആന്റിന
ਦੋ-ਦਿਸ਼ਾਵੀ ਲੋਡ ਕਰੰਟ,ദ്വിദിശ ലോഡ് കറന്റ്
ਦੋ-ਦਿਸ਼ਾਵੀ ਐਂਟੀਨਾ,ദ്വിദിശ ആന്റിന
ਦੋ-ਦਿਸ਼ਾਵੀ ਰੋਸ਼ਨੀ ਐਮੀਟਿੰਗ ਡਾਇਓਡ,ദ്വിദിശ പ്രകാശം പുറപ്പെടുവിക്കുന്ന ഡയോഡ്
ਦੋ-ਦਿਸ਼ਾਵੀ thyristor,ദ്വിദിശയിലുള്ള തൈറിസ്റ്റർ
bi FET ਤਕਨਾਲੋਜੀ,bi FET സാങ്കേതികവിദ്യ
ਦੋ ਬਿੰਦੂ ਟ੍ਰਾਂਸਫਾਰਮਰ,ബൈ പോയിന്റ് ട്രാൻസ്ഫോർമർ
ਡਬਲ ਫਿਊਜ਼ਨ,ഇരട്ട സംയോജനം
ਦੁਵੱਲੀ ਸਰਕਟ,ഉഭയകക്ഷി സർക്യൂട്ട്
ਬਾਈਨਰੀ,ബൈനറി
ਬਾਈਨਰੀ ਜੋੜ,ബൈനറി തുക
ਬਾਈਨਰੀ ਸਰਕਟ,ബൈനറി സർക്യൂട്ട്
ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ,ബൈനറി കോഡ് ചെയ്ത ദശാംശം
ਬਾਈਨਰੀ ਕੋਡਡ ਡੈਸੀਮਲ ਸਿਸਟਮ,ബൈനറി കോഡഡ് ഡെസിമൽ സിസ്റ്റം
ਬਾਈਨਰੀ ਡਾਈਪੋਲ ਕੈਪਸੀਟਰ,ബൈനറി ദ്വിധ്രുവ കപ്പാസിറ്റർ
ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ,ബൈനറി കാൽക്കുലേറ്റർ
ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ,ബൈനറി കാൽക്കുലേറ്റർ
ਬਾਈਨਰੀ ਡੀਕੋਡਰ,ബൈനറി ഡീകോഡർ
ਬਾਈਨਰੀ ਪੌੜੀ,ബൈനറി ഗോവണി
ਬਾਈਨਰੀ ਪਾਥੋਮੀਟਰ,ബൈനറി പാത്തോമീറ്റർ
ਬਾਈਨਰੀ ਸਥਿਤੀ,ബൈനറി അവസ്ഥ
ਬਾਈਨਰੀ-ਦਸ਼ਮਲਵ ਡੀਕੋਡਰ,ബൈനറി-ഡെസിമൽ ഡീകോഡർ
ਬਾਈਨਰੀ ਲੋਡ,ബൈനറി ലോഡ്
ਬਾਈਨਰੀ ਸ਼ਬਦ,ബൈനറി വാക്കുകൾ
ਬਾਈਪੋਲਰ,ബൈപോളാർ
ਬਾਇਪੋਲਰ ਕੈਪੇਸੀਟਰ,ബൈപോളാർ കപ്പാസിറ്റർ
ਦੋਧਰੁਵੀ ਜੰਤਰ,ബൈപോളാർ ഉപകരണം
ਦੋਧਰੁਵੀ ਸਰੋਤ,ബൈപോളാർ ഉറവിടം
ਬਾਈਪੋਲਰ ਟਰਾਂਜ਼ਿਸਟਰ,ബൈപോളാർ ട്രാൻസിസ്റ്റർ
ਬਾਈਪੋਲਰ ਜੰਕਸ਼ਨ ਟਰਾਂਜ਼ਿਸਟਰ,ബൈപോളാർ ജംഗ്ഷൻ ട്രാൻസിസ്റ്റർ
ਚਤੁਰਭੁਜ ਫਿਲਟਰ,ക്വാഡ്രാറ്റിക് ഫിൽട്ടർ
ਡਬਲ ਸਥਿਤੀ,ഇരട്ട സ്ഥാനം
ਦੋ-ਪੜਾਅ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ,രണ്ട്-ഘട്ട മൾട്ടിവൈബ്രേറ്റർ
ਦੋ-ਦਿਸ਼ਾਵੀ ਰੀਲੇਅ,ദ്വിദിശ റിലേ
ਦੋ-ਪੜਾਅ ਰਾਜ,രണ്ട്-ഘട്ട സംസ്ഥാനം
ਦੋ-ਸਥਿਤੀ ਟਰਿੱਗਰ,രണ്ട്-സ്ഥാന ട്രിഗർ
ਬਿੱਟ ਗਲਤੀ,ബിറ്റ് പിശക്
ਬਿੱਟ ਗਲਤੀ ਦਰ,ബിറ്റ് പിശക് നിരക്ക്
ਬਿੱਟ ਗਲਤੀ,ബിറ്റ് പിശക്
ਬਿਟਕਲ ਗਲਤੀ,ബിറ്റ്കാൽ പിശക്
ਅੰਨ੍ਹੇ ਬਾਕਸ,അന്ധമായ പെട്ടി
ਸੰਘਣੀ ਨਬਜ਼,ഘനീഭവിച്ച പൾസ്
ਸਕੱਤਰ,സ്രഷ്ടാവ്
secretory inhibitor,സ്രവിക്കുന്ന ഇൻഹിബിറ്റർ
ਅੰਨ੍ਹਾਪਨ,അന്ധത
ਖੰਡ ਚਿੱਤਰ,സെഗ്മെന്റ് ഡയഗ്രം
ਰੁਕਾਵਟ ਨੂੰ ਰੋਕਣਾ,തടസ്സം തടയൽ
ਟੁਕੜਾ ਟ੍ਰਾਂਸਫਰ,ശകലം കൈമാറ്റം
ਰੁਕਾਵਟ,തടസ്സപ്പെടുത്തുക
ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ,തടയൽ കപ്പാസിറ്റർ
ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ,റെസിസ്റ്റർ കപ്പാസിറ്റർ
ਬਲਾਕਿੰਗ ਔਸਿਲੇਟਰ,തടയുന്ന ഓസിലേറ്റർ
ਰੋਧਕ ਔਸਿਲੇਟਰ,തടയുന്ന ഓസിലേറ്റർ
ਰੋਧਕ ਵੋਲਟੇਜ,റെസിസ്റ്റർ വോൾട്ടേജ്
ਉਡਾਉਣ ਵਾਲਾ,ഊതുന്നയാൾ
ਬੋਡ ਚਿੱਤਰ,ബോഡ് ഡയഗ്രം
voltzmann ਸਬੰਧ,വോൾട്ട്സ്മാൻ ബന്ധം
ਵੋਲਟਜ਼ਮੈਨ ਸਥਿਰ,വോൾട്ട്സ്മാൻ സ്ഥിരാങ്കം
ਬਾਂਡ,ബോണ്ട്
ਬਾਊਂਡ ਸਟਰੇਨ ਗੇਜ,ബന്ധിത സ്ട്രെയിൻ ഗേജ്
ਸਵੈ-ਸਹਾਇਤਾ ਐਂਪਲੀਫਾਇਰ,സ്വയം പിന്തുണയ്ക്കുന്ന ആംപ്ലിഫയർ
ਬੂਲੀਅਨ ਅਲਜਬਰਾ,ബൂളിയൻ ബീജഗണിതം
ਬੂਲੀਅਨ ਸਮੀਕਰਨ,ബൂളിയൻ സമവാക്യം
ਬੂਟ Strapon,ബൂട്ട് സ്ട്രാപ്പൺ
ਬੂਥ ਦਾ ਐਲਗੋਰਿਦਮ,ബൂത്തിന്റെ അൽഗോരിതം
ਬੂਟਸਟਰੈਪ ਪ੍ਰਿਜ਼ਮ ਸਰਕਟ,ബൂട്ട്സ്ട്രാപ്പ് പ്രിസം സർക്യൂട്ട്
bosscutts ਨਿਯਮ,bosscutts ഭരണം
ਬੋਸ-ਚੌਧਰੀ ਹਾਕਨਹੈਮ (ਬੀਸੀਐਚ) ਕੋਡ,ബോസ്-ചൗധരി ഹോക്കൻഹാം (BCH) കോഡ്
"ਛਾਲ, ਛਾਲ","ചാടുക, ചാടുക"
ਬੰਨ੍ਹਿਆ ਇਲੈਕਟ੍ਰੋਨ,ബന്ധിത ഇലക്ട്രോൺ
ਬ੍ਰੈਗ ਰਿਫਲੈਕਟਰ,ബ്രാഗ് റിഫ്ലക്ടർ
ਆਪਸ ਵਿੱਚ ਜੁੜੀ ਤਾਰ,ഇഴചേർന്ന വയർ
ਸ਼ਾਖਾ,ശാഖ
ਬ੍ਰਾਂਚਿੰਗ,ശാഖകൾ
ਪ੍ਰਯੋਗ ਬੋਰਡ,പരീക്ഷണ ബോർഡ്
ਬਰੇਕ ਜ਼ੋਨ,ബ്രേക്ക് സോൺ
ਵੋਲਟੇਜ ਤੋੜਨਾ,ബ്രേക്കിംഗ് വോൾട്ടേജ്
ਟੁੱਟਣ ਵਾਲਾ ਡਾਇਡ,ബ്രേക്ക്ഡൗൺ ഡയോഡ്
ਫ੍ਰੈਕਚਰ ਫਿਕਸੇਸ਼ਨ,ഒടിവ് പരിഹരിക്കൽ
ਵੋਲਟੇਜ ਤੋੜਨਾ,ബ്രേക്കിംഗ് വോൾട്ടേജ്
ਪੁਲ,പാലം
ਪੁਲ ਸੁਧਾਰਕ,പാലം റക്റ്റിഫയർ
ਚੌੜਾ ਬੈਂਡ,വിശാലമായ ബാൻഡ്
ਪ੍ਰਸਾਰਣ ਬੈਂਡ,ബ്രോഡ്കാസ്റ്റ് ബാൻഡ്
ਸੂਖਮ ਐਰੇ,ആസ്ട്രൽ അറേ
ਪ੍ਰਸਾਰਣ,പ്രക്ഷേപണം
ਪ੍ਰਸਾਰਣ antenna,ബ്രോഡ്കാസ്റ്റ് ആന്റിന
ਪ੍ਰਸਾਰਣ ਪ੍ਰਾਪਤਕਰਤਾ,ബ്രോഡ്കാസ്റ്റ് റിസീവർ
ਬਾਰੰਬਾਰਤਾ ਪ੍ਰਸਾਰਣ ਰਿਸੀਵਰ,ഫ്രീക്വൻസി ബ്രോഡ്കാസ്റ്റ് റിസീവർ
ਪ੍ਰਸਾਰਣ ਟ੍ਰਾਂਸਮੀਟਰ,പ്രക്ഷേപണം ട്രാൻസ്മിറ്റർ
