Kannada,Odiya
ಹೊಣೆ,ଆକାଉଣ୍ଟାଣ୍ଟି
ಲೆಕ್ಕಪರಿಶೋಧಕ,ଆକାଉଣ୍ଟାଣ୍ଟ
ಇದಕ್ಕೆ ಖಾತೆ,ଖାତା ପାଇଁ
ಖಾತೆ,ଖାତା ହେଡ୍
ಸಂಚಿತ ಲಾಭ,ଅଭିଯୋଗ ଲାଭ
ಸಂಚಿತ ಪಿಂಚಣಿ,ପେନ୍ ପେନ୍ସନ୍
ಸಂಗ್ರಹಣೆ,ଜମା
ನಿಖರತೆ,ସଠିକତା
ನಿಖರವಾದ,ସଠିକ୍
ಆರೋಪಿಸು,ଅଭିଯୋଗ
ಆರೋಪಿ,ଅଭିଯୁକ୍ତ
ಸಾಧನೆ,ସଫଳତା
ಸ್ವೀಕೃತಿ,ସ୍ୱୀକୃତି
ಸ್ವೀಕೃತಿ ಕಾರಣ,ସ୍ୱୀକୃତି ଦେବାର |
ಪರಿಚಯ,ପରିଚୟ
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು,ଅଧିଗ୍ରହଣ
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು,ନିର୍ଦ୍ଦୋଷ
ಕಯ,କାର୍ଯ୍ୟ କର
ನಟನಾ ಭತ್ಯೆ,ଅଭିନୟ ଭତ୍ତା
ಕ್ರಿಯಾಶೀಲತೆ,କାର୍ଯ୍ୟ
ಕಾರ್ಯ ತಂತ್ರ,କ୍ରିୟା ଯୋଜନା
ಸಕ್ರಿಯ,ସକ୍ରିୟ
ಸಕ್ರಿಯವಾಗಿ,ସକ୍ରିୟ ଭାବରେ |
ಕಾರ್ಯಕರ್ತ,କାର୍ଯ୍ୟକର୍ତ୍ତା
ಭಗವಂತನ ಆಟ,God ଶ୍ୱରଙ୍କ କାର୍ଯ୍ୟ
ದುಷ್ಕೃತ್ಯದ ಕ್ರಿಯೆ,ଦୁଷ୍କର୍ମ କାର୍ଯ୍ୟ
ಆಯೋಗ ಮತ್ತು ಲೋಪದ ಕ್ರಿಯೆ,କମିଶନ ଏବଂ ଓସାସଙ୍କ କାର୍ଯ୍ୟ |
ನಿಜವಾದ,ପ୍ରକୃତ
ವಾಸ್ತವಿಕ,କାର୍ଯ୍ୟ
ರೂಪಾಂತರ,ଆଡାପ୍ଟେସନ୍
ಸೇರ್ಪಡೆ,ଯୋଗ
ಹೆಚ್ಚುವರಿ ಶುಲ್ಕ,ଅତିରିକ୍ତ ଚାର୍ଜ
ಹೆಚ್ಚುವರಿ ನಿಧಿ,ଅତିରିକ୍ତ ପାଣ୍ଠି
ಹೆಚ್ಚುವರಿ ಅನುದಾನ,ଅତିରିକ୍ତ ଅନୁଦାନ
ಹೆಚ್ಚುವರಿ ಮಾಹಿತಿ,ଅତିରିକ୍ତ ସୂଚନା
ಹೆಚ್ಚುವರಿ ವೇತನ,ଅତିରିକ୍ତ ଦେୟ
ಸೇರ್ಪಡೆ ಮತ್ತು ಬದಲಾವಣೆ,ଯୋଗ ଏବଂ ପରିବର୍ତ୍ତନ
ಭಾಷಣ,ଠିକଣା
ವಿಳಾಸದಾರ,ଆଡ୍ରେସେେ |
ಸ್ವಾಗತದ ವಿಳಾಸ,ସ୍ୱାଗତିବାର ଠିକଣା
ಸಮರ್ಪಕ,ପର୍ଯ୍ୟାପ୍ତ
ಅಂಟಿಕೊಳ್ಳಿ,ନିୟମ ପାଳନ
ತಾತ್ಕಾಲಿಕ,ଅନୁପଚାରି
ತಾತ್ಕಾಲಿಕ ಹಕ್ಕು,ବିଜ୍ଞାପନ ହକ୍ ଦାବି |
ತಾತ್ಕಾಲಿಕ ಸಮಿತಿ,ବିଜ୍ଞାପନ ହକ୍ କମିଟି |
ತಾತ್ಕಾಲಿಕ ಹೆಚ್ಚಳ,AD HOC ବୃଦ୍ଧି |
ತಾತ್ಕಾಲಿಕ ಪಾವತಿ,ବିଜ୍ଞାପନ ହକ୍ ଦେୟ |
ಪಕ್ಕದ,ସଂଲଗ୍ନ
ಪಕ್ಕದ (= ಸಮೀಪ),ସଂଲଗ୍ନ (= ସଂଲଗ୍ନ)
ಮುಂದೂಡಿಕೆ,ସ୍ଥଗିତତା
ಮುಂದೂಡುವ ಚಲನೆ,ଆଡଜାଇବା ଗତି
ತೀರ್ಪು,ସମର୍ଥନ କର ଘର
ತೀರ್ಮಾನಿಸು,ଗୁଚିଚୀନିକ
ಯಜಮಾನ,ସମର୍ଥନ
ತೀರ್ಪುಗಾರ,ଆଦ୍ବ୍ରୀକରଣ
ಹೊಂದಾಣಿಕೆ,ଆଡଜଷ୍ଟମେଣ୍ଟ୍
ನಿರ್ವಹಿಸು,ପ୍ରଶାସକ
ಪ್ರಮಾಣವಚನ ಸ್ವೀಕರಿಸಿ,ଶପଥ କର
ಆಡಳಿತ,ପ୍ରଶାସନ
ನ್ಯಾಯದ ಆಡಳಿತ,ନ୍ୟାୟ ପ୍ରଶାସନ
ಆಡಳಿತಕಾರಿಯಾದ,ପ୍ରଶାସନିକ
ಆಡಳಿತಾಧಿಕಾರಿ ಕ್ರಿಯೆ,ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ
ಆಡಳಿತಾಧಿಕಾರಿ ಮೌಲ್ಯಮಾಪನ,ପ୍ରଶାସନିକ ମୂଲ୍ୟାଙ୍କନ |
ಆಡಳಿತಾಧಿಕಾರಿ ಅನುಮೋದನೆ,ପ୍ରଶାସନିକ ଅନୁମୋଦନ |
ಆಡಳಿತ ಪ್ರಾಧಿಕಾರದ,ପ୍ରଶାସନିକ ପ୍ରାଧିକରଣ
ಆಡಳಿತ ನಿಯಂತ್ರಣ,ପ୍ରଶାସନିକ ନିୟନ୍ତ୍ରଣ |
ಆಡಳಿತಾತ್ಮಕ ನಿರ್ಧಾರ,ପ୍ରଶାସନିକ ନିଷ୍ପତ୍ତି
ಆಡಳಿತ ಇಲಾಖೆ,ପ୍ରଶାସନିକ ବିଭାଗ
ಆಡಳಿತಾಧಿಕಾರಿ,ପ୍ରଶାସନିକ ମୁଣ୍ଡ
ಆಡಳಿತ ಕೇಂದ್ರ ಕಚೇರಿ,ପ୍ରଶାସନିକ ମୁଖ୍ୟାଳୟ |
ಆಡಳಿತಾತ್ಮಕ ಕ್ರಮಗಳು,ପ୍ରଶାସନିକ ପଦକ୍ଷେପ |
ಆಡಳಿತ ಅಧಿಕಾರ,ପ୍ରଶାସନିକ ଶକ୍ତି |
ಆಡಳಿತಾಧಿಕಾರಿ ಅನುಮೋದನೆ,ପ୍ରଶାସନିକ ମଞ୍ଜୁର |
ಆಡಳಿತ ತಂತ್ರ,ପ୍ରଶାସନିକ କ techni ଶଳ |
ಆಡಳಿತ ನ್ಯಾಯಸಮ್ಮತ,ପ୍ରଶାସନିକ ଟ୍ରିବ୍ୟୁନାଲ୍ |
ಪ್ರವೇಶಸಾಧ್ಯತೆ,ଗ୍ରହଣୀୟତା |
ಸ್ವೀಕಾರಾರ್ಹ ಖರ್ಚು,ଗ୍ରହଣଯୋଗ୍ୟ ଖର୍ଚ୍ଚ |
ಒಪ್ಪಿಸು,ସ୍ୱୀକାର କର |
ಪ್ರವೇಶ ಕಾರ್ಡ್,କାର୍ଡ ଆଡମିଟ୍ କରନ୍ତୁ |
ಒಪ್ಪಿಕೊಂಡ,ସ୍ୱୀକାର କରାଯାଇଛି |
ಕವಲೊಡೆಯು,ଉପଦେଶ ଦିଅନ୍ତୁ |
ಅಳವಡಿಕೆದಾರ,ଆଡେପିଟି |
ರೋಗಿ,ଆଡପୁଟର୍
ದತ್ತು,ଗ୍ରହଣ
ವಯಸ್ಕ,ବୟସ୍କ
ವ್ಯಭಿಚಾರ,ବ୍ୟଭିଚାର
ವ್ಯಭಿಚಾರ,ବ୍ୟଭିଚାର
ವಯಸ್ಕರ ಫ್ರ್ಯಾಂಚೈಸ್,ବୟସ୍କ ଫ୍ରାଞ୍ଚାଇଜ୍ |
ಜಾಹೀರಾತು ಶೌರ್ಯ ಕರ್ತವ್ಯ,ବିଜ୍ଞାପନ ଭାଲୋରେମ୍ ଡ୍ୟୁଟି |
ಮುನ್ನಡೆ,ଅଗ୍ରିମ
ಮುಂಗಡ ಬುಕಿಂಗ್,ଅଗ୍ରୀମ ବୁକିଂ
ಮುನ್ನಡೆ,ଅଗ୍ରଶୀ ନକଲ
ಮುಂಗಡ ಹೆಚ್ಚಳ,ଅଗ୍ରଗତି ବୃଦ୍ଧି
ಮುಂಗಡ ಪಾವತಿ,ଅଗ୍ରିମ ଦେୟ
ಪ್ರತಿಕೂಲ ಪ್ರವೇಶ,ପ୍ରତିକୂଳ ପ୍ରବେଶ
ಪ್ರತಿಕೂಲ ಟೀಕೆಗಳು,ପ୍ରତିକୂଳ ଟିପ୍ପଣୀ |
ಪ್ರತಿಕೂಲ ವರದಿ,ପ୍ରତିକୂଳ ରିପୋର୍ଟ
ಆಯ್ಕೆ,ବିଜ୍ଞାପନ
ಸಲಹೆ,ପରାମର୍ଶ
ಪಾವತಿಯ ಸಲಹೆ,ଦେୟର ପରାମର୍ଶ |
ಸಲಹಾ ಸಮಿತಿ,ପରାମର୍ଶଦାତା କମିଟି |
ಸಲಹಾ ಮಂಡಳಿ,ପରାମର୍ଶଦାତା ପରିଷଦ |
ಪ್ರತಿಪಾದಿಸು,ଓକିଲ
ವ್ಯವಹಾರ,ସମ୍ପର୍କ
ಅಫಿಡವಿಟ್,ପ୍ରମାଣପତ୍ର
ಉಪಶಮನ,ଅନୁବନ୍ଧ
ದೃ ir ೀಕರಣ,ନିଶ୍ଚିତତା
ದೃ irf ೀಕರಣದ,ନିଶ୍ଚିତ
ಆತುರಿಸು,ସୁଲଭ
ಈನಟ,Aforesaid
ಹೊಸದಾಗಿ,ଉପରୁବର୍ତ୍ତୀ
ವಿರುದ್ಧವಾಗಿ,ବିପକ୍ଷରେ
ವಯಸ್ಸು,ବୟସ
ವಯಸ್ಸಾದ ಪ್ರಮಾಣಪತ್ರ,ବୟସ ପ୍ରମାଣପତ୍ର
ಮತದಾರರ ವಯಸ್ಸು,ଯଥେଷ୍ଟ ସମୟ ପାଇଁ ବୟସ |
ವಯಸ್ಸಿಗೆ,ବୟସ ସୀମା |
ವಾಗ್ದಾನ,ସଂସ୍ଥା
ಕಾಗಾರ,କାର୍ଯ୍ୟସୂଚୀ
ನಿವೃತ್ತಿಯ ವಯಸ್ಸು,ଅବସରର ବୟସ
ಮೇಲ್ವಿಚಾರಣೆಯ ವಯಸ್ಸು,ସୁପରନୁଏସନ୍ ବୟସ
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,ମିଳନ
ದುಃಖಿಸಿದ,ବହୁଳ
ಆಂದೋಲನ,ଆଗ୍ରିଲେସନ୍
ಅವಾತ,Agm
ಒಪ್ಪಂದ,ଚୁକ୍ତିନାମା
ಒಪ್ಪಂದದ ರೂಪ,ଚୁକ୍ତି ଫର୍ମ
ಕೃಷಿ,କୃଷି
ಕೃಷಿ ಉದ್ಯಮ,Agro-idustry
ನೆರವು,ସହାୟତା
ಎಚ್ಚರಿಕೆ,ଆଲାର୍ମ
ಜಾಗರೂಕತೆ,ସତର୍କତା
ಅಲಿಯಾಸ್,ଛଦ୍ମନାମ
ಆರೋಪಣೆ,ଅଭିଯୋଗ
ನಿಷ್ಠೆ,ଅନୁଗତ
ಮೈತ್ರಿ,ମିଳିତତା
ಮಿತ್ರ ಸೇವೆಗಳು,ସମର୍ଥନ ସେବାଗୁଡିକ
ಎಲ್ಲಾ ಅಂತರ್ಗತ ವೆಚ್ಚ,ସମସ୍ତ ଅନ୍ତର୍ଭୂକ୍ତ ମୂଲ୍ୟ |
ಅಖಿಲ ಭಾರತ ಸೇವೆಗಳು,ସମସ୍ତ ଭାରତୀୟ ସେବାଗୁଡିକ |
ಮನವಸಿಕೆ,ଆବଣ୍ଟନ
ಹಂಚಿಕೆ,ବଣ୍ଟନ
ಹಂಚಿಕೆ ಪತ್ರ,ବଣ୍ଟନ ଚିଠି
ಹಂಚುವವ,ବଣ୍ଟନେ |
ಅನುಮತಿಸುವ,ଅନୁମତି ଯୋଗ୍ୟ
ಅನುಮತಿಸುವ ವೆಚ್ಚಗಳು,ଅନୁମତିପ୍ରାପ୍ତ ଖର୍ଚ୍ଚ |
ಮನವಿಯನ್ನು ಅನುಮತಿಸಿ,ଏକ ଆବେଦନକୁ ଅନୁମତି ଦିଅନ୍ତୁ |
ಭತ್ಯೆ,ଭତ୍ତା
ಎಲ್ಲ ಹಕ್ಕುಗಳನ್ನು ಕಾಯ್ದಿರಿಸಲಾಗಿದೆ,ସମସ୍ତ ଅଧିକାର ସଂରକ୍ଷିତ
ವರ್ಣಮಾಲೆ,ବର୍ଣ୍ଣମାଳା କ୍ରମ
ವಾಗ್ವಾದ,ବ atutem ିସଣ
ಪರ್ಯಾಯ,ବିକଳ୍ପ
ಬದಲಕ,ବିକଳ୍ପ
ಸಂಯೋಗ,ଅମାଲଗାମୀ
ತಿದ್ದುಪಡಿ ಮಾಡಿದ ಕರಡು,ସଂଶୋଧିତ ଡ୍ରାଫ୍ଟ |
ತಿದ್ದುಪಡಿ,ସଂଶୋଧନ
ಸೌಕರ್ಯ,ସୁବିଧା
ಸೌಹಾರ್ದಯುತ,ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ
ಮದ್ದುಗುಂಡು,ଗୁଳିଗୋଳା
ಸಾಲದ ಭೋಗ್ಯ,Debt ଣର ଅମର୍ଟାଇଜେସନ୍ |
ಮೊತ್ತ,ପରିମାଣ
ಪಿಂಚಣಿ ಪ್ರಮಾಣ,ପେନ୍ସନ୍ ର ପରିମାଣ
ಸಾದೃಶ್ಯದ ಹುದ್ದೆ,ଅନୁରୂପ ପୋଷ୍ଟ |
ವಿಶ್ಲೇಷಣೆ,ବିଶ୍ଳେଷଣ |
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಅಧ್ಯಯನ,ଆନାଲିଟିକାଲ୍ ଅଧ୍ୟୟନ |
ಪೂರ್ವಜ,ପୂର୍ବଜ
ಪೂರಕ ಉದ್ಯಮ,ଆନୁଷଙ୍ଗୀ ଶିଳ୍ପ |
ದ್ವೇಷ,ଶତ୍ରୁତା |
ಅನುಬಂಧ,ଆନୁଷ୍ଠାନ
ವಾರ್ಷಿಕೋತ್ಸವ,ବାର୍ଷିକୀ
ಪ್ರಕಟಿಸುವುದು,ଘୋଷଣା
ಕಿರಿಕಿರಿಯ,ବିରକ୍ତିକର
ವಾರ್ಷಿಕ ಹಣಕಾಸು ಹೇಳಿಕೆ,ବାର୍ଷିକ ଆର୍ଥିକ ବିବରଣୀ
ವಾರ್ಷಿಕ ವರದಿ,ବାର୍ଷିକ ବିବରଣୀ
ವರ್ಷಾಶನ,ବାର୍ଷିକ
ಅನಾಮಿಕ,ବେନାମୀ |
ಅನಾಮಧೇಯ ದೂರು,ଅଜ୍ଞାତ ଅଭିଯୋଗ |
ಉತ್ತರಾಧಿಕಾರಿಯಾಗದಿರುವಿಕೆ,ଉତ୍ତର୍ୟତା
ಉತ್ತರ ಪತ್ರಿಕೆ,ଉତ୍ତର ସିଟ୍
ವಿರೋಧಿ,ବିରୋଧୀ
ಪೂರ್ವಸಿದ್ಧತೆಗಳು,ପିତୃପୁରୁଷ
ನಿರೀಕ್ಷಿತ ಖರ್ಚು,ପ୍ରତୀକ୍ଷିତ ଖର୍ଚ୍ଚ
ನಿರೀಕ್ಷಿತ ಆದಾಯ,ପ୍ରତୀକ୍ଷିତ ଆୟ
ನಿರೀಕ್ಷಣೆ,ପ୍ରତୀକ୍ଷା
ನಿರೀಕ್ಷಿತ ಜಾಮೀನು,ଆଣ୍ଟିସାଇପେଟୋରୀ ଜାମିନ |
ಭ್ರಷ್ಟಾಚಾರ ವಿರೋಧಿ,ବିରୋଧୀ ମାପ |
ಡಂಪಿಂಗ್ ವಿರೋಧಿ,ଆଣ୍ଟି-ଡମ୍ପିଂ |
ಪ್ರಾಚೀನ,ପ୍ରାଚୀନ
ವರ್ಣಭೇದ,ଅପାର୍ଥିଡ଼ିଆ
ನಿರಾಸಕ್ತಿ,ଉଦାସୀନତା |
ತುದಿ ದೇಹ,Apex ଶରୀର
ಕ್ಷಮೆ,କ୍ଷମା ପ୍ରାର୍ଥନା
ಮನವಿಯನ್ನು,ଆବେଦନ
ಗೋಚರತೆ,ରୂପ
ಸಮಾಧಾನ,ସନ୍ତୁଷ୍ଟ
ಮೊದಲೇ ನ್ಯಾಯಮಂಡಣಿ,ଟ୍ରିବ୍ୟୁନାଲ୍ ଆବେଦନ କରନ୍ତୁ |
ಅನುಬಂಧ,ପରିଶିଷ୍ଟ
ಉಪಕರಣ,ଉପକରଣ
ಅನ್ವಯಿಸುವ,ପ୍ରଯୁଜ୍ୟ |
ಅರ್ಜಿದಾರ,ଆବେଦନକାରୀ |
ಅನ್ವಯಿಸು,ପ୍ରୟୋଗ
ಅರ್ಜಿ,ଆବେଦନ ପତ୍ର
ಅನ್ವಯಿಕ,ପ୍ରୟୋଗ କରାଯାଏ |
ಅನ್ವಯಿಸು,ପ୍ରୟୋଗ କରନ୍ତୁ |
ನೇಮಕಾತಿ,ଆପୋପିନିଟି
ಅಧಿಕಾರವನ್ನು ನೇಮಿಸುವುದು,ନିଯୁକ୍ତ କର୍ତ୍ତୃପକ୍ଷ |
ನೇಮಕ,ନିଯୁକ୍ତି |
ನೇಮಕಾತಿ ಪತ್ರ,ନିଯୁକ୍ତି ପତ୍ର
ಕ್ಯಾಬಿನೆಟ್ನ ನೇಮಕಾತಿ ಸಮಿತಿ,କ୍ୟାବିନେଟର ନିଯୁକ୍ତି କମିଟି |
ವೇತನದ ಹಂಚಿಕೆ,ମଜୁରୀର ଅନୁକରଣ |
ಮೌಲ್ಯಮಾಪಕ,ମୂଲ୍ୟାଙ୍କନ
ಮೌಲ್ಯಮಾಪಕ,ମୂଲ୍ୟାଙ୍କନକାରୀ
ಮೆಚ್ಚುಗೆ,ପ୍ରଶଂସା
ಭಯ,ଭୟ
ಅಪ್ರೆಂಟಿಸ್,ଶିକ୍ଷାର୍ଥୀ
ಸಮೀಪಿಸು,ଉପାୟ
ಸೂಕ್ತ,ଉପଯୁକ୍ତ
ಸೂಕ್ತ ಕ್ರಮ,ଉପଯୁକ୍ତ କାର୍ଯ୍ୟ
ಸೂಕ್ತ ತಲೆ,ଉପଯୁକ୍ତ ମୁଣ୍ଡ
ಸ್ವಾಧೀನಪಡಿಸಿಕೊಳ್ಳುವುದು,ଆବଣ୍ଟନ
ಅನುಮೋದನೆ,ଅନୁମୋଦନ
ಅಂದಾಜು,ଆନୁମାନିକ
ಆಪ್ಟಿಟ್ಯೂಡ್ ಪರೀಕ್ಷೆ,ଦକ୍ଷତା ପରୀକ୍ଷା
ಅನಿಯಂತ್ರಿತ,ଇଚ୍ଛାଧୀନ |
ನಿಣಿಸು,ଆର୍ବିଟ୍ରେଟ୍ |
ಮಧ್ಯಸ್ಥಿಕೆ,ଆର୍ବିଟ୍ରେସନ୍
ಮಧ್ಯಸ್ಥಿಕೆ ನ್ಯಾಯಮಂಡಳ,ଆର୍ବିଟ୍ରେସନ୍ ଟ୍ରିବ୍ୟୁନାଲ୍ |
ಮಧ್ಯಸ್ಥ,ଆର୍ବିଟର
ವಾಸ್ತುಶಿಲ್ಪಿ,ସ୍ଥାପତ୍ୟ
ಆರ್ಕೈವ್ಸ್,ଅଭିଲେଖାଗାର
ಪ್ರದೇಶ,କ୍ଷେତ୍ର
ಪ್ರದೇಶದ ಪ್ರದೇಶ,କ୍ଷେତ୍ର ମୁଖ୍ୟାଳୟ |
ವಾದ,ଯୁକ୍ତି
ಹುಳು,ଉଠ
ಸಶಸ್ತ್ರ ಪಡೆ,ସଶସ୍ତ୍ର ବାହିନୀ |
ಜೋಡಣೆ,ବ୍ୟବସ୍ଥା
ಬಾಕಿ,ବରିଟର
ಬಾಕಿ ಹೇಳಿಕೆ,ବର୍ବର ବିବୃତ୍ତି
ಆಗಮನ ವರದಿ,ଆଗମନ ରିପୋର୍ଟ
ಅಸ್ತವ್ಯಸ್ತತೆ,ଅହଂକାର
ಸ ೦ ತಾನು,ଅସ୍ତ୍ରଶସ୍ତ୍ର
ಲೇಖನ,ପ୍ରବନ୍ଧ
ಸಂಘದ ಲೇಖನಗಳು,ଆସୋସିଏସନ୍ ର ଆର୍ଟିକିଲ୍ |
ಲೇಖನಗಳು,ପ୍ରବନ୍ଧଗୁଡ଼ିକ
ಆರೋಹಣ,ଆରୋହଣ କ୍ରମ
ಒತ್ತಿಹೇಳಿಸು,ଜାଣିବା
ಎಲ್ಲಿದೆ,ଯେପରି ଅଛି
ಆಕಾರ,ସର୍ବୋଚ୍ଚ
ಆಪಾದನೆ,ଆସଡିଅନ୍
ಹತ್ಯೆ,ହତ୍ୟା
ದಾಳಿ,ଆକ୍ରମଣ
ಜೋಡಿಸು,ଏକତ୍ର ହୁଅ
ಸಭೆ,ସଭା
ಒಪ್ಪು,ଖେଳନା
ಪ್ರತಿಪಾದಿಸು,ନିଶ୍ଚିତ କର |
ಮೌಲ್ಯಮಾಪಕ,ମୂଲ୍ୟାଙ୍କନ
ಮೌಲ್ಯಮಾಪನ,ମୂଲ୍ୟାଙ୍କନ
ಮೌಲ್ಯಮಾಪನ ವರ್ಷ,ମୂଲ୍ୟାଙ୍କନ ବର୍ଷ
ಮೌಲ್ಯಮಾಪಕ,ମୂଲ୍ୟାଙ୍କନକାରୀ
ಸ್ವಸಮಾನಗಳು,ସମ୍ପତ୍ତି
ನಿಯೋಗಿ,ଆସିଜେ
ನಿಯೋಜನೆ,ଆସାଇନମେଣ୍ଟ
ನಿಯೋಜಕ,ଆସାଇନର୍
ಸಹಾಯ,ସହାୟତା
ಜೊತೆಗಾರ,ସହଯୋଗୀ
ಸಂಘ,ସଙ୍ଗଠନ
ಚಾರ್ಜ್ನ umption ಹೆ,ଚାର୍ଜର ଅନୁମାନ |
ಭರವಸೆ,ନିଶ୍ଚିତତା
ಅಶ್ಯೂರೆನ್ಸ್ ಕಂಪನಿ,ନିଶ୍ଚିତ କର
ಭರವಸೆ ಕೊಡು,ନିଶ୍ଚିତ କର
ರಿಯಾಯಿತಿಯಲ್ಲಿ,ରିହାତି ରେ
ಪರಮಾಣು ಶಕ್ತಿ,ପରମାଣୁ ଶକ୍ତି
ಸಮನಾಗಿ,ପାରରେ
ಪ್ರೀಮಿಯಂನಲ್ಲಿ,ପ୍ରିମିୟମରେ |
ಲಗತ್ತಿಸು,ସଂଲଗ୍ନ କରନ୍ତୁ
ಲಗತ್ತಿಸಲಾದ ಕಚೇರಿ,ସଂଲଗ୍ନ ଅଫିସ୍ |
ಬಾಂಧಾಣ,ସଂଲଗ୍ନ
ಲಗತ್ತು ಆದೇಶ,ସଂଲଗ୍ନ କ୍ରମ
ಸಾಧನೆ,ତଥ୍ୟ
ಪ್ರಯತ್ನ,ଚେଷ୍ଟା
ಹಾಜರಾತಿ,ଉପସ୍ଥାନ
ಹಾಜರಾತಿ ನೋಂದಣಿ,ଉପସ୍ଥାନ ପଞ୍ଜିକରଣ |
ಹಾಜರಾತಿ ಸ್ಲಿಪ್,ଆସେସେନ୍ ସ୍ଲିପ୍ |
ಗಮನ,ଧ୍ୟାନ |
ದೃestೀಕರಣ,ପ୍ରମାଣପତ୍ର
ದೃ ested ೀಕರಿಸಿದ ಪ್ರತಿ,Atotsed କପି |
ವರ್ತನೆ,ମନୋଭାବ
ಆಕರ್ಷಕ ಸಂಬಳ,ଆକର୍ଷଣୀୟ ଦରମା
ಹರಾಜು,ନିଲାମ
ಹರಾಜುದಾರ,ନିଲାମକାରୀ
