Bengali,English
পরম সঙ্গীত,Absolute music=pure music
পরম পর্যবেক্ষণ,Absolute observation
পরম ওম,Absolute ohm
পরম অভিযোজন,Absolute orientation
পরম বৈদ্যুতিক ঋণাত্মকতা,Absolute permittivity
পরম মাধ্যাকর্ষণ,Absolute pitch
পরম চাপ,Absolute pressure = true pressure
পরম সম্পত্তি,Absolute property
পরম স্কেলার,Absolute scalar
তাপমাত্রার পরম স্কেল*,Absolute scale of temperature
"পরম সমলয়, পরম সমলয়",Absolute simultancity
পরম চাপ,Absolute stress
পরম প্রতিসাম্য,Absolute symmetry
পরম গতি শরীর,Absolute system of motion
পরম ইউনিট সিস্টেম,Absolute system of units
পরম তাপমাত্রা,Absolute temperature
পরম সময়,Absolute time
পরম একক,Absolute unit
পরম মান,Absolute value
পূর্ণসংখ্যা ক্যালকুলেটর,Absolute value computer
পরম বেগ,Absolute velocity
পরম সান্দ্রতা,Absolute viscosity
পরম ওজন,Absolute weight
পরম শূন্য*,Absolute zero
শূন্যের পরম ভাজক,Absolute zero devisor
শোষণ করা,Absorb
শোষণ সূচক*,Absorbance
শোষিত শক্তি,Absorbed energy
"শোষক, শোষক",Absorber
শোষক মাধ্যম*,Absorbing medium
শোষণ ক্ষমতা,Absorbing power
শোষণ,Absorptance
শোষণ যন্ত্র*,Absorptiometer
শোষণমিতি*,Absorptiometry
শোষণ,Absorption
শোষণ - ব্যান্ড*,Absorption band
শোষণ সার্কিট,Absorption circuit
শোষণ গুণাঙ্ক,Absorption coeffieient
শোষণ কলাম,Absorption column
শোষণ ধ্রুবক,Absorption constant
শোষণ ধারাবাহিকতা,Absorption continua
শোষণ অঞ্চল,Absorption cross section
শোষণ বর্তমান,Absorption current
শোষণ বক্ররেখা*,Absorption curve (=transmission curve)
শোষণ ফ্র্যাকচার,Absorption discontinuity
শোষণ কোর,Absorption edge
শোষণ ফ্যাক্টর,Absorption factor
শোষণ ফিল্টার,Absorption filter
শোষণ শিখা ফটোমেট্রি*,Absorption flame photometry
শোষণ হাইগ্রোমিটার,Absorption hygrometer
শোষণ সূচক,Absorption index
শোষণ প্রান্তিক,Absorption limit
শোষণ লাইন,Absorption line
শোষণ ক্ষতি,Absorption loss
শোষণ মড্যুলেশন,Absorption modulation=loss modulation
আলো শোষণ,Absorption of light
বিকিরণ শক্তি শোষণ,Absorption of radiant energy
শোষণ শিখর,Absorption peak
শোষণ ফটোমেট্রি,Absorption photometry
শোষণ অনুপাত,Absorption ratio
শোষণ পরিসীমা*,Absorption series
শোষণ স্পেকট্রাম ফটোমেট্রি*,Absorption spectro photometry
শোষণ বর্ণালী*,Absorption spectrum
"শোষণ নল, শোষণ নল",Absorption tube
শোষণ হাইগ্রোমিটার,Absorption vavemeter
শোষক*,Absorptive
শোষক বাষ্পীভবনকারী,Absorptive attenuator
শোষণ আইন*,Absorptive law
শোষণ মাধ্যম,Absorptive medium
"শোষণ ক্ষমতা, শোষণ*",Absorptive power
শোষণ*,Absorptivity
স্টুডিও সজ্জা,Abstract set=studio decoration
বহুগুণ অনুপাত,Abundance ratio
বিভ্রান্তি,Abvolt
সম্পর্কিত,Abwatt
ত্বরান্বিত করা,Accelerate
ত্বরণ-স্টপ দূরত্ব,Accelerate-stop distance
তাড়াতাড়ি,Accelerated
দ্রুত সময়ের প্রভাব পরীক্ষা,Accelerated ageing test
দ্রুত প্রবাহ,Accelerated flow
দ্রুত গতি,Accelerated motion
দ্রুত শরীর,Accelerated system
এক্সিলারেটর ওজনকারী,Accelerating balance
এক্সিলারেটর ইলেক্ট্রোড*,Accelerating electrode
এক্সিলারেটরের সময়*,Accelerating period
এক্সিলারেটর ফেজ,Accelerating phase
অ্যাক্সিলারেটর হার,Accelerating rate
এক্সিলারেটর ভোল্টেজ*,Accelerating voltage
ত্বরণ,Acceleration
ত্বরিত জ্বলন,Acceleration blowout=rich extinction=flame out
ত্বরণ সহগ,Acceleration coefficient
ত্বরণ উপাদান,Acceleration component
মাধ্যাকর্ষণ বলের প্রভাবে গতি বৃদ্ধি,Acceleration due to gravity
ত্বরণ ফ্যাক্টর,Acceleration factor
ত্বরিত চার্জ,Acceleration feedback
অভিকর্ষের ত্বরণ,Acceleration of gravity
ত্বরণ সম্ভাবনা,Acceleration potential
ত্বরণ আইন,Acceleration principle
ত্বরণ প্রক্রিয়া,Acceleration process
ত্বরণ অঞ্চল,Acceleration space
ত্বরণ পদ্ধতি,Acceleration technique
"ত্বরণ সহনশীলতা, ত্বরণ সহনশীলতা",Acceleration tolerance
ত্বরণ ভেক্টর,Acceleration vector
ত্বরণ-ভোল্টেজ,Acceleration voltage
ত্বরণ তরঙ্গ,Acceleration wave
এক্সিলারেটর,Accelerative
"ত্বরণ, ত্বরণক*",Accelerator
অ্যাক্সিলারেটর সমীকরণ,Accelerator equation
এক্সিলারেটর*,Accelerograph
অ্যাক্সিলোমিটার,Accelerometer
অ্যাক্সিলোমিটার মিল,Accelerometer matching
prestresser,Accentuator
বৈধ অক্ষর,Acceptable character
গ্রহণযোগ্যতা কোণ,Acceptance angle
গ্রহণযোগ্যতা স্পেসিফিকেশন,Acceptance specifications
গ্রহণযোগ্য পরীক্ষা,Acceptance test
"গ্রহণকারী*, গ্রহণকারী",Acceptor
রিসেপ্টর পরমাণু,Acceptor atom
রিসেপ্টর বন্ড,Acceptor bond
রিসিভার সার্কিট,Acceptor circuit
রিসেপ্টর স্তর,Acceptor level
দাতা অণু,Acceptor molecule
রিসেপ্টর সম্পত্তি,Acceptor property
রিসেপ্টর সম্পত্তি স্তর,Acceptor property level
অ্যাক্সিলারেটর পায়ের পাতার মোজাবিশেষ,Accererating tube
"অ্যাক্সেস, অপেক্ষা, অ্যাক্সেস",Access
ভুজ অ্যাক্সেস করুন,Access arm
অ্যাক্সেস সিস্টেম,Access mechanism
প্রবেশাধিকার সময়,Access time
অ্যাক্সেসযোগ্যতা,Accessibility
"অতিরিক্ত, সহায়ক, আনুষঙ্গিক (v, ), আনুষাঙ্গিক",Accessory
অতিরিক্ত সীমাবদ্ধতা,Accessory condition
কাকতালীয়,Accidental coincidence
আকস্মিক সংশোধন,Accidental correction
দুর্ঘটনাজনিত বায়োজেনেসিস,Accidental degeneracy
আকস্মিক ডাইভারশন,Accidental double refraction
ভিজিটর ত্রুটি,Accidental error
"হঠাৎ বন্ধ, হঠাৎ বাতা",Accidental jamming
দুর্ঘটনাজনিত সংক্রমণ,Accidental transmission
এলোমেলো পার্থক্য,Accidental variation
সমন্বয়,Accommodation
অবস্থিত,Accumbent
সঞ্চিত ত্রুটি,Accumulated error
"accumulation, accumulation",Accumulation
শক্তি সঞ্চয়,Accumulation of energy
সঞ্চয়ক*,Accumulator
সঠিকতা,Accuracy
বাস্তবতা,Accurate
বাস্তব যন্ত্র পর্যবেক্ষণ,Accurate instrumental observation
সঠিক পরিসীমা চিহ্নিতকারী,Accurate range marker
নির্ভুলতা স্ক্যানিং,Accurate scanning
অনুশীলন করা,Accustomisation
এক্সিলারেটর সেল*,Acdelerating chamber
অ্যাক্রোমেটিক লেন্স*,Achromat
অ্যাক্রোমেটিক*,Achromatic
অ্যাক্রোম্যাটিক বিশ্লেষক,Achromatic analyser
ফ্রিকোয়েন্সি নিরপেক্ষ অ্যান্টেনা,Achromatic antenna
অ্যাক্রোমেটিক আকৃতি,Achromatic figure
অ্যাক্রোম্যাটিক ফ্রিঞ্জ,Achromatic fringe
অ্যাক্রোমেটিক লেন্স*,Achromatic lens
অ্যাক্রোম্যাটিক পয়েন্ট পাথ,Achromatic locus
অ্যাক্রোম্যাটিক লেন্স,Achromatic object lens
অ্যাক্রোমেটিক প্রিজম,Achromatic prism
অ্যাক্রোম্যাটিক টেলিস্কোপ,Achromatic telescope
বর্ণহীনতা*,Achromaticity
অ্যাক্রোমাটাইজেশন*,Achromatisation
বর্ণহীনতা*,Achromatism
"স্থিতিস্থাপক, অবাধ্য, অবাধ্য",Aclastic
"আকর্ণ হোস, বানজু হোস",Acorn tube
ক্ষুদ্রাকৃতির ভালভ,Acorn valve
ইকোফোনি,Acouphony
শাব্দিক,Acoustic
শাব্দ শোষণ,Acoustic absorptivity
অ্যাকোস্টিক অ্যাটেন্যুয়েশন সহগ,Acoustic attenuation coeffcient
অ্যাকোস্টিক অ্যাটেন্যুয়েশন,Acoustic attenuation constant
শাব্দ চোর অ্যালার্ম,Acoustic burglar alarm
অ্যাকোস্টিক ক্যাপাসিট্যান্স,Acoustic capacitance
শ্রবণ কেন্দ্র,Acoustic centre
শাব্দ ব্যাখ্যা,Acoustic clarifier
শাব্দ আবরণ,Acoustic cloud
শাব্দ প্রতিক্রিয়া,Acoustic compliance
শাব্দিক উপাদান,Acoustic component
শাব্দ পরিবাহিতা,Acoustic conductivity
শাব্দ স্যাঁতসেঁতে,Acoustic damping
শাব্দ বিচ্ছুরণ,Acoustic dispersion
শব্দ হ্যাকার,Acoustic dissipation element
শাব্দ শক্তি*,Acoustic energy
শাব্দ শক্তি সমীকরণ,Acoustic energy equation
শাব্দিক সমীকরণ,Acoustic equation
শাব্দ পুনঃস্থাপন,Acoustic feedback
ক্ল্যাডনি আকার,Acoustic figures (Chladni figures)
শাব্দ ফিল্টার,Acoustic filter
শব্দ জেনারেটর,Acoustic generator
শাব্দ ঝাঁঝরি,Acoustic grating
শব্দের সংরোধ*,Acoustic impedance
শাব্দিক জড়তা,Acoustic inertance
শাব্দ তীব্রতা,Acoustic intensity
শাব্দ হস্তক্ষেপ মিটার,Acoustic interferometer
শাব্দ হস্তক্ষেপ আবিষ্কারক,Acoustic intrusion detector
শাব্দ লেন্স,Acoustic lens
শব্দ লাইন,Acoustic line
শাব্দ ভর,Acoustic mass
শাব্দ উপাদান,Acoustic material
অ্যাকোস্টিক মানে মুক্ত পথ,Acoustic mean free path
শাব্দ মোড,Acoustic mode
শাব্দিক শব্দ,Acoustic noise
শাব্দিক ওহম*,Acoustic ohm
"অ্যাকোস্টিক প্যানেল, অ্যাকোস্টিক বোর্ড",Acoustic panel
শাব্দ ফেজ ধ্রুবক,Acoustic phase constant
শাব্দ রিসিভার,Acoustic pickup (sound box)
শাব্দ চাপ,Acoustic pressure
শব্দের প্রতিসাম্য নিয়ম,Acoustic principle of similarity
শাব্দ সংক্রমণ,Acoustic propagation constant
শাব্দ বৈশিষ্ট্য,Acoustic property
শাব্দ চতুর্ভুজ,Acoustic quardrupole
শাব্দ বিকিরণ উপাদান,Acoustic radiating element
শাব্দ বিকিরণ,Acoustic radiation
শব্দরোধী,Acoustic radiator
অ্যাকোস্টিক রেডিওমিটার,Acoustic radiometer
শাব্দ প্রতিক্রিয়া,Acoustic reactance
অ্যাকোস্টিক পারস্পরিক তত্ত্ব,Acoustic reciprocity theorem
শাব্দ হ্রাস ফ্যাক্টর,Acoustic reduction factor
শাব্দ প্রতিফলন সহগ,Acoustic reflection coefficient
শাব্দ প্রতিসরণ,Acoustic refraction
শাব্দ প্রতিরোধের,Acoustic resistance
শাব্দ প্রতিক্রিয়া,Acoustic responsiveness
শাব্দ বিচ্ছুরণ,Acoustic scattering
শ্রবণ বিন্দু,Acoustic spot
শাব্দিক অনমনীয়তা,Acoustic stiffiness
শাব্দ ব্যবস্থা,Acoustic system
শাব্দ থার্মোমিটার,Acoustic thermometer
শাব্দ বেগ,Acoustic velocity
শব্দ - তরঙ্গ,Acoustic wave
শাব্দিক,Acoustical
শব্দ শোষণ সহগ,Acoustical absorption co-efficient
শব্দ শোষণ উপাদান,Acoustical absorption factor
শাব্দ সার্কিট,Acoustical circuit
শাব্দ প্রতিক্রিয়া,Acoustical compliance
শাব্দ বিলম্ব লাইন,Acoustical delay line
শাব্দ বিকৃতি,Acoustical distortion
শাব্দিক ধ্বনিবিদ্যা,Acoustical energetics
শাব্দ ফিল্টার,Acoustical filter
শব্দের সংরোধ*,Acoustical impedance (=acoustic impedance)
ফোনোগ্রাফ,Acoustical labyrinth
শাব্দিক ওহম*,Acoustical ohm
শাব্দিক ধ্রুবক,Acoustical phase constant
শাব্দিক ফোনন,Acoustical phonan
শাব্দ সংক্রমণ ধ্রুবক,Acoustical propagation constant (=propagation constant)
শব্দ পরিবর্তন সহগ,Acoustical reduction factor
শাব্দ প্রতিরোধের,Acoustical resistance
শাব্দিক অনমনীয়তা,Acoustical stiffness
শব্দ ইউনিট,Acoustical unit
শব্দরোধী,Acoustically insulated
শাব্দ পার্শ্ব লাইন,Acoustico-lateral line
"ধ্বনিবিদ্যা, ধ্বনিবিদ্যা",Acoustics
শব্দ মিটার,Acoustimeter
শব্দ চাপ,Acoustomotive pressure=sound pressure
অধিগ্রহণ রাডার,Acquisition radar
সালোকসংশ্লেষী বিকিরণ,Actinic ray
অ্যাক্টিনিয়াম নির্গমন,Actinium emnation
অ্যাক্টিনো-ইউরেনিয়াম,Actino-uranium
অ্যাক্টিনো-ইউরেনিয়াম সিরিজ,Actino-uranium series
তেজস্ক্রিয়,Actinoelectricity
"অ্যাক্টিনোমিটার, ফটোমাইক্রোমিটার",Actinometer
"কর্ম, কাজ",Action
কর্ম এবং প্রতিক্রিয়া,Action and reaction
কর্ম ধ্রুবক,Action constant
প্রভাব গোলক,Action radium (=effective area)
"সক্রিয়, সক্রিয়",Activated
সক্রিয় বিস্তার,Activated diffusion
"সক্রিয় ফাইবার, সক্রিয় ফাইবার",Activated filament
সক্রিয়করণ প্রভাব,Activating effect
সক্রিয়করণ প্রভাব,Activation
সক্রিয়করণ বিশ্লেষণ,Activation analysis
কার্যকলাপ কেন্দ্র,Activation centre
সক্রিয়করণ পরীক্ষক,Activation cross-section
অ্যাক্টিভেশন শক্তি,Activation energy
সক্রিয়করণ এনট্রপি,Activation entropy
সক্রিয়করণ ওভারভোল্টেজ,Activation over-voltage
সক্রিয়করণ হার,Activation rate
"সক্রিয়কারী, সক্রিয়কারী",Activator
অ্যাক্টিভেটর পরমাণু,Activator atom
এক্সিলারেটর,Activator of accelerator
সক্রিয় শোষণ,Active absorption
সক্রিয় বায়বীয়,Active aerial
বিকিরণ বিপদ অঞ্চল,Active area (controlled area)
সক্রিয় ডিভাইস,Active device
সক্রিয় টার্গেটিং,Active homing
সক্রিয় হাইড্রোজেন*,Active hydrogen
সক্রিয় জাল,Active lattice
সক্রিয় লাইন সক্রিয় লাইন,Active line
সক্রিয় লুপ,Active loop
সক্রিয় কোড*,Active mass
সক্রিয় উপাদান,Active material
সক্রিয় অণু,Active molecule
সক্রিয় জাল,Active network
সক্রিয় পুনর্শোষণ,Active re-absorption
সক্রিয় এলাকা,Active region
সক্রিয় নিয়ন্ত্রণ,Active regulation
সক্রিয় স্যাটেলাইট,Active satellite
সক্রিয় বিচ্ছিন্ন সৌর শিখা,Active sunspot prominence
সক্রিয় মাইক্রোনিউট্রিয়েন্ট,Active trace sub stances
সক্রিয় ট্র্যাকিং সিস্টেম,Active tracking system
সক্রিয় ট্রান্সডুসার,Active transducer
সক্রিয় গ্রহণ,Active uptake
কার্যকলাপ সহগ*,Activity coefficient
কার্যকলাপ সূচক,Activity index
কার্যকলাপ অনুপাত,Activity ratio
কার্যকলাপ ভেক্টর,Activity vector
বাস্তব মনিটর,Actual monitor
প্রকৃত চাপ,Actual stress
ট্রিগার করতে,Actuate
জন্মদাতা,Actuating
জন্মদাতা,Acturator
acuityometer,Acuity meter
শ্রবণ তীক্ষ্ণতা,Acuity of hearing
ছবির তীক্ষ্ণতা মান,Acutance
তীব্র কোণ,Acute angle
ফিসফিস,Acute exposure
তীব্র ত্রিভুজ,Acute triangle
অ্যাসাইক্লিক,Acyclic
অপ্টিমাইজেশান অ্যাপ্লিকেশন,Adaptation manoeuver
অপ্টিমাইজ করা অবস্থা,Adapted stae
অভিযোজিত নিয়ন্ত্রণ ব্যবস্থা,Adaptive control system
অ্যাডাপ্টোমিটার,Adaptometer
অ্যাডকক অ্যান্টেনা,Adcock antenna
যোগফল,Add
সংকলন সময়,Add time
সংকলন-বিয়োগের সময়,Add-subtract time
যোগকারী,Adder
"যোগফল, যোগ, যোগফল (সম্পাদনা), যোজক (v.)",Addition
যোগ ধ্রুবক,Addition constant
ত্বরণ-সমষ্টি নিয়ম,Addition law of acceleration
দূরত্ব-সমষ্টি নিয়ম,Addition law of distance
বেগ-সমষ্টি নিয়ম,Addition law of velocity
ভেক্টরের সমষ্টি,Addition of vectors
সংগ্রহ প্রতিক্রিয়া,Addition reaction
অতিরিক্ত মেঝে,Additional half plane
"সংযোজক স্বর, অতিরিক্ত স্বর (স্বর)",Additional tone
"additive, additive",Additive
সংযোজন ব্যবস্থা,Additive channel
যৌগিক অক্ষর,Additive colour
সামগ্রিক অক্ষর প্রক্রিয়া,Additive colour process
সংযোজন পরিপূরক রঙ,Additive complementary colour
additive ধ্রুবক,Additive constant
সংযোজন ট্র্যাকশন,Additive drag
সংযোজন প্রভাব,Additive effect
সংযোজন ফ্যাক্টর,Additive factor
সংযোজন ফাংশন,Additive function
সংযোজন মিশ্রণ,Additive mixing
সংযোজক মূল,Additive primary
সংযোজন প্রক্রিয়া,Additive process
যোগযোগ্যতা,Additive property
সংযোজন কোয়ান্টাম সংখ্যা,Additive quantum number
সংগ্রহ প্রতিক্রিয়া,Additive reaction
যোগযোগ্যতা,Additivity
aditron,Additron
জানি*,Address
ঠিকানা গণনা,Address computation
ঠিকানা,Address counter
ঠিকানা এনক্রিপশন,Address decoding
ঠিকানা অভিব্যক্তি,Address expression
ঠিকানাযোগ্যতা,Address facility
ঠিকানার অংশ,Address format
ঠিকানা আলো,Address light
ঠিকানা পরিবর্তন,Address modification
পতনশ,Address part
ঠিকানা রেজিস্টার,Address register
ঠিকানা নির্বাচন সুইচ,Address selection swith
ঠিকানা সাজানোর টেবিল,Address table sort
সম্বোধন,Addressing
adresograph,Addressograph
ঠিকানা সিস্টেম,Addresssing system
আনুগত্য,Adhesion
আনুগত্য চাপ,Adhesion tension
আঠালো শক্তি,Adhesional energy
আঠালো ব্লকিং,Adhesive blocking
adiabat,Adiabat
adiabatic,Adiabatic
adiabatic ত্বরণ,Adiabatic acceleration
adiabatic অনুমান,Adiabatic approximation
adiabatic ভলিউম সহগ,Adiabatic bulk modulus
adiabatic থার্মোমিটার,Adiabatic calorimeter
adiabatic পরিবর্তন,Adiabatic change
"adiabatic চার্ট, adiabatic চার্ট",Adiabatic chart
adiabatic কম্প্রেসিবিলিটি,Adiabatic compressibility
adiabatic কম্প্রেশন,Adiabatic compression
adiabatic গর্ভনিরোধক,Adiabatic containment
adiabatic কুলিং সীমা,Adiabatic cooling limit
adiabatic বক্ররেখা,Adiabatic curve
adiabatic বিকৃতি,Adiabatic deformation
adiabatic demagnetization,Adiabatic demagnetisation
adiabatic রেজল্যুশন,Adiabatic dissociation
adiabatic স্থানচ্যুতি,Adiabatic drift
adiabatic প্রভাব,Adiabatic effect
adiabatic স্থিতিস্থাপকতা,Adiabatic elasticity
adiabatic ellipsoid,Adiabatic ellipse
adiabatic পূর্ণ-তাপ ক্ষতি,Adiabatic enthalpy drop
adiabatic সমীকরণ,Adiabatic equation
adiabatic রাষ্ট্র সমীকরণ,Adiabatic equation of state
adiabatic ভারসাম্য তাপমাত্রা,Adiabatic equilibrium temperature
adiabatic ভারসাম্য,Adiabatic equillibrium
adiabatic স্প্রেড,Adiabatic expansion
adiabatic শিখা তাপমাত্রা,Adiabatic flame temperature
adiabatic প্রবাহ,Adiabatic flow
adiabatic উচ্চারণ,Adiabatic fluctuations
adiabatic গ্যাস সমীকরণ,Adiabatic gas equation
adiabatic গ্রেডিয়েন্ট,Adiabatic gradient
adiabatic তাপ ক্ষতি,Adiabatic heat drop
adiabatic ionization সম্ভাব্যতা,Adiabatic ionization potential
adiabatic অবচয় হার,Adiabatic lapse rate
adiabatic ভরবেগ চার্জ,Adiabatic momentum charge
adiabatic প্রক্রিয়া,Adiabatic process
adiabatic প্রতিক্রিয়া,Adiabatic reaction
adiabatic নড়াচড়া,Adiabatic speed
adiabatic বিকৃতি শক্তি,Adiabatic strain energy
adiabatic শরীর,Adiabatic system
adiabatic তাপ গ্রেডিয়েন্ট,Adiabatic temperature gradient
adiabatic abatement,Adiabatic throttling
adiabatic রূপান্তর,Adiabatic transformation
"সালোকসংশ্লেষণ, বিকিরণ বিরোধী",Adiactinic
তাপ অপর্যাপ্ততা,Adiathermancy
তাপ নিরোধক,Adiathermanous
AIden,Adion
সংলগ্ন প্রভাব,Adjacency effect
"সংলগ্ন, সংলগ্ন, সংলগ্ন",Adjacent
সংলগ্ন কোণ,Adjacent angle
আবদ্ধ চ্যানেল অ্যাটেন্যুয়েশন,Adjacent channel attenuation
আবদ্ধ সার্কিট,Adjacent circuit
আবদ্ধ পর্যায়,Adjacent phase
"সংযুক্ত ভিডিও ক্যারিয়ার, সংযুক্ত ইমেজ ক্যারিয়ার",Adjacent picture carrier=adjacent vision carrier
আবদ্ধ শব্দ বাহক,Adjacent sound carrier
আবদ্ধ চ্যানেল নির্বাচন,Adjeacent channel selectivity
আবদ্ধ চ্যানেল বাধা,Adjecent channel interference
সামঞ্জস্যযোগ্য ক্যাপাসিটর,Adjestable condenser
সামঞ্জস্যযোগ্য লেন্স ধারক,Adjestable lens holder
সামঞ্জস্যযোগ্য ম্যাগনিফায়ার,Adjestable magnifier
নিয়মিত চাপ,Adjestable pressure
সামঞ্জস্যযোগ্য শর্ট সার্কিট,Adjestable short
সমন্বয়,Adjustor
অনুপ্রবেশ,Admittance
অনুপ্রবেশ অপারেটর,Admittance operator
শোষণ*,Adsorption
অগ্রিম বল,Advance ball
এগিয়ে,Advanced
বর্ধিত পরিবাহী বধিরতা,Advanced conductive deafness
সামনের সম্ভাবনা,Advanced potential
প্রগতিশীল তরঙ্গ,Advancing wave
প্রগতিশীল তরঙ্গ সামনে,Advancing wave front
ভেন্ট্রাল বীণা,Aeolian harp
বায়বীয় স্বন,Aeolian tone
"eon (বছর), যুগ",Aeon
"আকাশি, ভাইভা (v.) Ariel (ed.)",Aerial
বায়বীয় অ্যারে,Aerial array
অ্যান্টেনা অ্যাটেনুয়েটর,Aerial attenuator
অ্যান্টেনা বুস্টার,Aerial booster
বায়বীয় তারের,Aerial cable
এয়ার ক্যামেরা,Aerial camera
অ্যান্টেনা সার্কিট ব্রেকার,Aerial circuit breaker
অ্যান্টেনা নিয়ন্ত্রণ বোর্ড,Aerial control table
অ্যান্টেনা অপ্রাসঙ্গিক সংকেত,Aerial cross talk
অ্যান্টেনা প্রবাহ,Aerial current
অ্যান্টেনা স্যাঁতসেঁতে,Aerial damping
অ্যান্টেনা আর্থ কন্টাক্টর সুইচ,Aerial earthing switch
অ্যান্টেনার দক্ষতা,Aerial efficiency
বায়বীয় বৈদ্যুতিক মুছে ফেলার মেশিন,Aerial electric erasing machine
অ্যান্টেনা আপগ্রডার,Aerial elevation pawl
অ্যান্টেনা উত্তেজনা,Aerial excitation
বায়বীয় কুয়াশা,Aerial fog
অ্যান্টেনা প্রতিবন্ধকতা,Aerial impedance
অ্যান্টেনা আবেশ,Aerial inductance
অ্যান্টেনা অন্তরক অন্তরক,Aerial lead insulator
অ্যান্টেনা লাইন,Aerial line
অ্যান্টেনা লোড কয়েল,Aerial loading inductane=antenna loading coil
অ্যান্টেনা ক্ষতি,Aerial loss
অ্যান্টেনার শব্দ,Aerial noise
আকাশ ছবির ব্যাখ্যা,Aerial photo-interpretation
বায়বীয় ফটোগ্রামমেট্রি,Aerial photogrammetry
বায়বীয় ছবি,Aerial photograph
আকাশ থেকে ছবি তোলা,Aerial photography
অ্যান্টেনা শক্তি,Aerial power
অ্যান্টেনা বিকিরণ প্রতিরোধের,Aerial radiation resistance
অ্যান্টেনা বিক্রিয়া,Aerial reactance
অ্যান্টেনা ঘোরানো ডায়াল,Aerial repeat dial
