Bengali,Punjabi
কফার বাঁধ,ਕੋਫਰ ਡੈਮ
সংহতি,ਤਾਲਮੇਲ
কলয়েড,ਕੋਲਾਇਡ
কোলয়েডাল আর্দ্রতা সমতুল্য অনুপাত,ਕੋਲੋਇਡਲ ਨਮੀ ਦੇ ਬਰਾਬਰ ਅਨੁਪਾਤ
কলয়েডাল সিস্টেম,ਕੋਲੋਇਡਲ ਸਿਸਟਮ
কোলুভিয়াল মাটি,ਕੋਲੋਵੀਅਲ ਮਿੱਟੀ
কলাম,ਕਾਲਮ
কম্বড ফিনিস,ਕੰਬਡ ਮੁਕੰਮਲ
সম্মিলিত পাদদেশ,ਸੰਯੁਕਤ ਪੈਰ
মিলিত জল,ਸੰਯੁਕਤ ਪਾਣੀ
বৈঠকখানা,ਸਾਂਝਾ ਕਮਰਾ
সমাপনী সনদ,ਮੁਕੰਮਲਤਾ ਸਰਟੀਫਿਕੇਟ
উপাদান বর্গক্ষেত্র,ਕੰਪੋਨੈਂਟ ਵਰਗ
কংক্রিট,ਕੰਕਰੀਟ
কংক্রিশন,ਕੰਕਰੀਸ਼ਨ
একত্রিত হার/সমতল হার,ਏਕੀਕ੍ਰਿਤ ਦਰ/ਫਲੈਟ ਦਰ
দূষক,ਗੰਦਗੀ
আলকোভ রান্না করা,ਐਲਕੋਵ ਪਕਾਉਣਾ
মোকাবিলা করা,ਮੁਕਾਬਲਾ ਕਰਨਾ
করবেল,ਕੋਰਬੇਲ
কার্নিস,ਕਾਰਨੀਸ
কাপলার,ਕਪਲਰ
"যুগল, দ্বিগুণ","ਕਪਲਰ, ਡਬਲ"
"কাপলার, পুটলগ","ਕਪਲਰ, ਪੁਟਲੌਗ"
"কাপলার, সুইভেল","ਕਪਲਰ, ਘੁਮਾਣ ਵਾਲਾ"
কোর্স,ਕੋਰਸ
র্যান্ডম ধ্বংসস্তূপ রাজমিস্ত্রি কোর্স করা,ਕੋਰਸ ਕੀਤਾ ਬੇਤਰਤੀਬ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
ঢাকা এলাকা,ਕਵਰ ਕੀਤਾ ਖੇਤਰ
হামাগুড়ি,ਕ੍ਰੀਪ
ক্রীপ সহগ,ਕ੍ਰੀਪ ਗੁਣਾਂਕ
ক্রোটোভাইন,ਕਰੋਟੋਵਾਈਨ
কাকের পা,ਕਾਂ ਦੇ ਪੈਰ
চূর্ণবিচূর্ণ গঠন,ਟੁਕੜਾ ਬਣਤਰ
প্রতিবন্ধক,ਕਰਬ
কারেন্ট,ਵਰਤਮਾਨ
বক্ররেখা প্রতিরোধের,ਕਰਵ ਪ੍ਰਤੀਰੋਧ
স্যাঁতসেঁতে প্রুফ কোর্স,ਨਮੀ ਪਰੂਫ਼ ਕੋਰਸ
সমাপ্তির তারিখ,ਮੁਕੰਮਲ ਹੋਣ ਦੀ ਮਿਤੀ
মৃত লোড,ਡੈੱਡ ਲੋਡ
মরা জল,ਮਰੇ ਹੋਏ ਪਾਣੀ
ডেসিবেল,ਡੈਸੀਬਲ
ডিফ্লোকুলেশন,Deflocculation
বায়ুচলাচল বা বায়ু স্থান অনুপাত ডিগ্রী,ਹਵਾਬਾਜ਼ੀ ਜਾਂ ਏਅਰ ਸਪੇਸ ਅਨੁਪਾਤ ਦੀ ਡਿਗਰੀ
সমষ্টির ডিগ্রি,ਏਕੀਕਰਣ ਦੀ ਡਿਗਰੀ
বিচ্ছুরণ ডিগ্রী,ਫੈਲਾਅ ਦੀ ਡਿਗਰੀ
স্যাচুরেশন ডিগ্রী,ਸੰਤ੍ਰਿਪਤਾ ਦੀ ਡਿਗਰੀ
ঘনত্ব,ਘਣਤਾ
মরুভূমির ফুটপাথ,ਮਾਰੂਥਲ ਫੁੱਟਪਾਥ
মরুভূমির মাটি,ਮਾਰੂਥਲ ਦੀ ਮਿੱਟੀ
বিস্তারিত,ਵੇਰਵੇ
উন্নয়নের সময়কাল,ਵਿਕਾਸ ਦੀ ਮਿਆਦ
ডি-দিগন্ত,ਡੀ-ਹੋਰੀਜ਼ਨ
তির্যক বন্ধন,ਵਿਕਰਣ ਬੰਧਨ
ডায়াগ্রাম,ਚਿੱਤਰ
ডিজিটাল ডক,ਡਿਜੀਟਲ ਡੌਕ
পার্থক্য জলের হার,ਵਿਭਿੰਨ ਪਾਣੀ ਦੀ ਦਰ
পাতলা বায়ুচলাচল,ਪਤਲਾ ਹਵਾਦਾਰੀ
ডিলুভিয়াম,ਡਾਇਲੁਵੀਅਮ
খাবার কক্ষ,ਭੋਜਨ ਕਕਸ਼
দিকনির্দেশনা পেগ,ਦਿਸ਼ਾ ਪੈਗ
বিচ্ছুরণ,ਫੈਲਾਅ
ডিস্টেম্পার,ਡਿਸਟੈਂਪਰ
ডক,ਡੌਕ
দরজা,ਦਰਵਾਜ਼ਾ
ডর্মার,ਡੋਰਮਰ
ডর্মার চেক,ਡੋਰਮਰ ਜਾਂਚ
ডাবল ফ্লেমিশ বন্ড,ਡਬਲ ਫਲੇਮਿਸ਼ ਬਾਂਡ
ডবল লেয়ার,ਡਬਲ ਪਰਤ
দোয়েল,ਡੌਲ
অঙ্কন বোর্ড,ਡਰਾਇੰਗ ਬੋਰਡ
বৈঠকখানা,ਡਰਾਇੰਗ ਰੂਮ
প্রবাহ,ਵਹਿਣਾ
শুকনো বাল্বের তাপমাত্রা,ਸੁੱਕੇ ਬੱਲਬ ਦਾ ਤਾਪਮਾਨ
শুকনো ডক,ਸੁੱਕੀ ਡੌਕ
শুকনো রাবার রাজমিস্ত্রি,ਸੁੱਕੀ ਰਬੜ ਦੀ ਚਿਣਾਈ
ডাচ বন্ড,ਡੱਚ ਬਾਂਡ
বামন প্রাচীর,ਬੌਣੀ ਕੰਧ
বাস ইউনিট,ਨਿਵਾਸ ਯੂਨਿਟ
ইভ,ਈਵ
ইভস নর্দমা,ਈਵਸ ਗਟਰ
অর্থনৈতিক সম্ভাব্যতা,ਆਰਥਿਕ ਵਿਵਹਾਰਕਤਾ
এক্টোডাইনামরফিক মাটি,ਐਕਟੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ
এডি,ਐਡੀ
কার্যকরী আকার,ਪ੍ਰਭਾਵੀ ਆਕਾਰ
প্রস্ফুটিত,ਪ੍ਰਫੁੱਲਤ
বর্জ্য,ਪ੍ਰਵਾਹ
উচ্চতা,ਉਚਾਈ
ইলুভিয়েশন,ਐਲੂਵੀਏਸ਼ਨ
এলুভিয়াম,ਐਲੂਵਿਅਮ
এন্ডোডাইনামরফিক মাটি,ਐਂਡੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ
ইঞ্জিনিয়ারিং সম্ভাব্যতা,ਇੰਜੀਨੀਅਰਿੰਗ ਵਿਵਹਾਰਕਤਾ
ইংরেজি বন্ড,ਅੰਗਰੇਜ਼ੀ ਬਾਂਡ
ইংরেজি বাগান প্রাচীর বন্ধন,ਅੰਗਰੇਜ਼ੀ ਬਾਗ ਦੀ ਕੰਧ ਬਾਂਡ
"EPM (প্রতি মিলিয়নের সমতুল্য),&quot;","EPM (ਪ੍ਰਤੀ ਮਿਲੀਅਨ ਦੇ ਬਰਾਬਰ),&quot;"
সমান ওজন,ਬਰਾਬਰ ਭਾਰ
অর্গ,ਅਰਗ
বিনিময়যোগ্য,ਵਟਾਂਦਰੇਯੋਗ
বিনিময়যোগ্য অম্লতা,ਬਦਲਣਯੋਗ ਐਸਿਡਿਟੀ
বিনিময়যোগ্য সোডিয়াম শতাংশ (ESP),ਬਦਲਣਯੋਗ ਸੋਡੀਅਮ ਪ੍ਰਤੀਸ਼ਤ (ESP)
ই এস পি,ਈ.ਐੱਸ.ਪੀ.
এক্সচেঞ্জ অ্যাসিডিটি,ਐਕਸਚੇਂਜ ਐਸਿਡਿਟੀ
এক্সচেঞ্জ কমপ্লেক্স,ਐਕਸਚੇਂਜ ਕੰਪਲੈਕਸ
নিষ্কাশন,ਨਿਕਾਸ
উন্মুক্ত ফিনিস,ਪ੍ਰਗਟ ਮੁਕੰਮਲ
আই,ਆਈ
ভুরু,ਅੱਖ ਦਾ ਭਾਂਡਾ
সম্মুখ,ਸਾਹਮਣਾ ਕਰਨਾ
বন্ড সম্মুখীন,ਬਾਂਡ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
নিরাপত্তার ফ্যাক্টর,ਸੁਰੱਖਿਆ ਦਾ ਕਾਰਕ
পতন,ਗਿਰਾਵਟ
ফেসিয়া,ਫੇਸੀਆ
ফেসিয়া বোর্ড,ਫੇਸੀਆ ਬੋਰਡ
দোষ,ਨੁਕਸ
মাঠের আর্দ্রতা,ਖੇਤ ਦੀ ਨਮੀ
চূড়ান্ত আর্দ্রতা সমতুল্য,ਅੰਤਮ ਨਮੀ ਦੇ ਬਰਾਬਰ
