Telugu,Hindi
అదనంగా పట్టిక,योग सारणी
సంకలిత లక్షణం,योज्य गुण
మోడ్‌ను జోడించండి,योग विधा
ఆపరేషన్ జోడించండి,योग संक्रिया
చిరునామా,पता
చిరునామా కొలత,पतायोग्यता माप
చిరునామా క్షితిజ సమాంతర స్థానం,पतायोग्य क्षौतिज स्थिति
చిరునామా పాయింట్,पतायोग्य बिन्दु
చిరునామా స్థానం,पतायोग्य स्थिति
చిరునామా రిజిస్టర్,पतायोग्य पंजी
చిరునామా నిల్వ,पतायोग्य भंडारण
చిరునామా నిలువు స్థానం,पतायोग्य ऊर्ध्वाधर स्थिति
చిరునామా బస్సు,पता बस
చిరునామా కోడ్,पता कूट
చిరునామా కంపారిటర్,पता तुलनित्र
చిరునామా గణన,पता अभिकलन
చిరునామా స్థిరాంకం,पता अचर
చిరునామా మార్పిడి,पता रूपांतरण
చిరునామా డేటా,पता आँकड़े
చిరునామా మెమరీ,पतायुक्त स्मृति
చిరునామా ప్రభావవంతంగా ఉంటుంది,प्रभावी पता
చిరునామా ఫీల్డ్,पता क्षेत्र
చిరునామా ఆకృతి,पता संरूप
చిరునామా ఉచిత ప్రోగ్రామ్,पता निरपेक्ष क्रमादेश
చిరునామా,पताभिगमन
"చిరునామా
 పాత్ర",पताभिगमन संप्रतीक
అంతరాయాన్ని పరిష్కరించడం,पताभिगमन अंतरायन
చిరునామా లూప్,पताभिगमन पाश
వర్చువల్ మెమరీని పరిష్కరించడం,पताभिगमन आभासी स्मृति
చిరునామా ఇంటర్లేసింగ్,पता अंतर्ग्रथन
చిరునామా లేని సూచనల ఆకృతి,पतारहित अनुदेश संरुप
చిరునామా లైన్,पता लाइन
చిరునామా మ్యాపింగ్,पता प्रतिचित्रण
చిరునామా గుర్తు,पता चिह्न
చిరునామా మార్పు,पता आपरिवर्तन
చిరునామా భాగం,पता भाग
చిరునామా పాయింటర్,पता संकेतक
చిరునామా రిజిస్టర్,पता पंजी
చిరునామా సిగ్నల్,पता संकेत
చిరునామా పరిమాణం,पता आमाप
చిరునామా స్థలం,पता स्थान
చిరునామా స్పేస్ ఐడెంటిఫైయర్,पता स्थान अभिज्ञापक
చిరునామా స్టాప్,पता विराम
చిరునామా ట్రేస్,पता अनुरेख
చిరునామా ట్రాక్,पता मार्ग
చిరునామా అనువాదం,पता अनुवाद
చిరునామా అనువాదకుడు,पता अनुवादक
జోడించు-ఉపశమనం సమయం,संकलन व्यवकलन काल
సమయాన్ని జోడించండి,संकलन काल
ప్రక్కనే,संलग्नता
ప్రక్కనే ఉన్న నిర్మాణం,संलग्नता संरचना
ప్రక్కనే ఉన్న ఛానల్,संलग्न प्रणाल
ప్రక్కనే ఉన్న డొమైన్,संलग्न प्रांत
ప్రక్కనే ఉన్న మాతృక,सहखंडज मैट्रिक्स
ప్రక్కనే ఉన్న నోడ్,संलग्न आसंधि
ప్రక్కనే ఉన్న సబ్‌యారియా,संलग्न उपक्षेत्र
అడ్జాయింట్ (సిస్టమ్),संलग्न (तंत्र)
సర్దుబాటు,समायोजन
సర్దుబాటు పరిధి,समायोज्य विस्तार
టెక్స్ట్ మోడ్‌ను సర్దుబాటు చేయండి,समायोज्य पाठ्यांश विधा
అడ్మినిస్ట్రేటివ్ డేటా ప్రాసెసింగ్,प्रशासनिक आँकड़ा संसाधन
పరిపాలనా ఆపరేషన్,प्रशासनिक प्रचालन
అడ్మినిస్ట్రేటివ్ ఆపరేటర్,प्रशासनिक प्रचालक
అడ్మినిస్ట్రేటివ్ ఆపరేటర్ స్టేషన్,प्रशासनिक प्रचालन केन्द्र
పరిపాలనా మద్దతు వ్యవస్థ,प्रशासन सहाय तंत्र
అధునాతన కమ్యూనికేషన్ సేవ,उन्नत संचार सेवा
అధునాతన సమాచార వ్యవస్థ,उन्नत सूचना तंत्र
అధునాతనమైన ఆప్టికల్ క్యారెక్టర్ రీడర్,उन्नत प्रकाशिक संप्रतीक पठित्र
అధునాతన శాస్త్రీయ కంప్యూటర్,उन्नत वैज्ञानिक अभिकलित्र
ఆకాశయాన,एरियल
మొత్తం,पुंज
మొత్తం వ్యక్తీకరణ,पुंज व्यंजक
లక్ష్య వృత్తం,संधानित्र
లక్ష్యం ఫీల్డ్ (= లక్ష్యం చిహ్నం),संधान प्रतीक
లక్ష్యం చిహ్నం,संधान प्रतीक
వాయుమార్గాన కంప్యూటర్ వ్యవస్థ,वायुवाहित अभिकलित्र तंत्र
బీజగణిత ఈజెన్వాల్యూ సమస్య,बीजीय आइगनमान समस्या
"బీజగణితం
 అనుసంధానం",बीजीय समाकलन
బీజగణిత భాష,"बीजीय भाषा, बीज भाषा"
బీజగణిత మానిప్యులేషన్,बीजीय प्रकलन
బీజగణిత మానిప్యులేషన్ భాష,बीजीय प्रकलन भाषा
బీజగణిత ఆధారిత భాష,बीजोन्मुखी भाषा
బీజగణిత షిఫ్ట్,बीजीय विस्थापन
బీజగణిత సంకేత సమావేశం,बीजीय चिह्न परिपाटी
ఆల్గోల్,ऐल्गॉल
ఆల్గోల్ ఫీచర్,ऐल्गॉल लक्षण
ఆల్గోల్ ప్రోగ్రామింగ్,ऐल्गॉल क्रमादेशन
అల్గోరిథం,"कलन विधि, एल्गोरिथ्म"
అల్గోరిథం అసోసియేటివ్ లాంగ్వేజ్,कलन विधि साहचर्य भाषा
అల్గోరిథం వర్గీకరణ,कलन विधि वर्गीकरण
అల్గోరిథం సంక్లిష్టత,कलन विधि जटिलता
అల్గోరిథం కంప్యూటబిలిటీ,कलन विधि अभिकलनीयता
అల్గోరిథమిక్ విశ్లేషణ,कलन विधि विश्लेषण
అల్గోరిథమిక్ విధానం,कलनविधीय उपगमन
అల్గోరిథమిక్ భాష,कलनविधीय भाषा
అల్గోరిథమిక్ దినచర్య,कलनविधीय नेमका
అల్గోరిథమిక్ సిద్ధాంతం,कलनविधीय सिद्धांत
అలియాస్,अपर
అలియాసింగ్,उपघटन
అలియాస్ పేరు (= ప్రత్యామ్నాయ పేరు),"अपर नाम, उर्फ नाम"
అమరిక,सरेखण
కేటాయించండి,नियतन
కేటాయింపు నిర్మాణం,नियतन संरचना
ఆల్-పర్పస్ కంప్యూటర్,सर्वोद्देशीय अभिकलित्र
అక్షర పాత్ర,अक्षरात्मक संप्रतीक
అక్షర అక్షర సమితి,अक्षरात्मक संप्रतीक समुच्चय
అక్షర అక్షర ఉపసమితి,अक्षरात्मक संप्रतीक उपसमुच्चय
అక్షర కోడ్,अक्षरात्मक कूट
అక్షర షిఫ్ట్,अक्षरात्मक विस्थापन
అక్షర స్ట్రింగ్,अक्षरात्मक रज्जु
అక్షర పదం,अक्षरात्मक शब्द
వర్ణమాల,वर्णानुक्रमण
ఆల్ఫాజియోమెట్రిక్స్,अक्षरात्मक ज्यामितिकी
ఆల్ఫామెరిక్,अक्षरांकीय
ఆల్ఫామోసాయిక్,अल्फामोजेक
ఆల్ఫాన్యూమరిక్,अक्षरांकीय
ఆల్ఫాన్యూమరికల్ కీబోర్డ్ పరికరం,अक्षरांकीय कुंजीपटल युक्ति
ఆల్ఫాన్యూమరిక్ క్యారెక్టర్ సెట్,अक्षरांकीय संप्रतीक समुच्चय
ఆల్ఫాన్యూమరిక్ కోడ్,अक्षरांकीय कूट
ఆల్ఫాన్యూమరిక్ కోడెడ్ క్యారెక్టర్ సెట్,अक्षरांकीय कूटलिखित संप्रतीक समुच्चय
ఆల్ఫాన్యూమరిక్ డేటా,अक्षरांकीय आँकड़े
ఆల్ఫాన్యూమరిక్ డిస్ప్లే పరికరం,अक्षरांकीय प्रदर्श युक्ति
ఆల్ఫాన్యూమరిక్ సవరించిన పాత్ర,अक्षरांकीय संपादित संप्रतीक
ఆల్ఫాన్యూమరిక్ ఫీల్డ్,अक्षरांकीय क्षेत्र
ఆల్ఫాన్యూమరిక్ ఇన్స్ట్రక్షన్,अक्षरांकीय अनुदेश
ఆల్ఫాన్యూమరిక్ కీబోర్డ్,अक्षरांकीय कुंजी पटल
ఆల్ఫాన్యూమరిక్ విధమైన,अक्षरांकीय शाटन
ఆల్ఫాన్యూమరిక్ స్టోరేజ్,अक्षरांकीय भंडारण
మార్చగల మెమరీ,परिवर्तनीय स्मृति
మార్పు స్విచ్,परिवर्तन स्विच
మార్చడం,परिवर्तन
ఆల్టర్ మోడ్,परिवर्तन विधा
ప్రత్యామ్నాయ రికవరీ,वैकल्पिक पुनःप्राप्ति
ప్రత్యామ్నాయ మార్గం,वैकल्पिक मार्ग
ప్రత్యామ్నాయ రౌటింగ్,वैकल्पिक मार्गचयन
ప్రత్యామ్నాయ ట్రాక్,वैकल्पिक मार्ग
ప్రత్యామ్నాయం (= లేదా ఆపరేషన్),अथवा' संक्रिया
ప్రత్యామ్నాయ లక్షణం,वैकल्पिक गुण
ప్రత్యామ్నాయ తిరస్కరణ (= మరియు ఆపరేషన్ కాదు),तथा पूरक' संक्रिया
అస్పష్టత లోపం,संदिग्धता त्रुटि
అస్పష్టమైన సూచన,संदिग्धता संर्दभ
అనలాగ్,अनुरूप
అనలాగ్ యాడర్,अनुरूप योजक
అనలాగ్ ఛానల్,अनुरूप प्रणाल
అనలాగ్ కంప్యూటర్,अनुरूप अभिकलित्र
అనలాగ్ కన్వర్టర్,अनुरूप परिवर्तक
అనలాగ్ డేటా,अनुरूप आँकड़े
అనలాగ్ డివైడర్,अनुरूप विभाजनी
అనలాగ్ ఫెసిలిటీ టెర్మినల్,अनुरूप सुविधा टर्मिनल
"అనలాగ్ ఫంక్షన్
 జనరేటర్",अनुरूप फलन जनक
అనలాగ్ ఇంటిగ్రేషన్,अनुरूप समाकलन
అనలాగ్ గుణకం,अनुरूप गुणक
అనలాగ్ ప్రోగ్రామింగ్,अनुरूप क्रमादेशन
అనలాగ్ స్కేలింగ్,अनुरूप मापन
అనలాగ్ సిగ్నల్,अनुरूप संकेत
అనలాగ్ అనుకరణ,अनुरूप अनुकार
అనలాగ్ స్విచ్,अनुरूप स्विच
అనలాగ్ వ్యవస్థ,अनुरूप तंत्र
"డిజిటల్‌కు అనలాగ్
 కన్వర్టర్",अनुरूप अंकीय परिवर्तक
"డిజిటల్‌కు అనలాగ్
 ఎన్కోడర్",अनुरूप अंकीयकूटलेखक
అనలాగ్ ట్రాన్స్మిషన్,अनुरूप संचरण
అనలాగ్ రకం,अनुरूप प्रकार
విశ్లేషణ బ్లాక్,विश्लेषण खंड़क
విశ్లేషణ మోడ్,विश्लेषण विधा
విశ్లేషణాత్మక ఇంజిన్,वैश्लेषिक इंजन
పూర్వీకుల పని,पूर्वज कार्य
సహాయక పరికరాలు,सहायक उपकरण
మరియు,तथा'
మరియు సర్క్యూట్,तथा' परिपथ
మరియు మూలకం,तथा' अवयव
మరియు గేట్,तथा' द्वार
మరియు మాస్కింగ్,तथा' प्रच्छादन
మరియు ఆపరేషన్ కాదు (= మినహాయింపు,अपवर्जन
మరియు ఆపరేషన్,तथा' संक्रिया
అనెక్స్ మెమరీ,चयक स्मृति
ఉల్లేఖనం,टिप्पण
అనన్సియేటర్,आख्यापित्र
తిరిగి సమాధానం ఇవ్వండి,तुरत उत्तर
సమాధానం ఆలస్యం,उत्तर विलंब
సమయం సమాధానం,उत्तर काल
సమాధానం దీపం,उत्तर बत्ती
జవాబు జాబితా,उत्तर सूची
సమాధానం మాత్రమే,केवल उत्तर
Ntic హించే మోడ్,प्रत्याशा विधा
ముందస్తు బఫరింగ్,प्रत्याशामूलक चयकन
ముందస్తు క్యారీ,प्रत्याशामूलक हासिल
ముందస్తు పేజింగ్,प्रत्याशामूलक पृष्ठन
ప్రతిస్కందకం ఆపరేషన్,प्रतिसंपाती संक्रिया
ప్రతిస్కందకం మూలకం,प्रतिसंपाती अवयव
అపెరియోడిక్ యాంటెన్నా,अनावर्ती ऐन्टेना
ఎపర్చరు కార్డు,द्वारक पत्रक
ఎపర్చరు కోడ్,द्वारक कूट
ఎపర్చరు సమయం,द्वारक काल
అనుబంధం,अनुबंध
అనుబంధ పని,अनुबंध कार्य
అప్లికేషన్ డెవలపర్,अनुप्रयोग विकासक
అప్లికేషన్ లేయర్,अनुप्रयोग स्तर
అప్లికేషన్ ఓరియెంటెడ్ లాంగ్వేజ్,अनुप्रयोग मूलक भाषा
అప్లికేషన్ ప్యాకేజీ,अनुप्रयोग (क्रमादेश) संकुल
అప్లికేషన్ ప్రోగ్రామ్,अनुप्रयोग क्रमादेश
అప్లికేషన్ ప్రోగ్రామింగ్,अनुप्रयोग क्रमादेशन
అప్లికేషన్ అవసరం భాష,अनुप्रयोग अपेक्षित भाषा
అప్లికేషన్ సాఫ్ట్‌వేర్,अनुप्रयोग प्रक्रिया सामग्री
అప్లిక్,अधिरोपण
ఉజ్జాయింపు సిద్ధాంతం,सन्निकटन सिद्धांत
ఏకపక్ష ప్రాప్యత,स्वेच्छ अभिगम
ఏకపక్ష సీక్వెన్స్ కంప్యూటర్,स्वेच्छ अनुक्रम अभिकलित्र
మధ్యవర్తిత్వ,मध्यस्थ
వాస్తుశిల్పం,"वास्तुकला, स्थापत्यकला"
ఆర్కైవింగ్,पुराभंडारण
స్థల సంకేతం,क्षेत्र कूट
ప్రాంత శోధన,क्षेत्र खोज
ప్రాంత బదిలీ,क्षेत्र स्थानांतरण
ఏరియా వేరియబుల్,क्षेत्र चर
వాదన,स्वतंत्र चर
ఆర్గ్యుమెంట్ చిరునామా,स्वतंत्र चर पता
ఆర్గ్యుమెంట్ జాబితా,स्वतंत्र चर सूची
అంకగణిత బోధన,अंकगणितीय अनुदेश
అంకగణిత మరియు అంకగణిత విభాగం,अंक गणितीय एंव तर्क एकक
అంకగణిత అసైన్‌మెంట్ స్టేట్మెంట్,अंकगणितीय नियतन कथन
అంకగణిత చెక్,अंकगणितीय जाँच
అంకగణిత స్థిరాంకం,अंकगणितीय अचर
అంకగణిత మార్పిడి,अंकगणितीय रूपांतर
అంకగణిత డేటా,अंकगणितीय आँकड़े
అంకగణిత మినహాయింపు,अंकगणितीय अपवाद
అంకగణిత వ్యక్తీకరణ,अंकगणितीय व्यंजक
అంకగణిత స్థిర బిందువు,अंकगणितीय नियत बिन्दु
అంకగణిత సోపానక్రమం,अंकगणितीय पदानुक्रम
అంకగణితం ఉంటే స్టేట్మెంట్,अंकगणितीय 'यदि' कथन
అంకగణిత తర్కం,अंकगणितीय तर्क
అంకగణిత లాజిక్ యూనిట్,अंकगणितीय तर्क एकक
అంకగణిత ఆపరేషన్,अंकगणितीय संक्रिया
అంకగణిత ఆపరేటర్,अंकगणितीय संकारक
అంకగణిత ఓవర్ఫ్లో,अंकगणितीय अधिप्रवाह
అంకగణిత చిత్ర డేటా,अंकगणितीय चित्र आँकड़े
అంకగణిత ప్రాధాన్యత,अंकगणितीय पूर्वता
అంకగణిత ప్రాధమిక,अंकगणितीय प्राथमिक अवयव
అంకగణిత రిజిస్టర్,अंकगणितीय पंजी
అంకగణిత సంబంధం,अंकगणितीय संबंध
అంకగణిత స్కాన్,अंकगणितीय क्रमवीक्षण
అంకగణిత విభాగం,अंकीय अनुभाग
అంకగణిత మార్పు,अंकगणितीय विस्थापन
అంకగణిత బదిలీ,अंकगणितीय विस्थापन
అంకగణిత ప్రకటన,अंकगणितीय कथन
అంకగణిత పదం,अंकगणितीय पद
అంకగణిత అండర్ఫ్లో,अंकगणितीय अधोप्रवाह
అంకగణిత యూనిట్,अंकीय एकक
అమరిక,सरणी
శ్రేణి బౌండ్,सरणी परिबंध
అర్రే కంప్యూటర్,सरणी अभिकलित्र
శ్రేణి పరిమాణం,सरणी विमा
శ్రేణి మూలకం,सरणी अवयव
శ్రేణి వ్యక్తీకరణ,सरणी व्यंजक
శ్రేణి పేరు,सरणी नाम
నిర్మాణాల శ్రేణి,संरचना सरणी
అర్రే ప్రింటింగ్,सरणी मुद्रण
శ్రేణి ప్రాసెసింగ్,सरणी संसाधन
అర్రే ప్రాసెసర్,सरणी संसाधित्र
ఉచ్చారణ పాయింట్,संधि बिन्दु
కృత్రిమ జ్ఞానం,कृत्रिम बोध
కృత్రిమ మేధస్సు,कृत्रिम बुद्धि
కృత్రిమ భాష,कृत्रिम भाषा
కృత్రిమ వేరియబుల్,कृत्रिम चर
ఆర్ట్స్ అప్లికేషన్ డేటా బ్యాంక్,कला अनुप्रयोग आकड़ा बैंक
ఆర్ట్స్ అప్లికేషన్ మ్యూజిక్,कला अनुप्रयोग संगीत
ఆర్ట్స్ అప్లికేషన్ సరళి తరం,कला अनुप्रयोग प्रतिरूप जनन
ఆరోహణ,आरोहक
ఆరోహణ క్రమబద్ధీకరణ,आरोही छँटाई
అస్సిల్,आस्की
ASCII నియంత్రణ అక్షరం,आस्की नियंत्रण संप्रतीक
ASCII కీ బోర్డు,आस्की कुंजी पटल
కారక,अभिमुखता
కారకం మరియు,अभिमुखता पत्रक
సమీకరించటం,कोड़ांतरण
సమావేశమైన మూలం,कोड़ांतरित उद्गम
వ్యవధిని సమీకరించండి,कोडांतरण अवधि
సమీకరించేవాడు,कोडांतरक
సమీకరించే ఆదేశం,कोडांतरक निर्देश
సమీకరించే సౌకర్యం,कोडांतरक सुविधा
సమీకరించే భాష,कोडांतरण भाषा
సమీకరించడం,कोडांतरण
సమీకరించే దశ,कोडांतरण प्रावस्था
సమీకరించే సమయాన్ని,कोडांतरण काल
అసెంబ్లీ,कोडांतरण
అసెంబ్లీ భాష,कोडांतरण भाषा
అసెంబ్లీ భాషా ప్రోగ్రామింగ్,कोडांतरण भाषा क्रमादेशन
అసెంబ్లీ భాషా సాఫ్ట్‌వేర్ వశ్యత,कोडांतरण भाषा प्रक्रियासामग्री नम्यता
అసెంబ్లీ జాబితా,कोडांतरण सूचीकरण
అసెంబ్లీ దశ,कोडांतरण प्रावस्था
అసెంబ్లీ దినచర్య,कोडांतरण नेमका
అసెంబ్లీ సమయం,कोडांतरण काल
అసెంబ్లీ యూనిట్,कोडांतरण एकक
అసైన్‌మెంట్ ఇండెక్సింగ్,नियतन सूचीकरण
అసైన్‌మెంట్ ఆపరేషన్,नियतन संक्रिया
అసైన్‌మెంట్ స్టేట్మెంట్,नियतन कथन
అసోసియేటివ్ చిరునామా,साहचर्य पता
అసోసియేటివ్ అర్రే రిజిస్టర్,साहचर्य सरणी पंजी
అసోసియేటివ్ కీ,साहचर्य कुंजी
అసోసియేటివ్ లాంగ్వేజ్,साहचर्य भाषा
అసోసియేటివ్ మెమరీ,साहचर्य स्मृति
అసోసియేటివ్ స్టోరేజ్,साहचर्य भंडारण
దశాంశ బిందువు,कल्पित दशमलव बिन्दु
అసమాన పరికరం,असममित युक्ति
అసమాన i/ఓ,असममित नि/नि.
అసమకాలిక,अतुल्यकालिक; अतुल्यकाली
అసమకాలిక కంప్యూటర్,अतुल्यकालिक अभिकलित्र
అసమకాలిక డేటా బదిలీ,अतुल्यकालिक आँकड़ा अंतरण
అసమకాలిక డేటా ట్రాన్స్మిషన్,अतुल्यकालिक आँकड़ा प्रेषण
అసమకాలిక పరికరాలు,अतुल्यकालिक युक्ति
అసమకాలిక ఆపరేషన్,"अतुल्यकाली प्रचालन, अतुल्यकाली संक्रिया"
అసమకాలిక సిగ్నలింగ్,अतुल्यकालिक संकेतन
అసమకకరణం,अतुल्यकालिक समय विभाजन बहुसंकेतन
అసమకాలిక ప్రసారం,अतुल्यकालिक संचरण
అసమకాలిక పని,अतुल्यकालिक निष्पादन
అటాచ్డ్ ప్రాసెసింగ్,संलग्न संसाधन
అటాచ్డ్ ప్రాసెసర్,संलग्न संसाधित्र
అటాచ్డ్ సపోర్ట్ ప్రాసెసర్,संलग्न आलंब संसाधित्र
హాజరైన ఆపరేషన్,उपस्थितसापेक्ष प्रचालन
ట్రైల్ ప్రింటర్‌కు హాజరయ్యారు,उपस्थिति लीक मुद्रित्र
శ్రద్ధ అంతరాయం,ध्यान अंतरायन
శ్రద్ధ కీ,ध्यान कुंजी
అటెన్యుయేషన్,क्षीणन
అటెన్యుయేషన్ స్థిరాంకం,क्षीणनांक
అటెన్యుయేషన్ వక్రీకరణ,क्षीणन विरूपण
అటెన్యుయేషన్ ఈక్వలైజర్,क्षीणन तुल्यकारक
అటెన్యూయేటర్,क्षीणकारी
గుణం,गुण
వినగల అలారం,श्रव्य सचेतक
ఆడియో క్యాసెట్,श्रव्य कैसट
ఆడియో విచారణ,श्रव्य जाँच
ఆడియో లైన్,श्रव्य लाइन
ఆడియో ప్రతిస్పందన,श्रव्य अनुक्रिया
ఆడియో ప్రతిస్పందన సందేశం,श्रव्य अनुक्रिया संदेश
ఆడియో ప్రతిస్పందన యూనిట్,श्रव्य अनुक्रिया एकक
ఆడియోటేప్ స్టోరేజ్ యూనిట్,श्रव्य टेप भंडारण एकक
ఆడియో టెలికమ్యూనికేషన్ లైన్,श्रव्य दूरसंचार लाइन
ఆడియో టెర్మినల్,श्रव्य अंतक
ఆడిట్ కమాండ్ లాంగ్వేజ్,लेखापरीक्षा समादेश भाषा
ఆడిట్ ప్రోగ్రామింగ్,लेखापरीक्षा क्रमादेशन
తనిఖీ శోధన,लेखा सत्यापन
ఆగెండ్,योजक
ఆజ్మెంట్,संवर्थ
ఆగ్మెంటర్,संवर्धक
రచయిత,संलेखक
రచయిత,संलेखन
రచయిత వ్యవస్థ,संलेखन प्रणाली
అధికారం,प्राधिकार
అధికారిక కోడ్,प्राधिकरण कूट
అధీకృత లైబ్రరీ,प्राधिकृत क्रमादेश संग्रह
అధీకృత కార్యక్రమం,प्राधिकृत क्रमादेश
అధీకృత ప్రోగ్రామ్ సౌకర్యం,प्राधिकृत क्रमादेश सुविधा
ఆటో వియుక్త,स्व-साराहरण
ఆటో సమాధానం,स्वतः उत्तरित्र
