Assamese,Kannada
বিৰোধী,ಎದುರಾಳಿ
ইয়ন,ಏಯಾನ್
এৰেৰিয়াম,ಏರೋರಿಯಮ್
আকাশী যুদ্ধ,ವೈಮಾನಿಕ ಯುದ್ಧ
এটলিয়ান লীগ,ಏಟೋಲಿಯನ್ ಲೀಗ್
বয়স,ವಯಸ್ಸು
বয়স বৃদ্ধি (=বৃদ্ধাৱস্থা),ವಯಸ್ಸಾಗುವಿಕೆ (=ವಯಸ್ಸಾದ)
বয়স বৃদ্ধিৰ প্ৰক্ৰিয়া,ವಯಸ್ಸಾದ ಪ್ರಕ್ರಿಯೆ
আগেলাই,ಅಗೆಲೈ
অশ্বাৰোহীৰ যুগ,ಅಶ್ವದಳದ ವಯಸ್ಸು
এজ অৱ ইংলাইটমেণ্ট,ಜ್ಞಾನೋದಯದ ವಯಸ್ಸು
পেৰিক্লিছৰ বয়স,ಪೆರಿಕಲ್ಸ್ ವಯಸ್ಸು
যুক্তিৰ বয়স,ಕಾರಣದ ವಯಸ್ಸು
কৃষিবাদ,ಕೃಷಿಧರ್ಮ
কৃষি আন্দোলন,ಕೃಷಿ ಚಳುವಳಿ
এলবিয়ন,ಅಲ್ಬಿಯಾನ್
এলবাম,ಆಲ್ಬಮ್
এলডাৰমেন,ಆಲ್ಡರ್ಮನ್
আলোকসজ্জা বাহু,ಸೂಚಿಸುವ ತೋಳುಗಳು
এমিটি,ಸೌಹಾರ್ದತೆ
এম্ফিক্টয়নিক কাউন্সিল,ಆಂಫಿಕ್ಟಿಯೋನಿಕ್ ಕೌನ್ಸಿಲ್
এম্ফিক্টয়নিক লীগ,ಆಂಫಿಕ್ಟಿಯೋನಿಕ್ ಲೀಗ್
এম্ফিথিয়েটাৰ,ಆಂಫಿಥಿಯೇಟರ್
অমৰি নল গোট (মৃৎশিল্পৰ),ಅಮ್ರಿ ನಲ್ ಗುಂಪು (ಕುಂಬಾರಿಕೆ)
এনাক্ৰ’নিজম,ಅನಾಕ್ರೊನಿಸಂ
এনাক্ৰ’নিষ্টিক,ಅನಾಕ್ರೊನಿಸ್ಟಿಕ್
পূৰ্বপুৰুষ,ಪೂರ್ವಜ
পূৰ্বপুৰুষ পূজা,ಪೂರ್ವಜರ ಆರಾಧನೆ
বংশ,ಪೂರ್ವಜರು
বংশ,ಪೂರ್ವಜರು
বংশ,ಪೂರ್ವಜರು
বংশ,ಪೂರ್ವಜರು
Ancien শাসন ব্যৱস্থা,ಪ್ರಾಚೀನ ಆಡಳಿತ
পৌৰাণিক,ಪ್ರಾಚೀನ
প্ৰাচীন বেলাড,ಪ್ರಾಚೀನ ಲಾವಣಿ
প্ৰাচীন বিশ্বাস,ಪ್ರಾಚೀನ ನಂಬಿಕೆ
প্ৰাচীন প্ৰথা,ಪ್ರಾಚೀನ ಪದ್ಧತಿ
প্ৰাচীন ইতিহাস,ಪುರಾತನ ಇತಿಹಾಸ
প্ৰাচীন কীৰ্তিচিহ্ন,ಪ್ರಾಚೀನ ಸ್ಮಾರಕಗಳು
উপাখ্যান,ಉಪಾಖ್ಯಾನ
এঞ্জেলট,ಏಂಜೆಲೋಟ್
এঞ্জেলছ,ಏಂಜೆಲಸ್
এঞ্জেভিন (=anjevin),ಆಂಜೆವಿನ್ (=ಆಂಜೆವಿನ್)
কোণ,ಕೋನಗಳು
এংলিকান,ಆಂಗ್ಲಿಕನ್
এংলিকান কমিউনিয়ন,ಆಂಗ್ಲಿಕನ್ ಕಮ್ಯುನಿಯನ್
এংলিকানিজম,ಆಂಗ್ಲಿಕನಿಸಂ
এংলো-ফ’ব,ಆಂಗ್ಲೋ-ಫೋಬ್
এংলো-ফ’বিয়া,ಆಂಗ್ಲೋ-ಫೋಬಿಯಾ
এংলো-চেক্সন,ಆಂಗ್ಲೋ-ಸ್ಯಾಕ್ಸನ್
এংলো-চেক্সনবাদ,ಆಂಗ್ಲೋ-ಸ್ಯಾಕ್ಸೋನಿಸಂ
এনালিষ্ট,ಅನಾಲಿಸ್ಟ್
এনালছ,ಆನಲ್ಸ್
সংলগ্নকৰণ,ಅನುಬಂಧ
এণ্টে-বেলাম,ಆಂಟೆ-ಬೆಲ್ಲಮ್
এণ্টে তাৰিখ,ಹಿಂದಿನ ದಿನಾಂಕ
কেৰাণীবাদ বিৰোধী,ಪುರೋಹಿತಶಾಹಿ ವಿರೋಧಿ
কেৰাণী বিৰোধী আইন,ವಿರೋಧಿ ಪಾದ್ರಿಗಳ ಶಾಸನ
প্ৰাচীনতা,ಪ್ರಾಚೀನತೆ
ভাড়া বিৰোধী,ಬಾಡಿಗೆ ವಿರೋಧಿ
ভাড়া বিৰোধী,ಬಾಡಿಗೆ ವಿರೋಧಿ
চেমিটিজম বিৰোধী,ಯೆಹೂದ್ಯ ವಿರೋಧಿ
এঞ্জেক,ಅಂಜಾಕ್
এপেলা,ಅಪೆಲ್ಲಾ
আৰালু,ಅರಳು
আৰ্ক বিচপ,ಆರ್ಚ್ ಬಿಷಪ್
আৰ্ক ডাচি,ಆರ್ಚ್ ಡಚಿ
আৰ্ক ড্যুক,ಆರ್ಚ್ ಡ್ಯೂಕ್
আৰ্কাইফ (=আৰ্কাইভ সংগ্ৰহ),ಆರ್ಚೀಫ್ (=ಆರ್ಕೈವಲ್ ಸಂಗ್ರಹ)
আৰ্কিপিস্কোপেট,ಆರ್ಕಿಪಿಸ್ಕೋಪೇಟ್
অভিজাত শ্ৰেণী,ಶ್ರೀಮಂತವರ್ಗ
অভিজাত,ಶ್ರೀಮಂತ
অভিজাত স্নোবৰী,ಶ್ರೀಮಂತ ಸ್ನೋಬರಿ
এৰিষ্ট&#39;টেলিয়ান,ಅರಿಸ್ಟಾಟಲ್
আৰ্মাডা,ನೌಕಾಪಡೆ
আৰ্মাডা (=স্পেনিছ আৰ্মাডা),ನೌಕಾಪಡೆ (=ಸ್ಪ್ಯಾನಿಷ್ ಆರ್ಮಡಾ)
আৰ্মৰিষ্ট (=armourist),ಶಸ್ತ್ರಾಗಾರ (=ಶಸ್ತ್ರಾಗಾರ)
কৱচ (=কৱচ),ರಕ್ಷಾಕವಚ (=ರಕ್ಷಾಕವಚ)
আৰ্মৰিষ্ট,ಶಸ್ತ್ರಾಗಾರ
আৰ্য্য,ಆರ್ಯನ್
আৰ্য্য,ಆರ್ಯನ್
আস্কৰী,ಅಸ್ಕರಿ
Assignat,ನಿಯೋಜಿಸಿ
Assize,ಅಸೈಜ್ ಮಾಡಿ
Assize,ಅಸೈಜ್ ಮಾಡಿ
Assize,ಅಸೈಜ್ ಮಾಡಿ
এছাইজ অৱ আৰ্মছ এক্ট,ಅಸೈಜ್ ಆಫ್ ಆರ್ಮ್ಸ್ ಆಕ್ಟ್
ডেৰেইন প্ৰেজেণ্টমেণ্টৰ এছাইজ,ಅಸೈಜ್ ಆಫ್ ಡರೇನ್ ಪ್ರಸ್ತುತಿ
মৰ্ট &#39;ডি&#39; পূৰ্বপুৰুষৰ এছাইজ,ಮೊರ್ಟ್ &#39;ಡಿ&#39; ಪೂರ್ವಜರ ಅಸೈಜ್
নভেল ডিচেইচিনৰ এছাইজ,ಡಿಸೈಸಿನ್ ಕಾದಂಬರಿಯ ಅಸೈಜ್
অত্যাচাৰ,ದೌರ್ಜನ್ಯ
আক্ৰমণ,ದಾಳಿ
অলিক কাউন্সিল,ಆಲಿಕ್ ಕೌನ್ಸಿಲ್
গেডেছৰ কুঠাৰ (=গেডেছৰ কুঠাৰ),ಗೆಡೆಸ್‌ನ ಕೊಡಲಿ (=ಗೆಡೆಸ್ ಕೊಡಲಿ)
অক্ষ (=ৰোম-বাৰ্লিন-টকিঅ&#39; অক্ষ),ಆಕ್ಸಿಸ್ (=ದಿ ರೋಮ್-ಬರ್ಲಿನ್-ಟೋಕಿಯೊ ಆಕ್ಸಿಸ್)
বেবিলন,ಬ್ಯಾಬಿಲೋನ್
বেবিলনৰ বন্দীত্ব (=বেবিলনৰ বন্দীত্ব),ಬ್ಯಾಬಿಲೋನಿಯನ್ ಸೆರೆಯಲ್ಲಿ (=ಬ್ಯಾಬಿಲೋನಿಯನ್ ಸೆರೆಯಲ್ಲಿ)
বচনাল ভক্ত,ಬಚ್ಚನಾಳ ಭಕ್ತ
বাচনালিয়া,ಬಚ್ಚನಾಲಿಯಾ
অবিবাহিত লোক,ಪದವಿ
বাগদাদ চুক্তি,ಬಾಗ್ದಾದ್ ಒಪ್ಪಂದ
বাল্কন লীগ,ಬಾಲ್ಕನ್ ಲೀಗ್
বাল্কন চুক্তি,ಬಾಲ್ಕನ್ ಒಪ್ಪಂದ
বাল্কন যুদ্ধ,ಬಾಲ್ಕನ್ ಯುದ್ಧಗಳು
বাল্টিক চুক্তি,ಬಾಲ್ಟಿಕ್ ಒಪ್ಪಂದ
ডাকাত,ಡಕಾಯಿತ
বাণ্ডুং সন্মিলন,ಬ್ಯಾಂಡಂಗ್ ಸಮ್ಮೇಳನ
নিৰ্বাসন,ಬಹಿಷ್ಕಾರ
বেনাৰ,ಬ್ಯಾನರ್
বৰ্বৰ,ಅನಾಗರಿಕ
বাৰ্বিকান,ಬಾರ್ಬಿಕನ್
বৰদলৈ সত্যাগ্ৰহ,ಬಾರ್ಡೋಲಿ ಸತ್ಯಾಗ್ರಹ
বাৰ্ন বাৰ্নাৰ্ছ,ಬಾರ್ನ್ ಬರ್ನರ್ಗಳು
বেৰন,ಬ್ಯಾರನ್
বেৰনেজ,ಬ್ಯಾರನೇಜ್
বেৰনছ মেজৰ,ಬರೋನ್ಸ್ ಮೇಜರ್
বেৰনেছ নাবালক,ಬ್ಯಾರನ್ಸ್ ಕಿರಿಯರು
বেৰনেছ,ಬ್ಯಾರನೆಸ್
বেৰনেট,ಬ್ಯಾರೊನೆಟ್
বেৰনেটেজ,ಬ್ಯಾರೊನೆಟೇಜ್
বেৰনেটেজ,ಬ್ಯಾರೊನೆಟೇಜ್
বেৰনেটচি,ಬ್ಯಾರೊನೆಟ್ಸಿ
বেৰনি,ಬರೋನಿ
বেৰাকুন,ಬ್ಯಾರಕೂನ್
বেৰাকুন,ಬ್ಯಾರಕೂನ್
বেৰিকেড (=barricade),ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್)
বেৰিকেড (=barricade),ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್)
বেৰিকেড (=barricade),ಬ್ಯಾರಿಕೇಡ್ (=ಬ್ಯಾರಿಕೇಡ್)
বেচ কেম্প,ಮೂಲ ಶಿಬಿರ
বেচিলিকা,ಬೆಸಿಲಿಕಾ
বেচিলিকা,ಬೆಸಿಲಿಕಾ
বাষ্টিলা,ಬಸ್ತಿಲಾ
বেষ্টিল,ಬಾಸ್ಟಿಲ್
বেষ্টিল,ಬಾಸ್ಟಿಲ್
বেটাৰি,ಬ್ಯಾಟರಿ
যুদ্ধ,ಕದನ
বাটলে-এৰে,ಬ್ಯಾಟಲ್-ಅರೇ
যুদ্ধৰ চিঞৰ,ಯುದ್ಧದ ಕೂಗು
যুদ্ধৰ ডিন,ಬ್ಯಾಟಲ್ ಡಿನ್
যুদ্ধক্ষেত্ৰ,ಯುದ್ಧಭೂಮಿ
যুদ্ধ গীত,ಯುದ್ಧ ಸ್ತೋತ್ರ
স্পাৰ্ছৰ যুদ্ধ,ಸ್ಪರ್ಸ್ ಕದನ
ষ্টেণ্ডাৰ্ডৰ যুদ্ধ,ಬ್ಯಾಟಲ್ ಆಫ್ ದಿ ಸ್ಟ್ಯಾಂಡರ್ಡ್
যুদ্ধজাহাজ,ಯುದ್ಧನೌಕೆ
যুদ্ধজাহাজ-শক্তি,ಯುದ್ಧನೌಕೆ-ಬಲ
Bayeux টেপেষ্ট্ৰি,ಬೇಯಕ್ಸ್ ವಸ್ತ್ರ
বিকন,ದಾರಿದೀಪ
বিকন টাৱাৰ,ದಾರಿದೀಪ ಗೋಪುರ
বিভাৰ,ಬೀವರ್
বিভাৰ,ಬೀವರ್
সাগৰৰ ভিক্ষাৰী,ಸಮುದ್ರದ ಭಿಕ್ಷುಕರು
বেলিকোজ,ಬೆಲ್ಲಿಕೋಸ್
বেলিকোজ,ಬೆಲ್ಲಿಕೋಸ್
বেলিকোজ,ಬೆಲ್ಲಿಕೋಸ್
বেলিকোচিটি,ಬೆಲ್ಲಿಕೋಸಿಟಿ
বেলোনা,ಬೆಲೋನಾ
বেনিফিচ,ಪ್ರಯೋಜನ
ধৰ্মগুৰুসকলৰ লাভ,ಧರ್ಮಗುರುಗಳ ಲಾಭ
বেনেলাক্স,ಬೆನೆಲಕ್ಸ್
বাৰ্লিন ডিক্রী,ಬರ್ಲಿನ್ ತೀರ್ಪು
Berserker,ಬರ್ಸರ್ಕರ್
Besant (=বেজান্ট),ಬೆಸೆಂಟ್ (=ಬೆಜಾಂಟ್)
বেথেল,ಬೆತೆಲ್
বিব্লিঅ&#39;লেটাৰ,ಗ್ರಂಥಪಾಲಕ
গ্ৰন্থবিজ্ঞান,ಗ್ರಂಥಾರಾಧನೆ
বিগ বাৰ্থা,ದೊಡ್ಡ ಬರ್ತಾ
কুসংস্কাৰ,ಮತಾಂಧ
বিলেটিং,ಬಿಲ್ಲೆಟಿಂಗ್
বিল অৱ এটেইণ্ডাৰ,ಅಟೈಂಡರ್ ಬಿಲ್
অধিকাৰৰ বিল,ಹಕ್ಕುಗಳ ಮಸೂದೆ
জীৱনীকাৰ,ಜೀವನಚರಿತ್ರೆಕಾರ
জন্মৰ কাহিনী,ಜನ್ಮ ಕಥೆಗಳು
বিভক,ತಾತ್ಕಾಲಿಕ
বিভক,ತಾತ್ಕಾಲಿಕ
বিভক,ತಾತ್ಕಾಲಿಕ
বিজোনিয়া,ಬಿಜೋನಿಯಾ
ক&#39;লা চৰাই চোৱা,ಕಪ್ಪು ಪಕ್ಷಿಗಳು
ক&#39;লা পতাকা,ಕಪ್ಪು ಬಾವುಟ
ব্লেক হোল,ಕಪ್ಪು ರಂಧ್ರ
ব্লেক হোল,ಕಪ್ಪು ರಂಧ್ರ
ক&#39;লা ভৰি (=scab),ಕಪ್ಪು ಕಾಲು (=ಹುರುಪು)
ক&#39;লা চাৰ্ট,ಕಪ್ಪು ಶರ್ಟ್
ব্লেজন,ಬ್ಲೇಝೋನ್
ব্লেজন,ಬ್ಲೇಝೋನ್
ব্লেজনাৰী,ಪ್ರಜ್ವಲಿಸುವಿಕೆ
ব্লেজনাৰী,ಪ್ರಜ್ವಲಿಸುವಿಕೆ
ব্লিটজক্ৰিগ,ಮಿಂಚುದಾಳಿ
ৰক্তহীন বিপ্লৱ (=গৌৰৱময় বিপ্লৱ),ರಕ್ತರಹಿತ ಕ್ರಾಂತಿ (=ಗ್ಲೋರಿಯಸ್ ರೆವಲ್ಯೂಷನ್)
ব্লাডৱাইট,ಬ್ಲಡ್ವೈಟ್
ব্লাডি মেৰী,ಬ್ಲಡಿ ಮೇರಿ
নীলা,ನೀಲಿ
নীলা তেজ,ನೀಲಿ ರಕ್ತ
নীলা কিতাপ,ನೀಲಿ ಪುಸ್ತಕ
নীলা ফিতা,ನೀಲಿ ರಿಬ್ಬನ್
নীলা ফিতা,ನೀಲಿ ರಿಬ್ಬನ್
ব্লুজ (=ৰয়েল হৰ্চ গাৰ্ড),ಬ್ಲೂಸ್ (=ರಾಯಲ್ ಹಾರ್ಸ್ ಗಾರ್ಡ್ಸ್)
নীলা চাৰ্ট,ನೀಲಿ ಅಂಗಿ
ব্লু ৱাটাৰ স্কুল,ಬ್ಲೂ ವಾಟರ್ ಸ್ಕೂಲ್
নিয়ন্ত্ৰণ ব’ৰ্ড,ನಿಯಂತ್ರಣ ಮಂಡಳಿ
শৰীৰৰ কৱচ,ದೇಹದ ರಕ್ಷಾಕವಚ
ব&#39;ৰ,ಬೋಯರ್
লুটপাত,ಲೂಟಿ
বৰো,ಬರೋ
Bouleuterion,ಬೌಲ್ಯೂಟೇರಿಯನ್
বোৰ্বন,ಬೌರ್ಬನ್
বক্সাৰ বিদ্ৰোহ,ಬಾಕ್ಸರ್ ದಂಗೆ
ব্ৰেচ,ಬ್ರೇಸ್
ব্ৰাছাৰ্ড,ಬ್ರಾಸಾರ್ಡ್
ব্ৰাছাৰ্ড,ಬ್ರಾಸಾರ್ಡ್
ব্ৰেড কলনী,ಬ್ರೆಡ್ ವಸಾಹತುಗಳು
ব্ৰেষ্ট প্লেট,ಸ್ತನ ಫಲಕ
স্তনৰ কাম,ಸ್ತನ ಕೆಲಸ
ব্ৰেটৱাল্ডা,ಬ್ರೆಟ್ವಾಲ್ಡಾ
ব্ৰিগাণ্ড,ಬ್ರಿಗಾಂಡ್
ব্ৰিগেণ্ডেজ,ಬ್ರಿಗಂಡೇಜ್
ব্ৰিটিছ কমনৱেলথ অৱ নেচনছ,ಬ್ರಿಟಿಷ್ ಕಾಮನ್‌ವೆಲ್ತ್ ರಾಷ್ಟ್ರಗಳು
ব্ৰাউন চাৰ্ট (=নাজী),ಬ್ರೌನ್ ಶರ್ಟ್ಸ್ (=ನಾಜಿಗಳು)
ব্ৰাছেলছ সন্ধি (পেক্ট) সংগঠন (=পশ্চিম ইউৰোপীয় সংঘ),ಬ್ರಸೆಲ್ಸ್ ಒಪ್ಪಂದ (ಒಪ್ಪಂದ) ಸಂಸ್ಥೆ (=ಪಶ್ಚಿಮ ಯುರೋಪಿಯನ್ ಒಕ್ಕೂಟ)
বাফ,ಬಫ್
বাফ,ಬಫ್
বাফ-কোট,ಬಫ್-ಕೋಟ್
বাফছ,ಬಫ್ಸ್
বুলে (=পৰিষদ),ಬುಲೆ (=ಕೌನ್ಸಿಲ್)
বাৰ্গেজ,ಬರ್ಗೇಜ್
বাৰ্জেছ,ಬರ್ಗೆಸ್
বাইজেন্টাইন,ಬೈಜಾಂಟೈನ್
বাইজেন্টাইন গীৰ্জা,ಬೈಜಾಂಟೈನ್ ಚರ್ಚ್
বাইজেন্টাইন সাম্ৰাজ্য,ಬೈಜಾಂಟೈನ್ ಸಾಮ್ರಾಜ್ಯ
বাইজেন্টাইন যুগ,ಬೈಜಾಂಟೈನ್ ಯುಗ
বাইজেন্টাইন ইতিহাসবিদ,ಬೈಜಾಂಟೈನ್ ಇತಿಹಾಸಕಾರರು
কেবাল,ಕ್ಯಾಬಲ್
ছিজাৰীজম,ಸೀಸರಿಸಂ
খলিফা,ಖಲೀಫ್
কেলিগ্ৰাফাৰ,ಕ್ಯಾಲಿಗ್ರಾಫರ್
কেলিগ্ৰাফিষ্ট,ಕ್ಯಾಲಿಗ್ರಾಫಿಸ್ಟ್
কেলিগ্ৰাফী,ಕ್ಯಾಲಿಗ್ರಫಿ
কেলট্ৰপ,ಕ್ಯಾಲ್ಟ್ರೋಪ್
সতীৰ্থতা,ಸೌಹಾರ್ದತೆ
কেমাৰিলা,ಕ್ಯಾಮರಿಲ್ಲಾ
কেমাৰিলা,ಕ್ಯಾಮರಿಲ್ಲಾ
কেমেলাকম,ಕ್ಯಾಮೆಲಾಕಮ್
ছদ্মবেশ,ಮರೆಮಾಚುವಿಕೆ
অভিযান,ಪ್ರಚಾರ
কেম্প অনুগামী,ಶಿಬಿರದ ಅನುಯಾಯಿ
কেম্পো ছান্টো,ಕ್ಯಾಂಪೋ ಸ್ಯಾಂಟೋ
কেম্পাছ মাৰ্চিয়াছ,ಕ್ಯಾಂಪಸ್ ಮಾರ್ಟಿಯಸ್
কেনেফোৰা,ಕ್ಯಾನೆಫೊರಾ
কেংগু,ಕ್ಯಾಂಗ್ಯೂ
কেননেড,ಕ್ಯಾನನೇಡ್
কামানৰ ঘাঁহ,ಕ್ಯಾನನ್ ಮೇವು
কেনন,ಕ್ಯಾನನ್
কেনন আইন,ಕ್ಯಾನನ್ ಕಾನೂನು
কেন&#39;পাছৰ ডিক্রী,ಕ್ಯಾನೋಪಸ್ ತೀರ್ಪು
কেনটিং আৰ্মছ,ಕ್ಯಾಂಟಿಂಗ್ ಶಸ್ತ್ರಾಸ್ತ್ರ
বন্দী,ಬಂಧಿತ
বন্দী,ಕ್ಯಾಪ್ಟರ್
কাৰ্ডিনেল,ಕಾರ್ಡಿನಲ್
কাৰ্ল,ಕಾರ್ಲ್
কেৰ&#39;লিঞ্জিয়ান বংশ,ಕ್ಯಾರೊಲಿಂಗಿಯನ್ ರಾಜವಂಶ
কাৰ্থুছিয়ান পন্থা,ಕಾರ್ತೂಸಿಯನ್ ಪಂಥ
কাৰ্টোছা,ಕಾರ್ಟೊಸಾ
কেষ্টেলিয়ান,ಕ್ಯಾಸ್ಟೇಲಿಯನ್
কেষ্টেলিয়ান,ಕ್ಯಾಸ್ಟೆಲಿಯನ್
জাতি ব্যৱস্থা,ಜಾತಿ ಪದ್ಧತಿ
দুৰ্গ,ಕೋಟೆ
দুৰ্গ,ಕೋಟೆ
কেছল টাউন,ಕೋಟೆಯ ಪಟ್ಟಣ
কাষ্ট্ৰা,ಕ್ಯಾಸ್ಟ್ರಾ
কাষ্ট্ৰা,ಕ್ಯಾಸ್ಟ್ರಾ
কেথেড্ৰা,ಕ್ಯಾಥೆಡ್ರಾ
কেথেড্ৰেল,ಕ್ಯಾಥೆಡ್ರಲ್
কেটো ষ্ট্ৰীটৰ ষড়যন্ত্ৰ,ಕ್ಯಾಟೊ ಸ್ಟ್ರೀಟ್ ಪಿತೂರಿ
কৌডিলো,ಕೌಡಿಲ್ಲೊ
কেভেলিয়াৰ,ಕ್ಯಾವಲಿಯರ್
কেভেলিয়াৰ,ಕ್ಯಾವಲಿಯರ್
কেভেলিয়াৰ সংসদ,ಕ್ಯಾವಲಿಯರ್ ಸಂಸತ್ತು
আদুল্লামৰ গুহা,ಅದುಲ್ಲಮ್ ಗುಹೆ
গুহা চিত্ৰকলা,ಗುಹೆ ಚಿತ್ರಕಲೆ
গুহা চিত্ৰকলা,ಗುಹೆ ಚಿತ್ರಕಲೆ
চেণ্টুমভিৰ,ಸೆಂಟಮ್ವಿರ್
চেঞ্চুৰিয়ান,ಸೆಂಚುರಿಯನ್
শতিকা,ಶತಮಾನ
চেইন আৰ্মৰ (=চেইন মেইল),ಚೈನ್ ರಕ್ಷಾಕವಚ (=ಚೈನ್ ಮೇಲ್)
চান্ট্ৰী,ಚಾಂಟ್ರಿ
চান্ট্ৰী,ಚಾಂಟ್ರಿ
চ্যাপ কিতাপ,ಅಧ್ಯಾಯ ಪುಸ್ತಕ
চেপলিন,ಧರ್ಮಗುರು
অধ্যায়,ಅಧ್ಯಾಯ
দুৰ্ঘটনাৰ অধ্যায়,ಅಪಘಾತಗಳ ಅಧ್ಯಾಯ
চাৰ্জ,ಶುಲ್ಕ
চাৰ্জ ডি এফেয়াৰ্ছ,ಚಾರ್ಜ್ ಡಿ&#39;ಅಫೇರ್ಸ್
চাৰ্জ পাৰ্টিং,ಚಾರ್ಜ್ ವಿಭಜನೆ
চাৰ্জাৰ,ಚಾರ್ಜರ್
ৰথ,ರಥ
ৰথী,ಸಾರಥಿ
ৰথী,ಸಾರಥಿ
ৰথী,ಸಾರಥಿ
চেৰিটি কিচেন,ಚಾರಿಟಿ ಅಡಿಗೆ
চনদ,ಚಾರ್ಟರ್
চাৰ্টিষ্ট আন্দোলন (=চাৰ্টিষ্ট),ಚಾರ್ಟಿಸ್ಟ್ ಮೂವ್‌ಮೆಂಟ್ (=ಚಾರ್ಟಿಸಂ)
চাৰ্ট’ফাইলেচিয়াম,ಚಾರ್ಟೋಫಿಲೇಸಿಯಮ್
চেট&#39;,ಚಟೌ
পোষ্ট চেক কৰক,ಚೆಕ್ ಪೋಸ್ಟ್
ৰাসায়নিক যুদ্ধ,ರಾಸಾಯನಿಕ ಯುದ್ಧ
চেষ্টাৰ,ಚೆಸ್ಟರ್
প্ৰধান,ಮುಖ್ಯಸ್ಥ
মুখীয়াল,ಮುಖ್ಯಸ್ಥ
মুখীয়াল,ಮುಖ್ಯಸ್ಥ
মুখীয়াল,ಮುಖ್ಯಸ್ಥ
চিফন,ಚಿಫೋನ್
অশ্বাৰোহীতা,ಅಶ್ವದಳ
নিৰ্বাচিত লোকসকল,ಆಯ್ಕೆಮಾಡಿದ ಜನರು
ক্ৰীছমোগ্ৰাফী,ಕ್ರಿಸ್ಮೋಗ್ರಾಫಿಯನ್
খ্ৰীষ্টান ধৰ্ম,ಕ್ರೈಸ್ತಪ್ರಪಂಚ
খ্ৰীষ্টান যুগ,ಕ್ರಿಶ್ಚಿಯನ್ ಯುಗ
খ্ৰীষ্টান সমাজবাদ,ಕ್ರಿಶ್ಚಿಯನ್ ಸಮಾಜವಾದ
ক্ৰনিকল,ಕ್ರಾನಿಕಲ್
ক্ৰনিকলাৰ,ಕ್ರಾನಿಕಲ್
ক্ৰাইজ চেৰ্চোনিজ,ಕ್ರೈಸ್ ಚೆರ್ಸೋನೀಸ್
চিমেলিয়াম,ಸಿಮೆಲಿಯಮ್
Cinquecento শৈলী,ಸಿಂಕ್ವೆಸೆಂಟೊ ಶೈಲಿ
প্ৰদক্ষিণ,ಪ್ರದಕ್ಷಿಣೆ
চিষ্টাৰচিয়ান সন্ন্যাসী,ಸಿಸ್ಟರ್ಸಿಯನ್ ಸನ್ಯಾಸಿ
দুৰ্গ,ಸಿಟಾಡೆಲ್
উদ্ধৃতি,ಉಲ್ಲೇಖ
উদ্ধৃতি,ಉಲ್ಲೇಖ
নাগৰিক অবাধ্যতা,ನಾಗರಿಕ ಅಸಹಕಾರ
