Bengali,Telugu
সক্রিয় বিকিরণ,క్రియాశీల రేడియేషన్
সক্রিয় সাইট,క్రియాశీల సైట్
অ্যাক্টিভিন,యాక్టివిన్
একুমিনেট,అక్యూమినేట్
অ্যাডামসিয়া,ఆడమియా
অভিযোজনযোগ্যতা,అనుకూలత
অভিযোজন,అనుసరణ
হালকা শাসনের সাথে অভিযোজন,కాంతి పాలనకు అనుసరణ
জলের ঘাটতির সাথে অভিযোজন,నీటి కొరతకు అనుసరణ
অভিযোজিত বৈশিষ্ট্য,అనుకూల లక్షణాలు
অভিযোজিত অনাক্রম্যতা,అనుకూల రోగనిరోధక శక్తి
অভিযোজিত বিকিরণ,అడాప్టివ్ రేడియేషన్
অভিযোজিত বৈশিষ্ট্য,అనుకూల లక్షణం
অ্যাড্যাক্সিয়াল পৃষ্ঠ,అడాక్సియల్ ఉపరితలం
আসক্তিজনিত ব্যাধি,వ్యసనపరుడైన రుగ్మత
অ্যাডেনিন,అడెనిన్
অ্যাডেনোকোর্টিকোট্রপিন,అడెనోకార్టికోట్రోపిన్
অ্যাডেনোহাইপোফাইসিস,అడెనోహైపోఫిసిస్
অ্যাডেনোসিন ডিফোসফেট,అడెనోసిన్ డిఫాస్ఫేట్
অ্যাডেনোসিন ডায়ামিনেজ,అడెనోసిన్ డీమినేస్
অ্যাডেনোসিন মনোফসফেট,అడెనోసిన్ మోనోఫాస్ఫేట్
অ্যাডেনোসিন ট্রাইফোসফেট (এটিপি),గ్రంధి ముడతలు
অ্যাডিনলেট সাইক্লাস,అడెనిలేట్ సైక్లేస్
আঠালো শক্তি,అంటుకునే శక్తి
Adipate,అడిపేట్
অ্যাডিপোকাইট (ফ্যাট সেল),కొవ్వు పెండినవి
মেদ কলা,కొవ్వు కణజాలము
অ্যাডনেট,Adnate
সংলগ্ন সম্প্রদায়,ప్రక్కనే ఉన్న సంఘం
অ্যাড্রিনাল,అడ్రినల్
অ্যাড্রিনাল গ্রন্থি,అడ్రినల్ గ్రంథి
অ্যাড্রেনোকোর্টিকোট্রপিক হরমোন (এসিটিএইচ),ఎడ్రినల్ గ్రంథి
অ্যাড্রেনোকোর্টিকোট্রপিক রিলিজিং হরমোন (ACTRH),ఎడ్రినల్ గ్రంథి యొక్క విడుదల హార్మోన్
Adsorbent,Adsorbent
শোষণ,శోషణ
উন্নত কর্ডেট,అధునాతన కార్డేట్
সুবিধাজনক মিউটেশন,ప్రయోజనకరమైన మ్యుటేషన్
অ্যাডভেন্টিয়াল,అడ్వెసిషియల్
অ্যাডভেনটিয়াস রুট,సాహసోపేతమైన రూట్
বিরূপ প্রভাব,ప్రతికూల ప్రభావం
এডেস,AEDES
সংস্কৃতি বায়ুচালনা,సంస్కృతి వాయువు
এরিচাইমা,ఏరెన్చైమా
এরিয়াল,ఆకాశయాన
বায়বীয় মূল,వైమానిక రూట్
এরিয়াল শ্যুট,వైమానిక షూట్
বায়ুজীবী শ্বসন,ఏరోబిక్ శ్వాసక్రియ
বায়ুজীবী শ্বসন,ఏరోబిక్ శ్వాసక్రియ
নান্দনিকতা,సౌందర్యం
এ্যাস্টিভেশন,ఎస్టివేషన్
এ্যাস্টিভেশন,ఎస్టివేషన్
Afferent,అనుబంధ
অ্যাফিনিটি ক্রোমাটোগ্রাফি,అనుబంధ క్రోమాటోగ్రఫీ
ক্ষতিগ্রস্থ অঙ্গ,బాధిత అవయవం
Afforastation,అటవీ నిర్మూలన
আগামোস্পার্মি,అగామోస్పెర్మీ
আগর,అగర్
আগারোজ,అగరోస్
আগারোজ জেল এ্যালেট্রোফোরেসিস,అగరోస్ జెల్ ఎలెట్రోఫోరేసిస్
আগারোজ পলিমার জেল,అగరోస్ పాలిమర్ జెల్
আগস্ট,అగాస్ట్
আগাভা,కిత్తలి
বয়স বিতরণ,వయస్సు పంపిణీ
বয়স পিরামিড,వయస్సు పిరమిడ్
আগ্রাসন,సంకలనం
সমষ্টি,మొత్తం
ফলিকেলের সমষ্টি,ఫోలికల్ యొక్క మొత్తం
ফলিকেলের সমষ্টি,ఫోలికల్ యొక్క మొత్తం
সমষ্টি,సమూహనం
আগ্রাসন,దూకుడు
আন্দোলনকারী সিস্টেম,ఆందోళన వ్యవస్థ
অগ্নিথা,అగ్నాథ
আগৌটি,అగౌటి
অ্যাগ্রানাল ক্লোরোপ্লাস্ট,అగ్రనాల్ క్లోరోప్లాస్ట్
অ্যাগ্রানুলার,అగ్రన్యులర్
অ্যাগ্রানুলোকাইট,అగ్రనులోసైట్
কৃষি,వ్యవసాయం
কৃষি,అగ్రోఫారెస్ట్రీ
অ্যাগ্রোব্যাক্টেরিয়াম মধ্যস্থতা,అగ్రోబాక్టీరియం మధ్యవర్తిత్వం
অ্যাগ্রোব্যাক্টেরিয়াম টিউফেসিয়েনস,అగ్రోబాక్టీరియం ట్యూమెఫేసియన్స్
এগ্রোকেমিক্যাল,వ్యవసాయ రసాయన
এগ্রোকেমিক্যাল,వ్యవసాయ రసాయన
অ্যাগ্রোক্লিম্যাটিক জোন,అగ్రోక్లిమాటిక్ జోన్
কৃষি বৈশিষ্ট্য,వ్యవసాయ లక్షణం
কৃষি,వ్యవసాయ శాస్త్రం
এইডস,ఎయిడ్స్
বায়ুকোষ,గాలి మూత్రాశయం
এয়ার কন্ডিশনার,వాతానుకూలీన యంత్రము
বাতাস চলাচলের স্থান বা গলি,గాలి మార్గం
বায়ু দূষণ,వాయుకాలుష్యం
এয়ার স্যাক,ఎయిర్ శాక్
এয়ার ভ্যাকুওল,ఎయిర్ వాక్యూల్
বায়ু শ্বাস প্রশ্বাস,గాలి-శ్వాస
আলাইন,అలైన్
অ্যালারি পেশী,అలారి కండరం
আলাস্কান ব্রাউন বিয়ার,అలాస్కాన్ బ్రౌన్ బేర్
আলবিনো,అల్బినో
আলবুগো,అల్బుగో
অ্যালবামিন,అల్బుమిన్
অ্যালবামিনাস বীজ,అల్బుమినస్ సీడ్
অ্যালবামিনুরিয়া,అల్బుమినూరియా
অ্যালবার্নাম,అల్బర్నమ్
আলসিডে,ఆల్కే
আলডিহেড,ఆల్డెహీడ్
অ্যালডোস্টেরন সিস্টেম,ఆల్డోస్టెరాన్ వ్యవస్థ
অ্যালডোস্টেরন,ఆల్డోస్టెరాన్
আলেউরোন স্তর,అల్యూరోన్ పొర
আলেউরোপ্লাস্ট,అల్యూరోప్లాస్ట్
আলফালফা,అల్ఫాల్ఫా
অ্যালগাল ব্লুম,ఆల్గల్ బ్లూమ్
অ্যালগিন,అల్జీన్
এলিয়েন ডিএনএ,గ్రహాంతర DNA
এলিয়েন প্রজাতি,గ్రహాంతర జాతులు
প্রান্তিককরণ,అమరిక
প্রান্তিককরণ,అమరిక
খাদ্যনালী,అలిమెంటరీ కెనాల్
অ্যালিমেন্টারি সিস্টেম,అలిమెంటరీ సిస్టమ్
আলিসম্যাসেস,అలిస్మాసిస్
ক্ষারীয়,ఆల్కలాయిడ్
ক্ষারীয়,ఆల్కలీన్
অ্যালকাপ্টোনুরিয়া,అల్కాప్టోటోరియా
অ্যালান্টোইস,అల్లాంటోయిస్
অ্যালিল ফ্রিকোয়েন্সি,యుగ్మ వికల్ప ఫ్రీక్వెన్సీ
অ্যালিল,యుగ్మ వికల్పం
Allelomorphic জুটি,అల్లెలోమోర్ఫిక్ జత
অ্যালার্জেন,అలెర్జీ
অলিগেটর,ఎలిగేటర్
অ্যালিয়াম সিইপিএ,అల్లియం సెపా
অ্যালোগ্যামি,అయోగాగమి
অলোগ্রাফ্ট,అల్లోగ్రాఫ్ట్
অ্যালোপ্যাট্রিক স্পেসিফিকেশন,అల్లోపాట్రిక్ స్పెసియేషన్
অ্যালোপলিপ্লয়েড,అల్లోపాలిప్లోయిడ్
অ্যালোস্টেরিক প্রভাব,అలోస్టెరిక్ ప్రభావం
অ্যালোস্টেরিক এনজাইম,అలోస్టెరిక్ ఎంజైమ్
অ্যালোস্টেরিক ইনহিবিটার,అలోస్టెరిక్ ఇన్హిబిటర్
অ্যালোস্টেরিক মড্যুলেশন,అలోస్టెరిక్ మాడ్యులేషన్
অ্যালোস্টেরিক সাইট,అలోస్టెరిక్ సైట్
অ্যালোস্টেরিক বাধা,అలోస్టెరిక్ నిరోధం
Allotetraploid,అలోటెట్రాప్లాయిడ్
অ্যালাস,ఆల్నస్
অ্যালো,కలబంద
অ্যাক্সন বরাবর,ఆక్సాన్ వెంట
আলফা-অ্যান্টিট্রিপসিন,ఆల్ఫా-యాంటిట్రిప్సిన్
আলফা-ল্যাকটালবুমিন,ఆల్ఫా-లాక్టల్బ్యూమిన్
আলপাইন জলবায়ু অবস্থা,ఆల్పైన్ వాతావరణ పరిస్థితి
আল্পাইন মেডো,ఆల్పైన్ మేడో
আলপাইন জোন,ఆల్పైన్ జోన్
অ্যালস্টোনিয়া,ఆల్స్టోనియా
বিকল্প,ఆల్టర్నేరియా
বিকল্প,ప్రత్యామ్నాయ
প্রজন্মের বিকল্প,తరం యొక్క ప్రత్యామ్నాయం
উচ্চতায় অসুস্থতা,ఎత్తు రుగ్మత
উচ্চতা,ఎత్తు
অ্যালভোলার নালী,అల్వియోలార్ డక్ట్
অ্যালাইটেস,అలిట్స్
আলঝেইমার রোগ,అల్జీమర్స్ వ్యాధి
আমাক্রাইন সেল,అమాక్రిన్ సెల్
অমরান্থেসি,అమరాంతేసి
অমরান্থাস,అమరాంథస్
পরিবেষ্টিত ওসমোটিক ঘনত্ব,పరిసర ఓస్మోటిక్ గా ration త
অ্যাম্বিস্টোমা,అంబిస్టోమా
অ্যামাইড,అమైడ్
অ্যামিনো অ্যাসিড,అమైనో ఆమ్లం
অ্যামিনো অ্যাসিড গ্রহণকারী,అమైనో యాసిడ్ అంగీకారం
অ্যামিনোসিল টি আরএনএ সিনথেটিজ,అమైన్‌లాకారి
অ্যামিনোসিলেশন,అమైనోఅసిలేషన్
অ্যামিটোসিস,అమిటోసిస్
অ্যামোনিয়া,అమ్మోనియా
অ্যামোনিফিকেশন,అమ్మోనిఫికేషన్
অ্যামোনোটেলিজম,అమ్మోనోటెలిజం
অ্যামনিওসেন্টেসিস,అమ్నియోసెంటెసిస్
অ্যামনিওসেন্টেসিস কৌশল,అమ్నియోసెంటెసిస్ టెక్నిక్
অ্যামনিওসাইট,అమ్నియోసైట్
অ্যামনিয়ন,అమ్నియోన్
অ্যামনিয়োটিক তরল,అమ్నియోటిక్ ద్రవం
অ্যামনিয়োটিক ঝিল্লি,అమ్నియోటిక్ పొర
Amniotic কোষ,అమ్నియోటిక్ శాక్
অ্যামিবা,అమీబా
অ্যামিবোসাইট,అమీబోసైట్
অ্যামোবয়েড,అమీబాయిడ్
অ্যামোবয়েড লিম্ফোসাইট,అమీబోయిడ్ లింఫోసైట్
অ্যামোবয়েড আন্দোলন,అమీబోయిడ్ కదలిక
নিরাকার,నిరాకార
পরিমাণ,మొత్తం
অ্যাম্ফিটামিন,యాంఫేటమిన్
উভচর,ఉభయచర
উভচর,ఉభయచర
উভচর,ఉభయచర
অ্যাম্ফিওক্সাস,యాంఫియోక్సస్
অ্যাম্ফিওক্সাস ল্যানসোল্যাটাস,యాంఫియోక్సస్ లాన్సోలాటస్
অ্যাম্পিপ্যাথিক,యాంఫిపతిక్
অ্যাম্পিপ্যাথিক লিপিড,యాంఫిపతిక్ లిపిడ్
অ্যাম্ফিসারকা,యాంఫిసార్కా
অ্যাম্পিসিলিন,ఆంపిసిలిన్
আম্পুল্লা,అంపుల్లా
অ্যাম্পুলারি গ্রন্থি,అంపల్లరీ గ్రంథి
অ্যামিগডাল,అమిగ్డాల్
অ্যামিগডেল,అమిగ్డేల్
অ্যামিগডালিন,అమిగ్డాలిన్
অ্যামাইলেস,అమిలేస్
অ্যামাইলোপ্লাস্ট,అమిలోప్లాస్ట్
আনাবেনা,అనాబెనా
আনাবাস,అనాబాస్
অ্যানাবোলিক পথ,అనాబాలిక్ మార్గాలు
অ্যানাবোলিজম,అనాబాలిజం
Anacardiaceae,అనాకార్డియాసి
রক্তাল্পতা,రక్తహీనత
অ্যানেরোব,Anaerobe
অ্যানেরোবিক জ্বালানী,వాయురహిత ఇంధనం
অ্যানেরোবিক শ্বাস প্রশ্বাস,వాయురహిత శ్వాసక్రియ
অ্যানেরোবিক স্ল্যাজ ডাইজেস্টর,వాయురహిత బురద డైజెస్టర్
অ্যানেরোবিক,Anaerobic
আনাইমা,అనైమా
মলদ্বার,ఆసన
মলদ্বার,ఆసన
মলদ্বার অ্যাপারচার,ఆసన ఎపర్చరు
মলদ্বার সেরসি,అనల్ సెర్సీ
মলদ্বার লুপ,అనల్ లూప్
মলদ্বার শৈলী,ఆసన శైలి
সাদৃশ্য,సారూప్యత
সাদৃশ্য,సారూప్యత
উপমা,సారూప్యత
উপমা,సారూప్యత
বিশ্লেষণ,విశ్లేషణ
অ্যানাফেজ,అనాఫేస్
শারীরবৃত্তীয় বাধা,శరీర నిర్మాణ అవరోధం
শারীরবৃত্তীয় দিক,శరీర నిర్మాణ అంశం
অ্যানাটোমিস্ট,శరీర నిర్మాణ శాస్త్రవేత్త
অ্যানাটমি,శరీర నిర్మాణ శాస్త్రం
পূর্বপুরুষ বংশোদ্ভূত ক্রম,పూర్వీకుల వారసుడు క్రమం
পৈতৃক বংশ,పూర్వీకుల వంశం
পৈতৃক ক্রম,పూర్వీకుల క్రమం
অ্যান্সিলোস্টোমা,అన్సైలోస్టోమా
অ্যান্ড্রোসিয়াম,ఆండ్రోసియం
অ্যান্ড্রোজেন,ఆండ్రోజెన్
রক্তাল্পতা,రక్తహీనత
অ্যানিমোন,ఎనిమోన్
অ্যানিউপ্লয়েড,అనూప్లోయిడ్
Aneuploidy,అనూప్లోయిడి
এনজিনা,ఆంజినా
অ্যাঞ্জিওগ্রাম,యాంజియోగ్రామ్
অ্যাঞ্জিওগ্রাফ,యాంజియోగ్రాఫ్
অ্যাঞ্জিওগ্রাফি,యాంజియోగ్రఫీ
অ্যাঞ্জিওপ্লাস্টি,యాంజియోప్లాస్టీ
সপুষ্পক,యాంజియోస్పెర్మ్
অ্যাঞ্জিওটেনসিন,యాంజియోటెన్సిన్
অ্যাঞ্জিওটেনসিনোজেন,యాంజియోటెన్సినోజెన్
অ্যাংলার ফিশ,జాలరి చేప
অ্যাঙ্গুইনা,అంగునా
অ্যাঙ্গুইস,అంగుయిస్
প্রাণী,జంతువు
প্রাণী,జంతువు
প্রাণী গোবর,జంతువుల పేడ
পশুপালন,పశుసంరక్షణ
প্রাণী ক্যারিওটাইপিং,జంతువుల కార్యోటైపింగ్
প্রাণী কিংডম,జంతు సామ్రాజ్యం
প্রাণী টিস্যু,జంతువుల కణజాలం
অ্যানিমালিয়া,యానిమాలియా
অ্যানিয়ন,అయాన్
অ্যানিসোট্রপিক ব্যান্ড,అనిసోట్రోపిక్ బ్యాండ్
অ্যানিলিং,ఎనియలింగ్
অ্যানেলিড,అన్నెలిడ్
অ্যানেলিডা,అన్నెలిడా
বার্ষিক রিং,వార్షిక రింగ్
কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায়,యాన్యులేటెడ్
অ্যানুল,యాన్యుల్
অসাধারণ প্রকার,క్రమరహిత రకం
অ্যানোফিলস,అనోఫిల్స్
পিঁপড়া ইটার,చీమ తినేవాడు
বিরোধী,విరోధి
অ্যান্টার্কটিক,అంటార్కిటిక్
অ্যান্টেনা,యాంటెన్నా
অ্যান্টেনা কমপ্লেক্স,యాంటెన్నా కాంప్లెక్స్
অ্যান্টেনাল গ্রন্থি,యాంటెనల్ గ్రంథి
পূর্ববর্তী (ভেন্ট্রাল) ধূসর শিং,ముందరి (వెంట్రల్) బూడిద కొమ్ము
পূর্ববর্তী হাইপোফাইসিস,పూర్వ హైపోఫిసిస్
পূর্ববর্তী ইন্টারভেন্ট্রিকুলার সালকাস,పూర్వ జోక్య సల్కస్
অ্যান্থার,Anther
অ্যান্থার সংস্কৃতি,పూర్వ సంస్కృతి
অ্যানথেরিডিয়াম,ఆంథెరిడియం
অ্যানথেরোজয়েড,అంటెరోజాయిడ్
অ্যান্থোসেরোস,ఆంథోసెరోస్
অ্যান্থোসারোটোপিডিডা,ఆంథోసెరోటోప్సిడా
অ্যানথ্রাক্স,ఆంత్రాక్స్
অ্যানথ্রোপোজেনিক বিলুপ্তি,మానవ అంతరించిపోవడం
নৃবিজ্ঞান,మానవ శాస్త్రం
অ্যান্টিব্যাকটেরিয়াল,యాంటీ బాక్టీరియల్
অ্যান্টিবায়োটিক পেনিসিলিন,యాంటీబయాటిక్ పెన్సిలిన్
অ্যান্টিবায়োটিক প্রতিরোধী,యాంటీబయాటిక్ రెసిస్టెంట్
অ্যান্টিবায়োটিক (গুলি),యాంటీబయాటిక్ (లు)
অ্যান্টিবডি,యాంటీబాడీ
অ্যান্টিবডি দম্পতি,యాంటీబాడీ జంట
অ্যান্টিবডি মধ্যস্থতা অনাক্রম্যতা,యాంటీబాడీ మధ్యవర్తిత్వ రోగనిరోధక శక్తి
অ্যান্টিকোয়ুল্যান্ট,ప్రతిస్కందకం
অ্যান্টিকোডন লুপ,యాంటికోడాన్ లూప్
এন্টিডিপ্রেসেন্ট,యాంటిడిప్రెసెంట్
অ্যান্টিডিউরেটিক হরমোন (এডিএইচ),అశ్లీల ముందు భాగము
অ্যান্টিজেন জিন,యాంటిజెన్ జన్యువు
অ্যান্টিজেন-অ্যান্টিবডি কমপ্লেক্স,యాంటిజెన్-యాంటీబాడీ కాంప్లెక్స్
অ্যান্টিজেনিক নির্ধারক,యాంటిజెనిక్ డిటర్మినెంట్
অ্যান্টিনিউট্রিশনাল ফ্যাক্টর,యాంటిన్యూట్రిషనల్ కారకం
অ্যান্টিঅক্সিড্যান্ট,యాంటీఆక్సిడెంట్
অ্যান্টিপোডাল নিউক্লিয়াস,యాంటీపోడల్ న్యూక్లియస్
অ্যান্টি-সেন্স আরএনএ,యాంటీ సెన్స్ RNA
অ্যান্টিভাইরাল প্রোটিন,యాంటీవైరల్ ప్రోటీన్
অ্যান্ট্রাম,Antrum
Nucleate,అనుక్లీట్
মলদ্বার,పాయువు
উদ্বেগ ব্যাধি,ఆందోళన రుగ్మత
মহাধমনীর খিলান,బృహద్ధమని వంపు
অর্টিক গ্যাংলিওন,బృహద్ధమని గ్యాంగ్లియన్
অর্টিক সেমিলুনার ভালভ,బృహద్ధమని సెమిలునార్ వాల్వ్
মহাধমনীর ভালভ,బృహద్ధమని కవాటం
এপিসি (অ্যানাফেজ প্রচার জটিল),APC (అనాఫేస్ ప్రమోటింగ్ కాంప్లెక్స్)
অ্যাপেলাইক পূর্বপুরুষ,అపెలైక్ పూర్వీకుడు
এফিড,అఫిడ్
এফ্রোডাইট,ఆఫ్రొడైట్
অ্যাপিকাল আধিপত্য,ఎపికల్ ఆధిపత్యం
অ্যাপিকাল প্যাড,ఎపికల్ ప్యాడ్
অ্যাপিক্যালচার,ఎపికల్చర్
এপিস ইন্ডিকা,APIS ఇండికా
Aplanopore,అప్లానోస్పోర్
অ্যাপলিসিয়া,అప్లిసియా
অ্যাপোকার্পে,అపోకార్పే
অ্যাপোকার্পাস,అపోకార్పస్
অ্যাপোকার্পাস ডিম্বাশয়,అపోకార్పస్ అండాశయం
অ্যাপোক্রাইন গ্রন্থি,అపోక్రిన్ గ్రంథి
অ্যাপোয়েনজাইম,అపోఎంజైమ్
অ্যাপোমিক্ট,అపోమిక్
অ্যাপোমিক্সিস,అపోమిక్సిస్
অ্যাপোপ্লাজম,అపోప్లాజమ్
অ্যাপোপ্লাস্টিক পথ,అపోప్లాస్టిక్ మార్గం
অ্যাপোপটোসিস,అపోప్టోసిస్
যন্ত্রপাতি,ఉపకరణం
খিল কঙ্কাল,అనుబంధ అస్థిపంజరం
কেকুমের পরিশিষ্ট,కర్ణభేరి యొక్క అనుబంధం
অ্যাপল শামুক,ఆపిల్ నత్త
জলজ চাষ,ఆక్వాకల్చర్
অ্যাকোয়াপুরিন,ఆక్వాపోరిన్
জলজ উভচর,జల ఉభయచర
জলজ ফর্ম,జల రూపం
জলজ আবাস,జల ఆవాసాలు
জলজ জীব,జల జీవి
জলজ উদ্ভিদ,జల మొక్క
জলজ শ্বাস প্রশ্বাস,జల శ్వాసక్రియ
জলীয় তরল,సజల ద్రవం
জলীয় হুমুর,సజల హ్యూమర్
জলীয় আন্তঃকোষীয় তরল,సజల ఇంట్రా-సెల్యులార్ ద్రవం
জলীয় নমুনা,సజల నమూనా
জলীয় দ্রবণ,సజల ద్రావణంలో
অ্যাকিলা,అక్విలా
আরবিডোপসিস,అరబిడోప్సిస్
আরাচনিদা,అరాచ్నిడా
আরাকনয়েড,అరాక్నోయిడ్
আরেনিয়াস,అరేనియస్
আরবোরসেন্ট,అర్బోర్సెంట్
আরবোরসেন্ট লাইকোপড,అర్బోర్సెంట్ లైకోపాడ్
প্রত্নতাত্ত্বিক,ఆర్కిబాక్టీరియా
আর্কেগনিয়াম,ఆర్కిగోనియం
দ্বীপপুঞ্জ,ద్వీపసమూహం
আর্কটিক,ఆర్కిటిక్
সুমেরু ত্রয়ী,ఆర్కిటిక్ టెర్న్
আর্কটিক তুন্দ্রা,ఆర్కిటిక్ టండ్రా
আর্ডিয়া,ఆర్డియా
Areolar টিস্যু,ఐసోలార్ కణజాలం
আর্গমোন (প্রিকলি পোস্ত),రుజువు
আর্গমোন মেক্সিকান,ఆర్గెమోన్ మెక్సికానా
আর্গিনাইন,అర్జినిన్
শুকনো অঞ্চল,శుష్క ప్రాంతం
অ্যারিস্টোলোচিয়া,అరిస్టోలోచియాసియా
বাহু খাওয়ানো,చేయి దాణా
আর্মিওয়ার্ম,ఆర్మీవార్మ్
অ্যারয়েড,Aroid
সুগন্ধ,వాసన
অ্যারেস্টার,అరేస్టర్
আর্টেমিসিয়া,ఆర్టెమిసియా
ধমনী সিস্টোলিক,ధమనుల సిస్టోలిక్
আর্টেরিওস্লেরোটিক,ఆర్టిరియోస్క్లెరోటిక్
আর্থ্রোপড,ఆర్థ్రోపోడ్
বাত,ఆర్థరైటిస్
আর্থ্রোপোডা,ఆర్థ్రోపోడా
আর্টিকুলার কারটিলেজ,కీలు మృదులాస్థి
স্পষ্ট,ఉచ్చారణ
স্পষ্ট,ఉచ్చరించబడింది
কৃত্রিম পেসমেকার,కృత్రిమ పేస్‌మేకర్
কৃত্রিম নির্বাচন,కృత్రిమ ఎంపిక
আর্টোকার্পাস হেটেরোফিলাস,ఆర్టోకార్పస్ హెటెరోఫిల్లస్
অ্যাসবেস্টস ফাইবার,ఆస్బెస్టాస్ ఫైబర్
অ্যাসবেস্টোসিস,ఆస్బెస్టాసిస్
এসকারিস,అస్కారిస్
আরোহী ক্রোমাটোগ্রাফি,ఆరోహణ క్రోమాటోగ్రఫీ
অ্যাসিডিয়া,అస్సిడియా
এসিডিয়ান,అస్సిడియన్
অ্যাসোকার্প,అస్కోకార్ప్
অ্যাসকোমাইসেটস,అస్కోమైసెట్స్
অ্যাসকরবিক অ্যাসিড,ఆస్కార్బిక్ ఆమ్లం
অ্যাসোস্পোর,అస్కోస్పోర్
এস্কাস,అస్కస్
Aspetate,Aseptate
অস্ত্রোপচার,అలైంగిక పునరుత్పత్తి
অ্যাসেক্সুয়াল স্পোর,అలైంగిక బీజాంశం
অ্যাস্পারাগাইন সিনথেটিজ,ఆస్పరాజిన్ సింథటేస్
অ্যাস্পারাগাস,ఆస్పరాగస్
অ্যাস্পার্টিক অ্যাসিড,అస్పార్టిక్ ఆమ్లం
এস্পারগিলাস নাইজার,ఆస్పెర్‌గిల్లస్ నైగర్
