Punjabi,English
ਪੂਰਨ ਇਲੈਕਟ੍ਰੋਮੀਟਰ,Absolute electrometer
ਸੰਪੂਰਨ ਬਾਰੰਬਾਰਤਾ ਸੰਪੂਰਨ ਬਾਰੰਬਾਰਤਾ,Absolute frequency
ਪੂਰਨ ਨਮੀ,Absolute humidity
ਸੰਪੂਰਨ ਘਟਨਾ,Absolute incidence
ਪੂਰਨ ਪ੍ਰਤੀਕ੍ਰਿਆਤਮਕ ਸੂਚਕਾਂਕ,Absolute index of refraction
ਪੂਰਨ ਅਸਥਿਰਤਾ,Absolute instability
ਪੂਰਨ ਅਸਥਿਰਤਾ,Absolute intensity
"ਪੂਰਨ ਤੀਬਰਤਾ, ਸੰਪੂਰਨ ਤੀਬਰਤਾ",Absolute length
ਅਸਥਨੀਆ ਦੀ ਪੂਰਨ ਸੀਮਾ,Absolute limit of hysteresis
ਪੂਰਨ ਰੋਸ਼ਨੀ ਸਿਲ,Absolute luminance threshold
ਪੂਰਨ ਰੌਸ਼ਨੀ ਵਕਰ,Absolute luminosity curve
ਪੂਰਨ ਵਿਸ਼ਾਲਤਾ,Absolute magnitude
ਪੂਰਨ ਬੈਰੋਮੀਟਰ,Absolute manometer
ਪਰਮ ਸਰਵਉੱਚ,Absolute maximum
ਪੂਰਨ ਅਤਿ,Absolute maximum rating
ਸਭ ਤੋਂ ਘੱਟ,Absolute minimum
ਪੂਰਨ ਗਤੀ,Absolute momentum
ਪੂਰਨ ਗਤੀ,Absolute motion
ਪੂਰਨ ਸੰਗੀਤ,Absolute music=pure music
ਪੂਰਨ ਨਿਰੀਖਣ,Absolute observation
ਪੂਰਨ ਓਮ,Absolute ohm
ਪੂਰਨ ਸਥਿਤੀ,Absolute orientation
ਪੂਰਨ ਇਲੈਕਟ੍ਰੋਨੈਗੇਟਿਵਿਟੀ,Absolute permittivity
ਪੂਰਨ ਗੰਭੀਰਤਾ,Absolute pitch
ਪੂਰਨ ਦਬਾਅ,Absolute pressure = true pressure
ਪੂਰਨ ਸੰਪਤੀ,Absolute property
ਪੂਰਨ ਸਕੇਲਰ,Absolute scalar
ਤਾਪਮਾਨ ਦਾ ਪੂਰਨ ਪੈਮਾਨਾ*,Absolute scale of temperature
"ਸੰਪੂਰਨ ਸਮਕਾਲੀ, ਸੰਪੂਰਨ ਸਮਕਾਲੀ",Absolute simultancity
ਪੂਰਨ ਤਣਾਅ,Absolute stress
ਪੂਰਨ ਸਮਰੂਪਤਾ,Absolute symmetry
ਪੂਰਨ ਗਤੀ ਸਰੀਰ,Absolute system of motion
ਪੂਰਨ ਯੂਨਿਟ ਸਿਸਟਮ,Absolute system of units
ਪੂਰਨ ਤਾਪਮਾਨ,Absolute temperature
ਪੂਰਾ ਸਮਾਂ,Absolute time
ਪੂਰਨ ਇਕਾਈਆਂ,Absolute unit
ਸਹੀ ਮੁੱਲ,Absolute value
ਪੂਰਨ ਅੰਕ ਕੈਲਕੁਲੇਟਰ,Absolute value computer
ਪੂਰਨ ਗਤੀ,Absolute velocity
ਪੂਰਨ ਲੇਸ,Absolute viscosity
ਪੂਰਨ ਭਾਰ,Absolute weight
ਪੂਰਨ ਜ਼ੀਰੋ*,Absolute zero
ਜ਼ੀਰੋ ਦਾ ਪੂਰਨ ਭਾਜਕ,Absolute zero devisor
ਸੋਖਣਾ,Absorb
ਸ਼ੋਸ਼ਣ ਸੂਚਕਾਂਕ*,Absorbance
ਲੀਨ ਊਰਜਾ,Absorbed energy
"ਸੋਖਣ ਵਾਲਾ, ਸੋਖਣ ਵਾਲਾ",Absorber
ਸੋਖਣ ਵਾਲਾ ਮਾਧਿਅਮ*,Absorbing medium
ਸਮਾਈ ਸਮਰੱਥਾ,Absorbing power
ਸਮਾਈ,Absorptance
ਸ਼ੋਸ਼ਣ ਮੀਟਰ*,Absorptiometer
ਸੋਖਣ ਗਣਿਤ*,Absorptiometry
ਸਮਾਈ,Absorption
ਸਮਾਈ - ਬੈਂਡ*,Absorption band
ਸਮਾਈ ਸਰਕਟ,Absorption circuit
ਸਮਾਈ ਗੁਣਾਂਕ,Absorption coeffieient
ਸਮਾਈ ਕਾਲਮ,Absorption column
ਸਮਾਈ ਸਥਿਰ,Absorption constant
ਸਮਾਈ ਨਿਰੰਤਰਤਾ,Absorption continua
ਸਮਾਈ ਜ਼ੋਨ,Absorption cross section
ਸਮਾਈ ਮੌਜੂਦਾ,Absorption current
ਸਮਾਈ ਕਰਵ*,Absorption curve (=transmission curve)
ਸਮਾਈ ਫ੍ਰੈਕਚਰ,Absorption discontinuity
ਸਮਾਈ ਕੋਰ,Absorption edge
ਸਮਾਈ ਕਾਰਕ,Absorption factor
ਸਮਾਈ ਫਿਲਟਰ,Absorption filter
ਸੋਖਣ ਫਲੇਮ ਫੋਟੋਮੈਟਰੀ*,Absorption flame photometry
ਸਮਾਈ ਹਾਈਗਰੋਮੀਟਰ,Absorption hygrometer
ਸਮਾਈ ਘਾਤਕ,Absorption index
ਸਮਾਈ ਮਾਮੂਲੀ,Absorption limit
ਸਮਾਈ ਲਾਈਨ,Absorption line
ਸਮਾਈ ਨੁਕਸਾਨ,Absorption loss
ਸਮਾਈ ਮੋਡੂਲੇਸ਼ਨ,Absorption modulation=loss modulation
ਰੋਸ਼ਨੀ ਸਮਾਈ,Absorption of light
ਰੇਡੀਏਸ਼ਨ ਊਰਜਾ ਦੀ ਸਮਾਈ,Absorption of radiant energy
ਸਮਾਈ ਸਿਖਰ,Absorption peak
ਸਮਾਈ ਫੋਟੋਮੈਟਰੀ,Absorption photometry
ਸਮਾਈ ਅਨੁਪਾਤ,Absorption ratio
ਸਮਾਈ ਸੀਮਾ*,Absorption series
ਸ਼ੋਸ਼ਣ ਸਪੈਕਟ੍ਰਮ ਫੋਟੋਮੈਟਰੀ*,Absorption spectro photometry
ਸਮਾਈ ਸਪੈਕਟ੍ਰਮ*,Absorption spectrum
"ਸਮਾਈ ਟਿਊਬ, ਸਮਾਈ ਟਿਊਬ",Absorption tube
ਸਮਾਈ ਹਾਈਗਰੋਮੀਟਰ,Absorption vavemeter
ਸੋਖਣ ਵਾਲਾ*,Absorptive
ਜਜ਼ਬ ਕਰਨ ਵਾਲਾ evaporator,Absorptive attenuator
ਸਮਾਈ ਕਾਨੂੰਨ*,Absorptive law
ਸਮਾਈ ਮਾਧਿਅਮ,Absorptive medium
"ਸੋਖਣ ਦੀ ਸਮਰੱਥਾ, ਸਮਾਈ*",Absorptive power
ਸਮਾਈ*,Absorptivity
ਸਟੂਡੀਓ ਸਜਾਵਟ,Abstract set=studio decoration
ਗੁਣਾ ਅਨੁਪਾਤ,Abundance ratio
ਰੱਦ ਕਰਨਾ,Abvolt
ਬਾਰੇ,Abwatt
ਤੇਜ਼ ਕਰੋ,Accelerate
ਪ੍ਰਵੇਗ-ਸਟਾਪ ਦੂਰੀ,Accelerate-stop distance
ਜਲਦੀ,Accelerated
ਤੇਜ਼ ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ,Accelerated ageing test
ਤੇਜ਼ ਵਹਾਅ,Accelerated flow
ਤੇਜ਼ ਰਫ਼ਤਾਰ,Accelerated motion
ਤੇਜ਼ ਸਰੀਰ,Accelerated system
ਐਕਸਲੇਟਰ ਤੋਲਣ ਵਾਲਾ,Accelerating balance
ਐਕਸਲੇਟਰ ਇਲੈਕਟ੍ਰੋਡ*,Accelerating electrode
ਐਕਸਲੇਟਰ ਸਮਾਂ*,Accelerating period
ਐਕਸਲੇਟਰ ਪੜਾਅ,Accelerating phase
ਐਕਸਲੇਟਰ ਦਰ,Accelerating rate
ਐਕਸਲੇਟਰ ਵੋਲਟੇਜ*,Accelerating voltage
ਪ੍ਰਵੇਗ,Acceleration
ਤੇਜ਼ ਬਲਨ,Acceleration blowout=rich extinction=flame out
ਪ੍ਰਵੇਗ ਗੁਣਾਂਕ,Acceleration coefficient
ਪ੍ਰਵੇਗ ਭਾਗ,Acceleration component
ਗੰਭੀਰਤਾ ਦੇ ਕਾਰਨ ਪ੍ਰਵੇਗ,Acceleration due to gravity
ਪ੍ਰਵੇਗ ਕਾਰਕ,Acceleration factor
ਪ੍ਰਵੇਗਿਤ ਚਾਰਜ,Acceleration feedback
ਗੰਭੀਰਤਾ ਦਾ ਪ੍ਰਵੇਗ,Acceleration of gravity
ਪ੍ਰਵੇਗ ਸੰਭਾਵਨਾ,Acceleration potential
ਪ੍ਰਵੇਗ ਕਾਨੂੰਨ,Acceleration principle
ਪ੍ਰਵੇਗ ਪ੍ਰਕਿਰਿਆ,Acceleration process
ਪ੍ਰਵੇਗ ਜ਼ੋਨ,Acceleration space
ਪ੍ਰਵੇਗ ਵਿਧੀ,Acceleration technique
"ਪ੍ਰਵੇਗ ਸਹਿਣਸ਼ੀਲਤਾ, ਪ੍ਰਵੇਗ ਸਹਿਣਸ਼ੀਲਤਾ",Acceleration tolerance
ਪ੍ਰਵੇਗ ਵੈਕਟਰ,Acceleration vector
ਪ੍ਰਵੇਗ-ਵੋਲਟੇਜ,Acceleration voltage
ਪ੍ਰਵੇਗ ਲਹਿਰ,Acceleration wave
ਐਕਸਲੇਟਰ,Accelerative
"ਪ੍ਰਵੇਗ, ਪ੍ਰਵੇਗਕ *",Accelerator
ਐਕਸਲੇਟਰ ਸਮੀਕਰਨ,Accelerator equation
ਐਕਸਲੇਟਰ*,Accelerograph
ਐਕਸਲੇਰੋਮੀਟਰ,Accelerometer
ਐਕਸਲੇਰੋਮੀਟਰ ਮੇਲ ਖਾਂਦਾ ਹੈ,Accelerometer matching
prestresser,Accentuator
ਵੈਧ ਅੱਖਰ,Acceptable character
ਸਵੀਕ੍ਰਿਤੀ ਕੋਣ,Acceptance angle
ਸਵੀਕ੍ਰਿਤੀ ਨਿਰਧਾਰਨ,Acceptance specifications
ਸਵੀਕਾਰਯੋਗ ਟੈਸਟ,Acceptance test
"ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ*, ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ",Acceptor
ਰੀਸੈਪਟਰ ਐਟਮ,Acceptor atom
ਰੀਸੈਪਟਰ ਬਾਂਡ,Acceptor bond
ਰਿਸੀਵਰ ਸਰਕਟ,Acceptor circuit
ਰੀਸੈਪਟਰ ਪੱਧਰ,Acceptor level
ਦਾਨੀ ਅਣੂ,Acceptor molecule
ਰੀਸੈਪਟਰ ਦੀ ਵਿਸ਼ੇਸ਼ਤਾ,Acceptor property
ਰੀਸੈਪਟਰ ਸੰਪਤੀ ਦਾ ਪੱਧਰ,Acceptor property level
ਐਕਸਲੇਟਰ ਹੋਜ਼,Accererating tube
"ਪਹੁੰਚ, ਉਡੀਕ, ਪਹੁੰਚ",Access
ਭੁਜ ਤੱਕ ਪਹੁੰਚ ਕਰੋ,Access arm
ਪਹੁੰਚ ਸਿਸਟਮ,Access mechanism
ਪਹੁੰਚ ਦਾ ਸਮਾਂ,Access time
ਪਹੁੰਚਯੋਗਤਾ,Accessibility
"ਵਾਧੂ, ਸਹਾਇਕ, ਸਹਾਇਕ (v, ), ਸਹਾਇਕ ਉਪਕਰਣ",Accessory
ਵਾਧੂ ਪਾਬੰਦੀਆਂ,Accessory condition
ਇਤਫ਼ਾਕ,Accidental coincidence
ਅਚਾਨਕ ਸੁਧਾਰ,Accidental correction
ਦੁਰਘਟਨਾ ਦੇ ਬਾਇਓਜੇਨੇਸਿਸ,Accidental degeneracy
ਅਚਾਨਕ ਮੋੜ,Accidental double refraction
ਵਿਜ਼ਟਰ ਗਲਤੀ,Accidental error
"ਅਚਾਨਕ ਰੁਕਣਾ, ਅਚਾਨਕ ਰੁਕਣਾ",Accidental jamming
ਦੁਰਘਟਨਾ ਸੰਚਾਰ,Accidental transmission
ਬੇਤਰਤੀਬ ਪਰਿਵਰਤਨ,Accidental variation
ਵਿਵਸਥਾ,Accommodation
ਸਥਿਤੀ ਵਿੱਚ,Accumbent
ਸੰਚਿਤ ਗਲਤੀ,Accumulated error
"ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ",Accumulation
ਊਰਜਾ ਸਟੋਰੇਜ਼,Accumulation of energy
ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ*,Accumulator
ਸ਼ੁੱਧਤਾ,Accuracy
ਅਸਲੀਅਤ,Accurate
ਅਸਲ ਸਾਧਨ ਨਿਰੀਖਣ,Accurate instrumental observation
ਸਟੀਕ ਰੇਂਜ ਮਾਰਕਰ,Accurate range marker
ਸ਼ੁੱਧਤਾ ਸਕੈਨਿੰਗ,Accurate scanning
ਅਭਿਆਸ,Accustomisation
ਐਕਸਲੇਟਰ ਸੈੱਲ*,Acdelerating chamber
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ*,Achromat
ਅਕ੍ਰੋਮੈਟਿਕ*,Achromatic
ਅਕ੍ਰੋਮੈਟਿਕ ਵਿਸ਼ਲੇਸ਼ਕ,Achromatic analyser
ਬਾਰੰਬਾਰਤਾ ਨਿਰਪੱਖ antenna,Achromatic antenna
ਅਕ੍ਰੋਮੈਟਿਕ ਸ਼ਕਲ,Achromatic figure
ਅਕ੍ਰੋਮੈਟਿਕ ਫਰਿੰਜ,Achromatic fringe
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ*,Achromatic lens
ਅਕ੍ਰੋਮੈਟਿਕ ਬਿੰਦੂ ਮਾਰਗ,Achromatic locus
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ,Achromatic object lens
ਅਕ੍ਰੋਮੈਟਿਕ ਪ੍ਰਿਜ਼ਮ,Achromatic prism
ਅਕ੍ਰੋਮੈਟਿਕ ਦੂਰਬੀਨ,Achromatic telescope
ਰੰਗੀਨਤਾ*,Achromaticity
ਅਕ੍ਰੋਮੈਟਾਈਜ਼ੇਸ਼ਨ*,Achromatisation
ਰੰਗੀਨਤਾ*,Achromatism
"ਲਚਕੀਲੇ, ਅਪ੍ਰਤੱਖ, ਲਚਕੀਲੇ",Aclastic
"ਐਕੋਰਨ ਹੋਜ਼, ਬੰਜੂ ਹੋਜ਼",Acorn tube
ਛੋਟੇ ਵਾਲਵ,Acorn valve
akophony,Acouphony
ਧੁਨੀ,Acoustic
ਧੁਨੀ ਸਮਾਈ,Acoustic absorptivity
ਐਕੋਸਟਿਕ ਐਟੀਨਯੂਏਸ਼ਨ ਗੁਣਾਂਕ,Acoustic attenuation coeffcient
ਧੁਨੀ ਧਿਆਨ,Acoustic attenuation constant
ਧੁਨੀ ਚੋਰ ਅਲਾਰਮ,Acoustic burglar alarm
ਧੁਨੀ ਸਮਰੱਥਾ,Acoustic capacitance
ਸੁਣਵਾਈ ਕੇਂਦਰ,Acoustic centre
ਧੁਨੀ ਵਿਆਖਿਆ,Acoustic clarifier
ਧੁਨੀ ਕਵਰ,Acoustic cloud
ਧੁਨੀ ਜਵਾਬ,Acoustic compliance
ਧੁਨੀ ਭਾਗ,Acoustic component
ਧੁਨੀ ਚਾਲਕਤਾ,Acoustic conductivity
ਧੁਨੀ ਗਿੱਲਾ,Acoustic damping
ਧੁਨੀ ਫੈਲਾਅ,Acoustic dispersion
ਆਵਾਜ਼ ਹੈਕਰ,Acoustic dissipation element
ਧੁਨੀ ਊਰਜਾ*,Acoustic energy
ਧੁਨੀ ਊਰਜਾ ਸਮੀਕਰਨ,Acoustic energy equation
ਧੁਨੀ ਸਮੀਕਰਨ,Acoustic equation
ਧੁਨੀ ਬਹਾਲੀ,Acoustic feedback
cladney ਆਕਾਰ,Acoustic figures (Chladni figures)
ਧੁਨੀ ਫਿਲਟਰ,Acoustic filter
ਆਵਾਜ਼ ਜਨਰੇਟਰ,Acoustic generator
ਧੁਨੀ ਗਰੇਟਿੰਗ,Acoustic grating
ਧੁਨੀ ਰੁਕਾਵਟ*,Acoustic impedance
ਧੁਨੀ ਜੜਤਾ,Acoustic inertance
ਧੁਨੀ ਤੀਬਰਤਾ,Acoustic intensity
ਧੁਨੀ ਦਖਲ ਮੀਟਰ,Acoustic interferometer
ਧੁਨੀ ਦਖਲ ਖੋਜੀ,Acoustic intrusion detector
ਧੁਨੀ ਲੈਂਸ,Acoustic lens
ਆਵਾਜ਼ ਲਾਈਨ,Acoustic line
ਧੁਨੀ ਪੁੰਜ,Acoustic mass
ਧੁਨੀ ਸਮੱਗਰੀ,Acoustic material
ਧੁਨੀ ਮਤਲਬ ਮੁਕਤ ਮਾਰਗ,Acoustic mean free path
ਧੁਨੀ ਮੋਡ,Acoustic mode
ਧੁਨੀ ਸ਼ੋਰ,Acoustic noise
ਧੁਨੀ ਓਮ*,Acoustic ohm
"ਐਕੋਸਟਿਕ ਪੈਨਲ, ਐਕੋਸਟਿਕ ਬੋਰਡ",Acoustic panel
ਧੁਨੀ ਪੜਾਅ ਸਥਿਰ,Acoustic phase constant
ਧੁਨੀ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ,Acoustic pickup (sound box)
ਧੁਨੀ ਦਬਾਅ,Acoustic pressure
ਆਵਾਜ਼ ਦਾ ਸਮਰੂਪਤਾ ਨਿਯਮ,Acoustic principle of similarity
ਧੁਨੀ ਸੰਚਾਰ,Acoustic propagation constant
ਧੁਨੀ ਗੁਣ,Acoustic property
ਧੁਨੀ ਚਤੁਰਭੁਜ,Acoustic quardrupole
ਧੁਨੀ ਰੇਡੀਏਸ਼ਨ ਤੱਤ,Acoustic radiating element
ਧੁਨੀ ਰੇਡੀਏਸ਼ਨ,Acoustic radiation
ਸਾਊਂਡਪਰੂਫ਼,Acoustic radiator
ਧੁਨੀ ਰੇਡੀਓਮੀਟਰ,Acoustic radiometer
ਧੁਨੀ ਸਦਮਾ,Acoustic reactance
ਧੁਨੀ ਪਰਸਪਰ ਪ੍ਰਮੇਯ,Acoustic reciprocity theorem
ਧੁਨੀ ਘਟਾਉਣ ਕਾਰਕ,Acoustic reduction factor
ਧੁਨੀ ਪ੍ਰਤੀਬਿੰਬ ਗੁਣਾਂਕ,Acoustic reflection coefficient
ਧੁਨੀ ਅਪਵਰਤਨ,Acoustic refraction
ਧੁਨੀ ਪ੍ਰਤੀਰੋਧ,Acoustic resistance
ਧੁਨੀ ਜਵਾਬ,Acoustic responsiveness
ਐਕੋਸਟਿਕ ਸਕੈਟਰਿੰਗ,Acoustic scattering
ਸੁਣਵਾਈ ਬਿੰਦੂ,Acoustic spot
ਧੁਨੀ ਕਠੋਰਤਾ,Acoustic stiffiness
ਧੁਨੀ ਸਿਸਟਮ,Acoustic system
ਧੁਨੀ ਥਰਮਾਮੀਟਰ,Acoustic thermometer
ਧੁਨੀ ਗਤੀ,Acoustic velocity
ਆਵਾਜ਼ ਦੀ ਲਹਿਰ,Acoustic wave
ਧੁਨੀ,Acoustical
ਆਵਾਜ਼ ਸਮਾਈ ਗੁਣਾਂਕ,Acoustical absorption co-efficient
ਧੁਨੀ ਸਮਾਈ ਭਾਗ,Acoustical absorption factor
ਧੁਨੀ ਸਰਕਟ,Acoustical circuit
ਧੁਨੀ ਜਵਾਬ,Acoustical compliance
ਧੁਨੀ ਦੇਰੀ ਲਾਈਨ,Acoustical delay line
ਧੁਨੀ ਵਿਗਾੜ,Acoustical distortion
ਧੁਨੀ ਧੁਨੀ,Acoustical energetics
ਧੁਨੀ ਫਿਲਟਰ,Acoustical filter
ਧੁਨੀ ਰੁਕਾਵਟ*,Acoustical impedance (=acoustic impedance)
ਫੋਨੋਗ੍ਰਾਫ,Acoustical labyrinth
ਧੁਨੀ ਓਮ*,Acoustical ohm
ਧੁਨੀ ਸਥਿਰ,Acoustical phase constant
ਧੁਨੀ ਫੋਨੋਨ,Acoustical phonan
ਧੁਨੀ ਪ੍ਰਸਾਰਣ ਸਥਿਰ,Acoustical propagation constant (=propagation constant)
ਧੁਨੀ ਤਬਦੀਲੀ ਗੁਣਾਂਕ,Acoustical reduction factor
ਧੁਨੀ ਪ੍ਰਤੀਰੋਧ,Acoustical resistance
ਧੁਨੀ ਕਠੋਰਤਾ,Acoustical stiffness
ਆਵਾਜ਼ ਯੂਨਿਟ,Acoustical unit
ਸਾਊਂਡਪਰੂਫ਼,Acoustically insulated
ਧੁਨੀ ਪਾਸੇ ਲਾਈਨ,Acoustico-lateral line
"ਧੁਨੀ ਵਿਗਿਆਨ, ਧੁਨੀ ਵਿਗਿਆਨ",Acoustics
ਆਵਾਜ਼ ਮੀਟਰ,Acoustimeter
ਆਵਾਜ਼ ਦਾ ਦਬਾਅ,Acoustomotive pressure=sound pressure
ਪ੍ਰਾਪਤੀ ਰਾਡਾਰ,Acquisition radar
ਪ੍ਰਕਾਸ਼ ਸੰਸ਼ਲੇਸ਼ਣ ਰੇਡੀਏਸ਼ਨ,Actinic ray
ਐਕਟਿਨੀਅਮ ਨਿਕਾਸ,Actinium emnation
ਐਕਟਿਨੋ-ਯੂਰੇਨੀਅਮ,Actino-uranium
ਐਕਟਿਨੋ-ਯੂਰੇਨੀਅਮ ਲੜੀ,Actino-uranium series
ਰੇਡੀਓਇਲੈਕਟ੍ਰਿਕ,Actinoelectricity
"ਐਕਟਿਨੋਮੀਟਰ, ਫੋਟੋਮਾਈਕ੍ਰੋਮੀਟਰ",Actinometer
"ਕਾਰਵਾਈ, ਕੰਮ",Action
ਕਾਰਵਾਈ ਅਤੇ ਪ੍ਰਤੀਕਰਮ,Action and reaction
ਕਾਰਵਾਈ ਸਥਿਰ,Action constant
ਪ੍ਰਭਾਵ ਦਾ ਖੇਤਰ,Action radium (=effective area)
"ਸਰਗਰਮ, ਸਰਗਰਮ",Activated
ਸਰਗਰਮ ਫੈਲਾਅ,Activated diffusion
"ਸਰਗਰਮ ਫਾਈਬਰ, ਸਰਗਰਮ ਫਾਈਬਰ",Activated filament
ਸਰਗਰਮੀ ਪ੍ਰਭਾਵ,Activating effect
ਸਰਗਰਮੀ ਪ੍ਰਭਾਵ,Activation
ਸਰਗਰਮੀ ਵਿਸ਼ਲੇਸ਼ਣ,Activation analysis
ਗਤੀਵਿਧੀ ਕੇਂਦਰ,Activation centre
ਐਕਟੀਵੇਸ਼ਨ ਟੈਸਟਰ,Activation cross-section
ਸਰਗਰਮੀ ਊਰਜਾ,Activation energy
ਐਕਟੀਵੇਸ਼ਨ ਐਂਟਰੌਪੀ,Activation entropy
ਐਕਟੀਵੇਸ਼ਨ ਓਵਰਵੋਲਟੇਜ,Activation over-voltage
ਸਰਗਰਮੀ ਦੀ ਦਰ,Activation rate
"ਐਕਟੀਵੇਟਰ, ਐਕਟੀਵੇਟਰ",Activator
ਐਕਟੀਵੇਟਰ ਐਟਮ,Activator atom
ਐਕਸਲੇਟਰ,Activator of accelerator
ਸਰਗਰਮ ਸਮਾਈ,Active absorption
ਸਰਗਰਮ ਏਰੀਅਲ,Active aerial
ਰੇਡੀਏਸ਼ਨ ਖ਼ਤਰਾ ਜ਼ੋਨ,Active area (controlled area)
ਸਰਗਰਮ ਜੰਤਰ,Active device
