Hindi,Marathi
"पौर मुख्य, विशिष्ट पौर, आल्‍डर्मन",अल्डरमन
कुलांकित आयुध,मोहक हात
मैत्री,मैत्री
एम्फिकटिआनी परिषद,एम्फेक्टियोनिक परिषद
ऊपर देo : Amphictyonic Council,एम्फेक्टियोनिक लीग
"रंगवाट, रंगभूमि, अखाड़ा",अॅम्फिथिएटर
(मृद्भांडों का) अमरीनाल वर्ग,अमरी नल गट (मातीचा)
"काल-वैषम्य, काल-दोष",अनाक्रोनिझम
काल-वैषम्ययुक्त,अनाक्रोनिस्टिक
पूर्वज,पूर्वज
पितृ-पूजा,पूर्वजांची पूजा
कुल-परंपरा,वंशपरंपरा
2. वंश,वंशपरंपरा
3. वंश-क्रम,वंशपरंपरा
4. उच्च कुल,वंशपरंपरा
"प्राचीन शासन-व्यवस्था, क्रांति पूर्व शासन-व्यवस्था",प्राचीन राजवट
"पुरातन, प्राचीन",प्राचीन
प्राचीन गाथा,प्राचीन बालगीत
प्राचीन मत,प्राचीन श्रद्धा
प्राचीन प्रथा,प्राचीन प्रथा
प्राचीन हतिहास,प्राचीन इतिहास
प्राचीन स्मारक,प्राचीन स्मारके
उपाख्यान,किस्सा
एन्जिलोट,अँजेलोट
देवदूत पूजा,एंजलस
आन्जवै,अँजेविन (=अंजेविन)
ऐन्गल्स,कोन
आंग्लिक,अँग्लिकन
आंग्ल चर्च,अँग्लिकन कम्युनियन
आंग्ल चर्चवाद,अँग्लिकनवाद
आंग्ल विरोधी,अँग्लो-फोब
आंग्ल-दुर्भीति,अँग्लो-फोबिया
आंग्ल सैक्सन,अँग्लो-सॅक्सन
आंग्ल-सैक्सनवाद,अँग्लो-सॅक्सोनवाद
"आख्यान-लेखक, आख्यानकार",अॅनालिस्ट
"वर्षवृत्त, आख्यान, ख्यात",इतिहास
"अधिनहन, मिला देना",संलग्नीकरण
युद्ध पूर्व (स्थिति),अँटी-बेलम
"पूर्वतिथि-निर्धांरण, पूर्वकाल निर्धारण",पूर्वीची तारीख
पादरी प्रथा विरोधी,कारकुनविरोधी
पादरी प्रथा विरोधी विधान,कारकुनी विरोधी कायदा
"पुरावशेष, पुरावस्तु",पुरातन वास्तू
लगान-विरोधी,विरोधी भाडे
2. एन्टी रैन्ट पार्टी,विरोधी भाडे
"यहूदी विरोध, यहूदीवाद-विरोध, यहूदी विरोधवाद",सेमिटिझम विरोधी
ऐन्ज़ेक,अँझॅक
नागरिक सभा,अपेला
अरालू,अरालू
आर्च बिशप,आर्च बिशप
आर्च डची,आर्च डची
आर्च ड्यूक,आर्च ड्यूक
पुरालेख संग्रह,आर्काइफ (=अभिलेख संग्रह)
महाधर्माध्यक्ष का पद,आर्किपिस्कोपेट
अभिजाततंत्र,अभिजात वर्ग
अभिजात,कुलीन
अभिजातीय दंभ,खानदानी स्नोबरी
अरस्तूवादी,अॅरिस्टोटेलियन
आर्मेडा,आरमार
स्पेन का आर्मेडा,आरमार (=स्पॅनिश आरमार)
कवच-विशारद,आर्मोरिस्ट (= आर्मरिस्ट)
"कवच, बख्तर, वर्म",चिलखत (= चिलखत)
अo देo armorist,आर्मरिस्ट
आर्य,आर्यन
2. कुलीन,आर्यन
अस्कारी,अस्करी
"आसिग्ना, भू-प्रतिभृत मुद्रा",नियुक्त करा
अभिसत्र,Assize
2. विधिपृच्छा,Assize
3. अभिसत्राधिनियम,Assize
आयुध अभिसत्राधिनियम,शस्त्रास्त्र कायद्याची मदत
डारेन उपस्थापन अभिसत्राधिनियम,डॅरेन प्रेझेंटमेंटची मदत
मृत पूर्वज अभिसत्राधिनियम,मॉर्ट &#39;डी&#39; पूर्वजांची मदत
अभिनव अधिधारणोत्सादन अभिसत्राधिनियम,कादंबरी Disseisin च्या Assize
नृशंसता,अत्याचार
आक्रमण,हल्ला
"सर्वोच्च न्यायालय, ऑलिक काउन्सिल",ऑलिक कौन्सिल
गेडिस समाधान,देवीची कुर्‍हाड (= देवी कुर्हाड)
धुरी राष्ट्र,अक्ष (=रोम-बर्लिन-टोकियो अक्ष)
"बाबुल, बेबीलोन",बॅबिलोन
बेबीलोनी बंदीकरण,बॅबिलोनियन बंदिवास (= बॅबिलोनी कैद)
बाखुसी उपासक,बचनाल भक्त
मद्यपानोत्सव,बचनालिया
युवा योद्धा,बॅचलर
"बगदाद अनुबंध, बगदाद पैक्ट",बगदाद करार
बाल्कन लीग,बाल्कन लीग
बाल्कन अनुबंध,बाल्कन करार
बाल्कन युद्ध,बाल्कन युद्धे
बाल्टिक अनुबंध,बाल्टिक करार
दस्यु,डाकू
बांडुंग सम्मेलन,बांडुंग परिषद
"निर्वासन, देश-निकाला",हद्दपार
"पताका, ध्वजा",बॅनर
बर्बर,रानटी
कोट-घूँघट,बार्बिकन
बारदोली सत्याग्रह,बारडोली सत्याग्रह
बार्न बर्नस,धान्याचे कोठार बर्नर्स
"बैरन, सामंत",जहागीरदार
बैरोनेज,बॅरोनेज
महासामंत,Barones majores
लघु सामंत,बॅरोन्स अल्पवयीन
सामंत पत्नी,जहागीरदार
उपसामंत,बॅरोनेट
उपसामंत वर्ग,बॅरोनेटेज
2. बैरोनेट वंशावली,बॅरोनेटेज
उपसामंत,बॅरोनेटसी
बैरोनी,बॅरोनी
दास बंदीगृह,बॅराकून
2. दास-गृह,बॅराकून
अवरोध,बॅरिकेड (= बॅरिकेडो)
2. घिराव,बॅरिकेड (= बॅरिकेडो)
3. मोचबिंदी,बॅरिकेड (= बॅरिकेडो)
आधार शिबिर,बेस कॅम्प
वैसिलिका,बॅसिलिका
2. सभा भवन,बॅसिलिका
बैस्टील,बॅस्टिला
बैस्टील,बॅस्टिल
2. कारागार,बॅस्टिल
तोपखाना,बॅटरी
"रण, समर, युद्ध",लढाई
रण-व्यूह,Batlle-array
युद्ध-घोष,लढाई रडणे
युद्ध कोलाहल,लढाई दिन
"रण भूमि, रण क्षेत्र, समरांगण",युद्धक्षेत्र
युद्ध-गान,लढाई भजन
एड़-युद्ध,स्पर्सची लढाई
ध्वज-संग्राम,स्टँडर्डची लढाई
"रणपोत, जंगी जहाज़, संगरपोत",युद्धनौका
"संगरपोत शक्ति, रणपोत-शक्ति",युद्धनौका-शक्ती
बेयू चित्रपट,Bayeux टेपेस्ट्री
संकेत प्रकाश,बीकन
प्रकाश स्तंभ,बीकन टॉवर
मुखरक्षी,बीव्हर
2. बीवर सिक्का,बीव्हर
समुद्री बैगर,समुद्राचे भिकारी
युयुत्यु,बेलिकोज
2. लड़ाकू,बेलिकोज
3. युद्धप्रिय,बेलिकोज
"युयुत्सा, युद्धप्रियता, लड़ाकूपन",बेलिकोसिटी
बेलोना,बेलोना
"मठवृत्ति, धमवृत्ति, पादरी की वृत्ति",फायदा
पादरी-सुविधा,धर्मगुरूंचा लाभ
बेनीलक्स,बेनेलक्स
"बर्लिन डिकी, बर्लिन निषेध",बर्लिन डिक्री
"जुझारू योद्धा, नार्सी योद्धा",बेसरकर
बजांत,बेझंट (=बेझंट)
बैथेल,बेथेल
ग्रंथ-पूजक,बिब्लिओलेटर
ग्रंथपूजन,ग्रंथदिंडी
बिग बर्था,मोठा बर्था
धर्मांध,धर्मांध
वासादेश,बिलेटिंग
बिल ऑफ अटेन्डर,अटेंडरचे बिल
अधिकार-पत्र,अधिकारांचे विधेयक
"जीवनीकार, चरित लेखक",चरित्रकार
जातक कथाएँ,जन्मकथा
पड़ाव,बिव्होक
2. रण-शिविर,बिव्होक
3. सैनिक पहरा,बिव्होक
बाइज़ोनिया,बिझोनिया
अवैध दास आयात,काळा पक्षी
काला झंडा,काळा झेंडा
काल-कोठरी,कृष्ण विवर
2. ब्लैक होल,कृष्ण विवर
"गद्दार, द्रोही",काळा पाय (= खरुज)
"ब्लैक शर्ट, काली कुर्ती दल",काळा शर्ट
कुल चिह्र,ब्लेझोन
2. कुल चिह्र अंकन,ब्लेझोन
कुल-चिह्रांकन कला,झगमगाट
2. कलात्मक प्रदर्शन,झगमगाट
"तड़ित युद्ध, तूफानी हमला",ब्लिट्झक्रीग
"गौरवमय क्रांति, रक्तहीन क्रांति",रक्तहीन क्रांती (=वैभवशाली क्रांती)
"रक्तपात देय, खून की कीमत, रक्तपात दण्ड",ब्लडवाईट
खूनी मेरी (सन् - ईo),ब्लडी मेरी
ब्लू,निळा
"आभिजात्य, कुलीनता",निळे रक्त
"नीली पुस्तिका, सरकारी रिपोर्ट, ब्लू बुक",निळे पुस्तक
"नीला फीता, ब्लू रिबन",निळी फीत
2. सर्वोच्च सम्मान,निळी फीत
राजकीय रक्षक,ब्लूज (=रॉयल हॉर्स गार्ड)
नीली कुर्ती दल (इटली),निळा शर्ट
नौसेना समर्थक,ब्लू वॉटर स्कूल
"संचालन-मंडल, संचालन-बोर्ड, नियंन्त्रण मंडल",नियंत्रण मंडळ
"वर्म, जिरह-बख्तर",शरीर चिलखत
बूर,बोअर
लूट का माल,लूट
बरो,बरो
सीनेट सदन,बुलेउटेरियन
बूर्बा,बोरबॉन
बॉक्सर विद्रोह,बॉक्सर बंडखोरी
भुज कवच,ब्रेस
बाहु पट्टिका,ब्रासर्ड
"2. भुज बंध, भुज कवच",ब्रासर्ड
बहुधान्यक प्रदेश,ब्रेड वसाहती
"वक्षस्त्राण, उरस्ताण",ब्रेस्ट प्लेट
आवक्ष भित्ति,स्तनाचे काम
"ब्रेटवाल्डा, ब्रिटनों का अधिपति",ब्रेटवाल्डा
बटमार,ब्रिगेंड
"बटमारी, लुंठन, राहजनी",दलाल
"ब्रिटिश कॉमनवेल्य, राष्ट्रमंडल",ब्रिटिश कॉमनवेल्थ ऑफ नेशन्स
"ब्राउन शर्ट्स, भूरी कुर्ती दल",तपकिरी शर्ट (=नाझी)
ब्रुसेल्स संधि संगठन,ब्रुसेल्स ट्रीटी (पॅक्ट) संस्था (=वेस्टर्न युरोपियन युनियन)
महिष चर्म,बफ
2. लघु कोट,बफ
बफ़-कोट,बफ-कोट
बफ़-रेज़िमेंट,बफ्स
ब्यूल,बुले (=परिषद)
पट्टेदारी,बर्गेज
पौर प्रतिनिधि,बर्जेस
बाईजेन्टिनी,बायझँटाईन
बाइजेन्टिनी गिरजाघर,बायझँटाईन चर्च
बाइजेन्टिनी साम्राज्य; पूर्वी रोम साम्राज्य,बायझँटाईन साम्राज्य
बाइजेन्टिनी संवत्,बायझँटाईन युग
बाइजेन्टिनी इतिहासकार,बायझँटाईन इतिहासकार
"काबेल, षडयंत्रकारियों का गुट",कॅबल
सीज़रतंत्र,सीझरवाद
खलीफ़ा,खलिफा
"खुशनवीस, सुलेखक",कॅलिग्राफर
सुलेख-विशारद,कॅलिग्राफिस्ट
सुलेख,कॅलिग्राफी
कैल्ट्रॉप,कॅल्ट्रॉप
सौहार्द,सौहार्द
लघु कक्ष,कॅमरिला
2. षाड्यंत्रिक,कॅमरिला
(पोप का) मुकुट,कॅमेलॅकम
"छद्मावरण, छद्म गोपन",क्लृप्ती
अभियान,मोहीम
लश्करी; शिविरानुचर,शिबिराचे अनुयायी
गिरजा क़ब्रिस्तान,कॅम्पो सॅंटो
कैंपस मारशियस,कॅम्पस मार्टियस
"कान्फोरा, डलियावाली",कॅनेफोरा
कैंग; काष्ठबंध,कॅंग्यू
गोलाबारी,तोफखाना
"युद्ध-बलि, तोपचारा",तोफ चारा
धर्म-सूत्र,कॅनन
"चर्च क़ानून, ईसाई धर्म-नियम, धमनियम",कॅनन कायदा
"कैनोपेस आज्ञप्ति, कैनोपस डिक्री",कॅनोपस डिक्री
"चिह्रित शस्त्र, चिह्रित आयुध",कण्टिंग शस्त्र
बंदी,बंदिवान
बंदीकर्त्ता,कॅप्टर
कार्डिनल,कार्डिनल
कार्ल,कार्ल
कैरोलिन्जी राजवंश,कॅरोलिंगियन राजवंश
कारथूसी संप्रदाय,कार्थुशियन पंथ
कारथूसी मठ,कार्टोसा
"किलेदार, कोटपाल",कॅस्टेलियन
2. केस्टेलन,कॅस्टेलियन
वर्ण-व्यवस्था,जाती व्यवस्था
() दुर्ग,वाडा
(2) गढ़ी,वाडा
दुर्ग-नगर,वाड्याचे शहर
कैस्ट्रा,कास्त्रा
2. रोमन शिविर,कास्त्रा
पादरी का सिंहासन,कॅथेड्रा
मुख्य गिरजाघर,कॅथेड्रल
केटो स्ट्रीट षडयंत्र,केटो स्ट्रीट कट
कॉडिलो,कौडिल्लो
() कैवेलियर,घोडेस्वार
(2) घुड़सवार,घोडेस्वार
कैवेलियर पार्लियामेंट,घोडदळ संसद
"पक्ष-त्यागी गुट, आडुलम गुट",अदुल्लमची गुहा
"गुहा-चित्रकारी, गुहा-चित्रण",गुहा चित्रकला
2. गुहा-चित्र,गुहा चित्रकला
सेन्टुमविर,सेंटमवीर
सेंचुरियन,सेंच्युरियन
"शताब्दी, सदी, शती",शतक
"जिरह-बख्तर, श्रृंखला-कवच",साखळी चिलखत (=साखळी मेल)
"समर्पित मंदिर, समर्पित पूजागृह",चंत्री
2. समर्पित धर्मदास,चंत्री
चैप पुस्तिका,चॅप बुक
"धर्माधिकारी, चैपलिन",धर्मगुरू
पादरी मंडल,धडा
सांयोगिक दुर्घटनाएँ,अपघातांचा अध्याय
कीतिंचिह्र,चार्ज करा
"कार्यदूत, दूत-कार्यकारी",चार्ज डी अफेयर्स
विदाई परामर्श,चार्ज विभाजन
युद्धाश्व,चार्जर
विजय रथ,रथ
रथारोही,सारथी
2. रथी,सारथी
3. सारथी,सारथी
"अन्नसत्र, लंगर",धर्मादाय स्वयंपाकघर
"अधिकार-पत्र, चार्टर",सनद
चार्टिस्ट आंदोलन,चार्टिस्ट चळवळ (=चार्टिझम)
"अभिलेख-कक्ष, अभिलेख-प्रकोष्ठ",चार्टोफिलेशियम
"सामंत गढ़ी, शातो",Chateau
पड़ताल चौकी,चेक पोस्ट
रासायनिक युद्ध,रासायनिक युद्ध
दुर्ग-नगर,चेस्टर
सरदार,प्रमुख
सरदार,सरदार
2. सामंत,सरदार
3. राजा,सरदार
"जालांशुक, जालीदार कपड़ा, शिफान",शिफॉन
शौर्य,शौर्य
यहूदी लोग,निवडलेले लोक
दिव्यवाणी कक्ष प्रवचन कक्ष,ख्रिसमोग्राफीन
ईसाई जगत,ख्रिस्ती धर्म
ईसवी काल,ख्रिश्चन युग
ईसाई समाजवाद,ख्रिश्चन समाजवाद
इतिवृत्त,क्रॉनिकल
इतिवृत्तकार,क्रॉनिकलर
स्वर्ण-भूमि,Chryse Chersonese
रत्न-कक्ष,सिमेलियम
सोलहवीं शती की शैली,Cinquecento शैली
परिनौचालन,परिक्रमा
सिस्तर्शी साधु,सिस्टर्सियन साधू
"दुर्ग, गढ़ी",किल्ला
() प्रशस्ति,उद्धरण
(2) उपस्थिति सूचना,उद्धरण
सविनय अवज्ञा (आन्दोलन),सविनय कायदेभंग
गृह-युद्ध,नागरी युद्ध
रोमन नागरिक,सिव्हिस रोमनस
"कलासिकी युग, श्रेण्य युग",शास्त्रीय वय
बटमार,Clepht (=klepht)
"पादरीवाद, पुरोहितवाद",कारकुनीवाद
"भूग्राही, क्लेरुक",लिपिक
क्लूनी आंदोलन,क्लुनियाक हालचाली
"कवच, जिरह-बख्तर",कोट चिलखत
कुलांक,अंगरखा
2. आयुधांक,अंगरखा
3. अस्त्र-ध्वजादि-चित्रण,अंगरखा
"कवच, जिरह-बख्तर, अंगत्राण",मेलचा कोट
कोहॉर्ट,पलटण
कोमिशिया,कॉमिटिया
कोमिशिया सेंतुरियाता,Comitia Centuriata
कोमिशिया क्यूरिआता,Comitia Curiata
कोमिशिया ट्रिब्यूता,कमिटीया ट्रिबुटा
स्मारक तोरण,स्मारक कमान
स्मारक सिक्का,स्मारक नाणे
स्मारक मुहर,स्मारक शिक्का
सार्वजनिक भूमि,सामान्य फील्ड
कम्यूनार्ड,Communard
समझौता,कॉन्कॉर्डॅट
2. धर्म-संधि,कॉन्कॉर्डॅट
कंदोत्यर,कॉन्डोटिएरे
"अधिकार-पत्र की पुष्टि, चार्टर-पुष्टि",पुष्टीकरण कार्टारम
संघर्ष,संघर्ष
धर्म-संगति,मंडळी
विजेता राज्य,जिंकणारे राज्य
विजेता,जिंकणारा
"वर्षक वीर, अत्याचारी विजेता",जिंकणारा
राजपरिषद्,कॉन्सिलियम
"चर्च न्यायालय, काँसिस्टरी",कंसिस्टरी
षड़यन्त्र,षडयंत्र
2. साजिश,षडयंत्र
कांसुली शासन,वाणिज्य दूतावास
परामर्श-पुस्तिका,सल्लामसलत पुस्तक
महाद्वीपीय व्यवस्था,खंडीय प्रणाली
अनधिकृत आहूत पार्लियामेंट,अधिवेशन संसद
कापरहेड्स,कॉपरहेड्स (=पीस डेमोक्रॅट्स)
"पट्ट-भूमि, पट्टे पर मिली भूमि",कॉपीहोल्ड
परिसीमन; घेरा डालना,कोर्डनिंग
"मुकुट, किरीट",कोरोना
राज्याभिषेक,राज्याभिषेक
"अभिषेकाश्म, अभिषेक-शिला",राज्याभिषेक दगड
(ग्रंथ) संग्रह,कॉर्पस
"जलदस्यु, समुद्री डाकू",Corsair
2. दस्यु पोत,Corsair
"उरस्त्राण, वक्षस्त्राण",कॉर्सेट (=कॉर्सलेट)
"कार्टिज़, स्पेनी संसद",कोर्टेस
कुटी घर,कोटर (=कोटीर)
2. खिदमती काश्तकार,कोटर (= cottier)
काउन्ट पैलेटीनेट,काउंट पॅलेटिनेट
ग्राम्य आवास,देशाचे घर
काउन्टी,परगणा
काउन्टी बरो,काउंटी बरो
काउन्टी न्यायालय,काउंटी न्यायालये
काउन्टी रियासत,काउंटी पॅलाटिन
दरबार,कोर्ट
2. राजसभा,कोर्ट
राजपरिपत्र,न्यायालयाचे परिपत्रक
"दरबारी शिष्टाचार, दरबारी अदब, दरबारी क़ायदा",न्यायालयीन शिष्टाचार
"राजदरबारी, राजसभासद, मुसाहिब",दरबारी
कोर्ट ऑफ कैसेशन,कोर्ट ऑफ कॅसेशन
"(ईस्ट इंडिया कंपनी का) निदेशक मंडल, कोर्ट ऑफ डायरेक्टर्स",कोर्ट ऑफ डायरेक्टर्स (EIC)
"(ईस्ट इंडिया कंपनी का) स्वामी मंडल, कोर्ट ऑफ प्रोप्राइटर्स",मालकांचे न्यायालय
राजकवि,दरबारी कवी
प्रसंविदाकारी केमेरोनपंथी,करार केला कॅमेरोनियन
"राजा, क्राउन",मुकुट
2. (क) ताज,मुकुट
(ख) मुकुट,मुकुट
"खालसा, राजभूमि",मुकुट जमीन
2. संघ राज्य,मुकुट जमीन
युवराज,राजकुमार
"धर्मयुद्ध, जिहाद",धर्मयुद्ध
धर्म-योद्धा,धर्मयुद्ध
"गुप्त लेख, छद्म लेख, गुप्त संदेश, कूट लेख, कूट संदेश, छद्म संदेश",क्रिप्टोग्राम
"वक्षस्त्राण, जिरहबख़्तर",कुइरास
"चर्म कवचधारी, अश्वारोही",क्युरासियर
संप्रदाय देवता,पंथ देवता
"क्यूरिया, सभा-भवन, परिषद",कुरिया
2. रोम का सीनेट भवन,कुरिया
जारशाही,झारवाद
अंध महाद्वीप,गडद खंड
प्रलय-दिवस,न्यायाचा दिवस
2. क़यामत का दिन,न्यायाचा दिवस
"डीन, अधिष्ठाता",डीन
जशक,दशक
दीनार,दिनारियस
सिंहासनच्युत राजा,पदच्युत सम्राट
विलुंठन,उध्वस्त करा
"अपहरण, लूट-खसोट",उध्वस्त
गद्दी से उतारना,डिथ्रोन
राजमुकुट,डायडेम
2. किरीट,डायडेम
3. राजचिह्र,डायडेम
डायेसिया,डायशिया
न्यायालय,डिकॅस्टेरियम
जलप्रलयवादी,डिलुवालिस्ट
बिशप-क्षेत्र,बिशपच्या अधिकारातील प्रदेश
2. डायोसीज़,बिशपच्या अधिकारातील प्रदेश
क्रांतिकारी कार्यकारिणी,डायरेक्टरी (=निर्देशिका)
2. दायरोक्तायर,डायरेक्टरी (=निर्देशिका)
दिरहम,दिरहाम
निष्ठाहीन,अविश्वासू
2. देशद्रोही,अविश्वासू
"राज्य-अपहरण नीति, राज्यलय-नीति",चूकीचा सिद्धांत
"प्रलेख, दस्तावेज़",दस्तऐवज
"दस्तावेज़ी साक्ष्य, प्रलेखी साक्ष्य",कागदोपत्री पुरावा
"अंतिम निर्णय पुस्तक, क़यामत के दिन की पुस्तक",डोम्सडे बुक
कॉन्सटेन्टाइन का दान,कॉन्स्टंटाईनचे दान
"विधि, क़ानून",नशिबात
राजमाता,डोगर राणी
"ड्रेगून, घुड़सवार",ड्रॅगन
साँडनी सवार,ड्रोमेडरियन
"साँडनी, मादा ऊँट",ड्रोमेडरी
महा नौका,ड्रोमंड
द्वंद्व युद्ध,दुहेरी
"डुअल अलाएँस, दोहरी संधि",दुहेरी युती
ड्यूल आँताँत,दुहेरी entente
"दोहरा शासन, दुहरी सरकार, द्वैध शासन",दुहेरी प्रणाली (= दुहेरी सरकार)
ड्यूक,सरदार
ड्यूमा,ड्यूमा
वामन अवतार,बटू अवतार
वंश,राजवंश
2. राजवंश,राजवंश
गरूड़,गरुड
एल्डरमेन,मोठा माणूस
अर्ल,अर्ल
"अर्लपद, अर्लक्षेत्र",अर्लडम
"पूर्व गुप्त वंश, पूर्व गुप्त वंशीय राजा",लवकर गुप्त
पूर्वकालीन (ऐतिहासिक) स्थल,प्रारंभिक (ऐतिहासिक) साइट
पूर्व वैदिक काल,प्रारंभिक वैदिक काळ
नागरिक सभा,उपदेशक
"प्रत्यास्थापन धर्मादेश, प्रत्यास्थापनराजादेश, एडिक्ट ऑफ रेस्टिट्यूशन",पुनर्स्थापना आदेश
अष्टांगिक मार्ग,आठ पट मार्ग
"चर्च अधिकारी, गिरजाधिकारी, प्रेसबीटर",वडीलधारे
वयोवृद्ध राजविद्,ज्येष्ठ राजकारणी (= genro)
अंकुश,हत्तीचा गोडा
"ग्यारह वर्ष का आतंक राज्य, एकादश वर्षीय आतंक राज्य",अकरा वर्षांचा जुलूम
एलीजे,एलिसी (=एलिसी)
बाड़ाबंदी आंदोलन,बंदिस्त चळवळ
पोप-परिपत्र,एनसायकिकल
विश्वकोशकार आंदोलन,विश्वकोशवादी चळवळ
"आंतांत, सौहार्द",एंटेंट
"दृढ़ सौहार्द, आंतांत कार्दिआल",एंटेंट कॉर्डियल
राज्यारोहण,सिंहासन
"परिचारक गण, परिचर",दलाल
"वस्त्र, परिधान",एफोद
"दंडाधीश, एफोर",एफोर
वीरयुग,महाकाव्य युग
महाकाव्य-नायक,महाकाव्य नायक
पुरालेख,एपिग्राफ
बिशपतंत्र,एपिस्कोपसी
विशप-पीठ,एपिस्कोपेट
घटना,भाग
युग,युग
युगांतरकारी घटना,युग निर्माण करणारी घटना
युग-प्रवर्तक व्यक्ति,युग निर्माण करणारा माणूस
नाम-स्रोत,उपनाम
अश्वपाल,इक्वरी
2. एक्यरी,इक्वरी
अश्वारोही मूर्ति,अश्वारूढ पुतळा
"काल, संवत्",युग
दास-कारागार,एर्गस्टुलम
यूखेरिस्त,युकेरिस्ट
"शुभ संदेशवाद, इंजीलवाद",इव्हेंजेलिकलिझम
इंजीली आंदोलन,इव्हँजेलिकल चळवळ
"इंजीली प्रचारक, इंजीलवादी",प्रचारक
एक्सार्क,Exarch
"निष्कासितों का शासक, निर्वासितों का शासक",Exilarch
फैलेंजवादी,फालंगिस्ट
() पितृभूमि,वडिलांची जमीन
(2) स्वदेश,वडिलांची जमीन
पर्व,फेरी
जड़-पूजा,फेटिश
सामंती-क्षेत्र,जहागीरदार धारण
"सामंतवाद, सामंतशाही",सरंजामशाही (=सामंत व्यवस्था)
सामंती व्यवस्था,सरंजामशाही व्यवस्था
सामंत,सामंत
धर्मत्राता,फिदेई बचावकर्ता (=विश्वासाचा रक्षक)
जागीर,फिफ
क्षेत्र-व्यवस्था,फील्ड सिस्टम
पंचदशांश कर,पंधरावा कर
नाम मात्र का अध्यक्ष,आकृती डोके
अवसानमुखी शताब्दी,फिन डी siecle
फायर ईटर,आग भक्षक
पाँच मील अधिनियम,पाच मैल कायदा
"पताका, ध्वज",झेंडा
जुपिटर के पुजारी,फ्लेमेन डायलिस
मार्स के पुजारी,फ्लेमेन मार्शियलिस
"दीप्त शिला, जलती मशाल",ज्वलंत मशाल
"पार्श्व, बाजू",पार्श्वभाग
"तुलुग़मा, पार्श्वग्राह",flanking चळवळ
उन्नतिशील सभ्यता,भरभराट होत असलेली सभ्यता
नदी संबंधी विश्वास,प्रवाही विश्वास
"लोक-देवता, जन-देवता",लोकदेवता
जन-देवी,लोकदेवता
लोक-स्मृति,लोक स्मृती
लोक कथा,लोककथा (=लोककथा)
रसदमारी धावा,चारा
धावा,धाड
"पुरखा, पूर्वज",पूर्वापार
"पूर्वज, पुरखा",पूर्वज
पूर्वगामी,अग्रदूत
"जोखिम दल, अग्रदल",उदासीन आशा
निर्माण-अवस्था,निर्मितीचा टप्पा
"किला, दुर्ग, गढ़",किल्ला
क़िलाबंदी,तटबंदी
"प्राचीरयुक्त नगर, परकोटेवाला नगर",तटबंदी असलेले शहर
"दुर्ग, कोटला, गढ़ी",किल्ला
फॉर्चूना,फॉर्च्युना
रोमन फोरम,फोरम रोमनम
फ्रांसिस श्रमण,फ्रान्सिस्कन
मध्यवर्गीय ज़मींदार,फ्रँकलिन
भ्रातृघातक युद्ध,भ्रातृसंहारक युद्ध
"स्वतंत्र चर्च, अबद्ध गिरजा",मोफत चर्च
"उन्मुक्त भूमिधर, स्वतंत्र माफीदार",फ्रीहोल्डर
() शस्त्रोपजीवी सैनिक,फ्रीलान्स सैनिक
(2) स्वच्छंद सैनिक,फ्रीलान्स सैनिक
() स्वाधीन नागरिक,फ्रीमॅन
(2) पर्ण नागरिक,फ्रीमॅन
दस्तक,मोफत पास
