Odiya,Kannada
ଆରେଲେଲୁଲାର୍ ଜୀବଜନ୍ତୁ |,ಅಸೆಲ್ಯುಲಾರ್ ಜೀವಿ
ଏସିଟାବୁଲମ୍,ಅಸೆಟಾಬುಮ್
ACTalDeyDee,ಅಸೆಟಾಲ್ಡಿಹೈಡ್
ACETIL କୋଏନୋଜିମ୍ |,ಅಸೆಟೈಲ್ ಕೊಯೆನ್ಜೈಮ್
ଆଖିନିନା |,ಕಸ
ଅହିଯାଉଥିବା ପ୍ରକାର |,ಮೊಲ ಪ್ರಕಾರ
ଅହିଯେ,ಉಂಗುರ
ଅଖ୍ଲଣିଡୋସପୋରିଆ |,ಅಕ್ಲಾಮಿಡೋಸ್ಪೋರಿಯಾ
ଅମ୍ଳ ବର୍ଷା,ಆಮ್ಲ ಮಳೆ
ଅମ୍ଳୀୟ,ಆಮ್ಲೀಯ
ଅମ୍ଳୀୟ ଗ୍ୟାସ୍ |,ಆಮ್ಲೀಯ ಅನಿಲ
ଅମ୍ଳତା,ಅಚ್ಚುಕಟ್ಟಾಗಿತ್ವ
ଆଖର ସେଲ୍ |,ಅಸಿನಾರ್ ಕೋಶ
ଆକ୍ୱେମିଲେଟ୍ |,ಜಾಮಕೀಯ
ଆକୋନିଟମ୍,ಅನನಟ
ଆକ୍ୟୁନ୍ ପୋକ |,ಆಕ್ರೋಶದ ಹುಳು
ଆକାଶବାଣୀ ଜୋନିଂ |,ಅಕೌಸ್ಟಿಕ್ ವಲಯ
ଅର୍ଜନ ବର୍ଣ୍ଣ,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡ ಪಾತ್ರ
ଅଜାଣତର କାରଣ,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡ ರೋಗನಿರೋಧಕ ಶಕ್ತಿ
ଇମ୍ପୁନାଓ ଅଭାବ ସିଣ୍ଡ୍ରୋମ (ଏଡସ୍) ହାସଲ କରିଛି |,ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡ ಇಮ್ಯುನೊ ಕೊರತೆ ಸಿಂಡ್ರೋಮ್ (ಏಡ್ಸ್)
ଅକାନିଆ,ಪ್ರಾದೇಶಿಕ
ଆକ୍ରିଡାଇନ୍ ରଙ୍ଗ,ಅಣಕಾದ ಬಣ್ಣ
ଆକ୍ରୋସେଣ୍ଟ୍ରିକ୍ |,ವ್ಯಾಪಕವಾದ
ଆକ୍ରୋମିଅନ୍ |,ಅಕ್ರಾಮನ್
ଆକ୍ରୋପେଟାଲ୍ କ୍ରମ |,ಸ್ಥಗಿತದ ಅನುಕ್ರಮ
ଆକ୍ରୋପେଟାଲ୍ କ୍ରମ |,ಅಕ್ರೊಫೆಟಲ್ ರಾಶಿ
ଆକ୍ରୋସିନ୍ |,ಅಕ್ರೋಸಿನ್
ଆକ୍ଟିନ୍ |,ಅ ೦ ಗಡಿ
ଆକ୍ଟିନ୍-ପ୍ରୋଟିନ୍ |,ಆಕ್ಟಿನ್ ತರಹದ ಪ್ರೋಟೀನ್
ଆକ୍ଟିନୋମୋରଫିକ୍ଫିକ୍ |,ಕ್ರಿಯಾಶೀಲತೆ
ଆକ୍ଟିନୋମିସେସିସ୍ |,ಅಂಧ
କାର୍ଯ୍ୟ ସମ୍ଭାବନା,ಕ್ರಿಯಾಶೀಲತೆ
ସକ୍ରିୟ ସ୍ଲେଜ୍ |,ಸಕ್ರಿಯ ಕೆತ್ತನೆ
ସକ୍ରିୟ ସ୍ଲେଜ୍ ଫ୍ଲୋକ |,ಸಕ್ರಿಯ ಕೆಸರು ಫ್ಲೋಕ್
ସକ୍ରିୟ ଶକ୍ତି,ಸಕ್ರಿಯಗೊಳಿಸುವ ಶಕ್ತಿ
ସକ୍ରିୟ ଶୋଷଣ,ಸಕ್ರಿಯ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
ସକ୍ରିୟ ପ୍ରତିରୋଧକତା |,ಸಕ್ರಿಯ ವಿನಾಯಿತಿ
ସକ୍ରିୟ ବିକିରଣ |,ಸಕ್ರಿಯ ವಿಕಿರಣ
ସକ୍ରିୟ ସାଇଟ୍,ಸಕ್ರಿಯ ಸೈಟ್
କାର୍ଯ୍ୟକର୍ତ୍ତା,ದಳ
ଆକ୍ରମିନେଟ୍ |,ವಕ್ರವಳತಿ ಮಾಡು
ଆଡାମାସିଆ |,ಆಡಮ್ಸಿಯಾ
ଅନୁକେତ,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
ଆଡାପ୍ଟେସନ୍,ರೂಪಾಂತರ
ହାଲୁକା ଶାସନ ପାଇଁ ଆଡାପ୍ଟେସନ୍ |,ಬೆಳಕಿನ ಆಡಳಿತಕ್ಕೆ ಹೊಂದಿಕೊಳ್ಳುವುದು
ଜଳ ଅଭାବରୁ ଆଡାପ୍ଟେସନ୍ |,ನೀರಿನ ಕೊರತೆಗೆ ಹೊಂದಿಕೊಳ್ಳುವುದು
ଆଡାପ୍ଟିଭ୍ ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ |,ಹೊಂದಾಣಿಕೆಯ ಗುಣಲಕ್ಷಣಗಳು
ଆଡାପ୍ଟିଭ୍ ଇନମୁନିଟି |,ಹೊಂದಾಣಿಕೆಯ ವಿನಾಯಿತಿ
ଆଡାପ୍ଟିଭ୍ ବିକିରଣ |,ಅಡಾಪ್ಟಿವ್ ವಿಕಿರಣ
ଆଡାପ୍ଟିଭ୍ ଗୁଣ |,ಹೊಂದಾಣಿಕೆಯ ಲಕ್ಷಣ
ଆଡକ୍ସିଆଲ୍ ଭୂପୃଷ୍ଠ |,ಅಡಾಕ್ಸಿಯಲ್ ಮೇಲ್ಮೈ
ନିଶା ବ୍ୟାଧି |,ವ್ಯಸನಕಾರಿ ಕಾಯಿಲೆ
ଆଡେନିନ୍,ತಿಕ್ಕಲು
ଆଡେନୋକର୍ଟିକୋଟ୍ରୋପିନ୍ |,ಒಂದು ತತ್ತ್ವ
Adenehiopophisisisis,ತತ್ತ್ವ
ଆଡେନୋଜିନ୍ ଡିଫୋସେଫେଟ୍ |,ತಿರಸ್ಕಾರ
ଆଡେନୁସିନ୍ ତ୍ୟାଗ କର |,ಅಂಧ
ଆଡେନୁସିନ୍ ମୋନୋଫୋସଫେଟ୍ |,ಅಸಿನಿನ್ ಮೊನೊಫಾಸ್ಫೇಟ್
ଆଡେନୁସିନ୍ ଟ୍ରିପ୍ଫେଟ୍ (ATP),ಅಡೆನೊಸಿನ್ ಟ್ರೈಫಾಸ್ಫೇಟ್ (ಎಟಿಪಿ)
ଆଡେନିଲେଟ୍ ସାଇକ୍ଲାଜିନ୍ |,ತಿರಸ್ಕಾರ
ଆଡେସିଭ୍ ଫୋର୍ସ |,ಅಂಟಿಕೊಳ್ಳುವ ಶಕ್ತಿ
ଆଡିପେଟ୍ କରନ୍ତୁ |,ಅಡಿಪಡಿ
Adipocyte (ଫ୍ୟାଟ୍ ସେଲ୍),ಅಡಿಪೋಸೈಟ್ (ಕೊಬ್ಬಿನ ಕೋಶ)
ସିସ୍ୟୁଜ୍ ଟିସୁ |,ಅಡಿಪಾಯಿ ಅಂಗಾಂಶ
ଆଡନେଟ୍ |,ಮಡಿ
ସଂଲଗ୍ନ ସମ୍ପ୍ରଦାୟର |,ಪಕ್ಕದ ಸಮುದಾಯ
ଆଡ୍ରେନାଲ୍,ಮೂತ್ರಜನಕಾಂಗ
ଆଡ୍ରେନାଲ୍ ଗ୍ରନ୍ଥି |,ಅಡ್ರಿನಲ್ ಗ್ರಂಥಿ
ଆଡ୍ରେନିକୋ ବୋଟ୍ରୋପିକ୍ ହରମୋନ୍ (ACTH),ಅಡ್ರಿನೊಕಾರ್ಟಿಕೊಟ್ರೊಪಿಕ್ ಹಾರ್ಮೋನ್ (ಎಸಿಟಿಎಚ್)
ଆଡ୍ରେନାକର୍ଟିକୋଟ୍ରପିକ୍ ରିଲିଜ୍ ହରମୋନ୍ (ACTRH),ಅಡ್ರಿನೊಕಾರ್ಟಿಕೊಟ್ರೊಪಿಕ್ ಬಿಡುಗಡೆ ಹಾರ್ಮೋನ್ (ಎಸಿಟಿಆರ್ಹೆಚ್)
ଆଡସରବେଣ୍ଟ,ಹೊರಹೀರುವ
ଆଡେର୍ସନ୍,ಹೊರಹೀರತೆ
ଉନ୍ନତ ମୂଲ୍ୟ |,ಸುಧಾರಿತ ಸ್ವರಮೇಳ
ଲାଭଦାୟକ ଗଣିତ |,ಅನುಕೂಲಕರ ರೂಪಾಂತರ
ଦୁ vent ସାହସିକ କାର୍ଯ୍ୟ |,ಸಾಹಸದ
ଖରାପ ମୂଳ,ಸಾಹಸಿ ಮೂಲ
ପ୍ରତିକୂଳ ପ୍ରଭାବ,ದುಷ್ಪರಿಣಾಮ
AED ଗୁଡିକ,ಈಡಿಸ್
ସଂସ୍କୃତିର ଆରେସନ୍,ಸಂಸ್ಕೃತಿಯ ಗಾಳಿ
ଆତଙ୍କିତାମା |,ವಾಮಪಂಥೀಯ
ବାୟୁ,ವೈಮಾನಿಕ
ବାୟୁଏଟ୍ ମୂଳ |,ವೈಮಾನಿಕ ಮೂಲ
ଏରିଲ୍ ସୁଟ୍ |,ವೈಮಾನಿಕ ಚಿಗುರು
ଏରୋବିକ୍ ଶ୍ iration ଗଡା |,ಏರೋಬಿಕ್ ಉಸಿರಾಟ
ଏରୋବିକ୍ ଶ୍ iration ଗଡା |,ಏರೋಬಿಕ್ ಉಸಿರಾಟ
ସ est ନ୍ଦର୍ଯ୍ୟ,ಸೌಂದರ್ಯಶಾಸ್ತ್ರ
ବାୟେ,ಅಸ್ವಸ್ಥತೆ
ବାୟେ,ಅಸ್ವಸ್ಥತೆ
ବିଶଙ୍ଗ,ವಿಪರೀತ
ଆଫିନିଟି କ୍ରୋମାଟୋଗ୍ରାଫି |,ಅಫಿನಿಟಿ ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ
ଅଙ୍ଗପ୍ରତ୍ୟଙ୍ଗ ଅଙ୍ଗ |,ಪೀಡಿತ ಅಂಗ
ଆଗ ଶତ୍ରୁମାନଙ୍କର,ಸಂಯಮ
ଆଗାମୋପର୍ମୀ |,ಗಗನಯ
ଅଗର,ಗಾಡಿ
ଆଗ୍ରୋଜ୍,ಜನಗಮಣ
ଆଗାରୋସ୍ ଗେଲ୍ ଇଟ୍ରୋଫୋରସ୍ |,ಅಗರೋಸ್ ಜೆಲ್ ಎಲೆಟ್ರೋಫೊರೆಸಿಸ್
ଆର୍ଗ୍ରୋଜ ପଲିମର ଜେଲ୍ |,ಅಗರೋಸ್ ಪಾಲಿಮರ್ ಜೆಲ್
ଆଗିଷ୍ଟ,ಚೂರುಪಾರು
ଆଗେଭ୍,ಭೂತಾಳೆ
ବୟସ ବଣ୍ଟନ |,ವಯಸ್ಸಿನಲ್ಲಿ ವಿತರಣೆ
ବୟସ ପିରାମିଡ୍ |,ವಯಸ್ಸು ಪಿರಮಿಡ್
Agglutination,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
ସମୁଦାୟ,ಒಟ್ಟು
ଫୋଲିକଲିକ୍ ର ସମୁଦାୟ |,ಕೋಶಕ ಒಟ್ಟು
ଫୋଲିକଲିକ୍ ର ସମୁଦାୟ |,ಕೋಶಕ ಒಟ್ಟು
ମିଳନ,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
ଆକ୍ରମଣାତ୍ମକତା,ಆಕ್ರಮಣಶೀಲತೆ
Agiitor ତନ୍ତ୍ର,ಚಮತ್ಕಾರ
ଆଗନାଥା,ಅಜ್ಞಾತ
ଆଗାଉଟି,ಗಾಡಿ
ଆଗ୍ରାନାଲ କ୍ଲୋରୋପ୍ଲାଷ୍ଟ |,ಪಂಥದ
ଆଗ୍ରାନୁଲାର୍,ಕೃಪಣದ
ଆଗ୍ରାନୁଲୋସେଟେଟ୍ |,ಪಂಥಿ
କୃଷି,ಕೃಷಿ
Agroftry,ಕೃಚಾರಕ
Agrobacterium ମଧ୍ୟସ୍ଥି |,ಆಗ್ರೊಬ್ಯಾಕ್ಟೀರಿಯಂ ಮಧ್ಯಸ್ಥಿಕೆ
Agrobacterium tumfacienss |,ಅಗ್ರೋಬ್ಯಾಕ್ಟೀರಿಯಂ ಟ್ಯೂಮೆಫಾಸಿಯನ್ಸ್
ଆଗ୍ରୋକେମିକାଲ୍ |,ಕೃಷಿ ರಾಸಾಯನಿಕ
ଆଗ୍ରୋକେମିକାଲ୍ |,ಕೃಷಿ ರಾಸಾಯನಿಕ
Agrovillatatic ଜୋନ୍ |,ಕೃಷಿ ವಲಯ
କ agnownom ଣସି ଗୁଣଗତ ଗୁଣ |,ಕೃಷಿ ಲಕ್ಷಣ
କିରେନୋନୋମ୍ବନ,ಕೃಷಿ ವಿಜ್ಞಾನ
ଏଡଡ୍ସ,ನೆರಳು
ଏୟାର ବ୍ଲାଡର |,ಗಾಳಿಗೊಡೆ
ଶିତତାପ ନିୟନ୍ତ୍ରଣକାରି,ಹವಾ ನಿಯಂತ್ರಣ ಯಂತ್ರ
ବାୟୁ ପାସ୍ |,ಗಾಳಿಯ ಮಾರ್ಗ
ବାୟୁ ପ୍ରଦୂଷଣ,ವಾಯು ಮಾಲಿನ್ಯ
ଏୟାର ଥଳି,ಗಾಳಿಯ ಚೀಲ
ବାୟୁ ଶୂନ୍ୟ,ವಿಮಾನ ನಿರ್ವಾತ
ବାୟୁ ନିଶ୍ୱାସ ନେବା |,ಗಾಳಿ ಮರೆಯುವ
ଅଲିନ୍ |,ತಲ್ಲಣ
ଆଲେରୀ ମାଂସପେଶୀ |,ಅಲರಿ ಸ್ನಾಯು
ଆଲାସ୍କାନ୍ ବ୍ରାଉନ୍ ଭାଲୁ |,ಅಲಸ್ಕನ್ ಕಂದು ಕರಡಿ
ଆଲବିନୋ |,ಒಂದು ಬಗೆಯ ಉಕ್ಕಿನ
ଆଲବୁଗୋ |,ದಾಸ್ಯ
ଆଲବମିନ |,ಉಣ್ಣೆಯಂಥ
ଆଲବମିନସ୍ ବିହନ |,ಉಬ್ಬು ಬೀಜದ ಬೀಜ
ଆଲବୁମିନିରିଆ |,ಬಿಲ್ಲಿನ
ଆଲବର୍ନମ୍,ಪಾರಾಗಲಿ
ଆଲେଡା,ಹದಮುದಾಯಿ
ଆଲଡେହେଡି,ಆಲ್ಡಿಹ್ಯೀಡ್
ଆଲଡୋଷ୍ଟେରନ୍ ସିଷ୍ଟମ୍ |,ಆಲ್ಡೋಸ್ಟಾನ್ ವ್ಯವಸ್ಥ
ଆଲଡୋଷ୍ଟେରୋନ୍ |,ಆಲ್ಡೋಸ್ಟಲಿಗೆ
ଆଲେରୋନ୍ ସ୍ତର |,ಅಲ್ಯೂರೋನ್ ಪದರ
ଆଲେରୋପ୍ଲେଷ୍ଟ |,ಕಣ್ಣುಹಾಯ
Alfalfa,ಉಚ್ಚಾರಣಾ
ଆଲଗାଲ୍ ଫୁଲ |,ಪಾಚಿಯ ಹೂವು
ଅପଗନ୍,ಪಾರಿಗೊಣ
ଏଲିଏନ୍ ଡିଏନ୍,ಅನ್ಯಲೋಕದ ಡಿಎನ್‌ಎ
ଏଲିଏନ୍ ପ୍ରଜାତି |,ಅನ್ಯ
ପରିଚାଳିତ,ಜೋಡಣೆ
ପରିଚାଳିତ,ಜೋಡಣೆ
ଆଲିମେଣ୍ଟେରି କେନାଲ୍ |,ಅಲಿಮೆಂಟಿನ ಕಾಲುವೆ
ଆଲିମେଣ୍ଟାରୀ ସିଷ୍ଟମ୍ |,ಅಲಿಮೆಂಟರಿ ವ್ಯವಸ್ಥೆಯ
ଆଲି ବ୍ୟଞ୍ଜସେମେସେସ୍ |,ಮಿತ್ರತತ್ವ
ଆଲକାଲାଇଡ୍ |,ಕ್ಷಾರೀಯ
କ୍ଷାରିକ |,ಕ್ಷಾರೀಯ
ଅଲକାପଟୋନେର୍ଜିଆ,ಕ್ಷಾರೀಯ
ଆଲାନ୍ସିଟ୍,ನಾರು
ଆଲେଲେ ଫ୍ରିକ୍ୱେନ୍ସି |,ಆಲೀಲ್ ಆವರ್ತನ
ଆହେଲେ |,ಇಳಿಜಾರು
ଆଲୋଲେମୋମିକ୍ ଯୋଡି |,ಅಲಿಮಾರ್ಫಿಕ್ ಜೋಡಿ
ଆଲ୍ରେଜେନ |,ಅಲರ್ಜಾಟ
ଆଲିଗେଟର୍ |,ಅಲಿಗ್ನ
ଅସ୍ତ୍ରଶିୟ୍ ସେପୁ,ಆಲಿಯಂ ಸೆಪಾ
ଆଲଗଲାମି |,ಅಲೋಗಮಿ
ଆଲିଗ୍ରାଫ୍ଟ |,ಅರಿಯುವವಳು
ଆଲପ୍ପାଟ୍ରିକ୍ ଯଥାର୍ଥ |,ಅಲೋಪ್ಯಾಟ್ರಿಕ್ ಸ್ಪೆಸಿಪೇಶನ್
ଆଲୋପୋଲିଆପ୍ଲଏଡ୍ |,ಸೂತ್ರ
ଆଲିସ୍ମିକ ପ୍ରଭାବ,ಅಲೀರಿಕ್ ಪರಿಣಾಮ
ଆଲିଶୋରଙ୍କ ଏନଜାଇମ୍ |,ಅಲೋಸ್ಟರಿಕ್ ಕಿಣ್ವ
ଆଲିସ୍ଟର ଇନହିବିଟର୍ |,ಅಲಿಸ್ಟರಿಕ್ ಪ್ರತಿರೋಧಕ
ଆଲିସ୍ମିକ ମୋଡୁଲେସନ୍ |,ಅಲೋಸ್ಟೆರಿಕ್ ಮಾಡ್ಯುಲೇಷನ್
ଆଲିସର୍ଏଣ୍ଟିକ୍ ସାଇଟ୍ |,ಅಲೋಸ್ಟರಿಕ್ ಸೈಟ್
ଆଲିସ୍ଟର ପ୍ରତିବନ୍ଧକ |,ಅಲಿಸ್ಟರಿಕ್ ಪ್ರತಿಬಂಧಕ
Allototreplid,ತಟೆಾತ್ರಾ
Alnus,ದಾಸ್ಯ
ଆଲୋ,ಅಡೆ
ଆକ୍ସନ୍ ସହିତ |,ಆಕ್ಸಾನ್ ಉದ್ದಕ್ಕೂ
ଆଲଫା-ଆଣ୍ଟିକ୍ରିପ୍ସିନ୍ |,ಆಲ್ಫಾ-ಆಂಟಿಟ್ರಿಪ್ಸಿನ್
ଆଲଫା-ଲାକ୍ଟାଲବ୍ୟୁମିନ୍ |,ಆಲ್ಫಾ-ಲಾಕ್ಟಾಲ್ ಬ್ಯೂನ್
ଆଲପାଇନ୍ ଜଳବାୟୁ ଅବସ୍ଥା |,ಆಲ್ಪೈನ್ ಹವಾಮಾನ ಸ್ಥಿತಿ
ଆଲପାଇନ୍ ମଟର |,ಆಲ್ಪೈನ್ ಹುಲ್ಲುಗಾವಲು
ଆଲପାଇନ୍ ଜୋନ୍,ಆಲ್ಪೈನ್ ವಲಯ
ଆଲଷ୍ଟୋନିଆ,ಆಲ್ಸ್ಟೋನಿಯಾ
ସର୍ବୋଚ୍ଚame,ಪರ್ಯೇಡು
ବିକଳ୍ପ,ಪರ್ಯಾಯ
ପି generation ଼ିର ବିକଳ୍ପ,ಪೀಳಿಗೆಯ ಪರ್ಯಾಯ
ଉଚ୍ଚତା ରୋଗ,ಎತ್ತರ ಕಾಯಿಲೆ
ଉଚ୍ଚତା,ಎತ್ತರ
ଆଲଭୋଲାର୍ ନଳୀ |,ಅಲ್ವಿಯೋಲಾರ್ ನಾಳ
Aytes,ಮಣ್ಣು
ଅଲଜାଇମର ରୋଗ |,ಆಲ್ z ೈಮರ್ ಕಾಯಿಲೆ
ଆମାକରାଇନ୍ ସେଲ୍ |,ಅಮಾಮಿನ ಕೋಶ
ଅମରନ୍ତାସିଦା |,ಹುಳ
ଅମରାନ୍ତିନ |,ಹುಳಿ
ପରିବେଶ ଓସମାଟିକ୍ ଏକାଗ୍ରତା |,ಸುತ್ತುವರಿದ ಆಸ್ಮೋಟಿಕ್ ಸಾಂದ್ರತೆ
ଅମ୍ବିଷ୍ଟୋମା |,ಅಂಬಿಸ್ಟೋಮ
ବନ୍ଧୁତ୍ୱ,ಅಸ್ಫುಲ್
ଆମିନୋ ଏସିଡ୍ |,ಅಮೈನೊ ಆಸಿಡ್
ଆମିନୋ ଏସିଡ୍ ଗ୍ରହଣକାରୀ |,ಅಮೈನೊ ಆಸಿಡ್ ಸ್ವೀಕಾರಕ
AminoicaL t rna syntHetase |,ಅಮೈನಾಕ್ಲ್ ಟಿ ಆರ್ಎನ್ಎ ಸಿಂಥೆಟೇಸ್
ଆମିନୋଫାଇସନ୍ |,ಅಮೈನೊಅಸಿಲೇಷನ್
ଅମିତୋସାଇସ୍ |,ಅಮೀಟಾಸಿ
ଆମୋନିଆ,ಅಮೋನಿಯ
ଆମୋନିଫିକେଟ୍,ಅಮೋನೀಕರಣ
ଆମାମୋଟେଲ୍ଜିମ୍ |,ಅಮ್ಮನೋಟೆಲಿಸಂ
ଆମନିଓସେଣ୍ଟେସିସ୍ |,ಜ್ಯೂನಿಯೊಸೆಂಟಿಸ್
ଆମନିଓସେଣ୍ଟେଟିସ୍ କ techni ଶଳ |,ಆಮದೋಸೆಂಟೆಸಿಸ್ ತಂತ್ರ
ଆମନିଓକେଟ୍ |,ಅಮ್ನಿಯೈಟ್
ଆମନିଅନ୍,ಮಂಕಾದ
ଆମନିଓଟିକ୍ ଫ୍ଲୁଇଡ୍ |,ಆಮ್ನಿಯೋಟಿಕ್ ದ್ರವ
ଆମନିଓଟିକ୍ ମେମ୍ବ୍ରେନ୍ |,ಜಾಮ್ನಿಯೆಟಿಕ್ ಮೆಂಬರೇನ್
ଆମନିଓଟିକ୍ ଥଳି |,ಜಾಮಿಕಾಟದ ಚೀಲ
ଆମୋବା,ಅಮೀಬ
ଆମୋବାଇଟିଟ୍ |,ಅಮೀಬೋಸೈಟ್
ଆମୋବିଏଡ୍,ಅಮೀಬಯುಡಿ
ଆମୋବିଏଡ୍ ଲିମ୍ଫୋସିଟିଟ୍ |,ಅಮೀಬಯಿಡ್ ಲಿಂಫೋಸೈಟ್
ଆମୋବିଏଡ୍ ଆନ୍ଦୋଳନ |,ಅಮೀಬಯಿಡ್ ಚಲನೆ
ଆମୋରଫସ୍ |,ಅರೂಪದ
ପରିମାଣ,ಮೊತ್ತ
ଆମ୍ଫେଟାମାଇନ୍ |,ಆಭರಣ
ଆମ୍ଫିବିଆ,ಉಭಯಚರ
ଆମ୍ଫିବିଆନ୍,ಉಭಯಚರ
ଆମ୍ଫିବିଆନ୍,ಉಭಯಚರ
ଆମ୍ଫାଇଓକ୍ସସ୍ |,ಉಲ್ಬಣ
ଆମ୍ଫାଇଓକ୍ସସ୍ ଲାନସୋପାଟସ୍ |,ಆಂಫಿಯೋಕ್ಸಸ್ ಲ್ಯಾನ್ಸೊಲಾಟಸ್
ଆମ୍ଫିସିଚିକ୍ |,ಉಭಯಪಕ್ಷೀಯ
ଆମ୍ଫିପିଟିକ୍ ଲିପିଡ୍ |,ಉಭಯಚರ ಲಿಪಿಡ್
ଆମ୍ଫାଇସାର୍କା |,ಉಚ್ಚಾರೆ
Ampicilillin,ಲೋಕದ
ଅମପୁଲାଲା |,ಹಲ್ಲು
ଆମପୁଲାରୀ ଗ୍ରନ୍ଥି |,ಶಿರೋಕ್ತಿ ಗ್ರಂಥಿ
ଆମିଜିଡାଲ୍ |,ಅಮಿಗ್ಡಾಲ್
ଆମିଗଡାଲେ |,ಬಾಚು
ଆମିଗାଡାଲିନ୍ |,ಅಮಿಗ್ಲಿನ್
ଆମିଲେଜ୍,ಮಂಕಾದ
ଆମିଏଲପ୍ଲାଷ୍ଟ |,ಅಮಿಲೋಪ್ಲಾಸ್ಟ್
ଅବାନା,ಅ ೦ ಗಡಿ
ଅରବା,ಹಳ್ಳ
ଆନାବୋଲିକ୍ ପଥ |,ಅನಾಬಲಿನ ​​ಮಾರ್ಗಗಳು
ଆନାବୋଲିଜିମ୍ |,ಅನಾಬಾಲಿಸಂ
ଆନାଚାର୍ଡସିଆନା |,ಅನಾಕಾರ್ಡಿಯಾಸಿ
ରକ୍ତଦାତା,ರಕ್ತಹೀನತೆ
ଆନାରୋବେ |,ಬಯೆರೋಲೆ
ଆନାରୋବିକ୍ ଇନ୍ଧନ |,ಆಮ್ಲಜನವ್ಯಕ್ತಿ
ଆନାରକୋବର ଶ୍ iration ାସକ୍ରିୟା |,ಆಮ್ಲಜನವ್ಯಕ್ತಿ
