Assamese,Malayalam
বীজগণিতীয় বহুগুণতা,ബീജഗണിത ഗുണിതം
বীজগণিতীয় ব্যৱস্থা,ബീജഗണിത വ്യവസ്ഥ
সকলো-পূৰ্ণসংখ্যা সমস্যা,എല്ലാ പൂർണ്ണസംഖ്യാ പ്രശ്നം
আবণ্টনৰ সমস্যা,വിഹിതം പ്രശ്നം
বৰ্ণানুক্ৰমিক সংকেত,അക്ഷരമാലാ ക്രമം
বৰ্ণানুক্ৰমিক আখৰ,അക്ഷരമാലാക്രമം
বিকল্প কোণ,ഇതര കോൺ
বিকল্প ৰূপ,ഒന്നിടവിട്ട രൂപം
বিকল্প গোট,ഇതര ഗ്രൂപ്പ്
বিকল্প মেট্ৰিক্স,ഒന്നിടവിട്ട മാട്രിക്സ്
বিকল্প শৃংখলা,ഒന്നിടവിട്ട പരമ്പര
বিকল্প অনুমান,ഇതര സിദ്ധാന്തം
বিকল্প optima,ഇതര ഒപ്റ്റിമ
বিকল্প ফলাফল,ഇതര ഫലം
এনালগ-টু-ডিজিটেল ৰূপান্তৰক,അനലോഗ്-ടു-ഡിജിറ്റൽ കൺവെർട്ടർ
এনালগ কম্পিউটাৰ,അനലോഗ് കമ്പ്യൂട്ടർ
বিশ্লেষণ,വിശകലനം
সহাৱস্থানৰ বিশ্লেষণ,സഹവർത്തിത്വത്തിന്റെ വിശകലനം
গণনা তথ্যৰ বিশ্লেষণ,എണ്ണൽ ഡാറ്റയുടെ വിശകലനം
ভ্যাৰিয়েন্সৰ বিশ্লেষণ,വ്യതിയാനത്തിന്റെ വിശകലനം
বিশ্লেষণাত্মক জ্যামিতি,അനലിറ്റിക് ജ്യാമിതി
বিশ্লেষণাত্মক কাৰ্য্য,വിശകലന പ്രവർത്തനം
কোণ,കോൺ
সংস্পৰ্শৰ কোণ,കോൺടാക്റ്റ് കോൺ
বিচ্যুতিৰ কোণ,വ്യതിചലനത്തിന്റെ കോൺ
বিষণ্ণতাৰ কোণ,വിഷാദത്തിന്റെ ആംഗിൾ
বিচ্যুতিৰ কোণ,വ്യതിയാനത്തിന്റെ കോൺ
বিবৰ্তনৰ কোণ,ഡിഫ്രാക്ഷൻ കോൺ
উচ্চতাৰ কোণ,എലവേഷൻ കോൺ
প্ৰাদুৰ্ভাৱৰ কোণ,സംഭവത്തിന്റെ കോൺ
প্ৰক্ষেপণৰ কোণ,പ്രൊജക്ഷൻ കോൺ
প্ৰতিফলনৰ কোণ,പ്രതിഫലനത്തിന്റെ കോൺ
বিবৰ্তনৰ কোণ,അപവർത്തന കോൺ
ঘূৰ্ণনৰ কোণ,ഭ്രമണകോണ്
মুঠ প্ৰতিফলনৰ কোণ,മൊത്തം പ്രതിഫലനത്തിന്റെ കോൺ
কৌণিক ত্বৰণ,കോണീയ ത്വരണം
কৌণিক গতি,കോണീയ ചലനം
কৌণিক গতি,കോണീയ വേഗത
কৌণিক বেগ,കോണീയ പ്രവേഗം
annulus,വാർഷികം
উত্তৰ,ഉത്തരം
এন্টি – ডেৰাইভেটিভ,ആന്റി-ഡെറിവേറ്റീവ്
এন্টিচিমেট্ৰিক ফাংচন,ആന്റിസിമെട്രിക് പ്രവർത്തനം
প্ৰযোজ্য,ബാധകമാണ്
দৰ্খাস্ত,അപേക്ഷ
ডাইনামিক প্ৰগ্ৰেমিং প্ৰয়োগ কৰা হৈছে,പ്രയോഗിച്ച ഡൈനാമിക് പ്രോഗ്രാമിംഗ്
প্ৰয়োগ কৰা জ্যামিতি,പ്രയോഗിച്ച ജ്യാമിതി
প্ৰয়োগ কৰা গণিত,പ്രയോഗിച്ച ഗണിതശാസ്ത്രം
প্ৰয়োগ কৰা পৰিসংখ্যা,പ്രയോഗിച്ച സ്ഥിതിവിവരക്കണക്കുകൾ
অনুমানিক,ഏകദേശം
প্ৰায় অবিৰত ফলন,ഏകദേശം തുടർച്ചയായ പ്രവർത്തനം
আনুমানিক পদ্ধতি,ഏകദേശ രീതി
আনুমানিক সমাধান,ഏകദേശ പരിഹാരം
আনুমানিক সমস্যা,ഏകദേശ പ്രശ്നം
আনুমানিক বৈশিষ্ট্য,ഏകദേശ സ്വത്ത്
aptitude পৰীক্ষাৰ বেটাৰী,ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ് ബാറ്ററി
আৰ্গাণ্ড ডায়েগ্ৰাম,അർഗൻഡ് ഡയഗ്രം
ইচ্ছাকৃতভাৱে বাছি লোৱা,ഏകപക്ഷീയമായി തിരഞ്ഞെടുത്തു
স্বেচ্ছাচাৰী,ഏകപക്ഷീയമായ
ইচ্ছাকৃত ধ্ৰুৱক,ഏകപക്ഷീയമായ സ്ഥിരാങ്കം
ইচ্ছাকৃত উপাদান,ഏകപക്ഷീയമായ ഘടകം
ইচ্ছাকৃত বিন্দু,ഏകപക്ഷീയമായ പോയിന്റ്
আৰ্কিমিডিয়ান আইন,ആർക്കെമീഡിയൻ നിയമം
আৰ্কিমিডিছ নীতি,ആർക്കിമിഡീസ് തത്വം
চাপৰ দৈৰ্ঘ্য,ആർക്ക് നീളം
বৃত্তৰ চাপ,വൃത്താകൃതിയിലുള്ള കമാനം
চাপ চাইন বিতৰণ,ആർക്ക് സൈൻ വിതരണം
চাপ চাইন ৰূপান্তৰ,ആർക്ക് സൈൻ പരിവർത്തനം
এলাকা,പ്രദേശം
এৰিয়াল টেক্সচাৰ,ഏരിയൽ ടെക്സ്ചർ
জটিল সংখ্যাৰ যুক্তি,സങ്കീർണ്ണ സംഖ്യയുടെ വാദം
গাণিতিক গড়,ഗണിത അർത്ഥം
গাণিতিক কাৰ্য্য,ഗണിത പ്രവർത്തനം
গাণিতিক একক,ഗണിത യൂണിറ്റ്
ব্যৱস্থা,ക്രമീകരണം
এৰে,അറേ
কৃত্ৰিম উপগ্ৰহ,കൃത്രിമ ഉപഗ്രഹം
কৃত্ৰিম চলক,കൃത്രിമ വേരിയബിൾ
আৰোহণ কৰা,കയറുക
আৰোহী,ആരോഹണം
মাত্ৰাৰ আৰোহী ক্ৰম,മാഗ്നിറ്റ്യൂഡിന്റെ ആരോഹണ ക്രമം
আৰোহী শৃংখলা,ആരോഹണ പരമ്പര
এছেম্বলাৰ ভাষা,അസംബ്ലർ ഭാഷ
নিযুক্তিৰ সমস্যা,അസൈൻമെന്റ് പ്രശ്നം
সহযোগী আইন,സഹകാരി നിയമം
অপাৰেটৰৰ এছ&#39;চিয়েটিভ ল&#39;,ഓപ്പറേറ്റർമാരുടെ അനുബന്ധ നിയമം
এছ&#39;চিয়েটিভ অপাৰেচন,അനുബന്ധ പ്രവർത്തനം
সহযোগিতা,സഹവാസം
ধৰি লোৱা গড়,അർത്ഥമാക്കുന്നത്
ধাৰণা কৰা সম্ভাৱনা বিতৰণ,പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ അനുമാനിച്ചു
ধাৰণা,അനുമാനം
জ্যোতিষ,ജ്യോതിഷം
মহাকাশ অভিযন্তা,ബഹിരാകാശ എഞ്ചിനീയർ
জ্যোতিৰ্বিজ্ঞানী,ജ്യോതിശാസ്ത്രജ്ഞൻ
জ্যোতিৰ্বিজ্ঞানৰ ঘড়ী,ജ്യോതിശാസ്ത്ര ഘടികാരം
জ্যোতিৰ্বিজ্ঞান,ജ്യോതിശാസ്ത്രം
অসমতাপূৰ্ণ বক্ৰ,അസമമായ വക്രം
বিষমতা,അസമമിതി
asymptote,ലക്ഷണം
এছিম্পটটিক,അസിംപ്റ്റോട്ടിക്
asymptotically দক্ষ অনুমানক,അസിംപ്റ്റിക്കലി കാര്യക്ഷമമായ എസ്റ്റിമേറ്റർ
asymptotically নিৰপেক্ষ অনুমানক,അസ്‌മിപ്റ്റിക്കലി പക്ഷപാതമില്ലാത്ത എസ്റ്റിമേറ്റർ
asymptotic আচৰণ,അസിംപ്റ്റോട്ടിക് സ്വഭാവം
এছিম্পটটিক বিতৰণ ফলন,അസിംപ്റ്റോട്ടിക് ഡിസ്ട്രിബ്യൂഷൻ ഫംഗ്ഷൻ
এছিম্পটটিক প্ৰসাৰণ,അസിംപ്റ്റോട്ടിക് വികാസം
বায়ুমণ্ডলীয় চাপ,അന്തരീക്ഷമർദ്ദം
যাদৃচ্ছিকভাৱে,മാറി മാറി
বৈশিষ্ট্য,ആട്രിബ്യൂട്ട്
বৈশিষ্ট্যসমূহৰ নমুনা সংগ্ৰহ পদ্ধতি,ആട്രിബ്യൂട്ടുകൾ സാമ്പിൾ നടപടിക്രമം
বৰ্ধিত মেট্ৰিক্স,വർദ്ധിപ്പിച്ച മാട്രിക്സ്
স্ব-সম্বন্ধ সহগ,ഓട്ടോകോറിലേഷൻ കോഫിഫിഷ്യന്റ്
স্বয়ংসম্বন্ধ কাৰ্য্য,ഓട്ടോകോറിലേഷൻ ഫംഗ്ഷൻ
অটোকোভেৰিয়েন্স,ഓട്ടോകോവേരിയൻസ്
স্বয়ংক্ৰিয় কম্পিউটাৰ,ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടർ
অটোৰিগ্ৰেছন,സ്വയം റിഗ്രഷൻ
সহায়ক সমীকৰণ,സഹായ സമവാക്യം
গড় নমুনা সংখ্যা বক্ৰ (ASN বক্ৰ),ശരാശരി സാമ്പിൾ നമ്പർ വക്രം (ASN കർവ്)
axiom,സിദ്ധാന്തം
স্বতন্ত্ৰীয় পদ্ধতি,അച്ചുതണ്ട് സമീപനം
সম্ভাৱনাৰ স্বতন্ত্ৰতা,സംഭാവ്യതയുടെ സിദ്ധാന്തം
অক্ষ,അച്ചുതണ്ട്
abscissa ৰ অক্ষ,അബ്സിസ്സയുടെ അച്ചുതണ്ട്
পৃথিৱীৰ অক্ষ,ഭൂമിയുടെ അച്ചുതണ്ട്
বিপ্লৱৰ অক্ষ,വിപ്ലവത്തിന്റെ അച്ചുതണ്ട്
ঘূৰ্ণনৰ অক্ষ,ഭ്രമണത്തിന്റെ അച്ചുതണ്ട്
স্পিনৰ অক্ষ,സ്പിന്നിന്റെ അച്ചുതണ്ട്
বেক-বিকল্প,തിരികെ-പകരം
পিছপৰা পাৰ্থক্য,പിന്നാക്ക വ്യത്യാസം
বেকৱাৰ্ড-ইন্টাৰপলেচন সূত্ৰ,ബാക്ക്വാർഡ്-ഇന്റർപോളേഷൻ ഫോർമുല
ভাৰসাম্যতা বজাই ৰখা,ബാലൻസ്
সুষম ডিজাইন,സമതുലിതമായ ഡിസൈൻ
বেলেন্স শ্বীট,ബാലൻസ് ഷീറ്റ്
বেলিষ্টিক মিছাইল,ബാലിസ്റ്റിക് മിസൈൽ
বেলিষ্টিকছ,ബാലിസ്റ്റിക്സ്
বাৰ,ബാർ
ভেঁটি,അടിസ്ഥാനം
ভিত্তি কোণ,അടിസ്ഥാന കോൺ
লগাৰিদমৰ ভিত্তি,ലോഗരിതം അടിസ്ഥാനം
প্ৰাথমিক,അടിസ്ഥാന
মূল সম্ভৱপৰ সমাধান,അടിസ്ഥാന പ്രായോഗിക പരിഹാരം
মূল সমাধান,അടിസ്ഥാന പരിഹാരം
মূল চলক,അടിസ്ഥാന വേരിയബിൾ
ভিত্তিত,അടിസ്ഥാനം
ভিত্তি উপাদান,അടിസ്ഥാന ഘടകം
ভিত্তি মেট্ৰিক্স,അടിസ്ഥാന മാട്രിക്സ്
এটা ভেক্টৰ স্থানৰ ভিত্তি,ഒരു വെക്റ്റർ സ്ഥലത്തിന്റെ അടിസ്ഥാനം
উপস্থানৰ ভিত্তি,ഉപസ്ഥലത്തിന്റെ അടിസ്ഥാനം
বেইছিয়ান অনুমান,ബയേസിയൻ എസ്റ്റിമേറ്റ്
বেইছৰ নিয়ম,ബയേസിന്റെ നിയമം
বেইছৰ উপপাদ্য,ബയേസിന്റെ സിദ്ധാന്തം
বাৰ্নৌলি বিতৰণ,ബെർണൂലി വിതരണം
বাৰ্নৌলি নম্বৰ,ബെർണൂലി നമ്പർ
বাৰ্নৌলি সম্ভাৱনা ফলন,ബെർണൂലി പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ
বাৰ্নৌলিৰ সমীকৰণ,ബെർണൂലിയുടെ സമവാക്യം
বেৰী ফাংচন,ബെറി പ്രവർത്തനം
বেষ্ট ফিট,ഏറ്റവും അനുയോജ്യം
শ্ৰেষ্ঠ - ফিট লাইন,ഏറ്റവും അനുയോജ്യമായ ലൈൻ
উত্তম সমাধান,മികച്ച പരിഹാരം
শ্ৰেষ্ঠ কৌশলসমূহ,മികച്ച തന്ത്രങ്ങൾ
বিটা বিতৰণ,ബീറ്റ വിതരണം
পক্ষপাত,പക്ഷപാതം
পক্ষপাতমূলক অনুমান,പക്ഷപാതപരമായ കണക്ക്
বিহাৰমনিক সমীকৰণ,ബൈഹാർമോണിക് സമവാക്യം
bijection,ബിജക്ഷൻ
bijective মানচিত্ৰ,ബിജക്റ്റീവ് മാപ്പ്
bijective মেপিং,ബിജക്റ്റീവ് മാപ്പിംഗ്
দ্বিৰৈখিক ৰূপ,ബിലീനിയർ രൂപം
দ্বিৰৈখিক ফলন,ബിലീനിയർ ഫംഗ്ഷൻ
দ্বিৰৈখিক হাৰ্মিটিয়ান ৰূপ,ബിലീനിയർ ഹെർമിഷ്യൻ രൂപം
বাইনাৰী,ബൈനറി
বাইনাৰী ক&#39;ড,ബൈനറി കോഡ്
বাইনাৰী ক&#39;ড কৰা দশমিক,ബൈനറി കോഡ് ചെയ്ത ദശാംശം
বাইনাৰী ক&#39;ডিং,ബൈനറി കോഡിംഗ്
বাইনাৰী কম্পিউটাৰ,ബൈനറി കമ്പ്യൂട്ടർ
বাইনাৰী অংক,ബൈനറി അക്കം
বাইনাৰী অপাৰেচন,ബൈനറി പ്രവർത്തനം
বাইনাৰী ব্যৱস্থা,ബൈനറി സിസ്റ്റം
বাইনাৰী চলক,ബൈനറി വേരിയബിൾ
দ্বিপদ সহগ,ദ്വിപദ ഗുണകം
দ্বিপদ বিতৰণ,ദ്വിപദ വിതരണം
দ্বিপদ সমীকৰণ,ദ്വിപദ സമവാക്യം
দ্বিপদ সম্প্ৰসাৰণ,ദ്വിപദ വിപുലീകരണം
দ্বিপদ অভিব্যক্তি,ദ്വിപദ പദപ്രയോഗം
দ্বিপদ ৰেণ্ডম চলক,ബൈനോമിയൽ റാൻഡം വേരിയബിൾ
দ্বিপদ উপপাদ্য,ദ്വിപദ സിദ്ധാന്തം
দ্বিখণ্ড,വിഭജനം
দ্বিখণ্ডন পদ্ধতি,വിഭജന രീതി
দ্বিখণ্ড,ദ്വിഭാഗം
biserial,ബൈസീരിയൽ
বিট,ബിറ്റ്
দ্বিচলকীয় দ্বিপদ বিতৰণ,ദ്വിപദ ദ്വിപദ വിതരണം
দ্বিচলকীয় সম্পৰ্ক সহগ,ദ്വിവസ്ത്ര പരസ്പര ബന്ധ ഗുണകം
দ্বিচলকীয় বিতৰণ,ദ്വിവിധ വിതരണം
দ্বিচলকীয় স্বাভাৱিক বিতৰণ,ദ്വിവത്കൃത സാധാരണ വിതരണം
বাইভেক্টৰ,ബിവെക്ടർ
বোল্টজমেন সমীকৰণ,ബോൾട്ട്സ്മാൻ സമവാക്യം
বুলিয়ান বীজগণিত,ബൂളിയൻ ബീജഗണിതം
Bose - আইনষ্টাইন পৰিসংখ্যা,ബോസ് - ഐൻസ്റ്റീൻ സ്ഥിതിവിവരക്കണക്കുകൾ
সীমাৰ অৱস্থা,അതിർത്തി അവസ്ഥ
সীমা স্তৰ,അതിർത്തി പാളി
সীমাৰেখা,അതിർത്തി രേഖ
সীমা মূল্য,അതിർത്തി മൂല്യം
সীমা মূল্যৰ সমস্যা,അതിർത്തി മൂല്യ പ്രശ്നം
সীমাবদ্ধ ফলন,പരിമിതമായ പ്രവർത്തനം
সীমাবদ্ধ মেট্ৰিক্স,ബൗണ്ടഡ് മാട്രിക്സ്
সীমাবদ্ধ অঞ্চল,അതിർത്തി പ്രദേശം
সীমাবদ্ধ ছেট,ബൗണ്ടഡ് സെറ്റ്
ব্ৰাউনিয়ান গতি,ബ്രൗൺ ചലനം
গণনা কৰ,കണക്കാക്കുക
গণনা কৰা,കണക്കുകൂട്ടുന്നു
গণনা কৰা মেচিন,കണക്കുകൂട്ടൽ യന്ത്രം
গণনা কৰা,കണക്കുകൂട്ടല്
গণনামূলক পদ্ধতি,കണക്കുകൂട്ടൽ നടപടിക്രമം
কেলকুলেটৰ,കാൽക്കുലേറ്റർ
কেলকুলাছ,കാൽക്കുലസ്
তাৰতম্যৰ কেলকুলাছ,വ്യതിയാനത്തിന്റെ കണക്കുകൂട്ടൽ
কেলৰি,കലോറി
বাতিল আইন,റദ്ദാക്കൽ നിയമം
কেননিক সমীকৰণ,കാനോനിക്കൽ സമവാക്യം
কেননিক ৰূপ,കാനോനിക്കൽ രൂപം
কেননিক মেট্ৰিক্স,കാനോനിക്കൽ മാട്രിക്സ്
কেন্টৰ ছেট,കാന്റർ സെറ്റ്
কেণ্টৰৰ ত্ৰিমাত্ৰিক চেট,കാന്ററിന്റെ ത്രിതല സെറ്റ്
ক্ষমতাসম্পন্ন পৰিবহণ সমস্যা,ശേഷിയുള്ള ഗതാഗത പ്രശ്നം
ক্ষমতা,ശേഷി
কেপিলাৰী বল,കാപ്പിലറി ബലം
কাৰ্ডিনেল নম্বৰ,കാർഡിനൽ നമ്പർ
কাৰ্টেছিয়ান অক্ষ,കാർട്ടീഷ്യൻ അക്ഷങ്ങൾ
কাৰ্টেছিয়ান স্থানাংক,കാർട്ടീഷ്യൻ കോർഡിനേറ്റുകൾ
কাৰ্টেছিয়ান উৎপাদন,കാർട്ടീഷ്യൻ ഉൽപ്പന്നം
গোটৰ কাৰ্টেছিয়ান উৎপাদক,സെറ്റുകളുടെ കാർട്ടീഷ്യൻ ഉൽപ്പന്നം
কেছ ষ্টডি,കേസ് പഠനം
বিপৰ্যয়জনক উঠা-নমা,വിനാശകരമായ ഏറ്റക്കുറച്ചിലുകൾ
কেটেনাৰী,കാറ്റനറി
কাউচি বিতৰণ,കോച്ചി വിതരണം
কাউচি সূত্ৰ,കൗച്ചി ഫോർമുല
কৌচি গৌৰছাট উপপাদ্য,Cauchy Goursat സിദ്ധാന്തം
কাউচি ৰিমেন চৰ্ত,കൗച്ചി റീമാൻ വ്യവസ്ഥകൾ
ক&#39;চি ক্ৰম,Cauchy ക്രമം
কৌচি অবিচ্ছেদ্য,കൗച്ചി ഇന്റഗ്രൽ
কাউচি প্ৰধান মূল্য,Cauchy പ്രധാന മൂല്യം
ক’চি অৱশিষ্ট উপপাদ্য,കൗച്ചി അവശിഷ്ട സിദ്ധാന്തം
কেলি হেমিল্টন উপপাদ্য,കെയ്‌ലി ഹാമിൽട്ടൺ സിദ്ധാന്തം
আকাশী দেহ,ആകാശ ശരീരം
আকাশী জোখ,ആകാശത്തിന്റെ അളവ്
আকাশী যান্ত্ৰিকতা,ആകാശ മെക്കാനിക്സ്
আকাশী বস্তু,ആകാശ വസ്തു
কোষ কম্পাঙ্ক,സെൽ ആവൃത്തി
লোকপিয়ল,കാനേഷുമാരി
চেন্টাইল,സെന്റൽ
চেন্টিমিটাৰ,സെന്റീമീറ്റർ
চেণ্টিমিটাৰ গ্ৰাম দ্বিতীয় ব্যৱস্থা,സെന്റീമീറ്റർ ഗ്രാം സെക്കന്റ് സിസ്റ്റം
কেন্দ্ৰীয়,കേന്ദ്ര
কেন্দ্ৰীয় অক্ষ,കേന്ദ്ര അക്ഷം
কেন্দ্ৰীয় পাৰ্থক্য,കേന്ദ്ര വ്യത്യാസം
কেন্দ্ৰীয় পাৰ্থক্য সূত্ৰ,കേന്ദ്ര വ്യത്യാസ ഫോർമുല
কেন্দ্ৰীয় পাৰ্থক্য টেবুল,കേന്ദ്ര വ്യത്യാസ പട്ടിക
কেন্দ্ৰীয় সীমা উপপাদ্য,കേന്ദ്ര പരിധി സിദ്ധാന്തം
কেন্দ্ৰীয় মুহূৰ্ত,കേന്ദ്ര നിമിഷം
কেন্দ্ৰীয় প্ৰক্ৰিয়াকৰণ একক (CPU),സെൻട്രൽ പ്രോസസ്സിംഗ് യൂണിറ്റ് (സിപിയു)
কেন্দ্ৰীয় প্ৰৱণতা,കേന്ദ്ര പ്രവണത
কেন্দ্ৰ,കേന്ദ്രം
মাধ্যাকৰ্ষণ কেন্দ্ৰ,ഗുരുത്വാകർഷണ കേന്ദ്രം
গোটৰ কেন্দ্ৰ,ഗ്രൂപ്പിന്റെ കേന്ദ്രം
ভৰৰ কেন্দ্ৰ,പിണ്ഡത്തിന്റെ കേന്ദ്രം
প্ৰতিসমতাৰ কেন্দ্ৰ,സമമിതിയുടെ കേന്ദ്രം
কেন্দ্ৰপৃথক বল,അപകേന്ദ്ര ബലം
কেন্দ্ৰিক বল,അപകേന്ദ്രബലം
কেন্দ্ৰবিন্দু,കേന്ദ്രീകൃത
নিশ্চয়তা,ഉറപ്പ്
cgs ব্যৱস্থা,cgs സിസ്റ്റം
cgs ইউনিট,cgs യൂണിറ്റ്
পাৰ্থক্যৰ শৃংখল নিয়ম,വ്യത്യാസത്തിന്റെ ശൃംഖല
আকস্মিক কাৰণ,സാധ്യത കാരണങ്ങൾ
chance moves,അവസര നീക്കങ്ങൾ
অক্ষৰ পৰিৱৰ্তন,അച്ചുതണ്ടുകളുടെ മാറ്റം
ভিত্তিৰ পৰিৱৰ্তন,അടിസ്ഥാന മാറ്റം
ক্ৰম সলনি কৰা,ക്രമം മാറ്റം
বৈশিষ্ট্য সহগ,സ്വഭാവ ഗുണകം
নিৰ্ণায়ক,ഡിറ്റർമിനന്റ്
বৈশিষ্ট্যপূৰ্ণ সমীকৰণ,സ്വഭാവ സമവാക്യം
বৈশিষ্ট্যপূৰ্ণ কাৰ্য্য,സ്വഭാവ സവിശേഷത
লগাৰিদমৰ বৈশিষ্ট্য,ലോഗരിതത്തിന്റെ സ്വഭാവം
বৈশিষ্ট্যপূৰ্ণ বহুপদ,സ്വഭാവ ബഹുപദം
বৈশিষ্ট্যপূৰ্ণ মূল্য,സ്വഭാവ മൂല്യം
বৈশিষ্ট্যপূৰ্ণ ভেক্টৰ,സ്വഭാവ വെക്റ്റർ
আখৰৰ গোট,പ്രതീക സെറ്റ്
তালিকা,ചാർട്ട്
