Tamil,Marathi
முழுமையான சமச்சீர்,परिपूर्ण सममिती
முழுமையான இயக்க உடல்,परिपूर्ण गती शरीर
முழுமையான அலகு அமைப்பு,परिपूर्ण एकक प्रणाली
முழுமையான வெப்பநிலை,परिपूर्ण तापमान
முழுமையான நேரம்,परिपूर्ण वेळ
முழுமையான அலகுகள்,निरपेक्ष एकके
துல்லியமான மதிப்பு,परिपूर्ण मूल्य
முழு எண் கால்குலேட்டர்,पूर्णांक कॅल्क्युलेटर
முழுமையான வேகம்,परिपूर्ण वेग
முழுமையான பாகுத்தன்மை,परिपूर्ण चिकटपणा
முழுமையான எடை,परिपूर्ण वजन
முழுமையான பூஜ்ஜியம்*,पूर्ण शून्य*
பூஜ்ஜியத்தின் முழுமையான வகுப்பான்,शून्याचा पूर्ण विभाजक
உறிஞ்சி,शोषून घेणे
உறிஞ்சுதல் குறியீடு*,शोषक निर्देशांक*
உறிஞ்சப்பட்ட ஆற்றல்,शोषलेली ऊर्जा
"உறிஞ்சும், உறிஞ்சும்","शोषक, शोषक"
உறிஞ்சும் ஊடகம்*,शोषक माध्यम*
உறிஞ்சும் திறன்,शोषण क्षमता
உறிஞ்சுதல்,शोषण
உறிஞ்சும் அளவி*,शोषणमापक*
உறிஞ்சும் அளவீடு*,शोषणमापन*
உறிஞ்சுதல்,शोषण
உறிஞ்சுதல் - இசைக்குழு*,शोषण - बँड*
உறிஞ்சுதல் சுற்று,शोषण सर्किट
உறிஞ்சுதல் குணகம்,शोषण गुणांक
உறிஞ்சுதல் நெடுவரிசை,शोषण स्तंभ
உறிஞ்சுதல் மாறிலி,अवशोषण स्थिर
உறிஞ்சுதல் தொடர்ச்சி,शोषण सातत्य
உறிஞ்சுதல் மண்டலம்,शोषण क्षेत्र
உறிஞ்சுதல் மின்னோட்டம்,शोषण प्रवाह
உறிஞ்சுதல் வளைவு*,शोषण वक्र*
உறிஞ்சுதல் முறிவு,शोषण फ्रॅक्चर
உறிஞ்சுதல் மைய,शोषण कोर
உறிஞ்சுதல் காரணி,शोषण घटक
உறிஞ்சுதல் வடிகட்டி,शोषण फिल्टर
உறிஞ்சுதல் ஃபிளேம் ஃபோட்டோமெட்ரி*,शोषण फ्लेम फोटोमेट्री*
உறிஞ்சும் ஹைக்ரோமீட்டர்,शोषण हायग्रोमीटर
உறிஞ்சுதல் அடுக்கு,शोषण घातांक
உறிஞ்சுதல் விளிம்பு,शोषण सीमांत
உறிஞ்சுதல் வரி,शोषण रेखा
உறிஞ்சுதல் இழப்பு,शोषण नुकसान
உறிஞ்சுதல் பண்பேற்றம்,शोषण मॉड्यूलेशन
ஒளி உறிஞ்சுதல்,प्रकाश शोषण
கதிர்வீச்சு ஆற்றலை உறிஞ்சுதல்,रेडिएशन उर्जेचे शोषण
உறிஞ்சுதல் உச்சம்,शोषण शिखर
உறிஞ்சுதல் ஒளி அளவீடு,शोषण फोटोमेट्री
உறிஞ்சுதல் விகிதம்,शोषण प्रमाण
உறிஞ்சுதல் வரம்பு*,शोषण श्रेणी*
உறிஞ்சும் நிறமாலை ஒளி அளவீடு*,शोषण स्पेक्ट्रम फोटोमेट्री*
உறிஞ்சுதல் ஸ்பெக்ட்ரம்*,शोषण स्पेक्ट्रम*
"உறிஞ்சும் குழாய், உறிஞ்சும் குழாய்","शोषक नळी, शोषक नळी"
உறிஞ்சும் ஹைக்ரோமீட்டர்,शोषण हायग्रोमीटर
உறிஞ்சக்கூடிய*,शोषक*
உறிஞ்சும் ஆவியாக்கி,शोषक बाष्पीभवक
உறிஞ்சுதல் சட்டம்*,शोषण कायदा*
உறிஞ்சுதல் ஊடகம்,शोषण माध्यम
"உறிஞ்சும் திறன், உறிஞ்சுதல்*","शोषक क्षमता, शोषकता*"
உறிஞ்சுதல்*,शोषण*
ஸ்டூடியோ அலங்காரம்,स्टुडिओ सजावट
பன்மடங்கு விகிதம்,गुणोत्तर गुणोत्तर
கைவிடு,उद्धटपणा
பற்றி,बद्दल
முடுக்கி,गती वाढवणे
முடுக்கம்-நிறுத்த தூரம்,प्रवेग-थांबा अंतर
விரைந்தார்,घाई केली
விரைவான நேர விளைவு சோதனை,द्रुत वेळ प्रभाव चाचणी
விரைவான ஓட்டம்,जलद प्रवाह
விரைவான வேகம்,जलद गती
விரைவான உடல்,द्रुत शरीर
முடுக்கி எடை,प्रवेगक तोलणारा
முடுக்கி மின்முனை*,प्रवेगक इलेक्ट्रोड*
முடுக்கி நேரம்*,प्रवेगक वेळ*
முடுக்கி கட்டம்,प्रवेगक टप्पा
முடுக்கி விகிதம்,प्रवेगक दर
முடுக்கி மின்னழுத்தம்*,प्रवेगक व्होल्टेज*
முடுக்கம்,प्रवेग
துரிதப்படுத்தப்பட்ட எரிப்பு,प्रवेगक ज्वलन
முடுக்கம் குணகம்,प्रवेग गुणांक
முடுக்கம் கூறு,प्रवेग घटक
புவியீர்ப்பு காரணமாக முடுக்கம்,गुरुत्वाकर्षणामुळे प्रवेग
முடுக்கம் காரணி,प्रवेग घटक
துரிதப்படுத்தப்பட்ட கட்டணம்,प्रवेगक शुल्क
ஈர்ப்பு முடுக்கம்,गुरुत्वाकर्षणाचा प्रवेग
முடுக்கம் சாத்தியம்,प्रवेग क्षमता
முடுக்கம் சட்டம்,प्रवेग कायदा
முடுக்கம் செயல்முறை,प्रवेग प्रक्रिया
முடுக்கம் மண்டலம்,प्रवेग क्षेत्र
முடுக்கம் முறை,प्रवेग पद्धत
"முடுக்கம் சகிப்புத்தன்மை, முடுக்கம் சகிப்புத்தன்மை","प्रवेग सहिष्णुता, प्रवेग सहिष्णुता"
முடுக்கம் திசையன்,प्रवेग वेक्टर
முடுக்கம்-மின்னழுத்தம்,प्रवेग-व्होल्टेज
முடுக்கம் அலை,प्रवेग लहर
முடுக்கி,प्रवेगक
"முடுக்கி, முடுக்கி*","प्रवेग, प्रवेगक*"
முடுக்கி சமன்பாடு,प्रवेगक समीकरण
முடுக்கி*,प्रवेगक*
முடுக்கமானி,प्रवेगमापक
முடுக்கமானி பொருத்தம்,एक्सीलरोमीटर जुळणी
முன் அழுத்தம் கொடுப்பவர்,prestresser
சரியான எழுத்துக்கள்,वैध वर्ण
ஏற்றுக்கொள்ளும் கோணம்,स्वीकृती कोन
ஏற்றுக்கொள்ளும் விவரக்குறிப்பு,स्वीकृती तपशील
ஏற்றுக்கொள்ளக்கூடிய சோதனை,स्वीकार्य चाचणी
"ஏற்பவர்*, ஏற்பவர்","स्वीकारणारा*, स्वीकारणारा"
ஏற்பி அணு,रिसेप्टर अणू
ஏற்பி பிணைப்பு,रिसेप्टर बाँड
பெறுதல் சுற்று,रिसीव्हर सर्किट
ஏற்பி நிலை,रिसेप्टर पातळी
நன்கொடையாளர் மூலக்கூறு,दाता रेणू
ஏற்பி சொத்து,रिसेप्टर गुणधर्म
ஏற்பி சொத்து நிலை,रिसेप्टर गुणधर्म पातळी
முடுக்கி குழாய்,प्रवेगक नळी
"அணுகல், காத்திருப்பு, அணுகல்","प्रवेश, प्रतीक्षा, प्रवेश"
புஜை அணுகவும்,भुज प्रवेश
அணுகல் அமைப்பு,प्रवेश प्रणाली
அணுகல் நேரம்,प्रवेश वेळ
அணுகல்,प्रवेशयोग्यता
"கூடுதல், துணை, துணை (v, ), துணைக்கருவிகள்","अतिरिक्त, सहाय्यक, सहायक (v, ), उपकरणे"
கூடுதல் கட்டுப்பாடுகள்,अतिरिक्त निर्बंध
தற்செயல்,संधी योगायोग
தற்செயலான திருத்தம்,अपघाती सुधारणा
தற்செயலான உயிர் உருவாக்கம்,अपघाती बायोजेनेसिस
தற்செயலான திசைதிருப்பல்,अपघाती वळवणे
பார்வையாளர் பிழை,अभ्यागत त्रुटी
"திடீர் நிறுத்தம், திடீர் கவ்வி","अचानक थांबणे, अचानक पकडणे"
தற்செயலான பரிமாற்றம்,अपघाती प्रेषण
சீரற்ற மாறுபாடு,यादृच्छिक भिन्नता
சரிசெய்தல்,समायोजन
அமைந்துள்ளது,स्थानबद्ध
திரட்டப்பட்ட பிழை,संचित त्रुटी
"திரட்சி, குவிப்பு","जमा करणे, जमा करणे"
ஆற்றல் சேமிப்பு,ऊर्जा साठवण
திரட்டி*,संचयक*
துல்லியம்,अचूकता
யதார்த்தம்,वास्तव
உண்மையான கருவி கவனிப்பு,वास्तविक साधन निरीक्षण
துல்லியமான வரம்பு குறிப்பான்,अचूक श्रेणी मार्कर
துல்லியமான ஸ்கேனிங்,अचूक स्कॅनिंग
பயிற்சி,सराव
முடுக்கி செல்*,प्रवेगक सेल*
நிறமற்ற லென்ஸ்*,अक्रोमॅटिक लेन्स*
நிறமற்ற*,अक्रोमॅटिक*
நிறமற்ற பகுப்பாய்வி,अॅक्रोमॅटिक विश्लेषक
அதிர்வெண் நடுநிலை ஆண்டெனா,वारंवारता तटस्थ अँटेना
நிறமற்ற வடிவம்,अक्रोमॅटिक आकार
நிறமற்ற விளிம்பு,अक्रोमॅटिक फ्रिंज
நிறமற்ற லென்ஸ்*,अक्रोमॅटिक लेन्स*
நிறமற்ற புள்ளி பாதை,अक्रोमॅटिक पॉइंट पथ
நிறமற்ற லென்ஸ்,अॅक्रोमॅटिक लेन्स
வண்ணப் பட்டகம்,अॅक्रोमॅटिक प्रिझम
வண்ணமயமான தொலைநோக்கி,अॅक्रोमॅटिक टेलिस्कोप
நிறமற்ற தன்மை*,रंगद्रव्य*
நிறமாற்றம்*,अॅक्रोमॅटायझेशन*
நிறமற்ற தன்மை*,अक्रोमॅटिकता*
"மீள், பயனற்ற, பயனற்ற","लवचिक, अपवर्तक, अपवर्तक"
"ஏகோர்ன் ஹோஸ், பாஞ்சு ஹோஸ்","एकोर्न नळी, बंजू नळी"
மினியேச்சர் வால்வு,सूक्ष्म झडप
அகோஃபோனி,इकोफोनी
ஒலியியல்,ध्वनिक
ஒலி உறிஞ்சுதல்,ध्वनिक शोषकता
ஒலியியல் குறைப்பு குணகம்,ध्वनिक क्षीणन गुणांक
ஒலிக் குறைப்பு,ध्वनिक क्षीणन
ஒலி திருடன் அலாரம்,ध्वनिक चोर अलार्म
ஒலியியல் கொள்ளளவு,ध्वनिक क्षमता
கேட்கும் மையம்,श्रवण केंद्र
ஒலியியல் விளக்கம்,ध्वनिक स्पष्टीकरण
ஒலி உறை,ध्वनिक आवरण
ஒலி பதில்,ध्वनिक प्रतिसाद
ஒலியியல் கூறு,ध्वनिक घटक
ஒலி கடத்துத்திறன்,ध्वनिक चालकता
ஒலி தணித்தல்,ध्वनिक ओलसर
ஒலி சிதறல்,ध्वनिक फैलाव
ஒலி ஹேக்கர்,ध्वनी हॅकर
ஒலி ஆற்றல்*,ध्वनिक ऊर्जा*
ஒலி ஆற்றல் சமன்பாடு,ध्वनिक ऊर्जा समीकरण
ஒலி சமன்பாடு,ध्वनिक समीकरण
ஒலி மறுசீரமைப்பு,ध्वनिक पुनर्स्थापना
கிளாட்னி வடிவங்கள்,क्लॅडनी आकार
ஒலி வடிகட்டி,ध्वनिक फिल्टर
ஒலி ஜெனரேட்டர்,ध्वनी जनरेटर
ஒலி தட்டு,ध्वनिक जाळी
ஒலி மின்மறுப்பு*,ध्वनिक प्रतिबाधा*
ஒலி மந்தநிலை,ध्वनिक जडत्व
ஒலி தீவிரம்,ध्वनिक तीव्रता
ஒலி குறுக்கீடு மீட்டர்,ध्वनिक हस्तक्षेप मीटर
ஒலி குறுக்கீடு கண்டறிதல்,ध्वनिक हस्तक्षेप डिटेक्टर
ஒலி லென்ஸ்,ध्वनिक लेन्स
ஒலி வரி,ध्वनी ओळ
ஒலி நிறை,ध्वनिक वस्तुमान
ஒலி பொருள்,ध्वनिक साहित्य
ஒலியியல் என்பது இலவச பாதை,ध्वनिक अर्थ मुक्त मार्ग
ஒலி முறை,ध्वनिक मोड
ஒலி சத்தம்,ध्वनिक आवाज
ஒலி ஓம்*,ध्वनिक ओम*
"ஒலியியல் குழு, ஒலி பலகை","ध्वनिक पॅनेल, ध्वनिक मंडळ"
ஒலி நிலை மாறிலி,ध्वनिक टप्पा स्थिर
ஒலி ரிசீவர்,ध्वनिक प्राप्तकर्ता
ஒலி அழுத்தம்,ध्वनिक दाब
ஒலியின் சமச்சீர் விதி,ध्वनीचा सममिती नियम
ஒலி பரிமாற்றம்,ध्वनिक प्रसारण
ஒலியியல் பண்புகள்,ध्वनिक गुणधर्म
ஒலி நாற்புறம்,अकौस्टिक क्वाड्रपोल
ஒலி கதிர்வீச்சு உறுப்பு,ध्वनिक विकिरण घटक
ஒலி கதிர்வீச்சு,ध्वनिक विकिरण
ஒலி எதிர்ப்பு,ध्वनीरोधक
ஒலி ரேடியோமீட்டர்,ध्वनिक रेडिओमीटर
ஒலி அதிர்ச்சி,ध्वनिक प्रतिसाद
ஒலி பரஸ்பர தேற்றம்,ध्वनिक परस्पर प्रमेय
ஒலி குறைப்பு காரணி,ध्वनिक घट घटक
ஒலி பிரதிபலிப்பு குணகம்,ध्वनिक परावर्तन गुणांक
ஒலி ஒளிவிலகல்,ध्वनिक अपवर्तन
ஒலி எதிர்ப்பு,ध्वनिक प्रतिकार
ஒலி பதில்,ध्वनिक प्रतिसाद
ஒலி சிதறல்,ध्वनिक विखुरणे
கேட்கும் புள்ளி,श्रवण बिंदू
ஒலி விறைப்பு,ध्वनिक कडकपणा
ஒலி அமைப்பு,ध्वनिक प्रणाली
ஒலி வெப்பமானி,ध्वनिक थर्मामीटर
ஒலி வேகம்,ध्वनिक वेग
ஒலி அலை,ध्वनी लहर
ஒலியியல்,ध्वनिक
ஒலி உறிஞ்சுதல் குணகம்,ध्वनी शोषण गुणांक
ஒலி உறிஞ்சுதல் கூறு,ध्वनी शोषण घटक
ஒலி சுற்று,ध्वनिक सर्किट
ஒலி பதில்,ध्वनिक प्रतिसाद
ஒலி தாமதக் கோடு,ध्वनिक विलंब रेखा
ஒலி சிதைவு,ध्वनिक विकृती
ஒலி ஒலியியல்,ध्वनिक ध्वनीशास्त्र
ஒலி வடிகட்டி,ध्वनिक फिल्टर
ஒலி மின்மறுப்பு*,ध्वनिक प्रतिबाधा*
ஃபோனோகிராஃப்,फोनोग्राफ
ஒலி ஓம்*,ध्वनिक ओम*
ஒலி மாறிலி,ध्वनिक स्थिरांक
ஒலி ஃபோனான்,ध्वनिक फोनन
ஒலி பரிமாற்ற மாறிலி,ध्वनिक प्रसारण स्थिर
ஒலி மாற்று குணகம்,ध्वनी रूपांतरण गुणांक
ஒலி எதிர்ப்பு,ध्वनिक प्रतिकार
ஒலி விறைப்பு,ध्वनिक कडकपणा
ஒலி அலகு,ध्वनी युनिट
ஒலி எதிர்ப்பு,ध्वनीरोधक
ஒலி பக்கக் கோடு,अकौस्टिक साइड लाइन
"ஒலியியல், ஒலியியல்","ध्वनीशास्त्र, ध्वनीशास्त्र"
ஒலி மீட்டர்,ध्वनी मीटर
ஒலி அழுத்தம்,ध्वनी दाब
கையகப்படுத்தல் ரேடார்,संपादन रडार
ஒளிச்சேர்க்கை கதிர்வீச்சு,प्रकाशसंश्लेषक विकिरण
ஆக்டினியம் உமிழ்வு,ऍक्टिनियम उत्सर्जन
ஆக்டினோ-யுரேனியம்,ऍक्टिनो-युरेनियम
ஆக்டினோ-யுரேனியம் தொடர்,ऍक्टिनो-युरेनियम मालिका
கதிரியக்க மின்சாரம்,रेडिओइलेक्ट्रिक
"ஆக்டினோமீட்டர், ஃபோட்டோமிக்ரோமீட்டர்","ऍक्टिनोमीटर, फोटोमायक्रोमीटर"
"செயல், செயல்","कृती, कृती"
செயல் மற்றும் எதிர்வினை,क्रिया आणि प्रतिक्रिया
செயல் மாறிலி,क्रिया स्थिर
செல்வாக்கு மண்டலம்,प्रभाव क्षेत्र
"செயல்படுத்தப்பட்டது, செயல்படுத்தப்பட்டது","सक्रिय, सक्रिय"
செயலில் பரவல்,सक्रिय प्रसार
"செயல்படுத்தப்பட்ட ஃபைபர், செயல்படுத்தப்பட்ட ஃபைபர்","सक्रिय फायबर, सक्रिय फायबर"
செயல்படுத்தும் விளைவு,सक्रियकरण प्रभाव
செயல்படுத்தும் விளைவு,सक्रियकरण प्रभाव
செயல்படுத்தும் பகுப்பாய்வு,सक्रियकरण विश्लेषण
செயல்பாட்டு மையம்,क्रियाकलाप केंद्र
செயல்படுத்தும் சோதனையாளர்,सक्रियकरण परीक्षक
செயல்படுத்தும் ஆற்றல்,सक्रियता ऊर्जा
செயல்படுத்தும் என்ட்ரோபி,सक्रियकरण एन्ट्रॉपी
செயல்படுத்தல் அதிக மின்னழுத்தம்,सक्रियकरण ओव्हरव्होल्टेज
செயல்படுத்தும் விகிதம்,सक्रियता दर
"செயல்படுத்துபவர், செயல்படுத்துபவர்","सक्रिय करणारा, सक्रिय करणारा"
செயல்படுத்தும் அணு,सक्रिय करणारा अणू
முடுக்கி,प्रवेगक
செயலில் உறிஞ்சுதல்,सक्रिय शोषण
செயலில் வான்வழி,सक्रिय हवाई
கதிர்வீச்சு ஆபத்து மண்டலம்,रेडिएशन धोक्याचे क्षेत्र
செயலில் உள்ள சாதனம்,सक्रिय डिव्हाइस
செயலில் இலக்கு,सक्रिय लक्ष्यीकरण
செயலில் உள்ள ஹைட்ரஜன்*,सक्रिय हायड्रोजन*
செயலில் கண்ணி,सक्रिय जाळी
செயலில் வரி செயலில் வரி,सक्रिय ओळ सक्रिय ओळ
செயலில் வளையம்,सक्रिय लूप
செயலில் உள்ள குறியீடு*,सक्रिय कोड*
செயலில் உள்ள பொருட்கள்,सक्रिय घटक
செயலில் உள்ள மூலக்கூறு,सक्रिय रेणू
செயலில் கண்ணி,सक्रिय जाळी
செயலில் மறுஉருவாக்கம்,सक्रिय पुनर्शोषण
செயலில் உள்ள பகுதி,सक्रिय क्षेत्र
செயலில் கட்டுப்பாடு,सक्रिय नियमन
செயலில் உள்ள செயற்கைக்கோள்,सक्रिय उपग्रह
செயலில் பிளவுபட்ட சூரிய சுடர்,सक्रिय विखंडन सौर ज्योत
செயலில் நுண்ணூட்டச்சத்துக்கள்,सक्रिय सूक्ष्म पोषक
செயலில் கண்காணிப்பு அமைப்பு,सक्रिय ट्रॅकिंग सिस्टम
செயலில் மின்மாற்றி,सक्रिय ट्रान्सड्यूसर
செயலில் உட்கொள்ளல்,सक्रिय सेवन
செயல்பாட்டு குணகம்*,क्रियाकलाप गुणांक*
செயல்பாட்டுக் குறியீடு,क्रियाकलाप निर्देशांक
செயல்பாட்டு விகிதம்,क्रियाकलाप प्रमाण
செயல்பாட்டு திசையன்,क्रियाकलाप वेक्टर
உண்மையான மானிட்டர்,वास्तविक मॉनिटर
உண்மையான மன அழுத்தம்,वास्तविक ताण
தூண்டுதல்,ट्रिगर करण्यासाठी
தொடங்குபவர்,प्रवर्तक
தொடங்குபவர்,प्रवर्तक
தீவிரமானி,acuityometer
கேட்கும் கூர்மை,ऐकण्याची तीक्ष्णता
புகைப்படக் கூர்மை மதிப்பு,फोटो तीक्ष्णता मूल्य
குறுங்கோணம்,तीव्र कोन
கிசுகிசுத்தல்,कुजबुजणे
கடுமையான முக்கோணம்,तीव्र त्रिकोण
அசைக்ளிக்,अॅसायक्लिक
தேர்வுமுறை பயன்பாடு,ऑप्टिमायझेशन अनुप्रयोग
உகந்த நிலை,अनुकूल स्थिती
தகவமைப்பு கட்டுப்பாட்டு அமைப்பு,अनुकूली नियंत्रण प्रणाली
அடாப்டோமீட்டர்,अडॅपटोमीटर
அட்காக் ஆண்டெனா,अॅडकॉक अँटेना
மொத்தத்தில்,बेरीज करणे
தொகுப்பு நேரம்,संकलन वेळ
தொகுத்தல்-கழித்தல் நேரம்,संकलन-वजाबाकी वेळ
சேர்ப்பான்,जोडणारा
"தொகை, கூட்டல், கூட்டுத்தொகை (பதிப்பு), சேர்க்கை (v.)","बेरीज, बेरीज, बेरीज (सं.), बेरीज (v.)"
கூட்டல் மாறிலி,जोड स्थिर
முடுக்கம்-தொகை விதி,प्रवेग-सम नियम
தூரம்-தொகை விதி,अंतर बेरीज नियम
வேகம்-தொகை விதி,वेग-सम नियम
திசையன்களின் தொகை,वेक्टरची बेरीज
சேகரிப்பு எதிர்வினை,संग्रह प्रतिक्रिया
கூடுதல் தளம்,अतिरिक्त मजला
"இணைப்பு தொனி, கூடுதல் தொனி (உயிர்)","संयोजी स्वर, अतिरिक्त स्वर (स्वर)"
"சேர்க்கை, சேர்க்கை","additive, additive"
சேர்க்கை அமைப்பு,मिश्रित प्रणाली
இணைப்பு எழுத்துக்கள்,संमिश्र वर्ण
மொத்த எழுத்து செயல்முறை,एकूण वर्ण प्रक्रिया
கூடுதல் நிரப்பு நிறம்,पूरक पूरक रंग
சேர்க்கை மாறிலி,additive स्थिरांक
சேர்க்கை இழுவை,additive कर्षण
சேர்க்கை விளைவு,अतिरिक्त प्रभाव
சேர்க்கை காரணி,अतिरिक्त घटक
சேர்க்கை செயல்பாடு,additive फंक्शन
சேர்க்கை கலவை,मिश्रित मिश्रण
சேர்க்கை வேர்,additive रूट
சேர்க்கை செயல்முறை,जोड प्रक्रिया
சேர்க்கை,जोडणी
சேர்க்கை குவாண்டம் எண்,अॅडिटीव्ह क्वांटम संख्या
சேகரிப்பு எதிர்வினை,संग्रह प्रतिक्रिया
சேர்க்கை,जोडणी
அடிட்ரான்,एडिट्रॉन
தெரியும்*,जाणून घ्या*
முகவரி கணக்கீடு,पत्ता गणना
முகவரி,पत्ता
முகவரி குறியாக்கம்,पत्ता एन्क्रिप्शन
முகவரி வெளிப்பாடு,पत्ता अभिव्यक्ती
முகவரித்திறன்,पत्ता योग्यता
முகவரிப் பட்டி,पत्ता लिहायची जागा
