Bengali,Odiya
অতিরিক্ত অনুদান,ଅତିରିକ୍ତ ଅନୁଦାନ
অতিরিক্ত তথ্য,ଅତିରିକ୍ତ ସୂଚନା
অতিরিক্ত বেতন,ଅତିରିକ୍ତ ଦେୟ
সংযোজন এবং পরিবর্তন,ଯୋଗ ଏବଂ ପରିବର୍ତ୍ତନ
ঠিকানা,ଠିକଣା
ঠিকানা,ଆଡ୍ରେସେେ |
স্বাগত ঠিকানা,ସ୍ୱାଗତିବାର ଠିକଣା
পর্যাপ্ত,ପର୍ଯ୍ୟାପ୍ତ
মেনে চলুন,ନିୟମ ପାଳନ
অ্যাডহক,ଅନୁପଚାରି
অ্যাডহক দাবি,ବିଜ୍ଞାପନ ହକ୍ ଦାବି |
তদর্থক কমিটি,ବିଜ୍ଞାପନ ହକ୍ କମିଟି |
অ্যাডহক বৃদ্ধি,AD HOC ବୃଦ୍ଧି |
অ্যাডহক পেমেন্ট,ବିଜ୍ଞାପନ ହକ୍ ଦେୟ |
সংলগ্ন,ସଂଲଗ୍ନ
সংলগ্ন (= সংহত),ସଂଲଗ୍ନ (= ସଂଲଗ୍ନ)
স্থগিতাদেশ,ସ୍ଥଗିତତା
স্থগিতের গতি,ଆଡଜାଇବା ଗତି
রায়,ସମର୍ଥନ କର ଘର
বিচারক,ଗୁଚିଚୀନିକ
বিচার,ସମର୍ଥନ
বিচারক,ଆଦ୍ବ୍ରୀକରଣ
সামঞ্জস্য,ଆଡଜଷ୍ଟମେଣ୍ଟ୍
প্রশাসনিক,ପ୍ରଶାସକ
শপথ পরিচালনা করুন,ଶପଥ କର
প্রশাসন,ପ୍ରଶାସନ
বিচার প্রশাসন,ନ୍ୟାୟ ପ୍ରଶାସନ
প্রশাসনিক,ପ୍ରଶାସନିକ
প্রশাসনিক ক্রিয়া,ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ
প্রশাসনিক মূল্যায়ন,ପ୍ରଶାସନିକ ମୂଲ୍ୟାଙ୍କନ |
প্রশাসনিক অনুমোদন,ପ୍ରଶାସନିକ ଅନୁମୋଦନ |
প্রশাসনিক কর্তৃপক্ষ,ପ୍ରଶାସନିକ ପ୍ରାଧିକରଣ
প্রশাসনিক নিয়ন্ত্রণ,ପ୍ରଶାସନିକ ନିୟନ୍ତ୍ରଣ |
প্রশাসনিক সিদ্ধান্ত,ପ୍ରଶାସନିକ ନିଷ୍ପତ୍ତି
প্রশাসনিক দপ্তর,ପ୍ରଶାସନିକ ବିଭାଗ
প্রশাসনিক মাথা,ପ୍ରଶାସନିକ ମୁଣ୍ଡ
প্রশাসনিক সদর দফতর,ପ୍ରଶାସନିକ ମୁଖ୍ୟାଳୟ |
প্রশাসনিক ব্যবস্থা,ପ୍ରଶାସନିକ ପଦକ୍ଷେପ |
প্রশাসনিক শক্তি,ପ୍ରଶାସନିକ ଶକ୍ତି |
প্রশাসনিক অনুমোদন,ପ୍ରଶାସନିକ ମଞ୍ଜୁର |
প্রশাসনিক কৌশল,ପ୍ରଶାସନିକ କ techni ଶଳ |
প্রশাসনিক ট্রাইব্যুনাল,ପ୍ରଶାସନିକ ଟ୍ରିବ୍ୟୁନାଲ୍ |
প্রবেশযোগ্যতা,ଗ୍ରହଣୀୟତା |
স্বীকৃত ব্যয়,ଗ୍ରହଣଯୋଗ୍ୟ ଖର୍ଚ୍ଚ |
স্বীকার করুন,ସ୍ୱୀକାର କର |
ভর্তি কার্ড,କାର୍ଡ ଆଡମିଟ୍ କରନ୍ତୁ |
ভর্তি,ସ୍ୱୀକାର କରାଯାଇଛି |
উপদেশ,ଉପଦେଶ ଦିଅନ୍ତୁ |
গ্রহণ,ଆଡେପିଟି |
গ্রহণকারী,ଆଡପୁଟର୍
গ্রহণ,ଗ୍ରହଣ
প্রাপ্তবয়স্ক,ବୟସ୍କ
ভেজাল,ବ୍ୟଭିଚାର
ব্যভিচার,ବ୍ୟଭିଚାର
প্রাপ্তবয়স্ক ভোটাধিকার,ବୟସ୍କ ଫ୍ରାଞ୍ଚାଇଜ୍ |
বিজ্ঞাপন ভ্যালোরেম ডিউটি,ବିଜ୍ଞାପନ ଭାଲୋରେମ୍ ଡ୍ୟୁଟି |
অগ্রিম,ଅଗ୍ରିମ
আগাম বুকিং,ଅଗ୍ରୀମ ବୁକିଂ
অগ্রিম অনুলিপি,ଅଗ୍ରଶୀ ନକଲ
অগ্রিম বৃদ্ধি,ଅଗ୍ରଗତି ବୃଦ୍ଧି
অগ্রিম প্রদান,ଅଗ୍ରିମ ଦେୟ
প্রতিকূল এন্ট্রি,ପ୍ରତିକୂଳ ପ୍ରବେଶ
বিরূপ মন্তব্য,ପ୍ରତିକୂଳ ଟିପ୍ପଣୀ |
প্রতিকূল প্রতিবেদন,ପ୍ରତିକୂଳ ରିପୋର୍ଟ
বিজ্ঞাপন,ବିଜ୍ଞାପନ
পরামর্শ,ପରାମର୍ଶ
অর্থ প্রদানের পরামর্শ,ଦେୟର ପରାମର୍ଶ |
উপদেষ্টা কমিটি,ପରାମର୍ଶଦାତା କମିଟି |
উপদেষ্টা পরিষদ,ପରାମର୍ଶଦାତା ପରିଷଦ |
অ্যাডভোকেট,ଓକିଲ
বিষয়,ସମ୍ପର୍କ
হলফনামা,ପ୍ରମାଣପତ୍ର
অধিভুক্তি,ଅନୁବନ୍ଧ
নিশ্চিতকরণ,ନିଶ୍ଚିତତା
ইতিবাচক,ନିଶ୍ଚିତ
সামর্থ্য,ସୁଲଭ
উপরোক্ত,Aforesaid
নতুন করে,ଉପରୁବର୍ତ୍ତୀ
বিরুদ্ধে,ବିପକ୍ଷରେ
বয়স,ବୟସ
বয়স শংসাপত্র,ବୟସ ପ୍ରମାଣପତ୍ର
ভোটাধিকার জন্য বয়স,ଯଥେଷ୍ଟ ସମୟ ପାଇଁ ବୟସ |
বয়স সীমা,ବୟସ ସୀମା |
এজেন্সি,ସଂସ୍ଥା
আলোচ্যসূচি,କାର୍ଯ୍ୟସୂଚୀ
অবসর বয়স,ଅବସରର ବୟସ
তদারকির বয়স,ସୁପରନୁଏସନ୍ ବୟସ
সমষ্টি,ମିଳନ
আক্রান্ত,ବହୁଳ
আন্দোলন,ଆଗ୍ରିଲେସନ୍
এজিএম,Agm
চুক্তি,ଚୁକ୍ତିନାମା
চুক্তি ফর্ম,ଚୁକ୍ତି ଫର୍ମ
কৃষি,କୃଷି
শস্য উৎপাদন কেন্দ্র,Agro-idustry
সাহায্য,ସହାୟତା
অ্যালার্ম,ଆଲାର୍ମ
সতর্কতা,ସତର୍କତା
ওরফে,ଛଦ୍ମନାମ
অভিযোগ,ଅଭିଯୋଗ
আনুগত্য,ଅନୁଗତ
জোট,ମିଳିତତା
মিত্র পরিষেবা,ସମର୍ଥନ ସେବାଗୁଡିକ
সমস্ত অন্তর্ভুক্ত ব্যয়,ସମସ୍ତ ଅନ୍ତର୍ଭୂକ୍ତ ମୂଲ୍ୟ |
সমস্ত ভারত পরিষেবা,ସମସ୍ତ ଭାରତୀୟ ସେବାଗୁଡିକ |
বরাদ্দ,ଆବଣ୍ଟନ
বরাদ্দ,ବଣ୍ଟନ
বরাদ্দ চিঠি,ବଣ୍ଟନ ଚିଠି
বরাদ্দ,ବଣ୍ଟନେ |
অনুমোদিত,ଅନୁମତି ଯୋଗ୍ୟ
অনুমোদিত ব্যয়,ଅନୁମତିପ୍ରାପ୍ତ ଖର୍ଚ୍ଚ |
একটি আপিলের অনুমতি দিন,ଏକ ଆବେଦନକୁ ଅନୁମତି ଦିଅନ୍ତୁ |
ভাতা,ଭତ୍ତା
সমস্ত অধিকার সংরক্ষিত,ସମସ୍ତ ଅଧିକାର ସଂରକ୍ଷିତ
বর্ণমালা অর্ডার,ବର୍ଣ୍ଣମାଳା କ୍ରମ
বিক্ষোভ,ବ atutem ିସଣ
বিকল্প,ବିକଳ୍ପ
বিকল্প,ବିକଳ୍ପ
সংমিশ্রণ,ଅମାଲଗାମୀ
সংশোধিত খসড়া,ସଂଶୋଧିତ ଡ୍ରାଫ୍ଟ |
সংশোধন,ସଂଶୋଧନ
সুযোগ,ସୁବିଧା
মায়াময়,ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ
গোলাবারুদ,ଗୁଳିଗୋଳା
Debt ণের or ণদান,Debt ଣର ଅମର୍ଟାଇଜେସନ୍ |
পরিমাণ,ପରିମାଣ
পেনশন পরিমাণ,ପେନ୍ସନ୍ ର ପରିମାଣ
সাদৃশ্য পোস্ট,ଅନୁରୂପ ପୋଷ୍ଟ |
বিশ্লেষণ,ବିଶ୍ଳେଷଣ |
বিশ্লেষণাত্মক অধ্যয়ন,ଆନାଲିଟିକାଲ୍ ଅଧ୍ୟୟନ |
পূর্বপুরুষ,ପୂର୍ବଜ
আনুষঙ্গিক শিল্প,ଆନୁଷଙ୍ଗୀ ଶିଳ୍ପ |
শত্রুতা,ଶତ୍ରୁତା |
সংযুক্তি,ଆନୁଷ୍ଠାନ
বার্ষিকী,ବାର୍ଷିକୀ
ঘোষণা,ଘୋଷଣା
বিরক্তি,ବିରକ୍ତିକର
বার্ষিক আর্থিক বিবৃতি,ବାର୍ଷିକ ଆର୍ଥିକ ବିବରଣୀ
বার্ষিক প্রতিবেদন,ବାର୍ଷିକ ବିବରଣୀ
বার্ষিকী,ବାର୍ଷିକ
বেনামে,ବେନାମୀ |
বেনামে অভিযোগ,ଅଜ୍ଞାତ ଅଭିଯୋଗ |
উত্তরযোগ্যতা,ଉତ୍ତର୍ୟତା
উত্তরপত্র,ଉତ୍ତର ସିଟ୍
বিরোধী,ବିରୋଧୀ
পূর্বসূরি,ପିତୃପୁରୁଷ
প্রত্যাশিত ব্যয়,ପ୍ରତୀକ୍ଷିତ ଖର୍ଚ୍ଚ
প্রত্যাশিত আয়,ପ୍ରତୀକ୍ଷିତ ଆୟ
অগ্রজ্ঞান,ପ୍ରତୀକ୍ଷା
প্রত্যাশিত জামিন,ଆଣ୍ଟିସାଇପେଟୋରୀ ଜାମିନ |
দুর্নীতি দমন ব্যবস্থা,ବିରୋଧୀ ମାପ |
অ্যান্টি-ডাম্পিং,ଆଣ୍ଟି-ଡମ୍ପିଂ |
প্রাচীন,ପ୍ରାଚୀନ
বর্ণবাদ,ଅପାର୍ଥିଡ଼ିଆ
উদাসীনতা,ଉଦାସୀନତା |
অ্যাপেক্স বডি,Apex ଶରୀର
ক্ষমা প্রার্থনা,କ୍ଷମା ପ୍ରାର୍ଥନା
আবেদন,ଆବେଦନ
চেহারা,ରୂପ
সন্তুষ্টি,ସନ୍ତୁଷ୍ଟ
আপিল ট্রাইব্যুনাল,ଟ୍ରିବ୍ୟୁନାଲ୍ ଆବେଦନ କରନ୍ତୁ |
পরিশিষ্ট,ପରିଶିଷ୍ଟ
যন্ত্রপাতি,ଉପକରଣ
প্রযোজ্য,ପ୍ରଯୁଜ୍ୟ |
প্রার্থী,ଆବେଦନକାରୀ |
আবেদন,ପ୍ରୟୋଗ
আবেদনপত্র,ଆବେଦନ ପତ୍ର
প্রয়োগ,ପ୍ରୟୋଗ କରାଯାଏ |
প্রয়োগ করুন,ପ୍ରୟୋଗ କରନ୍ତୁ |
নিয়োগ,ଆପୋପିନିଟି
কর্তৃপক্ষ নিয়োগ,ନିଯୁକ୍ତ କର୍ତ୍ତୃପକ୍ଷ |
অ্যাপয়েন্টমেন্ট,ନିଯୁକ୍ତି |
নিয়োগপত্র,ନିଯୁକ୍ତି ପତ୍ର
মন্ত্রিপরিষদের অ্যাপয়েন্টমেন্ট কমিটি,କ୍ୟାବିନେଟର ନିଯୁକ୍ତି କମିଟି |
মজুরির অংশ,ମଜୁରୀର ଅନୁକରଣ |
মূল্যায়ন,ମୂଲ୍ୟାଙ୍କନ
মূল্যায়নকারী,ମୂଲ୍ୟାଙ୍କନକାରୀ
প্রশংসা,ପ୍ରଶଂସା
আশঙ্কা,ଭୟ
শিক্ষানবিশ,ଶିକ୍ଷାର୍ଥୀ
পদ্ধতির,ଉପାୟ
যথাযথ,ଉପଯୁକ୍ତ
যথাযথ ব্যবস্থা,ଉପଯୁକ୍ତ କାର୍ଯ୍ୟ
উপযুক্ত মাথা,ଉପଯୁକ୍ତ ମୁଣ୍ଡ
বরাদ্দ,ଆବଣ୍ଟନ
অনুমোদন,ଅନୁମୋଦନ
আনুমানিক,ଆନୁମାନିକ
বুদ্ধিমত্তার পরীক্ষা,ଦକ୍ଷତା ପରୀକ୍ଷା
ইচ্ছামত,ଇଚ୍ଛାଧୀନ |
সালিশ,ଆର୍ବିଟ୍ରେଟ୍ |
সালিশ,ଆର୍ବିଟ୍ରେସନ୍
আরবিট্রেশন ট্রাইব্যুনাল,ଆର୍ବିଟ୍ରେସନ୍ ଟ୍ରିବ୍ୟୁନାଲ୍ |
সালিস,ଆର୍ବିଟର
আর্কিটেকচার,ସ୍ଥାପତ୍ୟ
সংরক্ষণাগার,ଅଭିଲେଖାଗାର
অঞ্চল,କ୍ଷେତ୍ର
অঞ্চল সদর দফতর,କ୍ଷେତ୍ର ମୁଖ୍ୟାଳୟ |
যুক্তি,ଯୁକ୍ତି
উত্থিত,ଉଠ
সশস্ত্র বাহিনী,ସଶସ୍ତ୍ର ବାହିନୀ |
ব্যবস্থা,ବ୍ୟବସ୍ଥା
বকেয়া,ବରିଟର
বকেয়া বিবৃতি,ବର୍ବର ବିବୃତ୍ତି
আগমনের প্রতিবেদন,ଆଗମନ ରିପୋର୍ଟ
অহংকার,ଅହଂକାର
আর্সেনাল,ଅସ୍ତ୍ରଶସ୍ତ୍ର
নিবন্ধ,ପ୍ରବନ୍ଧ
সমিতির নিবন্ধ,ଆସୋସିଏସନ୍ ର ଆର୍ଟିକିଲ୍ |
নিবন্ধ,ପ୍ରବନ୍ଧଗୁଡ଼ିକ
উর্দ্ধক্রমানুসারে,ଆରୋହଣ କ୍ରମ
নিরূপণ করা,ଜାଣିବା
যেমনটি যেখানে,ଯେପରି ଅଛି
দিক,ସର୍ବୋଚ୍ଚ
Aspersion,ଆସଡିଅନ୍
হত্যাকাণ্ড,ହତ୍ୟା
হামলা,ଆକ୍ରମଣ
একত্রিত করা,ଏକତ୍ର ହୁଅ
সমাবেশ,ସଭା
সম্মতি,ଖେଳନା
জাহির করা,ନିଶ୍ଚିତ କର |
মূল্যায়নকারী,ମୂଲ୍ୟାଙ୍କନ
মূল্যায়ন,ମୂଲ୍ୟାଙ୍କନ
মূল্যায়ন বছর,ମୂଲ୍ୟାଙ୍କନ ବର୍ଷ
মূল্যায়নকারী,ମୂଲ୍ୟାଙ୍କନକାରୀ
সম্পদ,ସମ୍ପତ୍ତି
Assignee,ଆସିଜେ
অ্যাসাইনমেন্ট,ଆସାଇନମେଣ୍ଟ
নিয়োগকারী,ଆସାଇନର୍
সহায়তা,ସହାୟତା
সহযোগী,ସହଯୋଗୀ
সংঘ,ସଙ୍ଗଠନ
চার্জ অনুমান,ଚାର୍ଜର ଅନୁମାନ |
আশ্বাস,ନିଶ୍ଚିତତା
আশ্বাস সংস্থা,ନିଶ୍ଚିତ କର
আশ্বাস,ନିଶ୍ଚିତ କର
ছাড় এ,ରିହାତି ରେ
পারমাণবিক শক্তি,ପରମାଣୁ ଶକ୍ତି
সমমূল্যে,ପାରରେ
প্রিমিয়ামে,ପ୍ରିମିୟମରେ |
সংযুক্ত,ସଂଲଗ୍ନ କରନ୍ତୁ
সংযুক্ত অফিস,ସଂଲଗ୍ନ ଅଫିସ୍ |
সংযুক্তি,ସଂଲଗ୍ନ
সংযুক্তি আদেশ,ସଂଲଗ୍ନ କ୍ରମ
অর্জন,ତଥ୍ୟ
চেষ্টা,ଚେଷ୍ଟା
উপস্থিতি,ଉପସ୍ଥାନ
উপস্থিতি নিবন্ধ,ଉପସ୍ଥାନ ପଞ୍ଜିକରଣ |
উপস্থিতি স্লিপ,ଆସେସେନ୍ ସ୍ଲିପ୍ |
মনোযোগ,ଧ୍ୟାନ |
সত্যতা,ପ୍ରମାଣପତ୍ର
সত্যায়িত অনুলিপি,Atotsed କପି |
মনোভাব,ମନୋଭାବ
আকর্ষণীয় বেতন,ଆକର୍ଷଣୀୟ ଦରମା
নিলাম,ନିଲାମ
নিলামকারী,ନିଲାମକାରୀ
নিলাম বিক্রয়,ନିଲାମ ବିକ୍ରୟ
শ্রোতা,ଦର୍ଶକ |
অডিও-ভিজ্যুয়াল ডিসপ্লে,ଅଡିଓ-ଭିଜୁଆଲ୍ ପ୍ରଦର୍ଶନ |
অডিও-ভিজ্যুয়াল প্রচার,ଅଡିଓ-ଭିଜୁଆଲ୍ ପ୍ରଚାର |
নিরীক্ষা,ଅଡିଟ୍ |
নিরীক্ষিত অ্যাকাউন্ট,ଅଡିଟ୍ ଆକାଉଣ୍ଟ୍ |
নিরীক্ষিত ব্যালেন্স শীট,ଅଡିଟ୍ ବାଲାନ୍ସ ସିଟ୍ |
নিরীক্ষণ,ଅଡିଟ୍
নিরীক্ষা আপত্তি,ଅଡିଟ୍ ଆପତ୍ତି |
নিরীক্ষকের প্রতিবেদন,ଅଡିଟରଙ୍କ ରିପୋର୍ଟ |
অডিটোরিয়াম,ଅଡିଟୋରିୟମ୍
অডিট অনুচ্ছেদ,ଅଡିଟ୍ ପାର୍ତାହୀ |
অডিট রিপোর্ট,ଅଡିଟ୍ ରିପୋର୍ଟ
কঠোরতা,A ଣୀତା
কঠোরতা ব্যবস্থা,ନିର୍ଯାତନା ମାପ |
খাঁটি,ପ୍ରାମାଣିକ
অনুমোদিত প্রতিনিধি,ପ୍ରାଧିକୃତ ପ୍ରତିନିଧୀ |
কর্তৃত্বমূলক,ଲେଖକ
কর্তৃপক্ষ,ପ୍ରାଧିକରଣ
কর্তৃপক্ষের চিঠি,ପ୍ରାଧିକରଣ ଚିଠି |
অনুমোদিত,ପ୍ରାଧିକୃତ
স্বীকৃত মূলধন,ପ୍ରାଧିକୃତ ପୁଞ୍ଜି |
স্বয়ংক্রিয়,ସ୍ୱୟଂଚାଳିତ |
স্বায়ত্তশাসিত,ସ୍ autonomous ୟଂଶାସିତ
স্বায়ত্তশাসিত শরীর,ସ୍ autonomous ୟଂଶାସିତ ଶରୀର |
স্বায়ত্তশাসন,ସ୍ onomy ାଧୀନତା
সহায়ক,ସହାୟକକାରୀ
উপলব্ধ,ଉପଲବ୍ଧ |
গড়,ହାରାହାରି
গড় ছুটি,ହାରାହାରି ଛୁଟି
বিপর্যয়,ଘୃଣା
এড়ানো,ପ୍ରତିରୋଧ
এড়াতে,ଏଡ଼ାନ୍ତୁ |
কর এড়ানো,ଟ୍ୟାକ୍ସରୁ ଦୂରେଇ ରୁହନ୍ତୁ |
অপেক্ষা করছি,ଅପେକ୍ଷା କରାଯାଇଛି
পুরষ্কার,ପୁରସ୍କାର
পুরষ্কার কর্তৃপক্ষ,ପୁରସ୍କାର ପ୍ରାପ୍ତ ପ୍ରାଧିକରଣ |
সচেতনতা,ସଚେତନତା
ব্যাকডেটেড,ପୃଷ୍ଠଭୂମି
পটভূমি,ପୃଷ୍ଠଭୂମି
জমা কাজ,ବ୍ୟାକ୍ ଲଗ୍
ফিরে,ପଛକୁ ଯିବା
পিছনে রেফারেন্স,ପଛଟି
ব্যাক আপ,ବ୍ୟାକଅପ୍ କରନ୍ତୁ |
পশ্চাদপদ শ্রেণি,ପଛୁଆ କ୍ଲାସ୍
পশ্চাদপদ উপজাতি,ପଛୁଆ ଜନଜାତି
খারাপ দর কষাকষি,ଖରାପ ବୁ g ାମଣା |
খারাপ আচরণ,ଖରାପ ଆଚରଣ |
খারাপ চরিত্র,ଖରାପ ଚରିତ୍ର
খারাপ জলবায়ু ভাতা,ଖରାପ ଜଳବାୟୁ ଭତ୍ତା |
খারাপ আচরণ,ଖରାପ ଆଚରଣ
খারাপ ঋণ,ଖରାପ debt ଣ
লাগেজ,ବ୍ୟାଗେଜ୍
জামিন,ଜାମିନ
ভারসাম্য,ସନ୍ତୁଳନ
ভারসাম্য নামা,ସନ୍ତୁଳନ ତଳକୁ ଅଣାଯାଇଥିଲା |
ভারসাম্য এগিয়ে আনা,ସନ୍ତୁଳନ ଆଗକୁ ବ .ିଗଲା |
সুষম বাজেট,ସନ୍ତୁଳିତ ବଜେଟ୍
ব্যালেন্স শীট,ତୂଳନା ପତ୍ର
ব্যালট,ମତଦାନ
ব্যালট বাক্স,ବାଲାଟ ବାକ୍ସ
ভোট পত্র,ବାଲାଟ କାଗଜ |
নিষেধাজ্ঞা,ନିଷେଧ |
ব্যাংক,ବ୍ୟାଙ୍କ
ব্যাংক হিসাব,ବ୍ୟାଙ୍କ ଖାତା
ব্যাংক ভারসাম্য,ବ୍ୟାଙ୍କ ବାଲାନ୍ସ
ব্যাংক চার্জ,ବ୍ୟାଙ୍କ ଚାର୍ଜ |
ব্যাংক গ্যারান্টি,ବ୍ୟାଙ୍କ ଗ୍ୟାରେଣ୍ଟି |
ব্যাংক ছুটির দিন,ବ୍ୟାଙ୍କ ଛୁଟି
ব্যাংকিং সুবিধা,ବ୍ୟାଙ୍କିଙ୍ଗ୍ ସୁବିଧା |
ব্যাংকিং সময়,ବ୍ୟାଙ୍କିଙ୍ଗ୍ ଘଣ୍ଟା |
ব্যাংকিং লেনদেন,ବ୍ୟାଙ୍କିଙ୍ଗ୍ କାରବାର |
ব্যাংক হার,ବ୍ୟାଙ୍କ ହାର
ব্যাংক পুনর্মিলন,ବ୍ୟାଙ୍କ ସମନ୍ୱୟ |
দেউলিয়া,ଦେବାଳିଆ
ব্যাংক সুরক্ষা,ବ୍ୟାଙ୍କ ସୁରକ୍ଷା
ব্যাংক দলিল,ବ୍ୟାଙ୍କ ଷ୍ଟେଟମେଣ୍ଟ
বনভোজন,ଭୋଜି |
বার কাউন্সিল,ବାର୍ ପରିଷଦ |
দর কষাকষি,ବୁ g ାମଣା
দর কষাকষি,ବୁ g ାମଣା
অনুর্বর জমি,ବନ୍ଧ୍ୟା ଭୂମି
বার্টার,ବାର୍ଟର
বেস,ଆଧାର
ভিত্তিহীন,ମୂଳହୀନ |
বেসমেন্ট,ତଳ ମହଲା
ভিত্তিবছর,ମୂଳ ବର୍ଷ
বেসিক,ମ basic ଳିକ
মূলত,ମୁଳତଃ
বেসিক বুদ্ধি,ମ Basic ଳିକ ବୁଦ୍ଧି
মূল বেতন,ମ Basic ଳିକ ଦେୟ
বেতনের প্রাথমিক স্কেল,ଦରମା ମ Basic ଳିକ ସ୍କେଲ୍ |
মৌলিক প্রশিক্ষণ,ମ Basic ଳିକ ତାଲିମ |
ভিত্তি,ଆଧାର
ব্যাচ,ବ୍ୟାଚ୍
ব্যাচ নাম্বার,ବ୍ୟାଚ୍ ନମ୍ବର |
বহনকারী চেক,ଧାରକ ଯାଞ୍ଚ କରନ୍ତୁ |
উদ্ধৃত করার আগে,ଦର୍ଶାଯାଇଛି
আচরণ,ବ୍ୟବହାର
