Gujarati,Malayalam
અડીને (= સુસંગત),തൊട്ടടുത്ത് (= തുടർച്ചയായ)
મોકૂફી,വചലിക്കുക
મોકૂફીની દરખાસ્ત,നീരസം ചലനം
ન્યાયનિર્ણય કરવો,Cakudgge
ન્યાયનિર્ણય કરવો,ശിക്ഷിക്കപ്യം
ન્યાયનિર્ણય,വിധിന്യായ
ન્યાયનિધીકરણ કરનાર,Adjudication
સમાયોજન,കമപ്പെടുത്തല്
સંચાલન કરવું,രാജംഭരിക്കുക
સોગંદ કરવો,സത്യപ്രതിഷേധിക്കുന്നു
વહીવટ,ഭരണകൂടം
ન્યાય પ્રણાલી,നീതിയുടെ ഭരണം
વહીવટી,ഭരണപരമായത്
વહીવટી પગલાં,അഡ്മിനിസ്ട്രേറ്റീവ് പ്രവർത്തനം
વહીવટી મૂલ્યાંકન,അഡ്മിനിസ്ട്രേറ്റീവ് മൂല്യനിർണ്ണയം
વહીવટી મંજૂરી,അഡ്മിനിസ്ട്രേറ്റീവ് അംഗീകാരം
વહીવટી સત્તા,അഡ്മിനിസ്ട്രേറ്റീവ് അതോറിറ്റി
વહીવટી નિયંત્રણ,അഡ്മിനിസ്ട്രേറ്റീവ് നിയന്ത്രണം
વહીવટી નિર્ણય,അഡ്മിനിസ്ട്രേറ്റീവ് തീരുമാനം
વહીવટી વિભાગ,അഡ്മിനിസ്ട്രേറ്റീവ് വകുപ്പ്
વહીવટી વડા,അഡ്മിനിസ്ട്രേറ്റീവ് ഹെഡ്
વહીવટી મથક,അഡ്മിനിസ്ട്രേറ്റീവ് ആസ്ഥാനം
વહીવટી પગલાં,ഭരണപരമായ നടപടികൾ
વહીવટી સત્તા,ഭരണപരമായ ശക്തി
વહીવટી મંજૂરી,ഭരണപരമായ അനുമതി
વહીવટી તકનીક,അഡ്മിനിസ്ട്രേറ്റീവ് രീതി
વહીવટી પંચ,അഡ്മിനിസ്ട്രേറ്റീവ് ട്രൈബ്യൂണൽ
સ્વીકાર્યતા,അനഭാക്ഷ്യം
સ્વીકાર્ય ખર્ચ,അനുവദനീയമായ ചെലവ്
કબૂલવું,സമ്മതിക്കുക
પ્રવેશ કાર્ડ,അഡ്മിറ്റ് കാർഡ്
સ્વીકૃત,പ്രവേശിപ്പിച്ചു
સલાહ આપવી,ഉപദേഷ്ടാപ്പ്
દત્તક,ദന്തം
અપનાવનાર,ച്ചക്കല്
દત્તક,ദത്ത്
પુખ્ત,പായപൂര്ത്തിയായി
ભેગ,മായം
વ્યભિચાર,വഭിചാരം
પુખ્ત મતાધિકાર,മുതിർന്നവർക്കുള്ള ഫ്രാഞ്ചൈസി
બહાનું,പരസ്യ മൂല്യനിർണ്ണയം
આગળ વધવું,മുന്നേറുക
અગ્રિમ બુકિંગ,അഡ്വാൻസ് ബുക്കിംഗ്
અગ્રિમ પ્રત,അഡ്വാൻസ് കോപ്പി
અગ્રિમ ઈજા,അഡ്വാൻസ് ഇൻക്രിമെന്റ്
અગાઉથી ચુકવણી,അഡ്വാൻസ് പേയ്മെന്റ്
પ્રતિકૂળ નોંધ,പ്രതികൂല പ്രവേശനം
પ્રતિકૂળ નોંધ,പ്രതികൂല പരാമർശങ്ങൾ
પ્રતિકૂળ અહેવાલ,പ്രതികൂല റിപ്പോർട്ട്
જાહેરખબર,വിജ്ഞാപനം
સલાહ,ഉപദേശം
ચુકવણી,പേയ്മെന്റിന്റെ ഉപദേശം
સલાહકાર સમિતિ,ഉപദേശക സമിതി
સલાહકાર પરિષદ,ഉപദേശക സമിതി
હિમાયતી,വാദിക്കുക
બાબતો,കാര്യങ്ങൾ
સોગંદનામું,സതവാങ്മൂലം
જોડાણ,ബന്ധം
સમર્થન,സ്ഥിരീകരണം
ખાતરીપૂર્વક,ഉറപ്പിക്കുന്ന
પરવડી,ഉളവാക്കുക
ઉપરોક્ત,മേൽപ്പറഞ്ഞ
ફરી,ശെറെഷ്
વિરુદ્ધ,എതിരായി
ઉંમર,വയസ്സ്
વય પ્રમાણપત્ર,പ്രായപരിധി
મતાધિકાર માટે વય,വോട്ടവകാശത്തിനുള്ള പ്രായം
વય -મર્યાદા,പ്രായപരിധി
સંસ્થા,നിര്വ്വഹണം
કાર્યસૂચિ,കാരപരിപാടി
નિવૃત્તિની ઉંમર,വിരമിക്കലിന്റെ പ്രായം
નિવૃત્તિની ઉંમર,അപാദന പ്രായം
એકંદર,അഗ്രഗേഷൻ
નારાજ,ദു ved ഖിച്ചു
આંદોલન,പ്രക്ഷോഭക്തി
અકસ્માત,AGM
સહમત,കരാര്
સહમત ફોર્મ,കരാർ ഫോം
કૃષિ,കൃഷിപ്പണി
કૃષિ ઉદ્યોગ,കാർഷിക വ്യവസായം
સહાય,സഹായം
ભય,ആപല്സൂചന
જાગરૂકતા,ജാല്തചിഹ്നം
ઉર્ફે,അപരാഭിധാനം
આરોપ,കുറ്റാരോപണം
વાન,മേല്ക്കോയ്മയോട് ഭക്തി
સુમેળ,സഖം
સંલગ્ન સેવાઓ,അനുബന്ധ സേവനങ്ങൾ
તમામ સમાવિષ્ટ ખર્ચ,എല്ലാം ഉൾക്കൊള്ളുന്ന ചെലവ്
અખરાબ સેવા,അഖിലേന്ത്യാ സേവനങ്ങൾ
ફાળવણી,പങ്കുവയ്ക്കല്
ફાળવણી,അനുവദിച്ചതുക
ફાળવણીનો પત્ર,അലോട്ട്മെന്റ് കത്ത്
ફાળવણી કરનાર,അല്ലോട്ടി
માન્ય,അനുവദനീയം
માન્ય -ખર્ચ,അനുവദനീയമായ ചെലവുകൾ
અપીલ કરવાની મંજૂરી આપવી,ഒരു അപ്പീൽ അനുവദിക്കുക
છૂટ,അനുമതി നല്കുക
બધા હકો અમારી પાસે રાખેલા છે,എല്ലാ അവകാശങ്ങളും നിക്ഷിപ്തം
વર્ણાનુક્રમ,അക്ഷരമാല ഓർഡർ
બોલો,വാസസ്ഥലമായ
વૈભવી,ഏകാന്തരക്രമത്തിൽ
વૈકલ્પિક,ബദൽ
સંવાદ,സംയോജനം
સુધારેલો મુસદ્દો,ഭേദഗതി ചെയ്ത ഡ്രാഫ്റ്റ്
સુધારો,ഭേദഗതി
સુંદરતા,സഖ്യം
સુખદ,മിതഭാവമുള്ള
દારૂગોળો,വെടിക്കോപ്പ്
દેવું,കടത്തിന്റെ പവിത്രത
રકમ,സംഖ
પેન્શનની રકમ,പെൻഷന്റെ തുക
એકસમાન સ્થાન,അനലോഗസ് പോസ്റ്റ്
વિશ્લેષણ,വിശകലനം
વિશ્લેષણાત્મક,അനലിറ്റിക്കൽ പഠനം
વડપણ,പൂര്വ്വികന്
આનુષંગિક ઉદ્યોગ,അനുബന്ധ വ്യവസായം
શિષ્ટાચાર,ബദ്ധവൈരം
જોડાણ,അനുബന്ധം
વર્ષગાંઠ,വാര്ഷികദിനം
જાહેરાત,അറിയിപ്പ്
ત્રાસ,ഉപദവം
વાર્ષિક નિવેદન,വാർഷിക സാമ്പത്തിക പ്രസ്താവന
વાર્ષિક હિસાબ,വാർഷിക റിപ്പോർട്ട്
વાર્ષિકી,ആന്വിറ്റി
અનામી,പേരറിയാത്ത
નામંજૂર ફરિયાદ,അജ്ഞാത പരാതി
જવાબદારપણું,ഉത്തരവിദ്ധി
ઉત્તરવહી,ഉത്തരക്കടലാസ്
વિરોધી,ശതാപകന്
પૂર્વવર્તીઓ,മുൻഗാമികൾ
અપેક્ષિત ખર્ચ,പ്രതീക്ഷിച്ച ചെലവ്
અપેક્ષિત આવક,പ്രതീക്ഷിച്ച വരുമാനം
અપેક્ષા,മുന്തോന്നല്
અપેક્ષિત જામીન,മുൻകൂട്ടി ജാമ്യം
ભ્રષ્ટાચાર માપદંડ,അഴിമതി വിരുദ്ധ നടപടി
પ્રતિષ્ઠાવાન,വിരുദ്ധ ഡമ്പിംഗ്
પ્રાચીન,പഴക്കം ചെന്ന
રંગભુળ,വർത്തിഡ്
દુ: ખ,അപരാഭിചികം
ટોચ,അപെക്സ് ബോഡി
માફી,ക്ഷമാപണം
અપીલ,പുനര്വിചാരണയ്ക്ക് അപേക്ഷിക്കുക
દેખાવ,കാഴ്ച
સંતાપવું,വിശേഷണം
અપીલ પંચ,അപ്പീലേറ്റ് ട്രൈബ്യൂണൽ
પરિશિષ્ટ,അനുബന്ധം
ઉપકરણ,ഉപകരണം
લાગુ પડે એવું,പയോഗക്ഷമമായ
અરજદાર,അപേക്ഷക
નિયમ,അപേക്ഷ
અરજી પત્ર,അപേക്ഷാ ഫോറം
લાગુ કરવું,പ്രയോഗിച്ചു
અરજી કરવી,അപേക്ഷിക്കുക
નિમણૂક કરનાર,നിയമിത
નિયુક્ત સત્તા,അധികാരം നിയമിക്കുന്നു
નિમણૂક,നിയമനം
નિમણૂક -પત્ર,നിയമന പത്രിക
નિમણૂક સમિતિ,മന്ത്രിസഭയുടെ നിയമന സമിതി
વેતનનું વિભાજન,വേതനത്തെ വിഭവങ്ങൾ
મૂલ્યાંકન,വിലനിശ്ചയിക്കല്
મુલવણી કરનાર,വിലഹരവാദി
કદર,അഭിനന്ദനം
આશંકા,അവബോധം
ઉમેદવાર,തൊഴില്പരിശീലക
અભિગમ,സമീപിക്കുക
યોગ્ય,അനുഗുണമായ
યોગ્ય કાર્યવાહી,ഉചിതമായ പ്രവർത്തനം
યોગ્ય,ഉചിതമായ തല
વિનિયોગ,വിനിയോഗം
મંજૂરી,അംഗീകരിക്കല്
આશરે,ഏകദേശമായ
અભિરુચિ કસોટી,ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ്
મનસ્વી,സേച്ഛാചാരിയായ
મધ્યસ્થી,മാദ്ധസ്ഥം വഹിക്കുക
લવાદી,മാദ്ധസ്ഥം
લવાદી પંચ,മാദ്ധ്യസ്ഥതാ ട്രിബ്യൂണൽ
લવાદી,മദ്ധസ്ഥന്
સ્થાપત્ય,വാസ്തുവിദ
દફ્તર,ഗന്ഥരക്ഷാലയം
વિસ્તાર,പദേശം
વિસ્તારનું મુખ્ય મથક,ഏരിയസ്ഥാനം
દલીલ,വാദം
ઊગવું,എഴുന്നേല്ക്കുക
સશસ્ત્ર દળો,സായുധ സേന
વ્યવસ્થા,കമീകരണം
બાકી,ഊരി
બાકી રાખનાર પત્રક,അരീയർ പ്രസ്താവന
આગોતડી અહેવાલ,വരവ് റിപ്പോർട്ട്
ઘમંડ,ധിക്കാരം
શસ્ત્રસાર,ആയുധശാല
વસ્તુ,പദാര്ത്ഥം
મંડળ,അസോസിയേഷന്റെ ലേഖനങ്ങൾ
લેખ,ലേഖനങ്ങൾ
ચડતો હુકમ,ആരോഹണ ക്രമം
ખાતરી કરવી,നിർണ്ണയിക്കുന്ന
જ્યાં છે ત્યાં છે,എവിടെയാണ്
દૃષ્ટિ,വശം
આછા,കയറിയ
હત્યા,രാഷ്ടീയക്കൊല
હુમલો,കയ്യേറ്റം നടത്തുക
ભેગા,സംയോജിപ്പിക്കുക
વિધાનસભા,നിയമനിര്മ്മാണസഭ
અનુમાન,അനുമതി
ભારપૂર્વક કહેવું,ഉറപ്പുപറയുക
આકારણી કરનાર,വിലയിരുത്തുന്ന
આકારણી,നികുതിചുമത്തല്
આકારણી વર્ષ,വിലയിരുത്തൽ വർഷം
આકારણીકાર,അസര്യാകം
અસ્ક્યામત,ആസ്തി
મુખત્ર,നിയമനിക
સોંપણી,ചുമതല
મુલકવનાર,യാസ
સહાય,സഹായം
સાથી,തോഴന്
મંડળ,ചങ്ങാത്തം
હવાલો,ചാർജ് അനുമാനം
ખાતરી,ഉറപ്പുനല്കല്
ખાતરી કંપની,അഷ്വറൻസ് കമ്പനി
ખાતરી આપવી,ഉറപ്പുതരുന്നു
અપટ,കിഴിവിൽ
અણુની શક્તિ,ആറ്റോമിക് പവർ
સમકક્ષ,തുല്യത്തിൽ
ઈમારત,പ്രീമിയത്തിൽ
સંલગ્ન કરવું,ഘടിപ്പിക്കുക
જોડાયેલ કચેરી,അറ്റാച്ചുചെയ്ത ഓഫീസ്
જોડાણ,ബന്ധം
જોડાણનો હુકમ,അറ്റാച്ചുമെന്റ് ഓർഡർ
પ્રાપ્તિ,നേട്ടം
પ્રયત્ન,പരിശമം
ઉપસ્થિત,ഹാജർ
ઉપસ્થિત રજિસ્ટર,ഹാജർ രജിസ്റ്റർ
ઉપસ્થિત કાપલી,പങ്കെടുക്കുന്ന സ്ലിപ്പ്
ધ્યાન,ശ്രദ്ധ
પ્રમાણન,സാക്ഷ്യപ്പെടുത്തൽ
પ્રમાણિત પ્રત,സാക്ഷ്യപ്പെടുത്തിയ പകർപ്പ്
વલણ,ഭാവം
આકર્ષક પગાર,ആകർഷകമായ ശമ്പളം
હરાજી,ലേലം
હરાજી કરવી,ലേറ്റീയർ
હરાજીનું વેચાણ,ലേല വിൽപ്പന
શ્રોતા,സദസര്
દૃષ્ટિકોણ,ഓഡിയോ-വിഷ്വൽ ഡിസ്പ്ലേ
વિઝ્યુઅલી પ્રચાર,ഓഡിയോ-വിഷ്വൽ പബ്ലിസിറ്റി
હિસાબ -તપાસણી,കണക്കുപരിശോധിക്കുക
ઓડિટ કરેલ હિસાબ,ഓഡിറ്റുചെയ്ത അക്കൗണ്ടുകൾ
Ited ડિટ કરેલી સર્ટિલશીટ,ഓഡിറ്റുചെയ്ത ബാലൻസ് ഷീറ്റ്
Itingણ,ഓഡിറ്റിംഗ്
હિસાબ -તપાસણીનો વાંધો,ഓഡിറ്റ് എതിർപ്പ്
Itor ડિટર અહેવાલ,ഓഡിറ്ററുടെ റിപ്പോർട്ട്
સભાગૃહ,ആഡിറ്റോറിയം
ઓડિટ ફકરા,ഓഡിറ്റ് ഖണ്ഡിക
હિસાબ -તપાસણી અહેવાલ,കണക്കിറ്റ് റിപ്പോർട്ട്
કઠોરતા,ഉത്സവമായ
કઠોર પગલાં,ചെലവുചുരുക്കൽ നടപടികൾ
અધિકૃત,ആധികാരികം
અધિકૃત પ્રતિનિધિ,അംഗീകൃത പ്രതിനിധി
પ્રમાણભૂત,അംഗീകാരപരമായ
અધિકાર,അധികാരം
સત્તાધિકારનો પત્ર,അതോറിറ്റി കത്ത്
અધિકૃત,അധികാരപ്പെടുത്തി
અધિકૃત મૂડી,അംഗീകൃത മൂലധനം
સ્વચાલિત,ഓട്ടോമാറ്റിക്
સ્વાયત્ત,സയംശാസിതമായ
સ્વાયત્ત સંસ્થા,സ്വയംഭരണ സംഘടന
સ્વાયત્તતા,സയംഭരണാവകാശം
સહાયક,ഉക്സിലറി
ઉપલબ્ધ,സുലഭം
સરેરાશ,ശരാശരി
સરેરાશ રજા,ശരാശരി അവധി
અણગમો,അപീതി
અટકાવવું,അകറ്റുക
ટાળવું,ഒഴിവാക്കുക
કર બંધ,നികുതി ഒഴിവാക്കുക
રાહ જોવાયેલું,കാത്തിരിക്കുന്നു
પુરસ્કાર,കൊടുക്കുക
પુરસ્કાર સત્તાધિકારી,അതോറിറ്റി അവാർഡ്
જાગરૂકતા,ബോധപ്പെടുത്തല്
પીછેહઠ,കസ്റ്റേറ്റഡ്
પૃષ્ઠભૂમિ,പശ്ചാത്തലം
પાછલી લોગ,ബാക്ക് ലോഗ്
પાછા બહાર,പുറപ്പെട്ടു
પાછલી વાત,തിരികെ റഫറൻസ്
પીછેહઠ કરવી,ബാക്കപ്പ് ചെയ്യുക
પછાત વર્ગ,പിന്നോക്ക ക്ലാസുകൾ
પછાત આદિજાતિ,പിന്നോക്ക ഗോത്രം
ખરાબ સોદો,മോശം വിലപേശൽ
ખરાબ વર્તન,ചീത്ത സ്വഭാവം
ખરાબ પાત્ર,മോശം പ്രതീകം
ખરાબ આબોહવા ભથ્થું,മോശം കാലാവസ്ഥാ അലവൻസ്
ખરાબ વર્તન,മോശം പെരുമാറ്റം
ખરાબ દેવું,കിട്ടാ കടം
સામાન,ബാഗ്
જામીન,ജാമം
સમતોલ,ബാക്കി
સરખામણી નીચે લાવવામાં,ബാലൻസ് കൊണ്ടുവന്നു
સંતુલન આગળ લાવવામાં,ബാലൻസ് മുന്നോട്ട് കൊണ്ടുവന്നു
સમતોલ અંદાજપત્ર,സമതുലിതമായ ബജറ്റ്
સરવૈયા,ബാലൻസ് ഷീറ്റ്
મતદાન,വോട്ടിന്റെ നറുക്ക്
મતપેટી,ബാലറ്റ് ബോക്സ്
મતદાનનો કાગળ,ബാലറ്റ് പേപ്പർ
પ્રતિબંધ,നിരോധനം
બેંક,ബാങ്ക്
બેંક એકાઉન્ટ,ബാങ്ക് അക്കൗണ്ട്
બેંક સિલક,ബാങ്ക് ബാലൻസ്
બેંક ખર્ચ,ബാങ്ക് ചാർജുകൾ
બેંક ની ખાતરી,ബാങ്ക് ഗ്യാരന്റി
બેંક રજા,ബാങ്ക് അവധി
બેંકિંગ સુવિધા,ബാങ്കിംഗ് സൗകര്യം
બેંકિંગ કલાકો,ബാങ്കിംഗ് സമയം
બેંકિંગ લેવડદેવડ,ബാങ്കിംഗ് ഇടപാട്
બેંક દર,ബാങ്ക് നിരക്ക്
બેંક સમાધાન,ബാങ്ക് അനുരഞ്ജനം
નાદાર,നിര്ദ്ധനന്
બેંક સુરક્ષા,ബാങ്ക് സുരക്ഷ
બેંક સ્ટેટમેન્ટ,ബാങ്ക് സ്റ്റേറ്റ്മെന്റ്
ભોજન સમારંભ,വിരോതം
પટ્ટી પરિષદ,ബാർ കൗൺസിൽ
સોદો,വില്പ്പനക്കരാര്
સોદાબાજી,വില പേശൽ
ઉજ્જડ જમીન,തരിശുഭൂമി
સાપ્તાહિક,ചരക്കുകൈമാറ്റക്കച്ചവടം
પાયો,അടിത്തറ
તબાને,അടിസ്ഥാനപരമായ
આધાર,കെട്ടിടത്തിന്റെ അടിത്തറ
મુખ્ય વર્ષ,അടിസ്ഥാന വർഷം
પાયાની,അടിസ്ഥാനപരമായ
મૂળભૂત રીતે,അടിസ്ഥാനപരമായി
મૂળ બાતમી,അടിസ്ഥാന ഇന്റലിജൻസ്
મૂળ પગાર,അടിസ്ഥാന ശമ്പളം
મૂળ પગાર ધોરણ,ശമ്പളത്തിന്റെ അടിസ്ഥാന തോത്
મૂળભૂત તાલીમ,അടിസ്ഥാന പരിശീലനം
આધાર,അടിസ്ഥാനം
ચોપડી,ഓടിക്കല്ല്
બેચ નંબર,ബാച്ച് നമ്പര്
વાહક ચેક,ചുമക്കുന്ന ചെക്ക്
ટાંકવામાં આવે તે પહેલાં,ഉദ്ധരിച്ചതിന് മുമ്പ്
વર્તન,പെരുമാറ്റം
વિશ્વાસ,വിശാസം
નીચે,പാരത്തില് താഴെ
હોદ્દો,ബഞ്ച്
બેહદ નિશાની,ബെഞ്ച്മാർക്ക്
લાભદાયી,പ്രയോജനകരമായ
લાભ મેળવનાર,പയോജകന്
લાભ,ആനുകൂലം
શંકાનો લાભ,സംശയത്തിന്റെ പ്രയോജനം
પરોપકારી,നന്മ
હિતકારી નિધિ,ബെൻ വോളന്റ് ഫണ്ട്
વારસામાં આપવું,Arequeliathe
વસિયતનામા,അയവിസ്താരം
પડદાથી છીનવી લેવું,ദുര്ത്തന്ത
શ્રેષ્ઠ પ્રયત્નો,മികച്ച ശ്രമങ്ങൾ
સુધારણા,കാഴ്ചപ്പാട്
પક્ષપાત,പക്ഷപാതം
પક્ષપાતી અભિપ્રાય,പക്ഷപാതപരമായ അഭിപ്രായം
ગ્રંથસૂચિ,ബിബ്ലിയോഗ്രാഫി
દ્વિવાર્ષિક,ബിനാത്തില്
દ્વિભાજિત કરવું,വിഭജനം
દ્વિપૂજ,ദിഭാരതം
દ્વિપક્ષીય,ഉഭയകക്ഷി
દ્વિભાષી,രണ്ടുഭാഷകളിലുള്ള
દ્વિકય,ബൈകാമെറൽ
બિલ,ബില്
વિનિમય,വ്യവഹാര പത്രം
દ્વિમાસિક અહેવાલ,ബിമോണി റിപ്പോർട്ട്
બાંધણી,ബന്ധിക്കുക
જૈવનું,ബയോഡറ്റ
દ્વિપક્ષી,ബിപർട്ടിനെറ്റ്
દ્વિપક્ષીય કરાર,Biparteait കരാർ
જન્મજાસતિ,ജന്മവാർഷികം
જન્મ પ્રમાણપત્ર,ജനന സർട്ടിഫിക്കറ്റ്
જન્મ -નિયંત્રણ,ജനന നിയന്ത്രണം
જન્મતારીખ,ജനിച്ച ദിവസം
જન્મસ્થળ,ജന്മസ്ഥലം
જન્મ દર,ജനന നിരക്ക്
દ્વિપક્ષીય,ബിക്കുളികം
કાળા અર્થતંત્ર,കറുത്ത സമ്പദ്വ്യവസ്ഥ
કાળી યાદી,കറുത്ത പട്ടിക
શરત,കൊള്ളയടിക്കുക
કાળા બજાર,കരിഞ്ചന്ത
દોષારોપણ,കുറ്റപ്പെടുത്തുക
ખાલી તપાસ,ശൂന്യമായ പരിശോധന
ઘોષણા,പുതപ്പ് ഇടപാട്
અણીદાર હુકમ,പുതപ്പ് ഓർഡർ
વિનોદ,സ്ഫോടനം
સંમિશ્રણ,മിശ്രിതമാക്കുക
અવરોધ,ഉപരോധിക്കുക
નાકાબંધી,ഉപരോധിക്കല്
અવરોધિત મૂડી,തടഞ്ഞ മൂലധനം
અવરોધ,വലിയ അക്ഷരം
રક્તદાન,രക്ത ദാനം
રક્ત સંબંધ,രക്തബന്ധങ്ങൾ
વાદળી રંગની નોકરી,ബ്ലൂ കോളർ ജോലി
બ્લ્યુપ્રિન્ટ,ബ്ലൂപ്രിന്റ്
ખસી,മല്പ്പാതം
પાટીયું,പലക
નિવારણ,"ബോർഡിംഗ്, താമസം"
નિયામક મંડળ,ഡയറക്ടർ ബോർഡ്
મહેસૂલ બોર્ડ,റവന്യൂ ബോർഡ്
મંડળ,ശരീരം
અંગરક્ષક,അംഗരക്ഷകന്
બોગસ વાઉચર,ബോട്ടർ വൗച്ചർ
ખચ્ચર,ബോണഫൈഡുകൾ
ખત,ബോണ്ട്
મજૂર,ബോണ്ടഡ് തൊഴിലാളി
બોનસ,ലാഭവിഹിതം
નોંધણી ની ઓફીસ,ബുക്കിംഗ് ഓഫീസ്
ચોપડી,പുസ്തക കീപ്പർ
ચોપડે,ബുക്ക്-സൂക്ഷിക്കുക
પુસ્તક,ലഘുഗന്ഥം
સંદર્ભ,റഫറൻസ് പുസ്തകം
પુસ્તકની કિંમત,പുസ്തക മൂല്യം
પહાડી,ബൂത്ത്
બૂથ,ബൂത്ത് പിടിച്ചെടുക്കുക
સરહદ ભથ્થું,അതിർത്തി അലവൻസ്
સરહદ -રેખા,അതിർത്തി രേഖ
Bણ લેનાર,കടം വാങ്ങുന്നയാൾ
ઉધાર લેવાની શક્તિ,കടം വാങ്ങുന്ന ശക്തി
બસ,യജമാനന്
