Assamese,Punjabi
এডাপ্টাৰ,ਅਡਾਪਟਰ
যোগ কৰা,ਸ਼ਾਮਲ ਕਰੋ
ফাইল যোগ কৰক,ਫਾਇਲ ਸ਼ਾਮਿਲ ਕਰੋ
অপাৰেচন যোগ কৰক,ਕਾਰਵਾਈ ਸ਼ਾਮਲ ਕਰੋ
adder,ਜੋੜਨ ਵਾਲਾ
ঠিকনা,ਪਤਾ
ঠিকনা বাছ,ਪਤਾ ਬੱਸ
ঠিকনা নথিপত্ৰ,ਐਡਰੈੱਸ ਫਾਈਲ
ঠিকনা বিন্যাস,ਪਤਾ ਫਾਰਮੈਟ
ঠিকনা উৎপাদক,ਪਤਾ ਜਨਰੇਟਰ
ঠিকনা ৰেখা,ਐਡਰੈੱਸ ਲਾਈਨ
ঠিকনা মেপিং,ਪਤਾ ਮੈਪਿੰਗ
ঠিকনা পইণ্টাৰ,ਪਤਾ ਸੰਕੇਤਕ
ঠিকনা পঞ্জীয়ন,ਪਤਾ ਰਜਿਸਟਰ
ঠিকনা সমাধান,ਪਤਾ ਹੱਲ
ঠিকনা অনুবাদ,ਪਤਾ ਅਨੁਵਾਦ
ঠিকনাযুক্ত মেমৰি,ਸੰਬੋਧਿਤ ਮੈਮੋਰੀ
সম্বোধন কৰা,ਸੰਬੋਧਨ
পৰ্যাপ্ততাৰ মাপকাঠী,ਅਨੁਕੂਲਤਾ ਦੇ ਮਾਪਦੰਡ
সংযুক্ত,adjoint
প্ৰশাসন,ਪ੍ਰਸ਼ਾਸਨ
প্ৰশাসক,ਪ੍ਰਬੰਧਕ
এডোব এক্ৰ&#39;বেট,ਅਡੋਬ ਐਕਰੋਬੈਟ
এডোব ফটোশ্বপ,ਅਡੋਬ ਫੋਟੋਸ਼ਾਪ
উন্নত ব্যৱসায়িক প্ৰয়োগ প্ৰগ্ৰেমিং (ABAP),ਐਡਵਾਂਸ ਬਿਜ਼ਨਸ ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ (ABAP)
উন্নত তথ্য,ਉੱਨਤ ਡਾਟਾ
উন্নত তথ্য ব্যৱস্থা,ਤਕਨੀਕੀ ਜਾਣਕਾਰੀ ਸਿਸਟਮ
উন্নত প্ৰযুক্তি (AT),ਉੱਨਤ ਤਕਨਾਲੋਜੀ (ਏ.ਟੀ.)
এজেণ্ট,ਏਜੰਟ
একত্ৰীকৰণ,ਏਕੀਕਰਨ
বায়ুমণ্ডলীয় কম্পিউটাৰ ব্যৱস্থা,ਏਅਰਬੋਰਨ ਕੰਪਿਊਟਰ ਸਿਸਟਮ
aldus পৃষ্ঠা নিৰ্মাতা,aldus ਪੇਜ ਮੇਕਰ
সতৰ্কবাণী বাকচ,ਚੇਤਾਵਨੀ ਬਾਕਸ
এলগোল,ਐਲਗੋਲ
এলগৰিদম,ਐਲਗੋਰਿਦਮ
এলগৰিদম বিশ্লেষণ,ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ
এলগৰিদম দক্ষতা,ਐਲਗੋਰਿਦਮ ਕੁਸ਼ਲਤਾ
alias,ਉਪਨਾਮ
প্ৰান্তিককৰণ,ਅਲਾਈਨਮੈਂਟ
আবণ্টন,ਵੰਡ
বৰ্ণানুক্ৰমিক,ਵਰਣਮਾਲਾ
আলফানিউমেৰিক,ਅੱਖਰ ਅੰਕੀ
আলফানিউমেৰিক কি বৰ্ড,ਅੱਖਰ ਅੰਕੀ ਕੁੰਜੀ ਬੋਰਡ
আলফা-পৰীক্ষা,ਅਲਫ਼ਾ-ਟੈਸਟ
আলফা-সংস্কৰণ,ਅਲਫ਼ਾ-ਵਰਜਨ
alt কি&#39;,alt ਕੁੰਜੀ
আলতাভিস্তা,altavista
অস্পষ্টতা,ਅਸਪਸ਼ਟਤਾ
অস্পষ্ট ব্যাকৰণ,ਅਸਪਸ਼ਟ ਵਿਆਕਰਣ
আমেৰিকান নেচনেল ষ্টেণ্ডাৰ্ডছ ইনষ্টিটিউট (ANSI),ਅਮਰੀਕਨ ਨੈਸ਼ਨਲ ਸਟੈਂਡਰਡ ਇੰਸਟੀਚਿਊਟ (ANSI)
তথ্য বিনিময়ৰ বাবে আমেৰিকান মানক ক&#39;ড (ASCII),ਜਾਣਕਾਰੀ ਇੰਟਰਚੇਂਜ ਲਈ ਅਮਰੀਕੀ ਸਟੈਂਡਰਡ ਕੋਡ (ASCII)
এনালগ,ਐਨਾਲਾਗ
এনালগ কম্পিউটাৰ,ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ
এনালগ ডিভাইচ,ਐਨਾਲਾਗ ਜੰਤਰ
এনালগ মডেম,ਐਨਾਲਾਗ ਮਾਡਮ
এনালগ টু ডিজিটেল কনভাৰ্টাৰ (ADC),ਐਨਾਲਾਗ ਟੂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ (ADC)
আৰু,ਅਤੇ
AND বৰ্তনী,ਅਤੇ ਸਰਕਟ
AND গেট,ਅਤੇ ਗੇਟ
AND অপাৰেচন নহয় (বৰ্জন),ਅਤੇ ਕਾਰਵਾਈ ਨਹੀਂ (ਬੇਹੱਦ)
এনিমেচন,ਐਨੀਮੇਸ਼ਨ
টীকাকৰণ,ਐਨੋਟੇਸ਼ਨ
বিজুতি,ਅਸੰਗਤਤਾ
পূৰ্বসূৰী,ਪੂਰਵ
প্ৰত্যাশিত পেজিং,ਅਗਾਊਂ ਪੇਜਿੰਗ
এন্টি-চিমেট্ৰিক,ਵਿਰੋਧੀ ਸਮਰੂਪ
এন্টিভাইৰাছ প্ৰগ্ৰেম,ਐਂਟੀਵਾਇਰਸ ਪ੍ਰੋਗਰਾਮ
applet,ਐਪਲਿਟ
এপ্লিকেচন ডেভেলপাৰ,ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ
এপ্লিকেচন প্ৰগ্ৰেমিং,ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ
এপ্লিকেচন প্ৰগ্ৰেমিং আন্তঃপৃষ্ঠ (API),ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API)
এপ্লিকেচন চফ্টৱেৰ,ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ
প্ৰয়োগমূলক ভাষা,ਲਾਗੂ ਕਰਨ ਵਾਲੀ ਭਾਸ਼ਾ
আনুমানিক তত্ত্ব,ਅਨੁਮਾਨ ਥਿਊਰੀ
স্থাপত্য,ਆਰਕੀਟੈਕਚਰ
এলেকা হস্তান্তৰ,ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ
তৰ্কাতৰ্কি,ਦਲੀਲ
গাণিতিক আৰু যুক্তিৰ একক,ਹਿਸਾਬ ਅਤੇ ਤਰਕ ਇਕਾਈ
গাণিতিক পৰীক্ষা,ਹਿਸਾਬ ਦੀ ਜਾਂਚ
গাণিতিক ধ্ৰুৱক,ਅੰਕਿਤ ਸਥਿਰ
গাণিতিক তথ্য,ਅੰਕਿਤ ਡੇਟਾ
গাণিতিক নিৰ্দেশনা,ਗਣਿਤ ਸੰਬੰਧੀ ਹਦਾਇਤ
গাণিতিক আৰু যুক্তি একক (ALU),ਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ (ALU)
ARPANET,ਅਰਪਨੇਟ
এৰে,ਐਰੇ
এৰে কেচ,ਐਰੇ ਕੈਸ਼
এৰে কম্পিউটাৰ,ਐਰੇ ਕੰਪਿਊਟਰ
এৰে উপাদান,ਐਰੇ ਤੱਤ
এৰেৰ নাম,ਐਰੇ ਨਾਮ
এৰে প্ৰচেছৰ,ਐਰੇ ਪ੍ਰੋਸੈਸਰ
কাঁড় চিহ্নসমূহ,ਤੀਰ ਕੁੰਜੀਆਂ
আৰ্টিকুলেচন,ਉਚਾਰਨ
আৰ্টিকুলেচন পইণ্ট,ਬਿਆਨ ਬਿੰਦੂ
কৃত্ৰিম সংকোচন,ਨਕਲੀ ਸੰਕੁਚਿਤ
কৃত্ৰিম নিয়ন্ত্ৰণ,ਨਕਲੀ ਕੰਟਰੋਲ
কৃত্ৰিম বুদ্ধিমত্তা,ਬਣਾਵਟੀ ਗਿਆਨ
আৰোহী,ਚੜ੍ਹਦਾ
আৰোহী সজাই পৰাই তোলা,ਵਧਦੀ ਲੜੀ
ASCII betical ক্ৰম,ASCII ਬੇਟਿਕਲ ਆਰਡਰ
ASCII নিয়ন্ত্ৰণ আখৰ,ASCII ਕੰਟਰੋਲ ਅੱਖਰ
ASCII নথিপত্ৰ,ASCII ਫਾਈਲ
ASCII ফন্ট,ASCII ਫੌਂਟ
ASCII স্থানান্তৰ,ASCII ਟ੍ਰਾਂਸਫਰ
এস্পেক্ট ৰেচিঅ&#39;,ਆਕਾਰ ਅਨੁਪਾਤ
এ এছ পি আই,ਏ.ਐਸ.ਪੀ.ਆਈ
ASR টাইমাৰ,ASR ਟਾਈਮਰ
একত্ৰিত কৰা,ਇਕੱਠਾ ਕਰਨਾ
এছেম্বলাৰ,ਅਸੈਂਬਲਰ
সভা,ਅਸੈਂਬਲੀ
সমাবেশ ভাষা,ਅਸੈਂਬਲੀ ਭਾਸ਼ਾ
assertion,ਦਾਅਵਾ
আবণ্টন কৰা কাৰ্য,ਅਸਾਈਨਮੈਂਟ
সংস্থা,ਐਸੋਸੀਏਸ਼ਨ
সহযোগী ঠিকনা,ਸਹਿਯੋਗੀ ਪਤਾ
সহযোগী স্মৃতিশক্তি,ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ
এস্টেৰিক,ਤਾਰਾ
অসমতাপূৰ্ণ,ਅਸਮਿਤ
এচিনক্ৰ&#39;নাছ,ਅਸਿੰਕ੍ਰੋਨਸ
ডিজিটেল গ্রাহক লাইন (ADSL),ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL)
asynchronous সময় বিভাজন মাল্টিপ্লেক্সিং (ATDM),ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM)
এচিনক্ৰ&#39;নাছ স্থানান্তৰ,ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ
এচিনক্ৰ&#39;নাছ স্থানান্তৰ ধৰণ (ATM),ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM)
পৰমাণু,ਪਰਮਾਣੂ
সংলগ্ন নথিপত্ৰ,ਨੱਥੀ ਦਸਤਾਵੇਜ਼
সংলগ্ন ফাইল,ਨੱਥੀ ਫ਼ਾਈਲ
সংলগ্নক,ਲਗਾਵ
বৈশিষ্ট্য,ਵਿਸ਼ੇਸ਼ਤਾ
অডিঅ&#39;,ਆਡੀਓ
অডিট প্ৰগ্ৰেমিং,ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ
অডিট ট্ৰেইল,ਆਡਿਟ ਟ੍ਰੇਲ
বৃদ্ধি কৰা,ਵਾਧਾ
প্ৰমাণীকৰণ প্ৰটোকল,ਪ੍ਰਮਾਣਿਕਤਾ ਪ੍ਰੋਟੋਕੋਲ
লেখক ব্যৱস্থা,ਲੇਖਕ ਪ੍ਰਣਾਲੀ
অনুমোদন,ਅਧਿਕਾਰ
অটো বিমূৰ্ত,ਆਟੋ ਐਬਸਟਰੈਕਟ
স্বয়ংক্ৰিয় বুট কৰা,ਆਟੋਬੂਟਿੰਗ
অটোকেড,ਆਟੋਕੈਡ
অটোলগ অন,ਆਟੋਲੌਗ ਚਾਲੂ
automata,ਆਟੋਮੇਟਾ
automata তত্ত্ব,ਆਟੋਮੈਟਾ ਥਿਊਰੀ
স্বয়ংক্ৰিয় কম্পিউটিং,ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਿੰਗ
স্বয়ংক্ৰিয় তথ্য প্ৰক্ৰিয়াকৰণ,ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
স্বয়ংক্ৰিয় ভুল সংশোধন,ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ
স্বয়ংক্ৰিয় কাৰ্য্য,ਆਟੋਮੈਟਿਕ ਫੰਕਸ਼ਨ
স্বয়ংক্ৰিয় সূচীভুক্তকৰণ,ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ
স্বয়ংক্ৰিয় লাইব্ৰেৰী কল,ਆਟੋਮੈਟਿਕ ਲਾਇਬ੍ਰੇਰੀ ਕਾਲ
স্বয়ংক্ৰিয় প্ৰগ্ৰেমিং,ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
স্বয়ংক্ৰিয় পুনৰুদ্ধাৰ প্ৰগ্ৰেম,ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ
স্বয়ংক্ৰিয় ৰুটিন,ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ
স্বয়ংক্ৰিয় চিস্টেম পুনৰুদ্ধাৰ,ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ ਰਿਕਵਰੀ
স্বয়ংক্ৰিয় টেলাৰ মেচিন (ATM),ਆਟੋਮੈਟਿਕ ਟੈਲਰ ਮਸ਼ੀਨ (ATM)
অটোমেচন,ਆਟੋਮੇਸ਼ਨ
অটোপ্লে,ਸਵੈ ਚਾਲ
স্বয়ংক্ৰিয় সংৰক্ষণ কৰক,ਸਵੈ-ਸੰਭਾਲ
সহায়ক,ਸਹਾਇਕ
সহায়ক স্মৃতিশক্তি,ਸਹਾਇਕ ਮੈਮੋਰੀ
সহায়ক সংৰক্ষণ,ਸਹਾਇਕ ਸਟੋਰੇਜ਼
উপলব্ধ তালিকা,ਉਪਲਬਧ ਸੂਚੀ
উপলব্ধ সময়,ਉਪਲਬਧ ਸਮਾਂ
গড়,ਔਸਤ
awk (ভাষা),awk (ਭਾਸ਼ਾ)
বেকএণ্ড,ਬੈਕਐਂਡ
বেকএণ্ড প্ৰচেছৰ,ਬੈਕਐਂਡ ਪ੍ਰੋਸੈਸਰ
বেকফেচ আঁতৰোৱা,ਬੈਕਫੇਸ ਹਟਾਉਣਾ
পটভূমি প্ৰক্ৰিয়াকৰণ,ਪਿਛੋਕੜ ਦੀ ਕਾਰਵਾਈ
বেকিং ষ্ট&#39;ৰ,ਬੈਕਿੰਗ ਸਟੋਰ
বেকপেচিং,ਬੈਕਪੈਚਿੰਗ
বেকস্পেচ,ਬੈਕਸਪੇਸ
পিছুৱাই যোৱা,ਬੈਕਟਰੈਕਿੰਗ
বেক-আপ,ਬੈਕ-ਅੱਪ
বেক-আপ মেমৰি,ਬੈਕਅੱਪ ਮੈਮੋਰੀ
পিছলৈ ত্ৰুটি পুনৰুদ্ধাৰ,ਪਿੱਛੇ ਗਲਤੀ ਰਿਕਵਰੀ
বেলেন্স শ্বীট,ਸੰਤੁਲਨ ਸ਼ੀਟ
বেণ্ড,ਜਥਾ
বেণ্ডৰ প্ৰস্থ,ਬੈਂਡ ਚੌੜਾਈ
বেংকাৰৰ এলগৰিদম,ਬੈਂਕਰ ਦਾ ਐਲਗੋਰਿਦਮ
বাৰ ক&#39;ড,ਬਾਰ ਕੋਡ
বাৰ ক&#39;ড স্ক্যানাৰ,ਬਾਰ ਕੋਡ ਸਕੈਨਰ
বাৰ গ্ৰাফ,ਬਾਰ ਗ੍ਰਾਫ
ভিত্তি ঠিকনা,ਅਧਾਰ ਪਤਾ
বেচ বেণ্ড,ਅਧਾਰ ਬੈਂਡ
ভিত্তি সংখ্যা,ਅਧਾਰ ਨੰਬਰ
ভিত্তি টেবুল,ਅਧਾਰ ਸਾਰਣੀ
প্ৰাথমিক,ਬੇਸਿਕ
মূল নিয়ন্ত্ৰণ,ਬੁਨਿਆਦੀ ਕੰਟਰੋਲ
মূল ইনপুট,ਬੁਨਿਆਦੀ ਇੰਪੁੱਟ
মূল নিৰ্দেশনা,ਬੁਨਿਆਦੀ ਹਦਾਇਤ
মূল আউটপুট,ਬੁਨਿਆਦੀ ਆਉਟਪੁੱਟ
মূল পদক্ষেপ,ਬੁਨਿਆਦੀ ਕਦਮ
বেটছ,ਬੈਚ
বেচ ফাইল,ਬੈਚ ਫਾਈਲ
বেচৰ অৱস্থান,ਬੈਚ ਸਥਿਤੀ
বেচ প্ৰচেছিং,ਬੈਚ ਪ੍ਰੋਸੈਸਿੰਗ
বেচ ব্যৱস্থা,ਬੈਚ ਸਿਸਟਮ
baud,ਬੌਡ
বড হাৰ,ਬੌਡ ਦਰ
আলোকৰশ্মি,ਬੀਮ
বেঞ্চমাৰ্ক,ਬੇਂਚਮਾਰਕ
দ্বিমুখী যোগাযোগ,ਦੋ-ਦਿਸ਼ਾ ਸੰਚਾਰ
দ্বিমুখী সংযোগ,ਦੋ-ਦਿਸ਼ਾਵੀ ਲਿੰਕ
বাইনাৰী ক&#39;ড,ਬਾਈਨਰੀ ਕੋਡ
বাইনাৰী অংক,ਬਾਈਨਰੀ ਅੰਕ
বাইনাৰী ইনপুট আউটপুট চিস্টেম (BIOS),ਬਾਈਨਰੀ ਇਨਪੁਟ ਆਉਟਪੁੱਟ ਸਿਸਟਮ (BIOS)
বাইনাৰী সংখ্যা,ਬਾਈਨਰੀ ਨੰਬਰ
বাইনাৰী অপাৰেটৰ,ਬਾਈਨਰੀ ਆਪਰੇਟਰ
বাইনাৰী সম্পৰ্ক,ਬਾਈਨਰੀ ਸਬੰਧ
বাইনাৰী সন্ধান,ਬਾਈਨਰੀ ਖੋਜ
বাইনাৰী সন্ধান গছ (BST),ਬਾਈਨਰੀ ਸਰਚ ਟ੍ਰੀ (BST)
বাইনাৰী স্থানান্তৰ,ਬਾਈਨਰੀ ਟ੍ਰਾਂਸਫਰ
বাইনাৰী গছ,ਬਾਈਨਰੀ ਰੁੱਖ
বাইপোলাৰ মেম’ৰী,ਬਾਈਪੋਲਰ ਮੈਮੋਰੀ
জন্ম মৃত্যুৰ আৰ্হি,ਜਨਮ ਮੌਤ ਮਾਡਲ
জন্ম মৃত্যু প্ৰক্ৰিয়া,ਜਨਮ ਮੌਤ ਦੀ ਪ੍ਰਕਿਰਿਆ
বিট,ਬਿੱਟ
বিট দোষ,ਬਿੱਟ ਨੁਕਸ
বিট মেপ,ਬਿੱਟ ਨਕਸ਼ਾ
বিট মেপ পিক্সেল (BMP),ਬਿੱਟ ਮੈਪ ਪਿਕਸਲ (BMP)
বিট মেট্ৰিক্স,ਬਿੱਟ ਮੈਟ੍ਰਿਕਸ
বিট পেটাৰ্ণ,ਬਿੱਟ ਪੈਟਰਨ
বিটৰ অৱস্থান,ਬਿੱਟ ਸਥਿਤੀ
বিট হাৰ,ਬਿੱਟ ਰੇਟ
ব্লেক বক্স পৰীক্ষা,ਬਲੈਕ ਬਾਕਸ ਟੈਸਟਿੰਗ
টিপটিপিয়াই,ਝਪਕਣਾ
অৱৰুদ্ধ কৰা,ਬਲਾਕ
ব্লক কেচ,ਬਲਾਕ ਕੈਸ਼
ব্লক চেক কৰক,ਬਲਾਕ ਚੈੱਕ
ব্লক কপি,ਬਲਾਕ ਕਾਪੀ
ব্লক ডায়াগ্ৰাম,ਬਲਾਕ ਚਿੱਤਰ
নেটৱাৰ্ক ব্লক কৰা,ਬਲਾਕਿੰਗ ਨੈੱਟਵਰਕ
ব’ৰ্ড,ਫੱਟੀ
বুক মাৰ্ক,ਕਿਤਾਬ ਦਾ ਨਿਸ਼ਾਨ
বুলিয়ান বীজগণিত,ਬੂਲੀਅਨ ਅਲਜਬਰਾ
বুলিয়ান সম্পৰ্ক,ਬੂਲੀਅਨ ਸਬੰਧ
বুট বিভাজন,ਬੂਟ ਭਾਗ
বুট ষ্ট্ৰেপিং,ਬੂਟ ਸਟ੍ਰੈਪਿੰਗ
বুট-ষ্ট্ৰেপ লোডাৰ,ਬੂਟ-ਸਟੈਪ ਲੋਡਰ
সেঁতু,ਪੁਲ
ব্ৰডবেণ্ড নেটৱৰ্কিং,ਬਰਾਡਬੈਂਡ ਨੈੱਟਵਰਕਿੰਗ
সম্প্ৰচাৰ,ਪ੍ਰਸਾਰਣ
সম্প্ৰচাৰ ৰেডিঅ&#39;,ਪ੍ਰਸਾਰਣ ਰੇਡੀਓ
ব্ৰাউজ কৰক,ਬਰਾਊਜ਼ ਕਰੋ
ব্ৰাউজাৰ,ਬਰਾਊਜ਼ਰ
বি-বৃক্ষ,ਬੀ-ਰੁੱਖ
বুদবুদ স্মৃতিশক্তি,ਬੁਲਬੁਲਾ ਮੈਮੋਰੀ
বুদবুদ সজাই পৰাই তোলা,ਬੁਲਬੁਲਾ ਲੜੀਬੱਧ
বাল্টি,ਬਾਲਟੀ
বন্ধু ব্যৱস্থা,ਦੋਸਤ ਸਿਸਟਮ
বাজেট ফলপ্ৰসূ নিয়ন্ত্ৰণ,ਬਜਟ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਨਿਯੰਤਰਣ
বাফাৰ,ਬਫਰ
পোক,ਬੱਗ
বাছ,ਬੱਸ
বাইট,ਬਾਈਟ
বাইট ক&#39;ড,ਬਾਈਟ ਕੋਡ
গ,c
C++,C++
cache,ਕੈਸ਼
কেশ্ব বাফাৰ,ਕੈਸ਼ ਬਫਰ
কেশ্ব মেমৰি,ਕੈਸ਼ ਮੈਮੋਰੀ
গণনা কৰা,ਗਣਨਾ
কেলকুলেটৰ,ਕੈਲਕੁਲੇਟਰ
কেলকুলেটৰ চিপ,ਕੈਲਕੁਲੇਟਰ ਚਿੱਪ
কল কৰা,ਕਾਲ ਕਰੋ
নামেৰে ফোন কৰক,ਨਾਮ ਨਾਲ ਕਾਲ ਕਰੋ
ৰেফাৰেন্সৰ দ্বাৰা কল কৰক,ਹਵਾਲੇ ਦੁਆਰਾ ਕਾਲ ਕਰੋ
মূল্যৰ দ্বাৰা কল কৰক,ਮੁੱਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ
চলকৰ দ্বাৰা কল কৰক,ਵੇਰੀਏਬਲ ਦੁਆਰਾ ਕਾਲ ਕਰੋ
গেট কল কৰক,ਕਾਲ ਗੇਟ
বাতিল কৰক,ਰੱਦ ਕਰੋ
বাতিল বুটাম,ਰੱਦ ਕਰੋ ਬਟਨ
canonical,ਕੈਨੋਨੀਕਲ
কেননিক ৰূপ,ਕੈਨੋਨੀਕਲ ਰੂਪ
ক্ষমতা,ਸਮਰੱਥਾ
ক্ষমতা তালিকা,ਸਮਰੱਥਾ ਸੂਚੀ
ক্ষমতা,ਸਮਰੱਥਾ
caps লক চাবি,ਕੈਪਸ ਲਾਕ ਕੁੰਜੀ
কাৰ্ড,ਕਾਰਡ
কাৰ্ড ৰিডাৰ,ਕਾਰਡ ਰੀਡਰ
কাৰ্ডিনালিটি,ਮੁੱਖਤਾ
বাহক,ਕੈਰੀਅਰ
বাহক বেণ্ড,ਕੈਰੀਅਰ ਬੈਂਡ
বাহক বোজা,ਕੈਰੀਅਰ ਲੋਡ
বাহক সংকেত,ਕੈਰੀਅਰ ਸਿਗਨਲ
বাহক তৰংগ,ਕੈਰੀਅਰ ਲਹਿਰ
কঢ়িওৱা,ਲੈ ਜਾਣਾ
carry digit,ਕੈਰੀ ਅੰਕ
পতাকা কঢ়িয়াই নিয়া,ਝੰਡਾ ਚੁੱਕੋ
কাৰ্টিজ ডিস্ক,ਕਾਰਤੂਸ ਡਿਸਕ
cascade,ਕੈਸਕੇਡ
ঘটনা,ਕੇਸ
