Gujarati,Marathi
એનાશ,एनालॉग सर्किट
એનાલોગ કમ્પ્યુટર,एनालॉग संगणक
એનાલોગ રેડિયો આવર્તન ચેનલ માટે એનાલોગ રેડિયો આવર્તન ચેનલ,एनालॉग रेडिओ फ्रिक्वेन्सी चॅनेल
મનોલોગ પ્રતિનિધિત્વ,एनालॉग प्रतिनिधित्व
એનાલોગ સંકેત,एनालॉग सिग्नल
ડિજિટલથી એનાલોગ,डिजिटल टू डिजिटल
ડિજિટલ કન્વર્ટર માટે એનાલોગ,डिजिटल कन्व्हर्टर टू एनालॉग
એટાલી -વિડિઓ,एनालॉग व्हिडिओ
સમાન,समान
સાદ્રશ્ય,समानता
વિશ્લેષણ,विश्लेषण
આંકડા,डेटाचे विश्लेषण
વિશ્લેષણાત્મક ઘનતા,विश्लेषणात्मक घनता
વિશ્લેષણ કરવું,विश्लेषण
વિશ્લેષક,विश्लेषक
સૌધિતિક સાધનસામગ્રી,उपकरणे
અને દરવાજો,आणि गेट
ખાત્ય ખૂણા,कोलिमेशनचा कोन
ધ્રુવીકરણ ખૂણા,ध्रुवीकरणाचा कोन
પરિભ્રમણ,रोटेशनचा कोन
એંગસ્ટ્રોમ (Å),अँगस्ट्रॉम (Å)
કોણીય,कोनीय
કોતરણી પ્રવેગક,कोनीय प्रवेग
કોતરણી સમન્વય,कोनीय समन्वय
કોતરણી,कोनीय विक्षेपण
કોમણ -ફેલાવો,कोनीय फैलाव
કોણીય વિસ્થાપન,कोनीय विस्थापन
કોણીય ભૂલ,कोनीय त्रुटी
કોણીય આવર્તન,कोनीय वारंवारता
કોતરણી ગતિ,कोनीय गती
કોણીય ગતિ,कोनीय गती
કોતરણી વેગ,कोनीय गती
પ્રસન્નતા,अ‍ॅनिमेशन
એનોડ,एनोड
એનોડ બ batteryણ,एनोड बॅटरी
એનોડ લાક્ષણિકતા,एनोड वैशिष्ट्य
એનોડ સર્કિટ,एनोड सर्किट
એનોડ વિઘટન,एनोड अपव्यय
એનોડ કાર્યક્ષમતા,एनोड कार्यक्षमता
એનોડ ઇનપુટ પાવર,एनोड इनपुट पॉवर
એનોડ મોડ્યુલેશન,एनोड मॉड्यूलेशन
એન્ટેના,अँटेना
એન્ટેના બીમવિડ્થ,अँटेना बीमविड्थ
એન્ટેના,अँटेना बूस्टर
એન્ટેના ચેન્જઓવર સ્વીચ,अँटेना चेंजओव्हर स्विच
કોઇ,अँटेना कॉइल
એન્ટેના રૂપરેખાંકન,अँटेना कॉन्फिगरेशन
એન્ટેના કપડા,अँटेना कपलर
એન્ટેના ક્રોસ ધ્રુવીય પદ્ધતિ,अँटेना क्रॉस ध्रुवीय नमुना
એન્ટેના પ્રવાહ,अँटेना करंट
એન્ટેના નિર્દેશન લાભ,अँटेना डायरेक्टिव्हिटी गेन
એન્ટેના ડુપ્લેક્સર,अँटेना डुप्लेक्सर
એન્ટેના અસરકારક ક્ષેત્ર,अँटेना प्रभावी क्षेत्र
વૈશ્વિક કાર્યક્ષમતા,अँटेना कार्यक्षमता
એન્ટેના ફીડ,अँटेना फीड
એન્ટેના પગની છાપ,अँटेना फूट प्रिंट
એન્ટેના લાભ,अँटेना गेन
એન્ટેના height ંચાઇ,अँटेना उंची
એન્ટેના અવરોધ,अँटेना प्रतिबाधा
એન્ટેના,अँटेना इंडक्टन्स
એન્ટેનાનો દાખલો,अँटेना पॅटर्न
એન્ટેના નાવિક,अँटेना प्लेक्सर
એન્ટેના ધ્રુવીકરણ,अँटेना ध्रुवीकरण
એન્ટેના શક્તિ,अँटेना पॉवर
એન્ટેના વીજળી લાભ,अँटेना पॉवर गेन
એન્ટેના રેડિયેશન પ્રતિકાર,अँटेना रेडिएशन प्रतिरोध
એન્ટેના પ્રતિક્રિયા,अँटेना रिएक्टन्स
એન્ટેના પરાવર્તક,अँटेना परावर्तक
એન્ટેના પ્રતિકાર,अँटेना प्रतिकार
એન્ટેના પડઘો આવર્તન,अँटेना रेझोनंट वारंवारता
એન્ટેના અંતર,अँटेना स्पेसिंग
એન્ટેના સ્વિચિંગ રૂમ,अँटेना स्विचिंग रूम
એન્ટેના ટ્યુનિંગ કોઇલ,अँटेना ट्यूनिंग कॉइल
એન્ટેના ટ્યુનિંગ ઝૂંપડી,अँटेना ट्यूनिंग झोपडी
છિદ્ર,छिद्र
પ્રાણઘાતક,अपोजी
અજેતા રોકેટ,अपोजी रॉकेट
ઉપકરણ,उपकरणे
સ્પષ્ટ,उघड
સાદડી,Let पलेट
નિયમ,अर्ज
આશરે,अंदाजे
જળસ,जलीय द्रावण
ચાપ,कंस
સ્થાપત્ય,आर्किटेक्चर
ધ્વનિ રેકોર્ડિંગનું આર્કાઇવલ ટ્રાન્સફર,ध्वनी रेकॉर्डिंगचे संग्रहण हस्तांतरण
દફ્તર,संग्रहण
અંકગણિત કોડિંગ,अंकगणित कोडिंग
હાથ,आर्मेचर
આર્મચર વિન્ડિંગ,आर्मेचर विंडिंग
કળ,रचना
કરચલો,अरेस्टर
સ્પષ્ટીકરણ,बोलता
આર્ટિફેક્ટ (= આર્ટિફેક્ટ),कलाकृती (= कलाकृती)
ચડતું,चढत्या
પાસા ગુણોત્તર,प्रसर गुणोत्तर
ભેગા કરનાર,असेंबलर
નિશ્ચય,प्रतिपादन
સોંપણી,असाइनमेंट
નાબૂદ,असाइनमेंट चॅनेल
અસમપ્રમાણ,असममित
અસુમેળવાળું,एसिन्क्रोनस
વાતાવરણ,वातावरण
વાતાવરણીય નુકસાન,वातावरणीय नुकसान
વાતાવરણીય અવાજ,वातावरणीय आवाज
વાતાવરણ નુ દબાણ,वातावरणीय दबाव
વાતાવરણીય પ્રચાર,वातावरणीय प्रसार
વાતાવરણીય તરંગ,वातावरणीय रेडिओ-वेव्ह
વાતાવરણીય,वातावरण
અણુ,अणू
અણુનું માળખું,अणु रचना
જોડાણ,संलग्नक
વ્યવહાલ,क्षीणन
અંતરચળી,क्षमतेचे नुकसान
ધ્વનિ તરંગો,ध्वनी लहरींचे लक्ष वेधणे
હલકાઈ કરનાર,अ‍ॅटेन्युएटर
વિકેન્દ્ર,अ‍ॅटेन्युएटर-पॅड
શ્રદ્ધાળુ થ્રેશોલ્ડ,ऑडिबिलिटी थ्रेशोल्ड
શ્રાવ્ય,ऐकण्यायोग्य
શ્રાવ્ય આવર્તન,ऐकण्यायोग्य वारंवारता
શિરદર્શક સ્વર,ऐकण्यायोग्य टोन
શિરદર્શક,ऐकण्यायोग्य-स्पेक्ट्रम
શ્રોતા,प्रेक्षक
Audડિસ,ऑडिओ
Audio ડિઓ એમ્પ્લીફાયર,ऑडिओ एम्पलीफायर
Audio ડિઓ વિશ્લેષક,ऑडिओ विश्लेषक
Audio ડિઓ બ્રોડકાસ્ટિંગ,ऑडिओ प्रसारण
Audષધિસનું aution ડિઓબલ,ऑडिओ केबल
શાસ્ત્ર,ऑडिओ साखळी
કડકા,ऑडिओ कोडेक
Audતુ),ऑडिओ कॉम्प्रेशन
કોમ્પ્રેસર,ऑडिओ कॉम्प्रेसर
Audio ડિઓ કન્સોલ,ऑडिओ कन्सोल
Audio ડિઓની વિકૃતિ,ऑडिओ विकृती
Dynamડિસ,ऑडिओ डायनॅमिक श्रेणी
Audio ડિઓ ફાઇલ ફોર્મેટ,ऑडिओ फाइल स्वरूप
Audio ડિઓ ફ્રેમ ફોર્મેટ,ऑडिओ फ्रेम स्वरूप
Audio ડિઓ આવર્તન એમ્પ્લીફાયર,ऑडिओ फ्रिक्वेन्सी एम्पलीफायर
Audio ડિઓ આવર્તન જનરેટર,ऑडिओ फ्रिक्वेन्सी जनरेटर
Audio ડિઓ આવર્તન શ્રેણી,ऑडिओ वारंवारता श्रेणी
Audio ડિઓ આવર્તન પ્રતિસાદ,ऑडिओ वारंवारता प्रतिसाद
સત્તાધિકારી,ऑडिओ लिमिटर
Audષધિ,ऑडिओ लाइन
Audડિસર,ऑडिओ मिक्सर
Audio ડિઓ મોડ્યુલેશન,ऑडिओ मॉड्यूलेशन
ઓડિસ -ઓસિલેટર,ऑडिओ ऑसीलेटर
Audio ડિઓ આઉટપાત,ऑडिओ आउटपुट
Auth ડિઓ સત્તાની સત્તા,ऑडिओ पॉवर
કવિતા,ऑडिओ गुणवत्ता
શ્રદ્ધા,ऑडिओ सिग्नल
Audio ડિઓ સિગ્નલ પ્રક્રિયા,ऑडिओ सिग्नल प्रक्रिया
Audio ડિઓ સ્પેક્ટ્રમ,ऑडिओ स्पेक्ट्रम
Audio ડિઓ સંગ્રહ,ऑडिओ स्टोरेज
Audડિસ,ऑडिओ सब-कॅरियर
ઈડનીસ પરિશ્રમ,ऑडिओ ट्रान्सफॉर्मर
Audio ડિઓ ટ્રાન્સમીટર,ऑडिओ ट्रान्समीटर
Audio ડિઓ/વિડિઓ કમ્પ્રેશન,ऑडिओ/व्हिडिओ कॉम्प्रेशन
Audડ-આવર્તન ઓસિલેટર,ऑडिओ-फ्रिक्वेन्सी ऑसीलेटर
પુનરાવર્તન સંકેત,ऑडिओ-फ्रिक्वेन्सी सिग्नल
કવિતા,ऑडिओमेट्री
વિઝ્યુઅલી સહાય,ऑडिओ-व्हिज्युअल मदत
ઉપદેશની ધારણા,श्रवणविषयक समज
પ્રમાણીકરણ,प्रमाणीकरण
અધિકૃત વાહક આવર્તન,अधिकृत वाहक वारंवारता
ઓટો કેડ,ऑटो कॅड
સ્વત -નિદાન,ऑटो डायग्नोस्टिक्स
સ્વચાલિત,स्वयंचलित
સ્વચાલિત નિયંત્રણ,स्वयंचलित नियंत्रण
સ્વચાલિત તપાસ,स्वयंचलित शोध
સ્વચાલિત સાધનો,स्वयंचलित उपकरणे
સ્વચાલિત આવર્તન નિયંત્રણ,स्वयंचलित वारंवारता नियंत्रण
સ્વચાલિત મર્યાદા,स्वयंचलित मर्यादा
સ્વચાલિત યંત્ર,स्वयंचलित मशीन
આપમેળે phાંકણું નિયંત્રણ,स्वयंचलित Phasae नियंत्रण
સ્વચાલિત ચિત્ર પ્રસારણ,स्वयंचलित चित्र संप्रेषण
સ્વચાલિત પ્લેબેક,स्वयंचलित प्लेबॅक
સ્વચાલિત વીજળી નિયંત્રણ,स्वयंचलित उर्जा नियंत्रण
સ્વચાલિત કાર્યક્રમ,स्वयंचलित प्रोग्रामिंग
સ્વચાલિત રેકોર્ડિંગ,स्वयंचलित रेकॉर्डिंग
સ્વચાલિત ફરીથી સેટ કરવું,स्वयंचलित रीसेट
સ્વચાલિત શટર,स्वयंचलित शटर
સ્વચાલિત પદ્ધતિ,स्वयंचलित प्रणाली
સ્વચાલિત ટેલિફોન,स्वयंचलित टेलिफोन
સ્વચાલિત તાપમાને નિયંત્રણ,स्वयंचलित तापमान नियंत्रण
સ્વચાલિત વોલ્ટેજ નિયમનકાર,स्वयंचलित व्होल्टेज नियामक
સ્વચાલિત વોલ્યુમ કોમ્પ્રેસર,स्वयंचलित व्हॉल्यूम कॉम्प्रेसर
સ્વચાલિત વોલ્યુમ નિયંત્રણ,स्वयंचलित व्हॉल्यूम नियंत्रण
સ્વચાલિત વોલ્યુમ વિસ્તૃતર,स्वयंचलित व्हॉल्यूम विस्तारक
સ્વચાલિતતા,ऑटोमेशन
સ્વચાલિત નિયંત્રણ,ऑटोमेशन नियंत्रण
સ્વચાલિત આવર્તન નિયંત્રક,ऑटोमेशन फ्रिक्वेन्सी कंट्रोलर
સહાયક,सहाय्यक
સહાયક audio ડિઓ બસ,सहाय्यक ऑडिओ बस
ઉપલબ્ધ શક્તિ,उपलब्ध शक्ती
હિમપ્રપાત,हिमस्खलन ब्रेकडाउन
સરેરાશ,सरासरी जीवन
સરેરાશ દબાણ,सरासरी दबाव
સામન્ય ગતિ,सरासरी वेग
સ્પિનનો ધરી,फिरकीची अक्ष
અઝિમુથ,अजीमुथ
અજીમુથ ખૂન,अजीमुथ कोन
અઝીમુથ ભૂલ,अजीमुथ त्रुटी
પાછલી બાજુ,मागे प्रकाश
પૂર્વ -પ્રક્ષેપણ,बॅक प्रोजेक्शन
બેક વોલ્ટેજ (= વિપરીત વોલ્ટેજ),बॅक व्होल्टेज (= रिव्हर्स व्होल्टेज)
બેકફાયર (આર્ક બેક),बॅकफायर (आर्क बॅक)
પૃષ્ઠભૂમિ,पार्श्वभूमी प्रकाश
પાછળનો ઘોંઘાટ,पार्श्वभूमी आवाज
પૃષ્ઠભૂમિ,पार्श्वभूमी प्रोजेक्शन
પીઠ,बॅकअप
શરમાળ,बफल
બાફવું,बेकिंग
સંતુલિત audio ડિઓ,संतुलित ऑडिओ
વારેલી audio ડિઓ લાઇન,संतुलित ऑडिओ लाइन
સંતુલન પ્રસારણ રેખા,संतुलित ट्रान्समिशन लाइन
સંતુલન,संतुलन
બાલાસ,गिट्टी
બાલાસ,गिट्टी फॅक्टर
બારીક,बालुन
પહાડી,बँड
બેન્ડ પાસ ફિલ્ટર,बँड पास फिल्टर
પસંદગીકાર,बँड निवडकर्ता
વિભાજન,बँड स्प्लिटिंग
બેન્ડ સ્ટોપ ફિલ્ટર,बँड स्टॉप फिल्टर
સજાગ,बँड स्विच
આવરણ,बँड ट्यूनिंग
બ bandન્ટવિડ્થ,बँडविड्थ
બાર,बार
બાર -સંહિતા,बार कोड
અવલંબ,बार डेटा
સરખામણી,बेअर बँड
દીવો,बेअर दिवा
કોઠાર,धान्याचे कोठार
પાયાની પટ્ટી,बेस बँड
પાયાનો સંકેત,बेस बँड सिग्नल
પાયાનો બેન્ડ પદ્ધતિ,बेस बँड सिस्टम
આધાર બ્રાઉઝર,बेस ब्राउझर
આધાર -કલેકટર જંકશન,बेस कलेक्टर जंक्शन
આધાર -ઇન્સ્લેટર,बेस इन्सुलेटर
પાળનાર,बास
બાસ,बास भरपाई
બાસ લાઉડ સ્પીકર (વૂફર),बास लाऊडस्पीकर (वूफर)
બેચ સ્કેનીંગ,बॅच स्कॅनिंग
બ batteryટરી ચાર્જ,बॅटरी चार्जिंग
બીમ,तुळई
ધબક,बीट
આવર્તન ઓસિલેટરને હરાવ્યું,बीट फ्रिक्वेन्सी ऑसीलेटर
પોત,बेल
પક્ષપાત,पूर्वाग्रह
પૂર્વગ્રહ,बायस सर्किट
પક્ષપાત,पूर्वाग्रह वारंवारता
પૂર્વગ્રહ,बायस व्होल्टेज
આગળની દિશામાં પક્ષપાતી,पुढील दिशेने पक्षपाती
દ્વિ-દિશાકીય માઇક્રોફોન,द्वि-दिशात्मक मायक्रोफोन
પાટિયું,बिलबोर्ड
પાટિયાની અરજી,बिलबोर्ड अर्ज
દ્વિ ધાતુયુક્ત તત્વ,द्वि-धातूचा घटक
દ્વિસંગી,बायनरी
દ્વિસંગી કોડેડ દશાંશ,बायनरी कोडित दशांश
દ્વિસંગી અંક (બીટ),बायनरी अंक (बिट)
દ્વિસંગી સંખ્યા,बायनरी नंबर
દ્વિપ્રહાર સુનાવણી,बिनौरल सुनावणी
દૂરબાહિક,दुर्बिणी
જૈવિક,बायोमेट्रिक
દ્વિધ્રુવી ટ્રાંઝિસ્ટર,द्विध्रुवीय ट्रान्झिस्टर
બીક ફાળવણી,बिट वाटप
પટાનો દર,बिट रेट
બ્લેક એન્ડ વ્હાઇટ ટીવી,काळा आणि पांढरा टीव्ही
ખાલી,रिक्त
ખાલી અંતરાલ,ब्लँकिंग मध्यांतर
નારાજી સ્તર,ब्लँकिंग लेव्हल
લોહીલુહાણ પ્રતિકાર,ब्लेडर रेझिस्टन्स
ખળભળાટ મચાવનારું કેમેરો,ब्लिम्पेड कॅमेरा
આંખ આડા કાન,आंधळे चकाकी
ઝબકવું,डोळे मिचकावणे
ઝબૂકતું,डोळे मिचकावणे
અવરોધ,ब्लॉक कोड
રેખાક્રુતિ,ब्लॉक आकृती
અવરોધ,ब्लॉक इंटरलीव्ह
અવરોધકારક કેપેસિટર,कॅपेसिटर अवरोधित करणे
ઓસિલેટરને અવરોધિત કરી રહ્યું છે,ऑसीलेटर अवरोधित करणे
મોર,ब्लूम
ફાટવું,ब्लो दिवा
ફટકો,ब्लो पाईप
બ્લોઅર,ब्लोअर
બ્લુટુથ,ब्लूटूथ
શરીરની આવરણ,बॉडी कॅपेसिटन्स
પુસ્તકો,बुकमार्क
બુલિયન બીજગણિત,बुलियन बीजगणित
બૂમ,भरभराट
વધતું જાય તેવું,चालना
બારીક,बूस्टर
બૂસ્ટર પ્રકાશ,बूस्टर लाइट
વધવું,चालना
મતાધિકાર,बूटिंग
બુટસ્ટ્રેપ,बूटस्ट्रॅप
તળિયે,तळाशी प्रकाश
પ્રકાશ ઉછાળો,बाउन्स लाइट
ભાંગી નાખવું,यंत्रातील बिघाड
તૂટી પડતાં વોલ્ટેજ,व्होल्टेज खाली करा
પુલ તત્વ,पूल घटक
પુલ સુધારક,ब्रिज रेक्टिफायर
બ્રિજ્ડ ‘ટી’ એટેન્યુએટર,ब्रिज केलेले ‘टी’ अ‍ॅटेन्युएटर
પુષ્કળ માળખું,ब्रिज केलेली रचना
શરાબ,ब्रिजिंग
બ્રિજિંગ એમ્પ્લીફાયર,ब्रिजिंग एम्पलीफायर
પુલ,ब्रिजिंग लॉस
ઘાટા,चमक
ઉદ્ધતાઈ નિયંત્રણ,ब्राइटनेस कंट्रोल
બરડ,ठिसूळ
બરડ પદાર્થ,ठिसूळ पदार्थ
બ્રોડબેન્ડ,ब्रॉडबँड
બ્રોન્ડબેન્ડ એમ્પ્લીફાયર,ब्रॉडबँड एम्पलीफायर
બ્રોડબેન્ડ આઈએસડીએન,ब्रॉडबँड आयएसडीएन
વ્યાપક પદ્ધતિ,ब्रॉडबँड सिस्टम
પ્રસારણ અને સંદેશાવ્યવહાર તકનીક,प्रसारण आणि संप्रेषण तंत्रज्ञान
પ્રસારણ કવર,प्रसारण कव्हरेज
પ્રસારણ પ્રાપ્તકર્તા,ब्रॉडकास्ट रिसीव्हर
બ્રોડકાસ્ટ સેવા આયોજન,प्रसारण सेवा नियोजन
પ્રસારણ ટ્રાન્સમીટર,ब्रॉडकास्ट ट्रान्समीटर
પ્રસારણકર્તા,प्रसारक
પ્રસારણ,प्रसारण
પ્રસારણ મથક,प्रसारण स्टेशन
તૂટેલું,तुटलेली
બ્રાઉઝર,ब्राउझर
બ્રાઉઝિંગ,ब्राउझिंग
બબલ,बबल
બફર,बफर
બફર એમ્પ્લીફાયર,बफर एम्पलीफायर
બફર ટ્યુબ,बफर ट्यूब
કણ,किडा
એન્ટેના,अंगभूत अँटेना
બર્નર,बर्नर
સળગતું,बर्निंग
વિસ્ફોટ ભૂલ,स्फोट त्रुटी
વિસ્ફોટની પલ્સ,स्फोट अंतर्भूत नाडी
વિસ્ફોટનો તબક્કો,स्फोट टप्पा
બસ,बस
ધંધાકીય બુદ્ધિ,व्यवसाय बुद्धिमत्ता
બઝર,बजर
બાયપાસ,पास द्वारे
પસાર કરીને,पास करून
બાયપાસ કન્ડેન્સર,बायपास कंडेन्सर
કણ,सी
સી+પ્રોગ્રામિંગ ભાષા,सी+प्रोग्रामिंग भाषा
મંત્રીમંડળ,कपाट
કેબલ,केबल
કેબલ કંપન,केबल कंपाऊंड
કેબલ એકરૂપતા,केबल समानता
કેબલનું નુકસાન,केबल तोटा
કળશ,कॅशे
ઠીંગણું,कॅशिंग
તંગ,कॅडमियम सेल
ગણતરીનું યંત્ર,गणना मशीन
ગણતરી,गणना
ગણક,कॅल्क्युलेटर
માધ્યમ્ચર કરવું,कॅलिब्रेट
ખલાસી,कॅलिपर
કેલરીમીટર,कॅलरीमीटर
પડકાર,कॅमकॉर्डर
