Tamil,Gujarati
அவதூறு,નિલાસ્ય
ஏட்டாலஜி (நோயியல்,એટીઓલોજી (ઇટીઓલોજી)
காடு வளர்ப்பு,વનીકરણ
கிளர்ச்சி,આંદોલન
அக்மார்க்,ગુનો
விவசாய,કૃષિ
வேளாண் மருத்துவமனை,કૃષિ ચિકિત્સક
விவசாய உழைப்பு,કૃષિ -મજૂર
விவசாய சந்தைப்படுத்தல்,કૃષિ
விவசாய தொழில்நுட்பம்,કૃષિ પ્રૌ નગર
வேளாண்மை,કૃષિ
வேளாண் வளர்ப்பை,કૃષિવિજ્icultureાની
வேளாண் பன்முகத்தன்மை,કૃષિવિવિધિ
வேளாண் வியாபார குறைபாடுகள்,કૃષિવિજ્ologicalાનની ખામી
வேளாண்வியல்,કૃષિવિજ્iologyાન
வேளாண் பன்முகத்தன்மை,કૃષિ વિવિધતા
வேளாண் மண்டல,કૃષિવિજ્ingાન
வளர்ப்பு,કૃષિ -પ્રવેશ
விவசாயவியல்,કૃષિવિજ્ologyાન
வேளாண்,કૃષિવિજ્yાન
அக்ரோபாஸ்டோரல்,જૂથબદ્ધ
அக்ரோபிராசெசிங்,કૃષિ કે થાંભલા
அக்ரோஸ்டாலஜி,કૃષિવિજ્ologyાન
வேளாண் வகை,કૃષિવંશ
விமான ஆலை,વિમાન
அகியோச்சி மண்,અકીયોચી માટી
ஆல்பினிசம்,માદા
அல்பிசோல்ஸ்,ક alંગું
பாசி,શેવાળ
பாசி நோய்,મૂર્ત રોગ
கார நீர்,ક્ષારયુક્ત પાણી
கார,ક્ષુદ્ર
அல்லீல்,એલીલ
அல்லீல கெமிக்கல்ஸ்,એલેલોકેમિકલ્સ
அல்லீலோமார்ப்,એલેલોમોર્ફ
அலெலோபதி,અખરોશ
சந்து பயிர்,એલી પાક
ஒதுக்கீடு,ફાળવણી
Allocamy,સહ -સંબંધ
அலோமெட்ரி,એલોમેટ્રી
அலோபோலிப்ளோயிட்,ફિલોપ્લોઇડ
அலோசினாப்சிஸ் (அலோசின்டெசிஸ்),એલોસિનાપ્સિસ (એલોસિન્ડિસિસ)
மாற்று தாங்கி,વૈકલ્પિક બેરિંગ
மாற்று நில பயன்பாடு,વૈકલ્પિક જમીનનો ઉપયોગ
சுற்றுப்புறம்,ઠેકડેલું
அமெலியோரண்ட்,ઉદ્ધત
அமிடோசிஸ்,ક્ષુત્વ
வெடிமருந்து,મરણોત્તર
அம்மோனிகேஃபிகேஷன்,ચંદ્ર
அம்மோனியர்,એમોનિફાયર
அமார்,આતુર
ஆம்பிமிக்ஸிஸ்,Amાળ
ஆம்போடெரிக்,અતિશય
அனபோலிசம்,અનોખા
காற்றில்லா,એનોરોબ
அனூப்ளோயிட்,Anડતું
கோண நடவு,અંકિત -વાવેતર
கால்நடை வளர்ப்பு,પશુપાલન
விலங்கு மறுப்பு,પશુ ઇનકાર
ஆற்றல் உயிரின,સજીવ
அனிசோப்ளோயிட்,શિરદર્શક
ஆண்டு ஆலை,વાર્ષિક પ્લાન્ટ
ஆண்டு,વાર્ષિક
ஆன்டெஸிஸ்,કળશ
ஆந்த்ராக்ஸ்,એક જાતની નશરીય
மானுடவியல் காரணி,માનવ -પરિબળ
ஆண்டிபியோசிஸ்,એન્ટિબાઈસિસ
நுண்ணுயிர்க்கொல்லி,એન્ટિબાઇટર
மாற்று,મારોશત
ஆக்ஸிஜனேற்றிகள்,એન્ટી ox કિસડન્ટો
ஆன்டிடாக்சின்,પુષ્પ
ANNULUS,હડંગું
அஃபிட்,Apષધ
அபிகல் மொட்டு,ક budદડી
நுனி ஆதிக்கம்,મડાગાંઠ
Apulcalure (தேனீ வைத்திருத்தல்),માપી (મધમાખી રાખવી)
Apomixis,અનુવાદ
அப்போப்டொசிஸ்,એપોપ્ટોસિસ
இணைப்பு,સંલગ્ન
பசி,મોહક
பயன்படுத்தப்பட்டது,લાગુ કરવું
நீர்வாழ் களை,જળચર નીંદણ
ஆர்போரியல்,વૃક્ષને લગતું
ஆர்பரைசேஷன்,હવાઇકરણ
தொல்பொருள்-பொட்டானியல் பதிவுகள்,સર્વસામાન્ય રેકોર્ડ
பகுதி புள்ளிவிவரங்கள்,ક્ષેત્ર આંકડા
பகுதி,વિસ્તાર
வறண்ட சுற்றுச்சூழல் அமைப்பு,શુષ્ક ઇકોસિસ્ટમ
Aril,અણીદાર
நறுமணம்,સુગંધ
நறுமண ஆலை,સુગંધિત છોડ
நறுமண அரிசி,સુગંધિત ચોખા
அம்பு,તંગર
அசெப்ஸிஸ்,મહાપમાવર
அசெப்டிக்,ખસી
ஓரினச்சேர்க்கை பரப்புதல்,અજાતીય પ્રચાર
மதிப்பீடு,પરાકાષ્ઠા
சொத்துக்கள்,અસ્ક્યામત
ஒருங்கிணைப்பு,આત્મસાત
தொடர்பு,મંડળ
ஆஸ்ட்ரிஜென்ட்,આહલાદક
அசினாப்சிஸ்,અસમપ્રાપ્ત
அடாவிசம்,તૃષ્ણા
அணுசக்தி,અણમા
அட்ராபி,કૃશતા
தன்னியக்க,સ્વતસ્તરી
ஆட்டோலிசிஸ்,સ્વચાલનતા
ஆட்டோஆக்ஸிஜனேற்றம்,સ્વચાલિત થાંભલા
ஆட்டோபோலிப்ளோயிட்,સ્વોલપ્લોઇડ
ஆக்சின்கள்,Uxક્સિન્સ
Awn (முறுக்கு),AWN (બરછટ)
பாதம் கொட்டை,બદામ
கற்றாழை,કુંવાર
அமராந்தஸ்,અમરાન્થસ
அம்மி,ક amંગું
அஞ்சன் புல்,અંજાન ઘાસ
அந்தூரியம்,ગૂંજ
"அன்லா, இந்திய நெல்லிக்காய்","ઓનલા, ભારતીય ગૂસબેરી"
ஆப்பிள்,સફરજન
பாதாமி,દુર્દ્રાવી
ஆர்பியன் மல்லிகை,જાસ્મિન
அரேகா நட்டு,અરેકા અખરોટ
அர்ஜுன்,ખલાસી
Asfoetida,અફેટીડા
சாம்பல் பூசணிக்காய்,રાખ
அசோகா மரம்,અશોક વૃક્ષ
ஆஷ்த்மா களை (யூபோர்பியா),એશ્થમા નીંદણ (યુફોર્બિયા)
அஸ்பாரகஸ்,શતાવરીનો શતાાયણ
வெண்ணெய்,એવોકાડો
அல்பால்ஃபா (லூசர்ன்),અલ્ફાલ્ફા (લ્યુસર્ન)
எறும்புகள்,કીડી
அஃபிட்ஸ்,એફિડ
இராணுவ புழு,સૈન્યમાં
விவசாய பொருளாதார நிபுணர்,કૃષિ -અર્થશાસ્ત્રી
வேளாண் நீட்டிப்பு,કૃષિ વિસ્તરણવાદી
விவசாய விஞ்ஞானி,કૃષિ -વિજ્ scientાન
விவசாய பொறியாளர்,ખેતી ઈજનેર
வேளாண் நிபுணர்,કેરોગવિજ્ologistાન
வேளாண் விஞ்ஞானி,કૃષિવિજ્istાની
வேளாண் இயற்பியல்,કૃષિવિજ્stાન
விலங்கு வளர்ப்பாளர்,પશુ સંવર્ધક
பேசிலஸ் வைரஸ்,બેસિલસ વાયરસ
பேசிலஸ்,દંભ
பாக்டீரியா,જીવાત
பாக்டீரியோடாக்சின்,કોઇ
கரும்பு சக்கை,મસાલા
இருப்புநிலை,સરવૈયા
சீரான கருத்தரித்தல்,શેતરાન
பார் வரைபடம்,આકૃતિ
பட்டை,ભડકો
காற்றழுத்தமானி,બાહુદ માળખાં
தரிசு,ઉજ્જડ
அடித்தளம்,પાયો
பேசின்,ઉજવણી
பாசிபெட்டல்,બીક
பாஸ்கிஸ்டெர்னம்,દરિયાકાંઠે
விரிகுடா பருவமழை,ચોમાસા
தாங்கும் ஆலை,પધ્ધદનો છોડ
படுக்கை,પથારી
படுக்கை,ઘાને
படுக்கை,નાળ
பீட் மோலாஸ்கள்,બીટ દાળ
பெல்லோஸ்,ધૂન
பெல்ட்,બેલ્ટ
நன்மை-செலவு பகுப்பாய்வு,લાભ આપતી કિંમતે વિશ્લેષણ
சார்புடைய (மாதிரி),પક્ષપાતી (નમૂના)
இருபது ஆண்டு,દ્વિવાર્ષિક
இரும,દ્વિપદી
உயிரி கையேடு,જૈવિક
பயோக்ளைமேட்,જૈવ
பயோஎனெர்ஜி,બાયનર્જી
பயோனமிக்ஸ்,જીવવિજ્icsાન
உயிரியக்கவியல்,બાયરોએક્ટર
உயிர்க்கோளம்,જીવશોષ
உயிரியல்,જૈવિક
உயிரியல் வகை,જંતુઓ
இருபால்,દ્વિલિંગી
பிளான்சிங்,નિસ્તેજ
குண்டு வெடிப்பு,વિનોદ
கலவை,મિશ્રણ
ப்ளைட்,વાંક કા blવો
கொப்புளம்,ફટકો
நீல புரட்சி,ક્રાંતિ
கீழே வெப்ப அறை,તળિયે ગરમીનો ઓરડો
கீழே வெப்ப நுட்பம்,તળિય ગરમીની તકનીક
பிரான்,ક brંગું
கிளைகள்,શાખા
கிளை,શાખા -શાખા -શાખ્ય
இனம்,ઉછેર
இனப்பெருக்க,ઉછેર
கரைந்து,કોઇ
அடைகாக்கும்,ક brંગું
வளரும்,જાંબુડી
பட்ஜெட்,અંદાજપત્ર
இடையக,બફર
விளக்கை,ગોળાકાર
பன்ட்,સંલગ્ન
துணை தயாரிப்பு,પેટા-પેદાશ
பாபுல் அகாசியா,બબુલ બાવળ
குழந்தை சோளம்,બાળક મકાઈ
பேல்,બેલ
பெயில்,બાલ
பால்சம்,બાલસમ
மூங்கில்,વાંસ
வாழை,કરડ
ஆலமரம்,વડ નું વૃક્ષ
பார்லி,જવ
பார்ன்யார்ட் மில்லட்,બાર્નેયાર્ડ બાજરી
துளசி,એક જાતનો છોડ
பாஸ்டர்ட் சிடார்,બેસ્ટાર્ડ દેવદાર
பாஸ்டர்ட் மைரோபாலன்,બેસ્ટર્ડ માયરોબાલન
ப au ஹினியா,બૌહિનીયા
பே பெர்ரி,ખાડી
பீன்,બીન
பீட்,સલાદ
பெல்லடோனா,બાલ્ટડોન્ના
பெர்,બેવકૂફ
பெர்சீம்,ઠપકો આપવો
பெட்டல்,સોપારી
பிலிம்பி,બિલોમ્બી
பாகற்காய்,કડવી દારૂ
கருப்பு கிராம்,કાળો ગ્રામ
கருப்பு நைட்ஷேட்,કાળી નાઈટશેડ
Bougainvillea,બોગૈનવિલે
பாட்டில் தூரிகை,બોટ
சுரைக்காய்,બોટલ ગોળા
பெட்டி மரம்,બ boxટ -ઝાડ
ரொட்டி பழம்,બ્રેડ ફળો
பிரைடல் க்ரீப்பர்,લગ્ન સમારંભ
பிரிஞ்சல்,શોરબકોર
பிராட் பீன்,વ્યાપક બીન
ப்ரோக்கோலி,કોતરણી
பிரஸ்ஸலின் முளை,બ્રસેલ્સ sprout
பக்வீட்,બિયાં સાથેનો દાણો
பியூட்டியா,Butોરિયા
பாண்டிகூட்,એક જાતની નાની ભડકી
தாங்க,સહન કરવું
வண்டு,ભમરો
கொப்புளம் வண்டு,ફોલ્લો ભમરો
நீல காளை,વાદળી બળદ
போல் புழு,Bણપત્ર
பட்டாம்பூச்சி,બ butterટરફ્લાય
பாக்டீரியாலஜிஸ்ட்,જીવાણુવિજ્ologistાની
உயிர் வேதியியலாளர்,જૈવ રસાયણાકાર
உயிரியலாளர்,જીવવિજ્ologistાન
பயோடெக்னாலஜிஸ்ட்,જીવવિજ્ologistાની
தாவரவியலாளர்,વનસ્પતિશાસ્ત્ર
சி ஈரப்பதம் சிறப்பியல்பு வளைவு,સી ભેજ લાક્ષણિકતા વળાંક
கேக்,કેક
கணக்கீட்டு,ગુણવાળું
கணக்கீடு,ચુન્યાસ
பாஸ்பேட் கணக்கீடு,ફોસ્ફેટનું ગણતરી
காலோசிட்டி,ઉશ્કેરાટ
கால்சஸ்,ક callલસ
கலிக்ஸ்,Calાળ
கலிக்ஸ்-எண்ட்,ક calલિક્સનો અંત
காம்பியம்,કણસ
புற்றுநோய்,ક canંગું
கேனிங்,ડબ્બા
விதானம்,છત્ર
மூலதனம்,પાટનગર
கேப்ரிஃபிகேஷன்,કરચલીકરણ
காப்ஸ்யூல்,ક capંગલ
கார்பனேற்றப்பட்ட,કાર્બન
கார்பனாக்கல்,કાર્બનલાઇઝેશન
கார்பல்,કળ
கார்பஸ்,કળશ
வார்ப்பு,કિલ્લો
வினையூக்கம்,વિસર્જન
வினையூக்கம்,ઉદ્દીપન
கம்பளிப்பூச்சி,ઈયળ
சி-டி.என்.ஏ நூலகம்,સી-ડી.એન.એ.
உச்சவரம்பு,છત
செல்,ઓરડું
மத்திய தலைவர் அமைப்பு,કેન્દ્રીય નેતા પદ્ધતિ
மையமாக,કેન્દ્ર બનાવવી
மையவிலக்கு,કેન્દ્રો
மையவிலக்கு,કેન્દ્ર
சென்ட்ரியோல்,કેન્દ્ર
சென்ட்ரோஜெனிக்,કેન્દ્રોવાળું
சென்ட்ரெஸ்ஜெனஸ்,કેન્દ્રો
செர்கஸ்,કરકસર
தானியங்கள்,ધારણ
சான்றிதழ்,પ્રમાણપત્ર
சான்றளிக்கப்பட்ட விதை,પ્રમાણિત બીજ
சஃப்,કણ
சலாசா,ચલાઝા
வேதியியல்,વાદળવિજ્ismાન
சியாஸ்மா,જાંબુડિયા રંગ
குளிர்ச்சியான நேரம்,ઠંડક કલાકો
குளிர்ச்சியான காயம்,ઠંડક ઇજા
சிமேரா,તંગ
குளோராந்தி,કળ
குளோரோபில்,હરિતદ્રવ્ય
குளோரோசிஸ்,હરિતદ્રવ્ય
குளோரோலஜி,હરિતદ્રવ્ય
குரோமாடிட்,ક્રોમેટિડ
குரோமாடின்,ક્રોમટિન
குரோமடோகிராபி,ક્રોમશલિઓ
குரோமாடோலிசிஸ்,ક્રોધિતતા
குரோமோசென்ட்ரே,ક્રોમોસેન્ટ્રી
குரோமோஜெனெஸிஸ்,ક્રોમતત્વ
குரோமோபுரோட்டீன்,રંગભૂમિ
குரோமோசோம்,રંગબેરંગી
நாள்பட்ட,કાયમી
சிட்ரேஞ்ச்,સિત્તર
கிளாடோட்,કવડો
வகைப்பாடு,વર્ગીકરણ
களிமண்,માટી
சுத்தம்,સફાઈ
கிளீஸ்டோகாமி,રોટી
க்ளைமாக்டெரிக் பழம்,ઘાતકી ફળ
காலநிலை,વાતાવરણ
காலநிலைவியல்,આબોહવાવિજ્ologyાન
கிளிப்பர்,જાડું
துணி,ગાલ
குளோன்,ક્લોન
மேகம்,વાદળ
கொத்து,ઝગડો
கொத்து,ઝગડો
கரடுமுரடான,બરછટ
கோட்டை (விதை),કોટ (બીજ)
COCOON,કોપરો
கோஎன்சைம்,કોનઝાઇમ
ஒத்திசைவு,સુશોભન
Coir,Coાંકણ
கோல்ரோஹிசா,કોયડો
காலர்,કોઠાર
கூழ் (மண்),કોલોઇડ (માટી)
கொலுமெல்லா,જાંબુડિયા રંગનું બનેલું
நெடுவரிசை,કોલમ
துவக்கவாதம்,સંપ્રદાય
வணிக வங்கி,વેપારી બેંક
பொருள்,કોડ્યુ
சமூக,સમુદાય
சுருக்கம் (மண்ணின்),કોમ્પેક્શન (માટીનું)
பொருந்தக்கூடிய தன்மை,સુસંગતતા
பொருந்தக்கூடிய தன்மை,સુસંગતતા
இழப்பீடு,વળતર
போட்டி தொடர்பு,સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા
நிரப்பு பயிர்,પૂરક પાક
சிக்கலான,સંકુલ
கூறு,ઘટક
கலவை,-નું જોડાણ
உரம்,કંપોસ્ટ
கூட்டு வட்டி,સંયોજન વ્યાજ
கணக்கீடு,ગણતરી
கணினி,કોમ્પ્યુટર
செறிவு,એકાગ્રતા
கண்டிஷனர்,શરત
நடத்தை,વાહકતા
உள்ளமைவு,ગોઠવણી
ஏற்ப,સુસંગતતા
குழப்பம்,મૂંઝવણભર્યું
இணைவு,જોડાણ
இணைப்பு,સંબંધક
பாதுகாப்பு,સંરક્ષણ
ஒருங்கிணைப்பு,એકીકરણ
தொகுதிகள்,ઘટ
நுகர்வோர்,ગ્રાહક
நுகர்வு,વપરાશ
மாசுபாடு,દૂષણ
விளிம்பு நடவு,સમોચ્ચ વાવેતર
விளிம்பு,સમતૈલી
ஒப்பந்த விவசாயம்,કરાર -ખેતી
கட்டுப்படுத்தப்பட்ட சேமிப்பு,નિયંત્રિત સંગ્રહ
கூட்டுறவு வங்கி,સહકારી બેંક
கூட்டுறவு,ભૌતિક
காப்பிஸ்,ક copંગું
கோர்ம்,કોતર
கொரோலா,કોથળી
கோர்டெக்ஸ்,કોતરણી
செலவு,ખર્ચ
கோட்டிலிடன் (விதை),કોટિલેડોન (બીજ)
கடன் சங்கம்,ધિરાણ મંડળી
கடன்,જમા
கடன் வழங்குபவர்,લેણદાર
முகடு,ખરબચડું
நொறுக்குதல்,કરચલી
நெருக்கடி,સંકટ
அளவுகோல்,માપદંડ
விமர்சன,વિવેકી
பயிர் காப்பீடு,પાક વીમો
பயிர் கடன்,પાક -લોન
பயிர்,પાક
பயிர் பகுதி,પાક વિસ્તાર
குறுக்கு இணக்கமானது,વળગાડ
கிரீடம் (ஆலை),તાજ (છોડ)
நொறுக்கு,ભડકો
மேல் ஓடு,બંદર
கிரிப்டோகாம்,ગુપ્ત
குல் (பழங்கள்),કુલ (ફળો)
அடிம்,ક culંગું
சாகுபடி,ખેડૂત
சாகுபடி,ખેતી
பயிரிடுபவர்,ખેડૂત
கலாச்சாரம்,સંસ્કાર
குணப்படுத்துதல்,ઉપચાર
கர்லிங்,કરચલી
நாணய,ચલણ
வெட்டு,પહાડીચણો
கட்டிங்,કાપવા
நீர்க்கட்டி,કોતરણી
சைட்டோக்ரோம்,કોયડો
சைட்டோகாமி,ચિત્ત્રમણિકા
சைட்டோஜெனெஸிஸ்,ચક્રાક્રમ
சைட்டோஜெனெடிக்ஸ்,સાયટોજેનેટિક્સ
சைட்டோகினேசிஸ்,ચિત્તભ્રમ
சைட்டாலஜி,મનોહરવિજ્ cyાન
சைட்டோலிசிஸ்,કોયતરો
சைட்டோமியர்,કોથળી
சைட்டோபிளாசம்,કોયડો
முட்டைக்கோஸ்,કોબી
கற்றாழை,કactક્ટસ
காலெண்டுலா,ક calંડન
கேனரி புல் (ஃபாலரிஸ்),કેનેરી ઘાસ (ફાલારિસ)
கன்னா,ઝેર
கபாரிஸ்,કળણ
கேப்சிகம்,ક capંગિકમ
காரம்போலா,કોથળી
கராபா,કાર્પા
ஏலக்காய்,ઇલાયચી
கார்னேஷன்,સંતાડ
கேரட்,ગાજર
முந்திரிப்பருப்பு,કાજુ
காசியா,કાસિયા
ஆமணக்கு,એરપોર
காலிஃபிளவர்,ફૂલકોબી
செலரி,કચુંબરની વનસ્પતિ
SAMPAC,ચેમ્પ
செனோபடியம்,ચેતાન
செர்ரி தக்காளி,ચેરી ટમેટા
செர்ரி,ચેરી
"சுண்டல், கிராம்","ચણા, ગ્રામ"
மிளகாய்,મરચાં
சீனா டர்பெண்டைன் மரம்,ચાઇના ટર્પેન્ટાઇન ટ્રી
சவ் சவ்,ચો-ચો
கிரிஸான்தமம்,ક્રાયસન્થેમમ
"சூஃபா, பூமி பாதாம்","ચુફા, પૃથ્વી બદામ"
சிகோரி,ચિત્ત
இலவங்கப்பட்டை,તજ
சிட்ரான்,સિટ્રોન
சிட்ரோனெல்லா புல்,સિટ્રોનેલા ઘાસ
மல்லிகை ஏறும்,ચ bingતી જાસ્મિન
கிராம்பு,ફાટવું
கிளஸ்டர் பீன்,કલગીર બીન
கோகோ,કોકો
தேங்காய்,નારિયેળ
கொட்டைவடி நீர்,કોફી
கோலியஸ்,કોલસ
கொலோகாசியா,કોલોકસિયા
"கொலோசிந்த், கசப்பான ஆப்பிள்","કોલોસિન્થ, કડવો સફરજન"
பொதுவான பர்ஸ்லேன்,સામાન્ય પરત
கொத்தமல்லி,કોથમીર
பருத்தி,સુતરાઉ
கவ்பியா,કોથળી
கியூப்,ઘનબી
வெள்ளரி,કાકડી
கிகர்பிட்ஸ்,કકર્બિટ્સ
சீரகம்,જીરું
கறி இலை,પર્ણ
கஸ்டார்ட் ஆப்பிள்,સીતાફળ
காப்ஸ்யூல் துளைப்பான்,કોઇ
கம்பளிப்பூச்சி,કેટરપિલર
சிட்ரஸ் சைலா,સાઇટ્રસ સાયલ્લા
மட்டைப்பந்து,ક્રિકેટ
காகம்,તારવું
புழு வெட்டு,કૃમિ
பால்,ડેરી
பால்,ડેરીંગ
அணை,ડામ
நாள்-நடுநிலை,તટસ્થ
பூக்கும் சில நாட்கள்,ફૂલો પછીના દિવસો
முழு பூக்கும் சில நாட்கள்,સંપૂર્ણ મોર પછીના દિવસો
டிப்ளஸமிங்,ભિન્ન
Decalcification,છળ
Decant,ડોકટ
சிதைவு,સડો
இலையுதிர்,નિર્ણાયક
தசம,દશાંશ
குறைபாடு,ઉણલી
மண் (மண்),ડિફ્લોક્યુલેશન (માટી)
அழிவு,ઉન્મત્ત
நீக்குதல்,અસ્થિરતા
காடழிப்பு,વન -નાબૂદી
சிதைவு,અધ degપન
சீரழிவு,અધોગતિ
பட்டம் நாட்கள்,ડિગ્રી દિવસ
பட்டம்,પ્રમાણ
விலகல்,વિકૃત
Dehulling,ઉદ્ધત
நீக்குதல்,ધ્રુવીય
நீரிழப்பு,નિર્જલીકરણ
ஹைட்ரேட்டர்,નિર્જૃપક
தேவை,માંગ
குறைப்பு,પ્રાણઘાતક
மறுப்பு,ખોટો ઉપયોગ
வைப்பு,થાપણ
படிவு,જુબાની
தேய்மானம் அழிவு,ઘસૃષ્ટિ
வறட்சி,અવ્યવસ્થા
வடிவமைப்பு,આચાર
டெசிகேட்டர்,બેસાડનાર
அழித்தல்,ખામી
Decuckering,આછું
தேசனாப்சிஸ்,દેશી
டிடாஸல்,ખાદ્ય પદાર્થ
டிடாசெலிங்,અસ્થિર
தீர்மானிக்கும்,નિર્ધારક
மதிப்புக் குறைப்பு,અવમૂલ્યન
Devegetation,નીરસ
விலகல்,વિચલનો
டயட்,નિષ્ઠુર
நோயறிதல்,નિદાન
டைக்கோகாமி,દ્વિ -દખલ
இருவகை,અલગ -અલગ
டைகோடைலெடன் (விதை),ડિકોટિલેડોન (બીજ)
திரும்பவும் (நோய்),પાછા ડાઇ (રોગ)
பரவல்,પ્રસાર
செரிமானம்,પાચનત્વ
Dihibrid,દિગ્ગજ
டைக் (டைக்),ડાઇક (ડાઇક)
நீர்த்த,પાતળું
Dioecious,દ્વેષી
டிப்ளாய்டு,રાજદ્રોહ
டிப்ளாய்டு,રાજદ્રોહ
டிப்ளோனெமா,રાજદ્રોહ
நீக்குதல்,અવજ્ disા
டிஸ்கிங்,ઠપકો
தள்ளுபடி,છૂટ
கிருமிநாசினி,જીવાલો
சிதறல்,વિક્ષેપ
பரப்புதல்,પ્રસાર
பல்வகைப்படுத்தல்,વૈવિધ્ય
பன்முகப்படுத்தப்பட்ட விவசாயம்,વૈવિધ્યપૂર્ણ ખેતી
டி.என்.ஏ ஏணி,ડીએનએ સીડી
டி.என்.ஏ ஏற்பி,ડીએનએ રીસેપ્ટર
கப்பல்துறை,ગોળાકાર
ஆதிக்கம் செலுத்தும்,પ્રભુત્વપૂર્ણ
செயலற்ற தன்மை,નિષ્ક્રિયતા
டோஸ்,માત્રા
இரட்டை சிக்மாய்டு வளைவு,ડબલ સિગ્મ id ઇડ વળાંક
வரைவு (வரைவு),ડ્રાફ્ટ (ડ્રાફ્ટ)
வடிகால்,ગટર
வடிகால்,ગટર
வரை,ખેંચાણ
நனைத்தல்,ભીડિયું
ஆடை (விதை),ડ્રેસિંગ (બીજ)
துரப்பணம் (n.),ડ્રિલ (એન.)
துளையிடுதல் (Ag. Engg),ડ્રિલિંગ (એજી. એન્જીજી)
துளையிடுதல் (வேளாண்),ડ્રિલિંગ (કૃષિવિજ્) ાન)
சொட்டு நீர் பாசனம்,ટીપું સિંચાઈ
உலர் நில விவசாயம்,સૂકરાની ખેતી
தூசி,ધૂળ
டஸ்டர்,ડસ્ટર
தூசி,ધૂમ્રપાન
குள்ள,વામન
குள்ள பிரமிடு,વામન પિરામિડ
குள்ள,વામન
டெய்ஸி,ડેઝી
தேதிகள்,તારીખ
நாள் மல்லிகை,જાસ્મિન
வெந்தயம்,સુવાદાણા
தினநாத் புல்,દંડ
டோடர்,ઘા
"டூப் புல், பெர்முடா புல்","ડૂબ ઘાસ, બર્મુડા ઘાસ"
ட்ரூஸ்,ભડકો
உலர் இஞ்சி,સૂકા આદુ
வண்டு,અછડતી ભમરો
ட்ரோன்,ડ્રોન
வாத்து,બતક
சூழலியல்,પરિસ્થિતિવિજ્ologyાન
எக்கோனோமெட்ரிக்ஸ்,અર્થશાસ્ત્ર
பொருளாதார செயல்திறன்,આર્થિક કાર્યક્ષમતા
சுற்றுச்சூழல்,પર્યાવરણ
எக்டோட்ரோபிக்,શિષ્ટાચારને લગતું
எடாபிக்,શેખીને લગતું
எடாஃபாலஜி,પદવિજ્ologyાન
விளிம்பு,ધાર
உண்ணக்கூடிய பகுதி,ખાદ્ય ભાગ
தேவையின் நெகிழ்ச்சி,સ્થિતિસ્થાપકતા
உற்பத்தியின் நெகிழ்ச்சி,સ્થિતિસ્થાપકતા
மின்னாற்பகுப்பு,વિદ્યાપમાણ
எலக்ட்ரோபோரேசிஸ்,વિદ્યુતપ્રવાહ
நீர்த்தல்,નિરુત્સાહ
எமாஸ்குலேட்டர்,છાતીવાળું
உள்ளடக்கியது,પાંુમાદ
கரு,ભ્રમણ
கரு,ગર્ભવિજ્ embાન
தோற்றம்,આતુરતા
குழம்பாக்கி,પ્રવાહી ભ્રષ્ટ વ્યક્તિ
