Punjabi,Kannada
ਮੈਟ੍ਰਿਕਸ ਦੇ ਜੋੜ,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಸೇರ್ಪಡೆ
ਬਹੁਪਦ ਦਾ ਜੋੜ,ಬಹುಪದಗಳ ಸೇರ್ಪಡೆ
ਸੰਭਾਵਨਾਵਾਂ ਦਾ ਜੋੜ,ಸಂಭವನೀಯತೆಗಳ ಸೇರ್ಪಡೆ
ਵੈਕਟਰ ਦਾ ਜੋੜ,ವಾಹಕಗಳ ಸೇರ್ಪಡೆ
ਵਾਧੂ ਪ੍ਰਮੇਯ,ಸೇರ್ಪಡೆ ಪ್ರಮೇಯ
additive ਗਰੁੱਪ,ಸಂಯೋಜಕ ಗುಂಪು
additive ਉਲਟ,ಸಂಯೋಜಕ ವಿಲೋಮ
additive ਸੰਪਤੀ,ಸಂಯೋಜಕ ಆಸ್ತಿ
additivity,ಸಂಕಲನ
ਆਸਪਾਸ ਮੈਟ੍ਰਿਕਸ,ಪಕ್ಕದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ਨੇੜੇ,ಪಕ್ಕದ
ਨੇੜੇ ਦੇ ਕੋਣ,ಪಕ್ಕದ ಕೋನಗಳು
ਨੇੜੇ ਦਾ ਸਿਰਾ,ಪಕ್ಕದ ಶೃಂಗ
ਨਾਲ ਜੁੜੋ,ಹೊಂದು
ਨਾਲ ਲੱਗਦੇ,ಪಕ್ಕದ
ਸੰਜੋਗ ਨਿਰਧਾਰਕ,ಸಂಯೋಜಿತ ನಿರ್ಣಾಯಕ
ਸੰਜੋਗ ਵਿਭਿੰਨ ਸਮੀਕਰਨ,ಸಂಯೋಜಿತ ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
ਸੰਜੋਗ ਸਮੀਕਰਨ,ಸಂಯೋಜಿತ ಸಮೀಕರಣ
ਸੰਜੋਗ ਮੈਟ੍ਰਿਕਸ,ಸಂಯೋಜಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ਮੈਟ੍ਰਿਕਸ ਦਾ ਜੋੜ,ಮ್ಯಾಟ್ರಿಕ್ಸ್ನ ಸಂಯೋಜಿತ
ਨਿਰਣਾਇਕ ਮੈਟ੍ਰਿਕਸ,ಅಡ್ಜುಗೇಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ਸਵੀਕਾਰਯੋਗ ਫੈਸਲੇ ਫੰਕਸ਼ਨ,ಸ್ವೀಕಾರಾರ್ಹ ನಿರ್ಧಾರ ಕಾರ್ಯ
ਮੰਨਣਯੋਗ ਪਰਿਕਲਪਨਾ,ಸ್ವೀಕಾರಾರ್ಹ ಕಲ್ಪನೆ
ਐਰੋਡਾਇਨਾਮਿਕ ਫੋਰਸ,ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಶಕ್ತಿ
ਐਰੋਡਾਇਨਾਮਿਕਸ,ವಾಯುಬಲವಿಜ್ಞಾನ
affine ਜਿਓਮੈਟਰੀ,ಅಫೈನ್ ಜ್ಯಾಮಿತಿ
affine ਮੈਪਿੰਗ,ಅಫೈನ್ ಮ್ಯಾಪಿಂಗ್
affine ਪਰਿਵਰਤਨ,ಅಫೈನ್ ರೂಪಾಂತರ
ਵੇਰੀਏਬਲ ਇਕੱਠੇ ਕਰਨਾ,ಒಟ್ಟುಗೂಡಿಸುವ ಅಸ್ಥಿರ
ਅਲਜਬਰਾ,ಬೀಜಗಣಿತ
ਬੀਜਗਣਿਤ ਬੰਦ,ಬೀಜಗಣಿತವಾಗಿ ಮುಚ್ಚಲಾಗಿದೆ
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,ಬೀಜಗಣಿತದ ಸಮೀಕರಣ
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,ಬೀಜಗಣಿತದ ಅಭಿವ್ಯಕ್ತಿ
ਬੀਜਗਣਿਤ ਰੂਪ,ಬೀಜಗಣಿತ ರೂಪ
ਬੀਜਗਣਿਤ ਫੰਕਸ਼ਨ,ಬೀಜಗಣಿತದ ಕಾರ್ಯ
ਬੀਜਗਣਿਤ ਜਿਓਮੈਟਰੀ,ಬೀಜಗಣಿತದ ರೇಖಾಗಣಿತ
ਬੀਜਗਣਿਤ ਗੁਣਾ,ಬೀಜಗಣಿತದ ಬಹುಸಂಖ್ಯೆ
ਬੀਜਗਣਿਤ ਪ੍ਰਣਾਲੀ,ಬೀಜಗಣಿತ ವ್ಯವಸ್ಥೆ
ਸਾਰੇ ਪੂਰਨ ਅੰਕ ਸਮੱਸਿਆ,ಎಲ್ಲಾ ಪೂರ್ಣಾಂಕ ಸಮಸ್ಯೆ
ਵੰਡ ਸਮੱਸਿਆ,ಹಂಚಿಕೆ ಸಮಸ್ಯೆ
ਵਰਣਮਾਲਾ ਸੰਕੇਤ,ವರ್ಣಮಾಲೆಯ ಸಂಕೇತ
ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ,ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ
ਵਿਕਲਪਕ ਕੋਣ,ಪರ್ಯಾಯ ಕೋನ
ਬਦਲਵੇਂ ਰੂਪ,ಪರ್ಯಾಯ ರೂಪ
ਬਦਲਵੇਂ ਸਮੂਹ,ಪರ್ಯಾಯ ಗುಂಪು
ਬਦਲਵੀਂ ਮੈਟਰਿਕਸ,ಪರ್ಯಾಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ਬਦਲਵੀਂ ਲੜੀ,ಪರ್ಯಾಯ ಸರಣಿ
ਵਿਕਲਪਕ ਅਨੁਮਾਨ,ಪರ್ಯಾಯ ಕಲ್ಪನೆ
ਵਿਕਲਪਕ ਅਨੁਕੂਲਤਾ,ಪರ್ಯಾಯ ಆಪ್ಟಿಮಾ
ਵਿਕਲਪਕ ਨਤੀਜਾ,ಪರ್ಯಾಯ ಫಲಿತಾಂಶ
ਐਨਾਲਾਗ-ਟੂ-ਡਿਜੀਟਲ ਕਨਵਰਟਰ,ಅನಲಾಗ್-ಟು-ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕ
ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ,ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್
ਵਿਸ਼ਲੇਸ਼ਣ,ವಿಶ್ಲೇಷಣೆ
ਸਹਿਪ੍ਰਸਤੀ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,ಸಹವರ್ತಿತ್ವದ ವಿಶ್ಲೇಷಣೆ
ਗਣਨਾ ਡੇਟਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,ಎಣಿಕೆಯ ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ
ਵਿਭਿੰਨਤਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,ವ್ಯತ್ಯಾಸದ ವಿಶ್ಲೇಷಣೆ
ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਜਿਓਮੈਟਰੀ,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
ਵਿਸ਼ਲੇਸ਼ਣ ਫੰਕਸ਼ਨ,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ
ਕੋਣ,ಕೋನ
ਸੰਪਰਕ ਦਾ ਕੋਣ,ಸಂಪರ್ಕದ ಕೋನ
ਭਟਕਣ ਦਾ ਕੋਣ,ವಿಚಲನ ಕೋನ
ਡਿਪਰੈਸ਼ਨ ਦਾ ਕੋਣ,ಖಿನ್ನತೆಯ ಕೋನ
ਭਟਕਣ ਦਾ ਕੋਣ,ವಿಚಲನ ಕೋನ
ਵਿਭਿੰਨਤਾ ਦਾ ਕੋਣ,ವಿವರ್ತನೆಯ ಕೋನ
ਉਚਾਈ ਦਾ ਕੋਣ,ಎತ್ತರದ ಕೋನ
ਘਟਨਾ ਦਾ ਕੋਣ,ಘಟನೆಯ ಕೋನ
ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਕੋਣ,ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ
ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ,ಪ್ರತಿಬಿಂಬದ ಕೋನ
ਅਪਵਰਤਨ ਦਾ ਕੋਣ,ವಕ್ರೀಭವನದ ಕೋನ
ਰੋਟੇਸ਼ਨ ਦਾ ਕੋਣ,ತಿರುಗುವಿಕೆಯ ಕೋನ
ਕੁੱਲ ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ,ಒಟ್ಟು ಪ್ರತಿಫಲನದ ಕೋನ
ਕੋਣੀ ਪ੍ਰਵੇਗ,ಕೋನೀಯ ವೇಗವರ್ಧನೆ
ਕੋਣੀ ਗਤੀ,ಕೋನೀಯ ಚಲನೆ
ਕੋਣੀ ਗਤੀ,ಕೋನೀಯ ವೇಗ
ਕੋਣੀ ਵੇਗ,ಕೋನೀಯ ವೇಗ
ਐਨੁਲਸ,ವಾರ್ಷಿಕ
ਜਵਾਬ,ಉತ್ತರ
ਵਿਰੋਧੀ ਡੈਰੀਵੇਟਿਵ,ವಿರೋಧಿ ಉತ್ಪನ್ನ
ਵਿਰੋਧੀ ਸਮਰੂਪ ਫੰਕਸ਼ਨ,ಆಂಟಿಸಿಮೆಟ್ರಿಕ್ ಕಾರ್ಯ
ਲਾਗੂ ਹੈ,ಅನ್ವಯಿಸುವ
ਐਪਲੀਕੇਸ਼ਨ,ಅಪ್ಲಿಕೇಶನ್
ਲਾਗੂ ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ਲਾਗੂ ਕੀਤੀ ਜਿਓਮੈਟਰੀ,ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ
ਲਾਗੂ ਗਣਿਤ,ಅನ್ವಯಿಕ ಗಣಿತ
ਲਾਗੂ ਅੰਕੜੇ,ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು
ਲਗਭਗ,ಸರಿಸುಮಾರು
ਲਗਭਗ ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ,ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ
ਅੰਦਾਜ਼ਨ ਢੰਗ,ಅಂದಾಜು ವಿಧಾನ
ਅੰਦਾਜ਼ਨ ਹੱਲ,ಅಂದಾಜು ಪರಿಹಾರ
ਲਗਭਗ ਸਮੱਸਿਆ,ಅಂದಾಜು ಸಮಸ್ಯೆ
ਲਗਭਗ ਸੰਪਤੀ,ಅಂದಾಜು ಆಸ್ತಿ
ਯੋਗਤਾ ਟੈਸਟ ਬੈਟਰੀ,ಆಪ್ಟಿಟ್ಯೂಡ್ ಟೆಸ್ಟ್ ಬ್ಯಾಟರಿ
Argand ਚਿੱਤਰ,ಅರ್ಗಾಂಡ್ ರೇಖಾಚಿತ್ರ
ਆਪਹੁਦਰੇ ਢੰਗ ਨਾਲ ਚੁਣਿਆ ਗਿਆ ਹੈ,ನಿರಂಕುಶವಾಗಿ ಆಯ್ಕೆ ಮಾಡಲಾಗಿದೆ
ਮਨਮਾਨੀ,ನಿರಂಕುಶ
ਆਪਹੁਦਰੇ ਸਥਿਰ,ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ
ਆਪਹੁਦਰੇ ਤੱਤ,ಅನಿಯಂತ್ರಿತ ಅಂಶ
ਮਨਮਾਨੀ ਬਿੰਦੂ,ಅನಿಯಂತ್ರಿತ ಬಿಂದು
ਆਰਕੀਮੀਡੀਅਨ ਕਾਨੂੰਨ,ಆರ್ಕೆಮಿಡಿಯನ್ ಕಾನೂನು
ਆਰਕੀਮੀਡੀਜ਼ ਸਿਧਾਂਤ,ಆರ್ಕಿಮಿಡಿಸ್ ತತ್ವ
ਚਾਪ ਦੀ ਲੰਬਾਈ,ಆರ್ಕ್ ಉದ್ದ
ਚੱਕਰ ਦਾ ਚਾਪ,ವೃತ್ತದ ಚಾಪ
ਚਾਪ ਸਾਇਨ ਵੰਡ,ಆರ್ಕ್ ಸೈನ್ ವಿತರಣೆ
ਚਾਪ ਸਾਇਨ ਪਰਿਵਰਤਨ,ಆರ್ಕ್ ಸೈನ್ ರೂಪಾಂತರ
ਖੇਤਰ,ಪ್ರದೇಶ
ਖੇਤਰੀ ਬਣਤਰ,ಪ್ರದೇಶದ ವಿನ್ಯಾಸ
ਕੰਪਲੈਕਸ ਨੰਬਰ ਦੀ ਦਲੀਲ,ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ವಾದ
ਗਣਿਤ ਦਾ ਮਤਲਬ,ಅಂಕಗಣಿತದ ಸರಾಸರಿ
ਗਣਿਤ ਦੀ ਕਾਰਵਾਈ,ಅಂಕಗಣಿತದ ಕಾರ್ಯಾಚರಣೆ
ਗਣਿਤ ਦੀ ਇਕਾਈ,ಅಂಕಗಣಿತದ ಘಟಕ
ਪ੍ਰਬੰਧ,ವ್ಯವಸ್ಥೆ
ਐਰੇ,ಶ್ರೇಣಿ
ਨਕਲੀ ਸੈਟੇਲਾਈਟ,ಕೃತಕ ಉಪಗ್ರಹ
ਨਕਲੀ ਵੇਰੀਏਬਲ,ಕೃತಕ ವೇರಿಯಬಲ್
ਚੜ੍ਹਨਾ,ಏರು
ਵੱਧਦੇ ਹੋਏ,ಆರೋಹಣ
ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ,ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ
ਚੜ੍ਹਦੀ ਲੜੀ,ಆರೋಹಣ ಸರಣಿ
ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ,ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ
ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ,ನಿಯೋಜನೆ ಸಮಸ್ಯೆ
ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ,ಸಹಾಯಕ ಕಾನೂನು
ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ,ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ಕಾನೂನು
ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ,ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ
ਸੰਗਤ,ಸಹಭಾಗಿತ್ವ
ਮਤਲਬ ਮੰਨਿਆ,ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ
ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ,ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ
ਧਾਰਨਾ,ಊಹೆ
ਜੋਤਿਸ਼,ಜ್ಯೋತಿಷ್ಯ
ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ,ಗಗನಯಾತ್ರಿ ಇಂಜಿನಿಯರ್
ਖਗੋਲ ਵਿਗਿਆਨੀ,ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ
ਖਗੋਲੀ ਘੜੀ,ಖಗೋಳ ಗಡಿಯಾರ
ਖਗੋਲ ਵਿਗਿਆਨ,ಖಗೋಳಶಾಸ್ತ್ರ
ਅਸਮਿਤ ਵਕਰ,ಅಸಮವಾದ ಕರ್ವ್
ਅਸਮਿਤੀ,ಅಸಿಮ್ಮೆಟ್ರಿ
asymptote,ಲಕ್ಷಣರಹಿತ
asymptotic,ಲಕ್ಷಣರಹಿತ
asymptotically ਕੁਸ਼ਲ ਅਨੁਮਾਨਕ,ಲಕ್ಷಣರಹಿತ ಪರಿಣಾಮಕಾರಿ ಅಂದಾಜುಗಾರ
asymptotically ਨਿਰਪੱਖ ਅਨੁਮਾਨਕ,ಲಕ್ಷಣರಹಿತವಾಗಿ ನಿಷ್ಪಕ್ಷಪಾತ ಅಂದಾಜುಗಾರ
asymptotic ਵਿਵਹਾਰ,ಲಕ್ಷಣರಹಿತ ನಡವಳಿಕೆ
asymptotic ਵੰਡ ਫੰਕਸ਼ਨ,ಲಕ್ಷಣರಹಿತ ವಿತರಣಾ ಕಾರ್ಯ
asymptotic ਵਿਸਥਾਰ,ಲಕ್ಷಣರಹಿತ ವಿಸ್ತರಣೆ
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,ವಾತಾವರಣದ ಒತ್ತಡ
ਬੇਤਰਤੀਬੇ &#39;ਤੇ,ಯಾದೃಚ್ಛಿಕವಾಗಿ
ਵਿਸ਼ੇਸ਼ਤਾ,ಗುಣಲಕ್ಷಣ
ਗੁਣ ਨਮੂਨਾ ਪ੍ਰਕਿਰਿਆ,ಮಾದರಿ ವಿಧಾನದ ಗುಣಲಕ್ಷಣಗಳು
ਵਧੀ ਹੋਈ ਮੈਟਰਿਕਸ,ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ,ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ
ਸਵੈ-ਸਬੰਧੀ ਫੰਕਸ਼ਨ,ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ
autocovariance,ಆಟೋಕೋವೇರಿಯನ್ಸ್
ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ,ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್
ਆਟੋਰਿਗਰੇਸ਼ਨ,ಸ್ವಯಂ ಹಿನ್ನಡೆ
ਸਹਾਇਕ ਸਮੀਕਰਨ,ಸಹಾಯಕ ಸಮೀಕರಣ
ਔਸਤ ਨਮੂਨਾ ਨੰਬਰ ਵਕਰ (ASN ਕਰਵ),ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (ASN ಕರ್ವ್)
axiom,ಮೂಲತತ್ವ
ਸਵੈ-ਜੀਵਨੀ ਪਹੁੰਚ,ಅಕ್ಷೀಯ ವಿಧಾನ
ਸੰਭਾਵਨਾ ਦਾ axiom,ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ
ਧੁਰਾ,ಅಕ್ಷರೇಖೆ
abscissa ਦਾ ਧੁਰਾ,ಅಬ್ಸಿಸ್ಸಾದ ಅಕ್ಷ
ਧਰਤੀ ਦੀ ਧੁਰੀ,ಭೂಮಿಯ ಅಕ್ಷ
ਇਨਕਲਾਬ ਦੀ ਧੁਰੀ,ಕ್ರಾಂತಿಯ ಅಕ್ಷ
ਰੋਟੇਸ਼ਨ ਦਾ ਧੁਰਾ,ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ
ਸਪਿਨ ਦਾ ਧੁਰਾ,ಸ್ಪಿನ್ ಅಕ್ಷ
ਵਾਪਸ-ਸਥਾਪਨਾ,ಬ್ಯಾಕ್-ಬದಲಿ
ਪਿਛਲਾ ਫਰਕ,ಹಿಂದುಳಿದ ವ್ಯತ್ಯಾಸ
ਬੈਕਵਰਡ-ਇੰਟਰਪੋਲੇਸ਼ਨ ਫਾਰਮੂਲਾ,ಹಿಂದುಳಿದ-ಪ್ರಕ್ಷೇಪಣ ಸೂತ್ರ
ਸੰਤੁਲਨ,ಸಮತೋಲನ
ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ,ಸಮತೋಲಿತ ವಿನ್ಯಾಸ
ਸੰਤੁਲਨ ਸ਼ੀਟ,ಆಯವ್ಯಯ ಪಟ್ಟಿ
ਬੈਲਿਸਟਿਕ ਮਿਜ਼ਾਈਲ,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಕ್ಷಿಪಣಿ
ਬੈਲਿਸਟਿਕਸ,ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್
ਪੱਟੀ,ಬಾರ್
ਅਧਾਰ,ಬೇಸ್
ਅਧਾਰ ਕੋਣ,ಮೂಲ ಕೋನ
ਲਘੂਗਣਕ ਦਾ ਅਧਾਰ,ಲಾಗರಿಥಮ್ನ ಆಧಾರ
ਬੁਨਿਆਦੀ,ಮೂಲಭೂತ
ਬੁਨਿਆਦੀ ਸੰਭਵ ਹੱਲ,ಮೂಲ ಕಾರ್ಯಸಾಧ್ಯ ಪರಿಹಾರ
ਬੁਨਿਆਦੀ ਹੱਲ,ಮೂಲ ಪರಿಹಾರ
ਬੁਨਿਆਦੀ ਵੇਰੀਏਬਲ,ಮೂಲ ವೇರಿಯಬಲ್
ਆਧਾਰ,ಆಧಾರದ
ਆਧਾਰ ਤੱਤ,ಆಧಾರ ಅಂಶ
ਆਧਾਰ ਮੈਟਰਿਕਸ,ಆಧಾರ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ਇੱਕ ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ,ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ
ਸਬਸਪੇਸ ਦਾ ਆਧਾਰ,ಉಪಸ್ಥಳದ ಆಧಾರ
ਬੇਸੀਅਨ ਅੰਦਾਜ਼ਾ,ಬೇಸಿಯನ್ ಅಂದಾಜು
ਬੇਸ ਦਾ ਕਾਨੂੰਨ,ಬೇಯ್ಸ್ ಕಾನೂನು
ਬੇਅਸ ਦਾ ਸਿਧਾਂਤ,ಬೇಯಸ್ ಪ್ರಮೇಯ
ਬਰਨੌਲੀ ਵੰਡ,ಬರ್ನೌಲ್ಲಿ ವಿತರಣೆ
ਬਰਨੌਲੀ ਨੰਬਰ,ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆ
ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ,ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ
ਬਰਨੌਲੀ ਦਾ ਸਮੀਕਰਨ,ಬರ್ನೌಲಿಯ ಸಮೀಕರಣ
ਬੇਰੀ ਫੰਕਸ਼ਨ,ಬೆರ್ರಿ ಕಾರ್ಯ
ਵਧੀਆ ਫਿੱਟ,ಅತ್ಯುತ್ತಮ ಫಿಟ್
ਵਧੀਆ - ਫਿੱਟ ਲਾਈਨ,ಅತ್ಯುತ್ತಮ - ಫಿಟ್ ಲೈನ್
ਵਧੀਆ ਹੱਲ,ಉತ್ತಮ ಪರಿಹಾರ
ਵਧੀਆ ਰਣਨੀਤੀਆਂ,ಅತ್ಯುತ್ತಮ ತಂತ್ರಗಳು
ਬੀਟਾ ਵੰਡ,ಬೀಟಾ ವಿತರಣೆ
ਪੱਖਪਾਤ,ಪಕ್ಷಪಾತ
ਪੱਖਪਾਤੀ ਅਨੁਮਾਨ,ಪಕ್ಷಪಾತದ ಅಂದಾಜು
biharmonic ਸਮੀਕਰਨ,ಬೈಹಾರ್ಮೋನಿಕ್ ಸಮೀಕರಣ
ਦੋਭਾਗ,ಬೈಜೆಕ್ಷನ್
ਦੋ-ਪੱਖੀ ਨਕਸ਼ਾ,ಬೈಜೆಕ್ಟಿವ್ ನಕ್ಷೆ
ਦੋ-ਪੱਖੀ ਮੈਪਿੰਗ,ಬೈಜೆಕ್ಟಿವ್ ಮ್ಯಾಪಿಂಗ್
ਦੋ-ਲੀਨੀਅਰ ਫਾਰਮ,ಬೈಲಿನಿಯರ್ ರೂಪ
ਦੋ-ਲੀਨੀਅਰ ਫੰਕਸ਼ਨ,ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ
ਦੋ-ਲੀਨੀਅਰ ਹਰਮੀਟੀਅਨ ਰੂਪ,ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ರೂಪ
ਬਾਈਨਰੀ,ಅವಳಿ
ਬਾਈਨਰੀ ਕੋਡ,ಬೈನರಿ ಕೋಡ್
