Gujarati,Hindi
સમકક્ષ,सममूल्य पर
ઈમારત,"बढ़े मूल्य पर, अधिमूल्य पर, प्रीमियम पर"
સંલગ્ન કરવું,"साथ लगाना, संलग्न करना, कुर्की करना"
જોડાયેલ કચેરી,संलग्न कार्यालय
જોડાણ,"संलग्नक, कुर्की"
જોડાણનો હુકમ,कुर्की आदेश
પ્રાપ્તિ,"लब्धि, प्राप्‍ति"
પ્રયત્ન,"प्रयत्‍न करना, प्रयत्‍न"
ઉપસ્થિત,"उपस्थिति, हाजि़री"
ઉપસ્થિત રજિસ્ટર,"उपस्थिति पंजी, हाजि़री रजिस्टर"
ઉપસ્થિત કાપલી,उपस्थिति पर्ची
ધ્યાન,"ध्यान, सावधान"
પ્રમાણન,"अनुप्रमाणन, तसदीक़"
પ્રમાણિત પ્રત,"अनुप्रमाणित प्रति, साक्ष्यांकित प्रति"
વલણ,अभिवृत्‍ति
આકર્ષક પગાર,आकर्षक वेतन
હરાજી,नीलामी
હરાજી કરવી,नीलामकर्ता
હરાજીનું વેચાણ,नीलामी बिक्री
શ્રોતા,"श्रोता, दर्शक, सुनवाई, दर्शन"
દૃષ્ટિકોણ,दृश्य-श्रव्य प्रदर्श
વિઝ્યુઅલી પ્રચાર,दृश्य-श्रव्य प्रचार
હિસાબ -તપાસણી,"लेखापरीक्षा, संपरीक्षा"
ઓડિટ કરેલ હિસાબ,"परीक्षित लेखा, संपरीक्षित लेखा"
Ited ડિટ કરેલી સર્ટિલશીટ,समपरीक्षित तुलनपत्र
Itingણ,लेखा परीक्षण
હિસાબ -તપાસણીનો વાંધો,लेखापरीक्षा आपत्‍ति
Itor ડિટર અહેવાલ,लेखापरीक्षक की रिपोर्ट
સભાગૃહ,प्रेक्षागृह
ઓડિટ ફકરા,लेखापरीक्षा पैरा
હિસાબ -તપાસણી અહેવાલ,लेखापरीक्षा रिपोर्ट
કઠોરતા,मितोपभोग
કઠોર પગલાં,मितोपभोग उपाय
અધિકૃત,प्रामाणिक
અધિકૃત પ્રતિનિધિ,प्राधिकृत प्रतिनिधि
પ્રમાણભૂત,"प्राधिकृत, प्राधिकारिक"
અધિકાર,"(व्यक्‍ति) प्राधिकारी, प्राधिकार, प्राधिकरण, अधिकारी विद्‌वान"
સત્તાધિકારનો પત્ર,प्राधिकार पत्र
અધિકૃત,प्राधिकृत
અધિકૃત મૂડી,प्राधिकृत पूंजी
સ્વચાલિત,स्वचालित
સ્વાયત્ત,स्वायत्‍त
સ્વાયત્ત સંસ્થા,स्वायत्‍त निकाय
સ્વાયત્તતા,स्वायत्‍तता
સહાયક,सहायक
ઉપલબ્ધ,"प्राप्य, उपलब्ध"
સરેરાશ,"औसत, सामान्य"
સરેરાશ રજા,औसत छुट्टी
અણગમો,विरुचि
અટકાવવું,बचा लेना
ટાળવું,"परिहार करना, परिवर्जन करना, से बचना"
કર બંધ,कर देने से बचना
રાહ જોવાયેલું,प्रतीक्षित
પુરસ્કાર,"पंचाट, अधिनिर्णय, पुरस्कार, प्रदान करना"
પુરસ્કાર સત્તાધિકારી,अधिनिर्णयन प्राधिकारी
જાગરૂકતા,जागरूकता
પીછેહઠ,पूर्व-दिनांकित
પૃષ્ઠભૂમિ,पृष्‍ठभूमि
પાછલી લોગ,पिछला बक़ाया
પાછા બહાર,"मुकर जाना, से हटना"
પાછલી વાત,पिछला संदर्भ
પીછેહઠ કરવી,पूर्तिकर
પછાત વર્ગ,पिछड़ा वर्ग
પછાત આદિજાતિ,पिछड़ी जनजाति
ખરાબ સોદો,"अलाभकर सौदा, घाटे का सौदा"
ખરાબ વર્તન,बुरा व्यवहार
ખરાબ પાત્ર,"दुश्‍चरित्र, दु:शील"
ખરાબ આબોહવા ભથ્થું,विषम जलवायु भत्‍ता
ખરાબ વર્તન,दुराचरण
ખરાબ દેવું,अशोध्य ऋण
સામાન,असबाब
જામીન,ज़मानत
સમતોલ,"शेष, बाक़ी, संतुलन"
સરખામણી નીચે લાવવામાં,अधोनीत शेष
સંતુલન આગળ લાવવામાં,अग्रेनीत शेष
સમતોલ અંદાજપત્ર,संतुलित बजट
સરવૈયા,तुलन पत्र
મતદાન,"मतपत्र, मतदान"
મતપેટી,मतपेटी
મતદાનનો કાગળ,मतपत्र
પ્રતિબંધ,"प्रतिबंध, रोक, पाबंदी"
બેંક,"बैंक, साहूकारी करना"
બેંક એકાઉન્ટ,बैंक खाता
બેંક સિલક,बैंक शेष
બેંક ખર્ચ,बैंक प्रभार
બેંક ની ખાતરી,"बैंक गारंटी, बैंक प्रत्याभूति"
બેંક રજા,बैंक अवकाश
બેંકિંગ સુવિધા,बैंकिंग सुविधाबैंककारी सुविधा
બેંકિંગ કલાકો,बैंकिंग कार्य-समय
બેંકિંગ લેવડદેવડ,"बैंक कार्य-व्यवहार, बैंक लेन-देन"
બેંક દર,बैंक दर
બેંક સમાધાન,बैंक समाधान
નાદાર,दिवालिया
બેંક સુરક્ષા,"बैंक प्रतिभूति, बैंक ज़मानत"
બેંક સ્ટેટમેન્ટ,बैंक विवरण
ભોજન સમારંભ,"प्रीतिभोज, भोज"
પટ્ટી પરિષદ,"विधिज्ञ परिषद्, बार काउंसिल"
સોદો,"सौदा, सौदा करना"
સોદાબાજી,"सौदेबाजी, सौदाकारी"
ઉજ્જડ જમીન,बंजर भूमि
સાપ્તાહિક,वस्तु विनिमय
પાયો,आधार
તબાને,"निराधार, बेबुनियाद"
આધાર,तहख़ाना
મુખ્ય વર્ષ,आधार वर्ष
પાયાની,"मूल, बुनियादी"
મૂળભૂત રીતે,मूलतः बुनियादी तौर पर
મૂળ બાતમી,आधारिक आसूचना
મૂળ પગાર,मूल वेतन
મૂળ પગાર ધોરણ,मूल वेतनमान
મૂળભૂત તાલીમ,बुनियादी प्रशिक्षण
આધાર,आधार
ચોપડી,"बैच, टोली, खेप, घान"
બેચ નંબર,"बैच नंबर, खेप नंबर"
વાહક ચેક,धारक चैक
ટાંકવામાં આવે તે પહેલાં,पूर्व-कथित
વર્તન,व्यवहार
વિશ્વાસ,विश्‍वास
નીચે,अवमूल्य पर
હોદ્દો,"न्यायपीठ, बेंच"
બેહદ નિશાની,"तल चिह्‌न, मानक"
લાભદાયી,"लाभप्रद, हितकारी"
લાભ મેળવનાર,"हितभागी, लाभार्थी"
લાભ,"हितलाभ, हित, लाभ"
શંકાનો લાભ,संदेह लाभ
પરોપકારી,हितकारिता
હિતકારી નિધિ,हितकारी निधि
વારસામાં આપવું,"वसीयत करना, वसीयत द्‌वारा देना"
વસિયતનામા,वसीयत
પડદાથી છીનવી લેવું,शोकसंतप्त
શ્રેષ્ઠ પ્રયત્નો,भरसक प्रयत्‍न
સુધારણા,"सुमुन्नति, बेहतरी, खुशहाली"
પક્ષપાત,"अभिनति, झुकाव, पूर्वाग्रह"
પક્ષપાતી અભિપ્રાય,पूर्वाग्रही मत
ગ્રંથસૂચિ,ग्रंथसूची
દ્વિવાર્ષિક,द्‌विवार्षिक
દ્વિભાજિત કરવું,दो भागों में बांटना/बंटना
દ્વિપૂજ,द्‌विविवाह
દ્વિપક્ષીય,द्‌विपक्षीय
દ્વિભાષી,द्‌विभाषी
દ્વિકય,"द्‍‌विसदन, द्‌विसदनी"
બિલ,"विधेयक, बिल"
વિનિમય,विनिमय पत्र
દ્વિમાસિક અહેવાલ,"द्‌विमासिक रिपोर्ट, अर्धमासिक रिपोर्ट"
બાંધણી,"जिल्दसाजी, बाध्यकारी"
જૈવનું,जीवनवृत्‍त
દ્વિપક્ષી,"द्‌विदक्षीय, द्‌विदलीय"
દ્વિપક્ષીય કરાર,द्‌विपक्षीय करार
જન્મજાસતિ,जन्म वर्षगाँठ
જન્મ પ્રમાણપત્ર,जन्म प्रमाणपत्र
જન્મ -નિયંત્રણ,संतति निरोध
જન્મતારીખ,"जन्म तिथि, जन्म की तारीख"
જન્મસ્થળ,जन्म स्थान
જન્મ દર,जन्मदर
દ્વિપક્ષીય,"पाक्षिक, अर्ध-साप्ताहिक"
કાળા અર્થતંત્ર,काली अर्थव्यवस्था
કાળી યાદી,"काली सूची, काली सूची में नाम डालना"
શરત,भयादोहन
કાળા બજાર,"चोर बाजार, काला बाजार"
દોષારોપણ,दोष लगाना
ખાલી તપાસ,कोरा चेक
ઘોષણા,व्यापक सौदा
અણીદાર હુકમ,व्यापक आदेश
વિનોદ,धमाका
સંમિશ્રણ,सम्मिश्रण
અવરોધ,"खंड, ब्लॉक"
નાકાબંધી,"नाकाबंदी, अवरोध"
અવરોધિત મૂડી,अवरूद्‌ध पूंजी
અવરોધ,"बड़ा अक्षर, साफ़ अक्षर"
રક્તદાન,रक्‍तदान
રક્ત સંબંધ,रक्‍त-संबंधी
વાદળી રંગની નોકરી,कायिक कार्य
બ્લ્યુપ્રિન્ટ,"ब्लूप्रिंट, खाका"
ખસી,झांसा
પાટીયું,"बोर्ड, मंडल, गत्‍ता"
નિવારણ,भोजन तथा आवास
નિયામક મંડળ,निदेशक मंडल
મહેસૂલ બોર્ડ,राजस्व मंडल
મંડળ,निकाय
અંગરક્ષક,अंगरक्षक
બોગસ વાઉચર,जाली वाउचर
ખચ્ચર,"सद्‍भाव, सदाशयता"
ખત,"बंधपत्र, बांड"
મજૂર,बंधुआ मज़दूर
બોનસ,बोनस
નોંધણી ની ઓફીસ,"टिकटघर, बुकिंग कार्यालय"
ચોપડી,"बही लेखक, मुनीम"
ચોપડે,"बहीखाता पद्‌धति, बहीखाता-लेखन"
પુસ્તક,पुस्तिका
સંદર્ભ,संदर्भ पुस्तक
પુસ્તકની કિંમત,"खाता मूल्य, अंकित मूल्य"
પહાડી,"बूथ, कोष्‍ठ, मतदान कोष्‍ठ"
બૂથ,"बूथ कब्ज़ा करना, बूथ कब्जाना, बूथ लूटना, मतदान कोष्‍ठ पर कब्जा करना"
સરહદ ભથ્થું,सीमा भत्‍ता
સરહદ -રેખા,"सीमारेखा, सीमावर्ती (वि.)"
Bણ લેનાર,उधारकर्ता
ઉધાર લેવાની શક્તિ,"उधार लेने की शक्‍ति, ऋणादान शक्‍ति"
બસ,बॉस
સંકલ્પશક્તિ,गत्यवरोध
કૌંસ,कोष्‍ठक
હદ,सीमा
બહિષ્કાર,"बहिष्कार, बॉयकाट"
મગજની ગટર,प्रतिभा पलायन
શાખા કચેરી,शाखा कार्यालय
ભંગ,"भंग, तोड़ना"
કરારભંગ,क़रार-भंग
આત્મવિશ્વાસ,विश्‍वास भंग
કરારભંગ,संविदा भंग
શિસ્તનો ભંગ,अनुशासन भंग
કાયદાનું ઉલ્લંઘન,"विधिभंग, क़ानून तोड़ना"
શાંતિનો ભંગ,शांति भंग
વિશેષાધિકારનો ભંગ,विशेषाधिकार भंग
વચનભંગ,वचन भंग
નિયમનો ભંગ,नियम भंग
વિશ્વાસભંગ,"विश्‍वास भंग, अमानत में खयानत"
તૂટફૂટ,"टूट-फूट, टूट-फूट प्रभार"
ભાંગી નાખવું,ठप
કામમાં વિરામ,सेवा में व्यवधान
છુટુ થવું,ब्योरा
ઉછેર,नस्ल
લાંચ,"घूस, रिश्‍वत"
ટૂંકું,"संक्षिप्त, पक्षसार, ब्रीफ़"
બ્રીફિંગ,"सार बताना, पक्षसार बताना"
