Malayalam,Assamese
ഉപകഥ,উপাখ্যান
ആഞ്ചലോട്ട്,এঞ্জেলট
ആഞ്ചലസ്,এঞ্জেলছ
ആഞ്ജെവിൻ (=ആഞ്ജെവിൻ),এঞ্জেভিন (=anjevin)
കോണുകൾ,কোণ
ആംഗ്ലിക്കൻ,এংলিকান
ആംഗ്ലിക്കൻ കൂട്ടായ്മ,এংলিকান কমিউনিয়ন
ആംഗ്ലിക്കനിസം,এংলিকানিজম
ആംഗ്ലോ-ഫോബ്,এংলো-ফ’ব
ആംഗ്ലോ-ഫോബിയ,এংলো-ফ’বিয়া
ആംഗ്ലോ-സാക്സൺ,এংলো-চেক্সন
ആംഗ്ലോ-സാക്‌സോണിസം,এংলো-চেক্সনবাদ
അനലിസ്റ്റ്,এনালিষ্ট
വാർഷികങ്ങൾ,এনালছ
കൂട്ടിച്ചേർക്കൽ,সংলগ্নকৰণ
ആന്റി-ബെല്ലം,এণ্টে-বেলাম
മുൻ തീയതി,এণ্টে তাৰিখ
പൗരോഹിത്യ വിരുദ്ധത,কেৰাণীবাদ বিৰোধী
വൈദിക വിരുദ്ധ നിയമം,কেৰাণী বিৰোধী আইন
പൗരാണികത,প্ৰাচীনতা
വാടക വിരുദ്ധം,ভাড়া বিৰোধী
വാടക വിരുദ്ധം,ভাড়া বিৰোধী
സെമിറ്റിസം വിരുദ്ധത,চেমিটিজম বিৰোধী
അൻസാക്ക്,এঞ্জেক
അപ്പെല്ല,এপেলা
അരലു,আৰালু
ആർച്ച് ബിഷപ്പ്,আৰ্ক বিচপ
ആർച്ച് ഡച്ചി,আৰ্ক ডাচি
ആർച്ച് ഡ്യൂക്ക്,আৰ্ক ড্যুক
ആർക്കൈഫ് (=ആർക്കൈവൽ ശേഖരം),আৰ্কাইফ (=আৰ্কাইভ সংগ্ৰহ)
ആർക്കിഎപ്പിസ്കോപ്പേറ്റ്,আৰ্কিপিস্কোপেট
പ്രഭുവർഗ്ഗം,অভিজাত শ্ৰেণী
പ്രഭു,অভিজাত
പ്രഭുവർഗ്ഗ സ്നോബറി,অভিজাত স্নোবৰী
അരിസ്റ്റോട്ടിലിയൻ,এৰিষ্ট&#39;টেলিয়ান
അർമാഡ,আৰ্মাডা
അർമ്മഡ (=സ്പാനിഷ് അർമ്മഡ),আৰ্মাডা (=স্পেনিছ আৰ্মাডা)
കവചക്കാരൻ (=കവചക്കാരൻ),আৰ্মৰিষ্ট (=armourist)
കവചം (=കവചം),কৱচ (=কৱচ)
ആയുധധാരി,আৰ্মৰিষ্ট
ആര്യൻ,আৰ্য্য
ആര്യൻ,আৰ্য্য
അസ്കരി,আস্কৰী
നിയോഗിക്കുക,Assignat
അസൈസ് ചെയ്യുക,Assize
അസൈസ് ചെയ്യുക,Assize
അസൈസ് ചെയ്യുക,Assize
അസൈസ് ഓഫ് ആയുധ നിയമം,এছাইজ অৱ আৰ্মছ এক্ট
അസൈസ് ഓഫ് ഡാരെൻ അവതരണം,ডেৰেইন প্ৰেজেণ্টমেণ্টৰ এছাইজ
മോർട്ട് &#39;ഡി&#39; മുൻഗാമിയുടെ അസൈസ്,মৰ্ট &#39;ডি&#39; পূৰ্বপুৰুষৰ এছাইজ
അസൈസ് ഓഫ് നോവൽ ഡിസെസിൻ,নভেল ডিচেইচিনৰ এছাইজ
ക്രൂരത,অত্যাচাৰ
ആക്രമണം,আক্ৰমণ
ഔലിക് കൗൺസിൽ,অলিক কাউন্সিল
ഗെഡസിന്റെ കോടാലി (=ദി ഗെഡെസ് കോടാലി),গেডেছৰ কুঠাৰ (=গেডেছৰ কুঠাৰ)
ആക്സിസ് (=റോം-ബെർലിൻ-ടോക്കിയോ ആക്സിസ്),অক্ষ (=ৰোম-বাৰ্লিন-টকিঅ&#39; অক্ষ)
ബാബിലോൺ,বেবিলন
ബാബിലോണിയൻ അടിമത്തം (=ബാബിലോണിയൻ അടിമത്തം),বেবিলনৰ বন্দীত্ব (=বেবিলনৰ বন্দীত্ব)
ബച്ചനൽ ഭക്തൻ,বচনাল ভক্ত
ബച്ചനാലിയ,বাচনালিয়া
ബാച്ചിലർ,অবিবাহিত লোক
ബാഗ്ദാദ് കരാർ,বাগদাদ চুক্তি
ബാൽക്കൻ ലീഗ്,বাল্কন লীগ
ബാൽക്കൻ കരാർ,বাল্কন চুক্তি
ബാൽക്കൻ യുദ്ധങ്ങൾ,বাল্কন যুদ্ধ
ബാൾട്ടിക് കരാർ,বাল্টিক চুক্তি
കൊള്ളക്കാരൻ,ডাকাত
ബന്ദൂങ് സമ്മേളനം,বাণ্ডুং সন্মিলন
നാടുകടത്തൽ,নিৰ্বাসন
ബാനർ,বেনাৰ
ബാർബേറിയൻ,বৰ্বৰ
ബാർബിക്കൻ,বাৰ্বিকান
ബർദോളി സത്യാഗ്രഹം,বৰদলৈ সত্যাগ্ৰহ
കളപ്പുര ബർണറുകൾ,বাৰ্ন বাৰ্নাৰ্ছ
ബാരൺ,বেৰন
ബാരോണേജ്,বেৰনেজ
ബറോണസ് മേജേഴ്സ്,বেৰনছ মেজৰ
ബാരോൺസ് പ്രായപൂർത്തിയാകാത്തവർ,বেৰনেছ নাবালক
ബാരോണസ്,বেৰনেছ
ബാരോനെറ്റ്,বেৰনেট
ബാരോനെറ്റേജ്,বেৰনেটেজ
ബാരോനെറ്റേജ്,বেৰনেটেজ
ബാരോനെറ്റി,বেৰনেটচি
ബാരോണി,বেৰনি
ബാരക്കൂൺ,বেৰাকুন
ബാരക്കൂൺ,বেৰাকুন
ബാരിക്കേഡ് (=ബാരിക്കഡോ),বেৰিকেড (=barricade)
ബാരിക്കേഡ് (=ബാരിക്കഡോ),বেৰিকেড (=barricade)
ബാരിക്കേഡ് (=ബാരിക്കഡോ),বেৰিকেড (=barricade)
ബേസ് ക്യാമ്പ്,বেচ কেম্প
ബസിലിക്ക,বেচিলিকা
ബസിലിക്ക,বেচিলিকা
ബാസ്റ്റില,বাষ্টিলা
ബാസ്റ്റിലി,বেষ্টিল
ബാസ്റ്റിലി,বেষ্টিল
ബാറ്ററി,বেটাৰি
യുദ്ധം,যুদ্ধ
Battle-array,বাটলে-এৰে
യുദ്ധകാഹളം,যুদ্ধৰ চিঞৰ
യുദ്ധം,যুদ্ধৰ ডিন
യുദ്ധക്കളം,যুদ্ধক্ষেত্ৰ
യുദ്ധഗാനം,যুদ্ধ গীত
സ്പർസിന്റെ യുദ്ധം,স্পাৰ্ছৰ যুদ্ধ
സ്റ്റാൻഡേർഡ് യുദ്ധം,ষ্টেণ্ডাৰ্ডৰ যুদ্ধ
യുദ്ധക്കപ്പൽ,যুদ্ধজাহাজ
യുദ്ധക്കപ്പൽ-ബലം,যুদ্ধজাহাজ-শক্তি
Bayeux ടേപ്പ്സ്ട്രി,Bayeux টেপেষ্ট্ৰি
ബീക്കൺ,বিকন
ബീക്കൺ ടവർ,বিকন টাৱাৰ
ബീവർ,বিভাৰ
ബീവർ,বিভাৰ
കടലിലെ യാചകർ,সাগৰৰ ভিক্ষাৰী
ബെല്ലിക്കോസ്,বেলিকোজ
ബെല്ലിക്കോസ്,বেলিকোজ
ബെല്ലിക്കോസ്,বেলিকোজ
ബെല്ലിക്കോസിറ്റി,বেলিকোচিটি
ബെല്ലോന,বেলোনা
ഗുണം,বেনিফিচ
വൈദികരുടെ പ്രയോജനം,ধৰ্মগুৰুসকলৰ লাভ
ബെനെലക്സ്,বেনেলাক্স
ബെർലിൻ ഉത്തരവ്,বাৰ্লিন ডিক্রী
ബെർസർക്കർ,Berserker
ബസന്റ് (=ബെസന്റ്),Besant (=বেজান্ট)
ബെഥേൽ,বেথেল
ബിബ്ലിയോലേറ്റർ,বিব্লিঅ&#39;লেটাৰ
ഗ്രന്ഥശാസ്‌ത്രം,গ্ৰন্থবিজ্ঞান
ബിഗ് ബെർത്ത,বিগ বাৰ্থা
മതഭ്രാന്തൻ,কুসংস্কাৰ
ബില്ലെറ്റിംഗ്,বিলেটিং
ബിൽ ഓഫ് അറ്റൈൻഡർ,বিল অৱ এটেইণ্ডাৰ
അവകാശങ്ങളുടെ ബിൽ,অধিকাৰৰ বিল
ജീവചരിത്രകാരൻ,জীৱনীকাৰ
ജനന കഥകൾ,জন্মৰ কাহিনী
Bivouac,বিভক
Bivouac,বিভক
Bivouac,বিভক
ബിസോണിയ,বিজোনিয়া
കറുത്ത പക്ഷികൾ,ক&#39;লা চৰাই চোৱা
കറുത്ത കൊടി,ক&#39;লা পতাকা
ബ്ലാക്ക് ഹോൾ,ব্লেক হোল
ബ്ലാക്ക് ഹോൾ,ব্লেক হোল
കറുത്ത കാൽ (=ചുണങ്ങു),ক&#39;লা ভৰি (=scab)
കറുത്ത ഷർട്ട്,ক&#39;লা চাৰ্ট
ബ്ലാസൺ,ব্লেজন
ബ്ലാസൺ,ব্লেজন
ജ്വലനം,ব্লেজনাৰী
ജ്വലനം,ব্লেজনাৰী
ബ്ലിറ്റ്സ്ക്രീഗ്,ব্লিটজক্ৰিগ
രക്തരഹിത വിപ്ലവം (=മഹത്തായ വിപ്ലവം),ৰক্তহীন বিপ্লৱ (=গৌৰৱময় বিপ্লৱ)
ബ്ലഡ് വൈറ്റ്,ব্লাডৱাইট
ബ്ലഡി മേരി,ব্লাডি মেৰী
നീല,নীলা
നീല രക്തം,নীলা তেজ
നീല പുസ്തകം,নীলা কিতাপ
നീല നാട,নীলা ফিতা
നീല നാട,নীলা ফিতা
ബ്ലൂസ് (=രാജകീയ കുതിര കാവൽക്കാർ),ব্লুজ (=ৰয়েল হৰ্চ গাৰ্ড)
നീല ഷർട്ട്,নীলা চাৰ্ট
ബ്ലൂ വാട്ടർ സ്കൂൾ,ব্লু ৱাটাৰ স্কুল
ബോർഡ് ഓഫ് കൺട്രോൾ,নিয়ন্ত্ৰণ ব’ৰ্ড
ശരീര കവചം,শৰীৰৰ কৱচ
ബോയർ,ব&#39;ৰ
കൊള്ള,লুটপাত
ബറോ,বৰো
ബൗളൂട്ടേറിയൻ,Bouleuterion
ബർബോൺ,বোৰ্বন
ബോക്സർ കലാപം,বক্সাৰ বিদ্ৰোহ
ബ്രേസ്,ব্ৰেচ
ബ്രസാർഡ്,ব্ৰাছাৰ্ড
ബ്രസാർഡ്,ব্ৰাছাৰ্ড
ബ്രെഡ് കോളനികൾ,ব্ৰেড কলনী
ബ്രെസ്റ്റ് പ്ലേറ്റ്,ব্ৰেষ্ট প্লেট
മുലപ്പാൽ ജോലി,স্তনৰ কাম
ബ്രെറ്റ്വാൾഡ,ব্ৰেটৱাল্ডা
ബ്രിഗാൻഡ്,ব্ৰিগাণ্ড
ബ്രിഗൻഡേജ്,ব্ৰিগেণ্ডেজ
ബ്രിട്ടീഷ് കോമൺവെൽത്ത് ഓഫ് നേഷൻസ്,ব্ৰিটিছ কমনৱেলথ অৱ নেচনছ
ബ്രൗൺ ഷർട്ടുകൾ (=നാസികൾ),ব্ৰাউন চাৰ্ট (=নাজী)
ബ്രസ്സൽസ് ഉടമ്പടി (പാക്ട്) ഓർഗനൈസേഷൻ (=വെസ്റ്റേൺ യൂറോപ്യൻ യൂണിയൻ),ব্ৰাছেলছ সন্ধি (পেক্ট) সংগঠন (=পশ্চিম ইউৰোপীয় সংঘ)
ബഫ്,বাফ
ബഫ്,বাফ
ബഫ്-കോട്ട്,বাফ-কোট
ബഫുകൾ,বাফছ
ബ്യൂൾ (=കൗൺസിൽ),বুলে (=পৰিষদ)
ബർഗേജ്,বাৰ্গেজ
ബർഗെസ്,বাৰ্জেছ
ബൈസന്റൈൻ,বাইজেন্টাইন
ബൈസന്റൈൻ പള്ളി,বাইজেন্টাইন গীৰ্জা
ബൈസന്റൈൻ സാമ്രാജ്യം,বাইজেন্টাইন সাম্ৰাজ্য
ബൈസന്റൈൻ യുഗം,বাইজেন্টাইন যুগ
ബൈസന്റൈൻ ചരിത്രകാരന്മാർ,বাইজেন্টাইন ইতিহাসবিদ
കാബൽ,কেবাল
സീസറിസം,ছিজাৰীজম
ഖലീഫ,খলিফা
കാലിഗ്രാഫർ,কেলিগ্ৰাফাৰ
കാലിഗ്രാഫിസ്റ്റ്,কেলিগ্ৰাফিষ্ট
കാലിഗ്രാഫി,কেলিগ্ৰাফী
കാൽട്രോപ്പ്,কেলট্ৰপ
സൗഹൃദം,সতীৰ্থতা
കാമറില്ല,কেমাৰিলা
കാമറില്ല,কেমাৰিলা
കാമലോകം,কেমেলাকম
മറവി,ছদ্মবেশ
പ്രചാരണം,অভিযান
ക്യാമ്പ് ഫോളോവർ,কেম্প অনুগামী
കാമ്പോ സാന്റോ,কেম্পো ছান্টো
കാമ്പസ് മാർഷ്യസ്,কেম্পাছ মাৰ্চিয়াছ
കനേഫോറ,কেনেফোৰা
കാൻഗു,কেংগু
പീരങ്കി,কেননেড
പീരങ്കി കാലിത്തീറ്റ,কামানৰ ঘাঁহ
കാനൻ,কেনন
കാനൻ നിയമം,কেনন আইন
കനോപ്പസ് ഉത്തരവ്,কেন&#39;পাছৰ ডিক্রী
ആയുധങ്ങൾ ചലിപ്പിക്കുന്നു,কেনটিং আৰ্মছ
ബന്ദിയാക്കി,বন্দী
ക്യാപ്റ്റർ,বন্দী
കർദ്ദിനാൾ,কাৰ্ডিনেল
കാൾ,কাৰ্ল
കരോലിംഗിയൻ രാജവംശം,কেৰ&#39;লিঞ্জিয়ান বংশ
കാർത്തൂഷ്യൻ വിഭാഗം,কাৰ্থুছিয়ান পন্থা
കാർട്ടോസ,কাৰ্টোছা
കാസ്റ്റേലിയൻ,কেষ্টেলিয়ান
കാസ്റ്റേലിയൻ,কেষ্টেলিয়ান
ജാതി വ്യവസ്ഥ,জাতি ব্যৱস্থা
കോട്ട,দুৰ্গ
കോട്ട,দুৰ্গ
കാസിൽ പട്ടണം,কেছল টাউন
കാസ്ട്ര,কাষ্ট্ৰা
കാസ്ട്ര,কাষ্ট্ৰা
കത്തീഡ്ര,কেথেড্ৰা
കത്തീഡ്രൽ,কেথেড্ৰেল
കാറ്റോ സ്ട്രീറ്റ് ഗൂഢാലോചന,কেটো ষ্ট্ৰীটৰ ষড়যন্ত্ৰ
കൌഡില്ലോ,কৌডিলো
കവലിയർ,কেভেলিয়াৰ
കവലിയർ,কেভেলিয়াৰ
കവലിയർ പാർലമെന്റ്,কেভেলিয়াৰ সংসদ
അദുല്ലം ഗുഹ,আদুল্লামৰ গুহা
ഗുഹ പെയിന്റിംഗ്,গুহা চিত্ৰকলা
ഗുഹ പെയിന്റിംഗ്,গুহা চিত্ৰকলা
സെന്റുംവിർ,চেণ্টুমভিৰ
ശതാധിപൻ,চেঞ্চুৰিয়ান
നൂറ്റാണ്ട്,শতিকা
ചെയിൻ കവചം (=ചെയിൻ മെയിൽ),চেইন আৰ্মৰ (=চেইন মেইল)
ചാന്ത്രി,চান্ট্ৰী
ചാന്ത്രി,চান্ট্ৰী
ചാപ് ബുക്ക്,চ্যাপ কিতাপ
ചാപ്ലിൻ,চেপলিন
അധ്യായം,অধ্যায়
അപകടങ്ങളുടെ അധ്യായം,দুৰ্ঘটনাৰ অধ্যায়
ചാർജ് ചെയ്യുക,চাৰ্জ
ഭാരവാഹികൾ,চাৰ্জ ডি এফেয়াৰ্ছ
ചാർജ് വിഭജനം,চাৰ্জ পাৰ্টিং
ചാർജർ,চাৰ্জাৰ
രഥം,ৰথ
സാരഥി,ৰথী
സാരഥി,ৰথী
സാരഥി,ৰথী
ചാരിറ്റി അടുക്കള,চেৰিটি কিচেন
ചാർട്ടർ,চনদ
ചാർട്ടിസ്റ്റ് പ്രസ്ഥാനം (=ചാർട്ടിസം),চাৰ্টিষ্ট আন্দোলন (=চাৰ্টিষ্ট)
ചാർട്ടോഫൈലാസിയം,চাৰ্ট’ফাইলেচিয়াম
ചാറ്റോ,চেট&#39;
ചെക്ക് പോസ്റ്റ്,পোষ্ট চেক কৰক
രാസയുദ്ധം,ৰাসায়নিক যুদ্ধ
ചെസ്റ്റർ,চেষ্টাৰ
മുഖ്യൻ,প্ৰধান
തലവൻ,মুখীয়াল
തലവൻ,মুখীয়াল
തലവൻ,মুখীয়াল
ഷിഫോൺ,চিফন
ധീരത,অশ্বাৰোহীতা
തിരഞ്ഞെടുത്ത ആളുകൾ,নিৰ্বাচিত লোকসকল
ക്രിസ്മോഗ്രാഫിയോൺ,ক্ৰীছমোগ্ৰাফী
ക്രൈസ്തവലോകം,খ্ৰীষ্টান ধৰ্ম
ക്രിസ്ത്യൻ യുഗം,খ্ৰীষ্টান যুগ
ക്രിസ്ത്യൻ സോഷ്യലിസം,খ্ৰীষ্টান সমাজবাদ
ക്രോണിക്കിൾ,ক্ৰনিকল
ക്രോണിക്ലർ,ক্ৰনিকলাৰ
ക്രൈസ് ചെർസോണീസ്,ক্ৰাইজ চেৰ্চোনিজ
സിമിലിയം,চিমেলিয়াম
സിൻക്വെസെന്റോ സ്റ്റൈൽ,Cinquecento শৈলী
പ്രദക്ഷിണം,প্ৰদক্ষিণ
സിസ്റ്റെർസിയൻ സന്യാസി,চিষ্টাৰচিয়ান সন্ন্যাসী
കോട്ട,দুৰ্গ
അവലംബം,উদ্ধৃতি
അവലംബം,উদ্ধৃতি
നിയമലംഘനം,নাগৰিক অবাধ্যতা
ആഭ്യന്തരയുദ്ധം,গৃহযুদ্ধ
സിവിസ് റൊമാനസ്,চিভিছ ৰোমানাছ
ക്ലാസിക്കൽ പ്രായം,ধ্ৰুপদী যুগ
ക്ലെഫ്റ്റ് (=ക്ലെഫ്റ്റ്),ক্লেফ্ট (=klepht)
പൗരോഹിത്യം,কেৰাণীবাদ
ക്ലറച്ച്,ক্লাৰুচ
ക്ലൂനിയാക് പ്രസ്ഥാനം,ক্লুনিয়াক আন্দোলন
കോട്ട് കവചം,কোট কৱচ
കോട്ട് ഓഫ് ആംസ്,কোট অৱ আৰ্মছ
കോട്ട് ഓഫ് ആംസ്,কোট অৱ আৰ্মছ
കോട്ട് ഓഫ് ആംസ്,কোট অৱ আৰ্মছ
കോട്ട് ഓഫ് മെയിൽ,কোট অৱ মেইল
കോഹോർട്ട്,কোহৰ্ট
കോമിറ്റിയ,কমিটিয়া
കോമിറ്റിയ സെഞ്ചൂറിയാറ്റ,কমিটিয়া চেঞ্চুৰিয়াটা
കോമിറ്റിയ ക്യൂറിയാറ്റ,কমিটিয়া কুৰিয়াটা
കോമിറ്റിയ ട്രിബ്യൂട്ട,কমিটিয়া ট্ৰিবুটা
സ്മാരക കമാനം,স্মৃতিচাৰণ তোৰণ
സ്മാരക നാണയം,স্মৃতিচাৰণ মুদ্ৰা
സ്മരണിക മുദ്ര,স্মৃতিসৌধ
പൊതുവായ ഫീൽഡ്,সাধাৰণ ক্ষেত্ৰ
കമ്മ്യൂണർഡ്,কমিউনাৰ্ড
കോൺകോർഡാറ്റ്,কনকৰ্ডেট
കോൺകോർഡാറ്റ്,কনকৰ্ডেট
കൊണ്ടോട്ടിയർ,কণ্ডোটিয়েৰ
സ്ഥിരീകരണം Cartarum,নিশ্চিতকৰণ Cartarum
സംഘർഷം,বিবাদ
സഭ,মণ্ডলী
കീഴടക്കുന്ന സംസ്ഥാനം,বিজয়ী ৰাষ্ট্ৰ
ജേതാവ്,বিজয়ী
വിജയി,কনকিষ্টাডৰ
കോൺസിലിയം,কনচিলিয়াম
കോൺസ്റ്ററി,কনচিষ্টৰী
ഗൂഢാലോചന,ষড়যন্ত্ৰ
ഗൂഢാലോചന,ষড়যন্ত্ৰ
കോൺസുലേറ്റ്,কনছুলেট
കൺസൾട്ടേഷൻ പുസ്തകം,কনছুলেচন কিতাপ
കോണ്ടിനെന്റൽ സിസ്റ്റം,মহাদেশীয় ব্যৱস্থা
കൺവെൻഷൻ പാർലമെന്റ്,অধিৱেশন সংসদ
കോപ്പർഹെഡുകൾ (=സമാധാന ജനാധിപത്യവാദികൾ),কপাৰহেড (=শান্তি গণতন্ত্ৰ)
കോപ്പിഹോൾഡ്,কপিহ&#39;ল্ড
കോർഡനിംഗ്,ঘেৰাও কৰা
കൊറോണ,কৰ&#39;না
കിരീടധാരണം,ৰাজ অভিষেক
കിരീടധാരണ കല്ല്,ৰাজ অভিষেক শিল
കോർപ്പസ്,কৰ্পাছ
കോർസെയർ,কৰ্চেয়াৰ
കോർസെയർ,কৰ্চেয়াৰ
കോർസെറ്റ് (=കോർസെലെറ്റ്),কৰ্চেট (=কোৰ্চলেট)
കോർട്ടെസ്,কৰ্টেছ
കോട്ടർ (=കോട്ടിയർ),কোটাৰ (=cottier)
കോട്ടർ (=കോട്ടിയർ),কোটাৰ (=cottier)
പാലറ്റിനേറ്റ് എണ്ണുക,কাউন্ট পেলেটিনেট
നാടൻ വീട്,দেশৰ ঘৰ
കൗണ്ടി,কাউন্টি
കൗണ്ടി ബറോ,কাউন্টি বৰো
കൗണ്ടി കോടതികൾ,কাউন্টি আদালত
കൗണ്ടി പാലറ്റൈൻ,কাউন্টি পেলেটিন
കോടതി,আদালত
കോടതി,আদালত
കോടതി സർക്കുലർ,আদালতৰ চক্ৰান্তমূলক
കോടതി മര്യാദകൾ,আদালতৰ শিষ্টাচাৰ
കോർട്ടിയർ,কৰ্টিয়াৰ
കാസേഷൻ കോടതി,কেচেচনৰ আদালত
കോർട്ട് ഓഫ് ഡയറക്ടർമാർ (EIC),সঞ্চালক আদালত (EIC)
ഉടമസ്ഥരുടെ കോടതി,মালিকৰ আদালত
കോടതി കവി,আদালতৰ কবি
ഉടമ്പടി കാമറോണിയക്കാർ,চুক্তিবদ্ধ কেমেৰনিয়ানসকল
കിരീടം,মুকুট
കിരീടം,মুকুট
കിരീടം,মুকুট
കിരീട ഭൂമി,মুকুটৰ ভূমি
കിരീട ഭൂമി,মুকুটৰ ভূমি
കിരീടാവകാശി,ক্ৰাউন প্ৰিন্স
കുരിശുയുദ്ധം,ক্ৰুছেড
കുരിശുയുദ്ധക്കാരൻ,ক্ৰুছেডাৰ
ക്രിപ്റ്റോഗ്രാം,ক্ৰিপ্টোগ্ৰাম
ക്യൂറാസ്,কুইৰাছ
ക്യൂറാസിയർ,কুইৰাচিয়াৰ
ആരാധനാ ദേവത,কাল্ট দেৱতা
കൂരിയ,কুৰিয়া
കൂരിയ,কুৰিয়া
സാറിസം,জাৰবাদ
ഇരുണ്ട ഭൂഖണ്ഡം,অন্ধকাৰ মহাদেশ
വിധി ദിവസം,বিচাৰৰ দিন
വിധി ദിവസം,বিচাৰৰ দিন
ഡീൻ,ডিন
ദശാബ്ദം,দশক
ഡെനാറിയസ്,ডেনাৰিয়াছ
സ്ഥാനഭ്രഷ്ടനായ രാജാവ്,পদচ্যুত ৰজা
നശിപ്പിക്കുക,লুটপাত কৰা
നാശം,লুণ্ঠন
സിംഹാസനസ്ഥനാക്കുക,ডিথ্ৰন
ഡയഡം,ডায়েডেম
ഡയഡം,ডায়েডেম
ഡയഡം,ডায়েডেম
ഡയസിയ,ডায়েচিয়া
ഡികാസ്റ്റീരിയം,ডিকাষ্টেৰিয়াম
ഡിലുവിയലിസ്റ്റ്,ডিলুভিয়ালিষ্ট
രൂപത,ডাইচ
രൂപത,ডাইচ
ഡയറക്‌ടയർ (=ഡയറക്‌ടറി),ডাইৰেক্টৰ (=নিৰ্দেশনা)
ഡയറക്‌ടയർ (=ഡയറക്‌ടറി),ডাইৰেক্টৰ (=নিৰ্দেশনা)
ദിർഹം,দিৰহাম
വിശ്വസ്തതയില്ലാത്ത,অবিশ্বাসী
വിശ്വസ്തതയില്ലാത്ത,অবিশ্বাসী
