Malayalam,Bengali
അസെറ്റി കൊവെൻസിഎംഇ,এসিটাইল কোএনজাইম
അച്ചാതിന,আছাটিনা
നെച്ചെൻ തരം,অ্যাকিন টাইপ
അച്ചീൻ,আচিন
ആൾമെംഡിഡോസ്പോര്പോറിയ,Achlamydosporye
അമ്ല മഴ,এসিড বৃষ্টি
അസിഡിറ്റി,অ্যাসিডিক
അസിഡിറ്റിക് വാതകം,অ্যাসিডিক গ্যাস
അസിഡിറ്റി,অম্লতা
അക്കിനാർ സെൽ,অ্যাকিনার সেল
അക്കോമോമോമറ്റ്,অ্যাকোলোমেট
അക്കോണിറ്റം,অ্যাকোনিটাম
ആക്രമണാത്മക പുഴു,অ্যাকর্ন কৃমি
അക്കോസ്റ്റിക് സോണിംഗ്,অ্যাকোস্টিক জোনিং
സ്വന്തമാക്കിയ പ്രതീകം,অর্জিত চরিত্র
പ്രതിരോധശേഷി നേടി,অনাক্রম্যতা অর্জিত
ഏറ്റെടുത്ത ഇമ്മുനോൻറെ കുറവ് സിൻഡ്രോം (എയ്ഡ്സ്),অর্জিত ইমিউনো ঘাটতি সিন্ড্রোম (এইডস)
അങ്കാരിയ,অ্যাক্রানিয়া
അക്രിക്കൈൻ ഡൈ,অ্যাক্রিডিন ডাই
അക്രോസെന്റ്,অ্যাক্রোসেন্ট্রিক
അക്രോമീൻ,অ্যাক্রোমিয়ন
അക്രോരേറ്റൽ സീക്വൻസ്,অ্যাক্রোপেটাল সিকোয়েন্স
അക്രോപോളൽ ഓർഡർ,অ্যাক্রোপেটাল অর্ডার
അക്രോസിൻ,অ্যাক্রোসিন
ആക്ടിൻ,অ্যাক্টিন
ആക്റ്റിൻ പോലുള്ള പ്രോട്ടീൻ,অ্যাক্টিনের মতো প্রোটিন
ആക്ടിനോമോർഫിക്,অ্যাক্টিনোমর্ফিক
ആക്റ്റിനോമൈസെറ്റുകൾ,অ্যাক্টিনোমাইসেটস
പ്രവർത്തന സാധ്യത,কর্ম সম্ভাব্য
സജീവമാക്കിയ സ്ലഡ്ജ്,সক্রিয় কর্দম
സജീവമാക്കിയ സ്ലഡ്ജ് ഫ്ലോക്ക്,সক্রিয় স্ল্যাজ ফ্লক
സജീവമാക്കൽ .ർജ്ജം,অ্যাক্টিভেশন শক্তি
സജീവമായ ആഗിരണം,সক্রিয় শোষণ
സജീവ പ്രതിരോധശേഷി,সক্রিয় অনাক্রম্যতা
സജീവ വികിരണം,সক্রিয় বিকিরণ
സജീവ സൈറ്റ്,সক্রিয় সাইট
ആധ്രിക്കുക,অ্যাক্টিভিন
അക്യുമിനേറ്റ്,একুমিনেট
ആദാംസിയ,অ্যাডামসিয়া
പൊരുത്തപ്പെടലി,অভিযোজনযোগ্যতা
പൊരുത്തപ്പെടുത്തൽ,অভিযোজন
ലൈറ്റ് ഭരണകൂടത്തിന് അനുയോജ്യമായ പൊരുത്തപ്പെടുത്തൽ,হালকা শাসনের সাথে অভিযোজন
ജല ദഹനത്തോടുള്ള പൊരുത്തപ്പെടുത്തൽ,জলের ঘাটতির সাথে অভিযোজন
അഡാപ്റ്റീവ് സവിശേഷതകൾ,অভিযোজিত বৈশিষ্ট্য
അഡാപ്റ്റീവ് പ്രതിരോധശേഷി,অভিযোজিত অনাক্রম্যতা
അഡാപ്റ്റീവ് വികിരണം,অভিযোজিত বিকিরণ
അഡാപ്റ്റീവ് സ്വഭാവം,অভিযোজিত বৈশিষ্ট্য
അഡാക്സിയൽ ഉപരിതലം,অ্যাড্যাক্সিয়াল পৃষ্ঠ
ആസക്തി നിഴൽ,আসক্তিজনিত ব্যাধি
ആദൈൈൻ,অ্যাডেনিন
Adenocortiopin,অ্যাডেনোকোর্টিকোট্রপিন
ആദിനോഹൈപഫിസിസ്,অ্যাডেনোহাইপোফাইসিস
Adenosin diphosphate,অ্যাডেনোসিন ডিফোসফেট
Adenosine deaminase,অ্যাডেনোসিন ডায়ামিনেজ
അഡെനോസിൻ മോണോഫോസ്ഫേറ്റ്,অ্যাডেনোসিন মনোফসফেট
അഡെനോസിൻ ട്രിപ്പ്ഫോസ്ഫേറ്റ് (എടിപി),অ্যাডেনোসিন ট্রাইফোসফেট (এটিপি)
Adenileat സൈക്ലെസ്,অ্যাডিনলেট সাইক্লাস
പശ ശക്തി,আঠালো শক্তি
മുദവയ്ക്കുക,Adipate
Adipocyte (FALE സെൽ),অ্যাডিপোকাইট (ফ্যাট সেল)
അഡിപോസ് ടിഷ്യു,মেদ কলা
ആരാധന,অ্যাডনেট
സമീപ കമ്മ്യൂണിറ്റി,সংলগ্ন সম্প্রদায়
അഡ്രീനല്,অ্যাড্রিনাল
അഡ്രീനൽ ഗ്രന്ഥി,অ্যাড্রিনাল গ্রন্থি
അഡ്രിനെകോളിക്കോട്രോപിക് ഹോർമോൺ (acth),অ্যাড্রেনোকোর্টিকোট্রপিক হরমোন (এসিটিএইচ)
അഡ്രിനെകോളിക്കോട്രോപിക് ഹോർമോൺ റിലീസ് ചെയ്യുന്നു (acth),অ্যাড্রেনোকোর্টিকোট্রপিক রিলিজিং হরমোন (ACTRH)
ദുര്ധി പകര്,Adsorbent
ദുര്ഗയോധം,শোষণ
വിപുലമായ കീടങ്ങൾ,উন্নত কর্ডেট
പ്രയോജനകരമായ മ്യൂട്ടേഷൻ,সুবিধাজনক মিউটেশন
സാഹസികമായ,অ্যাডভেন্টিয়াল
സാഹസിക റൂട്ട്,অ্যাডভেনটিয়াস রুট
പ്രതികൂല ഫലം,বিরূপ প্রভাব
Aedes,এডেস
സംസ്കാരത്തിന്റെ വായുസഞ്ചാരം,সংস্কৃতি বায়ুচালনা
അരേഞ്ചമ,এরিচাইমা
ഏരിയൽ,এরিয়াল
Aierial റൂട്ട്,বায়বীয় মূল
ഏരിയൽ ഷൂട്ട്,এরিয়াল শ্যুট
എയ്റോബിക് ശ്വസനം,বায়ুজীবী শ্বসন
എയ്റോബിക് ശ്വസനം,বায়ুজীবী শ্বসন
സൗന്ദര്യശാസ്ത്രം,নান্দনিকতা
പകർച്ചവ്വാധം,এ্যাস্টিভেশন
പകർച്ചവ്വാധം,এ্যাস্টিভেশন
അശ്രദ്ധ,Afferent
അഫിനിറ്റി ക്രോമാറ്റോഗ്രാഫി,অ্যাফিনিটি ক্রোমাটোগ্রাফি
പീഡിപ്പിച്ച അവയവം,ক্ষতিগ্রস্থ অঙ্গ
വനനം,Afforastation
അഗമോസ്പർമി,আগামোস্পার্মি
അഗറും,আগর
അഗരോസ്,আগারোজ
അഗരോസ് ജെൽ എലെട്രോഫോറെസിസ്,আগারোজ জেল এ্যালেট্রোফোরেসিস
അഗരോസ് പോളിമർ ജെൽ,আগারোজ পলিমার জেল
അഗാധമായ,আগস্ট
കൂരക്കം,আগাভা
പ്രായ വിതരണം,বয়স বিতরণ
പ്രായ പിരമിഡ്,বয়স পিরামিড
നിര്മ്മിപ്പ,আগ্রাসন
ആകെത്തുകയായുള്ള,সমষ্টি
ഫോളിക്കിളിന്റെ ആകെത്തുക,ফলিকেলের সমষ্টি
ഫോളിക്കിളിന്റെ ആകെത്തുക,ফলিকেলের সমষ্টি
അഗ്രഗേഷൻ,সমষ্টি
ആക്രമശാസ്ത്രം,আগ্রাসন
അജിറ്ററ്റർ സിസ്റ്റം,আন্দোলনকারী সিস্টেম
അഗ്നിനാഥ,অগ্নিথা
അഗൗട്ടി,আগৌটি
അഗ്രഗൽ ക്ലോറോപ്ലാസ്റ്റ്,অ্যাগ্রানাল ক্লোরোপ্লাস্ট
അഗ്രനനുകാരി,অ্যাগ্রানুলার
അഗ്രമായനുലോസിടെ,অ্যাগ্রানুলোকাইট
കൃഷിപ്പണി,কৃষি
അഗ്രോഫോറസ്ട്രി,কৃষি
അഗ്രോബക്രിയം മധ്യസ്ഥത,অ্যাগ্রোব্যাক্টেরিয়াম মধ্যস্থতা
അഗ്രോബക്രിയം ടുബ്ഫാസിയൻസ്,অ্যাগ্রোব্যাক্টেরিয়াম টিউফেসিয়েনস
കാർഷിക,এগ্রোকেমিক্যাল
കാർഷിക,এগ্রোকেমিক্যাল
അഗ്രോക്ലിമീയ മേഖല,অ্যাগ্রোক্লিম্যাটিক জোন
അഗ്രോണമിക് സ്വഭാവം,কৃষি বৈশিষ্ট্য
അഗ്രോണമി,কৃষি
എയ്ഡ്സ്,এইডস
എയർ ബ്ളാഡര്,বায়ুকোষ
എയർകണ്ടീഷണർ,এয়ার কন্ডিশনার
എയർ പാസേജ്,বাতাস চলাচলের স্থান বা গলি
വായു മലിനീകരണം,বায়ু দূষণ
വ്ലാക്,এয়ার স্যাক
വായു ശൂന്യത,এয়ার ভ্যাকুওল
എയർ ശ്വസനം,বায়ু শ্বাস প্রশ্বাস
അനെയ്ൻ,আলাইন
അലറി പേശി,অ্যালারি পেশী
അലാസ്കൻ ബ്ര rown ൺ ബിയർ,আলাস্কান ব্রাউন বিয়ার
ആൽബിനോ,আলবিনো
ആൽബൂഗോ,আলবুগো
ആൽബമിൻ,অ্যালবামিন
ആൽബ്യൂമിനസ് വിത്ത്,অ্যালবামিনাস বীজ
അൽബുമിനൂറിയ,অ্যালবামিনুরিয়া
ആൽബനം,অ্যালবার্নাম
അൽകെഡെ,আলসিডে
Aldeheeede,আলডিহেড
ആൽഡോസ്റ്റെറോൺ സിസ്റ്റം,অ্যালডোস্টেরন সিস্টেম
ആൽഡോസ്റ്റെറോൺ,অ্যালডোস্টেরন
അലോറോൺ ലെയർ,আলেউরোন স্তর
അലൂറോപ്ലാസ്റ്റ്,আলেউরোপ্লাস্ট
പയറുവർഗ്ഗങ്ങൾ,আলফালফা
ആൽഗൽ പൂവ്,অ্যালগাল ব্লুম
അൾഗിൻ,অ্যালগিন
അന്യഗ്രഹ ഡിഎൻഎ,এলিয়েন ডিএনএ
അന്യഗ്രഹ ജീവികൾ,এলিয়েন প্রজাতি
വിന്യാപകമായ,প্রান্তিককরণ
വിന്യാപകമായ,প্রান্তিককরণ
അലിമെന്ററി കനാൽ,খাদ্যনালী
അലിമെന്ററി സിസ്റ്റം,অ্যালিমেন্টারি সিস্টেম
അലിയാസം,আলিসম্যাসেস
ആൽക്കലോയിഡ്,ক্ষারীয়
ആൽക്കലൈൻ,ক্ষারীয়
ആൽക്കപ്റ്റോറിയ,অ্যালকাপ্টোনুরিয়া
Allantois,অ্যালান্টোইস
അല്ലെൽ ഫ്രീക്വൻസി,অ্যালিল ফ্রিকোয়েন্সি
അല്ലലേ,অ্যালিল
അല്ലോമോർഫിക് ജോഡി,Allelomorphic জুটি
അലർജി,অ্যালার্জেন
ചീങ്കണ്ണി,অলিগেটর
അല്ലിയം സിപ,অ্যালিয়াম সিইপিএ
അലോഗാമി,অ্যালোগ্যামি
അല്ലുഫ്രാഫ്റ്റ്,অলোগ্রাফ্ট
അലോപ്പേട്രിക് സ്പെസിഫിക്കേഷൻ,অ্যালোপ্যাট্রিক স্পেসিফিকেশন
Allopolyplogid,অ্যালোপলিপ্লয়েড
എല്ലാസ്റ്റീസ്റ്റ് ഇഫക്റ്റ്,অ্যালোস্টেরিক প্রভাব
Allonteric enzyme,অ্যালোস্টেরিক এনজাইম
ഓസ്റ്റോസ്റ്റർ ഇൻഹിബിറ്റർ,অ্যালোস্টেরিক ইনহিবিটার
എല്ലാസ്റ്റീസ്റ്റ് മോഡുലേഷൻ,অ্যালোস্টেরিক মড্যুলেশন
ഓസ്റ്റോസ്റ്റർ സൈറ്റ്,অ্যালোস্টেরিক সাইট
ആസ്റ്റോസ്റ്റ് ഗർബിംഗ്,অ্যালোস্টেরিক বাধা
അലോട്ട്ട്രലോയിഡ്,Allotetraploid
അൽനസ്,অ্যালাস
കറ്റാർ,অ্যালো
ആക്സോണിനൊപ്പം,অ্যাক্সন বরাবর
ആൽഫ-ആന്റിട്രിറ്റിപ്സ്,আলফা-অ্যান্টিট্রিপসিন
ആൽഫ-ലാക്റ്റൽബുമിൻ,আলফা-ল্যাকটালবুমিন
ആൽപൈൻ കാലാവസ്ഥാ അവസ്ഥ,আলপাইন জলবায়ু অবস্থা
ആൽപൈൻ മെഡോ,আল্পাইন মেডো
ആൽപൈൻ സോൺ,আলপাইন জোন
ആൽസ്റ്റോണിയ,অ্যালস্টোনিয়া
ആദരജോ,বিকল্প
ഏകാന്തരക്രമത്തിൽ,বিকল্প
തലമുറയുടെ മാറിമാറ്റം,প্রজন্মের বিকল্প
ഉറ്റമകരമായ രോഗം,উচ্চতায় অসুস্থতা
ഉയരം,উচ্চতা
അൽവിയോളാർ നാളം,অ্যালভোলার নালী
അലിറ്റ്സ്,অ্যালাইটেস
അല്ഷിമേഴ്സ് രോഗം,আলঝেইমার রোগ
അമാക്രീൻ സെൽ,আমাক্রাইন সেল
അമറാന്തം,অমরান্থেসি
അമരന്തസ്,অমরান্থাস
ആംബിയന്റ് ഓസ്മോട്ടിക് സാന്ദ്രത,পরিবেষ্টিত ওসমোটিক ঘনত্ব
ആംബിസ്റ്റോമ,অ্যাম্বিস্টোমা
അറുമണ്ടിന്,অ্যামাইড
അമിനോ അമ്ലം,অ্যামিনো অ্যাসিড
അമിനോ ആസിഡ് സ്വീകാര്യത,অ্যামিনো অ্যাসিড গ্রহণকারী
അമിനോസിഎൽ ടി ആർഎ സിന്തസെസ്,অ্যামিনোসিল টি আরএনএ সিনথেটিজ
അമിപോസിലേഷൻ,অ্যামিনোসিলেশন
അമിറ്റോസിസ്,অ্যামিটোসিস
ക്ഷാരവായു,অ্যামোনিয়া
അമ്മോണിഫിക്കേഷൻ,অ্যামোনিফিকেশন
അമോമോട്ടലിസം,অ্যামোনোটেলিজম
അമ്നിയോസെന്റസിസ്,অ্যামনিওসেন্টেসিস
Amniocentess സാങ്കേതികത,অ্যামনিওসেন্টেসিস কৌশল
Amniocyte,অ্যামনিওসাইট
Amnion,অ্যামনিয়ন
അമ്നിയോട്ടിക് ദ്രാവകം,অ্যামনিয়োটিক তরল
അമ്നിയോട്ടിക് മെംബ്രൺ,অ্যামনিয়োটিক ঝিল্লি
അമ്നിയോട്ടിക് സഞ്ചി,Amniotic কোষ
അമീബ,অ্যামিবা
Amoebocyte,অ্যামিবোসাইট
Amoeboid,অ্যামোবয়েড
Amoeboid lymphocyte,অ্যামোবয়েড লিম্ফোসাইট
അമോബോഡ് ചലനം,অ্যামোবয়েড আন্দোলন
അക്കോറോഫസ്,নিরাকার
സംഖ,পরিমাণ
ആംഫെറ്റാമൈൻ,অ্যাম্ফিটামিন
ആംഫിബിയ,উভচর
ആംഫിബിയൻ,উভচর
ആംഫിബിയൻ,উভচর
Amphioxus,অ্যাম্ফিওক্সাস
ആംഫിയോക്സസ് ലാൻനോലാറ്റസ്,অ্যাম্ফিওক্সাস ল্যানসোল্যাটাস
ഉംഫിപതിക്,অ্যাম্পিপ্যাথিক
ആംഫിപതിക് ലിപിഡ്,অ্যাম্পিপ্যাথিক লিপিড
ആംഫിസാർക്ക,অ্যাম্ফিসারকা
ആമ്പസില്ലിൻ,অ্যাম্পিসিলিন
അമ്പള്ളു,আম্পুল্লা
മുള്ളറി ഗ്രന്ഥി,অ্যাম্পুলারি গ্রন্থি
ആമിഗ്ഡാൽ,অ্যামিগডাল
ആമിഗ്ഡേൽ,অ্যামিগডেল
ആമിഗ്ഡാലിൻ,অ্যামিগডালিন
അമിലേസ്,অ্যামাইলেস
അമിലോപ്ലാസ്റ്റ്,অ্যামাইলোপ্লাস্ট
അനാബെന,আনাবেনা
അനബാസ്,আনাবাস
അനാബോളിക് പാത,অ্যানাবোলিক পথ
അനാബോളിസം,অ্যানাবোলিজম
അനകാർഡിയേസി,Anacardiaceae
വിളമിയ,রক্তাল্পতা
അയ്റോബ്,অ্যানেরোব
അനാറോബിക് ഇന്ധനം,অ্যানেরোবিক জ্বালানী
അനാറോബിക് ശ്വസനം,অ্যানেরোবিক শ্বাস প্রশ্বাস
അനാറോബിക് സ്ലഡ്ജ് ഡൈജസ്റ്റർ,অ্যানেরোবিক স্ল্যাজ ডাইজেস্টর
Anaerobic,অ্যানেরোবিক
അനൈമ,আনাইমা
മലദ്വാരം,মলদ্বার
മലദ്വാരം,মলদ্বার
മലദ്വാരം,মলদ্বার অ্যাপারচার
അനൽ സെറി,মলদ্বার সেরসি
അനൽ ലൂപ്പ്,মলদ্বার লুপ
അനൽ ശൈലി,মলদ্বার শৈলী
അനസ്),সাদৃশ্য
അനസ്),সাদৃশ্য
അനലോഗി,উপমা
അനലോഗി,উপমা
വിശകലനം,বিশ্লেষণ
അനാഫേസ്,অ্যানাফেজ
Anatomic തടസ്സം,শারীরবৃত্তীয় বাধা
ശരീരഘടന,শারীরবৃত্তীয় দিক
അനാട്ടമിസ്റ്റ്,অ্যানাটোমিস্ট
ശരീരശാസ്തം,অ্যানাটমি
പൂർവ്വികൻ പിൻഗാമിയായ ശ്രേണി,পূর্বপুরুষ বংশোদ্ভূত ক্রম
പൂർവ്വിക വംശജർ,পৈতৃক বংশ
പൂർവ്വാവസ്ഥ,পৈতৃক ক্রম
ആൻസിലോസ്റ്റമ,অ্যান্সিলোস্টোমা
ആൻഡ്രോസിയം,অ্যান্ড্রোসিয়াম
ആൻഡ്രോജൻ,অ্যান্ড্রোজেন
വിളമിയ,রক্তাল্পতা
അനെമോൺ,অ্যানিমোন
Aneuplogode,অ্যানিউপ্লয়েড
അനിയുപ്ലോയിഡി,Aneuploidy
ആഞ്ചിന,এনজিনা
ആൻജിയോഗ്രാം,অ্যাঞ্জিওগ্রাম
ആഗിരിഗ്രാഫ്,অ্যাঞ্জিওগ্রাফ
ആജീദർ,অ্যাঞ্জিওগ্রাফি
ആൻജിയോപ്ലാസ്റ്റി,অ্যাঞ্জিওপ্লাস্টি
അൻജിയോസ്പെർം,সপুষ্পক
ആൻജിയോടെൻസിൻ,অ্যাঞ্জিওটেনসিন
ആൻജിയോടെൻസിനോജെൻ,অ্যাঞ্জিওটেনসিনোজেন
ആംഗ്ലർ മത്സ്യം,অ্যাংলার ফিশ
മുതൽക്കുള,অ্যাঙ্গুইনা
ഉള്ക്കൊണ്ടിൻ,অ্যাঙ্গুইস
ജന്തു,প্রাণী
ജന്തു,প্রাণী
മൃഗം ചാണകം,প্রাণী গোবর
മൃഗസംരക്ഷണം,পশুপালন
അനിമൽ കരിയട്ടിപ്പിംഗ്,প্রাণী ক্যারিওটাইপিং
ജന്തു ലോകം,প্রাণী কিংডম
മൃഗങ്ങളുടെ ടിഷ്യു,প্রাণী টিস্যু
അദ്ധ്യാപകൻ,অ্যানিমালিয়া
അനിയോൺ,অ্যানিয়ন
അനിസോട്രോപിക് ബാൻഡ്,অ্যানিসোট্রপিক ব্যান্ড
അനെലിലിംഗ്,অ্যানিলিং
Anenelid,অ্যানেলিড
അന്നലിഡ,অ্যানেলিডা
വാർഷിക മോതിരം,বার্ষিক রিং
റദ്ദാക്കിയത്,কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায়
ചെറുമാനം,অ্যানুল
അപാകത തരം,অসাধারণ প্রকার
അനോഫെൽസ്,অ্যানোফিলস
ഉറുമ്പുതീനി,পিঁপড়া ইটার
വിരുദ്ധ,বিরোধী
അന്റാർട്ടിക്ക്,অ্যান্টার্কটিক
ഏരിയെല്,অ্যান্টেনা
ആന്റിന കോംപ്ലക്സ്,অ্যান্টেনা কমপ্লেক্স
ആന്റിനൽ ഗ്രന്ഥി,অ্যান্টেনাল গ্রন্থি
ആന്റീരിയർ (വെൻട്രൽ) ഗ്രേ ഹോൺ,পূর্ববর্তী (ভেন্ট্রাল) ধূসর শিং
ആന്റീരി ഹൈപ്പോഫിസിസ്,পূর্ববর্তী হাইপোফাইসিস
മുൻകാല ഇടവേള സൾക്കസ്,পূর্ববর্তী ইন্টারভেন্ট্রিকুলার সালকাস
അഥേർ,অ্যান্থার
ആന്തർ സംസ്കാരം,অ্যান্থার সংস্কৃতি
അങ്കാദിയം,অ্যানথেরিডিয়াম
Antresood,অ্যানথেরোজয়েড
ആന്തസംഘങ്ങൾ,অ্যান্থোসেরোস
ആന്തസൂറോടോപ്സിഡ,অ্যান্থোসারোটোপিডিডা
ആന്ത്രാക്സ്,অ্যানথ্রাক্স
ആന്ത്രോപെനിക് വംശനാശം,অ্যানথ্রোপোজেনিক বিলুপ্তি
നരവംശശാസ്ത്രം,নৃবিজ্ঞান
ആൻറി ബാക്ടീരിയൽ,অ্যান্টিব্যাকটেরিয়াল
ആൻറിബയോട്ടിക് പെനിസിലിൻ,অ্যান্টিবায়োটিক পেনিসিলিন
ആൻറിബയോട്ടിക് പ്രതിരോധം,অ্যান্টিবায়োটিক প্রতিরোধী
ആൻറിബയോട്ടിക് (കൾ),অ্যান্টিবায়োটিক (গুলি)
ആന്റിബോഡി,অ্যান্টিবডি
ആന്റിബോഡി ദമ്പതികൾ,অ্যান্টিবডি দম্পতি
ആന്റിബോഡി മെറ്റലേറ്റഡ് പ്രതിരോധശേഷി,অ্যান্টিবডি মধ্যস্থতা অনাক্রম্যতা
Anicoagululant,অ্যান্টিকোয়ুল্যান্ট
ആന്റികോഡൻ ലൂപ്പ്,অ্যান্টিকোডন লুপ
ആന്റീഡിപ്രസന്റ്,এন্টিডিপ্রেসেন্ট
ആന്റിഡിയുററ്റിക് ഹോർമോൺ (ADH),অ্যান্টিডিউরেটিক হরমোন (এডিএইচ)
ആന്റിജൻ ജീൻ,অ্যান্টিজেন জিন
ആന്റിജൻ-ആന്റിബോഡി കോംപ്ലക്സ്,অ্যান্টিজেন-অ্যান্টিবডি কমপ্লেক্স
ആന്റിഗനിക് ഡിറ്റർമിനന്റ്,অ্যান্টিজেনিক নির্ধারক
ആന്റിനൈറ്റിഷണൽ ഫാക്ടർ,অ্যান্টিনিউট্রিশনাল ফ্যাক্টর
ആന്റിഓക്സിഡന്റ്,অ্যান্টিঅক্সিড্যান্ট
ആന്റിപോഡൽ ന്യൂക്ലിയസ്,অ্যান্টিপোডাল নিউক্লিয়াস
ആന്റി സെൻസ് ആർഎൻഎ,অ্যান্টি-সেন্স আরএনএ
ആൻറിവിറൽ പ്രോട്ടീൻ,অ্যান্টিভাইরাল প্রোটিন
ആധാട്,অ্যান্ট্রাম
Anuclate,Nucleate
ഗുദം,মলদ্বার
ഉത്കണ്ഠ രോഗം,উদ্বেগ ব্যাধি
അയോർട്ടിക് കമാനം,মহাধমনীর খিলান
അയോർട്ടിക് ഗാംഗ്ലിയൻ,অর্টিক গ্যাংলিওন
അയോർട്ടിക് സെമിലുനാർ വാൽവ്,অর্টিক সেমিলুনার ভালভ
അയോർട്ടിക് വാൽവ്,মহাধমনীর ভালভ
APC (Anaphas പ്രോത്സാഹിപ്പിക്കുന്നത്),এপিসি (অ্যানাফেজ প্রচার জটিল)
അപ്പോയിലൈക്ക് പൂർവ്വം,অ্যাপেলাইক পূর্বপুরুষ
ആഫിഡ്,এফিড
അഫ്രോഡൈറ്റ്,এফ্রোডাইট
അഗ്ര ആധിപത്യം,অ্যাপিকাল আধিপত্য
അപ്ലിക്കേഷൻ പാഡ്,অ্যাপিকাল প্যাড
അവലി,অ্যাপিক্যালচার
Apis ഇൻഡിക്ക,এপিস ইন্ডিকা
എപ്ലാനോസ്പോര്,Aplanopore
അപ്ളീസിയ,অ্যাপলিসিয়া
അപ്പോക്കാർപേ,অ্যাপোকার্পে
അപ്പോക്കറസ്,অ্যাপোকার্পাস
അപ്പോക്കർബസ് അണ്ഡാശയം,অ্যাপোকার্পাস ডিম্বাশয়
അപ്പോക്രൈൻ ഗ്രന്ഥി,অ্যাপোক্রাইন গ্রন্থি
അപെൻസൈം,অ্যাপোয়েনজাইম
ശാന്തമായ,অ্যাপোমিক্ট
അപ്പോമിക്സിസ്,অ্যাপোমিক্সিস
UpoPlasm,অ্যাপোপ্লাজম
Apopleastic വഴി,অ্যাপোপ্লাস্টিক পথ
അപ്പോപ്ടോസിസ്,অ্যাপোপটোসিস
ഉപകരണങ്ങള്,যন্ত্রপাতি
കൂട്ടിച്ചേർത്ത അസ്ഥികൂടം,খিল কঙ্কাল
കീകത്തിന്റെ അനുബന്ധം,কেকুমের পরিশিষ্ট
ആപ്പിൾ ഒച്ചുകൾ,অ্যাপল শামুক
അക്വാകൾച്ചർ,জলজ চাষ
അക്വാപ്പീര,অ্যাকোয়াপুরিন
ജലവിഷയക്കാരൻ,জলজ উভচর
ജലരീതി,জলজ ফর্ম
ജല ആവാസവ്യവസ്ഥ,জলজ আবাস
ജലജീവിങ്ങള്,জলজ জীব
ജലസ്വചന്തി,জলজ উদ্ভিদ
ജലവിശ്വാസം,জলজ শ্বাস প্রশ্বাস
ജല ദ്രാവകം,জলীয় তরল
ജലീയ ഉന്മൂലനം,জলীয় হুমুর
ജലീയ ഇൻട്രാ സെല്ലുലാർ ദ്രാവകം,জলীয় আন্তঃকোষীয় তরল
ജലീയ സാമ്പിള്,জলীয় নমুনা
ജലീയ പരിഹാരം,জলীয় দ্রবণ
അക്വില,অ্যাকিলা
അറബിഡോപ്സിസ്,আরবিডোপসিস
അരാക്നിഡ,আরাচনিদা
അരാക്നോയിഡ്,আরাকনয়েড
അരാനിയസ്,আরেনিয়াস
അർബസവാളികമായ,আরবোরসেন্ট
അർബറോസന്റ് ലൈക്കോപോഡ്,আরবোরসেন্ট লাইকোপড
ആർക്കീഫായ,প্রত্নতাত্ত্বিক
ആൾജിഗോണിയം,আর্কেগনিয়াম
ദീപസമൂഹം,দ্বীপপুঞ্জ
