Malayalam,Bengali
പ്രൊജക്ഷൻ കോൺ,অভিক্ষেপ কোণ
പ്രതിഫലനത്തിന്റെ കോൺ,প্রতিফলন কোণ
അപവർത്തന കോൺ,প্রতিসরণ কোণ
ഭ്രമണകോണ്,ঘূর্ণন কোণ
മൊത്തം പ്രതിഫലനത്തിന്റെ കോൺ,মোট প্রতিফলনের কোণ
കോണീയ ത്വരണം,কৌণিক ত্বরণ
കോണീയ ചലനം,কৌণিক গতি
കോണീയ വേഗത,কৌণিক গতি
കോണീയ പ്രവേഗം,কৌণিক বেগ
വാർഷികം,অ্যানুলাস
ഉത്തരം,উত্তর
ആന്റി-ഡെറിവേറ്റീവ്,বিরোধী – ডেরিভেটিভ
ആന്റിസിമെട്രിക് പ്രവർത്തനം,অপ্রতিসম ফাংশন
ബാധകമാണ്,প্রযোজ্য
അപേക്ഷ,আবেদন
പ്രയോഗിച്ച ഡൈനാമിക് പ്രോഗ്രാമിംഗ്,প্রয়োগকৃত গতিশীল প্রোগ্রামিং
പ്രയോഗിച്ച ജ്യാമിതി,প্রয়োগ করা জ্যামিতি
പ്രയോഗിച്ച ഗണിതശാസ്ത്രം,ফলিত গণিত
പ്രയോഗിച്ച സ്ഥിതിവിവരക്കണക്കുകൾ,ফলিত পরিসংখ্যান
ഏകദേശം,আন্দাজ
ഏകദേശം തുടർച്ചയായ പ്രവർത്തനം,প্রায় একটানা ফাংশন
ഏകദേശ രീതി,আনুমানিক পদ্ধতি
ഏകദേശ പരിഹാരം,আনুমানিক সমাধান
ഏകദേശ പ്രശ്നം,আনুমানিক সমস্যা
ഏകദേശ സ്വത്ത്,আনুমানিক সম্পত্তি
ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ് ബാറ്ററി,যোগ্যতা পরীক্ষার ব্যাটারি
അർഗൻഡ് ഡയഗ്രം,Argand ডায়াগ্রাম
ഏകപക്ഷീയമായി തിരഞ്ഞെടുത്തു,নির্বিচারে নির্বাচিত
ഏകപക്ഷീയമായ,ইচ্ছামত
ഏകപക്ഷീയമായ സ്ഥിരാങ്കം,নির্বিচারে ধ্রুবক
ഏകപക്ഷീയമായ ഘടകം,নির্বিচারে উপাদান
ഏകപക്ഷീയമായ പോയിന്റ്,নির্বিচারে পয়েন্ট
ആർക്കെമീഡിയൻ നിയമം,আর্কিমিডিয়ান আইন
ആർക്കിമിഡീസ് തത്വം,আর্কিমিডিসের নীতি
ആർക്ക് നീളം,চাপ দৈর্ঘ্য
വൃത്താകൃതിയിലുള്ള കമാനം,বৃত্তের চাপ
ആർക്ക് സൈൻ വിതരണം,আর্ক সাইন ডিস্ট্রিবিউশন
ആർക്ക് സൈൻ പരിവർത്തനം,চাপ সাইন রূপান্তর
പ്രദേശം,এলাকা
ഏരിയൽ ടെക്സ്ചർ,আঞ্চলিক টেক্সচার
സങ്കീർണ്ണ സംഖ്യയുടെ വാദം,জটিল সংখ্যার যুক্তি
ഗണിത അർത്ഥം,গাণিতিক গড়
ഗണിത പ്രവർത്തനം,গাণিতিক অপারেশন
ഗണിത യൂണിറ്റ്,পাটিগণিত একক
ക്രമീകരണം,ব্যবস্থা
അറേ,অ্যারে
കൃത്രിമ ഉപഗ്രഹം,কৃত্রিম উপগ্রহ
കൃത്രിമ വേരിയബിൾ,কৃত্রিম পরিবর্তনশীল
കയറുക,আরোহণ
ആരോഹണം,আরোহী
മാഗ്നിറ്റ്യൂഡിന്റെ ആരോഹണ ക്രമം,মাত্রার আরোহী ক্রম
ആരോഹണ പരമ്പര,আরোহী সিরিজ
അസംബ്ലർ ഭാഷ,সংযোজনকারী ভাষা
അസൈൻമെന്റ് പ്രശ്നം,নিয়োগ সমস্যা
സഹകാരി നിയമം,সহযোগী আইন
ഓപ്പറേറ്റർമാരുടെ അനുബന്ധ നിയമം,অপারেটরদের সহযোগী আইন
അനുബന്ധ പ്രവർത്തനം,সহযোগী অপারেশন
സഹവാസം,সহযোগীতা
അർത്ഥമാക്കുന്നത്,ধরে নেওয়া গড়
പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ അനുമാനിച്ചു,অনুমান সম্ভাব্যতা বন্টন
അനുമാനം,ধৃষ্টতা
ജ്യോതിഷം,জ্যোতিষশাস্ত্র
ബഹിരാകാശ എഞ്ചിനീയർ,মহাকাশচারী প্রকৌশলী
ജ്യോതിശാസ്ത്രജ്ഞൻ,জ্যোতির্বিজ্ঞানী
ജ്യോതിശാസ്ത്ര ഘടികാരം,জ্যোতির্বিদ্যা ঘড়ি
ജ്യോതിശാസ്ത്രം,জ্যোতির্বিদ্যা
അസമമായ വക്രം,অপ্রতিসম বক্ররেখা
അസമമിതി,অসমতা
ലക്ഷണം,উপসর্গ
അസിംപ്റ്റോട്ടിക്,অ্যাসিম্পোটিক
അസിംപ്റ്റിക്കലി കാര്യക്ഷമമായ എസ്റ്റിമേറ്റർ,লক্ষণগতভাবে দক্ষ অনুমানকারী
അസ്‌മിപ്റ്റിക്കലി പക്ഷപാതമില്ലാത്ത എസ്റ്റിമേറ്റർ,asymptotically নিরপেক্ষ অনুমানকারী
അസിംപ്റ്റോട്ടിക് സ്വഭാവം,অ্যাসিম্পোটিক আচরণ
അസിംപ്റ്റോട്ടിക് ഡിസ്ട്രിബ്യൂഷൻ ഫംഗ്ഷൻ,অ্যাসিম্পোটিক ডিস্ট্রিবিউশন ফাংশন
അസിംപ്റ്റോട്ടിക് വികാസം,অ্যাসিম্পোটিক সম্প্রসারণ
അന്തരീക്ഷമർദ്ദം,বায়ুমণ্ডলীয় চাপ
മാറി മാറി,এলোমেলোভাবে
ആട്രിബ്യൂട്ട്,বৈশিষ্ট্য
ആട്രിബ്യൂട്ടുകൾ സാമ്പിൾ നടപടിക്രമം,বৈশিষ্ট্য নমুনা পদ্ধতি
വർദ്ധിപ്പിച്ച മാട്രിക്സ്,অগমেন্টেড ম্যাট্রিক্স
ഓട്ടോകോറിലേഷൻ കോഫിഫിഷ്യന്റ്,স্বয়ংক্রিয় সম্পর্ক সহগ
ഓട്ടോകോറിലേഷൻ ഫംഗ്ഷൻ,স্বয়ংক্রিয় সম্পর্ক ফাংশন
ഓട്ടോകോവേരിയൻസ്,স্বয়ংক্রিয়তা
ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടർ,স্বয়ংক্রিয় কম্পিউটার
സ്വയം റിഗ്രഷൻ,অটোরিগ্রেশন
സഹായ സമവാക്യം,সহায়ক সমীকরণ
ശരാശരി സാമ്പിൾ നമ്പർ വക്രം (ASN കർവ്),গড় নমুনা সংখ্যা বক্ররেখা (ASN কার্ভ)
സിദ്ധാന്തം,স্বতঃসিদ্ধ
അച്ചുതണ്ട് സമീപനം,স্বতঃসিদ্ধ পদ্ধতি
സംഭാവ്യതയുടെ സിദ്ധാന്തം,সম্ভাব্যতার স্বতঃসিদ্ধ
അച്ചുതണ്ട്,অক্ষ
അബ്സിസ്സയുടെ അച്ചുതണ്ട്,আবসিসার অক্ষ
ഭൂമിയുടെ അച്ചുതണ്ട്,পৃথিবীর অক্ষ
വിപ്ലവത്തിന്റെ അച്ചുതണ്ട്,বিপ্লবের অক্ষ
ഭ്രമണത്തിന്റെ അച്ചുതണ്ട്,ঘূর্ণনের অক্ষ
സ്പിന്നിന്റെ അച്ചുതണ്ട്,ঘূর্ণনের অক্ষ
തിരികെ-പകരം,ফিরে প্রতিস্থাপন
പിന്നാക്ക വ്യത്യാസം,পশ্চাদপদ পার্থক্য
ബാക്ക്വാർഡ്-ഇന്റർപോളേഷൻ ഫോർമുല,পশ্চাদগামী-ইন্টারপোলেশন সূত্র
ബാലൻസ്,ভারসাম্য
സമതുലിതമായ ഡിസൈൻ,সুষম নকশা
ബാലൻസ് ഷീറ്റ്,ব্যালেন্স শীট
ബാലിസ്റ്റിക് മിസൈൽ,ক্ষেপণাস্ত্র
ബാലിസ്റ്റിക്സ്,ব্যালিস্টিক
ബാർ,বার
അടിസ്ഥാനം,ভিত্তি
അടിസ്ഥാന കോൺ,ভিত্তি কোণ
ലോഗരിതം അടിസ്ഥാനം,লগারিদমের ভিত্তি
അടിസ്ഥാന,মৌলিক
അടിസ്ഥാന പ്രായോഗിക പരിഹാരം,মৌলিক সম্ভাব্য সমাধান
അടിസ്ഥാന പരിഹാരം,মৌলিক সমাধান
അടിസ്ഥാന വേരിയബിൾ,মৌলিক পরিবর্তনশীল
അടിസ്ഥാനം,ভিত্তি
അടിസ്ഥാന ഘടകം,ভিত্তি উপাদান
അടിസ്ഥാന മാട്രിക്സ്,ভিত্তি ম্যাট্রিক্স
ഒരു വെക്റ്റർ സ്ഥലത്തിന്റെ അടിസ്ഥാനം,একটি ভেক্টর স্থান ভিত্তি
ഉപസ്ഥലത്തിന്റെ അടിസ്ഥാനം,সাবস্পেস ভিত্তি
ബയേസിയൻ എസ്റ്റിമേറ്റ്,Bayesian অনুমান
ബയേസിന്റെ നിയമം,বেইস আইন
ബയേസിന്റെ സിദ്ധാന്തം,বেইসের উপপাদ্য
ബെർണൂലി വിതരണം,বার্নোলি বিতরণ
ബെർണൂലി നമ്പർ,বার্নোলি নম্বর
ബെർണൂലി പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ,Bernoulli সম্ভাব্যতা ফাংশন
ബെർണൂലിയുടെ സമവാക്യം,বার্নউলির সমীকরণ
ബെറി പ്രവർത്തനം,বেরি ফাংশন
ഏറ്റവും അനുയോജ്യം,শ্রেষ্ঠ মিল
ഏറ്റവും അനുയോജ്യമായ ലൈൻ,সেরা - ফিট লাইন
മികച്ച പരിഹാരം,সেরা সমাধান
മികച്ച തന്ത്രങ്ങൾ,সেরা কৌশল
ബീറ്റ വിതരണം,বিটা বিতরণ
പക്ഷപാതം,পক্ষপাত
പക്ഷപാതപരമായ കണക്ക്,পক্ষপাতমূলক অনুমান
ബൈഹാർമോണിക് സമവാക്യം,বিহারমোনিক সমীকরণ
ബിജക്ഷൻ,দ্বিখণ্ডন
ബിജക്റ്റീവ് മാപ്പ്,দ্বিমুখী মানচিত্র
ബിജക്റ്റീവ് മാപ്പിംഗ്,দ্বিমুখী ম্যাপিং
ബിലീനിയർ രൂപം,বাইলিনিয়ার ফর্ম
ബിലീനിയർ ഫംഗ്ഷൻ,বাইলিনিয়ার ফাংশন
ബിലീനിയർ ഹെർമിഷ്യൻ രൂപം,বাইলিনিয়ার হারমিটিয়ান ফর্ম
ബൈനറി,বাইনারি
ബൈനറി കോഡ്,বাইনারি কোড
ബൈനറി കോഡ് ചെയ്ത ദശാംശം,বাইনারি কোডেড দশমিক
ബൈനറി കോഡിംഗ്,বাইনারি কোডিং
ബൈനറി കമ്പ്യൂട്ടർ,বাইনারি কম্পিউটার
ബൈനറി അക്കം,বাইনারি সংখ্যা
ബൈനറി പ്രവർത്തനം,বাইনারি অপারেশন
ബൈനറി സിസ്റ്റം,বাইনারি সিস্টেম
ബൈനറി വേരിയബിൾ,বাইনারি পরিবর্তনশীল
ദ്വിപദ ഗുണകം,দ্বিপদ সহগ
ദ്വിപദ വിതരണം,দ্বিপদ ডিস্ট্রিবিউশন
ദ്വിപദ സമവാക്യം,দ্বিপদ সমীকরণ
ദ്വിപദ വിപുലീകരണം,দ্বিপদ সম্প্রসারণ
ദ്വിപദ പദപ്രയോഗം,দ্বিপদ অভিব্যক্তি
ബൈനോമിയൽ റാൻഡം വേരിയബിൾ,দ্বিপদী র্যান্ডম পরিবর্তনশীল
ദ്വിപദ സിദ്ധാന്തം,দ্বিপদ উপপাদ্য
വിഭജനം,দ্বিখণ্ডন
വിഭജന രീതി,দ্বিখণ্ডিত পদ্ধতি
ദ്വിഭാഗം,দ্বিখণ্ডিত
ബൈസീരിയൽ,biserial
ബിറ്റ്,বিট
ദ്വിപദ ദ്വിപദ വിതരണം,দ্বিপদ দ্বিপদ বণ্টন
ദ്വിവസ്ത്ര പരസ്പര ബന്ധ ഗുണകം,bivariate পারস্পরিক সম্পর্ক সহগ
ദ്വിവിധ വിതരണം,দ্বিমুখী বন্টন
ദ്വിവത്കൃത സാധാരണ വിതരണം,দ্বিমুখী স্বাভাবিক বন্টন
ബിവെക്ടർ,bivector
ബോൾട്ട്സ്മാൻ സമവാക്യം,বোল্টজম্যান সমীকরণ
ബൂളിയൻ ബീജഗണിതം,বুলিয়ান বীজগণিত
ബോസ് - ഐൻസ്റ്റീൻ സ്ഥിതിവിവരക്കണക്കുകൾ,বোস-আইনস্টাইন পরিসংখ্যান
അതിർത്തി അവസ്ഥ,সীমানার অবস্থা
അതിർത്തി പാളി,সীমানা স্তর
അതിർത്തി രേഖ,সীমান
അതിർത്തി മൂല്യം,সীমানা মান
അതിർത്തി മൂല്യ പ്രശ്നം,সীমানা মান সমস্যা
പരിമിതമായ പ്രവർത്തനം,আবদ্ধ ফাংশন
ബൗണ്ടഡ് മാട്രിക്സ്,আবদ্ধ ম্যাট্রিক্স
അതിർത്തി പ്രദേശം,আবদ্ধ অঞ্চল
ബൗണ്ടഡ് സെറ്റ്,আবদ্ধ সেট
ബ്രൗൺ ചലനം,ব্রোমিন
കണക്കാക്കുക,গণনা করা
കണക്കുകൂട്ടുന്നു,গণনা করা
കണക്കുകൂട്ടൽ യന്ത്രം,গননা যন্ত্র
കണക്കുകൂട്ടല്,গণনা
കണക്കുകൂട്ടൽ നടപടിക്രമം,গণনা পদ্ধতি
കാൽക്കുലേറ്റർ,ক্যালকুলেটর
കാൽക്കുലസ്,ক্যালকুলাস
വ്യതിയാനത്തിന്റെ കണക്കുകൂട്ടൽ,পরিবর্তনের ক্যালকুলাস
കലോറി,ক্যালোরি
റദ്ദാക്കൽ നിയമം,বাতিল আইন
കാനോനിക്കൽ സമവാക്യം,ক্যানোনিকাল সমীকরণ
കാനോനിക്കൽ രൂപം,ক্যানোনিকাল ফর্ম
കാനോനിക്കൽ മാട്രിക്സ്,ক্যানোনিকাল ম্যাট্রিক্স
കാന്റർ സെറ്റ്,ক্যান্টর সেট
കാന്ററിന്റെ ത്രിതല സെറ്റ്,Cantor এর ত্রিনারি সেট
ശേഷിയുള്ള ഗതാഗത പ്രശ്നം,ক্যাপাসিটেড পরিবহন সমস্যা
ശേഷി,ক্ষমতা
കാപ്പിലറി ബലം,কৈশিক বল
കാർഡിനൽ നമ്പർ,অঙ্কবাচক সংখ্যা
കാർട്ടീഷ്യൻ അക്ഷങ്ങൾ,কার্টেসিয়ান অক্ষ
കാർട്ടീഷ്യൻ കോർഡിനേറ്റുകൾ,কার্টেসিয়ান স্থানাঙ্ক
കാർട്ടീഷ്യൻ ഉൽപ്പന്നം,কার্টিজিয়ান পণ্য
സെറ്റുകളുടെ കാർട്ടീഷ്യൻ ഉൽപ്പന്നം,সেটের কার্টেসিয়ান পণ্য
കേസ് പഠനം,কেস স্টাডি
വിനാശകരമായ ഏറ്റക്കുറച്ചിലുകൾ,বিপর্যয়কর ওঠানামা
കാറ്റനറി,ক্যাটেনারি
കോച്ചി വിതരണം,কচি বন্টন
കൗച്ചി ഫോർമുല,কচি সূত্র
Cauchy Goursat സിദ്ധാന്തം,Cauchy Goursat উপপাদ্য
കൗച്ചി റീമാൻ വ്യവസ്ഥകൾ,কচি রিম্যানের শর্ত
Cauchy ക്രമം,কচি সিকোয়েন্স
കൗച്ചി ഇന്റഗ്രൽ,কচি অবিচ্ছেদ্য
Cauchy പ്രധാന മൂല്യം,কচি প্রধান মান
കൗച്ചി അവശിഷ്ട സിദ്ധാന്തം,কচি অবশিষ্টাংশ উপপাদ্য
കെയ്‌ലി ഹാമിൽട്ടൺ സിദ്ധാന്തം,কেলি হ্যামিল্টন উপপাদ্য
ആകാശ ശരീരം,স্বর্গীয় শরীরের
ആകാശത്തിന്റെ അളവ്,স্বর্গীয় পরিমাপ
ആകാശ മെക്കാനിക്സ്,স্বর্গীয় বলবিদ্যা
ആകാശ വസ്തു,মহাকাশীয় বস্তু
സെൽ ആവൃത്തി,সেল ফ্রিকোয়েন্সি
കാനേഷുമാരി,জনগণনা
സെന്റൽ,সেন্টিল
സെന്റീമീറ്റർ,সেন্টিমিটার
സെന്റീമീറ്റർ ഗ്രാം സെക്കന്റ് സിസ്റ്റം,সেন্টিমিটার গ্রাম দ্বিতীয় সিস্টেম
കേന്ദ്ര,কেন্দ্রীয়
കേന്ദ്ര അക്ഷം,কেন্দ্রীয় অক্ষ
കേന്ദ്ര വ്യത്യാസം,কেন্দ্রীয় পার্থক্য
കേന്ദ്ര വ്യത്യാസ ഫോർമുല,কেন্দ্রীয় পার্থক্য সূত্র
കേന്ദ്ര വ്യത്യാസ പട്ടിക,কেন্দ্রীয় পার্থক্য টেবিল
കേന്ദ്ര പരിധി സിദ്ധാന്തം,কেন্দ্রীয় সীমা উপপাদ্য
കേന്ദ്ര നിമിഷം,কেন্দ্রীয় মুহূর্ত
സെൻട്രൽ പ്രോസസ്സിംഗ് യൂണിറ്റ് (സിപിയു),কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট (CPU)
കേന്ദ്ര പ്രവണത,কেন্দ্রীয় প্রবণতা
കേന്ദ്രം,কেন্দ্র
ഗുരുത്വാകർഷണ കേന്ദ്രം,মাধ্যাকর্ষণ কেন্দ্র
ഗ്രൂപ്പിന്റെ കേന്ദ്രം,দলের কেন্দ্র
പിണ്ഡത്തിന്റെ കേന്ദ്രം,ভর কেন্দ্র
സമമിതിയുടെ കേന്ദ്രം,প্রতিসাম্য কেন্দ্র
അപകേന്ദ്ര ബലം,অপকেন্দ্র বল
അപകേന്ദ്രബലം,কেন্দ্রমুখী বল
കേന്ദ്രീകൃത,ভরকেন্দ্র
ഉറപ്പ്,নিশ্চিততা
cgs സിസ്റ്റം,সিজিএস সিস্টেম
cgs യൂണിറ്റ്,সিজিএস ইউনিট
വ്യത്യാസത്തിന്റെ ശൃംഖല,পার্থক্যের চেইন নিয়ম
സാധ്യത കാരണങ്ങൾ,সুযোগ কারণ
അവസര നീക്കങ്ങൾ,সুযোগ চলে যায়
അച്ചുതണ്ടുകളുടെ മാറ്റം,অক্ষ পরিবর্তন
അടിസ്ഥാന മാറ്റം,ভিত্তি পরিবর্তন
ക്രമം മാറ്റം,আদেশ পরিবর্তন
സ്വഭാവ ഗുണകം,বৈশিষ্ট্য সহগ
ഡിറ്റർമിനന്റ്,নির্ধারক
സ്വഭാവ സമവാക്യം,চরিত্রগত সমীকরণ
സ്വഭാവ സവിശേഷത,চরিত্রগত ফাংশন
ലോഗരിതത്തിന്റെ സ്വഭാവം,লগারিদমের বৈশিষ্ট্য
സ്വഭാവ ബഹുപദം,চরিত্রগত বহুপদ
സ്വഭാവ മൂല്യം,বৈশিষ্ট্যগত মান
സ്വഭാവ വെക്റ്റർ,চরিত্রগত ভেক্টর
പ്രതീക സെറ്റ്,অক্ষর সেট
ചാർട്ട്,চার্ট
ചി-സ്ക്വയർ വിതരണം,চি-স্কয়ার বিতরণ
ചി-സ്ക്വയർ ഫോർമുല,চি-বর্গাকার সূত্র
ചി-സ്ക്വയർ ടെസ്റ്റ്,চি-স্কয়ার পরীক্ষা
കോർഡ്,জ্যা
chord-bisection രീതി,জ্যা-দ্বিখণ্ডন পদ্ধতি
സൈഫർ സന്ദേശം (=കോഡ് ചെയ്ത സന്ദേശം),সাইফার বার্তা (=কোডেড বার্তা)
സൈഫർ (പൂജ്യം),সাইফার (শূন্য)
വൃത്തം,বৃত্ত
ഒത്തുചേരൽ വൃത്തം,অভিসার বৃত্ত
സർക്യൂട്ട് മാട്രിക്സ്,সার্কিট ম্যাট্রিক্স
വൃത്താകൃതിയിലുള്ള,বৃত্তাকার
വൃത്താകൃതിയിലുള്ള ലക്ഷണം,বৃত্তাকার অ্যাসিম্পটোট
വൃത്താകൃതിയിലുള്ള ഹെലിക്സ്,বৃত্তাকার হেলিক্স
വൃത്താകൃതിയിലുള്ള ചലനം,বৃত্তাকার গতি
ചുറ്റളവ്,পরিধি কেন্দ্র
വൃത്താകൃതി,পরিবৃত্ত
ചുറ്റുക,পরিধি করা
പരിമിതപ്പെടുത്തിയിരിക്കുന്നു,পরিধিকৃত
ചുറ്റപ്പെട്ട വൃത്തം,পরিধিকৃত বৃত্ত
ക്ലാസിക്കൽ ഡിഡക്റ്റീവ് ടെക്നിക്,ক্লাসিক্যাল ডিডাক্টিভ কৌশল
ക്ലാസിക്കൽ ഡൈനാമിക്സ്,শাস্ত্রীয় গতিবিদ্যা
