Hindi,Marathi
अनुरूप सुविधा टर्मिनल,अ‍ॅनालॉग सुविधा टर्मिनल
अनुरूप फलन जनक,"एनालॉग फंक्शन
 जनरेटर"
अनुरूप समाकलन,एनालॉग एकत्रीकरण
अनुरूप गुणक,एनालॉग गुणक
अनुरूप क्रमादेशन,एनालॉग प्रोग्रामिंग
अनुरूप मापन,एनालॉग स्केलिंग
अनुरूप संकेत,एनालॉग सिग्नल
अनुरूप अनुकार,एनालॉग सिम्युलेशन
अनुरूप स्विच,एनालॉग स्विच
अनुरूप तंत्र,एनालॉग सिस्टम
अनुरूप अंकीय परिवर्तक,"डिजिटल टू डिजिटल
 कन्व्हर्टर"
अनुरूप अंकीयकूटलेखक,"डिजिटल टू डिजिटल
 एन्कोडर"
अनुरूप संचरण,एनालॉग ट्रान्समिशन
अनुरूप प्रकार,एनालॉग प्रकार
विश्लेषण खंड़क,विश्लेषण ब्लॉक
विश्लेषण विधा,विश्लेषण मोड
वैश्लेषिक इंजन,विश्लेषणात्मक इंजिन
पूर्वज कार्य,वडिलोपार्जित कार्य
सहायक उपकरण,सहायक उपकरणे
तथा',आणि
तथा' परिपथ,आणि सर्किट
तथा' अवयव,आणि घटक
तथा' द्वार,आणि गेट
तथा' प्रच्छादन,आणि मुखवटा
अपवर्जन,आणि ऑपरेशन नाही (= अपवर्जन)
तथा' संक्रिया,आणि ऑपरेशन
चयक स्मृति,अनुबंध मेमरी
टिप्पण,भाष्य
आख्यापित्र,अ‍ॅन्युन्सिएटर
तुरत उत्तर,उत्तर परत
उत्तर विलंब,उत्तर विलंब
उत्तर काल,उत्तर वेळ
उत्तर बत्ती,उत्तर दिवा
उत्तर सूची,उत्तर यादी
केवल उत्तर,फक्त उत्तर द्या
प्रत्याशा विधा,अपेक्षित मोड
प्रत्याशामूलक चयकन,अपेक्षित बफरिंग
प्रत्याशामूलक हासिल,अपेक्षित वाहून नेणे
प्रत्याशामूलक पृष्ठन,अपेक्षित पेजिंग
प्रतिसंपाती संक्रिया,अँटीकोइन्सिडन्स ऑपरेशन
प्रतिसंपाती अवयव,अँटीकोइन्सींट घटक
अनावर्ती ऐन्टेना,अ‍ॅपरिओडिक ten न्टीना
द्वारक पत्रक,छिद्र कार्ड
द्वारक कूट,छिद्र कोड
द्वारक काल,छिद्र वेळ
अनुबंध,परिशिष्ट
अनुबंध कार्य,परिशिष्ट कार्य
अनुप्रयोग विकासक,अनुप्रयोग विकसक
अनुप्रयोग स्तर,अनुप्रयोग स्तर
अनुप्रयोग मूलक भाषा,अनुप्रयोग देणारं भाषा
अनुप्रयोग (क्रमादेश) संकुल,अनुप्रयोग पॅकेज
अनुप्रयोग क्रमादेश,अनुप्रयोग कार्यक्रम
अनुप्रयोग क्रमादेशन,अनुप्रयोग प्रोग्रामिंग
अनुप्रयोग अपेक्षित भाषा,अर्ज आवश्यक भाषा
अनुप्रयोग प्रक्रिया सामग्री,अनुप्रयोग सॉफ्टवेअर
अधिरोपण,अ‍ॅप्लिक
सन्निकटन सिद्धांत,अंदाजे सिद्धांत
स्वेच्छ अभिगम,अनियंत्रित प्रवेश
स्वेच्छ अनुक्रम अभिकलित्र,अनियंत्रित अनुक्रम संगणक
मध्यस्थ,लवाद
"वास्तुकला, स्थापत्यकला",आर्किटेक्चर
पुराभंडारण,संग्रहण
क्षेत्र कूट,क्षेत्र कोड
क्षेत्र खोज,क्षेत्र शोध
क्षेत्र स्थानांतरण,क्षेत्र हस्तांतरण
क्षेत्र चर,क्षेत्र चल
स्वतंत्र चर,युक्तिवाद
स्वतंत्र चर पता,युक्तिवाद पत्ता
स्वतंत्र चर सूची,युक्तिवाद यादी
अंकगणितीय अनुदेश,अंकगणित सूचना
अंक गणितीय एंव तर्क एकक,अंकगणित आणि तर्कशास्त्र युनिट
अंकगणितीय नियतन कथन,अंकगणित असाइनमेंट स्टेटमेंट
अंकगणितीय जाँच,अंकगणित तपासणी
अंकगणितीय अचर,अंकगणित स्थिर
अंकगणितीय रूपांतर,अंकगणित रूपांतरण
अंकगणितीय आँकड़े,अंकगणित डेटा
अंकगणितीय अपवाद,अंकगणित अपवाद
अंकगणितीय व्यंजक,अंकगणित अभिव्यक्ती
अंकगणितीय नियत बिन्दु,अंकगणित निश्चित बिंदू
अंकगणितीय पदानुक्रम,अंकगणित पदानुक्रम
अंकगणितीय 'यदि' कथन,अंकगणित जर विधान
अंकगणितीय तर्क,अंकगणित तर्कशास्त्र
अंकगणितीय तर्क एकक,अंकगणित लॉजिक युनिट
अंकगणितीय संक्रिया,अंकगणित ऑपरेशन
अंकगणितीय संकारक,अंकगणित ऑपरेटर
अंकगणितीय अधिप्रवाह,अंकगणित ओव्हरफ्लो
अंकगणितीय चित्र आँकड़े,अंकगणित चित्र डेटा
अंकगणितीय पूर्वता,अंकगणित प्राधान्य
अंकगणितीय प्राथमिक अवयव,अंकगणित प्राथमिक
अंकगणितीय पंजी,अंकगणित नोंदणी
अंकगणितीय संबंध,अंकगणित संबंध
अंकगणितीय क्रमवीक्षण,अंकगणित स्कॅन
अंकीय अनुभाग,अंकगणित विभाग
अंकगणितीय विस्थापन,अंकगणित शिफ्ट
अंकगणितीय विस्थापन,अंकगणित शिफ्टिंग
अंकगणितीय कथन,अंकगणित विधान
अंकगणितीय पद,अंकगणित संज्ञा
अंकगणितीय अधोप्रवाह,अंकगणित अंडरफ्लो
अंकीय एकक,अंकगणित युनिट
सरणी,रचना
सरणी परिबंध,अ‍ॅरे बाउंड
सरणी अभिकलित्र,अ‍ॅरे संगणक
सरणी विमा,अ‍ॅरे आयाम
सरणी अवयव,अ‍ॅरे घटक
सरणी व्यंजक,अ‍ॅरे अभिव्यक्ती
सरणी नाम,अ‍ॅरे नाव
संरचना सरणी,संरचनांचा अ‍ॅरे
सरणी मुद्रण,अ‍ॅरे प्रिंटिंग
सरणी संसाधन,अ‍ॅरे प्रक्रिया
सरणी संसाधित्र,अ‍ॅरे प्रोसेसर
संधि बिन्दु,बोलण्याचे बिंदू
कृत्रिम बोध,कृत्रिम अनुभूती
कृत्रिम बुद्धि,कृत्रिम बुद्धिमत्ता
कृत्रिम भाषा,कृत्रिम भाषा
कृत्रिम चर,कृत्रिम चल
कला अनुप्रयोग आकड़ा बैंक,कला अनुप्रयोग डेटा बँक
कला अनुप्रयोग संगीत,कला अनुप्रयोग संगीत
कला अनुप्रयोग प्रतिरूप जनन,कला अनुप्रयोग नमुना निर्मिती
आरोहक,आरोहण
आरोही छँटाई,चढत्या क्रमवारी
आस्की,एएससीएल
आस्की नियंत्रण संप्रतीक,एएससीआयआय नियंत्रण वर्ण
आस्की कुंजी पटल,एएससीआयआय की बोर्ड
अभिमुखता,पैलू
अभिमुखता पत्रक,पैलू आणि
कोड़ांतरण,एकत्र करा
कोड़ांतरित उद्गम,एकत्रित मूळ
कोडांतरण अवधि,कालावधी एकत्र करा
कोडांतरक,असेंबलर
कोडांतरक निर्देश,असेंबलर डायरेक्टिव्ह
कोडांतरक सुविधा,असेंबलर सुविधा
कोडांतरण भाषा,असेंबलर भाषा
कोडांतरण,एकत्र करणे
कोडांतरण प्रावस्था,एकत्रित टप्पा
कोडांतरण काल,वेळ एकत्र करणे
कोडांतरण,असेंब्ली
कोडांतरण भाषा,असेंब्ली भाषा
कोडांतरण भाषा क्रमादेशन,असेंब्ली भाषा प्रोग्रामिंग
कोडांतरण भाषा प्रक्रियासामग्री नम्यता,असेंब्ली भाषा सॉफ्टवेअर लवचिकता
कोडांतरण सूचीकरण,असेंब्ली सूची
कोडांतरण प्रावस्था,असेंब्ली फेज
कोडांतरण नेमका,असेंब्लीची दिनचर्या
कोडांतरण काल,असेंब्ली वेळ
कोडांतरण एकक,असेंब्ली युनिट
नियतन सूचीकरण,असाइनमेंट इंडेक्सिंग
नियतन संक्रिया,असाइनमेंट ऑपरेशन
नियतन कथन,असाइनमेंट स्टेटमेंट
साहचर्य पता,असोसिएटिव्ह पत्ता
साहचर्य सरणी पंजी,असोसिएटिव्ह अ‍ॅरे रजिस्टर
साहचर्य कुंजी,असोसिएटिव्ह की
साहचर्य भाषा,असोसिएटिव्ह भाषा
साहचर्य स्मृति,असोसिएटिव्ह मेमरी
साहचर्य भंडारण,असोसिएटिव्ह स्टोरेज
कल्पित दशमलव बिन्दु,गृहीत दशांश बिंदू
असममित युक्ति,असममित डिव्हाइस
असममित नि/नि.,असममित I/O
अतुल्यकालिक; अतुल्यकाली,एसिन्क्रोनस
अतुल्यकालिक अभिकलित्र,एसिन्क्रोनस संगणक
अतुल्यकालिक आँकड़ा अंतरण,एसिन्क्रोनस डेटा ट्रान्सफर
अतुल्यकालिक आँकड़ा प्रेषण,एसिन्क्रोनस डेटा ट्रान्समिशन
अतुल्यकालिक युक्ति,एसिन्क्रोनस डिव्हाइस
"अतुल्यकाली प्रचालन, अतुल्यकाली संक्रिया",एसिन्क्रोनस ऑपरेशन
अतुल्यकालिक संकेतन,एसिन्क्रोनस सिग्नलिंग
अतुल्यकालिक समय विभाजन बहुसंकेतन,एसिन्क्रोनस टाइम डिव्हिजन मल्टिप्लेक्सिंग
अतुल्यकालिक संचरण,एसिन्क्रोनस ट्रान्समिशन
अतुल्यकालिक निष्पादन,एसिन्क्रोनस वर्किंग
संलग्न संसाधन,संलग्न प्रक्रिया
संलग्न संसाधित्र,संलग्न प्रोसेसर
संलग्न आलंब संसाधित्र,संलग्न समर्थन प्रोसेसर
उपस्थितसापेक्ष प्रचालन,ऑपरेशन उपस्थित
उपस्थिति लीक मुद्रित्र,ट्रेल प्रिंटरला हजेरी लावली
ध्यान अंतरायन,लक्ष व्यत्यय
ध्यान कुंजी,लक्ष की
क्षीणन,क्षीणन
क्षीणनांक,क्षीणन स्थिर
क्षीणन विरूपण,क्षीणकरण विकृती
क्षीणन तुल्यकारक,अ‍ॅटेन्युएशन इक्वेलायझर
क्षीणकारी,अ‍ॅटेन्युएटर
गुण,विशेषता
श्रव्य सचेतक,ऐकण्यायोग्य अलार्म
श्रव्य कैसट,ऑडिओ कॅसेट
श्रव्य जाँच,ऑडिओ चौकशी
श्रव्य लाइन,ऑडिओ लाइन
श्रव्य अनुक्रिया,ऑडिओ प्रतिसाद
श्रव्य अनुक्रिया संदेश,ऑडिओ प्रतिसाद संदेश
श्रव्य अनुक्रिया एकक,ऑडिओ प्रतिसाद युनिट
श्रव्य टेप भंडारण एकक,ऑडिओटेप स्टोरेज युनिट
श्रव्य दूरसंचार लाइन,ऑडिओ टेलिकम्युनिकेशन लाइन
श्रव्य अंतक,ऑडिओ टर्मिनल
लेखापरीक्षा समादेश भाषा,ऑडिट कमांड भाषा
लेखापरीक्षा क्रमादेशन,ऑडिट प्रोग्रामिंग
लेखा सत्यापन,तपासणीचे सूत्र
योजक,ऑगेंड
संवर्थ,वाढवणे
संवर्धक,ऑगमेंटर
संलेखक,लेखक
संलेखन,लेखन
संलेखन प्रणाली,लेखन प्रणाली
प्राधिकार,अधिकार
प्राधिकरण कूट,अधिकृतता कोड
प्राधिकृत क्रमादेश संग्रह,अधिकृत लायब्ररी
प्राधिकृत क्रमादेश,अधिकृत कार्यक्रम
प्राधिकृत क्रमादेश सुविधा,अधिकृत कार्यक्रम सुविधा
स्व-साराहरण,ऑटो अ‍ॅबस्ट्रॅक्ट
स्वतः उत्तरित्र,स्वयंचलित
स्वतः उत्थानी,ऑटो बूटिंग
स्व उपमार्ग,ऑटो बायपास
स्वतः आह्वान,ऑटो कॉल (= स्वयंचलित कॉलिंग)
स्वकूटलेखक,ऑटो कोडर
स्वतः डायलन,ऑटो डायल
स्वतः प्रवाह,ऑटोफ्लो
स्वतः सूचक,ऑटो इंडेक्स
स्वतः सूचकित पताभिगमन,ऑटो अनुक्रमित पत्ता
स्वचल प्ररूप,ऑटोमाटा
स्वचल प्ररूप सिद्धांत,ऑटोमाटा सिद्धांत
स्वचल प्ररूप प्रकार,ऑटोमॅटा प्रकार
कंप्यूटरित ग्रंथ सूची,स्वयंचलित ग्रंथसूची
कंप्यूटरित आँकड़ा माध्यम,स्वयंचलित डेटा मध्यम
कंप्यूटरित कोश,स्वयंचलित शब्दकोश
कंप्यूटरित शब्द-संग्रह,स्वयंचलित शब्दकोष
स्वचालित तर्क आरेख,स्वयंचलित लॉजिक डायग्राम
स्वचालित प्रबंध,स्वयंचलित व्यवस्थापन
स्वचालित उत्पादन प्रबंध,स्वयंचलित उत्पादन व्यवस्थापन
स्वचालित स्टॉक नियंत्रण,स्वयंचलित स्टॉक नियंत्रण
स्वतः सार,स्वयंचलित अमूर्त
स्वतः साराहरण,स्वयंचलित अ‍ॅबस्ट्रॅक्टिंग
स्वतः क्रमादेशित साधन,स्वयंचलितपणे प्रोग्राम केलेली साधने
स्वतः उत्तर देना,स्वयंचलित उत्तर
स्वतः आह्वान वितरक,स्वयंचलित कॉल वितरक
स्वतः आह्वान,स्वयंचलित कॉलिंग
स्वतः जाँच,स्वयंचलित तपासणी
स्वतः कूटलेखन,स्वयंचलित कोडिंग
स्वतः अभिकलन,स्वयंचलित संगणन
स्वतः अभिकलन इंजन,स्वयंचलित संगणकीय इंजिन
स्वतः अचर,स्वयंचलित स्थिर
स्वतः नियंत्र इंजीनियरी,स्वयंचलित नियंत्रण अभियांत्रिकी
स्वतः आँकडा संसाधन,स्वयंचलित डेटा प्रक्रिया
स्वतः आँकड़ा संसाधन तंत्र,स्वयंचलित डेटा प्रक्रिया प्रणाली
स्वतः दशमलव संरेखण,स्वयंचलित दशांश संरेखन
स्वतः डायलन एकक,स्वयंचलित डायलिंग युनिट
स्वतः कोश,स्वयंचलित शब्दकोश
स्वतः तुल्यकरण,स्वयंचलित समानता
स्वतः ऋटि संशोधन,स्वयंचलित त्रुटी सुधारणे
स्वतः भरण छिद्रित्र,स्वयंचलित फीड पंच
स्वतः कार्य,स्वयंचलित कार्य
स्वतः सूचकीकरण,स्वयंचलित अनुक्रमणिका
स्वतः क्रमोदेश संग्रह आह्वान,स्वयंचलित लायब्ररी कॉल
स्वतः संदेश लेखा कार्य,स्वयंचलित संदेश लेखा
