Odiya,Punjabi
ପ୍ରଶାସକ,ਪ੍ਰਬੰਧਿਤ
ଶପଥ କର,ਸਹੁੰ ਪ੍ਰਬੰਧ
ପ୍ରଶାସନ,ਪ੍ਰਸ਼ਾਸਨ
ନ୍ୟାୟ ପ୍ରଶାସନ,ਜਸਟਿਸ ਦਾ ਪ੍ਰਬੰਧਨ
ପ୍ରଶାସନିକ,ਪ੍ਰਬੰਧਕੀ
ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ,ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ
ପ୍ରଶାସନିକ ମୂଲ୍ୟାଙ୍କନ |,ਪ੍ਰਬੰਧਕੀ ਮੁੱਲ
ପ୍ରଶାସନିକ ଅନୁମୋଦନ |,ਪ੍ਰਬੰਧਕੀ ਪ੍ਰਵਾਨਗੀ
ପ୍ରଶାସନିକ ପ୍ରାଧିକରଣ,ਪ੍ਰਬੰਧਕੀ ਅਥਾਰਟੀ
ପ୍ରଶାସନିକ ନିୟନ୍ତ୍ରଣ |,ਪ੍ਰਬੰਧਕੀ ਨਿਯੰਤਰਣ
ପ୍ରଶାସନିକ ନିଷ୍ପତ୍ତି,ਪ੍ਰਬੰਧਕੀ ਫੈਸਲਾ
ପ୍ରଶାସନିକ ବିଭାଗ,ਪ੍ਰਬੰਧਕੀ ਵਿਭਾਗ
ପ୍ରଶାସନିକ ମୁଣ୍ଡ,ਪ੍ਰਬੰਧਕੀ ਸਿਰ
ପ୍ରଶାସନିକ ମୁଖ୍ୟାଳୟ |,ਪ੍ਰਬੰਧਕੀ ਹੈੱਡਕੁਆਰਟਰ
ପ୍ରଶାସନିକ ପଦକ୍ଷେପ |,ਪ੍ਰਬੰਧਕੀ ਉਪਾਅ
ପ୍ରଶାସନିକ ଶକ୍ତି |,ਪ੍ਰਬੰਧਕੀ ਪਾਵਰ
ପ୍ରଶାସନିକ ମଞ୍ଜୁର |,ਪ੍ਰਬੰਧਕੀ ਮਨਜੂਰੀ
ପ୍ରଶାସନିକ କ techni ଶଳ |,ਪ੍ਰਬੰਧਕੀ ਤਕਨੀਕ
ପ୍ରଶାସନିକ ଟ୍ରିବ୍ୟୁନାଲ୍ |,ਪ੍ਰਬੰਧਕੀ ਟ੍ਰਿਬਿ al ਨਲ
ଗ୍ରହଣୀୟତା |,ਮੰਨਣਯੋਗਤਾ
ଗ୍ରହଣଯୋଗ୍ୟ ଖର୍ଚ୍ଚ |,ਮੰਨਣਯੋਗ ਖਰਚ
ସ୍ୱୀକାର କର |,ਮੰਨ ਲਓ
କାର୍ଡ ଆଡମିଟ୍ କରନ୍ତୁ |,ਐਡਮਿਟ ਕਾਰਡ
ସ୍ୱୀକାର କରାଯାଇଛି |,ਦਾਖਲ
ଉପଦେଶ ଦିଅନ୍ତୁ |,ਅਸ਼ੁੱਧ
ଆଡେପିଟି |,ਗੋਦ
ଆଡପୁଟର୍,ਗੋਣਾਟਰ
ଗ୍ରହଣ,ਗੋਦ ਲੈਣਾ
ବୟସ୍କ,ਬਾਲਗ
ବ୍ୟଭିଚାର,ਵਿਭਚਾਰ
ବ୍ୟଭିଚାର,ਵਿਭਚਾਰ
ବୟସ୍କ ଫ୍ରାଞ୍ଚାଇଜ୍ |,ਬਾਲਗ ਫਰੈਂਚਾਇਜ਼ੀ
ବିଜ୍ଞାପନ ଭାଲୋରେମ୍ ଡ୍ୟୁଟି |,ਐਡ ਵੈਲੋਰਮ ਡਿ duty ਟੀ
ଅଗ୍ରିମ,ਪੇਸ਼ਗੀ
ଅଗ୍ରୀମ ବୁକିଂ,ਐਡਵਾਂਸ ਬੁਕਿੰਗ
ଅଗ୍ରଶୀ ନକଲ,ਐਡਵਾਂਸ ਕਾਪੀ
ଅଗ୍ରଗତି ବୃଦ୍ଧି,ਪੇਸ਼ਗੀ ਵਾਧਾ
ଅଗ୍ରିମ ଦେୟ,ਪੇਸ਼ਗੀ ਭੁਗਤਾਨ ਦੀ
ପ୍ରତିକୂଳ ପ୍ରବେଶ,ਗਲਤ ਪ੍ਰਵੇਸ਼
ପ୍ରତିକୂଳ ଟିପ୍ପଣୀ |,ਗਲਤ ਟਿੱਪਣੀ
ପ୍ରତିକୂଳ ରିପୋର୍ଟ,ਗਲਤ ਰਿਪੋਰਟ
ବିଜ୍ଞାପନ,ਇਸ਼ਤਿਹਾਰ
ପରାମର୍ଶ,ਸਲਾਹ
ଦେୟର ପରାମର୍ଶ |,ਭੁਗਤਾਨ ਦੀ ਸਲਾਹ
ପରାମର୍ଶଦାତା କମିଟି |,ਸਲਾਹਕਾਰ ਕਮੇਟੀ
ପରାମର୍ଶଦାତା ପରିଷଦ |,ਸਲਾਹਕਾਰ ਪਰਿਸ਼ਦ
ଓକିଲ,ਐਡਵੋਕੇਟ
ସମ୍ପର୍କ,ਮਾਮਲੇ
ପ୍ରମାଣପତ୍ର,ਹਲਫੀਆ ਬਿਆਨ
ଅନୁବନ୍ଧ,ਮਾਨਤਾ
ନିଶ୍ଚିତତା,ਪੁਸ਼ਟੀਕਰਣ
ନିଶ୍ଚିତ,ਸਕਾਰਾਤਮਕ
ସୁଲଭ,ਬਰਦਾਸ਼ਤ
Aforesaid,ਉਪਰੋਕਤ
ଉପରୁବର୍ତ୍ତୀ,ਅਫਰੇਸ਼
ବିପକ୍ଷରେ,ਦੇ ਵਿਰੁੱਧ
ବୟସ,ਉਮਰ
ବୟସ ପ୍ରମାଣପତ୍ର,ਉਮਰ ਦਾ ਸਰਟੀਫਿਕੇਟ
ଯଥେଷ୍ଟ ସମୟ ପାଇଁ ବୟସ |,ਦੁਖੀ ਲਈ ਉਮਰ
ବୟସ ସୀମା |,ਉਮਰ ਸੀਮਾ
ସଂସ୍ଥା,ਏਜੰਸੀ
କାର୍ଯ୍ୟସୂଚୀ,ਏਜੰਡਾ
ଅବସରର ବୟସ,ਰਿਟਾਇਰਮੈਂਟ ਦੀ ਉਮਰ
ସୁପରନୁଏସନ୍ ବୟସ,ਪੂਰਕ ਦੀ ਉਮਰ
ମିଳନ,ਇਕੱਤਰਤਾ
ବହୁଳ,ਦੁਖਦਾਈ
ଆଗ୍ରିଲେସନ୍,ਅੰਦੋਲਨ
Agm,ਏਜੀਐਮ
ଚୁକ୍ତିନାମା,ਸਮਝੌਤਾ
ଚୁକ୍ତି ଫର୍ମ,ਸਮਝੌਤਾ ਫਾਰਮ
କୃଷି,ਖੇਤੀ ਬਾੜੀ
Agro-idustry,ਖੇਤੀ-ਉਦਯੋਗ
ସହାୟତା,ਸਹਾਇਤਾ
ଆଲାର୍ମ,ਅਲਾਰਮ
ସତର୍କତା,ਚੇਤਾਵਨੀ
ଛଦ୍ମନାମ,ਉਪਨਾਮ
ଅଭିଯୋଗ,ਇਲਜ਼ਾਮ
ଅନୁଗତ,ਵਫ਼ਾਦਾਰੀ
ମିଳିତତା,ਗਠਜੋੜ
ସମର୍ଥନ ସେବାଗୁଡିକ,ਸਹਿਯੋਗੀ ਸੇਵਾਵਾਂ
ସମସ୍ତ ଅନ୍ତର୍ଭୂକ୍ତ ମୂଲ୍ୟ |,ਸਾਰੇ ਸੰਮਲਿਤ ਲਾਗਤ
ସମସ୍ତ ଭାରତୀୟ ସେବାଗୁଡିକ |,ਸਾਰੇ ਭਾਰਤ ਸੇਵਾਵਾਂ
ଆବଣ୍ଟନ,ਅਲਾਟਮੈਂਟ
ବଣ୍ଟନ,ਅਲਾਟਮੈਂਟ
ବଣ୍ଟନ ଚିଠି,ਅਲਾਟਮੈਂਟ ਪੱਤਰ
ବଣ୍ଟନେ |,ਅਲਾਟੀਟੀ
ଅନୁମତି ଯୋଗ୍ୟ,ਮਨਜ਼ੂਰ
ଅନୁମତିପ୍ରାପ୍ତ ଖର୍ଚ୍ଚ |,ਮਨਜ਼ੂਰ ਖਰਚੇ
ଏକ ଆବେଦନକୁ ଅନୁମତି ଦିଅନ୍ତୁ |,ਇੱਕ ਅਪੀਲ ਦੀ ਆਗਿਆ ਦਿਓ
ଭତ୍ତା,ਭੱਤਾ
ସମସ୍ତ ଅଧିକାର ସଂରକ୍ଷିତ,ਸਾਰੇ ਹੱਕ ਰਾਖਵੇਂ ਹਨ
ବର୍ଣ୍ଣମାଳା କ୍ରମ,ਵਰਣਮਾਲਾ ਕ੍ਰਮ
ବ atutem ିସଣ,ਗਰੈਟਰਕੇਸ਼ਨ
ବିକଳ୍ପ,ਵਿਕਲਪਿਕ
ବିକଳ୍ପ,ਵਿਕਲਪਿਕ
ଅମାଲଗାମୀ,ਏਕੀਕਰਨ
ସଂଶୋଧିତ ଡ୍ରାଫ୍ଟ |,ਸੋਧਿਆ ਖਰੜਾ
ସଂଶୋଧନ,ਸੋਧ
ସୁବିଧା,ਸਹੂਲਤ
ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ,ਅਮਲ
ଗୁଳିଗୋଳା,ਬਾਰੂਦ
Debt ଣର ଅମର୍ଟାଇଜେସନ୍ |,ਕਰਜ਼ੇ ਦਾ ਅਮੋਰਾਈਜ਼ੇਸ਼ਨ
ପରିମାଣ,ਦੀ ਰਕਮ
ପେନ୍ସନ୍ ର ପରିମାଣ,ਪੈਨਸ਼ਨ ਦੀ ਮਾਤਰਾ
ଅନୁରୂପ ପୋଷ୍ଟ |,ਸਮਾਨ ਪੋਸਟ
ବିଶ୍ଳେଷଣ |,ਵਿਸ਼ਲੇਸ਼ਣ
ଆନାଲିଟିକାଲ୍ ଅଧ୍ୟୟନ |,ਵਿਸ਼ਲੇਸ਼ਣ ਅਧਿਐਨ
ପୂର୍ବଜ,ਪੂਰਵਜ
ଆନୁଷଙ୍ଗୀ ଶିଳ୍ପ |,ਸਹਾਇਕ ਉਦਯੋਗ
ଶତ୍ରୁତା |,ਵੈਰ
ଆନୁଷ୍ଠାନ,ਅਨੁਲੱਗ
ବାର୍ଷିକୀ,ਵਰ੍ਹੇਗੰ
ଘୋଷଣା,ਘੋਸ਼ਣਾ
ବିରକ୍ତିକର,ਨਾਰਾਜ਼ਗੀ
ବାର୍ଷିକ ଆର୍ଥିକ ବିବରଣୀ,ਸਾਲਾਨਾ ਵਿੱਤੀ ਬਿਆਨ
ବାର୍ଷିକ ବିବରଣୀ,ਸਾਲਾਨਾ ਰਿਪੋਰਟ
ବାର୍ଷିକ,ਐਨੂਅਟੀ
ବେନାମୀ |,ਅਗਿਆਤ
ଅଜ୍ଞାତ ଅଭିଯୋଗ |,ਅਗਿਆਤ ਸ਼ਿਕਾਇਤ
ଉତ୍ତର୍ୟତା,ਜਵਾਬ
ଉତ୍ତର ସିଟ୍,ਜਵਾਬ ਸ਼ੀਟ
ବିରୋଧୀ,ਵਿਰੋਧੀ
ପିତୃପୁରୁଷ,ਅਨੌਖੇ
ପ୍ରତୀକ୍ଷିତ ଖର୍ଚ୍ଚ,ਅਨੁਮਾਨਤ ਖਰਚੇ
ପ୍ରତୀକ୍ଷିତ ଆୟ,ਅਨੁਮਾਨਤ ਆਮਦਨੀ
ପ୍ରତୀକ୍ଷା,ਉਮੀਦ
ଆଣ୍ଟିସାଇପେଟୋରୀ ଜାମିନ |,ਅਗਾ .ਂ ਜ਼ਮਾਨਤ
ବିରୋଧୀ ମାପ |,ਭ੍ਰਿਸ਼ਟਾਚਾਰ ਵਿਰੋਧੀ ਉਪਾਅ
ଆଣ୍ଟି-ଡମ୍ପିଂ |,ਐਂਟੀ-ਡੰਪਿੰਗ
ପ୍ରାଚୀନ,ਪੁਰਾਣੀ
ଅପାର୍ଥିଡ଼ିଆ,ਨਸਲਵਾਦ
ଉଦାସୀନତା |,ਉਦਾਸੀ
Apex ଶରୀର,ਸੁਪਰੀਮ ਬਾਡੀ
କ୍ଷମା ପ୍ରାର୍ଥନା,ਮੁਆਫੀ
ଆବେଦନ,ਅਪੀਲ
ରୂପ,ਦਿੱਖ
ସନ୍ତୁଷ୍ଟ,ਭੁੱਖ
ଟ୍ରିବ୍ୟୁନାଲ୍ ଆବେଦନ କରନ୍ତୁ |,ਅਪੀਲ ਟ੍ਰਿਬਿ al ਨਲ
ପରିଶିଷ୍ଟ,ਅੰਤਿਕਾ
ଉପକରଣ,ਉਪਕਰਣ
ପ୍ରଯୁଜ୍ୟ |,ਲਾਗੂ
ଆବେଦନକାରୀ |,ਬਿਨੈਕਾਰ
ପ୍ରୟୋଗ,ਐਪਲੀਕੇਸ਼ਨ
ଆବେଦନ ପତ୍ର,ਅਰਜ਼ੀ ਫਾਰਮ
ପ୍ରୟୋଗ କରାଯାଏ |,ਲਾਗੂ ਕੀਤਾ
ପ୍ରୟୋଗ କରନ୍ତୁ |,ਲਾਗੂ ਕਰੋ
ଆପୋପିନିଟି,ਨਿਯੁਕਤ
ନିଯୁକ୍ତ କର୍ତ୍ତୃପକ୍ଷ |,ਨਿਯੁਕਤ ਕਰਨ ਦਾ ਅਧਿਕਾਰ
ନିଯୁକ୍ତି |,ਨਿਯੁਕਤੀ
ନିଯୁକ୍ତି ପତ୍ର,ਮੁਲਾਕਾਤ ਪੱਤਰ
କ୍ୟାବିନେଟର ନିଯୁକ୍ତି କମିଟି |,ਮੰਤਰੀ ਮੰਡਲ ਦੀ ਨਿਯੁਕਤੀਆਂ ਕਮੇਟੀ
ମଜୁରୀର ଅନୁକରଣ |,ਤਨਖਾਹ ਦੀ ਵੰਡ
ମୂଲ୍ୟାଙ୍କନ,ਮੁਲਾਂਕਣ
ମୂଲ୍ୟାଙ୍କନକାରୀ,ਮੁਲਾਂਕਣ
ପ୍ରଶଂସା,ਕਦਰ
ଭୟ,ਖਦਸ਼ਾ
ଶିକ୍ଷାର୍ଥୀ,ਅਪ੍ਰੈਂਟਿਸ
ଉପାୟ,ਪਹੁੰਚ
ଉପଯୁକ୍ତ,ਉਚਿਤ
ଉପଯୁକ୍ତ କାର୍ଯ୍ୟ,ਉਚਿਤ ਕਾਰਵਾਈ
ଉପଯୁକ୍ତ ମୁଣ୍ଡ,ਉਚਿਤ ਸਿਰ
ଆବଣ୍ଟନ,ਨਿਰਧਾਰਤ
ଅନୁମୋଦନ,ਮਨਜ਼ੂਰੀ
ଆନୁମାନିକ,ਲਗਭਗ
ଦକ୍ଷତା ପରୀକ୍ଷା,ਯੋਗਤਾ ਟੈਸਟ
ଇଚ୍ଛାଧୀନ |,ਮਨਮਾਨੀ
ଆର୍ବିଟ୍ରେଟ୍ |,ਆਰਬਿਟਰੇਟ
ଆର୍ବିଟ୍ରେସନ୍,ਆਰਬਿਟਰੇਸ਼ਨ
ଆର୍ବିଟ୍ରେସନ୍ ଟ୍ରିବ୍ୟୁନାଲ୍ |,ਆਰਬਿਟਰੇਸ਼ਨ ਟ੍ਰਿਬਿ al ਨਲ
ଆର୍ବିଟର,ਆਰਬਿਟਰੇਟਰ
ସ୍ଥାପତ୍ୟ,ਆਰਕੀਟੈਕਚਰ
ଅଭିଲେଖାଗାର,ਪੁਰਾਲੇਖ
କ୍ଷେତ୍ର,ਖੇਤਰ
କ୍ଷେତ୍ର ମୁଖ୍ୟାଳୟ |,ਖੇਤਰ ਹੈੱਡਕੁਆਰਟਰ
ଯୁକ୍ତି,ਦਲੀਲ
ଉଠ,ਪੈਦਾ
ସଶସ୍ତ୍ର ବାହିନୀ |,ਸੁਰਖਿਆ ਬਲ
ବ୍ୟବସ୍ଥା,ਪ੍ਰਬੰਧ
ବରିଟର,ਬਰੀਅਰ
ବର୍ବର ବିବୃତ୍ତି,ਅਰੇਅਰ ਬਿਆਨ
ଆଗମନ ରିପୋର୍ଟ,ਆਗਮਨ ਰਿਪੋਰਟ
ଅହଂକାର,ਹੰਕਾਰ
ଅସ୍ତ୍ରଶସ୍ତ୍ର,ਅਰਸੇਨਲ
ପ୍ରବନ୍ଧ,ਲੇਖ
ଆସୋସିଏସନ୍ ର ଆର୍ଟିକିଲ୍ |,ਐਸੋਸੀਏਸ਼ਨ ਦੇ ਲੇਖ
ପ୍ରବନ୍ଧଗୁଡ଼ିକ,ਲੇਖ
ଆରୋହଣ କ୍ରମ,ਚੜ੍ਹਦੇ ਕ੍ਰਮ
ଜାଣିବା,ਪਤਾ ਲਗਾਓ
ଯେପରି ଅଛି,ਜਿਵੇਂ ਕਿ ਕਿੱਥੇ ਹੈ
ସର୍ବୋଚ୍ଚ,ਪਹਿਲੂ
ଆସଡିଅନ୍,ਦਾਖਲਾ
ହତ୍ୟା,ਕਤਲ
ଆକ୍ରମଣ,ਹਮਲਾ
ଏକତ୍ର ହୁଅ,ਇਕੱਠਾ ਕਰਨ ਯੋਗ
ସଭା,ਅਸੈਂਬਲੀ
ଖେଳନା,ਸਹਿਮਤੀ
ନିଶ୍ଚିତ କର |,ਦਾਅਵਾ ਕਰੋ
ମୂଲ୍ୟାଙ୍କନ,ਮੁਲਾਂਕਣ
ମୂଲ୍ୟାଙ୍କନ,ਮੁਲਾਂਕਣ
ମୂଲ୍ୟାଙ୍କନ ବର୍ଷ,ਮੁਲਾਂਕਣ ਸਾਲ
ମୂଲ୍ୟାଙ୍କନକାରୀ,ਮੁਲਾਂਕਣ ਕਰਨ ਵਾਲਾ
ସମ୍ପତ୍ତି,ਸੰਪਤੀ
ଆସିଜେ,Assigneee
ଆସାଇନମେଣ୍ଟ,ਅਸਾਈਨਮੈਂਟ
ଆସାଇନର୍,ਅਸਾਈਨਟਰ
ସହାୟତା,ਸਹਾਇਤਾ
ସହଯୋଗୀ,ਸਹਿਯੋਗੀ
ସଙ୍ଗଠନ,ਐਸੋਸੀਏਸ਼ਨ
ଚାର୍ଜର ଅନୁମାନ |,ਚਾਰਜ ਦੀ ਧਾਰਨਾ
ନିଶ୍ଚିତତା,ਭਰੋਸਾ
ନିଶ୍ଚିତ କର,ਅਸ਼ੋਰੈਂਸ ਕੰਪਨੀ
ନିଶ୍ଚିତ କର,ਭਰੋਸਾ
ରିହାତି ରେ,ਛੂਟ 'ਤੇ
ପରମାଣୁ ଶକ୍ତି,ਪਰਮਾਣੂ ਸ਼ਕਤੀ
ପାରରେ,ਬਰਾਬਰ ਵਿਚ
ପ୍ରିମିୟମରେ |,ਪ੍ਰੀਮੀਅਮ 'ਤੇ
ସଂଲଗ୍ନ କରନ୍ତୁ,ਅਟੈਚ ਕਰੋ
ସଂଲଗ୍ନ ଅଫିସ୍ |,ਨੱਥੀ ਦਫ਼ਤਰ
ସଂଲଗ୍ନ,ਲਗਾਵ
ସଂଲଗ୍ନ କ୍ରମ,ਅਟੈਚਮੈਂਟ ਆਰਡਰ
ତଥ୍ୟ,ਪ੍ਰਾਪਤੀ
ଚେଷ୍ଟା,ਕੋਸ਼ਿਸ਼
ଉପସ୍ଥାନ,ਹਾਜ਼ਰੀ
ଉପସ୍ଥାନ ପଞ୍ଜିକରଣ |,ਹਾਜ਼ਰੀ ਰਜਿਸਟਰ
ଆସେସେନ୍ ସ୍ଲିପ୍ |,ਹਾਜ਼ਰੀ ਤਿਲਕ
ଧ୍ୟାନ |,ਧਿਆਨ
ପ୍ରମାଣପତ୍ର,ਤਸਦੀਕ
Atotsed କପି |,ਪ੍ਰਮਾਣਿਤ ਕਾੱਪੀ
ମନୋଭାବ,ਰਵੱਈਆ
