Hindi,Tamil
वायुयान,விமானம்
संरेखण,சீரமைப்பு
सरेखण त्रुटि,சீரமைப்பு பிழை
सजीव परिपथ,நேரடி சுற்று
संपूर्ण कांच नलिका,முழு கண்ணாடி குழாய்
संपूर्ण धातुनलिका,முழு உலோக குழாய்
नियत करना,சரி செய்ய
"मिश्रातु (सं.), मिश्रात्वन (क्रि.)","மிஸ்ரது (பதிப்பு), மிஷ்ரத்வான் (சிஆர்.)"
मिश्रात्वन,மிஷ்ரத்வான்
सर्वव्यापी माध्यम,எங்கும் நிறைந்த ஊடகம்
सर्वतरंग ऐन्टेना,ஆம்னி ஆண்டெனா
पंचांग,பஞ்சாங்கம்
ऐल्फा,ஆல்பா
ऐल्फा-सक्रियता,ஆல்பா-செயல்பாடு
अक्षरांकीय,எண்ணெழுத்து
ऐल्फा किरण,ஆல்பா கதிர்
परिवर्तन,மாற்றம்
"एकांतर, प्रत्यावर्ती","மாற்று, மாற்று"
प्रत्यावर्तित्र,மின்மாற்றி
तुंगतालेखी,உயரமானி
तुंगतामापी,உயரமானி
तुंगतामापिकी,அல்டிமெட்ரி
"तुंगता, उंचाई, उन्नतांश, शीर्षलम्ब","உயரம், உயரம், உயரம், உயரம்"
अंकगणित तर्क एकक (ए एल यू),எண்கணித ரீசனிங் யூனிட் (ALU)
एमागेट नियम,அமுத விதி
परिवेश,சூழல்
एमाइक्रोन,அமிக்ரான்
ऐमीटर,அம்மீட்டர்
ऐम्पियर,ஆம்பியர்
ऐम्पियर-नियम,ஆம்பியர்-சட்டம்
उभयावेशी आयन,நீர்வீழ்ச்சி அயனி
प्रवर्धन,பெருக்கம்
प्रवर्धक,பெருக்கி
"कोणांक, आयाम","கோணம், பரிமாணம்"
ए. एम. यू. (परमाणु संहति मात्रक),அ. எம்.யு. (அணு நிறை அலகு)
अनुरूप,இணக்கமான
सादृश्य,ஒப்புமை
विश्लेषक,ஆய்வாளர்
विश्लेषण,பகுப்பாய்வு
विश्लेषीय,பகுப்பாய்வு
अन-अबिन्दुक,புள்ளி அல்லாத
अन-अबिंदुकता,முரண்பாடான
तथा द्वार,மற்றும் கதவு
अप्रतिध्वनिक,ஒலி அல்லாத
विषम प्रत्यास्थता,ஒழுங்கற்ற நெகிழ்ச்சி
निर्द्रव,நீரற்ற
कोण,கோணம்
ऐंग्स्ट्रम मात्रक,angstrom அலகு
कोणीय,கோணல்
कोणमापी वर्नियर,நீடிப்பான் வெர்னியர்
अप्रसंवादी,சர்ச்சைக்குரிய
अप्रसवादिता,மரியாதையற்ற
अशैथिल्य चुंबकन,வண்ணமயமான காந்தமாக்கல்
अशिथिलित,மந்தமான
ऋणायन,அயனி
असमविम,சமச்சீரற்ற
विषमदैशिक,ஐசோட்ரோபிக்
विषमदैशिकता,ஐசோட்ரோபிசம்
विलोपन,நீக்குதல்
आख्यापित्र,சதிகாரர்கள்
ऐनोड,நேர்மின்முனை
ऐनोडीकरण,அனோடைசேஷன்
अंसगत,சீரற்ற
प्रकाशयंत्रहीन तंत्र,ஒளியியல் அமைப்பு
ऐन्टेना,ஆண்டெனா
ऐन्टिबेरियॉन,ஆன்டிபெரியன்
बंधन विरोधी गुणधर्म,பிணைப்பு எதிர்ப்பு சொத்து
प्रति-आबंधन,எதிர் பத்திரம்
प्रतिलोह विद्युत,தலைகீழ் சக்தி
प्रतिलोहचुंबकीय,காந்தவியல்
प्रतिलोहचुबकीय पदार्थ,காந்தப் பொருள்
प्रतिकूहाकारक,அழற்சி எதிர்ப்பு
प्रतिगुरुत्व,ஈர்ப்பு எதிர்ப்பு
प्रतिलेम्डा कण,ஆன்டிலாம்டா துகள்
ऐल्टीलेप्टॉन,அலெப்டன்
प्रतिचुंबकीय,காந்தவியல்
ऐन्टिद्रव्य,எதிர்ப்பொருள்
मिसाइल विरोधी,எதிர்ப்பு ஏவுகணை
ऐन्टिन्यूट्रॉन,எதிர்நியூட்ரான்
प्रस्पंद,துடிக்கும்
प्रतिन्यूक्लिऑन,எதிர் அணுக்கரு
प्रतिकण,எதிர் துகள்
प्रतिप्रोटॉन,ஆன்டிபுரோட்டான்
परावर्तनरोधी,எதிர் பிரதிபலிப்பு
प्रतिसममित,சமச்சீரற்ற
अनावर्ती,மீண்டும் நிகழாதது
अनावर्तिता,காலமற்ற தன்மை
छिद्रित क्रमवीक्षण डिस्क,துளையிடப்பட்ட ஸ்கேனிங் வட்டு
द्वारक,துவாரக்
"शीर्ष, शिखर, अग्रक","மேல், மேல், முன்"
"सूर्योच्च, रवि उच्च, अपसौर","சூரியன் உயர், அதிக சூரியன்"
अविपथी लेस,அக்கறையற்ற சரிகை
अविपथी,பரிதாபமற்றது
अविपथिता,இயலாமை
अति अवर्णी,மிகவும் வண்ணமயமான
"भूमि-उच्च, अपभू","நிலம்-உயர்ந்த, உச்சநிலை"
"अध्रुवी, परिध्रुवी","துருவமற்ற, சுற்றளவு"
परिध्रुविता,பார்ப்பனியம்
उपकरण,சாதனம்
"आभासी, दृष्ट","மெய்நிகர், காட்சி"
दृष्ट सूर्य,தெரியும் சூரியன்
दृष्ट समय,காட்சி நேரம்
"उदभावी, प्रकटन",வெளிப்படும் தோற்றம்
अनुप्रयुक्ति,விண்ணப்பம்
अनुप्रयोज्यता,பொருந்தக்கூடிய தன்மை
अनुप्रयुक्त,விண்ணப்பித்தார்
सुप्रेक्ष्य,கவனிக்கத்தக்கது
उपगमन,அணுகுமுறை
"सन्निकट, लगभग","அருகில், தோராயமாக"
सन्निकटन,தோராயம்
वाष्प दाब,நீராவி அழுத்தம்
स्वेच्छ,தன்னார்வ
"आर्क भट्टी, चाप भट्टी","வில் உலை, வில் உலை"
आर्किमीडीज़ का नियम,ஆர்க்கிமிடிஸ் சட்டம்
स्थापत्य ध्वानिकी,கட்டிடக்கலை ஒலியியல்
आर्क लैंप,பரிதி விளக்கு
आर्क-स्पेक्ट्रम,வில்-ஸ்பெக்ட்ரம்
"क्षेत्र, क्षेत्रफल","பகுதி, பகுதி"
"क्षेत्रफलीय, क्षेत्रीय","பிராந்திய, பிராந்திய"
"बाहु, भुजा, शाखिका","கை, கை, கிளை"
आमेचर,அமெச்சூர்
"व्यूह, सरणी","வரிசை, வரிசை"
प्रग्राही,பெறுபவர்
उच्चारण स्पष्टता,உச்சரிப்பு தெளிவு
कृत्रिम,செயற்கை
कृत्रिम तत्वांतरण,செயற்கை மாற்றம்
आरोही,ஏறுமுகம்
तारारोहण,ஏற்றம்
आरोहांक,ஏறும்
अगोली,அகோலி
अगोलीकरण,திரட்டுதல்
समुच्चय,தொகுப்பு
"समुच्चय करना, समुच्चयन","கூட்டுதல், கூட்டுதல்"
"समुच्चय, समुच्चयन, कोडांतरण","அசெம்பிளிங், அசெம்பிள், அசெம்பிள்"
परिशुद्धता आकलन,துல்லியமான மதிப்பீடு
निर्दिष्ट (क्वांटम संख्याओं का) निर्दिष्टीकरण,குறிப்பிடப்பட்ட (குவாண்டம் எண்களின்) விவரக்குறிப்புகள்
"संबंद्ध, सहचारी, संगुणित","தொடர்புடைய, துணை, இணைந்த"
स्वरावृत्ति,உயிர் ஒலி
स्वचलित बहुकंपित्र,தானியங்கி மல்டிவிபிரேட்டர்
अस्थैतिक,ஆஸ்தெனிக்
"अबिन्दुकता, एस्टिग्मेटिज्म","மதுவிலக்கு, astigmatism"
अंतरिक्ष यात्रा इलेक्ट्रॉनिकी,விண்வெளி பயண மின்னணுவியல்
खगोलमिति,வானியற்பியல்
अंतरिक्षयात्री,விண்வெளி
खगोलज्ञ,வானியலாளர்
खगोलीय,விண்ணுலகம்
खगोलिकी,வானியல்
खगोल भौतिकी,வானியற்பியல்
असममित,சமச்சீரற்ற
अनंतस्पर्शी,அறிகுறியற்ற
उपगामी,மோசமாக்கும்
अतुल्यकालिक,ஒத்திசைவற்ற
"वायुमंडल, परिमंडल","வளிமண்டலம், வளிமண்டலம்"
वायुमंडलीय,வளிமண்டலம்
वायु-विद्युत क्षोभ,காற்று கொந்தளிப்பு
परमाणु,அணுக்கரு
परमाण्वीय,அணு
परमाणुकता,அணுசக்தி
परमाणु संहति,அணுக்கரு நிறை
परमाणु क्रमांक,அணு எண்
"परमाणु-रिऐक्टर, परमाणु पाइल","அணு உலை, அணுக் குவியல்"
परमाण्विक,அணு
कणन,துகள்
कणित्र,துகள்
"क्षीणन, क्षीणता","தணிவு, தணிவு"
"क्षीणकारी, क्षीणक","தணித்தல், தணித்தல்"
आकर्षण,வசீகரம்
आकर्षण बल,ஈர்ப்பு சக்தி
श्रव्यता,கேட்கக்கூடிய தன்மை
श्रव्य आवृत्ति-प्रवर्धक,ஒலி அதிர்வெண் பெருக்கி
श्रव्य,கேட்கக்கூடிய
श्रव्यजनित्र,ஆடியோ ஜெனரேட்டர்
श्रव्यता आलेख,கேட்கக்கூடிய வரைபடம்
श्रवण विज्ञान,கேட்கும் அறிவியல்
श्रव्यतामापी,ஒலிமானி
श्रव्य आवृत्ति-दोलक,கேட்கக்கூடிய அதிர்வெண் ஆஸிலேட்டர்
ध्वनि सिग्नल,ஒலி சமிக்ஞை
दृश्य-श्रव्य,ஒலி-ஒளி காட்சி
"ऑडिटोरियम, सभाभवन","ஆடிட்டோரியம், ஆடிட்டோரியம்"
ओज़ए प्रभाव,OZ விளைவு
संवर्धन,பதவி உயர்வு
संवर्धक,மேம்படுத்துபவர்
ध्रुवीय ज्योति,துருவ சுடர்
दक्षिण ध्रुवीय ज्योति,தென் துருவ சுடர்
उत्तर ध्रुवीय ज्योति,வட துருவ சுடர்
स्वचालित सचेतक,தானியங்கி எச்சரிக்கை
स्वतः समांतरित्र,தானாக இணையாக
"आत्मचालित, स्वचालित, स्वतः","தானியங்கி, தானியங்கி, தானியங்கி"
"स्वचालन, स्वचालित यंत्र","ஆட்டோமேஷன், ஆட்டோமேஷன்"
"सहायक, सहकारी, अतिरिक्त","உதவியாளர், கூட்டுறவு, கூடுதல்"
"अवधाव, ऐवेलांश","அவடவா, அவலாஞ்சி"
"औसत, माध्य","சராசரி, சராசரி"
परिवर्जन,பரிவாரன்
अक्षीय,அச்சு
अक्ष,அச்சு
दिगंश,அஜிமுத்
दिगंशीय,அஜிமுத்
पश्च,மீண்டும்
"पृष्ठभूमि, पृष्ठभूमिक","பின்னணி, பின்னணி"
"पिच्छद, पश्चगमन","பின்தங்கிய, பின்தங்கிய"
प्रतिवर्तन,திருப்புமுனை
पश्चडोल वोल्टता स्पंदक,பின் மின்னழுத்த துடிப்பு
पश्च-पश्च-संबंधन,பிந்தைய உறவு
पूर्तिकर,கொடுக்கப்படுவதுடன்
विरोधी वोल्टता,எதிர்ப்பு மின்னழுத்தம்
पश्चवर्ती प्रकीर्णन,பின்புற சிதறல்
अंतराली तरंग,இடைநிலை அலை
कुचालक,இன்சுலேட்டர்
पैराशूट सहित कूद पड़ना,பாராசூட் ஜம்ப்
तपन,வெப்பமூட்டும்
"तुला, तराजू, बाकी, संतुलित करना, संतुलित होना, संतुलन, शेष","சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை"
संतोलक,சமநிலைப்படுத்துபவர்
संतुलन,சமநிலை
गोलात चुबक,உருண்டை
"प्राक्षेपिक, प्राक्षेपिकीय","பாலிஸ்டிக், பாலிஸ்டிக்"
"प्रक्षेप धारामापी, प्रक्षेप गैल्वनोमीटर","ப்ராஜெக்ஷன் கால்வனோமீட்டர், ப்ராஜெக்ஷன் கால்வனோமீட்டர்"
प्रक्षेपास्त्र,ஏவுகணை
"प्राक्षेपिकी, अस्त्र विज्ञान","பந்துவீச்சு, ஆயுதம்"
प्रक्षेप,கணிப்பு
मुक्त प्रक्षेप पथ,இலவச பாதை
"बैलून, गुब्बारा","பலூன், பலூன்"
बामर-असातत्य,பால்மர் இடைநிறுத்தம்
"पट्ट, पट्टी, बैंड .दल","இசைக்குழு, இசைக்குழு, இசைக்குழு"
धमाका,குண்டு வெடிப்பு
"व्यूह, पुंज, किनारा, बैंक, तट","வரிசை, கற்றை, கரை, கரை, கடற்கரை"
"स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी, 8.भित्ति, 9.रेखिका, 10.धार, 1रोधिका, 1, बार, 1, रेखा, 1, परीक्षण रेखा","நெடுவரிசை, பட்டை, கோப், தொகுதி, பட்டை, கம்பி, பட்டை, 8. சுவர், 9. கோடு, 10. விளிம்பு, 1 தொகுதி, 1, பட்டை, 1, கோடு, 1, சோதனைக் கோடு"
बारडीन सिद्धांत,பார்டீன் கொள்கை
बार्कहाउज़एन प्रभाव,barkhausen விளைவு
बार्लो चक्र,பார்லோ சுழற்சி
दंड चुबंक,பட்டை காந்தம்
बार्न,கொட்டகை
वायुदाब-आलेख,காற்று அழுத்த வரைபடம்
"वायुदाबलेखी, बैरोग्राफ","barograph, barograph"
वायुदाबमापी,காற்றழுத்தமானி
वायुदाबमिति,வளிமண்டல அழுத்தம்
"कर्षमंडल, बैरोमंडल","அண்டம், காற்றழுத்தம்"
दंड लोलक,ஊசல்
"रोध, रोधिका, नाभिकीय रोधिका","தடை, அணு, அணு தடை"
रोधिका स्तर,தடை நிலை
बरिऑन,பேரியன்
गुरुमंडल,குருமண்டலம்
आधार बैंड,அடிப்படை இசைக்குழு
"आधारीय, मूल, क्षारीय","அடிப்படை, அடிப்படை, கார"
आधारक,அடித்தளம்
"गणन, दल रचना","கணக்கெடுப்பு, குழு உருவாக்கம்"
"कुंड, कुंडिका, ऊष्मक, तापन-पात्र, बाथ","தொட்டி, தொட்டி, ஹீட்டர், வெப்பமூட்டும் பானை, குளியல்"
बैटरी,மின்கலம்
"व्यूह खंड, कक्ष, खाड़ई","வரிசை பிரிவு, அறை, விரிகுடா"
प्रदर्श,கண்காட்சி
कीबन,கிபான்
"मणिका, बीड","மாணிக்கா, பீட்"
"दंड, बीम, किरण पुंज, तुर","பீம், பீம், பீம், டிரம்ப்"
"दिक्मान, दिक्कोण","டிக்மன், டிக்கான்"
"डोल, विस्पंद","டோல், விஸ்பாண்ட்"
बैकेरल प्रभाव,பெக்கரல் விளைவு
"बेलजार, घंटाकार ढकना",மணி ஜாடி
धौंकनी,பெல்லோஸ்
घंटाकार,மணி கடிகாரம்
"वेदिका, बेंच","வேதிகா, பெஞ்ச்"
"मोड, बंक (सं.), मोड़ना (क्रि.)","முறை, பங்க் (எட்.), வளைவு (வி.)"
बंकन,வங்கியாளர்
"मुड़आ, बंकित","வளைந்த, வளைந்த"
बर्नूली-समीकरण,பெர்னோலி-சமன்பாடு
बेसल-फलन,அடிப்படை-செயல்பாடு
श्रेष्ठतम आसंजन,சிறந்த ஒட்டுதல்
बीटा (भ्),பீட்டா (பி)
बीटाट्रॉन,பீட்டாட்ரான்
बेथे निदर्श,bethe மாதிரி
बिवाट्रॉन,bivatron
B-H वक्र,BH வளைவு
द्विकोणीय,இருகோணமானது
"अभिनति, बायस","சார்பு, சார்பு"
द्वि-अक्षीय,இரு-அச்சு
बाइक्रोमेट सेल,பைக்ரோமேட் செல்
अभयावतल,அப்யவடல்
द्विशंकु ऐन्टेना,இரட்டை ஆண்டெனா
उभयोत्तल,பைன்வெக்ஸ்
"द्वि-क्रिस्टल, द्विक क्रिस्टल","இரு-படிகம், இரட்டை-படிகம்"
द्विदिशी माइक्रोफोन,இருதரப்பு ஒலிவாங்கி
द्वि-उपादानीय निदर्श,இருவகை மாதிரி
द्विसूत्री,டையோசியஸ்
द्विपार्श्विक,இருதரப்பு
द्विरैखिक,இருமுனை
द्वि-अणुक,இரு மூலக்கூறு
"द्वि-चर, द्वि-आधारी, द्वयी","இரு-மாறி, இரு-அடிப்படை, இரட்டை"
"द्वि-आधारी कोड, द्वि-आधारी कूट","பைனரி குறியீடு, பைனரி குறியீடு"
युग्मतारा,விளையாட்டு நட்சத்திரம்
द्वि-आधारी पद्धति,பைனரி முறை
"द्विकर्णी, द्विपथी",இரட்டை பக்க
बंधन,பத்திரம்
"द्विनेत्री, बाइनाक्युलर","தொலைநோக்கி, தொலைநோக்கி"
द्विनोड,பைனரி
द्विपद बंटन,இருவகைப் பரவல்
"द्विकेन्द्रीय, द्विकेन्द्रकी, द्विन्यूक्लीय","இருமைய, இருமைய, இரு அணுக்கரு"
जैव-गतिकी,உயிரியக்கவியல்
जैव इलेक्ट्रानिकी,உயிர் மின்னணுவியல்
जीव-भौतिकीविज्ञ,உயிர் இயற்பியலாளர்
जीव-भौतिकी,உயிர் இயற்பியல்
जैविक उपग्रह,உயிரியல் செயற்கைக்கோள்
"चलचित्रदर्शी, बायोस्कोप","ஒளிப்பதிவாளர், பயாஸ்கோப்"
बायो-सावर्ट नियम,பயோ-சாவர்ட் விதி
द्विप्रावस्थिक धारा,இருமுனை மின்னோட்டம்
द्विध्रुवीय,இருமுனை
"द्विकप्रिज्म, बाइप्रिज्म","இருபிரிசம், இருபிரிசம்"
"द्विस्फटिक, बाइक्वार्ट्ज","biquartz, biquartz"
द्विस्थितिक अभिलक्षण,இருமுனை பாத்திரம்
द्विस्थितिक बहुकंपित्र,இரண்டு-நிலை மல்டிவிபிரேட்டர்
"द्वयंक* (द्विआधारी अंक), बरमी, अणी, टूक","ட்வயங்க்* (பைனரி எண்), பர்மிஸ், அனி, துக்"
"काला, कृष्ण","கருப்பு, கிருஷ்ணா"
कृष्णिका,கருப்பு உடல்
अदृश्य प्रकाश,கண்ணுக்கு தெரியாத ஒளி
"तिमिरायन, रेडियो तिमिरायन",திமிராயன் வானொலி திமிராயன்
लोपन स्पंद,வெளியேற்ற துடிப்பு
अंतक बायस,முடிவு சார்பு
कृष्ण विकिरण,கருப்பு கதிர்வீச்சு
"असंपूर्त, रिक्त","முடிக்கப்படாத, வெற்று"
समाच्छादन,கவர்
लोपन,ரத்து
"स्फोटन, वात्या, झोंका","வெடிப்பு, வெடிப்பு, புயல்"
"साविका, ब्लीडर, सावी","savika, bleeder, savi"
"प्रच्छन्न, अंध","மாறுவேடமிட்டு, குருடர்"
ब्लॉख प्रमेय,ப்ளாச்சின் தேற்றம்
"अवरोध, अवरोधन, अवरोधी","தொகுதி, தொகுதி, தொகுதி"
"आघात, ब्लो, धमन","அடி, அடி, அடி"
ब्लू प्रिंट,நீல அச்சு
अस्पष्टता-वृत्त,தெளிவின்மை வட்டம்
अस्पष्ट,தெளிவற்ற
"गोलक, गोला, लटकन","பந்து, கோளம், பதக்கம்"
"पिंड, वस्तु","உடல், பொருள்"
कायिक धारिता,உடல் திறன்
अंत:केन्द्रित,மையம் கொண்டது
"पिंड-विकर्ण, अन्त:-विकर्ण","உடல்-மூலைவிட்ட, இறுதி-மூலைவிட்ட"
"बोगी, अज्ञात संसूचन (रडार)","போகி, தெரியாத கண்டறிதல் (ரேடார்)"
बोर प्रभाव,துளை விளைவு
बोर मैग्नेटॉन,துளை காந்தம்
"क्वथित्र, बॉयलर","கொதிகலன், கொதிகலன்"
"क्वथन, उबालना","கொதிக்கும், கொதிக்கும்"
बोल्ट्समान समीकरण,போல்ட்ஸ்மேன் சமன்பாடு
बमबार इलेक्ट्रॉन,குண்டுவீச்சு எலக்ட்ரான்
"अभिघातक ऊर्जा, बमकारी ऊर्जा","அதிர்ச்சிகரமான ஆற்றல், குண்டுவீச்சு ஆற்றல்"
बंधक,அடமானம்
"आबंधक, आबंधी, आबन्धन","பிணைக்கப்பட்ட, பிணைக்கப்பட்ட, பிணைக்கப்பட்ட"
अभिवर्धक,மேம்படுத்துபவர்
बोरॉन,பழுப்பம்
बोस-कण,போஸ்-துகள்
बोसॉन,போஸான்
"झंप, उच्छलन","முட்டாள், குதி"
परिबद्ध,கட்டுப்பட்டது
"परिसीमा, सीमा (सं.), सीमांत (वि.)","வரம்பு, வரம்பு (பதிப்பு), விளிம்பு (வி.)"
बद्ध,பிணைக்கப்பட்ட
"धनु, गज़",தனுசு முற்றம்
नौकाग्र तरंग,பாய்மர அலை
बॉयल ताप,கொதிகலன் வெப்பமூட்டும்
बॉयल-नियम,பாயின் சட்டம்
बॉयल ताप,கொதிகலன் வெப்பமூட்டும்
ब्रेकेट-श्रेणी,அடைப்பு-வகுப்பு
बॅग नियम,பை விதி
गुंफित तार,பின்னிப் பிணைந்த கம்பி
ब्रेक कक्षा,பிரேக் வகுப்பு
ब्रामा संपीडक,பிரமா அமுக்கி
शाखन,கிளைகள்
"ब्रेवे लैटिस, ब्रेवे जालक","துணிச்சலான லட்டு, துணிச்சலான லட்டு"
"पीतल से झालना, पीतल का टाँका लगाना","பித்தளை பிரேசிங், பித்தளை சாலிடரிங்"
विच्छेद,துண்டித்தல்
विच्छेद संपर्कक,இணைப்பு உடைப்பு
"भंजन डायोड, जेनर डायोड","எலும்பு முறிவு டையோடு, ஜீனர் டையோடு"
विभंजन,எலும்பு முறிவு
"प्रजनक रिऐक्टर, ब्रीडर परमाणु भट्टी, प्रजनक भट्टी","ப்ரீடர் ரியாக்டர், ப்ரீடர் நியூக்ளியர் ஃபர்னஸ், பிரீடர் ஃபர்னஸ்"
प्रजनन,இனப்பெருக்கம்
"अवमंदक विकिरण, ब्रैस्ट्रालुंग","retardant கதிர்வீச்சு, brastralung"
ब्रूस्टर-कोण,brewster-angle
ब्रूस्टर फ्रिज़,ப்ரூஸ்டர் குளிர்சாதன பெட்டி
सेतु,பாலம்
सेतु-बंधन,பாலம் பிணைப்பு
"दीप्त, द्युतिमान, चमकीला","பிரகாசமான, பளபளப்பான, திகைப்பூட்டும்"
प्रदीपक,ஒளிரும்
प्रभास,பிரகாசம்
"द्युति, प्रभा","தியுதி, பிரபா"
ब्रिलुवां क्षेत्र,பிருலுவான் பகுதி
ब्रिटिश मानक कैंडल,பிரிட்டிஷ் நிலையான மெழுகுவர்த்தி
भंगुर,உடையக்கூடிய
भंगुरता,உடையக்கூடிய தன்மை
प्रसारण,ஒளிபரப்பு
विस्तृत,விரிவான
पार्वाभिमुखी,பிற்போக்கு
ब्रोग्ली सूत्र,ப்ரோக்லி சூத்திரம்
खंडित,துண்டு துண்டாக
ब्राउनी गति,பிரவுனி இயக்கம்
