Telugu,Malayalam
ప్రయోజనకరమైన మ్యుటేషన్,പ്രയോജനകരമായ മ്യൂട്ടേഷൻ
అడ్వెసిషియల్,സാഹസികമായ
సాహసోపేతమైన రూట్,സാഹസിക റൂട്ട്
ప్రతికూల ప్రభావం,പ്രതികൂല ഫലം
AEDES,Aedes
సంస్కృతి వాయువు,സംസ്കാരത്തിന്റെ വായുസഞ്ചാരം
ఏరెన్చైమా,അരേഞ്ചമ
ఆకాశయాన,ഏരിയൽ
వైమానిక రూట్,Aierial റൂട്ട്
వైమానిక షూట్,ഏരിയൽ ഷൂട്ട്
ఏరోబిక్ శ్వాసక్రియ,എയ്റോബിക് ശ്വസനം
ఏరోబిక్ శ్వాసక్రియ,എയ്റോബിക് ശ്വസനം
సౌందర్యం,സൗന്ദര്യശാസ്ത്രം
ఎస్టివేషన్,പകർച്ചവ്വാധം
ఎస్టివేషన్,പകർച്ചവ്വാധം
అనుబంధ,അശ്രദ്ധ
అనుబంధ క్రోమాటోగ్రఫీ,അഫിനിറ്റി ക്രോമാറ്റോഗ്രാഫി
బాధిత అవయవం,പീഡിപ്പിച്ച അവയവം
అటవీ నిర్మూలన,വനനം
అగామోస్పెర్మీ,അഗമോസ്പർമി
అగర్,അഗറും
అగరోస్,അഗരോസ്
అగరోస్ జెల్ ఎలెట్రోఫోరేసిస్,അഗരോസ് ജെൽ എലെട്രോഫോറെസിസ്
అగరోస్ పాలిమర్ జెల్,അഗരോസ് പോളിമർ ജെൽ
అగాస్ట్,അഗാധമായ
కిత్తలి,കൂരക്കം
వయస్సు పంపిణీ,പ്രായ വിതരണം
వయస్సు పిరమిడ్,പ്രായ പിരമിഡ്
సంకలనం,നിര്മ്മിപ്പ
మొత్తం,ആകെത്തുകയായുള്ള
ఫోలికల్ యొక్క మొత్తం,ഫോളിക്കിളിന്റെ ആകെത്തുക
ఫోలికల్ యొక్క మొత్తం,ഫോളിക്കിളിന്റെ ആകെത്തുക
సమూహనం,അഗ്രഗേഷൻ
దూకుడు,ആക്രമശാസ്ത്രം
ఆందోళన వ్యవస్థ,അജിറ്ററ്റർ സിസ്റ്റം
అగ్నాథ,അഗ്നിനാഥ
అగౌటి,അഗൗട്ടി
అగ్రనాల్ క్లోరోప్లాస్ట్,അഗ്രഗൽ ക്ലോറോപ്ലാസ്റ്റ്
అగ్రన్యులర్,അഗ്രനനുകാരി
అగ్రనులోసైట్,അഗ്രമായനുലോസിടെ
వ్యవసాయం,കൃഷിപ്പണി
అగ్రోఫారెస్ట్రీ,അഗ്രോഫോറസ്ട്രി
అగ్రోబాక్టీరియం మధ్యవర్తిత్వం,അഗ്രോബക്രിയം മധ്യസ്ഥത
అగ్రోబాక్టీరియం ట్యూమెఫేసియన్స్,അഗ്രോബക്രിയം ടുബ്ഫാസിയൻസ്
వ్యవసాయ రసాయన,കാർഷിക
వ్యవసాయ రసాయన,കാർഷിക
అగ్రోక్లిమాటిక్ జోన్,അഗ്രോക്ലിമീയ മേഖല
వ్యవసాయ లక్షణం,അഗ്രോണമിക് സ്വഭാവം
వ్యవసాయ శాస్త్రం,അഗ്രോണമി
ఎయిడ్స్,എയ്ഡ്സ്
గాలి మూత్రాశయం,എയർ ബ്ളാഡര്
వాతానుకూలీన యంత్రము,എയർകണ്ടീഷണർ
గాలి మార్గం,എയർ പാസേജ്
వాయుకాలుష్యం,വായു മലിനീകരണം
ఎయిర్ శాక్,വ്ലാക്
ఎయిర్ వాక్యూల్,വായു ശൂന്യത
గాలి-శ్వాస,എയർ ശ്വസനം
అలైన్,അനെയ്ൻ
అలారి కండరం,അലറി പേശി
అలాస్కాన్ బ్రౌన్ బేర్,അലാസ്കൻ ബ്ര rown ൺ ബിയർ
అల్బినో,ആൽബിനോ
అల్బుగో,ആൽബൂഗോ
అల్బుమిన్,ആൽബമിൻ
అల్బుమినస్ సీడ్,ആൽബ്യൂമിനസ് വിത്ത്
అల్బుమినూరియా,അൽബുമിനൂറിയ
అల్బర్నమ్,ആൽബനം
ఆల్కే,അൽകെഡെ
ఆల్డెహీడ్,Aldeheeede
ఆల్డోస్టెరాన్ వ్యవస్థ,ആൽഡോസ്റ്റെറോൺ സിസ്റ്റം
ఆల్డోస్టెరాన్,ആൽഡോസ്റ്റെറോൺ
అల్యూరోన్ పొర,അലോറോൺ ലെയർ
అల్యూరోప్లాస్ట్,അലൂറോപ്ലാസ്റ്റ്
అల్ఫాల్ఫా,പയറുവർഗ്ഗങ്ങൾ
ఆల్గల్ బ్లూమ్,ആൽഗൽ പൂവ്
అల్జీన్,അൾഗിൻ
గ్రహాంతర DNA,അന്യഗ്രഹ ഡിഎൻഎ
గ్రహాంతర జాతులు,അന്യഗ്രഹ ജീവികൾ
అమరిక,വിന്യാപകമായ
అమరిక,വിന്യാപകമായ
అలిమెంటరీ కెనాల్,അലിമെന്ററി കനാൽ
అలిమెంటరీ సిస్టమ్,അലിമെന്ററി സിസ്റ്റം
అలిస్మాసిస్,അലിയാസം
ఆల్కలాయిడ్,ആൽക്കലോയിഡ്
ఆల్కలీన్,ആൽക്കലൈൻ
అల్కాప్టోటోరియా,ആൽക്കപ്റ്റോറിയ
అల్లాంటోయిస్,Allantois
యుగ్మ వికల్ప ఫ్రీక్వెన్సీ,അല്ലെൽ ഫ്രീക്വൻസി
యుగ్మ వికల్పం,അല്ലലേ
అల్లెలోమోర్ఫిక్ జత,അല്ലോമോർഫിക് ജോഡി
అలెర్జీ,അലർജി
ఎలిగేటర్,ചീങ്കണ്ണി
అల్లియం సెపా,അല്ലിയം സിപ
అయోగాగమి,അലോഗാമി
అల్లోగ్రాఫ్ట్,അല്ലുഫ്രാഫ്റ്റ്
అల్లోపాట్రిక్ స్పెసియేషన్,അലോപ്പേട്രിക് സ്പെസിഫിക്കേഷൻ
అల్లోపాలిప్లోయిడ్,Allopolyplogid
అలోస్టెరిక్ ప్రభావం,എല്ലാസ്റ്റീസ്റ്റ് ഇഫക്റ്റ്
అలోస్టెరిక్ ఎంజైమ్,Allonteric enzyme
అలోస్టెరిక్ ఇన్హిబిటర్,ഓസ്റ്റോസ്റ്റർ ഇൻഹിബിറ്റർ
అలోస్టెరిక్ మాడ్యులేషన్,എല്ലാസ്റ്റീസ്റ്റ് മോഡുലേഷൻ
అలోస్టెరిక్ సైట్,ഓസ്റ്റോസ്റ്റർ സൈറ്റ്
అలోస్టెరిక్ నిరోధం,ആസ്റ്റോസ്റ്റ് ഗർബിംഗ്
అలోటెట్రాప్లాయిడ్,അലോട്ട്ട്രലോയിഡ്
ఆల్నస్,അൽനസ്
కలబంద,കറ്റാർ
ఆక్సాన్ వెంట,ആക്സോണിനൊപ്പം
ఆల్ఫా-యాంటిట్రిప్సిన్,ആൽഫ-ആന്റിട്രിറ്റിപ്സ്
ఆల్ఫా-లాక్టల్బ్యూమిన్,ആൽഫ-ലാക്റ്റൽബുമിൻ
ఆల్పైన్ వాతావరణ పరిస్థితి,ആൽപൈൻ കാലാവസ്ഥാ അവസ്ഥ
ఆల్పైన్ మేడో,ആൽപൈൻ മെഡോ
ఆల్పైన్ జోన్,ആൽപൈൻ സോൺ
ఆల్స్టోనియా,ആൽസ്റ്റോണിയ
ఆల్టర్నేరియా,ആദരജോ
ప్రత్యామ్నాయ,ഏകാന്തരക്രമത്തിൽ
తరం యొక్క ప్రత్యామ్నాయం,തലമുറയുടെ മാറിമാറ്റം
ఎత్తు రుగ్మత,ഉറ്റമകരമായ രോഗം
ఎత్తు,ഉയരം
అల్వియోలార్ డక్ట్,അൽവിയോളാർ നാളം
అలిట్స్,അലിറ്റ്സ്
అల్జీమర్స్ వ్యాధి,അല്ഷിമേഴ്സ് രോഗം
అమాక్రిన్ సెల్,അമാക്രീൻ സെൽ
అమరాంతేసి,അമറാന്തം
అమరాంథస్,അമരന്തസ്
పరిసర ఓస్మోటిక్ గా ration త,ആംബിയന്റ് ഓസ്മോട്ടിക് സാന്ദ്രത
అంబిస్టోమా,ആംബിസ്റ്റോമ
అమైడ్,അറുമണ്ടിന്
అమైనో ఆమ్లం,അമിനോ അമ്ലം
అమైనో యాసిడ్ అంగీకారం,അമിനോ ആസിഡ് സ്വീകാര്യത
అమైన్‌లాకారి,അമിനോസിഎൽ ടി ആർഎ സിന്തസെസ്
అమైనోఅసిలేషన్,അമിപോസിലേഷൻ
అమిటోసిస్,അമിറ്റോസിസ്
అమ్మోనియా,ക്ഷാരവായു
అమ్మోనిఫికేషన్,അമ്മോണിഫിക്കേഷൻ
అమ్మోనోటెలిజం,അമോമോട്ടലിസം
అమ్నియోసెంటెసిస్,അമ്നിയോസെന്റസിസ്
అమ్నియోసెంటెసిస్ టెక్నిక్,Amniocentess സാങ്കേതികത
అమ్నియోసైట్,Amniocyte
అమ్నియోన్,Amnion
అమ్నియోటిక్ ద్రవం,അമ്നിയോട്ടിക് ദ്രാവകം
అమ్నియోటిక్ పొర,അമ്നിയോട്ടിക് മെംബ്രൺ
అమ్నియోటిక్ శాక్,അമ്നിയോട്ടിക് സഞ്ചി
అమీబా,അമീബ
అమీబోసైట్,Amoebocyte
అమీబాయిడ్,Amoeboid
అమీబోయిడ్ లింఫోసైట్,Amoeboid lymphocyte
అమీబోయిడ్ కదలిక,അമോബോഡ് ചലനം
నిరాకార,അക്കോറോഫസ്
మొత్తం,സംഖ
యాంఫేటమిన్,ആംഫെറ്റാമൈൻ
ఉభయచర,ആംഫിബിയ
ఉభయచర,ആംഫിബിയൻ
ఉభయచర,ആംഫിബിയൻ
యాంఫియోక్సస్,Amphioxus
యాంఫియోక్సస్ లాన్సోలాటస్,ആംഫിയോക്സസ് ലാൻനോലാറ്റസ്
యాంఫిపతిక్,ഉംഫിപതിക്
యాంఫిపతిక్ లిపిడ్,ആംഫിപതിക് ലിപിഡ്
యాంఫిసార్కా,ആംഫിസാർക്ക
ఆంపిసిలిన్,ആമ്പസില്ലിൻ
అంపుల్లా,അമ്പള്ളു
అంపల్లరీ గ్రంథి,മുള്ളറി ഗ്രന്ഥി
అమిగ్డాల్,ആമിഗ്ഡാൽ
అమిగ్డేల్,ആമിഗ്ഡേൽ
అమిగ్డాలిన్,ആമിഗ്ഡാലിൻ
అమిలేస్,അമിലേസ്
అమిలోప్లాస్ట్,അമിലോപ്ലാസ്റ്റ്
అనాబెనా,അനാബെന
అనాబాస్,അനബാസ്
అనాబాలిక్ మార్గాలు,അനാബോളിക് പാത
అనాబాలిజం,അനാബോളിസം
అనాకార్డియాసి,അനകാർഡിയേസി
రక్తహీనత,വിളമിയ
Anaerobe,അയ്റോബ്
వాయురహిత ఇంధనం,അനാറോബിക് ഇന്ധനം
వాయురహిత శ్వాసక్రియ,അനാറോബിക് ശ്വസനം
వాయురహిత బురద డైజెస్టర్,അനാറോബിക് സ്ലഡ്ജ് ഡൈജസ്റ്റർ
Anaerobic,Anaerobic
అనైమా,അനൈമ
ఆసన,മലദ്വാരം
ఆసన,മലദ്വാരം
ఆసన ఎపర్చరు,മലദ്വാരം
అనల్ సెర్సీ,അനൽ സെറി
అనల్ లూప్,അനൽ ലൂപ്പ്
ఆసన శైలి,അനൽ ശൈലി
సారూప్యత,അനസ്)
సారూప్యత,അനസ്)
సారూప్యత,അനലോഗി
సారూప్యత,അനലോഗി
విశ్లేషణ,വിശകലനം
అనాఫేస్,അനാഫേസ്
శరీర నిర్మాణ అవరోధం,Anatomic തടസ്സം
శరీర నిర్మాణ అంశం,ശരീരഘടന
శరీర నిర్మాణ శాస్త్రవేత్త,അനാട്ടമിസ്റ്റ്
శరీర నిర్మాణ శాస్త్రం,ശരീരശാസ്തം
పూర్వీకుల వారసుడు క్రమం,പൂർവ്വികൻ പിൻഗാമിയായ ശ്രേണി
పూర్వీకుల వంశం,പൂർവ്വിക വംശജർ
పూర్వీకుల క్రమం,പൂർവ്വാവസ്ഥ
అన్సైలోస్టోమా,ആൻസിലോസ്റ്റമ
ఆండ్రోసియం,ആൻഡ്രോസിയം
ఆండ్రోజెన్,ആൻഡ്രോജൻ
రక్తహీనత,വിളമിയ
ఎనిమోన్,അനെമോൺ
అనూప్లోయిడ్,Aneuplogode
అనూప్లోయిడి,അനിയുപ്ലോയിഡി
ఆంజినా,ആഞ്ചിന
యాంజియోగ్రామ్,ആൻജിയോഗ്രാം
యాంజియోగ్రాఫ్,ആഗിരിഗ്രാഫ്
యాంజియోగ్రఫీ,ആജീദർ
యాంజియోప్లాస్టీ,ആൻജിയോപ്ലാസ്റ്റി
యాంజియోస్పెర్మ్,അൻജിയോസ്പെർം
యాంజియోటెన్సిన్,ആൻജിയോടെൻസിൻ
యాంజియోటెన్సినోజెన్,ആൻജിയോടെൻസിനോജെൻ
జాలరి చేప,ആംഗ്ലർ മത്സ്യം
అంగునా,മുതൽക്കുള
అంగుయిస్,ഉള്ക്കൊണ്ടിൻ
జంతువు,ജന്തു
జంతువు,ജന്തു
జంతువుల పేడ,മൃഗം ചാണകം
పశుసంరక్షణ,മൃഗസംരക്ഷണം
జంతువుల కార్యోటైపింగ్,അനിമൽ കരിയട്ടിപ്പിംഗ്
జంతు సామ్రాజ్యం,ജന്തു ലോകം
జంతువుల కణజాలం,മൃഗങ്ങളുടെ ടിഷ്യു
యానిమాలియా,അദ്ധ്യാപകൻ
అయాన్,അനിയോൺ
అనిసోట్రోపిక్ బ్యాండ్,അനിസോട്രോപിക് ബാൻഡ്
ఎనియలింగ్,അനെലിലിംഗ്
అన్నెలిడ్,Anenelid
అన్నెలిడా,അന്നലിഡ
వార్షిక రింగ్,വാർഷിക മോതിരം
యాన్యులేటెడ్,റദ്ദാക്കിയത്
యాన్యుల్,ചെറുമാനം
క్రమరహిత రకం,അപാകത തരം
అనోఫిల్స్,അനോഫെൽസ്
చీమ తినేవాడు,ഉറുമ്പുതീനി
విరోధి,വിരുദ്ധ
అంటార్కిటిక్,അന്റാർട്ടിക്ക്
యాంటెన్నా,ഏരിയെല്
యాంటెన్నా కాంప్లెక్స్,ആന്റിന കോംപ്ലക്സ്
యాంటెనల్ గ్రంథి,ആന്റിനൽ ഗ്രന്ഥി
ముందరి (వెంట్రల్) బూడిద కొమ్ము,ആന്റീരിയർ (വെൻട്രൽ) ഗ്രേ ഹോൺ
పూర్వ హైపోఫిసిస్,ആന്റീരി ഹൈപ്പോഫിസിസ്
పూర్వ జోక్య సల్కస్,മുൻകാല ഇടവേള സൾക്കസ്
Anther,അഥേർ
పూర్వ సంస్కృతి,ആന്തർ സംസ്കാരം
ఆంథెరిడియం,അങ്കാദിയം
అంటెరోజాయిడ్,Antresood
ఆంథోసెరోస్,ആന്തസംഘങ്ങൾ
ఆంథోసెరోటోప్సిడా,ആന്തസൂറോടോപ്സിഡ
ఆంత్రాక్స్,ആന്ത്രാക്സ്
మానవ అంతరించిపోవడం,ആന്ത്രോപെനിക് വംശനാശം
మానవ శాస్త్రం,നരവംശശാസ്ത്രം
యాంటీ బాక్టీరియల్,ആൻറി ബാക്ടീരിയൽ
యాంటీబయాటిక్ పెన్సిలిన్,ആൻറിബയോട്ടിക് പെനിസിലിൻ
యాంటీబయాటిక్ రెసిస్టెంట్,ആൻറിബയോട്ടിക് പ്രതിരോധം
యాంటీబయాటిక్ (లు),ആൻറിബയോട്ടിക് (കൾ)
యాంటీబాడీ,ആന്റിബോഡി
యాంటీబాడీ జంట,ആന്റിബോഡി ദമ്പതികൾ
యాంటీబాడీ మధ్యవర్తిత్వ రోగనిరోధక శక్తి,ആന്റിബോഡി മെറ്റലേറ്റഡ് പ്രതിരോധശേഷി
ప్రతిస్కందకం,Anicoagululant
యాంటికోడాన్ లూప్,ആന്റികോഡൻ ലൂപ്പ്
యాంటిడిప్రెసెంట్,ആന്റീഡിപ്രസന്റ്
అశ్లీల ముందు భాగము,ആന്റിഡിയുററ്റിക് ഹോർമോൺ (ADH)
యాంటిజెన్ జన్యువు,ആന്റിജൻ ജീൻ
యాంటిజెన్-యాంటీబాడీ కాంప్లెక్స్,ആന്റിജൻ-ആന്റിബോഡി കോംപ്ലക്സ്
యాంటిజెనిక్ డిటర్మినెంట్,ആന്റിഗനിക് ഡിറ്റർമിനന്റ്
యాంటిన్యూట్రిషనల్ కారకం,ആന്റിനൈറ്റിഷണൽ ഫാക്ടർ
యాంటీఆక్సిడెంట్,ആന്റിഓക്സിഡന്റ്
యాంటీపోడల్ న్యూక్లియస్,ആന്റിപോഡൽ ന്യൂക്ലിയസ്
యాంటీ సెన్స్ RNA,ആന്റി സെൻസ് ആർഎൻഎ
యాంటీవైరల్ ప్రోటీన్,ആൻറിവിറൽ പ്രോട്ടീൻ
Antrum,ആധാട്
అనుక్లీట్,Anuclate
పాయువు,ഗുദം
ఆందోళన రుగ్మత,ഉത്കണ്ഠ രോഗം
బృహద్ధమని వంపు,അയോർട്ടിക് കമാനം
బృహద్ధమని గ్యాంగ్లియన్,അയോർട്ടിക് ഗാംഗ്ലിയൻ
బృహద్ధమని సెమిలునార్ వాల్వ్,അയോർട്ടിക് സെമിലുനാർ വാൽവ്
బృహద్ధమని కవాటం,അയോർട്ടിക് വാൽവ്
APC (అనాఫేస్ ప్రమోటింగ్ కాంప్లెక్స్),APC (Anaphas പ്രോത്സാഹിപ്പിക്കുന്നത്)
అపెలైక్ పూర్వీకుడు,അപ്പോയിലൈക്ക് പൂർവ്വം
అఫిడ్,ആഫിഡ്
ఆఫ్రొడైట్,അഫ്രോഡൈറ്റ്
ఎపికల్ ఆధిపత్యం,അഗ്ര ആധിപത്യം
ఎపికల్ ప్యాడ్,അപ്ലിക്കേഷൻ പാഡ്
ఎపికల్చర్,അവലി
APIS ఇండికా,Apis ഇൻഡിക്ക
అప్లానోస్పోర్,എപ്ലാനോസ്പോര്
అప్లిసియా,അപ്ളീസിയ
అపోకార్పే,അപ്പോക്കാർപേ
అపోకార్పస్,അപ്പോക്കറസ്
అపోకార్పస్ అండాశయం,അപ്പോക്കർബസ് അണ്ഡാശയം
అపోక్రిన్ గ్రంథి,അപ്പോക്രൈൻ ഗ്രന്ഥി
అపోఎంజైమ్,അപെൻസൈം
అపోమిక్,ശാന്തമായ
అపోమిక్సిస్,അപ്പോമിക്സിസ്
అపోప్లాజమ్,UpoPlasm
అపోప్లాస్టిక్ మార్గం,Apopleastic വഴി
అపోప్టోసిస్,അപ്പോപ്ടോസിസ്
ఉపకరణం,ഉപകരണങ്ങള്
అనుబంధ అస్థిపంజరం,കൂട്ടിച്ചേർത്ത അസ്ഥികൂടം
కర్ణభేరి యొక్క అనుబంధం,കീകത്തിന്റെ അനുബന്ധം
ఆపిల్ నత్త,ആപ്പിൾ ഒച്ചുകൾ
ఆక్వాకల్చర్,അക്വാകൾച്ചർ
ఆక్వాపోరిన్,അക്വാപ്പീര
జల ఉభయచర,ജലവിഷയക്കാരൻ
జల రూపం,ജലരീതി
జల ఆవాసాలు,ജല ആവാസവ്യവസ്ഥ
జల జీవి,ജലജീവിങ്ങള്
జల మొక్క,ജലസ്വചന്തി
జల శ్వాసక్రియ,ജലവിശ്വാസം
సజల ద్రవం,ജല ദ്രാവകം
సజల హ్యూమర్,ജലീയ ഉന്മൂലനം
సజల ఇంట్రా-సెల్యులార్ ద్రవం,ജലീയ ഇൻട്രാ സെല്ലുലാർ ദ്രാവകം
సజల నమూనా,ജലീയ സാമ്പിള്
సజల ద్రావణంలో,ജലീയ പരിഹാരം
అక్విలా,അക്വില
అరబిడోప్సిస్,അറബിഡോപ്സിസ്
అరాచ్నిడా,അരാക്നിഡ
అరాక్నోయిడ్,അരാക്നോയിഡ്
అరేనియస్,അരാനിയസ്
అర్బోర్సెంట్,അർബസവാളികമായ
అర్బోర్సెంట్ లైకోపాడ్,അർബറോസന്റ് ലൈക്കോപോഡ്
ఆర్కిబాక్టీరియా,ആർക്കീഫായ
ఆర్కిగోనియం,ആൾജിഗോണിയം
ద్వీపసమూహం,ദീപസമൂഹം
ఆర్కిటిక్,ആർട്ടിക്
ఆర్కిటిక్ టెర్న్,ആർട്ടിക് ടെർൺ
ఆర్కిటిక్ టండ్రా,ആർട്ടിക് തുണ്ട്ര
ఆర్డియా,Ardea
ఐసోలార్ కణజాలం,ഇറോളാർ ടിഷ്യു
రుజువు,ആർഗ്മോൺ (പ്രിക്ലി പോപ്പി)
ఆర్గెమోన్ మెక్సికానా,ആർഗ്മോൺ മെക്സിക്കന
అర్జినిన్,അർജിനൈൻ
శుష్క ప్రాంతం,വരണ്ട പ്രദേശം
అరిస్టోలోచియాసియా,അരിസ്റ്റോളോസിയേസി
చేయి దాణా,ആയുധ ഭക്ഷണം
