Marathi,Bengali
"पर्यायी, पर्यायी","বিকল্প, বিকল্প"
अल्टरनेटर,বিকল্প
अल्टिमीटर,altimeter
अल्टिमीटर,altimeter
altimetry,অলটাইমেট্রি
"उंची, उंची, उंची, उंची","উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা"
अंकगणित तर्क युनिट (ALU),অ্যারিথমেটিক রিজনিং ইউনিট (ALU)
amaget नियम,amaget নিয়ম
वातावरण,পরিবেশ
amicron,অ্যামিক্রন
ammeter,অ্যামিটার
अँपिअर,অ্যাম্পিয়ার
अँपिअर-लॉ,অ্যাম্পিয়ার-ল
उभयचर आयन,উভচর আয়ন
प्रवर्धन,পরিবর্ধন
अॅम्प्लीफायर,পরিবর্ধক
"कोन, परिमाण","কোণ, মাত্রা"
a एम. यू. (अणु वस्तुमान एकक),ক এম.উ. (পারমাণবিক ভর একক)
सुसंगत,উপযুক্ত
साधर्म्य,সাদৃশ্য
विश्लेषक,বিশ্লেষক
विश्लेषण,বিশ্লেষণ
विश्लेषणात्मक,বিশ্লেষণাত্মক
नॉन पॉइंट,অ-বিন্দু
विसंगत,অস্বাভাবিক
आणि दरवाजा,এবং দরজা
गैर-ध्वनी,অ শাব্দিক
विसंगत लवचिकता,অস্বাভাবিক স্থিতিস্থাপকতা
निर्जल,নির্জল
कोन,কোণ
अँग्स्ट्रोम युनिट,অ্যাংস্ট্রম ইউনিট
टोकदार,কৌণিক
protractor vernier,প্রটেক্টর ভার্নিয়ার
विवादास्पद,বিতর্কিত
अनादर,অসম্মান
अक्रोमॅटिक चुंबकीकरण,অ্যাক্রোম্যাটিক চুম্বকীয়করণ
सुस्त,শিথিল
anion,anion
असममित,অপ্রতিসম
समस्थानिक,আইসোট্রপিক
isotropism,আইসোট্রপিজম
हटवणे,মুছে ফেলা
कटकारस्थान,বর্ণনাকারী
एनोड,অ্যানোড
anodization,anodization
विसंगत,অসামঞ্জস্যপূর্ণ
ऑप्टिकल प्रणाली,অপটিক্যাল সিস্টেম
अँटेना,অ্যান্টেনা
अँटीबेरियन,antiberion
अँटी-बॉन्डिंग गुणधर्म,বিরোধী বন্ধন সম্পত্তি
काउंटर बाँड,পাল্টা বন্ড
उलट शक्ती,বিপরীত শক্তি
डायमॅग्नेटिक,ডায়ম্যাগনেটিক
डायमॅग्नेटिक सामग्री,ডায়ম্যাগনেটিক উপাদান
विरोधी दाहक,প্রদাহ বিরোধী
गुरुत्वाकर्षण,বিরোধী মাধ্যাকর্ষণ
antilamda कण,antilamda কণা
ऍलेलेप्टन,এলিলেপ্টন
डायमॅग्नेटिक,ডায়ম্যাগনেটিক
प्रतिपदार्थ,প্রতিপদার্থ
क्षेपणास्त्र विरोधी,ক্ষেপণাস্ত্র বিরোধী
अँटीन्यूट्रॉन,অ্যান্টিনিউট্রন
pulsating,স্পন্দনশীল
अँटीन्यूक्लिओन,অ্যান্টিনিউক্লিয়ন
प्रतिकण,প্রতিকণা
अँटीप्रोटॉन,অ্যান্টিপ্রোটন
परावर्तक,প্রতিফলক
विषमताविरोधी,প্রতিসম
आवर्ती नाही,অ পুনরাবৃত্ত
अनाक्रोनिझम,anachronism
छिद्रित स्कॅनिंग डिस्क,ছিদ্রযুক্ত স্ক্যানিং ডিস্ক
द्वारक,দ্বারক
"वर, वर, समोर","শীর্ষ, শীর্ষ, সামনে"
"उच्च सूर्य, उच्च सूर्य","সূর্য উচ্চ, সূর্য উচ্চ, অপ্সর"
उदासीन लेस,উদাসীন লেইস
गैर-दयनीय,অ করুণ
अपंगत्व नसणे,অ-অক্ষমতা
अतिशय वर्णवर्धक,খুব অ্যাক্রোমেটিক
"जमीन-उंच, apogee","land-high, apogee"
"nonpolar, circumpolar","nonpolar, circumpolar"
parapolarity,parapolarity
साधन,যন্ত্র
"आभासी, दृश्य","ভার্চুয়াল, ভিজ্যুয়াল"
दृश्यमान सूर्य,দৃশ্যমান সূর্য
दृश्य वेळ,চাক্ষুষ সময়
उदयोन्मुख देखावा,উদ্ভূত চেহারা
अर्ज,আবেদন
लागू,প্রযোজ্যতা
लागू,প্রয়োগ করা
निरीक्षण करण्यायोग्य,পর্যবেক্ষণযোগ্য
दृष्टीकोन,পন্থা
"जवळ, अंदाजे","কাছাকাছি, প্রায়"
अंदाजे,অনুমান
बाष्प दाब,বাষ্পের চাপ
ऐच्छिक,স্বেচ্ছায়
"चाप भट्टी, चाप भट्टी","চাপ চুল্লি, চাপ চুল্লি"
आर्किमिडीजचा कायदा,আর্কিমিডিসের আইন
आर्किटेक्चरल ध्वनीशास्त्र,স্থাপত্য শাব্দবিদ্যা
चाप दिवा,চাপ বাতি
आर्क-स्पेक्ट्रम,আর্ক-স্পেকট্রাম
"क्षेत्र, क्षेत्र","এলাকা, এলাকা"
"प्रादेशिक, प्रादेशिक","আঞ্চলিক, আঞ্চলিক"
"हात, हात, शाखा","হাত, বাহু, শাখা"
हौशी,অপেশাদার
"अॅरे, अॅरे","অ্যারে, অ্যারে"
प्राप्तकर्ता,রিসিভার
उच्चार स्पष्टता,উচ্চারণ স্বচ্ছতা
सिंथेटिक,সিন্থেটিক
कृत्रिम संक्रमण,কৃত্রিম রূপান্তর
चढत्या,আরোহী
आरोहण,আরোহণ
चढणे,আরোহণ
अगोली,আগলি
एकत्रीकरण,সমষ্টি
संच,এর সেট
"एकत्र करणे, एकत्र करणे","সমাবেশ, সমাবেশ"
"एकत्र करणे, एकत्र करणे, एकत्र करणे","একত্রিত করা, একত্রিত করা, একত্রিত করা"
अचूक अंदाज,নির্ভুল অনুমান
निर्दिष्ट (क्वांटम संख्यांची) वैशिष्ट्ये,নির্দিষ্ট (কোয়ান্টাম সংখ্যার) স্পেসিফিকেশন
"संबंधित, सहयोगी, संयुग्मित","সম্পর্কিত, সহযোগী, সংঘবদ্ধ"
स्वराचा उच्चार,স্বরধ্বনি
स्वयंचलित मल्टीव्हायब्रेटर,স্বয়ংক্রিয় মাল্টিভাইব্রেটর
अस्थेनिक,অ্যাস্থেনিক
"संयम, दृष्टिवैषम्य","পরিহার, দৃষ্টিভঙ্গি"
अंतराळ प्रवास इलेक्ट्रॉनिक्स,মহাকাশ ভ্রমণ ইলেকট্রনিক্স
खगोल भौतिकशास्त्र,জ্যোতির্পদার্থবিদ্যা
अंतराळवीर,মহাকাশচারী
खगोलशास्त्रज्ञ,জ্যোতির্বিজ্ঞানী
आकाशीय,স্বর্গীয়
खगोलशास्त्र,জ্যোতির্বিদ্যা
खगोल भौतिकशास्त्र,জ্যোতির্পদার্থবিদ্যা
असममित,অপ্রতিসম
लक्षणे नसलेला,অ্যাসিম্পোটিক
त्रासदायक,উত্তেজক
असिंक्रोनस,অ্যাসিঙ্ক্রোনাস
"वातावरण, वातावरण","বায়ুমণ্ডল, বায়ুমণ্ডল"
वातावरणीय,বায়ুমণ্ডলীয়
वारा अशांतता,বায়ু অশান্তি
आण्विक,পারমাণবিক
अणू,পারমাণবিক
आण्विकता,পারমাণবিকতা
आण्विक वस्तुमान,পারমাণবিক ভর
अणुक्रमांक,পারমাণবিক সংখ্যা
"आण्विक अणुभट्टी, आण्विक ढीग","পারমাণবিক চুল্লি, পারমাণবিক গাদা"
अणू,পারমাণবিক
कण,কণা
कण,কণা
"क्षीणता, क्षीणता",ক্ষয়
"कमी करणे, कमी करणे","attenuating, attenuating"
मोहिनी,কবজ
आकर्षण शक्ती,আকর্ষণ শক্তি
ऐकण्याची क्षमता,শ্রবণযোগ্যতা
ऑडिओ वारंवारता अॅम्प्लिफायर,অডিও ফ্রিকোয়েন্সি পরিবর্ধক
ऐकण्यायोग्य,শ্রবণযোগ্য
ऑडिओ जनरेटर,অডিও জেনারেটর
श्रवणक्षमता आलेख,শ্রবণযোগ্যতা গ্রাফ
श्रवण विज्ञान,শ্রবণ বিজ্ঞান
ऑडिओमीटर,অডিওমিটার
ऐकण्यायोग्य वारंवारता ऑसिलेटर,শ্রবণযোগ্য ফ্রিকোয়েন্সি অসিলেটর
ध्वनी सिग्नल,শব্দ সংকেত
दृकश्राव्य,অডিও-ভিজ্যুয়াল
"सभागृह, सभागृह","অডিটোরিয়াম, অডিটোরিয়াম"
ओझेड प्रभाव,ওজেড ইফেক্ট
जाहिरात,পদোন্নতি
वर्धक,বর্ধক
ध्रुवीय ज्योत,মেরু শিখা
दक्षिण ध्रुवीय ज्वाला,দক্ষিণ মেরু শিখা
उत्तर ध्रुवीय ज्योत,উত্তর মেরু শিখা
स्वयंचलित सूचना,স্বয়ংক্রিয় সতর্কতা
स्वयं समांतर,স্বয়ংক্রিয় সমান্তরালকারী
"स्वयंचलित, स्वयंचलित, स्वयंचलित","স্বয়ংক্রিয়, স্বয়ংক্রিয়, স্বয়ংক্রিয়"
"ऑटोमेशन, ऑटोमेशन","অটোমেশন, অটোমেশন"
"सहाय्यक, सहकारी, अतिरिक्त","সহকারী, সমবায়, অতিরিক্ত"
"आडवा, हिमस्खलन","অবদাভা, তুষারপাত"
"अर्थ, क्षुद्र","মানে, মানে"
परिवार,পরিবার
अक्षीय,অক্ষীয়
अक्ष,অক্ষ
दिगंश,আজিমুথ
दिगंश,আজিমুথ
परत,পেছনে
"पार्श्वभूमी, पार्श्वभूमी","পটভূমি, পটভূমি"
"मागासलेला, मागासलेला","পশ্চাৎপদ, পশ্চাৎপদ"
टर्नअराउंड,পরিবর্তন
बॅक व्होल्टेज पल्सर,ব্যাক ভোল্টেজ পালসার
पोस्ट-रिलेशनशिप,সম্পর্ক পরবর্তী
प्रतिपूर्ती,প্রতিদান
अँटी व्होल्टेज,বিরোধী ভোল্টেজ
पोस्टरियर स्कॅटरिंग,পোস্টেরিয়র স্ক্যাটারিং
इंटरस्टिशियल लाट,অন্তর্বর্তী তরঙ্গ
इन्सुलेटर,অন্তরক
हवाई छत्री वापरून घेतलेली उडी,প্যারাশুট জাম্প
गरम करणे,গরম করার
"शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक","ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য"
बॅलन्सर,ব্যালেন্সার
शिल्लक,ভারসাম্য
गोलाकार,গ্লাবুল
"बॅलिस्टिक, बॅलिस्टिक","ব্যালিস্টিক, ব্যালিস্টিক"
"प्रोजेक्शन गॅल्व्हानोमीटर, प्रोजेक्शन गॅल्व्हानोमीटर","প্রজেকশন গ্যালভানোমিটার, প্রজেকশন গ্যালভানোমিটার"
क्षेपणास्त्र,মিসাইল
"बॅलिस्टिक्स, शस्त्रे","ব্যালিস্টিক, অস্ত্র"
प्रक्षेपण,অভিক্ষেপ
मुक्त मार्ग,বিনামূল্যে পথচলা
"फुगा, फुगा","বেলুন, বেলুন"
balmer खंडितता,balmer discontinuity
"बँड, बँड, बँड","ব্যান্ড, ব্যান্ড, ব্যান্ড"
स्फोट,বিস্ফোরণ
"अॅरे, बीम, किनारा, किनारा, किनारा","অ্যারে, মরীচি, তীরে, ব্যাংক, উপকূল"
"स्तंभ, बार, कोब, ब्लॉक, बार, रॉड, बार, 8. भिंत, 9. रेखा, 10. किनारा, 1 ब्लॉक, 1, बार, 1, रेखा, 1, चाचणी रेखा","কলাম, বার, কোব, ব্লক, বার, রড, বার, 8. প্রাচীর, 9. লাইন, 10. প্রান্ত, 1 ব্লক, 1, বার, 1, লাইন, 1, পরীক্ষা লাইন"
bardeen तत्त्व,বারদিন নীতি
barkhausen प्रभाव,বারখাউসেন প্রভাব
बारलो सायकल,বারলো চক্র
बार चुंबक,বার চুম্বক
धान्याचे कोठार,শস্যাগার
हवेचा दाब आलेख,বায়ু চাপ গ্রাফ
"बॅरोग्राफ, बॅरोग्राफ","barograph, barograph"
बॅरोमीटर,ব্যারোমিটার
वातावरणाचा दाब,বায়ুমণ্ডলীয় চাপ
"कॉसमॉस, बॅरोमोस्फियर","cosmos, baromosphere"
पेंडुलम पेंडुलम,পেন্ডুলাম
"अडथळा, आण्विक, आण्विक अडथळा","বাধা, পারমাণবিক, পারমাণবিক বাধা"
अडथळा पातळी,বাধা স্তর
बेरियन,বেরিয়ন
गुरुमंडळ,গুরুমন্ডল
बेस बँड,বেস ব্যান্ড
"मूलभूत, मूलभूत, अल्कधर्मी","মৌলিক, মৌলিক, ক্ষারীয়"
पाया,ভিত্তি
"गणना, संघ निर्मिती","গণনা, দল গঠন"
"टाकी, टाकी, हीटर, गरम करण्याचे भांडे, आंघोळ","কুন্ড, কুন্ড, হিটার, গরম করার পাত্র, স্নান"
बॅटरी,ব্যাটারি
"अॅरे सेगमेंट, चेंबर, बे","অ্যারে সেগমেন্ট, চেম্বার, উপসাগর"
प्रदर्शन,প্রদর্শনী
किबान,কিবন
"माणिका, बीड","মানিকা, বিড"
"तुळई, तुळई, तुळई, ट्रम्प","মরীচি, মরীচি, মরীচি, ট্রাম্প"
"डिकमन, डिकॉन","ডিকম্যান, ডিকন"
"dole, vispand","dole, vispand"
बेकरेल प्रभाव,বেকারেল প্রভাব
बेल जार,বেল জার
घुंगरू,বেল
घंटा घड्याळ,বেল ঘড়ি
"वेदिका, खंडपीठ","বেদিকা, বেঞ্চ"
"मोड, बंक (सं.), वाकणे (v.)","মোড, বাঙ্ক (সম্পাদনা), বাঁক (v.)"
बँकन,ব্যাংকান
"वाकलेला, वाकलेला","bent, bent"
बर्नौली-समीकरण,বার্নোলি-সমীকরণ
बेसल-फंक्शन,বেসাল-ফাংশন
सर्वोत्तम आसंजन,সেরা আনুগত্য
बीटा (ब),বিটা (খ)
betatron,betatron
bethe मॉडेल,মডেল
बायव्हट्रॉन,বিভাট্রন
BH वक्र,বিএইচ বক্ররেখা
द्विभुज,দ্বিভুজাকার
"पक्षपात, पक्षपात","পক্ষপাত, পক্ষপাত"
द्वि-अक्षीय,দ্বি-অক্ষীয়
बिक्रोमेट सेल,বিক্রোমেট কোষ
अभ्यवताल,অভিবতাল
दुहेरी अँटेना,ডবল অ্যান্টেনা
द्विउत्तल,দ্বিকনভেক্স
"द्वि-क्रिस्टल, दुहेरी-क्रिस्टल","দ্বি-স্ফটিক, দ্বৈত-স্ফটিক"
द्विदिश मायक्रोफोन,দ্বিমুখী মাইক্রোফোন
द्विपदी मॉडेल,দ্বিপদী মডেল
डायओशियस,ডিপ্লয়েড
द्विपक्षीय,দ্বিপাক্ষিক
द्विरेखीय,দ্বিরেখার
द्विमोलेक्युलर,বাইমোলিকুলার
"द्वि-चर, द्वि-आधार, दुहेरी","দ্বি-পরিবর্তনশীল, দ্বি-বেস, দ্বৈত"
"बायनरी कोड, बायनरी कोड","বাইনারি কোড, বাইনারি কোড"
गेम स्टार,খেলা তারকা
बायनरी पद्धत,বাইনারি পদ্ধতি
दुहेरी बाजू असलेला,দ্বিপার্শ্ব
बंध,বন্ধন
"द्विनेत्री, द्विनेत्री","বাইনোকুলার, বাইনোকুলার"
बायनरी,বাইনারি
द्विपदी वितरण,দ্বিপদ ডিস্ট্রিবিউশন
"द्विकेंद्रीय, द्विकेंद्री, द्विकेंद्रित","দ্বিকেন্দ্রিক, দ্বিকেন্দ্রিক, দ্বিমুখী"
जैवगतिकी,বায়োডাইনামিকস
बायो इलेक्ट्रॉनिक्स,জৈব ইলেকট্রনিক্স
बायोफिजिस्ट,জীবপদার্থবিদ
बायोफिजिक्स,জীবপদার্থবিদ্যা
जैविक उपग्रह,জৈবিক উপগ্রহ
"सिनेमॅटोग्राफर, बायोस्कोप","সিনেমাটোগ্রাফার, বায়োস্কোপ"
जैव-सावर्त नियम,বায়ো-সাভার্ট নিয়ম
biphasic प्रवाह,biphasic বর্তমান
द्विध्रुव,ডাইপোল
"biprism, biprism","biprism, biprism"
"biquartz, biquartz","biquartz, biquartz"
biphasic वर्ण,biphasic চরিত্র
दोन-स्टेज मल्टीव्हायब्रेटर,দুই-পর্যায়ের মাল্টিভাইব্রেটর
"द्वयंक* (बायनरी अंक), बर्मीज, अनी, तुक","দ্বোয়াঙ্ক* (বাইনারী সংখ্যা), বার্মিজ, আনি, টুক"
"काळा, कृष्णा","কালো, কৃষ্ণ"
काळे शरीर,কালো শরীর
अदृश्य प्रकाश,অদৃশ্য আলো
timirayan रेडिओ timirayan,timirayan রেডিও timirayan
इजेक्शन नाडी,ইজেকশন পালস
पूर्वाग्रह समाप्त करा,পক্ষপাত শেষ
काळा विकिरण,কালো বিকিরণ
"अपूर्ण, रिक्त","অসম্পূর্ণ, ফাঁকা"
कव्हर,আবরণ
रद्द करणे,বাতিল
"स्फोट, स्फोट, वाफा","বিস্ফোরণ, বিস্ফোরণ, দমকা"
"savika, bleeder, savi","savika, bleeder, savi"
"वेशात, आंधळा","ছদ্মবেশী, অন্ধ"
ब्लोचचे प्रमेय,ব্লোচের উপপাদ্য
"अवरोधित करणे, अवरोधित करणे, अडथळा आणणे","ব্লক, ব্লক, ব্লক"
"फुंकणे, फुंकणे, फुंकणे","ঘা, ঘা, ঘা"
ब्लू प्रिंट,নীল প্রিন্ট
अस्पष्टता वर्तुळ,অস্পষ্টতা বৃত্ত
अस्पष्ट,অস্পষ্ট
"बॉल, गोलाकार, लटकन","বল, গোলক, দুল"
"शरीर, वस्तू","শরীর, বস্তু"
शारीरिक क्षमता,শারীরিক ক্ষমতা
केंद्रीत,কেন্দ্রীভূত
"शरीर-कर्ण, अंत-कर्ण","দেহ-তির্যক, শেষ-তির্যক"
"बोगी, अज्ञात शोध (रडार)","বগি, অজানা সনাক্তকরণ (রাডার)"
बोअर इफेक्ट,বোর প্রভাব
बोर मॅग्नेटन,বোর ম্যাগনেটন
"बॉयलर, बॉयलर","বয়লার, বয়লার"
"उकळणे, उकळणे","ফুটন্ত, ফুটন্ত"
बोल्ट्समन समीकरण,বোল্টসম্যান সমীকরণ
बॉम्बर इलेक्ट्रॉन,বোমারু ইলেকট্রন
"क्लेशकारक ऊर्जा, बॉम्बस्फोट ऊर्जा","আঘাতমূলক শক্তি, বোমা শক্তি"
गहाण,বন্ধক
"बंधलेले, बंधलेले, बंधलेले","bonded, bonded, bonded"
वर्धक,বর্ধক
बोरॉन,বোরন
बोस-कण,বোস-কণা
बोसॉन,বোসন
"धक्का, उडी","লাফ, লাফ"
बद्ध,আবদ্ধ
"मर्यादा, मर्यादा (सं.), सीमांत (वि.)","সীমা, সীমা (সম্পাদনা), প্রান্তিক (v.)"
बद्ध,আবদ্ধ
धनु राशीचे अंगण,ধনু গজ
नौकानयन लाट,পালতোলা তরঙ্গ
बॉयलर गरम करणे,বয়লার গরম করা
बॉयलचा कायदा,বয়েলের আইন
बॉयलर गरम करणे,বয়লার গরম করা
कंस-वर्ग,বন্ধনী-শ্রেণী
पिशवी नियम,ব্যাগ নিয়ম
गुंफलेली तार,জড়িত তার
ब्रेक वर्ग,ব্রেক ক্লাস
ब्रामा कंप्रेसर,ব্রামা কম্প্রেসার
शाखा,শাখা
"धाडसी जाळी, धाडसी जाळी","সাহসী জালি, সাহসী জালি"
ब्रास ब्रॅझिंग,ব্রাস ব্রেজিং
विच्छेदन,বিচ্ছেদ
ब्रेक कनेक्टर,সংযোগকারী বিরতি
"फ्रॅक्चर डायोड, जेनर डायोड","ফ্র্যাকচার ডায়োড, জেনার ডায়োড"
फ्रॅक्चर,ফ্র্যাকচার
"ब्रीडर रिएक्टर, ब्रीडर न्यूक्लियर फर्नेस, ब्रीडर फर्नेस","ব্রিডার রিঅ্যাক্টর, ব্রিডার নিউক্লিয়ার ফার্নেস, ব্রিডার ফার্নেস"
पुनरुत्पादन,প্রজনন
"retardant विकिरण, brastralung","retardant বিকিরণ, brastralung"
brewster-कोन,brewster-কোণ
ब्रुस्टर फ्रीज,ব্রুস্টার ফ্রিজ
पूल,সেতু
ब्रिज बाँड,সেতু বন্ধন
"तेजस्वी, तेजस्वी, चमकदार","উজ্জ্বল, উজ্জ্বল, ঝলমলে"
प्रकाशक,আলোক
तेज,তেজ
"द्युती, प्रभा","দ্যুতি, প্রভা"
ब्रिलुवान क्षेत्र,ব্রিলুওয়ান এলাকা
ब्रिटिश मानक मेणबत्ती,ব্রিটিশ স্ট্যান্ডার্ড মোমবাতি
ठिसूळ,ভঙ্গুর
ठिसूळपणा,ভঙ্গুরতা
प्रसारण,সম্প্রচার
तपशीलवार,বিশদ
प्रतिगामी,বিপরীতমুখী
ब्रोगली फॉर्म्युला,ব্রগলি সূত্র
खंडित,খণ্ডিত
ब्राउनी मोशन,ব্রাউনি গতি
"कुची, बुरुश, कुर्च, गुल्म","কুচি, বুরুশ, কুর্চ, গুলম"
"बबल, बबल (सं.), बडबड (v.)","বুদবুদ, বুদবুদ (সম্পাদনা), গর্জন (v.)"
उत्तेजित होणे,উদ্দীপনা
प्रतिकार,পাল্টা ব্যবস্থা
आकुंचन,সংকোচন
"amp-प्रतिरोध, बफर","amp-প্রতিরোধ, বাফার"
ध्वनीशास्त्र,ধ্বনিবিদ্যা
बर्धन,বর্ধন
बल्ब,বাল্ব
उदयास येणे,আবির্ভূত
"मात्रा, मोठ्या प्रमाणात, वस्तुमान, वस्तुमान, खंड","আয়তন, বাল্ক, ভর, ভর, আয়তন"
व्हॉल्यूम लवचिकता गुणांक,ভলিউম স্থিতিস্থাপকতা সহগ
लोकसंख्या मालमत्ता,জনসংখ্যা সম্পত্তি
कमाल तापमान,সর্বোচ্চ তাপমাত্রা
फुगवटा,স্ফীতি
