English,Malayalam
Acromion,അക്രോമീൻ
Acropetal sequence,അക്രോരേറ്റൽ സീക്വൻസ്
Acropetal order,അക്രോപോളൽ ഓർഡർ
Acrosin,അക്രോസിൻ
Actin,ആക്ടിൻ
Actin-like protein,ആക്റ്റിൻ പോലുള്ള പ്രോട്ടീൻ
Actinomorphic,ആക്ടിനോമോർഫിക്
Actinomycetes,ആക്റ്റിനോമൈസെറ്റുകൾ
Action potential,പ്രവർത്തന സാധ്യത
Activated sludge,സജീവമാക്കിയ സ്ലഡ്ജ്
Activated sludge floc,സജീവമാക്കിയ സ്ലഡ്ജ് ഫ്ലോക്ക്
Activation energy,സജീവമാക്കൽ .ർജ്ജം
Active absorption,സജീവമായ ആഗിരണം
Active immunity,സജീവ പ്രതിരോധശേഷി
Active radiation,സജീവ വികിരണം
Active site,സജീവ സൈറ്റ്
Activin,ആധ്രിക്കുക
Acuminate,അക്യുമിനേറ്റ്
Adamsia,ആദാംസിയ
Adaptability,പൊരുത്തപ്പെടലി
Adaptation,പൊരുത്തപ്പെടുത്തൽ
Adaptation to light regime,ലൈറ്റ് ഭരണകൂടത്തിന് അനുയോജ്യമായ പൊരുത്തപ്പെടുത്തൽ
Adaptation to water scarcity,ജല ദഹനത്തോടുള്ള പൊരുത്തപ്പെടുത്തൽ
Adaptive characteristics,അഡാപ്റ്റീവ് സവിശേഷതകൾ
Adaptive immunity,അഡാപ്റ്റീവ് പ്രതിരോധശേഷി
Adaptive radiation,അഡാപ്റ്റീവ് വികിരണം
Adaptive trait,അഡാപ്റ്റീവ് സ്വഭാവം
Adaxial surface,അഡാക്സിയൽ ഉപരിതലം
Addictive disorder,ആസക്തി നിഴൽ
Adenine,ആദൈൈൻ
Adenocorticotropin,Adenocortiopin
Adenohypophysis,ആദിനോഹൈപഫിസിസ്
Adenosin diphosphate,Adenosin diphosphate
Adenosine deaminase,Adenosine deaminase
Adenosine monophosphate,അഡെനോസിൻ മോണോഫോസ്ഫേറ്റ്
Adenosine triphosphate (ATP),അഡെനോസിൻ ട്രിപ്പ്ഫോസ്ഫേറ്റ് (എടിപി)
Adenylate cyclase,Adenileat സൈക്ലെസ്
Adhesive force,പശ ശക്തി
Adipate,മുദവയ്ക്കുക
Adipocyte (fat cell),Adipocyte (FALE സെൽ)
Adipose tissue,അഡിപോസ് ടിഷ്യു
Adnate,ആരാധന
Adjoining community,സമീപ കമ്മ്യൂണിറ്റി
Adrenal,അഡ്രീനല്
Adrenal gland,അഡ്രീനൽ ഗ്രന്ഥി
Adrenocorticotropic hormone (ACTH),അഡ്രിനെകോളിക്കോട്രോപിക് ഹോർമോൺ (acth)
Adrenocorticotropic releasing hormone (ACTRH),അഡ്രിനെകോളിക്കോട്രോപിക് ഹോർമോൺ റിലീസ് ചെയ്യുന്നു (acth)
Adsorbent,ദുര്ധി പകര്
Adsorption,ദുര്ഗയോധം
Advanced chordate,വിപുലമായ കീടങ്ങൾ
Advantageous mutation,പ്രയോജനകരമായ മ്യൂട്ടേഷൻ
Adventitial,സാഹസികമായ
Adventitious root,സാഹസിക റൂട്ട്
Adverse effect,പ്രതികൂല ഫലം
Aedes,Aedes
Aeration of culture,സംസ്കാരത്തിന്റെ വായുസഞ്ചാരം
Aerenchyma,അരേഞ്ചമ
Aerial,ഏരിയൽ
Aerial root,Aierial റൂട്ട്
Aerial shoot,ഏരിയൽ ഷൂട്ട്
Aerobic respiration,എയ്റോബിക് ശ്വസനം
Aerobic respiration,എയ്റോബിക് ശ്വസനം
Aesthetics,സൗന്ദര്യശാസ്ത്രം
Aestivation,പകർച്ചവ്വാധം
Aestivation,പകർച്ചവ്വാധം
Afferent,അശ്രദ്ധ
Affinity chromatography,അഫിനിറ്റി ക്രോമാറ്റോഗ്രാഫി
Afflicted organ,പീഡിപ്പിച്ച അവയവം
Afforestation,വനനം
Agamospermy,അഗമോസ്പർമി
Agar,അഗറും
Agarose,അഗരോസ്
Agarose gel eletrophoresis,അഗരോസ് ജെൽ എലെട്രോഫോറെസിസ്
Agarose polymer gel,അഗരോസ് പോളിമർ ജെൽ
Agast,അഗാധമായ
Agave,കൂരക്കം
Age distribution,പ്രായ വിതരണം
Age pyramid,പ്രായ പിരമിഡ്
Agglutination,നിര്മ്മിപ്പ
Aggregate,ആകെത്തുകയായുള്ള
Aggregate of follicle,ഫോളിക്കിളിന്റെ ആകെത്തുക
Aggregate of follicle,ഫോളിക്കിളിന്റെ ആകെത്തുക
Aggregation,അഗ്രഗേഷൻ
Aggressiveness,ആക്രമശാസ്ത്രം
Agitator system,അജിറ്ററ്റർ സിസ്റ്റം
Agnatha,അഗ്നിനാഥ
Agouti,അഗൗട്ടി
Agranal chloroplast,അഗ്രഗൽ ക്ലോറോപ്ലാസ്റ്റ്
Agranular,അഗ്രനനുകാരി
Agranulocyte,അഗ്രമായനുലോസിടെ
Agriculture,കൃഷിപ്പണി
Agroforestry,അഗ്രോഫോറസ്ട്രി
Agrobacterium mediated,അഗ്രോബക്രിയം മധ്യസ്ഥത
Agrobacterium tumefaciens,അഗ്രോബക്രിയം ടുബ്ഫാസിയൻസ്
Agrochemical,കാർഷിക
Agrochemical,കാർഷിക
Agroclimatic zone,അഗ്രോക്ലിമീയ മേഖല
Agronomic trait,അഗ്രോണമിക് സ്വഭാവം
Agronomy,അഗ്രോണമി
AIDS,എയ്ഡ്സ്
Air bladder,എയർ ബ്ളാഡര്
Air conditioner,എയർകണ്ടീഷണർ
Air passage,എയർ പാസേജ്
Air pollution,വായു മലിനീകരണം
Air sac,വ്ലാക്
Air vacuole,വായു ശൂന്യത
Air-breathing,എയർ ശ്വസനം
Alain,അനെയ്ൻ
Alary muscle,അലറി പേശി
Alaskan brown bear,അലാസ്കൻ ബ്ര rown ൺ ബിയർ
Albino,ആൽബിനോ
Albugo,ആൽബൂഗോ
Albumin,ആൽബമിൻ
Albuminous seed,ആൽബ്യൂമിനസ് വിത്ത്
Albuminuria,അൽബുമിനൂറിയ
Alburnum,ആൽബനം
Alcedae,അൽകെഡെ
Aldehyede,Aldeheeede
Aldosterone system,ആൽഡോസ്റ്റെറോൺ സിസ്റ്റം
Aldosterone,ആൽഡോസ്റ്റെറോൺ
Aleurone layer,അലോറോൺ ലെയർ
Aleuroplast,അലൂറോപ്ലാസ്റ്റ്
Alfalfa,പയറുവർഗ്ഗങ്ങൾ
Algal bloom,ആൽഗൽ പൂവ്
Algin,അൾഗിൻ
Alien DNA,അന്യഗ്രഹ ഡിഎൻഎ
Alien species,അന്യഗ്രഹ ജീവികൾ
Alignment,വിന്യാപകമായ
Alignment,വിന്യാപകമായ
Alimentary canal,അലിമെന്ററി കനാൽ
Alimentary system,അലിമെന്ററി സിസ്റ്റം
Alismaceace,അലിയാസം
Alkaloid,ആൽക്കലോയിഡ്
Alkaline,ആൽക്കലൈൻ
Alkaptonuria,ആൽക്കപ്റ്റോറിയ
Allantois,Allantois
Allele frequency,അല്ലെൽ ഫ്രീക്വൻസി
Allele,അല്ലലേ
Allelomorphic pair,അല്ലോമോർഫിക് ജോഡി
Allergen,അലർജി
Alligator,ചീങ്കണ്ണി
Allium cepa,അല്ലിയം സിപ
Allogamy,അലോഗാമി
Allograft,അല്ലുഫ്രാഫ്റ്റ്
Allopatric speciation,അലോപ്പേട്രിക് സ്പെസിഫിക്കേഷൻ
Allopolyploid,Allopolyplogid
Allosteric effect,എല്ലാസ്റ്റീസ്റ്റ് ഇഫക്റ്റ്
Allosteric enzyme,Allonteric enzyme
Allosteric inhibitor,ഓസ്റ്റോസ്റ്റർ ഇൻഹിബിറ്റർ
Allosteric modulation,എല്ലാസ്റ്റീസ്റ്റ് മോഡുലേഷൻ
Allosteric site,ഓസ്റ്റോസ്റ്റർ സൈറ്റ്
Allosteric inhibition,ആസ്റ്റോസ്റ്റ് ഗർബിംഗ്
Allotetraploid,അലോട്ട്ട്രലോയിഡ്
Alnus,അൽനസ്
Aloe,കറ്റാർ
Along the axon,ആക്സോണിനൊപ്പം
Alpha-antitrypsin,ആൽഫ-ആന്റിട്രിറ്റിപ്സ്
Alpha-lactalbumin,ആൽഫ-ലാക്റ്റൽബുമിൻ
Alpine climate condition,ആൽപൈൻ കാലാവസ്ഥാ അവസ്ഥ
Alpine meadow,ആൽപൈൻ മെഡോ
Alpine zone,ആൽപൈൻ സോൺ
Alstonia,ആൽസ്റ്റോണിയ
Alternaria,ആദരജോ
Alternate,ഏകാന്തരക്രമത്തിൽ
Alternation of generation,തലമുറയുടെ മാറിമാറ്റം
Altitude sickness,ഉറ്റമകരമായ രോഗം
Altitude,ഉയരം
Alveolar duct,അൽവിയോളാർ നാളം
Alytes,അലിറ്റ്സ്
Alzheimer's disease,അല്ഷിമേഴ്സ് രോഗം
Amacrine cell,അമാക്രീൻ സെൽ
Amaranthaceae,അമറാന്തം
Amaranthus,അമരന്തസ്
Ambient osmotic concentration,ആംബിയന്റ് ഓസ്മോട്ടിക് സാന്ദ്രത
Ambystoma,ആംബിസ്റ്റോമ
Amide,അറുമണ്ടിന്
Amino acid,അമിനോ അമ്ലം
Amino acid acceptor,അമിനോ ആസിഡ് സ്വീകാര്യത
Aminoacyl t RNA synthetase,അമിനോസിഎൽ ടി ആർഎ സിന്തസെസ്
Aminoacylation,അമിപോസിലേഷൻ
Amitosis,അമിറ്റോസിസ്
Ammonia,ക്ഷാരവായു
Ammonification,അമ്മോണിഫിക്കേഷൻ
Ammonotelism,അമോമോട്ടലിസം
Amniocentesis,അമ്നിയോസെന്റസിസ്
Amniocentesis technique,Amniocentess സാങ്കേതികത
Amniocyte,Amniocyte
Amnion,Amnion
Amniotic fluid,അമ്നിയോട്ടിക് ദ്രാവകം
Amniotic membrane,അമ്നിയോട്ടിക് മെംബ്രൺ
Amniotic sac,അമ്നിയോട്ടിക് സഞ്ചി
Amoeba,അമീബ
Amoebocyte,Amoebocyte
Amoeboid,Amoeboid
Amoeboid lymphocyte,Amoeboid lymphocyte
Amoeboid movement,അമോബോഡ് ചലനം
Amorphous,അക്കോറോഫസ്
Amount,സംഖ
Amphetamine,ആംഫെറ്റാമൈൻ
Amphibia,ആംഫിബിയ
Amphibian,ആംഫിബിയൻ
Amphibian,ആംഫിബിയൻ
Amphioxus,Amphioxus
Amphioxus lanceolatus,ആംഫിയോക്സസ് ലാൻനോലാറ്റസ്
Amphipathic,ഉംഫിപതിക്
Amphipathic lipid,ആംഫിപതിക് ലിപിഡ്
Amphisarca,ആംഫിസാർക്ക
Ampicillin,ആമ്പസില്ലിൻ
Ampulla,അമ്പള്ളു
Ampullary gland,മുള്ളറി ഗ്രന്ഥി
Amygdal,ആമിഗ്ഡാൽ
Amygdale,ആമിഗ്ഡേൽ
Amygdalin,ആമിഗ്ഡാലിൻ
Amylase,അമിലേസ്
Amyloplast,അമിലോപ്ലാസ്റ്റ്
Anabaena,അനാബെന
Anabas,അനബാസ്
Anabolic pathways,അനാബോളിക് പാത
Anabolism,അനാബോളിസം
Anacardiaceae,അനകാർഡിയേസി
Anaemia,വിളമിയ
Anaerobe,അയ്റോബ്
Anaerobic fuel,അനാറോബിക് ഇന്ധനം
Anaerobic respiration,അനാറോബിക് ശ്വസനം
Anaerobic sludge digester,അനാറോബിക് സ്ലഡ്ജ് ഡൈജസ്റ്റർ
Anaerobic,Anaerobic
Anaima,അനൈമ
Anal,മലദ്വാരം
Anal,മലദ്വാരം
Anal aperture,മലദ്വാരം
Anal cerci,അനൽ സെറി
Anal loop,അനൽ ലൂപ്പ്
Anal style,അനൽ ശൈലി
Analogous,അനസ്)
Analogous,അനസ്)
Analogy,അനലോഗി
Analogy,അനലോഗി
Analysis,വിശകലനം
Anaphase,അനാഫേസ്
Anatomic barrier,Anatomic തടസ്സം
Anatomical aspect,ശരീരഘടന
Anatomist,അനാട്ടമിസ്റ്റ്
Anatomy,ശരീരശാസ്തം
Ancestor descendant sequence,പൂർവ്വികൻ പിൻഗാമിയായ ശ്രേണി
Ancestral lineage,പൂർവ്വിക വംശജർ
Ancestral sequence,പൂർവ്വാവസ്ഥ
Ancylostoma,ആൻസിലോസ്റ്റമ
Androecium,ആൻഡ്രോസിയം
Androgen,ആൻഡ്രോജൻ
Anemia,വിളമിയ
Anemone,അനെമോൺ
Aneuploid,Aneuplogode
Aneuploidy,അനിയുപ്ലോയിഡി
Angina,ആഞ്ചിന
Angiogram,ആൻജിയോഗ്രാം
Angiograph,ആഗിരിഗ്രാഫ്
Angiography,ആജീദർ
Angioplasty,ആൻജിയോപ്ലാസ്റ്റി
Angiosperm,അൻജിയോസ്പെർം
Angiotensin,ആൻജിയോടെൻസിൻ
Angiotensinogen,ആൻജിയോടെൻസിനോജെൻ
Angler fish,ആംഗ്ലർ മത്സ്യം
Anguina,മുതൽക്കുള
Anguis,ഉള്ക്കൊണ്ടിൻ
Animal,ജന്തു
Animal,ജന്തു
Animal dung,മൃഗം ചാണകം
Animal husbandry,മൃഗസംരക്ഷണം
Animal karyotyping,അനിമൽ കരിയട്ടിപ്പിംഗ്
Animal kingdom,ജന്തു ലോകം
Animal tissue,മൃഗങ്ങളുടെ ടിഷ്യു
Animalia,അദ്ധ്യാപകൻ
Anion,അനിയോൺ
Anisotropic band,അനിസോട്രോപിക് ബാൻഡ്
Annealing,അനെലിലിംഗ്
Annelid,Anenelid
Annelida,അന്നലിഡ
Annual ring,വാർഷിക മോതിരം
Annulated,റദ്ദാക്കിയത്
Annule,ചെറുമാനം
Anomalous type,അപാകത തരം
Anopheles,അനോഫെൽസ്
Ant eater,ഉറുമ്പുതീനി
Antagonistic,വിരുദ്ധ
Antarctic,അന്റാർട്ടിക്ക്
Antenna,ഏരിയെല്
Antenna complex,ആന്റിന കോംപ്ലക്സ്
Antennal gland,ആന്റിനൽ ഗ്രന്ഥി
Anterior (ventral) gray horn,ആന്റീരിയർ (വെൻട്രൽ) ഗ്രേ ഹോൺ
Anterior hypophysis,ആന്റീരി ഹൈപ്പോഫിസിസ്
Anterior interventricular sulcus,മുൻകാല ഇടവേള സൾക്കസ്
Anther,അഥേർ
Anther culture,ആന്തർ സംസ്കാരം
Antheridium,അങ്കാദിയം
Antherozoid,Antresood
Anthoceros,ആന്തസംഘങ്ങൾ
Anthocerotopsida,ആന്തസൂറോടോപ്സിഡ
Anthrax,ആന്ത്രാക്സ്
Anthropogenic extinction,ആന്ത്രോപെനിക് വംശനാശം
Anthropology,നരവംശശാസ്ത്രം
Antibacterial,ആൻറി ബാക്ടീരിയൽ
Antibiotic penicillin,ആൻറിബയോട്ടിക് പെനിസിലിൻ
Antibiotic resistant,ആൻറിബയോട്ടിക് പ്രതിരോധം
Antibiotic(s),ആൻറിബയോട്ടിക് (കൾ)
Antibody,ആന്റിബോഡി
Antibody couple,ആന്റിബോഡി ദമ്പതികൾ
Antibody mediated immunity,ആന്റിബോഡി മെറ്റലേറ്റഡ് പ്രതിരോധശേഷി
Anticoagulant,Anicoagululant
Anticodon loop,ആന്റികോഡൻ ലൂപ്പ്
Antidepressant,ആന്റീഡിപ്രസന്റ്
Antidiuretic hormone (ADH),ആന്റിഡിയുററ്റിക് ഹോർമോൺ (ADH)
Antigen gene,ആന്റിജൻ ജീൻ
Antigen-antibody complex,ആന്റിജൻ-ആന്റിബോഡി കോംപ്ലക്സ്
Antigenic determinant,ആന്റിഗനിക് ഡിറ്റർമിനന്റ്
Antinutritional factor,ആന്റിനൈറ്റിഷണൽ ഫാക്ടർ
Antioxidant,ആന്റിഓക്സിഡന്റ്
Antipodal nucleus,ആന്റിപോഡൽ ന്യൂക്ലിയസ്
Anti-sense RNA,ആന്റി സെൻസ് ആർഎൻഎ
Antiviral protein,ആൻറിവിറൽ പ്രോട്ടീൻ
Antrum,ആധാട്
Anucleate,Anuclate
Anus,ഗുദം
Anxiety disorder,ഉത്കണ്ഠ രോഗം
Aortic arch,അയോർട്ടിക് കമാനം
Aortic ganglion,അയോർട്ടിക് ഗാംഗ്ലിയൻ
Aortic semilunar valve,അയോർട്ടിക് സെമിലുനാർ വാൽവ്
Aortic valve,അയോർട്ടിക് വാൽവ്
APC (anaphase promoting complex),APC (Anaphas പ്രോത്സാഹിപ്പിക്കുന്നത്)
Apelike ancestor,അപ്പോയിലൈക്ക് പൂർവ്വം
Aphid,ആഫിഡ്
Aphrodite,അഫ്രോഡൈറ്റ്
Apical dominance,അഗ്ര ആധിപത്യം
Apical pad,അപ്ലിക്കേഷൻ പാഡ്
Apiculture,അവലി
Apis indica,Apis ഇൻഡിക്ക
Aplanospore,എപ്ലാനോസ്പോര്
Aplysia,അപ്ളീസിയ
Apocarpae,അപ്പോക്കാർപേ
Apocarpous,അപ്പോക്കറസ്
Apocarpous ovary,അപ്പോക്കർബസ് അണ്ഡാശയം
Apocrine gland,അപ്പോക്രൈൻ ഗ്രന്ഥി
Apoenzyme,അപെൻസൈം
Apomict,ശാന്തമായ
Apomixis,അപ്പോമിക്സിസ്
Apoplasm,UpoPlasm
Apoplastic pathway,Apopleastic വഴി
Apoptosis,അപ്പോപ്ടോസിസ്
Apparatus,ഉപകരണങ്ങള്
Appendicular skeleton,കൂട്ടിച്ചേർത്ത അസ്ഥികൂടം
Appendix of the caecum,കീകത്തിന്റെ അനുബന്ധം
Apple snail,ആപ്പിൾ ഒച്ചുകൾ
Aquaculture,അക്വാകൾച്ചർ
Aquaporin,അക്വാപ്പീര
Aquatic amphibian,ജലവിഷയക്കാരൻ
Aquatic form,ജലരീതി
Aquatic habitat,ജല ആവാസവ്യവസ്ഥ
Aquatic organism,ജലജീവിങ്ങള്
Aquatic plant,ജലസ്വചന്തി
Aquatic respiration,ജലവിശ്വാസം
Aqueous fluid,ജല ദ്രാവകം
Aqueous humur,ജലീയ ഉന്മൂലനം
Aqueous intra-cellular fluid,ജലീയ ഇൻട്രാ സെല്ലുലാർ ദ്രാവകം
Aqueous sample,ജലീയ സാമ്പിള്
Aqueous solution,ജലീയ പരിഹാരം
Aquila,അക്വില
Arabidopsis,അറബിഡോപ്സിസ്
Arachnida,അരാക്നിഡ
Arachnoid,അരാക്നോയിഡ്
Araneus,അരാനിയസ്
Arborescent,അർബസവാളികമായ
Arborescent lycopod,അർബറോസന്റ് ലൈക്കോപോഡ്
Archaebacteria,ആർക്കീഫായ
Archegonium,ആൾജിഗോണിയം
Archipelago,ദീപസമൂഹം
Arctic,ആർട്ടിക്
Arctic tern,ആർട്ടിക് ടെർൺ
Arctic tundra,ആർട്ടിക് തുണ്ട്ര
Ardea,Ardea
Areolar tissue,ഇറോളാർ ടിഷ്യു
Argemone (prickly poppy),ആർഗ്മോൺ (പ്രിക്ലി പോപ്പി)
Argemone mexicana,ആർഗ്മോൺ മെക്സിക്കന
Arginine,അർജിനൈൻ
Arid region,വരണ്ട പ്രദേശം
Aristolochiaceae,അരിസ്റ്റോളോസിയേസി
Arm feeding,ആയുധ ഭക്ഷണം
Armyworm,സൈനികമുറി
Aroid,യുരോഗി
Aroma,സൗരഭം
Arrester,അറസ്റ്റർ
Artemisia,ആർടെമിസിയ
Arterial systolic,ധമനികന്ത്രി
Arteriosclerotic,ആർട്ടീസിറോട്ടിക്
Arthropod,ആർത്രോപോഡ്
Arthritis,സന്ധിവാതം
Arthropoda,ആരോപോഡ
Articular cartilage,ആർട്ടിക്കിൾ തരുണാസ്ഥി
Articulate,കൂട്ടിച്ചേര്ക്കുക
Articulated,ആവിഷ്കരിച്ചു
Artificial pacemaker,കൃത്രിമ പേസ്മേക്കർ
Artificial selection,കൃത്രിമ തിരഞ്ഞെടുപ്പ്
Artocarpus heterophyllus,ആർട്ടോകാർപസ് ഹെട്രോഫില്ലസ്
Asbestos fibre,ആസ്ബറ്റോസ് ഫൈബർ
Asbestosis,ആസ്ബ്ടോസിസ്
Ascaris,അസ്കാറിസ്
Ascending chromatography,ആരോഹണ ക്രോമാറ്റോഗ്രഫി
Ascidia,അസ്സിഡിയ
Ascidian,അസ്സിഡിയൻ
Ascocarp,അസ്കോർപ്പ്
Ascomycetes,അസ്കോംസൈക്കേറ്റുകൾ
Ascorbic acid,അസ്കോർബിക് ആസിഡ്
Ascospore,അസ്കോസ്പോർ
Ascus,അസ്കസ്
Aseptate,സൗപ്രചകമായ
Asexual reproduction,അസംസ്കൃത പുനരുൽപാദനം
Asexual spore,അസുഖമായ തടസ്സം
Asparagine synthetase,ശതാവരി സിന്തലേസ്
Asparagus,ശതാവരിച്ചെടി
Aspartic acid,അസ്പാർട്ടിക് ആസിഡ്
Aspergillus niger,അസ്പെർജില്ലസ് നൈഗർ
Aspergillus,ആസ്പർജില്ലസ്
Asphodelus tenuifolius,അസ്കോടെലസ് ടെനോയിഫോളിയസ്
Aspirin,ആസ്പിരിൻ
Assay,അസേ
Assemblage,ഒത്തുചേരൽ
Assimilation efficiency,അനുമാനിക്കൽ കാര്യക്ഷമത
Assimilatory root,ഉപദ്രവകരമായ റൂട്ട്
Assisted reproductive technique,സഹായ പ്രത്യുത്പാദന സാങ്കേതികത
Association area,അസോസിയേഷൻ ഏരിയ
Associative symbiosis,അസോസിയേറ്റീവ് സിംബയോസിസ്
Assortment and recombination,ശേഖരവും വീണ്ടും സംയോജനവും
Assortment of factor,ഫാക്ടറിന്റെ ശേഖരം
Astacus,Astacus
Asteraceae,ആദർശകം
Asterales,ആസ്റ്ററൽസ്
Asteroid,ഛിന്നഗ്രഹം
Asthma,ആത്സ്മ
Astragalus gummifer,എന്റർഗലസ് ഗംമിഫർ
Astral spindle pole,ജ്യോതിരൽ സ്പിൻഡിൽ പോൾ
Astronomer,ജ്യോതിശാസ്ത്രക്കാരൻ
Asymmetric karyotype,അസമമായ കാരിയോടൈപ്പ്
Asymmetrical,അസമമായ
Atheromatous,ഒരു ഹതുതയസ്
Atherosclerosis,രക്തപ്രവാഹത്തിന്
Atherosclerotic plaque,പീരസ്കിറ്റിക് പ്ലക്
Atlas,ഭൂപടപുസ്കം
Atlas vertebra,അറ്റ്ലസ് കശേരു
Atmosphere,അന്തരീക്ഷം
Atmospheric,അന്തരീക്ഷ
Atmospheric inputs,അന്തരീക്ഷ ഇൻപുട്ടുകൾ
Atomic force microscope,ആറ്റോമിക് ഫോഴ്സ് മൈക്രോസ്കോപ്പ്
Atom,പരമാണു
ATP ase,Atp ase
Atrial contraction,Atrial സങ്കോചം
Atrial fibrillation,ആട്രിയൽ ഫൈബ്രിലേഷൻ
Atrial natriuretic factor (ANF),ആട്രിയൽ നറ്റിയുററ്റിക് ഘടകം (ANF)
Atrial node,ആട്രിയൽ നോഡ്
Atrial systole,ആട്രാലയം സിസ്റ്റോൾ
Atrioventricular node,ആട്രിയോവെൻട്രിക്കുലാർ നോഡ്
Atrioventricular valve,ആട്രിയോവെൻട്രിക്കുലാർ വാൽവ്
Atrium (peatria),ആട്രിയം (പവേള)
Atrium (peatria),ആട്രിയം (പവേള)
Atropa belladonna,അട്രോപ ബെല്ലഡോണ
Atrophy,അട്രോഫി
Atropine alkaloid,ആട്രോപിൻ ആൽക്കലോയിഡ്
Attachment plate,അറ്റാച്ചുമെന്റ് പ്ലേറ്റ്
Auditory cortex,ഓഡിറ്ററി കോർട്ടെക്സ്
Aulosira,ഓലോസിറ
Auricle (auricula),റൂറിക്കിൾ (അണ്സിക്ല)
Auricle (auricula),റൂറിക്കിൾ (അണ്സിക്ല)
Auricle (auricula),റൂറിക്കിൾ (അണ്സിക്ല)
Auricle (auricula),റൂറിക്കിൾ (അണ്സിക്ല)
Australopithecines,ഓസ്ട്രേലിയനിവൈനുകൾ
Autecology,അംഗരക്ഷക
Automated DNA sequencer,യാന്ത്രിക ഡിഎൻഎ സീക്വൻസർ
Autopolyploid,ഓട്ടോപോളിപ്ലോയിഡ്
Autoanalyser,ഓട്ടോനാലിസർ
Autogamy,ഓട്ടോഗാമി
Autogamy,ഓട്ടോഗാമി
Autograft,ഓട്ടോഗ്രാഫ്റ്റ്
Autoimmune disease,സ്വയം രോഗപ്രതിരോധ രോഗം
Automobile exhaust,ഓട്ടോമൊബൈൽ എക്സ്ഹോസ്റ്റ്
Autonomic (involuntary) nervous system,ഓട്ടോണമിക് (അനിയന്ത്രിതമായ) നാഡീവ്യൂഹം
Autophagic lysosome,ഓട്ടോഫാഗിക് ലിസോസോം
Autoploid,ഓട്ടോപ്ലോയിഡ്
Autopodium,ഓട്ടോപോഡിയം
Autopolyploid,ഓട്ടോപോളിപ്ലോയിഡ്
Autosomal chromorome,ഓട്ടോസോമൽ ക്രോമറോം
Autosomal gene,ഓട്ടോസോമൽ ജീൻ
Autosome,ഓട്ടോസോം
Autotetraploid,ഓട്ടോടെട്രലോയിഡ്
Autotomy,ഓട്ടോടോമി
Autotriploid variety,സ്വയമേവയുള്ള ഇനം
Autotroph,ഓട്ടോട്രോഫ്
Autumn wood,ശരത്കാല മരം
Auxanograph,ഓഗാനോഗ്രാഫ്
Auxanometer,ആസൂത്
