Malayalam,Gujarati
പ്രവർത്തന സാധ്യത,કાર્ય માટેની ક્ષમતા
സജീവമാക്കിയ സ്ലഡ്ജ്,સક્રિય કાદવ
സജീവമാക്കിയ സ്ലഡ്ജ് ഫ്ലോക്ക്,સક્રિય કાદવ ફ્લોક
സജീവമാക്കൽ .ർജ്ജം,સક્રિય energyર્જા
സജീവമായ ആഗിരണം,સક્રિય શોષણ
സജീവ പ്രതിരോധശേഷി,સક્રિય પ્રતિરક્ષા
സജീവ വികിരണം,સક્રિય કિરણોત્સર્ગ
സജീവ സൈറ്റ്,સક્રિય સ્થળ
ആധ്രിക്കുക,સક્રિય
അക്യുമിനേറ്റ്,અણીદાર
ആദാംസിയ,એડ્મસિયા
പൊരുത്തപ്പെടലി,અનુકૂલનક્ષમતા
പൊരുത്തപ്പെടുത്തൽ,અનુકૂલન
ലൈറ്റ് ഭരണകൂടത്തിന് അനുയോജ്യമായ പൊരുത്തപ്പെടുത്തൽ,પ્રકાશ શાસન માટે અનુકૂલન
ജല ദഹനത്തോടുള്ള പൊരുത്തപ്പെടുത്തൽ,પાણીની અછતને અનુકૂલન
അഡാപ്റ്റീവ് സവിശേഷതകൾ,અનુકૂલનશીલ લાક્ષણિકતાઓ
അഡാപ്റ്റീവ് പ്രതിരോധശേഷി,અનુકૂલનશીલ પ્રતિરક્ષા
അഡാപ്റ്റീവ് വികിരണം,અનુકૂલનશીલ કિરણોત્સર્ગ
അഡാപ്റ്റീവ് സ്വഭാവം,અનુકૂલન લક્ષણ
അഡാക്സിയൽ ഉപരിതലം,ઉપદેશક
ആസക്തി നിഴൽ,વ્યસનકારક વિકાર
ആദൈൈൻ,એક જાતની adાળ
Adenocortiopin,એડોનોકોર્ટિકોટ્રોપિન
ആദിനോഹൈപഫിസിസ്,એનોહિપોફિસીસ
Adenosin diphosphate,એડેનોસિન ડિફોસ્ફેટ
Adenosine deaminase,એમેનોસિન
അഡെനോസിൻ മോണോഫോസ്ഫേറ്റ്,એનોસિન મોનોફોસ્ફેટ
അഡെനോസിൻ ട്രിപ്പ്ഫോസ്ഫേറ്റ് (എടിപി),એડેનોસિન ટ્રાઇફોસ્ફેટ (એટીપી)
Adenileat സൈക്ലെസ്,સાયક્લેઝ
പശ ശക്തി,ચપળ બળ
മുദവയ്ക്കുക,શણગારવું
Adipocyte (FALE സെൽ),એડિપોસાઇટ (ચરબી કોષ)
അഡിപോസ് ടിഷ്യു,ચરબી પેશી
ആരാധന,Nતરતું
സമീപ കമ്മ്യൂണിറ്റി,સંલગ્ન સમુદાય
അഡ്രീനല്,વ્યવહાસી
അഡ്രീനൽ ഗ്രന്ഥി,એડ્રીનલ ગ્રંથિ
അഡ്രിനെകോളിക്കോട്രോപിക് ഹോർമോൺ (acth),એડ્રેનોકોર્ટિકોટ્રોપિક હોર્મોન (એસીટીએચ)
അഡ്രിനെകോളിക്കോട്രോപിക് ഹോർമോൺ റിലീസ് ചെയ്യുന്നു (acth),એડ્રેનોકોર્ટિકોટ્રોપિક રિલીઝિંગ હોર્મોન (એસીટીઆરએચ)
ദുര്ധി പകര്,શોષક
ദുര്ഗയോധം,શોષક
വിപുലമായ കീടങ്ങൾ,અદ્યતન તાર
പ്രയോജനകരമായ മ്യൂട്ടേഷൻ,ફાયદાકારક પરિવર્તન
സാഹസികമായ,સાહસિક
സാഹസിക റൂട്ട്,અગમ્ય મૂળ
പ്രതികൂല ഫലം,પ્રતિકૂળ અસર
Aedes,એડીસ
സംസ്കാരത്തിന്റെ വായുസഞ്ചാരം,સંસ્કૃતિનો વાયુ
അരേഞ്ചമ,વિમાન
ഏരിയൽ,હવાઈ
Aierial റൂട്ട്,હવાઈ ​​મૂળ
ഏരിയൽ ഷൂട്ട്,હવાઈ ​​ગોળી
എയ്റോബിക് ശ്വസനം,વાયુગામી શ્વસન
എയ്റോബിക് ശ്വസനം,વાયુગામી શ્વસન
സൗന്ദര്യശാസ്ത്രം,સૌંદર્ય શાસ્ત્ર
പകർച്ചവ്വാധം,નિલાસ્ય
പകർച്ചവ്വാധം,નિલાસ્ય
അശ്രദ്ധ,સંલગ્ન
അഫിനിറ്റി ക്രോമാറ്റോഗ്രാഫി,લગાવ રંગ
പീഡിപ്പിച്ച അവയവം,પીડિત અંગ
വനനം,વનીકરણ
അഗമോസ്പർമി,અકસ્માત
അഗറും,પાટિયું
അഗരോസ്,અણીદાર
അഗരോസ് ജെൽ എലെട്രോഫോറെസിസ്,એલોઝ જેલ એલેટ્રોફોરેસિસ
അഗരോസ് പോളിമർ ജെൽ,પિલર જેલ
അഗാധമായ,અવસ્થામાં
കൂരക്കം,ખાડી
പ്രായ വിതരണം,વય વહેંચણી
പ്രായ പിരമിഡ്,વય પિરામિડ
നിര്മ്മിപ്പ,Agલટ
ആകെത്തുകയായുള്ള,સમૂહ
ഫോളിക്കിളിന്റെ ആകെത്തുക,એકંદર
ഫോളിക്കിളിന്റെ ആകെത്തുക,એકંદર
അഗ്രഗേഷൻ,એકંદર
ആക്രമശാസ്ത്രം,આક્રમકતા
അജിറ്ററ്റർ സിസ്റ്റം,આંદોલનકારી પદ્ધતિ
അഗ്നിനാഥ,એકરાગ
അഗൗട്ടി,અણી
അഗ്രഗൽ ക്ലോറോപ്ലാസ്റ്റ്,અગ્રાણ ક્લોરોપ્લાસ્ટ
അഗ്രനനുകാരി,એકરારવાળું
അഗ്രമായനുലോസിടെ,એગ્રાન્યુલોસાઇટ
കൃഷിപ്പണി,કૃષિ
അഗ്രോഫോറസ്ട്രി,કૃષિ -પ્રવેશ
അഗ്രോബക്രിയം മധ്യസ്ഥത,મધ્યસ્થી
അഗ്രോബക്രിയം ടുബ്ഫാസിയൻസ്,એગ્રોબેક્ટેરિયમ ટ્યુમેફેસિઅન્સ
കാർഷിക,કૃષિ -તકનીકી
കാർഷിക,કૃષિ -તકનીકી
അഗ്രോക്ലിമീയ മേഖല,કૃષિ -ક્ષેત્ર
അഗ്രോണമിക് സ്വഭാവം,કૃષિવિજ્ trાન
അഗ്രോണമി,કૃષિવિજ્yાન
എയ്ഡ്സ്,સહાય
എയർ ബ്ളാഡര്,હવાઈ ​​મૂત્રાશય
എയർകണ്ടീഷണർ,હવાઈ ​​કન્ડિશનર
എയർ പാസേജ്,હવાઈ ​​માર્ગ
വായു മലിനീകരണം,હવા પ્રદૂષણ
വ്ലാക്,હવાઈ ​​કોથળી
വായു ശൂന്യത,હવાઈપૂટી
എയർ ശ്വസനം,હવાઈ ​​શ્વાસ
അനെയ്ൻ,અણીદાર
അലറി പേശി,અણીદાર સ્નાયુ
അലാസ്കൻ ബ്ര rown ൺ ബിയർ,અલાસ્કા બ્રાઉન રીંછ
ആൽബിനോ,કોયડો
ആൽബൂഗോ,કાંચક
ആൽബമിൻ,આલ્બ્યુબિન
ആൽബ്യൂമിനസ് വിത്ത്,શામક બીજ
അൽബുമിനൂറിയ,આલ્બમિન્યુરિયા
ആൽബനം,આવરણ
അൽകെഡെ,અણી
Aldeheeede,શણગાર
ആൽഡോസ്റ്റെറോൺ സിസ്റ്റം,મિથોસ્ટેરોન
ആൽഡോസ്റ്റെറോൺ,અલડોસ્ટેરા
അലോറോൺ ലെയർ,Alલ્યુરોન સ્તર
അലൂറോപ്ലാസ്റ്റ്,એક જાતનો અવાજ
പയറുവർഗ്ഗങ്ങൾ,એક જાતની કળા
ആൽഗൽ പൂവ്,એલ્ગલ મોર
അൾഗിൻ,જાસૂસ
അന്യഗ്രഹ ഡിഎൻഎ,પરાયું ડીએનએ
അന്യഗ്രഹ ജീവികൾ,પરિયન જાતિઓ
വിന്യാപകമായ,ગોઠવણી
വിന്യാപകമായ,ગોઠવણી
അലിമെന്ററി കനാൽ,ઉદાર નહેર
അലിമെന്ററി സിസ്റ്റം,અંતરીલ પદ્ધતિ
അലിയാസം,અણી
ആൽക്കലോയിഡ്,ક્ષુદ્ર
ആൽക്കലൈൻ,ક્ષુદ્ર
ആൽക്കപ്റ്റോറിയ,આલ્કીપ્ટોન્યુરિયા
Allantois,અણી
അല്ലെൽ ഫ്രീക്വൻസി,એલીલ આવર્તન
അല്ലലേ,એલીલ
അല്ലോമോർഫിക് ജോഡി,એલેલોમોર્ફિક જોડી
അലർജി,એલર્જન
ചീങ്കണ്ണി,મગર
അല്ലിയം സിപ,એલીયમ સી.પી.ઇ.પી.એ.
അലോഗാമി,સહ -સંબંધ
അല്ലുഫ്രാഫ്റ്റ്,અલગ
അലോപ്പേട്രിക് സ്പെസിഫിക്കേഷൻ,એલોપેટ્રિક સ્પષ્ટીકરણ
Allopolyplogid,ફિલોપ્લોઇડ
എല്ലാസ്റ്റീസ്റ്റ് ഇഫക്റ്റ്,એલોસ્ટીક અસર
Allonteric enzyme,એલોસ્ટીક ઉત્સુક
ഓസ്റ്റോസ്റ്റർ ഇൻഹിബിറ്റർ,એલોસ્ટીક અવરોધક
എല്ലാസ്റ്റീസ്റ്റ് മോഡുലേഷൻ,ખેલ -મોડ્યુલેશન
ഓസ്റ്റോസ്റ്റർ സൈറ്റ്,એલોસ્ટીક સ્થળ
ആസ്റ്റോസ്റ്റ് ഗർബിംഗ്,એલોસ્ટીક અવરોધ
അലോട്ട്ട്രലോയിഡ്,એલોટેટ્રાપ્લોઇડ
അൽനസ്,કૃતિ
കറ്റാർ,કુંવાર
ആക്സോണിനൊപ്പം,ચેતાક્ષની સાથે
ആൽഫ-ആന്റിട്രിറ്റിപ്സ്,આલ્ફા-એન્ટાઇટ્રિપ્સિન
ആൽഫ-ലാക്റ്റൽബുമിൻ,અણી
ആൽപൈൻ കാലാവസ്ഥാ അവസ്ഥ,આધ્યાત્મિક આબોહવાની સ્થિતિ
ആൽപൈൻ മെഡോ,ઘાસચારો
ആൽപൈൻ സോൺ,આલ્પાઈન ઝોન
ആൽസ്റ്റോണിയ,અલ્ટોનીયા
ആദരജോ,અનાદર
ഏകാന്തരക്രമത്തിൽ,વૈભવી
തലമുറയുടെ മാറിമാറ്റം,એકાંત
ഉറ്റമകരമായ രോഗം,Altણ માંદગી
ഉയരം,Altંચાઈ
അൽവിയോളാർ നാളം,મૂર્ત નળી
അലിറ്റ്സ്,પહાડી
അല്ഷിമേഴ്സ് രോഗം,અલ્ઝાઇમર રોગ
അമാക്രീൻ സെൽ,આદિક કોષ
അമറാന്തം,અમરાન્થેસી
അമരന്തസ്,અમરાન્થસ
ആംബിയന്റ് ഓസ്മോട്ടിക് സാന്ദ്രത,આસપાસના ઓસ્મોટિક એકાગ્રતા
ആംബിസ്റ്റോമ,મંગળિયા
അറുമണ്ടിന്,કાર્યરત થવું
അമിനോ അമ്ലം,એમિનો એસિડ
അമിനോ ആസിഡ് സ്വീകാര്യത,એમિનો એસિડ સ્વીકારનાર
അമിനോസിഎൽ ടി ആർഎ സിന്തസെസ്,એમિનોસિલ ટી આર.એન.એ.
അമിപോസിലേഷൻ,જાદુગરી
അമിറ്റോസിസ്,ક્ષુત્વ
ക്ഷാരവായു,તરંગ
അമ്മോണിഫിക്കേഷൻ,ચંદ્ર
അമോമോട്ടലിസം,દ્વેષીકરણ
അമ്നിയോസെന്റസിസ്,મૈવસેન્ટિસીસ
Amniocentess സാങ്കേതികത,મણકાલોની તકનીક
Amniocyte,Amnoocyte
Amnion,મૈથુન
അമ്നിയോട്ടിക് ദ്രാവകം,મણિ -પ્રવાહી
അമ്നിയോട്ടിക് മെംബ്രൺ,મખરોધ
അമ്നിയോട്ടിക് സഞ്ചി,મખસુડ
അമീബ,અમીર
Amoebocyte,એમોએબોસાઇટ
Amoeboid,અમીર
Amoeboid lymphocyte,એમોએબોઇડ લિમ્ફોસાઇટ
അമോബോഡ് ചലനം,એમીબોઇડ આંદોલન
അക്കോറോഫസ്,આકારહીન
സംഖ,રકમ
ആംഫെറ്റാമൈൻ,મેફેટેમાઇન
ആംഫിബിയ,ઉન્માદ
ആംഫിബിയൻ,ઉન્માદ
ആംഫിബിയൻ,ઉન્માદ
Amphioxus,Amન
ആംഫിയോക്സസ് ലാൻനോലാറ്റസ്,Amણપત્ર
ഉംഫിപതിക്,ઉભય
ആംഫിപതിക് ലിപിഡ്,ઉભયપથિક લિપિડ
ആംഫിസാർക്ക,Amતરતી કળા
ആമ്പസില്ലിൻ,જાદુઈ
അമ്പള്ളു,Amાંકી
മുള്ളറി ഗ്രന്ഥി,Amકલી ગ્રંથિ
ആമിഗ്ഡാൽ,મસ્તક
ആമിഗ്ഡേൽ,એમીગડેલ
ആമിഗ്ഡാലിൻ,એમીગડાલિન
അമിലേസ്,સ્ફોટક
അമിലോപ്ലാസ്റ്റ്,મેલીલોપ્લાસ્ટ
അനാബെന,અનોડો
അനബാസ്,અનોડો
അനാബോളിക് പാത,એનાબોલિક માર્ગ
അനാബോളിസം,અનોખા
അനകാർഡിയേസി,અનોખા
വിളമിയ,રખડુ
അയ്റോബ്,એનોરોબ
അനാറോബിക് ഇന്ധനം,એંટરોબિક બળતણ
അനാറോബിക് ശ്വസനം,એંકોરોબિક શ્વસન
അനാറോബിക് സ്ലഡ്ജ് ഡൈജസ്റ്റർ,એનારોબિક કાદવ પાચક
Anaerobic,એંટરો
അനൈമ,અનોદ
മലദ്വാരം,ગુદા
മലദ്വാരം,ગુદા
മലദ്വാരം,ગુદા છિદ્ર
അനൽ സെറി,ગુદા સર્કી
അനൽ ലൂപ്പ്,ગુદા લૂપ
അനൽ ശൈലി,ગુદા શૈલી
അനസ്),સમાન
അനസ്),સમાન
അനലോഗി,સાદ્રશ્ય
അനലോഗി,સાદ્રશ્ય
വിശകലനം,વિશ્લેષણ
അനാഫേസ്,એફેઝ
Anatomic തടസ്സം,એનાટોમિક અવરોધ
ശരീരഘടന,શરીરરચનાવિષયક પાસા
അനാട്ടമിസ്റ്റ്,શરીરરચનાવિજ્istાની
ശരീരശാസ്തം,શરીરરચના
പൂർവ്വികൻ പിൻഗാമിയായ ശ്രേണി,પૂર્વજ વંશજ અનુક્રમ
പൂർവ്വിക വംശജർ,પૂર્વજોનો વંશ
പൂർവ്വാവസ്ഥ,પૂર્વજો
ആൻസിലോസ്റ്റമ,આદ
ആൻഡ്രോസിയം,જનનુભારી
ആൻഡ്രോജൻ,થાંભલા
വിളമിയ,રખડુ
അനെമോൺ,ક anંગું
Aneuplogode,Anડતું
അനിയുപ്ലോയിഡി,Anન
ആഞ്ചിന,કંઠમાળ
ആൻജിയോഗ്രാം,ઝેરગ્રામ
ആഗിരിഗ്രാഫ്,ઝ પણરો
ആജീദർ,ઝળહળાકાર
ആൻജിയോപ്ലാസ്റ്റി,રંગની કળા
അൻജിയോസ്പെർം,કણક
ആൻജിയോടെൻസിൻ,રંગગતિ
ആൻജിയോടെൻസിനോജെൻ,રંગગતિ
ആംഗ്ലർ മത്സ്യം,કોઠાર માછલી
മുതൽക്കുള,ઓગળવી
ഉള്ക്കൊണ്ടിൻ,અંગૂઠા
ജന്തു,પશુ
ജന്തു,પશુ
മൃഗം ചാണകം,પ્રાણીનું છાણ
മൃഗസംരക്ഷണം,પશુપાલન
അനിമൽ കരിയട്ടിപ്പിംഗ്,પશુ કેરીયોટાઇપિંગ
ജന്തു ലോകം,પ્રાણીસૃષ્ટિ
മൃഗങ്ങളുടെ ടിഷ്യു,પશુ પેશી
അദ്ധ്യാപകൻ,પોલાણ
അനിയോൺ,ઠગ
അനിസോട്രോപിക് ബാൻഡ്,એશિશ
അനെലിലിംഗ്,Ingંચે ચપટી
Anenelid,નેલિડ
അന്നലിഡ,Annણપુટી
വാർഷിക മോതിരം,વાર્ષિક
റദ്ദാക്കിയത്,ઉશ્કેરાયેલું
ചെറുമാനം,વાંકું
അപാകത തരം,વિસંગત પ્રકાર
അനോഫെൽസ്,પર્વતમાળા
ഉറുമ്പുതീനി,કીડી
വിരുദ്ധ,વિરોધી
അന്റാർട്ടിക്ക്,એન્ટાર્કટિક
ഏരിയെല്,એન્ટેના
ആന്റിന കോംപ്ലക്സ്,એન્ટેના સંકુલ
ആന്റിനൽ ഗ്രന്ഥി,દ્વેષી ગ્રંથિ
ആന്റീരിയർ (വെൻട്രൽ) ഗ്രേ ഹോൺ,અગ્રવર્તી (વેન્ટ્રલ) ગ્રે હોર્ન
ആന്റീരി ഹൈപ്പോഫിസിസ്,અગ્રવર્તી હાયપોફિસીસ
മുൻകാല ഇടവേള സൾക്കസ്,અગ્રવર્તી ઇન્ટરન્ટિક્યુલર સલ્કસ
അഥേർ,ગૂંથ મારવો
ആന്തർ സംസ്കാരം,એન્થર સંસ્કૃતિ
അങ്കാദിയം,માદક દ્રવ્યો
Antresood,એન્થેરોઝોઇડ
ആന്തസംഘങ്ങൾ,એન્થોસેરોસ
ആന്തസൂറോടോപ്സിഡ,એન્થોસેરોટોપ્સિડા
ആന്ത്രാക്സ്,એક જાતની નશરીય
ആന്ത്രോപെനിക് വംശനാശം,માનવશાસ્ત્ર
നരവംശശാസ്ത്രം,માનવશાસ્ત્ર
ആൻറി ബാക്ടീരിയൽ,એન્ટિબેક્ટેરનું
ആൻറിബയോട്ടിക് പെനിസിലിൻ,એન્ટિબાયોટિક પેનિસિલિન
ആൻറിബയോട്ടിക് പ്രതിരോധം,એન્ટિબાયોટિક પ્રતિરોધક
ആൻറിബയോട്ടിക് (കൾ),એન્ટિબાયોટિક (ઓ)
ആന്റിബോഡി,એન્ટિબોડી
ആന്റിബോഡി ദമ്പതികൾ,એન્ટિબોડી દંપતી
ആന്റിബോഡി മെറ്റലേറ്റഡ് പ്രതിരോധശേഷി,એન્ટિબોડી મધ્યસ્થી
Anicoagululant,એન્ટીકોએગ્યુલેંટ
ആന്റികോഡൻ ലൂപ്പ്,એન્ટિકોડન લૂપ
ആന്റീഡിപ്രസന്റ്,એન્ટીડિપ્રેસ
ആന്റിഡിയുററ്റിക് ഹോർമോൺ (ADH),એન્ટિડ્યુરેટિક હોર્મોન (એડીએચ)
ആന്റിജൻ ജീൻ,જનીન
ആന്റിജൻ-ആന്റിബോഡി കോംപ്ലക്സ്,એન્ટિજેન-એન્ટિબોડી સંકુલ
ആന്റിഗനിക് ഡിറ്റർമിനന്റ്,એન્ટિજેનિક નિર્ધારક
ആന്റിനൈറ്റിഷണൽ ഫാക്ടർ,અસાધારણ પરિબળ
ആന്റിഓക്സിഡന്റ്,વિરોધી
ആന്റിപോഡൽ ന്യൂക്ലിയസ്,એન્ટિપોડલ ન્યુક્લિયસ
ആന്റി സെൻസ് ആർഎൻഎ,સમૃદ્ધ આર.એન.એ.
ആൻറിവിറൽ പ്രോട്ടീൻ,એન્ટિવાયરલ પ્રોટીન
ആധാട്,એન્ટ્રમ
Anuclate,સસલું
ഗുദം,ગુદા
ഉത്കണ്ഠ രോഗം,અસ્વસ્થતા
അയോർട്ടിക് കമാനം,એરોર્ટિક કમાન
അയോർട്ടിക് ഗാംഗ്ലിയൻ,એરોર્ટિક ગેંગલીયન
അയോർട്ടിക് സെമിലുനാർ വാൽവ്,એરોર્ટિક સેમિલ્યુનર વાલ્વ
അയോർട്ടിക് വാൽവ്,એરોર્ટિક વાલ્વ
APC (Anaphas പ്രോത്സാഹിപ്പിക്കുന്നത്),એપીસી (સંકુલને પ્રોત્સાહન આપતા એનાફેસ)
അപ്പോയിലൈക്ക് പൂർവ്വം,પૂર્વજ
ആഫിഡ്,Apષધ
അഫ്രോഡൈറ്റ്,ફેળખી
അഗ്ര ആധിപത്യം,મડાગાંઠ
അപ്ലിക്കേഷൻ പാഡ്,સical
അവലി,મધમાખી
Apis ഇൻഡിക്ക,સધ્ધર
എപ്ലാനോസ്പോര്,પ્રપંચી
അപ്ളീസിയ,Lyંચે જનનુસાર
അപ്പോക്കാർപേ,શોક
അപ്പോക്കറസ്,જનનુભુના
അപ്പോക്കർബസ് അണ്ഡാശയം,નમ્ર અંડાકાર
അപ്പോക്രൈൻ ഗ്രന്ഥി,શરદી
അപെൻസൈം,ઉપલોક
ശാന്തമായ,કોશિશ
അപ്പോമിക്സിസ്,અનુવાદ
UpoPlasm,Apળપડી
Apopleastic വഴി,Apપચારિક માર્ગ
അപ്പോപ്ടോസിസ്,એપોપ્ટોસિસ
ഉപകരണങ്ങള്,ઉપકરણ
കൂട്ടിച്ചേർത്ത അസ്ഥികൂടം,પરિપ્રેક્ષ્ય
കീകത്തിന്റെ അനുബന്ധം,ક caકમનું પરિશિષ્ટ
ആപ്പിൾ ഒച്ചുകൾ,સફરજન
അക്വാകൾച്ചർ,જળચરઉછેર
അക്വാപ്പീര,જળરોગ
ജലവിഷയക്കാരൻ,જળચર
ജലരീതി,જળચર
ജല ആവാസവ്യവസ്ഥ,જળચર રહેઠાણ
ജലജീവിങ്ങള്,જળચર સજીવ
ജലസ്വചന്തി,જળચર સંયંત્ર
ജലവിശ്വാസം,જળચર શ્વસન
ജല ദ്രാവകം,જલીય પ્રવાહી
ജലീയ ഉന്മൂലനം,જલીય ભેજ
ജലീയ ഇൻട്രാ സെല്ലുലാർ ദ്രാവകം,જલીય ઇન્ટ્રા-સેલ્યુલર પ્રવાહી
ജലീയ സാമ്പിള്,જલીય નમૂના
ജലീയ പരിഹാരം,જલી ઉકેલ
അക്വില,પાણી
അറബിഡോപ്സിസ്,અરબીડોપ્સિસ
അരാക്നിഡ,ક arંગન
അരാക്നോയിഡ്,અણીદાર
അരാനിയസ്,અરાજક
അർബസവാളികമായ,અવસ્થામાં
അർബറോസന്റ് ലൈക്കോപോഡ്,આર્બોરેસન્ટ લાઇકોપોડ
ആർക്കീഫായ,પુરાતત્ત્વીય
ആൾജിഗോണിയം,પુરાતત્વ
ദീപസമൂഹം,દ્વીપસમૂહ
ആർട്ടിക്,આર્ક્ટિક
ആർട്ടിക് ടെർൺ,આર્ક્ટિક ટર્ન
ആർട്ടിക് തുണ്ട്ര,આર્ક્ટિક ટુંડ્ર
Ardea,આર્દિયા
ഇറോളാർ ടിഷ്യു,અનિયંત્રિત પેશી
ആർഗ്മോൺ (പ്രിക്ലി പോപ്പി),આર્ગેમોન (કાંટાદાર ખસખસ)
ആർഗ്മോൺ മെക്സിക്കന,આર્જેમોન મેક્સિકોન
അർജിനൈൻ,આદુ
വരണ്ട പ്രദേശം,પગે પ્રદેશ
അരിസ്റ്റോളോസിയേസി,Arંચે
ആയുധ ഭക്ഷണം,હાથોહારી
സൈനികമുറി,સૈન્યની કીટ
യുരോഗി,Arોળવું
സൗരഭം,સુગંધ
അറസ്റ്റർ,કરચલો
ആർടെമിസിയ,કલાત્મક
ധമനികന്ത്രി,ધમની સિસ્ટોલિક
ആർട്ടീസിറോട്ടിക്,ખળભળાટવાળું
ആർത്രോപോഡ്,આર્થ્રોપોડ
സന്ധിവാതം,સંધિવા
ആരോപോഡ,આર્થ્રોપોડા
ആർട്ടിക്കിൾ തരുണാസ്ഥി,લેખક કાર્ટિલેજ
കൂട്ടിച്ചേര്ക്കുക,સ્પષ્ટ
ആവിഷ്കരിച്ചു,સ્પષ્ટ
കൃത്രിമ പേസ്മേക്കർ,કૃત્રિમ પેસમેકર
കൃത്രിമ തിരഞ്ഞെടുപ്പ്,કૃત્રિમ પસંદગી
ആർട്ടോകാർപസ് ഹെട്രോഫില്ലസ്,આર્કાર્પસ હેટોરોફિલસ
ആസ്ബറ്റോസ് ഫൈബർ,સુશોભિત
ആസ്ബ്ടോസിസ്,એસ્બેસ્ટોસિસ
അസ്കാറിസ്,એક જાતનું
ആരോഹണ ക്രോമാറ്റോഗ്രഫി,ચડતી ક્રોમેટોગ્રાફી
അസ്സിഡിയ,હાસ્ય
അസ്സിഡിയൻ,શણગારું
അസ്കോർപ്പ്,અકસ્માત
അസ്കോംസൈക്കേറ്റുകൾ,દૃ asતા
അസ്കോർബിക് ആസിഡ്,એસર્બિક એસિડ
അസ്കോസ്പോർ,ગિરિણી
അസ്കസ്,અકસ્માત
സൗപ്രചകമായ,દંગાહી
