Odiya,Marathi
ଆଙ୍ଗ୍ଲୋ-ସାକ୍ସୋନିଜିମ୍ |,अँग्लो-सॅक्सोनवाद
ଆନ୍ନାଲିଷ୍ଟ |,अॅनालिस्ट
ବାର୍ଷିକ,इतिहास
ସଂଲଗ୍ନ,संलग्नीकरण
ଆଣ୍ଟେ-ବେଲମ୍ |,अँटी-बेलम
ଆଣ୍ଟେ ତାରିଖ |,पूर्वीची तारीख
ଧର୍ମ-ବିରୋଧୀ,कारकुनविरोधी
ଧର୍ମ-ବିରୋଧୀ ନିୟମ,कारकुनी विरोधी कायदा
ପ୍ରାଚୀନତା,पुरातन वास्तू
ଆଣ୍ଟି-ଭଡା,विरोधी भाडे
ଆଣ୍ଟି-ଭଡା,विरोधी भाडे
ବିରୋଧୀ ଦଳ,सेमिटिझम विरोधी
ଅଞ୍ଜାକ |,अँझॅक
ଆପେଲା |,अपेला
ଅରୁଲୁ |,अरालू
ଆର୍ ବିଶପ୍ |,आर्च बिशप
ଆର୍ ଡୁଚି |,आर्च डची
ଆର୍ ଡ୍ୟୁକ୍ |,आर्च ड्यूक
ଆର୍କିଫ୍ (= ଅଭିଲେଖାଗାର ସଂଗ୍ରହ),आर्काइफ (=अभिलेख संग्रह)
ଆର୍କିପିସ୍କୋପେଟ୍ |,आर्किपिस्कोपेट
ଆଭିମୁଖ୍ୟ,अभिजात वर्ग
ଆରିଷ୍ଟୋକ୍ରାଟ୍ |,कुलीन
ଆରିଷ୍ଟୋକ୍ରାଟ୍ ସ୍ନୋବେରୀ |,खानदानी स्नोबरी
ଆରିଷ୍ଟୋଟେଲିଆନ୍ |,अॅरिस्टोटेलियन
ଆର୍ମଡା |,आरमार
ଆର୍ମଡା (= ସ୍ପାନିସ୍ ଆର୍ମଡା),आरमार (=स्पॅनिश आरमार)
ବାହୁବଳୀ (= ବାହୁବଳୀ),आर्मोरिस्ट (= आर्मरिस्ट)
ବାହୁବଳୀ (= ବାହୁବଳୀ),चिलखत (= चिलखत)
ବାହୁବଳୀ |,आर्मरिस्ट
ଆର୍ଯ୍ୟନ୍,आर्यन
ଆର୍ଯ୍ୟନ୍,आर्यन
ଆସ୍କାରି |,अस्करी
ନ୍ୟସ୍ତ କରନ୍ତୁ |,नियुक्त करा
Assize,Assize
Assize,Assize
Assize,Assize
ଆର୍ମସ୍ ଆକ୍ଟର ଆସାଇଜ୍ |,शस्त्रास्त्र कायद्याची मदत
ଡାରେନ୍ ପ୍ରେଜେଣ୍ଟେସନ୍ ର ଆସାଇଜ୍ |,डॅरेन प्रेझेंटमेंटची मदत
ମର୍ଟ &#39;ଡି&#39; ପୂର୍ବପୁରୁଷଙ୍କ ଅନୁଧ୍ୟାନ |,मॉर्ट &#39;डी&#39; पूर्वजांची मदत
ନୋଭେଲ୍ ଡିସାଇସିନ୍ ର ଆସାଇଜ୍ |,कादंबरी Disseisin च्या Assize
ଅତ୍ୟାଚାର,अत्याचार
ଆକ୍ରମଣ,हल्ला
ଆୟୁଲିକ୍ ପରିଷଦ |,ऑलिक कौन्सिल
ଗେଡିର କୁରା (ି (= ଗେଡି କୁରା) ି),देवीची कुर्‍हाड (= देवी कुर्हाड)
ଆକ୍ସିସ୍ (= ରୋମ୍-ବର୍ଲିନ୍-ଟୋକିଓ ଆକ୍ସିସ୍),अक्ष (=रोम-बर्लिन-टोकियो अक्ष)
ବାବିଲ,बॅबिलोन
ବାବିଲର ବନ୍ଦୀତା (= ବାବିଲୋନ ବନ୍ଦୀ),बॅबिलोनियन बंदिवास (= बॅबिलोनी कैद)
ବ୍ୟାଚାନାଲ ଭକ୍ତ,बचनाल भक्त
ବ୍ୟାଚାନାଲିଆ |,बचनालिया
ଅବିବାହିତ,बॅचलर
ବାଗଦାଦ ଚୁକ୍ତି |,बगदाद करार
ବାଲକାନ୍ ଲିଗ୍ |,बाल्कन लीग
ବାଲକାନ୍ ଚୁକ୍ତି |,बाल्कन करार
ବାଲକାନ ଯୁଦ୍ଧ |,बाल्कन युद्धे
ବାଲ୍ଟିକ୍ ଚୁକ୍ତି |,बाल्टिक करार
ବୃନ୍ଦାବନ,डाकू
ବୃନ୍ଦାବନ ସମ୍ମିଳନୀ |,बांडुंग परिषद
ବହିଷ୍କାର |,हद्दपार
ବ୍ୟାନର |,बॅनर
ବର୍ବର,रानटी
ବାର୍ବିକାନ୍ |,बार्बिकन
ବାର୍ଡୋଲି ସତ୍ୟଗ୍ରାହ |,बारडोली सत्याग्रह
ବାର୍ ବର୍ନର୍ସ |,धान्याचे कोठार बर्नर्स
ବରୁଣ |,जहागीरदार
ବରୁଣ,बॅरोनेज
ବାରୋନସ୍ ମେଜୋରସ୍ |,Barones majores
ବାରୋନସ୍ ମାଇନୋରସ୍ |,बॅरोन्स अल्पवयीन
ବରୁଣେସ୍ |,जहागीरदार
ବରୁଣେଟ୍ |,बॅरोनेट
ବରୁଣେଟେଜ୍ |,बॅरोनेटेज
ବରୁଣେଟେଜ୍ |,बॅरोनेटेज
ବାରୋନେଟସି |,बॅरोनेटसी
ବାରୋନି |,बॅरोनी
ବାରାକୁନ୍ |,बॅराकून
ବାରାକୁନ୍ |,बॅराकून
ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ),बॅरिकेड (= बॅरिकेडो)
ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ),बॅरिकेड (= बॅरिकेडो)
ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ),बॅरिकेड (= बॅरिकेडो)
ବେସ୍ କ୍ୟାମ୍ପ୍ |,बेस कॅम्प
ବେସିଲିକା |,बॅसिलिका
ବେସିଲିକା |,बॅसिलिका
ବସ୍ତିଲା |,बॅस्टिला
ବସ୍ତିଲ୍ |,बॅस्टिल
ବସ୍ତିଲ୍ |,बॅस्टिल
ବ୍ୟାଟେରୀ,बॅटरी
ଯୁଦ୍ଧ,लढाई
ବଟଲ୍-ଆରେ |,Batlle-array
ଯୁଦ୍ଧ କାନ୍ଦ |,लढाई रडणे
ଯୁଦ୍ଧ ଡିନ |,लढाई दिन
ଯୁଦ୍ଧ କ୍ଷେତ୍ର |,युद्धक्षेत्र
ଯୁଦ୍ଧ ଭଜନ,लढाई भजन
ସ୍ପର୍ସର ଯୁଦ୍ଧ |,स्पर्सची लढाई
ମାନାଙ୍କ ଯୁଦ୍ଧ |,स्टँडर्डची लढाई
ଯୁଦ୍ଧ ଜାହାଜ |,युद्धनौका
ଯୁଦ୍ଧ-ଶକ୍ତି |,युद्धनौका-शक्ती
ବାୟକ୍ସ ଟେପେଷ୍ଟ୍ରି |,Bayeux टेपेस्ट्री
ବିକନ୍ |,बीकन
ବିକନ୍ ଟାୱାର୍ |,बीकन टॉवर
ବିଭର୍ |,बीव्हर
ବିଭର୍ |,बीव्हर
ସମୁଦ୍ରର ଭିକାରୀ |,समुद्राचे भिकारी
ବେଲିକୋଜ୍ |,बेलिकोज
ବେଲିକୋଜ୍ |,बेलिकोज
ବେଲିକୋଜ୍ |,बेलिकोज
ବେଲିକୋସିଟି |,बेलिकोसिटी
ବେଲୋନା |,बेलोना
ଉପକାର,फायदा
ପାଦ୍ରୀମାନଙ୍କର ଲାଭ,धर्मगुरूंचा लाभ
ବେନେଲକ୍ସ |,बेनेलक्स
ବର୍ଲିନ୍ ଆଦେଶ |,बर्लिन डिक्री
ବର୍ସରକର |,बेसरकर
ବେସାଣ୍ଟ (= ବେଜାଣ୍ଟ),बेझंट (=बेझंट)
ବ Bethel ଥେଲ୍ |,बेथेल
Bibliolater,बिब्लिओलेटर
ଗ୍ରନ୍ଥସମୂହ,ग्रंथदिंडी
ବିଗ୍ ବର୍ଥା |,मोठा बर्था
ବିଗଟ୍ |,धर्मांध
ବିଲିଂ,बिलेटिंग
ଅଟ୍ଟାଇଣ୍ଡରର ବିଲ୍ |,अटेंडरचे बिल
ଅଧିକାର ବିଲ୍ |,अधिकारांचे विधेयक
ଜୀବନୀ,चरित्रकार
ଜନ୍ମ କାହାଣୀ |,जन्मकथा
ବିଭିଆକ୍ |,बिव्होक
ବିଭିଆକ୍ |,बिव्होक
ବିଭିଆକ୍ |,बिव्होक
ବିଜୋନିଆ |,बिझोनिया
କଳା ପକ୍ଷୀ,काळा पक्षी
କଳା ପତାକା,काळा झेंडा
ବ୍ଲାକ୍ ହୋଲ୍ |,कृष्ण विवर
ବ୍ଲାକ୍ ହୋଲ୍ |,कृष्ण विवर
କଳା ଗୋଡ (= ସ୍କାବ),काळा पाय (= खरुज)
କଳା ସାର୍ଟ |,काळा शर्ट
ବ୍ଲାଜନ୍,ब्लेझोन
ବ୍ଲାଜନ୍,ब्लेझोन
ବ୍ଲାଜୋନ୍ରି |,झगमगाट
ବ୍ଲାଜୋନ୍ରି |,झगमगाट
ବ୍ଲିଟ୍ସ୍କ୍ରିଗ୍ |,ब्लिट्झक्रीग
ରକ୍ତହୀନ ବିପ୍ଳବ (= ଗ or ରବମୟ ବିପ୍ଳବ),रक्तहीन क्रांती (=वैभवशाली क्रांती)
ରକ୍ତଚାପ,ब्लडवाईट
ରକ୍ତାକ୍ତ ମରିୟମ |,ब्लडी मेरी
ନୀଳ,निळा
ନୀଳ ରକ୍ତ,निळे रक्त
ନୀଳ ପୁସ୍ତକ |,निळे पुस्तक
ନୀଳ ରିବନ୍ |,निळी फीत
ନୀଳ ରିବନ୍ |,निळी फीत
ବ୍ଲୁଜ୍ (= ରୟାଲ୍ ଘୋଡା ଗାର୍ଡ),ब्लूज (=रॉयल हॉर्स गार्ड)
ନୀଳ ସାର୍ଟ |,निळा शर्ट
ନୀଳ ଜଳ ବିଦ୍ୟାଳୟ |,ब्लू वॉटर स्कूल
ନିୟନ୍ତ୍ରଣ ବୋର୍ଡ |,नियंत्रण मंडळ
ଶରୀରର ଅସ୍ତ୍ରଶସ୍ତ୍ର |,शरीर चिलखत
ବୋଇର୍,बोअर
ବୁଟି,लूट
ବୋରୱୋ |,बरो
ବୁଲୁଟେରିଅନ୍ |,बुलेउटेरियन
ବୋର୍ବନ୍ |,बोरबॉन
ବକ୍ସର ବିଦ୍ରୋହ |,बॉक्सर बंडखोरी
ବନ୍ଧନୀ,ब्रेस
ପିତ୍ତଳ |,ब्रासर्ड
ପିତ୍ତଳ |,ब्रासर्ड
ରୁଟି କଲୋନୀ |,ब्रेड वसाहती
ସ୍ତନ ପ୍ଲେଟ୍ |,ब्रेस्ट प्लेट
ସ୍ତନ କାମ,स्तनाचे काम
ବ୍ରେଟୱାଲଡା |,ब्रेटवाल्डा
ବ୍ରିଗାଣ୍ଡ୍ |,ब्रिगेंड
ବ୍ରିଗେଣ୍ଡେଜ୍,दलाल
ବ୍ରିଟିଶ୍ କମନୱେଲଥ୍ ଅଫ୍ ନେସନ୍ସ |,ब्रिटिश कॉमनवेल्थ ऑफ नेशन्स
ବ୍ରାଉନ୍ ସାର୍ଟ (= ନାଜି),तपकिरी शर्ट (=नाझी)
ବ୍ରୁସେଲ୍ସ ଚୁକ୍ତି (ଚୁକ୍ତି) ସଂଗଠନ (= ପଶ୍ଚିମ ୟୁରୋପୀୟ ୟୁନିଅନ୍),ब्रुसेल्स ट्रीटी (पॅक्ट) संस्था (=वेस्टर्न युरोपियन युनियन)
ବଫ୍ |,बफ
ବଫ୍ |,बफ
ବଫ୍-କୋଟ୍ |,बफ-कोट
ବଫସ୍ |,बफ्स
ବୁଲେ (= ପରିଷଦ),बुले (=परिषद)
ବନ୍ଧକ,बर्गेज
ବରଗଡ |,बर्जेस
ବାଇଜାଣ୍ଟାଇନ,बायझँटाईन
ବ yz ଜୟନ୍ତ ଚର୍ଚ୍ଚ,बायझँटाईन चर्च
ବ yz ଜୟନ୍ତ ସାମ୍ରାଜ୍ୟ |,बायझँटाईन साम्राज्य
ବାଇଜାଣ୍ଟାଇନ ଯୁଗ,बायझँटाईन युग
ବ yz ଜୟନ୍ତ histor ତିହାସିକମାନେ |,बायझँटाईन इतिहासकार
କ୍ୟାବଲ୍ |,कॅबल
କେଜରିଜିମ୍ |,सीझरवाद
ଖଲିଫ୍ |,खलिफा
କଲିଗ୍ରାଫର୍ |,कॅलिग्राफर
କଲିଗ୍ରାଫିଷ୍ଟ |,कॅलिग्राफिस्ट
କାଲିଗ୍ରାଫି |,कॅलिग्राफी
କାଲ୍ଟ୍ରପ୍ |,कॅल्ट्रॉप
କାମାଡେରି |,सौहार्द
କାମାରିଲା |,कॅमरिला
କାମାରିଲା |,कॅमरिला
କାମେଲାକମ୍ |,कॅमेलॅकम
କାମୁଫ୍ଲେଜ୍ |,क्लृप्ती
ଅଭିଯାନ |,मोहीम
କ୍ୟାମ୍ପ ଅନୁସରଣକାରୀ |,शिबिराचे अनुयायी
କ୍ୟାମ୍ପୋ ସାଣ୍ଟୋ |,कॅम्पो सॅंटो
କ୍ୟାମ୍ପସ୍ ମାର୍ଟିସ୍,कॅम्पस मार्टियस
କାନେଫୋରା |,कॅनेफोरा
କଙ୍ଗୁ,कॅंग्यू
କାନନେଡ୍ |,तोफखाना
ତୋପ ଖାଇବା |,तोफ चारा
କାନନ୍ |,कॅनन
କାନନ୍ ନିୟମ |,कॅनन कायदा
କାନୋପସ୍ ଆଦେଶ |,कॅनोपस डिक्री
ବାହୁବଳୀ,कण्टिंग शस्त्र
ବନ୍ଦୀ,बंदिवान
କ୍ୟାପ୍ଟର,कॅप्टर
କାର୍ଡିନାଲ୍ |,कार्डिनल
କାର୍ଲ |,कार्ल
କାରୋଲିଙ୍ଗିଆନ୍ ରାଜବଂଶ |,कॅरोलिंगियन राजवंश
କାର୍ଟୁସିଆନ୍ ସମ୍ପ୍ରଦାୟ |,कार्थुशियन पंथ
କାର୍ଟୋସା |,कार्टोसा
କାଷ୍ଟେଲିଆନ୍ |,कॅस्टेलियन
କାଷ୍ଟେଲିଆନ୍ |,कॅस्टेलियन
ଜାତି ପ୍ରଣାଳୀ |,जाती व्यवस्था
ଦୁର୍ଗ,वाडा
ଦୁର୍ଗ,वाडा
ଦୁର୍ଗ ସହର,वाड्याचे शहर
କାଷ୍ଟ୍ରା |,कास्त्रा
କାଷ୍ଟ୍ରା |,कास्त्रा
କ୍ୟାଥେଡ୍ରା |,कॅथेड्रा
କ୍ୟାଥେଡ୍ରାଲ୍ |,कॅथेड्रल
କାଟୋ ଷ୍ଟ୍ରିଟ୍ ଷଡଯନ୍ତ୍ର |,केटो स्ट्रीट कट
କାଉଡିଲୋ |,कौडिल्लो
କାଭାଲିଅର୍ |,घोडेस्वार
କାଭାଲିଅର୍ |,घोडेस्वार
କାଭାଲିଅର୍ ସଂସଦ |,घोडदळ संसद
ଅଦୁଲ୍ଲାମର ଗୁମ୍ଫା |,अदुल्लमची गुहा
ଗୁମ୍ଫା ଚିତ୍ର,गुहा चित्रकला
ଗୁମ୍ଫା ଚିତ୍ର,गुहा चित्रकला
Centumvir,सेंटमवीर
ସେଞ୍ଚୁରିଅନ୍ |,सेंच्युरियन
ଶତାବ୍ଦୀ,शतक
ଶୃଙ୍ଖଳା ବାହୁବଳୀ (= ଶୃଙ୍ଖଳା ମେଲ୍),साखळी चिलखत (=साखळी मेल)
ଚାନ୍ଟ୍ରି |,चंत्री
ଚାନ୍ଟ୍ରି |,चंत्री
ଅଧ୍ୟାୟ ପୁସ୍ତକ,चॅप बुक
ଚାପଲେନ୍ |,धर्मगुरू
ଅଧ୍ୟାୟ,धडा
ଦୁର୍ଘଟଣାର ଅଧ୍ୟାୟ |,अपघातांचा अध्याय
ଚାର୍ଜ,चार्ज करा
ଡିଫେୟାର୍ ଚାର୍ଜ କରନ୍ତୁ |,चार्ज डी अफेयर्स
ଚାର୍ଜ ବିଭାଜନ |,चार्ज विभाजन
ଚାର୍ଜର,चार्जर
ରଥ,रथ
ରଥ,सारथी
ରଥ,सारथी
ରଥ,सारथी
ଚାରିଟି ରୋଷେଇ ଘର |,धर्मादाय स्वयंपाकघर
ଚାର୍ଟର୍,सनद
ଚାର୍ଟିଷ୍ଟ ଆନ୍ଦୋଳନ (= ଚାର୍ଟିଜିମ୍),चार्टिस्ट चळवळ (=चार्टिझम)
ଚାର୍ଟୋଫିଲାସିୟମ୍ |,चार्टोफिलेशियम
Chateau |,Chateau
ପୋଷ୍ଟ ଯାଞ୍ଚ କରନ୍ତୁ |,चेक पोस्ट
ରାସାୟନିକ ଯୁଦ୍ଧ |,रासायनिक युद्ध
ଚେଷ୍ଟର୍ |,चेस्टर
ମୁଖ୍ୟ,प्रमुख
ମୁଖିଆ,सरदार
ମୁଖିଆ,सरदार
ମୁଖିଆ,सरदार
ଚିଫନ୍ |,शिफॉन
ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱିତା |,शौर्य
ମନୋନୀତ ଲୋକ,निवडलेले लोक
କ୍ରିସମୋଗ୍ରାଫିନ୍ |,ख्रिसमोग्राफीन
ଖ୍ରୀଷ୍ଟଧର୍ମ,ख्रिस्ती धर्म
ଖ୍ରୀଷ୍ଟିଆନ ଯୁଗ |,ख्रिश्चन युग
ଖ୍ରୀଷ୍ଟିଆନ ସମାଜବାଦ |,ख्रिश्चन समाजवाद
ଇତିହାସ,क्रॉनिकल
କ୍ରୋନିକଲର୍,क्रॉनिकलर
କ୍ରିସ୍ ଚେରସୋନିସ୍ |,Chryse Chersonese
ସିମେଲିୟମ୍ |,सिमेलियम
ସିନକେସେଣ୍ଟୋ ଷ୍ଟାଇଲ୍ |,Cinquecento शैली
ସର୍କୁନାଭିଗେସନ୍ |,परिक्रमा
ସିଷ୍ଟର୍ସିଆନ୍ ମାଙ୍କଡ |,सिस्टर्सियन साधू
ସୀତା,किल्ला
ଉଦ୍ଧୃତ,उद्धरण
ଉଦ୍ଧୃତ,उद्धरण
ନାଗରିକ ଅବମାନନା |,सविनय कायदेभंग
ଗୃହଯୁଦ୍ଧ |,नागरी युद्ध
ସିଭିସ୍ ରୋମାନସ୍ |,सिव्हिस रोमनस
ଶାସ୍ତ୍ରୀୟ ବୟସ |,शास्त्रीय वय
କ୍ଲିଫ୍ଟ (= କ୍ଲେଫ୍ଟ),Clepht (=klepht)
ଧର୍ମ ଧର୍ମ,कारकुनीवाद
କ୍ଲାରଚ,लिपिक
କ୍ଲୁନିୟକ୍ ଗତିବିଧି |,क्लुनियाक हालचाली
କୋଟ ବାହୁ,कोट चिलखत
କୋଟ୍,अंगरखा
କୋଟ୍,अंगरखा
କୋଟ୍,अंगरखा
କୋଟ୍ ମେଲ୍ |,मेलचा कोट
କୋହର୍ଟ |,पलटण
Comitia,कॉमिटिया
Comitia Centuriata,Comitia Centuriata
Comitia Curiata,Comitia Curiata
Comitia Tributa,कमिटीया ट्रिबुटा
ସ୍ମରଣୀୟ ଆର୍,स्मारक कमान
ସ୍ମରଣୀୟ ମୁଦ୍ରା,स्मारक नाणे
ସ୍ମରଣୀୟ ସିଲ୍ |,स्मारक शिक्का
ସାଧାରଣ କ୍ଷେତ୍ର |,सामान्य फील्ड
କମ୍ୟୁନାର୍ଡ |,Communard
କନକର୍ଡେଟ୍ |,कॉन्कॉर्डॅट
କନକର୍ଡେଟ୍ |,कॉन्कॉर्डॅट
କଣ୍ଡୋଟିଅର୍ |,कॉन्डोटिएरे
ନିଶ୍ଚିତକରଣ କାର୍ଟାରମ୍ |,पुष्टीकरण कार्टारम
ଦ୍ୱନ୍ଦ୍ୱ |,संघर्ष
ମଣ୍ଡଳୀ,मंडळी
ରାଜ୍ୟ ଜିତିବା |,जिंकणारे राज्य
ଜୟ,जिंकणारा
କନକ୍ୟୁଷ୍ଟାଡର୍ |,जिंकणारा
କନସିଲିୟମ୍ |,कॉन्सिलियम
ସ୍ଥିର,कंसिस्टरी
ଷଡଯନ୍ତ୍ର,षडयंत्र
ଷଡଯନ୍ତ୍ର,षडयंत्र
କନସୁଲେଟ୍ |,वाणिज्य दूतावास
କନସୁଲେସନ୍ ବୁକ୍ |,सल्लामसलत पुस्तक
କଣ୍ଟିନେଣ୍ଟାଲ୍ ସିଷ୍ଟମ୍ |,खंडीय प्रणाली
ସମ୍ମିଳନୀ ସଂସଦ |,अधिवेशन संसद
କପରହେଡ୍ସ (= ଶାନ୍ତି ଗଣତାନ୍ତ୍ରିକ),कॉपरहेड्स (=पीस डेमोक्रॅट्स)
କପିହୋଲ୍ଡ |,कॉपीहोल्ड
କର୍ଡୋନିଂ |,कोर्डनिंग
କରୋନା |,कोरोना
କରୋନେସନ୍ |,राज्याभिषेक
କରୋନେସନ୍ ପଥର |,राज्याभिषेक दगड
କର୍ପସ୍,कॉर्पस
କର୍ସାୟର୍ |,Corsair
କର୍ସାୟର୍ |,Corsair
କର୍ସେଟ୍ (= କର୍ସଲେଟ୍),कॉर्सेट (=कॉर्सलेट)
କର୍ଟସ୍ |,कोर्टेस
କୁଟୀର (= କୁଟିଅର୍),कोटर (=कोटीर)
କୁଟୀର (= କୁଟିଅର୍),कोटर (= cottier)
ପାଲାଟିନେଟ୍ ଗଣନା କରନ୍ତୁ |,काउंट पॅलेटिनेट
ଦେଶ ଘର,देशाचे घर
କାଉଣ୍ଟି |,परगणा
କାଉଣ୍ଟି ବୋରୱେଲ |,काउंटी बरो
କାଉଣ୍ଟି କୋର୍ଟ |,काउंटी न्यायालये
କାଉଣ୍ଟି ପାଲାଟାଇନ୍ |,काउंटी पॅलाटिन
କୋର୍ଟ,कोर्ट
କୋର୍ଟ,कोर्ट
କୋର୍ଟ ସର୍କୁଲାର୍ |,न्यायालयाचे परिपत्रक
କୋର୍ଟ ଶ iqu ଳୀ,न्यायालयीन शिष्टाचार
କୋର୍ଟ,दरबारी
ଅଦାଲତ,कोर्ट ऑफ कॅसेशन
କୋର୍ଟ ଅଫ୍ ଡାଇରେକ୍ଟର୍ସ (EIC),कोर्ट ऑफ डायरेक्टर्स (EIC)
ମାଲିକଙ୍କ କୋର୍ଟ,मालकांचे न्यायालय
କୋର୍ଟ କବି,दरबारी कवी
ଚୁକ୍ତିଭିତ୍ତିକ କାମେରୋନିଆନ୍ |,करार केला कॅमेरोनियन
ମୁକୁଟ |,मुकुट
ମୁକୁଟ |,मुकुट
ମୁକୁଟ |,मुकुट
ମୁକୁଟ ଜମି |,मुकुट जमीन
ମୁକୁଟ ଜମି |,मुकुट जमीन
କ୍ରାଉନ୍ ପ୍ରିନ୍ସ |,राजकुमार
କ୍ରୁସେଡ୍ |,धर्मयुद्ध
କ୍ରୁସେଡର୍ |,धर्मयुद्ध
