English,Malayalam
arithmatic and logic unit,"ഗണിത, യുക്തി യൂണിറ്റ്"
arithmatic check,ഗണിത പരിശോധന
arithmatic constant,ഗണിത സ്ഥിരാങ്കം
arithmatic data,ഗണിത ഡാറ്റ
arithmatical instruction,ഗണിത നിർദ്ദേശം
arithmetic and logic unit (ALU),ഗണിതവും യുക്തിയും യൂണിറ്റ് (ALU)
ARPANET,അർപാനെറ്റ്
array,അറേ
array cache,അറേ കാഷെ
array computer,അറേ കമ്പ്യൂട്ടർ
array element,അറേ ഘടകം
array name,അറേ പേര്
array processor,അറേ പ്രോസസർ
arrow keys,അമ്പടയാള കീകൾ
articulation,ഉച്ചാരണം
articulation point,ആർട്ടിക്കുലേഷൻ പോയിന്റ്
artificial compaction,കൃത്രിമ കോംപാക്ഷൻ
artificial control,കൃത്രിമ നിയന്ത്രണം
artificial intelligence,നിർമ്മിത ബുദ്ധി
ascender,ആരോഹണം
ascending sort,ആരോഹണ തരം
ASCII betical order,ASCII ബെറ്റിക്കൽ ഓർഡർ
ASCII control character,ASCII നിയന്ത്രണ പ്രതീകം
ASCII file,ASCII ഫയൽ
ASCII font,ASCII ഫോണ്ട്
ASCII transfer,ASCII കൈമാറ്റം
aspect ratio,വീക്ഷണാനുപാതം
ASPI,എ.എസ്.പി.ഐ
ASR timer,ASR ടൈമർ
assemble,കൂട്ടിച്ചേർക്കുക
assembler,അസംബ്ലർ
assembly,അസംബ്ലി
assembly language,അസംബ്ലി ഭാഷ
assertion,അവകാശവാദം
assignment,നിയമനം
association,അസോസിയേഷൻ
associative address,അനുബന്ധ വിലാസം
associative memory,അനുബന്ധ മെമ്മറി
asteric,ആസ്റ്ററിക്
asymmetric,അസമമായ
asynchronous,അസമന്വിത
asynchronous Digital Subscriber Line (ADSL),അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL)
asynchronous Time Division Multiplexing (ATDM),അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM)
asynchronous transfer,അസമന്വിത കൈമാറ്റം
asynchronous Transfer Mode (ATM),അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം)
atom,ആറ്റം
attached document,അറ്റാച്ചുചെയ്ത പ്രമാണം
attached file,അറ്റാച്ചുചെയ്ത ഫയൽ
attachment,ബന്ധം
attribute,ആട്രിബ്യൂട്ട്
audio,ഓഡിയോ
audit programming,ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്
audit trail,ഓഡിറ്റ് ട്രയൽ
augmentation,വർദ്ധിപ്പിക്കൽ
authentication protocol,പ്രാമാണീകരണ പ്രോട്ടോക്കോൾ
authoring system,എഴുത്ത് സംവിധാനം
authorization,അംഗീകാരം
auto abstract,യാന്ത്രിക സംഗ്രഹം
autobooting,ഓട്ടോബൂട്ടിംഗ്
autocad,ഓട്ടോകാഡ്
autolog on,ഓട്ടോലോഗ് ഓൺ
automata,ഓട്ടോമാറ്റ
automata theory,ഓട്ടോമാറ്റ സിദ്ധാന്തം
automatic computing,ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടിംഗ്
automatic data processing,ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്
automatic error correction,യാന്ത്രിക പിശക് തിരുത്തൽ
automatic function,യാന്ത്രിക പ്രവർത്തനം
automatic indexing,ഓട്ടോമാറ്റിക് ഇൻഡെക്സിംഗ്
automatic library call,ഓട്ടോമാറ്റിക് ലൈബ്രറി കോൾ
automatic programming,ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്
automatic recovery program,യാന്ത്രിക വീണ്ടെടുക്കൽ പ്രോഗ്രാം
automatic routine,യാന്ത്രിക ദിനചര്യ
automatic system recovery,ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ
automatic teller machine (ATM),ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീൻ (എടിഎം)
automation,ഓട്ടോമേഷൻ
autoplay,ഓട്ടോപ്ലേ
autosave,സ്വയം സംരക്ഷിക്കുക
auxiliary,സഹായകമായ
auxiliary memory,സഹായ മെമ്മറി
auxiliary storage,സഹായ സംഭരണം
available list,ലഭ്യമായ പട്ടിക
available time,ലഭ്യമായ സമയം
average,ശരാശരി
awk (language),awk (ഭാഷ)
backend,പിൻഭാഗം
backend processor,ബാക്കെൻഡ് പ്രോസസർ
backface removal,ബാക്ക്ഫേസ് നീക്കം
background processing,പശ്ചാത്തല പ്രോസസ്സിംഗ്
backing store,ബാക്കിംഗ് സ്റ്റോർ
backpatching,ബാക്ക്പാച്ചിംഗ്
backspace,ബാക്ക്സ്പേസ്
backtracking,ബാക്ക്ട്രാക്കിംഗ്
back-up,ബാക്ക്-അപ്പ്
back-up memory,ബാക്കപ്പ് മെമ്മറി
backward error recovery,പിന്നോട്ട് പിശക് വീണ്ടെടുക്കൽ
balance sheet,ബാലൻസ് ഷീറ്റ്
band,ബാൻഡ്
band width,ബാൻഡ് വീതി
banker's algorithm,ബാങ്കറുടെ അൽഗോരിതം
bar code,ബാർ കോഡ്
bar code scanner,ബാർ കോഡ് സ്കാനർ
bar graph,ബാർ ഗ്രാഫ്
base address,അടിസ്ഥാന വിലാസം
base band,അടിസ്ഥാന ബാൻഡ്
base number,അടിസ്ഥാന നമ്പർ
base table,അടിസ്ഥാന പട്ടിക
BASIC,അടിസ്ഥാനം
basic control,അടിസ്ഥാന നിയന്ത്രണം
basic input,അടിസ്ഥാന ഇൻപുട്ട്
basic instruction,അടിസ്ഥാന നിർദ്ദേശം
basic output,അടിസ്ഥാന ഔട്ട്പുട്ട്
basic step,അടിസ്ഥാന ഘട്ടം
batch,ബാച്ച്
batch file,ബാച്ച് ഫയൽ
batch position,ബാച്ച് സ്ഥാനം
batch processing,ബാച്ച് പ്രോസസ്സിംഗ്
batch system,ബാച്ച് സിസ്റ്റം
baud,ബൗഡ്
baud rate,ബാഡ് നിരക്ക്
beam,ബീം
benchmark,ബെഞ്ച്മാർക്ക്
bidirectional communication,ദ്വിദിശ ആശയവിനിമയം
bidirectional link,ദ്വിദിശ ലിങ്ക്
binary code,ബൈനറി കോഡ്
binary digit,ബൈനറി അക്കം
binary Input output system (BIOS),ബൈനറി ഇൻപുട്ട് ഔട്ട്പുട്ട് സിസ്റ്റം (BIOS)
binary number,ബൈനറി നമ്പർ
binary operator,ബൈനറി ഓപ്പറേറ്റർ
binary relation,ബൈനറി ബന്ധം
binary search,ബൈനറി തിരയൽ
binary search tree (BST),ബൈനറി സെർച്ച് ട്രീ (BST)
binary transfer,ബൈനറി കൈമാറ്റം
binary tree,ബൈനറി മരം
bipolar memory,ബൈപോളാർ മെമ്മറി
birth death model,ജനന മരണ മാതൃക
birth death process,ജനന മരണ പ്രക്രിയ
bit,ബിറ്റ്
bit fault,ചെറിയ തെറ്റ്
bit map,ബിറ്റ് മാപ്പ്
bit map pixel (BMP),ബിറ്റ് മാപ്പ് പിക്സൽ (BMP)
bit matrix,ബിറ്റ് മാട്രിക്സ്
bit pattern,ബിറ്റ് പാറ്റേൺ
bit position,ബിറ്റ് സ്ഥാനം
bit rate,ബിറ്റ് നിരക്ക്
black box testing,ബ്ലാക്ക് ബോക്സ് പരിശോധന
blinking,മിന്നിമറയുന്നു
block,തടയുക
block cache,കാഷെ തടയുക
block check,ബ്ലോക്ക് ചെക്ക്
block copy,ബ്ലോക്ക് കോപ്പി
block diagram,ബ്ലോക്ക് ഡയഗ്രം
blocking network,തടയൽ ശൃംഖല
board,ബോർഡ്
book mark,ബുക്ക് മാർക്ക്
boolean algebra,ബൂലിയൻ ബീജഗണിതം
boolean relation,ബൂളിയൻ ബന്ധം
boot partition,ബൂട്ട് പാർട്ടീഷൻ
boot strapping,ബൂട്ട് സ്ട്രാപ്പിംഗ്
boot-strap loader,ബൂട്ട് സ്ട്രാപ്പ് ലോഡർ
bridge,പാലം
broadband networking,ബ്രോഡ്‌ബാൻഡ് നെറ്റ്‌വർക്കിംഗ്
broadcast,പ്രക്ഷേപണം
broadcast radio,പ്രക്ഷേപണം റേഡിയോ
browse,ബ്രൗസ് ചെയ്യുക
browser,ബ്രൗസർ
B-Tree,ബി-ട്രീ
bubble memory,ബബിൾ മെമ്മറി
bubble sort,ബബിൾ അടുക്കുക
bucket,ബക്കറ്റ്
buddy system,ബഡ്ഡി സിസ്റ്റം
budget effective control,ബജറ്റ് ഫലപ്രദമായ നിയന്ത്രണം
buffer,ബഫർ
bug,ബഗ്
bus,ബസ്
byte,ബൈറ്റ്
byte code,ബൈറ്റ് കോഡ്
c,സി
C++,C++
cache,കാഷെ
cache buffer,കാഷെ ബഫർ
cache memory,കാഷെ മെമ്മറി
calculation,കണക്കുകൂട്ടല്
calculator,കാൽക്കുലേറ്റർ
calculator chip,കാൽക്കുലേറ്റർ ചിപ്പ്
call,വിളി
call by name,പേര് വിളിക്കുക
call by reference,റഫറൻസ് വഴി വിളിക്കുക
call by value,മൂല്യമനുസരിച്ച് വിളിക്കുക
call by variables,വേരിയബിളുകൾ വഴി വിളിക്കുക
call gate,കോൾ ഗേറ്റ്
cancel,റദ്ദാക്കുക
cancel button,റദ്ദാക്കുക ബട്ടൺ
canonical,കാനോനിക്കൽ
canonical form,കാനോനിക്കൽ രൂപം
capability,കഴിവ്
capability list,കഴിവ് പട്ടിക
capacity,ശേഷി
caps lock key,ക്യാപ്സ് ലോക്ക് കീ
card,കാർഡ്
card reader,കാർഡ് റീഡർ
cardinality,കാർഡിനാലിറ്റി
carrier,വാഹകൻ
carrier band,കാരിയർ ബാൻഡ്
carrier load,കാരിയർ ലോഡ്
carrier signal,കാരിയർ സിഗ്നൽ
carrier wave,കാരിയർ തരംഗം
carry,കൊണ്ടുപോകുക
carry digit,അക്കം കൊണ്ടുപോകുക
carry flag,പതാക വഹിക്കുക
cartridge disk,കാട്രിഡ്ജ് ഡിസ്ക്
cascade,കാസ്കേഡ്
case,കേസ്
cathod ray tube (CRT),കാഥോഡ് റേ ട്യൂബ് (CRT)
cathode ray tube (CRT),കാഥോഡ് റേ ട്യൂബ് (CRT)
CD ROM disk drive,സിഡി റോം ഡിസ്ക് ഡ്രൈവ്
cell,സെൽ
cell animation,സെൽ ആനിമേഷൻ
cellular phone,സെല്ലുലാർ ഫോൺ
central memory,കേന്ദ്ര മെമ്മറി
central processing unit (CPU),സെൻട്രൽ പ്രോസസ്സിംഗ് യൂണിറ്റ് (സിപിയു)
centralized system,കേന്ദ്രീകൃത സംവിധാനം
certified tape,സാക്ഷ്യപ്പെടുത്തിയ ടേപ്പ്
chain,ചങ്ങല
chain data,ചെയിൻ ഡാറ്റ
chain link,ചെയിൻ ലിങ്ക്
chaining,ചങ്ങല
channel,ചാനൽ
channel busy tone,ചാനൽ തിരക്കുള്ള ടോൺ
channel capacity,ചാനൽ ശേഷി
channel controller,ചാനൽ കൺട്രോളർ
channel error,ചാനൽ പിശക്
channel program,ചാനൽ പ്രോഗ്രാം
channel reliability,ചാനൽ വിശ്വാസ്യത
channel set,ചാനൽ സെറ്റ്
character,സ്വഭാവം
character code,പ്രതീക കോഡ്
character key,പ്രതീക കീ
character reader,സ്വഭാവ വായനക്കാരൻ
character size,പ്രതീക വലുപ്പം
chart,ചാർട്ട്
chassis,ചേസിസ്
check bit,ചെക്ക് ബിറ്റ്
check digit,അക്കം പരിശോധിക്കുക
check sum,തുക ചെക്ക്
check word,ചെക്ക് വാക്ക്
chip,ചിപ്പ്
chip set,ചിപ്പ് സെറ്റ്
choose,തിരഞ്ഞെടുക്കുക
chromatically,വർണ്ണപരമായി
cipher,സൈഫർ
circuit,സർക്യൂട്ട്
circular list,വൃത്താകൃതിയിലുള്ള പട്ടിക
cirus,സിറസ്
citation,അവലംബം
class,ക്ലാസ്
class variable,ക്ലാസ് വേരിയബിൾ
classification,വർഗ്ഗീകരണം
clear,വ്യക്തമായ
clear area,തെളിഞ്ഞ പ്രദേശം
clear channel,വ്യക്തമായ ചാനൽ
click,ക്ലിക്ക് ചെയ്യുക
client,കക്ഷി
client server,ക്ലയന്റ് സെർവർ
client stub,ക്ലയന്റ് അപൂർണ്ണം
clip art,ക്ലിപ്പ് ആർട്ട്
clip art library,ക്ലിപ്പ് ആർട്ട് ലൈബ്രറി
clip board,ക്ലിപ്പ് ബോർഡ്
clipper,ക്ലിപ്പർ
clipper chip,ക്ലിപ്പർ ചിപ്പ്
clique,കൂട്ടം
clock,ക്ലോക്ക്
clock cycle,ക്ലോക്ക് സൈക്കിൾ
clock frequency,ക്ലോക്ക് ആവൃത്തി
clock hardware,ക്ലോക്ക് ഹാർഡ്‌വെയർ
clock pulse,ക്ലോക്ക് പൾസ്
clock speed,ക്ലോക്ക് വേഗത
clock synchronization,ക്ലോക്ക് സിൻക്രൊണൈസേഷൻ
clock tick,ക്ലോക്ക് ടിക്ക്
clone,ക്ലോൺ
close,അടുത്ത്
close circuit TV (CCTV),ക്ലോസ് സർക്യൂട്ട് ടിവി (സിസിടിവി)
closure,അടച്ചുപൂട്ടൽ
cloud computing,ക്ലൗഡ് കമ്പ്യൂട്ടിംഗ്
cluster,ക്ലസ്റ്റർ
coated card,പൂശിയ കാർഡ്
coated paper,പൊതിഞ്ഞ പേപ്പർ
coaxial,ഏകപക്ഷീയമായ
coaxial cable,ഏകോപന കേബിൾ
codasyl,കോഡാസിൽ
code,കോഡ്
code generator,കോഡ് ജനറേറ്റര്
code page,കോഡ് പേജ്
code word,കോഡ് വാക്ക്
coder,കോഡർ
coding check,കോഡിംഗ് പരിശോധന
coding form,കോഡിംഗ് ഫോം
coding sheet,കോഡിംഗ് ഷീറ്റ്
coefficient,ഗുണകം
coherence,പരസ്പരബന്ധം
cold boot,തണുത്ത ബൂട്ട്
cold start,തണുത്ത തുടക്കം
collaboration,സഹകരണം
collapse,തകർച്ച
collate,കൊളാറ്റ്
collate tape,കൊളേറ്റ് ടേപ്പ്
collision,കൂട്ടിയിടി
colon,കോളൻ
colour (color),നിറം (നിറം)
colour saturation,നിറം സാച്ചുറേഷൻ
colour table,വർണ്ണ പട്ടിക
column,കോളം
combination,സംയോജനം
combo box,കോംബോ ബോക്സ്
command,കമാൻഡ്
command button,കമാൻഡ് ബട്ടൺ
command list,കമാൻഡ് ലിസ്റ്റ്
comment,അഭിപ്രായം
commitment,പ്രതിബദ്ധത
commodity,ചരക്ക്
Common Business Oriented Language (Cobol),പൊതു ബിസിനസ് അധിഷ്ഠിത ഭാഷ (കോബോൾ)
common error,സാധാരണ പിശക്
common language,പൊതു ഭാഷ
common routine,സാധാരണ പതിവ്
communication,ആശയവിനിമയം
communication line,ആശയവിനിമയ ലൈൻ
communication mode,ആശയവിനിമയ മോഡ്
communication network,ആശയവിനിമയ ശൃംഖല
communication parameter,ആശയവിനിമയ പരാമീറ്റർ
communication system,ആശയവിനിമയ സംവിധാനം
compaction,കോംപാക്ഷൻ
compander,കമ്പാൻഡർ
companding,companding
company network,കമ്പനി ശൃംഖല
comparison test,താരതമ്യ പരിശോധന
compatibility,അനുയോജ്യത
compatible,അനുയോജ്യം
compilation,സമാഹാരം
compile and go,സമാഹരിച്ച് പോകുക
compiler,കമ്പൈലർ
compiler language,കമ്പൈലർ ഭാഷ
complementary,പരസ്പരപൂരകമായ
complement-on-ten,കോംപ്ലിമെന്റ്-ഓൺ-പത്ത്
complementor,പൂരകൻ
complete carry,പൂർണ്ണമായി കൊണ്ടുപോകുക
complex,സങ്കീർണ്ണമായ
complex number,സങ്കീർണ്ണ സംഖ്യ
component,ഘടകം
component object model (COM),ഘടകം ഒബ്ജക്റ്റ് മോഡൽ (COM)
composite,സംയുക്തം
composition,രചന
computational,കമ്പ്യൂട്ടേഷണൽ
computer,കമ്പ്യൂട്ടർ
computer centre,കമ്പ്യൂട്ടർ കേന്ദ്രം
computer expert,കമ്പ്യൂട്ടർ വിദഗ്ധൻ
computer graphics,കമ്പ്യൂട്ടർ ഗ്രാഫിക്സ്
computer instruction,കമ്പ്യൂട്ടർ നിർദ്ദേശം
computer language,കമ്പ്യൂട്ടർ ഭാഷ
computer network,കമ്പ്യൂട്ടർ ശൃംഖല
computer science,കമ്പ്യൂട്ടർ സയൻസ്
computer security,കമ്പ്യൂട്ടർ സുരക്ഷ
computer simulaton,കമ്പ്യൂട്ടർ സിമുലേറ്റൺ
computer specialist,കമ്പ്യൂട്ടർ സ്പെഷ്യലിസ്റ്റ്
computerisation,കമ്പ്യൂട്ടർവൽക്കരണം
computerist,കമ്പ്യൂട്ടറിസ്റ്റ്
computerize,കമ്പ്യൂട്ടറൈസ് ചെയ്യുക
computing,കമ്പ്യൂട്ടിംഗ്
concept,ആശയം
concurrency,സമവായം
concurrent,ഒരേസമയം
condition variable,അവസ്ഥ വേരിയബിൾ
conditional operator,സോപാധിക ഓപ്പറേറ്റർ
conditional statement,സോപാധിക പ്രസ്താവന
conductor,കണ്ടക്ടർ
conferencing,കോൺഫറൻസിങ്
confidentiality,രഹസ്യാത്മകത
configuration,കോൺഫിഗറേഷൻ
congestion,തിരക്ക്
conjunction,സംയോജനം
connect speed,കണക്ട് വേഗത
connection,കണക്ഷൻ
connection less communication,കണക്ഷൻ കുറവ് ആശയവിനിമയം
connection release,കണക്ഷൻ റിലീസ്
connectivity,കണക്റ്റിവിറ്റി
connector,കണക്റ്റർ
consecutive,തുടർച്ചയായി
consequent,അനന്തരഫലം
console,കൺസോൾ
consolidation,ഏകീകരണം
constant,സ്ഥിരമായ
constant instruction,നിരന്തരമായ നിർദ്ദേശം
constraint,പരിമിതി
constructor,കൺസ്ട്രക്റ്റർ
container,കണ്ടെയ്നർ
content,ഉള്ളടക്കം
context,സന്ദർഭം
context free grammar (CFG),സന്ദർഭ രഹിത വ്യാകരണം (CFG)
context switch,സന്ദർഭ സ്വിച്ച്
contingency,ആകസ്മികത
contraction,സങ്കോചം
contrast,വൈരുദ്ധ്യം
control,നിയന്ത്രണം
control area,നിയന്ത്രണ മേഖല
control bit,നിയന്ത്രണ ബിറ്റ്
control bus,നിയന്ത്രണ ബസ്
control card,നിയന്ത്രണ കാർഡ്
control circuit,നിയന്ത്രണ സർക്യൂട്ട്
control cycle,നിയന്ത്രണ ചക്രം
control engineering,നിയന്ത്രണ എഞ്ചിനീയറിംഗ്
control key,നിയന്ത്രണ കീ
control logic,നിയന്ത്രണ യുക്തി
control loop,നിയന്ത്രണ ലൂപ്പ്
control mark,നിയന്ത്രണ അടയാളം
control operation,നിയന്ത്രണ പ്രവർത്തനം
control panel,നിയന്ത്രണ പാനൽ
control signal,നിയന്ത്രണ സിഗ്നൽ
control switch,നിയന്ത്രണ സ്വിച്ച്
control tape,നിയന്ത്രണ ടേപ്പ്
control terminal,നിയന്ത്രണ ടെർമിനൽ
control unit (CU),നിയന്ത്രണ യൂണിറ്റ് (CU)
convergence,ഒത്തുചേരൽ
conversation,സംഭാഷണം
conversational time sharing,സംഭാഷണ സമയം പങ്കിടൽ
conversion,പരിവർത്തനം
converter,കൺവെർട്ടർ
Cook's theorem,കുക്കിന്റെ സിദ്ധാന്തം
co-processor,സഹ-പ്രൊസസർ
copy,പകർത്തുക
copyright,പകർപ്പവകാശം
cord,ചരട്
cordless telephone,കോർഡ്ലെസ്സ് ടെലിഫോൺ
corollary,അനന്തരഫലം
correction,തിരുത്തൽ
corrupted,ദുഷിച്ചു
count,എണ്ണുക
counter,കൗണ്ടർ
country code,രാജ്യത്തിന്റെ കോഡ്
covariance,സഹവർത്തിത്വം
coverage,കവറേജ്
crash,തകര്ച്ച
critical path,നിർണായക പാത
critical path method (CPM),ക്രിട്ടിക്കൽ പാത്ത് രീതി (CPM)
cross check,ക്രോസ് ചെക്ക്
cross compiler,ക്രോസ് കംപൈലർ
cross fire,തീ കടക്കുക
cross talk,ക്രോസ് ടോക്ക്
cryptographic,ക്രിപ്റ്റോഗ്രാഫിക്
cryptography,ക്രിപ്റ്റോഗ്രഫി
currency symbol,കറൻസി ചിഹ്നം
current directory,നിലവിലെ ഡയറക്ടറി
current window,നിലവിലെ വിൻഡോ
cursor,കഴ്സർ
curve,വളവ്
cut and paste,വെട്ടി ഒട്ടിക്കുക്ക
cut method,കട്ട് രീതി
cyber,സൈബർ
cyber café,സൈബർ കഫേ
cyber cash,സൈബർ പണം
cyber crime,സൈബർ കുറ്റകൃത്യം
cyber delics,സൈബർ ഡെലിക്കുകൾ
cyber law,സൈബർ നിയമം
cyber sex,സൈബർ സെക്‌സ്
cybernatics,സൈബർനാറ്റിക്സ്
cybernation,സൈബർനേഷൻ
cycle,ചക്രം
cycle memory,സൈക്കിൾ മെമ്മറി
cycle steal,സൈക്കിൾ മോഷ്ടിക്കുന്നു
cycle time,സൈക്കിൾ സമയം
cyclic,ചാക്രികമായ
daemon,പിശാച്
daisy wheel,ഡെയ്സി ചക്രം
data administrator,ഡാറ്റ അഡ്മിനിസ്ട്രേറ്റർ
data allocation,ഡാറ്റ അലോക്കേഷൻ
data area,ഡാറ്റ ഏരിയ
data array,ഡാറ്റ അറേ
data base,ഡാറ്റാ ബേസ്
data break,ഡാറ്റ ബ്രേക്ക്
data bus,ഡാറ്റ ബസ്
data carrier,ഡാറ്റ കാരിയർ
data cell,ഡാറ്റ സെൽ
data channel,ഡാറ്റ ചാനൽ
data communication,ഡാറ്റ ആശയവിനിമയം
data compression,ഡാറ്റ കംപ്രഷൻ
data field,ഡാറ്റ ഫീൽഡ്
data file,ഡാറ്റ ഫയൽ
data flow,ഡാറ്റ ഫ്ലോ
data flow Chart,ഡാറ്റ ഫ്ലോ ചാർട്ട്
