Odiya,Kannada
ପ୍ରାମାଣିକିକରଣକୁ ପ୍ରବେଶ କରନ୍ତୁ |,ಪ್ರವೇಶ ದೃಢೀಕರಣ
ପ୍ରବେଶ କୋଡ୍,ಪ್ರವೇಶ ಕೋಡ್
ପ୍ରବେଶ ନିୟନ୍ତ୍ରଣ,ಪ್ರವೇಶ ನಿಯಂತ್ರಣ
ଆକ୍ସେସ୍ ସ୍କାନ୍ |,ಪ್ರವೇಶ ಸ್ಕ್ಯಾನ್
ଆନୁଷଙ୍ଗିକ,ಪರಿಕರ
ଖାତା,ಖಾತೆ
ଖାତା ID,ಖಾತೆ ID
ଜମାକାରୀ,ಸಂಚಯಕ
ସଠିକତା,ನಿಖರತೆ
acess,ಪ್ರವೇಶ
ଏସିସ୍ ନିୟନ୍ତ୍ରଣ ବାଇଟ୍ |,ಪ್ರವೇಶ ನಿಯಂತ್ರಣ ಬೈಟ್
acess index,ಪ್ರವೇಶ ಸೂಚ್ಯಂಕ
acess କି,ಪ್ರವೇಶ ಕೀ
acess matrix,ಪ್ರವೇಶ ಮ್ಯಾಟ್ರಿಕ್ಸ್
acess ମୋଡ୍ |,ಪ್ರವೇಶ ಮೋಡ್
acess ଅଧିକାର,ಪ್ರವೇಶ ಸವಲತ್ತು
acess ସୁରକ୍ଷା |,ಪ್ರವೇಶ ಭದ್ರತೆ
acess ସର୍ଭର |,ಪ್ರವೇಶ ಸರ್ವರ್
ଆକସେସ୍ ସମୟ |,ಪ್ರವೇಶ ಸಮಯ
ସ୍ୱୀକୃତି,ಸ್ವೀಕೃತಿ
ଆକାଶବାଣୀ,ಅಕೌಸ್ಟಿಕ್ಸ್
ସଂକ୍ଷିପ୍ତ ଶବ୍ଦ,ಸಂಕ್ಷಿಪ್ತ ರೂಪ
କାର୍ଯ୍ୟ ବାର୍ତ୍ତା |,ಕ್ರಿಯೆಯ ಸಂದೇಶ
ସକ୍ରିୟ,ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ
ସକ୍ରିୟ ସର୍ଭର ପୃଷ୍ଠା (ASP),ಸಕ್ರಿಯ ಸರ್ವರ್ ಪುಟ (ASP)
ସକ୍ରିୟ ସଂସ୍କରଣ |,ಸಕ್ರಿಯ ಆವೃತ್ತಿ
acyclic,ಅಸೈಕ್ಲಿಕ್
acyclic ଗ୍ରାଫ୍ |,ಅಸಿಕ್ಲಿಕ್ ಗ್ರಾಫ್
ଅଦା ଭାଷା |,ಅದಾ ಭಾಷೆ
ଆଡାପ୍ଟର,ಅಡಾಪ್ಟರ್
ଯୋଡନ୍ତୁ |,ಸೇರಿಸಿ
ଫାଇଲ୍ ଯୋଡନ୍ତୁ |,ಕಡತವನ್ನು ಸೇರಿಸು
ଅପରେସନ୍ ଯୋଡନ୍ତୁ |,ಕಾರ್ಯಾಚರಣೆಯನ್ನು ಸೇರಿಸಿ
ଆଡର୍,ಸೇರಿಸುವವನು
ଠିକଣା,ವಿಳಾಸ
ଠିକଣା ବସ୍,ವಿಳಾಸ ಬಸ್
ଠିକଣା ଫାଇଲ୍ |,ವಿಳಾಸ ಫೈಲ್
ଠିକଣା ଫର୍ମାଟ୍,ವಿಳಾಸ ಸ್ವರೂಪ
ଠିକଣା ଜେନେରେଟର,ವಿಳಾಸ ಜನರೇಟರ್
ଠିକଣା ରେଖା,ವಿಳಾಸ ಸಾಲು
ଠିକଣା ମ୍ୟାପିଂ,ವಿಳಾಸ ಮ್ಯಾಪಿಂಗ್
ଠିକଣା ସୂଚକ,ವಿಳಾಸ ಪಾಯಿಂಟರ್
ଠିକଣା ରେଜିଷ୍ଟର,ವಿಳಾಸ ನೋಂದಣಿ
ଠିକଣା ରେଜୋଲୁସନ,ವಿಳಾಸ ನಿರ್ಣಯ
ଠିକଣା ଅନୁବାଦ,ವಿಳಾಸ ಅನುವಾದ
ଠିକଣା ସ୍ମୃତି,ಸ್ಮರಣೆಯನ್ನು ಉದ್ದೇಶಿಸಿ
ଠିକଣା,ಉದ್ದೇಶಿಸಿ
ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ,ಸಮರ್ಪಕತೆಯ ಮಾನದಂಡಗಳು
ଯୋଗ,ಪಕ್ಕದ
ପ୍ରଶାସନ,ಆಡಳಿತ
ପ୍ରଶାସକ,ನಿರ್ವಾಹಕ
ଆଡୋବ ଆକ୍ରୋବାଟ୍ |,ಅಡೋಬ್ ಅಕ್ರೋಬ್ಯಾಟ್
ଆଡୋବ ଫଟୋଶପ୍ |,ಅಡೋಬ್ ಫೋಟೋಶಾಪ್
ଆଡଭାନ୍ସ ବ୍ୟବସାୟ ଆବେଦନ ପ୍ରୋଗ୍ରାମିଂ (ABAP),ಅಡ್ವಾನ್ಸ್ ಬಿಸಿನೆಸ್ ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ (ABAP)
ଉନ୍ନତ ତଥ୍ୟ,ಸುಧಾರಿತ ಡೇಟಾ
ଉନ୍ନତ ସୂଚନା ପ୍ରଣାଳୀ |,ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ
ଉନ୍ନତ ଜ୍ଞାନକ technology ଶଳ (AT),ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ (AT)
ଏଜେଣ୍ଟ,ಏಜೆಂಟ್
ଏକୀକରଣ,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
ବାୟୁବାହୀ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |,ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ
aldus ପୃଷ୍ଠା ନିର୍ମାତା |,ಅಲ್ಡಸ್ ಪೇಜ್ ಮೇಕರ್
ଆଲର୍ଟ ବାକ୍ସ,ಎಚ್ಚರಿಕೆ ಪೆಟ್ಟಿಗೆ
ଆଲଗୋଲ୍,ಆಲ್ಗೋಲ್
ଆଲଗୋରିଦମ |,ಅಲ್ಗಾರಿದಮ್
ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ |,ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ
ଆଲଗୋରିଦମ ଦକ୍ଷତା |,ಅಲ್ಗಾರಿದಮ್ ದಕ್ಷತೆ
ଛଦ୍ମନାମ,ಅಲಿಯಾಸ್
ଶ୍ରେଣୀବଦ୍ଧତା |,ಜೋಡಣೆ
ଆବଣ୍ଟନ,ಹಂಚಿಕೆ
ବର୍ଣ୍ଣାନୁକ୍ରମିକ,ವರ್ಣಮಾಲೆಯ
ବର୍ଣ୍ଣମାଳା,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್
ବର୍ଣ୍ଣମାଳା କି ବୋର୍ଡ |,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀ ಬೋರ್ಡ್
ଆଲଫା-ପରୀକ୍ଷା,ಆಲ್ಫಾ-ಪರೀಕ್ಷೆ
ଆଲଫା-ସଂସ୍କରଣ |,ಆಲ್ಫಾ-ಆವೃತ್ತಿ
alt କି,ಆಲ್ಟ್ ಕೀ
altavista,ಅಲ್ಟಾವಿಸ್ತಾ
ଅସ୍ପଷ୍ଟତା |,ಅಸ್ಪಷ್ಟತೆ
ଅସ୍ପଷ୍ଟ ବ୍ୟାକରଣ,ಅಸ್ಪಷ್ಟ ವ್ಯಾಕರಣ
ଆମେରିକୀୟ ଜାତୀୟ ମାନକ ପ୍ରତିଷ୍ଠାନ (ANSI),ಅಮೇರಿಕನ್ ನ್ಯಾಷನಲ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ಸ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ (ANSI)
ସୂଚନା ଆଦାନ ପ୍ରଦାନ ପାଇଁ ଆମେରିକୀୟ ଷ୍ଟାଣ୍ଡାର୍ଡ କୋଡ୍ (ASCII),ಮಾಹಿತಿ ವಿನಿಮಯಕ್ಕಾಗಿ ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್ (ASCII)
analog,ಅನಲಾಗ್
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್
analog ଉପକରଣ,ಅನಲಾಗ್ ಸಾಧನ
ଆନାଗଲ୍ ମୋଡେମ୍ |,ಅನಲಾಗ್ ಮೋಡೆಮ್
ଡିଜିଟାଲ୍ କନଭର୍ଟର (ADC),ಅನಲಾಗ್ ಟು ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕ (ADC)
ଏବଂ,ಮತ್ತು
ଏବଂ ସର୍କିଟ |,ಮತ್ತು ಸರ್ಕ್ಯೂಟ್
ଏବଂ ଫାଟକ |,ಮತ್ತು ಗೇಟ್
ଏବଂ ଅପରେସନ୍ ନୁହେଁ (ବହିଷ୍କାର),ಮತ್ತು ಕಾರ್ಯಾಚರಣೆಯಲ್ಲ (ಹೊರಗಿಡುವಿಕೆ)
ଆନିମେସନ୍,ಅನಿಮೇಷನ್
ଟିପ୍ପଣୀ,ಟಿಪ್ಪಣಿ
ଅନୋମାଲିୟା |,ಅಸಂಗತತೆ
ପ୍ରାଚୀନ,ಪೂರ್ವಭಾವಿ
ଆଶାକର୍ମୀ ପେଜିଂ |,ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್
ଆଣ୍ଟି-ସିମେଟ୍ରିକ୍ |,ವಿರೋಧಿ ಸಮ್ಮಿತೀಯ
ଆଣ୍ଟିଭାଇରସ୍ ପ୍ରୋଗ୍ରାମ୍ |,ಆಂಟಿವೈರಸ್ ಪ್ರೋಗ್ರಾಂ
ଆପଲେଟ୍,ಆಪ್ಲೆಟ್
ପ୍ରୟୋଗ ବିକାଶକାରୀ,ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ,ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍ (API),ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್ (API)
ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍,ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್ವೇರ್
ପ୍ରୟୋଗ ଭାଷା |,ಅನ್ವಯಿಕ ಭಾಷೆ
ଆନୁମାନିକ ତତ୍ତ୍। |,ಅಂದಾಜು ಸಿದ್ಧಾಂತ
ସ୍ଥାପତ୍ୟ,ವಾಸ್ತುಶಿಲ್ಪ
କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର |,ಪ್ರದೇಶ ವರ್ಗಾವಣೆ
ଯୁକ୍ତି,ವಾದ
ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |,ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ
ଗାଣିତିକ ଯାଞ୍ଚ |,ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ
ଗାଣିତିକ ସ୍ଥିର |,ಅಂಕಗಣಿತ ಸ್ಥಿರ
ଗାଣିତିକ ତଥ୍ୟ,ಅಂಕಗಣಿತದ ಡೇಟಾ
ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ,ಅಂಕಗಣಿತದ ಸೂಚನೆ
ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ (ALU),ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ (ALU)
ARPANET,ಅರ್ಪಾನೆಟ್
ଆରେ,ಶ್ರೇಣಿ
ଆରେ କ୍ୟାଚ୍,ರಚನೆಯ ಸಂಗ್ರಹ
ଆରେ କମ୍ପ୍ୟୁଟର |,ಅರೇ ಕಂಪ್ಯೂಟರ್
ଆରେ ଉପାଦାନ |,ರಚನೆಯ ಅಂಶ
ଆରେ ନାମ,ರಚನೆಯ ಹೆಸರು
ଆରେ ସଞ୍ଚାଳକ,ರಚನೆಯ ಪ್ರೊಸೆಸರ್
ତୀର କିଗୁଡ଼ିକ,ಬಾಣದ ಕೀಲಿಗಳು
ଆର୍ଟିକିଲେସନ୍,ಉಚ್ಚಾರಣೆ
ଆର୍ଟିକ୍ୟୁଲେସନ୍ ପଏଣ୍ଟ |,ಉಚ್ಚಾರಣಾ ಬಿಂದು
କୃତ୍ରିମ ସଙ୍କୋଚନ |,ಕೃತಕ ಸಂಕೋಚನ
କୃତ୍ରିମ ନିୟନ୍ତ୍ରଣ |,ಕೃತಕ ನಿಯಂತ್ರಣ
କୃତ୍ରିମ ବୁଦ୍ଧି,ಕೃತಕ ಬುದ್ಧಿವಂತಿಕೆ
ଆରୋହଣ,ಆರೋಹಣ
ଆରୋହଣ କ୍ରମ,ಆರೋಹಣ ರೀತಿಯ
ASCII ବେଟିକାଲ୍ କ୍ରମ |,ASCII ಬೆಟಿಕಲ್ ಆರ್ಡರ್
ASCII ନିୟନ୍ତ୍ରଣ ବର୍ଣ୍ଣ |,ASCII ನಿಯಂತ್ರಣ ಪಾತ್ರ
ASCII ଫାଇଲ୍ |,ASCII ಫೈಲ್
ASCII ଫଣ୍ଟ |,ASCII ಫಾಂಟ್
ASCII ସ୍ଥାନାନ୍ତର |,ASCII ವರ್ಗಾವಣೆ
ଆନୁମାନିକ ଅନୁପାତ,ಆಕಾರ ಅನುಪಾತ
ASPI,ASPI
ASR ଟାଇମର୍ |,ASR ಟೈಮರ್
ଏକତ୍ର ହୁଅ,ಜೋಡಿಸು
ଏକତ୍ରକାରୀ,ಅಸೆಂಬ್ಲರ್
ସଭା,ಸಭೆ
ସଭା ଭାଷା |,ಅಸೆಂಬ್ಲಿ ಭಾಷೆ
ଧାରଣା,ಪ್ರತಿಪಾದನೆ
ଆସାଇନମେଣ୍ଟ,ನಿಯೋಜನೆ
ସଙ୍ଗଠନ,ಸಂಘ
ସହଯୋଗୀ ଠିକଣା,ಸಹಾಯಕ ವಿಳಾಸ
ସହଯୋଗୀ ସ୍ମୃତି,ಸಹಾಯಕ ಸ್ಮರಣೆ
ନକ୍ଷତ୍ର,ಆಸ್ಟರಿಕ್
ଅସୀମିତ |,ಅಸಮ್ಮಿತ
ଅସନ୍ତୁଳିତ |,ಅಸಮಕಾಲಿಕ
ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL),ಅಸಮಕಾಲಿಕ ಡಿಜಿಟಲ್ ಚಂದಾದಾರರ ಸಾಲು (ADSL)
ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM),ಅಸಮಕಾಲಿಕ ಸಮಯ ವಿಭಾಗ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (ATDM)
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |,ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍),ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM)
ପରମାଣୁ,ಪರಮಾಣು
ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |,ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್
ସଂଲଗ୍ନ ଫାଇଲ୍ |,ಲಗತ್ತಿಸಲಾದ ಕಡತ
ସଂଲଗ୍ନ,ಬಾಂಧವ್ಯ
ଗୁଣ,ಗುಣಲಕ್ಷಣ
ଅଡିଓ,ಆಡಿಯೋ
ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |,ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ଅଡିଟ୍ ଟ୍ରେଲ୍ |,ಆಡಿಟ್ ಟ್ರಯಲ್
ବୃଦ୍ଧି,ವರ್ಧನೆ
ପ୍ରାମାଣିକିକରଣ ପ୍ରୋଟୋକଲ୍ |,ದೃಢೀಕರಣ ಪ್ರೋಟೋಕಾಲ್
ଲେଖକ ପ୍ରଣାଳୀ,ಲೇಖಕ ವ್ಯವಸ್ಥೆ
ପ୍ରାଧିକରଣ,ಅಧಿಕಾರ
ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |,ಸ್ವಯಂ ಅಮೂರ್ತ
ଅଟୋବୋଟିଂ,ಸ್ವಯಂಬೂಟ್ ಮಾಡುವಿಕೆ
ଅଟୋକ୍ୟାଡ୍ |,ಆಟೋಕ್ಯಾಡ್
ଅଟୋଲୋଜି ଅନ୍,ಸ್ವಯಂ ಲಾಗ್ ಆನ್
ଅଟୋମେଟା |,ಸ್ವಯಂಚಾಲಿತ
ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |,ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ
ସ୍ୱୟଂଚାଳିତ ଗଣନା,ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟಿಂಗ್
ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ
ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |,ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ
ସ୍ୱୟଂଚାଳିତ କାର୍ଯ୍ୟ,ಸ್ವಯಂಚಾಲಿತ ಕಾರ್ಯ
ସ୍ୱୟଂଚାଳିତ ସୂଚକାଙ୍କ |,ಸ್ವಯಂಚಾಲಿತ ಸೂಚ್ಯಂಕ
ସ୍ୱୟଂଚାଳିତ ଲାଇବ୍ରେରୀ କଲ୍ |,ಸ್ವಯಂಚಾಲಿತ ಲೈಬ್ರರಿ ಕರೆ
ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |,ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ |,ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ
ସ୍ୱୟଂଚାଳିତ ରୁଟିନ୍ |,ಸ್ವಯಂಚಾಲಿತ ದಿನಚರಿ
ସ୍ୱୟଂଚାଳିତ ତନ୍ତ୍ର ପୁନରୁଦ୍ଧାର,ಸ್ವಯಂಚಾಲಿತ ಸಿಸ್ಟಮ್ ಚೇತರಿಕೆ
ସ୍ୱୟଂଚାଳିତ ଟେଲର୍ ମେସିନ୍ (ଏଟିଏମ୍),ಸ್ವಯಂಚಾಲಿತ ಟೆಲ್ಲರ್ ಯಂತ್ರ (ATM)
ସ୍ୱୟଂଚାଳିତ,ಯಾಂತ್ರೀಕೃತಗೊಂಡ
ସ୍ଵତଃ ଚଳିତ,ಸ್ವಚಾಲಿತ
ଅଟୋସେଭ୍ |,ಸ್ವಯಂ ಉಳಿಸಿ
ସହାୟକକାରୀ,ಸಹಾಯಕ
ସହାୟକ ସ୍ମୃତି,ಸಹಾಯಕ ಸ್ಮರಣೆ
ସହାୟକ ଷ୍ଟୋରେଜ୍,ಸಹಾಯಕ ಸಂಗ್ರಹಣೆ
ଉପଲବ୍ଧ ତାଲିକା |,ಲಭ್ಯವಿರುವ ಪಟ್ಟಿ
ଉପଲବ୍ଧ ସମୟ |,ಲಭ್ಯವಿರುವ ಸಮಯ
ହାରାହାରି,ಸರಾಸರಿ
awk (ଭାଷା),awk (ಭಾಷೆ)
ବ୍ୟାକେଣ୍ଡ୍ |,ಬ್ಯಾಕೆಂಡ್
ବ୍ୟାକେଣ୍ଡ୍ ସଞ୍ଚାଳକ |,ಬ್ಯಾಕೆಂಡ್ ಪ್ರೊಸೆಸರ್
ବ୍ୟାକଫେସ୍ ଅପସାରଣ |,ಹಿಂಬದಿ ತೆಗೆಯುವಿಕೆ
ପୃଷ୍ଠଭୂମି ପ୍ରକ୍ରିୟାକରଣ |,ಹಿನ್ನೆಲೆ ಸಂಸ್ಕರಣೆ
ବ୍ୟାକିଂ ଷ୍ଟୋର |,ಬ್ಯಾಕಿಂಗ್ ಅಂಗಡಿ
ବ୍ୟାକପ୍ୟାଚ୍,ಬ್ಯಾಕ್‌ಪ್ಯಾಚಿಂಗ್
ବ୍ୟାକସ୍ପେସ୍ |,ಬ್ಯಾಕ್‌ಸ್ಪೇಸ್
ବ୍ୟାକଟ୍ରାକ୍,ಬ್ಯಾಕ್‌ಟ್ರ್ಯಾಕಿಂಗ್
ବ୍ୟାକ୍ ଅପ୍ |,ಬ್ಯಾಕ್ ಅಪ್
ବ୍ୟାକ୍ ଅପ୍ ମେମୋରୀ |,ಬ್ಯಾಕ್-ಅಪ್ ಮೆಮೊರಿ
ପଛୁଆ ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର,ಹಿಂದುಳಿದ ದೋಷ ಚೇತರಿಕೆ
ତୂଳନା ପତ୍ର,ಆಯವ್ಯಯ ಪಟ್ಟಿ
ବ୍ୟାଣ୍ଡ,ಬ್ಯಾಂಡ್
ବ୍ୟାଣ୍ଡ ଓସାର |,ಬ್ಯಾಂಡ್ ಅಗಲ
ବ୍ୟାଙ୍କର ଆଲଗୋରିଦମ |,ಬ್ಯಾಂಕರ್ ಅಲ್ಗಾರಿದಮ್
ବାର୍ କୋଡ୍,ಬಾರ್ ಕೋಡ್
ବାର୍ କୋଡ୍ ସ୍କାନର୍ |,ಬಾರ್ ಕೋಡ್ ಸ್ಕ್ಯಾನರ್
ବାର୍ ଗ୍ରାଫ୍ |,ಬಾರ್ ಗ್ರಾಫ್
ମୂଳ ଠିକଣା,ಮೂಲ ವಿಳಾಸ
ବେସ୍ ବ୍ୟାଣ୍ଡ |,ಬೇಸ್ ಬ್ಯಾಂಡ್
ଆଧାର ସଂଖ୍ୟା,ಮೂಲ ಸಂಖ್ಯೆ
ଆଧାର ଟେବୁଲ୍ |,ಬೇಸ್ ಟೇಬಲ್
ବେସିକ୍ |,ಬೇಸಿಕ್
ମ basic ଳିକ ନିୟନ୍ତ୍ରଣ |,ಮೂಲ ನಿಯಂತ್ರಣ
ମ basic ଳିକ ଇନପୁଟ୍ |,ಮೂಲ ಇನ್ಪುಟ್
ମ basic ଳିକ ନିର୍ଦ୍ଦେଶ,ಮೂಲ ಸೂಚನೆ
ମ basic ଳିକ ଆଉଟପୁଟ୍,ಮೂಲ ಔಟ್ಪುಟ್
ମ basic ଳିକ ପଦକ୍ଷେପ |,ಮೂಲ ಹಂತ
ବ୍ୟାଚ୍,ಬ್ಯಾಚ್
ବ୍ୟାଚ୍ ଫାଇଲ୍ |,ಬ್ಯಾಚ್ ಫೈಲ್
ବ୍ୟାଚ୍ ସ୍ଥିତି |,ಬ್ಯಾಚ್ ಸ್ಥಾನ
ବ୍ୟାଚ୍ ପ୍ରକ୍ରିୟାକରଣ |,ಬ್ಯಾಚ್ ಸಂಸ್ಕರಣೆ
ବ୍ୟାଚ୍ ସିଷ୍ଟମ୍ |,ಬ್ಯಾಚ್ ವ್ಯವಸ್ಥೆ
baud,ಬಾಡ್
ବାଉଡ୍ ହାର,ಬೌಡ್ ದರ
ବିମ୍,ಕಿರಣ
ମାନଦଣ୍ଡ,ಮಾನದಂಡ
ଦ୍ୱି-ଦିଗୀୟ ଯୋଗାଯୋଗ |,ದ್ವಿಮುಖ ಸಂವಹನ
ଦ୍ୱି-ଦିଗୀୟ ଲିଙ୍କ୍ |,ದ್ವಿಮುಖ ಲಿಂಕ್
ବାଇନାରୀ କୋଡ୍ |,ಬೈನರಿ ಕೋಡ್
ବାଇନାରୀ ଅଙ୍କ,ದ್ವಿಮಾನ ಅಂಕಿ
ବାଇନାରୀ ଇନପୁଟ୍ ଆଉଟପୁଟ୍ ସିଷ୍ଟମ୍ (BIOS),ಬೈನರಿ ಇನ್‌ಪುಟ್ ಔಟ್‌ಪುಟ್ ಸಿಸ್ಟಮ್ (BIOS)
ବାଇନାରୀ ସଂଖ୍ୟା,ಬೈನರಿ ಸಂಖ್ಯೆ
ବାଇନାରୀ ଅପରେଟର୍ |,ಬೈನರಿ ಆಪರೇಟರ್
ବାଇନାରୀ ସମ୍ପର୍କ |,ದ್ವಿಮಾನ ಸಂಬಂಧ
ବାଇନାରୀ ସନ୍ଧାନ |,ಬೈನರಿ ಹುಡುಕಾಟ
ବାଇନାରୀ ସନ୍ଧାନ ବୃକ୍ଷ (BST),ಬೈನರಿ ಸರ್ಚ್ ಟ್ರೀ (BST)
ବାଇନାରୀ ସ୍ଥାନାନ୍ତର |,ಬೈನರಿ ವರ್ಗಾವಣೆ
ବାଇନାରୀ ଗଛ |,ಅವಳಿ ಮರ
ଦ୍ୱିପାକ୍ଷିକ ସ୍ମୃତି,ಬೈಪೋಲಾರ್ ಮೆಮೊರಿ
ଜନ୍ମ ମୃତ୍ୟୁ ମଡେଲ |,ಜನನ ಮರಣ ಮಾದರಿ
