English,Bengali
Babul acacia,বাবুল অ্যাকাসিয়া
Baby corn,শিশুর ভূট্টা
Bael,বেল
Baill,বেল
Balsam,বালসাম
Bamboo,বাঁশ
Banana,কলা
Banyan tree,বটগাছ
Barley,বার্লি
Barnyard millet,বার্নইয়ার্ড মিললেট
Basil,পুদিনা
Bastard cedar,জারজ সিডার
Bastard myrobalan,জারজ মাইরোবালান
Bauhinia,বাউহিনিয়া
Bay berry,বে বেরি
Bean,বিন
Beet,বীট
Belladonna,বেলাদোনা
Ber,বের
Berseem,বার্সিম
Betel,সুপারি
Bilimbi,বিলিম্বি
Bitter gourd,বিটার লাউ
Black gram,কালো গ্রাম
Black nightshade,কালো নাইটশেড
Bougainvillea,বোগেনভিলিয়া
Bottle brush,বোতল ব্রাশ
Bottle gourd,বোতল লাউ
Box tree,বক্স ট্রি
Bread fruit,রুটি ফল
Bridal creeper,ব্রাইডাল লতা
Brinjal,ব্রিনজাল
Broad bean,ব্রড শিম
Broccoli,ব্রোকলি
Brussel's sprout,ব্রাসেলের স্প্রাউট
Buckwheat,বাকউইট
Butea,বুটিয়া
Bandicoot,ব্যান্ডিকুট
Bear,ভাল্লুক
Beetle,বিটল
Blister beetle,ফোস্কা বিটল
Blue bull,নীল ষাঁড়
Boll worm,বোল কৃমি
Butterfly,প্রজাপতি
Bacteriologist,ব্যাকটিরিওলজিস্ট
Biochemist,বায়োকেমিস্ট
Biologist,জীববিজ্ঞানী
Biotechnologist,বায়োটেকনোলজিস্ট
Botanist,উদ্ভিদবিদ
C moisture characteristic curve,সি আর্দ্রতা বৈশিষ্ট্যযুক্ত বক্ররেখা
Cake,কেক
Calcarious,ক্যালারিয়াস
Calcification,ক্যালিফিকেশন
Calcination of phosphate,ফসফেটের ক্যালকিনেশন
Callosity,Calost
Callus,কলাস
Calyx,ক্যালিক্স
Calyx-end,ক্যালিক্স-এন্ড
Cambium,ক্যাম্বিয়াম
Canker,ক্যান্সার
Canning,ক্যানিং
Canopy,ক্যানোপি
Capital,মূলধন
Caprification,ক্যাপরিফিকেশন
Capsule,ক্যাপসুল
Carbonated,কার্বনেটেড
Carbonization,কার্বনাইজেশন
Carpel,কার্পেল
Carpus,কার্পাস
Casting,ঢালাই
Catabolism,ক্যাটাবোলিজম
Catalysis,ক্যাটালাইসিস
Caterpillar,শুঁয়াপোকা
C-DNA Library,সি-ডিএনএ লাইব্রেরি
Ceiling,সিলিং
Cell,সেল
Central leader system,কেন্দ্রীয় নেতা ব্যবস্থা
Centric,কেন্দ্রিক
Centrifugation,সেন্ট্রিফিউগেশন
Centrifuge,সেন্ট্রিফিউজ
Centriole,সেন্ট্রিওল
Centrogenic,সেন্ট্রোজেনিক
Centrogenous,সেন্ট্রোজেনাস
Cercus,সার্কাস
Cereal,সিরিয়াল
Certification,শংসাপত্র
Certified seed,প্রত্যয়িত বীজ
Chaff,চ্যাফ
Chalaza,চালাজা
Chemotropism,কেমোট্রপিজম
Chiasma,চিয়াসমা
Chilling hours,শীতল সময়
Chilling injury,শীতল আঘাত
Chimera,চিমেরা
Chloranthy,ক্লোরান্টি
Chlorophyll,ক্লোরোফিল
Chlorosis,ক্লোরোসিস
Chlorology,ক্লোরোলজি
Chromatid,ক্রোমাটিড
Chromatin,ক্রোমাটিন
Chromatography,ক্রোমাটোগ্রাফি
Chromatolysis,ক্রোমাটোলাইসিস
Chromocentre,ক্রোমোসেন্ট্রে
Chromogenesis,ক্রোমোজেনেসিস
Chromoprotein,ক্রোমোপ্রোটিন
Chromosome,ক্রোমোজোম
Chronic,দীর্ঘস্থায়ী
Citrange,সিট্রঞ্জ
Cladode,ক্লেডোড
Classification,শ্রেণিবদ্ধকরণ
Clay,ক্লে
Cleaning,পরিষ্কার
Cleistogamy,ক্লিস্টোগ্যামি
Climacteric fruit,ক্লাইম্যাক্টেরিক ফল
Climate,জলবায়ু
Climatology,জলবায়ু
Clipper,ক্লিপার
Clod,ক্লোড
Clone,ক্লোন
Cloud,মেঘ
Clump,ক্লাম্প
Cluster,ক্লাস্টার
Coarse,মোটা
Coat (seed),কোট (বীজ)
Cocoon,কোকুন
Coenzyme,কোএনজাইম
Cohesion,সংহতি
Coir,কয়ার
Coleorrhiza,কোলোররিজা
Collar,কলার
Colloid (soil),কলয়েড (মাটি)
Columella,কলিউমেলা
Column,কলাম
Commensalism,কমেন্সালিজম
Commercial bank,বাণিজ্যিক ব্যাংক
Commodity,পণ্য
Community,সম্প্রদায়
Compaction (of soil),সংযোগ (মাটির)
Compatibility,সামঞ্জস্যতা
Compatibility,সামঞ্জস্যতা
Compensation,ক্ষতিপূরণ
Competitive interaction,প্রতিযোগিতামূলক মিথস্ক্রিয়া
Complementary crop,পরিপূরক ফসল
Complex,জটিল
Component,উপাদান
Composition,গঠন
Compost,কম্পোস্ট
Compound interest,চক্রবৃদ্ধিহারে সুদ
Computation,গণনা
Computer,কম্পিউটার
Concentration,একাগ্রতা
Conditioner,কন্ডিশনার
Conductance,আচরণ
Configuration,কনফিগারেশন
Conformity,অনুসার
Confounding,বিভ্রান্তিকর
Conjugation,সংমিশ্রণ
Connective,সংযোগকারী
Conservation,সংরক্ষণ
Consolidation,একত্রীকরণের
Constituents,উপাদান
Consumer,গ্রাহক
Consumption,খরচ
Contamination,দূষণ
Contour planting,কনট্যুর রোপণ
Contour,কনট্যুর
Contract farming,চুক্তি চাষ
Controlled storage,নিয়ন্ত্রিত স্টোরেজ
Co-operative bank,সমবায় ব্যাংক
Cooperator,সহযোগী
Coppice,কপিস
Corm,Corm
Corolla,করোলা
Cortex,কর্টেক্স
Cost,ব্যয়
Cotyledon (seed),কোটিলেডন (বীজ)
Credit society,ক্রেডিট সোসাইটি
Credit,ক্রেডিট
Creditor,পাওনাদার
Crest,ক্রেস্ট
Crinkle,ক্রিঙ্কল
Crisis,সংকট
Criterion,মানদণ্ড
Critical,সমালোচনা
Crop insurance,শস্য বীমা
Crop loan,শস্য loan ণ
Crop,ফসল
Cropping area,ক্রপিং অঞ্চল
Cross-incompatible,ক্রস-ইনমপ্যাটেবল
Crown (plant),মুকুট (উদ্ভিদ)
Crumb,ক্রম্ব
Crust,ক্রাস্ট
Cryptogam,ক্রিপ্টোগাম
Cull (fruits),কুল (ফল)
Culm,কাল্ম
Cultivar,চাষকারী
Cultivation,চাষ
Cultivator,কৃষক
Culture,সংস্কৃতি
Curing,নিরাময়
Curling,কার্লিং
Currency,মুদ্রা
Cuticle,কিউটিকাল
Cutting,কাটা
Cyst,সিস্ট
Cytochrome,সাইটোক্রোম
Cytogamy,সাইটোগ্যামি
Cytogenesis,সাইটোজেনেসিস
Cytogenetics,সাইটোজেনেটিক্স
Cytokinesis,সাইটোকাইনেসিস
Cytology,সাইটোলজি
Cytolysis,সাইটোলাইসিস
Cytomere,সাইটোমির
Cytoplasm,সাইটোপ্লাজম
Cabbage,বাঁধাকপি
Cactus,ক্যাকটাস
Calendula,ক্যালেন্ডুলা
Canary grass (phalaris),ক্যানারি ঘাস (ফালারিস)
Canna,ক্যানা
Capparis,ক্যাপারি
Capsicum,ক্যাপসিকাম
Carambola,ক্যারামবোলা
Carapa,ক্যারপা
Cardamom,এলাচ
Carnation,কার্নেশন
Carrot,গাজর
Cashew nut,হিজলি বাদাম
Cassia,ক্যাসিয়া
Castor,ক্যাস্টর
Cauliflower,ফুলকপি
Celery,সেলারি
Champac,চ্যাম্প্যাক
Chenopodium,চেনোপোডিয়াম
Cherry tomato,চেরি টমেটো
Cherry,চেরি
"Chickpea, gram","ছোলা, গ্রাম"
Chillies,মরিচ
China turpentine tree,চীন টারপেনটাইন গাছ
Chow-chow,কুকুর কুকুর
Chrysanthemum,ক্রিস্যান্থেমাম
"Chufa, earth almond","চুফা, পৃথিবী বাদাম"
Cichory,সিচরি
Cinnamon,দারুচিনি
Citron,সিট্রন
Citronella grass,সিট্রোনেলা ঘাস
Climbing jasmine,জেসমিন আরোহণ
Clove,লবঙ্গ
Cluster bean,ক্লাস্টার বিন
Cocoa,কোকো
Coconut,নারকেল
Coffee,কফি
Coleus,কোলিয়াস
Colocasia,কলোকাসিয়া
"Colocynth, bitter apple","কলোকিন্থ, তিক্ত আপেল"
Common purslane,সাধারণ পার্সেলেন
Coriander,ধনে
Cotton,সুতি
Cowpea,কাউপিয়া
Cubeb,কিউব
Cucumber,শসা
Cucurbits,Cucubits
Cumin,জিরা
Curry leaf,কারি পাতা
Custard apple,আতা
Capsule borer,ক্যাপসুল বোরার
Caterpiller,ক্যাটারপিলার
Citrus psylla,সাইট্রাস সাইক্ল্লা
Cricket,ক্রিকেট
Crow,কাক
Cut worm,কাটা কৃমি
Dairy,দুগ্ধ
Dairying,ডেয়ারিং
Dam,বাঁধ
Day-neutral,দিন-নিরপেক্ষ
Days after flowering,ফুলের পরে দিন
Days after full bloom,পুরো পুষ্প পরে দিন
Deblossoming,ডিব্লোসোমিং
Decalcification,ডিক্যালসিফিকেশন
Decant,ডিক্যান্ট
Decay,ক্ষয়
Deciduous,পাতলা
Decimal,দশমিক
Deficiency,স্বল্পতা
Deflocculation (soil),ডিফলোকুলেশন (মাটি)
Defloration,Defloration
Defoliation,ডিফোলিয়েশন
Deforestation,বন নিধন
Degeneration,অবক্ষয়
Degradation,অবক্ষয়
Degree days,ডিগ্রি দিন
Degree,ডিগ্রি
Dehiscence,ডিহেসেন্স
Dehulling,ডিহুলিং
Dehusking,ডিহুসিং
Dehydration,পানিশূন্যতা
Dehydrator,ডিহাইড্রেটর
Demand,চাহিদা
Denaturation,অবনতি
Denudation,অস্বীকার
Deposit,আমানত
Deposition,জবানবন্দি
Depreciation desalinization,অবমূল্যায়ন বিচ্ছিন্নকরণ
Desiccation,বিশৃঙ্খলা
Design,নকশা
Dessicator,ডেসিসেটর
Destoning,গন্তব্য
Desuckering,Desuckering
Desynapsis,Desynapsis
Detassel,ডেটাসেল
Detasseling,ডিটাসেলিং
Determinant,নির্ধারক
Devaluation,অবমূল্যায়ন
Devegetation,দেভেজেটেশন
Deviation,বিচ্যুতি
Diad,ডায়াড
Diagnosis,রোগ নির্ণয়
Dichogamy,Dichogamy
Dichotomy,দ্বৈতত্ত্ব
Dicotyledon (seed),ডিকোটাইলডন (বীজ)
Die back (disease),ফিরে মারা (রোগ)
Diffusion,বিচ্ছুরণ
Digestibility,হজমতা
Dihybrid,ডিহাইব্রিড
Dike (dyke),ডাইক (ডাইক)
Dilute,পাতলা
Dioecious,ডাইওসিয়াস
Diploid,ডিপ্লোড
Diploid,ডিপ্লোড
Diplonema,ডিপ্লোনেমা
Disbudding,অসন্তুষ্টি
Discing,ডিস্কিং
Discount,ছাড়
Disinfection,নির্বীজন
Dispersion,বিচ্ছুরণ
Dissemination,প্রচার
Diversification,বৈচিত্রতা
Diversified farming,বিবিধ কৃষিকাজ
DNA Ladder,ডিএনএ মই
DNA receptor,ডিএনএ রিসেপ্টর
Dockage,ডকেজ
Dominant,প্রভাবশালী
Dormancy,সুপ্ততা
Dose,ডোজ
Double sigmoid curve,ডাবল সিগময়েড বক্ররেখা
Draft (draught),খসড়া (খসড়া)
Drain,ড্রেন
Drainage,নিকাশী
Draw,অঙ্কন
Drenching,ভিজে যাওয়া
Dressing (seed),ড্রেসিং (বীজ)
Drill (n.),ড্রিল (এন।)
Drilling (ag. engg),ড্রিলিং (এজি। ইঞ্জিন)
Drilling (agronomy),ড্রিলিং (কৃষি)
Drip irrigation,ড্রিপ সেচ
Dryland farming,শুকনো কৃষিকাজ
Dust,ধুলো
Duster,ডাস্টার
Dusting,ধুলাবালি
Dwarf,বামন
Dwarf pyramid,বামন পিরামিড
Dwarfing,বামন
Daisy,ডেইজি
Dates,তারিখ
Day jasmine,ডে জেসমিন
Dill,ডিল
Dinanath grass,দিননাথ ঘাস
Dodder,ডড্ডার
"Doob grass, bermuda grass","ডুব ঘাস, বারমুডা ঘাস"
Druce,ড্রুস
Dry ginger,শুকনো আদা
Defoliating beetle,ডিফোলিয়েটিং বিটল
Drone,ড্রোন
Duck,হাঁস
Ecology,বাস্তুশাস্ত্র
Econometrics,একনোমেট্রিক্স
Economic efficiency,অর্থনৈতিক দক্ষতা
Ecotype,ইকোটাইপ
Ectotrophic,অ্যাক্টোট্রফিক
Edaphic,এড্যাফিক
Edaphology,এড্যাফোলজি
Edging,এজিং
Edible part,ভোজ্য অংশ
Elasticity of demand,চাহিদার স্থিতিস্থাপকতা
Elasticity of production,উত্পাদন স্থিতিস্থাপকতা
Electrolysis,বৈদ্যুতিন বিশ্লেষণ
Electrophoresis,ইলেক্ট্রোফোরসিস
Eluviation,এলিউভিয়েশন
Emasculator,ইমাসকুলেটর
Embanking,এম্ব্যাঙ্কিং
Embryo,ভ্রূণ
Embryology,ভ্রূণতত্ত্ব
Emergence,উত্থান
Emulsifier,ইমুলিফায়ার
Endogenous,অন্তঃসত্ত্বা
Endomitosis,এন্ডোমিটোসিস
Endoparasite,এন্ডোপারাসাইট
Endosperm,এন্ডোস্পার্ম
Enterprise,এন্টারপ্রাইজ
Entomology,এনটমোলজি
Environment,পরিবেশ
Enzyme,এনজাইম
Epicotyl grafting,এপিকোটাইল গ্রাফটিং
Epiphyte,এপিফাইট
Equity,ইক্যুইটি
Eradication,নির্মূল
Essential nutrients,অত্যাবশ্যক পুষ্টি
Estimation,অনুমান
Etiolation,Itiolation
Eugenic,ইউজেনিক
Evaluation,মূল্যায়ন
Evaporimeter,বাষ্পীভবন
Evapo-transpiration,বাষ্পী-স্থানান্তর
Evergreen revolution,চিরসবুজ বিপ্লব
Evergreen,চিরসবুজ
Evolution,বিবর্তন
Excise,আবগারি
Exhaustion (fertility),ক্লান্তি (উর্বরতা)
Exploitation,শোষণ
Exploration,অনুসন্ধান
Extrusion,এক্সট্রুশন
Eye (sugercane/potato),চোখ (সুগারকেন/আলু)
Edible pine,ভোজ্য পাইন
"Elephant foot, yam","হাতি পা, ইয়াম"
Eucalyptus,ইউক্যালিপটাস
Earthworm,কেঁচো
Entomologist,এনটমোলজিস্ট
Environmentalist,পরিবেশবাদী
Factor,ফ্যাক্টর
Factor productivity,ফ্যাক্টর উত্পাদনশীলতা
Factorage,ফ্যাক্টরেজ
Factorial block design,ফ্যাক্টরিয়াল ব্লক ডিজাইন
Facultative,ফ্যাক্টেটিভ
Fallow,পতন
Family,পরিবার
Farm appraisal,খামার মূল্যায়ন
Farm budgeting,খামার বাজেট
Farm business,খামার ব্যবসা
Farm planning,খামার পরিকল্পনা
Farmer,কৃষক
Farming,কৃষিকাজ
Fasciation,ফ্যাসিয়েশন
Fecundation,ফেকান্ডেশন
Fermentation,গাঁজন
Fertility,উর্বরতা
Fertilizer,সার
Fertilizer use efficiency,সার ব্যবহারের দক্ষতা
Fibrous,তন্তু
Field,ক্ষেত্র
Field capacity,ক্ষেত্রের ক্ষমতা
Field demonstration,ক্ষেত্র প্রদর্শন
Fixation,স্থিরকরণ
Flooding,বন্যা
Flow diagram,প্রবাহ চিত্র
Food value,খাদ্য মান
Forage (fodder),ঘাস (পশুর)
Forecasting,পূর্বাভাস
Forest,বন। জংগল
Forestation,বনাঞ্চল
Frond,ফ্রন্ড
Frost resistant,ফ্রস্ট প্রতিরোধী
Frost,ফ্রস্ট
Frozen (fruit & vegetable),হিমায়িত (ফল ও উদ্ভিজ্জ)
Fructification,ফলস্বরূপ
Fruit drop,ফল ড্রপ
Fruit-set (fruit setting),ফল-সেট (ফল সেটিং)
Fumigation,ধোঁয়াশা
Fungicide,ছত্রাকনাশক
Fungistatic,ছত্রাকজনিত
Fungus,ছত্রাক
Furow,ফুরো
Fusion,একীকরণ
Fuzz,ফুজ
Fuzzy,অস্পষ্ট
"Fennel, anise","মৌরি, অ্যানিস"
Fenugreek,ফেনুগ্রেক
Fig,ডুমুর
Finger millet,আঙুলের বাজরা
Fire-flame bush,ফায়ার-ফ্লেমে বুশ
Flame of forest,বনের শিখা
French bean,ফরাসি শিম
Flea,ফ্লা
Fox,ফক্স
Fruit fly,ফলের মাছি
Gall (Hort),গল (হর্ট)
Gamete,গেমেট
Garden,বাগান
Gauge (water),গেজ (জল)
Gene bank,জিন ব্যাংক
Gene tagging,জিন ট্যাগিং
Geneology,জিনোলজি
Genetic map,জেনেটিক মানচিত্র
Genetics,জেনেটিক্স
Genome,জিনোম
Genomic library,জিনোমিক লাইব্রেরি
Genomics,জিনোমিক্স
Genotype,জিনোটাইপ
Genotype,জিনোটাইপ
Genus,জেনাস
Genus,জেনাস
Germ,জীবাণু
Germicide,জীবাণু
Germination,অঙ্কুরোদগম
Germplasm,জীবাণু
Gibberellic acid,গিব্বেরেলিক অ্যাসিড
Ginning,জিনিং
Glume,গ্লুম
Glutinous,আঠালো
Glycolysis,গ্লাইকোলাইসিস
Gneiss,Gneiss
Golden revolution,সোনার বিপ্লব
Grading,গ্রেডিং
Grafted plant,গ্রাফ্টেড উদ্ভিদ
Graft-incompatible,গ্রাফ্ট-ইনমপ্যাটেবল
Granna,গ্রান্না
Granulation,গ্রানুলেশন
Green manure,সবুজ সার
Green revolution,সবুজ বিপ্লব
Growth and development,বৃদ্ধি এবং উন্নয়ন
Gummosis,গুমোসিস
Gynodioecious,Gynodioecious
Gall nut,গল বাদাম
Garlic,রসুন
Gerbera,জেরবেরা
Gherkin,ঘেরকিন
Ginger,আদা
Gladiolus,গ্ল্যাডিওলাস
Goat weed (ageratum),ছাগলের আগাছা (আগেরেটাম)
Grapefruit,আঙ্গুর
Grapes,আঙ্গুর
Green gram,সবুজ ছোলা
Grewia,গ্রুইয়া
Groundnut,চিনাবাদাম
Guava,পেয়ারা
Guinea grass,গিনি ঘাস
Gall midge,গ্যাল মিড
Grass hopper,ঘাস হপার
Gundhy bug,গুন্ডি বাগ
Habit,অভ্যাস
Hail,শিলাবৃষ্টি
Hairyvetch,হেয়ারভেচ
Halophyte,হ্যালোফাইট
Harrow,হ্যারো
Harvest index,ফসল সূচক
Harvest,ফসল
Harvesting,ফসল কাটা
Hatch,হ্যাচ
Hay,খড়
Haylage,হেইলজ
Haystock,হেইস্টক
Haze,ধোঁয়াশা
Hazy,আড়ম্বরপূর্ণ
Head (Agro),মাথা (কৃষি)
Head (of channel),মাথা (চ্যানেলের)
Heading back,পিছনে মাথা
Hedge,হেজ
Hedging,হেজিং
Helix,হেলিক্স
Hematite,হেমাটাইট
Herb,ভেষজ
Herbarium,হার্বেরিয়াম
Herbicide,হার্বিসাইড
Heredity,বংশগততা
Heretability,হেরেটিবিলিটি
Hermaphrodite,হার্মাফ্রোডাইট
Heterochromatic,হিটারোক্রোমেটিক
Heterofertilization,হেটেরোফেরটিলাইজেশন
Heterosis,হিটারোসিস
Heterosome,হেটেরোসোম
