Tamil,Marathi
வீச்சு குறைதல்,मोठेपणा क्षीणन
அலைவீச்சு மாடுலேட்டட் AM ஆஸிலேட்டர்,अॅम्प्लिट्यूड मॉड्युलेटेड एएम ऑसिलेटर
வீச்சு பண்பேற்றம்,मोठेपणा मॉड्यूलेशन
வீச்சு மாடுலேட்டர்,मोठेपणा मॉड्युलेटर
angstrom அலகு,अँग्स्ट्रोम युनिट
அனலாக் சுற்று,अॅनालॉग सर्किट
அனலாக் கணினி,अॅनालॉग संगणक
அனலாக் வடிகட்டி,अॅनालॉग फिल्टर
அனலாக் மல்டிமீட்டர்,अॅनालॉग मल्टीमीटर
அனலாக் சுவிட்ச்,अॅनालॉग स्विच
மற்றும் வாயில்,आणि गेट
கோண அதிர்வெண்,कोनीय वारंवारता
"அயனி, அயனி","anion, anion"
அனீலிங் வெப்பநிலை,एनीलिंग तापमान
நேர்மின்முனை,एनोड
அனோட் பெருக்கி,एनोड अॅम्प्लिफायर
அனோடைன்,anodyne
ஆண்டெனா,अँटेना
ஆண்டெனா கூறு,अँटेना घटक
எதிர்ப்பு பிரதிபலிப்பு பூச்சு,विरोधी परावर्तक कोटिंग
ஆன்டிலோகின் பெருக்கி,अँटिलॉगिन अॅम्प्लिफायर
எதிரொலி சுற்று,अँटीरेझोनंट सर्किट
துவாரகர் காலம்,द्वारक काळ
மெய்நிகர் சக்தி,आभासी शक्ती
கம்பி இணைப்பு,वायर कनेक्शन
தோராயமான மின்னழுத்த ஆதாயம்,अंदाजे व्होल्टेज वाढ
ஆர்ம்ஸ்ட்ராங் மாடுலேட்டர்,आर्मस्ट्राँग मॉड्युलेटर
ஆண்டெனா வரிசை,अँटेना अॅरे
"அளவு விகிதம், தோற்ற விகிதம்","आकार गुणोत्तर, गुणोत्तर"
மிதக்கும் சுற்று (இலவச இயக்க சுற்று),फ्लोटिंग सर्किट (फ्री ऑपरेटिंग सर्किट)
தானியங்கி மல்டிவிபிரேட்டர்,स्वयंचलित मल्टीव्हायब्रेटर
மிதக்கும் மல்டிவிபிரேட்டர்,फ्लोटिंग मल्टीव्हायब्रेटर
சமச்சீரற்ற சந்திப்பு,असममित जंक्शन
ஒத்திசைவற்ற கால்குலேட்டர்,असिंक्रोनस कॅल्क्युलेटर
அணுக்கரு,आण्विक
அணு எண்,अणुक्रमांक
அணு அமைப்பு,अणु रचना
ஒலி பெருக்கி,ऑडिओ अॅम्प्लीफायर
ஒலி பெருக்கி,ऑडिओ अॅम्प्लीफायर
ஆடியோ கேசட்,ऑडिओ कॅसेट
ஒலி சுற்று,ऑडिओ सर्किट
கேட்கக்கூடிய அதிர்வெண்,ऐकण्यायोग्य वारंवारता
தானியங்கி மின்னழுத்த கட்டுப்பாடு,स्वयंचलित व्होल्टेज नियंत्रण
பனிச்சரிவு,हिमस्खलन
சராசரி கண்டுபிடிப்பான்,सरासरी डिटेक्टर
அச்சு முறை,अक्षीय मोड
அச்சு விகிதம்,अक्षीय प्रमाण
ஆண்டெனா,अँटेना
பின் மின்னோட்ட விசை,बॅक इलेक्ट्रोमोटिव्ह फोर्स
பின் பகுதி,मागील क्षेत्र
மீண்டும் சிதறல்,परत स्कॅटर
பின்னணி கட்டணம்,पार्श्वभूमी शुल्क
பக்க சத்தம்,बाजूचा आवाज
பின்னடைவு,प्रतिगामी
பின்புற கதிர்வீச்சு,पोस्टरियर इरॅडिएशन
பின்னோக்கி டையோடு / பின்தங்கிய டையோடு,बॅकवर्ड डायोड / बॅकवर्ड डायोड
பின்னோக்கி அலை ஆஸிலேட்டர்,बॅकवर्ड वेव्ह ऑसिलेटर
"தடை, தடை","अडथळा, अडथळा"
தடை,अडथळा
சீரான பாலம்,संतुलित पूल
சமநிலை மாடுலேட்டர்,संतुलित मॉड्युलेटर
சமநிலை மாடுலேட்டர்,संतुलित मॉड्युलेटर
சமநிலை சுற்று,संतुलित सर्किट
சமச்சீர் சாய்வு கண்டறிதல்,संतुलित ग्रेडियंट डिटेक्टर
தற்போதைய நிலைப்படுத்தி எதிர்ப்பு,वर्तमान स्टॅबिलायझर प्रतिरोध
போலோமீட்டர்,बोलोमीटर
போலோமீட்டர் பாலம்,बोलोमीटर पूल
பலூன்,फुगा
வாழை பலா,केळी जॅक
வாழை பிளக்,केळी प्लग
"பட்டை, கட்டு","पट्टी, पट्टी"
இசைக்குழு இயக்கி,बँड चालक
இசைக்குழு ஆற்றல்,बँड ऊर्जा
பட்டை இடைவெளியை,बँड अंतर
பேட்பார்க் பெருக்கி,बॅडपार्क अॅम्प्लीफायर
பேண்ட் பாஸ் வடிகட்டி,बँड पास फिल्टर
பாட் ரேட் ஜெனரேட்டர்,बॉड रेट जनरेटर
பட்டை பரவல்,banddispersion
இசைக்குழு மின்தடை,बँड रेझिस्टर
பேண்ட் பிரேக்கர் வடிகட்டி,बँड ब्रेकर फिल्टर
இசைக்குழு விரிவாக்கம்,बँड विस्तार
பேண்ட் ரிமூவர் வடிகட்டி,बँड रिमूव्हर फिल्टर
பேண்ட் விரிவாக்கம் விலகல் பெருக்கி,बँड विस्तार विक्षेप गुणक
பேண்ட் நீட்டிப்பு தூரம் பெருக்கி,बँड विस्तार अंतर गुणक
"பீம் மின்தேக்கி, வங்கி மின்தேக்கி","बीम कॅपेसिटर, बँक कॅपेसिटर"
"குரைக்கும் குறியீடு, குரைக்கும் குறியீடு","बार्कर कोड, बार्कर कोड"
barravaugen அளவுகோல்,barravaugen निकष
பார்ப்பனர்,बॅरेटर
தடை,अडथळा
இன்சுலேடிங் மின்தேக்கி,इन्सुलेट कॅपेसिटर
தடை ஆற்றல்,अडथळा ऊर्जा
மின்தடை மின்னழுத்தம்,रेझिस्टर व्होल्टेज
பார்ட்லெட் ஜன்னல்,बार्टलेट विंडो
"அடிப்படை, அடிப்படை","आधार, आधार"
அடிப்படை இசைக்குழு,बेस बँड
அடிப்படை இசைக்குழு பரிமாற்றம்,बेस बँड ट्रान्समिशन
அடிப்படை கட்டணம்,बेस चार्ज
அடிப்படை மின்னோட்டம்,बेस करंट
அடிப்படை தற்போதைய ஆதாரம்,मूळ वर्तमान स्रोत
அடிப்படை வெட்டுதல்,बेस कातरणे
ஆதார் மதன்,आधार मदन
அடிப்படை உமிழ்ப்பான் ஊட்டம்,बेस एमिटर फीड
அடிப்படை உமிழ்ப்பான் சந்திப்பு,बेस एमिटर जंक्शन
அடிப்படை ஊசி,बेस इंजेक्शन
தரை வரி,ग्राउंड लाईन
அடிப்படை எதிர்ப்பு,बेस प्रतिकार
அடிப்படை ஆதாரம்,मूळ स्रोत
அடிப்படை விரிவாக்க எதிர்ப்பு,बेस विस्तार प्रतिकार
அடிப்படை விரிவாக்க எதிர்ப்பு,बेस विस्तार प्रतिकार
அடிப்படை தடிமன்,बेस जाडी
அடிப்படை அணுகல்,बेस प्रवेश
"அடிப்படை அகல பண்பேற்றம், அடிப்படை விரிவாக்க மாடுலேஷன்","बेस विड्थ मॉड्युलेशन, बेस एक्सपेन्शन मॉड्युलेशन"
அடிப்படை சேகரிப்பாளர் ஒப்பந்தம்,बेस कलेक्टर करार
வாசனை,वास
பாஸ் அதிர்வெண்,बास वारंवारता
மின்கலம்,बॅटरी
பாட்,बॉड
பாட் விகிதம்,बॉड दर
பாட் ரேட் ஜெனரேட்டர்,बॉड रेट जनरेटर
போடோ குறியீடு,बोडो कोड
"சமிக்ஞை, கலங்கரை விளக்கம்","सिग्नल, बीकन"
"மாணிக்கா, பீட்","माणिका, बीड"
பித்து மின்தேக்கி,मॅनिक कॅपेसिटर
மணிகர்தாபி எதிர்ப்பாளர்கள்,मणिकर्तपी प्रतिरोधक
"பீம் ஆண்டெனா, பீம் ஆண்டெனா","बीम अँटेना, बीम अँटेना"
பீம் டிடெக்டர்,बीम डिटेक्टर
பீம் சக்தி குழாய்,बीम पॉवर नळी
பீம் மாறுதல் முனைகள்,बीम स्विचिंग नोजल
கற்றை விரிவாக்கம்,तुळई विस्तार
துடிப்பு அதிர்வெண்,बीट वारंवारता
துடிப்பு-அதிர்வெண் ஆஸிலேட்டர்,बीट-फ्रिक्वेंसी ऑसिलेटर
துடிப்பு ஆஸிலேட்டர்,पल्स ऑसिलेटर
மணி,घंटा
வளைக்கும் இழப்பு,वाकणे नुकसान
பெசல் வடிகட்டி,बेसल फिल्टर
பீட்டா,बीटा
b-h வளைவு,b-h वक्र
"சார்பு, சார்பு","पक्षपात, पक्षपात"
சார்பு மின்னோட்டம்,पूर्वाग्रह वर्तमान
சார்பு எதிர்ப்பு,पूर्वाग्रह प्रतिकार
இரட்டை ஆண்டெனா,दुहेरी अँटेना
இருதரப்பு சுமை மின்னோட்டம்,द्विदिशात्मक भार प्रवाह
இருதரப்பு ஆண்டெனா,द्विदिश अँटेना
இருதரப்பு ஒளி உமிழும் டையோடு,द्विदिश प्रकाश उत्सर्जक डायोड
இருதரப்பு தைரிஸ்டர்,द्विदिशात्मक थायरिस्टर
இரு FET தொழில்நுட்பம்,bi FET तंत्रज्ञान
இரு புள்ளி மின்மாற்றி,द्वि-बिंदू ट्रान्सफॉर्मर
இரட்டை இணைவு,दुहेरी संलयन
இருதரப்பு சுற்று,द्विपक्षीय सर्किट
பைனரி,बायनरी
பைனரி தொகை,बायनरी बेरीज
பைனரி சுற்று,बायनरी सर्किट
பைனரி குறியிடப்பட்ட தசம,बायनरी कोडेड दशांश
பைனரி குறியிடப்பட்ட தசம அமைப்பு,बायनरी कोडेड दशांश प्रणाली
பைனரி இருமுனை மின்தேக்கி,बायनरी द्विध्रुवीय कॅपेसिटर
பைனரி கால்குலேட்டர்,बायनरी कॅल्क्युलेटर
பைனரி கால்குலேட்டர்,बायनरी कॅल्क्युलेटर
பைனரி குறிவிலக்கி,बायनरी डीकोडर
பைனரி ஏணி,बायनरी शिडी
பைனரி பாத்தோமீட்டர்,बायनरी पॅथोमीटर
இருமை நிலை,बायनरी स्थिती
பைனரி-தசம குறிவிலக்கி,बायनरी-दशांश डिकोडर
பைனரி சுமை,बायनरी लोड
பைனரி வார்த்தைகள்,बायनरी शब्द
இருமுனை,द्विध्रुवीय
இருமுனை மின்தேக்கி,द्विध्रुवीय कॅपेसिटर
இருமுனை சாதனம்,द्विध्रुवीय उपकरण
இருமுனை மூல,द्विध्रुवीय स्रोत
இருமுனை டிரான்சிஸ்டர்,द्विध्रुवीय ट्रान्झिस्टर
இருமுனை சந்திப்பு டிரான்சிஸ்டர்,द्विध्रुवीय जंक्शन ट्रान्झिस्टर
இருபடி வடிகட்டி,चतुर्भुज फिल्टर
இரட்டை நிலை,दुहेरी स्थिती
இரண்டு-நிலை மல்டிவைபிரேட்டர்,दोन-स्टेज मल्टीव्हायब्रेटर
இருதரப்பு ரிலே,द्विदिशात्मक रिले
இரண்டு கட்ட நிலை,biphasic स्थिती
இரண்டு நிலை தூண்டுதல்,दोन-स्थिती ट्रिगर
பிட் பிழை,बिट त्रुटी
பிட் பிழை விகிதம்,बिट त्रुटी दर
பிட் பிழை,बिट त्रुटी
பிட்கல் பிழை,बिटकल त्रुटी
குருட்டு பெட்டி,आंधळा बॉक्स
அமுக்கப்பட்ட துடிப்பு,घनरूप नाडी
சுரப்பவர்,सचिव
சுரக்கும் தடுப்பான்,सेक्रेटरी इनहिबिटर
குருட்டுத்தன்மை,अंधत्व
பிரிவு வரைபடம்,खंड आकृती
தடுப்பு மின்தடை,अवरोधित करणे
துண்டு பரிமாற்றம்,तुकडा हस्तांतरण
இடைமறிக்கவும்,इंटरसेप्ट
மின்தடை மின்தேக்கி,रेझिस्टर कॅपेसिटर
தடுப்பான் மின்தேக்கி,रेझिस्टर कॅपेसिटर
தடுக்கும் ஆஸிலேட்டர்,रेझिस्टर ऑसिलेटर
மின்தடை ஆஸிலேட்டர்,ब्लॉकिंग ऑसिलेटर
மின்தடை மின்னழுத்தம்,रेझिस्टर व्होल्टेज
ஊதுபவர்,ब्लोअर
போட் வரைபடம்,bode आकृती
வோல்ட்ஸ்மேன் உறவு,voltzmann संबंध
வோல்ட்ஸ்மேன் மாறிலி,voltzmann स्थिरांक
பத்திரம்,बंध
பிணைக்கப்பட்ட திரிபு அளவு,बाउंड स्ट्रेन गेज
சுயமாக இயக்கப்படும் பெருக்கி,स्वयं-समर्थक अॅम्प्लिफायर
பூலியன் இயற்கணிதம்,बुलियन बीजगणित
பூலியன் சமன்பாடு,बुलियन समीकरण
துவக்க ஸ்ட்ராபன்,बूट Strapon
பூத்தின் அல்காரிதம்,बूथचे अल्गोरिदम
பூட்ஸ்ட்ராப் ப்ரிசம் சுற்று,बूटस्ट्रॅप प्रिझम सर्किट
bosscutts ஆட்சி,bosscutts नियम
போஸ்-சௌத்ரி ஹாக்கன்ஹாம் (BCH) குறியீடு,बोस-चौधरी हॉकेनहॅम (BCH) कोड
"குதி, குதி","उडी, उडी"
பிணைக்கப்பட்ட எலக்ட்ரான்,बद्ध इलेक्ट्रॉन
ப்ராக் பிரதிபலிப்பான்,ब्रॅग रिफ्लेक्टर
பின்னிப் பிணைந்த கம்பி,गुंफलेली तार
கிளை,शाखा
கிளைகள்,शाखा
பரிசோதனை குழு,प्रयोग मंडळ
எலும்பு முறிவு மண்டலம்,ब्रेक झोन
உடைக்கும் மின்னழுத்தம்,ब्रेकिंग व्होल्टेज
முறிவு டையோடு,ब्रेकडाउन डायोड
எலும்பு முறிவு சரிசெய்தல்,फ्रॅक्चर फिक्सेशन
உடைக்கும் மின்னழுத்தம்,ब्रेकिंग व्होल्टेज
பாலம்,पूल
பாலம் திருத்தி,ब्रिज रेक्टिफायर
பரந்த இசைக்குழு,रुंद बँड
ஒலிபரப்பு இசைக்குழு,ब्रॉडकास्ट बँड
நிழலிடா வரிசை,सूक्ष्म अॅरे
ஒளிபரப்பு,प्रसारण
ஒளிபரப்பு ஆண்டெனா,ब्रॉडकास्ट अँटेना
ஒளிபரப்பு ரிசீவர்,ब्रॉडकास्ट रिसीव्हर
அதிர்வெண் ஒளிபரப்பு பெறுதல்,वारंवारता प्रसारण प्राप्तकर्ता
ஒளிபரப்பு டிரான்ஸ்மிட்டர்,प्रसारण ट्रान्समीटर
பூஸ்டர் ஆண்டெனா,बूस्टर अँटेना
பஸ் ஆண்டெனா,बस अँटेना
தூரிகை மூழ்குதல்,ब्रश विसर्जन
குமிழ் மற்றும் வாயில்,बुडबुडे आणि गेट
புட்புடு அல்லது கேட்,बुडबुडू किंवा गेट
குமிழி நினைவகம்,बबल स्मृती
மின்னழுத்தத்தை ஈடுசெய்யும்,भरपाई व्होल्टेज
தாங்கல்,बफर
தாங்கல் பெருக்கி,बफर अॅम्प्लीफायर
தாங்கல் சுற்று,बफर सर्किट
தாங்கல் ஆபரேட்டர்,बफर ऑपरेटर
தாங்கல் பதிவு,बफर रजिस्टर
பல்பு,बल्ब
மக்கள் தொகை விளைவு,लोकसंख्या प्रभाव
மேக்ரோ குறைக்கடத்தி சாதனம்,मॅक्रो सेमीकंडक्टर उपकरण
கொத்து,घड
மூழ்கிய பரிமாற்றம்,बुडलेली एक्सचेंज
மூழ்கிய அடுக்கு,बुडलेला थर
மூழ்கிய தொடர்பு,बुडलेला संपर्क
வெடிப்பு பெருக்கி,स्फोट अॅम्प्लीफायर
குண்டு வெடிப்பு கவர்,स्फोट कव्हर
குண்டு வெடிப்பு,स्फोट गोळीबार
வெடிப்பு கதவு பெருக்கி,स्फोट दरवाजा अॅम्प्लीफायर
வெடிப்பு முறை,बर्स्ट मोड
வெடிப்பு பிரிப்பான்,स्फोट विभाजक
வெடிப்பு சமிக்ஞை,स्फोट सिग्नल
வெடிப்பு பிழை திருத்தி குறியீடு,स्फोट त्रुटी सुधारक कोड
போதும்,पुरेसा
பஸ் பார்,बस बार
பேருந்து அமைப்பு,बस संघटना
பேருந்து தரநிலை,बस मानक
வெறும் கணம்,फक्त क्षणिक
வெண்ணெய் மதிப்பு வடிகட்டி,बटर वर्थ फिल्टर
bnc கம்பி,bnc वायर
BNC இணைப்பாளர்,BNC जॉइंटर
வழியில்,च्या कडे
பைபாஸ் மின்தேக்கி,बायपास कॅपेसिटर
பைட்,बाइट
வி இசைக்குழு,व्ही बँड
சி பேண்ட் ஆண்டெனா,सी बँड अँटेना
கம்பி,तार
கம்பி வழித்தடம்,वायर राउटिंग
தந்தி தொலைக்காட்சி,टेलिग्राफ दूरदर्शन
கேச் நினைவகம்,कॅशे मेमरी
சிசிம் அதிர்வெண் தரநிலை,Sisim वारंवारता मानक
கால்குலேட்டர்,कॅल्क्युलेटर
அளவுத்திருத்தம்,कॅलिब्रेशन
அழைப்பு முகவரி,कॉल पत्ता
கால்பிட் ஆஸிலேட்டர்,कॉलपिट ऑसिलेटर
கேம் கார்டர்கள்,कॅम कॉर्डर
புகைப்பட கருவி,कॅमेरा
கேமரா குழாய்,कॅमेरा नळी
குத்துவிளக்கு,candela
மெழுகுவர்த்தி சக்தி,मेणबत्ती शक्ती
கான்டிலீவர் ஸ்ட்ரெய்ன் கேஜ்,कॅन्टिलिव्हर स्ट्रेन गेज
வைத்திருக்கும்,धारण
கொள்ளளவு இரத்த அழுத்த மின்மாற்றி,कॅपेसिटन्स ब्लड प्रेशर ट्रान्सड्यूसर
வைத்திருக்கும் விநியோகஸ்தர்,होल्डिंग वितरक
ஒப்பந்தம் வைத்தல்,करार धारण
கொள்ளளவு அளவீடு,कॅपेसिटन्स गेज
வைத்திருக்கும் சேகரிப்பான்,धारण कलेक्टर
கொள்ளளவு எதிர்வினை,capacitance reactance
"கொள்ளளவு ஆற்றல் மாற்றி, மின்மாற்றி","कॅपेसिटिव्ह एनर्जी कन्व्हर्टर, ट्रान्सड्यूसर"
மின்தேக்கி,कॅपेसिटर
மின்தேக்கி வங்கி,कॅपेसिटर बँक
மின்தேக்கி வடிகட்டி,कॅपेसिटर फिल्टर
மின்தேக்கி உள்ளீடு வடிகட்டி,कॅपेसिटर इनपुट फिल्टर
வின்ச் மோட்டார்,विंच मोटर
புல்லி சர்வோ உடல்,पुली सर्वो बॉडी
சார்க்கி,चरखी
பிடிப்பு,पकडणे
பிடிப்பு பிரிவு,कॅप्चर कलम
பிடிப்பு விளைவு,कॅप्चर प्रभाव
கேரியர் இரைச்சல் விகிதம்,वाहक आवाज प्रमाण
கார் வானொலி,कार रेडिओ
கார்பன் மின்தடை,कार्बन प्रतिरोधक
கார்டு ரீடர்,कार्ड रीडर
இதய வரைபடம்,कार्डिओइड आकृती
வண்டி,गाडी
வண்டி திரும்புதல்,कॅरेज रिटर्न
கேரியர்,वाहक
கேரியர் தொடர்பு,वाहक संप्रेषण
கேரியர் செறிவு,वाहक एकाग्रता
கேரியர் அதிர்வெண்,वाहक वारंवारता
கேரியர் இனப்பெருக்கம்,वाहक पुनरुत्पादन
கேரியர் நிலை,वाहक पातळी
கேரியர் வாழ்க்கை,वाहक जीवन
கேரியர் இயக்கம்,वाहक गतिशीलता
கேரியர் பெருக்கல்,वाहक गुणाकार
கேரியர் இரைச்சல் நிலை,वाहक आवाज पातळी
கேரியர் வரம்பு,वाहक श्रेणी
கேரியர் மீட்பு சுற்று,वाहक पुनर्प्राप्ती सर्किट
கேரியர் மறுசெருகல்,वाहक पुनर्निवेशण
கடத்தும் சிதறல்,प्रवाहकीय विखुरणे
கேரியர் அடக்குமுறை,वाहक दडपशाही
கேரியர் கூண்டு,वाहक पिंजरा
கேரியர் வேகம்,वाहक वेग
கை பிட்,हाताचा तुकडा
கொடி நடைபெற்றது,ध्वज धरला
"உடைமைப் பதிவு, உடைமைப் பதிவு","ताबा नोंदवही, ताबा नोंदवही"
சிறிய ஜெனரேட்டர்,पोर्टेबल जनरेटर
கார்சன் சட்டம்,कार्सन कायदा
கெட்டி உருகி,काडतूस फ्यूज
கெட்டி நாடா,काडतूस टेप
கேரி ஃபாஸ்டர் பாலம்,कॅरी फॉस्टर ब्रिज
படி பெருக்கி,स्टेप अॅम्प्लीफायर
தரம்,श्रेणीकरण
அடுக்கு பெருக்கி,कॅस्केड अॅम्प्लीफायर
"கேஸ்கோட் பெருக்கி, படி பெருக்கி","Cascode अॅम्प्लीफायर, स्टेप अॅम्प्लीफायर"
கேசட்,कॅसेट
தூண்டுதல்,प्रलोभन
சிறைப்பிடிக்கப்பட்ட பூச்சு,कॅप्टिव्ह कोटर
கேத்தோடு,कॅथोड
கேத்தோடு பின்வாங்கல்,कॅथोड ट्रेलिंग
காதோட் டிரெயிலிங் பெருக்கி,कॅथोड ट्रेलिंग अॅम्प्लिफायर
கேத்தோடு ஒளிர்வு,कॅथोड ल्युमिनन्स
கேத்தோடு பொருள்,कॅथोड साहित्य
கேத்தோடு கதிர் அலைக்காட்டி,कॅथोड किरण ऑसिलोस्कोप
கேத்தோடு கதிர் குழாய்,कॅथोड रे ट्यूब
கேத்தோடு துகள் படிவு,कॅथोड कण जमा करणे
கேத்தோடு ஒளிர்வு,कॅथोड ल्युमिनन्स
தேங்காய் வடிகட்டி,कॉयर फिल्टर
கேவர் வடிகட்டி,kaver फिल्टर
கோட்டார்,कोटोर
ஆன்ட்ரல் கதிர்வீச்சு,एंट्रल रेडिएशन
cotter resonator,कोटर रेझोनेटर
கொழுப்பு சார்ஜ் இணைக்கப்பட்ட சாதனம் (CCD),फॅट चार्ज कपल्ड डिव्हाइस (सीसीडी)
சிடிரோம்,सीडी रोम
சிடி ரோம் டிரைவ்,सीडी रोम ड्राइव्ह
செல் (பேட்டரி),सेल (बॅटरी)
மைய வள உறுப்பு,केंद्रीय संसाधन घटक
மத்திய வள அலகு,केंद्रीय संसाधन युनिट
மத்திய செயலி,केंद्रीय प्रोसेसर
அர்த்தம்,अर्थ
நடு அதிர்வெண்,मध्यम वारंवारता
நடுத்தர வெளியேற்ற மின்மாற்றி,मध्यम एक्झॉस्ट ट्रान्सफॉर्मर
"பீங்கான், களிமண்","सिरेमिक, चिकणमाती"
பீங்கான் நிரப்பு,सिरेमिक फिलर
பீங்கான் வடிகட்டி,सिरेमिक फिल्टर
பீங்கான் பொருள்,सिरेमिक साहित्य
செராமிக் ரெசனேட்டர்,सिरेमिक रेझोनेटर
பீங்கான் ஒலி பெறுதல்,सिरेमिक ध्वनी रिसीव्हर
செரென்கோவ் கால்குலேட்டர்,सेरेनकोव्ह कॅल्क्युलेटर
சர்மத்,सरमत
சால்கோஜெனைடு,chalcogenide
கால்கோபைரைட்,कॅल्कोपायराइट
"சேனல், சேனல்","चॅनेल, चॅनेल"
சேனல் பேண்ட் விரிவாக்கம்,चॅनेल बँड विस्तार
சேனல் குறியாக்கி,चॅनेल कोडर
சேனல் அதிர்வெண்,चॅनेल वारंवारता
சேனல் பாத்திரம்,चॅनेल वर्ण
சேனல் பிரிப்பு,चॅनेल वेगळे करणे
சேனல் கோட்பாடு,चॅनेल सिद्धांत
எழுத்து ஜெனரேட்டர்,वर्ण जनरेटर
பாத்திரம் அங்கீகாரம்,वर्ण ओळख
பண்பு மின்மறுப்பு,वैशिष्ट्यपूर्ण प्रतिबाधा
சார்ஜ் கேரியர்,चार्ज वाहक
கட்டணம் கட்டுப்பாட்டு அளவுரு,चार्ज कंट्रोल पॅरामीटर
சார்ஜ் இணைக்கப்பட்ட சாதனம்,जोडलेले उपकरण चार्ज करा
சார்ஜ் இணைந்த சீரற்ற அணுகல் நினைவகம்,चार्ज कपल्ड यादृच्छिक प्रवेश मेमरी
கட்டணம் அடர்த்தி,चार्ज घनता
கட்டணம் செலுத்தும் ஊசி சாதனம்,चार्ज इंजेक्शन डिव्हाइस
கட்டணம் இழப்பு,शुल्क तोटा
கட்டணம் உந்தி,चार्ज पंपिंग
சார்ஜ் உணர்திறன் பெருக்கி,चार्ज सेन्सिंग अॅम्प्लिफायर
கட்டணம் சேமிப்பு,चार्ज स्टोरेज
சார்ஜ் துகள்கள்,चार्ज केलेले कण
உணர்ச்சிமிக்க,उत्कट
சட்டகம்,फ्रेम
robyshev வடிகட்டி,robyshev फिल्टर
மொத்தத்தை சரிபார்க்கவும்,बेरीज तपासा
அதிர்வெண் சரிபார்க்கவும்,वारंवारता तपासा
இரசாயன பிணைப்பு,रासायनिक बंध
இரசாயன நீராவி படிவு,रासायनिक बाष्प जमा करणे
குழந்தை பூட்டு வசதி,चाइल्ड लॉक सुविधा
குழந்தை சட்டம்,मुलाचा कायदा
சிப்,चिप
சிப் செயல்படுத்தல்,चिप सक्रिय करणे
மூச்சுத்திணறல்,गुदमरणे
இடைப்பட்ட,अधूनमधून
இடைப்பட்ட பெருக்கி,मधूनमधून अॅम्प्लिफायर
இடைப்பட்ட பெருக்கி,मधूनमधून अॅम्प्लिफायर
இடைப்பட்ட முறை,मधूनमधून मोड
குரோமா பெருக்கி,क्रोमा अॅम्प्लीफायर
குணாதிசய வரைபடம்,व्यक्तिचित्रण आकृती
நிறமி,रंगद्रव्य
வட்ட வரைபடம்,वर्तुळ आकृती
சுற்று,सर्किट
சுற்று பகுப்பாய்வு,सर्किट विश्लेषण
சுற்று பிரிப்பான்,सर्किट ब्रेकर
சுற்று வரைபடம்,सर्किट आकृती
சுற்று குறியீடு,सर्किट नोटेशन
சுற்று மாறுதல்,सर्किट स्विचिंग
வட்ட அலை பாதை,गोलाकार लहरी मार्ग
சுற்றும் நினைவகம்,प्रसारित स्मृती
பிணைப்பு சுற்று,बाँडिंग सर्किट
கைதட்டல் ஆஸிலேட்டர்,क्लॅप ऑसिलेटर
வகுப்பு A பெருக்கி,वर्ग ए एम्पलीफायर
வகுப்பு A] B] C] D செயல்பாடுகள்,वर्ग A] B] C] D ऑपरेशन्स
வகுப்பு B பெருக்கி,वर्ग बी एम्पलीफायर
