Tamil,Assamese
முழுமையான உண்மை,নিৰপেক্ষ বাস্তৱতা
முழுமையான முகவரி,নিৰপেক্ষ ঠিকনা
புவிசார்ந்த உயரமானி,ভূ-আপেক্ষিক উচ্চতামাপক
புவியியல் உயரம்,ভূতাত্ত্বিক উচ্চতা
முழுமையான ஆம்பியர்,নিৰপেক্ষ এম্পিয়াৰ
முழுமையான கொதிநிலை,নিৰপেক্ষ উতলাংক
முழுமையான ஒளிர்வு,নিৰপেক্ষ আলোকসজ্জা
முழுமையான கொள்ளளவு,নিৰপেক্ষ ধাৰণক্ষমতা
முழுமையான உயரம்,নিৰপেক্ষ উচ্চতা
முழுமையான நிறமி,নিৰপেক্ষ ৰঞ্জক পদাৰ্থ
"முழுமையான கட்டமைப்பு, தெளிவற்ற கட்டமைப்பு","নিৰপেক্ষ বিন্যাস, নিৰ্দ্বিধায় বিন্যাস"
முழுமையான கூலம்,নিৰপেক্ষ coulomb
முழு இருள்,সম্পূৰ্ণ অন্ধকাৰ
முழுமையான திட்டமிடல்,নিৰপেক্ষ সময়সূচী
முழுமையான அடர்த்தி*,নিৰপেক্ষ ঘনত্ব*
முழுமையான வடிகால்,নিৰপেক্ষ নিষ্কাশন
முழுமையான EMU (மின்காந்த அலகு),নিৰপেক্ষ ইএমইউ (বিদ্যুৎচুম্বকীয় একক)
முழுமையான ESU (நிலையான அலகு),নিৰপেক্ষ ই এছ ইউ (স্থিৰ শক্তি একক)
முழுமையான செயல்திறன்,নিৰপেক্ষ দক্ষতা
முழுமையான எலக்ட்ரோமீட்டர்,নিৰপেক্ষ ইলেক্ট্ৰ&#39;মিটাৰ
முழுமையான அதிர்வெண் முழுமையான அதிர்வெண்,নিৰপেক্ষ কম্পাঙ্ক নিৰপেক্ষ কম্পাঙ্ক
முழுமையான ஈரப்பதம்,নিৰপেক্ষ আৰ্দ্ৰতা
முழுமையான நிகழ்வு,নিৰপেক্ষ প্ৰাদুৰ্ভাৱ
முழுமையான ஒளிவிலகல் குறியீடு,নিৰপেক্ষ বিবৰ্তন সূচকাংক
முழுமையான உறுதியற்ற தன்மை,নিৰপেক্ষ অস্থিৰতা
முழுமையான உறுதியற்ற தன்மை,নিৰপেক্ষ অস্থিৰতা
"முழுமையான தீவிரம், முழுமையான தீவிரம்","নিৰপেক্ষ তীব্ৰতা, নিৰপেক্ষ তীব্ৰতা"
ஆஸ்தீனியாவின் முழுமையான வரம்பு,এষ্টেনিয়াৰ নিৰপেক্ষ সীমা
முழுமையான வெளிச்சம் சன்னல்,নিৰপেক্ষ আলোকসজ্জা sill
முழுமையான ஒளி வளைவு,নিৰপেক্ষ পোহৰৰ বক্ৰ
முழுமையான அளவு,নিৰপেক্ষ পৰিমাণ
முழுமையான காற்றழுத்தமானி,নিৰপেক্ষ বেৰ&#39;মিটাৰ
உச்ச உச்ச,পৰম পৰম
முழுமையான தீவிர,নিৰপেক্ষ চৰম
முற்றிலும் குறைந்த,নিৰপেক্ষ সৰ্বনিম্ন
முழுமையான வேகம்,নিৰপেক্ষ গতিবেগ
முழுமையான வேகம்,নিৰপেক্ষ গতি
முழுமையான இசை,নিৰপেক্ষ সংগীত
முழுமையான கவனிப்பு,নিৰপেক্ষ পৰ্যবেক্ষণ
முழுமையான ஓம்,নিৰপেক্ষ ওম
முழுமையான நோக்குநிலை,নিৰপেক্ষ অভিমুখীতা
முழுமையான எலக்ட்ரோநெக்டிவிட்டி,নিৰপেক্ষ বিদ্যুৎঋণাত্মকতা
முழுமையான ஈர்ப்பு,নিৰপেক্ষ মাধ্যাকৰ্ষণ
முழுமையான அழுத்தம்,নিৰপেক্ষ চাপ
முழுமையான சொத்து,নিৰপেক্ষ সম্পত্তি
முழுமையான அளவிடல்,নিৰপেক্ষ স্কেলাৰ
வெப்பநிலையின் இறுதி அளவு*,উষ্ণতাৰ চূড়ান্ত স্কেল*
"absolute synchrony, absolute synchrony","নিৰপেক্ষ সমকালীনতা, নিৰপেক্ষ সমকালীনতা"
முழுமையான மன அழுத்தம்,নিৰপেক্ষ চাপ
முழுமையான சமச்சீர்,নিৰপেক্ষ প্ৰতিসমতা
முழுமையான இயக்க உடல்,নিৰপেক্ষ গতি শৰীৰ
முழுமையான அலகு அமைப்பு,নিৰপেক্ষ একক ব্যৱস্থা
முழுமையான வெப்பநிலை,নিৰপেক্ষ উষ্ণতা
முழுமையான நேரம்,নিৰপেক্ষ সময়
முழுமையான அலகுகள்,নিৰপেক্ষ এককসমূহ
துல்லியமான மதிப்பு,নিৰপেক্ষ মূল্য
முழு எண் கால்குலேட்டர்,পূৰ্ণসংখ্যা কেলকুলেটৰ
முழுமையான வேகம்,নিৰপেক্ষ বেগ
முழுமையான பாகுத்தன்மை,নিৰপেক্ষ আঠালতীয়াতা
முழுமையான எடை,নিৰপেক্ষ ওজন
முழுமையான பூஜ்ஜியம்*,নিৰপেক্ষ শূন্য*
பூஜ்ஜியத்தின் முழுமையான வகுப்பான்,শূন্যৰ নিৰপেক্ষ হজক
உறிஞ்சி,শুহি লোৱা
உறிஞ்சுதல் குறியீடு*,শোষণ সূচকাংক*
உறிஞ்சப்பட்ட ஆற்றல்,শোষিত শক্তি
"உறிஞ்சும், உறிஞ்சும்","শোষক, শোষক"
உறிஞ்சும் ஊடகம்*,শোষক মাধ্যম*
உறிஞ்சும் திறன்,শোষণ ক্ষমতা
உறிஞ்சுதல்,শোষণ ক্ষমতা
உறிஞ்சும் அளவி*,শোষণমাপক*
உறிஞ்சும் அளவீடு*,শোষণমিতি*
உறிஞ்சுதல்,শোষণ
உறிஞ்சுதல் - இசைக்குழு*,শোষণ - বেণ্ড*
உறிஞ்சுதல் சுற்று,শোষণ বৰ্তনী
உறிஞ்சுதல் குணகம்,শোষণ সহগ
உறிஞ்சுதல் நெடுவரிசை,শোষণ স্তম্ভ
உறிஞ்சுதல் மாறிலி,শোষণ ধ্ৰুৱক
உறிஞ்சுதல் தொடர்ச்சி,শোষণ ধাৰাবাহিকতা
உறிஞ்சுதல் மண்டலம்,শোষণ অঞ্চল
உறிஞ்சுதல் மின்னோட்டம்,শোষণ কাৰেণ্ট
உறிஞ்சுதல் வளைவு*,শোষণ বক্ৰ*
உறிஞ்சுதல் முறிவு,শোষণ ভাঙন
உறிஞ்சுதல் மைய,শোষণ কোৰ
உறிஞ்சுதல் காரணி,শোষণ কাৰক
உறிஞ்சுதல் வடிகட்டி,শোষণ ফিল্টাৰ
உறிஞ்சுதல் ஃபிளேம் ஃபோட்டோமெட்ரி*,শোষণ শিখা ফটোমেট্ৰি*
உறிஞ்சும் ஹைக்ரோமீட்டர்,শোষণ হাইগ্ৰ’মিটাৰ
உறிஞ்சுதல் அடுக்கு,শোষণ ঘাত
உறிஞ்சுதல் விளிம்பு,শোষণ প্ৰান্তীয়
உறிஞ்சுதல் வரி,শোষণ ৰেখা
உறிஞ்சுதல் இழப்பு,শোষণ ক্ষতি
உறிஞ்சுதல் பண்பேற்றம்,শোষণ মডুলেচন
ஒளி உறிஞ்சுதல்,পোহৰ শোষণ
கதிர்வீச்சு ஆற்றலை உறிஞ்சுதல்,বিকিৰণ শক্তি শোষণ কৰা
உறிஞ்சுதல் உச்சம்,শোষণ শিখৰ
உறிஞ்சுதல் ஒளி அளவீடு,শোষণ আলোকমিতি
உறிஞ்சுதல் விகிதம்,শোষণ অনুপাত
உறிஞ்சுதல் வரம்பு*,শোষণ পৰিসৰ*
உறிஞ்சும் நிறமாலை ஒளி அளவீடு*,শোষণ বৰ্ণালী আলোকমিতি*
உறிஞ்சுதல் ஸ்பெக்ட்ரம்*,শোষণ বৰ্ণালী*
"உறிஞ்சும் குழாய், உறிஞ்சும் குழாய்","শোষণ নলী, শোষণ নলী"
உறிஞ்சும் ஹைக்ரோமீட்டர்,শোষণ হাইগ্ৰ’মিটাৰ
உறிஞ்சக்கூடிய*,শোষক*
உறிஞ்சும் ஆவியாக்கி,শোষক বাষ্পীভৱনকাৰী
உறிஞ்சுதல் சட்டம்*,শোষণ নিয়ম*
உறிஞ்சுதல் ஊடகம்,শোষণ মাধ্যম
"உறிஞ்சும் திறன், உறிஞ்சுதல்*","শোষণ ক্ষমতা, শোষণ ক্ষমতা*"
உறிஞ்சுதல்*,শোষণ ক্ষমতা*
ஸ்டூடியோ அலங்காரம்,ষ্টুডিঅ&#39; সজ্জা
பன்மடங்கு விகிதம்,বহুগুণতা অনুপাত
கைவிடு,abvolt
பற்றி,বিষয়ে
முடுக்கி,ত্বৰান্বিত কৰক
முடுக்கம்-நிறுத்த தூரம்,ত্বৰণ-বন্ধ দূৰত্ব
விரைந்தார்,খৰধৰকৈ উঠিল
விரைவான நேர விளைவு சோதனை,দ্ৰুত সময় প্ৰভাৱ পৰীক্ষা
விரைவான ஓட்டம்,দ্ৰুত প্ৰবাহ
விரைவான வேகம்,দ্ৰুত গতি
விரைவான உடல்,দ্ৰুত শৰীৰ
முடுக்கி எடை,ত্বৰণকাৰী ওজনকাৰী
முடுக்கி மின்முனை*,ত্বৰণকাৰী ইলেক্ট্ৰ&#39;ড*
முடுக்கி நேரம்*,ত্বৰক সময়*
முடுக்கி கட்டம்,ত্বৰণকাৰী পৰ্যায়
முடுக்கி விகிதம்,ত্বৰণকাৰীৰ হাৰ
முடுக்கி மின்னழுத்தம்*,এক্সিলেটৰ ভোল্টেজ*
முடுக்கம்,বেগ বৃদ্ধি
துரிதப்படுத்தப்பட்ட எரிப்பு,ত্বৰান্বিত দহন
முடுக்கம் குணகம்,ত্বৰণ সহগ
முடுக்கம் கூறு,ত্বৰণ উপাদান
புவியீர்ப்பு காரணமாக முடுக்கம்,মাধ্যাকৰ্ষণৰ ফলত হোৱা ত্বৰণ
முடுக்கம் காரணி,ত্বৰণ কাৰক
துரிதப்படுத்தப்பட்ட கட்டணம்,ত্বৰিত চাৰ্জ
ஈர்ப்பு முடுக்கம்,মাধ্যাকৰ্ষণৰ ত্বৰণ
முடுக்கம் சாத்தியம்,ত্বৰণ বিভৱ
முடுக்கம் சட்டம்,ত্বৰণ আইন
முடுக்கம் செயல்முறை,ত্বৰণ প্ৰক্ৰিয়া
முடுக்கம் மண்டலம்,ত্বৰণ অঞ্চল
முடுக்கம் முறை,ত্বৰণ পদ্ধতি
"முடுக்கம் சகிப்புத்தன்மை, முடுக்கம் சகிப்புத்தன்மை","ত্বৰণ সহনশীলতা, ত্বৰণ সহনশীলতা"
முடுக்கம் திசையன்,ত্বৰণ ভেক্টৰ
முடுக்கம்-மின்னழுத்தம்,ত্বৰণ-ভোল্টেজ
முடுக்கம் அலை,ত্বৰণ তৰংগ
முடுக்கி,ত্বৰণকাৰী
"முடுக்கி, முடுக்கி*","accelerate, ত্বৰণকাৰী*"
முடுக்கி சமன்பாடு,ত্বৰক সমীকৰণ
முடுக்கி*,ত্বৰণকাৰী*
முடுக்கமானி,এক্সিলেৰমিটাৰ
முடுக்கமானி பொருத்தம்,এক্সিলেৰমিটাৰ মিলন
முன் அழுத்தம் கொடுப்பவர்,প্ৰিষ্ট্ৰেছাৰ
சரியான எழுத்துக்கள்,বৈধ আখৰ
ஏற்றுக்கொள்ளும் கோணம்,গ্ৰহণযোগ্যতা কোণ
ஏற்றுக்கொள்ளும் விவரக்குறிப்பு,গ্ৰহণযোগ্যতা নিৰ্দিষ্টকৰণ
ஏற்றுக்கொள்ளக்கூடிய சோதனை,গ্ৰহণযোগ্য পৰীক্ষা
"ஏற்பவர்*, ஏற்பவர்","গ্ৰহণকাৰী*, গ্ৰহণকাৰী"
ஏற்பி அணு,ৰিচেপ্টৰ পৰমাণু
ஏற்பி பிணைப்பு,ৰিচেপ্টৰ বণ্ড
பெறுதல் சுற்று,ৰিচিভাৰ চাৰ্কিট
ஏற்பி நிலை,ৰিচেপ্টৰ স্তৰ
நன்கொடையாளர் மூலக்கூறு,দাতা অণু
ஏற்பி சொத்து,ৰিচেপ্টৰ বৈশিষ্ট্য
ஏற்பி சொத்து நிலை,ৰিচেপ্টৰ বৈশিষ্ট্যৰ স্তৰ
முடுக்கி குழாய்,এক্সিলেটৰৰ নলী
"அணுகல், காத்திருப்பு, அணுகல்","প্ৰৱেশ, অপেক্ষা, প্ৰৱেশ"
புஜை அணுகவும்,প্ৰৱেশ ভূজ
அணுகல் அமைப்பு,অভিগম ব্যৱস্থাপ্ৰণালী
அணுகல் நேரம்,প্ৰৱেশ সময়
அணுகல்,অভিগম্যতা
"கூடுதல், துணை, துணை (v, ), துணைக்கருவிகள்","অতিৰিক্ত, সহায়ক, আনুষংগিক (v, ), আনুষংগিক"
கூடுதல் கட்டுப்பாடுகள்,অতিৰিক্ত নিষেধাজ্ঞা
தற்செயல்,কাকতালীয়
தற்செயலான திருத்தம்,আকস্মিক সংশোধন
தற்செயலான உயிர் உருவாக்கம்,আকস্মিক জৈৱজন্ম
தற்செயலான திசைதிருப்பல்,আকস্মিক ডাইভাৰচন
பார்வையாளர் பிழை,দৰ্শকৰ ভুল
"திடீர் நிறுத்தம், திடீர் கவ்வி","হঠাৎ বন্ধ, হঠাৎ বন্ধ"
தற்செயலான பரிமாற்றம்,আকস্মিক সংক্ৰমণ
சீரற்ற மாறுபாடு,ৰেণ্ডম ভ্যাৰিয়েন্স
சரிசெய்தல்,সমন্বয়
அமைந்துள்ளது,অৱস্থিত
திரட்டப்பட்ட பிழை,সঞ্চিত ভুল
"திரட்சி, குவிப்பு","সঞ্চয়, সঞ্চয়"
ஆற்றல் சேமிப்பு,শক্তি সংৰক্ষণ
திரட்டி*,এক্যুলেটৰ*
துல்லியம்,শুদ্ধতা
யதார்த்தம்,বাস্তৱতা
உண்மையான கருவி கவனிப்பு,বাস্তৱ যন্ত্ৰ পৰ্যবেক্ষণ
துல்லியமான வரம்பு குறிப்பான்,সঠিক ৰেঞ্জ মাৰ্কাৰ
துல்லியமான ஸ்கேனிங்,নিখুঁত স্কেনিং
பயிற்சி,অভ্যাস
முடுக்கி செல்*,ত্বৰক কোষ*
நிறமற்ற லென்ஸ்*,ৰঙীন লেন্স*
நிறமற்ற*,অৰঙীন*
நிறமற்ற பகுப்பாய்வி,ৰঙীন বিশ্লেষক
அதிர்வெண் நடுநிலை ஆண்டெனா,ফ্ৰিকুৱেন্সি নিউট্ৰেল এন্টেনা
நிறமற்ற வடிவம்,ৰঙীন আকৃতি
நிறமற்ற விளிம்பு,achromatic ফ্ৰিঞ্জ
நிறமற்ற லென்ஸ்*,ৰঙীন লেন্স*
நிறமற்ற புள்ளி பாதை,ৰঙীন বিন্দু পথ
நிறமற்ற லென்ஸ்,ৰঙীন লেন্স
வண்ணப் பட்டகம்,ৰঙীন প্ৰিজম
வண்ணமயமான தொலைநோக்கி,achromatic টেলিস্কোপ
நிறமற்ற தன்மை*,achromaticity*
நிறமாற்றம்*,achromatization*
நிறமற்ற தன்மை*,achromaticity*
"மீள், பயனற்ற, பயனற்ற","ইলাষ্টিক, অপ্ৰতিৰোধক, অবাধ্য"
"ஏகோர்ன் ஹோஸ், பாஞ்சு ஹோஸ்","একৰ্ণ নলী, বঞ্জু নলী"
மினியேச்சர் வால்வு,ক্ষুদ্ৰ ভালভ
அகோஃபோனி,প্ৰতিধ্বনি
ஒலியியல்,একাউষ্টিক
ஒலி உறிஞ்சுதல்,ধ্বনি শোষণ ক্ষমতা
ஒலியியல் குறைப்பு குணகம்,শব্দৰ ক্ষীণকৰণ সহগ
ஒலிக் குறைப்பு,শব্দৰ ক্ষীণকৰণ
ஒலி திருடன் அலாரம்,একাউষ্টিক চোৰ এলাৰ্ম
ஒலியியல் கொள்ளளவு,ধ্বনিযুক্ত ধাৰণক্ষমতা
கேட்கும் மையம்,শ্ৰৱণ কেন্দ্ৰ
ஒலியியல் விளக்கம்,ধ্বনিগত ব্যাখ্যা
ஒலி உறை,একাউষ্টিক কভাৰ
ஒலி பதில்,ধ্বনিগত প্ৰতিক্ৰিয়া
ஒலியியல் கூறு,ধ্বনি উপাদান
ஒலி கடத்துத்திறன்,ধ্বনি পৰিবাহীতা
ஒலி தணித்தல்,একাউষ্টিক ডেম্পিং
ஒலி சிதறல்,ধ্বনিগত বিক্ষিপ্ততা
ஒலி ஹேக்கர்,শব্দ হেকাৰ
ஒலி ஆற்றல்*,ধ্বনি শক্তি*
ஒலி ஆற்றல் சமன்பாடு,ধ্বনি শক্তি সমীকৰণ
ஒலி சமன்பாடு,ধ্বনি সমীকৰণ
ஒலி மறுசீரமைப்பு,শব্দ পুনৰুদ্ধাৰ
கிளாட்னி வடிவங்கள்,ক্লেডনি আকৃতি
ஒலி வடிகட்டி,একাউষ্টিক ফিল্টাৰ
ஒலி ஜெனரேட்டர்,শব্দ উৎপাদক
ஒலி தட்டு,একাউষ্টিক গ্ৰেটিং
ஒலி மின்மறுப்பு*,একাউষ্টিক ইম্পিডেন্স*
ஒலி மந்தநிலை,শব্দৰ জড়তা
ஒலி தீவிரம்,শব্দৰ তীব্ৰতা
ஒலி குறுக்கீடு மீட்டர்,শব্দৰ হস্তক্ষেপ মিটাৰ
ஒலி குறுக்கீடு கண்டறிதல்,একাউষ্টিক ইন্টাৰফেৰেন্স ডিটেক্টৰ
ஒலி லென்ஸ்,একাউষ্টিক লেন্স
ஒலி வரி,শব্দ ৰেখা
ஒலி நிறை,ধ্বনিযুক্ত ভৰ
ஒலி பொருள்,ধ্বনিগত পদাৰ্থ
ஒலியியல் என்பது இலவச பாதை,শব্দৰ অৰ্থ মুক্ত পথ
ஒலி முறை,একাউষ্টিক মোড
ஒலி சத்தம்,শব্দৰ শব্দ
ஒலி ஓம்*,ধ্বনিযুক্ত ওম*
"ஒலியியல் குழு, ஒலி பலகை","একাউষ্টিক পেনেল, একাউষ্টিক বৰ্ড"
ஒலி நிலை மாறிலி,ধ্বনি পৰ্যায় ধ্ৰুৱক
ஒலி ரிசீவர்,একাউষ্টিক ৰিচিভাৰ
ஒலி அழுத்தம்,শব্দৰ চাপ
ஒலியின் சமச்சீர் விதி,শব্দৰ প্ৰতিসমতা নিয়ম
ஒலி பரிமாற்றம்,শব্দ সংক্ৰমণ
ஒலியியல் பண்புகள்,ধ্বনিগত ধৰ্ম
ஒலி நாற்புறம்,ধ্বনিযুক্ত চতুৰ্ভুজ
ஒலி கதிர்வீச்சு உறுப்பு,ধ্বনি বিকিৰণ মৌল
ஒலி கதிர்வீச்சு,ধ্বনি বিকিৰণ
ஒலி எதிர்ப்பு,শব্দ নিবাৰণ
ஒலி ரேடியோமீட்டர்,একাউষ্টিক ৰেডিঅ&#39;মিটাৰ
ஒலி அதிர்ச்சி,ধ্বনিগত প্ৰতিক্ৰিয়া
ஒலி பரஸ்பர தேற்றம்,ধ্বনিগত পাৰস্পৰিকতা উপপাদ্য
ஒலி குறைப்பு காரணி,শব্দ হ্ৰাস কাৰক
ஒலி பிரதிபலிப்பு குணகம்,ধ্বনি প্ৰতিফলন সহগ
ஒலி ஒளிவிலகல்,ধ্বনি বিবৰ্তন
ஒலி எதிர்ப்பு,শব্দ প্ৰতিৰোধ ক্ষমতা
ஒலி பதில்,ধ্বনিগত প্ৰতিক্ৰিয়া
ஒலி சிதறல்,ধ্বনিগত বিক্ষিপ্ততা
கேட்கும் புள்ளி,শুনা বিন্দু
ஒலி விறைப்பு,শব্দৰ কঠিনতা
ஒலி அமைப்பு,শব্দ ব্যৱস্থা
ஒலி வெப்பமானி,একাউষ্টিক থাৰ্মোমিটাৰ
ஒலி வேகம்,শব্দৰ বেগ
ஒலி அலை,শব্দ তৰংগ
ஒலியியல்,একাউষ্টিক
ஒலி உறிஞ்சுதல் குணகம்,শব্দ শোষণ সহগ
ஒலி உறிஞ்சுதல் கூறு,শব্দ শোষণ উপাদান
ஒலி சுற்று,একাউষ্টিক বৰ্তনী
ஒலி பதில்,ধ্বনিগত প্ৰতিক্ৰিয়া
ஒலி தாமதக் கோடு,শব্দ বিলম্ব ৰেখা
ஒலி சிதைவு,ধ্বনিগত বিকৃতি
ஒலி ஒலியியல்,একাউষ্টিক একাউষ্টিক
ஒலி வடிகட்டி,একাউষ্টিক ফিল্টাৰ
ஒலி மின்மறுப்பு*,একাউষ্টিক ইম্পিডেন্স*
ஃபோனோகிராஃப்,ফ&#39;ন&#39;গ্ৰাফ
ஒலி ஓம்*,ধ্বনিযুক্ত ওম*
ஒலி மாறிலி,ধ্বনি ধ্ৰুৱক
ஒலி ஃபோனான்,একাউষ্টিক ফ&#39;নন
ஒலி பரிமாற்ற மாறிலி,ধ্বনি সংবহন ধ্ৰুৱক
ஒலி மாற்று குணகம்,শব্দ পৰিৱৰ্তন সহগ
ஒலி எதிர்ப்பு,শব্দ প্ৰতিৰোধ ক্ষমতা
ஒலி விறைப்பு,শব্দৰ কঠিনতা
ஒலி அலகு,শব্দ একক
ஒலி எதிர்ப்பு,শব্দ নিবাৰণ
ஒலி பக்கக் கோடு,একাউষ্টিক চাইড লাইন
"ஒலியியல், ஒலியியல்","শব্দবিজ্ঞান, ধ্বনিবিজ্ঞান"
ஒலி மீட்டர்,শব্দ মিটাৰ
ஒலி அழுத்தம்,শব্দৰ চাপ
கையகப்படுத்தல் ரேடார்,অধিগ্ৰহণ ৰাডাৰ
ஒளிச்சேர்க்கை கதிர்வீச்சு,সালোক সংশ্লেষণ বিকিৰণ
ஆக்டினியம் உமிழ்வு,এক্টিনিয়াম নিৰ্গমন
ஆக்டினோ-யுரேனியம்,এক্টিনো-ইউৰেনিয়াম
ஆக்டினோ-யுரேனியம் தொடர்,এক্টিনো-ইউৰেনিয়াম শৃংখলা
கதிரியக்க மின்சாரம்,ৰেডিঅ&#39;ইলেক্ট্ৰিক
"ஆக்டினோமீட்டர், ஃபோட்டோமிக்ரோமீட்டர்","এক্টিনোমিটাৰ, ফটোমাইক্ৰ&#39;মিটাৰ"
"செயல், செயல்","কাৰ্য্য, কাৰ্য্য"
செயல் மற்றும் எதிர்வினை,ক্ৰিয়া আৰু প্ৰতিক্ৰিয়া
செயல் மாறிலி,ক্ৰিয়া ধ্ৰুৱক
செல்வாக்கு மண்டலம்,প্ৰভাৱৰ ক্ষেত্ৰ
"செயல்படுத்தப்பட்டது, செயல்படுத்தப்பட்டது","সক্ৰিয় কৰা হৈছে, সক্ৰিয় কৰা হৈছে"
செயலில் பரவல்,সক্ৰিয় প্ৰসাৰণ
"செயல்படுத்தப்பட்ட ஃபைபர், செயல்படுத்தப்பட்ட ஃபைபர்","সক্ৰিয় কৰা ফাইবাৰ, সক্ৰিয় কৰা ফাইবাৰ"
செயல்படுத்தும் விளைவு,সক্ৰিয়কৰণ প্ৰভাৱ
செயல்படுத்தும் விளைவு,সক্ৰিয়কৰণ প্ৰভাৱ
செயல்படுத்தும் பகுப்பாய்வு,সক্ৰিয়কৰণ বিশ্লেষণ
செயல்பாட்டு மையம்,কাৰ্য্যকলাপ কেন্দ্ৰ
செயல்படுத்தும் சோதனையாளர்,সক্ৰিয়কৰণ পৰীক্ষক
செயல்படுத்தும் ஆற்றல்,সক্ৰিয়কৰণ শক্তি
செயல்படுத்தும் என்ட்ரோபி,সক্ৰিয়কৰণ এণ্ট্ৰপি
செயல்படுத்தல் அதிக மின்னழுத்தம்,সক্ৰিয়কৰণ অতিভোল্টেজ
செயல்படுத்தும் விகிதம்,সক্ৰিয়কৰণৰ হাৰ
"செயல்படுத்துபவர், செயல்படுத்துபவர்","সক্ৰিয়কৰ্তা, সক্ৰিয়কৰ্তা"
செயல்படுத்தும் அணு,সক্ৰিয়কৰ্তা পৰমাণু
முடுக்கி,ত্বৰণকাৰী
செயலில் உறிஞ்சுதல்,সক্ৰিয় শোষণ
செயலில் வான்வழி,সক্ৰিয় আকাশী
கதிர்வீச்சு ஆபத்து மண்டலம்,বিকিৰণৰ বিপদজনক অঞ্চল
செயலில் உள்ள சாதனம்,সক্ৰিয় ডিভাইচ
செயலில் இலக்கு,সক্ৰিয় লক্ষ্য নিৰ্ধাৰণ
செயலில் உள்ள ஹைட்ரஜன்*,সক্ৰিয় হাইড্ৰজেন*
செயலில் கண்ணி,সক্ৰিয় জাল
செயலில் வரி செயலில் வரி,সক্ৰিয় ৰেখা সক্ৰিয় ৰেখা
செயலில் வளையம்,সক্ৰিয় লুপ
செயலில் உள்ள குறியீடு*,সক্ৰিয় ক&#39;ড*
செயலில் உள்ள பொருட்கள்,সক্ৰিয় উপাদান
செயலில் உள்ள மூலக்கூறு,সক্ৰিয় অণু
செயலில் கண்ணி,সক্ৰিয় জাল
செயலில் மறுஉருவாக்கம்,সক্ৰিয় পুনৰ শোষণ
செயலில் உள்ள பகுதி,সক্ৰিয় অঞ্চল
