Marathi,Bengali
कृषी क्लिनिक,কৃষি ক্লিনিক
कृषी कामगार,কৃষি শ্রম
कृषी विपणन,কৃষি বিপণন
कृषी तंत्रज्ञान,কৃষি প্রযুক্তি
शेती,কৃষি
कृषी सांस्कृतिक,এগ্রিসিলভিকালচার
अ‍ॅग्रोबायोडिव्हर्सिटी,কৃষি
अ‍ॅग्रोबायोलॉजिकल दोष,অ্যাগ্রোবায়োলজিকাল ত্রুটিগুলি
कृषीशास्त्र,অ্যাগ্রোবায়োলজি
अ‍ॅग्रोक्लिमॅटिक विविधता,অ্যাগ্রোক্লিম্যাটিক বৈচিত্র্য
अ‍ॅग्रोक्लिमॅटिक झोनिंग,অ্যাগ্রোক্লিম্যাটিক জোনিং
अ‍ॅग्रोफोरेस्ट्री,কৃষি
कृषीशास्त्र,কৃষিবিদ
अ‍ॅग्रोनॉमी,কৃষি
अ‍ॅग्रोपास्टोरल,অ্যাগ্রোপাস্টোরাল
अ‍ॅग्रोप्रोसेसिंग,কৃষি
अ‍ॅग्रोस्टोलॉजी,অ্যাগ্রোস্টোলজি
अ‍ॅग्रोटाइप,এগ্রোটাইপ
एअर प्लांट,এয়ার প্ল্যান্ট
अकिओची माती,আকিওচি মাটি
अल्बिनिझम,অ্যালবিনিজম
अल्फिसोल,আলফিসোলস
एकपेशीय वनस्पती,শৈবাল
अल्गल रोग,অ্যালগাল ডিজিজ
अल्कली पाणी,ক্ষার জল
अल्कधर्मी,ক্ষারীয়
अ‍ॅलेल,অ্যালিল
Lel लोकेमिकल्स,অ্যালিলোকেমিক্যালস
Lel लोमॉर्फ,Allelomorph
Lel लेलोपॅथी,অ্যালোলোপ্যাথি
गल्ली पीक,অলি ক্রপিং
वाटप,বরাদ্দ
अ‍ॅलोगॅमी,অ্যালোগ্যামি
अ‍ॅलोमेट्री,অ্যালোমেট্রি
Ol लोपोलिपॉइड,অ্যালোপলিপ্লয়েড
Os लोसिनॅप्सिस (os लोसिंडेसिस),Allosynapsis (allosyndesis)
वैकल्पिक बेअरिंग,বিকল্প ভারবহন
वैकल्पिक जमीन वापर,বিকল্প জমি ব্যবহার
सभोवतालचे,পরিবেষ্টিত
Meliorant,অ্যামেলিয়োর্যান্ট
अमिटोसिस,অ্যামিটোসিস
अमृत,গোলাবারুদ
अमोनिफिकेशन,অ্যামোনিফিকেশন
अमोनिफायर,অ্যামোনিফায়ার
अमॉर्फ,অ্যামর্ফ
अ‍ॅम्फिमिक्सिस,অ্যাম্ফিমিক্সিস
अ‍ॅम्फोटेरिक,এমফোটেরিক
अ‍ॅनाबोलिझम,অ্যানাবোলিজম
अनरोब,অ্যানেরোব
Eneuploid,অ্যানিউপ্লয়েড
कोन लागवड,কোণ রোপণ
पशुसंवर्धन,পশুপালন
प्राणी नकार,প্রাণী প্রত্যাখ্যান
एनिमेट एनर्जी,অ্যানিমেট শক্তি
एनिसोप्लॉइड,অ্যানিসোপ্লয়েড
वार्षिक वनस्पती,বার্ষিক উদ্ভিদ
वार्षिक,বার্ষিক
अँथेसिस,অ্যান্থেসিস
अँथ्रॅक्स,অ্যানথ্রাক্স
मानववंशिक घटक,অ্যানথ্রোপোজেনিক ফ্যাক্টর
प्रतिजैविक,অ্যান্টিবায়োসিস
प्रतिजैविक,অ্যান্টিবায়োটিক
प्रतिजैविक,প্রতিষেধক
अँटीऑक्सिडेंट्स,অ্যান্টিঅক্সিডেন্টস
अँटीटॉक्सिन,অ্যান্টিটক্সিন
अ‍ॅनुलस,অ্যানুলাস
Ph फिड,এফিড
एपिकल अंकुर,অ্যাপিকাল কুঁড়ি
एपिकल वर्चस्व,অ্যাপিকাল আধিপত্য
एपिकल्चर (मधमाशी पाळणे),এপিক্যালচার (মৌমাছি পালন)
अपोमिक्सिस,অ্যাপোমিক্সিস
अ‍ॅपॉप्टोसिस,অ্যাপোপটোসিস
परिशिष्ट,সংযোজন
भूक,ক্ষুধার্ত
लागू,প্রয়োগ
जलीय तण,জলজ আগাছা
आर्बोरियल,আরবোরিয়াল
आर्बोरायझेशन,আর্বোরাইজেশন
आर्चीओ-बॉटॅनिकल रेकॉर्ड,আর্কিও-বোটানিকাল রেকর্ডস
क्षेत्र आकडेवारी,অঞ্চল পরিসংখ্যান
क्षेत्र,অঞ্চল
शुष्क इकोसिस्टम,শুকনো বাস্তুতন্ত্র
एरिल,আরিল
सुगंध,সুগন্ধ
सुगंधित वनस्पती,সুগন্ধযুক্ত উদ্ভিদ
सुगंधित तांदूळ,সুগন্ধযুক্ত চাল
बाण,তীর
Asepsis,Asepsis
Se सेप्टिक,অ্যাসেপটিক
अलौकिक प्रसार,অ্যাসেক্সুয়াল প্রচার
परख,অ্যাস
मालमत्ता,সম্পদ
आत्मसात,সংমিশ্রণ
असोसिएशन,সংঘ
तुरट,জ্যোতিষী
एसिनॅप्सिस,অ্যাসিনাপসিস
अटाविझम,Atavism
अ‍ॅटोमायझर,Atomizer
अ‍ॅट्रोफी,অ্যাট্রোফি
ऑटोगॅमी,অটোগামি
ऑटोलिसिस,অটোলাইসিস
ऑटोक्सिडेशन,অটোক্সিডেশন
ऑटोपॉलिपॉइड,অটোপলিপ্লয়েড
ऑक्सिन,অক্সিনস
ओएन (ब्रिस्टल),এডাব্লুএন (ব্রিজল)
बदाम,বাদাম
कोरफड,অ্যালো
अमरॅन्थस,অমরান্থাস
अम्मी,আম্মি
अंजान गवत,অঞ্জান ঘাস
अँथुरियम,অ্যান্থুরিয়াম
"अणला, भारतीय हंसबेरी","অোনলা, ভারতীয় গুজবেরি"
Apple पल,অ্যাপল
जर्दाळू,এপ্রিকট
अरबियन चमेली,আরবিয়ান জেসমিন
अरेका नट,সুপারি বাদাম
अर्जुन,অর্জুন
असफोएटिडा,Asfoetida
राख लबाडी,অ্যাশ লাউ
अशोका वृक्ष,অশোক গাছ
अश्थमा तण (युफोर्बिया),আশ্থমা আগাছা (ইউফোর্বিয়া)
शतावरी,অ্যাস্পারাগাস
एवोकॅडो,অ্যাভোকাডো
अल्फाल्फा (ल्युसर्न),আলফালফা (লুসার্ন)
मुंग्या,পিঁপড়া
Ph फिडस्,এফিডস
आर्मी जंत,সেনা কৃমি
कृषी अर्थशास्त्रज्ञ,কৃষি অর্থনীতিবিদ
कृषी विस्तारवादी,কৃষি এক্সটেনশনিস্ট
कृषी वैज्ञानिक,কৃষি বিজ্ঞানী
कृषी अभियंता,কৃষি প্রকৌশলী
अ‍ॅग्रोबायोलॉजिस्ट,অ্যাগ্রোবায়োলজিস্ট
कृषीशास्त्रज्ञ,কৃষিবিদ
अ‍ॅग्रोफिसिकस्ट,অ্যাগ্রোফিজিসট
प्राणी ब्रीडर,প্রাণী ব্রিডার
बॅसिलस विषाणू,ব্যাসিলাস ভাইরাস
बॅसिलस,ব্যাসিলাস
जिवाणू,ব্যাকটিরিয়া
बॅक्टेरियोटॉक्सिन,ব্যাকটিরিওক্সিন
बागसे,ব্যাগাস
शिल्लक पत्रक,ব্যালেন্স শীট
संतुलित फर्टिलायझेशन,ভারসাম্যহীন নিষেক
बार आकृती,বার ডায়াগ্রাম
साल,বাকল
बॅरोमीटर,ব্যারোমিটার
वांझ,বন্ধ্যা
पाया,বেস
बेसिन,বেসিন
बासिपेटल,বেসিপেটাল
बासेस्टर्नम,বেসস্টারনাম
बे मॉन्सून,উপসাগর
बेअरिंग प्लांट,বিয়ারিং প্ল্যান্ট
बेड,বিছানা
बेडर,বেডার
बेडिंग,বিছানাপত্র
बीट गुळ,বীট গুড়
धनुष्य,বেলো
बेल्ट,বেল্ট
लाभ-खर्च विश्लेषण,বেনিফিট-ব্যয় বিশ্লেষণ
पक्षपाती (सॅम्पलिंग),পক্ষপাতদুষ্ট (নমুনা)
द्विवार्षिक,দ্বিবার্ষিক
द्विपक्षीय,দ্বিপদী
बायोएजेन्ट,বায়োএজেন্ট
बायोक्लीमेट,বায়োক্লিমেট
बायोएनर्जी,বায়োনারজি
बायोनोमिक्स,বায়োনমিক্স
बायोरिएक्टर,বায়োরিয়্যাক্টর
जीवशास्त्र,বায়োস্ফিয়ার
बायोटिक,বায়োটিক
बायोटाइप,বায়োটাইপ
उभयलिंगी,উভকামী
ब्लान्चिंग,ব্লাঞ্চিং
ब्लास्ट,বিস্ফোরণ
मिश्रण,মিশ্রণ
ब्लाइट,ব্লাইট
फोड,ফোস্কা
निळा क्रांती,নীল বিপ্লব
तळाशी उष्णता कक्ष,নীচে তাপ চেম্বার
तळाशी उष्णता तंत्र,নীচে তাপ কৌশল
कोंडा,ব্রান
शाखा,শাখা
शाखा,শাখা
प्रजनन,প্রজনন
प्रजनन,প্রজনন
ब्रिमिंग,Brimming
ब्रूड,ব্রুড
नवोदित,উদীয়মান
अर्थसंकल्प,বাজেট
बफर,বাফার
बल्ब,বাল্ব
बंट,বুট
उप-उत्पादन,উপজাত
बाबुल बाभूळ,বাবুল অ্যাকাসিয়া
बाळ कॉर्न,শিশুর ভূট্টা
बाईल,বেল
बेली,বেল
बाल्सम,বালসাম
बांबू,বাঁশ
केळी,কলা
वडाचे झाड,বটগাছ
बार्ली,বার্লি
धान्याचे कोठार मिलेट,বার্নইয়ার্ড মিললেট
तुळस,পুদিনা
बस्टर्ड सिडर,জারজ সিডার
बस्टार्ड मायरोबालन,জারজ মাইরোবালান
बौहिनिया,বাউহিনিয়া
बे बेरी,বে বেরি
बीन,বিন
बीट,বীট
बेलॅडोना,বেলাদোনা
बेर,বের
Berseem,বার্সিম
सुपारी,সুপারি
बिलीमबी,বিলিম্বি
कारले,বিটার লাউ
काळा हरभरा,কালো গ্রাম
ब्लॅक नाईटशेड,কালো নাইটশেড
बोगेनविले,বোগেনভিলিয়া
बाटली ब्रश,বোতল ব্রাশ
दुधीभोपळा,বোতল লাউ
बॉक्स ट्री,বক্স ট্রি
ब्रेड फळ,রুটি ফল
ब्राइडल क्रिपर,ব্রাইডাল লতা
वांगे,ব্রিনজাল
ब्रॉड बीन,ব্রড শিম
ब्रोकोली,ব্রোকলি
ब्रुसेलचा अंकुर,ব্রাসেলের স্প্রাউট
बकव्हीट,বাকউইট
बुटिया,বুটিয়া
बॅन्डिकूट,ব্যান্ডিকুট
अस्वल,ভাল্লুক
बीटल,বিটল
ब्लिस्टर बीटल,ফোস্কা বিটল
निळा बैल,নীল ষাঁড়
बोल वर्म,বোল কৃমি
फुलपाखरू,প্রজাপতি
बॅक्टेरियोलॉजिस्ट,ব্যাকটিরিওলজিস্ট
बायोकेमिस्ट,বায়োকেমিস্ট
जीवशास्त्रज्ञ,জীববিজ্ঞানী
बायोटेक्नॉलॉजिस्ट,বায়োটেকনোলজিস্ট
वनस्पतिशास्त्रज्ञ,উদ্ভিদবিদ
सी ओलावा वैशिष्ट्यपूर्ण वक्र,সি আর্দ্রতা বৈশিষ্ট্যযুক্ত বক্ররেখা
केक,কেক
कॅल्केरियस,ক্যালারিয়াস
कॅल्सीफिकेशन,ক্যালিফিকেশন
फॉस्फेटचे कॅल्किनेशन,ফসফেটের ক্যালকিনেশন
कॉलिटी,Calost
कॉलस,কলাস
कॅलेक्स,ক্যালিক্স
कॅलेक्स-एंड,ক্যালিক্স-এন্ড
कॅम्बियम,ক্যাম্বিয়াম
कॅंकर,ক্যান্সার
कॅनिंग,ক্যানিং
छत,ক্যানোপি
भांडवल,মূলধন
केप्रीफिकेशन,ক্যাপরিফিকেশন
कॅप्सूल,ক্যাপসুল
कार्बोनेटेड,কার্বনেটেড
कार्बनायझेशन,কার্বনাইজেশন
कार्पेल,কার্পেল
कार्पस,কার্পাস
कास्टिंग,ঢালাই
कॅटाबोलिझम,ক্যাটাবোলিজম
कॅटॅलिसिस,ক্যাটালাইসিস
सुरवंट,শুঁয়াপোকা
सी-डीएनए लायब्ररी,সি-ডিএনএ লাইব্রেরি
कमाल मर्यादा,সিলিং
सेल,সেল
केंद्रीय नेता प्रणाली,কেন্দ্রীয় নেতা ব্যবস্থা
सेंट्रिक,কেন্দ্রিক
सेंट्रीफ्यूगेशन,সেন্ট্রিফিউগেশন
सेंट्रीफ्यूज,সেন্ট্রিফিউজ
सेंट्रीओल,সেন্ট্রিওল
सेंट्रोजेनिक,সেন্ট্রোজেনিক
केंद्रीत,সেন্ট্রোজেনাস
Cercus,সার্কাস
अन्नधान्य,সিরিয়াল
प्रमाणपत्र,শংসাপত্র
प्रमाणित बियाणे,প্রত্যয়িত বীজ
चाफ,চ্যাফ
चालझा,চালাজা
केमोट्रोपिझम,কেমোট্রপিজম
चियास्मा,চিয়াসমা
शीतकरण तास,শীতল সময়
शीतकरण इजा,শীতল আঘাত
चिमेरा,চিমেরা
क्लोरॅन्थी,ক্লোরান্টি
क्लोरोफिल,ক্লোরোফিল
क्लोरोसिस,ক্লোরোসিস
क्लोरोलॉजी,ক্লোরোলজি
क्रोमॅटिड,ক্রোমাটিড
क्रोमॅटिन,ক্রোমাটিন
क्रोमॅटोग्राफी,ক্রোমাটোগ্রাফি
क्रोमॅटोलिसिस,ক্রোমাটোলাইসিস
क्रोमोसेन्ट्रे,ক্রোমোসেন্ট্রে
क्रोमोजेनेसिस,ক্রোমোজেনেসিস
क्रोमोप्रोटीन,ক্রোমোপ্রোটিন
क्रोमोसोम,ক্রোমোজোম
जुनाट,দীর্ঘস্থায়ী
सिट्रेंज,সিট্রঞ্জ
क्लेडोड,ক্লেডোড
वर्गीकरण,শ্রেণিবদ্ধকরণ
क्ले,ক্লে
स्वच्छता,পরিষ্কার
क्लीस्टोगॅमी,ক্লিস্টোগ্যামি
क्लायमॅक्टेरिक फळ,ক্লাইম্যাক্টেরিক ফল
हवामान,জলবায়ু
हवामानशास्त्र,জলবায়ু
क्लिपर,ক্লিপার
क्लॉड,ক্লোড
क्लोन,ক্লোন
ढग,মেঘ
गठ्ठा,ক্লাম্প
क्लस्टर,ক্লাস্টার
खडबडीत,মোটা
कोट (बियाणे),কোট (বীজ)
कोकून,কোকুন
कोएन्झाइम,কোএনজাইম
एकत्रीकरण,সংহতি
कॉर,কয়ার
कोलोरिझा,কোলোররিজা
कॉलर,কলার
कोलोइड (माती),কলয়েড (মাটি)
कोलंबेला,কলিউমেলা
स्तंभ,কলাম
Comensalism,কমেন্সালিজম
व्यावसायिक बँक,বাণিজ্যিক ব্যাংক
वस्तू,পণ্য
समुदाय,সম্প্রদায়
कॉम्पॅक्शन (मातीची),সংযোগ (মাটির)
सुसंगतता,সামঞ্জস্যতা
सुसंगतता,সামঞ্জস্যতা
भरपाई,ক্ষতিপূরণ
स्पर्धात्मक संवाद,প্রতিযোগিতামূলক মিথস্ক্রিয়া
पूरक पीक,পরিপূরক ফসল
कॉम्प्लेक्स,জটিল
घटक,উপাদান
रचना,গঠন
कंपोस्ट,কম্পোস্ট
चक्रवाढ व्याज,চক্রবৃদ্ধিহারে সুদ
गणना,গণনা
संगणक,কম্পিউটার
एकाग्रता,একাগ্রতা
कंडिशनर,কন্ডিশনার
आवाहन,আচরণ
कॉन्फिगरेशन,কনফিগারেশন
अनुरूपता,অনুসার
गोंधळात टाकणारे,বিভ্রান্তিকর
संयोजन,সংমিশ্রণ
संयोजी,সংযোগকারী
संवर्धन,সংরক্ষণ
एकत्रीकरण,একত্রীকরণের
घटक,উপাদান
ग्राहक,গ্রাহক
वापर,খরচ
दूषित,দূষণ
समोच्च लागवड,কনট্যুর রোপণ
समोच्च,কনট্যুর
कॉन्ट्रॅक्ट शेती,চুক্তি চাষ
नियंत्रित स्टोरेज,নিয়ন্ত্রিত স্টোরেজ
सहकारी बँक,সমবায় ব্যাংক
सहकारी,সহযোগী
कॉपिस,কপিস
कॉर्म,Corm
कोरोला,করোলা
कॉर्टेक्स,কর্টেক্স
किंमत,ব্যয়
कॉटिलेडन (बियाणे),কোটিলেডন (বীজ)
क्रेडिट सोसायटी,ক্রেডিট সোসাইটি
पत,ক্রেডিট
लेखादार,পাওনাদার
माथा,ক্রেস্ট
Rickly,ক্রিঙ্কল
संकट,সংকট
निकष,মানদণ্ড
गंभीर,সমালোচনা
पीक विमा,শস্য বীমা
पीक कर्ज,শস্য loan ণ
पीक,ফসল
पीक क्षेत्र,ক্রপিং অঞ্চল
क्रॉस-इनकॉम्पॅन्सिबल,ক্রস-ইনমপ্যাটেবল
मुकुट (वनस्पती),মুকুট (উদ্ভিদ)
क्रंब,ক্রম্ব
कवच,ক্রাস্ট
क्रिप्टोगॅम,ক্রিপ্টোগাম
कुल (फळे),কুল (ফল)
कुल्म,কাল্ম
लागवड,চাষকারী
लागवड,চাষ
लागवड करणारा,কৃষক
संस्कृती,সংস্কৃতি
उपचार,নিরাময়
कर्लिंग,কার্লিং
चलन,মুদ্রা
क्यूटिकल,কিউটিকাল
कटिंग,কাটা
गळू,সিস্ট
साइटोक्रोम,সাইটোক্রোম
सायटोगामी,সাইটোগ্যামি
सायटोजेनेसिस,সাইটোজেনেসিস
सायटोजेनेटिक्स,সাইটোজেনেটিক্স
सायटोकिनेसिस,সাইটোকাইনেসিস
सायटोलॉजी,সাইটোলজি
सायटोलिसिस,সাইটোলাইসিস
सायटोमेरे,সাইটোমির
साइटोप्लाझम,সাইটোপ্লাজম
कोबी,বাঁধাকপি
कॅक्टस,ক্যাকটাস
कॅलेंडुला,ক্যালেন্ডুলা
कॅनरी गवत (फालारिस),ক্যানারি ঘাস (ফালারিস)
कॅन्ना,ক্যানা
कॅपरिस,ক্যাপারি
शिमला मिर्ची,ক্যাপসিকাম
कारंबोला,ক্যারামবোলা
कारपा,ক্যারপা
वेलची,এলাচ
कार्नेशन,কার্নেশন
गाजर,গাজর
काजू,হিজলি বাদাম
कॅसिया,ক্যাসিয়া
एरंडेल,ক্যাস্টর
फुलकोबी,ফুলকপি
भाजी किंवा कोशिंबीर बनवण्यासाठी उपयुक्त अशी एक वनस्पती,সেলারি
शॅमक,চ্যাম্প্যাক
चेनोपोडियम,চেনোপোডিয়াম
चेरी टोमॅटो,চেরি টমেটো
चेरी,চেরি
"चणा, हरभरा","ছোলা, গ্রাম"
मिरची,মরিচ
चीन टर्पेन्टाईन ट्री,চীন টারপেনটাইন গাছ
चाऊ-चाऊ,কুকুর কুকুর
क्रिसॅन्थेमम,ক্রিস্যান্থেমাম
"चुफा, पृथ्वी बदाम","চুফা, পৃথিবী বাদাম"
सिचरी,সিচরি
दालचिनी,দারুচিনি
सिट्रॉन,সিট্রন
सिट्रोनेला गवत,সিট্রোনেলা ঘাস
चमेली चढणे,জেসমিন আরোহণ
लवंग,লবঙ্গ
क्लस्टर बीन,ক্লাস্টার বিন
कोको,কোকো
नारळ,নারকেল
कॉफी,কফি
कोलियस,কোলিয়াস
कोलोकेशिया,কলোকাসিয়া
"कोलोसिंथ, कडू सफरचंद","কলোকিন্থ, তিক্ত আপেল"
सामान्य पर्स्लेन,সাধারণ পার্সেলেন
कोथिंबीर,ধনে
कापूस,সুতি
गायी,কাউপিয়া
क्यूबब,কিউব
काकडी,শসা
कुकर्बिट्स,Cucubits
जिरे,জিরা
करी पान,কারি পাতা
सीताफळ,আতা
कॅप्सूल बोरर,ক্যাপসুল বোরার
सुरवंट,ক্যাটারপিলার
लिंबूवर्गीय सायला,সাইট্রাস সাইক্ল্লা
क्रिकेट,ক্রিকেট
कावळा,কাক
जंत कट करा,কাটা কৃমি
डेअरी,দুগ্ধ
दुग्धशाळा,ডেয়ারিং
धरण,বাঁধ
दिवस-तटस्थ,দিন-নিরপেক্ষ
फुलांच्या नंतरचे दिवस,ফুলের পরে দিন
पूर्ण मोहोर नंतरचे दिवस,পুরো পুষ্প পরে দিন
डीब्लोसमिंग,ডিব্লোসোমিং
Decalcification,ডিক্যালসিফিকেশন
डिकंट,ডিক্যান্ট
क्षय,ক্ষয়
पाने गळणारा,পাতলা
दशांश,দশমিক
कमतरता,স্বল্পতা
डिफ्लोकुलेशन (माती),ডিফলোকুলেশন (মাটি)
डिफ्लोरेशन,Defloration
डीफोलिएशन,ডিফোলিয়েশন
जंगलतोड,বন নিধন
अध: पतन,অবক্ষয়
अधोगती,অবক্ষয়
पदवी दिवस,ডিগ্রি দিন
पदवी,ডিগ্রি
Dehiscence,ডিহেসেন্স
डीहुलिंग,ডিহুলিং
डीहुस्किंग,ডিহুসিং
डिहायड्रेशन,পানিশূন্যতা
डिहायड्रेटर,ডিহাইড্রেটর
मागणी,চাহিদা
विकृती,অবনতি
नकार,অস্বীকার
ठेव,আমানত
ठेव,জবানবন্দি
घसारा डेसालिनायझेशन,অবমূল্যায়ন বিচ্ছিন্নকরণ
Desiccation,বিশৃঙ্খলা
डिझाइन,নকশা
Descicator,ডেসিসেটর
निराश,গন্তব্য
Desuckering,Desuckering
Desynapsis,Desynapsis
डेटासेल,ডেটাসেল
Detasseling,ডিটাসেলিং
निर्धारक,নির্ধারক
अवमूल्यन,অবমূল্যায়ন
Devegetation,দেভেজেটেশন
विचलन,বিচ্যুতি
डायड,ডায়াড
निदान,রোগ নির্ণয়
डिचोगामी,Dichogamy
द्वैधविज्ञान,দ্বৈতত্ত্ব
डिकोटिल्डन (बियाणे),ডিকোটাইলডন (বীজ)
मरणार (रोग),ফিরে মারা (রোগ)
प्रसार,বিচ্ছুরণ
पचनक्षमता,হজমতা
डायहायब्रिड,ডিহাইব্রিড
डिक (डायक),ডাইক (ডাইক)
सौम्य,পাতলা
डायओसियस,ডাইওসিয়াস
डिप्लोइड,ডিপ্লোড
डिप्लोइड,ডিপ্লোড
डिप्लोमा,ডিপ্লোনেমা
डिसबुडिंग,অসন্তুষ্টি
डिस्किंग,ডিস্কিং
सूट,ছাড়
निर्जंतुकीकरण,নির্বীজন
फैलाव,বিচ্ছুরণ
प्रसार,প্রচার
विविधता,বৈচিত্রতা
विविध शेती,বিবিধ কৃষিকাজ
डीएनए शिडी,ডিএনএ মই
डीएनए रिसेप्टर,ডিএনএ রিসেপ্টর
डॉकगेज,ডকেজ
प्रबळ,প্রভাবশালী
सुप्तता,সুপ্ততা
डोस,ডোজ
डबल सिग्मॉइड वक्र,ডাবল সিগময়েড বক্ররেখা
मसुदा (मसुदा),খসড়া (খসড়া)
निचरा,ড্রেন
ड्रेनेज,নিকাশী
काढा,অঙ্কন
भिजत,ভিজে যাওয়া
ड्रेसिंग (बियाणे),ড্রেসিং (বীজ)
ड्रिल (एन.),ড্রিল (এন।)
ड्रिलिंग (एजी. इंजी),ড্রিলিং (এজি। ইঞ্জিন)
ड्रिलिंग (अ‍ॅग्रोनॉमी),ড্রিলিং (কৃষি)
ठिबक सिंचन,ড্রিপ সেচ
ड्रायलँड शेती,শুকনো কৃষিকাজ
धूळ,ধুলো
डस्टर,ডাস্টার
धूळ,ধুলাবালি
बटू,বামন
बौने पिरॅमिड,বামন পিরামিড
बौने,বামন
डेझी,ডেইজি
तारखा,তারিখ
दिवस चमेली,ডে জেসমিন
बडीशेप,ডিল
दीननाथ गवत,দিননাথ ঘাস
डॉडर,ডড্ডার
"डूब गवत, बर्म्युडा गवत","ডুব ঘাস, বারমুডা ঘাস"
ड्रूस,ড্রুস
कोरडे आले,শুকনো আদা
डीफोलिएटिंग बीटल,ডিফোলিয়েটিং বিটল
ड्रोन,ড্রোন
बदक,হাঁস
पर्यावरणशास्त्र,বাস্তুশাস্ত্র
इकोनोमेट्रिक्स,একনোমেট্রিক্স
आर्थिक कार्यक्षमता,অর্থনৈতিক দক্ষতা
इकोटाइप,ইকোটাইপ
एक्टोट्रॉफिक,অ্যাক্টোট্রফিক
ईडाफिक,এড্যাফিক
एडॉफोलॉजी,এড্যাফোলজি
कडा,এজিং
खाद्य भाग,ভোজ্য অংশ
मागणीची लवचिकता,চাহিদার স্থিতিস্থাপকতা
उत्पादनाची लवचिकता,উত্পাদন স্থিতিস্থাপকতা
इलेक्ट्रोलिसिस,বৈদ্যুতিন বিশ্লেষণ
इलेक्ट्रोफोरेसीस,ইলেক্ট্রোফোরসিস
Eluviation,এলিউভিয়েশন
Emasculator,ইমাসকুলেটর
तटबंदी,এম্ব্যাঙ্কিং
गर्भ,ভ্রূণ
गर्भशास्त्र,ভ্রূণতত্ত্ব
उदय,উত্থান
इमल्सीफायर,ইমুলিফায়ার
अंतर्जात,অন্তঃসত্ত্বা
एंडोमिटोसिस,এন্ডোমিটোসিস
एंडोपारासाइट,এন্ডোপারাসাইট
एंडोस्पर्म,এন্ডোস্পার্ম
उपक्रम,এন্টারপ্রাইজ
एंटोमोलॉजी,এনটমোলজি
वातावरण,পরিবেশ
सजीवांच्या शरीरात निर्मार्ण होणारे द्रव्य,এনজাইম
एपिकोटिल ग्राफ्टिंग,এপিকোটাইল গ্রাফটিং
एपिफाइट,এপিফাইট
इक्विटी,ইক্যুইটি
निर्मूलन,নির্মূল
आवश्यक पोषक घटक,অত্যাবশ্যক পুষ্টি
अंदाज,অনুমান
Etiolation,Itiolation
युजेनिक,ইউজেনিক
मूल्यांकन,মূল্যায়ন
बाष्पीभवन,বাষ্পীভবন
बाष्पीभवन,বাষ্পী-স্থানান্তর
सदाहरित क्रांती,চিরসবুজ বিপ্লব
सदाहरित,চিরসবুজ
उत्क्रांती,বিবর্তন
अबकारी,আবগারি
थकवा (प्रजननक्षमता),ক্লান্তি (উর্বরতা)
शोषण,শোষণ
अन्वेषण,অনুসন্ধান
एक्सट्र्यूजन,এক্সট্রুশন
