Malayalam,Hindi
സങ്കലന ഗ്രൂപ്പ്,योज्य समूह
വിപരീത വിപരീതം,योज्य व्युत्क्रम
അഡിറ്റീവ് പ്രോപ്പർട്ടി,"योज्यता, योगशीलता"
അഡിറ്റിവിറ്റി,योज्यता
തൊട്ടടുത്തുള്ള മാട്രിക്സ്,आसन्नता आव्यूह
തൊട്ടടുത്തുള്ള," संलग्न, निकटवर्ती , आसन्न"
അടുത്തുള്ള കോണുകൾ,आसन्न कोण
തൊട്ടടുത്തുള്ള ശീർഷകം,आसन्न शीर्ष
ചേരുക,सहबद्‌ध करना
തൊട്ടടുത്തുള്ള,"संलग्न संलग्नीत,"
അനുബന്ധ ഡിറ്റർമിനന്റ്,सहखंडज सारणिक
അനുബന്ധ ഡിഫറൻഷ്യൽ സമവാക്യം,संलग्न अवकल समीकरण
അനുബന്ധ സമവാക്യം,संलग्न समीकरण
അനുബന്ധ മാട്രിക്സ്,सहखंडज आव्यूह
മാട്രിക്സിന്റെ അനുബന്ധം,आव्यूह सहखंडज
അഡ്ജുഗേറ്റ് മാട്രിക്സ്,सहखंडज आव्यूह
സ്വീകാര്യമായ തീരുമാന പ്രവർത്തനം,ग्राह्य निर्णय फलन
അനുവദനീയമായ അനുമാനം,ग्राह्य परिकल्पना
എയറോഡൈനാമിക് ശക്തി,वायुगतिक बल
എയറോഡൈനാമിക്സ്,वायु गतिकी
അഫൈൻ ജ്യാമിതി,सजातीय ज्यामिति
അഫൈൻ മാപ്പിംഗ്,सजातीय प्रतिचित्रण
അഫൈൻ പരിവർത്തനം,सजातीय रूपांतरण
അഗ്രഗേറ്റിംഗ് വേരിയബിളുകൾ,समुच्चयी चर
ബീജഗണിതം," बीजगणित, ऐलजेब्रा , बीजावली , बीजक्रिया"
ബീജഗണിതപരമായി അടച്ചിരിക്കുന്നു,"बीजतः संवृत, बीजतः"
ബീജഗണിത സമവാക്യം,बीजीय समीकरण
ബീജഗണിത പദപ്രയോഗം,बीजीय व्यंजक
ബീജഗണിത രൂപം,बीजीय समघात
ബീജഗണിത പ്രവർത്തനം,बीजीय फलन
ബീജഗണിത ജ്യാമിതി,बीजीय ज्यामिति
ബീജഗണിത ഗുണിതം,बीजीय बहुकता
ബീജഗണിത വ്യവസ്ഥ,बीजीय निकाय
എല്ലാ പൂർണ്ണസംഖ്യാ പ്രശ്നം,सर्व-पूर्णांक समस्या
വിഹിതം പ്രശ്നം,"नियतन समस्या वाटपप्रश्न,"
അക്ഷരമാലാ ക്രമം,अक्षरात्मक संकेत पद्‌धति
അക്ഷരമാലാക്രമം,अक्षरात्मक संप्रतीक
ഇതര കോൺ,एकांतर कोण
ഒന്നിടവിട്ട രൂപം,"एकांतर समघात प्रत्यावर्ती रूप,"
ഇതര ഗ്രൂപ്പ്,एकांतर समूह
ഒന്നിടവിട്ട മാട്രിക്സ്,एकांतर आव्यूह
ഒന്നിടവിട്ട പരമ്പര,एकांतर श्रेणी
ഇതര സിദ്ധാന്തം,वैकल्पिक परिकल्पना
ഇതര ഒപ്റ്റിമ,वैकल्पिक इष्टमत
ഇതര ഫലം,वैकल्पिक परिणाम
അനലോഗ്-ടു-ഡിജിറ്റൽ കൺവെർട്ടർ,अनुरूप-अंकीय परिवर्तक
അനലോഗ് കമ്പ്യൂട്ടർ,"अनुरूप कम्प्यूटर,"
വിശകലനം,विश्लेषण
സഹവർത്തിത്വത്തിന്റെ വിശകലനം,सहप्रसरण-विश्लेषण
എണ്ണൽ ഡാറ്റയുടെ വിശകലനം,गणन-आंकड़ों का विश्लेषण
വ്യതിയാനത്തിന്റെ വിശകലനം,प्रसरण-विश्लेषण
അനലിറ്റിക് ജ്യാമിതി,विश्लेषिक ज्यामिति
വിശകലന പ്രവർത്തനം,विश्लेषिक फलन
കോൺ,कोण
കോൺടാക്റ്റ് കോൺ,स्पर्श-कोण
വ്യതിചലനത്തിന്റെ കോൺ,विक्षेप-कोण
വിഷാദത്തിന്റെ ആംഗിൾ,अवनमन-कोण
വ്യതിയാനത്തിന്റെ കോൺ,विचलन-कोण
ഡിഫ്രാക്ഷൻ കോൺ,विवर्तन-कोण
എലവേഷൻ കോൺ,उन्नयन-कोण
സംഭവത്തിന്റെ കോൺ,आपतन-कोण
പ്രൊജക്ഷൻ കോൺ,प्रक्षेप-कोण
പ്രതിഫലനത്തിന്റെ കോൺ,परावर्तन-कोण
അപവർത്തന കോൺ,अपवर्तन-कोण
ഭ്രമണകോണ്,घूर्णन-कोण
മൊത്തം പ്രതിഫലനത്തിന്റെ കോൺ,पूर्ण परावर्तन-कोण
കോണീയ ത്വരണം,कोणीय त्वरण
കോണീയ ചലനം,कोणीय गति
കോണീയ വേഗത,कोणीय चाल
കോണീയ പ്രവേഗം,कोणीय वेग
വാർഷികം,वलयिका
ഉത്തരം,उत्तर
ആന്റി-ഡെറിവേറ്റീവ്,प्रति-अवकलज
ആന്റിസിമെട്രിക് പ്രവർത്തനം,प्रतिसममित फलन
ബാധകമാണ്,"आच्छाद्य , अनु प्रयोज्य, लागू"
അപേക്ഷ,"अनुप्रयोग उपयोजन,"
പ്രയോഗിച്ച ഡൈനാമിക് പ്രോഗ്രാമിംഗ്,अनुप्रयुक्त गतिशील प्रोग्रामन
പ്രയോഗിച്ച ജ്യാമിതി,अनुप्रयुक्त ज्यामिति
പ്രയോഗിച്ച ഗണിതശാസ്ത്രം,अनुप्रयुक्त गणित
പ്രയോഗിച്ച സ്ഥിതിവിവരക്കണക്കുകൾ,अनुप्रयुक्त सांख्यिकी
ഏകദേശം,"सन्निकटतः, लगभग"
ഏകദേശം തുടർച്ചയായ പ്രവർത്തനം,सन्निकटतः संतत फलन
ഏകദേശ രീതി,"स्थूल विधि, सन्निकट विधि"
ഏകദേശ പരിഹാരം,सन्निकट हल
ഏകദേശ പ്രശ്നം,सन्निकटन-समस्या
ഏകദേശ സ്വത്ത്,सन्निकटन-गुणधर्म
ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ് ബാറ്ററി,अभिक्षमता-परीक्षावली
അർഗൻഡ് ഡയഗ്രം,आरगाँ आरेख
ഏകപക്ഷീയമായി തിരഞ്ഞെടുത്തു,स्वेच्छगहीतृ
ഏകപക്ഷീയമായ,"स्वेच्छ, यादृच्छिक"
ഏകപക്ഷീയമായ സ്ഥിരാങ്കം,स्वेच्छ अचर
ഏകപക്ഷീയമായ ഘടകം,स्वेच्छ अवयव
ഏകപക്ഷീയമായ പോയിന്റ്,स्वेच्छ बिन्दु
ആർക്കെമീഡിയൻ നിയമം,आर्किमीडी नियम
ആർക്കിമിഡീസ് തത്വം,आर्किमीडीज़ का नियम
ആർക്ക് നീളം,"चाप-दैर्घ्य, चाप-लम्बाई"
വൃത്താകൃതിയിലുള്ള കമാനം,वत्तृ चाप
ആർക്ക് സൈൻ വിതരണം,प्रतिलोम ज्या बंटन
ആർക്ക് സൈൻ പരിവർത്തനം,प्रतिलोम ज्या रूपांतरण
പ്രദേശം," क्षेत्र , क्षेत्रफल"
ഏരിയൽ ടെക്സ്ചർ,क्षेत्रीय विन्यास
സങ്കീർണ്ണ സംഖ്യയുടെ വാദം,सम्मिश्र संख्या का कोणांक
ഗണിത അർത്ഥം,समांतर माध्य
ഗണിത പ്രവർത്തനം,अंकीय संक्रिया
ഗണിത യൂണിറ്റ്,अंकीय एकक
ക്രമീകരണം,"विन्यास, व्यवस्था"
അറേ,"व्यूह , सरणी"
കൃത്രിമ ഉപഗ്രഹം,कृत्रिम उपग्रह
കൃത്രിമ വേരിയബിൾ,कृत्रिम चर
കയറുക,आरोहण करना
ആരോഹണം,आरोही
മാഗ്നിറ്റ്യൂഡിന്റെ ആരോഹണ ക്രമം,परिमाण का आरोही क्रम
ആരോഹണ പരമ്പര,आरोही श्रेणी
അസംബ്ലർ ഭാഷ,कोडांतरक भाषा
അസൈൻമെന്റ് പ്രശ്നം,"नियतन समस्या नियतन प्रश्न,"
സഹകാരി നിയമം,साहचर्य नियम
ഓപ്പറേറ്റർമാരുടെ അനുബന്ധ നിയമം,संकारकों का साहचर्य नियम
അനുബന്ധ പ്രവർത്തനം,साहचर्य-संक्रिया
സഹവാസം,सहचारिता
അർത്ഥമാക്കുന്നത്,कल्पित माध्य
പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ അനുമാനിച്ചു,कल्पित प्रायिकता बंटन
അനുമാനം," कल्पना , गृहीत,"
ജ്യോതിഷം,ज्योतिष
ബഹിരാകാശ എഞ്ചിനീയർ,"अंतरिक्षयानिक इंजीनियर अंतराळी अभियंता,"
ജ്യോതിശാസ്ത്രജ്ഞൻ,खगोलज्ञ*
ജ്യോതിശാസ്ത്ര ഘടികാരം,खगोलीय घड़ी
ജ്യോതിശാസ്ത്രം,खगोलिकी
അസമമായ വക്രം,असममित वक्र
അസമമിതി,असममिति
ലക്ഷണം,अनंतस्पर्शी
അസിംപ്റ്റോട്ടിക്,उपगामी
അസിംപ്റ്റിക്കലി കാര്യക്ഷമമായ എസ്റ്റിമേറ്റർ,उपगामी दक्ष आकलक
അസ്‌മിപ്റ്റിക്കലി പക്ഷപാതമില്ലാത്ത എസ്റ്റിമേറ്റർ,उपगामी अनभिनत आकलक
അസിംപ്റ്റോട്ടിക് സ്വഭാവം,उपगामी आचरण
അസിംപ്റ്റോട്ടിക് ഡിസ്ട്രിബ്യൂഷൻ ഫംഗ്ഷൻ,उपगामी बंटन-फलन
അസിംപ്റ്റോട്ടിക് വികാസം,उपगामी प्रसार
അന്തരീക്ഷമർദ്ദം,वायु मंडलीय दाब
മാറി മാറി,"यदृच्छया,"
ആട്രിബ്യൂട്ട്,गुण*
ആട്രിബ്യൂട്ടുകൾ സാമ്പിൾ നടപടിക്രമം,गुण-प्रतिचयन-क्रियाविधि
വർദ്ധിപ്പിച്ച മാട്രിക്സ്,संवर्धित आव्यूह
ഓട്ടോകോറിലേഷൻ കോഫിഫിഷ്യന്റ്,स्वसहसंबंध गुणांक
ഓട്ടോകോറിലേഷൻ ഫംഗ്ഷൻ,स्वसहसंबंध फलन
ഓട്ടോകോവേരിയൻസ്,स्वसहप्रसरण
ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടർ,स्वचालित अभिकलित्र
സ്വയം റിഗ്രഷൻ,स्वसमाश्रयण
സഹായ സമവാക്യം,सहायक समीकरण
ശരാശരി സാമ്പിൾ നമ്പർ വക്രം (ASN കർവ്),माध्य प्रतिदर्श संख्या वक्र (मा.प्र.सं. वक्र)
സിദ്ധാന്തം," स्वयंसिद्‌ध , अभिगृहीत"
അച്ചുതണ്ട് സമീപനം,अभिगहीती दृष्टिकोण
സംഭാവ്യതയുടെ സിദ്ധാന്തം,प्रायिकता अभिगृहीत
അച്ചുതണ്ട്,अक्ष
അബ്സിസ്സയുടെ അച്ചുതണ്ട്,भुजाक्ष
ഭൂമിയുടെ അച്ചുതണ്ട്,भू-अक्ष
വിപ്ലവത്തിന്റെ അച്ചുതണ്ട്,परिक्रमण-अक्ष
ഭ്രമണത്തിന്റെ അച്ചുതണ്ട്,घूर्णन अक्ष
സ്പിന്നിന്റെ അച്ചുതണ്ട്,प्रचक्रण-अक्ष
തിരികെ-പകരം,पश्च-प्रतिस्थापन
പിന്നാക്ക വ്യത്യാസം,पश्चांतर
ബാക്ക്വാർഡ്-ഇന്റർപോളേഷൻ ഫോർമുല,पश्च अंतर्वेशन-सूत्र
ബാലൻസ്,"तुला, तराजू , संतु लन , शेष, बाकी , संतुलित होना, संतुलित करना"
സമതുലിതമായ ഡിസൈൻ,संतुलित अभिकल्पना
ബാലൻസ് ഷീറ്റ്,तुलन-पत्र
ബാലിസ്റ്റിക് മിസൈൽ,प्रक्षेपास्त्र
ബാലിസ്റ്റിക്സ്,"प्राक्षेपिकी, अस्त्र विज्ञान"
ബാർ," स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी , रोधिका, भित्ति , बार , रेखा, रेखिका , परीक्षण रेखा, धार"
അടിസ്ഥാനം,"आधार , क्षारक , अधम , मूल , बेस"
അടിസ്ഥാന കോൺ,आधार कोण
ലോഗരിതം അടിസ്ഥാനം,"लघुगणक का आधार, लॉगरिथ्म का आधार"
അടിസ്ഥാന,"आधारी, मूल,"
അടിസ്ഥാന പ്രായോഗിക പരിഹാരം,आधारी सुसंगत हल
അടിസ്ഥാന പരിഹാരം,आधारी हल
അടിസ്ഥാന വേരിയബിൾ,आधारी चर
അടിസ്ഥാനം,आधारक
അടിസ്ഥാന ഘടകം,आधार अवयव
അടിസ്ഥാന മാട്രിക്സ്,आधारी आव्यूह
ഒരു വെക്റ്റർ സ്ഥലത്തിന്റെ അടിസ്ഥാനം,सदिश समष्टि का आधार
ഉപസ്ഥലത്തിന്റെ അടിസ്ഥാനം,उपसमष्टि का आधार
ബയേസിയൻ എസ്റ്റിമേറ്റ്,बेज़-आकल
ബയേസിന്റെ നിയമം,बेज़-नियम
ബയേസിന്റെ സിദ്ധാന്തം,बेज़-प्रमेय
ബെർണൂലി വിതരണം,बर्नूली-बंटन
ബെർണൂലി നമ്പർ,बर्नूली संख्या
ബെർണൂലി പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ,बर्नूली प्रायिकता-फलन
ബെർണൂലിയുടെ സമവാക്യം,बर्नूली-समीकरण
ബെറി പ്രവർത്തനം,बेरी फलन
ഏറ്റവും അനുയോജ്യം,श्रेष्ठतम आसंजन
ഏറ്റവും അനുയോജ്യമായ ലൈൻ,श्रेष्ठतम आसंजन रेखा
മികച്ച പരിഹാരം,सर्वोत्तम हल
മികച്ച തന്ത്രങ്ങൾ,सर्वोत्तम युक्तियाँ
ബീറ്റ വിതരണം,बीटा बंटन
പക്ഷപാതം,"अभिनति, बायस"
പക്ഷപാതപരമായ കണക്ക്,अभिनत आकल
ബൈഹാർമോണിക് സമവാക്യം,द्विप्रसंवादी समीकरण
ബിജക്ഷൻ,एकैकी आच्छादन
ബിജക്റ്റീവ് മാപ്പ്,एकैकी आच्छादी प्रतिचित्र
ബിജക്റ്റീവ് മാപ്പിംഗ്,एकैकी आच्छादी प्रतिचित्रण
ബിലീനിയർ രൂപം,द्विएकघाती समघात
ബിലീനിയർ ഫംഗ്ഷൻ,द्विरैखिक फलन
ബിലീനിയർ ഹെർമിഷ്യൻ രൂപം,द्विरैखिक हर्मिटीय समघात
ബൈനറി,"द्वि-चर, द्वि-आधारी, द्वयी"
ബൈനറി കോഡ്,"द्वि-आधारी कोड, द्विआधारी कूट"
ബൈനറി കോഡ് ചെയ്ത ദശാംശം,"द्वि-आधारी कूट दशमलव, द्वि-आधारी कोडित दशमलव"
ബൈനറി കോഡിംഗ്,द्वि-आधारी कूटलेखन
ബൈനറി കമ്പ്യൂട്ടർ,द्वि-आधारी अभिकलित्र
ബൈനറി അക്കം,द्वि-आधारी अंक
ബൈനറി പ്രവർത്തനം,द्विआधारी संक्रिया
ബൈനറി സിസ്റ്റം,द्विआधारी पद्‌धति
ബൈനറി വേരിയബിൾ,द्विआधारी चर
ദ്വിപദ ഗുണകം,द्विपद गुणांक
ദ്വിപദ വിതരണം,द्विपद बंटन
ദ്വിപദ സമവാക്യം,द्विपद समीकरण
ദ്വിപദ വിപുലീകരണം,द्विपद प्रसरण
ദ്വിപദ പദപ്രയോഗം,द्विपद व्यंजक
ബൈനോമിയൽ റാൻഡം വേരിയബിൾ,द्विपद यादृच्छिक चर
ദ്വിപദ സിദ്ധാന്തം,द्विपद-प्रमेय
വിഭജനം,"अर्धन, द्विभाजन"
വിഭജന രീതി,"समद्विभाजन विधि, अर्धीकरण विधि"
ദ്വിഭാഗം,"अर्धक, द्विभाजक"
ബൈസീരിയൽ,"द्विपंक्तिक, द्विश्रेणिक"
ബിറ്റ്,"द्वयंक (द्विआधारी अंक) , अणी, बरमी , टूक"
ദ്വിപദ ദ്വിപദ വിതരണം,द्विचर द्विपद-बंटन द्विचल
ദ്വിവസ്ത്ര പരസ്പര ബന്ധ ഗുണകം,द्विचर सहसंबंध गुणांक
ദ്വിവിധ വിതരണം,द्विचर बंटन
ദ്വിവത്കൃത സാധാരണ വിതരണം,द्विचर प्रसामान्य-बंटन
ബിവെക്ടർ,द्विसदिश
ബോൾട്ട്സ്മാൻ സമവാക്യം,बोल्ट्मान समीकरण
ബൂളിയൻ ബീജഗണിതം,बूलीय बीजावली*
ബോസ് - ഐൻസ്റ്റീൻ സ്ഥിതിവിവരക്കണക്കുകൾ,बोस-आइन्स्टाइन सांख्यिकी
അതിർത്തി അവസ്ഥ,परिसीमा प्रतिबन्ध
അതിർത്തി പാളി,परिसीमा स्तर
അതിർത്തി രേഖ,परिसीमा रेखा
അതിർത്തി മൂല്യം,परिसीमा मान
അതിർത്തി മൂല്യ പ്രശ്നം,परिसीमा मान समस्या
പരിമിതമായ പ്രവർത്തനം,"परिबद्‌ध फलन परिबद्‌ध फल,"
ബൗണ്ടഡ് മാട്രിക്സ്,"परिबद्‌ध मैट्रिक्स, परिबद्‌ध आव्यूह परिबद्‌ध सारणी,"
അതിർത്തി പ്രദേശം,"परिबद्‌ध प्रदेश परिबद्‌ध प्रदेश,"
ബൗണ്ടഡ് സെറ്റ്,"परिबद्‌ध समच्चय परिबद्‌ध संच,"
ബ്രൗൺ ചലനം,ब्राउनी गति
കണക്കാക്കുക,परिकलन करना
കണക്കുകൂട്ടുന്നു,परिकलन
കണക്കുകൂട്ടൽ യന്ത്രം,"परिकलन-यंत्र, परिकलित्र"
കണക്കുകൂട്ടല്,परिकलन*
കണക്കുകൂട്ടൽ നടപടിക്രമം,परिकलनात्मक क्रिया विधि
കാൽക്കുലേറ്റർ," परिकलित्र , परिकलक"
കാൽക്കുലസ്,"कलन, कैलकुलस"
വ്യതിയാനത്തിന്റെ കണക്കുകൂട്ടൽ,विचरण-कलन
കലോറി,कैलोरी
റദ്ദാക്കൽ നിയമം,निरसन नियम
കാനോനിക്കൽ സമവാക്യം,विहित समीकरण
കാനോനിക്കൽ രൂപം,विहित रूप
കാനോനിക്കൽ മാട്രിക്സ്,"विहित मैट्रिक्स, के नानिकल मैट्रिक्स"
കാന്റർ സെറ്റ്,कैन्टर समुच्चय
കാന്ററിന്റെ ത്രിതല സെറ്റ്,कैन्टर त्रिआधारी समुच्चय
ശേഷിയുള്ള ഗതാഗത പ്രശ്നം,परिबंधित परिवहन समस्या
ശേഷി,क्षमता
കാപ്പിലറി ബലം,केशिका-बल
കാർഡിനൽ നമ്പർ,"गणन संख्या, कार्डिनल संख्या"
കാർട്ടീഷ്യൻ അക്ഷങ്ങൾ,कार्तीय अक्ष
കാർട്ടീഷ്യൻ കോർഡിനേറ്റുകൾ,कार्तीय निर्देशांक
കാർട്ടീഷ്യൻ ഉൽപ്പന്നം,कार्तीय गुणन
സെറ്റുകളുടെ കാർട്ടീഷ്യൻ ഉൽപ്പന്നം,समुच्चयों का कार्तीय गुणन
കേസ് പഠനം,"केस अध्ययन, वस्तुस्थिति अध्ययन"
വിനാശകരമായ ഏറ്റക്കുറച്ചിലുകൾ,विपत्तिपूर्ण उच्चावचन
കാറ്റനറി,कैटिनरी
കോച്ചി വിതരണം,कौशी बंटन
കൗച്ചി ഫോർമുല,कौशी सूत्र
Cauchy Goursat സിദ്ധാന്തം,कौशी-गूर्सा-प्रमेय
കൗച്ചി റീമാൻ വ്യവസ്ഥകൾ,कौशी-रीमान-प्रतिबंध
Cauchy ക്രമം,कौशी अनुक्रम
കൗച്ചി ഇന്റഗ്രൽ,कौशी समाकल
Cauchy പ്രധാന മൂല്യം,कौशी मुख्य-मान
കൗച്ചി അവശിഷ്ട സിദ്ധാന്തം,कौशी अवशेष प्रमेय
കെയ്‌ലി ഹാമിൽട്ടൺ സിദ്ധാന്തം,कैले-हैमिल्टन-प्रमेय
ആകാശ ശരീരം,"खपिंड, खगोलीय पिंड"
ആകാശത്തിന്റെ അളവ്,खगोलीय माप
ആകാശ മെക്കാനിക്സ്,खगोलीय यांत्रिकी
ആകാശ വസ്തു,खगोलीय पिंड
സെൽ ആവൃത്തി,कोशिका बारंबारता
കാനേഷുമാരി,"गणना , जनगणना"
സെന്റൽ,शततमक
സെന്റീമീറ്റർ,सेन्टीमीटर
സെന്റീമീറ്റർ ഗ്രാം സെക്കന്റ് സിസ്റ്റം,सेन्टीमीटर-ग्राम-सेकंड पद्‌धति
കേന്ദ്ര,"केन्द्रीय , सकेन्द्र"
കേന്ദ്ര അക്ഷം,केन्द्रीय अक्ष
കേന്ദ്ര വ്യത്യാസം,केन्द्रीय अंतर
കേന്ദ്ര വ്യത്യാസ ഫോർമുല,केन्द्रीय अंतर सूत्र
കേന്ദ്ര വ്യത്യാസ പട്ടിക,केन्द्रीय अंतर सारणी
കേന്ദ്ര പരിധി സിദ്ധാന്തം,केन्द्रीय सीमा प्रमेय
കേന്ദ്ര നിമിഷം,केन्द्रीय आघूर्ण
സെൻട്രൽ പ്രോസസ്സിംഗ് യൂണിറ്റ് (സിപിയു),केन्द्रीय संसाधन एकक
കേന്ദ്ര പ്രവണത,केन्द्रीय प्रवतिृ
കേന്ദ്രം,केन्द्र*
ഗുരുത്വാകർഷണ കേന്ദ്രം,गुरुत्व-केन्द्र
ഗ്രൂപ്പിന്റെ കേന്ദ്രം,समूह-केन्द्र
പിണ്ഡത്തിന്റെ കേന്ദ്രം,संहति-केन्द्र
സമമിതിയുടെ കേന്ദ്രം,सममिति-केन्द्र
അപകേന്ദ്ര ബലം,अपकेन्द्री बल
അപകേന്ദ്രബലം,अभिकेन्द्र-बल
കേന്ദ്രീകൃത,"केन्द्रक मध्यगासंपात,"
ഉറപ്പ്,निश्चितता
cgs സിസ്റ്റം,c.g.s.पद्‌धति
cgs യൂണിറ്റ്,c.g.s.मात्रक
വ്യത്യാസത്തിന്റെ ശൃംഖല,अवकलन का शृंखला नियम
സാധ്യത കാരണങ്ങൾ,संयोग हेतु
അവസര നീക്കങ്ങൾ,सांयोगिक चाल
അച്ചുതണ്ടുകളുടെ മാറ്റം,अक्ष-परिवर्तन
അടിസ്ഥാന മാറ്റം,"आधार परिवर्तन पायाधार-बदल,"
ക്രമം മാറ്റം,क्रम परिवर्तन
സ്വഭാവ ഗുണകം,अभिलक्षणिक गुणांक
ഡിറ്റർമിനന്റ്,अभिलक्षणिक सारणिक
സ്വഭാവ സമവാക്യം,अभिलक्षण-समीकरण
സ്വഭാവ സവിശേഷത,"अभिलक्षण-फलन, कैरेक्टेरिस्टिक फलन"
ലോഗരിതത്തിന്റെ സ്വഭാവം,लघुगणक का पूर्णांश
സ്വഭാവ ബഹുപദം,"अभिलक्षणिक बहुपद,"
സ്വഭാവ മൂല്യം,अभिलक्षणिक मान
സ്വഭാവ വെക്റ്റർ,अभिलक्षणिक सदिश
പ്രതീക സെറ്റ്,संप्रतीक समुदाय
ചാർട്ട്,"चार्ट, संचित्र तक्ता,"
ചി-സ്ക്വയർ വിതരണം,काई-वर्ग बंटन
ചി-സ്ക്വയർ ഫോർമുല,काई-वर्गं सूत्र
ചി-സ്ക്വയർ ടെസ്റ്റ്,काई-वर्ग परीक्षण
കോർഡ്,जीवा*
chord-bisection രീതി,जीवा-द्विभाजन-विधि
സൈഫർ സന്ദേശം (=കോഡ് ചെയ്ത സന്ദേശം),बीजलिखित संदेश
സൈഫർ (പൂജ്യം),"शून्य, सिफर"
വൃത്തം,वृत्त*
ഒത്തുചേരൽ വൃത്തം,अभिसरण वत्तृ
സർക്യൂട്ട് മാട്രിക്സ്,परिपथ आव्यूह
വൃത്താകൃതിയിലുള്ള,"वृत्ताकार, वर्तुल,"
വൃത്താകൃതിയിലുള്ള ലക്ഷണം,वर्तुल अनंतस्पर्शी
വൃത്താകൃതിയിലുള്ള ഹെലിക്സ്,वृत्तीय कंडुलिनी
വൃത്താകൃതിയിലുള്ള ചലനം,वर्तुल गति
ചുറ്റളവ്,परिकेन्द्र
വൃത്താകൃതി,परिवृत्त*
ചുറ്റുക,"परिगत करना, परितः खींचना"
പരിമിതപ്പെടുത്തിയിരിക്കുന്നു,परिगत
ചുറ്റപ്പെട്ട വൃത്തം,परिवृत
ക്ലാസിക്കൽ ഡിഡക്റ്റീവ് ടെക്നിക്,चिरप्रतिष्ठित निगमनिक
ക്ലാസിക്കൽ ഡൈനാമിക്സ്,चिरप्रतिष्ठित गतिकी
ക്ലാസിക്കൽ ഒപ്റ്റിമൈസേഷൻ,चिरप्रतिष्ठित इष्टतमन
ക്ലാസിക്കൽ നാശത്തിന്റെ പ്രശ്നം,चिरप्रतिष्ठित वित्तनाश समस्या
ക്ലാസിക്കൽ സ്റ്റാറ്റിസ്റ്റിക്കൽ മെക്കാനിക്സ്,चिरप्रतिष्ठित सांख्यिकीय यांत्रिकी
പിശകുകളുടെ വർഗ്ഗീകരണം,त्रुटियों का वर्गीकरण
ക്ലാസ് ഇടവേള,वर्ग-अंतराल
ക്ലാസ്-ഇന്റർവെൽ യൂണിറ്റ്,वर्गांतराल एकक
ക്ലാസ് പരിധി,वर्ग-सीमा
