Bengali,Assamese
অভিক্ষেপ কোণ,প্ৰক্ষেপণৰ কোণ
প্রতিফলন কোণ,প্ৰতিফলনৰ কোণ
প্রতিসরণ কোণ,বিবৰ্তনৰ কোণ
ঘূর্ণন কোণ,ঘূৰ্ণনৰ কোণ
মোট প্রতিফলনের কোণ,মুঠ প্ৰতিফলনৰ কোণ
কৌণিক ত্বরণ,কৌণিক ত্বৰণ
কৌণিক গতি,কৌণিক গতি
কৌণিক গতি,কৌণিক গতি
কৌণিক বেগ,কৌণিক বেগ
অ্যানুলাস,annulus
উত্তর,উত্তৰ
বিরোধী – ডেরিভেটিভ,এন্টি – ডেৰাইভেটিভ
অপ্রতিসম ফাংশন,এন্টিচিমেট্ৰিক ফাংচন
প্রযোজ্য,প্ৰযোজ্য
আবেদন,দৰ্খাস্ত
প্রয়োগকৃত গতিশীল প্রোগ্রামিং,ডাইনামিক প্ৰগ্ৰেমিং প্ৰয়োগ কৰা হৈছে
প্রয়োগ করা জ্যামিতি,প্ৰয়োগ কৰা জ্যামিতি
ফলিত গণিত,প্ৰয়োগ কৰা গণিত
ফলিত পরিসংখ্যান,প্ৰয়োগ কৰা পৰিসংখ্যা
আন্দাজ,অনুমানিক
প্রায় একটানা ফাংশন,প্ৰায় অবিৰত ফলন
আনুমানিক পদ্ধতি,আনুমানিক পদ্ধতি
আনুমানিক সমাধান,আনুমানিক সমাধান
আনুমানিক সমস্যা,আনুমানিক সমস্যা
আনুমানিক সম্পত্তি,আনুমানিক বৈশিষ্ট্য
যোগ্যতা পরীক্ষার ব্যাটারি,aptitude পৰীক্ষাৰ বেটাৰী
Argand ডায়াগ্রাম,আৰ্গাণ্ড ডায়েগ্ৰাম
নির্বিচারে নির্বাচিত,ইচ্ছাকৃতভাৱে বাছি লোৱা
ইচ্ছামত,স্বেচ্ছাচাৰী
নির্বিচারে ধ্রুবক,ইচ্ছাকৃত ধ্ৰুৱক
নির্বিচারে উপাদান,ইচ্ছাকৃত উপাদান
নির্বিচারে পয়েন্ট,ইচ্ছাকৃত বিন্দু
আর্কিমিডিয়ান আইন,আৰ্কিমিডিয়ান আইন
আর্কিমিডিসের নীতি,আৰ্কিমিডিছ নীতি
চাপ দৈর্ঘ্য,চাপৰ দৈৰ্ঘ্য
বৃত্তের চাপ,বৃত্তৰ চাপ
আর্ক সাইন ডিস্ট্রিবিউশন,চাপ চাইন বিতৰণ
চাপ সাইন রূপান্তর,চাপ চাইন ৰূপান্তৰ
এলাকা,এলাকা
আঞ্চলিক টেক্সচার,এৰিয়াল টেক্সচাৰ
জটিল সংখ্যার যুক্তি,জটিল সংখ্যাৰ যুক্তি
গাণিতিক গড়,গাণিতিক গড়
গাণিতিক অপারেশন,গাণিতিক কাৰ্য্য
পাটিগণিত একক,গাণিতিক একক
ব্যবস্থা,ব্যৱস্থা
অ্যারে,এৰে
কৃত্রিম উপগ্রহ,কৃত্ৰিম উপগ্ৰহ
কৃত্রিম পরিবর্তনশীল,কৃত্ৰিম চলক
আরোহণ,আৰোহণ কৰা
আরোহী,আৰোহী
মাত্রার আরোহী ক্রম,মাত্ৰাৰ আৰোহী ক্ৰম
আরোহী সিরিজ,আৰোহী শৃংখলা
সংযোজনকারী ভাষা,এছেম্বলাৰ ভাষা
নিয়োগ সমস্যা,নিযুক্তিৰ সমস্যা
সহযোগী আইন,সহযোগী আইন
অপারেটরদের সহযোগী আইন,অপাৰেটৰৰ এছ&#39;চিয়েটিভ ল&#39;
সহযোগী অপারেশন,এছ&#39;চিয়েটিভ অপাৰেচন
সহযোগীতা,সহযোগিতা
ধরে নেওয়া গড়,ধৰি লোৱা গড়
অনুমান সম্ভাব্যতা বন্টন,ধাৰণা কৰা সম্ভাৱনা বিতৰণ
ধৃষ্টতা,ধাৰণা
জ্যোতিষশাস্ত্র,জ্যোতিষ
মহাকাশচারী প্রকৌশলী,মহাকাশ অভিযন্তা
জ্যোতির্বিজ্ঞানী,জ্যোতিৰ্বিজ্ঞানী
জ্যোতির্বিদ্যা ঘড়ি,জ্যোতিৰ্বিজ্ঞানৰ ঘড়ী
জ্যোতির্বিদ্যা,জ্যোতিৰ্বিজ্ঞান
অপ্রতিসম বক্ররেখা,অসমতাপূৰ্ণ বক্ৰ
অসমতা,বিষমতা
উপসর্গ,asymptote
অ্যাসিম্পোটিক,এছিম্পটটিক
লক্ষণগতভাবে দক্ষ অনুমানকারী,asymptotically দক্ষ অনুমানক
asymptotically নিরপেক্ষ অনুমানকারী,asymptotically নিৰপেক্ষ অনুমানক
অ্যাসিম্পোটিক আচরণ,asymptotic আচৰণ
অ্যাসিম্পোটিক ডিস্ট্রিবিউশন ফাংশন,এছিম্পটটিক বিতৰণ ফলন
অ্যাসিম্পোটিক সম্প্রসারণ,এছিম্পটটিক প্ৰসাৰণ
বায়ুমণ্ডলীয় চাপ,বায়ুমণ্ডলীয় চাপ
এলোমেলোভাবে,যাদৃচ্ছিকভাৱে
বৈশিষ্ট্য,বৈশিষ্ট্য
বৈশিষ্ট্য নমুনা পদ্ধতি,বৈশিষ্ট্যসমূহৰ নমুনা সংগ্ৰহ পদ্ধতি
অগমেন্টেড ম্যাট্রিক্স,বৰ্ধিত মেট্ৰিক্স
স্বয়ংক্রিয় সম্পর্ক সহগ,স্ব-সম্বন্ধ সহগ
স্বয়ংক্রিয় সম্পর্ক ফাংশন,স্বয়ংসম্বন্ধ কাৰ্য্য
স্বয়ংক্রিয়তা,অটোকোভেৰিয়েন্স
স্বয়ংক্রিয় কম্পিউটার,স্বয়ংক্ৰিয় কম্পিউটাৰ
অটোরিগ্রেশন,অটোৰিগ্ৰেছন
সহায়ক সমীকরণ,সহায়ক সমীকৰণ
গড় নমুনা সংখ্যা বক্ররেখা (ASN কার্ভ),গড় নমুনা সংখ্যা বক্ৰ (ASN বক্ৰ)
স্বতঃসিদ্ধ,axiom
স্বতঃসিদ্ধ পদ্ধতি,স্বতন্ত্ৰীয় পদ্ধতি
সম্ভাব্যতার স্বতঃসিদ্ধ,সম্ভাৱনাৰ স্বতন্ত্ৰতা
অক্ষ,অক্ষ
আবসিসার অক্ষ,abscissa ৰ অক্ষ
পৃথিবীর অক্ষ,পৃথিৱীৰ অক্ষ
বিপ্লবের অক্ষ,বিপ্লৱৰ অক্ষ
ঘূর্ণনের অক্ষ,ঘূৰ্ণনৰ অক্ষ
ঘূর্ণনের অক্ষ,স্পিনৰ অক্ষ
ফিরে প্রতিস্থাপন,বেক-বিকল্প
পশ্চাদপদ পার্থক্য,পিছপৰা পাৰ্থক্য
পশ্চাদগামী-ইন্টারপোলেশন সূত্র,বেকৱাৰ্ড-ইন্টাৰপলেচন সূত্ৰ
ভারসাম্য,ভাৰসাম্যতা বজাই ৰখা
সুষম নকশা,সুষম ডিজাইন
ব্যালেন্স শীট,বেলেন্স শ্বীট
ক্ষেপণাস্ত্র,বেলিষ্টিক মিছাইল
ব্যালিস্টিক,বেলিষ্টিকছ
বার,বাৰ
ভিত্তি,ভেঁটি
ভিত্তি কোণ,ভিত্তি কোণ
লগারিদমের ভিত্তি,লগাৰিদমৰ ভিত্তি
মৌলিক,প্ৰাথমিক
মৌলিক সম্ভাব্য সমাধান,মূল সম্ভৱপৰ সমাধান
মৌলিক সমাধান,মূল সমাধান
মৌলিক পরিবর্তনশীল,মূল চলক
ভিত্তি,ভিত্তিত
ভিত্তি উপাদান,ভিত্তি উপাদান
ভিত্তি ম্যাট্রিক্স,ভিত্তি মেট্ৰিক্স
একটি ভেক্টর স্থান ভিত্তি,এটা ভেক্টৰ স্থানৰ ভিত্তি
সাবস্পেস ভিত্তি,উপস্থানৰ ভিত্তি
Bayesian অনুমান,বেইছিয়ান অনুমান
বেইস আইন,বেইছৰ নিয়ম
বেইসের উপপাদ্য,বেইছৰ উপপাদ্য
বার্নোলি বিতরণ,বাৰ্নৌলি বিতৰণ
বার্নোলি নম্বর,বাৰ্নৌলি নম্বৰ
Bernoulli সম্ভাব্যতা ফাংশন,বাৰ্নৌলি সম্ভাৱনা ফলন
বার্নউলির সমীকরণ,বাৰ্নৌলিৰ সমীকৰণ
বেরি ফাংশন,বেৰী ফাংচন
শ্রেষ্ঠ মিল,বেষ্ট ফিট
সেরা - ফিট লাইন,শ্ৰেষ্ঠ - ফিট লাইন
সেরা সমাধান,উত্তম সমাধান
সেরা কৌশল,শ্ৰেষ্ঠ কৌশলসমূহ
বিটা বিতরণ,বিটা বিতৰণ
পক্ষপাত,পক্ষপাত
পক্ষপাতমূলক অনুমান,পক্ষপাতমূলক অনুমান
বিহারমোনিক সমীকরণ,বিহাৰমনিক সমীকৰণ
দ্বিখণ্ডন,bijection
দ্বিমুখী মানচিত্র,bijective মানচিত্ৰ
দ্বিমুখী ম্যাপিং,bijective মেপিং
বাইলিনিয়ার ফর্ম,দ্বিৰৈখিক ৰূপ
বাইলিনিয়ার ফাংশন,দ্বিৰৈখিক ফলন
বাইলিনিয়ার হারমিটিয়ান ফর্ম,দ্বিৰৈখিক হাৰ্মিটিয়ান ৰূপ
বাইনারি,বাইনাৰী
বাইনারি কোড,বাইনাৰী ক&#39;ড
বাইনারি কোডেড দশমিক,বাইনাৰী ক&#39;ড কৰা দশমিক
বাইনারি কোডিং,বাইনাৰী ক&#39;ডিং
বাইনারি কম্পিউটার,বাইনাৰী কম্পিউটাৰ
বাইনারি সংখ্যা,বাইনাৰী অংক
বাইনারি অপারেশন,বাইনাৰী অপাৰেচন
বাইনারি সিস্টেম,বাইনাৰী ব্যৱস্থা
বাইনারি পরিবর্তনশীল,বাইনাৰী চলক
দ্বিপদ সহগ,দ্বিপদ সহগ
দ্বিপদ ডিস্ট্রিবিউশন,দ্বিপদ বিতৰণ
দ্বিপদ সমীকরণ,দ্বিপদ সমীকৰণ
দ্বিপদ সম্প্রসারণ,দ্বিপদ সম্প্ৰসাৰণ
দ্বিপদ অভিব্যক্তি,দ্বিপদ অভিব্যক্তি
দ্বিপদী র্যান্ডম পরিবর্তনশীল,দ্বিপদ ৰেণ্ডম চলক
দ্বিপদ উপপাদ্য,দ্বিপদ উপপাদ্য
দ্বিখণ্ডন,দ্বিখণ্ড
দ্বিখণ্ডিত পদ্ধতি,দ্বিখণ্ডন পদ্ধতি
দ্বিখণ্ডিত,দ্বিখণ্ড
biserial,biserial
বিট,বিট
দ্বিপদ দ্বিপদ বণ্টন,দ্বিচলকীয় দ্বিপদ বিতৰণ
bivariate পারস্পরিক সম্পর্ক সহগ,দ্বিচলকীয় সম্পৰ্ক সহগ
দ্বিমুখী বন্টন,দ্বিচলকীয় বিতৰণ
দ্বিমুখী স্বাভাবিক বন্টন,দ্বিচলকীয় স্বাভাৱিক বিতৰণ
bivector,বাইভেক্টৰ
বোল্টজম্যান সমীকরণ,বোল্টজমেন সমীকৰণ
বুলিয়ান বীজগণিত,বুলিয়ান বীজগণিত
বোস-আইনস্টাইন পরিসংখ্যান,Bose - আইনষ্টাইন পৰিসংখ্যা
সীমানার অবস্থা,সীমাৰ অৱস্থা
সীমানা স্তর,সীমা স্তৰ
সীমান,সীমাৰেখা
সীমানা মান,সীমা মূল্য
সীমানা মান সমস্যা,সীমা মূল্যৰ সমস্যা
আবদ্ধ ফাংশন,সীমাবদ্ধ ফলন
আবদ্ধ ম্যাট্রিক্স,সীমাবদ্ধ মেট্ৰিক্স
আবদ্ধ অঞ্চল,সীমাবদ্ধ অঞ্চল
আবদ্ধ সেট,সীমাবদ্ধ ছেট
ব্রোমিন,ব্ৰাউনিয়ান গতি
গণনা করা,গণনা কৰ
গণনা করা,গণনা কৰা
গননা যন্ত্র,গণনা কৰা মেচিন
গণনা,গণনা কৰা
গণনা পদ্ধতি,গণনামূলক পদ্ধতি
ক্যালকুলেটর,কেলকুলেটৰ
ক্যালকুলাস,কেলকুলাছ
পরিবর্তনের ক্যালকুলাস,তাৰতম্যৰ কেলকুলাছ
ক্যালোরি,কেলৰি
বাতিল আইন,বাতিল আইন
ক্যানোনিকাল সমীকরণ,কেননিক সমীকৰণ
ক্যানোনিকাল ফর্ম,কেননিক ৰূপ
ক্যানোনিকাল ম্যাট্রিক্স,কেননিক মেট্ৰিক্স
ক্যান্টর সেট,কেন্টৰ ছেট
Cantor এর ত্রিনারি সেট,কেণ্টৰৰ ত্ৰিমাত্ৰিক চেট
ক্যাপাসিটেড পরিবহন সমস্যা,ক্ষমতাসম্পন্ন পৰিবহণ সমস্যা
ক্ষমতা,ক্ষমতা
কৈশিক বল,কেপিলাৰী বল
অঙ্কবাচক সংখ্যা,কাৰ্ডিনেল নম্বৰ
কার্টেসিয়ান অক্ষ,কাৰ্টেছিয়ান অক্ষ
কার্টেসিয়ান স্থানাঙ্ক,কাৰ্টেছিয়ান স্থানাংক
কার্টিজিয়ান পণ্য,কাৰ্টেছিয়ান উৎপাদন
সেটের কার্টেসিয়ান পণ্য,গোটৰ কাৰ্টেছিয়ান উৎপাদক
কেস স্টাডি,কেছ ষ্টডি
বিপর্যয়কর ওঠানামা,বিপৰ্যয়জনক উঠা-নমা
ক্যাটেনারি,কেটেনাৰী
কচি বন্টন,কাউচি বিতৰণ
কচি সূত্র,কাউচি সূত্ৰ
Cauchy Goursat উপপাদ্য,কৌচি গৌৰছাট উপপাদ্য
কচি রিম্যানের শর্ত,কাউচি ৰিমেন চৰ্ত
কচি সিকোয়েন্স,ক&#39;চি ক্ৰম
কচি অবিচ্ছেদ্য,কৌচি অবিচ্ছেদ্য
কচি প্রধান মান,কাউচি প্ৰধান মূল্য
কচি অবশিষ্টাংশ উপপাদ্য,ক’চি অৱশিষ্ট উপপাদ্য
কেলি হ্যামিল্টন উপপাদ্য,কেলি হেমিল্টন উপপাদ্য
স্বর্গীয় শরীরের,আকাশী দেহ
স্বর্গীয় পরিমাপ,আকাশী জোখ
স্বর্গীয় বলবিদ্যা,আকাশী যান্ত্ৰিকতা
মহাকাশীয় বস্তু,আকাশী বস্তু
সেল ফ্রিকোয়েন্সি,কোষ কম্পাঙ্ক
জনগণনা,লোকপিয়ল
সেন্টিল,চেন্টাইল
সেন্টিমিটার,চেন্টিমিটাৰ
সেন্টিমিটার গ্রাম দ্বিতীয় সিস্টেম,চেণ্টিমিটাৰ গ্ৰাম দ্বিতীয় ব্যৱস্থা
কেন্দ্রীয়,কেন্দ্ৰীয়
কেন্দ্রীয় অক্ষ,কেন্দ্ৰীয় অক্ষ
কেন্দ্রীয় পার্থক্য,কেন্দ্ৰীয় পাৰ্থক্য
কেন্দ্রীয় পার্থক্য সূত্র,কেন্দ্ৰীয় পাৰ্থক্য সূত্ৰ
কেন্দ্রীয় পার্থক্য টেবিল,কেন্দ্ৰীয় পাৰ্থক্য টেবুল
কেন্দ্রীয় সীমা উপপাদ্য,কেন্দ্ৰীয় সীমা উপপাদ্য
কেন্দ্রীয় মুহূর্ত,কেন্দ্ৰীয় মুহূৰ্ত
কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট (CPU),কেন্দ্ৰীয় প্ৰক্ৰিয়াকৰণ একক (CPU)
কেন্দ্রীয় প্রবণতা,কেন্দ্ৰীয় প্ৰৱণতা
কেন্দ্র,কেন্দ্ৰ
মাধ্যাকর্ষণ কেন্দ্র,মাধ্যাকৰ্ষণ কেন্দ্ৰ
দলের কেন্দ্র,গোটৰ কেন্দ্ৰ
ভর কেন্দ্র,ভৰৰ কেন্দ্ৰ
প্রতিসাম্য কেন্দ্র,প্ৰতিসমতাৰ কেন্দ্ৰ
অপকেন্দ্র বল,কেন্দ্ৰপৃথক বল
কেন্দ্রমুখী বল,কেন্দ্ৰিক বল
ভরকেন্দ্র,কেন্দ্ৰবিন্দু
নিশ্চিততা,নিশ্চয়তা
সিজিএস সিস্টেম,cgs ব্যৱস্থা
সিজিএস ইউনিট,cgs ইউনিট
পার্থক্যের চেইন নিয়ম,পাৰ্থক্যৰ শৃংখল নিয়ম
সুযোগ কারণ,আকস্মিক কাৰণ
সুযোগ চলে যায়,chance moves
অক্ষ পরিবর্তন,অক্ষৰ পৰিৱৰ্তন
ভিত্তি পরিবর্তন,ভিত্তিৰ পৰিৱৰ্তন
আদেশ পরিবর্তন,ক্ৰম সলনি কৰা
বৈশিষ্ট্য সহগ,বৈশিষ্ট্য সহগ
নির্ধারক,নিৰ্ণায়ক
চরিত্রগত সমীকরণ,বৈশিষ্ট্যপূৰ্ণ সমীকৰণ
চরিত্রগত ফাংশন,বৈশিষ্ট্যপূৰ্ণ কাৰ্য্য
লগারিদমের বৈশিষ্ট্য,লগাৰিদমৰ বৈশিষ্ট্য
চরিত্রগত বহুপদ,বৈশিষ্ট্যপূৰ্ণ বহুপদ
বৈশিষ্ট্যগত মান,বৈশিষ্ট্যপূৰ্ণ মূল্য
চরিত্রগত ভেক্টর,বৈশিষ্ট্যপূৰ্ণ ভেক্টৰ
অক্ষর সেট,আখৰৰ গোট
চার্ট,তালিকা
চি-স্কয়ার বিতরণ,কাই-স্কেয়াৰ বিতৰণ
চি-বর্গাকার সূত্র,কাই-বৰ্গ সূত্ৰ
চি-স্কয়ার পরীক্ষা,কাই-স্কেয়াৰ পৰীক্ষা
জ্যা,কৰ্ড
জ্যা-দ্বিখণ্ডন পদ্ধতি,কৰ্ড-বাইছেকচন পদ্ধতি
সাইফার বার্তা (=কোডেড বার্তা),চাইফাৰ বাৰ্তা (=ক&#39;ড কৰা বাৰ্তা)
সাইফার (শূন্য),চাইফাৰ (শূন্য)
বৃত্ত,বৃত্ত
অভিসার বৃত্ত,অভিসৰণৰ বৃত্ত
সার্কিট ম্যাট্রিক্স,বৰ্তনী মেট্ৰিক্স
বৃত্তাকার,বৃত্তাকাৰ
বৃত্তাকার অ্যাসিম্পটোট,বৃত্তাকাৰ এছিম্পটট
বৃত্তাকার হেলিক্স,বৃত্তাকাৰ হেলিক্স
বৃত্তাকার গতি,বৃত্তাকাৰ গতি
পরিধি কেন্দ্র,circumcentre
পরিবৃত্ত,circumcircle কৰা হৈছে
পরিধি করা,circumscribe কৰক
পরিধিকৃত,পৰিসীমাবদ্ধ
পরিধিকৃত বৃত্ত,circumscribed বৃত্ত
ক্লাসিক্যাল ডিডাক্টিভ কৌশল,ধ্ৰুপদী ডিডক্টিভ কৌশল
শাস্ত্রীয় গতিবিদ্যা,ধ্ৰুপদী গতিশীলতা
শাস্ত্রীয় অপ্টিমাইজেশান,ধ্ৰুপদী অনুকূলন
শাস্ত্রীয় ধ্বংস সমস্যা,ধ্ৰুপদী ধ্বংস সমস্যা
শাস্ত্রীয় পরিসংখ্যানগত বলবিদ্যা,ধ্ৰুপদী পৰিসংখ্যা বলবিজ্ঞান
ত্রুটির শ্রেণীবিভাগ,ভুলৰ শ্ৰেণীবিভাজন
ক্লাসের ব্যবধান,শ্ৰেণীৰ ব্যৱধান
ক্লাস-ব্যবধান ইউনিট,শ্ৰেণী-ব্যৱধান একক
শ্রেণীর সীমা,শ্ৰেণী সীমা
ঘড়ির কাঁটার দিকে,ঘড়ীৰ কাঁটাৰ দিশত
ক্লোপেন (= বন্ধ এবং খোলা),clopen (= বন্ধ আৰু খোলা)
বন্ধ,বন্ধ কৰা হৈছে
বদ্ধ উত্তল হুল,বন্ধ উত্তল ঢাল
বন্ধ ঘনক্ষেত্র,বন্ধ ঘনক
বন্ধ বক্ররেখা,বন্ধ বক্ৰ
বন্ধ ডোমেইন,বন্ধ ডমেইন
বন্ধ চিত্র,বন্ধ চিত্ৰ
বন্ধ ব্যবধান,বন্ধ ব্যৱধান
বন্ধ অঞ্চল,বন্ধ অঞ্চল
বন্ধ সেট,বন্ধ চেট
বন্ধ পৃষ্ঠ,বন্ধ পৃষ্ঠ
বন্ধ,বন্ধ কৰা
বন্ধ অপারেটর,বন্ধ অপাৰেটৰ
বন্ধ বিন্দু (= যোগাযোগ বিন্দু),বন্ধ বিন্দু (= সংস্পৰ্শ বিন্দু)
বন্ধ ঘোষণা,বন্ধ কৰাৰ প্ৰস্তাৱনা
বন্ধ সেট,বন্ধ কৰা ছেট
ক্লাস্টার পয়েন্ট,ক্লাষ্টাৰ পইণ্ট
গুচ্ছের আদর্শ,ক্লাষ্টাৰ নমুনা সংগ্ৰহ কৰা
ক্লাস্টার সেট,ক্লাষ্টাৰ ছেট
সমাক্ষ বৃত্ত,সমাক্ষীয় বৃত্ত
সমাক্ষীয় প্যারাবোলাস,সমাক্ষীয় পেৰাবোলা
সমাক্ষ সমতল,সমাক্ষীয় সমতল
সমাক্ষীয় ত্রিভুজ,সমাক্ষীয় ত্ৰিভুজ
কোব - ডগলাস ফাংশন,কব - ডগলাস ফাংশন
কোডিং,ক&#39;ডিং
ডেটা কোডিং,তথ্যৰ ক&#39;ডিং
সহ-ডোমেইন,সহ-ডমেইন
সহগ ম্যাট্রিক্স,সহগ মেট্ৰিক্স
পারস্পরিক সম্পর্কের সহগ,সম্পৰ্কৰ সহগ
সংকল্প সহগ,নিৰ্ণয়ৰ সহগ
স্থিতিস্থাপকতার সহগ,স্থিতিস্থাপকতাৰ সহগ
সম্প্রসারণের সহগ,প্ৰসাৰণৰ সহগ
ঘর্ষণ সহগ,ঘৰ্ষণৰ সহগ
