Hindi,Gujarati
सहखंडज आव्यूह,સંલગ્ન મેટ્રિક્સ
आव्यूह सहखंडज,મેટ્રિક્સનો સંલગ્ન ભાગ
सहखंडज आव्यूह,એડજ્યુગેટ મેટ્રિક્સ
ग्राह्य निर्णय फलन,સ્વીકાર્ય નિર્ણય કાર્ય
ग्राह्य परिकल्पना,સ્વીકાર્ય પૂર્વધારણા
वायुगतिक बल,એરોડાયનેમિક બળ
वायु गतिकी,એરોડાયનેમિક્સ
सजातीय ज्यामिति,સંલગ્ન ભૂમિતિ
सजातीय प्रतिचित्रण,affine મેપિંગ
सजातीय रूपांतरण,સંલગ્ન રૂપાંતર
समुच्चयी चर,એકંદર ચલો
" बीजगणित, ऐलजेब्रा , बीजावली , बीजक्रिया",બીજગણિત
"बीजतः संवृत, बीजतः",બીજગણિતીય રીતે બંધ
बीजीय समीकरण,બીજગણિતીય સમીકરણ
बीजीय व्यंजक,બીજગણિતીય અભિવ્યક્તિ
बीजीय समघात,બીજગણિત સ્વરૂપ
बीजीय फलन,બીજગણિત કાર્ય
बीजीय ज्यामिति,બીજગણિત ભૂમિતિ
बीजीय बहुकता,બીજગણિત ગુણાકાર
बीजीय निकाय,બીજગણિત સિસ્ટમ
सर्व-पूर्णांक समस्या,તમામ પૂર્ણાંક સમસ્યા
"नियतन समस्या वाटपप्रश्न,",ફાળવણી સમસ્યા
अक्षरात्मक संकेत पद्‌धति,આલ્ફાબેટીકલ નોટેશન
अक्षरात्मक संप्रतीक,આલ્ફાબેટીક અક્ષર
एकांतर कोण,વૈકલ્પિક કોણ
"एकांतर समघात प्रत्यावर्ती रूप,",વૈકલ્પિક સ્વરૂપ
एकांतर समूह,વૈકલ્પિક જૂથ
एकांतर आव्यूह,વૈકલ્પિક મેટ્રિક્સ
एकांतर श्रेणी,વૈકલ્પિક શ્રેણી
वैकल्पिक परिकल्पना,વૈકલ્પિક પૂર્વધારણા
वैकल्पिक इष्टमत,વૈકલ્પિક ઓપ્ટિમા
वैकल्पिक परिणाम,વૈકલ્પિક પરિણામ
अनुरूप-अंकीय परिवर्तक,એનાલોગ-ટુ-ડિજિટલ કન્વર્ટર
"अनुरूप कम्प्यूटर,",એનાલોગ કમ્પ્યુટર
विश्लेषण,વિશ્લેષણ
सहप्रसरण-विश्लेषण,સહપ્રવૃત્તિનું વિશ્લેષણ
गणन-आंकड़ों का विश्लेषण,ગણતરી માહિતીનું વિશ્લેષણ
प्रसरण-विश्लेषण,વિચલનનું વિશ્લેષણ
विश्लेषिक ज्यामिति,વિશ્લેષણાત્મક ભૂમિતિ
विश्लेषिक फलन,વિશ્લેષણાત્મક કાર્ય
कोण,કોણ
स्पर्श-कोण,સંપર્ક કોણ
विक्षेप-कोण,વિચલન કોણ
अवनमन-कोण,હતાશાનો કોણ
विचलन-कोण,વિચલન કોણ
विवर्तन-कोण,વિવર્તન કોણ
उन्नयन-कोण,એલિવેશન કોણ
आपतन-कोण,ઘટના કોણ
प्रक्षेप-कोण,પ્રક્ષેપણ કોણ
परावर्तन-कोण,પ્રતિબિંબ કોણ
अपवर्तन-कोण,રીફ્રેક્શન કોણ
घूर्णन-कोण,પરિભ્રમણ કોણ
पूर्ण परावर्तन-कोण,કુલ પ્રતિબિંબ કોણ
कोणीय त्वरण,કોણીય પ્રવેગક
कोणीय गति,કોણીય ગતિ
कोणीय चाल,કોણીય ઝડપ
कोणीय वेग,કોણીય વેગ
वलयिका,વલય
उत्तर,જવાબ
प्रति-अवकलज,વિરોધી વ્યુત્પન્ન
प्रतिसममित फलन,એન્ટિસપ્રમાણ કાર્ય
"आच्छाद्य , अनु प्रयोज्य, लागू",લાગુ
"अनुप्रयोग उपयोजन,",અરજી
अनुप्रयुक्त गतिशील प्रोग्रामन,લાગુ ડાયનેમિક પ્રોગ્રામિંગ
अनुप्रयुक्त ज्यामिति,લાગુ ભૂમિતિ
अनुप्रयुक्त गणित,લાગુ ગણિત
अनुप्रयुक्त सांख्यिकी,લાગુ આંકડા
"सन्निकटतः, लगभग",લગભગ
सन्निकटतः संतत फलन,લગભગ સતત કાર્ય
"स्थूल विधि, सन्निकट विधि",અંદાજિત પદ્ધતિ
सन्निकट हल,અંદાજિત ઉકેલ
सन्निकटन-समस्या,અંદાજની સમસ્યા
सन्निकटन-गुणधर्म,અંદાજિત મિલકત
अभिक्षमता-परीक्षावली,યોગ્યતા પરીક્ષણ બેટરી
आरगाँ आरेख,આર્ગાન્ડ ડાયાગ્રામ
स्वेच्छगहीतृ,મનસ્વી રીતે પસંદ કરેલ
"स्वेच्छ, यादृच्छिक",મનસ્વી
स्वेच्छ अचर,મનસ્વી સતત
स्वेच्छ अवयव,મનસ્વી તત્વ
स्वेच्छ बिन्दु,મનસ્વી બિંદુ
आर्किमीडी नियम,આર્કેમીડિયન કાયદો
आर्किमीडीज़ का नियम,આર્કિમિડીઝ સિદ્ધાંત
"चाप-दैर्घ्य, चाप-लम्बाई",ચાપ લંબાઈ
वत्तृ चाप,વર્તુળની ચાપ
प्रतिलोम ज्या बंटन,આર્ક સાઈન વિતરણ
प्रतिलोम ज्या रूपांतरण,આર્ક સાઈન ટ્રાન્સફોર્મેશન
" क्षेत्र , क्षेत्रफल",વિસ્તાર
क्षेत्रीय विन्यास,ક્ષેત્રીય રચના
सम्मिश्र संख्या का कोणांक,જટિલ સંખ્યાની દલીલ
समांतर माध्य,અંકગણિત સરેરાશ
अंकीय संक्रिया,અંકગણિત કામગીરી
अंकीय एकक,અંકગણિત એકમ
"विन्यास, व्यवस्था",વ્યવસ્થા
"व्यूह , सरणी",એરે
कृत्रिम उपग्रह,કૃત્રિમ ઉપગ્રહ
कृत्रिम चर,કૃત્રિમ ચલ
आरोहण करना,ચડવું
आरोही,ચડતા
परिमाण का आरोही क्रम,તીવ્રતાનો ચડતો ક્રમ
आरोही श्रेणी,ચડતી શ્રેણી
कोडांतरक भाषा,એસેમ્બલર ભાષા
"नियतन समस्या नियतन प्रश्न,",સોંપણીની સમસ્યા
साहचर्य नियम,સહયોગી કાયદો
संकारकों का साहचर्य नियम,ઓપરેટરોનો સહયોગી કાયદો
साहचर्य-संक्रिया,સહયોગી કામગીરી
सहचारिता,સહયોગ
कल्पित माध्य,ધાર્યું સરેરાશ
कल्पित प्रायिकता बंटन,અનુમાનિત સંભાવના વિતરણ
" कल्पना , गृहीत,",ધારણા
ज्योतिष,જ્યોતિષ
"अंतरिक्षयानिक इंजीनियर अंतराळी अभियंता,",એસ્ટ્રોનોટિકલ એન્જિનિયર
खगोलज्ञ*,ખગોળશાસ્ત્રી
खगोलीय घड़ी,ખગોળશાસ્ત્રીય ઘડિયાળ
खगोलिकी,ખગોળશાસ્ત્ર
असममित वक्र,અસમપ્રમાણ વળાંક
असममिति,અસમપ્રમાણતા
अनंतस्पर्शी,એસિમ્પ્ટોટ
उपगामी,એસિમ્પટોટિક
उपगामी दक्ष आकलक,એસિમ્પટોટિકલી કાર્યક્ષમ અંદાજકાર
उपगामी अनभिनत आकलक,એસિમ્પટોટિકલી નિષ્પક્ષ અંદાજકર્તા
उपगामी आचरण,એસિમ્પ્ટોટિક વર્તન
उपगामी बंटन-फलन,એસિમ્પ્ટોટિક વિતરણ કાર્ય
उपगामी प्रसार,એસિમ્પ્ટોટિક વિસ્તરણ
वायु मंडलीय दाब,વાતાવરણ નુ દબાણ
"यदृच्छया,",રેન્ડમ પર
गुण*,લક્ષણ
गुण-प्रतिचयन-क्रियाविधि,વિશેષતા નમૂના પ્રક્રિયા
संवर्धित आव्यूह,સંવર્ધિત મેટ્રિક્સ
स्वसहसंबंध गुणांक,સ્વતઃસંબંધ ગુણાંક
स्वसहसंबंध फलन,સ્વતઃસંબંધ કાર્ય
स्वसहप्रसरण,ઓટોકોવરિઅન્સ
स्वचालित अभिकलित्र,સ્વચાલિત કમ્પ્યુટર
स्वसमाश्रयण,ઓટો રીગ્રેશન
सहायक समीकरण,સહાયક સમીકરણ
माध्य प्रतिदर्श संख्या वक्र (मा.प्र.सं. वक्र),સરેરાશ સેમ્પલ નંબર કર્વ (ASN કર્વ)
" स्वयंसिद्‌ध , अभिगृहीत",સ્વયંસિદ્ધ
अभिगहीती दृष्टिकोण,સ્વયંસિદ્ધ અભિગમ
प्रायिकता अभिगृहीत,સંભાવનાનું સ્વયંસિદ્ધ
अक्ष,ધરી
भुजाक्ष,abscissa ની અક્ષ
भू-अक्ष,પૃથ્વીની ધરી
परिक्रमण-अक्ष,ક્રાંતિની ધરી
घूर्णन अक्ष,પરિભ્રમણની અક્ષ
प्रचक्रण-अक्ष,સ્પિનની ધરી
पश्च-प्रतिस्थापन,બેક-અવેજી
पश्चांतर,પછાત તફાવત
पश्च अंतर्वेशन-सूत्र,બેકવર્ડ-ઇન્ટરપોલેશન ફોર્મ્યુલા
"तुला, तराजू , संतु लन , शेष, बाकी , संतुलित होना, संतुलित करना",સંતુલન
संतुलित अभिकल्पना,સંતુલિત ડિઝાઇન
तुलन-पत्र,સરવૈયા
प्रक्षेपास्त्र,બેલિસ્ટિક મિસાઇલ
"प्राक्षेपिकी, अस्त्र विज्ञान",બેલિસ્ટિક્સ
" स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी , रोधिका, भित्ति , बार , रेखा, रेखिका , परीक्षण रेखा, धार",બાર
"आधार , क्षारक , अधम , मूल , बेस",પાયો
आधार कोण,આધાર કોણ
"लघुगणक का आधार, लॉगरिथ्म का आधार",લઘુગણકનો આધાર
"आधारी, मूल,",પાયાની
आधारी सुसंगत हल,મૂળભૂત શક્ય ઉકેલ
आधारी हल,મૂળભૂત ઉકેલ
आधारी चर,મૂળભૂત ચલ
आधारक,આધાર
आधार अवयव,આધાર તત્વ
आधारी आव्यूह,આધાર મેટ્રિક્સ
सदिश समष्टि का आधार,વેક્ટર સ્પેસનો આધાર
उपसमष्टि का आधार,સબસ્પેસનો આધાર
बेज़-आकल,બેયસિયન અંદાજ
बेज़-नियम,બેયસનો કાયદો
बेज़-प्रमेय,બેયસનું પ્રમેય
बर्नूली-बंटन,બર્નૌલી વિતરણ
बर्नूली संख्या,બર્નોલી નંબર
बर्नूली प्रायिकता-फलन,બર્નૌલી સંભાવના કાર્ય
बर्नूली-समीकरण,બર્નૌલીનું સમીકરણ
बेरी फलन,બેરી કાર્ય
श्रेष्ठतम आसंजन,શ્રેષ્ઠ ગોઠવણ
श्रेष्ठतम आसंजन रेखा,શ્રેષ્ઠ - ફિટ લાઇન
सर्वोत्तम हल,શ્રેષ્ઠ ઉકેલ
सर्वोत्तम युक्तियाँ,શ્રેષ્ઠ વ્યૂહરચના
बीटा बंटन,બીટા વિતરણ
"अभिनति, बायस",પૂર્વગ્રહ
अभिनत आकल,પક્ષપાતી અંદાજ
द्विप्रसंवादी समीकरण,બિહાર્મોનિક સમીકરણ
एकैकी आच्छादन,બાયજેક્શન
एकैकी आच्छादी प्रतिचित्र,દ્વિભાષી નકશો
एकैकी आच्छादी प्रतिचित्रण,બાયજેક્ટિવ મેપિંગ
द्विएकघाती समघात,દ્વિરેખીય સ્વરૂપ
द्विरैखिक फलन,દ્વિરેખીય કાર્ય
द्विरैखिक हर्मिटीय समघात,દ્વિરેખીય હર્મિટિયન સ્વરૂપ
"द्वि-चर, द्वि-आधारी, द्वयी",દ્વિસંગી
"द्वि-आधारी कोड, द्विआधारी कूट",દ્વિસંગી કોડ
"द्वि-आधारी कूट दशमलव, द्वि-आधारी कोडित दशमलव",દ્વિસંગી કોડેડ દશાંશ
द्वि-आधारी कूटलेखन,દ્વિસંગી કોડિંગ
द्वि-आधारी अभिकलित्र,દ્વિસંગી કમ્પ્યુટર
द्वि-आधारी अंक,દ્વિસંગી અંક
द्विआधारी संक्रिया,દ્વિસંગી કામગીરી
द्विआधारी पद्‌धति,દ્વિસંગી સિસ્ટમ
द्विआधारी चर,દ્વિસંગી ચલ
द्विपद गुणांक,દ્વિપદી ગુણાંક
द्विपद बंटन,દ્વિપદી વિતરણ
द्विपद समीकरण,દ્વિપદી સમીકરણ
द्विपद प्रसरण,દ્વિપદી વિસ્તરણ
द्विपद व्यंजक,દ્વિપદી અભિવ્યક્તિ
द्विपद यादृच्छिक चर,દ્વિપદી રેન્ડમ ચલ
द्विपद-प्रमेय,દ્વિપદી પ્રમેય
"अर्धन, द्विभाजन",દ્વિભાગ
"समद्विभाजन विधि, अर्धीकरण विधि",દ્વિભાજન પદ્ધતિ
"अर्धक, द्विभाजक",દ્વિભાજક
"द्विपंक्तिक, द्विश्रेणिक",બાયસીરીયલ
"द्वयंक (द्विआधारी अंक) , अणी, बरमी , टूक",બીટ
द्विचर द्विपद-बंटन द्विचल,દ્વિપક્ષીય દ્વિપદી વિતરણ
द्विचर सहसंबंध गुणांक,બાયવેરિયેટ સહસંબંધ ગુણાંક
द्विचर बंटन,દ્વિવિધ વિતરણ
द्विचर प्रसामान्य-बंटन,બાયવેરિયેટ સામાન્ય વિતરણ
द्विसदिश,બાઇવેક્ટર
बोल्ट्मान समीकरण,બોલ્ટ્ઝમેન સમીકરણ
बूलीय बीजावली*,બુલિયન બીજગણિત
बोस-आइन्स्टाइन सांख्यिकी,બોઝ - આઈન્સ્ટાઈન આંકડા
परिसीमा प्रतिबन्ध,સીમાની સ્થિતિ
परिसीमा स्तर,સીમા સ્તર
परिसीमा रेखा,સીમા રેખા
परिसीमा मान,સીમા મૂલ્ય
परिसीमा मान समस्या,સીમા મૂલ્યની સમસ્યા
"परिबद्‌ध फलन परिबद्‌ध फल,",બંધાયેલ કાર્ય
"परिबद्‌ध मैट्रिक्स, परिबद्‌ध आव्यूह परिबद्‌ध सारणी,",બાઉન્ડેડ મેટ્રિક્સ
"परिबद्‌ध प्रदेश परिबद्‌ध प्रदेश,",સીમિત પ્રદેશ
"परिबद्‌ध समच्चय परिबद्‌ध संच,",બાઉન્ડેડ સેટ
ब्राउनी गति,બ્રાઉનિયન ગતિ
परिकलन करना,ગણત્રી
परिकलन,ગણતરી
"परिकलन-यंत्र, परिकलित्र",ગણતરી મશીન
परिकलन*,ગણતરી
परिकलनात्मक क्रिया विधि,ગણતરીની પ્રક્રિયા
" परिकलित्र , परिकलक",કેલ્ક્યુલેટર
"कलन, कैलकुलस",કલન
विचरण-कलन,વિવિધતાની ગણતરી
कैलोरी,કેલરી
निरसन नियम,રદ કરવાનો કાયદો
विहित समीकरण,પ્રામાણિક સમીકરણ
विहित रूप,પ્રમાણભૂત સ્વરૂપ
"विहित मैट्रिक्स, के नानिकल मैट्रिक्स",પ્રમાણભૂત મેટ્રિક્સ
कैन्टर समुच्चय,કેન્ટર સેટ
कैन्टर त्रिआधारी समुच्चय,કેન્ટોરનો તૃતીય સમૂહ
परिबंधित परिवहन समस्या,ક્ષમતાયુક્ત પરિવહન સમસ્યા
क्षमता,ક્ષમતા
केशिका-बल,રુધિરકેશિકા બળ
"गणन संख्या, कार्डिनल संख्या",મુખ્ય નંબર
कार्तीय अक्ष,કાર્ટેશિયન અક્ષો
कार्तीय निर्देशांक,કાર્ટેશિયન કોઓર્ડિનેટ્સ
कार्तीय गुणन,કાર્ટેશિયન ઉત્પાદન
समुच्चयों का कार्तीय गुणन,સેટનું કાર્ટેશિયન ઉત્પાદન
"केस अध्ययन, वस्तुस्थिति अध्ययन",કેસ સ્ટડી
विपत्तिपूर्ण उच्चावचन,આપત્તિજનક વધઘટ
कैटिनरी,કેટેનરી
कौशी बंटन,કોચી વિતરણ
कौशी सूत्र,કોચી સૂત્ર
कौशी-गूर्सा-प्रमेय,કોચી ગૌરસત પ્રમેય
कौशी-रीमान-प्रतिबंध,Cauchy Riemann શરતો
कौशी अनुक्रम,કોચી ક્રમ
कौशी समाकल,કોચી અભિન્ન
कौशी मुख्य-मान,કોચી મુખ્ય મૂલ્ય
कौशी अवशेष प्रमेय,કોચી અવશેષ પ્રમેય
कैले-हैमिल्टन-प्रमेय,કેલી હેમિલ્ટન પ્રમેય
"खपिंड, खगोलीय पिंड",અવકાશી પદાર્થ
खगोलीय माप,અવકાશી માપ
खगोलीय यांत्रिकी,અવકાશી મિકેનિક્સ
खगोलीय पिंड,અવકાશી પદાર્થ
कोशिका बारंबारता,સેલ આવર્તન
"गणना , जनगणना",વસ્તી ગણતરી
शततमक,સેન્ટાઇલ
सेन्टीमीटर,સેન્ટીમીટર
सेन्टीमीटर-ग्राम-सेकंड पद्‌धति,સેન્ટીમીટર ગ્રામ સેકન્ડ સિસ્ટમ
"केन्द्रीय , सकेन्द्र",કેન્દ્રીય
केन्द्रीय अक्ष,કેન્દ્રીય અક્ષ
केन्द्रीय अंतर,કેન્દ્રીય તફાવત
केन्द्रीय अंतर सूत्र,કેન્દ્રીય તફાવત સૂત્ર
केन्द्रीय अंतर सारणी,કેન્દ્રીય તફાવત કોષ્ટક
केन्द्रीय सीमा प्रमेय,કેન્દ્રીય મર્યાદા પ્રમેય
केन्द्रीय आघूर्ण,કેન્દ્રીય ક્ષણ
केन्द्रीय संसाधन एकक,સેન્ટ્રલ પ્રોસેસિંગ યુનિટ (CPU)
केन्द्रीय प्रवतिृ,કેન્દ્રીય વલણ
केन्द्र*,કેન્દ્ર
गुरुत्व-केन्द्र,ગુરુત્વાકર્ષણ કેન્દ્ર
समूह-केन्द्र,જૂથનું કેન્દ્ર
संहति-केन्द्र,સમૂહનું કેન્દ્ર
सममिति-केन्द्र,સમપ્રમાણતાનું કેન્દ્ર
अपकेन्द्री बल,કેન્દ્રત્યાગી બળ
अभिकेन्द्र-बल,કેન્દ્રબિંદુ બળ
"केन्द्रक मध्यगासंपात,",કેન્દ્રીય
निश्चितता,નિશ્ચિતતા
c.g.s.पद्‌धति,સીજીએસ સિસ્ટમ
c.g.s.मात्रक,સીજીએસ એકમ
अवकलन का शृंखला नियम,ભિન્નતાનો સાંકળ નિયમ
संयोग हेतु,તક કારણો
सांयोगिक चाल,તક ચાલ
अक्ष-परिवर्तन,અક્ષોનું પરિવર્તન
"आधार परिवर्तन पायाधार-बदल,",આધાર ફેરફાર
क्रम परिवर्तन,ઓર્ડરમાં ફેરફાર
अभिलक्षणिक गुणांक,લાક્ષણિક ગુણાંક
अभिलक्षणिक सारणिक,નિર્ણાયક
अभिलक्षण-समीकरण,લાક્ષણિક સમીકરણ
"अभिलक्षण-फलन, कैरेक्टेरिस्टिक फलन",લાક્ષણિક કાર્ય
लघुगणक का पूर्णांश,લઘુગણકની લાક્ષણિકતા
"अभिलक्षणिक बहुपद,",લાક્ષણિક બહુપદી
अभिलक्षणिक मान,લાક્ષણિક મૂલ્ય
अभिलक्षणिक सदिश,લાક્ષણિક વેક્ટર
संप्रतीक समुदाय,અક્ષર સમૂહ
"चार्ट, संचित्र तक्ता,",ચાર્ટ
काई-वर्ग बंटन,ચી-સ્ક્વેર વિતરણ
काई-वर्गं सूत्र,ચી-સ્ક્વેર ફોર્મ્યુલા
काई-वर्ग परीक्षण,ચી-સ્ક્વેર ટેસ્ટ
जीवा*,તાર
जीवा-द्विभाजन-विधि,તાર-દ્વિભાજન પદ્ધતિ
बीजलिखित संदेश,સાઇફર સંદેશ (=કોડેડ સંદેશ)
"शून्य, सिफर",સાઇફર (શૂન્ય)
वृत्त*,વર્તુળ
अभिसरण वत्तृ,કન્વર્જન્સનું વર્તુળ
परिपथ आव्यूह,સર્કિટ મેટ્રિક્સ
"वृत्ताकार, वर्तुल,",પરિપત્ર
वर्तुल अनंतस्पर्शी,પરિપત્ર એસિમ્પ્ટોટ
वृत्तीय कंडुलिनी,ગોળાકાર હેલિક્સ
वर्तुल गति,પરિપત્ર ગતિ
परिकेन्द्र,પરિઘ કેન્દ્ર
परिवृत्त*,પરિઘ
"परिगत करना, परितः खींचना",ઘેરાવો
परिगत,ઘેરાયેલું
परिवृत,ઘેરાયેલું વર્તુળ
चिरप्रतिष्ठित निगमनिक,ક્લાસિકલ ડિડક્ટિવ ટેકનિક
चिरप्रतिष्ठित गतिकी,શાસ્ત્રીય ગતિશીલતા
चिरप्रतिष्ठित इष्टतमन,શાસ્ત્રીય ઓપ્ટિમાઇઝેશન
चिरप्रतिष्ठित वित्तनाश समस्या,શાસ્ત્રીય વિનાશની સમસ્યા
चिरप्रतिष्ठित सांख्यिकीय यांत्रिकी,શાસ્ત્રીય આંકડાકીય મિકેનિક્સ
त्रुटियों का वर्गीकरण,ભૂલોનું વર્ગીકરણ
वर्ग-अंतराल,વર્ગ અંતરાલ
वर्गांतराल एकक,વર્ગ અંતરાલ એકમ
वर्ग-सीमा,વર્ગ મર્યાદા
दक्षिणावर्त,ઘડિયાળની દિશામાં
संविवृत,ક્લોપેન (= બંધ અને ખુલ્લું)
"संवृत, बंद",બંધ
संवृत अवमख समावरक,બંધ બહિર્મુખ હલ
संवृत घन,બંધ સમઘન
"बंद वक्र, संवृत वक्र",બંધ વળાંક
संवृत प्रांत,બંધ ડોમેન
बंद आकृति,બંધ આકૃતિ
संवृत अंतराल,બંધ અંતરાલ
"संवृत प्रदेश, बंद प्रदेश",બંધ પ્રદેશ
संवृत समच्चय,બંધ સેટ
"बंद पृष्ठ, संवृत पृष्ठ",બંધ સપાટી
" निमीलन, वेष्टन , संवरक",બંધ
संवरण-संकारक (संवरक),બંધ ઓપરેટર
संवरक-बिन्दु,બંધ બિંદુ (= સંપર્ક બિંદુ)
संवरक-अभिगृहीत,બંધ કરવાની ધારણા
संवरक समुच्चय,બંધ સેટ
गुच्छ बिन्दु,ક્લસ્ટર બિંદુ
गुच्छ प्रतिचयन,ક્લસ્ટર નમૂના
गुच्छ समुच्चय,ક્લસ્ટર સેટ
समाक्ष वृत्त,કોક્સિયલ વર્તુળો
समाक्ष परवलय,કોક્સિયલ પેરાબોલાસ
समाक्ष समतल,કોક્સિયલ પ્લેન
समाक्ष त्रिभुज,કોક્સિયલ ત્રિકોણ
कोब-डगलस फलन,કોબ - ડગ્લાસ કાર્ય
" कूटलेखन, कोडन , संकेतन",કોડિંગ
सामग्री का संकेतीकरण,ડેટાનું કોડિંગ
सहप्रांत,સહ-ડોમેન
गुणांक आव्यूह,ગુણાંક મેટ્રિક્સ
सहसंबंध-गुणांक,સહસંબંધનો ગુણાંક
निर्धारण गुणांक,નિર્ધારણ ગુણાંક
प्रत्यास्थता गुणांक,સ્થિતિસ્થાપકતાના ગુણાંક
प्रसार गुणांक,વિસ્તરણ ગુણાંક
घर्षण गुणांक,ઘર્ષણ ગુણાંક
अनुदैर्घ्य प्रसार का गुणांक,રેખીય વિસ્તરણનો ગુણાંક
समाश्रयण गुणांक,રીગ્રેસન ગુણાંક
पृष्ठ तनाव का गुणांक,સપાટીના તાણનો ગુણાંક
विचरण गुणांक,વિવિધતાના ગુણાંક
"सह-खण्ड, सह गुणन खंड,सहकारक",કોફેક્ટર
सिक्का उछाल,સિક્કો ફેંકવું (સિક્કો ફેંકવું)
प्रतिदर्श-संचय,નમૂનાનો સંગ્રહ
सरेख,સમરેખા
सरेखता,સમન્વય
"स्तंभ, कॉलम",કૉલમ
स्तंभतुल्यता,કૉલમ સમાનતા
स्तंभ-तुल्य,કૉલમ સમકક્ષ
स्तंभ तुल्य आव्यूह,કૉલમ સમકક્ષ મેટ્રિક્સ
स्तंभ आव्यूह,કૉલમ મેટ્રિક્સ
स्तंभ कोटि,કૉલમ રેન્ક
स्तंभ समानीत सोपानक आव्यूह,કૉલમ ઘટાડેલ ઇકોલોન મેટ્રિક્સ
स्तंभ सदिश,કૉલમ વેક્ટર
स्तंभानुसार,સ્તંભ પ્રમાણે
संयुक्त समीकरण,સંયુક્ત સમીકરણ
"उभयनिष्ठ कोण, सर्वनिष्ठ कोण",સામાન્ય કોણ
सर्वनिष्ठ अक्ष,સામાન્ય અક્ષ
"सर्वनिष्ठ आधार, उभयनिष्ठ बेस",સામાન્ય આધાર
सार्व हर,સામાન્ય છેદ
सार्व अंतर,સામાન્ય તફાવત
" सार्वगुणन-खंड, समापवर्तक , सार्व उपादान",સામાન્ય પરિબળ
"साधारण लघुगणक, साधारण लॉगेरिथ्म",સામાન્ય લઘુગણક
"सार्व गुणज, समापवर्त्य",સામાન્ય બહુવિધ
सार्व अनुपात,સામાન્ય ગુણોત્તર
सर्वनिष्ठ परिच्छेद,સામાન્ય વિભાગ
सर्वनिष्ठ भुजा,સામાન્ય બાજુ
"उभयनिष्ठ स्पर्शरखा, सर्वनिष्ठ स्पर्शरेखा",સામાન્ય સ્પર્શક
सर्वनिष्ठ पद,સામાન્ય શબ્દ
क्रमविनिमेय नियम,પરિવર્તનીય કાયદો
क्रमविनिमेय गुणधर्म,વિનિમયાત્મક મિલકત
क्रमविनिमेय-नियम,પરિવર્તનીય નિયમ
योग का क्रमविनिमेय नियम,ઉમેરાનો વિનિમયાત્મક કાયદો
गुणन का क्रमविनिमेय नियम,ગુણાકારનો વિનિમયાત્મક કાયદો
