Gujarati,Tamil
ધ્વનિ -પ્રચાર,ஒலியியல் பரப்புதல் மாறிலி
શ્રવણ પ્રતિકાર,ஒலியியல் எதிர்ப்பு
ધ્વનિભ્રમણાથી ઇન્સ્યુલેટેડ,ஒலியியல் ரீதியாக காப்பிடப்பட்டது
ધ્વનિશાસ્ત્ર,ஒலியியல்
સંપાદન,கையகப்படுத்தல்
ટૂંકાક્ષર,சுருக்கம்
કાર્યવાહી ક્ષેત્ર,செயல் பகுதி
સક્રિય ફિલામેન્ટ,செயல்படுத்தப்பட்ட இழை
સક્રિય,செயலில்
સક્રિય ક્ષેત્ર,செயலில் உள்ள பகுதி
સક્રિય બારી,செயலில் சாளரம்
અનુકૂલનક્ષમતા,தகவமைப்பு
એડેપ્ટર (એડેપ્ટર),அடாப்டர் (அடாப்டர்)
અનુકૂલનશીલ વિભેદક પલ્સ મોડ્યુલેશન,தகவமைப்பு வேறுபாடு துடிப்பு குறியீடு பண்பேற்றம்
સરનામા પુસ્તિકા,முகவரி புத்தகம்
સરનાવ બસ,முகவரி பஸ்
ઠરાવ,முகவரி தீர்மானம்
સંલગ્ન ચેનલ દખલ,அருகிலுள்ள சேனல் குறுக்கீடு
સંલગ્ન ચેનલ પસંદગી,அருகிலுள்ள சேனல் தேர்வு
સંલગ્ન આવર્તન,அருகிலுள்ள அதிர்வெண்
સંલગ્ન આવર્તન ચેનલ,அருகிலுள்ள அதிர்வெண் சேனல்
અડીને ચિત્ર વાહક,அருகிலுள்ள படம் கேரியர்
અડીને ધ્વનિ વાહક,அருகிலுள்ள ஒலி கேரியர்
સંલગ્ન મથક,அருகிலுள்ள நிலையம்
ગોઠવણપાત્ર,சரிசெய்யக்கூடியது
ગોઠવણપાત્ર કન્ડેન્સર,சரிசெய்யக்கூடிய மின்தேக்கி
ગોઠવણ,அழுத்தம் சரிசெய்தல்
સમાયોજન,குறடு சரிசெய்தல்
સમાયોજન,சரிசெய்தல்
વહીવટકર્તા,நிர்வாகி
અદ્યતન ટેકનોલોજી,மேம்பட்ட தொழில்நுட்பம்
હવાઈ,வான்வழி
હવાઈ ​​એરે,வான்வழி வரிசை
હવાઈ ​​બૂસ્ટર,வான்வழி பூஸ்டர்
હવાઈ ​​પ્રવાહ,வான்வழி மின்னோட்டம்
હવાઈ ​​કમાણી સ્વીચ,வான்வழி பூமி சுவிட்ச்
હવાઈ ​​કાર્યક્ષમતા,வான்வழி செயல்திறன்
હવાઈ ​​અવરોધ,வான்வழி மின்மறுப்பு
હવાઈ ​​લિટક્શન,வான்வழி தூண்டல்
હવાઈ ​​ઇન્સ્યુલેટર,வான்வழி இன்சுலேட்டர்
હવાઈ ​​લોડિંગ કોઇલ,வான்வழி ஏற்றுதல் சுருள்
હવાઈ ​​ફોટોગ્રાફી,வான்வழி புகைப்படம்
હવાઈ ​​શક્તિ,வான்வழி சக்தி
હવાઈ ​​કિરણોત્સર્ગ,வான்வழி கதிர்வீச்சு
હવાઈ ​​પ્રતિક્રિયા,வான்வழி எதிர்வினை
વાયુમિશ્રણશાસ્ત્ર,ஏரோடைனமிக்ஸ்
સંસ્થા,ஏஜென்சி
હવાઈ ​​સંકોચન,காற்று அழுத்தி
હવાઈ ​​કન્ડેન્સર,ஏர் மின்தேக்கி
હવાઈ ​​ઠંડુ,குளிா்ந்த காற்று
હવાઈ ​​બાંધેલી કોથળી,காற்று கோர்ட் சுருள்
વાતાનુકૂલન,ஏர் கண்டிஷனிங்
અલ્બેડો,ஆல்பெடோ
અલ્ગોરિધમનો,வழிமுறை
પરવાના,மாற்றுப்பெயர்ச்சி
સંલગ્ન,சீரமைத்தல்
ગોઠવણી,சீரமைப்பு
બધા તરંગ હવાઈ,அனைத்து அலை வான்வழி
ફાળવણી,ஒதுக்கீடு
વર્ણાનુક્રમ,அகரவரிசை
મૂર્તિમંત,எண்ணெழுத்து
વર્ણ -અક્ષર,எண்ணெழுத்து எழுத்து
વર્ણ -મૂર્તિમંત માહિતી,எண்ணெழுத்து தகவல்
વૈકલ્પિક વર્તમાન (એ.સી.),மாற்று மின்னோட்டம் (ஏ.சி.)
એકાંતરણ,மாற்று
પરાકારી,மின்மாற்றி
Altંચાઈ,உயரம்
અનુગામી alt ંચાઇ,அப்போஜியின் உயரம்
પેરગીની alt ંચાઇ,பெரிஜியின் உயரம்
કલાપ્રેમી રેડિયો સંચાર,அமெச்சூர் வானொலி தொடர்பு
વાતાવરણ,சூழ்நிலை
આજુબાજુના માઇક્રોફોન,சுற்றுப்புற மைக்ரோஃபோன்
આસપાસની શરત,சுற்றுப்புற நிலை
આસપાસની આજુબાજુની પ્રકાશ,சுற்றுப்புற விளக்குகள்
આજુબાજુનો અવાજ,சுற்றுப்புற சத்தம்
આસપાસનું તાપમાન,சுற்றுப்புற வெப்பநிலை
અમેરિકન માનક સંહિતા,அமெரிக்கன் ஸ்டாண்டர்ட் கோட்
ષડયંત્ર,ஆம்பியர்
Amાંદું મીટર,ஆம்பியர் மீட்டர்
વિસ્તૃત કરવું તે,பெருக்கம்
વિસ્તૃત પરિબળ,பெருக்க காரணி
પ્રવેધક,பெருக்கி
વિપુલ લાભ,பெருக்கி ஆதாயம்
એમ્પ્લીફાયર અવાજ,பெருக்கி சத்தம்
વિસ્તૃત સાધનસામગ્રી,உபகரணங்கள் பெருக்குதல்
ક્લીસ્ટ્રોનને વિસ્તૃત કરવું,கிளிஸ்ட்ரான் பெருக்குதல்
વિસ્તૃત એકમ,பெருக்குதல் அலகு
કંપનવિસ્તાર,வீச்சு
કંપનવિસ્તારની વિકૃતિ,வீச்சு விலகல்
કંપનવિસ્તાર,வீச்சு உல்லாசப் பயணம்
કંપનવિસ્તાર પરિબળ,வீச்சு காரணி
મર્યાદિત મર્યાદા,அலைவீச்சு வரம்பு
કંપનવિસ્તાર -મોડ્યુલેટેડ,வீச்சு பண்பேற்றப்பட்டது
કંપનલી -મોડ્યુલેશન,வீச்சு பண்பேற்றம்
એનાલોગ (એનાલોગ),ஒப்புமை (அனலாக்)
એનાશ,அனலாக் சுற்று
એનાલોગ કમ્પ્યુટર,அனலாக் கணினி
એનાલોગ રેડિયો આવર્તન ચેનલ માટે એનાલોગ રેડિયો આવર્તન ચેનલ,அனலாக் ரேடியோ அதிர்வெண் சேனல்
મનોલોગ પ્રતિનિધિત્વ,அனலாக் பிரதிநிதித்துவம்
એનાલોગ સંકેત,அனலாக் சிக்னல்
ડિજિટલથી એનાલોગ,டிஜிட்டலுக்கு அனலாக்
ડિજિટલ કન્વર્ટર માટે એનાલોગ,டிஜிட்டல் மாற்றிக்கு அனலாக்
એટાલી -વિડિઓ,அனலாக் வீடியோ
સમાન,ஒப்பீட்டு
સાદ્રશ્ય,ஒப்புமை
વિશ્લેષણ,பகுப்பாய்வு
આંકડા,தரவின் பகுப்பாய்வு
વિશ્લેષણાત્મક ઘનતા,பகுப்பாய்வு அடர்த்தி
વિશ્લેષણ કરવું,பகுப்பாய்வு செய்யுங்கள்
વિશ્લેષક,பகுப்பாய்வி
સૌધિતિક સાધનસામગ્રી,துணை உபகரணங்கள்
અને દરવાજો,மற்றும் வாயில்
ખાત્ય ખૂણા,மோதலின் கோணம்
ધ્રુવીકરણ ખૂણા,துருவமுனைப்பு கோணம்
પરિભ્રમણ,சுழற்சியின் கோணம்
એંગસ્ટ્રોમ (Å),ஆங்ஸ்ட்ரோம் (Å)
કોણીય,கோண
કોતરણી પ્રવેગક,கோண முடுக்கம்
કોતરણી સમન્વય,கோண ஒருங்கிணைப்புகள்
કોતરણી,கோண அழிவு
કોમણ -ફેલાવો,கோண சிதறல்
કોણીય વિસ્થાપન,கோண இடப்பெயர்ச்சி
કોણીય ભૂલ,கோண பிழை
કોણીય આવર્તન,கோண அதிர்வெண்
કોતરણી ગતિ,கோண உந்தம்
કોણીય ગતિ,கோண இயக்கம்
કોતરણી વેગ,கோண வேகம்
પ્રસન્નતા,இயங்குபடம்
એનોડ,நேர்மறை
એનોડ બ batteryણ,நேர்மறை பேட்டரி
એનોડ લાક્ષણિકતા,நேர்மறை பண்பு
એનોડ સર્કિટ,நேர்மறை சுற்று
એનોડ વિઘટન,அனோட் சிதறல்
એનોડ કાર્યક્ષમતા,அனோட் செயல்திறன்
એનોડ ઇનપુટ પાવર,அனோட் உள்ளீட்டு சக்தி
એનોડ મોડ્યુલેશન,அனோட் மாடுலேஷன்
એન્ટેના,ஆண்டெனா
એન્ટેના બીમવિડ્થ,ஆண்டெனா பீம் அகலம்
એન્ટેના,ஆண்டெனா பூஸ்டர்
એન્ટેના ચેન્જઓવર સ્વીચ,ஆண்டெனா மாற்ற சுவிட்ச்
કોઇ,ஆண்டெனா சுருள்
એન્ટેના રૂપરેખાંકન,ஆண்டெனா உள்ளமைவு
એન્ટેના કપડા,ஆண்டெனா கப்ளர்
એન્ટેના ક્રોસ ધ્રુવીય પદ્ધતિ,ஆண்டெனா குறுக்கு துருவ முறை
એન્ટેના પ્રવાહ,ஆண்டெனா நடப்பு
એન્ટેના નિર્દેશન લાભ,ஆண்டெனா டைரக்டிவிட்டி ஆதாயம்
એન્ટેના ડુપ્લેક્સર,ஆண்டெனா டூப்ளெக்சர்
એન્ટેના અસરકારક ક્ષેત્ર,ஆண்டெனா பயனுள்ள பகுதி
વૈશ્વિક કાર્યક્ષમતા,ஆண்டெனா செயல்திறன்
એન્ટેના ફીડ,ஆண்டெனா ஊட்டம்
એન્ટેના પગની છાપ,ஆண்டெனா கால் அச்சு
એન્ટેના લાભ,ஆண்டெனா ஆதாயம்
એન્ટેના height ંચાઇ,ஆண்டெனா உயரம்
એન્ટેના અવરોધ,ஆண்டெனா மின்மறுப்பு
એન્ટેના,ஆண்டெனா தூண்டல்
એન્ટેનાનો દાખલો,ஆண்டெனா முறை
એન્ટેના નાવિક,ஆண்டெனா பிளெக்ஸர்
એન્ટેના ધ્રુવીકરણ,ஆண்டெனா துருவமுனைப்பு
એન્ટેના શક્તિ,ஆண்டெனா சக்தி
એન્ટેના વીજળી લાભ,ஆண்டெனா சக்தி ஆதாயம்
એન્ટેના રેડિયેશન પ્રતિકાર,ஆண்டெனா கதிர்வீச்சு எதிர்ப்பு
એન્ટેના પ્રતિક્રિયા,ஆண்டெனா எதிர்வினை
એન્ટેના પરાવર્તક,ஆண்டெனா பிரதிபலிப்பாளர்
એન્ટેના પ્રતિકાર,ஆண்டெனா எதிர்ப்பு
એન્ટેના પડઘો આવર્તન,ஆண்டெனா அதிர்வு அதிர்வெண்
એન્ટેના અંતર,ஆண்டெனா இடைவெளி
એન્ટેના સ્વિચિંગ રૂમ,ஆண்டெனா மாறுதல் அறை
એન્ટેના ટ્યુનિંગ કોઇલ,ஆண்டெனா டியூனிங் சுருள்
એન્ટેના ટ્યુનિંગ ઝૂંપડી,ஆண்டெனா ட்யூனிங் ஹட்
છિદ્ર,துவாரம்
પ્રાણઘાતક,Apogee
અજેતા રોકેટ,அபோஜி ராக்கெட்
ઉપકરણ,கருவி
સ્પષ્ટ,தோன்றும்
સાદડી,Applet
નિયમ,விண்ணப்பம்
આશરે,தோராயமான
જળસ,நீர்வாழ் தீர்வு
ચાપ,வில்
સ્થાપત્ય,கட்டிடக்கலை
ધ્વનિ રેકોર્ડિંગનું આર્કાઇવલ ટ્રાન્સફર,ஒலி பதிவின் காப்பக பரிமாற்றம்
દફ્તર,காப்பகங்கள்
અંકગણિત કોડિંગ,எண்கணித குறியீட்டு முறை
હાથ,ஆர்மேச்சர்
આર્મચર વિન્ડિંગ,ஆர்மேச்சர் முறுக்கு
કળ,வரிசை
કરચલો,கைது செய்பவர்
સ્પષ્ટીકરણ,வெளிப்பாடு
આર્ટિફેક્ટ (= આર્ટિફેક્ટ),கலைப்பொருள் (= கலைப்பொருள்)
ચડતું,ஏறுதல்
પાસા ગુણોત્તર,விகிதம்
ભેગા કરનાર,அசெம்பிளர்
નિશ્ચય,கூற்று
સોંપણી,ஒதுக்கீடு
નાબૂદ,ஒதுக்கீட்டு சேனல்
અસમપ્રમાણ,சமச்சீரற்ற
અસુમેળવાળું,ஒத்திசைவற்ற
વાતાવરણ,வளிமண்டலம்
વાતાવરણીય નુકસાન,வளிமண்டல இழப்பு
વાતાવરણીય અવાજ,வளிமண்டல சத்தம்
વાતાવરણ નુ દબાણ,வளிமண்டல அழுத்தம்
વાતાવરણીય પ્રચાર,வளிமண்டல பரவல்
વાતાવરણીય તરંગ,வளிமண்டல வானொலி-அலை
વાતાવરણીય,வளிமண்டலங்கள்
અણુ,அணு
અણુનું માળખું,அணு அமைப்பு
જોડાણ,இணைப்பு
વ્યવહાલ,விழிப்புணர்வு
અંતરચળી,விழிப்புணர்வு இழப்பு
ધ્વનિ તરંગો,ஒலி அலைகளின் விழிப்புணர்வு
હલકાઈ કરનાર,அட்டென்யூட்டர்
વિકેન્દ્ર,அட்டென்யூட்டர்-பேட்
શ્રદ્ધાળુ થ્રેશોલ્ડ,கேட்கக்கூடிய வாசல்
શ્રાવ્ય,கேட்கக்கூடியது
શ્રાવ્ય આવર્તન,கேட்கக்கூடிய அதிர்வெண்
શિરદર્શક સ્વર,கேட்கக்கூடிய தொனி
શિરદર્શક,கேட்கக்கூடிய-ஸ்பெக்ட்ரம்
શ્રોતા,பார்வையாளர்கள்
Audડિસ,ஆடியோ
Audio ડિઓ એમ્પ્લીફાયર,ஆடியோ பெருக்கி
Audio ડિઓ વિશ્લેષક,ஆடியோ பகுப்பாய்வி
Audio ડિઓ બ્રોડકાસ્ટિંગ,ஆடியோ ஒளிபரப்பு
Audષધિસનું aution ડિઓબલ,ஆடியோ கேபிள்
શાસ્ત્ર,ஆடியோ சங்கிலி
કડકા,ஆடியோ கோடெக்
Audતુ),ஆடியோ சுருக்கம்
કોમ્પ્રેસર,ஆடியோ அமுக்கி
Audio ડિઓ કન્સોલ,ஆடியோ கன்சோல்
Audio ડિઓની વિકૃતિ,ஆடியோ விலகல்
Dynamડિસ,ஆடியோ டைனமிக் வரம்பு
Audio ડિઓ ફાઇલ ફોર્મેટ,ஆடியோ கோப்பு வடிவம்
Audio ડિઓ ફ્રેમ ફોર્મેટ,ஆடியோ பிரேம் வடிவம்
Audio ડિઓ આવર્તન એમ્પ્લીફાયર,ஆடியோ அதிர்வெண் பெருக்கி
Audio ડિઓ આવર્તન જનરેટર,ஆடியோ அதிர்வெண் ஜெனரேட்டர்
Audio ડિઓ આવર્તન શ્રેણી,ஆடியோ அதிர்வெண் வரம்பு
Audio ડિઓ આવર્તન પ્રતિસાદ,ஆடியோ அதிர்வெண் பதில்
સત્તાધિકારી,ஆடியோ லிமிட்டர்
Audષધિ,ஆடியோ வரி
Audડિસર,ஆடியோ மிக்சர்
Audio ડિઓ મોડ્યુલેશન,ஆடியோ பண்பேற்றம்
ઓડિસ -ઓસિલેટર,ஆடியோ ஆஸிலேட்டர்
Audio ડિઓ આઉટપાત,ஆடியோ வெளியீடு
Auth ડિઓ સત્તાની સત્તા,ஆடியோ சக்தி
કવિતા,ஆடியோ தரம்
શ્રદ્ધા,ஆடியோ சிக்னல்
Audio ડિઓ સિગ્નલ પ્રક્રિયા,ஆடியோ சிக்னல் செயலாக்கம்
Audio ડિઓ સ્પેક્ટ્રમ,ஆடியோ ஸ்பெக்ட்ரம்
Audio ડિઓ સંગ્રહ,ஆடியோ சேமிப்பு
Audડિસ,ஆடியோ துணை கேரியர்
ઈડનીસ પરિશ્રમ,ஆடியோ மின்மாற்றி
Audio ડિઓ ટ્રાન્સમીટર,ஆடியோ டிரான்ஸ்மிட்டர்
Audio ડિઓ/વિડિઓ કમ્પ્રેશન,ஆடியோ/வீடியோ சுருக்க
Audડ-આવર્તન ઓસિલેટર,ஆடியோ-அதிர்வெண் ஆஸிலேட்டர்
પુનરાવર્તન સંકેત,ஆடியோ-அதிர்வெண் சமிக்ஞை
કવિતા,ஆடியோமெட்ரி
વિઝ્યુઅલી સહાય,ஆடியோ காட்சி உதவி
ઉપદેશની ધારણા,செவிவழி கருத்து
પ્રમાણીકરણ,அங்கீகார
અધિકૃત વાહક આવર્તન,அங்கீகரிக்கப்பட்ட கேரியர் அதிர்வெண்
ઓટો કેડ,ஆட்டோ கேட்
સ્વત -નિદાન,ஆட்டோ கண்டறிதல்
સ્વચાલિત,தானியங்கி
સ્વચાલિત નિયંત્રણ,தானியங்கி கட்டுப்பாடு
સ્વચાલિત તપાસ,தானியங்கி கண்டறிதல்
સ્વચાલિત સાધનો,தானியங்கி உபகரணங்கள்
સ્વચાલિત આવર્તન નિયંત્રણ,தானியங்கி அதிர்வெண் கட்டுப்பாடு
સ્વચાલિત મર્યાદા,தானியங்கி வரம்பு
સ્વચાલિત યંત્ર,தானியங்கி இயந்திரம்
આપમેળે phાંકણું નિયંત્રણ,தானியங்கி கட்டக் கட்டுப்பாடு
સ્વચાલિત ચિત્ર પ્રસારણ,தானியங்கி பட பரிமாற்றம்
સ્વચાલિત પ્લેબેક,தானியங்கி பிளேபேக்
સ્વચાલિત વીજળી નિયંત્રણ,தானியங்கி சக்தி கட்டுப்பாடு
સ્વચાલિત કાર્યક્રમ,தானியங்கி நிரலாக்க
સ્વચાલિત રેકોર્ડિંગ,தானியங்கி பதிவு
સ્વચાલિત ફરીથી સેટ કરવું,தானியங்கி மீட்டமைப்பு
સ્વચાલિત શટર,தானியங்கி ஷட்டர்
સ્વચાલિત પદ્ધતિ,தானியங்கி அமைப்பு
સ્વચાલિત ટેલિફોન,தானியங்கி தொலைபேசி
સ્વચાલિત તાપમાને નિયંત્રણ,தானியங்கி வெப்பநிலை கட்டுப்பாடு
સ્વચાલિત વોલ્ટેજ નિયમનકાર,தானியங்கி மின்னழுத்த சீராக்கி
સ્વચાલિત વોલ્યુમ કોમ્પ્રેસર,தானியங்கி தொகுதி அமுக்கி
સ્વચાલિત વોલ્યુમ નિયંત્રણ,தானியங்கி தொகுதி கட்டுப்பாடு
સ્વચાલિત વોલ્યુમ વિસ્તૃતર,தானியங்கி தொகுதி விரிவாக்கம்
સ્વચાલિતતા,தானியங்கு
સ્વચાલિત નિયંત્રણ,ஆட்டோமேஷன் கட்டுப்பாடு
સ્વચાલિત આવર્તન નિયંત્રક,ஆட்டோமேஷன் அதிர்வெண் கட்டுப்படுத்தி
સહાયક,துணை
સહાયક audio ડિઓ બસ,துணை ஆடியோ பஸ்
ઉપલબ્ધ શક્તિ,கிடைக்கும் சக்தி
હિમપ્રપાત,பனிச்சரிவு முறிவு
સરેરાશ,சராசரி வாழ்க்கை
સરેરાશ દબાણ,சராசரி அழுத்தம்
સામન્ય ગતિ,சராசரி வேகம்
સ્પિનનો ધરી,சுழல் அச்சு
અઝિમુથ,அசிமுத்
અજીમુથ ખૂન,அஜிமுத் கோணம்
અઝીમુથ ભૂલ,அஜிமுத் பிழை
પાછલી બાજુ,பின் ஒளி
પૂર્વ -પ્રક્ષેપણ,பின் திட்டம்
બેક વોલ્ટેજ (= વિપરીત વોલ્ટેજ),பின் மின்னழுத்தம் (= தலைகீழ் மின்னழுத்தம்)
બેકફાયર (આર્ક બેક),பின்னணி (வில் மீண்டும்)
પૃષ્ઠભૂમિ,பின்னணி ஒளி
પાછળનો ઘોંઘાટ,பின்னணி இரைச்சல்
પૃષ્ઠભૂમિ,பின்னணி திட்டம்
પીઠ,காப்புப்பிரதி
શરમાળ,தடுப்பு
બાફવું,பேக்கிங்
સંતુલિત audio ડિઓ,சீரான ஆடியோ
વારેલી audio ડિઓ લાઇન,சீரான ஆடியோ வரி
સંતુલન પ્રસારણ રેખા,சீரான பரிமாற்ற வரி
સંતુલન,சமநிலைப்படுத்துதல்
બાલાસ,நிலைப்படுத்தல்
બાલાસ,நிலைப்படுத்தும் காரணி
બારીક,பலூன்
પહાડી,பேண்ட்
બેન્ડ પાસ ફિલ્ટર,பேண்ட் பாஸ் வடிகட்டி
પસંદગીકાર,இசைக்குழு தேர்வாளர்
વિભાજન,பேண்ட் பிரித்தல்
બેન્ડ સ્ટોપ ફિલ્ટર,பேண்ட் ஸ்டாப் வடிகட்டி
સજાગ,பேண்ட் சுவிட்ச்
આવરણ,பேண்ட் ட்யூனிங்
બ bandન્ટવિડ્થ,அலைவரிசை
બાર,மதுக்கூடம்
બાર -સંહિતા,பார் குறியீடு
અવલંબ,பார் தரவு
સરખામણી,வெற்று இசைக்குழு
દીવો,வெற்று விளக்கு
કોઠાર,கொட்டகையின் கதவு
પાયાની પટ્ટી,தள இசைக்குழு
પાયાનો સંકેત,அடிப்படை இசைக்குழு சமிக்ஞை
પાયાનો બેન્ડ પદ્ધતિ,அடிப்படை இசைக்குழு அமைப்பு
આધાર બ્રાઉઝર,அடிப்படை உலாவி
આધાર -કલેકટર જંકશન,அடிப்படை சேகரிப்பான் சந்தி
આધાર -ઇન્સ્લેટર,அடிப்படை இன்சுலேட்டர்
પાળનાર,பாஸ்
બાસ,பாஸ் இழப்பீடு
બાસ લાઉડ સ્પીકર (વૂફર),பாஸ் ஒலிபெருக்கி (வூஃபர்)
બેચ સ્કેનીંગ,தொகுதி ஸ்கேனிங்
બ batteryટરી ચાર્જ,பேட்டரி சார்ஜிங்
બીમ,உத்திரம்
ધબક,அடி
આવર્તન ઓસિલેટરને હરાવ્યું,அதிர்வெண் ஆஸிலேட்டரை வெல்லுங்கள்
પોત,பெல்
પક્ષપાત,சார்பு
પૂર્વગ્રહ,சார்பு சுற்று
પક્ષપાત,சார்பு அதிர்வெண்
પૂર્વગ્રહ,சார்பு மின்னழுத்தம்
આગળની દિશામાં પક્ષપાતી,முன்னோக்கி திசையில் பக்கச்சார்பானது
દ્વિ-દિશાકીય માઇક્રોફોન,இரு திசை மைக்ரோஃபோன்
પાટિયું,விளம்பர பலகை
પાટિયાની અરજી,விளம்பர பலகை விண்ணப்பம்
દ્વિ ધાતુયુક્ત તત્વ,இரு-உலோக உறுப்பு
દ્વિસંગી,இரும
દ્વિસંગી કોડેડ દશાંશ,பைனரி குறியீட்டு தசம
દ્વિસંગી અંક (બીટ),ஈராண்டின் இலக்கியம் (பிட்)
દ્વિસંગી સંખ્યા,இரும எண்
દ્વિપ્રહાર સુનાવણી,பைனரல் விசாரணை
દૂરબાહિક,தொலைநோக்கி
જૈવિક,பயோமெட்ரிக்
દ્વિધ્રુવી ટ્રાંઝિસ્ટર,இருமுனை டிரான்சிஸ்டர்
બીક ફાળવણી,பிட் ஒதுக்கீடு
પટાનો દર,பிட் வீதம்
બ્લેક એન્ડ વ્હાઇટ ટીવી,கருப்பு & வெள்ளை டிவி
ખાલી,வெற்று
ખાલી અંતરાલ,வெற்று இடைவெளி
નારાજી સ્તર,வெற்று நிலை
લોહીલુહાણ પ્રતિકાર,ரத்தான் எதிர்ப்பு
ખળભળાટ મચાવનારું કેમેરો,பிளம்பட் கேமரா
આંખ આડા કાન,கண்மூடித்தனமான கண்ணை கூசும்
ઝબકવું,கண் சிமிட்டுங்கள்
ઝબૂકતું,ஒளிரும்
અવરોધ,தொகுதி குறியீடு
રેખાક્રુતિ,தொகுதி வரைபடம்
અવરોધ,தொகுதி இடைக்கணிப்பு
અવરોધકારક કેપેસિટર,மின்தேக்கியைத் தடுக்கும்
ઓસિલેટરને અવરોધિત કરી રહ્યું છે,ஆஸிலேட்டரைத் தடுக்கும்
મોર,பூக்கும்
ફાટવું,விளக்கு ஊது
ફટકો,குழாய் குழாய்
બ્લોઅર,ஊதுகுழல்
બ્લુટુથ,புளூடூத்
શરીરની આવરણ,உடல் கொள்ளளவு
પુસ્તકો,புத்தககுறி
બુલિયન બીજગણિત,பூலியன் இயற்கணிதம்
બૂમ,ஏற்றம்
વધતું જાય તેવું,பூஸ்ட்
બારીક,பூஸ்டர்
બૂસ્ટર પ્રકાશ,பூஸ்டர் ஒளி
વધવું,அதிகரிக்கும்
મતાધિકાર,துவக்க
બુટસ્ટ્રેપ,பூட்ஸ்ட்ராப்
તળિયે,கீழே ஒளி
પ્રકાશ ઉછાળો,பவுன்ஸ் லைட்
ભાંગી નાખવું,உடைக்கவும்
તૂટી પડતાં વોલ્ટેજ,முறிவு மின்னழுத்தம்
પુલ તત્વ,பாலம் உறுப்பு
પુલ સુધારક,பாலம் திருத்தி
બ્રિજ્ડ ‘ટી’ એટેન્યુએટર,பிரிட்ஜ் ‘டி’ அட்டென்யூட்டர்
પુષ્કળ માળખું,பிரிட்ஜ் அமைப்பு
શરાબ,பாலம்
બ્રિજિંગ એમ્પ્લીફાયર,பாலம் பெருக்கி
પુલ,பாலம் இழப்பு
ઘાટા,பிரகாசம்
ઉદ્ધતાઈ નિયંત્રણ,பிரகாசம் கட்டுப்பாடு
બરડ,உடையக்கூடிய
બરડ પદાર્થ,உடையக்கூடிய பொருள்
બ્રોડબેન્ડ,பிராட்பேண்ட்
બ્રોન્ડબેન્ડ એમ્પ્લીફાયર,பிராட்பேண்ட் பெருக்கி
બ્રોડબેન્ડ આઈએસડીએન,பிராட்பேண்ட் ஐ.எஸ்.டி.என்
