Tamil,Gujarati
தகவமைப்பு,અનુકૂલનક્ષમતા
பின்னல்,અનુકૂલન
தகவமைப்பு சேனல் ஒதுக்கீடு,અનુકૂલનશીલ ચેનલ ફાળવણી
தகவமைப்பு ஒருங்கிணைப்பு,અનુકૂલનશીલ એકીકરણ
தகவமைப்பு குறுக்குவெட்டு சமநிலை,અનુકૂલનશીલ બરાબરી
நுழைவு சேர்க்கப்பட்டது,ઉમેરાયેલ નોંધ
கூடுதல்,પરિવર્તન
அடி,પ્રહાર
சேர்க்கை துணைப்பிரிவு,ઉપદેશક
கோப்பைச் சேர்க்கவும்,ફાઇલ ઉમેરો
கூடுதல் எழுத்து (= சிறப்பு எழுத்து),વધારાના પાત્ર (= વિશેષ પાત્ર)
கூடுதலாக ரெக்கார்டர்,વધારાની રેકોર્ડર
கூடுதலாக அட்டவணை,વધારાનો કોઠો
சேர்க்கை பண்புக்கூறு,ઉમેરણ લક્ષણ
பயன்முறையைச் சேர்க்கவும்,મોડમાં ઉમેરો
செயல்பாட்டைச் சேர்க்கவும்,કામગીરી ઉમેરો
முகவரி,સંબોધન
முகவரி அளவீடு,સરનામા -માપદંડ
முகவரியிடக்கூடிய கிடைமட்ட நிலை,સરનામું આડી સ્થિતિ
முகவரிக்குரிய புள்ளி,સંબોધન - બિંદુ
முகவரி செய்யக்கூடிய நிலை,પ્રતિયોગી સ્થિતિ
முகவரிக்குரிய பதிவு,સરનામું રજિસ્ટર
முகவரியிடக்கூடிய சேமிப்பு,પ્રત્યુત્તરપાત્ર સંગ્રહ
முகவரியிடக்கூடிய செங்குத்து நிலை,સરનાક verભી સ્થિતિ
முகவரி பஸ்,સરનાવ બસ
முகவரி குறியீடு,સરનામું
முகவரி ஒப்பீட்டாளர்,સરખામણી કરનાર
முகவரி கணக்கீடு,સરનામું
முகவரி மாறிலி,નિવારણ
முகவரி மாற்றம்,ધર્મપરિવર્તન
முகவரி தரவு,માહિતી
உரையாற்றப்பட்ட நினைவகம்,સંબોધિત મેમરી
முகவரி பயனுள்ளதாக இருக்கும்,સંબોધન અસરકારક
முகவரி புலம்,સરનાવનું ક્ષેત્ર
முகவரி வடிவம்,સરનાકનું બંધારણ
முகவரி இலவச நிரல்,મફત કાર્યક્રમ
முகவரி,સંબોધન
"முகவரி
 எழுத்து","સંબોધન
 પાત્ર"
குறுக்கீடு,સંબોધન
முகவரி லூப்,સંબોધન
மெய்நிகர் நினைவகத்தை உரையாற்றுதல்,વર્ચુઅલ મેમરીને સંબોધવા
முகவரி ஒன்றோடொன்று,સરનામું
முகவரி இல்லாத அறிவுறுத்தல் வடிவம்,સરનામાંહીન સૂચના બંધારણ
முகவரி வரி,સરનામા
முகவரி மேப்பிங்,સરનામાંનું નકશો
முகவரி குறி,સરનાવ
முகவரி மாற்றம்,સરનામા -ફેરફાર
முகவரி பகுதி,સરનામા ભાગ
முகவரி சுட்டிக்காட்டி,સરનાક નિર્દેશક
முகவரி பதிவு,સરના નોંધણી
முகவரி சமிக்ஞை,સરનામે સંકેત
முகவரி அளவு,સરનાવનું કદ
முகவரி இடம்,સરનાવની જગ્યા
முகவரி விண்வெளி அடையாளங்காட்டி,સરનામું સ્થાન ઓળખકર્તા
முகவரி நிறுத்தம்,સરનાવ બંધ
முகவரி சுவடு,સરનામા
முகவரி பாடல்,સરનામા
முகவரி மொழிபெயர்ப்பு,અનુવાદ
முகவரி மொழிபெயர்ப்பாளர்,અનુવાદક
கூடுதல் துணை நேரம்,સબમટ્રેક્ટ સમય ઉમેરવો
நேரம் சேர்க்கவும்,સમય ઉમેરો
அடுத்துள்ள,સંલગ્નતા
அருகிலுள்ள அமைப்பு,સંલગ્ન માળખું
அருகிலுள்ள சேனல்,સંલગ્ન માતૃભાષા
அருகிலுள்ள டொமைன்,સંલગ્ન ડોમેન
அருகிலுள்ள மேட்ரிக்ஸ்,સંલગ્ન મેટ્રિક્સ
அருகிலுள்ள முனை,સંલગ્ન નોડ
அருகிலுள்ள சப்ரியா,સંલગ્ન સુબેરિયા
தொடை (அமைப்பு),સંવાદિતા (સિસ્ટમ)
சரிசெய்யவும்,સમાયોજન કરવું
சரிசெய்யக்கூடிய அளவு,ગોઠવણપાત્ર હદ
உரை பயன்முறையை சரிசெய்யவும்,ટેક્સ્ટ મોડને સમાયોજિત કરો
நிர்வாக தரவு செயலாக்கம்,વહીવટી માહિતી પ્રક્રિયા
நிர்வாக செயல்பாடு,વહીવટી કામગીરી
நிர்வாக ஆபரேட்டர்,વહીવટી operatorપરેટર
நிர்வாக ஆபரேட்டர் நிலையம்,વહીવટી પ્રચાલક
நிர்வாக ஆதரவு அமைப்பு,વહીવટી સહાયક પદ્ધતિ
மேம்பட்ட தொடர்பு சேவை,અદ્યતન સંદેશાવ્યવહાર સેવા
மேம்பட்ட தகவல் அமைப்பு,અદ્યતન માહિતી પદ્ધતિ
மேம்பட்ட ஆப்டிகல் கேரக்டர் ரீடர்,અદ્યતન ઓપ્ટિકલ પાત્ર રીડર
மேம்பட்ட அறிவியல் கணினி,અદ્યતન વૈજ્ .ાનિક કમ્પ્યુટર
வான்வழி,હવાઈ
மதிப்பீட்டு,સમૂહ
மொத்த வெளிப்பாடு,કુલ અભિવ્યક્તિ
இலக்கு வட்டம்,લક્ષ્યસ્થાન વર્તુળ
இலக்கு புலம் (= இலக்கு சின்னம்),લક્ષ્ય ક્ષેત્ર (= લક્ષ્યનું પ્રતીક)
நோக்கம் சின்னம்,લક્ષ્યસ્થાન પ્રતીક
வான்வழி கணினி அமைப்பு,હવાઈ ​​કમ્પ્યુટર સિસ્ટમ
இயற்கணித ஈஜென்வெல்யூ சிக்கல்,બીજગણિત ઇગન્યુલ્યુ સમસ્યા
"இயற்கணித
 ஒருங்கிணைப்பு","બીજગણિત
 એકીકરણ"
இயற்கணித மொழி,બીજગણિત ભાષા
இயற்கணித கையாளுதல்,બીજગણિત હેરાફેરી
இயற்கணித கையாளுதல் மொழி,બીજગણિત હેરાફેરી ભાષા
இயற்கணித சார்ந்த மொழி,બીજગણિત લક્ષી ભાષા
இயற்கணித மாற்றம்,બીજગણિત પાળી
இயற்கணித அடையாளம் மாநாடு,બીજગણિત ચિહ્ન સંમેલન
அல்கோல்,શિરચ્છેદ
அல்கோல் அம்சம்,શીલ લક્ષણ
அல்கோல் நிரலாக்க,અલ્ગોલ કાર્યક્રમ
வழிமுறை,અલ્ગોરિધમનો
அல்காரிதம் துணை மொழி,અલ્ગોરિધમનો સહયોગી ભાષા
வழிமுறை வகைப்பாடு,અલ્ગોરિધમનો વર્ગીકરણ
வழிமுறை சிக்கலானது,અલ્ગોરિધમની જટિલતા
அல்காரிதம் கணக்கீடு,અલ્ગોરિધમની ગણતરી
வழிமுறை பகுப்பாய்வு,અલ્ગોરિધમિક વિશ્લેષણ
வழிமுறை அணுகுமுறை,અલ્ગોરિધમિક અભિગમ
வழிமுறை மொழி,અલ્ગોરિધએમ ભાષા
வழிமுறை வழக்கம்,અલ્ગોરિધમનો રૂટિન
வழிமுறை கோட்பாடு,અલ્ગોરિધમનો સિદ્ધાંત
மாற்றுப்பெயர்,ઉર્ફે
மாற்றுப்பெயர்ச்சி,પરવાના
மாற்றுப்பெயர் பெயர் (= மாற்று பெயர்),ઉપનામ નામ (= વૈકલ્પિક નામ)
சீரமைப்பு,ગોઠવણી
ஒதுக்கவும்,ફાળવવું
ஒதுக்கீடு அமைப்பு,ફાળવણીનું માળખું
அனைத்து நோக்கம் கொண்ட கணினி,હેતુસર કમ્પ્યુટર
அகரவரிசை எழுத்து,વર્ણાનુક્રમ
அகரவரிசை எழுத்து தொகுப்பு,મૂળાક્ષરોનો પાત્ર સમૂહ
அகரவரிசை எழுத்து துணைக்குழு,મૂળાક્ષરો
அகரவரிசை குறியீடு,વર્ણાનુક્રમ
அகரவரிசை மாற்றம்,વર્ણાનુક્રમ
அகரவரிசை சரம்,વર્ણાનુક્રમ
அகரவரிசை சொல்,વર્ણાનુક્રમ
அகரவரிசை,મૂળાક્ષરો
ஆல்பாஜோமெட்ரிக்ஸ்,અલ્ફેજ ome મેટ્રિક્સ
ஆல்பமெரிக்,મૂર્તિમંત
ஆல்பமோசைக்,મરણોત્તર
எண்ணெழுத்து,મૂર્તિમંત
எண்ணெழுத்து விசைப்பலகை சாதனம்,આલ્ફાન્યુમેરિકલ કીબોર્ડ ડિવાઇસ
எண்ணெழுத்து எழுத்து தொகுப்பு,મૂળાક્ષર
எண்ணெழுத்து குறியீடு,મૂળાક્ષર
எண்ணெழுத்து குறியீட்டு எழுத்து தொகுப்பு,આલ્ફાન્યુમેરિક કોડેડ પાત્ર સમૂહ
எண்ணெழுத்து தரவு,મૂળાક્ષરીનો ડેટા
எண்ணெழுத்து காட்சி சாதனம்,આલ્ફાન્યુમેરિક ડિસ્પ્લે ડિવાઇસ
எண்ணெழுத்து திருத்தப்பட்ட எழுத்து,મૂળાક્ષર સંપાદિત પાત્ર
எண்ணெழுத்து புலம்,વર્ણ -ક્ષેત્ર
எண்ணெழுத்து அறிவுறுத்தல்,વર્ણ -સૂચના
எண்ணெழுத்து விசைப்பலகை,મૂળાક્ષર કીબોર્ડ
எண்ணெழுத்து வகை,મૂળાક્ષર
எண்ணெழுத்து சேமிப்பு,મૂળાક્ષર સંગ્રહ
மாற்றக்கூடிய நினைவகம்,બદલવા યોગ્ય
மாற்ற சுவிட்ச்,ફેરફાર -ફેરૂપ
மாற்றுதல்,પરિવર્તનશીલ
மாற்று பயன்முறை,ફેરફાર
மாற்று மீட்பு,વૈકલ્પિક પુન recovery પ્રાપ્તિ
மாற்று பாதை,વૈકલ્પિક માર્ગ
மாற்று ரூட்டிங்,વૈકલ્પિક માર્ગ
மாற்று பாதை,વૈકલ્પિક પાટા
மாற்று (= அல்லது செயல்பாடு),ફેરબદલ (= અથવા કામગીરી)
மாற்று பண்புக்கூறு,વૈકલ્પિક લક્ષણ
மாற்று மறுப்பு (= இல்லை-மற்றும் செயல்பாடு),વૈકલ્પિક અસ્વીકાર (= નહીં અને કામગીરી)
தெளிவற்ற பிழை,અસ્પષ્ટ ભૂલ
தெளிவற்ற குறிப்பு,અસ્પષ્ટ સંદર્ભ
அனலாக்ஸ்,પ્રાચય
அனலாக் சேர்க்கை,એનાશ -ઉપાડનાર
அனலாக் சேனல்,મનોલોત્ર
அனலாக் கணினி,એનાલોગ કમ્પ્યુટર
அனலாக் மாற்றி,એનાશ -રૂપાંતર કરનાર
அனலாக் தரவு,મનોજ્ analા આંકડા
அனலாக் டிவைடர்,એનાશ -વિભાજક
அனலாக் வசதி முனையம்,એનાલોગ સુવિધા ટર્મિન
"அனலாக் செயல்பாடு
 ஜெனரேட்டர்","મનોલોગ કાર્ય
 જનરેટર"
அனலாக் ஒருங்கிணைப்பு,મનોરોગ એકીકરણ
அனலாக் பெருக்கி,એનાલ -ગુણાકાર
அனலாக் நிரலாக்க,એનાશિક કાર્યક્રમ
அனலாக் அளவிடுதல்,એનાલ -સ્તનપાન
அனலாக் சிக்னல்,એનાલોગ સંકેત
அனலாக் உருவகப்படுத்துதல்,એનાશ સિમ્યુલેશન
அனலாக் சுவிட்ச்,એનાશ -સ્વીચ
அனலாக் அமைப்பு,પ્રાકૃતિક પદ્ધતિ
"டிஜிட்டலுக்கு அனலாக்
 மாற்றி","ડિજિટલથી એનાલોગ
 એકત્રીકરણ કરનાર"
"டிஜிட்டலுக்கு அனலாக்
 குறியாக்கி","ડિજિટલથી એનાલોગ
 એન્કોડર"
அனலாக் பரிமாற்றம்,મનોલોગ પ્રસારણ
அனலாக் வகை,એનોગ પ્રકાર
பகுப்பாய்வு தொகுதி,વિશ્લેષણ -વિધિ
பகுப்பாய்வு முறை,વિશ્લેષણ પદ્ધતિ
பகுப்பாய்வு இயந்திரம்,વિશ્લેષણાત્મક
மூதாதையர் பணி,પૂર્વજો
துணை உபகரணங்கள்,આનુષંગિક સાધનસામગ્રી
மற்றும்,અને
மற்றும் சுற்று,અને સર્કિટ
மற்றும் உறுப்பு,અને
மற்றும் வாயில்,અને દરવાજો
மற்றும் மறைத்தல்,અને માસ્કિંગ
மற்றும் செயல்பாடு அல்ல (= விலக்கு,અને ઓપરેશન નથી (= બાકાત
மற்றும் செயல்பாடு,કામગીરી
இணைப்பு நினைவகம்,જોડાણ મેમરી
சிறுகுறி,નોંધણી
அறிவிப்பாளர்,જાહેરાત કરનાર
பதில்,પાછો જવાબ આપો
பதில் தாமதம்,જવાબ
பதிலளிக்கும் நேரம்,જવાબદાર સમય
பதில் விளக்கு,જવાબ દીવો
பதில் பட்டியல்,જવાબ સૂચિ
பதில்,માત્ર
எதிர்பார்ப்பு பயன்முறை,અપેક્ષા -મોડ
எதிர்பார்ப்பு இடையக,આગોતરક બફર
எதிர்பார்ப்பு கேரி,આગોતરક કેરી
எதிர்பார்ப்பு பேஜிங்,આગોતરી પેજિંગ
எதிர்விளைவு செயல்பாடு,અસત્ય કામગીરી
எதிர்விளைவு உறுப்பு,કૃત્રિમ તત્વ
அபீரியோடிக் ஆண்டெனா,અતિશય એન્ટેના
துளை அட்டை,છિદ્ર
துளை குறியீடு,છિદ્ર
துளை நேரம்,છિદ્રનો સમય
இணைப்பு,સંલગ્ન
இணைப்பு பணி,સંલગ્ન કાર્ય
பயன்பாட்டு உருவாக்குநர்,અરજી વિકાસકર્તા
பயன்பாட்டு அடுக்கு,અરજી -સ્તર
பயன்பாட்டு சார்ந்த மொழி,અરજીલક્ષી ભાષા
பயன்பாட்டு தொகுப்பு,અરજી
பயன்பாட்டு நிரல்,અરજી કાર્યક્રમ
பயன்பாட்டு நிரலாக்க,અરજી કાર્યક્રમ
பயன்பாடு தேவையான மொழி,અરજી જરૂરી ભાષા
பயன்பாட்டு மென்பொருள்,એપ્લિકેશન સોફ્ટવેર
Applique,અનુકૂળ
தோராயக் கோட்பாடு,આશરે સિદ્ધાંત
தன்னிச்சையான அணுகல்,મનસ્વી પ્રવેશ
தன்னிச்சையான வரிசை கணினி,મનસ્વી ક્રમ કમ્પ્યુટર
நடுவர்,લવાદી
கட்டிடக்கலை,સ્થાપત્ય
காப்பகப்படுத்துதல்,આર્કા
பகுதி குறியீடு,વિસ્તાર કોડ
பகுதி தேடல்,વિસ્તાર -શોધ
பகுதி பரிமாற்றம்,વિસ્તાર -તબદીલી
பகுதி மாறி,ક્ષેત્રીય
வாதம்,દલીલ
வாத முகவரி,દલીલ સરનામું
வாத பட்டியல்,દલીલ યાદી
எண்கணித அறிவுறுத்தல்,અંકગણિત સૂચના
எண்கணித மற்றும் தர்க்க அலகு,અંકગણિત અને તર્ક એકમ
எண்கணித ஒதுக்கீட்டு அறிக்கை,અંકગણિત સોંપણી નિવેદન
எண்கணித சோதனை,અંકગણિત તપાસ
எண்கணித மாறிலி,ન્યાયશાસ્ત્ર
எண்கணித மாற்றம்,અંકગણિત
எண்கணித தரவு,સમાંતરતર ડેટા
எண்கணித விதிவிலக்கு,અંકગણિત અપવાદ
எண்கணித வெளிப்பாடு,અંકગણિત અભિવ્યક્તિ
எண்கணித நிலையான புள்ளி,અંકગણિત નિયત બિંદુ
எண்கணித வரிசைமுறை,અંકગણિત વંશવેલો
அறிக்கை என்றால் எண்கணிதம்,અંકગણિત જો નિવેદન
எண்கணித தர்க்கம்,ન્યાયશાસ્ત્રનું તર્કશાસ્ત્ર
எண்கணித தர்க்க அலகு,અંકગણિત તર્ક એકમ
எண்கணித செயல்பாடு,ન્યાયશાસ્ત્ર કામગીરી
எண்கணித ஆபரேட்டர்,સમેટાં પ્રપણ
எண்கணித வழிதல்,અંકગણિત ઓવરફ્લો
எண்கணித படத் தரவு,અંકગણિત ચિત્ર -માહિતી
எண்கணித முன்னுரிமை,અંકગણિત અગ્રતા
எண்கணித முதன்மை,અંકગણિત પ્રાથમિક
எண்கணித பதிவு,અંકગણિત રજિસ્ટર
எண்கணித உறவு,અંકગણિત સંબંધ
எண்கணித ஸ்கேன்,અંકગણિત સ્કેન
எண்கணித பிரிவு,અંકગણિત વિભાગ
எண்கணித மாற்றம்,અંકગણિત પાળી
எண்கணித மாற்றம்,અંકગણિત
எண்கணித அறிக்கை,અંકગણિત નિવેદન
எண்கணித கால,ન્યાયશાસ્ત્રની મુદત
எண்கணித கீழ்ப்படிதல்,અંકગણિત
எண்கணித அலகு,અંકગણિત એકમ
வரிசை,કળ
வரிசை,એરે બાઉન્ડ
வரிசை கணினி,એરે કમ્પ્યુટર
வரிசை பரிமாணம்,એરેનું પરિમાણ
வரிசை உறுப்பு,એરે તત્વ
வரிசை வெளிப்பாடு,અભિવ્યક્તિ
வரிசை பெயர்,એરે નામ
கட்டமைப்புகளின் வரிசை,રચના
வரிசை அச்சிடுதல்,એરે મુદ્રણ
வரிசை செயலாக்கம்,એરે પ્રક્રિયા
வரிசை செயலி,એરે પ્રોસેસર
வெளிப்பாடு புள்ளி,સ્પષ્ટ મુદ્દો
செயற்கை அறிவாற்றல்,કૃત્રિમ માન્યતા
செயற்கை நுண்ணறிவு,કૃત્રિમ બુદ્ધિ
செயற்கை மொழி,કૃત્રિમ ભાષા
செயற்கை மாறி,કૃત્રિમ ચલ
கலை பயன்பாட்டு தரவு வங்கி,કળા -એપ્લિકેશન ડેટા બેંક
கலை பயன்பாட்டு இசை,કલાકાર -અરજી
கலை பயன்பாட்டு முறை உருவாக்கம்,કળા -એપ્લિકેશન પેટર્ન જનરેશન
அசெண்டர்,ચડતું
ஏறும் வரிசை,ચ ascતો સ .ર્ટ
ASCIL,અયોગ્ય
ASCII கட்டுப்பாட்டு தன்மை,ASCII નિયંત્રણ પાત્ર
ASCII விசை வாரியம்,ASCII કી બોર્ડ
அம்சம்,દૃષ્ટિ
அம்சம் மற்றும்,પાસા અને
ஒன்றுகூடு,ભેગા
கூடியிருந்த தோற்றம்,ભેગા થયેલા મૂળ
காலத்தை ஒன்றிணைக்கவும்,એકત્રીકરણ સમયગાળો
அசெம்பிளர்,ભેગા કરનાર
அசெம்பிளர் டைரெக்டிவ்,એસેમ્બલ નિર્દેશક
அசெம்பிளர் வசதி,ભેળસેળ કરવાની સુવિધા
அசெம்பிளர் மொழி,જોડાયેલી ભાષા
அசெம்பிளிங்,એકત્રીકરણ
அசெம்பிளிங் கட்டம்,ભેગા કરવાનો તબક્કો
நேரம் திரட்டுதல்,એકત્રીકરણ સમય
சட்டசபை,વિધાનસભા
சட்டசபை மொழி,સભા
சட்டசபை மொழி நிரலாக்க,સભા ભાષા કાર્યક્રમ
சட்டசபை மொழி மென்பொருள் நெகிழ்வுத்தன்மை,એસેમ્બલી ભાષા સ software ફ્ટવેર સુગમતા
சட்டசபை பட்டியல்,સભા સૂચિ
சட்டசபை கட்டம்,સભા તબક્કા
சட்டசபை வழக்கம்,વિધાનસભા દિનચર્યા
சட்டசபை நேரம்,સભા સમય
சட்டசபை பிரிவு,સભા એકમ
ஒதுக்கீட்டு அட்டவணைப்படுத்தல்,સોંપણી અનુક્રમણિકા
ஒதுக்கீட்டு செயல்பாடு,સોંપણી કામગીરી
ஒதுக்கீட்டு அறிக்கை,સોંપણી પત્રક
துணை முகவரி,સંલગ્ન સંબોધન
துணை வரிசை பதிவு,સહયોગી એરે રજિસ્ટર
துணை விசை,સહ -મુખ્ય
துணை மொழி,એકસમાન ભાષા
துணை நினைவகம்,સંલગ્ન મેમરી
துணை சேமிப்பு,સંલગ્ન સંગ્રહ
தசம புள்ளி என்று கருதப்படுகிறது,ધારેલો દશાંશ બિંદુ
சமச்சீரற்ற சாதனம்,અસમપ્રમાણ ઉપકરણ
சமச்சீரற்ற i/o,અસમપ્રમાણતા I/O
ஒத்திசைவற்ற,અસુમેળવાળું
ஒத்திசைவற்ற கணினி,અસમકાલીન કમ્પ્યુટર
ஒத்திசைவற்ற தரவு பரிமாற்றம்,અસમકાલીન ડેટા સ્થાનાંતરણ
ஒத்திசைவற்ற தரவு பரிமாற்றம்,અસુમેળ ડેટા પ્રસારણ
ஒத்திசைவற்ற சாதனங்கள்,અસુમેળ ઉપકરણો
ஒத்திசைவற்ற செயல்பாடு,અસુમેળ
ஒத்திசைவற்ற சமிக்ஞை,અસમકાલીન સંકેત
ஒத்திசைவற்ற நேர பிரிவு மல்டிபிளெக்சிங்,અસુમેળ સમય વિભાગ મલ્ટીપ્લેક્સિંગ
ஒத்திசைவற்ற பரிமாற்றம்,અસુમેળ
ஒத்திசைவற்ற வேலை,અસમકાલીન કાર્યકારી
இணைக்கப்பட்ட செயலாக்கம்,જોડાયેલ પ્રક્રિયા
இணைக்கப்பட்ட செயலி,જોડાયેલ પ્રોસેસર
இணைக்கப்பட்ட ஆதரவு செயலி,જોડાયેલ સપોર્ટ પ્રોસેસર
செயல்பாட்டில் கலந்து கொண்டார்,ઉપસ્થિત કામગીરી
பாதை அச்சுப்பொறியில் கலந்து கொண்டார்,ઉપસ્થિત ટ્રેઇલ પ્રિંટર
கவனம் குறுக்கீடு,વિક્ષેપ
கவனம் விசை,ધ્યાન
விழிப்புணர்வு,વ્યવહાલ
விழிப்புணர்வு மாறிலி,વિકેન્દ્રિત સ્થિરતા
விழிப்புணர்வு விலகல்,વ્યથિત વિકૃતિ
விழிப்புணர்வு சமநிலை,વિકેન્દ્રિત બરાબરી
அட்டென்யூட்டர்,હલકાઈ કરનાર
பண்புக்கூறு,લક્ષણ
கேட்கக்கூடிய அலாரம்,શ્રાહ
ஆடியோ கேசட்,Audio ડિઓ કેસેટ
ஆடியோ விசாரணை,Ation ડિઓની તપાસ
ஆடியோ வரி,Audષધિ
ஆடியோ பதில்,Audio ડિઓનો પ્રતિભાવ
ஆடியோ மறுமொழி செய்தி,Auduy ડિઓ પ્રતિસાદ સંદેશ
ஆடியோ மறுமொழி அலகு,Audit ડિઓ પ્રતિસાદ એકમ
ஆடியோடேப் ஸ்டோரேஜ் யூனிட்,ખવડ -સંગ્રહ એકમ
ஆடியோ தொலைத்தொடர்பு வரி,Audડતી ટેલિકમ્યુનિકેશન રેખા
ஆடியோ முனையம்,Audio ડિઓ ટર્મિન
தணிக்கை கட்டளை மொழி,ઓડિટ ભાષા
