Kannada,Punjabi
ಆಪ್ಟಿಟ್ಯೂಡ್ ಟೆಸ್ಟ್ ಬ್ಯಾಟರಿ,ਯੋਗਤਾ ਟੈਸਟ ਬੈਟਰੀ
ಅರ್ಗಾಂಡ್ ರೇಖಾಚಿತ್ರ,Argand ਚਿੱਤਰ
ನಿರಂಕುಶವಾಗಿ ಆಯ್ಕೆ ಮಾಡಲಾಗಿದೆ,ਆਪਹੁਦਰੇ ਢੰਗ ਨਾਲ ਚੁਣਿਆ ਗਿਆ ਹੈ
ನಿರಂಕುಶ,ਮਨਮਾਨੀ
ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ,ਆਪਹੁਦਰੇ ਸਥਿਰ
ಅನಿಯಂತ್ರಿತ ಅಂಶ,ਆਪਹੁਦਰੇ ਤੱਤ
ಅನಿಯಂತ್ರಿತ ಬಿಂದು,ਮਨਮਾਨੀ ਬਿੰਦੂ
ಆರ್ಕೆಮಿಡಿಯನ್ ಕಾನೂನು,ਆਰਕੀਮੀਡੀਅਨ ਕਾਨੂੰਨ
ಆರ್ಕಿಮಿಡಿಸ್ ತತ್ವ,ਆਰਕੀਮੀਡੀਜ਼ ਸਿਧਾਂਤ
ಆರ್ಕ್ ಉದ್ದ,ਚਾਪ ਦੀ ਲੰਬਾਈ
ವೃತ್ತದ ಚಾಪ,ਚੱਕਰ ਦਾ ਚਾਪ
ಆರ್ಕ್ ಸೈನ್ ವಿತರಣೆ,ਚਾਪ ਸਾਇਨ ਵੰਡ
ಆರ್ಕ್ ಸೈನ್ ರೂಪಾಂತರ,ਚਾਪ ਸਾਇਨ ਪਰਿਵਰਤਨ
ಪ್ರದೇಶ,ਖੇਤਰ
ಪ್ರದೇಶದ ವಿನ್ಯಾಸ,ਖੇਤਰੀ ਬਣਤਰ
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ವಾದ,ਕੰਪਲੈਕਸ ਨੰਬਰ ਦੀ ਦਲੀਲ
ಅಂಕಗಣಿತದ ಸರಾಸರಿ,ਗਣਿਤ ਦਾ ਮਤਲਬ
ಅಂಕಗಣಿತದ ಕಾರ್ಯಾಚರಣೆ,ਗਣਿਤ ਦੀ ਕਾਰਵਾਈ
ಅಂಕಗಣಿತದ ಘಟಕ,ਗਣਿਤ ਦੀ ਇਕਾਈ
ವ್ಯವಸ್ಥೆ,ਪ੍ਰਬੰਧ
ಶ್ರೇಣಿ,ਐਰੇ
ಕೃತಕ ಉಪಗ್ರಹ,ਨਕਲੀ ਸੈਟੇਲਾਈਟ
ಕೃತಕ ವೇರಿಯಬಲ್,ਨਕਲੀ ਵੇਰੀਏਬਲ
ಏರು,ਚੜ੍ਹਨਾ
ಆರೋಹಣ,ਵੱਧਦੇ ਹੋਏ
ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ,ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ
ಆರೋಹಣ ಸರಣಿ,ਚੜ੍ਹਦੀ ਲੜੀ
ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ,ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ
ನಿಯೋಜನೆ ಸಮಸ್ಯೆ,ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ
ಸಹಾಯಕ ಕಾನೂನು,ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ
ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ಕಾನೂನು,ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ
ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ,ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ
ಸಹಭಾಗಿತ್ವ,ਸੰਗਤ
ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ,ਮਤਲਬ ਮੰਨਿਆ
ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ,ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ
ಊಹೆ,ਧਾਰਨਾ
ಜ್ಯೋತಿಷ್ಯ,ਜੋਤਿਸ਼
ಗಗನಯಾತ್ರಿ ಇಂಜಿನಿಯರ್,ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ,ਖਗੋਲ ਵਿਗਿਆਨੀ
ಖಗೋಳ ಗಡಿಯಾರ,ਖਗੋਲੀ ਘੜੀ
ಖಗೋಳಶಾಸ್ತ್ರ,ਖਗੋਲ ਵਿਗਿਆਨ
ಅಸಮವಾದ ಕರ್ವ್,ਅਸਮਿਤ ਵਕਰ
ಅಸಿಮ್ಮೆಟ್ರಿ,ਅਸਮਿਤੀ
ಲಕ್ಷಣರಹಿತ,asymptote
ಲಕ್ಷಣರಹಿತ,asymptotic
ಲಕ್ಷಣರಹಿತ ಪರಿಣಾಮಕಾರಿ ಅಂದಾಜುಗಾರ,asymptotically ਕੁਸ਼ਲ ਅਨੁਮਾਨਕ
ಲಕ್ಷಣರಹಿತವಾಗಿ ನಿಷ್ಪಕ್ಷಪಾತ ಅಂದಾಜುಗಾರ,asymptotically ਨਿਰਪੱਖ ਅਨੁਮਾਨਕ
ಲಕ್ಷಣರಹಿತ ನಡವಳಿಕೆ,asymptotic ਵਿਵਹਾਰ
ಲಕ್ಷಣರಹಿತ ವಿತರಣಾ ಕಾರ್ಯ,asymptotic ਵੰਡ ਫੰਕਸ਼ਨ
ಲಕ್ಷಣರಹಿತ ವಿಸ್ತರಣೆ,asymptotic ਵਿਸਥਾਰ
ವಾತಾವರಣದ ಒತ್ತಡ,ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ
ಯಾದೃಚ್ಛಿಕವಾಗಿ,ਬੇਤਰਤੀਬੇ &#39;ਤੇ
ಗುಣಲಕ್ಷಣ,ਵਿਸ਼ੇਸ਼ਤਾ
ಮಾದರಿ ವಿಧಾನದ ಗುಣಲಕ್ಷಣಗಳು,ਗੁਣ ਨਮੂਨਾ ਪ੍ਰਕਿਰਿਆ
ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ਵਧੀ ਹੋਈ ਮੈਟਰਿਕਸ
ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ,ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ
ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ,ਸਵੈ-ਸਬੰਧੀ ਫੰਕਸ਼ਨ
ಆಟೋಕೋವೇರಿಯನ್ಸ್,autocovariance
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್,ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ
ಸ್ವಯಂ ಹಿನ್ನಡೆ,ਆਟੋਰਿਗਰੇਸ਼ਨ
ಸಹಾಯಕ ಸಮೀಕರಣ,ਸਹਾਇਕ ਸਮੀਕਰਨ
ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (ASN ಕರ್ವ್),ਔਸਤ ਨਮੂਨਾ ਨੰਬਰ ਵਕਰ (ASN ਕਰਵ)
ಮೂಲತತ್ವ,axiom
ಅಕ್ಷೀಯ ವಿಧಾನ,ਸਵੈ-ਜੀਵਨੀ ਪਹੁੰਚ
ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ,ਸੰਭਾਵਨਾ ਦਾ axiom
ಅಕ್ಷರೇಖೆ,ਧੁਰਾ
ಅಬ್ಸಿಸ್ಸಾದ ಅಕ್ಷ,abscissa ਦਾ ਧੁਰਾ
ಭೂಮಿಯ ಅಕ್ಷ,ਧਰਤੀ ਦੀ ਧੁਰੀ
ಕ್ರಾಂತಿಯ ಅಕ್ಷ,ਇਨਕਲਾਬ ਦੀ ਧੁਰੀ
ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ,ਰੋਟੇਸ਼ਨ ਦਾ ਧੁਰਾ
ಸ್ಪಿನ್ ಅಕ್ಷ,ਸਪਿਨ ਦਾ ਧੁਰਾ
ಬ್ಯಾಕ್-ಬದಲಿ,ਵਾਪਸ-ਸਥਾਪਨਾ
ಹಿಂದುಳಿದ ವ್ಯತ್ಯಾಸ,ਪਿਛਲਾ ਫਰਕ
ಹಿಂದುಳಿದ-ಪ್ರಕ್ಷೇಪಣ ಸೂತ್ರ,ਬੈਕਵਰਡ-ਇੰਟਰਪੋਲੇਸ਼ਨ ਫਾਰਮੂਲਾ
ಸಮತೋಲನ,ਸੰਤੁਲਨ
ಸಮತೋಲಿತ ವಿನ್ಯಾಸ,ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ
ಆಯವ್ಯಯ ಪಟ್ಟಿ,ਸੰਤੁਲਨ ਸ਼ੀਟ
ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಕ್ಷಿಪಣಿ,ਬੈਲਿਸਟਿਕ ਮਿਜ਼ਾਈਲ
ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್,ਬੈਲਿਸਟਿਕਸ
ಬಾರ್,ਪੱਟੀ
ಬೇಸ್,ਅਧਾਰ
ಮೂಲ ಕೋನ,ਅਧਾਰ ਕੋਣ
ಲಾಗರಿಥಮ್ನ ಆಧಾರ,ਲਘੂਗਣਕ ਦਾ ਅਧਾਰ
ಮೂಲಭೂತ,ਬੁਨਿਆਦੀ
ಮೂಲ ಕಾರ್ಯಸಾಧ್ಯ ಪರಿಹಾರ,ਬੁਨਿਆਦੀ ਸੰਭਵ ਹੱਲ
ಮೂಲ ಪರಿಹಾರ,ਬੁਨਿਆਦੀ ਹੱਲ
ಮೂಲ ವೇರಿಯಬಲ್,ਬੁਨਿਆਦੀ ਵੇਰੀਏਬਲ
ಆಧಾರದ,ਆਧਾਰ
ಆಧಾರ ಅಂಶ,ਆਧਾਰ ਤੱਤ
ಆಧಾರ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ਆਧਾਰ ਮੈਟਰਿਕਸ
ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ,ਇੱਕ ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ
ಉಪಸ್ಥಳದ ಆಧಾರ,ਸਬਸਪੇਸ ਦਾ ਆਧਾਰ
ಬೇಸಿಯನ್ ಅಂದಾಜು,ਬੇਸੀਅਨ ਅੰਦਾਜ਼ਾ
ಬೇಯ್ಸ್ ಕಾನೂನು,ਬੇਸ ਦਾ ਕਾਨੂੰਨ
ಬೇಯಸ್ ಪ್ರಮೇಯ,ਬੇਅਸ ਦਾ ਸਿਧਾਂਤ
ಬರ್ನೌಲ್ಲಿ ವಿತರಣೆ,ਬਰਨੌਲੀ ਵੰਡ
ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆ,ਬਰਨੌਲੀ ਨੰਬਰ
ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ,ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ
ಬರ್ನೌಲಿಯ ಸಮೀಕರಣ,ਬਰਨੌਲੀ ਦਾ ਸਮੀਕਰਨ
ಬೆರ್ರಿ ಕಾರ್ಯ,ਬੇਰੀ ਫੰਕਸ਼ਨ
ಅತ್ಯುತ್ತಮ ಫಿಟ್,ਵਧੀਆ ਫਿੱਟ
ಅತ್ಯುತ್ತಮ - ಫಿಟ್ ಲೈನ್,ਵਧੀਆ - ਫਿੱਟ ਲਾਈਨ
ಉತ್ತಮ ಪರಿಹಾರ,ਵਧੀਆ ਹੱਲ
ಅತ್ಯುತ್ತಮ ತಂತ್ರಗಳು,ਵਧੀਆ ਰਣਨੀਤੀਆਂ
ಬೀಟಾ ವಿತರಣೆ,ਬੀਟਾ ਵੰਡ
ಪಕ್ಷಪಾತ,ਪੱਖਪਾਤ
ಪಕ್ಷಪಾತದ ಅಂದಾಜು,ਪੱਖਪਾਤੀ ਅਨੁਮਾਨ
ಬೈಹಾರ್ಮೋನಿಕ್ ಸಮೀಕರಣ,biharmonic ਸਮੀਕਰਨ
ಬೈಜೆಕ್ಷನ್,ਦੋਭਾਗ
ಬೈಜೆಕ್ಟಿವ್ ನಕ್ಷೆ,ਦੋ-ਪੱਖੀ ਨਕਸ਼ਾ
ಬೈಜೆಕ್ಟಿವ್ ಮ್ಯಾಪಿಂಗ್,ਦੋ-ਪੱਖੀ ਮੈਪਿੰਗ
ಬೈಲಿನಿಯರ್ ರೂಪ,ਦੋ-ਲੀਨੀਅਰ ਫਾਰਮ
ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ,ਦੋ-ਲੀਨੀਅਰ ਫੰਕਸ਼ਨ
ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ರೂಪ,ਦੋ-ਲੀਨੀਅਰ ਹਰਮੀਟੀਅਨ ਰੂਪ
ಅವಳಿ,ਬਾਈਨਰੀ
ಬೈನರಿ ಕೋಡ್,ਬਾਈਨਰੀ ਕੋਡ
