Odiya,Malayalam
ସକ୍ରିୟ ଭାବରେ |,സജീവമായി
କାର୍ଯ୍ୟକର୍ତ୍ତା,ചുറുചുറുക്കുള്ളവള്
God ଶ୍ୱରଙ୍କ କାର୍ଯ୍ୟ,ദൈവിക പ്രവൃത്തി
ଦୁଷ୍କର୍ମ କାର୍ଯ୍ୟ,ദുരാചാരത്തിന്റെ പ്രവർത്തനം
କମିଶନ ଏବଂ ଓସାସଙ୍କ କାର୍ଯ୍ୟ |,കമ്മീഷന്റെയും ഒഴിവാക്കലിന്റെയും നിയമം
ପ୍ରକୃତ,യഥാര്ത്ഥത്തിലുള്ള
କାର୍ଯ୍ୟ,വാസ്തവങ്ങൾ
ଆଡାପ୍ଟେସନ୍,പൊരുത്തപ്പെടുത്തൽ
ଯୋଗ,കൂട്ടല്
ଅତିରିକ୍ତ ଚାର୍ଜ,അധിക നിരക്ക്
ଅତିରିକ୍ତ ପାଣ୍ଠି,അധിക ഫണ്ട്
ଅତିରିକ୍ତ ଅନୁଦାନ,അധിക ഗ്രാന്റ്
ଅତିରିକ୍ତ ସୂଚନା,അധിക വിവരം
ଅତିରିକ୍ତ ଦେୟ,അധിക വേതനം
ଯୋଗ ଏବଂ ପରିବର୍ତ୍ତନ,കൂട്ടിച്ചേർക്കലും മാറ്റവും
ଠିକଣା,അഭിസംബോധന ചെയ്യുക
ଆଡ୍ରେସେେ |,വിലാസശാല
ସ୍ୱାଗତିବାର ଠିକଣା,സ്വാഗത വിലാസം
ପର୍ଯ୍ୟାପ୍ତ,പരാപ്തമായ
ନିୟମ ପାଳନ,ഇത് പാലിക്കുക
ଅନୁପଚାରି,ആഡ് ഹോക്ക്
ବିଜ୍ଞାପନ ହକ୍ ଦାବି |,AD HOC ക്ലെയിം
ବିଜ୍ଞାପନ ହକ୍ କମିଟି |,താൽക്കാലിക സമിതി
AD HOC ବୃଦ୍ଧି |,താൽക്കാലിക വർദ്ധനവ്
ବିଜ୍ଞାପନ ହକ୍ ଦେୟ |,പരസ്യ ഹോക് പേയ്മെന്റ്
ସଂଲଗ୍ନ,തൊട്ടുകിടക്കുന്ന
ସଂଲଗ୍ନ (= ସଂଲଗ୍ନ),തൊട്ടടുത്ത് (= തുടർച്ചയായ)
ସ୍ଥଗିତତା,വചലിക്കുക
ଆଡଜାଇବା ଗତି,നീരസം ചലനം
ସମର୍ଥନ କର ଘର,Cakudgge
ଗୁଚିଚୀନିକ,ശിക്ഷിക്കപ്യം
ସମର୍ଥନ,വിധിന്യായ
ଆଦ୍ବ୍ରୀକରଣ,Adjudication
ଆଡଜଷ୍ଟମେଣ୍ଟ୍,കമപ്പെടുത്തല്
ପ୍ରଶାସକ,രാജംഭരിക്കുക
ଶପଥ କର,സത്യപ്രതിഷേധിക്കുന്നു
ପ୍ରଶାସନ,ഭരണകൂടം
ନ୍ୟାୟ ପ୍ରଶାସନ,നീതിയുടെ ഭരണം
ପ୍ରଶାସନିକ,ഭരണപരമായത്
ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ,അഡ്മിനിസ്ട്രേറ്റീവ് പ്രവർത്തനം
ପ୍ରଶାସନିକ ମୂଲ୍ୟାଙ୍କନ |,അഡ്മിനിസ്ട്രേറ്റീവ് മൂല്യനിർണ്ണയം
ପ୍ରଶାସନିକ ଅନୁମୋଦନ |,അഡ്മിനിസ്ട്രേറ്റീവ് അംഗീകാരം
ପ୍ରଶାସନିକ ପ୍ରାଧିକରଣ,അഡ്മിനിസ്ട്രേറ്റീവ് അതോറിറ്റി
ପ୍ରଶାସନିକ ନିୟନ୍ତ୍ରଣ |,അഡ്മിനിസ്ട്രേറ്റീവ് നിയന്ത്രണം
ପ୍ରଶାସନିକ ନିଷ୍ପତ୍ତି,അഡ്മിനിസ്ട്രേറ്റീവ് തീരുമാനം
ପ୍ରଶାସନିକ ବିଭାଗ,അഡ്മിനിസ്ട്രേറ്റീവ് വകുപ്പ്
ପ୍ରଶାସନିକ ମୁଣ୍ଡ,അഡ്മിനിസ്ട്രേറ്റീവ് ഹെഡ്
ପ୍ରଶାସନିକ ମୁଖ୍ୟାଳୟ |,അഡ്മിനിസ്ട്രേറ്റീവ് ആസ്ഥാനം
ପ୍ରଶାସନିକ ପଦକ୍ଷେପ |,ഭരണപരമായ നടപടികൾ
ପ୍ରଶାସନିକ ଶକ୍ତି |,ഭരണപരമായ ശക്തി
ପ୍ରଶାସନିକ ମଞ୍ଜୁର |,ഭരണപരമായ അനുമതി
ପ୍ରଶାସନିକ କ techni ଶଳ |,അഡ്മിനിസ്ട്രേറ്റീവ് രീതി
ପ୍ରଶାସନିକ ଟ୍ରିବ୍ୟୁନାଲ୍ |,അഡ്മിനിസ്ട്രേറ്റീവ് ട്രൈബ്യൂണൽ
ଗ୍ରହଣୀୟତା |,അനഭാക്ഷ്യം
ଗ୍ରହଣଯୋଗ୍ୟ ଖର୍ଚ୍ଚ |,അനുവദനീയമായ ചെലവ്
ସ୍ୱୀକାର କର |,സമ്മതിക്കുക
କାର୍ଡ ଆଡମିଟ୍ କରନ୍ତୁ |,അഡ്മിറ്റ് കാർഡ്
ସ୍ୱୀକାର କରାଯାଇଛି |,പ്രവേശിപ്പിച്ചു
ଉପଦେଶ ଦିଅନ୍ତୁ |,ഉപദേഷ്ടാപ്പ്
ଆଡେପିଟି |,ദന്തം
ଆଡପୁଟର୍,ച്ചക്കല്
ଗ୍ରହଣ,ദത്ത്
ବୟସ୍କ,പായപൂര്ത്തിയായി
ବ୍ୟଭିଚାର,മായം
ବ୍ୟଭିଚାର,വഭിചാരം
ବୟସ୍କ ଫ୍ରାଞ୍ଚାଇଜ୍ |,മുതിർന്നവർക്കുള്ള ഫ്രാഞ്ചൈസി
ବିଜ୍ଞାପନ ଭାଲୋରେମ୍ ଡ୍ୟୁଟି |,പരസ്യ മൂല്യനിർണ്ണയം
ଅଗ୍ରିମ,മുന്നേറുക
ଅଗ୍ରୀମ ବୁକିଂ,അഡ്വാൻസ് ബുക്കിംഗ്
ଅଗ୍ରଶୀ ନକଲ,അഡ്വാൻസ് കോപ്പി
ଅଗ୍ରଗତି ବୃଦ୍ଧି,അഡ്വാൻസ് ഇൻക്രിമെന്റ്
ଅଗ୍ରିମ ଦେୟ,അഡ്വാൻസ് പേയ്മെന്റ്
ପ୍ରତିକୂଳ ପ୍ରବେଶ,പ്രതികൂല പ്രവേശനം
ପ୍ରତିକୂଳ ଟିପ୍ପଣୀ |,പ്രതികൂല പരാമർശങ്ങൾ
ପ୍ରତିକୂଳ ରିପୋର୍ଟ,പ്രതികൂല റിപ്പോർട്ട്
ବିଜ୍ଞାପନ,വിജ്ഞാപനം
ପରାମର୍ଶ,ഉപദേശം
ଦେୟର ପରାମର୍ଶ |,പേയ്മെന്റിന്റെ ഉപദേശം
ପରାମର୍ଶଦାତା କମିଟି |,ഉപദേശക സമിതി
ପରାମର୍ଶଦାତା ପରିଷଦ |,ഉപദേശക സമിതി
ଓକିଲ,വാദിക്കുക
ସମ୍ପର୍କ,കാര്യങ്ങൾ
ପ୍ରମାଣପତ୍ର,സതവാങ്മൂലം
ଅନୁବନ୍ଧ,ബന്ധം
ନିଶ୍ଚିତତା,സ്ഥിരീകരണം
ନିଶ୍ଚିତ,ഉറപ്പിക്കുന്ന
ସୁଲଭ,ഉളവാക്കുക
Aforesaid,മേൽപ്പറഞ്ഞ
ଉପରୁବର୍ତ୍ତୀ,ശെറെഷ്
ବିପକ୍ଷରେ,എതിരായി
ବୟସ,വയസ്സ്
ବୟସ ପ୍ରମାଣପତ୍ର,പ്രായപരിധി
ଯଥେଷ୍ଟ ସମୟ ପାଇଁ ବୟସ |,വോട്ടവകാശത്തിനുള്ള പ്രായം
ବୟସ ସୀମା |,പ്രായപരിധി
ସଂସ୍ଥା,നിര്വ്വഹണം
କାର୍ଯ୍ୟସୂଚୀ,കാരപരിപാടി
ଅବସରର ବୟସ,വിരമിക്കലിന്റെ പ്രായം
ସୁପରନୁଏସନ୍ ବୟସ,അപാദന പ്രായം
ମିଳନ,അഗ്രഗേഷൻ
ବହୁଳ,ദു ved ഖിച്ചു
ଆଗ୍ରିଲେସନ୍,പ്രക്ഷോഭക്തി
Agm,AGM
ଚୁକ୍ତିନାମା,കരാര്
ଚୁକ୍ତି ଫର୍ମ,കരാർ ഫോം
କୃଷି,കൃഷിപ്പണി
Agro-idustry,കാർഷിക വ്യവസായം
ସହାୟତା,സഹായം
ଆଲାର୍ମ,ആപല്സൂചന
ସତର୍କତା,ജാല്തചിഹ്നം
ଛଦ୍ମନାମ,അപരാഭിധാനം
ଅଭିଯୋଗ,കുറ്റാരോപണം
ଅନୁଗତ,മേല്ക്കോയ്മയോട് ഭക്തി
ମିଳିତତା,സഖം
ସମର୍ଥନ ସେବାଗୁଡିକ,അനുബന്ധ സേവനങ്ങൾ
ସମସ୍ତ ଅନ୍ତର୍ଭୂକ୍ତ ମୂଲ୍ୟ |,എല്ലാം ഉൾക്കൊള്ളുന്ന ചെലവ്
ସମସ୍ତ ଭାରତୀୟ ସେବାଗୁଡିକ |,അഖിലേന്ത്യാ സേവനങ്ങൾ
ଆବଣ୍ଟନ,പങ്കുവയ്ക്കല്
ବଣ୍ଟନ,അനുവദിച്ചതുക
ବଣ୍ଟନ ଚିଠି,അലോട്ട്മെന്റ് കത്ത്
ବଣ୍ଟନେ |,അല്ലോട്ടി
ଅନୁମତି ଯୋଗ୍ୟ,അനുവദനീയം
ଅନୁମତିପ୍ରାପ୍ତ ଖର୍ଚ୍ଚ |,അനുവദനീയമായ ചെലവുകൾ
ଏକ ଆବେଦନକୁ ଅନୁମତି ଦିଅନ୍ତୁ |,ഒരു അപ്പീൽ അനുവദിക്കുക
ଭତ୍ତା,അനുമതി നല്കുക
ସମସ୍ତ ଅଧିକାର ସଂରକ୍ଷିତ,എല്ലാ അവകാശങ്ങളും നിക്ഷിപ്തം
ବର୍ଣ୍ଣମାଳା କ୍ରମ,അക്ഷരമാല ഓർഡർ
ବ atutem ିସଣ,വാസസ്ഥലമായ
ବିକଳ୍ପ,ഏകാന്തരക്രമത്തിൽ
ବିକଳ୍ପ,ബദൽ
ଅମାଲଗାମୀ,സംയോജനം
ସଂଶୋଧିତ ଡ୍ରାଫ୍ଟ |,ഭേദഗതി ചെയ്ത ഡ്രാഫ്റ്റ്
ସଂଶୋଧନ,ഭേദഗതി
ସୁବିଧା,സഖ്യം
ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ,മിതഭാവമുള്ള
ଗୁଳିଗୋଳା,വെടിക്കോപ്പ്
Debt ଣର ଅମର୍ଟାଇଜେସନ୍ |,കടത്തിന്റെ പവിത്രത
ପରିମାଣ,സംഖ
ପେନ୍ସନ୍ ର ପରିମାଣ,പെൻഷന്റെ തുക
ଅନୁରୂପ ପୋଷ୍ଟ |,അനലോഗസ് പോസ്റ്റ്
ବିଶ୍ଳେଷଣ |,വിശകലനം
ଆନାଲିଟିକାଲ୍ ଅଧ୍ୟୟନ |,അനലിറ്റിക്കൽ പഠനം
ପୂର୍ବଜ,പൂര്വ്വികന്
ଆନୁଷଙ୍ଗୀ ଶିଳ୍ପ |,അനുബന്ധ വ്യവസായം
ଶତ୍ରୁତା |,ബദ്ധവൈരം
ଆନୁଷ୍ଠାନ,അനുബന്ധം
ବାର୍ଷିକୀ,വാര്ഷികദിനം
ଘୋଷଣା,അറിയിപ്പ്
ବିରକ୍ତିକର,ഉപദവം
ବାର୍ଷିକ ଆର୍ଥିକ ବିବରଣୀ,വാർഷിക സാമ്പത്തിക പ്രസ്താവന
ବାର୍ଷିକ ବିବରଣୀ,വാർഷിക റിപ്പോർട്ട്
ବାର୍ଷିକ,ആന്വിറ്റി
ବେନାମୀ |,പേരറിയാത്ത
ଅଜ୍ଞାତ ଅଭିଯୋଗ |,അജ്ഞാത പരാതി
ଉତ୍ତର୍ୟତା,ഉത്തരവിദ്ധി
ଉତ୍ତର ସିଟ୍,ഉത്തരക്കടലാസ്
ବିରୋଧୀ,ശതാപകന്
ପିତୃପୁରୁଷ,മുൻഗാമികൾ
ପ୍ରତୀକ୍ଷିତ ଖର୍ଚ୍ଚ,പ്രതീക്ഷിച്ച ചെലവ്
ପ୍ରତୀକ୍ଷିତ ଆୟ,പ്രതീക്ഷിച്ച വരുമാനം
ପ୍ରତୀକ୍ଷା,മുന്തോന്നല്
ଆଣ୍ଟିସାଇପେଟୋରୀ ଜାମିନ |,മുൻകൂട്ടി ജാമ്യം
ବିରୋଧୀ ମାପ |,അഴിമതി വിരുദ്ധ നടപടി
ଆଣ୍ଟି-ଡମ୍ପିଂ |,വിരുദ്ധ ഡമ്പിംഗ്
ପ୍ରାଚୀନ,പഴക്കം ചെന്ന
ଅପାର୍ଥିଡ଼ିଆ,വർത്തിഡ്
ଉଦାସୀନତା |,അപരാഭിചികം
Apex ଶରୀର,അപെക്സ് ബോഡി
କ୍ଷମା ପ୍ରାର୍ଥନା,ക്ഷമാപണം
ଆବେଦନ,പുനര്വിചാരണയ്ക്ക് അപേക്ഷിക്കുക
ରୂପ,കാഴ്ച
ସନ୍ତୁଷ୍ଟ,വിശേഷണം
ଟ୍ରିବ୍ୟୁନାଲ୍ ଆବେଦନ କରନ୍ତୁ |,അപ്പീലേറ്റ് ട്രൈബ്യൂണൽ
ପରିଶିଷ୍ଟ,അനുബന്ധം
ଉପକରଣ,ഉപകരണം
ପ୍ରଯୁଜ୍ୟ |,പയോഗക്ഷമമായ
ଆବେଦନକାରୀ |,അപേക്ഷക
ପ୍ରୟୋଗ,അപേക്ഷ
ଆବେଦନ ପତ୍ର,അപേക്ഷാ ഫോറം
ପ୍ରୟୋଗ କରାଯାଏ |,പ്രയോഗിച്ചു
ପ୍ରୟୋଗ କରନ୍ତୁ |,അപേക്ഷിക്കുക
ଆପୋପିନିଟି,നിയമിത
ନିଯୁକ୍ତ କର୍ତ୍ତୃପକ୍ଷ |,അധികാരം നിയമിക്കുന്നു
ନିଯୁକ୍ତି |,നിയമനം
ନିଯୁକ୍ତି ପତ୍ର,നിയമന പത്രിക
କ୍ୟାବିନେଟର ନିଯୁକ୍ତି କମିଟି |,മന്ത്രിസഭയുടെ നിയമന സമിതി
ମଜୁରୀର ଅନୁକରଣ |,വേതനത്തെ വിഭവങ്ങൾ
ମୂଲ୍ୟାଙ୍କନ,വിലനിശ്ചയിക്കല്
ମୂଲ୍ୟାଙ୍କନକାରୀ,വിലഹരവാദി
ପ୍ରଶଂସା,അഭിനന്ദനം
ଭୟ,അവബോധം
ଶିକ୍ଷାର୍ଥୀ,തൊഴില്പരിശീലക
ଉପାୟ,സമീപിക്കുക
ଉପଯୁକ୍ତ,അനുഗുണമായ
ଉପଯୁକ୍ତ କାର୍ଯ୍ୟ,ഉചിതമായ പ്രവർത്തനം
ଉପଯୁକ୍ତ ମୁଣ୍ଡ,ഉചിതമായ തല
ଆବଣ୍ଟନ,വിനിയോഗം
ଅନୁମୋଦନ,അംഗീകരിക്കല്
ଆନୁମାନିକ,ഏകദേശമായ
ଦକ୍ଷତା ପରୀକ୍ଷା,ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ്
ଇଚ୍ଛାଧୀନ |,സേച്ഛാചാരിയായ
ଆର୍ବିଟ୍ରେଟ୍ |,മാദ്ധസ്ഥം വഹിക്കുക
ଆର୍ବିଟ୍ରେସନ୍,മാദ്ധസ്ഥം
ଆର୍ବିଟ୍ରେସନ୍ ଟ୍ରିବ୍ୟୁନାଲ୍ |,മാദ്ധ്യസ്ഥതാ ട്രിബ്യൂണൽ
ଆର୍ବିଟର,മദ്ധസ്ഥന്
ସ୍ଥାପତ୍ୟ,വാസ്തുവിദ
ଅଭିଲେଖାଗାର,ഗന്ഥരക്ഷാലയം
କ୍ଷେତ୍ର,പദേശം
କ୍ଷେତ୍ର ମୁଖ୍ୟାଳୟ |,ഏരിയസ്ഥാനം
ଯୁକ୍ତି,വാദം
ଉଠ,എഴുന്നേല്ക്കുക
ସଶସ୍ତ୍ର ବାହିନୀ |,സായുധ സേന
ବ୍ୟବସ୍ଥା,കമീകരണം
ବରିଟର,ഊരി
ବର୍ବର ବିବୃତ୍ତି,അരീയർ പ്രസ്താവന
ଆଗମନ ରିପୋର୍ଟ,വരവ് റിപ്പോർട്ട്
ଅହଂକାର,ധിക്കാരം
ଅସ୍ତ୍ରଶସ୍ତ୍ର,ആയുധശാല
ପ୍ରବନ୍ଧ,പദാര്ത്ഥം
ଆସୋସିଏସନ୍ ର ଆର୍ଟିକିଲ୍ |,അസോസിയേഷന്റെ ലേഖനങ്ങൾ
ପ୍ରବନ୍ଧଗୁଡ଼ିକ,ലേഖനങ്ങൾ
ଆରୋହଣ କ୍ରମ,ആരോഹണ ക്രമം
ଜାଣିବା,നിർണ്ണയിക്കുന്ന
ଯେପରି ଅଛି,എവിടെയാണ്
ସର୍ବୋଚ୍ଚ,വശം
ଆସଡିଅନ୍,കയറിയ
ହତ୍ୟା,രാഷ്ടീയക്കൊല
ଆକ୍ରମଣ,കയ്യേറ്റം നടത്തുക
ଏକତ୍ର ହୁଅ,സംയോജിപ്പിക്കുക
ସଭା,നിയമനിര്മ്മാണസഭ
ଖେଳନା,അനുമതി
ନିଶ୍ଚିତ କର |,ഉറപ്പുപറയുക
ମୂଲ୍ୟାଙ୍କନ,വിലയിരുത്തുന്ന
ମୂଲ୍ୟାଙ୍କନ,നികുതിചുമത്തല്
ମୂଲ୍ୟାଙ୍କନ ବର୍ଷ,വിലയിരുത്തൽ വർഷം
ମୂଲ୍ୟାଙ୍କନକାରୀ,അസര്യാകം
ସମ୍ପତ୍ତି,ആസ്തി
ଆସିଜେ,നിയമനിക
ଆସାଇନମେଣ୍ଟ,ചുമതല
ଆସାଇନର୍,യാസ
ସହାୟତା,സഹായം
ସହଯୋଗୀ,തോഴന്
ସଙ୍ଗଠନ,ചങ്ങാത്തം
ଚାର୍ଜର ଅନୁମାନ |,ചാർജ് അനുമാനം
ନିଶ୍ଚିତତା,ഉറപ്പുനല്കല്
ନିଶ୍ଚିତ କର,അഷ്വറൻസ് കമ്പനി
ନିଶ୍ଚିତ କର,ഉറപ്പുതരുന്നു
ରିହାତି ରେ,കിഴിവിൽ
ପରମାଣୁ ଶକ୍ତି,ആറ്റോമിക് പവർ
ପାରରେ,തുല്യത്തിൽ
ପ୍ରିମିୟମରେ |,പ്രീമിയത്തിൽ
ସଂଲଗ୍ନ କରନ୍ତୁ,ഘടിപ്പിക്കുക
ସଂଲଗ୍ନ ଅଫିସ୍ |,അറ്റാച്ചുചെയ്ത ഓഫീസ്
ସଂଲଗ୍ନ,ബന്ധം
ସଂଲଗ୍ନ କ୍ରମ,അറ്റാച്ചുമെന്റ് ഓർഡർ
ତଥ୍ୟ,നേട്ടം
ଚେଷ୍ଟା,പരിശമം
ଉପସ୍ଥାନ,ഹാജർ
ଉପସ୍ଥାନ ପଞ୍ଜିକରଣ |,ഹാജർ രജിസ്റ്റർ
ଆସେସେନ୍ ସ୍ଲିପ୍ |,പങ്കെടുക്കുന്ന സ്ലിപ്പ്
ଧ୍ୟାନ |,ശ്രദ്ധ
ପ୍ରମାଣପତ୍ର,സാക്ഷ്യപ്പെടുത്തൽ
Atotsed କପି |,സാക്ഷ്യപ്പെടുത്തിയ പകർപ്പ്
ମନୋଭାବ,ഭാവം
ଆକର୍ଷଣୀୟ ଦରମା,ആകർഷകമായ ശമ്പളം
ନିଲାମ,ലേലം
ନିଲାମକାରୀ,ലേറ്റീയർ
ନିଲାମ ବିକ୍ରୟ,ലേല വിൽപ്പന
ଦର୍ଶକ |,സദസര്
ଅଡିଓ-ଭିଜୁଆଲ୍ ପ୍ରଦର୍ଶନ |,ഓഡിയോ-വിഷ്വൽ ഡിസ്പ്ലേ
ଅଡିଓ-ଭିଜୁଆଲ୍ ପ୍ରଚାର |,ഓഡിയോ-വിഷ്വൽ പബ്ലിസിറ്റി
ଅଡିଟ୍ |,കണക്കുപരിശോധിക്കുക
ଅଡିଟ୍ ଆକାଉଣ୍ଟ୍ |,ഓഡിറ്റുചെയ്ത അക്കൗണ്ടുകൾ
ଅଡିଟ୍ ବାଲାନ୍ସ ସିଟ୍ |,ഓഡിറ്റുചെയ്ത ബാലൻസ് ഷീറ്റ്
ଅଡିଟ୍,ഓഡിറ്റിംഗ്
ଅଡିଟ୍ ଆପତ୍ତି |,ഓഡിറ്റ് എതിർപ്പ്
ଅଡିଟରଙ୍କ ରିପୋର୍ଟ |,ഓഡിറ്ററുടെ റിപ്പോർട്ട്
ଅଡିଟୋରିୟମ୍,ആഡിറ്റോറിയം
ଅଡିଟ୍ ପାର୍ତାହୀ |,ഓഡിറ്റ് ഖണ്ഡിക
ଅଡିଟ୍ ରିପୋର୍ଟ,കണക്കിറ്റ് റിപ്പോർട്ട്
A ଣୀତା,ഉത്സവമായ
ନିର୍ଯାତନା ମାପ |,ചെലവുചുരുക്കൽ നടപടികൾ
ପ୍ରାମାଣିକ,ആധികാരികം
ପ୍ରାଧିକୃତ ପ୍ରତିନିଧୀ |,അംഗീകൃത പ്രതിനിധി
ଲେଖକ,അംഗീകാരപരമായ
ପ୍ରାଧିକରଣ,അധികാരം
ପ୍ରାଧିକରଣ ଚିଠି |,അതോറിറ്റി കത്ത്
ପ୍ରାଧିକୃତ,അധികാരപ്പെടുത്തി
ପ୍ରାଧିକୃତ ପୁଞ୍ଜି |,അംഗീകൃത മൂലധനം
ସ୍ୱୟଂଚାଳିତ |,ഓട്ടോമാറ്റിക്
ସ୍ autonomous ୟଂଶାସିତ,സയംശാസിതമായ
ସ୍ autonomous ୟଂଶାସିତ ଶରୀର |,സ്വയംഭരണ സംഘടന
ସ୍ onomy ାଧୀନତା,സയംഭരണാവകാശം
ସହାୟକକାରୀ,ഉക്സിലറി
ଉପଲବ୍ଧ |,സുലഭം
ହାରାହାରି,ശരാശരി
ହାରାହାରି ଛୁଟି,ശരാശരി അവധി
ଘୃଣା,അപീതി
ପ୍ରତିରୋଧ,അകറ്റുക
ଏଡ଼ାନ୍ତୁ |,ഒഴിവാക്കുക
ଟ୍ୟାକ୍ସରୁ ଦୂରେଇ ରୁହନ୍ତୁ |,നികുതി ഒഴിവാക്കുക
ଅପେକ୍ଷା କରାଯାଇଛି,കാത്തിരിക്കുന്നു
ପୁରସ୍କାର,കൊടുക്കുക
ପୁରସ୍କାର ପ୍ରାପ୍ତ ପ୍ରାଧିକରଣ |,അതോറിറ്റി അവാർഡ്
ସଚେତନତା,ബോധപ്പെടുത്തല്
ପୃଷ୍ଠଭୂମି,കസ്റ്റേറ്റഡ്
ପୃଷ୍ଠଭୂମି,പശ്ചാത്തലം
ବ୍ୟାକ୍ ଲଗ୍,ബാക്ക് ലോഗ്
ପଛକୁ ଯିବା,പുറപ്പെട്ടു
ପଛଟି,തിരികെ റഫറൻസ്
ବ୍ୟାକଅପ୍ କରନ୍ତୁ |,ബാക്കപ്പ് ചെയ്യുക
