Gujarati,Punjabi
"સરવાળો, ઉમેરો, એકંદર (સં.), ઉમેરણ (વિ.)","ਜੋੜ, ਜੋੜ, ਕੁੱਲ (ਐਡੀ.), ਜੋੜ (v.)"
"સંયોજક સ્વર, વધારાનો સ્વર (સ્વર)","ਸੰਯੋਜਕ ਟੋਨ, ਵਾਧੂ ਸੁਰ (ਸਵਰ)"
ઉમેરણ,additive
સંલગ્નતા,adhesion
એડહેસિવ ઊર્જા,ਚਿਪਕਣ ਵਾਲੀ ਊਰਜਾ
adiabat,adiabat
એડિબેટિક,adiabatic
હીટ ઇન્સ્યુલેટીંગ,ਗਰਮੀ ਇੰਸੂਲੇਟਿੰਗ
જોડાણ,ਲਗਾਵ
એડજસ્ટેબલ,ਵਿਵਸਥਿਤ
પ્રવેશ,ਪ੍ਰਵੇਸ਼
શોષણ,ਸੋਸ਼ਣ
આગળ,ਅੱਗੇ
પ્રગતિશીલ,ਪ੍ਰਗਤੀਸ਼ੀਲ
"આકાશી, હવા (વિ.), હવાઈ (સં.)","ਆਕਾਸ਼ੀ, ਹਵਾ (ਵੀ.), ਏਰੀਅਲ (ਐਡੀ.)"
એન્ટેના સ્ટ્રીમ,ਐਂਟੀਨਾ ਸਟ੍ਰੀਮ
હવાઈ સર્વેક્ષણ,ਹਵਾਈ ਸਰਵੇਖਣ
હવાનો વેગ,ਹਵਾ ਦੀ ਗਤੀ
એરોડાયનેમિક ગુણાંક,ਐਰੋਡਾਇਨਾਮਿਕ ਗੁਣਾਂਕ
એરોડાયનેમિક,ਐਰੋਡਾਇਨਾਮਿਕ
એરોડાયનેમિક્સ,ਐਰੋਡਾਇਨਾਮਿਕਸ
એરોનોટિકલ,ਏਅਰੋਨੌਟਿਕਲ
એરોનોટિક્સ,ਐਰੋਨਾਟਿਕਸ
હવા નાડી,ਹਵਾ ਦੀ ਨਬਜ਼
"વાતાવરણ, ગેસોસ્ફિયર","ਵਾਯੂਮੰਡਲ, ਗੈਸੋਸਫੀਅਰ"
ફોકસ સિસ્ટમ,ਫੋਕਸ ਸਿਸਟਮ
પાછળની ઇગ્નીશન,ਵਾਪਸ ਇਗਨੀਸ਼ਨ
પાછળનો પ્રકાશ,ਵਾਪਸ ਰੋਸ਼ਨੀ
ઉશ્કેરાટ,ਉਲਝਣ
"ઉંમર, ઉંમર, ઉંમર, યુગ (ed.), સમયને અસર કરવા માટે (ver.), સમય, સમય દ્વારા પ્રભાવિત થવો","ਉਮਰ, ਉਮਰ, ਉਮਰ, ਯੁੱਗ (ਐਡੀ.), ਸਮੇਂ ਨੂੰ ਪ੍ਰਭਾਵਿਤ ਕਰਨ ਲਈ (ਵਰਤ.), ਸਮਾਂ, ਸਮੇਂ ਦੁਆਰਾ ਪ੍ਰਭਾਵਿਤ ਹੋਣ ਲਈ"
અસરગ્રસ્ત સમય,ਸਮਾਂ ਪ੍ਰਭਾਵਿਤ ਹੋਇਆ
"વૃદ્ધાવસ્થા, વૃદ્ધત્વ","ਬੁਢਾਪਾ, ਬੁਢਾਪਾ"
સમયની અસર,ਸਮਾਂ ਪ੍ਰਭਾਵ
સમય અસર પરીક્ષણ,ਸਮਾਂ ਪ੍ਰਭਾਵ ਟੈਸਟ
ગુરુત્વાકર્ષણ રહિત,ਗੰਭੀਰਤਾ ਰਹਿਤ
સમાધાન,ਸੁਲ੍ਹਾ
"એરબોર્ન રડાર, એરિયલ રડાર","ਏਅਰਬੋਰਨ ਰਾਡਾਰ, ਏਰੀਅਲ ਰਾਡਾਰ"
"હવાઈ લક્ષ્ય, હવાઈ લક્ષ્ય","ਏਰੀਅਲ ਟੀਚਾ, ਏਰੀਅਲ ਟੀਚਾ"
હવા શ્વસન કરનાર,ਹਵਾ ਸਾਹ ਲੈਣ ਵਾਲਾ
એર કન્ડીશનીંગ,ਏਅਰ ਕੰਡੀਸ਼ਨਿੰਗ
એરક્રુ ટ્રાન્સફોર્મર,ਏਅਰਕ੍ਰੂ ਟ੍ਰਾਂਸਫਾਰਮਰ
વિમાન,ਜਹਾਜ਼
ગોઠવણી,ਅਲਾਈਨਮੈਂਟ
સંરેખણ ભૂલ,ਅਲਾਈਨਮੈਂਟ ਗਲਤੀ
જીવંત સર્કિટ,ਲਾਈਵ ਸਰਕਟ
સંપૂર્ણ કાચની નળી,ਪੂਰੀ ਕੱਚ ਦੀ ਟਿਊਬ
આખી મેટલ ટ્યુબ,ਸਾਰੀ ਧਾਤ ਦੀ ਟਿਊਬ
ઠીક,ਠੀਕ ਕਰਨ ਲਈ
"મિશ્રાતુ (સં.), મિશ્રત્વન (cr.)","ਮਿਸਰਤੁ (ਸੰਪਾਦਕ), ਮਿਸ਼ਰਤਵਨ (ਸੀ.ਆਰ.)"
મિશ્રત્વ,ਮਿਸ਼ਰਤਵਨ
સર્વવ્યાપક માધ્યમ,ਸਰਵ ਵਿਆਪਕ ਮਾਧਿਅਮ
ઓમ્ની એન્ટેના,ਓਮਨੀ ਐਂਟੀਨਾ
પંચાંગ,ਅਲਮੈਨਕ
આલ્ફા,ਅਲਫ਼ਾ
આલ્ફા-પ્રવૃત્તિ,ਅਲਫ਼ਾ-ਗਤੀਵਿਧੀ
આલ્ફાન્યૂમેરિક,ਅੱਖਰ ਅੰਕੀ
આલ્ફા કિરણ,ਅਲਫ਼ਾ ਰੇ
બદલો,ਬਦਲੋ
"વૈકલ્પિક, વૈકલ્પિક","ਬਦਲਵਾਂ, ਬਦਲਵਾਂ"
વૈકલ્પિક,ਅਲਟਰਨੇਟਰ
અલ્ટિમીટર,ਅਲਟੀਮੀਟਰ
અલ્ટિમીટર,ਅਲਟੀਮੀਟਰ
અલ્ટાઇમટ્રી,ਅਲਟਾਈਮੇਟਰੀ
"ઊંચાઈ, ઊંચાઈ, ઊંચાઈ, ઊંચાઈ","ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ"
અંકગણિત તર્ક એકમ (ALU),ਅੰਕਗਣਿਤ ਤਰਕ ਇਕਾਈ (ALU)
amaget નિયમ,amaget ਨਿਯਮ
પર્યાવરણ,ਵਾਤਾਵਰਣ
એમીક્રોન,amicron
એમીટર,ammeter
એમ્પીયર,ਐਂਪੀਅਰ
એમ્પીયર કાયદો,ਐਂਪੀਅਰ-ਲਾਅ
ઉભયજીવી આયન,amphibian ion
એમ્પ્લીફિકેશન,ਵਾਧਾ
એમ્પ્લીફાયર,ਐਂਪਲੀਫਾਇਰ
"કોણ, પરિમાણ","ਕੋਣ, ਮਾਪ"
a એમ. યુ. (અણુ સમૂહ એકમ),a ਐਮ.ਯੂ. (ਪਰਮਾਣੂ ਪੁੰਜ ਯੂਨਿਟ)
સુસંગત,ਅਨੁਕੂਲ
સામ્યતા,ਸਮਾਨਤਾ
વિશ્લેષક,ਵਿਸ਼ਲੇਸ਼ਕ
વિશ્લેષણ,ਵਿਸ਼ਲੇਸ਼ਣ
વિશ્લેષણાત્મક,ਵਿਸ਼ਲੇਸ਼ਣੀ
બિન-બિંદુ,ਗੈਰ-ਪੁਆਇੰਟ
વિસંગત,ਅਸਧਾਰਨ
અને દરવાજો,ਅਤੇ ਦਰਵਾਜ਼ਾ
બિન-એકોસ્ટિક,ਗੈਰ-ਧੁਨੀ
વિસંગત સ્થિતિસ્થાપકતા,ਅਸਧਾਰਨ ਲਚਕਤਾ
નિર્જળ,ਨਿਹਾਈਡ੍ਰਸ
કોણ,ਕੋਣ
એંગસ્ટ્રોમ એકમ,ਐਂਗਸਟ੍ਰੋਮ ਯੂਨਿਟ
કોણીય,ਕੋਣੀ
પ્રોટ્રેક્ટર વેર્નિયર,protractor vernier
વિવાદાસ્પદ,ਵਿਵਾਦਪੂਰਨ
આદરહીન,ਬੇਇੱਜ਼ਤੀ
વર્ણહીન ચુંબકીયકરણ,ਅਕ੍ਰੋਮੈਟਿਕ ਚੁੰਬਕੀਕਰਨ
ઢીલું,ਢਿੱਲੀ
anion,anion
અસમપ્રમાણ,ਅਸਮਿਤ
આઇસોટ્રોપિક,ਆਈਸੋਟ੍ਰੋਪਿਕ
આઇસોટ્રોપિઝમ,isotropism
કાઢી નાખવું,ਮਿਟਾਉਣਾ
કાવતરાખોરો,ਸਾਜ਼ਿਸ਼ਕਰਤਾ
એનોડ,ਐਨੋਡ
એનોડાઇઝેશન,anodization
અસંગત,ਅਸੰਗਤ
ઓપ્ટિકલ સિસ્ટમ,ਆਪਟੀਕਲ ਸਿਸਟਮ
એન્ટેના,ਐਂਟੀਨਾ
એન્ટિબેરિયન,ਐਂਟੀਬੇਰੀਅਨ
વિરોધી બંધન ગુણધર્મો,ਵਿਰੋਧੀ ਬੰਧਨ ਜਾਇਦਾਦ
કાઉન્ટર બોન્ડ,ਵਿਰੋਧੀ ਬਾਂਡ
વિપરીત શક્તિ,ਉਲਟ ਸ਼ਕਤੀ
ડાયમેગ્નેટિક,ਡਾਇਮੈਗਨੈਟਿਕ
ડાયમેગ્નેટિક સામગ્રી,ਡਾਇਮੈਗਨੈਟਿਕ ਸਮੱਗਰੀ
બળતરા વિરોધી,ਸਾੜ ਵਿਰੋਧੀ
એન્ટિગ્રેવિટી,ਐਂਟੀਗ੍ਰੈਵਿਟੀ
એન્ટિલામડા કણ,antilamda ਕਣ
એલેપ્ટન,ਐਲੇਲੈਪਟਨ
ડાયમેગ્નેટિક,ਡਾਇਮੈਗਨੈਟਿਕ
એન્ટિમેટર,ਐਂਟੀਮੈਟਰ
વિરોધી મિસાઇલ,ਵਿਰੋਧੀ ਮਿਜ਼ਾਈਲ
એન્ટિન્યુટ્રોન,antineutron
ધબકતું,pulsating
એન્ટિન્યુક્લિયોન,antinucleon
એન્ટિપાર્ટિકલ,ਵਿਰੋਧੀ ਕਣ
એન્ટિપ્રોટોન,ਐਂਟੀਪ੍ਰੋਟੋਨ
પ્રતિબિંબ વિરોધી,ਪ੍ਰਤੀਬਿੰਬ ਵਿਰੋਧੀ
અસમપ્રમાણ,ਵਿਰੋਧੀ ਸਮਰੂਪ
નોન રિકરિંગ,ਗੈਰ-ਆਵਰਤੀ
અનાક્રોનિઝમ,anachronism
છિદ્રિત સ્કેનિંગ ડિસ્ક,perforated ਸਕੈਨਿੰਗ ਡਿਸਕ
દ્વારક,ਦੁਆਰਕ
"ટોચ, ટોચ, આગળ","ਸਿਖਰ, ਸਿਖਰ, ਸਾਹਮਣੇ"
"સૂર્ય ઉચ્ચ, સૂર્ય ઉચ્ચ, અપ્સૂર","ਉੱਚਾ ਸੂਰਜ, ਉੱਚਾ ਸੂਰਜ"
ઉદાસીન ફીત,ਉਦਾਸੀਨ ਕਿਨਾਰੀ
બિન-દયનીય,ਗੈਰ ਤਰਸਯੋਗ
બિન-વિકલાંગતા,ਗੈਰ-ਅਯੋਗਤਾ
ખૂબ વર્ણહીન,ਬਹੁਤ ਅਕ੍ਰੋਮੈਟਿਕ
"જમીન-ઊંચી, apogee","ਜ਼ਮੀਨ-ਉੱਚਾ, apogee"
"બિનધ્રુવીય, ગોળાકાર","ਗੈਰ-ਧਰੁਵੀ, ਚੱਕਰੀ"
પેરાપોલરીટી,parapolarity
ઉપકરણ,ਡਿਵਾਈਸ
"વર્ચ્યુઅલ, વિઝ્યુઅલ","ਵਰਚੁਅਲ, ਵਿਜ਼ੂਅਲ"
દૃશ્યમાન સૂર્ય,ਦਿਖਾਈ ਦੇਣ ਵਾਲਾ ਸੂਰਜ
દ્રશ્ય સમય,ਵਿਜ਼ੂਅਲ ਸਮਾਂ
ઉભરતો દેખાવ,ਉਭਰਦੀ ਦਿੱਖ
અરજી,ਐਪਲੀਕੇਸ਼ਨ
લાગુ પડવાની ક્ષમતા,ਲਾਗੂ ਹੋਣ
લાગુ,ਲਾਗੂ ਕੀਤਾ
અવલોકનક્ષમ,ਦੇਖਣਯੋਗ
અભિગમ,ਪਹੁੰਚ
"નજીક, આશરે","ਨੇੜੇ, ਲਗਭਗ"
અંદાજ,ਲਗਭਗ
બાષ્પ દબાણ,ਭਾਫ਼ ਦਾ ਦਬਾਅ
સ્વૈચ્છિક,ਸਵੈ-ਇੱਛਤ
"આર્ક ફર્નેસ, આર્ક ફર્નેસ","ਚਾਪ ਭੱਠੀ, ਚਾਪ ਭੱਠੀ"
આર્કિમિડીઝનો કાયદો,ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ
આર્કિટેક્ચરલ ધ્વનિશાસ્ત્ર,ਆਰਕੀਟੈਕਚਰਲ ਧੁਨੀ ਵਿਗਿਆਨ
ચાપ દીવો,ਚਾਪ ਲੈਂਪ
આર્ક-સ્પેક્ટ્રમ,ਚਾਪ-ਸਪੈਕਟ੍ਰਮ
"વિસ્તાર, વિસ્તાર","ਖੇਤਰ, ਖੇਤਰ"
"પ્રાદેશિક, પ્રાદેશિક","ਖੇਤਰੀ, ਖੇਤਰੀ"
"હાથ, હાથ, શાખા","ਬਾਂਹ, ਬਾਂਹ, ਸ਼ਾਖਾ"
કલાપ્રેમી,ਸ਼ੁਕੀਨ
"એરે, એરે","ਐਰੇ, ਐਰੇ"
રીસીવર,ਪ੍ਰਾਪਤਕਰਤਾ
ઉચ્ચાર સ્પષ્ટતા,ਉਚਾਰਨ ਸਪਸ਼ਟਤਾ
કૃત્રિમ,ਸਿੰਥੈਟਿਕ
કૃત્રિમ ટ્રાન્સમ્યુટેશન,ਨਕਲੀ ਤਬਦੀਲੀ
ચડતા,ਚੜ੍ਹਦਾ
ચઢાણ,ਚੜ੍ਹਾਈ
ચડવું,ਚੜ੍ਹਨਾ
અગોલી,ਅਗੋਲੀ
એકત્રીકરણ,ਏਕੀਕਰਨ
નો સમૂહ,ਦਾ ਸੈੱਟ
"એસેમ્બલીંગ, એસેમ્બલીંગ","ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ"
"એસેમ્બલીંગ, એસેમ્બલીંગ, એસેમ્બલીંગ","ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ, ਇਕੱਠਾ ਕਰਨਾ"
ચોકસાઇ અંદાજ,ਸ਼ੁੱਧਤਾ ਅਨੁਮਾਨ
ઉલ્લેખિત (ક્વોન્ટમ નંબરોની) વિશિષ્ટતાઓ,ਨਿਰਧਾਰਿਤ (ਕੁਆਂਟਮ ਸੰਖਿਆਵਾਂ ਦੀ) ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ
"સંબંધિત, સહયોગી, જોડાણ","ਸੰਬੰਧਿਤ, ਸਹਿਯੋਗੀ, ਸੰਯੁਕਤ"
સ્વર અવાજ,ਸਵਰ ਆਵਾਜ਼
સ્વચાલિત મલ્ટિવાઇબ્રેટર,ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
અસ્થેનિક,ਅਸਥਨਿਕ
"ત્યાગ, અસ્પષ્ટતા","ਪਰਹੇਜ਼, ਅਜੀਬਤਾ"
અવકાશ યાત્રા ઇલેક્ટ્રોનિક્સ,ਪੁਲਾੜ ਯਾਤਰਾ ਇਲੈਕਟ੍ਰੋਨਿਕਸ
એસ્ટ્રોફિઝિક્સ,ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ
અવકાશયાત્રી,ਪੁਲਾੜ ਯਾਤਰੀ
ખગોળશાસ્ત્રી,ਖਗੋਲ ਵਿਗਿਆਨੀ
આકાશી,ਆਕਾਸ਼ੀ
ખગોળશાસ્ત્ર,ਖਗੋਲ ਵਿਗਿਆਨ
એસ્ટ્રોફિઝિક્સ,ਖਗੋਲ ਭੌਤਿਕ ਵਿਗਿਆਨ
અસમપ્રમાણ,ਅਸਮਿਤ
એસિમ્પટોટિક,asymptotic
ઉત્તેજક,ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ
અસુમેળ,ਅਸਿੰਕ੍ਰੋਨਸ
"વાતાવરણ, વાતાવરણ","ਮਾਹੌਲ, ਮਾਹੌਲ"
વાતાવરણીય,ਵਾਯੂਮੰਡਲ
પવનની અશાંતિ,ਹਵਾ ਦੀ ਗੜਬੜ
પરમાણુ,ਪ੍ਰਮਾਣੂ
અણુ,ਪਰਮਾਣੂ
પરમાણુ,ਪਰਮਾਣੂ
પરમાણુ સમૂહ,ਪ੍ਰਮਾਣੂ ਪੁੰਜ
અણુ સંખ્યા,ਪਰਮਾਣੂ ਨੰਬਰ
"પરમાણુ રિએક્ટર, પરમાણુ ખૂંટો","ਪ੍ਰਮਾਣੂ ਰਿਐਕਟਰ, ਪ੍ਰਮਾਣੂ ਢੇਰ"
અણુ,ਪਰਮਾਣੂ
કણ,ਕਣ
કણ,ਕਣ
એટેન્યુએશન,ਧਿਆਨ
"હળવું કરવું, હળવું કરવું","ਘਟਾਓਣਾ, ਘੱਟ ਕਰਨਾ"
વશીકરણ,ਸੁਹਜ
આકર્ષણનું બળ,ਖਿੱਚ ਦੀ ਤਾਕਤ
શ્રાવ્યતા,ਸੁਣਨਯੋਗਤਾ
ઓડિયો ફ્રીક્વન્સી એમ્પ્લીફાયર,ਆਡੀਓ ਬਾਰੰਬਾਰਤਾ ਐਂਪਲੀਫਾਇਰ
સાંભળી શકાય તેવું,ਸੁਣਨਯੋਗ
ઓડિયો જનરેટર,ਆਡੀਓ ਜਨਰੇਟਰ
શ્રાવ્ય ગ્રાફ,ਸੁਣਨਯੋਗਤਾ ਗ੍ਰਾਫ
સુનાવણી વિજ્ઞાન,ਸੁਣਨ ਵਿਗਿਆਨ
ઓડિયોમીટર,ਆਡੀਓਮੀਟਰ
શ્રાવ્ય આવર્તન ઓસિલેટર,ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ ਔਸਿਲੇਟਰ
ધ્વનિ સંકેત,ਧੁਨੀ ਸੰਕੇਤ
દ્રશ્ય-શ્રાવ્ય,ਆਡੀਓ-ਵਿਜ਼ੂਅਲ
"ઓડિટોરિયમ, ઓડિટોરિયમ","ਆਡੀਟੋਰੀਅਮ, ਆਡੀਟੋਰੀਅਮ"
ઓઝેડ અસર,OZ ਪ੍ਰਭਾਵ
પ્રમોશન,ਤਰੱਕੀ
વધારનાર,ਵਧਾਉਣ ਵਾਲਾ
ધ્રુવીય જ્યોત,ਧਰੁਵੀ ਲਾਟ
દક્ષિણ ધ્રુવીય જ્યોત,ਦੱਖਣੀ ਧਰੁਵੀ ਲਾਟ
ઉત્તર ધ્રુવીય જ્યોત,ਉੱਤਰੀ ਧਰੁਵੀ ਲਾਟ
આપોઆપ ચેતવણી,ਆਟੋਮੈਟਿਕ ਚੇਤਾਵਨੀ
ઓટો પેરેલલાઈઝર,ਆਟੋ ਸਮਾਨੰਤਰ
"આપોઆપ, આપોઆપ, આપોઆપ","ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ, ਆਟੋਮੈਟਿਕ"
"ઓટોમેશન, ઓટોમેશન","ਆਟੋਮੇਸ਼ਨ, ਆਟੋਮੇਸ਼ਨ"
"સહાયક, સહકારી, વધારાનું","ਸਹਾਇਕ, ਸਹਿਕਾਰੀ, ਵਾਧੂ"
"અવડાવ, હિમપ્રપાત","ਅਵਦਾਵਾ, ਅਵਦਾਵਾ"
"સરેરાશ, સરેરાશ","ਮਤਲਬ, ਮਤਲਬ"
પરિવાર,ਪਰਿਵਾਰ
અક્ષીય,ਧੁਰੀ
ધરી,ਧੁਰਾ
અઝીમથ,ਅਜ਼ੀਮਥ
અઝીમથ,ਅਜ਼ੀਮਥ
પાછા,ਵਾਪਸ
"પૃષ્ઠભૂમિ, પૃષ્ઠભૂમિ","ਪਿਛੋਕੜ, ਪਿਛੋਕੜ"
"પછાત, પછાત","ਪਿਛਾਂਹ, ਪਿਛੇ"
ટર્નઅરાઉન્ડ,ਵਾਪਸ ਭੇਜਣ ਦਾ ਸਮਾਂ
બેક વોલ્ટેજ પલ્સર,ਵਾਪਸ ਵੋਲਟੇਜ ਪਲਸਰ
સંબંધ પછી,ਪੋਸਟ-ਰਿਸ਼ਤਾ
વળતર,ਅਦਾਇਗੀ
વિરોધી વોલ્ટેજ,ਵਿਰੋਧੀ ਵੋਲਟੇਜ
પશ્ચાદવર્તી સ્કેટરિંગ,ਪਿਛਲਾ ਖਿੰਡਾ
ઇન્ટર્સ્ટિશલ તરંગ,ਵਿਚਕਾਰਲੀ ਲਹਿਰ
ઇન્સ્યુલેટર,ਇੰਸੂਲੇਟਰ
પેરાશૂટ જમ્પ,ਪੈਰਾਸ਼ੂਟ ਛਾਲ
ગરમી,ਹੀਟਿੰਗ
"સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન","ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ"
બેલેન્સર,ਸੰਤੁਲਨ
સંતુલન,ਸੰਤੁਲਨ
ગ્લોબ્યુલ,ਗਲੋਬਿਊਲ
"બેલિસ્ટિક, બેલિસ્ટિક","ਬੈਲਿਸਟਿਕ, ਬੈਲਿਸਟਿਕ"
"પ્રોજેક્શન ગેલ્વેનોમીટર, પ્રોજેક્શન ગેલ્વેનોમીટર","ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ, ਪ੍ਰੋਜੈਕਸ਼ਨ ਗੈਲਵੈਨੋਮੀਟਰ"
મિસાઇલ,ਮਿਜ਼ਾਈਲ
"બેલિસ્ટિક્સ, હથિયાર","ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ"
પ્રક્ષેપણ,ਪ੍ਰੋਜੈਕਸ਼ਨ
મફત માર્ગ,ਮੁਫਤ ਟ੍ਰੈਜੈਕਟਰੀ
"બલૂન, બલૂન","ਗੁਬਾਰਾ, ਗੁਬਾਰਾ"
બાલ્મર બંધ,balmer ਬੰਦ
"બેન્ડ, બેન્ડ, બેન્ડ","ਬੈਂਡ, ਬੈਂਡ, ਬੈਂਡ"
વિસ્ફોટ,ਧਮਾਕਾ
"એરે, બીમ, કિનારો, બેંક, કિનારો","ਐਰੇ, ਬੀਮ, ਕਿਨਾਰੇ, ਬੈਂਕ, ਤੱਟ"
"કૉલમ, બાર, કોબ, બ્લોક, બાર, સળિયા, બાર, 8. દિવાલ, 9. રેખા, 10. ધાર, 1 બ્લોક, 1, બાર, 1, રેખા, 1, પરીક્ષણ રેખા","ਕਾਲਮ, ਬਾਰ, ਕੋਬ, ਬਲਾਕ, ਬਾਰ, ਰਾਡ, ਬਾਰ, 8. ਕੰਧ, 9. ਲਾਈਨ, 10. ਕਿਨਾਰਾ, 1 ਬਲਾਕ, 1, ਬਾਰ, 1, ਲਾਈਨ, 1, ਟੈਸਟ ਲਾਈਨ"
બાર્ડીન સિદ્ધાંત,bardeen ਅਸੂਲ
barkhausen અસર,barkhausen ਪ੍ਰਭਾਵ
બાર્લો ચક્ર,ਬਾਰਲੋ ਚੱਕਰ
