Gujarati,Bengali
એન્થ્રોપોજેનિક પરિબળો,নৃতাত্ত্বিক কারণ
અસ્તિત્વ,বেঁচে থাকা
1. એન્ટિબાયોટિક 2. એન્ટિબાયોટિક,1. অ্যান্টিবায়োটিক 2. অ্যান্টিবায়োটিক
પ્રતિકૂળ,বিকর্ষণকারী
એન્ટીઑકિસડન્ટ,অ্যান্টিঅক্সিডেন্ট
એન્ટિટોક્સિન,অ্যান্টিটক্সিন
રિંગ આંગળી,অনামিকা আঙুল
1. એફિડ 2. મહુ 3. ચેપા,1. এফিড 2. মাহু 3. চেপা
ટોચની કળી,শীর্ষ কুঁড়ি
ટોચની અસરકારકતા,সর্বোচ্চ কার্যকারিতা
મધમાખી ઉછેર,মৌমাছি পালন
અજાતીયતા,অযৌনতা
એપોપ્ટોસિસ,apoptosis
પરિશિષ્ટ,পরিশিষ্ট
ભૂખ લગાડનાર,ক্ষুধার্ত
લાગુ,প্রয়োগ করা
જળચર નીંદણ,জলজ আগাছা
1. વૃક્ષ 2. વૃક્ષ નિવાસી,1. গাছ 2. গাছের বাসিন্দা
શાખાઓ,শাখা
પ્રોટોબોટનિકલ રેકોર્ડ્સ,প্রোটোবোটানিকাল রেকর্ড
ઝોન નંબર,জোন নম্বর
1. વિસ્તાર 2. વિસ્તાર,1. এলাকা 2. এলাকা
શુષ્ક ઇકોસિસ્ટમ,শুষ্ক বাস্তুতন্ত্র
કોટિલેડોન,cotyledon
સૌરભ,সৌরভ
સુગંધિત છોડ,সুগন্ধি উদ্ভিদ
સુગંધિત ચોખા,সুগন্ধি চাল
ઇક્ષુ પુષ્પન,ইক্ষু পুষ্পন
એસેપ્ટિક,অ্যাসেপটিক
1. એસેપ્ટિક 2. એસેપ્ટિક,1. অ্যাসেপটিক 2. অ্যাসেপটিক
અજાતીય પ્રજનન,অস্ত্রোপচার
કદ,আকার
સંપત્તિ,সম্পদ
1. એસિમિલેશન 2. એસિમિલેશન,1. আত্তীকরণ 2. আত্তীকরণ
1. એસોસિએશન 2. એસોસિએશન,1. সমিতি 2. সমিতি
1. કૉલમ 2. અસ્પષ્ટતા,1. কলাম 2. কৃপণতা
હેટરોઝાયગોસિટી,হেটেরোজাইগোসিটি
1. પૂર્વજ 2. એટાવિઝમ,1. পূর্বপুরুষ 2. অ্যাটাভিজম
કણ,কণা
1. પુષ્ટિ 2. ક્ષતિ,1. অনিশ্চয়তা 2. দুর্বলতা
સ્વ જોડી,স্ব জোড়া
ઓટોલિસિસ,অটোলাইসিস
1. સ્વયંસ્ફુરિત ઓક્સિડેશન 2. સ્વયંસ્ફુરિત ઓક્સિડેશન,1. স্বতঃস্ফূর্ত জারণ 2. স্বতঃস্ফূর্ত জারণ
સ્વ મલ્ટિપ્લેક્સ્ડ,স্বয়ং মাল্টিপ্লেক্সড
ઓક્સિન,অক্সিন
1. હચમચી 2. દેડકો,1. কাঁপানো 2. টোড
દંડ વાયરસ,পেনাল ভাইরাস
1. બેસિલસ 2. બેસિલસ,1. ব্যাসিলাস 2. ব্যাসিলাস
1. બેક્ટેરિયા 2. બેક્ટેરિયા,1. ব্যাকটেরিয়া 2. ব্যাকটেরিয়া
બેક્ટેરિયલ ઝેર,ব্যাকটেরিয়াল টক্সিন
બગાસ,ব্যাগাস
સરવૈયા,ব্যালেন্স শীট
સંતુલિત ખાતરનો ઉપયોગ,সুষম সার ব্যবহার
બાર ગ્રાફ,বার গ্রাফ
છાલ,বাকল
1. બેરોમીટર 2. બેરોમીટર,1. ব্যারোমিটার 2. ব্যারোমিটার
1. બઝર 2. જડ 3. ઉજ્જડ,1. গুঞ্জন 2. অদৃশ্য 3. অনুর্বর
1. આધાર 2. આધાર 3. કપંગ,1. বেস 2. বেস 3. কাপং
1. તાલા 2. બેસિન,1. টালা 2. বেসিন
તલાબીસરી,তালাবিসারি
1. બેસિસ્ટર્નમ 2. રુટ ધારક,1. বেসিস্টেরনাম 2. রুট ধারক
ગલ્ફ ચોમાસું,উপসাগরীয় বর্ষা
ફળનો છોડ,ফলের উদ্ভিদ
પથારી,বিছানা
બેડ પ્લાન્ટ,বিছানা উদ্ভিদ
પથારી,বিছানাপত্র
બીટ દાળ,বীট গুড়
બેલો,বেল
1. પટ્ટી 2. ભૂપ્રદેશ,1. স্ট্রিপ 2. ভূখণ্ড
નફો-ખર્ચ વિશ્લેષણ,লাভ-খরচ বিশ্লেষণ
મહત્વાકાંક્ષી (સેમ્પલિંગ),উচ্চাকাঙ্ক্ষী (স্যাম্পলিং)
દ્વિવાર્ષિક છોડ,দ্বিবার্ষিক গাছপালা
દ્વિપદી,দ্বিপদ
બાયોફેક્ટર,বায়োফ্যাক্টর
જૈવિક આબોહવા,জৈবিক জলবায়ু
જૈવ ઊર્જા,জৈব শক্তি
પ્રાણીસૃષ્ટિ ઇકોલોજી,প্রাণীজগতের বাস্তুসংস্থান
1. બાયો-પ્રોસેસર 2. બાયો-રિએક્ટર,1. বায়ো-প্রসেসর 2. বায়ো-চুল্লি
બાયોસ્ફિયર,জীবজগৎ
જૈવિક,জৈবিক
પ્રાણીસૃષ્ટિ,প্রাণীজগত
ડિવિલિંગી,ডিভিলিঙ্গি
ધવલન,ধওলান
1. પ્રધવાસન (રોગ) 2. ગસ્ટ રોગ,1. প্রধবাসন (রোগ) 2. দমকা রোগ
મિશ્રણ,মিশ্রন
1. અંગમારી (રોગ) 2. બ્લાઈટ (રોગ),1. আংমারী (রোগ) 2. ব্লাইট (রোগ)
1. ફોલ્લો 2. ફોલ્લો 3. ફાટી નીકળવો 4. ફોલ્લો,1. ফোস্কা 2. ফোস্কা 3. বিস্ফোরণ 4. ফোস্কা
વાદળી ક્રાંતિ,নীল বিপ্লব
પ્લાનર હીટિંગ ચેમ્બર,প্ল্যানার হিটিং চেম্বার
પ્લાનર હીટિંગ ટેકનોલોજી,প্ল্যানার হিটিং প্রযুক্তি
થૂલું,তুষ
શાખાઓ,শাখা
1. ટ્વિગ 2. સબબ્રાન્ચ,1. ডালপালা 2. উপশাখা
જાતિ,বংশবৃদ্ধি
પ્રજનન,প্রজনন
પ્રારંભિક અંકુરણ સારવાર,প্রাথমিক অঙ্কুর চিকিত্সা
1. બચ્ચા 2. ઇંડા 3. ગર્ભ,1. বাচ্চা 2. ডিম 3. ভ্রূণ
ઉભરતા,উদীয়মান
બજેટ,বাজেট
1.એમ્ફોટેરિક 2. બફર,1.অ্যাম্ফোটেরিক 2. বাফার
શક્કરિયા,মিষ্টি আলু
બંટ (રોગ),বান্ট (রোগ)
1. આડપેદાશ 2. આડપેદાશ,1. উপজাত 2. উপজাত
c ભેજ સ્પષ્ટીકરણ વળાંક,c আর্দ্রতা স্পেসিফিকেশন বক্ররেখা
તેલ કેક,তেল পিষ্টক
1. ચૂનો 2. કેલ્શિયમ,1. চুন 2. ক্যালসিয়াম
કેલ્સિયન,ক্যালসিয়ন
ફોસ્ફેટ દૂર કરવું,ফসফেট অপসারণ
1. કિનાટા 2. કેલાટા,1. কিনাটা 2. কালটা
1.કેલસ 2. કિરણ,1.ক্যালাস 2. রশ্মি
1. સેપલ્સ 2. કેલિક્સ,1. সেপালস 2. ক্যালিক্স
બહારનો છેડો,বহির্মুখী শেষ
એધા,এধা
કર્કશ (બેક્ટેરિયલ રોગ),ক্যানকার (ব্যাকটেরিয়াজনিত রোগ)
કેનિંગ,ক্যানিং
આકાશ,আকাশ
ફાઇનાન્સ,অর্থায়ন
પરાગનયન (અંજીરનું),পরাগায়ন (ডুমুরের)
1. કેપ્સ્યુલ 2. કેપ્સ્યુલ 3. કેપ્સ્યુલ,1. ক্যাপসুল 2. ক্যাপসুল 3. ক্যাপসুল
કાર્બનયુક્ત,কার্বনাইজড
કાર્બનન,কার্বনান
કારાપેસ,ক্যারাপেস
બંગડી,ব্রেসলেট
1. કાસ્ટિંગ (લોખંડ) 2. ક્ષિપ્તિ (જંતુ),1. ঢালাই (লোহা) 2. ক্ষিপ্তি (পোকা)
અપચય,catabolism
પ્રેરિત,প্ররোচনা
1. કેટરપિલર 2. કેટરપિલર,1. শুঁয়োপোকা 2. শুঁয়োপোকা
c ડી. એન. a સંગ્રહ,গ d. এন. ক সংগ্রহ
શ્રેણી,পরিসীমা
1. સેલ 2. સેલ,1. কোষ 2. কোষ
કેન્દ્રીય ફ્રન્ટ સિસ્ટમ,কেন্দ্রীয় ফ্রন্ট সিস্টেম
1. બિંદુ 2. ફોકસ,1. পয়েন্ট 2. ফোকাস
સેન્ટ્રીફ્યુગેશન,কেন্দ্রীকরণ
સેન્ટ્રીફ્યુજ,সেন্ট্রিফিউজ
સ્ટાર સેન્ટર,তারকা কেন্দ্র
એપિજેનેટિક,এপিজেনেটিক
કેન્દ્રજા,কেন্দ্রজা
લૂમ,তাঁত
1. અનાજ 2. સીરીયલ,1. সিরিয়াল 2. সিরিয়াল
1. પ્રમાણપત્ર 2. પ્રમાણપત્ર,1. সার্টিফিকেশন 2. সার্টিফিকেশন
પ્રમાણિત બીજ,প্রত্যয়িত বীজ
1. સ્ટ્રો 2. કુટ્ટી 3. શલક સહપાત્ર,1. খড় 2. কুট্টি 3. শলক সহপাত্র
1. નિભાગ 2. કૈલાજા,1. নিভাগ 2. কৈলাজা
કીમોગ્રાફી,কাইমোগ্রাফি
1. કિયાઝમા 2. વ્યસ્ત,1. কিয়াজমা 2. ব্যস্ত
સુપરકૂલિંગ કલાકો,সুপার কুলিং ঘন্টা
હિમ નુકસાન,তুষারপাত ক্ষতি
1. વિચિરોતકી 2. ચિમેરા,1. ভিচিরোটাকি 2. কাইমেরা
લીલો પોર્રીજ,সবুজ porridge
1. પર્ણસમૂહ 2. લીલો,1. পাতা 2. সবুজ
સાયનોસિસ,সায়ানোসিস
જૈવિક વિતરણ વિજ્ઞાન,জৈবিক বিতরণ বিজ্ঞান
1. ક્રોમેટિડ 2. અર્ધ રંગસૂત્રો,1. ক্রোমাটিডস 2. অর্ধেক ক্রোমোজোম
ક્રોમેટિન,ক্রোমাটিন
ક્રોમેટોગ્રાફી,ক্রোমাটোগ্রাফি
ક્રોમેટિનલેશન,ক্রোমাটিনলেশন
ધમની બિંદુ,অলিন্দ বিন্দু
ક્રોમેટોજેનેસિસ,ক্রোমাটোজেনেসিস
1. ક્રોમોપ્રોટીન 2. પિગમેન્ટપ્રોટીન,1. ক্রোমোপ্রোটিন 2. পিগমেন্টপ্রোটিন
1. રંગસૂત્રો 2. રંગસૂત્રો,1. ক্রোমোজোম 2. ক্রোমোজোম
1. ક્રોનિક 2. ક્રોનિક 3. ક્રોનિક 4. અપ્રચલિત,1. দীর্ঘস্থায়ী 2. দীর্ঘস্থায়ী 3. দীর্ঘস্থায়ী 4. অপ্রচলিত
સાઇટ્રેન્જ,citrange
પાનખર તહેવાર,শরৎ উৎসব
વર્ગીકરણ,শ্রেণীবিভাগ
1. માટી 2. માટી,1. কাদামাটি 2. কাদামাটি
1. સફાઈ 2. સ્ક્રબિંગ 3. સફાઈ 4. શુદ્ધિકરણ,1. পরিষ্কার করা 2. স্ক্রাবিং 3. পরিষ্কার করা 4. পরিশোধন
સતત પરાગનયન,অবিরাম পরাগায়ন
ક્રુસિફેરસ ફળ,ক্রুসিফেরাস ফল
વાતાવરણ,জলবায়ু
આબોહવાશાસ્ત્ર,জলবায়ুবিদ্যা
કાતર,শিয়ার
ગઠ્ઠો (માટી),পিণ্ড (কাদামাটি)
ક્લોન,ক্লোন
1.વાદળો 2.વાદળો,1.মেঘ 2.মেঘ
ઝુંડ,clump
ટોળું,গুচ্ছ
1. બરછટ 2. ખરબચડી 3. કાચી 4. ખરબચડી,1. মোটা 2. রুক্ষ 3. কাঁচা 4. রুক্ষ
1. કવર 2. ચામડું,1. কভার 2. লেদারেট
કોયા,কোয়া
1. કોએનઝાઇમ 2. કો-એન્ઝાઇમ,1. কোএনজাইম 2. কো-এনজাইম
સંયોગ,সংহতি
1. ફાઇબર (જ્યુટ જ્યુટ) 2. નારિયેળ બરછટ,1. ফাইবার (পাট পাট) 2. নারকেল মোটা
મુલંકુર ચોલા,মুলাঙ্কুর চোলা
,
કોલોઇડ (માટી),কলয়েড (মাটি)
1.કૉલમ 2.કોલ્યુમેલા,1.কলাম 2.columella
1. દંડ 2. કૉલમ 3. કૉલમ,1. শাস্তি 2. কলাম 3. কলাম
કોમ્યુનિયન,যোগাযোগ
કોમર્શિયલ બેંક,বাণিজ্যিক ব্যাংক
1. કોમોડિટી 2. મર્ચેન્ડાઇઝ,1. পণ্য 2. পণ্যদ্রব্য
સમુદાય,সম্প্রদায়
કોમ્પેક્શન (માટીનું),কম্প্যাকশন (মাটির)
1. સુસંગતતા 2. સુસંગતતા,1. সামঞ্জস্যতা 2. সামঞ্জস্য
સુસંગતતા,সামঞ্জস্য
1. વળતર 2. વળતર,1. ক্ষতিপূরণ 2. ক্ষতিপূরণ
સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા,প্রতিযোগিতামূলক মিথস্ক্রিয়া
પૂરક પાક,সম্পূরক ফসল
1.સંયુક્ત 2.જટિલ,1. যৌগিক 2. জটিল
ઘટક,গঠনকারী
રચના,গঠন
ખાતર,কম্পোস্ট
સંયોજન વ્યાજ,চক্রবৃদ্ধিহারে সুদ
ગણતરી,গণনা
1. કોમ્પ્યુટર 2. કોમ્પ્યુટર,1. কম্পিউটার 2. কম্পিউটার
1. એકાગ્રતા 2. એકાગ્રતા,1. একাগ্রতা 2. একাগ্রতা
1. ઑપ્ટિમાઇઝર 2. રિવાઇટલાઇઝર,1. অপ্টিমাইজার 2. পুনরুজ্জীবিতকারী
વાહકતા,পরিবাহিতা
1. રૂપરેખાંકન 2. રૂપરેખા,1. কনফিগারেশন 2. কনফিগারেশন
1. અનુરૂપતા 2. રૂપરેખાંકન 3. અનુરૂપતા,1. সামঞ্জস্য 2. কনফিগারেশন 3. সামঞ্জস্য
1. એકીકરણ 2. હાઇબ્રિડાઇઝેશન,1. ইন্টিগ্রেশন 2. হাইব্রিডাইজেশন
જોડાણ,সংযোজন
1. એડિટિવ 2. કનેક્ટિવ,1. সংযোজক 2. সংযোগকারী
રક્ષણ,সুরক্ষা
એકીકરણ,একত্রীকরণের
1. ઘટક 2. ઘટકો,1. উপাদান 2. উপাদান
ઉપભોક્તા,ভোক্তা
વપરાશ,খরচ
દૂષણ,দূষণ
સમોચ્ચ વાવેતર,কনট্যুর রোপণ
સમોચ્ચ રેખા,কনট্যুর লাইন
1. કોન્ટ્રાક્ટ ફાર્મિંગ 2. કોન્ટ્રાક્ટ ફાર્મિંગ 3. કોન્ટ્રાક્ટ ફાર્મિંગ,1. কন্ট্রাক্ট ফার্মিং 2. কন্ট্রাক্ট ফার্মিং 3. কন্ট্রাক্ট ফার্মিং
નિયંત્રિત વાતાવરણીય સંગ્રહ,নিয়ন্ত্রিত বায়ুমণ্ডলীয় স্টোরেজ
સહકારી બેંક,সমবায় ব্যাংক
સહકારી મંડળીના સભ્ય,সমবায় সমিতির সদস্য
ગુલમાવન,গুলমাভান
ક્યુબ્ડ,cubed
1. દાલપુંજ 2. કોરોલા,1. ডালপুঞ্জ 2. করোলা
1. કોર્ટેક્સ 2. કોર્ટેક્સ,1. কর্টেক্স 2. কর্টেক্স
ખર્ચ,খরচ
કોટિલેડોન,cotyledon
ક્રેડિટ કમિટી,ক্রেডিট কমিটি
1. ધિરાણ 2. ક્રેડિટ,1. ঋণ 2. ক্রেডিট
1. શાહુકાર 2. લેણદાર,1. ঋণদাতা 2. পাওনাদার
1. ક્રેસ્ટ 2. શિરોબિંદુ 3. સ્પાયર,1. ক্রেস্ট 2. শীর্ষবিন্দু 3. স্পায়ার
પાછું ખેંચવું,প্রত্যাহার
સમસ્યા,সমস্যা
પરીક્ષણ,পরীক্ষা
જટિલ,সমালোচনামূলক
પાક વીમો,শস্য বীমা
પાક લોન,ফসল ঋণ
1. પાક 2. પાક,1. ফসল 2. ফসল
ખેતી વિસ્તાર,চাষ এলাকা
ક્રોસ અસંગત,ক্রস বেমানান
1. તાજ 2. શિખર (છોડ),1. মুকুট 2. চূড়া (উদ্ভিদ)
નરમ કણો,নরম কণা
પોપડો,ভূত্বক
1. ક્રિપ્ટોગમ 2. નોન-ફ્લોરીફોર્મ,1. ক্রিপ্টোগাম 2. নন-ফ্লোরিফর্ম
કાપણી (ફળ),ছাঁটাই (ফল)
પેન,কলম
કલ્ટીવાર વિવિધ,চাষের বৈচিত্র্য
1. ટ્રેક્શન 2. ખેતી 3. ખેતી,1. ট্র্যাকশন 2. কৃষি 3. কৃষিকাজ
1. ખેડૂત 2. ખેડૂત,1. কৃষক 2. চাষী
1. ખેતી 2. ખેતી 3. ઉછેર,1. চাষ 2. চাষ 3. লালনপালন
1.સંસાધન 2.તૈયારી,1.সম্পদ 2.প্রস্তুতি
1.કુંતલન 2.કુંચોન,1.কুন্তালন 2.কুঞ্চন
મુદ્રા,ভঙ্গি
1. બાહ્ય ત્વચા 2. ક્યુટિકલ,1. এপিডার্মিস 2. কিউটিকল
1. પેન 2. કટિંગ 3. કટીંગ 4. કટીંગ 5. કટીંગ,1. কলম 2. কাটিং 3. কাটিং 4. কাটিং 5. কাটিং
1. કૃમિ કોર્પસ 2. ફોલ્લો 3. ફોલ્લો 4. વિકૃત ગઠ્ઠો 5. નિયોપ્લાઝમ,1. কৃমি কর্পাস 2. সিস্ট 3. সিস্ট 4. বিকৃত পিণ্ড 5. নিওপ্লাজম
સાયટોક્રોમ,সাইটোক্রোম
કોષ જોડાણ,সেল কাপলিং
સેલ પ્રજનન,কোষের প্রজনন
સેલ જીનેટિક્સ,কোষ জেনেটিক্স
સાયટોપ્લાઝમિક વિભાજન,সাইটোপ্লাজমিক বিভাগ
સેલ બાયોલોજી,কোষ বিদ্যা
સેલ લિસિસ,কোষের লাইসিস
1. સાયટોમેર 2. કોષ વિભાજન,1. সাইটোমের 2. কোষ বিভাজন
સાયટોપ્લાઝમ,সাইটোপ্লাজম
1. ડેરી 2. ડેરી,1. ডেইরি 2. ডেইরি
ડેરી ઉદ્યોગ,দুগ্ধ শিল্প
1. ડેમ 2. સંવર્ધક,1. বাঁধ 2. ব্রিডার
ડે એબ્સોલ્યુટ પ્લાન્ટ,দিন পরম উদ্ভিদ
ફૂલો પછીનો દિવસ,ফুল ফোটার পর দিন
સંપૂર્ણ ફૂલો પછીનો દિવસ,ফুল ফোটার পর দিন
બિનકાર્યક્ષમતા,অদক্ষতা
decalcification,decalcification
1. ડિસ્લોજ 2. ડિસ્લોજ,1. অপসারণ 2. অপসারণ
સડો,ক্ষয়
પાનખર,পর্ণমোচী
1. દશાંશ 2. દશાંશ,1. দশমিক 2. দশমিক
હીનતા,হীনমন্যতা
અનુરાન (માટી),অনুরান (মাটি)
વિપુષ્પન,বিপুষ্পন
બિલિંગ,বিলিং
વનનાબૂદી,বন নিধন
અપમાન,অসম্মান
અધોગતિ,অধঃপতন
ભાગ દિવસ,অংশ দিন
1. જથ્થો 2. ભાગ,1. পরিমাণ 2. অংশ
અવક્ષય,dehiscence
કુશ્કી દૂર કરવી,ভুসি অপসারণ
કુશ્કી દૂર કરવી,ভুসি অপসারণ
નિર્જલીકરણ,পানিশূন্যতা
નિર્જળ,নির্জল
માંગ,চাহিদা
1. વિકૃતિકરણ 2. ગુણાકાર,1. বিকৃতকরণ 2. গুণ
નિંદા,বর্জন
1. થાપણ (માટી) 2. થાપણ (અર્થશાસ્ત્ર),1. জমা (মাটি) 2. জমা (অর্থনীতি)
જમા,আমানত
1. અવમૂલ્યન 2. અવમૂલ્યન,1. অবচয় 2. অবচয়
ડિસેલિનેશન,বিশুদ্ধকরণ
1. પાણી સુકાઈ જવું 2. નિર્જલીકરણ,1. জল শুকিয়ে যাওয়া 2. ডিহাইড্রেশন
1. ડિઝાઇન 2. ડિઝાઇન,1. ডিজাইন 2. ডিজাইন
સુકા,শুষ্ক
કર્નલ દૂર કરવું,কার্নেল অপসারণ
ડી-ઇન્ટરકલેશન,de-intercalation
જોડાણ,সংযোজন
1. પુરુષ મંજરી નિષ્કર્ષણ (મકાઈ) 2. બલ્લાર નિષ્કર્ષણ,1. পুরুষ মঞ্জরি নিষ্কাশন (ভুট্টা) 2. বলর নিষ্কাশন
બલ્લાર અથવા કુંદન કટીંગ,বল্লার বা কুন্দন কাটিং
નિર્ધારક,নির্ধারক
