Bengali,Hindi
এনালগ থেকে ডিজিটাল কনভার্টার (ADC),अनुरुप से अंकीय रुपांतरक
এবং,एंड (डिजिटल/विमान लॉजिक ’और’ प्रयुक्त)
এবং সার্কিট,एंड परिपथ
এবং গেট,एंड गेट और द्वार
এবং অপারেশন নয় (বর্জন),एंड नॉट संक्रिया (अपवर्जन)
অ্যানিমেশন,"1. एनीमेशन, 2.  सजीवन"
টীকা,टिप्पण
ব্যতিক্রম,असंगता
পূর্ববর্তী,पूर्ववर्ती
প্রত্যাশিত পেজিং,प्रत्याशामूलक पृष्ठन
বিরোধী প্রতিসম,प्रति-सममित
অ্যান্টিভাইরাস প্রোগ্রাম,विषाणुरोधी क्रमादेश
অ্যাপলেট,"1. एपलेट ,2. अनुप्रयोगिका"
অ্যাপ্লিকেশন ডেভেলপার,अनुप्रयोग विकासक
অ্যাপ্লিকেশন প্রোগ্রামিং,अनुप्रयोग प्रोग्रामन
অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস (API),"1. अनुप्रयोग प्रोग्रामन अंतरापृष्ठ ,2. एप्लीकेशन प्रोग्रामिंग इंटरफेस (ए.पी.आई.)"
অ্যাপ্লিকেশন সফ্টওয়্যার,अनुप्रयोग सॉफ्टवेयर
প্রয়োগমূলক ভাষা,अनुप्रयोगी भाषा
আনুমানিক তত্ত্ব,सन्निकटण सिद्धांत
স্থাপত্য,संरचना
এলাকা স্থানান্তর,क्षेत्र अंतरण
যুক্তি,"1. प्राचर,स्वतंत्रचर, 2. कोणांक"
গাণিতিক এবং যুক্তিবিদ্যা ইউনিট,"1. अंकगणितीय एवं तर्क एकक ,2. अंकगणितीय एवं तर्क इकाई"
গাণিতিক চেক,अंकगणितीय जांच
গাণিতিক ধ্রুবক,अंकगणितीय अचर
গাণিতিক তথ্য,अंकगणितीय आंकडा
গাণিতিক নির্দেশনা,अंकगणितीय अनुदेश
পাটিগণিত এবং যুক্তি ইউনিট (ALU),गणितीय एवं तार्किक इकाई (ए. एल. यू.)
আরপানেট,ए आर पी ए नेट (आरपानेट)
অ্যারে,सरणी
অ্যারে ক্যাশে,"1. सरणी कैशे ,2. सरणी द्रुतिका ,3. सरणी द्रुतस्मृति"
অ্যারে কম্পিউটার,सरणी कंप्यूटर
অ্যারে উপাদান,सरणी अवयव
অ্যারের নাম,सरणी नाम
অ্যারে প্রসেসর,सरणी प्रकर्मक
তীর চিহ্ন,एरो कुंजी
উচ্চারণ,संधि
উচ্চারণ বিন্দু,संधि बिन्दु
কৃত্রিম কম্প্যাকশন,कृत्रिम संहनन
কৃত্রিম নিয়ন্ত্রণ,कृत्रिम नियंत्रण
কৃত্রিম বুদ্ধিমত্তা,कृत्रिम बोध
আরোহী,आरोहक
আরোহী সাজানোর,आरोही छंटाई
ASCII বেটিকাল অর্ডার,आस्की वर्णक्रम
ASCII নিয়ন্ত্রণ চরিত্র,आस्की नियंत्रण संप्रतीक
ASCII ফাইল,आस्की संचिका
ASCII ফন্ট,आस्की फॉन्ट
ASCII স্থানান্তর,आस्की अंतरण
আনুমানিক অনুপাত,अभिमुखता अनुपात
এএসপিআই,"1. ऐस्पी ,2. ए एस पी आई"
ASR টাইমার,ए एस आर कालद
একত্রিত করা,"1. स्मरांतरण ,2. कोडांतरण ,3. कोडांतर करना"
সংযোজনকারী,"1. कोडांतरक ,2. स्मरांतरक"
সমাবেশ,"1. कोडांतरण ,2. स्मरांतरण"
এসেম্বলি,"1. स्मरांतरण भाषा ,2. कोडांतरण भाषा"
দাবী,निश्चयन
নিয়োগ,"1. निर्दिष्ट कार्य ,2. नियतन"
সংঘ,साहचर्य
সহযোগী ঠিকানা,साहचर्य पता
সহযোগী স্মৃতি,"1. साहचर्य स्मृति ,2. साहचर्य मेमोरी"
asteric,तारक (*का चिन्ह)
অপ্রতিসম,असम्मित
অ্যাসিঙ্ক্রোনাস,"1. अतुल्यकालिक ,2. अतुल्यकाली"
অ্যাসিঙ্ক্রোনাস ডিজিটাল সাবস্ক্রাইবার লাইন (ADSL),अतुल्यकालिक अंकीय अभिदाता लाइन (एडी एस एल)
অ্যাসিঙ্ক্রোনাস টাইম ডিভিশন মাল্টিপ্লেক্সিং (ATDM),अतुल्यकालिक समय विभाजन बहुसंकेतन (ए टी डी एम)
অ্যাসিঙ্ক্রোনাস স্থানান্তর,अतुल्यकालिक अंतरण
অ্যাসিঙ্ক্রোনাস ট্রান্সফার মোড (এটিএম),अतुल्यकालिक अंतरण विधा (ए टी एम)
পরমাণু,"1. एटम ,2. परमाण"
সংযুক্ত নথি,संलग्न प्रलेख
সংযুক্ত ফাইল,"1. संलग्न संचिका/मिसिल ,2. संलग्न फाइल"
সংযুক্তি,"1. संलग्नक ,2. संबंद्ध"
বৈশিষ্ট্য,"1. गुण ,2. विशेषता"
শ্রুতি,श्रव्य
অডিট প্রোগ্রামিং,"1. लेखा परीक्षा क्रमादेशन ,2. लेखा परीक्षा प्रोग्रामन"
নিরীক্ষা পথ,लेखा सत्यापन
বৃদ্ধি,संवर्धन
প্রমাণীকরণ প্রোটোকল,प्रमाणन प्रोटोकॉल
অথরিং সিস্টেম,संलेखन पद्धति
অনুমোদন,"1. प्राधिकरण ,2. अधिकृति ,3. अधिकरण"
স্বয়ংক্রিয় বিমূর্ত,स्वत: सार
অটোবুটিং,"1. स्वतः बूटिंग ,2. स्व बूटन"
অটোক্যাড,ऑटोकैड (एक कंप्यूटर भाषा)
অটোলগ চালু,स्वत: लॉग-ऑन
স্বয়ংক্রিয়,ऑटोमेटा
স্বয়ংক্রিয় তত্ত্ব,आटोमेटा सिद्धांत
স্বয়ংক্রিয় কম্পিউটিং,स्वत: अभिकलन
স্বয়ংক্রিয় তথ্য প্রক্রিয়াকরণ,स्वत: आंकड़ा प्रक्रमण
স্বয়ংক্রিয় ত্রুটি সংশোধন,स्वत: त्रुटि संशोधन
স্বয়ংক্রিয় ফাংশন,स्वत: फलन
স্বয়ংক্রিয় সূচীকরণ,"1.  स्वत: सूचकीकरण ,2. स्वत: सूचीकरण"
স্বয়ংক্রিয় লাইব্রেরি কল,स्वत: संग्रह आह्वान
স্বয়ংক্রিয় প্রোগ্রামিং,"1. स्वत: क्रमादेशन ,2. स्वत: प्रोग्रामन"
স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম,"1.स्वत: पुन: प्राप्ति क्रमादेश, 2. स्वत: पुन: प्राप्ति प्रोग्राम"
স্বয়ংক্রিয় রুটিন,स्वत: नेमका
স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার,स्वत: सिस्टम पुन: प्राप्ति
স্বয়ংক্রিয় টেলার মেশিন (এটিএম),"1. स्वत: टेलर मशीन्अ (ए टी एम) ,2.  स्वयं धन निकालने के लिए बैंक की ए.टी.एम)"
অটোমেশন,स्वचालन
স্বয়ংক্রিয় চালু,"1. आटोप्ले ,2. स्वत: चलन"
অটোসেভ,स्वरक्षण
সহায়ক,सहायक
অক্জিলিয়ারী মেমরি,सहायक स्मृति
অক্জিলিয়ারী স্টোরেজ,सहायक भंडारण
প্রাপ্তিসাধ্য তালিকা,उपलब्ध लिस्ट
উপলব্ধ সময়,उपलब्ध समय
গড়,औसत
awk (ভাষা),ए डब्ल्यू के (एक कंप्यूटर समादेश)
ব্যাকএন্ড,पश्चांत
ব্যাকএন্ড প্রসেসর,पश्चांत प्रक्रमक
ব্যাকফেস অপসারণ,पश्च फलन विलोपन
পটভূমি প্রক্রিয়াকরণ,पृष्ठभूमि प्रक्रमण
ব্যাকিং স্টোর,सहायक भंडार
ব্যাকপ্যাচিং,पश्च पैचीकरण
ব্যাকস্পেস,"1. पश्चीयन ,2. बैकस्पेस"
ব্যাকট্র্যাকিং,पश्चपथन
ব্যাক আপ,"1. बैक-अप ,2. पूर्तिकर"
ব্যাক আপ মেমরি,"1. पूर्तिकर स्मृति ,2. बैक-अप मेमोरी"
পিছনের ত্রুটি পুনরুদ্ধার,पश्च त्रुटि सुधार
ব্যালেন্স শীট,(आय-व्यय) तुलन पत्र
ব্যান্ড,पट्टी
ব্যান্ড প্রস্থ,"1. बैंड चौड़आई ,2. बैंड विड्थ/क्षमता"
ব্যাংকারের অ্যালগরিদম,बैंकर एल्गोरिथ्म
বার কোড,"1.बार कूट ,2. बार कोड"
বারকোড স্ক্যানার,बार कोड स्कैनर
বার গ্রাফ,बार ग्राफ
ভিত্তি ঠিকানা,आधार पता
বেস ব্যান্ড,आधार बैंड
ভিত্তি নম্বর,आधार संख्या
ভিত্তি টেবিল,आधार सारणी
বেসিক,बेसिक (एक कंप्यूटर भाषा)
মৌলিক নিয়ন্ত্রণ,"1. मूल नियंत्रण ,2. आधार नियंत्रण"
মৌলিক ইনপুট,"1. मूल निवेश ,2. आधारी निवेश"
মৌলিক নির্দেশ,आधारभूत अनुदेश
মৌলিক আউটপুট,आधारी निर्गम
মৌলিক পদক্ষেপ,मूल चरण
ব্যাচ,"1. बैच ,2. समूह ,3. प्रचय"
ব্যাচ ফাইল,"1. बैच फाइल ,2. बैच संचिका"
ব্যাচ অবস্থান,बैच स्थिति
ধির গতির কাজ,"1. बैच प्रक्रमण ,2. समूह प्रक्रमण"
ব্যাচ সিস্টেম,"1. बैच तंत्र ,2. प्रचय तंत्र"
বউড,बॉड
বড হার,बॉड दर
মরীচি,किरण पुंज
মাপকাঠি,"1. निर्देशमानक ,2. बैचमार्क"
দ্বিমুখী যোগাযোগ,द्विदिश संचार
দ্বিমুখী লিঙ্ক,विदिश कड़ी
বাইনারি কোড,द्विआधारी कूट
বাইনারি সংখ্যা,द्विआधारी अंक
বাইনারি ইনপুট আউটপুট সিস্টেম (BIOS),द्विआधारी निवेश निर्गम तंत्र (बायोस)
বাইনারি সংখ্যা,द्विआधारी संख्या
বাইনারি অপারেটর,द्विआधारी संकारक
বাইনারি সম্পর্ক,द्विआधारी संबंध
বাইনারি অনুসন্ধান,द्विआधारी खोज
বাইনারি সার্চ ট্রি (BST),द्विआधारी अन्वेषण तरु (बी एस टी)
বাইনারি স্থানান্তর,"1. द्विआधारी ट्रांसफर तरु ,2. द्विआधारी अंतरण"
বাইনারি গাছ,द्विआधारी तरु
বাইপোলার মেমরি,"1. द्विध्रुवी स्मृति ,2. द्विध्रुवी मेमोरी"
জন্ম মৃত্যু মডেল,"1. जन्म मरण मॉडल ,2. जन्म मरण निदर्श"
জন্ম মৃত্যু প্রক্রিয়া,जन्म मरण प्रक्रम
বিট,"1. द्वयंक ,2. बिट"
বিট দোষ,बिट दोष
বিট মানচিত্র,बिट प्रतिचित्र
বিট ম্যাপ পিক্সেল (BMP),"1. बिट ,2. प्रतिचित्र ,3. पिक्सेल (बी एम पी)"
বিট ম্যাট্রিক্স,"1. बिट आव्यूह ,2. बिट सारणी"
বিট প্যাটার্ন,बिट प्रतिरूप
বিট অবস্থান,बिट स्थिति
বিট হার,"1. बिट रेट ,2. बिट दर"
কালো বক্স পরীক্ষা,अंध पेटी परीक्षण
মিটমিট করে,टिमटिमाना
ব্লক,ब्लॉक
ব্লক ক্যাশে,"1. खंडक दुतिका, 2. ब्लाक कैश/खंडक स्मृति"
ব্লক চেক,खंडक जांच
ব্লক কপি,खंड प्रतिलिपि
ব্লক ডায়াগ্রাম,खंडक आरेख
ব্লকিং নেটওয়ার্ক,"1. अवरोधी नेटवर्क, 2. अवरोधी जालक्रम"
বোর্ড,बोर्ड
বই চিহ্ন,पृष्ठ स्मृति
বুলিয়ান বীজগণিত,बूलीय बीजगणित
বুলিয়ান সম্পর্ক,बूलीय संबंध
বুট পার্টিশন,बूट विभाजन
বুট strapping,बूट स्ट्रैपिंग
বুট-স্ট্র্যাপ লোডার,1.बूटस्ट्रैप भारक 2. स्वोत्थानी
সেতু,"1.ब्रिज, 2. सेतु"
ব্রডব্যান্ড নেটওয়ার্কিং,ब्राडबैंड नेटवर्क
সম্প্রচার,प्रसारण
রেডিও সম্প্রচার,प्रसारण रेडियो
ব্রাউজ,(नेट) विचरण
ব্রাউজার,(नेट) विचरक
বি-বৃক্ষ,बी-तरु
বুদ্বুদ মেমরি,"1.बुदबुद स्मृति, 2.बबल मेमोरी"
বুদ্বুদ সাজানোর,बुदबुद छंटाी
বালতি,"1.बाल्टी, 2.बकेट"
বন্ধু সিস্টেম,"1.बंधुता तंत्र, 2.बडी तंत्र"
বাজেট কার্যকর নিয়ন্ত্রণ,बजट प्रभावी नियंत्रण
বাফার,बफर
বাগ,दोष
বাস,बस
বাইট,"1.अष्ट वयंक,2. बािट (आठ बिट)"
বাইট কোড,बािट कोड
গ,सी (कंप्यूटर भाषा)
সি++,"1.सी प्लस प्लस,2.C++(कंप्यूटर भाषा)"
ক্যাশে,"1.कैश,2. द्रुतिका,3.द्रुत"
ক্যাশে বাফার,"1.कैश बफर, 2.द्रुतस्मृति बफर"
ক্যাশ মেমরি,"1.कैश स्मृति, 2.कैश मेमोरी, 3.द्रुत स्मृति"
গণনা,परिकलन
ক্যালকুলেটর,"1.कैलकुलेटर, 2.परिकलक"
ক্যালকুলেটর চিপ,"1.कैलकुलेटर चिप,2. परिकलक चिप"
কল,आह्वान
নামে ডাক,नाम आह्वान
রেফারেন্স দ্বারা কল করুন,संदर्भ आह्वान
মূল্য দ্বারা কল,मान आह्वान
ভেরিয়েবল দ্বারা কল,चर आह्वान
কল গেট,आहवान गेट
বাতিল,"1.निरस्त करना, 2.रद्द करना"
বাতিল বোতাম,निरसन बटन
ক্যানোনিকাল,"1.विहित,2. कैनॉनिकल"
ক্যানোনিকাল ফর্ম,विहित रूप
ক্ষমতা,क्षमता
ক্ষমতা তালিকা,क्षमता सूची
ক্ষমতা,"1.क्षमता,2. धारिता"
ক্যাপ লক কী,कैप्स लॉक कुंजी
কার্ড,"1.कार्ड,2. पत्रक"
কার্ড পাঠক,कार्ड पाठक
কার্ডিনালিটি,प्रमुखता
বাহক,वाहक
ক্যারিয়ার ব্যান্ড,वाहक बैंड
ক্যারিয়ার লোড,वाहक भार
ক্যারিয়ার সংকেত,वाहक संकेत
ক্যারিয়ার তরঙ্গ,वाहक तरंग
বহন,हासिल
অঙ্ক বহন,हासिल अंक
পতাকা বহন,हासिल ध्वज
কার্তুজ ডিস্ক,"1.काट्रिज डिस्क, 2.काट्रिज चक्रिका"
ক্যাসকেড,"1.कास्केड, 2.सोपानी"
মামলা,केस
ক্যাথড রে টিউব (সিআরটি),कैथोड-रे-टयूब (सी आर टी)
ক্যাথোড রে টিউব (CRT),कैथोड किरण नलिका (सी. आर. टी.) कैथोड-रे-टयूब
সিডি রম ডিস্ক ড্রাইভ,सी डी रॉम डिस्क ड्रािव
কোষ,सेल
সেল অ্যানিমেশন,सेल एनीमेशन
মোবাইল ফোন,सेल्युलर फोन
কেন্দ্রীয় স্মৃতি,"1.केंद्रीय स्मृति,2. केंद्रीय मेमोरी"
কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট (CPU),केद्रीय प्रक्रमण एकक (सी पी यू)
কেন্দ্রীভূত ব্যবস্থা,केंद्रीकृत तंत्र
প্রত্যয়িত টেপ,प्रमाणीकृत टेप
চেইন,श्रृंखला
চেইন ডেটা,"1.श्रृंखला आंकड़ा, 2.श्रृंखला सामग्री"
চেইন লিঙ্ক,श्रृंखला कड़ी
চেইনিং,श्रृंखलन
চ্যানেল,"1.प्रणाल, 2.चैनल"
চ্যানেল ব্যস্ত টোন,"1.प्रणाल व्यस्त टोन, 2.चैनल व्यस्त टोन"
চ্যানেল ক্ষমতা,"1.प्रणाल क्षमता, 2.चैनल क्षमता"
চ্যানেল কন্ট্রোলার,"1.प्रणाल नियंत्रक, 2.चैनल नियंत्रक"
চ্যানেল ত্রুটি,"1.प्रणाल त्रुटि, 2.चैनल त्रुटि"
চ্যানেল প্রোগ্রাম,"1.चैनल कार्यक्रम, 2.चैनल प्रोग्राम"
চ্যানেল নির্ভরযোগ্যতা,"1.प्रणाल विश्वसनीयता, 2.चैनल विश्वसनीयता"
চ্যানেল সেট,"1.प्रणाल समुच्चय, 2.चैनल समुच्चय"
চরিত্র,संप्रतीक
অক্ষর কোড,"1.संप्रतीक कूट,2. संप्रतीक कोड"
অক্ষর কী,संप्रतीक कुंजी
চরিত্র পাঠক,संप्रतीक पाठक
অক্ষরের আকার,"1.संप्रतीक सािज, 2.संप्रतीक आमाप"
চার্ট,संचित्र
চ্যাসিস,"1.न्याधार, 2.चैसिस"
চেক বিট,जाँच बिट
অংকের চেক,जाँच अंक
চেক যোগফল,जाँच योग
চেক শব্দ,जाँच शब्द
চিপ,चिप
চিপ সেট,चिप सेट
পছন্দ করা,"1.चुनना, 2.चयन"
বর্ণগতভাবে,वर्णिक रूप से
গোপনীয় কোড,"1.सािफर,2. शून्य,3. सीफर"
সার্কিট,परिपथ
বৃত্তাকার তালিকা,वर्तुल सूची
সাইরাস,सायरस
উদ্ধৃতি,उल्लेख
ক্লাস,"1.श्रेणी, 2.वर्ग"
ক্লাস পরিবর্তনশীল,वर्ग चर
শ্রেণীবিভাগ,वर्गीकरण
স্পষ্ট,अपमार्जन
পরিষ্কার এলাকা,अपमार्जित क्षेत्र
পরিষ্কার চ্যানেল,"1.अपमार्जित प्रणाली, 2.अपमार्जित चैनल"
ক্লিক,दबाना
ক্লায়েন্ট,"1.ग्राहक,2. क्लाइट"
ক্লায়েন্ট সার্ভার,"1.ग्राहक परिसेवक, 2.ग्राहक सर्वर"
ক্লায়েন্ট স্টাব,ग्राहक स्टब
ক্লিপ আর্ট,कर्तन कला
ক্লিপ আর্ট লাইব্রেরি,कर्तन कला पुस्तकालय
ক্লিপ বোর্ড,क्लिप बोर्ड
ক্লিপার,क्लिपर
ক্লিপার চিপ,क्लिपर चिप
চক্র,गुट
ঘড়ি,"1.घड़ी,2. कालद"
ঘড়ি চক্র,कालद चक्र
ঘড়ি ফ্রিকোয়েন্সি,कालद आवृत्ति
ঘড়ির হার্ডওয়্যার,कालद हार्डवेयर
ঘড়ির নাড়ি,कालद स्पंद
ঘরির গতি,कालद गति
ঘড়ি সিঙ্ক্রোনাইজেশন,कालद तुल्यकालन
ঘড়ির টিক টিক,कालद टिक
ক্লোন,क्लोन
বন্ধ,बंद
ক্লোজ সার্কিট টিভি (সিসিটিভি),संवृत परिपथ टी.वी. (सी.सी.टी.वी.)
বন্ধ,संवरण
ক্লাউড কম্পিউটিং,"1.मेघाभिकलन,2.क्लाुड कंप्यूटिंग"
ক্লাস্টার,गुच्छ
প্রলিপ্ত কার্ড,"1.विलेपित कार्ड,2. विलेपित पत्रक"
লেপা কাগজ,लेपित कागज
সমাক্ষীয়,समाक्षीय
সমাক্ষ তারের,समाक्ष केबल
কোডাসাইল,कोडासिल
কোড,"1.कूट, 2.कोड"
উৎপাদকের কোড,"1.कूट जनक,2. कोड जनक"
কোড পৃষ্ঠা,कूट पृष्ठ
কোড শব্দ,"1.कूट शब्द, 2.कोड शब्द"
কোডার,"1.कोडर, 2.कूटक"
কোডিং চেক,"1.कूट लेखन जाँच, 2. कोडन जाँच"
কোডিং ফর্ম,कूट लेखन रूप
কোডিং শীট,"1.कूटलेखन पत्र, 2. कोडन शीट"
গুণাঙ্ক,गुणांक
সমন্বয়,ससंजन
শীতল বুটজুতা,"1.शीत बूट, 2.शीत प्रारंभ"
ঠান্ডা শুরু,शीत प्रारंभ
সহযোগিতা,सहयोग
পতন,निपात
জমাট বাঁধা,"1.परिमिलन, 2.समानुक्रमित करना"
কোলেট টেপ,"1.समानुक्रमित टेप,2. कालेट टेप"
সংঘর্ষ,टक्कर
কোলন,कोलन
রঙ রঙ),"1.वर्ण, 2.रंग"
রঙ স্যাচুরেশন,रंग संतृप्ति
রঙের টেবিল,रंग सारणी
কলাম,स्तंभ
সংমিশ্রণ,संयोजन
কম্বো বাক্স,समिश्र पेटी
আদেশ,"1.समादेश, 2.कमांड"
আদেশ বোতাম,समादेश बटन
কমান্ড তালিকা,समादेश सूची
মন্তব্য,टिप्पणी
অঙ্গীকার,"1.वचन बद्धता, 2.प्रतिबद्धता"
পণ্য,वस्तु
কমন বিজনেস ওরিয়েন্টেড ল্যাঙ্গুয়েজ (কোবোল),सामान्य व्यवसाय उन्मुखी भाषा (कोबोल)
সাধারণ ত্রুটি,सामान्य त्रुटि
সাধারণ ভাষা,सामान्य भाषा
সাধারণ রুটিন,"1.सामान्य नेमक,2. सामान्य नित्यक्रम"
যোগাযোগ,संचार
যোগাযোগ লাইন,संचार रेखा
যোগাযোগ মোড,संचार विधा
যোগাযোগ নেটওয়ার্ক,"1. संचार नेटवर्क, 2. संचार जालक्रम"
যোগাযোগ পরামিতি,संचार प्राचल
যোগাযোগ ব্যবস্থা,संचार तंत्र
কম্প্যাকশন,संहनन
সঙ্গী,संपीडप्रसारित्र
companding,संपीडप्रसारण
কোম্পানি নেটওয়ার্ক,कंपनी नेटवर्क
তুলনা পরীক্ষা,तुलना परीक्षण
সামঞ্জস্য,"1.सुसंगति, 2.संगतता"
উপযুক্ত,सुसंगत
সংকলন,संकलन
কম্পাইল এবং যান,संकलन तथा कार्यपालन
কম্পাইলার,"1.संकलक, 2.क्रमादेश अंतरक"
