Telugu,Hindi
మతాధికారుల వ్యతిరేక చట్టం,पादरी प्रथा विरोधी विधान
ప్రాచీనకాలం,"पुरावशेष, पुरावस्तु"
వ్యతిరేక అద్దె,लगान-विरोधी
వ్యతిరేక అద్దె,2. एन्टी रैन्ट पार्टी
సెమిటిజం వ్యతిరేకత,"यहूदी विरोध, यहूदीवाद-विरोध, यहूदी विरोधवाद"
అంజాక్,ऐन्ज़ेक
అపెల్లా,नागरिक सभा
అరలు,अरालू
ఆర్చ్ బిషప్,आर्च बिशप
ఆర్చ్ డచీ,आर्च डची
ఆర్చ్ డ్యూక్,आर्च ड्यूक
ఆర్కైఫ్ (=ఆర్కైవల్ సేకరణ),पुरालेख संग्रह
ఆర్కిపిస్కోపేట్,महाधर्माध्यक्ष का पद
దొర,अभिजाततंत्र
దొర,अभिजात
కులీన స్నోబరీ,अभिजातीय दंभ
అరిస్టాటిలియన్,अरस्तूवादी
ఆర్మడ,आर्मेडा
ఆర్మడ (=ది స్పానిష్ ఆర్మడ),स्पेन का आर्मेडा
ఆయుధాగాడు (=ఆయుధాకారుడు),कवच-विशारद
కవచం (=కవచం),"कवच, बख्तर, वर्म"
ఆయుధాగాడు,अo देo armorist
ఆర్యన్,आर्य
ఆర్యన్,2. कुलीन
అస్కారి,अस्कारी
కేటాయించండి,"आसिग्ना, भू-प्रतिभृत मुद्रा"
అసైజ్ చేయండి,अभिसत्र
అసైజ్ చేయండి,2. विधिपृच्छा
అసైజ్ చేయండి,3. अभिसत्राधिनियम
అసైజ్ ఆఫ్ ఆర్మ్స్ యాక్ట్,आयुध अभिसत्राधिनियम
డారీన్ ప్రెజెంట్‌మెంట్ అసైజ్,डारेन उपस्थापन अभिसत्राधिनियम
మోర్ట్ &#39;D&#39; పూర్వీకుల అస్సైజ్,मृत पूर्वज अभिसत्राधिनियम
అసైజ్ ఆఫ్ నవల డిస్సీసిన్,अभिनव अधिधारणोत्सादन अभिसत्राधिनियम
దారుణం,नृशंसता
దాడి,आक्रमण
ఆలిక్ కౌన్సిల్,"सर्वोच्च न्यायालय, ऑलिक काउन्सिल"
గెడ్డెస్ యొక్క గొడ్డలి (=ది గెడెస్ గొడ్డలి),गेडिस समाधान
యాక్సిస్ (=ది రోమ్-బెర్లిన్-టోక్యో యాక్సిస్),धुरी राष्ट्र
బాబిలోన్,"बाबुल, बेबीलोन"
బాబిలోనియన్ బందిఖానా (=బాబిలోనియన్ బందిఖానా),बेबीलोनी बंदीकरण
బచ్చనాల్ భక్తుడు,बाखुसी उपासक
బచ్చనాలియా,मद्यपानोत्सव
బ్రహ్మచారి,युवा योद्धा
బాగ్దాద్ ఒప్పందం,"बगदाद अनुबंध, बगदाद पैक्ट"
బాల్కన్ లీగ్,बाल्कन लीग
బాల్కన్ ఒప్పందం,बाल्कन अनुबंध
బాల్కన్ యుద్ధాలు,बाल्कन युद्ध
బాల్టిక్ ఒప్పందం,बाल्टिक अनुबंध
బందిపోటు,दस्यु
బాండుంగ్ కాన్ఫరెన్స్,बांडुंग सम्मेलन
బహిష్కరణ,"निर्वासन, देश-निकाला"
బ్యానర్,"पताका, ध्वजा"
బార్బేరియన్,बर्बर
బార్బికన్,कोट-घूँघट
బార్డోలీ సత్యాగ్రహం,बारदोली सत्याग्रह
బార్న్ బర్నర్స్,बार्न बर्नस
బారన్,"बैरन, सामंत"
బారోనేజ్,बैरोनेज
బారోన్స్ మేజర్లు,महासामंत
బారోన్స్ మైనర్లు,लघु सामंत
బారోనెస్,सामंत पत्नी
బారోనెట్,उपसामंत
బారోనెటేజ్,उपसामंत वर्ग
బారోనెటేజ్,2. बैरोनेट वंशावली
బారోనెట్సీ,उपसामंत
బారోనీ,बैरोनी
బారకూన్,दास बंदीगृह
బారకూన్,2. दास-गृह
బారికేడ్ (=బారికాడో),अवरोध
బారికేడ్ (=బారికాడో),2. घिराव
బారికేడ్ (=బారికాడో),3. मोचबिंदी
మూల శిబిరం,आधार शिबिर
బసిలికా,वैसिलिका
బసిలికా,2. सभा भवन
బస్తీలా,बैस्टील
బాస్టిల్,बैस्टील
బాస్టిల్,2. कारागार
బ్యాటరీ,तोपखाना
యుద్ధం,"रण, समर, युद्ध"
బాటిల్-అరే,रण-व्यूह
యుద్ధానికి వెళ్ళే సైనికులు చేసే నినాదాలు,युद्ध-घोष
బాటిల్ డిన్,युद्ध कोलाहल
యుద్ధ క్షేత్రం,"रण भूमि, रण क्षेत्र, समरांगण"
యుద్ధ శ్లోకం,युद्ध-गान
స్పర్స్ యుద్ధం,एड़-युद्ध
స్టాండర్డ్ యుద్ధం,ध्वज-संग्राम
యుద్ధనౌక,"रणपोत, जंगी जहाज़, संगरपोत"
యుద్ధనౌక-బలం,"संगरपोत शक्ति, रणपोत-शक्ति"
Bayeux వస్త్రం,बेयू चित्रपट
బెకన్,संकेत प्रकाश
బెకన్ టవర్,प्रकाश स्तंभ
బీవర్,मुखरक्षी
బీవర్,2. बीवर सिक्का
సముద్రపు బిచ్చగాళ్ళు,समुद्री बैगर
బెల్లికోస్,युयुत्यु
బెల్లికోస్,2. लड़ाकू
బెల్లికోస్,3. युद्धप्रिय
బెల్లికోసిటీ,"युयुत्सा, युद्धप्रियता, लड़ाकूपन"
బెలోనా,बेलोना
ప్రయోజనం,"मठवृत्ति, धमवृत्ति, पादरी की वृत्ति"
మతపెద్దల వల్ల ప్రయోజనం,पादरी-सुविधा
బెనెలక్స్,बेनीलक्स
బెర్లిన్ డిక్రీ,"बर्लिन डिकी, बर्लिन निषेध"
బెర్సెర్కర్,"जुझारू योद्धा, नार्सी योद्धा"
బెసెంట్ (=బెజాంట్),बजांत
బేతేలు,बैथेल
గ్రంథకర్త,ग्रंथ-पूजक
గ్రంథారాధన,ग्रंथपूजन
బిగ్ బెర్తా,बिग बर्था
మతోన్మాదుడు,धर्मांध
బిల్లేటింగ్,वासादेश
అటెయిండర్ బిల్లు,बिल ऑफ अटेन्डर
హక్కుల చట్టం,अधिकार-पत्र
జీవిత చరిత్ర రచయిత,"जीवनीकार, चरित लेखक"
జన్మ కథలు,जातक कथाएँ
తాత్కాలిక శిబిరం,पड़ाव
తాత్కాలిక శిబిరం,2. रण-शिविर
తాత్కాలిక శిబిరం,3. सैनिक पहरा
బిజోనియా,बाइज़ोनिया
బ్లాక్ బర్డింగ్,अवैध दास आयात
నల్ల జండా,काला झंडा
కృష్ణ బిలం,काल-कोठरी
కృష్ణ బిలం,2. ब्लैक होल
నల్ల కాలు (=స్కాబ్),"गद्दार, द्रोही"
నల్ల చొక్కా,"ब्लैक शर्ट, काली कुर्ती दल"
బ్లజోన్,कुल चिह्र
బ్లజోన్,2. कुल चिह्र अंकन
బ్లేజోన్రీ,कुल-चिह्रांकन कला
బ్లజోన్రీ,2. कलात्मक प्रदर्शन
బ్లిట్జ్‌క్రీగ్,"तड़ित युद्ध, तूफानी हमला"
రక్తరహిత విప్లవం (=గ్లోరియస్ రివల్యూషన్),"गौरवमय क्रांति, रक्तहीन क्रांति"
బ్లడ్వైట్,"रक्तपात देय, खून की कीमत, रक्तपात दण्ड"
బ్లడీ మేరీ,खूनी मेरी (सन् - ईo)
నీలం,ब्लू
నీలం రక్తం,"आभिजात्य, कुलीनता"
నీలి పుస్తకం,"नीली पुस्तिका, सरकारी रिपोर्ट, ब्लू बुक"
నీలం రంగు రిబ్బన్,"नीला फीता, ब्लू रिबन"
నీలం రంగు రిబ్బన్,2. सर्वोच्च सम्मान
బ్లూస్ (=రాయల్ హార్స్ గార్డ్స్),राजकीय रक्षक
నీలం చొక్కా,नीली कुर्ती दल (इटली)
బ్లూ వాటర్ స్కూల్,नौसेना समर्थक
బోర్డ్ ఆఫ్ కంట్రోల్,"संचालन-मंडल, संचालन-बोर्ड, नियंन्त्रण मंडल"
శరీర కవచం,"वर्म, जिरह-बख्तर"
బోయర్,बूर
దోపిడి,लूट का माल
బరో,बरो
బౌల్యూటేరియన్,सीनेट सदन
బోర్బన్,बूर्बा
బాక్సర్ తిరుగుబాటు,बॉक्सर विद्रोह
బ్రేస్,भुज कवच
బ్రాస్సార్డ్,बाहु पट्टिका
బ్రాస్సార్డ్,"2. भुज बंध, भुज कवच"
బ్రెడ్ కాలనీలు,बहुधान्यक प्रदेश
బ్రెస్ట్ ప్లేట్,"वक्षस्त्राण, उरस्ताण"
రొమ్ము పని,आवक्ष भित्ति
బ్రెట్వాల్డా,"ब्रेटवाल्डा, ब्रिटनों का अधिपति"
బ్రిగాండ్,बटमार
బ్రిగేండేజ్,"बटमारी, लुंठन, राहजनी"
బ్రిటిష్ కామన్వెల్త్ ఆఫ్ నేషన్స్,"ब्रिटिश कॉमनवेल्य, राष्ट्रमंडल"
బ్రౌన్ షర్ట్స్ (=నాజీలు),"ब्राउन शर्ट्स, भूरी कुर्ती दल"
బ్రస్సెల్స్ ట్రీటీ (పాక్ట్) సంస్థ (=వెస్ట్రన్ యూరోపియన్ యూనియన్),ब्रुसेल्स संधि संगठन
యెదురు,महिष चर्म
యెదురు,2. लघु कोट
బఫ్-కోటు,बफ़-कोट
బఫ్స్,बफ़-रेज़िमेंट
బులే (=మండలి),ब्यूल
బర్గేజ్,पट्टेदारी
బర్గెస్,पौर प्रतिनिधि
బైజాంటైన్,बाईजेन्टिनी
బైజాంటైన్ చర్చి,बाइजेन्टिनी गिरजाघर
బైజాంటైన్ సామ్రాజ్యం,बाइजेन्टिनी साम्राज्य; पूर्वी रोम साम्राज्य
బైజాంటైన్ యుగం,बाइजेन्टिनी संवत्
బైజాంటైన్ చరిత్రకారులు,बाइजेन्टिनी इतिहासकार
కాబాల్,"काबेल, षडयंत्रकारियों का गुट"
సీజరిజం,सीज़रतंत्र
ఖలీఫ్,खलीफ़ा
కాలిగ్రాఫర్,"खुशनवीस, सुलेखक"
కాలిగ్రాఫిస్ట్,सुलेख-विशारद
కాలిగ్రఫీ,सुलेख
కాల్ట్రాప్,कैल्ट्रॉप
సాహచర్యం,सौहार्द
కమరిల్లా,लघु कक्ष
కమరిల్లా,2. षाड्यंत्रिक
కామెలాకమ్,(पोप का) मुकुट
మభ్యపెట్టడం,"छद्मावरण, छद्म गोपन"
ప్రచారం,अभियान
క్యాంపు అనుచరుడు,लश्करी; शिविरानुचर
కాంపో శాంటో,गिरजा क़ब्रिस्तान
క్యాంపస్ మార్టియస్,कैंपस मारशियस
కనెఫోరా,"कान्फोरा, डलियावाली"
కంగు,कैंग; काष्ठबंध
ఫిరంగి,गोलाबारी
ఫిరంగి మేత,"युद्ध-बलि, तोपचारा"
కానన్,धर्म-सूत्र
కానన్ చట్టం,"चर्च क़ानून, ईसाई धर्म-नियम, धमनियम"
కానోపస్ డిక్రీ,"कैनोपेस आज्ञप्ति, कैनोपस डिक्री"
ఆయుధాలు పట్టుకోవడం,"चिह्रित शस्त्र, चिह्रित आयुध"
బందీ,बंदी
కాప్టర్,बंदीकर्त्ता
కార్డినల్,कार्डिनल
కార్ల్,कार्ल
కరోలింగియన్ రాజవంశం,कैरोलिन्जी राजवंश
కార్తుసియన్ శాఖ,कारथूसी संप्रदाय
కార్టోసా,कारथूसी मठ
కాస్టేలియన్,"किलेदार, कोटपाल"
కాస్టేలియన్,2. केस्टेलन
కుల వ్యవస్థ,वर्ण-व्यवस्था
కోట,() दुर्ग
కోట,(2) गढ़ी
కోట పట్టణం,दुर्ग-नगर
కాస్ట్రా,कैस्ट्रा
కాస్ట్రా,2. रोमन शिविर
కేథడ్రా,पादरी का सिंहासन
కేథడ్రల్,मुख्य गिरजाघर
కాటో స్ట్రీట్ కుట్ర,केटो स्ट्रीट षडयंत्र
కౌడిల్లో,कॉडिलो
కావలీర్,() कैवेलियर
కావలీర్,(2) घुड़सवार
కావలీర్ పార్లమెంట్,कैवेलियर पार्लियामेंट
అదుల్లాం గుహ,"पक्ष-त्यागी गुट, आडुलम गुट"
గుహ పెయింటింగ్,"गुहा-चित्रकारी, गुहा-चित्रण"
గుహ పెయింటింగ్,2. गुहा-चित्र
సెంటంవిర్,सेन्टुमविर
సెంచూరియన్,सेंचुरियन
సెంచరీ,"शताब्दी, सदी, शती"
చైన్ ఆర్మర్ (=చైన్ మెయిల్),"जिरह-बख्तर, श्रृंखला-कवच"
చాంట్రీ,"समर्पित मंदिर, समर्पित पूजागृह"
చాంట్రీ,2. समर्पित धर्मदास
చాప్ పుస్తకం,चैप पुस्तिका
చాప్లిన్,"धर्माधिकारी, चैपलिन"
అధ్యాయం,पादरी मंडल
ప్రమాదాల అధ్యాయం,सांयोगिक दुर्घटनाएँ
ఆరోపణ,कीतिंचिह्र
ఛార్జ్ డి&#39;ఎఫైర్స్,"कार्यदूत, दूत-कार्यकारी"
ఛార్జ్ విడిపోవడం,विदाई परामर्श
ఛార్జర్,युद्धाश्व
రథము,विजय रथ
రథసారధి,रथारोही
రథసారధి,2. रथी
రథసారధి,3. सारथी
ఛారిటీ వంటగది,"अन्नसत्र, लंगर"
చార్టర్,"अधिकार-पत्र, चार्टर"
చార్టిస్ట్ ఉద్యమం (=చార్టిజం),चार्टिस्ट आंदोलन
చార్టోఫిలాసియం,"अभिलेख-कक्ष, अभिलेख-प्रकोष्ठ"
చాటౌ,"सामंत गढ़ी, शातो"
చెక్ పోస్ట్,पड़ताल चौकी
రసాయన యుద్ధం,रासायनिक युद्ध
చెస్టర్,दुर्ग-नगर
చీఫ్,सरदार
అధిపతి,सरदार
అధిపతి,2. सामंत
అధిపతి,3. राजा
షిఫాన్,"जालांशुक, जालीदार कपड़ा, शिफान"
శూరత్వం,शौर्य
ఎంచుకున్న వ్యక్తులు,यहूदी लोग
క్రిస్మోగ్రఫీ,दिव्यवाणी कक्ष प्रवचन कक्ष
క్రైస్తవమత సామ్రాజ్యం,ईसाई जगत
క్రైస్తవ యుగం,ईसवी काल
క్రిస్టియన్ సోషలిజం,ईसाई समाजवाद
క్రానికల్,इतिवृत्त
క్రానికల్,इतिवृत्तकार
Chryse Chersonese,स्वर्ण-भूमि
సిమిలియం,रत्न-कक्ष
సింక్వెసెంటో స్టైల్,सोलहवीं शती की शैली
ప్రదక్షిణ,परिनौचालन
సిస్టెర్సియన్ సన్యాసి,सिस्तर्शी साधु
కోట,"दुर्ग, गढ़ी"
అనులేఖనం,() प्रशस्ति
అనులేఖనం,(2) उपस्थिति सूचना
శాసన ఉల్లంఘన,सविनय अवज्ञा (आन्दोलन)
పౌర యుద్ధం,गृह-युद्ध
సివిస్ రోమనస్,रोमन नागरिक
సాంప్రదాయ వయస్సు,"कलासिकी युग, श्रेण्य युग"
క్లెఫ్ట్ (=క్లెఫ్ట్),बटमार
మతాధికారం,"पादरीवाद, पुरोहितवाद"
క్లర్చ్,"भूग्राही, क्लेरुक"
క్లినియాక్ ఉద్యమం,क्लूनी आंदोलन
కోటు కవచం,"कवच, जिरह-बख्तर"
కోట్ ఆఫ్ ఆర్మ్స్,कुलांक
కోట్ ఆఫ్ ఆర్మ్స్,2. आयुधांक
కోట్ ఆఫ్ ఆర్మ్స్,3. अस्त्र-ध्वजादि-चित्रण
కోట్ ఆఫ్ మెయిల్,"कवच, जिरह-बख्तर, अंगत्राण"
కోహోర్ట్,कोहॉर्ट
కమిటియా,कोमिशिया
కమిటియా సెంచురియాటా,कोमिशिया सेंतुरियाता
కమిటియా క్యూరియాటా,कोमिशिया क्यूरिआता
కమిటియా ట్రిబ్యూటా,कोमिशिया ट्रिब्यूता
స్మారక వంపు,स्मारक तोरण
స్మారక నాణెం,स्मारक सिक्का
స్మారక ముద్ర,स्मारक मुहर
సాధారణ క్షేత్రం,सार्वजनिक भूमि
కమ్యూనార్డ్,कम्यूनार्ड
కాంకోర్డాట్,समझौता
కాంకోర్డాట్,2. धर्म-संधि
కండోటియర్,कंदोत्यर
నిర్ధారణ కార్టరమ్,"अधिकार-पत्र की पुष्टि, चार्टर-पुष्टि"
సంఘర్షణ,संघर्ष
సభ,धर्म-संगति
రాష్ట్రాన్ని జయించడం,विजेता राज्य
విజేత,विजेता
విజేత,"वर्षक वीर, अत्याचारी विजेता"
కన్సిలియం,राजपरिषद्
క్రమబద్ధమైన,"चर्च न्यायालय, काँसिस्टरी"
కుట్ర,षड़यन्त्र
కుట్ర,2. साजिश
కాన్సులేట్,कांसुली शासन
సలహా పుస్తకం,परामर्श-पुस्तिका
ఖండాంతర వ్యవస్థ,महाद्वीपीय व्यवस्था
కన్వెన్షన్ పార్లమెంట్,अनधिकृत आहूत पार्लियामेंट
కాపర్ హెడ్స్ (=శాంతి ప్రజాస్వామ్యవాదులు),कापरहेड्स
కాపీహోల్డ్,"पट्ट-भूमि, पट्टे पर मिली भूमि"
కార్డనింగ్,परिसीमन; घेरा डालना
కరోనా,"मुकुट, किरीट"
పట్టాభిషేకం,राज्याभिषेक
పట్టాభిషేక రాయి,"अभिषेकाश्म, अभिषेक-शिला"
కార్పస్,(ग्रंथ) संग्रह
కోర్సెయిర్,"जलदस्यु, समुद्री डाकू"
కోర్సెయిర్,2. दस्यु पोत
కార్సెట్ (=కోర్సెలెట్),"उरस्त्राण, वक्षस्त्राण"
కోర్టెస్,"कार्टिज़, स्पेनी संसद"
కోటార్ (=కోటియర్),कुटी घर
కోటార్ (=కోటియర్),2. खिदमती काश्तकार
కౌంట్ పాలటినేట్,काउन्ट पैलेटीनेट
పూరిల్లు,ग्राम्य आवास
కౌంటీ,काउन्टी
కౌంటీ బరో,काउन्टी बरो
కౌంటీ కోర్టులు,काउन्टी न्यायालय
కౌంటీ పాలటైన్,काउन्टी रियासत
కోర్టు,दरबार
కోర్టు,2. राजसभा
కోర్టు సర్క్యులర్,राजपरिपत्र
కోర్టు మర్యాదలు,"दरबारी शिष्टाचार, दरबारी अदब, दरबारी क़ायदा"
సభికుడు,"राजदरबारी, राजसभासद, मुसाहिब"
కోర్ట్ ఆఫ్ కాసేషన్,कोर्ट ऑफ कैसेशन
కోర్ట్ ఆఫ్ డైరెక్టర్స్ (EIC),"(ईस्ट इंडिया कंपनी का) निदेशक मंडल, कोर्ट ऑफ डायरेक्टर्स"
యాజమాన్యాల న్యాయస్థానం,"(ईस्ट इंडिया कंपनी का) स्वामी मंडल, कोर्ट ऑफ प्रोप्राइटर्स"
ఆస్థాన కవి,राजकवि
ఒప్పందం చేసుకున్న కామెరోనియన్లు,प्रसंविदाकारी केमेरोनपंथी
కిరీటం,"राजा, क्राउन"
కిరీటం,2. (क) ताज
కిరీటం,(ख) मुकुट
కిరీటం భూమి,"खालसा, राजभूमि"
కిరీటం భూమి,2. संघ राज्य
క్రౌన్ ప్రిన్స్,युवराज
క్రూసేడ్,"धर्मयुद्ध, जिहाद"
క్రూసేడర్,धर्म-योद्धा
క్రిప్టోగ్రామ్,"गुप्त लेख, छद्म लेख, गुप्त संदेश, कूट लेख, कूट संदेश, छद्म संदेश"
క్యూరాస్,"वक्षस्त्राण, जिरहबख़्तर"
క్యూరాసియర్,"चर्म कवचधारी, अश्वारोही"
కల్ట్ దేవత,संप्रदाय देवता
క్యూరియా,"क्यूरिया, सभा-भवन, परिषद"
క్యూరియా,2. रोम का सीनेट भवन
జారిజం,जारशाही
చీకటి ఖండం,अंध महाद्वीप
తీర్పు రోజు,प्रलय-दिवस
తీర్పు రోజు,2. क़यामत का दिन
డీన్,"डीन, अधिष्ठाता"
దశాబ్దం,जशक
డెనారియస్,दीनार
పదవీచ్యుతుడైన చక్రవర్తి,सिंहासनच्युत राजा
పాడుచేయు,विलुंठन
చెడిపోవడం,"अपहरण, लूट-खसोट"
సింహాసనాన్ని తొలగించు,गद्दी से उतारना
డయాడెమ్,राजमुकुट
డయాడెమ్,2. किरीट
డయాడెమ్,3. राजचिह्र
డయాసియా,डायेसिया
డికాస్టీరియం,न्यायालय
డైలువియలిస్ట్,जलप्रलयवादी
డియోసెస్,बिशप-क्षेत्र
డియోసెస్,2. डायोसीज़
డైరెక్టరీ (=డైరెక్టరీ),क्रांतिकारी कार्यकारिणी
డైరెక్టరీ (=డైరెక్టరీ),2. दायरोक्तायर
దిర్హమ్,दिरहम
నమ్మకద్రోహం,निष्ठाहीन
నమ్మకద్రోహం,2. देशद्रोही
లోపము యొక్క సిద్ధాంతము,"राज्य-अपहरण नीति, राज्यलय-नीति"
పత్రం,"प्रलेख, दस्तावेज़"
డాక్యుమెంటరీ సాక్ష్యం,"दस्तावेज़ी साक्ष्य, प्रलेखी साक्ष्य"
డోమ్స్‌డే బుక్,"अंतिम निर्णय पुस्तक, क़यामत के दिन की पुस्तक"
కాన్స్టాంటైన్ విరాళం,कॉन्सटेन्टाइन का दान
డూమ్,"विधि, क़ानून"
వరవరపు రాణి,राजमाता
డ్రాగన్,"ड्रेगून, घुड़सवार"
డ్రోమెడిరియన్,साँडनी सवार
డ్రోమెడరీ,"साँडनी, मादा ऊँट"
డ్రోమండ్,महा नौका
ద్వంద్వ,द्वंद्व युद्ध
ద్వంద్వ కూటమి,"डुअल अलाएँस, दोहरी संधि"
ద్వంద్వ ఉద్దేశం,ड्यूल आँताँत
ద్వంద్వ వ్యవస్థ (=ద్వంద్వ ప్రభుత్వం),"दोहरा शासन, दुहरी सरकार, द्वैध शासन"
డ్యూక్,ड्यूक
డూమా,ड्यूमा
వామన అవతారం,वामन अवतार
రాజవంశం,वंश
రాజవంశం,2. राजवंश
డేగ,गरूड़
పెద్ద మనిషి,एल्डरमेन
ఎర్ల్,अर्ल
ఎర్ల్డమ్,"अर्लपद, अर्लक्षेत्र"
తొలి గుప్తులు,"पूर्व गुप्त वंश, पूर्व गुप्त वंशीय राजा"
ప్రారంభ (చారిత్రక) సైట్లు,पूर्वकालीन (ऐतिहासिक) स्थल
ప్రారంభ వేద కాలం,पूर्व वैदिक काल
ఎక్లేసియా,नागरिक सभा
పునరుద్ధరణ శాసనం,"प्रत्यास्थापन धर्मादेश, प्रत्यास्थापनराजादेश, एडिक्ट ऑफ रेस्टिट्यूशन"
ఎనిమిది రెట్లు మార్గం,अष्टांगिक मार्ग
పెద్దలు,"चर्च अधिकारी, गिरजाधिकारी, प्रेसबीटर"
పెద్ద రాజనీతిజ్ఞుడు (=జెన్రో),वयोवृद्ध राजविद्
ఏనుగు మేడ,अंकुश
పదకొండు సంవత్సరాల నిరంకుశత్వం,"ग्यारह वर्ष का आतंक राज्य, एकादश वर्षीय आतंक राज्य"
ఎలిసే (=ఎలీసీ),एलीजे
ఎన్‌క్లోజర్ ఉద్యమం,बाड़ाबंदी आंदोलन
ఎన్సైక్లికల్,पोप-परिपत्र
ఎన్సైక్లోపెడిస్ట్ ఉద్యమం,विश्वकोशकार आंदोलन
ఎంటెంటే,"आंतांत, सौहार्द"
ఎంటెంటే కార్డియాల్,"दृढ़ सौहार्द, आंतांत कार्दिआल"
సింహాసనం,राज्यारोहण
పరివారం,"परिचारक गण, परिचर"
ఎఫోడ్,"वस्त्र, परिधान"
ఎఫోర్,"दंडाधीश, एफोर"
పురాణ యుగం,वीरयुग
పురాణ వీరుడు,महाकाव्य-नायक
ఎపిగ్రాఫ్,पुरालेख
ఎపిస్కోపసీ,बिशपतंत्र
ఎపిస్కోపేట్,विशप-पीठ
