English,Malayalam
applied statistics,പ്രയോഗിച്ച സ്ഥിതിവിവരക്കണക്കുകൾ
approximately,ഏകദേശം
approximately continuous function,ഏകദേശം തുടർച്ചയായ പ്രവർത്തനം
approximate method,ഏകദേശ രീതി
approximate solution,ഏകദേശ പരിഹാരം
approximation problem,ഏകദേശ പ്രശ്നം
approximation property,ഏകദേശ സ്വത്ത്
aptitude test battery,ആപ്റ്റിറ്റ്യൂഡ് ടെസ്റ്റ് ബാറ്ററി
Argand diagram,അർഗൻഡ് ഡയഗ്രം
arbitrarily chosen,ഏകപക്ഷീയമായി തിരഞ്ഞെടുത്തു
arbitrary,ഏകപക്ഷീയമായ
arbitrary constant,ഏകപക്ഷീയമായ സ്ഥിരാങ്കം
arbitrary element,ഏകപക്ഷീയമായ ഘടകം
arbitrary point,ഏകപക്ഷീയമായ പോയിന്റ്
Archemedean law,ആർക്കെമീഡിയൻ നിയമം
Archimedes principle,ആർക്കിമിഡീസ് തത്വം
arc length,ആർക്ക് നീളം
arc of circle,വൃത്താകൃതിയിലുള്ള കമാനം
arc sine distribution,ആർക്ക് സൈൻ വിതരണം
arc sine transformation,ആർക്ക് സൈൻ പരിവർത്തനം
area,പ്രദേശം
areal texture,ഏരിയൽ ടെക്സ്ചർ
argument of complex number,സങ്കീർണ്ണ സംഖ്യയുടെ വാദം
arithmetic mean,ഗണിത അർത്ഥം
arithmetic operation,ഗണിത പ്രവർത്തനം
arithmetic unit,ഗണിത യൂണിറ്റ്
arrangement,ക്രമീകരണം
array,അറേ
artificial satellite,കൃത്രിമ ഉപഗ്രഹം
artificial variable,കൃത്രിമ വേരിയബിൾ
ascend,കയറുക
ascending,ആരോഹണം
ascending order of magnitude,മാഗ്നിറ്റ്യൂഡിന്റെ ആരോഹണ ക്രമം
ascending series,ആരോഹണ പരമ്പര
assembler language,അസംബ്ലർ ഭാഷ
assignment problem,അസൈൻമെന്റ് പ്രശ്നം
associative law,സഹകാരി നിയമം
associative law of operators,ഓപ്പറേറ്റർമാരുടെ അനുബന്ധ നിയമം
associative operation,അനുബന്ധ പ്രവർത്തനം
associativity,സഹവാസം
assumed mean,അർത്ഥമാക്കുന്നത്
assumed probability distribution,പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ അനുമാനിച്ചു
assumption,അനുമാനം
astrology,ജ്യോതിഷം
astronautical engineer,ബഹിരാകാശ എഞ്ചിനീയർ
astronomer,ജ്യോതിശാസ്ത്രജ്ഞൻ
astronomical clock,ജ്യോതിശാസ്ത്ര ഘടികാരം
astronomy,ജ്യോതിശാസ്ത്രം
asymmetrical curve,അസമമായ വക്രം
asymmetry,അസമമിതി
asymptote,ലക്ഷണം
asymptotic,അസിംപ്റ്റോട്ടിക്
asymptotically efficient estimator,അസിംപ്റ്റിക്കലി കാര്യക്ഷമമായ എസ്റ്റിമേറ്റർ
asymptotically unbiased estimator,അസ്‌മിപ്റ്റിക്കലി പക്ഷപാതമില്ലാത്ത എസ്റ്റിമേറ്റർ
asymptotic behavior,അസിംപ്റ്റോട്ടിക് സ്വഭാവം
asymptotic distribution function,അസിംപ്റ്റോട്ടിക് ഡിസ്ട്രിബ്യൂഷൻ ഫംഗ്ഷൻ
asymptotic expansion,അസിംപ്റ്റോട്ടിക് വികാസം
atmospheric pressure,അന്തരീക്ഷമർദ്ദം
at random,മാറി മാറി
attribute,ആട്രിബ്യൂട്ട്
attributes sampling procedure,ആട്രിബ്യൂട്ടുകൾ സാമ്പിൾ നടപടിക്രമം
augmented matrix,വർദ്ധിപ്പിച്ച മാട്രിക്സ്
autocorrelation coefficient,ഓട്ടോകോറിലേഷൻ കോഫിഫിഷ്യന്റ്
autocorrelation function,ഓട്ടോകോറിലേഷൻ ഫംഗ്ഷൻ
autocovariance,ഓട്ടോകോവേരിയൻസ്
automatic computer,ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടർ
autoregression,സ്വയം റിഗ്രഷൻ
auxiliary equation,സഹായ സമവാക്യം
average sample number curve (A.S.N. Curve),ശരാശരി സാമ്പിൾ നമ്പർ വക്രം (ASN കർവ്)
axiom,സിദ്ധാന്തം
axiomatic approach,അച്ചുതണ്ട് സമീപനം
axiom of probability,സംഭാവ്യതയുടെ സിദ്ധാന്തം
axis,അച്ചുതണ്ട്
axis of abscissa,അബ്സിസ്സയുടെ അച്ചുതണ്ട്
axis of earth,ഭൂമിയുടെ അച്ചുതണ്ട്
axis of revolution,വിപ്ലവത്തിന്റെ അച്ചുതണ്ട്
axis of rotation,ഭ്രമണത്തിന്റെ അച്ചുതണ്ട്
axis of spin,സ്പിന്നിന്റെ അച്ചുതണ്ട്
back-substitution,തിരികെ-പകരം
backward difference,പിന്നാക്ക വ്യത്യാസം
backward-interpolation formula,ബാക്ക്വാർഡ്-ഇന്റർപോളേഷൻ ഫോർമുല
balance,ബാലൻസ്
balanced design,സമതുലിതമായ ഡിസൈൻ
balance sheet,ബാലൻസ് ഷീറ്റ്
ballistic missile,ബാലിസ്റ്റിക് മിസൈൽ
ballistics,ബാലിസ്റ്റിക്സ്
bar,ബാർ
base,അടിസ്ഥാനം
base angle,അടിസ്ഥാന കോൺ
base of logarithm,ലോഗരിതം അടിസ്ഥാനം
basic,അടിസ്ഥാന
basic feasible solution,അടിസ്ഥാന പ്രായോഗിക പരിഹാരം
basic solution,അടിസ്ഥാന പരിഹാരം
basic variable,അടിസ്ഥാന വേരിയബിൾ
basis,അടിസ്ഥാനം
basis element,അടിസ്ഥാന ഘടകം
basis matrix,അടിസ്ഥാന മാട്രിക്സ്
basis of a vector space,ഒരു വെക്റ്റർ സ്ഥലത്തിന്റെ അടിസ്ഥാനം
basis of subspace,ഉപസ്ഥലത്തിന്റെ അടിസ്ഥാനം
Bayesian estimate,ബയേസിയൻ എസ്റ്റിമേറ്റ്
Bayes' law,ബയേസിന്റെ നിയമം
Bayes' theorem,ബയേസിന്റെ സിദ്ധാന്തം
Bernoulli distribution,ബെർണൂലി വിതരണം
Bernoulli number,ബെർണൂലി നമ്പർ
Bernoulli probability function,ബെർണൂലി പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ
Bernoulli's equation,ബെർണൂലിയുടെ സമവാക്യം
Berry function,ബെറി പ്രവർത്തനം
best fit,ഏറ്റവും അനുയോജ്യം
best - fit line,ഏറ്റവും അനുയോജ്യമായ ലൈൻ
best solution,മികച്ച പരിഹാരം
best strategies,മികച്ച തന്ത്രങ്ങൾ
beta distribution,ബീറ്റ വിതരണം
bias,പക്ഷപാതം
biased estimate,പക്ഷപാതപരമായ കണക്ക്
biharmonic equation,ബൈഹാർമോണിക് സമവാക്യം
bijection,ബിജക്ഷൻ
bijective map,ബിജക്റ്റീവ് മാപ്പ്
bijective mapping,ബിജക്റ്റീവ് മാപ്പിംഗ്
bilinear form,ബിലീനിയർ രൂപം
bilinear function,ബിലീനിയർ ഫംഗ്ഷൻ
bilinear Hermitian form,ബിലീനിയർ ഹെർമിഷ്യൻ രൂപം
binary,ബൈനറി
binary code,ബൈനറി കോഡ്
binary coded decimal,ബൈനറി കോഡ് ചെയ്ത ദശാംശം
binary coding,ബൈനറി കോഡിംഗ്
binary computer,ബൈനറി കമ്പ്യൂട്ടർ
binary digit,ബൈനറി അക്കം
binary operation,ബൈനറി പ്രവർത്തനം
binary system,ബൈനറി സിസ്റ്റം
binary variable,ബൈനറി വേരിയബിൾ
binomial coefficient,ദ്വിപദ ഗുണകം
binomial distribution,ദ്വിപദ വിതരണം
binomial equation,ദ്വിപദ സമവാക്യം
binomial expansion,ദ്വിപദ വിപുലീകരണം
binomial expression,ദ്വിപദ പദപ്രയോഗം
binomial random variable,ബൈനോമിയൽ റാൻഡം വേരിയബിൾ
binomial theorem,ദ്വിപദ സിദ്ധാന്തം
bisection,വിഭജനം
bisection method,വിഭജന രീതി
bisector,ദ്വിഭാഗം
biserial,ബൈസീരിയൽ
bit,ബിറ്റ്
bivariate binomial distribution,ദ്വിപദ ദ്വിപദ വിതരണം
bivariate correlation coefficient,ദ്വിവസ്ത്ര പരസ്പര ബന്ധ ഗുണകം
bivariate distribution,ദ്വിവിധ വിതരണം
bivariate normal distribution,ദ്വിവത്കൃത സാധാരണ വിതരണം
bivector,ബിവെക്ടർ
Boltzmann equation,ബോൾട്ട്സ്മാൻ സമവാക്യം
Boolean algebra,ബൂളിയൻ ബീജഗണിതം
Bose - Einstein statistics,ബോസ് - ഐൻസ്റ്റീൻ സ്ഥിതിവിവരക്കണക്കുകൾ
boundary condition,അതിർത്തി അവസ്ഥ
boundary layer,അതിർത്തി പാളി
boundary line,അതിർത്തി രേഖ
boundary value,അതിർത്തി മൂല്യം
boundary value problem,അതിർത്തി മൂല്യ പ്രശ്നം
bounded function,പരിമിതമായ പ്രവർത്തനം
bounded matrix,ബൗണ്ടഡ് മാട്രിക്സ്
bounded region,അതിർത്തി പ്രദേശം
bounded set,ബൗണ്ടഡ് സെറ്റ്
Brownian motion,ബ്രൗൺ ചലനം
calculate,കണക്കാക്കുക
calculating,കണക്കുകൂട്ടുന്നു
calculating machine,കണക്കുകൂട്ടൽ യന്ത്രം
calculation,കണക്കുകൂട്ടല്
calculational procedure,കണക്കുകൂട്ടൽ നടപടിക്രമം
calculator,കാൽക്കുലേറ്റർ
calculus,കാൽക്കുലസ്
calculus of variation,വ്യതിയാനത്തിന്റെ കണക്കുകൂട്ടൽ
calorie,കലോറി
cancellation law,റദ്ദാക്കൽ നിയമം
canonical equation,കാനോനിക്കൽ സമവാക്യം
canonical form,കാനോനിക്കൽ രൂപം
canonical matrix,കാനോനിക്കൽ മാട്രിക്സ്
Cantor set,കാന്റർ സെറ്റ്
Cantor's ternary set,കാന്ററിന്റെ ത്രിതല സെറ്റ്
capacitated transportation problem,ശേഷിയുള്ള ഗതാഗത പ്രശ്നം
capacity,ശേഷി
capillary force,കാപ്പിലറി ബലം
cardinal number,കാർഡിനൽ നമ്പർ
Cartesian axes,കാർട്ടീഷ്യൻ അക്ഷങ്ങൾ
Cartesian coordinates,കാർട്ടീഷ്യൻ കോർഡിനേറ്റുകൾ
Cartesian product,കാർട്ടീഷ്യൻ ഉൽപ്പന്നം
Cartesian product of sets,സെറ്റുകളുടെ കാർട്ടീഷ്യൻ ഉൽപ്പന്നം
case study,കേസ് പഠനം
catastrophic fluctuation,വിനാശകരമായ ഏറ്റക്കുറച്ചിലുകൾ
Catenary,കാറ്റനറി
Cauchy distribution,കോച്ചി വിതരണം
Cauchy formula,കൗച്ചി ഫോർമുല
Cauchy Goursat theorem,Cauchy Goursat സിദ്ധാന്തം
Cauchy Riemann conditions,കൗച്ചി റീമാൻ വ്യവസ്ഥകൾ
Cauchy sequence,Cauchy ക്രമം
Cauchy integral,കൗച്ചി ഇന്റഗ്രൽ
Cauchy principal value,Cauchy പ്രധാന മൂല്യം
Cauchy residue theorem,കൗച്ചി അവശിഷ്ട സിദ്ധാന്തം
Cayley Hamilton theorem,കെയ്‌ലി ഹാമിൽട്ടൺ സിദ്ധാന്തം
celestial body,ആകാശ ശരീരം
celestial measurement,ആകാശത്തിന്റെ അളവ്
celestial mechanics,ആകാശ മെക്കാനിക്സ്
celestial object,ആകാശ വസ്തു
cell frequency,സെൽ ആവൃത്തി
census,കാനേഷുമാരി
centile,സെന്റൽ
centimeter,സെന്റീമീറ്റർ
centimeter gram second system,സെന്റീമീറ്റർ ഗ്രാം സെക്കന്റ് സിസ്റ്റം
central,കേന്ദ്ര
central axis,കേന്ദ്ര അക്ഷം
central difference,കേന്ദ്ര വ്യത്യാസം
central difference formula,കേന്ദ്ര വ്യത്യാസ ഫോർമുല
central difference table,കേന്ദ്ര വ്യത്യാസ പട്ടിക
central limit theorem,കേന്ദ്ര പരിധി സിദ്ധാന്തം
central moment,കേന്ദ്ര നിമിഷം
central processing unit (C.P.U),സെൻട്രൽ പ്രോസസ്സിംഗ് യൂണിറ്റ് (സിപിയു)
central tendency,കേന്ദ്ര പ്രവണത
centre,കേന്ദ്രം
centre of gravity,ഗുരുത്വാകർഷണ കേന്ദ്രം
centre of group,ഗ്രൂപ്പിന്റെ കേന്ദ്രം
centre of mass,പിണ്ഡത്തിന്റെ കേന്ദ്രം
centre of symmetry,സമമിതിയുടെ കേന്ദ്രം
centrifugal force,അപകേന്ദ്ര ബലം
centripetal force,അപകേന്ദ്രബലം
centroid,കേന്ദ്രീകൃത
certainty,ഉറപ്പ്
c.g.s. system,cgs സിസ്റ്റം
c.g.s. unit,cgs യൂണിറ്റ്
chain rule of differentiation,വ്യത്യാസത്തിന്റെ ശൃംഖല
chance causes,സാധ്യത കാരണങ്ങൾ
chance moves,അവസര നീക്കങ്ങൾ
change of axes,അച്ചുതണ്ടുകളുടെ മാറ്റം
change of basis,അടിസ്ഥാന മാറ്റം
change of order,ക്രമം മാറ്റം
characteristic coefficient,സ്വഭാവ ഗുണകം
determinant,ഡിറ്റർമിനന്റ്
characteristic equation,സ്വഭാവ സമവാക്യം
characteristic function,സ്വഭാവ സവിശേഷത
characteristic of logarithm,ലോഗരിതത്തിന്റെ സ്വഭാവം
characteristic polynomial,സ്വഭാവ ബഹുപദം
characteristic value,സ്വഭാവ മൂല്യം
characteristic vector,സ്വഭാവ വെക്റ്റർ
character set,പ്രതീക സെറ്റ്
chart,ചാർട്ട്
chi-square distribution,ചി-സ്ക്വയർ വിതരണം
chi-square formula,ചി-സ്ക്വയർ ഫോർമുല
chi-square test,ചി-സ്ക്വയർ ടെസ്റ്റ്
chord,കോർഡ്
chord-bisection method,chord-bisection രീതി
cipher message (=coded message),സൈഫർ സന്ദേശം (=കോഡ് ചെയ്ത സന്ദേശം)
cipher (zero),സൈഫർ (പൂജ്യം)
circle,വൃത്തം
circle of convergence,ഒത്തുചേരൽ വൃത്തം
circuit matrix,സർക്യൂട്ട് മാട്രിക്സ്
circular,വൃത്താകൃതിയിലുള്ള
circular asymptote,വൃത്താകൃതിയിലുള്ള ലക്ഷണം
circular helix,വൃത്താകൃതിയിലുള്ള ഹെലിക്സ്
circular motion,വൃത്താകൃതിയിലുള്ള ചലനം
circumcentre,ചുറ്റളവ്
circumcircle,വൃത്താകൃതി
circumscribe,ചുറ്റുക
circumscribed,പരിമിതപ്പെടുത്തിയിരിക്കുന്നു
circumscribed circle,ചുറ്റപ്പെട്ട വൃത്തം
classical deductive technique,ക്ലാസിക്കൽ ഡിഡക്റ്റീവ് ടെക്നിക്
classical dynamics,ക്ലാസിക്കൽ ഡൈനാമിക്സ്
classical optimization,ക്ലാസിക്കൽ ഒപ്റ്റിമൈസേഷൻ
classical ruin problem,ക്ലാസിക്കൽ നാശത്തിന്റെ പ്രശ്നം
classical statistical mechanics,ക്ലാസിക്കൽ സ്റ്റാറ്റിസ്റ്റിക്കൽ മെക്കാനിക്സ്
classification of errors,പിശകുകളുടെ വർഗ്ഗീകരണം
class interval,ക്ലാസ് ഇടവേള
class-interval unit,ക്ലാസ്-ഇന്റർവെൽ യൂണിറ്റ്
class limit,ക്ലാസ് പരിധി
clockwise,ഘടികാരദിശയിൽ
clopen (= closed and open),ക്ലോപ്പൻ (= അടച്ചതും തുറന്നതും)
closed,അടച്ചു
closed convex hull,അടഞ്ഞ കോൺവെക്സ് ഹൾ
closed cube,അടച്ച ക്യൂബ്
closed curve,അടഞ്ഞ വക്രം
closed domain,അടച്ച ഡൊമെയ്ൻ
closed figure,അടഞ്ഞ രൂപം
closed interval,അടച്ച ഇടവേള
closed region,അടച്ച പ്രദേശം
closed set,അടച്ച സെറ്റ്
closed surface,അടഞ്ഞ പ്രതലം
closure,അടച്ചുപൂട്ടൽ
closure operator,ക്ലോഷർ ഓപ്പറേറ്റർ
closure point (= contact point),ക്ലോഷർ പോയിന്റ് (= കോൺടാക്റ്റ് പോയിന്റ്)
closure postulate,അടച്ചുപൂട്ടൽ പോസ്റ്റുലേറ്റ്
closure set,അടച്ചുപൂട്ടൽ സെറ്റ്
cluster point,ക്ലസ്റ്റർ പോയിന്റ്
cluster sampling,ക്ലസ്റ്റർ സാമ്പിൾ
cluster set,ക്ലസ്റ്റർ സെറ്റ്
coaxial circles,ഏകപക്ഷീയ വൃത്തങ്ങൾ
coaxial parabolas,ഏകപക്ഷീയമായ പരാബോളകൾ
coaxial planes,ഏകപക്ഷീയമായ വിമാനങ്ങൾ
coaxial triangles,ഏകപക്ഷീയ ത്രികോണങ്ങൾ
Cobb - Douglas function,കോബ് - ഡഗ്ലസ് ഫംഗ്ഷൻ
coding,കോഡിംഗ്
coding of data,ഡാറ്റയുടെ കോഡിംഗ്
co-domain,സഹ-ഡൊമെയ്ൻ
coefficient matrix,കോഫിഫിഷ്യന്റ് മാട്രിക്സ്
coefficient of correlation,പരസ്പര ബന്ധത്തിന്റെ ഗുണകം
coefficient of determination,നിർണ്ണയത്തിന്റെ ഗുണകം
coefficient of elasticity,ഇലാസ്തികതയുടെ ഗുണകം
coefficient of expansion,വികാസത്തിന്റെ ഗുണകം
coefficient of friction,ഘർഷണത്തിന്റെ ഗുണകം
coefficient of linear expansion,രേഖീയ വികാസത്തിന്റെ ഗുണകം
coefficient of regression,റിഗ്രഷൻ ഗുണകം
coefficient of surface tension,ഉപരിതല പിരിമുറുക്കത്തിന്റെ ഗുണകം
coefficient of variation,ഗുണനഘടകം
cofactor,സഹഘടകം
coin throw (coin toss),കോയിൻ ത്രോ (കോയിൻ ടോസ്)
collection of sample,സാമ്പിൾ ശേഖരണം
collinear,കോളിനിയർ
collinearity,കോളിനിയറിറ്റി
column,കോളം
column equivalence,നിര തുല്യത
column equivalent,നിര തത്തുല്യം
column equivalent matrix,നിര തുല്യമായ മാട്രിക്സ്
column matrix,കോളം മാട്രിക്സ്
column rank,നിര റാങ്ക്
column reduced echolon matrix,കോളം കുറച്ച echolon മാട്രിക്സ്
column vector,നിര വെക്റ്റർ
columnwise,നിരയായി
combined equation,സംയുക്ത സമവാക്യം
common angle,പൊതുവായ കോൺ
common axis,പൊതു അക്ഷം
common base,പൊതുവായ അടിസ്ഥാനം
common denominator,പൊതു വിഭജനം
common difference,പൊതുവായ വ്യത്യാസം
common factor,പൊതു ഘടകം
common logarithm,പൊതുവായ ലോഗരിതം
common multiple,പൊതുവായ ഗുണിതം
common ratio,പൊതു അനുപാതം
common section,പൊതു വിഭാഗം
common side,പൊതുവായ വശം
common tangent,പൊതുവായ ടാൻജെന്റ്
common term,പൊതുവായ പദം
commutative law,കമ്മ്യൂട്ടേറ്റീവ് നിയമം
commutative property,കമ്മ്യൂട്ടേറ്റീവ് പ്രോപ്പർട്ടി
commutative rule,കമ്മ്യൂട്ടേറ്റീവ് റൂൾ
commutative law of addition,കൂട്ടിച്ചേർക്കലിന്റെ കമ്മ്യൂട്ടേറ്റീവ് നിയമം
commutative law of multiplication,ഗുണനത്തിന്റെ കമ്മ്യൂട്ടേറ്റീവ് നിയമം
commutative operation,കമ്മ്യൂട്ടേറ്റീവ് ഓപ്പറേഷൻ
commutator group,കമ്മ്യൂട്ടേറ്റർ ഗ്രൂപ്പ്
commuting of matrices,മെട്രിക്സുകളുടെ കമ്മ്യൂട്ടിംഗ്
compact set,കോംപാക്റ്റ് സെറ്റ്
comparability,താരതമ്യത
comparision of means,മാർഗങ്ങളുടെ താരതമ്യം
comparision of percentage,ശതമാനത്തിന്റെ താരതമ്യം
comparision test,താരതമ്യ പരിശോധന
compatibility equation,അനുയോജ്യത സമവാക്യം
competitive game,മത്സര ഗെയിം
competitive situation,മത്സര സാഹചര്യം
competitive strategy,മത്സര തന്ത്രം
compiler,കമ്പൈലർ
complementary,പരസ്പരപൂരകമായ
complementary angle,പൂരക കോൺ
complementary event पूरक घटना,പൂരക സംഭവം
complementary factor,പൂരക ഘടകം
complementary function,പൂരക പ്രവർത്തനം
complementary half space,കോംപ്ലിമെന്ററി ഹാഫ് സ്പേസ്
complementary interval,പൂരക ഇടവേള
complementary set,കോംപ്ലിമെന്ററി സെറ്റ്
complementation,പൂർത്തീകരണം
complement of a set,ഒരു സെറ്റിന്റെ പൂരകം
complete census,സമ്പൂർണ്ണ സെൻസസ്
complete correlation matrix,സമ്പൂർണ്ണ കോറിലേഷൻ മാട്രിക്സ്
complete metric space,പൂർണ്ണ മെട്രിക് സ്പേസ്
complete orthonormal set,പൂർണ്ണമായ ഓർത്തോനോർമൽ സെറ്റ്
complete quadrangle,സമ്പൂർണ്ണ ചതുർഭുജം
complete quotient,സമ്പൂർണ്ണ ഘടകം
complete set,മുഴുവൻ സെറ്റ്
complete solution,പൂർണ്ണമായ പരിഹാരം
completely randomised design,പൂർണ്ണമായും ക്രമരഹിതമായ ഡിസൈൻ
complex argument,സങ്കീർണ്ണമായ വാദം
complex conjugate,സങ്കീർണ്ണമായ സംയോജനം
complex differentiation,സങ്കീർണ്ണമായ വ്യത്യാസം
complex function,സങ്കീർണ്ണമായ പ്രവർത്തനം
complex integration,സങ്കീർണ്ണമായ ഏകീകരണം
complex matrices,സങ്കീർണ്ണമായ മെട്രിക്സ്
complex number,സങ്കീർണ്ണ സംഖ്യ
complex number field,സങ്കീർണ്ണ സംഖ്യ ഫീൽഡ്
complex orthogonal matrix,സങ്കീർണ്ണമായ ഓർത്തോഗണൽ മാട്രിക്സ്
complex plane,സങ്കീർണ്ണമായ വിമാനം
