Punjabi,Marathi
ਅਸਲ ਵਿਗਿਆਨ,वास्तविक विज्ञान
ਤੀਬਰ ਕੋਣ ਵਾਲਾ ਤਿਕੋਣ,तीव्र कोन त्रिकोण
acyclic,अॅसायक्लिक
ਸ਼ਾਮਲ ਕਰੋ,जोडा
ਜੋੜਨ ਵਾਲਾ,जोडणारा
ਇਸ ਤੋਂ ਇਲਾਵਾ,या व्यतिरिक्त
ਜੋੜ ਫਾਰਮੂਲਾ,जोड सूत्र
ਗੁੰਝਲਦਾਰ ਸੰਖਿਆਵਾਂ ਦਾ ਜੋੜ,जटिल संख्यांची बेरीज
ਫੰਕਸ਼ਨਾਂ ਦਾ ਜੋੜ,कार्ये जोडणे
ਮੈਟ੍ਰਿਕਸ ਦੇ ਜੋੜ,मॅट्रिक्स जोडणे
ਬਹੁਪਦ ਦਾ ਜੋੜ,बहुपदी जोडणे
ਸੰਭਾਵਨਾਵਾਂ ਦਾ ਜੋੜ,संभाव्यता जोडणे
ਵੈਕਟਰ ਦਾ ਜੋੜ,वेक्टर जोडणे
ਵਾਧੂ ਪ੍ਰਮੇਯ,अतिरिक्त प्रमेय
additive ਗਰੁੱਪ,मिश्रित गट
additive ਉਲਟ,additive inverse
additive ਸੰਪਤੀ,अतिरिक्त गुणधर्म
additivity,जोड
ਆਸਪਾਸ ਮੈਟ੍ਰਿਕਸ,संलग्नता मॅट्रिक्स
ਨੇੜੇ,समीप
ਨੇੜੇ ਦੇ ਕੋਣ,समीप कोन
ਨੇੜੇ ਦਾ ਸਿਰਾ,समीप शिरोबिंदू
ਨਾਲ ਜੁੜੋ,संलग्न
ਨਾਲ ਲੱਗਦੇ,शेजारील
ਸੰਜੋਗ ਨਿਰਧਾਰਕ,संलग्न निर्धारक
ਸੰਜੋਗ ਵਿਭਿੰਨ ਸਮੀਕਰਨ,संलग्न विभेदक समीकरण
ਸੰਜੋਗ ਸਮੀਕਰਨ,संलग्न समीकरण
ਸੰਜੋਗ ਮੈਟ੍ਰਿਕਸ,संलग्न मॅट्रिक्स
ਮੈਟ੍ਰਿਕਸ ਦਾ ਜੋੜ,मॅट्रिक्सचा संलग्न
ਨਿਰਣਾਇਕ ਮੈਟ੍ਰਿਕਸ,मॅट्रिक्स समायोजित करा
ਸਵੀਕਾਰਯੋਗ ਫੈਸਲੇ ਫੰਕਸ਼ਨ,स्वीकार्य निर्णय कार्य
ਮੰਨਣਯੋਗ ਪਰਿਕਲਪਨਾ,स्वीकार्य गृहीतक
ਐਰੋਡਾਇਨਾਮਿਕ ਫੋਰਸ,वायुगतिकीय शक्ती
ਐਰੋਡਾਇਨਾਮਿਕਸ,वायुगतिकी
affine ਜਿਓਮੈਟਰੀ,affine भूमिती
affine ਮੈਪਿੰਗ,affine मॅपिंग
affine ਪਰਿਵਰਤਨ,affine परिवर्तन
ਵੇਰੀਏਬਲ ਇਕੱਠੇ ਕਰਨਾ,एकत्रित व्हेरिएबल्स
ਅਲਜਬਰਾ,बीजगणित
ਬੀਜਗਣਿਤ ਬੰਦ,बीजगणितानुसार बंद
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,बीजगणितीय समीकरण
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,बीजगणितीय अभिव्यक्ती
ਬੀਜਗਣਿਤ ਰੂਪ,बीजगणितीय फॉर्म
ਬੀਜਗਣਿਤ ਫੰਕਸ਼ਨ,बीजगणितीय कार्य
ਬੀਜਗਣਿਤ ਜਿਓਮੈਟਰੀ,बीजगणितीय भूमिती
ਬੀਜਗਣਿਤ ਗੁਣਾ,बीजगणितीय गुणाकार
ਬੀਜਗਣਿਤ ਪ੍ਰਣਾਲੀ,बीजगणित प्रणाली
ਸਾਰੇ ਪੂਰਨ ਅੰਕ ਸਮੱਸਿਆ,सर्व-पूर्णांक समस्या
ਵੰਡ ਸਮੱਸਿਆ,वाटप समस्या
ਵਰਣਮਾਲਾ ਸੰਕੇਤ,वर्णक्रमानुसार नोटेशन
ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ,वर्णमाला वर्ण
ਵਿਕਲਪਕ ਕੋਣ,पर्यायी कोन
ਬਦਲਵੇਂ ਰੂਪ,पर्यायी फॉर्म
ਬਦਲਵੇਂ ਸਮੂਹ,पर्यायी गट
ਬਦਲਵੀਂ ਮੈਟਰਿਕਸ,पर्यायी मॅट्रिक्स
ਬਦਲਵੀਂ ਲੜੀ,पर्यायी मालिका
ਵਿਕਲਪਕ ਅਨੁਮਾਨ,पर्यायी गृहीतक
ਵਿਕਲਪਕ ਅਨੁਕੂਲਤਾ,पर्यायी ऑप्टिमा
ਵਿਕਲਪਕ ਨਤੀਜਾ,पर्यायी परिणाम
ਐਨਾਲਾਗ-ਟੂ-ਡਿਜੀਟਲ ਕਨਵਰਟਰ,अॅनालॉग-टू-डिजिटल कनवर्टर
ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ,अॅनालॉग संगणक
ਵਿਸ਼ਲੇਸ਼ਣ,विश्लेषण
ਸਹਿਪ੍ਰਸਤੀ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,सहप्रसरणाचे विश्लेषण
ਗਣਨਾ ਡੇਟਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,गणना डेटाचे विश्लेषण
ਵਿਭਿੰਨਤਾ ਦਾ ਵਿਸ਼ਲੇਸ਼ਣ,भिन्नतेचे विश्लेषण
ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਜਿਓਮੈਟਰੀ,विश्लेषणात्मक भूमिती
ਵਿਸ਼ਲੇਸ਼ਣ ਫੰਕਸ਼ਨ,विश्लेषणात्मक कार्य
ਕੋਣ,कोन
ਸੰਪਰਕ ਦਾ ਕੋਣ,संपर्क कोन
ਭਟਕਣ ਦਾ ਕੋਣ,विक्षेपण कोन
ਡਿਪਰੈਸ਼ਨ ਦਾ ਕੋਣ,उदासीनता कोन
ਭਟਕਣ ਦਾ ਕੋਣ,विचलन कोन
ਵਿਭਿੰਨਤਾ ਦਾ ਕੋਣ,विवर्तन कोन
ਉਚਾਈ ਦਾ ਕੋਣ,उंचीचा कोन
ਘਟਨਾ ਦਾ ਕੋਣ,घटनेचा कोन
ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਕੋਣ,प्रक्षेपण कोन
ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ,परावर्तन कोन
ਅਪਵਰਤਨ ਦਾ ਕੋਣ,अपवर्तन कोन
ਰੋਟੇਸ਼ਨ ਦਾ ਕੋਣ,रोटेशनचा कोन
ਕੁੱਲ ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ,एकूण परावर्तनाचा कोन
ਕੋਣੀ ਪ੍ਰਵੇਗ,कोनीय प्रवेग
ਕੋਣੀ ਗਤੀ,कोणीय गती
ਕੋਣੀ ਗਤੀ,कोनीय गती
ਕੋਣੀ ਵੇਗ,कोनीय गती
ਐਨੁਲਸ,वलय
ਜਵਾਬ,उत्तर
ਵਿਰੋਧੀ ਡੈਰੀਵੇਟਿਵ,विरोधी व्युत्पन्न
ਵਿਰੋਧੀ ਸਮਰੂਪ ਫੰਕਸ਼ਨ,विषमताविरोधी कार्य
ਲਾਗੂ ਹੈ,लागू
ਐਪਲੀਕੇਸ਼ਨ,अर्ज
ਲਾਗੂ ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,लागू डायनॅमिक प्रोग्रामिंग
ਲਾਗੂ ਕੀਤੀ ਜਿਓਮੈਟਰੀ,लागू भूमिती
ਲਾਗੂ ਗਣਿਤ,लागू गणित
ਲਾਗੂ ਅੰਕੜੇ,लागू आकडेवारी
ਲਗਭਗ,अंदाजे
ਲਗਭਗ ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ,अंदाजे सतत कार्य
ਅੰਦਾਜ਼ਨ ਢੰਗ,अंदाजे पद्धत
ਅੰਦਾਜ਼ਨ ਹੱਲ,अंदाजे उपाय
ਲਗਭਗ ਸਮੱਸਿਆ,अंदाजे समस्या
ਲਗਭਗ ਸੰਪਤੀ,अंदाजे मालमत्ता
ਯੋਗਤਾ ਟੈਸਟ ਬੈਟਰੀ,योग्यता चाचणी बॅटरी
Argand ਚਿੱਤਰ,आर्गंड आकृती
ਆਪਹੁਦਰੇ ਢੰਗ ਨਾਲ ਚੁਣਿਆ ਗਿਆ ਹੈ,अनियंत्रितपणे निवडले
ਮਨਮਾਨੀ,अनियंत्रित
ਆਪਹੁਦਰੇ ਸਥਿਰ,अनियंत्रित स्थिरांक
ਆਪਹੁਦਰੇ ਤੱਤ,अनियंत्रित घटक
ਮਨਮਾਨੀ ਬਿੰਦੂ,अनियंत्रित बिंदू
ਆਰਕੀਮੀਡੀਅਨ ਕਾਨੂੰਨ,आर्किमेडियन कायदा
ਆਰਕੀਮੀਡੀਜ਼ ਸਿਧਾਂਤ,आर्किमिडीज तत्त्व
ਚਾਪ ਦੀ ਲੰਬਾਈ,चाप लांबी
ਚੱਕਰ ਦਾ ਚਾਪ,वर्तुळाचा चाप
ਚਾਪ ਸਾਇਨ ਵੰਡ,आर्क साइन वितरण
ਚਾਪ ਸਾਇਨ ਪਰਿਵਰਤਨ,चाप साइन परिवर्तन
ਖੇਤਰ,क्षेत्र
ਖੇਤਰੀ ਬਣਤਰ,क्षेत्रीय पोत
ਕੰਪਲੈਕਸ ਨੰਬਰ ਦੀ ਦਲੀਲ,जटिल संख्येचा युक्तिवाद
ਗਣਿਤ ਦਾ ਮਤਲਬ,अंकगणित सरासरी
ਗਣਿਤ ਦੀ ਕਾਰਵਾਈ,अंकगणित ऑपरेशन
ਗਣਿਤ ਦੀ ਇਕਾਈ,अंकगणित एकक
ਪ੍ਰਬੰਧ,व्यवस्था
ਐਰੇ,रचना
ਨਕਲੀ ਸੈਟੇਲਾਈਟ,कृत्रिम उपग्रह
ਨਕਲੀ ਵੇਰੀਏਬਲ,कृत्रिम व्हेरिएबल
ਚੜ੍ਹਨਾ,चढणे
ਵੱਧਦੇ ਹੋਏ,चढत्या
ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ,परिमाणाचा चढता क्रम
ਚੜ੍ਹਦੀ ਲੜੀ,चढत्या मालिका
ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ,असेंबलर भाषा
ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ,असाइनमेंट समस्या
ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ,सहयोगी कायदा
ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਕਾਨੂੰਨ,ऑपरेटर्सचा सहयोगी कायदा
ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ,सहयोगी ऑपरेशन
ਸੰਗਤ,सहवास
ਮਤਲਬ ਮੰਨਿਆ,सरासरी गृहीत धरले
ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ,गृहीत संभाव्यता वितरण
ਧਾਰਨਾ,गृहीतक
ਜੋਤਿਸ਼,ज्योतिष
ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ,अंतराळवीर अभियंता
ਖਗੋਲ ਵਿਗਿਆਨੀ,खगोलशास्त्रज्ञ
ਖਗੋਲੀ ਘੜੀ,खगोलशास्त्रीय घड्याळ
ਖਗੋਲ ਵਿਗਿਆਨ,खगोलशास्त्र
ਅਸਮਿਤ ਵਕਰ,असममित वक्र
ਅਸਮਿਤੀ,विषमता
asymptote,लक्षणे
asymptotic,लक्षणे नसलेला
asymptotically ਕੁਸ਼ਲ ਅਨੁਮਾਨਕ,असिम्प्टोटिकली कार्यक्षम अंदाजकर्ता
asymptotically ਨਿਰਪੱਖ ਅਨੁਮਾਨਕ,asymptotically निष्पक्ष अंदाजकर्ता
asymptotic ਵਿਵਹਾਰ,लक्षणे नसलेले वर्तन
asymptotic ਵੰਡ ਫੰਕਸ਼ਨ,एसिम्प्टोटिक वितरण कार्य
asymptotic ਵਿਸਥਾਰ,एसिम्प्टोटिक विस्तार
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,वातावरणाचा दाब
ਬੇਤਰਤੀਬੇ &#39;ਤੇ,यादृच्छिकपणे
ਵਿਸ਼ੇਸ਼ਤਾ,विशेषता
ਗੁਣ ਨਮੂਨਾ ਪ੍ਰਕਿਰਿਆ,गुणधर्म नमुना प्रक्रिया
ਵਧੀ ਹੋਈ ਮੈਟਰਿਕਸ,संवर्धित मॅट्रिक्स
ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ,स्वयंसंबंध गुणांक
ਸਵੈ-ਸਬੰਧੀ ਫੰਕਸ਼ਨ,स्वयंसंबंध कार्य
autocovariance,autocovariance
ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ,स्वयंचलित संगणक
ਆਟੋਰਿਗਰੇਸ਼ਨ,ऑटोरिग्रेशन
ਸਹਾਇਕ ਸਮੀਕਰਨ,सहाय्यक समीकरण
ਔਸਤ ਨਮੂਨਾ ਨੰਬਰ ਵਕਰ (ASN ਕਰਵ),सरासरी नमुना क्रमांक वक्र (ASN वक्र)
axiom,स्वयंसिद्ध
ਸਵੈ-ਜੀਵਨੀ ਪਹੁੰਚ,स्वयंसिद्ध दृष्टीकोन
ਸੰਭਾਵਨਾ ਦਾ axiom,संभाव्यतेचे स्वयंसिद्ध
ਧੁਰਾ,अक्ष
abscissa ਦਾ ਧੁਰਾ,abscissa चा अक्ष
ਧਰਤੀ ਦੀ ਧੁਰੀ,पृथ्वीचा अक्ष
ਇਨਕਲਾਬ ਦੀ ਧੁਰੀ,क्रांतीची अक्ष
ਰੋਟੇਸ਼ਨ ਦਾ ਧੁਰਾ,रोटेशनचा अक्ष
ਸਪਿਨ ਦਾ ਧੁਰਾ,फिरकीचा अक्ष
ਵਾਪਸ-ਸਥਾਪਨਾ,परत प्रतिस्थापन
ਪਿਛਲਾ ਫਰਕ,मागास फरक
ਬੈਕਵਰਡ-ਇੰਟਰਪੋਲੇਸ਼ਨ ਫਾਰਮੂਲਾ,बॅकवर्ड-इंटरपोलेशन सूत्र
ਸੰਤੁਲਨ,शिल्लक
ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ,संतुलित डिझाइन
ਸੰਤੁਲਨ ਸ਼ੀਟ,ताळेबंद
ਬੈਲਿਸਟਿਕ ਮਿਜ਼ਾਈਲ,बॅलिस्टिक क्षेपणास्त्र
ਬੈਲਿਸਟਿਕਸ,बॅलिस्टिक्स
ਪੱਟੀ,बार
ਅਧਾਰ,पाया
ਅਧਾਰ ਕੋਣ,बेस कोन
ਲਘੂਗਣਕ ਦਾ ਅਧਾਰ,लॉगरिदमचा आधार
ਬੁਨਿਆਦੀ,मूलभूत
ਬੁਨਿਆਦੀ ਸੰਭਵ ਹੱਲ,मूलभूत व्यवहार्य उपाय
ਬੁਨਿਆਦੀ ਹੱਲ,मूलभूत उपाय
ਬੁਨਿਆਦੀ ਵੇਰੀਏਬਲ,मूलभूत चल
ਆਧਾਰ,आधार
ਆਧਾਰ ਤੱਤ,आधार घटक
ਆਧਾਰ ਮੈਟਰਿਕਸ,आधार मॅट्रिक्स
ਇੱਕ ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ,वेक्टर स्पेसचा आधार
ਸਬਸਪੇਸ ਦਾ ਆਧਾਰ,सबस्पेसचा आधार
ਬੇਸੀਅਨ ਅੰਦਾਜ਼ਾ,बायसियन अंदाज
ਬੇਸ ਦਾ ਕਾਨੂੰਨ,बायसचा कायदा
ਬੇਅਸ ਦਾ ਸਿਧਾਂਤ,बायसचे प्रमेय
ਬਰਨੌਲੀ ਵੰਡ,बर्नौली वितरण
ਬਰਨੌਲੀ ਨੰਬਰ,बर्नौली क्रमांक
ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ,बर्नौली संभाव्यता कार्य
ਬਰਨੌਲੀ ਦਾ ਸਮੀਕਰਨ,बर्नौलीचे समीकरण
ਬੇਰੀ ਫੰਕਸ਼ਨ,बेरी फंक्शन
ਵਧੀਆ ਫਿੱਟ,सर्वोत्तम फिट
ਵਧੀਆ - ਫਿੱਟ ਲਾਈਨ,सर्वोत्तम - फिट लाइन
ਵਧੀਆ ਹੱਲ,सर्वोत्तम उपाय
ਵਧੀਆ ਰਣਨੀਤੀਆਂ,सर्वोत्तम धोरणे
ਬੀਟਾ ਵੰਡ,बीटा वितरण
ਪੱਖਪਾਤ,पक्षपात
ਪੱਖਪਾਤੀ ਅਨੁਮਾਨ,पक्षपाती अंदाज
biharmonic ਸਮੀਕਰਨ,बिहारमोनिक समीकरण
ਦੋਭਾਗ,द्विभाजन
ਦੋ-ਪੱਖੀ ਨਕਸ਼ਾ,द्विभाषिक नकाशा
ਦੋ-ਪੱਖੀ ਮੈਪਿੰਗ,द्विजात्मक मॅपिंग
ਦੋ-ਲੀਨੀਅਰ ਫਾਰਮ,द्विरेखीय फॉर्म
ਦੋ-ਲੀਨੀਅਰ ਫੰਕਸ਼ਨ,द्विरेखीय कार्य
ਦੋ-ਲੀਨੀਅਰ ਹਰਮੀਟੀਅਨ ਰੂਪ,द्विरेखीय हर्मिटियन फॉर्म
ਬਾਈਨਰੀ,बायनरी
ਬਾਈਨਰੀ ਕੋਡ,बायनरी कोड
ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ,बायनरी कोडेड दशांश
ਬਾਈਨਰੀ ਕੋਡਿੰਗ,बायनरी कोडिंग
ਬਾਈਨਰੀ ਕੰਪਿਊਟਰ,बायनरी संगणक
ਬਾਈਨਰੀ ਅੰਕ,बायनरी अंक
ਬਾਈਨਰੀ ਕਾਰਵਾਈ,बायनरी ऑपरेशन
ਬਾਈਨਰੀ ਸਿਸਟਮ,बायनरी प्रणाली
ਬਾਈਨਰੀ ਵੇਰੀਏਬਲ,बायनरी व्हेरिएबल
ਬਾਇਨੋਮੀਅਲ ਗੁਣਾਂਕ,द्विपदी गुणांक
ਬਾਇਨੋਮੀਅਲ ਵੰਡ,द्विपदी वितरण
ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ,द्विपद समीकरण
ਬਾਇਨੋਮੀਅਲ ਵਿਸਤਾਰ,द्विपदी विस्तार
ਦੋਨੋਮੀ ਸਮੀਕਰਨ,द्विपदी अभिव्यक्ती
ਬਾਇਨੋਮੀਅਲ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,द्विपदी यादृच्छिक चल
ਬਾਇਨੋਮੀਅਲ ਥਿਊਰਮ,द्विपद प्रमेय
ਦੋਭਾਗ,दुभाजक
ਦੋਭਾਗ ਵਿਧੀ,दुभाजक पद्धत
ਬਾਈਸੈਕਟਰ,दुभाजक
biserial,द्विसेरियल
ਬਿੱਟ,बिट
bivariate binomial distribution,द्विपदी द्विपद वितरण
ਬਾਇਵਾਰੀਏਟ ਸਹਿ-ਸਬੰਧ ਗੁਣਾਂਕ,द्विवैरिएट सहसंबंध गुणांक
ਦੋ-ਪੱਖੀ ਵੰਡ,द्विभिन्न वितरण
ਬਾਇਵਰੀਏਟ ਸਧਾਰਣ ਵੰਡ,द्विवैरिएट सामान्य वितरण
bivector,bivector
ਬੋਲਟਜ਼ਮੈਨ ਸਮੀਕਰਨ,बोल्ट्झमन समीकरण
ਬੂਲੀਅਨ ਅਲਜਬਰਾ,बुलियन बीजगणित
ਬੋਸ - ਆਈਨਸਟਾਈਨ ਦੇ ਅੰਕੜੇ,बोस - आईन्स्टाईन आकडेवारी
ਸੀਮਾ ਸਥਿਤੀ,सीमा स्थिती
ਸੀਮਾ ਪਰਤ,सीमा स्तर
ਸੀਮਾ ਰੇਖਾ,सीमारेषा
ਸੀਮਾ ਮੁੱਲ,सीमा मूल्य
ਸੀਮਾ ਮੁੱਲ ਸਮੱਸਿਆ,सीमा मूल्य समस्या
ਸੀਮਾਬੱਧ ਫੰਕਸ਼ਨ,बंधनकारक कार्य
ਸੀਮਾਬੱਧ ਮੈਟ੍ਰਿਕਸ,सीमाबद्ध मॅट्रिक्स
ਸੀਮਾਬੱਧ ਖੇਤਰ,सीमाबद्ध प्रदेश
ਸੀਮਾਬੱਧ ਸੈੱਟ,बांधलेला संच
ਬ੍ਰਾਊਨੀਅਨ ਮੋਸ਼ਨ,ब्राउनियन गती
ਗਣਨਾ ਕਰੋ,गणना करा
ਗਣਨਾ,गणना करत आहे
ਗਣਨਾ ਮਸ਼ੀਨ,गणना मशीन
ਗਣਨਾ,गणना
ਗਣਨਾ ਵਿਧੀ,गणना प्रक्रिया
ਕੈਲਕੁਲੇਟਰ,कॅल्क्युलेटर
ਕੈਲਕੂਲਸ,कॅल्क्युलस
ਪਰਿਵਰਤਨ ਦਾ ਕੈਲਕੂਲਸ,भिन्नतेची गणना
ਕੈਲੋਰੀ,कॅलरी
ਰੱਦ ਕਰਨ ਦਾ ਕਾਨੂੰਨ,रद्द करण्याचा कायदा
ਕੈਨੋਨੀਕਲ ਸਮੀਕਰਨ,प्रामाणिक समीकरण
ਕੈਨੋਨੀਕਲ ਰੂਪ,प्रामाणिक स्वरूप
ਕੈਨੋਨੀਕਲ ਮੈਟ੍ਰਿਕਸ,कॅनोनिकल मॅट्रिक्स
ਕੈਂਟਰ ਸੈੱਟ,कॅंटर सेट
ਕੈਂਟਰ ਦਾ ਟਰਨਰੀ ਸੈੱਟ,कॅंटरचा तिरंगी संच
ਸਮਰੱਥਾ ਵਾਲੀ ਆਵਾਜਾਈ ਦੀ ਸਮੱਸਿਆ,सक्षम वाहतूक समस्या
ਸਮਰੱਥਾ,क्षमता
ਕੇਸ਼ਿਕਾ ਬਲ,केशिका शक्ती
ਮੁੱਖ ਨੰਬਰ,मुख्य क्रमांक
ਕਾਰਟੇਸੀਅਨ ਧੁਰੇ,कार्टेशियन अक्ष
ਕਾਰਟੇਸੀਅਨ ਕੋਆਰਡੀਨੇਟਸ,कार्टेशियन समन्वय
ਕਾਰਟੇਸੀਅਨ ਉਤਪਾਦ,कार्टेशियन उत्पादन
ਸੈੱਟਾਂ ਦਾ ਕਾਰਟੇਸ਼ੀਅਨ ਉਤਪਾਦ,संचांचे कार्टेशियन उत्पादन
ਮਾਮਲੇ &#39;ਦਾ ਅਧਿਐਨ,केस स्टडी
ਘਾਤਕ ਉਤਰਾਅ-ਚੜ੍ਹਾਅ,आपत्तीजनक चढउतार
ਕੈਟੇਨਰੀ,कॅटेनरी
ਕੌਚੀ ਵੰਡ,कॉची वितरण
ਕੌਚੀ ਫਾਰਮੂਲਾ,कॉची सूत्र
ਕੌਚੀ ਗੌਰਸਤ ਪ੍ਰਮੇਯ,कैची गौरसाट प्रमेय
ਕਾਚੀ ਰੀਮੈਨ ਦੀਆਂ ਸਥਿਤੀਆਂ,Cauchy Riemann अटी
ਕਾਚੀ ਕ੍ਰਮ,कॉची क्रम
ਕੌਚੀ ਅਟੁੱਟ,कैची अभिन्न
ਕੌਚੀ ਪ੍ਰਮੁੱਖ ਮੁੱਲ,कॉची मुख्य मूल्य
ਕਾਚੀ ਅਵਸ਼ੇਸ਼ ਪ੍ਰਮੇਯ,कॉची अवशेष प्रमेय
ਕੈਲੀ ਹੈਮਿਲਟਨ ਪ੍ਰਮੇਯ,केली हॅमिल्टन प्रमेय
ਆਕਾਸ਼ੀ ਸਰੀਰ,आकाशीय शरीर
ਆਕਾਸ਼ੀ ਮਾਪ,आकाशीय मापन
ਆਕਾਸ਼ੀ ਮਕੈਨਿਕਸ,खगोलीय यांत्रिकी
ਆਕਾਸ਼ੀ ਵਸਤੂ,खगोलीय वस्तू
ਸੈੱਲ ਬਾਰੰਬਾਰਤਾ,सेल वारंवारता
ਜਨਗਣਨਾ,जनगणना
centile,सेंटाइल
ਸੈਂਟੀਮੀਟਰ,सेंटीमीटर
ਸੈਂਟੀਮੀਟਰ ਗ੍ਰਾਮ ਦੂਜੀ ਪ੍ਰਣਾਲੀ,सेंटीमीटर ग्रॅम दुसरी प्रणाली
ਕੇਂਦਰੀ,मध्यवर्ती
ਕੇਂਦਰੀ ਧੁਰਾ,मध्य अक्ष
ਕੇਂਦਰੀ ਅੰਤਰ,मध्यवर्ती फरक
ਕੇਂਦਰੀ ਅੰਤਰ ਫਾਰਮੂਲਾ,केंद्रीय फरक सूत्र
ਕੇਂਦਰੀ ਅੰਤਰ ਸਾਰਣੀ,मध्यवर्ती फरक सारणी
ਕੇਂਦਰੀ ਸੀਮਾ ਪ੍ਰਮੇਯ,केंद्रीय मर्यादा प्रमेय
ਕੇਂਦਰੀ ਪਲ,मध्यवर्ती क्षण
ਕੇਂਦਰੀ ਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ (CPU),सेंट्रल प्रोसेसिंग युनिट (CPU)
ਕੇਂਦਰੀ ਰੁਝਾਨ,केंद्रीय प्रवृत्ती
ਕੇਂਦਰ,केंद्र
ਗੰਭੀਰਤਾ ਦਾ ਕੇਂਦਰ,गुरुत्वाकर्षण केंद्र
ਸਮੂਹ ਦਾ ਕੇਂਦਰ,गटाचे केंद्र
ਪੁੰਜ ਦਾ ਕੇਂਦਰ,वस्तुमानाचे केंद्र
ਸਮਰੂਪਤਾ ਦਾ ਕੇਂਦਰ,सममितीचे केंद्र
ਸੈਂਟਰਿਫਿਊਗਲ ਫੋਰਸ,केंद्रापसारक शक्ती
centripetal ਫੋਰਸ,केंद्राभिमुख शक्ती
ਸੈਂਟਰੋਇਡ,मध्यवर्ती
ਯਕੀਨਨ,निश्चितता
cgs ਸਿਸਟਮ,cgs प्रणाली
cgs ਯੂਨਿਟ,cgs युनिट
