Marathi,Hindi
कॅलिचे,कालीचे
कॅलिफोर्निया बेअरिंग रेशो,कैलिफोर्निया असर अनुपात
कॅलिपर,केलिपर
कॅलरीमीटर,कैलोरीमीटर
कांबर,न्युब्ज़ता/कैम्बर
कालवा,नहर
छत,कैनॉपी
कॅन्टिलिव्हर फूटिंग,बहुधारन पद
टोपी,टोपी
क्षमता,धारिता
एइल ट्रॅकची क्षमता,रेल पथ क्षमता
कॅप केबल,टोपी कंडरा
केशिका,केशिकत्व
केशिका ब्रेक,केशिका विच्छेद
केशिका प्रवाह,केशिका प्रवाह
केशिका ओलावा किंवा केशिका पाणी,केशिका आर्द्रता या केशिका जल
केशिका छिद्र जागा,केशिका रंध्र अवकाश
केशिका सच्छिद्रता,केशिका रंध्रता
केशिका जागा,केशिका अवकाश
वेग कॅप्चर करा,प्रग्रहण वेग
कार्बोनेशन,कार्बोनेशन
कार्बन ब्लॅक,कार्बन काजल
कास्टबल रेफ्रेक्ट्री,ढलने योग्य उच्च तापसह
कास्ट-इन-प्लेस किंवा कास्ट-इन-सिटू,स्वस्थान ढली
कास्ट-इन-प्लेस मेख,यथास्थान बनाई पाइल
एरंडेल,कैस्टर
कास्ट दगड,ढला पत्थर
उत्प्रेरक,उत्प्रेरक
कॅटेना,मृदा श्रृंखला
मांजरीचा चेहरा,विडाल मुख
मांजरीचे डोके,कैट हैड
कॅशन,धनायन
मांजर चालणे,कैट बॉक
पोकळ्या निर्माण होणे नुकसान,कोटरन क्षति
Celite,सेलाइट
सेल्युलर कंक्रीट,कोशिकीय कंक्रीट
सेल्युलर बांधकाम,कोशिकीय निर्माण
सिमेंट,सीमेंट
"सिमेंट, बिटुमिनस",बिटुमनी सीमेंट
"सिमेंट, उच्च शक्ती",शीघ्र सामर्थ्य सीमेंट
"सिमेंट, हायड्रॉलिक",जलीय सीमेंट
"सिमेंट, कमी उष्णता",न्यून ऊष्मा सीमेंट
"सिमेंट, दगडी बांधकाम",चिनाई सीमेंट
"सिमेंट, नैसर्गिक",प्राकृतिक सीमेंट
"सिमेंट, पोर्टलँड",पोर्टलैंड सीमेंट
"सिमेंट, पोर्टलँड ब्लास्ट फर्नेस स्लॅग",पोर्टलैंड वात्या-भट्टी धातुमल सीमेंट
"सिमेंट, पोर्टलँड पोझोलन",पोर्टलैंड पोजोलॉन सीमेंट
"सिमेंट, स्लॅग",सीमेंट धातुमल
"सिमेंट, सल्फेट प्रतिरोधक",सल्फेट प्रतिरोधी सीमेंट
"सिमेंट, सुपर सल्फेट",सुपरसल्फेटेड सीमेंट
"सिमेंट, पांढरा",श्वेत सीमेंट
सिमेंट-एकूण प्रमाण,सीमेंट मिलावा अनुपात
सिमेंट सामग्री,सीमेंट अंश
सिमेंट जेल,सेमेंट जेल
सिमेंट बंदूक,सीमेंट गन
सिमेंटची भट्टी,सीमेंट भट्टी
सिमेंट पेंट,सीमेंट प्रलेप
सिमेंट प्लास्टर,सीमेंट प्लास्टर
सिमेंट खडक,सीमेंट शैल
सिमेंट स्लरी,सीमेंट घोल
सिमेंट स्टोरेज,सीमेंट भंडारण
सिमेंटेशन प्रक्रिया,सीमेंटीकरण प्रक्रम
केंद्रीकरण,ढूला
सेंटरिंग आणि शटरिंग,ढूला बनाना
केंद्रीय मिश्रित कंक्रीट,केन्द्रीय मिश्रित कंक्रीट
मध्यवर्ती मिक्सर,केन्द्रीय मिश्रक
केंद्रापसारक पंखा,अपकेन्द्री पंखा
खडू,खड़िया
चांफर,शैम्फर
चेंफर पट्टी,निष्कोणन पत्ती
चॅनेल बीम,चैनल धरन
वैशिष्ट्यपूर्ण भार,अभिलाक्षणिक भार
वैशिष्ट्यपूर्ण ताकद,अभिलाक्षणिक सामर्थ्य
चार्ज बंद,शुल्क माफी
चार्ज होत आहे,भरण
तपासत आहे,तरेड़न
रासायनिक बंध,रासायनिक आबंध
चेरनोझेम,चर्नोजेम
चेस्टनट माती,चैस्टनट मृदा
चिमणी गटर,धुआरा पनाली
चिप बोर्ड,अपखण्ड फलक
चिपिंग,छीलना
चिप्स,दाना
चुटे,ढलवा नाली
वर्ग (काँक्रीटचा),श्रेणी (कंक्रीट की)
चिकणमाती,मृत्तिका
चिकणमाती सामग्री,मृत्तिका अंश
मातीचा तवा,मृत्तिका दृढ़ पटल
क्लीनआउट,सफाई द्वार
साफ करा,निर्वात सुधार
क्लीट,गुटका
क्लिंकर,क्लिंकर
क्लिप,क्लिप
गोठणे,स्कंदन
खडबडीत एकूण,स्थूल समुच्चय/मोटा मिलावा
खडबडीत दाणेदार माती,स्थूल कणीय मृदा
कोट,कोट
कोफर धरण,कॉफर बाँध
एकसंधता,ससंजन
कोलायड,कोलाइड
कोलोइडल आर्द्रता समतुल्य गुणोत्तर,कोलाइडी-आर्द्रता तुल्यांक अनुपात
कोलाइडल प्रणाली,कोलाइडी प्रणाली या कोलाइडी सम्मिश्रण
कोल्व्हियल माती,मिश्रोढ़ मृदा
स्तंभ,स्तम्भ/टेक/संपीडांग
कॉम्बेड फिनिश,कंकतित परिष्कृति
एकत्रित पाया,संयुक्त पाद
एकत्रित पाणी,संयुक्त जल
सामान्य खोली,सामान्य कक्ष
पूर्णत्वाचे प्रमाणपत्र,पूर्णावस्था प्रमाण पत्र
घटक चौरस,अंग वर्ग
काँक्रीट,कंक्रीट
काँक्रिशन,कंकड़ स्तरन
एकत्रित दर/सपाट दर,समेकित दर या एक समान दर
दूषित पदार्थ,दूषणकारक
पाककला alcove,खाना रखने स्थान
सामना करणे,मुंडेर/कोपिंग
कॉर्बेल,टोड़ा
कॉर्निस,कॉनिस
कपलर,युग्मक
"युग्मक, दुहेरी",द्वि-युग्मक
"कपलर, पुटलॉग",कड़ी युग्मक
"युग्मक, कुंडा",भ्रामी युग्मक
अभ्यासक्रम,रद्दा
यादृच्छिक भंगार दगडी बांधकाम,बेतरतीब रद्देदार ढोका चिनाई
झाकलेले क्षेत्र,आच्छादित क्षत्र
रांगणे,विसर्पण
रांगणे गुणांक,विसर्पण गुणांक
क्रोटोवाइन,क्रोटोवाइन
कावळा पाय,काक पाद
लहानसा तुकडा रचना,आचूर्ण संरचना
अंकुश,कर्ब
चालू,धारा
वक्र प्रतिकार,वक्र-प्रतिरोध (रेल)
ओलसर पुरावा कोर्स,आर्द्रतारोधी स्तर
पूर्ण होण्याची तारीख,पूर्ण होने की तिथि
मृत भार,अचल भार
मृत पाणी,धीर जल
डेसिबल,डेसीबल
Deflocculation,अनूर्पान
वायुवीजन किंवा हवेच्या जागेचे प्रमाण,वातन कोटि या वायु अवकाश अनुपात
एकत्रीकरणाची पदवी,समुच्चयन कोटि
फैलाव पदवी,प्रकीर्णन कोटि
संपृक्तता पदवी,संतृप्ति कोटि
घनता,घनता (आवासीय)
वाळवंट फुटपाथ,भरू कुट्टिम
वाळवंटी माती,मरू मृदा
तपशील,विस्तृत विवरण
विकास कालावधी,विकास अवधि
डी-क्षितिज,Dसंस्तर/Dहोराइजन
कर्ण बंध,विकर्ण चाल
आकृती,आरेख
डिजिटल डॉक,आंगुलिक गोदी
विभेदक पाणी दर,अन्तरात्मक जल दर
सौम्य वायुवीजन,तनुता संवातन
डिलुव्हियम,पूरोढक
जेवणाची खोली,भोजन कक्ष
दिशा पेग,दिशा निर्धारक खूँटी
फैलाव,प्रकीर्णन
डिस्टेंपर,डिस्टेम्पर
गोदी,गोदी
दार,1. द्वार 2. कपाट
डोर्मर,छत वातायन
डॉर्मर चेक,छत वातायन पृष्ठ
दुहेरी फ्लेमिश बाँड,दोहरी फ्लेमिश चाल
दुहेरी थर,दोहरी परत
डोवेल,गुज्झी
रेखाचित्र बोर्ड,आरेखन पट्ट/ड्राइंग बोर्ड
रेखाचित्र खोली,बैठक
वाहून नेणे,1. प्रक्षेप 2. ड्रिफ्ट 3. गुल्ली
कोरडे बल्ब तापमान,शुष्क बल्ब तापक्रम
कोरडी गोदी,शुष्क गोदी
कोरडे रबर दगडी बांधकाम,शुष्क ढोका चिनाई
डच बाँड,डच चाल
बटू भिंत,बौनी दीवार
निवास एकक,आवासीय यूनिट
इव्ह,ओलती
Eaves गटर,ओलती नाली
आर्थिक व्यवहार्यता,आर्थिक संभाव्यता या आर्थिक औचित्य समर्थन
एक्टोडायनामॉर्फिक माती,एक्टोडाइनेमोर्फिक मृदा
एडी,भँवर
प्रभावी आकार,कण का प्रभावी आमाप
फुलणे,उत्फुल्लन
सांडपाणी,सहायक सरित
उत्थान,उद्विक्षेप
एलिव्हिएशन,अवक्षालन
एल्युव्हियम,अवक्षाल
एंडोडायनामॉर्फिक माती,अंतर्गतिज मृदा
अभियांत्रिकी व्यवहार्यता,इंजीनियरी संभाव्यता
इंग्रजी बंधन,इंग्लिश चाल
इंग्रजी बाग भिंत बंधन,इंग्लिश गार्डन वाल चाल
"EPM (समतुल्य प्रति दशलक्ष),&quot;",ईं.पी.एम. (प्रतिमिलियन तुल्य)
समतुल्य वजन,समतुल्य भार
अर्ग,अर्ग
अदलाबदल करण्यायोग्य,विनिमययोग्य
एक्सचेंज करण्यायोग्य आम्लता,विनिमेय अम्लता
एक्सचेंजेबल सोडियम टक्केवारी (ESP),विनिमेय सोडियम प्रतिशतता
ई.एस.पी.,धनायन विनिमय क्षमता
एक्सचेंज आंबटपणा,विनिमय अम्लता
एक्सचेंज कॉम्प्लेक्स,विनिमय सम्मिश्र
एक्झॉस्ट,निर्वात/रेचन
उघड समाप्त,अनावरित परिष्कृति
डोळा,गवाक्ष
डोळा कपाळ,आई ब्रो
तोंड देत,मोहरा/अग्रभाग
बाँडचा सामना करत आहे,पार्श्व चाल
सुरक्षिततेचा घटक,सुरक्षा गुणांक
पडणे,प्रवणता
फेसिया,मुख पट्टी
फेशिया बोर्ड,मुख पट्टी बोर्ड
दोष,भ्रंश
फील्ड ओलावा,क्षेत्रीय नमी
अंतिम ओलावा समतुल्य,क्षेत्रीय आर्द्रता तुल्यांक
फिलेट (मोर्टारचा),मसाले की चपती/फिलेट
अंतिम,कलश
अंतिम मोजमाप,अंतिम मापन
अंतिम पेमेंटq,अंतिम भुगतान
अंतिम पूर्व ताण,अंतिम पूर्व प्रतिबल
अंतिम ताण,अंतिम तनाव
आर्थिक व्यवहार्यता,वित्तीय संभाव्यता
उत्तम एकूण,महीन समुच्चय/बारीक मिलावा
फुटलेला खडक,विदीर्ण शैल
ध्वजाचा दगड,पटिया पत्थर
फ्लेमिश बाँड,फ्लेमिश चाल
चमकत आहे,फ्लैशिंग/जल रोधी झिल्ली
चमकणारा प्रवाह,सद्योवेगी सरिता
सपाट छप्पर,सपाट छत
फ्लेचे,फलीके
फ्लेमिश गार्डन भिंत बंधन,फ्लेमिश गार्डन वाल चाल
चकमक,चकमक प्रस्तर
चकमक भिंत,फ्लिंट दीवार
फ्लोटिंग मजला,प्लवमान फर्श
फ्लोक्युलेशन,उर्णन
फ्लोक्युलेशन मर्यादा,ऊर्णन सीमा
फ्लोक्युलेशन गुणोत्तर,ऊर्णन अनुपात
फ्लोक्युल्स,ऊर्णिका
मजला,फर्श
मजला सील,फर्शरुद्धक/फर्श सील
प्रवाह,प्रवाह
चढ - उतार,उच्चावचन
फूटिंग,पाद
पाया,नींव
फ्री फॉल बॅरो टॉपिंग मिक्सर,मुक्त प्रपात बैरो उद्वर्ती मिश्रक
फ्री फॉल मिक्सर (ड्रम प्रकार),मुक्त प्रपात मिश्रक (ढोल के आकार का)
मुक्त दगड,मुक्त पत्थर
फ्रेशेट,नदीपूर
घर्षण ढीग,घर्षण पाइल
बेडूक,किश्ती/फॉग
गॅबल,त्रयंकी
गॅबलेट,लघु त्रयंकी
Gambrel छप्पर,गैमबरेल छत
गेज,गेज (रेल पथ)
गेजिंग विभाग,प्रमापन परिच्छेद
गेजिंग स्टेशन,प्रमापन स्थल
सामान्य स्थान योजना,सामान्य अवस्थापन अनुविक्षेप
सामान्य वायुवीजन,सामान्य संवातन
G क्षितीज किंवा gley क्षितीज,संस्तर या ग्ले संस्तर
पर्यंत हिमनदी,हिमगोलाश्म मृत्तिका
Gneiss,नाइस
माल यार्ड,माल यार्ड
ग्रेडियंट प्रतिकार,प्रवणता प्रतिरोध
ग्रॅनाइट,ग्रेनाइट
दाणेदार रचना,दानेदार संरचना
दाणेदार,कणनन
ग्रेन्युल,दाना
गुरुत्वाकर्षण मुक्त पाणी,गृरूत्व जल या मुक्त जल
गुरुत्वाकर्षण यार्ड,मार्शलिंग गुरुत्वीय यार्ड
ग्रेट माती गट,बृहत् मृदा समूह
ग्रिलेज फाउंडेशन,झंझरी/ग्रिलेज नींव
ग्राउंड हँड मोल्डिंग,भूहस्त पथाई
गटबद्ध डॉक,समूहित गोदी
समूह गृहनिर्माण,सामूहिक आवासन
अतिथी खोली,अतिथि कक्ष
गटार,नाली
गटार वाहक,नाली धारक
गटर तपासणी,नाली रोधक
हॅमर ड्रेसिंग,हथौड़ा गढ़ाई
बंदर,पोताश्रय
आश्रयाचे बंदर,आश्रय देने वाले पोताश्रय
कडक पॅन,कठोर तल
शीर्षलेख,तोड़ा/हैडर
हेडर बॉण्ड,तोड़ा/हैडर चाल
हेडर कोर्स,तोड़ा रद्दा
हेड गेटची रचना,मुख फाटक संरचना
कालव्याचे प्रमुख,नहर का शीर्ष
हेड रेग्युलेटर,मुख नियंत्रक
हेरिंग हाडांचे बंधन,लहरिया चाल
हृदयविकार,भरत
भिजण्याची उष्णता,सिक्तन उष्मा
उच्च अॅल्युमिना सिमेंट,अक्षि-एल्यूमिना सीमेन्ट
हिप,पुट्ठा
हिप कॅपिंग,पुट्ठा मुंडेरी
नितंब टोक,कूट सिरा
हुड,छत्रक
हुड मोल्डिंग,गढ़ा छत्रक
हुकचा कायदा,हुक का नियम
हूप लोह,पत्ती लोहा
क्षितिज,संस्तर/होराइजन
आर्द्रीकरण,आद्रीकरण
"आर्द्रता, निरपेक्ष",निरपेक्ष आद्रता
"आर्द्रता, सापेक्ष",आपेक्षिक आद्रता
कुबड्याचे अंगण,हम्प यार्ड
हायड्रोलिक दाब,द्रवचालित दाब
हायड्रेशन,जलयोजन
हायड्रोलिसिस,जल अपघटन
हायड्रोलाइटिक आम्लता,चल अपघटनी अम्लता
हायड्रोमॉर्फिक माती,जलकृत मृदा
हायड्रोफिलिक कोलाइड,जलरागी कोलाइड
हायड्रोफोबिक कोलाइड,जलविरागी कोलाइड
हायड्रोस्टॅटिक दाब प्रमाण,स्थिरद्रवीय दाब अनुपात
हायग्रोस्केप्टिक गुणांक,आद्रताग्रही गुणांक
हायग्रोस्कोपिक ओलावा,आद्रताग्राही नमी
हायड्रोस्कोपीसिटी,आर्द्रताग्राहिता
हायग्रोस्कोपिक ओलावा,आर्द्रताग्राही नमी
हायपरबेरिक चेंबर,हाईपरबैरिक कक्ष
हायपरस्टॅटिक फ्रेम,अपेक्षाधिक ढाँचा
हायपोमीटर,जलक्वथनांकमापी
रोषणाई,प्रदीप्ति
इबिबेशन ओलावा,अंतःशोषणी आर्द्रता
अपरिपक्व माती,अपूर्ण परिणत मृदा
जप्त डॉक,अवरुद्ध गोदी
जमीन महसुलात वाढ,भू आय वृद्धि
स्वतंत्र मचान,स्वतंत्र पाड़
इन्ड्युरेटेड,कठोरीकृत
प्रारंभिक prestress,प्रारम्भिक पूर्व प्रतिबल
सुरुवातीचा ताण,प्रारम्भिक तनाव
अंतर्देशीय जलमार्ग बंदर,अन्तर्देशी जलमार्ग पत्तन
इन्सुलेट बोर्ड,विसंवाहन पट्ट
मध्यवर्ती बंदर,मध्यवर्ती पत्तन
अंतर्गत घर्षण,आन्तरिक धर्षण
इंट्राझोनल माती,अंतः क्षेत्रीय मृदा
आयन,आयन
आयन एक्सचेंज,आयन विनिमय
लोखंडी तवा,लोह स्तर
बागायती जमीन,सिंचित भूमि
सिंचन,सिंचाई
सिंचन उपकर,सिंचाई उपकर
जांब,पाखा
धडपडणे,गुज्झी
जॉगल पिन,संधि पिन
जौल,जूल
जम्पर,जम्पर
किलोग्रॅम,किलोग्राम
किलोग्राम बल,किलोग्राम बल
किलोग्राम फोर्स मीटर,किलोग्राम बल मीटर
किलोवॅट तास,किलोवाट घण्टा
राजा बंद,नर डेली/किंग क्लोजर
स्वयंपाकघर,रसोई
लेस केलेला स्तंभ,लेसित स्तम्भ
मागे पडणे,वेष्ठन
लॅमेला रूट,लमेला छत
पातळ थरांचा बनवलेला प्रवाह,स्तरीय प्रवाह
दिवा भोक,दीपछिद्र
जमीन संवर्धन,भूमि अभिवृद्धि
लँड स्लाइडिंग,भूस्खलन
लॅटराइट,लैटेराइट
लॅटराइट माती,लैटेराइट मृदा या लैटोसॉल
मोठ्या संख्येचा कायदा,बृहत संख्या सिद्धांत
लेआउट योजना,अभिन्यास अनुविक्षप
लेजर,पाड़-बेड़ा
चुना पॅन,चूना तल
लिंटेल,लिंटल
द्रव मर्यादा,द्रव सीमा
थेट भार,चल भार
चिकणमाती,टुमट
स्थानिक एक्झॉस्ट वेंटिलेशन,स्थानीय निर्वात संवातन
लोको यार्ड,लोको यार्ड
लॉस,लोएस
कमी प्लास्टिक मर्यादा,निम्न सुघट्यता सीमा
कमी उष्णता सिमेंट,अल्प ऊष्मा सीमेंट
मशीन मोल्डिंग,यांत्रिक पथाई
मॅक्रोस्ट्रक्चर,स्थूल संरचना
मुख्य हेड रेग्युलेटर,प्रमुख शीर्ष नियंत्रक
मुख्य बंदर,मुख्य पत्तन
मेकअप हवा,पुनःपूर्तिवायु
मॅनसार्ड,मैनसई
मार्शलिंग यार्ड,मार्शलिंग यार्ड
दगडी बांधकाम,चिनाई
परिपक्व तापमान,परिपाक तापक्रम
मेझानाइन मजला,मध्य तल
यांत्रिक विश्लेषण,यांत्रिक विश्लेषण
यांत्रिक वायुवीजन,यांत्रिक संवातन
मेट्रिक प्रणाली,मीटरी पद्धति
मायक्रोस्ट्रक्चर,सूक्ष्म संरचना
मिली समतुल्य,मिली तुल्यांक
मिली समतुल्य प्रति लिटर,मिली तुल्यांक प्रति लीटर
खनिज,खनिज
खनिज माती,खनिज मृदा
किरकोळ बंदर,लघु पत्तन
Mitred बंद,कलमी डेली
मोबाइल माती कोलाइड,जल मृदा कोलाइड
आर्द्रतेचा अंश,आर्द्रतांश
ओलावा ग्रेडियंट,आर्द्रता प्रवणता
मोनोलिथ,मोनोलिथ/एकाश्म
मोनोरेल,मोनोरेल
राष्ट्रीय बंदर परिषद,राष्ट्रीय पोताश्रय परिषद
नैसर्गिक पलंग,प्राकृतिक तल
नैसर्गिक समाप्त,प्राकृतिक परिष्कृति
नैसर्गिक बंदर,प्राकृतिक पोताश्रय
नैसर्गिक वायुवीजन,प्राकृतिक संवातन
नौदल बंदर,जल सेना पोताश्रय
न्यूटन,न्यूटन
एकसमान प्रवाह नसतो,असम प्रवाह
पाण्याचा दर व्यापतो,उपभोक्ता जल दर
तेल रंग,तेल रंगलेप
तेल विहीर सिमेंट,तेल कूप सीमेंट
चॅनेल प्रवाह उघडा,मुक्त पृष्ठ वाहिका प्रवाह
इष्टतम ओलावा,अनुकूलतम आर्द्रता
सेंद्रिय माती,जैव मृदा
अभिमुखता,अभिविन्यास
ऑर्थोगोनल,लाम्बिक
ऑर्टस्टीन,ओर्टस्टीन
बाह्य सिग्नल,बाह्य सिगनल
ऑक्सिडेशन,ऑक्सीकरण
पँट्री,रसोई भण्डार
पॅरापेट,मुंडेेर
पॅरापेट भिंत,मुंडेर दीवार
पालक साहित्य,मूल सामग्री
पेबल कास्ट प्लास्टर,बजरी प्लास्टर
पेडलफर,पेडल्फर
पेडोकल,पेडोकल
पेडोजेनेसिस,मृदा उत्पत्ति
पेडॉलॉजी,मृदा रचना विज्ञान
पेडोस्फियर,मृदा मंडल
पेनेट्रोमीटर,वेधनमापी
पेन्ट छत,छज्जा छत
पेप्टायझिंग एजंट,पाचक कर्मक
विश्लेषण कालावधी,विश्लेषण अवधि
पर्पेंड,खड़ा जोड़
शोषण,आशोषण
घाट,प्रस्तम्भ
पिलास्टर,भित्ति स्तम्भ
खेळपट्टी,ढाल/प्रवणता
खड्डे पडलेले छत,ढालू छत
साधा काँक्रीट,अप्रबलित कंक्रीट
विमान कोन,समतल कोण
साधे अंगण,समतल यार्ड
प्लॅनसोल,प्लानसॉल
प्लास्टिकची सुसंगतता,सुघट्यता संसक्ति
प्लॅस्टिकिटी,पराप्रत्यास्थता
प्लॅस्टिकिटी निर्देशांक,सुघट्यता सूचकांक
प्लॅस्टिकिटी मर्यादा,सुघट्यता सीमा
प्लॅस्टिकिटी श्रेणी,सुघट्यता पिरसर
प्लेट रचना,पटली संरचना
प्लिंथ,कुरसी
नांगरलेली माती,हल मृदा
मनुका दगड,प्लम पत्थर
पॉडझोल,पाडजोल
पॉइंटिंग,टीप
बहुभुज भिंत,बहुकोणी दीवार
छिद्र जागा,रंध्र अवकाश
बंदर,पत्तन
सकारात्मक वायुवीजन,प्रभावी संवातन
प्रेयरी माती,प्रशाद्वल मृदा
सुस्पष्टता,परिशुद्धता
प्राथमिक कण,प्राथमिक कण
प्रिझमॅटिक रचना,प्रिज्मीय संरचना
उत्पादक कार्य,उत्पादक कार्य
प्रकल्पाचे औचित्य,परियोजना औचित्य समर्थन
संरक्षणात्मक कार्य,संरक्षक कार्य
स्यूडो-मायसेलियम,आभासी माइसीलियम
डबके,पडल
पगिंग,रौंदना
प्युमिस,झाँवा
