English,Hindi
Adder subtracter,योजक व्यवकलक
Add file,योजी संचिका
Additional character (= special character),विशिष्ट संप्रतीक
Addition recorder,योग अभिलेख
Addition table,योग सारणी
Additive attribute,योज्य गुण
Add mode,योग विधा
Add operation,योग संक्रिया
Address,पता
Addressability measure,पतायोग्यता माप
Addressable horizontal position,पतायोग्य क्षौतिज स्थिति
Addressable point,पतायोग्य बिन्दु
Addressable position,पतायोग्य स्थिति
Addressable register,पतायोग्य पंजी
Addressable storage,पतायोग्य भंडारण
Addressable vertical position,पतायोग्य ऊर्ध्वाधर स्थिति
Address bus,पता बस
Address code,पता कूट
Address comparator,पता तुलनित्र
Address computation,पता अभिकलन
Address constant,पता अचर
Address conversion,पता रूपांतरण
Address data,पता आँकड़े
Addressed memory,पतायुक्त स्मृति
Address effective,प्रभावी पता
Address field,पता क्षेत्र
Address format,पता संरूप
Address free program,पता निरपेक्ष क्रमादेश
Addressing,पताभिगमन
"Addressing
 Character",पताभिगमन संप्रतीक
Addressing interrupt,पताभिगमन अंतरायन
Addressing loop,पताभिगमन पाश
Addressing virtual memory,पताभिगमन आभासी स्मृति
Address interlacing,पता अंतर्ग्रथन
Addressless instruction format,पतारहित अनुदेश संरुप
Address line,पता लाइन
Address mapping,पता प्रतिचित्रण
Address mark,पता चिह्न
Address modification,पता आपरिवर्तन
Address part,पता भाग
Address pointer,पता संकेतक
Address register,पता पंजी
Address signal,पता संकेत
Address size,पता आमाप
Address space,पता स्थान
Address space identifier,पता स्थान अभिज्ञापक
Address stop,पता विराम
Address trace,पता अनुरेख
Address track,पता मार्ग
Address translation,पता अनुवाद
Address translator,पता अनुवादक
Add-subtract time,संकलन व्यवकलन काल
Add time,संकलन काल
Adjacency,संलग्नता
Adjacency structure,संलग्नता संरचना
Adjacent channel,संलग्न प्रणाल
Adjacent domain,संलग्न प्रांत
Adjacent matrix,सहखंडज मैट्रिक्स
Adjacent node,संलग्न आसंधि
Adjacent subarea,संलग्न उपक्षेत्र
Adjoint (system),संलग्न (तंत्र)
Adjust,समायोजन
Adjustable extent,समायोज्य विस्तार
Adjust text mode,समायोज्य पाठ्यांश विधा
Administrative data processing,प्रशासनिक आँकड़ा संसाधन
Administrative operation,प्रशासनिक प्रचालन
Administrative operator,प्रशासनिक प्रचालक
Administrative operator station,प्रशासनिक प्रचालन केन्द्र
Administrative support system,प्रशासन सहाय तंत्र
Advanced communication service,उन्नत संचार सेवा
Advanced information system,उन्नत सूचना तंत्र
Advanced optical character reader,उन्नत प्रकाशिक संप्रतीक पठित्र
Advanced scientific computer,उन्नत वैज्ञानिक अभिकलित्र
Aerial,एरियल
Aggregate,पुंज
Aggregate expression,पुंज व्यंजक
Aiming circle,संधानित्र
Aiming field (= aiming symbol),संधान प्रतीक
Aiming symbol,संधान प्रतीक
Airborne computer system,वायुवाहित अभिकलित्र तंत्र
Algebraic eigenvalue problem,बीजीय आइगनमान समस्या
"Algebraic
 Integration",बीजीय समाकलन
Algebraic language,"बीजीय भाषा, बीज भाषा"
Algebraic manipulation,बीजीय प्रकलन
Algebraic manipulation language,बीजीय प्रकलन भाषा
Algebraic oriented language,बीजोन्मुखी भाषा
Algebraic shift,बीजीय विस्थापन
Algebraic sign convention,बीजीय चिह्न परिपाटी
Algol,ऐल्गॉल
Algol feature,ऐल्गॉल लक्षण
Algol Programming,ऐल्गॉल क्रमादेशन
Algorithm,"कलन विधि, एल्गोरिथ्म"
Algorithm associative language,कलन विधि साहचर्य भाषा
Algorithm classification,कलन विधि वर्गीकरण
Algorithm complexity,कलन विधि जटिलता
Algorithm computability,कलन विधि अभिकलनीयता
Algorithmic analysis,कलन विधि विश्लेषण
Algorithmic approach,कलनविधीय उपगमन
Algorithmic language,कलनविधीय भाषा
Algorithmic routine,कलनविधीय नेमका
Algorithmic theory,कलनविधीय सिद्धांत
Alias,अपर
Aliasing,उपघटन
Alias name (= alternative name),"अपर नाम, उर्फ नाम"
Alignment,सरेखण
Allocate,नियतन
Allocation structure,नियतन संरचना
All-purpose computer,सर्वोद्देशीय अभिकलित्र
Alphabetic character,अक्षरात्मक संप्रतीक
Alphabetic character set,अक्षरात्मक संप्रतीक समुच्चय
Alphabetic character subset,अक्षरात्मक संप्रतीक उपसमुच्चय
Alphabetic code,अक्षरात्मक कूट
Alphabetic shift,अक्षरात्मक विस्थापन
Alphabetic string,अक्षरात्मक रज्जु
Alphabetic word,अक्षरात्मक शब्द
Alphabetization,वर्णानुक्रमण
Alphageometrics,अक्षरात्मक ज्यामितिकी
Alphameric,अक्षरांकीय
Alphamosaic,अल्फामोजेक
Alphanumeric,अक्षरांकीय
Alphanumerical keyboard device,अक्षरांकीय कुंजीपटल युक्ति
Alphanumeric character set,अक्षरांकीय संप्रतीक समुच्चय
Alphanumeric code,अक्षरांकीय कूट
Alphanumeric coded character set,अक्षरांकीय कूटलिखित संप्रतीक समुच्चय
Alphanumeric data,अक्षरांकीय आँकड़े
Alphanumeric display device,अक्षरांकीय प्रदर्श युक्ति
Alphanumeric edited character,अक्षरांकीय संपादित संप्रतीक
Alphanumeric field,अक्षरांकीय क्षेत्र
Alphanumeric instruction,अक्षरांकीय अनुदेश
Alphanumeric keyboard,अक्षरांकीय कुंजी पटल
Alphanumeric sort,अक्षरांकीय शाटन
Alphanumeric storage,अक्षरांकीय भंडारण
Alterable memory,परिवर्तनीय स्मृति
Alteration switch,परिवर्तन स्विच
Altering,परिवर्तन
Alter mode,परिवर्तन विधा
Alternate recovery,वैकल्पिक पुनःप्राप्ति
Alternate route,वैकल्पिक मार्ग
Alternate routing,वैकल्पिक मार्गचयन
Alternate track,वैकल्पिक मार्ग
Alternation (= OR operation),अथवा' संक्रिया
Alternative attribute,वैकल्पिक गुण
Alternative denial (= NOT-AND operation),तथा पूरक' संक्रिया
Ambiguity error,संदिग्धता त्रुटि
Ambiguous reference,संदिग्धता संर्दभ
Analog,अनुरूप
Analog adder,अनुरूप योजक
Analog channel,अनुरूप प्रणाल
Analog computer,अनुरूप अभिकलित्र
Analog converter,अनुरूप परिवर्तक
Analog data,अनुरूप आँकड़े
Analog divider,अनुरूप विभाजनी
Analog facility terminal,अनुरूप सुविधा टर्मिनल
"Analog function
 Generator",अनुरूप फलन जनक
Analog integration,अनुरूप समाकलन
Analog multiplier,अनुरूप गुणक
Analog programming,अनुरूप क्रमादेशन
Analog scaling,अनुरूप मापन
Analog signal,अनुरूप संकेत
Analog simulation,अनुरूप अनुकार
Analog switch,अनुरूप स्विच
Analog system,अनुरूप तंत्र
"Analog to digital
 Converter",अनुरूप अंकीय परिवर्तक
"Analog to digital
 Encoder",अनुरूप अंकीयकूटलेखक
Analog transmission,अनुरूप संचरण
Analog type,अनुरूप प्रकार
Analysis block,विश्लेषण खंड़क
Analysis mode,विश्लेषण विधा
Analytical engine,वैश्लेषिक इंजन
Ancestral task,पूर्वज कार्य
Ancillary equipment,सहायक उपकरण
AND,तथा'
AND circuit,तथा' परिपथ
AND element,तथा' अवयव
AND gate,तथा' द्वार
AND masking,तथा' प्रच्छादन
AND NOT operation (=exclusion,अपवर्जन
AND operation,तथा' संक्रिया
Annex memory,चयक स्मृति
Annotation,टिप्पण
Annunciator,आख्यापित्र
Answer back,तुरत उत्तर
Answer delay,उत्तर विलंब
Answering time,उत्तर काल
Answer lamp,उत्तर बत्ती
Answer list,उत्तर सूची
Answer only,केवल उत्तर
Anticipation mode,प्रत्याशा विधा
Anticipatory buffering,प्रत्याशामूलक चयकन
Anticipatory carry,प्रत्याशामूलक हासिल
Anticipatory paging,प्रत्याशामूलक पृष्ठन
Anticoincidence operation,प्रतिसंपाती संक्रिया
Anticoincident element,प्रतिसंपाती अवयव
Aperiodic antenna,अनावर्ती ऐन्टेना
Aperture card,द्वारक पत्रक
Aperture code,द्वारक कूट
Aperture time,द्वारक काल
Appendage,अनुबंध
Appendage task,अनुबंध कार्य
Application developer,अनुप्रयोग विकासक
Application layer,अनुप्रयोग स्तर
Application oriented language,अनुप्रयोग मूलक भाषा
Application package,अनुप्रयोग (क्रमादेश) संकुल
Application program,अनुप्रयोग क्रमादेश
Application programming,अनुप्रयोग क्रमादेशन
Application required language,अनुप्रयोग अपेक्षित भाषा
Application software,अनुप्रयोग प्रक्रिया सामग्री
Applique,अधिरोपण
Approximation theory,सन्निकटन सिद्धांत
Arbitrary access,स्वेच्छ अभिगम
Arbitrary sequence computer,स्वेच्छ अनुक्रम अभिकलित्र
Arbitration,मध्यस्थ
Architecture,"वास्तुकला, स्थापत्यकला"
Archiving,पुराभंडारण
Area code,क्षेत्र कूट
Area search,क्षेत्र खोज
Area transfer,क्षेत्र स्थानांतरण
Area variable,क्षेत्र चर
Argument,स्वतंत्र चर
Argument address,स्वतंत्र चर पता
Argument list,स्वतंत्र चर सूची
Arithmetical instruction,अंकगणितीय अनुदेश
Arithmetic and logic unit,अंक गणितीय एंव तर्क एकक
Arithmetic assignment statement,अंकगणितीय नियतन कथन
Arithmetic check,अंकगणितीय जाँच
Arithmetic constant,अंकगणितीय अचर
Arithmetic conversion,अंकगणितीय रूपांतर
Arithmetic data,अंकगणितीय आँकड़े
Arithmetic exception,अंकगणितीय अपवाद
Arithmetic expression,अंकगणितीय व्यंजक
Arithmetic fixed point,अंकगणितीय नियत बिन्दु
Arithmetic hierarchy,अंकगणितीय पदानुक्रम
Arithmetic IF statement,अंकगणितीय 'यदि' कथन
Arithmetic logic,अंकगणितीय तर्क
Arithmetic logic unit,अंकगणितीय तर्क एकक
Arithmetic operation,अंकगणितीय संक्रिया
Arithmetic operator,अंकगणितीय संकारक
Arithmetic overflow,अंकगणितीय अधिप्रवाह
Arithmetic picture data,अंकगणितीय चित्र आँकड़े
Arithmetic precedence,अंकगणितीय पूर्वता
Arithmetic primary,अंकगणितीय प्राथमिक अवयव
Arithmetic register,अंकगणितीय पंजी
Arithmetic relation,अंकगणितीय संबंध
Arithmetic scan,अंकगणितीय क्रमवीक्षण
Arithmetic section,अंकीय अनुभाग
Arithmetic shift,अंकगणितीय विस्थापन
Arithmetic shifting,अंकगणितीय विस्थापन
Arithmetic statement,अंकगणितीय कथन
Arithmetic term,अंकगणितीय पद
Arithmetic underflow,अंकगणितीय अधोप्रवाह
Arithmetic unit,अंकीय एकक
Array,सरणी
Array bound,सरणी परिबंध
Array computer,सरणी अभिकलित्र
Array dimension,सरणी विमा
Array element,सरणी अवयव
Array expression,सरणी व्यंजक
Array name,सरणी नाम
Array of structures,संरचना सरणी
Array printing,सरणी मुद्रण
Array processing,सरणी संसाधन
Array processor,सरणी संसाधित्र
Articulation point,संधि बिन्दु
Artificial cognition,कृत्रिम बोध
Artificial intelligence,कृत्रिम बुद्धि
Artificial language,कृत्रिम भाषा
Artificial variable,कृत्रिम चर
Arts application data bank,कला अनुप्रयोग आकड़ा बैंक
Arts application music,कला अनुप्रयोग संगीत
Arts application pattern generation,कला अनुप्रयोग प्रतिरूप जनन
Ascender,आरोहक
Ascending sort,आरोही छँटाई
ASCIL,आस्की
ASCII control character,आस्की नियंत्रण संप्रतीक
ASCII key board,आस्की कुंजी पटल
Aspect,अभिमुखता
Aspect and,अभिमुखता पत्रक
Assemble,कोड़ांतरण
Assembled origin,कोड़ांतरित उद्गम
Assemble duration,कोडांतरण अवधि
Assembler,कोडांतरक
Assembler directive,कोडांतरक निर्देश
Assembler facility,कोडांतरक सुविधा
Assembler language,कोडांतरण भाषा
Assembling,कोडांतरण
Assembling phase,कोडांतरण प्रावस्था
Assembling time,कोडांतरण काल
Assembly,कोडांतरण
Assembly language,कोडांतरण भाषा
Assembly language programming,कोडांतरण भाषा क्रमादेशन
Assembly language software flexibility,कोडांतरण भाषा प्रक्रियासामग्री नम्यता
Assembly listing,कोडांतरण सूचीकरण
Assembly phase,कोडांतरण प्रावस्था
Assembly routine,कोडांतरण नेमका
Assembly time,कोडांतरण काल
Assembly unit,कोडांतरण एकक
Assignment indexing,नियतन सूचीकरण
Assignment operation,नियतन संक्रिया
Assignment statement,नियतन कथन
Associative address,साहचर्य पता
Associative array register,साहचर्य सरणी पंजी
Associative key,साहचर्य कुंजी
Associative language,साहचर्य भाषा
Associative memory,साहचर्य स्मृति
Associative storage,साहचर्य भंडारण
Assumed decimal point,कल्पित दशमलव बिन्दु
Asymmetric device,असममित युक्ति
Asymmetric i/o,असममित नि/नि.
Asynchronous,अतुल्यकालिक; अतुल्यकाली
Asynchronous computer,अतुल्यकालिक अभिकलित्र
Asynchronous data transfer,अतुल्यकालिक आँकड़ा अंतरण
Asynchronous data transmission,अतुल्यकालिक आँकड़ा प्रेषण
Asynchronous devices,अतुल्यकालिक युक्ति
Asynchronous operation,"अतुल्यकाली प्रचालन, अतुल्यकाली संक्रिया"
Asynchronous signalling,अतुल्यकालिक संकेतन
Asynchronous time division multiplexing,अतुल्यकालिक समय विभाजन बहुसंकेतन
Asynchronous transmission,अतुल्यकालिक संचरण
Asynchronous working,अतुल्यकालिक निष्पादन
Attached processing,संलग्न संसाधन
Attached processor,संलग्न संसाधित्र
Attached support processor,संलग्न आलंब संसाधित्र
Attended operation,उपस्थितसापेक्ष प्रचालन
Attended trail printer,उपस्थिति लीक मुद्रित्र
Attention interruption,ध्यान अंतरायन
Attention key,ध्यान कुंजी
Attenuation,क्षीणन
Attenuation constant,क्षीणनांक
Attenuation distortion,क्षीणन विरूपण
Attenuation equalizer,क्षीणन तुल्यकारक
Attenuator,क्षीणकारी
Attribute,गुण
Audible alarm,श्रव्य सचेतक
Audio cassette,श्रव्य कैसट
Audio enquiry,श्रव्य जाँच
Audio line,श्रव्य लाइन
Audio response,श्रव्य अनुक्रिया
Audio response message,श्रव्य अनुक्रिया संदेश
Audio response unit,श्रव्य अनुक्रिया एकक
Audiotape storage unit,श्रव्य टेप भंडारण एकक
Audio telecommunication line,श्रव्य दूरसंचार लाइन
Audio terminal,श्रव्य अंतक
Audit command language,लेखापरीक्षा समादेश भाषा
Audit programming,लेखापरीक्षा क्रमादेशन
Audit trail,लेखा सत्यापन
Augend,योजक
Augment,संवर्थ
Augmenter,संवर्धक
Author,संलेखक
Authoring,संलेखन
Authoring system,संलेखन प्रणाली
Authority,प्राधिकार
Authorization code,प्राधिकरण कूट
Authorized library,प्राधिकृत क्रमादेश संग्रह
Authorized program,प्राधिकृत क्रमादेश
Authorized program facility,प्राधिकृत क्रमादेश सुविधा
Auto abstract,स्व-साराहरण
Autoanswer,स्वतः उत्तरित्र
Auto booting,स्वतः उत्थानी
Auto bypass,स्व उपमार्ग
Auto call (=automatic calling),स्वतः आह्वान
Auto coder,स्वकूटलेखक
Auto dial,स्वतः डायलन
Autoflow,स्वतः प्रवाह
Auto index,स्वतः सूचक
Auto indexed addressing,स्वतः सूचकित पताभिगमन
Automata,स्वचल प्ररूप
Automata theory,स्वचल प्ररूप सिद्धांत
Automata type,स्वचल प्ररूप प्रकार
Automated bibliography,कंप्यूटरित ग्रंथ सूची
Automated data medium,कंप्यूटरित आँकड़ा माध्यम
Automated dictionary,कंप्यूटरित कोश
Automated glossary,कंप्यूटरित शब्द-संग्रह
Automated logic diagram,स्वचालित तर्क आरेख
Automated management,स्वचालित प्रबंध
Automated production management,स्वचालित उत्पादन प्रबंध
Automated stock control,स्वचालित स्टॉक नियंत्रण
Automatic abstract,स्वतः सार
Automatic abstracting,स्वतः साराहरण
Automatically programmed tools,स्वतः क्रमादेशित साधन
Automatic answering,स्वतः उत्तर देना
Automatic call distributor,स्वतः आह्वान वितरक
Automatic calling,स्वतः आह्वान
Automatic check,स्वतः जाँच
Automatic coding,स्वतः कूटलेखन
Automatic computing,स्वतः अभिकलन
Automatic computing engine,स्वतः अभिकलन इंजन
Automatic constant,स्वतः अचर
Automatic control engineering,स्वतः नियंत्र इंजीनियरी
Automatic data processing,स्वतः आँकडा संसाधन
Automatic data processing system,स्वतः आँकड़ा संसाधन तंत्र
Automatic decimal alignment,स्वतः दशमलव संरेखण
Automatic dialing unit,स्वतः डायलन एकक
Automatic dictionary,स्वतः कोश
Automatic equalization,स्वतः तुल्यकरण
Automatic error correction,स्वतः ऋटि संशोधन
Automatic feed punch,स्वतः भरण छिद्रित्र
Automatic function,स्वतः कार्य
Automatic indexing,स्वतः सूचकीकरण
Automatic library call,स्वतः क्रमोदेश संग्रह आह्वान
Automatic message accounting,स्वतः संदेश लेखा कार्य
Automatic number identification,स्वतः संख्या अभिज्ञान
Automatic pagination,स्वतः पृष्ठन
Automatic programming,स्वतः क्रमादेशन
Automatic punch,स्वतः छिद्रण
Automatic recovery program,स्वतः पुनः प्राप्ति क्रमादेश
Automatic repeat request,स्वतः पुनरावर्तन निवेशन
Automatic restart,स्वतः पुनरारंभन
Automatic routine,स्वतः नेमका
Automatic sequencing,स्वतः अनुक्रमण
Automatic sequential operation,स्वतः अनुक्रमी संक्रिया
Automatic stop,स्वतः विराम
Automatic variable,स्वतः चर
Automatic volume recognition,स्वतः प्रबलता अभिज्ञान
Automatic volume switching,स्वतः प्रबलता स्विचन
Automation,"स्वचालन, स्वचालित यंत्र"
Automation concept,स्वचालन संकल्पना
Automatisation,स्वचालनीकरण
Automaton,स्वचल प्ररूप
Automatic message routing,स्वतः संदेश मार्गण
Automoniter,स्वमॉनिटर
Automoniter routine,स्वमॉनिटर नेमका
Autonomous channel operation,स्वायत प्रणाल प्रचालन
Autonomous working,स्वायत कार्य प्रणाली
Autoplotter,स्वतः आलेखित्र
Auxiliary console,सहायक कन्सोल
Auxiliary equipment,सहायक उपकरण
Auxiliary memory,सहायक स्मृति
Auxiliary operation,सहायक प्रचालन
Auxiliary routine,सहायक नेमका
Auxiliary storage,सहायक भंडारण
Auxiliary store,सहायक भंडार
Availability,प्राप्यता
Available machine time,प्राप्य यंत्र काल
Available point,प्राप्य बिंदु
Available space list,प्राप्य स्थान सूची
Available time,प्राप्य काल
Available access time,औसत अभिगम काल
Average conditional information,औसत सप्रतिबंध सूचना
Average edge time,औसत कोर रेखा
Average information content,औसत सूचना अंतर्वस्तु
Average information rate,औसत सूचना दर
Average transinformation content,औसत पारसूचना अंतर्वस्तु
Average transinformation rate,औसत पारसूचना दर
"Background display image (= static display
 Image)",स्थैतिक प्रदर्श प्रतिबिंब
Backgrounding (= background processing),पृष्ठभूमि संसाधन
Background job,पृष्ठभूमि कार्य
Background noise,पृष्ठभूमि रव
Background printing,पृष्ठभूमि मुद्रण
Background processing,पृष्ठभूमि संसाधन
Background program,पृष्ठभूमि क्रमादेश
Background reader,पृष्ठभूमि पठित्र
Background region,पृष्ठभूमि प्रदेश
"Backing storage (= auxiliary
 Storage)",सहायक भंडारण
Backing store,सहायक भंडार
Back plane,पश्च समतल
Backspace,पश्चीयन
Backspace character,पश्चीयन संप्रतीक
Backspacing,पश्चीयन
Backtracking,पश्च अनुमार्गण
Backtracking structured programming,पश्च अनुमार्गी संरचित क्रमादेशन
Backup,पूर्तिकर
Backup copy,पूर्तिकर प्रतिलिपि
Backup file,पूर्तिकर संचिका
Backup memory,पूर्तिकर स्मूति
Backup programmer,पूर्तिकर क्रमादेशक
Backup store,पूर्तिकर भंडार
Backward channel,पश्चगामी प्रणाल
Backward error analysis,पश्च त्रुटि विश्लेषण
Backward file recovery,पश्च संचिका पुनः प्राप्ति
Backward recovery,पश्च पुनः प्राप्ति
Backward supervision,पश्च पर्यवेक्षण
Backward trace,पश्च अनुरेख
Balance,"संतुलन, शेष"
Balanced circuit,संतुलन परिपथ
Balanced digit system,संतुलित अंक प्रणाली
Balanced error,संतुलित त्रुटि
Balanced merge,संतुलित विलय
Balanced merge sort,संतुलित विलय शॉटन
Balanced sorting,संतुलित शॉटन
Balanced station,संतुलित केंद्र
Balanced ternary system,संतुलित त्रि-आधारी पद्धति
Balanced forward statement,शेष अग्र कथन
Balanced network,संतुलन जालक्रम
Band,"बैंड, पट्टी"
Bandpass,बैंड पारक
Bandpass filter,वैंड पारक निस्यंदक
Band printer,बैंड मुद्रित्र
Band stop filter,बैंड विराम निस्यंदक
Bandwidth,बैंड चौड़ाई
Banner word,आद्य शब्द
Bar code,रेखिका कूट
Bar code reader,रेखिका कूट पठित्र
Bar code scanner,रेखिका कूट क्रमवीक्षक
Bar printer,रेखिका मुद्रित्र
Barrel printing (= drum printing),ड्रम मुद्रण
Base,आधार
Base address,आधार पता
Base addressing,आधार पताभिगमन
Base address register,आधार पता पंजी
Base band,आधार पट्टी
Base band channel,आधार पट्टी प्रणाल
Based storage allocation,आधारित भंडारण नियतन
Based variable,आधारित चर
Base element,आधार अवयव
Base item,आधार मद
Base language,आधार भाषा
Base notation,आधार संकेतन
Base number,आधार संख्या
Base register,आधार पंजी
Base volume,मूल खंड
BASIC,बेसिक
Basic access method,आधारी अभिगम विधि
Basic binary loader,मूल द्वि-आधारी भारक
Basic code,आधारी कूट
Basic coding,आधारी कूटलेखन
Basic direct access method,आधारी प्रत्यक्ष अभिगम विधि
"Basic exchange
 Format",आधारभूत विनिमय संरूप
"Basic external
 Function",आधारी बाह्य कार्य
Basic input/output,आधारी निवेश निगम
Basic instruction,आधारभूत अनूदेश
Basic linkage,आधारी संगलग्नता
Basic looping,आधारी पाशन
Basic matrix,आधारी मैट्रिक्स
Basic matrix instruction,आधारी मैट्रिक्स अनुदेश
Basic real constant,आधारभूत वास्तविक अचर
Basic sequential access method,आधारभूत अनुक्रमी अभिगम विधि
Basic service,आधारभूत सेवा
Basic subscript,आधारी पादांक
Basic system instruction,आधारी तंत्र अनुदेश
Basic telecommunications access method,आधारभूत दूरसंचार अभिगम विधि
Basic weight,पत्र मानक भार
Batch,प्रचय
Batch control record,प्रचय नियंत्रण अभिलेख
Batched communication,प्रचयित संचार
Batched job,प्रचयित कार्य
Batch header document,प्रचय प्रवेशिका प्रलेख
Batching,प्रचयन
Batch operating system,प्रचय संक्रिया प्रणाली
Batch partition,प्रचय विभाजन
Batch position,प्रचय स्थिति
Batch processing,प्रचय संसाधन
Batch region,प्रचय प्रदेश
Batch session,प्रचय सत्र
Batch terminal,प्रचय अंतक
Batch ticket,प्रचय टिकट
Batch total,प्रचय योग
Batch transaction file,प्रचय संचालन संचिका
Batten system (= cordonnier system = peek-a-- boo system),पीक-ए-बू प्रणाली
Baud,बॉड़
Baudot code,बोदो कूट
Baud code,बॉड दर
Baud rate,बीड
Bead,किरण पुंज विक्षेपण
Beam deflection,किरण पुंज भंडार
Beam store,किरण पुंज कोण
Beamwidth (= aperture angle),विस्पंद
Beat,प्रारंभन
Begin,प्रारंभन खंडक
Begin block,संचिका लेबल का प्रारंभन
Beginning of a file label,सूचना चिह्नक का प्रारंभन
Beginning of information marker,सूचना चिह्नक का प्रारंभन
Beginning of tape mark,टेप चिह्न का प्रारंभन
Beginning of volume label,परिमाण लेबल का प्रारंभन
Bell character,सचेतक संप्रतीक
Bellfast,बेलफास्ट
Bench mark,निर्देश चिह्न
Benchmark routine,निर्देश चिह्न नेमका
Benchmark test,निर्देश चिह्न परीक्षण
Bias,अभिनति
Bias distortion,अभिनति विरूपण
Bias testing,अभिनति परीक्षण
Bibliography,ग्रंथ सूची
"Biconditional operation (=equivalence 
 Operation)",तुल्यता संक्रिया
Biconnected graph,द्वियोजी ग्राफ
Bid,बोली
Bidirectional bus,द्विदिश बस
Bidirectional flow,द्विदिश प्रवाह
Bidirectional printing,द्विदिश मुद्रण
Bifurcation,द्विशाखन
Binary,द्वि-आधारी
Binary approximation,द्वि-आधारी सन्निकटन
Binary arithmetic operation,द्वि-आधारी अंकगणितीय संक्रिया
Binary card,द्वि-आधारी पत्रक
Binary cell,द्वि-आधारी कोष्ठिका
Binary chain,द्वि-आधारी शृंखला
Binary choice,द्वि-आधारी चयन
Binary choice model,द्वि-आधारी चयन निदर्श
Binary chop (= dichotmizing search),द्विभाजी अन्वेषण
Binary code,द्वि-आधारी कूट
Binary coded character,द्वि-आधारी कूटलिखित संप्रतीक
Binary coded decimal,द्वि-आधारी कूटलिखित दशमलव
Binary coded decimal code,द्वि-आधारी कूटलिखित दशमलव कूट
