Odiya,Malayalam
ଆରିଷ୍ଟୋକ୍ରାଟ୍ ସ୍ନୋବେରୀ |,പ്രഭുവർഗ്ഗ സ്നോബറി
ଆରିଷ୍ଟୋଟେଲିଆନ୍ |,അരിസ്റ്റോട്ടിലിയൻ
ଆର୍ମଡା |,അർമാഡ
ଆର୍ମଡା (= ସ୍ପାନିସ୍ ଆର୍ମଡା),അർമ്മഡ (=സ്പാനിഷ് അർമ്മഡ)
ବାହୁବଳୀ (= ବାହୁବଳୀ),കവചക്കാരൻ (=കവചക്കാരൻ)
ବାହୁବଳୀ (= ବାହୁବଳୀ),കവചം (=കവചം)
ବାହୁବଳୀ |,ആയുധധാരി
ଆର୍ଯ୍ୟନ୍,ആര്യൻ
ଆର୍ଯ୍ୟନ୍,ആര്യൻ
ଆସ୍କାରି |,അസ്കരി
ନ୍ୟସ୍ତ କରନ୍ତୁ |,നിയോഗിക്കുക
Assize,അസൈസ് ചെയ്യുക
Assize,അസൈസ് ചെയ്യുക
Assize,അസൈസ് ചെയ്യുക
ଆର୍ମସ୍ ଆକ୍ଟର ଆସାଇଜ୍ |,അസൈസ് ഓഫ് ആയുധ നിയമം
ଡାରେନ୍ ପ୍ରେଜେଣ୍ଟେସନ୍ ର ଆସାଇଜ୍ |,അസൈസ് ഓഫ് ഡാരെൻ അവതരണം
ମର୍ଟ &#39;ଡି&#39; ପୂର୍ବପୁରୁଷଙ୍କ ଅନୁଧ୍ୟାନ |,മോർട്ട് &#39;ഡി&#39; മുൻഗാമിയുടെ അസൈസ്
ନୋଭେଲ୍ ଡିସାଇସିନ୍ ର ଆସାଇଜ୍ |,അസൈസ് ഓഫ് നോവൽ ഡിസെസിൻ
ଅତ୍ୟାଚାର,ക്രൂരത
ଆକ୍ରମଣ,ആക്രമണം
ଆୟୁଲିକ୍ ପରିଷଦ |,ഔലിക് കൗൺസിൽ
ଗେଡିର କୁରା (ି (= ଗେଡି କୁରା) ି),ഗെഡസിന്റെ കോടാലി (=ദി ഗെഡെസ് കോടാലി)
ଆକ୍ସିସ୍ (= ରୋମ୍-ବର୍ଲିନ୍-ଟୋକିଓ ଆକ୍ସିସ୍),ആക്സിസ് (=റോം-ബെർലിൻ-ടോക്കിയോ ആക്സിസ്)
ବାବିଲ,ബാബിലോൺ
ବାବିଲର ବନ୍ଦୀତା (= ବାବିଲୋନ ବନ୍ଦୀ),ബാബിലോണിയൻ അടിമത്തം (=ബാബിലോണിയൻ അടിമത്തം)
ବ୍ୟାଚାନାଲ ଭକ୍ତ,ബച്ചനൽ ഭക്തൻ
ବ୍ୟାଚାନାଲିଆ |,ബച്ചനാലിയ
ଅବିବାହିତ,ബാച്ചിലർ
ବାଗଦାଦ ଚୁକ୍ତି |,ബാഗ്ദാദ് കരാർ
ବାଲକାନ୍ ଲିଗ୍ |,ബാൽക്കൻ ലീഗ്
ବାଲକାନ୍ ଚୁକ୍ତି |,ബാൽക്കൻ കരാർ
ବାଲକାନ ଯୁଦ୍ଧ |,ബാൽക്കൻ യുദ്ധങ്ങൾ
ବାଲ୍ଟିକ୍ ଚୁକ୍ତି |,ബാൾട്ടിക് കരാർ
ବୃନ୍ଦାବନ,കൊള്ളക്കാരൻ
ବୃନ୍ଦାବନ ସମ୍ମିଳନୀ |,ബന്ദൂങ് സമ്മേളനം
ବହିଷ୍କାର |,നാടുകടത്തൽ
ବ୍ୟାନର |,ബാനർ
ବର୍ବର,ബാർബേറിയൻ
ବାର୍ବିକାନ୍ |,ബാർബിക്കൻ
ବାର୍ଡୋଲି ସତ୍ୟଗ୍ରାହ |,ബർദോളി സത്യാഗ്രഹം
ବାର୍ ବର୍ନର୍ସ |,കളപ്പുര ബർണറുകൾ
ବରୁଣ |,ബാരൺ
ବରୁଣ,ബാരോണേജ്
ବାରୋନସ୍ ମେଜୋରସ୍ |,ബറോണസ് മേജേഴ്സ്
ବାରୋନସ୍ ମାଇନୋରସ୍ |,ബാരോൺസ് പ്രായപൂർത്തിയാകാത്തവർ
ବରୁଣେସ୍ |,ബാരോണസ്
ବରୁଣେଟ୍ |,ബാരോനെറ്റ്
ବରୁଣେଟେଜ୍ |,ബാരോനെറ്റേജ്
ବରୁଣେଟେଜ୍ |,ബാരോനെറ്റേജ്
ବାରୋନେଟସି |,ബാരോനെറ്റി
ବାରୋନି |,ബാരോണി
ବାରାକୁନ୍ |,ബാരക്കൂൺ
ବାରାକୁନ୍ |,ബാരക്കൂൺ
ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ),ബാരിക്കേഡ് (=ബാരിക്കഡോ)
ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ),ബാരിക്കേഡ് (=ബാരിക്കഡോ)
ବ୍ୟାରିକେଡ୍ (= ବ୍ୟାରିକେଡୋ),ബാരിക്കേഡ് (=ബാരിക്കഡോ)
ବେସ୍ କ୍ୟାମ୍ପ୍ |,ബേസ് ക്യാമ്പ്
ବେସିଲିକା |,ബസിലിക്ക
ବେସିଲିକା |,ബസിലിക്ക
ବସ୍ତିଲା |,ബാസ്റ്റില
ବସ୍ତିଲ୍ |,ബാസ്റ്റിലി
ବସ୍ତିଲ୍ |,ബാസ്റ്റിലി
ବ୍ୟାଟେରୀ,ബാറ്ററി
ଯୁଦ୍ଧ,യുദ്ധം
ବଟଲ୍-ଆରେ |,Battle-array
ଯୁଦ୍ଧ କାନ୍ଦ |,യുദ്ധകാഹളം
ଯୁଦ୍ଧ ଡିନ |,യുദ്ധം
ଯୁଦ୍ଧ କ୍ଷେତ୍ର |,യുദ്ധക്കളം
ଯୁଦ୍ଧ ଭଜନ,യുദ്ധഗാനം
ସ୍ପର୍ସର ଯୁଦ୍ଧ |,സ്പർസിന്റെ യുദ്ധം
ମାନାଙ୍କ ଯୁଦ୍ଧ |,സ്റ്റാൻഡേർഡ് യുദ്ധം
ଯୁଦ୍ଧ ଜାହାଜ |,യുദ്ധക്കപ്പൽ
ଯୁଦ୍ଧ-ଶକ୍ତି |,യുദ്ധക്കപ്പൽ-ബലം
ବାୟକ୍ସ ଟେପେଷ୍ଟ୍ରି |,Bayeux ടേപ്പ്സ്ട്രി
ବିକନ୍ |,ബീക്കൺ
ବିକନ୍ ଟାୱାର୍ |,ബീക്കൺ ടവർ
ବିଭର୍ |,ബീവർ
ବିଭର୍ |,ബീവർ
ସମୁଦ୍ରର ଭିକାରୀ |,കടലിലെ യാചകർ
ବେଲିକୋଜ୍ |,ബെല്ലിക്കോസ്
ବେଲିକୋଜ୍ |,ബെല്ലിക്കോസ്
ବେଲିକୋଜ୍ |,ബെല്ലിക്കോസ്
ବେଲିକୋସିଟି |,ബെല്ലിക്കോസിറ്റി
ବେଲୋନା |,ബെല്ലോന
ଉପକାର,ഗുണം
ପାଦ୍ରୀମାନଙ୍କର ଲାଭ,വൈദികരുടെ പ്രയോജനം
ବେନେଲକ୍ସ |,ബെനെലക്സ്
ବର୍ଲିନ୍ ଆଦେଶ |,ബെർലിൻ ഉത്തരവ്
ବର୍ସରକର |,ബെർസർക്കർ
ବେସାଣ୍ଟ (= ବେଜାଣ୍ଟ),ബസന്റ് (=ബെസന്റ്)
ବ Bethel ଥେଲ୍ |,ബെഥേൽ
Bibliolater,ബിബ്ലിയോലേറ്റർ
ଗ୍ରନ୍ଥସମୂହ,ഗ്രന്ഥശാസ്‌ത്രം
ବିଗ୍ ବର୍ଥା |,ബിഗ് ബെർത്ത
ବିଗଟ୍ |,മതഭ്രാന്തൻ
ବିଲିଂ,ബില്ലെറ്റിംഗ്
ଅଟ୍ଟାଇଣ୍ଡରର ବିଲ୍ |,ബിൽ ഓഫ് അറ്റൈൻഡർ
ଅଧିକାର ବିଲ୍ |,അവകാശങ്ങളുടെ ബിൽ
ଜୀବନୀ,ജീവചരിത്രകാരൻ
ଜନ୍ମ କାହାଣୀ |,ജനന കഥകൾ
ବିଭିଆକ୍ |,Bivouac
ବିଭିଆକ୍ |,Bivouac
ବିଭିଆକ୍ |,Bivouac
ବିଜୋନିଆ |,ബിസോണിയ
କଳା ପକ୍ଷୀ,കറുത്ത പക്ഷികൾ
କଳା ପତାକା,കറുത്ത കൊടി
ବ୍ଲାକ୍ ହୋଲ୍ |,ബ്ലാക്ക് ഹോൾ
ବ୍ଲାକ୍ ହୋଲ୍ |,ബ്ലാക്ക് ഹോൾ
କଳା ଗୋଡ (= ସ୍କାବ),കറുത്ത കാൽ (=ചുണങ്ങു)
କଳା ସାର୍ଟ |,കറുത്ത ഷർട്ട്
ବ୍ଲାଜନ୍,ബ്ലാസൺ
ବ୍ଲାଜନ୍,ബ്ലാസൺ
ବ୍ଲାଜୋନ୍ରି |,ജ്വലനം
ବ୍ଲାଜୋନ୍ରି |,ജ്വലനം
ବ୍ଲିଟ୍ସ୍କ୍ରିଗ୍ |,ബ്ലിറ്റ്സ്ക്രീഗ്
ରକ୍ତହୀନ ବିପ୍ଳବ (= ଗ or ରବମୟ ବିପ୍ଳବ),രക്തരഹിത വിപ്ലവം (=മഹത്തായ വിപ്ലവം)
ରକ୍ତଚାପ,ബ്ലഡ് വൈറ്റ്
ରକ୍ତାକ୍ତ ମରିୟମ |,ബ്ലഡി മേരി
ନୀଳ,നീല
ନୀଳ ରକ୍ତ,നീല രക്തം
ନୀଳ ପୁସ୍ତକ |,നീല പുസ്തകം
ନୀଳ ରିବନ୍ |,നീല നാട
ନୀଳ ରିବନ୍ |,നീല നാട
ବ୍ଲୁଜ୍ (= ରୟାଲ୍ ଘୋଡା ଗାର୍ଡ),ബ്ലൂസ് (=രാജകീയ കുതിര കാവൽക്കാർ)
ନୀଳ ସାର୍ଟ |,നീല ഷർട്ട്
ନୀଳ ଜଳ ବିଦ୍ୟାଳୟ |,ബ്ലൂ വാട്ടർ സ്കൂൾ
ନିୟନ୍ତ୍ରଣ ବୋର୍ଡ |,ബോർഡ് ഓഫ് കൺട്രോൾ
ଶରୀରର ଅସ୍ତ୍ରଶସ୍ତ୍ର |,ശരീര കവചം
ବୋଇର୍,ബോയർ
ବୁଟି,കൊള്ള
ବୋରୱୋ |,ബറോ
ବୁଲୁଟେରିଅନ୍ |,ബൗളൂട്ടേറിയൻ
ବୋର୍ବନ୍ |,ബർബോൺ
ବକ୍ସର ବିଦ୍ରୋହ |,ബോക്സർ കലാപം
ବନ୍ଧନୀ,ബ്രേസ്
ପିତ୍ତଳ |,ബ്രസാർഡ്
ପିତ୍ତଳ |,ബ്രസാർഡ്
ରୁଟି କଲୋନୀ |,ബ്രെഡ് കോളനികൾ
ସ୍ତନ ପ୍ଲେଟ୍ |,ബ്രെസ്റ്റ് പ്ലേറ്റ്
ସ୍ତନ କାମ,മുലപ്പാൽ ജോലി
ବ୍ରେଟୱାଲଡା |,ബ്രെറ്റ്വാൾഡ
ବ୍ରିଗାଣ୍ଡ୍ |,ബ്രിഗാൻഡ്
ବ୍ରିଗେଣ୍ଡେଜ୍,ബ്രിഗൻഡേജ്
ବ୍ରିଟିଶ୍ କମନୱେଲଥ୍ ଅଫ୍ ନେସନ୍ସ |,ബ്രിട്ടീഷ് കോമൺവെൽത്ത് ഓഫ് നേഷൻസ്
ବ୍ରାଉନ୍ ସାର୍ଟ (= ନାଜି),ബ്രൗൺ ഷർട്ടുകൾ (=നാസികൾ)
ବ୍ରୁସେଲ୍ସ ଚୁକ୍ତି (ଚୁକ୍ତି) ସଂଗଠନ (= ପଶ୍ଚିମ ୟୁରୋପୀୟ ୟୁନିଅନ୍),ബ്രസ്സൽസ് ഉടമ്പടി (പാക്ട്) ഓർഗനൈസേഷൻ (=വെസ്റ്റേൺ യൂറോപ്യൻ യൂണിയൻ)
ବଫ୍ |,ബഫ്
ବଫ୍ |,ബഫ്
ବଫ୍-କୋଟ୍ |,ബഫ്-കോട്ട്
ବଫସ୍ |,ബഫുകൾ
ବୁଲେ (= ପରିଷଦ),ബ്യൂൾ (=കൗൺസിൽ)
ବନ୍ଧକ,ബർഗേജ്
ବରଗଡ |,ബർഗെസ്
ବାଇଜାଣ୍ଟାଇନ,ബൈസന്റൈൻ
ବ yz ଜୟନ୍ତ ଚର୍ଚ୍ଚ,ബൈസന്റൈൻ പള്ളി
ବ yz ଜୟନ୍ତ ସାମ୍ରାଜ୍ୟ |,ബൈസന്റൈൻ സാമ്രാജ്യം
ବାଇଜାଣ୍ଟାଇନ ଯୁଗ,ബൈസന്റൈൻ യുഗം
ବ yz ଜୟନ୍ତ histor ତିହାସିକମାନେ |,ബൈസന്റൈൻ ചരിത്രകാരന്മാർ
କ୍ୟାବଲ୍ |,കാബൽ
କେଜରିଜିମ୍ |,സീസറിസം
ଖଲିଫ୍ |,ഖലീഫ
କଲିଗ୍ରାଫର୍ |,കാലിഗ്രാഫർ
କଲିଗ୍ରାଫିଷ୍ଟ |,കാലിഗ്രാഫിസ്റ്റ്
କାଲିଗ୍ରାଫି |,കാലിഗ്രാഫി
କାଲ୍ଟ୍ରପ୍ |,കാൽട്രോപ്പ്
କାମାଡେରି |,സൗഹൃദം
କାମାରିଲା |,കാമറില്ല
କାମାରିଲା |,കാമറില്ല
କାମେଲାକମ୍ |,കാമലോകം
କାମୁଫ୍ଲେଜ୍ |,മറവി
ଅଭିଯାନ |,പ്രചാരണം
କ୍ୟାମ୍ପ ଅନୁସରଣକାରୀ |,ക്യാമ്പ് ഫോളോവർ
କ୍ୟାମ୍ପୋ ସାଣ୍ଟୋ |,കാമ്പോ സാന്റോ
କ୍ୟାମ୍ପସ୍ ମାର୍ଟିସ୍,കാമ്പസ് മാർഷ്യസ്
କାନେଫୋରା |,കനേഫോറ
କଙ୍ଗୁ,കാൻഗു
କାନନେଡ୍ |,പീരങ്കി
ତୋପ ଖାଇବା |,പീരങ്കി കാലിത്തീറ്റ
କାନନ୍ |,കാനൻ
କାନନ୍ ନିୟମ |,കാനൻ നിയമം
କାନୋପସ୍ ଆଦେଶ |,കനോപ്പസ് ഉത്തരവ്
ବାହୁବଳୀ,ആയുധങ്ങൾ ചലിപ്പിക്കുന്നു
ବନ୍ଦୀ,ബന്ദിയാക്കി
କ୍ୟାପ୍ଟର,ക്യാപ്റ്റർ
କାର୍ଡିନାଲ୍ |,കർദ്ദിനാൾ
କାର୍ଲ |,കാൾ
କାରୋଲିଙ୍ଗିଆନ୍ ରାଜବଂଶ |,കരോലിംഗിയൻ രാജവംശം
କାର୍ଟୁସିଆନ୍ ସମ୍ପ୍ରଦାୟ |,കാർത്തൂഷ്യൻ വിഭാഗം
କାର୍ଟୋସା |,കാർട്ടോസ
କାଷ୍ଟେଲିଆନ୍ |,കാസ്റ്റേലിയൻ
କାଷ୍ଟେଲିଆନ୍ |,കാസ്റ്റേലിയൻ
ଜାତି ପ୍ରଣାଳୀ |,ജാതി വ്യവസ്ഥ
ଦୁର୍ଗ,കോട്ട
ଦୁର୍ଗ,കോട്ട
ଦୁର୍ଗ ସହର,കാസിൽ പട്ടണം
କାଷ୍ଟ୍ରା |,കാസ്ട്ര
କାଷ୍ଟ୍ରା |,കാസ്ട്ര
କ୍ୟାଥେଡ୍ରା |,കത്തീഡ്ര
କ୍ୟାଥେଡ୍ରାଲ୍ |,കത്തീഡ്രൽ
କାଟୋ ଷ୍ଟ୍ରିଟ୍ ଷଡଯନ୍ତ୍ର |,കാറ്റോ സ്ട്രീറ്റ് ഗൂഢാലോചന
କାଉଡିଲୋ |,കൌഡില്ലോ
କାଭାଲିଅର୍ |,കവലിയർ
କାଭାଲିଅର୍ |,കവലിയർ
କାଭାଲିଅର୍ ସଂସଦ |,കവലിയർ പാർലമെന്റ്
ଅଦୁଲ୍ଲାମର ଗୁମ୍ଫା |,അദുല്ലം ഗുഹ
ଗୁମ୍ଫା ଚିତ୍ର,ഗുഹ പെയിന്റിംഗ്
ଗୁମ୍ଫା ଚିତ୍ର,ഗുഹ പെയിന്റിംഗ്
Centumvir,സെന്റുംവിർ
ସେଞ୍ଚୁରିଅନ୍ |,ശതാധിപൻ
ଶତାବ୍ଦୀ,നൂറ്റാണ്ട്
ଶୃଙ୍ଖଳା ବାହୁବଳୀ (= ଶୃଙ୍ଖଳା ମେଲ୍),ചെയിൻ കവചം (=ചെയിൻ മെയിൽ)
ଚାନ୍ଟ୍ରି |,ചാന്ത്രി
ଚାନ୍ଟ୍ରି |,ചാന്ത്രി
ଅଧ୍ୟାୟ ପୁସ୍ତକ,ചാപ് ബുക്ക്
ଚାପଲେନ୍ |,ചാപ്ലിൻ
ଅଧ୍ୟାୟ,അധ്യായം
ଦୁର୍ଘଟଣାର ଅଧ୍ୟାୟ |,അപകടങ്ങളുടെ അധ്യായം
ଚାର୍ଜ,ചാർജ് ചെയ്യുക
ଡିଫେୟାର୍ ଚାର୍ଜ କରନ୍ତୁ |,ഭാരവാഹികൾ
ଚାର୍ଜ ବିଭାଜନ |,ചാർജ് വിഭജനം
ଚାର୍ଜର,ചാർജർ
ରଥ,രഥം
ରଥ,സാരഥി
ରଥ,സാരഥി
ରଥ,സാരഥി
ଚାରିଟି ରୋଷେଇ ଘର |,ചാരിറ്റി അടുക്കള
ଚାର୍ଟର୍,ചാർട്ടർ
ଚାର୍ଟିଷ୍ଟ ଆନ୍ଦୋଳନ (= ଚାର୍ଟିଜିମ୍),ചാർട്ടിസ്റ്റ് പ്രസ്ഥാനം (=ചാർട്ടിസം)
ଚାର୍ଟୋଫିଲାସିୟମ୍ |,ചാർട്ടോഫൈലാസിയം
Chateau |,ചാറ്റോ
ପୋଷ୍ଟ ଯାଞ୍ଚ କରନ୍ତୁ |,ചെക്ക് പോസ്റ്റ്
ରାସାୟନିକ ଯୁଦ୍ଧ |,രാസയുദ്ധം
ଚେଷ୍ଟର୍ |,ചെസ്റ്റർ
ମୁଖ୍ୟ,മുഖ്യൻ
ମୁଖିଆ,തലവൻ
ମୁଖିଆ,തലവൻ
ମୁଖିଆ,തലവൻ
ଚିଫନ୍ |,ഷിഫോൺ
ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱିତା |,ധീരത
ମନୋନୀତ ଲୋକ,തിരഞ്ഞെടുത്ത ആളുകൾ
କ୍ରିସମୋଗ୍ରାଫିନ୍ |,ക്രിസ്മോഗ്രാഫിയോൺ
ଖ୍ରୀଷ୍ଟଧର୍ମ,ക്രൈസ്തവലോകം
ଖ୍ରୀଷ୍ଟିଆନ ଯୁଗ |,ക്രിസ്ത്യൻ യുഗം
ଖ୍ରୀଷ୍ଟିଆନ ସମାଜବାଦ |,ക്രിസ്ത്യൻ സോഷ്യലിസം
ଇତିହାସ,ക്രോണിക്കിൾ
କ୍ରୋନିକଲର୍,ക്രോണിക്ലർ
କ୍ରିସ୍ ଚେରସୋନିସ୍ |,ക്രൈസ് ചെർസോണീസ്
ସିମେଲିୟମ୍ |,സിമിലിയം
ସିନକେସେଣ୍ଟୋ ଷ୍ଟାଇଲ୍ |,സിൻക്വെസെന്റോ സ്റ്റൈൽ
ସର୍କୁନାଭିଗେସନ୍ |,പ്രദക്ഷിണം
ସିଷ୍ଟର୍ସିଆନ୍ ମାଙ୍କଡ |,സിസ്റ്റെർസിയൻ സന്യാസി
ସୀତା,കോട്ട
ଉଦ୍ଧୃତ,അവലംബം
ଉଦ୍ଧୃତ,അവലംബം
ନାଗରିକ ଅବମାନନା |,നിയമലംഘനം
ଗୃହଯୁଦ୍ଧ |,ആഭ്യന്തരയുദ്ധം
ସିଭିସ୍ ରୋମାନସ୍ |,സിവിസ് റൊമാനസ്
ଶାସ୍ତ୍ରୀୟ ବୟସ |,ക്ലാസിക്കൽ പ്രായം
କ୍ଲିଫ୍ଟ (= କ୍ଲେଫ୍ଟ),ക്ലെഫ്റ്റ് (=ക്ലെഫ്റ്റ്)
