Gujarati,English
હવાઈ ​​કિરણોત્સર્ગ,Aerial radiation reistance
હવાઈ ​​પ્રતિક્રિયા,Aerial reactance
વાયુમિશ્રણશાસ્ત્ર,Aerodynamics
સંસ્થા,Agency
હવાઈ ​​સંકોચન,Air compressor
હવાઈ ​​કન્ડેન્સર,Air condenser
હવાઈ ​​ઠંડુ,Air cooled
હવાઈ ​​બાંધેલી કોથળી,Air cored coil
વાતાનુકૂલન,Airconditioning
અલ્બેડો,Albedo
અલ્ગોરિધમનો,Algorithm
પરવાના,Aliasing
સંલગ્ન,Aligning
ગોઠવણી,Alignment
બધા તરંગ હવાઈ,All wave aerial
ફાળવણી,Allocation
વર્ણાનુક્રમ,Alphabetic
મૂર્તિમંત,Alphanumeric
વર્ણ -અક્ષર,Alphanumeric character
વર્ણ -મૂર્તિમંત માહિતી,Alphanumeric information
વૈકલ્પિક વર્તમાન (એ.સી.),Alternating current (a.c.)
એકાંતરણ,Alternation
પરાકારી,Alternator
Altંચાઈ,Altitude
અનુગામી alt ંચાઇ,Altitude of the apogee
પેરગીની alt ંચાઇ,Altitude of the perigee
કલાપ્રેમી રેડિયો સંચાર,Amateur radio communication
વાતાવરણ,Ambience
આજુબાજુના માઇક્રોફોન,Ambience microphone
આસપાસની શરત,Ambient condition
આસપાસની આજુબાજુની પ્રકાશ,Ambient lighting
આજુબાજુનો અવાજ,Ambient noise
આસપાસનું તાપમાન,Ambient temperature
અમેરિકન માનક સંહિતા,American standard code
ષડયંત્ર,Ampere
Amાંદું મીટર,Ampere meter
વિસ્તૃત કરવું તે,Amplification
વિસ્તૃત પરિબળ,Amplification factor
પ્રવેધક,Amplifier
વિપુલ લાભ,Amplifier gain
એમ્પ્લીફાયર અવાજ,Amplifier noise
વિસ્તૃત સાધનસામગ્રી,Amplifying equipment
ક્લીસ્ટ્રોનને વિસ્તૃત કરવું,Amplifying klystron
વિસ્તૃત એકમ,Amplifying unit
કંપનવિસ્તાર,Amplitude
કંપનવિસ્તારની વિકૃતિ,Amplitude distortion
કંપનવિસ્તાર,Amplitude excursion
કંપનવિસ્તાર પરિબળ,Amplitude factor
મર્યાદિત મર્યાદા,Amplitude limiter
કંપનવિસ્તાર -મોડ્યુલેટેડ,Amplitude modulated
કંપનલી -મોડ્યુલેશન,Amplitude modulation
એનાલોગ (એનાલોગ),Analog (analogue)
એનાશ,Analog circuit
એનાલોગ કમ્પ્યુટર,Analog computer
એનાલોગ રેડિયો આવર્તન ચેનલ માટે એનાલોગ રેડિયો આવર્તન ચેનલ,Analog radio frequency channel
મનોલોગ પ્રતિનિધિત્વ,Analog representation
એનાલોગ સંકેત,Analog signal
ડિજિટલથી એનાલોગ,Analog to digital
ડિજિટલ કન્વર્ટર માટે એનાલોગ,Analog to digital converter
એટાલી -વિડિઓ,Analog video
સમાન,Analogous
સાદ્રશ્ય,Analogy
વિશ્લેષણ,Analysis
આંકડા,Analysis of data
વિશ્લેષણાત્મક ઘનતા,Analytical density
વિશ્લેષણ કરવું,Analyze
વિશ્લેષક,Analyzer
સૌધિતિક સાધનસામગ્રી,Ancilliary equipment
અને દરવાજો,AND Gate
ખાત્ય ખૂણા,Angle of collimation
ધ્રુવીકરણ ખૂણા,Angle of polarization
પરિભ્રમણ,Angle of rotation
એંગસ્ટ્રોમ (Å),Angstrom (Å)
કોણીય,Angular
કોતરણી પ્રવેગક,Angular acceleration
કોતરણી સમન્વય,Angular co-ordinates
કોતરણી,Angular deflection
કોમણ -ફેલાવો,Angular dispersion
કોણીય વિસ્થાપન,Angular displacement
કોણીય ભૂલ,Angular error
કોણીય આવર્તન,Angular frequency
કોતરણી ગતિ,Angular momentum
કોણીય ગતિ,Angular motion
કોતરણી વેગ,Angular velocity
પ્રસન્નતા,Animation
એનોડ,Anode
એનોડ બ batteryણ,Anode battery
એનોડ લાક્ષણિકતા,Anode characteristic
એનોડ સર્કિટ,Anode circuit
એનોડ વિઘટન,Anode dissipation
એનોડ કાર્યક્ષમતા,Anode efficiency
એનોડ ઇનપુટ પાવર,Anode input power
એનોડ મોડ્યુલેશન,Anode modulation
એન્ટેના,Antenna
એન્ટેના બીમવિડ્થ,Antenna beamwidth
એન્ટેના,Antenna booster
એન્ટેના ચેન્જઓવર સ્વીચ,Antenna changeover switch
કોઇ,Antenna coil
એન્ટેના રૂપરેખાંકન,Antenna configuration
એન્ટેના કપડા,Antenna coupler
એન્ટેના ક્રોસ ધ્રુવીય પદ્ધતિ,Antenna cross polar pattern
એન્ટેના પ્રવાહ,Antenna current
એન્ટેના નિર્દેશન લાભ,Antenna directivity gain
એન્ટેના ડુપ્લેક્સર,Antenna duplexer
એન્ટેના અસરકારક ક્ષેત્ર,Antenna effective area
વૈશ્વિક કાર્યક્ષમતા,Antenna efficiency
એન્ટેના ફીડ,Antenna feed
એન્ટેના પગની છાપ,Antenna foot print
એન્ટેના લાભ,Antenna gain
એન્ટેના height ંચાઇ,Antenna height
એન્ટેના અવરોધ,Antenna impedance
એન્ટેના,Antenna inductance
એન્ટેનાનો દાખલો,Antenna pattern
એન્ટેના નાવિક,Antenna plexer
એન્ટેના ધ્રુવીકરણ,Antenna polarization
એન્ટેના શક્તિ,Antenna power
એન્ટેના વીજળી લાભ,Antenna power gain
એન્ટેના રેડિયેશન પ્રતિકાર,Antenna radiation resistance
એન્ટેના પ્રતિક્રિયા,Antenna reactance
એન્ટેના પરાવર્તક,Antenna reflector
એન્ટેના પ્રતિકાર,Antenna resistance
એન્ટેના પડઘો આવર્તન,Antenna resonant frequency
એન્ટેના અંતર,Antenna spacing
એન્ટેના સ્વિચિંગ રૂમ,Antenna switching room
એન્ટેના ટ્યુનિંગ કોઇલ,Antenna tuning coil
એન્ટેના ટ્યુનિંગ ઝૂંપડી,Antenna tuning hut
છિદ્ર,Aperture
પ્રાણઘાતક,Apogee
અજેતા રોકેટ,Apogee rocket
ઉપકરણ,Apparatus
સ્પષ્ટ,Apparent
સાદડી,Applet
નિયમ,Application
આશરે,Approximate
જળસ,Aquous solution
ચાપ,Arc
સ્થાપત્ય,Architecture
ધ્વનિ રેકોર્ડિંગનું આર્કાઇવલ ટ્રાન્સફર,Archival transfer of sound recording
દફ્તર,Archives
અંકગણિત કોડિંગ,Arithmetic coding
હાથ,Armature
આર્મચર વિન્ડિંગ,Armature winding
કળ,Array
કરચલો,Arrester
સ્પષ્ટીકરણ,Articulation
આર્ટિફેક્ટ (= આર્ટિફેક્ટ),Artifact (=artefact)
ચડતું,Ascending
પાસા ગુણોત્તર,Aspect ratio
ભેગા કરનાર,Assembler
નિશ્ચય,Assertion
સોંપણી,Assignment
નાબૂદ,Assignment channel
અસમપ્રમાણ,Asymmetrical
અસુમેળવાળું,Asynchronous
વાતાવરણ,Atmosphere
વાતાવરણીય નુકસાન,Atmospheric loss
વાતાવરણીય અવાજ,Atmospheric noise
વાતાવરણ નુ દબાણ,Atmospheric pressure
વાતાવરણીય પ્રચાર,Atmospheric propagation
વાતાવરણીય તરંગ,Atmospheric radio-wave
વાતાવરણીય,Atmospherics
અણુ,Atom
અણુનું માળખું,Atomic structure
જોડાણ,Attachment
વ્યવહાલ,Attenuation
અંતરચળી,Attenuation loss
ધ્વનિ તરંગો,Attenuation of sound waves
હલકાઈ કરનાર,Attenuator
વિકેન્દ્ર,Attenuator-pad
શ્રદ્ધાળુ થ્રેશોલ્ડ,Audibility threshold
શ્રાવ્ય,Audible
શ્રાવ્ય આવર્તન,Audible frequency
શિરદર્શક સ્વર,Audible tone
શિરદર્શક,Audible-spectrum
શ્રોતા,Audience
Audડિસ,Audio
Audio ડિઓ એમ્પ્લીફાયર,Audio amplifier
Audio ડિઓ વિશ્લેષક,Audio analyzer
Audio ડિઓ બ્રોડકાસ્ટિંગ,Audio broadcasting
Audષધિસનું aution ડિઓબલ,Audio cable
શાસ્ત્ર,Audio chain
કડકા,Audio codec
Audતુ),Audio compression
કોમ્પ્રેસર,Audio compressor
Audio ડિઓ કન્સોલ,Audio console
Audio ડિઓની વિકૃતિ,Audio distortion
Dynamડિસ,Audio dynamic range
Audio ડિઓ ફાઇલ ફોર્મેટ,Audio file format
Audio ડિઓ ફ્રેમ ફોર્મેટ,Audio frame format
Audio ડિઓ આવર્તન એમ્પ્લીફાયર,Audio frequency amplifier
Audio ડિઓ આવર્તન જનરેટર,Audio frequency generator
Audio ડિઓ આવર્તન શ્રેણી,Audio frequency range
Audio ડિઓ આવર્તન પ્રતિસાદ,Audio frequency response
સત્તાધિકારી,Audio limiter
Audષધિ,Audio line
Audડિસર,Audio mixer
Audio ડિઓ મોડ્યુલેશન,Audio modulation
ઓડિસ -ઓસિલેટર,Audio oscillator
Audio ડિઓ આઉટપાત,Audio output
Auth ડિઓ સત્તાની સત્તા,Audio power
કવિતા,Audio quality
શ્રદ્ધા,Audio signal
Audio ડિઓ સિગ્નલ પ્રક્રિયા,Audio signal processing
Audio ડિઓ સ્પેક્ટ્રમ,Audio spectrum
Audio ડિઓ સંગ્રહ,Audio storage
Audડિસ,Audio sub-carrier
ઈડનીસ પરિશ્રમ,Audio transformer
Audio ડિઓ ટ્રાન્સમીટર,Audio transmitter
Audio ડિઓ/વિડિઓ કમ્પ્રેશન,Audio/video compression
Audડ-આવર્તન ઓસિલેટર,Audio-frequency oscillator
પુનરાવર્તન સંકેત,Audio-frequency signal
કવિતા,Audiometry
વિઝ્યુઅલી સહાય,Audio-visual aid
ઉપદેશની ધારણા,Auditory perception
પ્રમાણીકરણ,Authentication
અધિકૃત વાહક આવર્તન,Authorised carrier frequency
ઓટો કેડ,Auto CAD
સ્વત -નિદાન,Auto diagnostics
સ્વચાલિત,Automatic
સ્વચાલિત નિયંત્રણ,Automatic control
સ્વચાલિત તપાસ,Automatic detection
સ્વચાલિત સાધનો,Automatic equipment
સ્વચાલિત આવર્તન નિયંત્રણ,Automatic frequency control
સ્વચાલિત મર્યાદા,Automatic limiter
સ્વચાલિત યંત્ર,Automatic machine
આપમેળે phાંકણું નિયંત્રણ,Automatic phasae control
સ્વચાલિત ચિત્ર પ્રસારણ,Automatic picture transmission
સ્વચાલિત પ્લેબેક,Automatic playback
સ્વચાલિત વીજળી નિયંત્રણ,Automatic power control
સ્વચાલિત કાર્યક્રમ,Automatic programming
સ્વચાલિત રેકોર્ડિંગ,Automatic recording
સ્વચાલિત ફરીથી સેટ કરવું,Automatic reset
સ્વચાલિત શટર,Automatic shutter
સ્વચાલિત પદ્ધતિ,Automatic system
સ્વચાલિત ટેલિફોન,Automatic telephone
સ્વચાલિત તાપમાને નિયંત્રણ,Automatic temperature control
સ્વચાલિત વોલ્ટેજ નિયમનકાર,Automatic voltage regulator
સ્વચાલિત વોલ્યુમ કોમ્પ્રેસર,Automatic volume compressor
સ્વચાલિત વોલ્યુમ નિયંત્રણ,Automatic volume control
સ્વચાલિત વોલ્યુમ વિસ્તૃતર,Automatic volume expander
સ્વચાલિતતા,Automation
સ્વચાલિત નિયંત્રણ,Automation control
સ્વચાલિત આવર્તન નિયંત્રક,Automation frequency controller
સહાયક,Auxiliary
સહાયક audio ડિઓ બસ,Auxiliary audio bus
ઉપલબ્ધ શક્તિ,Available power
હિમપ્રપાત,Avalanche breakdown
સરેરાશ,Average life
સરેરાશ દબાણ,Average pressure
સામન્ય ગતિ,Average speed
સ્પિનનો ધરી,Axis of spin
અઝિમુથ,Azimuth
અજીમુથ ખૂન,Azimuth angle
અઝીમુથ ભૂલ,Azimuth error
પાછલી બાજુ,Back light
પૂર્વ -પ્રક્ષેપણ,Back projection
બેક વોલ્ટેજ (= વિપરીત વોલ્ટેજ),Back voltage (=reverse voltage)
બેકફાયર (આર્ક બેક),Backfire (arc back)
પૃષ્ઠભૂમિ,Background light
પાછળનો ઘોંઘાટ,Background noise
પૃષ્ઠભૂમિ,Background projection
પીઠ,Backup
શરમાળ,Baffle
બાફવું,Baking
સંતુલિત audio ડિઓ,Balanced audio
વારેલી audio ડિઓ લાઇન,Balanced audio line
સંતુલન પ્રસારણ રેખા,Balanced transmission line
સંતુલન,Balancing
બાલાસ,Ballast
બાલાસ,Ballast factor
બારીક,Balun
પહાડી,Band
બેન્ડ પાસ ફિલ્ટર,Band pass filter
પસંદગીકાર,Band selector
વિભાજન,Band splitting
બેન્ડ સ્ટોપ ફિલ્ટર,Band stop filter
સજાગ,Band switch
આવરણ,Band tuning
બ bandન્ટવિડ્થ,Bandwidth
બાર,Bar
બાર -સંહિતા,Bar code
અવલંબ,Bar data
સરખામણી,Bare band
દીવો,Bare lamp
કોઠાર,Barn door
પાયાની પટ્ટી,Base band
પાયાનો સંકેત,Base band signal
પાયાનો બેન્ડ પદ્ધતિ,Base band system
આધાર બ્રાઉઝર,Base browser
આધાર -કલેકટર જંકશન,Base collector junction
આધાર -ઇન્સ્લેટર,Base insulator
પાળનાર,Bass
બાસ,Bass compensation
બાસ લાઉડ સ્પીકર (વૂફર),Bass loudspeaker (woofer)
બેચ સ્કેનીંગ,Batch scanning
બ batteryટરી ચાર્જ,Battery charging
બીમ,Beam
ધબક,Beat
આવર્તન ઓસિલેટરને હરાવ્યું,Beat frequency oscillator
પોત,Bel
પક્ષપાત,Bias
પૂર્વગ્રહ,Bias circuit
પક્ષપાત,Bias frequency
પૂર્વગ્રહ,Bias voltage
આગળની દિશામાં પક્ષપાતી,Biased in the forward direction
દ્વિ-દિશાકીય માઇક્રોફોન,Bi-directional microphone
પાટિયું,Billboard
પાટિયાની અરજી,Billboard application
દ્વિ ધાતુયુક્ત તત્વ,Bi-metallic element
દ્વિસંગી,Binary
દ્વિસંગી કોડેડ દશાંશ,Binary coded decimal
દ્વિસંગી અંક (બીટ),Binary digit (bit)
દ્વિસંગી સંખ્યા,Binary number
દ્વિપ્રહાર સુનાવણી,Binaural hearing
દૂરબાહિક,Binocular
જૈવિક,Biometric
દ્વિધ્રુવી ટ્રાંઝિસ્ટર,Bipolar transistor
બીક ફાળવણી,Bit allocation
પટાનો દર,Bit rate
બ્લેક એન્ડ વ્હાઇટ ટીવી,Black & white TV
ખાલી,Blank
ખાલી અંતરાલ,Blanking interval
નારાજી સ્તર,Blanking level
લોહીલુહાણ પ્રતિકાર,Bleeder resistance
ખળભળાટ મચાવનારું કેમેરો,Blimped camera
આંખ આડા કાન,Blinding glare
ઝબકવું,Blink
ઝબૂકતું,Blinking
અવરોધ,Block code
રેખાક્રુતિ,Block diagram
અવરોધ,Block interleave
અવરોધકારક કેપેસિટર,Blocking capacitor
ઓસિલેટરને અવરોધિત કરી રહ્યું છે,Blocking oscillator
મોર,Bloom
ફાટવું,Blow lamp
ફટકો,Blow pipe
બ્લોઅર,Blower
બ્લુટુથ,Bluetooth
શરીરની આવરણ,Body capacitance
પુસ્તકો,Bookmark
બુલિયન બીજગણિત,Boolean algebra
બૂમ,Boom
વધતું જાય તેવું,Boost
બારીક,Booster
બૂસ્ટર પ્રકાશ,Booster light
વધવું,Boosting
મતાધિકાર,Booting
બુટસ્ટ્રેપ,Bootstrap
તળિયે,Bottom light
પ્રકાશ ઉછાળો,Bounce light
ભાંગી નાખવું,Break down
તૂટી પડતાં વોલ્ટેજ,Break down voltage
પુલ તત્વ,Bridge element
પુલ સુધારક,Bridge rectifier
બ્રિજ્ડ ‘ટી’ એટેન્યુએટર,Bridged ‘T’ attenuator
પુષ્કળ માળખું,Bridged structure
શરાબ,Bridging
બ્રિજિંગ એમ્પ્લીફાયર,Bridging amplifier
પુલ,Bridging loss
ઘાટા,Brightness
ઉદ્ધતાઈ નિયંત્રણ,Brightness control
બરડ,Brittle
બરડ પદાર્થ,Brittle substance
બ્રોડબેન્ડ,Broadband
બ્રોન્ડબેન્ડ એમ્પ્લીફાયર,Broadband amplifier
બ્રોડબેન્ડ આઈએસડીએન,Broadband ISDN
વ્યાપક પદ્ધતિ,Broadband system
પ્રસારણ અને સંદેશાવ્યવહાર તકનીક,Broadcast and communication technology
પ્રસારણ કવર,Broadcast coverage
પ્રસારણ પ્રાપ્તકર્તા,Broadcast receiver
બ્રોડકાસ્ટ સેવા આયોજન,Broadcast service planning
પ્રસારણ ટ્રાન્સમીટર,Broadcast transmitter
પ્રસારણકર્તા,Broadcaster
પ્રસારણ,Broadcasting
પ્રસારણ મથક,Broadcasting station
તૂટેલું,Broken
બ્રાઉઝર,Browser
બ્રાઉઝિંગ,Browsing
બબલ,Bubble
બફર,Buffer
બફર એમ્પ્લીફાયર,Buffer amplifier
બફર ટ્યુબ,Buffer tube
કણ,Bug
એન્ટેના,Built-in antenna
બર્નર,Burner
સળગતું,Burning
વિસ્ફોટ ભૂલ,Burst error
વિસ્ફોટની પલ્સ,Burst insertion pulse
વિસ્ફોટનો તબક્કો,Burst phase
બસ,Bus
ધંધાકીય બુદ્ધિ,Business intelligence
બઝર,Buzzer
બાયપાસ,By pass
પસાર કરીને,By passing
બાયપાસ કન્ડેન્સર,Bypass condenser
કણ,C
સી+પ્રોગ્રામિંગ ભાષા,C+programming language
મંત્રીમંડળ,Cabinet
કેબલ,Cable
કેબલ કંપન,Cable compound
કેબલ એકરૂપતા,Cable equalization
કેબલનું નુકસાન,Cable loss
કળશ,Cache
ઠીંગણું,Caching
તંગ,Cadmium cell
ગણતરીનું યંત્ર,Calculating machine
ગણતરી,Calculation
ગણક,Calculator
માધ્યમ્ચર કરવું,Calibrate
ખલાસી,Calipers
કેલરીમીટર,Calorimeter
પડકાર,Camcorder
કેમેરા,Camera
કેમેરાની ગોઠવણી,Camera alignment
ક cameraમેરા છિદ્ર,Camera aperture
કેમેરામાં કવરેજ,Camera coverage
કેમેરાની રેખા,Camera line-up
કેમેરાની નળી,Camera tube
છત્ર,Canopy
ક્ષમતા,Capability
અપશબ્દ,Capacitance
અપરિપક્વ ભાર,Capacitive load
અપશુકનિયાળ પ્રતિક્રિયા,Capacitive reactance
બંદૂક,Capacitor
કેપેસિટર ઇનપુટ ફિલ્ટર,Capacitor input filter
શક્તિ,Capacity
ક capંગલ,Capsule
ટોપી,Caption
કબજે અસર,Capture effect
પ cardપન,Card
હ્રદયરોઇડ,Cardioid
કાર્ડિયોઇડ માઇક્રોફોન,Cardioid microphone
માલવાહક,Carrier
વાહક આવર્તન,Carrier frequency
વાહક આવર્તન પાળી,Carrier frequency shift
વાહક,Carrier power
વાહક,Carrier sense signal
સંવેદનશીલતા,Carrier sensitivity
એકલતા,Carrier separation
પાળી,Carrier shift
અંતર,Carrier spacing
વાહક -દમન,Carrier suppression
વાહક,Carrier wave
કારતૂસ,Cartridge
કોતરણી,Carving
કાસ્કીડ,Cascade
કાસ્કેડ સર્કિટ,Cascaded circuit
કેસેટ,Cassette
લોખંડ,Cast iron
કિલ્લો,Casting
સૂચિ,Catalogue
આપત્તિજનક દખલ,Catastrophic interference
Cathપજ,Cathode
ક od થોડ અનુયાયી,Cathode follower
કેટોડ રેઝિસ્ટર,Cathode resistor
કોષો,Cellphone
સેલ્યુલર,Cellular
કેન્દ્રીય નિયંત્રણ,Central control
કેન્દ્રીય આવર્તન,Central frequency
કેન્દ્રીય પ્રક્રિયા એકમ,Central processing unit
કેન્દ્રીયકૃત ડેટાબેઝ,Centralised database
કેન્દ્રીયકૃત પદ્ધતિ,Centralised system
કોઇ,Ceramic
ચેમ્બર,Chamber
ફેરફાર -સ્વીચ,Changeover switch
માર્ગ,Channel
ચેનલ એન્કોડર,Channel encoder
ચેનલનું વિભાજન,Channel separation
ચેનલ અંતર,Channel spacing
ચેનલ ફેરબદલ,Channel switching
લાક્ષણિક અવલંબન,Characteristic impedance
લાક્ષણિકતાઓ,Characteristics
હવાલા,Charge carrier
ખર્ચની ઘનતા,Charge density
ચધિયન,Charged
ચંચળ,Charger
ચાર્જિંગ વોલ્ટેજ,Charging voltage
ચાર્ટ,Chart
ચેસિસ,Chasis
ગપસપ,Chat
ક chંગું,Chip
કોઇ,Choke coil
ઇનપુટ,Choke input
ચોકી,Chopper amplifier
ક્રોમા,Chroma
ક્રોમા નમૂનાની રચના,Chroma sampling structure
ક્રોમન,Chrominance
સિનેમેટનું,Cinematography
સરકીટ,Circuit
સર્કિટ બોર્ડ,Circuit board
ઘાતકી તોડનાર,Circuit breaker
સરકીટ તત્વ,Circuit element
સરકીટ ફેરબદલ,Circuit switching
સરકાવણી,Circuitry
પરિપત્ર ગતિ,Circular motion
પરિપત્ર ધ્રુવીકરણ,Circular polarization
પરિપત્ર ઉપગ્રહ ભ્રમણકક્ષા,Circular satellite orbit
પરિપત્ર વેગ,Circular velocity
ગોળાકાર ધ્રુવીકૃત એન્ટેના,Circularly polarised antenna
ગોળાકાર ધ્રુવીકૃત પ્રસારણ,Circularly polarised transmission
પરિભ્રમણ કરનાર,Circulator
આવરણ ચઢાવવુ,Cladding
ખખડાવવું,Clamp
ક્લેમ્પીંગ સર્કિટ,Clamping circuit
વર્ગ એ ઓપરેશન,Class A operation
વર્ગ સી ટ્યુન એમ્પ્લીફાયર,Class C tuned amplifier
ઉત્સર્જનનો વર્ગ,Class of emission
શાસ્ત્રીય ભૌતિકશાસ્ત્ર,Classical physics
વર્ગીકરણ,Classification
સફાઈ એજન્ટ,Cleaning agent
ચોખ્ખુ,Clear
નિર્ભર માટા,Clear channel
કળણ,Click
ગ્રાહક,Client
ક્લાયંટ સંબંધ (સર્વર સંબંધ),Client relationship  (server relationship)
ખડકો અસર,Cliff effect
ક્લિપ બોર્ડ,Clip board
ક્લેઇપિંગ,Clipping
ઘડિયાળની પલ્સ,Clock pulse
ક્લોક્ડ ફ્લિપ ફ્લોપ,Clocked flip flop
ઘડિયાળની ઘડિયાળ,Clockfaced mike
આવર્તન,Clock-frequency
ઘડિયાળની દિશામાં,Clockwise
બંધ સર્કિટ,Closed circuit
બંધ લૂપ,Closed loop
ઝગડો,Cluster
ઝગઝગતું,Clustering
ગડબડ,Clutter
ગડબડ,Clutter loss
કોટ,Coating
કો - એક્ષેલ કેબલ,Coaxial cable
અસભ્ય રેખા,Coaxial line
સંવેદનશીલ પ્રસારણ રેખા,Coaxial transmission line
સહ-ચેનલ,Co-channel
સહ-ચેનલ દખલ,Co-channel interference
કોચલી,Cochlea
સંહિતા,Code
સંકેત,Code number
સંકેત દર,Code rate
સંકેત -શબ્દ,Code word
કોડેક (કોડિંગ ડીકોડિંગ),Codec (coding decoding)
કોડેડ audio ડિઓ,Coded audio
કોડ,Coder
સંજ્ codા,Coding
કોડિંગ ડીકોડિંગ તકનીક,Coding decoding technique
સંસાધન ભૂલ,Coding error
સંહિતા દર,Coding rate
સંજ્ codા તકનીક,Coding technique
સમતોલ,Coefficient
જબરદસ્તી,Coercivity
સુસંગત મોડ્યુલેશન,Coherent modulation
કોઇલ,Coil
સહયોગ,Collaboration
આંચકો,Collapse
કલેક્ટર,Collector
કલેક્ટર પ્રવાહ,Collector current
આધાર વાહકતા,Collector to base conductance
કલેક્ટક-આધાર-જંકશન,Collector-base junction
રંગ,Colour
રંગીન વિશ્લેષક,Colour analyzer
રંગ,Colour balance
રંગમાટ,Colour burst
રંગસંધ,Colour chart
સંયોજન,Colour combination
રંગસંધ,Colour constant
રંગ નિયંત્રણ (ક્રોમ નિયંત્રણ),Colour control      (chrome control)
રંગબદ,Colour depth
રંગીન થાક,Colour fatigue
રંગસંધ,Colour filter
કલર કિલર,Colour killer circuit
રંગસંધ,Colour kinescope
કલર,Colour mixer
દાણા,Colour pattern
રંગ -ધારે તે,Colour perception
રંગીન ચિત્ર,Colour picture screen
રંગભૂમિ,Colour space
રંગબેરંગી,Colour subcarrier
રંગ તાપમાન,Colour temperature
