Malayalam,Gujarati
കാർഷിക ശാസ്ത്രജ്ഞൻ,કૃષિ -વિજ્ scientાન
കാർഷിക എഞ്ചിനീയർ,ખેતી ઈજનેર
അഗ്രോബയോളജിസ്റ്റിക്,કેરોગવિજ્ologistાન
അഗ്രോണമിസ്റ്റ്,કૃષિવિજ્istાની
Agrofysicst,કૃષિવિજ્stાન
മൃഗങ്ങളുടെ ബ്രീഡർ,પશુ સંવર્ધક
ബാസിലസ് വൈറസ്,બેસિલસ વાયરસ
ബാസിലസ്,દંભ
ബാക്ടീരിയ,જીવાત
ബാക്ടറോമോക്സിൻ,કોઇ
ബാഗസ്,મસાલા
ബാലൻസ് ഷീറ്റ്,સરવૈયા
സമതുലിതമായ ബീജസങ്കലനം,શેતરાન
ബാർ ഡയഗ്രം,આકૃતિ
കുര,ભડકો
ബാരോമീമീറ്റർ,બાહુદ માળખાં
തരിശായ,ઉજ્જડ
അടിത്തറ,પાયો
പരന്നപാതം,ઉજવણી
അടിസ്ഥാനപരമായ,બીક
ബസിസ്റ്റർനം,દરિયાકાંઠે
ബേ മൺസൂൺ,ચોમાસા
വഹിക്കുന്ന പ്ലാന്റ്,પધ્ધદનો છોડ
കിടക്ക,પથારી
അടിദേഡർ,ઘાને
ശയ്യോപകരണങ്ങള്,નાળ
ബീറ്റ്റൂട്ട് മോളസ്,બીટ દાળ
മണിനാദം,ધૂન
അരപ്പട്ട,બેલ્ટ
ആനുകൂല്യ-വില വിശകലനം,લાભ આપતી કિંમતે વિશ્લેષણ
പക്ഷപാതപരമായ (സാമ്പിൾ),પક્ષપાતી (નમૂના)
ബിനാത്തില്,દ્વિવાર્ષિક
ബിനോമിയൽ,દ્વિપદી
ബയോജന്റ്,જૈવિક
ബയോക്രിമേറ്റ്,જૈવ
ബയോ എനെർജി,બાયનર્જી
ബയോണോമിക്സ്,જીવવિજ્icsાન
BIOREACTOR,બાયરોએક્ટર
ബയോസ്ഫിയർ,જીવશોષ
ഉപകാരന്,જૈવિક
ബയോട്ടിവൈപ്പ്,જંતુઓ
ബൈസെക്ഷ്വൽ,દ્વિલિંગી
ബ്ലാഞ്ചിംഗ്,નિસ્તેજ
സ്ഫോടനം,વિનોદ
സങ്കലനം,મિશ્રણ
വരണ്ടതാണ,વાંક કા blવો
പൊള്ളല്,ફટકો
നീല വിപ്ലവം,ક્રાંતિ
ചുവടെ ചൂട് ചേമ്പർ,તળિયે ગરમીનો ઓરડો
ചുവടെയുള്ള താപ രീതി,તળિય ગરમીની તકનીક
തണ്ണീര്,ક brંગું
ശാചിനമായ,શાખા
ലഘുലേഖ,શાખા -શાખા -શાખ્ય
ഇനം,ઉછેર
പ്രജനനം,ઉછેર
തിളങ്ങുന്ന,કોઇ
കുഞ്ഞുങ്ങള്,ક brંગું
വളർന്നുകാരി,જાંબુડી
വരവ്ചെലവ് മതിപ്പ്,અંદાજપત્ર
ബഫർ,બફર
ബൾബ്,ગોળાકાર
മുണ്ടു,સંલગ્ન
ഉപോൽപ്പന്നം,પેટા-પેદાશ
ബാബുൾ അക്കേഷ്യ,બબુલ બાવળ
കുഞ്ഞ് ധാന്യം,બાળક મકાઈ
ബാലിനെ,બેલ
ബില്ലാൻ,બાલ
ബൽസം,બાલસમ
മുള,વાંસ
വാഴപ്പഴം,કરડ
ബനിയൻ ട്രീ,વડ નું વૃક્ષ
യവം,જવ
ബാർയ്യാർഡ് മില്ലറ്റ്,બાર્નેયાર્ડ બાજરી
തുളക്ടി,એક જાતનો છોડ
ബാസ്റ്റാർഡ് ദേവദാരു,બેસ્ટાર્ડ દેવદાર
ബാസ്റ്റാർഡ് മൈറോബലൻ,બેસ્ટર્ડ માયરોબાલન
ബവായീനിയ,બૌહિનીયા
ബേ ബെറി,ખાડી
അമര,બીન
മധുരക്കിഴങ്ങുചെടി,સલાદ
ബെല്ലഡോണ,બાલ્ટડોન્ના
മുളകു,બેવકૂફ
പതുക്കമുള്ള,ઠપકો આપવો
മുയേറ്റ,સોપારી
ബിലിമ്പി,બિલોમ્બી
പാവയ്ക്ക,કડવી દારૂ
കറുത്ത ഗ്രാം,કાળો ગ્રામ
കറുത്ത നൈറ്റ്ഷെയ്ഡ്,કાળી નાઈટશેડ
ബ g ഗൻവില്ല,બોગૈનવિલે
കുപ്പി ബ്രഷ്,બોટ
ബോട്ടിൽ പൊറോട്ട,બોટલ ગોળા
ബോക്സ് മരം,બ boxટ -ઝાડ
ബ്രെഡ് ഫലം,બ્રેડ ફળો
വധുവിന്റെ ക്രീപ്പർ,લગ્ન સમારંભ
വശ്ശീല,શોરબકોર
വിശാലമായ ബീൻ,વ્યાપક બીન
ബ്രോക്കോളി,કોતરણી
ബ്രസ്സൽസ് മുള,બ્રસેલ્સ sprout
താനിന്നു,બિયાં સાથેનો દાણો
ബദ്ധ,Butોરિયા
ബാൻഡികാൂട്ട്,એક જાતની નાની ભડકી
കരടി,સહન કરવું
വണ്ട്,ભમરો
ബ്ലിസ്റ്റർ വണ്ട്,ફોલ્લો ભમરો
നീല കാള,વાદળી બળદ
ബോൾ വേം,Bણપત્ર
ചിതശലഭം,બ butterટરફ્લાય
ബാക്ടീരിയോളജിസ്റ്റ്,જીવાણુવિજ્ologistાની
ബയോകെമിസ്റ്റ്,જૈવ રસાયણાકાર
ജീവശാസ്തജ്ഞന്,જીવવિજ્ologistાન
ബയോടെക്നോളജിക്,જીવવિજ્ologistાની
സസ്യശാസ്ത്രജ്ഞൻ,વનસ્પતિશાસ્ત્ર
സി ഈർപ്പം സ്വഭാവ വക്ര,સી ભેજ લાક્ષણિકતા વળાંક
കേയ്ക്ക്,કેક
കണക്കാക്കാന്വേമികമായ,ગુણવાળું
കണക്കുകഷ്ടം,ચુન્યાસ
ഫോസ്ഫേറ്റിന്റെ കാൽനികം,ફોસ્ફેટનું ગણતરી
കൗണം,ઉશ્કેરાટ
ഞങ്ങളെ വിളിക്കൂ,ક callલસ
കാലിക്സ്,Calાળ
കാലിക്സ്-അവസാനം,ક calલિક્સનો અંત
കാമ്പി,કણસ
കാൻകെറർ,ક canંગું
കാനിംഗ്,ડબ્બા
മേലാപ്പ്,છત્ર
തലസ്ഥാനം,પાટનગર
പിസേരിഫിക്കേഷൻ,કરચલીકરણ
കാപ്സ്യൂൾ,ક capંગલ
കാർബണേറ്റഡ്,કાર્બન
കാർബണലൈസേഷൻ,કાર્બનલાઇઝેશન
പരല്പം,કળ
കാർപസ്,કળશ
കാസ്റ്റിംഗ്,કિલ્લો
കാറ്റബോളിസം,વિસર્જન
കവചലിസ്,ઉદ્દીપન
ചിതശലഭപ്പുഴു,ઈયળ
സി-ഡിഎൻഎ ലൈബ്രറി,સી-ડી.એન.એ.
മച്ച്,છત
കോശം,ઓરડું
കേന്ദ്ര നേതാവ് സംവിധാനം,કેન્દ્રીય નેતા પદ્ધતિ
ഒരിനംവീപ്പ്,કેન્દ્ર બનાવવી
സെൻറ്ഫ്യൂഗേഷൻ,કેન્દ્રો
കേന്ദ്രീകൃത,કેન્દ્ર
സെൻട്രിയോൾ,કેન્દ્ર
നൂന്കോജാനിക്,કેન્દ્રોવાળું
നൂനിശ്ചയമുള്ള,કેન્દ્રો
കടല്ചലട്,કરકસર
ധാനം,ધારણ
സാക്ഷപ്പെടുത്തല്,પ્રમાણપત્ર
സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്,પ્રમાણિત બીજ
ചാട്ട,કણ
ചാലസ,ચલાઝા
പരോപപാതം,વાદળવિજ્ismાન
ചിയാസ്മ,જાંબુડિયા રંગ
ചില്ലിംഗ് സമയം,ઠંડક કલાકો
ചില്ലിംഗ് പരിക്ക്,ઠંડક ઇજા
ചിമേര,તંગ
ക്ലോറോറാന്തി,કળ
ക്ലോറോഫിൽ,હરિતદ્રવ્ય
ക്ലോറോസിസ്,હરિતદ્રવ્ય
ക്ലോറോളജി,હરિતદ્રવ્ય
ക്രോമാറ്റിഡ്,ક્રોમેટિડ
ക്രോമാറ്റിൻ,ક્રોમટિન
ക്രോമാറ്റോഗ്രാഫി,ક્રોમશલિઓ
ക്രോമാറ്റോളിസിസ്,ક્રોધિતતા
ക്രോമസെന്റ്റന്റ്,ક્રોમોસેન્ટ્રી
ക്രോമോജെനിസിസ്,ક્રોમતત્વ
ക്രോമോപ്രോട്ടൻ,રંગભૂમિ
ക്രോമസോം,રંગબેરંગી
വിട്ടുമാറാത്ത,કાયમી
സിട്രഞ്ച്,સિત્તર
പചാരു,કવડો
വര്ഗീകരണം,વર્ગીકરણ
കളിമണ്ണ്,માટી
ശുചിയാക്കല്,સફાઈ
Clistogay,રોટી
ക്ലൈമാക്രിക് ഫ്രൂട്ട്,ઘાતકી ફળ
കാലാവസ്ഥ,વાતાવરણ
കാലാവസ്ഥയുള്ള,આબોહવાવિજ્ologyાન
ക്ലിപ്പര്,જાડું
വലം,ગાલ
ക്ലോൺ,ક્લોન
മേഘം,વાદળ
തോപ്പ്,ઝગડો
ക്ലസ്റ്റർ,ઝગડો
പരുക്കനായ,બરછટ
കോട്ട് (വിത്ത്),કોટ (બીજ)
കീടകോശം,કોપરો
Coenzyme,કોનઝાઇમ
ഏകീകരണം,સુશોભન
കയർ,Coાંકણ
കൊളോറൈസ,કોયડો
കുപ്പായക്കഴുത്ത്,કોઠાર
കൊളോയിഡ് (മണ്ണ്),કોલોઇડ (માટી)
കൊളംറ്റെല്ല,જાંબુડિયા રંગનું બનેલું
കോളം,કોલમ
ആമേനസം,સંપ્રદાય
വാണിജ്യ ബാങ്ക്,વેપારી બેંક
ചരക്ക്,કોડ્યુ
സമൂഹം,સમુદાય
കോംപാക്ഷൻ (മണ്ണിന്റെ),કોમ્પેક્શન (માટીનું)
അനുയോജ്യത,સુસંગતતા
അനുയോജ്യത,સુસંગતતા
നഷ്ടപരിഹാരം,વળતર
മത്സര ഇടപെടൽ,સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા
പൂരക വിള,પૂરક પાક
കോംപ്ലമായ,સંકુલ
ഘടകം,ઘટક
രചന,-નું જોડાણ
കമ്പോസ്റ്റ്,કંપોસ્ટ
കൂട്ടുപലിശ,સંયોજન વ્યાજ
കണക്കുകൂട്ടൽ,ગણતરી
കന്വൂട്ടര്,કોમ્પ્યુટર
ഏകാഗത,એકાગ્રતા
കണ്ടന്റർ,શરત
മാര്ഗ്ഗം,વાહકતા
കോൺഫിഗറേഷൻ,ગોઠવણી
അനുരൂപത,સુસંગતતા
ആശയക്കുഴപ്പത്തില്,મૂંઝવણભર્યું
സംയോജനം,જોડાણ
കണക്റ്റീവ്,સંબંધક
സംരക്ഷണം,સંરક્ષણ
ഏകീകരണം,એકીકરણ
ഘടകങ്ങൾ,ઘટ
ഉപഭോക്താവ്,ગ્રાહક
ഉപഭോഗം,વપરાશ
മലിനമാക്കല്,દૂષણ
കോണ്ടൂർ നടീൽ,સમોચ્ચ વાવેતર
ബാഹരേഖ,સમતૈલી
കരാർ കൃഷി,કરાર -ખેતી
നിയന്ത്രിത സംഭരണം,નિયંત્રિત સંગ્રહ
കോ-ഓപ്പറേറ്റീവ് ബാങ്ക്,સહકારી બેંક
സഹകരണക്കാരൻ,ભૌતિક
ചെവിസിസ്,ક copંગું
വലം,કોતર
കൊറോള്ള,કોથળી
Cuortex,કોતરણી
ചെലവ്,ખર્ચ
കോട്ടിലെഡൺ (വിത്ത്),કોટિલેડોન (બીજ)
ക്രെഡിറ്റ് സമൂഹം,ધિરાણ મંડળી
കീര്ത്തി,જમા
കടക്കാരന്,લેણદાર
ചിഹ്നം,ખરબચડું
കാശി,કરચલી
പതിസന്ധി,સંકટ
മാനദണ്ഡം,માપદંડ
വിമര്ശിക്കുന്ന,વિવેકી
വിള ഇൻഷുറൻസ്,પાક વીમો
വിള വായ്പ,પાક -લોન
വിള,પાક
വിളവെടുപ്പ് പ്രദേശം,પાક વિસ્તાર
ക്രോസ്-പൊരുത്തപ്പെടുന്നില്ല,વળગાડ
കിരീടം (പ്ലാന്റ്),તાજ (છોડ)
അപ്പക്കഷണം,ભડકો
അപ്പത്തിന്റെമൊരിഞ്ഞപുറം,બંદર
ക്രിപ്റ്റോഗം,ગુપ્ત
കല്ല് (പഴങ്ങൾ),કુલ (ફળો)
കുള,ક culંગું
കൃഷിചെയ്യുക,ખેડૂત
കൃഷി,ખેતી
കൃഷിക്കാരൻ,ખેડૂત
സംസ്കാരം,સંસ્કાર
രോഗശമനം,ઉપચાર
കേവിംഗ്,કરચલી
പവാഹം,ચલણ
ഉപയാകൃതിയായ,પહાડીચણો
മുറിക്കൽ,કાપવા
തൊലി,કોતરણી
സൈറ്റോക്രോം,કોયડો
Cytogy,ચિત્ત્રમણિકા
Cretogenesis,ચક્રાક્રમ
സൈറ്റോജെനിറ്റിക്സ്,સાયટોજેનેટિક્સ
സൈറ്റോകിനിസ്,ચિત્તભ્રમ
സൈറ്റിയോളജി,મનોહરવિજ્ cyાન
സൈനോളിസിസ്,કોયતરો
സൈറ്റോമിയർ,કોથળી
സൈറ്റോപ്ലാസം,કોયડો
കാബേജ്,કોબી
കള്ളിച്ചെടി,કactક્ટસ
കലണ്ടുല,ક calંડન
കാനറി പുല്ല് (ഫലാരിസ്),કેનેરી ઘાસ (ફાલારિસ)
കാന,ઝેર
കപ്പരിസ്,કળણ
കാപ്സിക്കം,ક capંગિકમ
കാരാംബോള,કોથળી
കാരാപ്പ,કાર્પા
ഏലാമി,ઇલાયચી
മാംസവര്ണ്ണം,સંતાડ
കാരറ്റ്,ગાજર
കശുവണ്ടി,કાજુ
കാസിയ,કાસિયા
നായക,એરપોર
കോളിഫ്ലവർ,ફૂલકોબી
മുള്ളങ്കി,કચુંબરની વનસ્પતિ
ഖപായം,ચેમ્પ
ചെനോപോഡിയം,ચેતાન
ചെറി തക്കാളി,ચેરી ટમેટા
ചെറി,ચેરી
"ചിക്കൻ, ഗ്രാം","ચણા, ગ્રામ"
മുള്ളികൾ,મરચાં
ചൈന ടർപ്പന്റൈൻ ട്രീ,ચાઇના ટર્પેન્ટાઇન ટ્રી
ച ow-ച ow,ચો-ચો
ക്രിസന്തമം,ક્રાયસન્થેમમ
"ചുഫ, എർത്ത് ബദാം","ચુફા, પૃથ્વી બદામ"
സിക്കോറി,ચિત્ત
കറുവ,તજ
സിട്രൺ,સિટ્રોન
സിട്രോൻസെല്ല പുല്ല്,સિટ્રોનેલા ઘાસ
ജസ്മിൻ കയറുന്നു,ચ bingતી જાસ્મિન
ചൂള,ફાટવું
ക്ലസ്റ്റർ ബീൻ,કલગીર બીન
കൊക്കോ,કોકો
നാളികേരം,નારિયેળ
കോഫി,કોફી
കൊളാസ്,કોલસ
കൊളോസാസിയ,કોલોકસિયા
"കൊളോസിന്ത്, കയ്പേറിയ ആപ്പിൾ","કોલોસિન્થ, કડવો સફરજન"
സാധാരണ പർപ്പഴം,સામાન્ય પરત
മല്ലി,કોથમીર
പരുത്തി,સુતરાઉ
കൗപിയ,કોથળી
ക്യൂബ്,ઘનબી
വെള്ളരിക്ക,કાકડી
കുക്കർബിറ്റുകൾ,કકર્બિટ્સ
കുമിൻ,જીરું
കറി ഇല,પર્ણ
കസ്റ്റാർഡ് ആപ്പിൾ,સીતાફળ
കാപ്സ്യൂൾ ബോറർ,કોઇ
കാറ്റർപില്ലർ,કેટરપિલર
സിട്രസ് സൈല,સાઇટ્રસ સાયલ્લા
കിക്കറ്റ്,ક્રિકેટ
കാക്ക,તારવું
പുഴുവിനെ മുറിക്കുക,કૃમિ
പാല്ശേഖരണകേന്ദം,ડેરી
ക്ഷീണം,ડેરીંગ
അണക്കെട്ട്,ડામ
ഡേ-ന്യൂട്രൽ,તટસ્થ
പൂവിടുമ്പോൾ ദിവസങ്ങൾ,ફૂલો પછીના દિવસો
നിറച്ച ദിവസങ്ങൾ,સંપૂર્ણ મોર પછીના દિવસો
വഴുതിവീഴുന്നു,ભિન્ન
നിര്ണ്ണായകീകരണം,છળ
പാനമായ,ડોકટ
അഴുകല്,સડો
ഇലപന്തം,નિર્ણાયક
ദശാംശ,દશાંશ
അപരാപ്തത,ઉણલી
ഡെഫ്ലോക്യൂളിറ്റ് (മണ്ണ്),ડિફ્લોક્યુલેશન (માટી)
വസതിരൂപം,ઉન્મત્ત
വികോപനം,અસ્થિરતા
വനനശീകരണം,વન -નાબૂદી
അപചയം,અધ degપન
അധalal അപലതം,અધોગતિ
ഡിഗ്രി ദിവസങ്ങൾ,ડિગ્રી દિવસ
ഡിഗ്രി,પ્રમાણ
വിജ്ഞാനം,વિકૃત
മാലിംഗം,ઉદ્ધત
വീതിക്കുറയ്ക്കല്,ધ્રુવીય
നിർജ്ജലീകരണം,નિર્જલીકરણ
ഡെഹൈവേറ്റർ,નિર્જૃપક
അവകാശം,માંગ
ഡിനാറ്ററേഷനുകൾ,પ્રાણઘાતક
നിന്ദ്യമായ,ખોટો ઉપયોગ
നിക്ഷേപം,થાપણ
നിക്ഷേപം,જુબાની
മൂല്യത്തകർച്ചയുള്ള ഡെസാലിനിവൽ,ઘસૃષ્ટિ
അതിശയകരമായ,અવ્યવસ્થા
ചിതണം,આચાર
ഡെസേറ്റർ,બેસાડનાર
നാശം,ખામી
സമയപത്രി,આછું
ദേശാനാപിസ്,દેશી
പോക്കറല്,ખાદ્ય પદાર્થ
വഴിപാട്,અસ્થિર
നിശ്ചയദാർ,નિર્ધારક
വിലകുറയ്ക്കല്,અવમૂલ્યન
ആവിഷ്കരണം,નીરસ
വതിചലനം,વિચલનો
നിയമാവലി,નિષ્ઠુર
രോഗനിര്ണയനം,નિદાન
ഡിച്ചോമാമി,દ્વિ -દખલ
ദ്വൈകമി,અલગ -અલગ
ഡികോട്ടിഡൺ (വിത്ത്),ડિકોટિલેડોન (બીજ)
മരിക്കുക (രോഗം),પાછા ડાઇ (રોગ)
അഭിവൃദ്ധി,પ્રસાર
ദഹിപ്പിക്കലിറ്റി,પાચનત્વ
Dihybrid,દિગ્ગજ
ബൈക്ക് (ഡൈക്ക്),ડાઇક (ડાઇક)
