Bengali,English
ক্যালসিয়াম-অ্যালুমিনেট সিমেন্ট,Calcium-aluminate cement
ক্যালসিয়াম-সিলিকেট ইট,Calcium-silicate brick
ক্যালসিয়াম-সিলিকেট হাইড্রেট,Calcium-silicate hydrate
ক্যালিছে,Caliche
ক্যালিফোর্নিয়া ভারবহন অনুপাত,California bearing ratio
ক্যালিপার,Caliper
ক্যালোরিমিটার,Calorimeter
ক্যাম্বার,Camber
খাল,Canal
ক্যানোপি,Canopy
ক্যান্টিলিভার ফুটিং,Cantilever footing
ক্যাপ,Cap
ক্ষমতা,Capacity
আইল ট্র্যাকের ক্ষমতা,Capacity of ail track
ক্যাপ তারের,Cap cable
কৈশিকতা,Capillarity
কৈশিক বিরতি,Capillary break
কৈশিক প্রবাহ,Capillary flow
কৈশিক আর্দ্রতা বা কৈশিক জল,Capillary moisture or capillary water
কৈশিক ছিদ্র স্থান,Capillary pore space
কৈশিক ছিদ্র,Capillary porosity
কৈশিক স্থান,Capillary space
ক্যাপচার বেগ,Capture velocity
কার্বনেশন,Carbonation
কার্বন কালো,Carbon black
কাস্টবল অবাধ্য,Castble refractory
কাস্ট-ইন-প্লেস বা কাস্ট-ইন-সিটু,Cast-in-place or cast-in-situ
কাস্ট-ইন-প্লেস গাদা,Cast-in-place pile
ক্যাস্টর,Castor
ঢালাই পাথর,Cast stone
প্রভাবক,Catalyst
ক্যাটেনা,Catena
বিড়ালের মুখ,Cat face
বিড়ালের মাথা,Cat head
ক্যাটান,Cation
বিড়াল হাঁটা,Cat walk
গহ্বরের ক্ষতি,Cavitation damage
সেলাইট,Celite
সেলুলার কংক্রিট,Cellular concrete
সেলুলার নির্মাণ,Cellular construction
সিমেন্ট,Cement
"সিমেন্ট, বিটুমিনাস","Cement, bituminous"
"সিমেন্ট, উচ্চ শক্তি","Cement, high strength"
"সিমেন্ট, জলবাহী","Cement, hydraulic"
"সিমেন্ট, কম তাপ","Cement, low heat"
"সিমেন্ট, রাজমিস্ত্রি","Cement, masonary"
"সিমেন্ট, প্রাকৃতিক","Cement, natural"
"সিমেন্ট, পোর্টল্যান্ড","Cement, portland"
"সিমেন্ট, পোর্টল্যান্ড ব্লাস্ট ফার্নেস স্ল্যাগ","Cement, portland blast furnace slag"
"সিমেন্ট, পোর্টল্যান্ড পোজোলান","Cement, portland pozzolan"
"সিমেন্ট, স্ল্যাগ","Cement, slag"
"সিমেন্ট, সালফেট প্রতিরোধী","Cement, sulphate resistant"
"সিমেন্ট, সুপার সালফেটেড","Cement, super sulphated"
"সিমেন্ট, সাদা","Cement, white"
সিমেন্ট-সমষ্টি অনুপাত,Cement-aggregate ratio
সিমেন্ট সামগ্রী,Cement content
সিমেন্ট জেল,Cement gel
সিমেন্টের বন্দুক,Cement gun
সিমেন্টের ভাটা,Cement kiln
সিমেন্ট পেইন্ট,Cement paint
সিমেন্ট প্লাস্টার,Cement plaster
সিমেন্ট শিলা,Cement rock
সিমেন্ট স্লারি,Cement slurry
সিমেন্ট স্টোরেজ,Cement storage
সিমেন্টেশন প্রক্রিয়া,Cementation process
কেন্দ্রীভূত করা,Centering
সেন্টারিং এবং শাটারিং,Centering and shuttering
কেন্দ্রীয় মিশ্র কংক্রিট,Central mixed concrete
কেন্দ্রীয় মিশুক,Central mixer
কেন্দ্রাতিগ পাখা,Centrifugal fan
চক,Chalk
চেম্ফার,Chamfer
চেম্ফার ফালা,Chamfer strip
চ্যানেল বিম,Channel beam
চরিত্রগত লোড,Characteristic load
চারিত্রিক শক্তি,Characteristic strength
বন্ধ চার্জ,Charge off
চার্জিং,Charging
চেক করা হচ্ছে,Checking
রাসায়নিক বন্ধন,Chemical bond
চেরনোজেম,Chernozem
চেস্টনাট মাটি,Chestnut soil
চিমনি নর্দমা,Chimney gutter
চিপ বোর্ড,Chip board
চিপিং,Chipping
চিপস,Chips
চুট,Chute
শ্রেণী (কংক্রিটের),Class (of concrete)
কাদামাটি,Clay
কাদামাটি বিষয়বস্তু,Clay content
মাটির প্যান,Clay pan
পরিস্কার করা,Cleanout
পরিষ্কার কর,Clean up
ক্লিট,Cleat
ক্লিঙ্কার,Clinker
ক্লিপ,Clip
জমাট বাঁধা,Coagulation
মোটা সমষ্টি,Coarse aggregate
মোটা দানাদার মাটি,Coarse grained soil
কোট,Coat
কফার বাঁধ,Coffer dam
সংহতি,Cohesion
কলয়েড,Colloid
কোলয়েডাল আর্দ্রতা সমতুল্য অনুপাত,Colloidal moisture equivalent ratio
কলয়েডাল সিস্টেম,Colloidal system
কোলুভিয়াল মাটি,Colluvial soil
কলাম,Column
কম্বড ফিনিস,Combed finish
সম্মিলিত পাদদেশ,Combined footing
মিলিত জল,Combined water
বৈঠকখানা,Common room
সমাপনী সনদ,Completion certificate
উপাদান বর্গক্ষেত্র,Component square
কংক্রিট,Concrete
কংক্রিশন,Concretion
একত্রিত হার/সমতল হার,Consolidated rate/flat rate
দূষক,Contaminants
আলকোভ রান্না করা,Cooking alcove
মোকাবিলা করা,Coping
করবেল,Corbel
কার্নিস,Cornice
কাপলার,Coupler
"যুগল, দ্বিগুণ","Coupler, double"
"কাপলার, পুটলগ","Coupler, putlog"
"কাপলার, সুইভেল","Coupler, swivel"
কোর্স,Course
র্যান্ডম ধ্বংসস্তূপ রাজমিস্ত্রি কোর্স করা,Coursed random rubble masonry
ঢাকা এলাকা,Covered area
হামাগুড়ি,Creep
ক্রীপ সহগ,Creep coefficient
ক্রোটোভাইন,Crotovine
কাকের পা,Crow foot
চূর্ণবিচূর্ণ গঠন,Crumb structure
প্রতিবন্ধক,Curb
কারেন্ট,Current
বক্ররেখা প্রতিরোধের,Curve resistance
স্যাঁতসেঁতে প্রুফ কোর্স,Damp proof course
সমাপ্তির তারিখ,Date of completion
মৃত লোড,Dead load
মরা জল,Dead water
ডেসিবেল,Decibel
ডিফ্লোকুলেশন,Deflocculation
বায়ুচলাচল বা বায়ু স্থান অনুপাত ডিগ্রী,Degree of aeration or air space ratio
সমষ্টির ডিগ্রি,Degree of aggregation
বিচ্ছুরণ ডিগ্রী,Degree of dispersion
স্যাচুরেশন ডিগ্রী,Degree of saturation
ঘনত্ব,Density
মরুভূমির ফুটপাথ,Desert pavement
মরুভূমির মাটি,Desert soil
বিস্তারিত,Details
উন্নয়নের সময়কাল,Development period
ডি-দিগন্ত,D-horizon
তির্যক বন্ধন,Diagonal bond
ডায়াগ্রাম,Diagram
ডিজিটাল ডক,Digital dock
পার্থক্য জলের হার,Differential water rate
পাতলা বায়ুচলাচল,Dilution ventilation
ডিলুভিয়াম,Diluvium
খাবার কক্ষ,Dining room
দিকনির্দেশনা পেগ,Direction peg
বিচ্ছুরণ,Dispersion
ডিস্টেম্পার,Distemper
ডক,Dock
দরজা,Door
ডর্মার,Dormer
ডর্মার চেক,Dormer check
ডাবল ফ্লেমিশ বন্ড,Double flemish bond
ডবল লেয়ার,Double layer
দোয়েল,Dowel
অঙ্কন বোর্ড,Drawing board
বৈঠকখানা,Drawing room
প্রবাহ,Drift
শুকনো বাল্বের তাপমাত্রা,Dry bulb temperature
শুকনো ডক,Dry dock
শুকনো রাবার রাজমিস্ত্রি,Dry rubber masonry
ডাচ বন্ড,Dutch bond
বামন প্রাচীর,Dwarf wall
বাস ইউনিট,Dwelling unit
ইভ,Eave
ইভস নর্দমা,Eaves gutter
অর্থনৈতিক সম্ভাব্যতা,Economic feasibility
এক্টোডাইনামরফিক মাটি,Ectodynamorphic soil
এডি,Eddy
কার্যকরী আকার,Effective size
প্রস্ফুটিত,Efflorescence
বর্জ্য,Effluent
উচ্চতা,Elevation
ইলুভিয়েশন,Eluviation
এলুভিয়াম,Eluvium
এন্ডোডাইনামরফিক মাটি,Endodynamorphic soil
ইঞ্জিনিয়ারিং সম্ভাব্যতা,Engineering feasibility
ইংরেজি বন্ড,English bond
ইংরেজি বাগান প্রাচীর বন্ধন,English garden wall bond
"EPM (প্রতি মিলিয়নের সমতুল্য),&quot;","E.P.M. (equivalent per million),"""
সমান ওজন,Equivalent weight
অর্গ,Erg
বিনিময়যোগ্য,Exchangeable
বিনিময়যোগ্য অম্লতা,Exchangeable acidity
বিনিময়যোগ্য সোডিয়াম শতাংশ (ESP),Exchangeable sodium percentage (ESP)
ই এস পি,E. S P.
এক্সচেঞ্জ অ্যাসিডিটি,Exchange acidity
এক্সচেঞ্জ কমপ্লেক্স,Exchange complex
নিষ্কাশন,Exhaust
উন্মুক্ত ফিনিস,Exposed finish
আই,Eye
ভুরু,Eye brow
সম্মুখ,Facing
বন্ড সম্মুখীন,Facing bond
নিরাপত্তার ফ্যাক্টর,Factor of safety
পতন,Fall
ফেসিয়া,Facia
ফেসিয়া বোর্ড,Facia board
দোষ,Fault
মাঠের আর্দ্রতা,Field moisture
চূড়ান্ত আর্দ্রতা সমতুল্য,Final moisture equivalent
ফিলেট (মর্টার),Fillet (of mortar)
চূড়ান্ত,Finial
চূড়ান্ত পরিমাপ,Final measurement
চূড়ান্ত অর্থপ্রদান,Final paymentq
চূড়ান্ত প্রাক চাপ,Final pre stress
চূড়ান্ত উত্তেজনা,Final tension
আর্থিক সম্ভাব্যতা,Financial feasibility
সূক্ষ্ম সমষ্টি,Fine aggregate
ফিসার্ড শিলা,Fissured rock
পতাকা পাথর,Flag stone
ফ্লেমিশ বন্ড,Flemish bond
ঝলকানি,Flashing
চটকদার স্রোত,Flashy stream
সমতল ছাদ,Flat roof
ফ্লেচে,Fleche
ফ্লেমিশ গার্ডেন ওয়াল বন্ড,Flemish garden wall bond
চকমকি,Flint
চকমকি দেয়াল,Flint wall
ভাসমান মেঝে,Floating floor
ফ্লোকুলেশন,Flocculation
ফ্লোকুলেশন সীমা,Flocculation limit
ফ্লোকুলেশন অনুপাত,Flocculation ratio
ফ্লোকুলস,Floccules
মেঝে,Floor
মেঝে সিল,Floor seal
প্রবাহ,Flow
ওঠানামা,Fluctuation
ফুটিং,Footing
ফাউন্ডেশন,Foundation
ফ্রি ফল ব্যারো টপিং মিক্সার,Free fall barrow topping mixer
ফ্রি ফল মিক্সার (ড্রাম টাইপ),Free fall mixer (drum type)
বিনামূল্যে পাথর,Free stone
ফ্রেশেট,Freshet
ঘর্ষণ গাদা,Friction pile
ব্যাঙ,Frog
গ্যাবল,Gable
গ্যাবলেট,Gablet
গ্যাম্বেলের ছাদ,Gambrel roof
গেজ,Gauge
পরিমাপক বিভাগ,Gauging section
গেজিং স্টেশন,Gauging station
সাধারণ অবস্থান পরিকল্পনা,General location plan
সাধারণ বায়ুচলাচল,General ventilation
G দিগন্ত বা gley দিগন্ত,G horizon or gley horizon
হিমবাহ পর্যন্ত,Glacial till
জিনিস,Gneiss
গুডস ইয়ার্ড,Goods yard
গ্রেডিয়েন্ট প্রতিরোধ,Gradient resistance
গ্রানাইট,Granite
দানাদার গঠন,Granular structure
দানাদার,Granulation
কণিকা,Granule
মহাকর্ষীয় জল মুক্ত জল,Gravitational water free water
গ্র্যাভিটেশনাল ইয়ার্ড,Gravitational yard
মহান মাটি গ্রুপ,Great soil group
গ্রিলেজ ফাউন্ডেশন,Grillage foundation
স্থল হাত ছাঁচনির্মাণ,Ground hand moulding
দলবদ্ধ ডক,Grouped dock
গ্রুপ হাউজিং,Group housing
অতিথি কক্ষ,Guest room
নর্দমা,Gutter
নর্দমা বহনকারী,Gutter bearer
গটার চেক,Gutter check
হাতুড়ি ড্রেসিং,Hammer dressing
হারবার,Harbour
আশ্রয়ের পোতাশ্রয়,Harbour of refuge
শক্ত প্যান,Hard pan
হেডার,Header
হেডার বন্ড,Header bond
হেডার কোর্স,Header course
হেড গেটের গঠন,Head gate structure
খালের প্রধান,Head of canal
হেড রেগুলেটর,Head regulator
হেরিং হাড়ের বন্ধন,Herring bone bond
হার্টিং,Hearting
ভিজানোর তাপ,Heat of wetting
উচ্চ অ্যালুমিনা সিমেন্ট,High alumina cement
নিতম্ব,Hip
হিপ ক্যাপিং,Hip capping
নিতম্বের শেষ,Hipped end
ঘোমটা,Hood
হুড ছাঁচনির্মাণ,Hood moulding
হুকের আইন,Hook's law
হুপ লোহা,Hoop iron
দিগন্ত,Horizon
আর্দ্রতা,Humidification
"আর্দ্রতা, পরম","Humidity, absolute"
"আর্দ্রতা, আপেক্ষিক","Humidity, relative"
হাম্প ইয়ার্ড,Hump yard
জলবাহী চাপ,Hydraulic pressure
হাইড্রেশন,Hydration
হাইড্রোলাইসিস,Hydrolysis
হাইড্রোলাইটিক অ্যাসিডিটি,Hydrolytic acidity
হাইড্রোমরফিক মাটি,Hydromorphic soil
হাইড্রোফিলিক কলয়েড,Hydrophilic colloid
হাইড্রোফোবিক কলয়েড,Hydrophobic colloid
হাইড্রোস্ট্যাটিক চাপ অনুপাত,Hydrostatic pressure ratio
হাইগ্রোস্ক্যাপটিক সহগ,Hygroscaptic coefficient
হাইগ্রোস্কোপিক আর্দ্রতা,Hygroscopic moisture
হাইড্রোস্কোপিসিটি,Hydroscopicity
হাইগ্রোস্কোপিক আর্দ্রতা,Hygroscopic moisture
হাইপারবারিক চেম্বার,Hyperbaric chamber
হাইপারস্ট্যাটিক ফ্রেম,Hyperstatic frame
হাইপসোমিটার,Hypsometer
আলোকসজ্জা,Illumination
ইমবিবেশন আর্দ্রতা,Imbibation moisture
অপরিণত মাটি,Immature soil
জব্দ ডক,Impounded dock
ভূমি রাজস্ব বৃদ্ধি,Increment of land revenue
স্বাধীন ভারা,Independent scaffold
নিমজ্জিত,Indurated
প্রাথমিক prestress,Initial prestress
প্রাথমিক উত্তেজনা,Initial tension
অভ্যন্তরীণ জলপথ বন্দর,Inland waterway port
অন্তরক বোর্ড,Insulating board
মধ্যবর্তী বন্দর,Intermediate port
অভ্যন্তরীণ ঘর্ষণ,Internal friction
ইন্ট্রাজোনাল মাটি,Intrazonal soil
অয়ন,Ion
আয়ন বিনিময়,Ion exchange
লোহার প্যান,Iron pan
সেচ সম্পন্ন ভূমি,Irrigated land
সেচ,Irrigation
সেচ সেস,Irrigation cess
জাম্ব,Jamb
জগল,Joggle
জগল পিন,Joggle pin
জুল,Joule
জাম্পার,Jumper
কিলোগ্রাম,Kilogram
কিলোগ্রাম বল,Kilogram force
কিলোগ্রাম ফোর্স মিটার,Kilogram force meter
কিলোওয়াট ঘন্টা,Kilowatt hour
রাজা বন্ধ,King closure
রান্নাঘর,Kitchen
জরিযুক্ত কলাম,Laced column
ল্যাগিং,Lagging
ল্যামেলা মূল,Lamella root
লেমিনার প্রবাহ,Laminar flow
বাতির গর্ত,Lamp hole
ভূ - বিস্তৃতি,Land accretion
ল্যান্ড স্লাইডিং,Land sliding
ল্যাটেরাইট,Laterite
ল্যাটেরাইট মাটি,Laterite soil
বড় সংখ্যার আইন,Law of large numbers
বিন্যাস পরিকল্পনা,Layout plan
খাতা,Ledger
চুন প্যান,Lime pan
লিন্টেল,Lintel
তরল সীমা,Liquid limit
লাইভ লোড,Live load
দোআঁশ,Loam
স্থানীয় নিষ্কাশন বায়ুচলাচল,Local exhaust ventilation
লোকো ইয়ার্ড,Loco yard
লস,Loess
নিম্ন প্লাস্টিকের সীমা,Lower plastic limit
কম তাপ সিমেন্ট,Low heat cement
মেশিন ছাঁচনির্মাণ,Machine moulding
ম্যাক্রোস্ট্রাকচার,Macrostructure
প্রধান প্রধান নিয়ন্ত্রক,Main head regulator
প্রধান বন্দর,Main port
বায়ু আপ করা,Makeup air
মানসার্ড,Mansard
মার্শালিং ইয়ার্ড,Marshalling yard
রাজমিস্ত্রির কাজ,Masonry
পরিপক্ক তাপমাত্রা,Maturing temperature
মধ্যবর্তী তলা মেঝে,Mezzanine floor
যান্ত্রিক বিশ্লেষণ,Mechanical analysis
যান্ত্রিক বায়ুচলাচল,Mechanical ventilation
মেট্রিক সিস্টেম,Metric system
মাইক্রোস্ট্রাকচার,Microstructure
মিলি সমতুল্য,Milli equivalent
মিলি প্রতি লিটার সমতুল্য,Milli equivalent per litre
খনিজ,Mineral
খনিজ মাটি,Mineral soil
ছোট বন্দর,Minor port
Mitred বন্ধ,Mitred closure
মোবাইল সয়েল কলয়েড,Mobile soil colloid
আর্দ্রতা কন্টেন্ট,Moisture content
আর্দ্রতা গ্রেডিয়েন্ট,Moisture gradient
মনোলিথ,Monolith
মনোরেল,Monorail
জাতীয় হারবার কাউন্সিল,National harbour council
প্রাকৃতিক বিছানা,Natural bed
প্রাকৃতিক ফিনিস,Natural finish
প্রাকৃতিক পোতাশ্রয়,Natural harbour
প্রাকৃতিক বায়ুচলাচল,Natural ventilation
নৌ বন্দর,Naval harbour
নিউটন,Newton
অ অভিন্ন প্রবাহ,Non uniform flow
জলের হার দখল করে,Occupies water rate
তেলে আকা,Oil paint
তেল কূপ সিমেন্ট,Oil well cement
খোলা চ্যানেল প্রবাহ,Open channel flow
সর্বোত্তম আর্দ্রতা,Optimum moisture
জৈব মাটি,Organic soil
ওরিয়েন্টেশন,Orientation
অর্থোগোনাল,Orthogonal
অর্টস্টেইন,Ortstein
বাইরের সংকেত,Outer signal
জারণ,Oxidation
প্যান্ট্রি,Pantry
প্যারাপেট,Parapet
প্রাচীর প্রাচীর,Parapet wall
পিতামাতার উপাদান,Parent material
নুড়ি ঢালাই প্লাস্টার,Pebble cast plaster
পেডালফার,Pedalfer
পেডোকাল,Pedocal
পেডোজেনেসিস,Pedogenesis
পেডোলজি,Pedology
পেডোস্ফিয়ার,Pedosphere
পেনেট্রোমিটার,Penetrometer
পেন্ট ছাদ,Pent roof
পেপটাইজিং এজেন্ট,Peptizing agent
বিশ্লেষণের সময়কাল,Period of analysis
পারপেন্ড,Perpend
শোষণ,Persorption
পিয়ার,Pier
পিলাস্টার,Pilaster
পিচ,Pitch
গল্পটা ছাদ,Pitched roof
সাধারণ কংক্রিট,Plain concrete
সমতল কোণ,Plane angle
সমতল গজ,Plain yard
প্ল্যানসোল,Plansol
প্লাস্টিকের সামঞ্জস্য,Plastic consistency
প্লাস্টিসিটি,Plasticity
প্লাস্টিসিটি সূচক,Plasticity index
প্লাস্টিসিটি সীমা,Plasticity limit
প্লাস্টিসিটি পরিসীমা,Plasticity range
প্লাটি গঠন,Platy structure
প্লিন্থ,Plinth
লাঙ্গলের মাটি,Plough soil
বরই পাথর,Plum stone
পডজোল,Podzole
ইশারা,Pointing
বহুভুজ প্রাচীর,Polygonal wall
ছিদ্র স্থান,Pore space
বন্দর,Port
ইতিবাচক বায়ুচলাচল,Positive ventilation
প্রাইরি মাটি,Prairie soil
যথার্থতা,Precision
প্রাথমিক কণা,Primary particle
প্রিজম্যাটিক কাঠামো,Prismatic structure
উৎপাদনশীল কাজ,Productive work
প্রকল্পের ন্যায্যতা,Project justification
প্রতিরক্ষামূলক কাজ,Protective work
সিউডো-মাইসেলিয়াম,Pseudo-mycelium
পুডল,Puddle
পাগিং,Pugging
পিউমিস,Pumice
পাঞ্চিয়ন,Puncheon
পুতুল,Puppet
পুটলগ,Putlog
পুটলগ ভারা,Putlog scaffold
পরিমাণ পরিমাপক,Quantity surveyor
খনির রস,Quarry sap
কোয়ে,Quay
রানী বন্ধ,Queen closure
কুইন,Quoin
ভেলা ফাউন্ডেশন,Raft foundation
রাকার,Raker
রেকিং,Raking
রেকিং বন্ড,Raking bond
ঝলকানি raking,Raking flashing
দ্রুত পরিবর্তনশীল প্রবাহ,Rapidly varying flow
পুনরুদ্ধারযোগ্য পেমেন্ট,Recoverable payment
লাল পৃথিবী,Red earth
লাল দোআঁশ,Red loam
রেগুলেটর,Regulator
রেগুর বা কালো তুলা মাটি,Regur or black cotton soil
পরিশোধের চুক্তি,Repayment contract
অবশিষ্ট সংকোচন,Residual shrinkage
অবশিষ্ট মাটি,Residual soil
প্রকাশ করা,Reveal
পিন প্রকাশ করুন,Reveal pin
টাই প্রকাশ,Reveal tie
রিজ,Ridge
রিজ ক্যাপিং,Ridge capping
নদী,River
রোড স্টেড,Road stead
রুক্ষ প্লাস্টার,Rough plaster
ধ্বংসস্তুপ,Rubble
ধ্বংসস্তূপ রাজমিস্ত্রি,Rubble masonry
ধ্বংসস্তূপ দেয়াল,Rubble walling
চলমান পরিমাপ,Running measurement
নিরাপদ ভারবহন ক্ষমতা,Safe bearing capacity
লবণ গ্লেজ,Salt glaze
সাধারন মাপ,Sample size
নমুনা বিতরণ,Sampling distribution
নমুনা ত্রুটি,Sampling error
বালি,Sand
বালি ফিনিস,Sand finish
বালি হাত ছাঁচনির্মাণ,Sand hand moulding
স্যান্ডিং,Sanding
স্যাচুরেটেড মাটি,Saturated soil
স্যাচুরেটেড মাটির পেস্ট,Saturated soil paste
স্যাচুরেশন নির্যাস,Saturation extract
স্যাচুরেশন শতাংশ,Saturation percentage
সসার গম্বুজ,Saucer dome
ভারা,Scaffold
শিস্ট,Schist
সমুদ্র বন্দর,Sea port
গোপন নর্দমা,Secret gutter
দ্বিতীয়,Second
অবক্ষেপণ বিশ্লেষণ,Sedimentation analysis
আধা-কৃত্রিম বন্দর,Semi-artificial harbour
আধা জোয়ার ডক,Semi tidal dock
বার্ধক্য,Senile
শেল,Shale
চাদরের স্তূপ,Sheet pile
সংকোচন সীমা,Shrinkage limit
শাটারিং,Shuttering
সিয়ালিটিক মাটি,Siallitic soil
সিয়েরোজেম,Sierozem
সিল,Sill
পলি,Silt
একক ফ্লেমিশ রক্ত,Single flemish blood
একক দানাদার কাঠামো,Single grained structure
কঙ্কালের মাটি,Skeletal soil
স্কার্টিং,Skirting
ঘুমের প্রাচীর,Sleeper wall
পাশের নর্দমা,Side gutter
পিছলানো পদ্দতি,Slide rule
স্লিপ ডক,Slip dock
স্মোনিজা,Smoniza
ভিজানো,Soaking
মৃত্তিকা সমিতি,Soil association
মাটির শ্রেণী,Soil class
মাটি জটিল,Soil complex
মাটির সামঞ্জস্য,Soil consistency
মাটির পরিবার,Soil family
মাটির ফ্রেমের কাজ,Soil frame work
মাটির আদ্রতা,Soil moisture
মাটির আর্দ্রতা বৃদ্ধি,Soil moisture accretion
মাটির আর্দ্রতার ঘাটতি,Soil moisture deficit
মাটির রূপবিদ্যা,Soil morphology
মাটির কণা,Soil particle
মাটির পর্যায়,Soil phase
মাটি প্রোফাইল,Soil profile
মাটির প্রতিক্রিয়া,Soil reaction
মাটি আলাদা করে,Soil separates
মাটি সিরিজ,Soil series
