Tamil,Hindi
இயற்கணித சமன்பாடு,बीजीय समीकरण
இயற்கணித வெளிப்பாடு,बीजीय व्यंजक
இயற்கணித வடிவம்,बीजीय समघात
இயற்கணித செயல்பாடு,बीजीय फलन
இயற்கணித வடிவியல்,बीजीय ज्यामिति
இயற்கணிதப் பெருக்கம்,बीजीय बहुकता
இயற்கணித அமைப்பு,बीजीय निकाय
அனைத்து முழு எண் பிரச்சனை,सर्व-पूर्णांक समस्या
ஒதுக்கீடு பிரச்சனை,"नियतन समस्या वाटपप्रश्न,"
அகரவரிசைக் குறியீடு,अक्षरात्मक संकेत पद्‌धति
அகரவரிசை எழுத்து,अक्षरात्मक संप्रतीक
மாற்று கோணம்,एकांतर कोण
மாற்று வடிவம்,"एकांतर समघात प्रत्यावर्ती रूप,"
மாற்று குழு,एकांतर समूह
மாற்று அணி,एकांतर आव्यूह
மாற்று தொடர்,एकांतर श्रेणी
மாற்று கருதுகோள்,वैकल्पिक परिकल्पना
மாற்று ஆப்டிமா,वैकल्पिक इष्टमत
மாற்று விளைவு,वैकल्पिक परिणाम
அனலாக்-டு-டிஜிட்டல் மாற்றி,अनुरूप-अंकीय परिवर्तक
அனலாக் கணினி,"अनुरूप कम्प्यूटर,"
பகுப்பாய்வு,विश्लेषण
இணையான பகுப்பாய்வு,सहप्रसरण-विश्लेषण
கணக்கியல் தரவு பகுப்பாய்வு,गणन-आंकड़ों का विश्लेषण
மாறுபாட்டின் பகுப்பாய்வு,प्रसरण-विश्लेषण
பகுப்பாய்வு வடிவியல்,विश्लेषिक ज्यामिति
பகுப்பாய்வு செயல்பாடு,विश्लेषिक फलन
கோணம்,कोण
தொடர்பு கோணம்,स्पर्श-कोण
விலகல் கோணம்,विक्षेप-कोण
மனச்சோர்வின் கோணம்,अवनमन-कोण
விலகல் கோணம்,विचलन-कोण
விலகல் கோணம்,विवर्तन-कोण
உயரத்தின் கோணம்,उन्नयन-कोण
நிகழ்வு கோணம்,आपतन-कोण
திட்ட கோணம்,प्रक्षेप-कोण
பிரதிபலிப்பு கோணம்,परावर्तन-कोण
ஒளிவிலகல் கோணம்,अपवर्तन-कोण
சுழற்சி கோணம்,घूर्णन-कोण
மொத்த பிரதிபலிப்பு கோணம்,पूर्ण परावर्तन-कोण
கோண முடுக்கம்,कोणीय त्वरण
கோண இயக்கம்,कोणीय गति
கோண வேகம்,कोणीय चाल
கோண வேகம்,कोणीय वेग
வளையம்,वलयिका
பதில்,उत्तर
எதிர்ப்பு வழித்தோன்றல்,प्रति-अवकलज
சமச்சீரற்ற செயல்பாடு,प्रतिसममित फलन
பொருந்தும்,"आच्छाद्य , अनु प्रयोज्य, लागू"
விண்ணப்பம்,"अनुप्रयोग उपयोजन,"
பயன்பாட்டு டைனமிக் நிரலாக்கம்,अनुप्रयुक्त गतिशील प्रोग्रामन
பயன்படுத்தப்படும் வடிவியல்,अनुप्रयुक्त ज्यामिति
பயன்பாட்டு கணிதம்,अनुप्रयुक्त गणित
பயன்பாட்டு புள்ளிவிவரங்கள்,अनुप्रयुक्त सांख्यिकी
தோராயமாக,"सन्निकटतः, लगभग"
தோராயமாக தொடர்ச்சியான செயல்பாடு,सन्निकटतः संतत फलन
தோராயமான முறை,"स्थूल विधि, सन्निकट विधि"
தோராயமான தீர்வு,सन्निकट हल
தோராயமான பிரச்சனை,सन्निकटन-समस्या
தோராயமான சொத்து,सन्निकटन-गुणधर्म
திறன் சோதனை பேட்டரி,अभिक्षमता-परीक्षावली
அர்காண்ட் வரைபடம்,आरगाँ आरेख
தன்னிச்சையாக தேர்வு,स्वेच्छगहीतृ
தன்னிச்சையான,"स्वेच्छ, यादृच्छिक"
தன்னிச்சையான மாறிலி,स्वेच्छ अचर
தன்னிச்சையான உறுப்பு,स्वेच्छ अवयव
தன்னிச்சையான புள்ளி,स्वेच्छ बिन्दु
ஆர்க்கிமிடியன் சட்டம்,आर्किमीडी नियम
ஆர்க்கிமிடிஸ் கொள்கை,आर्किमीडीज़ का नियम
வில்லின் நீளம்,"चाप-दैर्घ्य, चाप-लम्बाई"
வட்ட வில்,वत्तृ चाप
ஆர்க் சைன் விநியோகம்,प्रतिलोम ज्या बंटन
ஆர்க் சைன் மாற்றம்,प्रतिलोम ज्या रूपांतरण
பகுதி," क्षेत्र , क्षेत्रफल"
பகுதி அமைப்பு,क्षेत्रीय विन्यास
கலப்பு எண்ணின் வாதம்,सम्मिश्र संख्या का कोणांक
எண்கணித சராசரி,समांतर माध्य
எண்கணித செயல்பாடு,अंकीय संक्रिया
எண்கணித அலகு,अंकीय एकक
ஏற்பாடு,"विन्यास, व्यवस्था"
வரிசை,"व्यूह , सरणी"
செயற்கை செயற்கைக்கோள்,कृत्रिम उपग्रह
செயற்கை மாறி,कृत्रिम चर
ஏறும்,आरोहण करना
ஏறும்,आरोही
அளவின் ஏறுவரிசை,परिमाण का आरोही क्रम
ஏறுவரிசை தொடர்,आरोही श्रेणी
அசெம்பிளர் மொழி,कोडांतरक भाषा
பணி நியமன பிரச்சனை,"नियतन समस्या नियतन प्रश्न,"
துணை சட்டம்,साहचर्य नियम
ஆபரேட்டர்களின் துணை சட்டம்,संकारकों का साहचर्य नियम
துணை செயல்பாடு,साहचर्य-संक्रिया
கூட்டுறவு,सहचारिता
சராசரியாக கருதப்படுகிறது,कल्पित माध्य
நிகழ்தகவு விநியோகம் என்று கருதப்படுகிறது,कल्पित प्रायिकता बंटन
அனுமானம்," कल्पना , गृहीत,"
ஜோதிடம்,ज्योतिष
விண்வெளி பொறியாளர்,"अंतरिक्षयानिक इंजीनियर अंतराळी अभियंता,"
வானியலாளர்,खगोलज्ञ*
வானியல் கடிகாரம்,खगोलीय घड़ी
வானியல்,खगोलिकी
சமச்சீரற்ற வளைவு,असममित वक्र
சமச்சீரற்ற தன்மை,असममिति
அறிகுறியற்றது,अनंतस्पर्शी
அறிகுறியற்ற,उपगामी
அறிகுறியற்ற திறமையான மதிப்பீட்டாளர்,उपगामी दक्ष आकलक
அறிகுறியற்ற பாரபட்சமற்ற மதிப்பீட்டாளர்,उपगामी अनभिनत आकलक
அறிகுறியற்ற நடத்தை,उपगामी आचरण
அறிகுறியற்ற விநியோக செயல்பாடு,उपगामी बंटन-फलन
அறிகுறியற்ற விரிவாக்கம்,उपगामी प्रसार
வளிமண்டல அழுத்தம்,वायु मंडलीय दाब
சீரற்ற முறையில்,"यदृच्छया,"
பண்பு,गुण*
மாதிரி செயல்முறை பண்புகளை,गुण-प्रतिचयन-क्रियाविधि
பெரிதாக்கப்பட்ட அணி,संवर्धित आव्यूह
தன்னியக்க தொடர்பு குணகம்,स्वसहसंबंध गुणांक
தன்னியக்க தொடர்பு செயல்பாடு,स्वसहसंबंध फलन
தன்னியக்க மாறுபாடு,स्वसहप्रसरण
தானியங்கி கணினி,स्वचालित अभिकलित्र
தன்னியக்க பின்னடைவு,स्वसमाश्रयण
துணை சமன்பாடு,सहायक समीकरण
சராசரி மாதிரி எண் வளைவு (ASN வளைவு),माध्य प्रतिदर्श संख्या वक्र (मा.प्र.सं. वक्र)
கோட்பாடு," स्वयंसिद्‌ध , अभिगृहीत"
அச்சு அணுகுமுறை,अभिगहीती दृष्टिकोण
நிகழ்தகவு கோட்பாடு,प्रायिकता अभिगृहीत
அச்சு,अक्ष
abscissa அச்சு,भुजाक्ष
பூமியின் அச்சு,भू-अक्ष
புரட்சியின் அச்சு,परिक्रमण-अक्ष
சுழற்சியின் அச்சு,घूर्णन अक्ष
சுழற்சியின் அச்சு,प्रचक्रण-अक्ष
பின்-மாற்று,पश्च-प्रतिस्थापन
பின்தங்கிய வேறுபாடு,पश्चांतर
பின்தங்கிய இடைக்கணிப்பு சூத்திரம்,पश्च अंतर्वेशन-सूत्र
சமநிலை,"तुला, तराजू , संतु लन , शेष, बाकी , संतुलित होना, संतुलित करना"
சீரான வடிவமைப்பு,संतुलित अभिकल्पना
இருப்புநிலை,तुलन-पत्र
பாலிஸ்டிக் ஏவுகணை,प्रक्षेपास्त्र
பாலிஸ்டிக்ஸ்,"प्राक्षेपिकी, अस्त्र विज्ञान"
மதுக்கூடம்," स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी , रोधिका, भित्ति , बार , रेखा, रेखिका , परीक्षण रेखा, धार"
அடித்தளம்,"आधार , क्षारक , अधम , मूल , बेस"
அடிப்படை கோணம்,आधार कोण
மடக்கையின் அடிப்படை,"लघुगणक का आधार, लॉगरिथ्म का आधार"
அடிப்படை,"आधारी, मूल,"
அடிப்படை சாத்தியமான தீர்வு,आधारी सुसंगत हल
அடிப்படை தீர்வு,आधारी हल
அடிப்படை மாறி,आधारी चर
அடிப்படையில்,आधारक
அடிப்படை உறுப்பு,आधार अवयव
அடிப்படை அணி,आधारी आव्यूह
ஒரு திசையன் இடத்தின் அடிப்படை,सदिश समष्टि का आधार
துணைவெளியின் அடிப்படை,उपसमष्टि का आधार
பேய்சியன் மதிப்பீடு,बेज़-आकल
பேய்ஸ் சட்டம்,बेज़-नियम
பேய்ஸ் தேற்றம்,बेज़-प्रमेय
பெர்னோலி விநியோகம்,बर्नूली-बंटन
பெர்னோலி எண்,बर्नूली संख्या
பெர்னோலி நிகழ்தகவு செயல்பாடு,बर्नूली प्रायिकता-फलन
பெர்னோலியின் சமன்பாடு,बर्नूली-समीकरण
பெர்ரி செயல்பாடு,बेरी फलन
சிறந்த பொருத்தம்,श्रेष्ठतम आसंजन
சிறந்த பொருத்தம் வரி,श्रेष्ठतम आसंजन रेखा
சிறந்த தீர்வு,सर्वोत्तम हल
சிறந்த உத்திகள்,सर्वोत्तम युक्तियाँ
பீட்டா விநியோகம்,बीटा बंटन
சார்பு,"अभिनति, बायस"
பாரபட்சமான மதிப்பீடு,अभिनत आकल
பைஹார்மோனிக் சமன்பாடு,द्विप्रसंवादी समीकरण
பிஜேக்ஷன்,एकैकी आच्छादन
இருமுனை வரைபடம்,एकैकी आच्छादी प्रतिचित्र
பைஜெக்டிவ் மேப்பிங்,एकैकी आच्छादी प्रतिचित्रण
இருகோடி வடிவம்,द्विएकघाती समघात
இருமுனை செயல்பாடு,द्विरैखिक फलन
இருமுனை ஹெர்மிடியன் வடிவம்,द्विरैखिक हर्मिटीय समघात
பைனரி,"द्वि-चर, द्वि-आधारी, द्वयी"
பைனரி குறியீடு,"द्वि-आधारी कोड, द्विआधारी कूट"
பைனரி குறியிடப்பட்ட தசம,"द्वि-आधारी कूट दशमलव, द्वि-आधारी कोडित दशमलव"
பைனரி குறியீட்டு முறை,द्वि-आधारी कूटलेखन
பைனரி கணினி,द्वि-आधारी अभिकलित्र
பைனரி இலக்கம்,द्वि-आधारी अंक
பைனரி செயல்பாடு,द्विआधारी संक्रिया
பைனரி அமைப்பு,द्विआधारी पद्‌धति
பைனரி மாறி,द्विआधारी चर
ஈருறுப்புக் குணகம்,द्विपद गुणांक
இருவகைப் பரவல்,द्विपद बंटन
ஈருறுப்புச் சமன்பாடு,द्विपद समीकरण
ஈருறுப்பு விரிவாக்கம்,द्विपद प्रसरण
ஈருறுப்பு வெளிப்பாடு,द्विपद व्यंजक
ஈருறுப்பு சீரற்ற மாறி,द्विपद यादृच्छिक चर
ஈருறுப்பு தேற்றம்,द्विपद-प्रमेय
இரு பிரிவு,"अर्धन, द्विभाजन"
பிரித்தல் முறை,"समद्विभाजन विधि, अर्धीकरण विधि"
இருவகை,"अर्धक, द्विभाजक"
இருமுறை,"द्विपंक्तिक, द्विश्रेणिक"
பிட்,"द्वयंक (द्विआधारी अंक) , अणी, बरमी , टूक"
இருவகை இருவகைப் பரவல்,द्विचर द्विपद-बंटन द्विचल
இருவகை தொடர்பு குணகம்,द्विचर सहसंबंध गुणांक
இருவகை விநியோகம்,द्विचर बंटन
இருவகை சாதாரண விநியோகம்,द्विचर प्रसामान्य-बंटन
பைவெக்டர்,द्विसदिश
போல்ட்ஸ்மேன் சமன்பாடு,बोल्ट्मान समीकरण
பூலியன் இயற்கணிதம்,बूलीय बीजावली*
போஸ் - ஐன்ஸ்டீன் புள்ளிவிவரங்கள்,बोस-आइन्स्टाइन सांख्यिकी
எல்லை நிலை,परिसीमा प्रतिबन्ध
எல்லை அடுக்கு,परिसीमा स्तर
எல்லைக் கோடு,परिसीमा रेखा
எல்லை மதிப்பு,परिसीमा मान
எல்லை மதிப்பு பிரச்சனை,परिसीमा मान समस्या
வரையறுக்கப்பட்ட செயல்பாடு,"परिबद्‌ध फलन परिबद्‌ध फल,"
கட்டுப்பட்ட அணி,"परिबद्‌ध मैट्रिक्स, परिबद्‌ध आव्यूह परिबद्‌ध सारणी,"
எல்லைக்குட்பட்ட பகுதி,"परिबद्‌ध प्रदेश परिबद्‌ध प्रदेश,"
வரையறுக்கப்பட்ட தொகுப்பு,"परिबद्‌ध समच्चय परिबद्‌ध संच,"
பிரவுனிய இயக்கம்,ब्राउनी गति
கணக்கிட,परिकलन करना
கணக்கிடுகிறது,परिकलन
கணக்கிடும் இயந்திரம்,"परिकलन-यंत्र, परिकलित्र"
கணக்கீடு,परिकलन*
கணக்கீட்டு செயல்முறை,परिकलनात्मक क्रिया विधि
கால்குலேட்டர்," परिकलित्र , परिकलक"
கால்குலஸ்,"कलन, कैलकुलस"
மாறுபாட்டின் கணக்கீடு,विचरण-कलन
கலோரி,कैलोरी
ரத்து சட்டம்,निरसन नियम
நியமன சமன்பாடு,विहित समीकरण
நியமன வடிவம்,विहित रूप
நியமன அணி,"विहित मैट्रिक्स, के नानिकल मैट्रिक्स"
கேன்டர் செட்,कैन्टर समुच्चय
கேண்டரின் மும்முனைத் தொகுப்பு,कैन्टर त्रिआधारी समुच्चय
திறன் கொண்ட போக்குவரத்து பிரச்சனை,परिबंधित परिवहन समस्या
திறன்,क्षमता
தந்துகி விசை,केशिका-बल
கார்டினல் எண்,"गणन संख्या, कार्डिनल संख्या"
கார்ட்டீசியன் அச்சுகள்,कार्तीय अक्ष
கார்ட்டீசியன் ஆயத்தொகுப்புகள்,कार्तीय निर्देशांक
கார்ட்டீசியன் தயாரிப்பு,कार्तीय गुणन
தொகுப்புகளின் கார்ட்டீசியன் தயாரிப்பு,समुच्चयों का कार्तीय गुणन
வழக்கு ஆய்வு,"केस अध्ययन, वस्तुस्थिति अध्ययन"
பேரழிவு ஏற்ற இறக்கம்,विपत्तिपूर्ण उच्चावचन
கேடனரி,कैटिनरी
காச்சி விநியோகம்,कौशी बंटन
கௌச்சி சூத்திரம்,कौशी सूत्र
Cauchy Goursat தேற்றம்,कौशी-गूर्सा-प्रमेय
Cauchy Rimann நிபந்தனைகள்,कौशी-रीमान-प्रतिबंध
கௌச்சி வரிசை,कौशी अनुक्रम
Cauchy ஒருங்கிணைந்த,कौशी समाकल
Cauchy முதன்மை மதிப்பு,कौशी मुख्य-मान
கௌச்சி எச்ச தேற்றம்,कौशी अवशेष प्रमेय
கெய்லி ஹாமில்டன் தேற்றம்,कैले-हैमिल्टन-प्रमेय
வானுலக,"खपिंड, खगोलीय पिंड"
வான அளவீடு,खगोलीय माप
வான இயக்கவியல்,खगोलीय यांत्रिकी
வான பொருள்,खगोलीय पिंड
செல் அலைவரிசை,कोशिका बारंबारता
மக்கள் தொகை கணக்கெடுப்பு,"गणना , जनगणना"
சென்டைல்,शततमक
சென்டிமீட்டர்,सेन्टीमीटर
சென்டிமீட்டர் கிராம் இரண்டாவது அமைப்பு,सेन्टीमीटर-ग्राम-सेकंड पद्‌धति
மத்திய,"केन्द्रीय , सकेन्द्र"
மைய அச்சு,केन्द्रीय अक्ष
மைய வேறுபாடு,केन्द्रीय अंतर
மைய வேறுபாடு சூத்திரம்,केन्द्रीय अंतर सूत्र
மைய வேறுபாடு அட்டவணை,केन्द्रीय अंतर सारणी
மத்திய வரம்பு தேற்றம்,केन्द्रीय सीमा प्रमेय
மைய தருணம்,केन्द्रीय आघूर्ण
மத்திய செயலாக்க அலகு (CPU),केन्द्रीय संसाधन एकक
மைய போக்கு,केन्द्रीय प्रवतिृ
மையம்,केन्द्र*
ஈர்ப்பு மையம்,गुरुत्व-केन्द्र
குழுவின் மையம்,समूह-केन्द्र
வெகுஜன மையம்,संहति-केन्द्र
சமச்சீர் மையம்,सममिति-केन्द्र
மையவிலக்கு விசை,अपकेन्द्री बल
மையவிலக்கு விசை,अभिकेन्द्र-बल
மையப்பகுதி,"केन्द्रक मध्यगासंपात,"
உறுதி,निश्चितता
cgs அமைப்பு,c.g.s.पद्‌धति
cgs அலகு,c.g.s.मात्रक
வேறுபாட்டின் சங்கிலி விதி,अवकलन का शृंखला नियम
வாய்ப்பு காரணங்கள்,संयोग हेतु
வாய்ப்பு நகர்கிறது,सांयोगिक चाल
அச்சுகளின் மாற்றம்,अक्ष-परिवर्तन
அடிப்படை மாற்றம்,"आधार परिवर्तन पायाधार-बदल,"
ஒழுங்கு மாற்றம்,क्रम परिवर्तन
பண்பு குணகம்,अभिलक्षणिक गुणांक
தீர்மானிக்கும்,अभिलक्षणिक सारणिक
சிறப்பியல்பு சமன்பாடு,अभिलक्षण-समीकरण
பண்பு செயல்பாடு,"अभिलक्षण-फलन, कैरेक्टेरिस्टिक फलन"
மடக்கையின் சிறப்பியல்பு,लघुगणक का पूर्णांश
பண்பு பல்லுறுப்புக்கோவை,"अभिलक्षणिक बहुपद,"
பண்பு மதிப்பு,अभिलक्षणिक मान
பண்பு திசையன்,अभिलक्षणिक सदिश
எழுத்துத் தொகுப்பு,संप्रतीक समुदाय
விளக்கப்படம்,"चार्ट, संचित्र तक्ता,"
சி-சதுர விநியோகம்,काई-वर्ग बंटन
சி-சதுர சூத்திரம்,काई-वर्गं सूत्र
சி-சதுர சோதனை,काई-वर्ग परीक्षण
நாண்,जीवा*
நாண்-பிரித்தல் முறை,जीवा-द्विभाजन-विधि
மறைக்குறியீடு செய்தி (=குறியிடப்பட்ட செய்தி),बीजलिखित संदेश
மறைக்குறியீடு (பூஜ்ஜியம்),"शून्य, सिफर"
வட்டம்,वृत्त*
ஒன்றிணைந்த வட்டம்,अभिसरण वत्तृ
சுற்று அணி,परिपथ आव्यूह
வட்ட,"वृत्ताकार, वर्तुल,"
வட்ட அறிகுறி,वर्तुल अनंतस्पर्शी
வட்ட சுருளி,वृत्तीय कंडुलिनी
வட்ட இயக்கம்,वर्तुल गति
சுற்று மையம்,परिकेन्द्र
வட்ட வட்டம்,परिवृत्त*
சுற்றம்,"परिगत करना, परितः खींचना"
சுற்றத்தார்,परिगत
சுற்றப்பட்ட வட்டம்,परिवृत
கிளாசிக்கல் கழித்தல் நுட்பம்,चिरप्रतिष्ठित निगमनिक
கிளாசிக்கல் இயக்கவியல்,चिरप्रतिष्ठित गतिकी
கிளாசிக்கல் தேர்வுமுறை,चिरप्रतिष्ठित इष्टतमन
பாரம்பரிய அழிவு பிரச்சனை,चिरप्रतिष्ठित वित्तनाश समस्या
கிளாசிக்கல் புள்ளியியல் இயக்கவியல்,चिरप्रतिष्ठित सांख्यिकीय यांत्रिकी
பிழைகளின் வகைப்பாடு,त्रुटियों का वर्गीकरण
வகுப்பு இடைவெளி,वर्ग-अंतराल
வகுப்பு இடைவெளி அலகு,वर्गांतराल एकक
வகுப்பு வரம்பு,वर्ग-सीमा
கடிகாரகடிகாரச்சுற்று,दक्षिणावर्त
குளோபன் (= மூடிய மற்றும் திறந்த),संविवृत
மூடப்பட்டது,"संवृत, बंद"
மூடிய குவிந்த மேலோடு,संवृत अवमख समावरक
மூடிய கன சதுரம்,संवृत घन
மூடிய வளைவு,"बंद वक्र, संवृत वक्र"
மூடப்பட்ட டொமைன்,संवृत प्रांत
மூடிய உருவம்,बंद आकृति
மூடிய இடைவெளி,संवृत अंतराल
மூடப்பட்ட பகுதி,"संवृत प्रदेश, बंद प्रदेश"
மூடிய தொகுப்பு,संवृत समच्चय
மூடிய மேற்பரப்பு,"बंद पृष्ठ, संवृत पृष्ठ"
மூடல்," निमीलन, वेष्टन , संवरक"
மூடல் ஆபரேட்டர்,संवरण-संकारक (संवरक)
மூடல் புள்ளி (= தொடர்பு புள்ளி),संवरक-बिन्दु
மூடல் நிலைப்பாடு,संवरक-अभिगृहीत
மூடல் தொகுப்பு,संवरक समुच्चय
கொத்து புள்ளி,गुच्छ बिन्दु
கொத்து மாதிரி,गुच्छ प्रतिचयन
கொத்து தொகுப்பு,गुच्छ समुच्चय
கோஆக்சியல் வட்டங்கள்,समाक्ष वृत्त
கோஆக்சியல் பரவளையங்கள்,समाक्ष परवलय
கோஆக்சியல் விமானங்கள்,समाक्ष समतल
கோஆக்சியல் முக்கோணங்கள்,समाक्ष त्रिभुज
கோப் - டக்ளஸ் செயல்பாடு,कोब-डगलस फलन
குறியீட்டு முறை," कूटलेखन, कोडन , संकेतन"
தரவு குறியீட்டு முறை,सामग्री का संकेतीकरण
இணை டொமைன்,सहप्रांत
குணகம் அணி,गुणांक आव्यूह
தொடர்பு குணகம்,सहसंबंध-गुणांक
நிர்ணய குணகம்,निर्धारण गुणांक
நெகிழ்ச்சி குணகம்,प्रत्यास्थता गुणांक
விரிவாக்க குணகம்,प्रसार गुणांक
உராய்வு குணகம்,घर्षण गुणांक
நேரியல் விரிவாக்கத்தின் குணகம்,अनुदैर्घ्य प्रसार का गुणांक
பின்னடைவின் குணகம்,समाश्रयण गुणांक
மேற்பரப்பு பதற்றத்தின் குணகம்,पृष्ठ तनाव का गुणांक
மாறுபாட்டின் குணகம்,विचरण गुणांक
இணைக்காரன்,"सह-खण्ड, सह गुणन खंड,सहकारक"
நாணயம் வீசுதல் (நாணயத்தை வீசுதல்),सिक्का उछाल
மாதிரி சேகரிப்பு,प्रतिदर्श-संचय
கோலினியர்,सरेख
ஒற்றுமை,सरेखता
நெடுவரிசை,"स्तंभ, कॉलम"
நெடுவரிசை சமநிலை,स्तंभतुल्यता
நெடுவரிசைக்கு சமமானது,स्तंभ-तुल्य
நெடுவரிசைக்கு சமமான அணி,स्तंभ तुल्य आव्यूह
நிரல் அணி,स्तंभ आव्यूह
நெடுவரிசை தரவரிசை,स्तंभ कोटि
நெடுவரிசை குறைக்கப்பட்ட echolon matrix,स्तंभ समानीत सोपानक आव्यूह
நெடுவரிசை திசையன்,स्तंभ सदिश
நெடுவரிசையில்,स्तंभानुसार
ஒருங்கிணைந்த சமன்பாடு,संयुक्त समीकरण
பொதுவான கோணம்,"उभयनिष्ठ कोण, सर्वनिष्ठ कोण"
பொதுவான அச்சு,सर्वनिष्ठ अक्ष
பொதுவான அடிப்படை,"सर्वनिष्ठ आधार, उभयनिष्ठ बेस"
பொதுவான வகுக்கும்,सार्व हर
பொதுவான வேறுபாடு,सार्व अंतर
பொதுவான காரணி," सार्वगुणन-खंड, समापवर्तक , सार्व उपादान"
பொதுவான மடக்கை,"साधारण लघुगणक, साधारण लॉगेरिथ्म"
பொதுவான பல,"सार्व गुणज, समापवर्त्य"
பொதுவான விகிதம்,सार्व अनुपात
பொதுவான பிரிவு,सर्वनिष्ठ परिच्छेद
பொதுவான பக்கம்,सर्वनिष्ठ भुजा
பொதுவான தொடுகோடு,"उभयनिष्ठ स्पर्शरखा, सर्वनिष्ठ स्पर्शरेखा"
பொதுவான சொல்,सर्वनिष्ठ पद
பரிமாற்ற சட்டம்,क्रमविनिमेय नियम
பரிமாற்ற சொத்து,क्रमविनिमेय गुणधर्म
பரிமாற்ற விதி,क्रमविनिमेय-नियम
கூட்டல் பரிமாற்ற சட்டம்,योग का क्रमविनिमेय नियम
பெருக்கல் பரிமாற்ற விதி,गुणन का क्रमविनिमेय नियम
பரிமாற்ற செயல்பாடு,क्रमविनिमेय संक्रिया
பரிமாற்றி குழு,क्रमविनिमेयक समूह
மெட்ரிக்குகளின் பரிமாற்றம்,आव्यूहों का क्रमविनिमेय
சிறிய தொகுப்பு,संहत समुच्चय
ஒப்பீடு,"तुलनात्मकता, तुलनीयता"
