Bengali,Malayalam
কর্ম এবং প্রতিক্রিয়া,പ്രവർത്തനവും പ്രതികരണവും
সক্রিয়করণ,സജീവമാക്കൽ
অ্যাক্টিভেশন শক্তি,സജീവമാക്കൽ ഊർജ്ജം
"সক্রিয়কারী, সক্রিয়কারী","ആക്റ്റിവേറ്റർ, ആക്റ്റിവേറ്റർ"
সক্রিয়,സജീവമാണ്
সক্রিয়তা,ആക്ടിവിസം
প্রকৃত চাপ,യഥാർത്ഥ സമ്മർദ്ദം
ফিসফিস,മന്ത്രിക്കുന്നു
যোগফল,സംഗ്രഹിക്കാനായി
"যোগফল, যোগ, সমষ্টি (সম্পাদনা), যোজক (v.)","തുക, കൂട്ടിച്ചേർക്കൽ, മൊത്തം (എഡി.), സങ്കലനം (വി.)"
"সংযোজক স্বর, অতিরিক্ত স্বর (স্বর)","സംയോജിത സ്വരം, അധിക സ്വരം (സ്വരാക്ഷരങ്ങൾ)"
সংযোজনকারী,സങ്കലനം
আনুগত্য,അഡീഷൻ
আঠালো শক্তি,പശ ഊർജ്ജം
adiabat,അടിയാബാറ്റ്
adiabatic,adiabatic
তাপ নিরোধক,ചൂട് ഇൻസുലേറ്റിംഗ്
সংযুক্তি,ബന്ധം
সামঞ্জস্যযোগ্য,ക്രമീകരിക്കാവുന്ന
অনুপ্রবেশ,നുഴഞ്ഞുകയറ്റം
শোষণ,ആഗിരണം
এগিয়ে,മുന്നോട്ട്
প্রগতিশীল,പുരോഗമനപരമായ
"আকাশী, ভাইভা (v.), বায়বীয় (ed.)","ആകാശി, വായു (വി.), ഏരിയൽ (എഡി.)"
অ্যান্টেনা প্রবাহ,ആന്റിന സ്ട്രീം
বায়বীয় জরিপ,ഏരിയൽ സർവേ
বায়ু বেগ,വായു വേഗത
এরোডাইনামিক সহগ,എയറോഡൈനാമിക് കോഫിഫിഷ്യന്റ്
এরোডাইনামিক,എയറോഡൈനാമിക്
বায়ুগতিবিদ্যা,എയറോഡൈനാമിക്സ്
বৈমানিক,എയറോനോട്ടിക്കൽ
বৈমানিক,എയറോനോട്ടിക്സ്
বায়ু নাড়ি,എയർ പൾസ്
"বায়ুমণ্ডল, গ্যাসোস্ফিয়ার","അന്തരീക്ഷം, വാതകമണ്ഡലം"
ফোকাস সিস্টেম,ഫോക്കസ് സിസ്റ്റം
পিছনে ইগনিশন,തിരികെ ജ്വലനം
পিছনের আলো,ബാക്ക് ലൈറ്റ്
আঘাত,ഞെട്ടൽ
"বয়স, বয়স, বয়স, যুগ (সম্পাদনা), সময়কে প্রভাবিত করতে (ভার।), সময়, সময়ের দ্বারা প্রভাবিত হওয়া","പ്രായം, പ്രായം, പ്രായം, യുഗം (എഡി.), സമയത്തെ ബാധിക്കാൻ (ver.), സമയം, സമയം ബാധിക്കുക"
সময় প্রভাবিত,സമയം ബാധിച്ചു
"বার্ধক্য, বার্ধক্য","വാർദ്ധക്യം, വാർദ്ധക്യം"
সময়ের প্রভাব,സമയ പ്രഭാവം
সময় প্রভাব পরীক্ষা,സമയ ഫല പരിശോധന
মাধ্যাকর্ষণহীন,ഗുരുത്വാകർഷണമില്ലാത്ത
পুনর্মিলন,അനുരഞ്ജനം
"বায়ুবাহিত রাডার, বায়বীয় রাডার","വായുവിലൂടെയുള്ള റഡാർ, ഏരിയൽ റഡാർ"
"বায়বীয় লক্ষ্য, বায়বীয় লক্ষ্য","ആകാശ ലക്ഷ്യം, ആകാശ ലക്ഷ്യം"
বায়ু শ্বাসযন্ত্র,എയർ റെസ്പിറേറ്റർ
এয়ার কন্ডিশনিং,എയർ കണ്ടീഷനിംഗ്
এয়ারক্রু ট্রান্সফরমার,എയർക്രൂ ട്രാൻസ്ഫോർമർ
বিমান,വിമാനം
প্রান্তিককরণ,വിന്യാസം
প্রান্তিককরণ ত্রুটি,വിന്യാസ പിശക്
লাইভ সার্কিট,ലൈവ് സർക്യൂട്ട്
সম্পূর্ণ কাচের টিউব,മുഴുവൻ ഗ്ലാസ് ട്യൂബ്
পুরো ধাতব টিউব,മുഴുവൻ മെറ്റൽ ട്യൂബ്
ঠিক করতে,പരിഹരിക്കാൻ
"মিসরাতু (সম্পাদনা), মিশ্রাতভান (ক্রি.)","മിസ്രതു (എഡി.), മിശ്രത്വാൻ (സി.ആർ.)"
mishratvan,മിശ്രത്വൻ
সর্বব্যাপী মাধ্যম,സർവ്വവ്യാപിയായ മാധ്യമം
ওমনি অ্যান্টেনা,ഓമ്‌നി ആന്റിന
পঞ্জিকা,പഞ്ചഭൂതം
আলফা,ആൽഫ
আলফা-ক্রিয়াকলাপ,ആൽഫ പ്രവർത്തനം
আলফানিউমেরিক,ആൽഫാന്യൂമെറിക്
আলফা রশ্মি,ആൽഫാ റേ
পরিবর্তন,മാറ്റുക
"বিকল্প, বিকল্প","ഒന്നിടവിട്ട്, ഒന്നിടവിട്ട്"
বিকল্প,ആൾട്ടർനേറ്റർ
altimeter,ആൾട്ടിമീറ്റർ
altimeter,ആൾട്ടിമീറ്റർ
অলটাইমেট্রি,ആൾട്ടിമെട്രി
"উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা","ഉയരം, ഉയരം, ഉയരം, ഉയരം"
অ্যারিথমেটিক রিজনিং ইউনিট (ALU),അരിത്മെറ്റിക് റീസണിംഗ് യൂണിറ്റ് (ALU)
amaget নিয়ম,ഒരു ഭരണം
পরিবেশ,പരിസ്ഥിതി
অ্যামিক্রন,അമ്ക്രോൺ
অ্যামিটার,അമ്മീറ്റർ
অ্যাম্পিয়ার,ആമ്പിയർ
অ্যাম্পিয়ার-ল,ആമ്പിയർ നിയമം
উভচর আয়ন,ഉഭയജീവി അയോൺ
পরিবর্ধন,ആംപ്ലിഫിക്കേഷൻ
পরিবর্ধক,ആംപ്ലിഫയർ
"কোণ, মাত্রা","ആംഗിൾ, അളവ്"
ক এম.উ. (পারমাণবিক ভর একক),എ. എം.യു. (ആറ്റോമിക് മാസ് യൂണിറ്റ്)
উপযুক্ত,അനുയോജ്യം
সাদৃশ্য,സാമ്യം
বিশ্লেষক,അനലിസ്റ്റ്
বিশ্লেষণ,വിശകലനം
বিশ্লেষণাত্মক,വിശകലനാത്മകമായ
অ-বিন্দু,നോൺ-പോയിന്റ്
অস্বাভাবিক,അസാധാരണമായ
এবং দরজা,വാതിലും
অ শাব্দিক,നോൺ-അക്കോസ്റ്റിക്
অস্বাভাবিক স্থিতিস্থাপকতা,അസാധാരണമായ ഇലാസ്തികത
নির্জল,ജലരഹിതമായ
কোণ,കോൺ
অ্যাংস্ট্রম ইউনিট,angstrom യൂണിറ്റ്
কৌণিক,കോണിക
প্রটেক্টর ভার্নিয়ার,പ്രൊട്രാക്ടർ വെർനിയർ
বিতর্কিত,തർക്കരഹിതമായ
অসম্মান,ബഹുമാനമില്ലാത്ത
অ্যাক্রোম্যাটিক চুম্বকীয়করণ,അക്രോമാറ്റിക് കാന്തികവൽക്കരണം
শিথিল,മന്ദത
anion,അയോൺ
অপ্রতিসম,അസമമായ
আইসোট্রপিক,ഐസോട്രോപിക്
আইসোট্রপিজম,ഐസോട്രോപിസം
মুছে ফেলা,ഇല്ലാതാക്കൽ
বর্ণনাকারী,ഗൂഢാലോചനക്കാർ
অ্যানোড,ആനോഡ്
anodization,ആനോഡൈസേഷൻ
অসামঞ্জস্যপূর্ণ,പൊരുത്തമില്ലാത്ത
অপটিক্যাল সিস্টেম,ഒപ്റ്റിക്കൽ സിസ്റ്റം
অ্যান্টেনা,ആന്റിന
antiberion,ആന്റിബെറിയോൺ
বিরোধী বন্ধন সম্পত্তি,ബോണ്ടിംഗ് വിരുദ്ധ സ്വത്ത്
পাল্টা বন্ড,കൌണ്ടർ ബോണ്ട്
বিপরীত শক্তি,റിവേഴ്സ് പവർ
ডায়ম্যাগনেটিক,ഡയമാഗ്നറ്റിക്
ডায়ম্যাগনেটিক উপাদান,ഡയമാഗ്നറ്റിക് മെറ്റീരിയൽ
প্রদাহ বিরোধী,വിരുദ്ധ ബാഹ്യാവിഷ്ക്കാരമാണ്
বিরোধী মাধ্যাকর্ষণ,ആന്റിഗ്രാവിറ്റി
antilamda কণা,ആന്റിലാംഡ കണിക
এলিলেপ্টন,അല്ലെലെപ്റ്റൺ
ডায়ম্যাগনেটিক,ഡയമാഗ്നറ്റിക്
প্রতিপদার্থ,പ്രതിദ്രവ്യം
ক্ষেপণাস্ত্র বিরোধী,വിരുദ്ധ മിസൈൽ
অ্যান্টিনিউট্রন,ആന്റിന്യൂട്രോൺ
স্পন্দনশীল,സ്പന്ദിക്കുന്ന
অ্যান্টিনিউক্লিয়ন,ആന്റി ന്യൂക്ലിയോൺ
প্রতিকণা,ആന്റിപാർട്ടിക്കിൾ
অ্যান্টিপ্রোটন,ആന്റിപ്രോട്ടോൺ
প্রতিফলক,ആന്റി റിഫ്ലെക്റ്റീവ്
প্রতিসম,ആന്റിസിമെട്രിക്
অ পুনরাবৃত্ত,ആവർത്തിക്കാത്ത
anachronism,അനാക്രോണിസം
ছিদ্রযুক্ত স্ক্যানিং ডিস্ক,സുഷിരങ്ങളുള്ള സ്കാനിംഗ് ഡിസ്ക്
দ্বারক,ദ്വാരക്
"শীর্ষ, শীর্ষ, সামনে","മുകളിൽ, മുകളിൽ, മുൻഭാഗം"
"সূর্য উচ্চ, সূর্য উচ্চ, অপ্সর","സൂര്യൻ ഉയർന്ന, സൂര്യൻ ഉയർന്ന, അപ്സർ"
উদাসীন লেইস,ഉദാസീനമായ ലേസ്
অ করুণ,ദയനീയമല്ലാത്ത
অ-অক্ষমতা,വൈകല്യമില്ലാത്തത്
খুব অ্যাক্রোমেটিক,വളരെ അക്രോമാറ്റിക്
"land-high, apogee","ഭൂമി-ഉയരം, അപ്പോജി"
"nonpolar, circumpolar","ധ്രുവീയമല്ലാത്ത, വൃത്താകൃതിയിലുള്ള"
parapolarity,പരധ്രുവത്വം
যন্ত্র,ഉപകരണം
"ভার্চুয়াল, ভিজ্যুয়াল","വെർച്വൽ, വിഷ്വൽ"
দৃশ্যমান সূর্য,ദൃശ്യ സൂര്യൻ
চাক্ষুষ সময়,ദൃശ്യ സമയം
উদ্ভূত চেহারা,ഉയർന്നുവരുന്ന രൂപം
আবেদন,അപേക്ഷ
প্রযোজ্যতা,പ്രയോഗക്ഷമത
প্রয়োগ করা,അപേക്ഷിച്ചു
পর্যবেক্ষণযোগ্য,നിരീക്ഷിക്കാവുന്നതാണ്
পন্থা,സമീപനം
"কাছাকাছি, প্রায়","അടുത്ത്, ഏകദേശം"
অনুমান,ഏകദേശ കണക്ക്
বাষ্পের চাপ,നീരാവി മർദ്ദം
স্বেচ্ছায়,സ്വമേധയാ
"চাপ চুল্লি, চাপ চুল্লি","ആർക്ക് ചൂള, ആർക്ക് ചൂള"
আর্কিমিডিসের আইন,ആർക്കിമിഡീസിന്റെ നിയമം
স্থাপত্য শাব্দবিদ্যা,വാസ്തുവിദ്യാ ശബ്ദശാസ്ത്രം
চাপ বাতি,ആർക്ക് ലാമ്പ്
আর্ক-স্পেকট্রাম,ആർക്ക്-സ്പെക്ട്രം
"এলাকা, এলাকা","പ്രദേശം, പ്രദേശം"
"আঞ্চলিক, আঞ্চলিক","പ്രാദേശിക, പ്രാദേശിക"
"হাত, বাহু, শাখা","ഭുജം, ഭുജം, ശാഖ"
অপেশাদার,അമച്വർ
"অ্যারে, অ্যারে","അറേ, അറേ"
রিসিভার,റിസീവർ
উচ্চারণ স্বচ্ছতা,ഉച്ചാരണ വ്യക്തത
সিন্থেটিক,സിന്തറ്റിക്
কৃত্রিম রূপান্তর,കൃത്രിമ പരിവർത്തനം
আরোহী,ആരോഹണം
আরোহণ,കയറ്റം
আরোহণ,കയറുന്നു
আগলি,അഗോലി
সমষ্টি,സമാഹരണം
এর সেট,കൂട്ടം
"সমাবেশ, সমাবেশ","അസംബ്ലിംഗ്, അസംബ്ലിംഗ്"
"একত্রিত করা, একত্রিত করা, একত্রিত করা","അസംബ്ലിംഗ്, അസംബ്ലിംഗ്, അസംബ്ലിംഗ്"
নির্ভুল অনুমান,കൃത്യമായ കണക്കുകൂട്ടൽ
নির্দিষ্ট (কোয়ান্টাম সংখ্যার) স্পেসিফিকেশন,വ്യക്തമാക്കിയ (ക്വാണ്ടം സംഖ്യകളുടെ) സവിശേഷതകൾ
"সম্পর্কিত, সহযোগী, সংঘবদ্ধ","ബന്ധപ്പെട്ട, സഹകാരി, സംയോജിത"
স্বরধ্বনি,സ്വരാക്ഷര ശബ്ദം
স্বয়ংক্রিয় মাল্টিভাইব্রেটর,ഓട്ടോമാറ്റിക് മൾട്ടിവൈബ്രേറ്റർ
অ্যাস্থেনিক,ആസ്തെനിക്
"পরিহার, দৃষ্টিভঙ্গি","വിട്ടുനിൽക്കൽ, astigmatism"
মহাকাশ ভ্রমণ ইলেকট্রনিক্স,ബഹിരാകാശ യാത്ര ഇലക്ട്രോണിക്സ്
জ্যোতির্পদার্থবিদ্যা,ജ്യോതിശാസ്ത്രം
মহাকাশচারী,ബഹിരാകാശ സഞ്ചാരി
জ্যোতির্বিজ্ঞানী,ജ്യോതിശാസ്ത്രജ്ഞൻ
স্বর্গীয়,സ്വർഗ്ഗീയ
জ্যোতির্বিদ্যা,ജ്യോതിശാസ്ത്രം
জ্যোতির্পদার্থবিদ্যা,ജ്യോതിശാസ്ത്രം
অপ্রতিসম,അസമമായ
অ্যাসিম্পোটিক,അസിംപ്റ്റോട്ടിക്
উত্তেজক,വഷളാക്കുന്നു
অ্যাসিঙ্ক্রোনাস,അസമന്വിത
"বায়ুমণ্ডল, বায়ুমণ্ডল","അന്തരീക്ഷം, അന്തരീക്ഷം"
বায়ুমণ্ডলীয়,അന്തരീക്ഷം
বায়ু অশান্তি,കാറ്റ് പ്രക്ഷുബ്ധത
পারমাণবিক,ആണവ
পারমাণবিক,ആറ്റോമിക
পারমাণবিকতা,ആറ്റോമിസിറ്റി
পারমাণবিক ভর,ആണവ പിണ്ഡം
পারমাণবিক সংখ্যা,ആറ്റോമിക നമ്പർ
"পারমাণবিক চুল্লি, পারমাণবিক গাদা","ന്യൂക്ലിയർ റിയാക്ടർ, ന്യൂക്ലിയർ പൈൽ"
পারমাণবিক,ആറ്റോമിക
কণা,കണം
কণা,കണം
ক্ষয়,ശോഷണം
"attenuating, attenuating","ശോഷണം, ശോഷണം"
কবজ,ചാം
আকর্ষণ শক্তি,ആകർഷണ ശക്തി
শ্রবণযোগ্যতা,ശ്രവണക്ഷമത
অডিও ফ্রিকোয়েন্সি পরিবর্ধক,ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ
শ্রবণযোগ্য,കേൾക്കാവുന്ന
অডিও জেনারেটর,ഓഡിയോ ജനറേറ്റർ
শ্রবণযোগ্যতা গ্রাফ,ഓഡിബിലിറ്റി ഗ്രാഫ്
শ্রবণ বিজ্ঞান,കേൾവി ശാസ്ത്രം
অডিওমিটার,ഓഡിയോമീറ്റർ
শ্রবণযোগ্য ফ্রিকোয়েন্সি অসিলেটর,കേൾക്കാവുന്ന ഫ്രീക്വൻസി ഓസിലേറ്റർ
শব্দ সংকেত,ശബ്ദ സിഗ്നൽ
অডিও-ভিজ্যুয়াল,ദൃശ്യ-ശ്രാവ്യ
"অডিটোরিয়াম, অডিটোরিয়াম","ഓഡിറ്റോറിയം, ഓഡിറ്റോറിയം"
ওজেড ইফেক্ট,OZ പ്രഭാവം
পদোন্নতি,പ്രമോഷൻ
বর্ধক,എൻഹാൻസർ
মেরু শিখা,ധ്രുവജ്വാല
দক্ষিণ মেরু শিখা,ദക്ഷിണ ധ്രുവജ്വാല
উত্তর মেরু শিখা,ഉത്തരധ്രുവ ജ്വാല
স্বয়ংক্রিয় সতর্কতা,യാന്ത്രിക മുന്നറിയിപ്പ്
স্বয়ংক্রিয় সমান্তরালকারী,ഓട്ടോ പാരലലൈസർ
"স্বয়ংক্রিয়, স্বয়ংক্রিয়, স্বয়ংক্রিয়","ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്"
"অটোমেশন, অটোমেশন","ഓട്ടോമേഷൻ, ഓട്ടോമേഷൻ"
"সহকারী, সমবায়, অতিরিক্ত","സഹായി, സഹകരണം, അധിക"
"অবদাভা, তুষারপাত","അവദവ, അവലാഞ്ചി"
"মানে, মানে","അർത്ഥം, അർത്ഥം"
পরিবার,പരിവാരൻ
অক্ষীয়,അച്ചുതണ്ട്
অক্ষ,അച്ചുതണ്ട്
আজিমুথ,അസിമുത്ത്
আজিমুথ,അസിമുത്ത്
পেছনে,തിരികെ
"পটভূমি, পটভূমি","പശ്ചാത്തലം, പശ്ചാത്തലം"
"পশ্চাৎপদ, পশ্চাৎপদ","പിന്നോട്ട്, പിന്നോട്ട്"
পরিবর্তন,ടേൺ എറൗണ്ട്
ব্যাক ভোল্টেজ পালসার,ബാക്ക് വോൾട്ടേജ് പൾസർ
সম্পর্ক পরবর্তী,പോസ്റ്റ്-റിലേഷൻഷിപ്പ്
প্রতিদান,തിരിച്ചടവ്
বিরোধী ভোল্টেজ,ആന്റി വോൾട്ടേജ്
পোস্টেরিয়র স্ক্যাটারিং,പിൻഭാഗം ചിതറിക്കൽ
অন্তর্বর্তী তরঙ্গ,ഇന്റർസ്റ്റീഷ്യൽ വേവ്
অন্তরক,ഇൻസുലേറ്റർ
প্যারাশুট জাম্প,പാരച്യൂട്ട് ജമ്പ്
গরম করার,ചൂടാക്കൽ
"ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য","ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്"
ব্যালেন্সার,ബാലൻസർ
ভারসাম্য,ബാലൻസ്
গ্লাবুল,ഗോളാകൃതി
"ব্যালিস্টিক, ব্যালিস্টিক","ബാലിസ്റ്റിക്, ബാലിസ്റ്റിക്"
"প্রজেকশন গ্যালভানোমিটার, প্রজেকশন গ্যালভানোমিটার","പ്രൊജക്ഷൻ ഗാൽവനോമീറ്റർ, പ്രൊജക്ഷൻ ഗാൽവനോമീറ്റർ"
মিসাইল,മിസൈൽ
"ব্যালিস্টিক, অস্ত্র","ബാലിസ്റ്റിക്സ്, ആയുധം"
অভিক্ষেপ,പ്രൊജക്ഷൻ
বিনামূল্যে পথচলা,സ്വതന്ത്ര പാത
"বেলুন, বেলুন","ബലൂൺ, ബലൂൺ"
balmer discontinuity,ബാൽമർ നിർത്തലാക്കൽ
"ব্যান্ড, ব্যান্ড, ব্যান্ড","ബാൻഡ്, ബാൻഡ്, ബാൻഡ്"
বিস্ফোরণ,സ്ഫോടനം
"অ্যারে, মরীচি, তীরে, ব্যাংক, উপকূল","അറേ, ബീം, തീരം, ബാങ്ക്, തീരം"
"কলাম, বার, কোব, ব্লক, বার, রড, বার, 8. প্রাচীর, 9. লাইন, 10. প্রান্ত, 1 ব্লক, 1, বার, 1, লাইন, 1, পরীক্ষা লাইন","കോളം, ബാർ, കോബ്, ബ്ലോക്ക്, ബാർ, വടി, ബാർ, 8. മതിൽ, 9. ലൈൻ, 10. എഡ്ജ്, 1 ബ്ലോക്ക്, 1, ബാർ, 1, ലൈൻ, 1, ടെസ്റ്റ് ലൈൻ"
বারদিন নীতি,ബാർഡീൻ തത്വം
বারখাউসেন প্রভাব,ബാർഖൗസെൻ പ്രഭാവം
বারলো চক্র,ബാർലോ സൈക്കിൾ
বার চুম্বক,ബാർ കാന്തം
শস্যাগার,കളപ്പുര
বায়ু চাপ গ্রাফ,വായു മർദ്ദം ഗ്രാഫ്
"barograph, barograph","ബാരോഗ്രാഫ്, ബാരോഗ്രാഫ്"
ব্যারোমিটার,ബാരോമീറ്റർ
বায়ুমণ্ডলীয় চাপ,അന്തരീക്ഷമർദ്ദം
"cosmos, baromosphere","കോസ്മോസ്, ബാരോമോസ്ഫിയർ"
পেন্ডুলাম,പെൻഡുലം പെൻഡുലം
"বাধা, পারমাণবিক, পারমাণবিক বাধা","തടസ്സം, ആണവ, ആണവ തടസ്സം"
বাধা স্তর,തടസ്സം നില
বেরিয়ন,ബാരിയോൺ
গুরুমন্ডল,ഗുരുമണ്ഡലം
বেস ব্যান্ড,അടിസ്ഥാന ബാൻഡ്
"মৌলিক, মৌলিক, ক্ষারীয়","അടിസ്ഥാന, അടിസ്ഥാന, ക്ഷാര"
ভিত্তি,അടിസ്ഥാനം
"গণনা, দল গঠন","എണ്ണൽ, ടീം രൂപീകരണം"
"কুন্ড, কুন্ড, হিটার, গরম করার পাত্র, স্নান","ജലസംഭരണി, ജലസംഭരണി, ഹീറ്റർ, ചൂടാക്കൽ പാത്രം, കുളി"
ব্যাটারি,ബാറ്ററി
"অ্যারে সেগমেন্ট, চেম্বার, উপসাগর","അറേ സെഗ്മെന്റ്, ചേമ്പർ, ബേ"
প্রদর্শনী,പ്രദർശനം
কিবন,കിബാൻ
"মানিকা, বিড","മാണിക, ബീഡ്"
"মরীচি, মরীচি, মরীচি, ট্রাম্প","ബീം, ബീം, ബീം, ട്രംപ്"
"ডিকম্যান, ডিকন","ഡിക്മാൻ, ഡിക്കൺ"
"dole, vispand","ഡോൾ, വിസ്പൻഡ്"
বেকারেল প্রভাব,ബെക്വറൽ പ്രഭാവം
বেল জার,മണി ഭരണി
বেল,തുരുത്തി
বেল ঘড়ি,മണി ക്ലോക്ക്
"বেদিকা, বেঞ্চ","വേദിക, ബെഞ്ച്"
"মোড, বাঙ্ক (সম্পাদনা), বাঁক (v.)","മോഡ്, ബങ്ക് (എഡി.), ബെൻഡ് (വി.)"
ব্যাংকান,ബാങ്കൻ
"bent, bent","വളഞ്ഞു, വളഞ്ഞു"
বার্নোলি-সমীকরণ,ബെർണൂലി-സമവാക്യം
বেসাল-ফাংশন,അടിസ്ഥാന-പ്രവർത്തനം
সেরা আনুগত্য,മികച്ച അഡീഷൻ
বিটা (খ),ബീറ്റ (ബി)
betatron,ബീറ്റാട്രോൺ
মডেল,bethe മോഡൽ
বিভাট্রন,bivatron
বিএইচ বক্ররেখা,BH കർവ്
দ্বিভুজাকার,ദ്വികോണാകൃതിയിലുള്ള
"পক্ষপাত, পক্ষপাত","പക്ഷപാതം, പക്ഷപാതം"
দ্বি-অক্ষীয়,ദ്വി-അക്ഷാംശം
বিক্রোমেট কোষ,ബിക്രോമേറ്റ് സെൽ
অভিবতাল,അഭ്യവതാൽ
ডবল অ্যান্টেনা,ഇരട്ട ആന്റിന
দ্বিকনভেক্স,ബൈകോൺവെക്സ്
"দ্বি-স্ফটিক, দ্বৈত-স্ফটিক","ബൈ-ക്രിസ്റ്റൽ, ഡ്യുവൽ-ക്രിസ്റ്റൽ"
দ্বিমুখী মাইক্রোফোন,ദ്വിദിശ മൈക്രോഫോൺ
দ্বিপদী মডেল,ദ്വിപദ മാതൃക
ডিপ্লয়েড,ഡയീഷ്യസ്
দ্বিপাক্ষিক,ഉഭയകക്ഷി
দ্বিরেখার,ബൈലിനയർ
বাইমোলিকুলার,ദ്വിതന്മാത്ര
"দ্বি-পরিবর্তনশীল, দ্বি-বেস, দ্বৈত","ദ്വി-വേരിയബിൾ, ബൈ-ബേസ്, ഡ്യുവൽ"
"বাইনারি কোড, বাইনারি কোড","ബൈനറി കോഡ്, ബൈനറി കോഡ്"
খেলা তারকা,കളി താരം
বাইনারি পদ্ধতি,ബൈനറി രീതി
দ্বিপার্শ্ব,ദ്വിമുഖം
বন্ধন,ബോണ്ട്
"বাইনোকুলার, বাইনোকুলার","ബൈനോക്കുലർ, ബൈനോക്കുലർ"
বাইনারি,ബൈനറി
দ্বিপদ ডিস্ট্রিবিউশন,ദ്വിപദ വിതരണം
"দ্বিকেন্দ্রিক, দ্বিকেন্দ্রিক, দ্বিমুখী","ദ്വികേന്ദ്രം, ദ്വികേന്ദ്രം, ബൈന്യൂക്ലിയേറ്റഡ്"
বায়োডাইনামিকস,ബയോഡൈനാമിക്സ്
জৈব ইলেকট্রনিক্স,ബയോ ഇലക്ട്രോണിക്സ്
জীবপদার্থবিদ,ജൈവഭൗതികശാസ്ത്രജ്ഞൻ
জীবপদার্থবিদ্যা,ബയോഫിസിക്സ്
জৈবিক উপগ্রহ,ജൈവ ഉപഗ്രഹം
"সিনেমাটোগ্রাফার, বায়োস্কোপ","ഛായാഗ്രാഹകൻ, ബയോസ്കോപ്പ്"
