English,Kannada
aerodynamic force,ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಶಕ್ತಿ
aerodynamics,ವಾಯುಬಲವಿಜ್ಞಾನ
affine geometry,ಅಫೈನ್ ಜ್ಯಾಮಿತಿ
affine mapping,ಅಫೈನ್ ಮ್ಯಾಪಿಂಗ್
affine transformation,ಅಫೈನ್ ರೂಪಾಂತರ
aggregating variables,ಒಟ್ಟುಗೂಡಿಸುವ ಅಸ್ಥಿರ
algebra,ಬೀಜಗಣಿತ
algebraically closed,ಬೀಜಗಣಿತವಾಗಿ ಮುಚ್ಚಲಾಗಿದೆ
algebraic equation,ಬೀಜಗಣಿತದ ಸಮೀಕರಣ
algebraic expression,ಬೀಜಗಣಿತದ ಅಭಿವ್ಯಕ್ತಿ
algebraic form,ಬೀಜಗಣಿತ ರೂಪ
algebraic function,ಬೀಜಗಣಿತದ ಕಾರ್ಯ
algebraic geometry,ಬೀಜಗಣಿತದ ರೇಖಾಗಣಿತ
algebraic multiplicity,ಬೀಜಗಣಿತದ ಬಹುಸಂಖ್ಯೆ
algebraic system,ಬೀಜಗಣಿತ ವ್ಯವಸ್ಥೆ
all-integer problem,ಎಲ್ಲಾ ಪೂರ್ಣಾಂಕ ಸಮಸ್ಯೆ
allocation problem,ಹಂಚಿಕೆ ಸಮಸ್ಯೆ
alphabetical notation,ವರ್ಣಮಾಲೆಯ ಸಂಕೇತ
alphabetic character,ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ
alternate angle,ಪರ್ಯಾಯ ಕೋನ
alternating form,ಪರ್ಯಾಯ ರೂಪ
alternating group,ಪರ್ಯಾಯ ಗುಂಪು
alternating matrix,ಪರ್ಯಾಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್
alternating series,ಪರ್ಯಾಯ ಸರಣಿ
alternative hypothesis,ಪರ್ಯಾಯ ಕಲ್ಪನೆ
alternative optima,ಪರ್ಯಾಯ ಆಪ್ಟಿಮಾ
alternative outcome,ಪರ್ಯಾಯ ಫಲಿತಾಂಶ
analog-to-digital converter,ಅನಲಾಗ್-ಟು-ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕ
analogue computer,ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್
analysis,ವಿಶ್ಲೇಷಣೆ
analysis of covariance,ಸಹವರ್ತಿತ್ವದ ವಿಶ್ಲೇಷಣೆ
analysis of enumeration data,ಎಣಿಕೆಯ ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ
analysis of variance,ವ್ಯತ್ಯಾಸದ ವಿಶ್ಲೇಷಣೆ
analytic geometry,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
analytic function,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ
angle,ಕೋನ
angle of contact,ಸಂಪರ್ಕದ ಕೋನ
angle of deflection,ವಿಚಲನ ಕೋನ
angle of depression,ಖಿನ್ನತೆಯ ಕೋನ
angle of deviation,ವಿಚಲನ ಕೋನ
angle of diffraction,ವಿವರ್ತನೆಯ ಕೋನ
angle of elevation,ಎತ್ತರದ ಕೋನ
angle of incidence,ಘಟನೆಯ ಕೋನ
angle of projection,ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ
angle of reflection,ಪ್ರತಿಬಿಂಬದ ಕೋನ
angle of refraction,ವಕ್ರೀಭವನದ ಕೋನ
angle of rotation,ತಿರುಗುವಿಕೆಯ ಕೋನ
angle of total reflection,ಒಟ್ಟು ಪ್ರತಿಫಲನದ ಕೋನ
angular acceleration,ಕೋನೀಯ ವೇಗವರ್ಧನೆ
angular motion,ಕೋನೀಯ ಚಲನೆ
angular speed,ಕೋನೀಯ ವೇಗ
angular velocity,ಕೋನೀಯ ವೇಗ
annulus,ವಾರ್ಷಿಕ
answer,ಉತ್ತರ
anti – derivative,ವಿರೋಧಿ ಉತ್ಪನ್ನ
antisymmetric function,ಆಂಟಿಸಿಮೆಟ್ರಿಕ್ ಕಾರ್ಯ
applicable,ಅನ್ವಯಿಸುವ
application,ಅಪ್ಲಿಕೇಶನ್
applied dynamic programming,ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
applied geometry,ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ
applied mathematics,ಅನ್ವಯಿಕ ಗಣಿತ
applied statistics,ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು
approximately,ಸರಿಸುಮಾರು
approximately continuous function,ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ
approximate method,ಅಂದಾಜು ವಿಧಾನ
approximate solution,ಅಂದಾಜು ಪರಿಹಾರ
approximation problem,ಅಂದಾಜು ಸಮಸ್ಯೆ
approximation property,ಅಂದಾಜು ಆಸ್ತಿ
aptitude test battery,ಆಪ್ಟಿಟ್ಯೂಡ್ ಟೆಸ್ಟ್ ಬ್ಯಾಟರಿ
Argand diagram,ಅರ್ಗಾಂಡ್ ರೇಖಾಚಿತ್ರ
arbitrarily chosen,ನಿರಂಕುಶವಾಗಿ ಆಯ್ಕೆ ಮಾಡಲಾಗಿದೆ
arbitrary,ನಿರಂಕುಶ
arbitrary constant,ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ
arbitrary element,ಅನಿಯಂತ್ರಿತ ಅಂಶ
arbitrary point,ಅನಿಯಂತ್ರಿತ ಬಿಂದು
Archemedean law,ಆರ್ಕೆಮಿಡಿಯನ್ ಕಾನೂನು
Archimedes principle,ಆರ್ಕಿಮಿಡಿಸ್ ತತ್ವ
arc length,ಆರ್ಕ್ ಉದ್ದ
arc of circle,ವೃತ್ತದ ಚಾಪ
arc sine distribution,ಆರ್ಕ್ ಸೈನ್ ವಿತರಣೆ
arc sine transformation,ಆರ್ಕ್ ಸೈನ್ ರೂಪಾಂತರ
area,ಪ್ರದೇಶ
areal texture,ಪ್ರದೇಶದ ವಿನ್ಯಾಸ
argument of complex number,ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ವಾದ
arithmetic mean,ಅಂಕಗಣಿತದ ಸರಾಸರಿ
arithmetic operation,ಅಂಕಗಣಿತದ ಕಾರ್ಯಾಚರಣೆ
arithmetic unit,ಅಂಕಗಣಿತದ ಘಟಕ
arrangement,ವ್ಯವಸ್ಥೆ
array,ಶ್ರೇಣಿ
artificial satellite,ಕೃತಕ ಉಪಗ್ರಹ
artificial variable,ಕೃತಕ ವೇರಿಯಬಲ್
ascend,ಏರು
ascending,ಆರೋಹಣ
ascending order of magnitude,ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ
ascending series,ಆರೋಹಣ ಸರಣಿ
assembler language,ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ
assignment problem,ನಿಯೋಜನೆ ಸಮಸ್ಯೆ
associative law,ಸಹಾಯಕ ಕಾನೂನು
associative law of operators,ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ಕಾನೂನು
associative operation,ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ
associativity,ಸಹಭಾಗಿತ್ವ
assumed mean,ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ
assumed probability distribution,ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ
assumption,ಊಹೆ
astrology,ಜ್ಯೋತಿಷ್ಯ
astronautical engineer,ಗಗನಯಾತ್ರಿ ಇಂಜಿನಿಯರ್
astronomer,ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ
astronomical clock,ಖಗೋಳ ಗಡಿಯಾರ
astronomy,ಖಗೋಳಶಾಸ್ತ್ರ
asymmetrical curve,ಅಸಮವಾದ ಕರ್ವ್
asymmetry,ಅಸಿಮ್ಮೆಟ್ರಿ
asymptote,ಲಕ್ಷಣರಹಿತ
asymptotic,ಲಕ್ಷಣರಹಿತ
asymptotically efficient estimator,ಲಕ್ಷಣರಹಿತ ಪರಿಣಾಮಕಾರಿ ಅಂದಾಜುಗಾರ
asymptotically unbiased estimator,ಲಕ್ಷಣರಹಿತವಾಗಿ ನಿಷ್ಪಕ್ಷಪಾತ ಅಂದಾಜುಗಾರ
asymptotic behavior,ಲಕ್ಷಣರಹಿತ ನಡವಳಿಕೆ
asymptotic distribution function,ಲಕ್ಷಣರಹಿತ ವಿತರಣಾ ಕಾರ್ಯ
asymptotic expansion,ಲಕ್ಷಣರಹಿತ ವಿಸ್ತರಣೆ
atmospheric pressure,ವಾತಾವರಣದ ಒತ್ತಡ
at random,ಯಾದೃಚ್ಛಿಕವಾಗಿ
attribute,ಗುಣಲಕ್ಷಣ
attributes sampling procedure,ಮಾದರಿ ವಿಧಾನದ ಗುಣಲಕ್ಷಣಗಳು
augmented matrix,ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್
autocorrelation coefficient,ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ
autocorrelation function,ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ
autocovariance,ಆಟೋಕೋವೇರಿಯನ್ಸ್
automatic computer,ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್
autoregression,ಸ್ವಯಂ ಹಿನ್ನಡೆ
auxiliary equation,ಸಹಾಯಕ ಸಮೀಕರಣ
average sample number curve (A.S.N. Curve),ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (ASN ಕರ್ವ್)
axiom,ಮೂಲತತ್ವ
axiomatic approach,ಅಕ್ಷೀಯ ವಿಧಾನ
axiom of probability,ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ
axis,ಅಕ್ಷರೇಖೆ
axis of abscissa,ಅಬ್ಸಿಸ್ಸಾದ ಅಕ್ಷ
axis of earth,ಭೂಮಿಯ ಅಕ್ಷ
axis of revolution,ಕ್ರಾಂತಿಯ ಅಕ್ಷ
axis of rotation,ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ
axis of spin,ಸ್ಪಿನ್ ಅಕ್ಷ
back-substitution,ಬ್ಯಾಕ್-ಬದಲಿ
backward difference,ಹಿಂದುಳಿದ ವ್ಯತ್ಯಾಸ
backward-interpolation formula,ಹಿಂದುಳಿದ-ಪ್ರಕ್ಷೇಪಣ ಸೂತ್ರ
balance,ಸಮತೋಲನ
balanced design,ಸಮತೋಲಿತ ವಿನ್ಯಾಸ
balance sheet,ಆಯವ್ಯಯ ಪಟ್ಟಿ
ballistic missile,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಕ್ಷಿಪಣಿ
ballistics,ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್
bar,ಬಾರ್
base,ಬೇಸ್
base angle,ಮೂಲ ಕೋನ
base of logarithm,ಲಾಗರಿಥಮ್ನ ಆಧಾರ
basic,ಮೂಲಭೂತ
basic feasible solution,ಮೂಲ ಕಾರ್ಯಸಾಧ್ಯ ಪರಿಹಾರ
basic solution,ಮೂಲ ಪರಿಹಾರ
basic variable,ಮೂಲ ವೇರಿಯಬಲ್
basis,ಆಧಾರದ
basis element,ಆಧಾರ ಅಂಶ
basis matrix,ಆಧಾರ ಮ್ಯಾಟ್ರಿಕ್ಸ್
basis of a vector space,ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ
basis of subspace,ಉಪಸ್ಥಳದ ಆಧಾರ
Bayesian estimate,ಬೇಸಿಯನ್ ಅಂದಾಜು
Bayes' law,ಬೇಯ್ಸ್ ಕಾನೂನು
Bayes' theorem,ಬೇಯಸ್ ಪ್ರಮೇಯ
Bernoulli distribution,ಬರ್ನೌಲ್ಲಿ ವಿತರಣೆ
Bernoulli number,ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆ
Bernoulli probability function,ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ
Bernoulli's equation,ಬರ್ನೌಲಿಯ ಸಮೀಕರಣ
Berry function,ಬೆರ್ರಿ ಕಾರ್ಯ
best fit,ಅತ್ಯುತ್ತಮ ಫಿಟ್
best - fit line,ಅತ್ಯುತ್ತಮ - ಫಿಟ್ ಲೈನ್
best solution,ಉತ್ತಮ ಪರಿಹಾರ
best strategies,ಅತ್ಯುತ್ತಮ ತಂತ್ರಗಳು
beta distribution,ಬೀಟಾ ವಿತರಣೆ
bias,ಪಕ್ಷಪಾತ
biased estimate,ಪಕ್ಷಪಾತದ ಅಂದಾಜು
biharmonic equation,ಬೈಹಾರ್ಮೋನಿಕ್ ಸಮೀಕರಣ
bijection,ಬೈಜೆಕ್ಷನ್
bijective map,ಬೈಜೆಕ್ಟಿವ್ ನಕ್ಷೆ
bijective mapping,ಬೈಜೆಕ್ಟಿವ್ ಮ್ಯಾಪಿಂಗ್
bilinear form,ಬೈಲಿನಿಯರ್ ರೂಪ
bilinear function,ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ
bilinear Hermitian form,ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ರೂಪ
binary,ಅವಳಿ
binary code,ಬೈನರಿ ಕೋಡ್
binary coded decimal,ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ
binary coding,ಬೈನರಿ ಕೋಡಿಂಗ್
binary computer,ಬೈನರಿ ಕಂಪ್ಯೂಟರ್
binary digit,ದ್ವಿಮಾನ ಅಂಕಿ
binary operation,ಬೈನರಿ ಕಾರ್ಯಾಚರಣೆ
binary system,ಬೈನರಿ ಸಿಸ್ಟಮ್
binary variable,ಬೈನರಿ ವೇರಿಯಬಲ್
binomial coefficient,ದ್ವಿಪದ ಗುಣಾಂಕ
binomial distribution,ದ್ವಿಪದ ವಿತರಣೆ
binomial equation,ದ್ವಿಪದ ಸಮೀಕರಣ
binomial expansion,ದ್ವಿಪದ ವಿಸ್ತರಣೆ
binomial expression,ದ್ವಿಪದ ಅಭಿವ್ಯಕ್ತಿ
binomial random variable,ದ್ವಿಪದ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
binomial theorem,ದ್ವಿಪದ ಪ್ರಮೇಯ
bisection,ಇಬ್ಭಾಗ
bisection method,ವಿಭಜನಾ ವಿಧಾನ
bisector,ದ್ವಿಭಾಜಕ
biserial,ಬೈಸೀರಿಯಲ್
bit,ಸ್ವಲ್ಪ
bivariate binomial distribution,ದ್ವಿಪದ ದ್ವಿಪದ ವಿತರಣೆ
bivariate correlation coefficient,ದ್ವಿಗುಣ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ
bivariate distribution,ದ್ವಿಗುಣ ವಿತರಣೆ
bivariate normal distribution,ದ್ವಿಗುಣ ಸಾಮಾನ್ಯ ವಿತರಣೆ
bivector,ಬೈವೆಕ್ಟರ್
Boltzmann equation,ಬೋಲ್ಟ್ಜ್‌ಮನ್ ಸಮೀಕರಣ
Boolean algebra,ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ
Bose - Einstein statistics,ಬೋಸ್ - ಐನ್ಸ್ಟೈನ್ ಅಂಕಿಅಂಶಗಳು
boundary condition,ಗಡಿ ಸ್ಥಿತಿ
boundary layer,ಗಡಿ ಪದರ
boundary line,ಗಡಿ ರೇಖೆ
boundary value,ಗಡಿ ಮೌಲ್ಯ
boundary value problem,ಗಡಿ ಮೌಲ್ಯದ ಸಮಸ್ಯೆ
bounded function,ಸೀಮಿತ ಕಾರ್ಯ
bounded matrix,ಬೌಂಡೆಡ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
bounded region,ಗಡಿ ಪ್ರದೇಶ
bounded set,ಸೀಮಿತ ಸೆಟ್
Brownian motion,ಬ್ರೌನಿಯನ್ ಚಲನೆ
calculate,ಲೆಕ್ಕಾಚಾರ
calculating,ಲೆಕ್ಕಾಚಾರ
calculating machine,ಲೆಕ್ಕಾಚಾರ ಯಂತ್ರ
calculation,ಲೆಕ್ಕಾಚಾರ
calculational procedure,ಲೆಕ್ಕಾಚಾರದ ಕಾರ್ಯವಿಧಾನ
calculator,ಕ್ಯಾಲ್ಕುಲೇಟರ್
calculus,ಕಲನಶಾಸ್ತ್ರ
calculus of variation,ವ್ಯತ್ಯಾಸದ ಕಲನಶಾಸ್ತ್ರ
calorie,ಕ್ಯಾಲೋರಿ
cancellation law,ರದ್ದತಿ ಕಾನೂನು
canonical equation,ಅಂಗೀಕೃತ ಸಮೀಕರಣ
canonical form,ಅಂಗೀಕೃತ ರೂಪ
canonical matrix,ಅಂಗೀಕೃತ ಮ್ಯಾಟ್ರಿಕ್ಸ್
Cantor set,ಕ್ಯಾಂಟರ್ ಸೆಟ್
Cantor's ternary set,ಕ್ಯಾಂಟರ್‌ನ ತ್ರಯಾತ್ಮಕ ಸೆಟ್
capacitated transportation problem,ಸಾಮರ್ಥ್ಯದ ಸಾರಿಗೆ ಸಮಸ್ಯೆ
capacity,ಸಾಮರ್ಥ್ಯ
capillary force,ಕ್ಯಾಪಿಲ್ಲರಿ ಬಲ
cardinal number,ಕಾರ್ಡಿನಲ್ ಸಂಖ್ಯೆ
Cartesian axes,ಕಾರ್ಟೇಶಿಯನ್ ಅಕ್ಷಗಳು
Cartesian coordinates,ಕಾರ್ಟೇಶಿಯನ್ ನಿರ್ದೇಶಾಂಕಗಳು
Cartesian product,ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ
Cartesian product of sets,ಸೆಟ್‌ಗಳ ಕಾರ್ಟೇಶಿಯನ್ ಉತ್ಪನ್ನ
case study,ಉದಾಹರಣಾ ಪರಿಶೀಲನೆ
catastrophic fluctuation,ದುರಂತದ ಏರಿಳಿತ
Catenary,ಕ್ಯಾಟೆನರಿ
Cauchy distribution,ಕೌಚಿ ವಿತರಣೆ
Cauchy formula,ಕೌಚಿ ಸೂತ್ರ
Cauchy Goursat theorem,ಕೌಚಿ ಗೌರ್ಸಾಟ್ ಪ್ರಮೇಯ
Cauchy Riemann conditions,ಕೌಚಿ ರೀಮನ್ ಪರಿಸ್ಥಿತಿಗಳು
Cauchy sequence,ಕೌಚಿ ಅನುಕ್ರಮ
Cauchy integral,ಕೌಚಿ ಅವಿಭಾಜ್ಯ
Cauchy principal value,ಕೌಚಿ ಪ್ರಧಾನ ಮೌಲ್ಯ
Cauchy residue theorem,ಕೌಚಿ ಶೇಷ ಪ್ರಮೇಯ
Cayley Hamilton theorem,ಕೇಲಿ ಹ್ಯಾಮಿಲ್ಟನ್ ಪ್ರಮೇಯ
celestial body,ಆಕಾಶಕಾಯ
celestial measurement,ಆಕಾಶ ಮಾಪನ
celestial mechanics,ಆಕಾಶ ಯಂತ್ರಶಾಸ್ತ್ರ
celestial object,ಆಕಾಶ ವಸ್ತು
cell frequency,ಜೀವಕೋಶದ ಆವರ್ತನ
census,ಜನಗಣತಿ
centile,ಸೆಂಟಿಲ್
centimeter,ಸೆಂಟಿಮೀಟರ್
centimeter gram second system,ಸೆಂಟಿಮೀಟರ್ ಗ್ರಾಂ ಎರಡನೇ ವ್ಯವಸ್ಥೆ
central,ಕೇಂದ್ರ
central axis,ಕೇಂದ್ರ ಅಕ್ಷ
central difference,ಕೇಂದ್ರ ವ್ಯತ್ಯಾಸ
central difference formula,ಕೇಂದ್ರ ವ್ಯತ್ಯಾಸ ಸೂತ್ರ
central difference table,ಕೇಂದ್ರ ವ್ಯತ್ಯಾಸ ಕೋಷ್ಟಕ
central limit theorem,ಕೇಂದ್ರ ಮಿತಿ ಪ್ರಮೇಯ
central moment,ಕೇಂದ್ರ ಕ್ಷಣ
central processing unit (C.P.U),ಕೇಂದ್ರೀಯ ಸಂಸ್ಕರಣಾ ಘಟಕ (CPU)
central tendency,ಕೇಂದ್ರ ಪ್ರವೃತ್ತಿ
centre,ಕೇಂದ್ರ
centre of gravity,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಕೇಂದ್ರ
centre of group,ಗುಂಪಿನ ಕೇಂದ್ರ
centre of mass,ದ್ರವ್ಯರಾಶಿಯ ಕೇಂದ್ರ
centre of symmetry,ಸಮ್ಮಿತಿಯ ಕೇಂದ್ರ
centrifugal force,ಕೇಂದ್ರಾಪಗಾಮಿ ಬಲದ
centripetal force,ಕೇಂದ್ರಾಭಿಮುಖ ಬಲ
centroid,ಕೇಂದ್ರಬಿಂದು
certainty,ಖಚಿತತೆ
c.g.s. system,cgs ವ್ಯವಸ್ಥೆ
c.g.s. unit,cgs ಘಟಕ
chain rule of differentiation,ವಿಭಿನ್ನತೆಯ ಸರಪಳಿ ನಿಯಮ
chance causes,ಅವಕಾಶ ಕಾರಣಗಳು
chance moves,ಅವಕಾಶ ಚಲಿಸುತ್ತದೆ
change of axes,ಅಕ್ಷಗಳ ಬದಲಾವಣೆ
change of basis,ಆಧಾರದ ಬದಲಾವಣೆ
change of order,ಆದೇಶದ ಬದಲಾವಣೆ
characteristic coefficient,ವಿಶಿಷ್ಟ ಗುಣಾಂಕ
determinant,ನಿರ್ಣಾಯಕ
characteristic equation,ವಿಶಿಷ್ಟ ಸಮೀಕರಣ
characteristic function,ವಿಶಿಷ್ಟ ಕಾರ್ಯ
characteristic of logarithm,ಲಾಗರಿಥಮ್ನ ಗುಣಲಕ್ಷಣ
characteristic polynomial,ವಿಶಿಷ್ಟ ಬಹುಪದೋಕ್ತಿ
characteristic value,ವಿಶಿಷ್ಟ ಮೌಲ್ಯ
characteristic vector,ವಿಶಿಷ್ಟ ವೆಕ್ಟರ್
character set,ಅಕ್ಷರ ಸೆಟ್
chart,ಚಾರ್ಟ್
chi-square distribution,ಚಿ-ಚದರ ವಿತರಣೆ
chi-square formula,ಚಿ-ಚದರ ಸೂತ್ರ
chi-square test,ಚಿ-ಚದರ ಪರೀಕ್ಷೆ
chord,ಸ್ವರಮೇಳ
chord-bisection method,ಸ್ವರಮೇಳ-ವಿಭಜನೆ ವಿಧಾನ
cipher message (=coded message),ಸೈಫರ್ ಸಂದೇಶ (=ಕೋಡೆಡ್ ಸಂದೇಶ)
cipher (zero),ಸೈಫರ್ (ಶೂನ್ಯ)
circle,ವೃತ್ತ
circle of convergence,ಒಮ್ಮುಖದ ವೃತ್ತ
circuit matrix,ಸರ್ಕ್ಯೂಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
circular,ವೃತ್ತಾಕಾರದ
circular asymptote,ವೃತ್ತಾಕಾರದ ಲಕ್ಷಣ
circular helix,ವೃತ್ತಾಕಾರದ ಹೆಲಿಕ್ಸ್
circular motion,ವೃತ್ತಾಕಾರದ ಚಲನೆ
circumcentre,ಸುತ್ತಳತೆ
circumcircle,ವೃತ್ತಾಕಾರ
circumscribe,ಸುತ್ತುವರಿಸು
circumscribed,ಸುತ್ತುವರಿದ
circumscribed circle,ಸುತ್ತುವರಿದ ವೃತ್ತ
classical deductive technique,ಶಾಸ್ತ್ರೀಯ ಅನುಮಾನಾತ್ಮಕ ತಂತ್ರ
classical dynamics,ಶಾಸ್ತ್ರೀಯ ಡೈನಾಮಿಕ್ಸ್
classical optimization,ಶಾಸ್ತ್ರೀಯ ಆಪ್ಟಿಮೈಸೇಶನ್
classical ruin problem,ಶಾಸ್ತ್ರೀಯ ವಿನಾಶದ ಸಮಸ್ಯೆ
classical statistical mechanics,ಶಾಸ್ತ್ರೀಯ ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ ಯಂತ್ರಶಾಸ್ತ್ರ
classification of errors,ದೋಷಗಳ ವರ್ಗೀಕರಣ
class interval,ವರ್ಗ ಮಧ್ಯಂತರ
