Gujarati,Odiya
"બેઝ પ્લેટ, એડજસ્ટેબલ","ବେସ୍ ପ୍ଲେଟ୍, ନିୟନ୍ତ୍ରିତ |"
આધાર સંતૃપ્તિ,ମୂଳ ପରିପୃଷ୍ଠା |
બેસોઇડ,ବାସୋଏଡ୍ |
બેટ,ବ୍ୟାଟ୍
સ્નાન અને WC,ସ୍ନାନ ଏବଂ WC
સખત મારપીટ,ବାଟା ପେଗ୍ |
સખત મારપીટ પિયર,ବାଟା ପାଇର୍ |
સખત મારપીટનો નિયમ,ବ୍ୟାଟର ନିୟମ |
બૉલ્ક (બાલ્ક),ବାଲ୍କ (ବାଲ୍କ)
ખાડી,ବାଇ
ધારક,ଧାରକ
બેરિંગ ક્ષમતા,ବହନ କରିବାର କ୍ଷମତା |
બેરિંગ ખૂંટો,ଗଦା ବହନ କରିବା |
બેરિંગ સ્ટ્રેટમ,ଷ୍ଟ୍ରାଟମ୍ ବହନ କରିବା |
પથારી,ଶଯ୍ୟା
પથારીનું વિમાન,ବିଛଣା ବିମାନ |
બેડ સંયુક્ત,ଶଯ୍ୟା ଗଣ୍ଠି |
બેડ રોક,ବେଡ୍ ପଥର |
બેડ રૂમ,ବେଡ୍ ରୁମ୍ |
મીણ,ମହୁମାଛି
બેલ બોક્સ,ବେଲ୍ ବାକ୍ସ |
બેલિંગ ડોલ,ବାଲ୍ଟି ବାଲିଙ୍ଗ୍ |
બેલોફ્રેમ,ବେଲୋଫ୍ରାମ୍ |
બેન્ચ્ડ ફાઉન્ડેશન,ବେଞ୍ଚ ଭିତ୍ତିଭୂମି |
બેન્ચિંગ,ବେଞ୍ଚିଂ
બેન્ચ માર્ક,ବେଞ୍ଚ ମାର୍କ |
લાભ ખર્ચ વિશ્લેષણ,ଲାଭ ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
બેર્મ,ବରମ
બેવેલ્ડ બંધ,ବେଭେଲଡ୍ ବନ୍ଦ |
"B-ક્ષિતિજ,&quot;B-","ବି-ରାଶି, &quot;B-"
બાયટ,ବିଟ୍ |
બાઈન્ડર,ବାଇଣ୍ଡର୍ |
બંધનકર્તા સામગ્રી,ବାନ୍ଧିବା ସାମଗ୍ରୀ |
બાયોટનો સિદ્ધાંત,ବାୟୋଟ ସିଦ୍ଧାନ୍ତ |
બીટુમેન,ବିଟୁମେନ |
કાળી કપાસની માટી,କଳା ସୂତା ମାଟି |
કાળી પૃથ્વી,କଳା ପୃଥିବୀ |
કાળી જડિયાંવાળી જમીન,କଳା ଟର୍ଫ ମାଟି |
બ્લેડ,ବ୍ଲେଡ୍ |
બ્લાસ્ટ ફર્નેસ સ્લેગ સિમેન્ટ,ବ୍ଲାଷ୍ଟ ଫର୍ଣ୍ଣେସ୍ ସ୍ଲାଗ୍ ସିମେଣ୍ଟ |
બ્લોકી માળખું,ଅବରୋଧ ସଂରଚନା |
બોગી પ્રતિકાર,ବଗି ପ୍ରତିରୋଧ |
બોગ-આયર્ન ઓર,ବଗ୍-ଲୁହାପଥର |
બોન્ડ,ବନ୍ଧ
બંધાયેલા સભ્ય,ବନ୍ଧିତ ସଦସ୍ୟ |
બોન્ડેડ પોસ્ટ ટેન્શનિંગ,ବନ୍ଧିତ ପୋଷ୍ଟ ଟେନସିଂ |
બોન્ડ પથ્થર,ବନ୍ଧ ପଥର |
બંધાયેલ પાણી,ସୀମା ଜଳ |
બોક્સ ગટર,ବାକ୍ସ ଗୁଟର୍ |
તાણવું,ବନ୍ଧନୀ
ઈંટ પર ધાર,ଇଟା-ଧାର
બ્રિડલ,ବ୍ରିଡଲ୍ |
તેજ,ଉଜ୍ଜ୍ୱଳତା |
બ્રાઉન માટી,ବାଦାମୀ ମାଟି |
બિલ્ડીંગ,ବିଲଡିଂ
બિલ્ડીંગ સર્વેયર,ବିଲ୍ଡିଂ ସର୍ବେକ୍ଷଣକାରୀ |
બફર,ବଫର୍ |
બફર વળાંક,ବଫର୍ ବକ୍ର
બફરિંગ,ବଫରିଂ |
બફરિંગ ક્ષમતા,ବଫରିଂ କ୍ଷମତା |
બંદર,ବଣ୍ଡର୍ |
બટ્રેસ,ଦୁର୍ଗ
સી-ક્ષિતિજ,ସି-ରାଶି
કેબલ,କେବୁଲ୍ |
કેબલ મોલ્ડિંગ,କେବୁଲ୍ ମୋଲିଡିଂ |
કેબલિંગ,କ୍ୟାବଲିଂ |
કેબિન,କ୍ୟାବିନ
કેબિન હૂક,କ୍ୟାବିନ ହୁକ୍ |
કેબિનેટ,କ୍ୟାବିନେଟ୍
કેબોલ્ટે છોડી દીધું,କ୍ୟାବୋଲ୍ଟଙ୍କ ବିଦାୟ
કાફેટેરિયા,କାଫେରିଆ |
કેજ,କେଜ୍ |
પાંજરાનું બાંધકામ,କେଜ୍ ନିର୍ମାଣ
કાઈનનું સૂત્ર,କ ain ନଙ୍କ ସୂତ୍ର |
કેસોન,କେସନ୍ |
કેસોન રોગ,କେସନ୍ ରୋଗ |
કેસોન ફાઉન્ડેશન,କେସନ୍ ଫାଉଣ୍ଡେସନ୍ |
Caisson ખૂંટો,କେସନ୍ ଗଦା |
કેલ્કેરિયસ ઈંટ,କାଲ୍କେରିସ୍ ଇଟା |
કેલ્કેરિયસ માટી,କାଲକେୟାର ମାଟି |
કેલ્કેરિયસ પોપડો,କାଲ୍କେରିସ୍ କ୍ରଷ୍ଟ୍ |
કેલ્સિફિકેશન,ଗଣନା
કેલ્સિનેશન,ଗଣନା
કેલ્સિન,କାଲସିନ୍
કેલ્સાઇટ,କାଲସିଟ୍ |
કેલ્શિયમ-એલ્યુમિનેટ સિમેન્ટ,କ୍ୟାଲସିୟମ୍-ଆଲୁମିନିଟ୍ ସିମେଣ୍ଟ |
કેલ્શિયમ-સિલિકેટ ઈંટ,କ୍ୟାଲସିୟମ୍-ସିଲିକେଟ୍ ଇଟା |
કેલ્શિયમ-સિલિકેટ હાઇડ્રેટ,କ୍ୟାଲସିୟମ୍-ସିଲିକେଟ୍ ହାଇଡ୍ରେଟ୍ |
કેલિચે,କାଲିଚେ |
કેલિફોર્નિયા બેરિંગ રેશિયો,କାଲିଫର୍ନିଆର ଅନୁପାତ ଅନୁପାତ |
કેલિપર,କାଲିପର୍ |
કેલરીમીટર,କ୍ୟାଲୋରିମିଟର |
કેમ્બર,କ୍ୟାମ୍ବର |
કેનાલ,କେନାଲ |
કેનોપી,କାନୋପି |
કેન્ટિલવર ફૂટિંગ,କ୍ୟାଣ୍ଟିଲାଇଭର ଫୁଟିଂ |
કેપ,କ୍ୟାପ୍
ક્ષમતા,ସାମର୍ଥ୍ୟ |
એઇલ ટ્રેકની ક્ષમતા,ସମସ୍ତ ଟ୍ରାକର କ୍ଷମତା |
કેપ કેબલ,କ୍ୟାପ୍ କେବୁଲ୍ |
કેપિલેરિટી,କ୍ଷମତା
કેશિલરી વિરામ,କ୍ୟାପିଲାରୀ ବ୍ରେକ୍ |
કેશિલરી પ્રવાહ,କ୍ୟାପିଲାରୀ ପ୍ରବାହ |
કેશિલરી ભેજ અથવા કેશિલરી પાણી,କ୍ୟାପିଲାରୀ ଆର୍ଦ୍ରତା କିମ୍ବା କ୍ୟାପିଲାରୀ ପାଣି |
કેશિલરી છિદ્ર જગ્યા,କ୍ୟାପିଲାରୀ ପୋର ସ୍ପେସ୍ |
કેશિલરી છિદ્રાળુતા,କ୍ୟାପିଲାରୀ ପୋରୋସିଟି |
કેશિલરી જગ્યા,କ୍ୟାପିଲାରୀ ସ୍ପେସ୍ |
કેપ્ચર વેગ,ବେଗ କ୍ୟାପଚର କରନ୍ତୁ |
કાર્બોનેશન,କାର୍ବନେସନ୍ |
કાર્બન બ્લેક,କାର୍ବନ କଳା
કાસ્ટબલ રીફ્રેક્ટરી,କାଷ୍ଟବଲ୍ ଚିତ୍ତାକର୍ଷକ |
કાસ્ટ-ઇન-પ્લેસ અથવા કાસ્ટ-ઇન-સિટુ,କାଷ୍ଟ-ଇନ୍-ପ୍ଲେସ୍ କିମ୍ବା କାଷ୍ଟ-ଇନ୍-ସିଟ୍ |
કાસ્ટ-ઇન-પ્લેસ ખૂંટો,କାଷ୍ଟ-ଇନ୍-ପ୍ଲେସ୍ ଗଦା |
એરંડા,କାଷ୍ଟର |
કાસ્ટ પથ્થર,ପଥର ପକାନ୍ତୁ |
ઉત્પ્રેરક,ଅନୁକ୍ରମଣିକା
કેટેના,କ୍ୟାଟେନା |
બિલાડીનો ચહેરો,ବିଲେଇ ମୁହଁ |
બિલાડીનું માથું,ବିଲେଇ ମୁଣ୍ଡ
કેશન,କେସନ୍
કેટ વોક,ବିଲେଇ ଚାଲିବା |
પોલાણ નુકસાન,କ୍ୟାଭିଟେସନ୍ କ୍ଷତି |
સેલાઇટ,ସେଲିଟ୍
સેલ્યુલર કોંક્રિટ,ସେଲୁଲାର୍ କଂକ୍ରିଟ୍ |
સેલ્યુલર બાંધકામ,ସେଲ୍ୟୁଲାର୍ ନିର୍ମାଣ
સિમેન્ટ,ସିମେଣ୍ଟ |
"સિમેન્ટ, બિટ્યુમિનસ","ସିମେଣ୍ଟ, ବିଟୁମିନିୟସ୍ |"
"સિમેન્ટ, ઉચ્ચ તાકાત","ସିମେଣ୍ଟ, ଉଚ୍ଚ ଶକ୍ତି |"
"સિમેન્ટ, હાઇડ્રોલિક","ସିମେଣ୍ଟ, ହାଇଡ୍ରୋଲିକ୍ |"
"સિમેન્ટ, ઓછી ગરમી","ସିମେଣ୍ଟ, କମ୍ ଉତ୍ତାପ |"
"સિમેન્ટ, ચણતર","ସିମେଣ୍ଟ, ରାଜକୋଷ |"
"સિમેન્ટ, કુદરતી","ସିମେଣ୍ଟ, ପ୍ରାକୃତିକ |"
"સિમેન્ટ, પોર્ટલેન્ડ","ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ |"
"સિમેન્ટ, પોર્ટલેન્ડ બ્લાસ્ટ ફર્નેસ સ્લેગ","ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ ବ୍ଲାଷ୍ଟ ଫର୍ଣ୍ଣେସ୍ ସ୍ଲାଗ୍ |"
"સિમેન્ટ, પોર્ટલેન્ડ પોઝોલન","ସିମେଣ୍ଟ, ପୋର୍ଟଲ୍ୟାଣ୍ଡ ପୋଜଜୋଲାନ୍ |"
"સિમેન્ટ, સ્લેગ","ସିମେଣ୍ଟ, ସ୍ଲାଗ୍ |"
"સિમેન્ટ, સલ્ફેટ પ્રતિરોધક","ସିମେଣ୍ଟ, ସଲଫେଟ୍ ପ୍ରତିରୋଧକ |"
"સિમેન્ટ, સુપર સલ્ફેટેડ","ସିମେଣ୍ଟ, ସୁପର ସଲଫେଟ୍ |"
"સિમેન્ટ, સફેદ","ସିମେଣ୍ଟ, ଧଳା |"
સિમેન્ટ-એગ્રિગેટ રેશિયો,ସିମେଣ୍ଟ-ଏଗ୍ରିଗେଟ୍ ଅନୁପାତ |
સિમેન્ટ સામગ્રી,ସିମେଣ୍ଟ ବିଷୟବସ୍ତୁ |
સિમેન્ટ જેલ,ସିମେଣ୍ଟ ଜେଲ୍ |
સિમેન્ટ બંદૂક,ସିମେଣ୍ଟ ବନ୍ଧୁକ |
સિમેન્ટ ભઠ્ઠી,ସିମେଣ୍ଟ କିଲ୍ |
સિમેન્ટ પેઇન્ટ,ସିମେଣ୍ଟ ରଙ୍ଗ |
સિમેન્ટ પ્લાસ્ટર,ସିମେଣ୍ଟ ପ୍ଲାଷ୍ଟର |
સિમેન્ટ ખડક,ସିମେଣ୍ଟ ପଥର |
સિમેન્ટ સ્લરી,ସିମେଣ୍ଟ ସ୍ଲୁରି |
સિમેન્ટ સંગ્રહ,ସିମେଣ୍ଟ ଷ୍ଟୋରେଜ୍ |
સિમેન્ટેશન પ્રક્રિયા,ସିମେଣ୍ଟେସନ୍ ପ୍ରକ୍ରିୟା |
સેન્ટરિંગ,କେନ୍ଦ୍ରକରଣ |
સેન્ટરિંગ અને શટરિંગ,ସେଣ୍ଟରିଂ ଏବଂ ସଟରିଂ |
કેન્દ્રીય મિશ્રિત કોંક્રિટ,କେନ୍ଦ୍ରୀୟ ମିଶ୍ରିତ କଂକ୍ରିଟ୍ |
સેન્ટ્રલ મિક્સર,କେନ୍ଦ୍ରୀୟ ମିକ୍ସର୍ |
કેન્દ્રત્યાગી ચાહક,ସେଣ୍ଟ୍ରିଫୁଗୁଲ୍ ପ୍ରଶଂସକ |
ચાક,ଚକ
ચેમ્ફર,ଚାମ୍ଫର୍ |
ચેમ્ફર સ્ટ્રીપ,ଚାମ୍ଫର୍ ଷ୍ଟ୍ରିପ୍ |
ચેનલ બીમ,ଚ୍ୟାନେଲ୍ ବିମ୍ |
લાક્ષણિક લોડ,ଚରିତ୍ରଗତ ଭାର |
લાક્ષણિકતા શક્તિ,ବ istic ଶିଷ୍ଟ୍ୟ ଶକ୍ତି |
ચાર્જ બંધ,ଚାର୍ଜ ଅଫ୍ |
ચાર્જિંગ,ଚାର୍ଜିଂ
તપાસવું,ଯା cking ୍ଚ
કેમિકલ બોન્ડ,ରାସାୟନିକ ବନ୍ଧ |
ચેર્નોઝેમ,ଚେର୍ନୋଜେମ୍ |
ચેસ્ટનટ માટી,ଛାତି ମାଟି |
ચીમની ગટર,ଚିମନି ଗୁଟର |
ચિપ બોર્ડ,ଚିପ୍ ବୋର୍ଡ |
ચીપીંગ,ଚିପିଙ୍ଗ୍ |
ચિપ્સ,ଚିପ୍ସ |
ચૂટ,ଚୁଟ୍
વર્ગ (કોંક્રિટનો),କ୍ଲାସ୍ (କଂକ୍ରିଟ୍ ର)
માટી,ମାଟି
માટી સામગ્રી,ମାଟି ବିଷୟବସ୍ତୁ |
માટીની તપેલી,ମାଟି ପ୍ୟାନ |
સાફ કરો,ପରିଷ୍କାର
સાફ કરો,ସଫା କର
ક્લીટ,ସଫା କର |
ક્લિન્કર,କ୍ଲିଙ୍କର୍ |
ક્લિપ,କ୍ଲିପ୍
કોગ્યુલેશન,ଜମାଟ ବାନ୍ଧିବା |
બરછટ એકંદર,କଠିନ ଏଗ୍ରିଗେଟ୍ |
બરછટ દાણાવાળી માટી,କଠିନ ଶସ୍ୟ ମାଟି |
કોટ,କୋଟ
કોફર ડેમ,କଫର୍ ଡ୍ୟାମ୍ |
સંયોગ,ମିଳନ
કોલોઇડ,କୋଲଏଡ୍ |
કોલોઇડલ ભેજ સમકક્ષ ગુણોત્તર,କୋଲଏଡାଲ୍ ଆର୍ଦ୍ରତା ସମାନ ଅନୁପାତ |
કોલોઇડલ સિસ્ટમ,କୋଲଏଡାଲ୍ ସିଷ୍ଟମ୍ |
કોલ્યુવિયલ માટી,ମିଳିତ ମାଟି |
કૉલમ,ସ୍ତମ୍ଭ
કોમ્બેડ પૂર્ણાહુતિ,କମ୍ବିଂ ଶେଷ
સંયુક્ત પગ,ମିଳିତ ପଦଚିହ୍ନ |
સંયુક્ત પાણી,ମିଶ୍ରିତ ଜଳ |
સામાન્ય રૂમ,ସାଧାରଣ କୋଠରୀ |
પૂર્ણતા પ્રમાણપત્ર,ସଂପୂର୍ଣ୍ଣ ପ୍ରମାଣପତ୍ର
ઘટક ચોરસ,ଉପାଦାନ ବର୍ଗ
કોંક્રિટ,କଂକ୍ରିଟ୍ |
કન્ક્રિશન,ସଂକଳନ
એકીકૃત દર/સપાટ દર,ଏକତ୍ରିତ ହାର / ଫ୍ଲାଟ ହାର |
દૂષકો,ପ୍ରଦୂଷକ
રસોઇ alcove,ଆଲକୋଭ୍ ରାନ୍ଧିବା |
મુકાબલો,ମୁକାବିଲା
કોર્બેલ,କରବେଲ |
કોર્નિસ,କର୍ନିସ୍ |
કપલર,ଦମ୍ପତି
"કપલર, ડબલ","ଦମ୍ପତି, ଦୁଇଥର |"
"કપલર, પુટલોગ","ଦମ୍ପତି, ପୁଟ୍ଲଗ୍ |"
"કપલર, સ્વીવેલ","ଦମ୍ପତି, ସ୍ୱିଭେଲ୍ |"
અભ્યાસક્રમ,ପାଠ୍ୟକ୍ରମ
કોર્સ્ડ રેન્ડમ રોડાં ચણતર,ରାଣ୍ଡମ୍ ରାଣ୍ଡଲ୍ ଚୁକ୍ତି |
આવરી લેવામાં આવેલ વિસ્તાર,ଆଚ୍ଛାଦିତ କ୍ଷେତ୍ର |
કમકમાટી,କ୍ରିପ୍
ક્રીપ ગુણાંક,କ୍ରିପ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
ક્રોટોવાઇન,କ୍ରୋଟୋଭାଇନ୍ |
કાગડો પગ,କାଉ ପାଦ |
નાનો ટુકડો બટકું માળખું,ଖଣ୍ଡ ଗଠନ |
કર્બ,ବନ୍ଦ କର |
વર્તમાન,ସାମ୍ପ୍ରତିକ
વળાંક પ્રતિકાર,ବକ୍ର ପ୍ରତିରୋଧ
ભીનાશ પ્રૂફ કોર્સ,ଓଦା ପ୍ରୁଫ୍ ପାଠ୍ୟକ୍ରମ |
પૂર્ણ થવાની તારીખ,ସମାପ୍ତ ତାରିଖ
ડેડ લોડ,ମୃତ ଭାର
મૃત પાણી,ମୃତ ଜଳ |
ડેસિબલ,ଡେସିବେଲ୍ |
ડિફ્લોક્યુલેશન,ଡିଫ୍ଲୋକ୍କୁଲେସନ୍ |
વાયુમિશ્રણ અથવા એર સ્પેસ રેશિયોની ડિગ્રી,ବାୟୁମଣ୍ଡଳ କିମ୍ବା ବାୟୁ ସ୍ଥାନ ଅନୁପାତର ଡିଗ୍ରୀ |
એકત્રીકરણની ડિગ્રી,ଏକୀକରଣର ଡିଗ୍ରୀ |
વિખેરવાની ડિગ્રી,ବିଚ୍ଛେଦର ଡିଗ୍ରୀ |
સંતૃપ્તિની ડિગ્રી,ପରିପୃଷ୍ଠାର ଡିଗ୍ରୀ |
ઘનતા,ଘନତା
રણ પેવમેન્ટ,ମରୁଭୂମି ରାସ୍ତା
રણની માટી,ମରୁଭୂମି ମାଟି |
વિગતો,ବିବରଣୀ
વિકાસ સમયગાળો,ବିକାଶ ଅବଧି
ડી-ક્ષિતિજ,ଡି-ରାଶି
કર્ણ બંધન,ତ୍ରିକୋଣୀୟ ବନ୍ଧନ |
ડાયાગ્રામ,ଚିତ୍ର
ડિજિટલ ડોક,ଡିଜିଟାଲ୍ ଡକ୍ |
વિભેદક પાણી દર,ଭିନ୍ନ ଭିନ୍ନ ଜଳ ହାର |
મંદન વેન્ટિલેશન,ଦିଲ୍ୟୁସନ୍ ଭେଣ୍ଟିଲେସନ୍ |
ડિલુવિયમ,ଦିଲୁଭିୟମ୍
ડાઇનિંગ રૂમ,ଭୋଜନ ଗୃହ
દિશા ખીંટી,ଦିଗ ପେଗ୍ |
વિક્ષેપ,ବିଚ୍ଛେଦ |
ડિસ્ટેમ્પર,ବିଭ୍ରାନ୍ତକାରୀ |
ડોક,ଡକ୍ |
દરવાજો,ଦ୍ୱାର
ડોર્મર,ଛାତ୍ରାବାସ
ડોર્મર ચેક,ଛାତ୍ରାବାସ ଯାଞ୍ଚ |
ડબલ ફ્લેમિશ બોન્ડ,ଡବଲ୍ ଫ୍ଲେମିଶ୍ ବଣ୍ଡ୍ |
ડબલ લેયર,ଡବଲ୍ ସ୍ତର |
ડોવેલ,ଡୋଭେଲ୍ |
ચિત્ર ફલક,ଚିତ୍ରାଙ୍କନ ବୋର୍ଡ |
દીવાનખાનું,ଚିତ୍ରାଙ୍କନ କକ୍ଷ |
ડ્રિફ્ટ,ଡ୍ରାଇଫ୍
શુષ્ક બલ્બ તાપમાન,ଶୁଖିଲା ବଲ୍ବ ତାପମାତ୍ରା |
ડ્રાય ડોક,ଶୁଖିଲା ଡକ୍ |
સુકા રબર ચણતર,ଶୁଖିଲା ରବର ନିର୍ମାଣ
ડચ બોન્ડ,ଡଚ୍ ବନ୍ଧନ |
વામન દિવાલ,ବାଣ୍ଡ କାନ୍ଥ |
નિવાસ એકમ,ବାସସ୍ଥାନ ଏକକ
ઇવ,ଇଭ୍
Eaves ગટર,ଗୁପ୍ତାଙ୍ଗ
આર્થિક શક્યતા,ଆର୍ଥିକ ସମ୍ଭାବ୍ୟତା |
એક્ટોડાયનેમોર્ફિક માટી,ଏକ୍ଟୋଡାଇନାମୋରଫିକ୍ ମାଟି |
એડી,ଏଡି
અસરકારક કદ,ପ୍ରଭାବଶାଳୀ ଆକାର |
પુષ્પવૃત્તિ,ଇଫ୍ଲୋରସେନ୍ସ |
એફ્લુઅન્ટ,ପ୍ରଭାବଶାଳୀ |
એલિવેશન,ଉଚ୍ଚତା
એલુવિએશન,ବହିଷ୍କାର
એલ્યુવિયમ,ଇଲୁଭିୟମ୍ |
એન્ડોડાયનેમોર્ફિક માટી,ଏଣ୍ଡୋଡାଇନାମୋରଫିକ୍ ମାଟି |
એન્જિનિયરિંગની શક્યતા,ଇଞ୍ଜିନିୟରିଂ ସମ୍ଭାବ୍ୟତା |
અંગ્રેજી બોન્ડ,ଇଂରାଜୀ ବନ୍ଧନ |
અંગ્રેજી ગાર્ડન વોલ બોન્ડ,ଇଂରାଜୀ ବଗିଚା କାନ୍ଥ ବନ୍ଧ |
"EPM (મિલિયન દીઠ સમકક્ષ),&quot;","ଇପିଏମ୍ (ପ୍ରତି ମିଲିୟନ୍ ସହିତ ସମାନ), &quot;"
સમકક્ષ વજન,ସମାନ ଓଜନ
અર્ગ,Erg
વિનિમયક્ષમ,ଅଦଳବଦଳଯୋଗ୍ୟ |
વિનિમયક્ષમ એસિડિટી,ଅଦଳବଦଳ ଅମ୍ଳତା |
વિનિમયક્ષમ સોડિયમ ટકાવારી (ESP),ଅଦଳବଦଳ ସୋଡିୟମ୍ ପ୍ରତିଶତ (ESP)
ઇ.એસ.પી.,E. S P.
એક્સચેન્જ એસિડિટી,ଅମ୍ଳତା ବିନିମୟ କରନ୍ତୁ |
વિનિમય સંકુલ,ଏକ୍ସଚେଞ୍ଜ୍ କମ୍ପ୍ଲେକ୍ସ |
એક્ઝોસ્ટ,ନିଷ୍କାସନ
ખુલ્લી પૂર્ણાહુતિ,ପ୍ରକାଶିତ ସମାପ୍ତ
આંખ,ଆଖି
આંખ ભ્રમર,ଆଖି ବ୍ରୋ
સામનો કરવો,ସାମ୍ନା କରିବା |
બોન્ડનો સામનો કરવો,ବନ୍ଧନର ସମ୍ମୁଖୀନ |
સલામતીનું પરિબળ,ନିରାପତ୍ତା କାରକ
પડવું,ପତନ
ફેસિયા,ଫେସିଆ |
ફેસિયા બોર્ડ,ଫେସିଆ ବୋର୍ଡ |
દોષ,ତ୍ରୁଟି
ક્ષેત્રની ભેજ,କ୍ଷେତ୍ର ଆର୍ଦ୍ରତା |
અંતિમ ભેજ સમકક્ષ,ଅନ୍ତିମ ଆର୍ଦ୍ରତା ସମାନ |
ફિલેટ (મોર્ટારનું),ଫିଲେଟ୍ (ମୋର୍ଟାର)
અંતિમ,ଅନ୍ତିମ
અંતિમ માપન,ଅନ୍ତିମ ମାପ |
અંતિમ ચુકવણીq,ଅନ୍ତିମ ଦେୟ
અંતિમ પૂર્વ તણાવ,ଅନ୍ତିମ ପୂର୍ବ ଚାପ |
અંતિમ તાણ,ଅନ୍ତିମ ଟେନସନ |
